abadžija	âbad͡ʒija
autoritativno	âutoritatiːʋno
autoritativnost	autoritatǐːʋnoːst
autoritet	autorǐteːt
autorizacija	autorizǎːt͡sija
autorizirati	autorizǐːrati
autorski	ǎutorski
autorski	ǎutorskiː
autorstvo	autǒːrstʋo
autostop	ǎutostop
autostrada	ǎutostraːda
autosugestija	autosuɡěstija
autsajder	autsǎjder
autsajderski	autsǎjderski
autsajderski	autsǎjderskiː
avangarda	ǎʋanɡaːrda
avangardni	ǎʋanɡaːrdniː
avans	ǎʋans
avantura	aʋantǔːra
avanturist	aʋantǔrist
avanturistički	aʋanturǐstitʃki
avanturistički	aʋanturǐstitʃkiː
avanzirati	aʋanzǐːrati
avarski	ǎʋaːrskiː
avatar	aʋǎtaːr
avaz	ǎʋaːz
avdest	ǎʋdest
avenija	avěːnija
averzija	aʋěrzija
avestički	aʋěstit͡ʃkiː
avganistan	aʋɡanǐstaːn
avganistanski	aʋɡanǐstaːnskiː
avijacija	aʋijǎːt͡sija
avijatičar	aʋijǎtit͡ʃaːr
aviokompanija	aʋiokompǎnija
avion	aʋǐoːn
avionski	aʋǐonski
avionski	aʋǐonskiː
avioprevoznik	aʋioprěːʋozniːk
avioprijevoznik	aʋioprijěːʋozniːk
avitaminoza	aʋitaminǒːza
avlija	ǎʋlija
avokado	aʋokǎːdo
azbest	ǎzbest
azbuka	ǎzbuka
azbučni	ǎzbut͡ʃniː
azerbajdžan	azerbǎjd͡ʒaːn
azerbajdžanac	azerbajd͡ʒǎːnat͡s
azerski	ǎzerskiː
azija	âːzija
azijac	azǐːjat͡s
azijatski	azǐjatski
azijatski	azǐjatskiː
azijski	âːziːjskiː
azil	ǎziːl
azilant	azǐlant
azilantski	azǐlantski
azilantski	azǐlantskiː
azimut	ǎzimut
azorski	ǎzorskiː
aztek	ǎzteːk
aztečki	ǎztet͡ʃkiː
ađutant	ad͡ʑǔtant
ašenbeher	ǎʃenbexer
ašigdžija	aʃǐɡd͡ʒija
ašik	ǎʃik
ašiklija	aʃǐklija
ašikluk	aʃǐkluk
ašikovati	ǎʃikoʋati
ažur	ǎʒuːr
ažuran	âʒuːran
ažurirati	aʒurǐːrati
b	b
baba	bâba
babica	bâbit͡sa
babilon	bâbilon
babilonija	babǐloːnija
babilonski	bâbiloːnskiː
babo	bǎːbo
babun	bǎbuːn
babuna	bǎbuna
bacakati	bat͡sǎkati
bacanje	bǎt͡saːɲe
bacati	bǎt͡sati
bacač	bǎt͡saːt͡ʃ
bacačica	bat͡sǎt͡ʃit͡sa
bacil	bǎt͡siːl
baciti	bǎːt͡siti
badanj	bǎdaɲ
badava	badǎʋa
badem	bǎːdem
badnjak	bâdɲaːk
badža	bǎːd͡ʒa
bagdad	bǎɡdaːd
bagdadski	bǎɡdadskiː
bager	bǎːɡer
bagrem	bǎɡrem
bahat	bâxat
bahatiti	baxǎtiti
bahato	bǎxato
bahatost	bǎxatoːst
bahoriti	bâxoriti
bahrein	bǎxrein
bahreinski	baxreǐnskiː
baht	bâxt
bajagi	bajǎɡi
bajam	bǎjam
bajan	bâːjan
bajat	bǎjat
bajati	bâjati
bajbok	bǎjbok
bajbuk	bǎjbuk
bajka	bâːjka
bajonet	bajǒneːt
bajoneta	bajoněːta
bajoslovan	bâjosloːʋan
bajram	bǎjram
bajramovati	bǎjramoʋati
bajt	bâjt
bajta	bâːjta
bajunet	bajǔneːt
bajuneta	bajuněːta
baka	bǎːka
bakalar	bakǎlaːr
bakar	bǎkar
baklava	baklǎʋa
baklja	bâkʎa
bakren	bǎkren
bakrorez	bâkroreːz
baktati	bǎktati
bakterija	bǎkteːrija
bakteriolog	bakteriǒloɡ
bakteriologija	bakteriolǒɡija
bakteriološki	bakteriǒloʃkiː
baku	bǎku
bakšiš	bǎkʃiʃ
bala	bâla
balada	balǎːda
balans	bǎlans
balansirati	balansǐːrati
balast	bǎlast
balav	bâlaʋ
balavac	bâlaʋat͡s
balavica	bâlaʋit͡sa
balaviti	bâlaʋiti
balega	balěːɡa
balega	bâleɡa
balegati	balěɡati
balerina	balerǐːna
balet	bǎleːt
balija	bǎlija
balistika	balǐstika
balistički	balǐstitʃki
balistički	balǐstitʃkiː
baliti	bâliti
baljezgati	baʎězɡati
balkan	bǎlkaːn
balkanac	balkǎːnat͡s
balkanizirati	balkanizǐːrati
balkanski	bǎlkaːnski
balkanski	bǎlkaːnskiː
balkon	bǎlkoːn
balon	bǎloːn
baltik	bǎltik
baltički	bǎltit͡ʃkiː
balvan	bǎlʋan
balzam	bǎlzam
balzamirati	balzamǐːrati
balčak	bǎlt͡ʃak
bambus	bǎmbus
bambusov	bǎmbusoʋ
bamija	bǎmija
ban	bâːn
banalan	bǎnaːlan
banalizirati	banalizǐːrati
banalno	bǎnaːlno
banalnost	banǎːlnoːst
banana	banǎːna
banda	bâːnda
bandera	banděːra
bandit	bǎndiːt
banditski	bǎndiːtski
banditski	bǎndiːtskiː
bandoglav	bandǒɡlaʋ
bandoglavost	bandǒɡlaʋoːst
bangkok	bǎnɡkok
bangladeš	bǎnɡladeʃ
banj	bâɲ
banja	bâɲa
banjati	bâɲati
banjica	bâɲit͡sa
bankar	bǎnkaːr
bankarski	bǎnkaːrskiː
banket	bǎnkeːt
bankina	bankǐːna
banknota	banknǒːta
bankrot	bǎnkroːt
bankroter	bankrǒteːr
bankrotirati	bankrotǐːrati
banuti	bǎnuti
bančiti	bâːnt͡ʃiti
bar	bâr
bar	bâːr
bara	bâra
baraba	barǎba
baraka	barǎka
barakuda	barakǔːda
baran	bǎran
baratati	barǎtati
barbados	barbǎːdos
barbadoski	barbǎːdoskiː
barbar	bǎrbar
barbarizam	barbarǐzam
barbarski	bǎrbarski
barbarski	bǎrbarskiː
barbarstvo	bǎrbaːrstʋo
barbika	bǎrbika
barel	bǎrel
barem	bǎrem
barijera	barijěːra
barikada	barikǎːda
bariton	bǎritoːn
baritona	barǐtona
barjak	bǎrjaːk
barjaktar	barjǎktaːr
barjaktariti	barjaktǎːriti
barka	bâːrka
barok	bǎrok
barokni	bǎrokniː
barometar	bârometar
baron	bǎroːn
barun	bǎruːn
barut	bǎːrut
barčica	bâːrt͡ʃit͡sa
baršun	bǎrʃuːn
baršunast	bǎrʃunast
bas	bâs
bask	bâsk
baskijski	bâskiːjski
baskijski	bâskiːjskiː
basna	bâsna
basnoslovan	bâsnosloːʋan
bat	bât
bat	bâːt
batak	bâtaːk
bataljun	batǎʎuːn
baterija	bǎteːrija
batina	bǎtina
batinati	batǐnati
batlija	bǎtlija
bauljati	baǔʎati
bavarska	bǎʋaːrska
bavarski	bǎʋarski
bavarski	bǎʋarskiː
baviti	bâʋiti
baza	bǎːza
bazati	bǎːzati
bazdeti	bǎzdeti
bazdjeti	bǎzdjeti
bazen	bǎzeːn
bazga	bǎzɡa
bazirati	bazǐːrati
baća	bǎːt͡ɕa
bačka	bâːt͡ʃkaː
bački	bâːt͡ʃkiː
bačva	bât͡ʃʋa
bačvar	bât͡ʃʋaːr
baš	bâʃ
bašta	bǎːʃta
baština	bâʃtina
baštinica	bâʃtinit͡sa
baštinik	bâʃtiniːk
baštiniti	bâʃtiniti
bašton	bǎʃtoːn
baštun	bǎʃtuːn
bašča	bǎːʃt͡ʃa
baščaršija	bâʃt͡ʃarʃija
baždar	bǎʒdaːr
baždariti	baʒdǎːriti
bdeti	bdêti
bdjeti	bdjêti
beatifikacija	beatifikǎːt͡sija
beba	běːba
bedak	bědaːk
bedan	bêːdan
bedast	bêdast
bedastoća	bedastǒt͡ɕa
bedem	bědem
bedinati	bedǐnati
bedinerica	bedǐːnerit͡sa
bednik	bêːdniːk
bedno	bêːdno
bedro	bědro
beduin	bedǔiːn
befel	běfel
beg	bêɡ
begati	bêɡati
beglajter	beɡlǎjter
begunac	beɡǔːnat͡s
behandlati	bexǎndlati
behar	běxaːr
bejzbol	bějzboːl
bekati	běːkati
beketati	bekětati
bekhend	bêkxend
beknuti	běːknuti
bekstvo	běkstʋo
bel	bêːl
bela	bêla
belac	běːlat͡s
beladona	beladǒːna
belaj	bělaːj
belance	belǎːnt͡se
belanjak	belǎːɲak
belančevina	belǎːnt͡ʃeʋina
belasati	belǎsati
belasnuti	belǎsnuti
beleg	běleɡ
beleti	běːleti
beletristika	beletrǐstika
beleška	běleʃka
beležiti	běleʒiti
beležnica	běleʒnit͡sa
belgija	běːlɡija
belgijanac	belɡijǎːnat͡s
belgijski	bělɡiːjski
belgijski	bělɡiːjskiː
belihtati	belǐxtati
belilo	bělilo
belina	belǐna
beliti	běːliti
belič	belit͡ʃ
belkinja	bêlkiɲa
belorusija	belorǔsija
beloruski	bêloruskiː
bend	bênd
benediktinski	benedǐktiːnskiː
beneficija	benefǐːt͡sija
benevolentan	beneʋolěntan
bengalski	běnɡaːlski
bengalski	běnɡaːlskiː
benigan	běniːɡan
benigno	běniːɡno
benin	bênin
benzen	běnzeːn
benzin	běnziːn
beo	bêo
beocija	beǒt͡sija
beograd	beǒɡrad
beogradski	bêoɡradskiː
beograđanin	bêoɡrad͡ʑanin
beograđanka	bêoɡrad͡ʑaːnka
beograđanski	bêoɡrad͡ʑanskiː
berač	běraːt͡ʃ
beračica	berǎt͡ʃit͡sa
berba	běrba
berber	běrber
berberski	běrberskiː
beril	běriːl
berilij	běriːlij
berilijum	běriːlijum
berlin	běrliːn
berlinac	berlǐːnat͡s
berlinski	běrliːnskiː
bern	bêːrn
berza	bêrza
bes	bêːs
besadržajan	bêsadrʒaːjan
besadržajno	bêsadrʒaːjno
besan	běsan
besan	běːsan
besavesno	besǎːʋesno
besavestan	besǎːʋestan
besavjesno	besǎːʋjesno
besavjestan	besǎːʋjestan
besciljan	bêst͡siːʎan
besciljno	bêst͡siːʎno
beseda	běseda
besediti	běsediti
besiti	besiti
besjeda	běsjeda
besjediti	běsjediti
beskamatni	běskamatniː
beskarakteran	beskarǎkteːran
beskarakterno	beskarǎkteːrno
beskičmen	běskit͡ʃmen
besklasan	běsklasan
beskompromisan	bêskompromisan
beskompromisno	bêskompromisno
beskonačan	bêskonat͡ʃan
beskonačno	bêskonat͡ʃno
beskonačnost	bêskonat͡ʃnoːst
beskorisno	bêskorisno
beskorisnost	bêskoriːsnoːst
beskoristan	bêskoriːstan
beskraj	bêskraːj
beskrajan	bêskraːjan
beskrajno	bêskraːjno
beskrajnost	bêskrajnoːst
beskrupulozan	bêskrupuloːzan
beskrupulozno	bêskrupuloːzno
beskućnica	běskut͡ɕnit͡sa
beskućnik	běskut͡ɕniːk
beskućnički	běskut͡ɕnit͡ʃkiː
besmisao	bêsmiːsao
besmislen	běsmislen
besmisleno	běsmisleno
besmislenost	běsmislenoːst
besmislica	běsmislit͡sa
besmrtan	běsmrtan
besmrtnica	běsmrtnit͡sa
besmrtnik	běsmrtniːk
besmrtnički	běsmrtnit͡ʃki
besmrtnički	běsmrtnit͡ʃkiː
besmrtnost	běsmrtnoːst
besneti	běsneti
besnilo	běsnilo
besnjeti	běsɲeti
besno	bêːsno
besolica	běsolit͡sa
besparica	běsparit͡sa
besperspektivan	bêsperspektiːʋan
besperspektivno	bêsperspektiːʋno
besplatan	běsplatan
besplatno	běsplatno
besplodan	běsplodan
besplodno	běsplodno
bespogovoran	bêspoɡoʋoːran
bespogovorno	bêspoɡoʋoːrno
bespolan	bêspoːlan
bespolno	bêspoːlno
bespomoćan	bêspomot͡ɕan
bespomoćno	bêspomot͡ɕno
bespomoćnost	bêspomot͡ɕnoːst
besposlen	běsposlen
besposleno	běsposleno
besposlenost	běsposlenoːst
besposlica	běsposlit͡sa
besposličar	běsposlit͡ʃaːr
besposličariti	besposlit͡ʃǎːriti
besposličarka	běsposlit͡ʃaːrka
besposličarski	běsposlit͡ʃarski
besposličarski	běsposlit͡ʃarskiː
besposličiti	běsposlit͡ʃiti
bespovratan	bêspoʋratan
bespovratno	bêspoʋratno
bespoštedan	bêspoʃteːdan
bespoštedno	bêspoʃteːdno
bespoštednost	bêspoʃteːdnoːst
bespravan	bêspraːʋan
bespravno	bêspraːʋno
bespredmetan	besprěːdmetan
bespredmetno	besprěːdmetno
besprekoran	besprěːkoːran
besprekorno	besprěːkoːrno
besprijekoran	besprjěːkoːran
besprijekorno	besprijěːkoːrno
besprimeran	besprǐːmeːran
besprimerno	besprǐːmeːrno
besprimjeran	besprǐːmjeːran
besprimjerno	besprǐːmjeːrno
besprincipijelan	bêsprint͡sipijeːlan
besprincipijelno	bêsprint͡sipijeːlno
besprizoran	bêsprizoːran
besputan	běsputan
bespuće	běspuːt͡ɕe
besraman	bêsraːman
besramnik	běsraːmniːk
besramnički	běsraːmnit͡ʃki
besramnički	běsraːmnit͡ʃkiː
besramno	bêsraːmno
besramnost	bêsraːmnoːst
bestelesan	bêstelesan
bestidan	bêstiːdan
bestidnički	běstidnit͡ʃki
bestidnički	běstidnit͡ʃkiː
bestidno	bêstiːdno
bestidnost	běstiːdnoːst
bestija	bêstija
bestijalan	bêstijaːlan
bestijalno	bêstijaːlno
bestijalnost	bestijǎːlnoːst
bestjelesan	bêstjelesan
bestseler	bestsěler
besvesno	bêsʋesno
besvesnost	běsʋesnoːst
besvest	bêsʋeːst
besvestan	bêsʋestan
besvijest	bêsʋijeːst
besvjesno	bêsʋjesno
besvjesnost	běsʋjesnoːst
besvjestan	bêsʋjestan
beta	bêta
beteg	bêteɡ
beton	bětoːn
betonirati	betonǐːrati
betonski	bětoːnskiː
betula	bêtula
bevanda	běʋaːnda
bez	bêz
bezakonit	bezǎːkonit
bezakonito	bezǎːkonito
bezakonje	bezǎːkoɲe
bezalkoholan	bězalkoxoːlan
bezazlen	bezǎzlen
bezazleno	bezǎzleno
bezazlenost	bezǎzlenoːst
bezbednost	bězbednôːst
bezbjednost	bězbjednôːst
bezbojan	bêzboːjan
bezbojno	bêzboːjno
bezbojnost	bêzboːjnoːst
bezbolan	bězboːlan
bezbolno	bězboːlno
bezbolnost	bězboːlnoːst
bezboštvo	bězboʃtʋo
bezbožac	bězboʒat͡s
bezbožan	bězboʒan
bezbožje	bězboːʒje
bezbožnica	bězboʒnit͡sa
bezbožnik	bězboʒniːk
bezbožnički	bězboʒnit͡ʃki
bezbožnički	bězboʒnit͡ʃkiː
bezbožništvo	bězboʒniːʃtʋo
bezbožno	bězboʒno
bezbožnost	bězboʒnoːst
bezbrižan	bězbriʒan
bezbrižno	bězbriʒno
bezbrižnost	bězbriʒnoːst
bezbroj	bězbroːj
bezbrojan	bězbroːjan
bezdan	bězdan
bezdimni	bězdimniː
bezdušan	bězduʃan
bezdušno	bězduʃno
bezdušnost	bězduʃnoːst
bezemljaš	bezěmʎaːʃ
bezglasan	bězɡlasan
bezglasno	bězɡlasno
bezglav	bězɡlaʋ
bezglavo	bězɡlaʋo
bezglavost	bězɡlaʋoːst
bezgotovinski	bezɡotǒʋiːnskiː
bezgraničan	bêzɡranit͡ʃan
bezgranično	bêzɡranit͡ʃno
bezgraničnost	bêzɡranit͡ʃnoːst
bezgrešan	bězɡreʃan
bezgrešno	bězɡreʃno
bezidejan	bêzideːjan
bezidejno	bêzideːjno
bezidejnost	beziděːjnoːst
bezimen	bězimen
bezimeno	bězimeno
bezimenost	bězimenoːst
bezizgledan	bêzizɡleːdan
bezizgledno	bêzizɡleːdno
bezizglednost	bezizɡlěːdnoːst
bezizlazan	bêzizlazan
bezizlazno	bêzizlazno
bezizlaznost	bêzizlaznoːst
bezizniman	bêzizniːman
beziznimno	bêzizniːmno
bezizrazno	bêzizraːzno
bezizražajan	bêzizraʒaːjan
bezizražajno	bêzizraʒaːjno
bezjak	bêzjaːk
bezličan	bězlit͡ʃan
bezlično	bězlit͡ʃno
bezličnost	bězlit͡ʃnoːst
bezmalo	bězmalo
beznadan	běznadan
beznadno	běznadno
beznadnost	běznadnoːst
beznačajan	bêznat͡ʃaːjan
beznačajno	bêznat͡ʃaːjno
beznačajnost	beznat͡ʃǎːjnoːst
beznađe	běznaːd͡ʑe
bezobrazan	bezǒbrazan
bezobrazluk	bezobrǎzluk
bezobraznica	bezǒbraznit͡sa
bezobraznik	bezǒbrazniːk
bezobraznost	bezǒbraznoːst
bezobraština	bezobrǎʃtina
bezobziran	bêzobziːran
bezobzirno	bêzobziːrno
bezobzirnost	bezobzǐːrnoːst
bezopasan	bêzopaːsan
bezopasnost	bêzopaːsnoːst
bezosećajan	bêzoset͡ɕaːjan
bezosećajno	bêzoset͡ɕaːjno
bezosećajnost	bezoset͡ɕǎːjnoːst
bezosjećajan	bêzosjet͡ɕaːjan
bezosjećajno	bêzosjet͡ɕaːjno
bezosjećajnost	bezosjet͡ɕǎːjnoːst
bezočan	bězot͡ʃan
bezrazložan	bezrǎːzloʒan
bezrazložno	bezrǎːzloʒno
bezrazložnost	bezrǎːzloʒnoːst
bezrezervan	bezrězeːrʋan
bezub	bězub
bezuman	bězuːman
bezumlje	bězuːmʎe
bezumnik	bězuːmniːk
bezumno	bězuːmno
bezumnost	bězuːmnoːst
bezuspeh	bêzuspex
bezuspešan	bezǔspeʃan
bezuspešno	bezǔspeʃno
bezuspešnost	bezǔspeʃnoːst
bezuspjeh	bêzuspjex
bezuspješan	bezǔspjeʃan
bezuspješno	bezǔspjeʃno
bezuspješnost	bezǔspjeʃnoːst
bezuvjetan	bêzuʋjetan
bezuvjetno	bêzuʋjetno
bezverac	bězʋerat͡s
bezveran	bězʋeːran
bezvernica	bězʋeːrnit͡sa
bezvezan	bězʋezan
bezvezno	bězʋezno
bezvjerac	bězʋjerat͡s
bezvjeran	bězʋjeːran
bezvjernica	bězʋjeːrnit͡sa
bezvlađe	bězʋlaːd͡ʑe
bezvlašće	bězʋlaːʃt͡ɕe
bezvodan	bězʋodan
bezvolja	bězʋoʎa
bezvoljan	bêzʋoːʎan
bezvoljno	bězʋoːʎno
bezvredan	bêzʋredan
bezvredno	bêzʋredno
bezvremen	bězʋremen
bezvremenost	bězʋremenoːst
bezvremenski	bězʋremenskiː
bezvrijedan	bêzʋrijedan
bezvrijedno	bêzʋrjedno
bećar	bět͡ɕaːr
bećaruša	bet͡ɕǎruʃa
beč	bêːt͡ʃ
bečanin	běːt͡ʃanin
bečiti	běːt͡ʃiti
bečki	bêːt͡ʃkiː
bešavan	bêʃaːʋan
bešavno	bêʃaːʋno
bešika	běʃika
beštija	běʃtija
beštima	běʃtiːma
beštimati	beʃtǐmati
bešuman	bêʃuːman
bešumno	bêʃuːmno
bešćutan	běʃt͡ɕutan
bešćutno	běʃt͡ɕutno
bešćutnost	běʃt͡ɕutnoːst
beščasno	běʃt͡ʃasno
beščastan	běʃt͡ʃastan
beščašće	běʃt͡ʃaːʃt͡ɕe
bežati	běʒati
beženstvo	běʒeːnstʋo
beživotan	bêʒiʋotan
biber	bǐber
biblija	bǐblija
bibliobus	bibliǒːbus
bibliofil	bibliǒfiːl
biblioteka	bibliotěːka
bibliotekar	bibliotěkaːr
bibliotekarski	bibliotěkaːrski
bibliotekarski	bibliotěkaːrskiː
bibliotekarstvo	bibliotekǎːrstʋo
bibliotečni	bibliǒtet͡ʃniː
biceps	bǐt͡seps
bicikl	bit͡sǐkl
biciklist	bit͡sǐklist
biciklistika	bit͡siklǐstika
biciklistički	bit͡siklǐstit͡ʃki
biciklistički	bit͡siklǐstit͡ʃkiː
biciklizam	bit͡siklǐzam
bide	bǐdeː
bife	bǐfeː
bifora	bǐfora
biftek	bǐftek
bifurkacija	bifurkǎːt͡sija
bigamija	biɡǎmija
bigamist	biɡǎmist
biglisati	bǐɡlisati
bigot	bǐɡot
bigotan	bǐɡotan
bihevioristički	bixeʋiorǐstit͡ʃki
bihevioristički	bixeʋiorǐstit͡ʃkiː
biheviorizam	bixeʋiorǐzam
bijedan	bijêːdan
bijednik	bijêːdniːk
bijedno	bjêːdno
bijeg	bjêːɡ
bijekcija	bijěkt͡sija
bijel	bjêːl
bijelac	bijěːlat͡s
bijeliti	bijěːliti
bijeljeti	bijěːʎeti
bijen	bǐjeːn
bijes	bjêːs
bijesan	bjěːsan
bijesno	bjêːsno
bikini	bǐkiːni
bikovski	bǐkoʋski
bikovski	bǐkoʋskiː
bilabijalan	bîlabijaːlan
bilanca	bilǎnt͡sa
bilateralan	bîlateraːlan
bildati	bîldati
bilder	bîlder
bilderski	bîlderski
bilderski	bîlderskiː
bile	bǐle
bilesi	bilěsi
bilijun	bilǐjuːn
bilingvalan	bîlinɡʋaːlan
bilingvizam	bilinɡʋǐzam
biljar	bǐʎaːr
bilje	bîːʎe
biljeg	bǐʎeɡ
bilješka	bǐʎeʃka
bilježiti	bǐʎeʒiti
bilježnica	bǐʎeʒnit͡sa
bilježnik	bǐʎeʒniːk
bilježnički	bǐʎeʒnit͡ʃki
bilježnički	bǐʎeʒnit͡ʃkiː
biljka	bîːʎka
biljni	bîːʎniː
biljojed	bîʎojeːd
biljojedski	bîʎojedski
biljojedski	bîʎojedskiː
biljožder	bîʎoʒder
biljožderski	bîʎoʒderski
biljožderski	bîʎoʒderskiː
biljur	bǐʎuːr
bilo	bîlo
bilokakav	bilokǎkaʋ
bilten	bǐlteːn
bilur	bǐluːr
bimbaša	bîmbaʃa
binarni	bǐnaːrniː
bio	bîo
biograf	biǒɡraf
biografski	biǒɡrafskiː
biokemija	biokěːmija
biokemijski	biokěːmiːjskiː
biolog	biǒloɡ
biologija	biolǒɡija
biološki	biǒloʃki
biološki	biǒloʃkiː
biralište	bǐraliːʃte
birati	bǐːrati
birač	bǐraːt͡ʃ
biračica	birǎt͡ʃit͡sa
birački	bǐraːt͡ʃkiː
bircuz	bîrt͡suz
birokracija	birokrǎt͡sija
birokratski	birǒkratski
birokratski	birǒkratskiː
birtija	bǐrtija
biseksualnost	biseksuǎːlnoːst
biser	bǐser
biseran	bǐseːran
biskup	bîskup
biskvit	bǐskʋiːt
bista	bîsta
bistar	bîstar
bistrina	bistrǐna
bistriti	bǐstriti
bistrouman	bîstrouːman
bistroumlje	bîstrouːmʎe
bit	bît
bit	bîːt
bitan	bîtan
bitanga	bǐtaːnɡa
biter	bǐter
biti	bîti
bitka	bîtka
bitno	bîtno
bitnost	bîtnoːst
bivati	bǐːʋati
bivovati	biʋǒʋati
bivstvovati	bîʋstʋoʋati
bivši	bîːʋʃiː
bizant	bǐzant
bizantijski	bizǎntiːjskiː
bizantinac	bizantǐːnat͡s
bizantinski	bizǎntiːnskiː
bizantski	bǐzantskiː
bizaran	bîzaːran
bizmut	bǐzmut
biznismen	bǐznismen
bizon	bǐzoːn
biće	bǐːt͡ɕe
bič	bît͡ʃ
bičak	bît͡ʃaːk
bičevalac	bit͡ʃěʋalat͡s
bičevati	bît͡ʃeʋati
bičji	bît͡ʃjiː
bjegati	bjêɡati
bjegunac	bjeɡǔːnat͡s
bjekstvo	bjěkstʋo
bjelance	bjelǎːnt͡se
bjelanjak	bjelǎːɲak
bjelančevina	bjelǎːnt͡ʃeʋina
bjelasati	bjelǎsati
bjelasnuti	bjelǎsnuti
bjeleg	bjěleɡ
bjelilo	bjělilo
bjelina	bjelǐna
bjeljeg	bjěʎeɡ
bjelkinja	bjêlkiɲa
bjeloočnica	bjeloǒt͡ʃnit͡sa
bjelorusija	bjelorǔsija
bjeloruski	bjêloruski
bjeloruski	bjêloruskiː
bjesnilo	bjěsnilo
bjesnjeti	bjěsɲeti
bječva	bjêt͡ʃʋa
bježati	bjěʒati
blag	blâːɡ
blagajna	blǎɡaːjna
blagdan	blâɡdaːn
blago	blâɡo
blago	blâːɡo
blagonaklon	blaɡonǎːklon
blagonaklonost	blaɡonǎːklonoːst
blagosiljati	blaɡosǐːʎati
blagosivati	blaɡosǐːʋati
blagosivljati	blaɡosǐːʋʎati
blagoslivljati	blaɡoslǐːʋʎati
blagoslov	blâɡosloːʋ
blagosloviti	blaɡoslǒʋiti
blagoslovljen	blaɡǒsloʋʎen
blagostanje	blaɡostǎːɲe
blagovati	blaɡǒʋati
blamaža	blamǎːʒa
blamirati	blamǐːrati
blanak	blânak
blasfemija	blasfěmija
blatan	blǎtan
blatiti	blâtiti
blatnjav	blâtɲaʋ
blato	blâto
blazan	blâːzan
blazina	blǎzina
blazinja	blǎziɲa
blažiti	blǎːʒiti
blebetati	blebětati
blebetuša	blebětuʃa
blebnuti	blêbnuti
bled	blêːd
bledeti	blěːdeti
bledilo	blědilo
bledoća	bledǒt͡ɕa
blef	blêf
blefer	blêfer
blefirati	blefǐːrati
blejati	blěːjati
blenuti	blênuti
blesak	blêːsak
blesirati	blesǐːrati
bleskati	blêskati
blesnuti	blêsnuti
blesti	blesti
blesura	blesǔːra
bleštati	blěːʃtati
bleštav	blêʃtaʋ
bleštiti	blěːʃtiti
blic	blît͡s
blickrig	blît͡skriːɡ
blijed	bljêːd
blijedjeti	blijěːdjeti
blijesak	bljêːsak
bliještati	bljěːʃtati
bliještiti	blijěːʃtiti
bliskati	blîskati
blisko	blîsko
bliskost	blîskoːst
blistati	blǐstati
blistav	blîstaʋ
blizak	blîzak
blizanac	blizǎːnat͡s
blizina	blizǐna
blizu	blǐːzu
bližiti	blǐːʒiti
bljak	bʎâk
bljedilo	bʎědilo
bljedoća	bʎedǒt͡ɕa
bljeskati	bʎêskati
bljesnuti	bʎêsnuti
blještav	bʎêʃtaʋ
bljutav	bʎûtaʋ
bljuvati	bʎǔʋati
bljuzgati	bʎûzɡati
bljuzgavica	bʎûzɡaʋit͡sa
blokada	blokǎːda
blokirati	blokǐːrati
blud	blûːd
bludan	blûːdan
bludnica	blǔːdnit͡sa
bludnik	blûːdniːk
bludničenje	blûːdnit͡ʃeːɲe
bludničiti	blûːdnit͡ʃiti
blutdruk	blûːtdruk
bluz	blûːz
bob	bôb
boca	bôt͡sa
bockati	bôt͡skati
bocnuti	bôt͡snuti
bocun	bǒt͡suːn
bocvana	bot͡sʋǎna
bod	bôːd
bodar	bôdar
bodež	bǒːdeʒ
bodlja	bôdʎa
bodljika	bǒdʎika
bodljikav	bǒdʎikaʋ
bodovati	bôdoʋati
bodriti	bǒdriti
bodro	bôdro
bodrost	bôdroːst
bodul	bôːdul
boem	bǒeːm
boemka	bǒeːmka
boemski	bǒeːmski
boemski	bǒeːmskiː
bofl	bǒfl
bog	bôːɡ
bogac	bǒːɡat͡s
bogalj	bôɡaːʎ
bogat	bǒɡat
bogatašev	boɡatǎːʃeʋ
bogatiti	bǒɡatiti
bogato	bǒɡato
bogatstvo	boɡǎtstʋo
bogaz	bôɡaz
bogdan	bǒɡdaːn
boginja	bǒɡiɲa
boginje	bǒɡiɲe
bogohulan	bôɡoxuːlan
bogohuliti	boɡoxǔːliti
bogohulnik	bôɡoxuːlniːk
bogomoljka	boɡǒmoːʎka
bogoraditi	boɡorǎːditi
bogoslov	bôɡosloʋ
bogoslovac	boɡoslǒːʋat͡s
bogota	boɡǒta
bogumil	bôɡumil
boj	bôːj
boja	bǒja
bojadisati	bojǎdisati
bojan	bǒjan
bojati	bǒjati
bojazan	bôjaːzan
bojažljiv	bojǎʒʎiʋ
bojažljivo	bojǎʒʎiʋo
bojevati	bojěʋati
bojiti	bǒjiti
bojkot	bǒjkot
bojna	bôːjna
bojnik	bôːjniːk
bojovati	bojǒʋati
bojovnik	bǒjoːʋniːk
boka	bôka
bokal	bǒkaːl
bokserice	bôkserit͡se
bokvica	bôkʋit͡sa
bol	bôːl
bolan	bôːlan
bolesnica	bolěsnit͡sa
bolesnik	bolěsniːk
bolesnički	bolěsniːt͡ʃki
bolesnički	bolěsniːt͡ʃkiː
bolest	bôleːst
bolestan	bôlestan
boleti	bǒleti
bolešljiv	bolěʃʎiʋ
bolešljivost	bolěʃʎiʋoːst
bolivija	bolǐːʋija
bolivijac	boliʋǐːjat͡s
bolivijski	bǒliːʋiːjskiː
bolje	bôʎeː
boljeti	bǒʎeti
boljitak	boʎǐːtak
