abbadísin	apatiːsɪn
alvöruþunga	alvœrʏθuŋka
alzheimer	alshaimɛr
alúð	aːluð
alúðlegur	aːluðlɛɣʏr
alþekkt	alθɛxt
alþingi	alθiɲcɪ
alþingis	alθiɲcɪs
alþingishúsið	alθiɲcshuːsɪð
alþingiskosningar	alθiɲcɪskʰɔstniŋkar
alþingiskosningum	alθiɲcɪskʰɔstniŋkʏm
alþingismanna	alθiɲcɪsmana
alþingismanni	alθiɲcɪsmanɪ
alþingismanns	alθiɲcɪsmans
alþingismaður	alθiɲcɪsmaːðʏr
alþingismenn	alθiɲcɪsmɛn
alþingismönnum	alθiɲcɪsmœnʏm
alþjóð	alθjouð
alþjóða	alθjouða
alþjóðabankans	alθjouðapauŋ̊kans
alþjóðabankinn	alθjouðapauŋ̊cɪn
alþjóðagjaldeyrissjóðsins	alθjouðacalteirɪsjouðsɪns
alþjóðagjaldeyrissjóðurinn	alθjouðacalteirɪsjouðʏrɪn
alþjóðahvalveiðiráðsins	alθjouðakvalveiðɪrauðsɪns
alþjóðalögum	alθjouðalœːɣʏm
alþjóðamarkaði	alθjouðamar̥kaðɪ
alþjóðamál	alθjouðamauːl
alþjóðamálum	alθjouðamauːlʏm
alþjóðasamfélaginu	alθjouðasamfjɛlaijɪnʏ
alþjóðasamfélagið	alθjouðasamfjɛlaijɪð
alþjóðasamfélagsins	alθjouðasamfjɛlaxsɪns
alþjóðasamninga	alθjouðasamniŋka
alþjóðastofnana	alθjouðastɔpnana
alþjóðasveitanna	alθjouðasveiːtana
alþjóðasveitirnar	alθjouðasveiːtɪtnar
alþjóðasveitunum	alθjouðasveiːtɔnʏm
alþjóðavettvangi	alθjouðavɛhtvauɲcɪ
alþjóðavæðing	alθjouðavaiːðiŋk
alþjóðavæðingar	alθjouðavaiːðiŋkar
alþjóðavæðingu	alθjouðavaiːðiŋkʏ
alþjóðavísu	alθjouðaviːsʏ
alþjóðleg	alθjouðlɛɣ
alþjóðlega	alθjouðlɛɣa
alþjóðlegan	alθjouðlɛɣan
alþjóðlegar	alθjouðlɛɣar
alþjóðlegi	alθjouðleijɪ
alþjóðlegir	alθjouðleijɪr
alþjóðlegra	alθjouðlɛɣra
alþjóðlegrar	alθjouðlɛɣrar
alþjóðlegri	alθjouðlɛɣrɪ
alþjóðlegs	alθjouðlɛxs
alþjóðlegt	alθjouðlɛxt
alþjóðlegu	alθjouðlɛɣʏ
alþjóðlegum	alθjouðlɛɣʏm
alþjóðlegur	alθjouðlɛɣʏr
alþýða	alθiða
alþýðan	alθiðan
alþýðu	alθiðʏ
alþýðubandalaginu	alθiðʏpantalaijɪnʏ
alþýðubandalagið	alθiðʏpantalaijɪð
alþýðubandalagsins	alθiðʏpantalaxsɪns
alþýðublaðinu	alθiðʏplaːðɪnʏ
alþýðublaðið	alθiðʏplaːðɪð
alþýðuflokksins	alθiðʏflɔhksɪns
alþýðufylkingarinnar	alθiðʏfɪl̥ciŋkarɪnar
alþýðuhúsinu	alθiðʏhuːsɪnʏ
alþýðunnar	alθiðʏnar
alþýðunni	alθiðʏnɪ
alþýðusambandið	alθiðʏsampantɪð
alþýðusambands	alθiðʏsampants
alþýðusambandsins	alθiðʏsampantsɪns
ama	aːma
amalegt	aːmalɛxt
amalía	aːmalija
amalíu	aːmalijʏ
amanda	aːmanta
amar	aːmar
amast	aːmast
amasónar	aːmasounar
amaði	aːmaðɪ
ambassadorinn	ampasatɔrɪn
ambátt	ampauht
ambáttin	ampauhtɪn
ambáttir	ampauhtɪr
amen	aːmɛn
ameríka	aːmɛrika
ameríkana	aːmɛrikaːna
ameríkanar	aːmɛrikaːnar
ameríkanarnir	aːmɛrikʰanːatnɪr
ameríkani	aːmɛrikaːnɪ
ameríkaninn	aːmɛrikʰaːnɪn
ameríku	aːmɛrikʏ
ameríkumaðurinn	aːmɛrikʏmaːðʏrɪn
amerísk	aːmɛrisk
ameríska	aːmɛriska
amerískan	aːmɛriskan
amerískar	aːmɛriskar
ameríski	aːmɛriscɪ
amerískir	aːmɛriscɪr
amerískri	aːmɛriskrɪ
amerískt	aːmɛrist
amerísku	aːmɛriskʏ
amerískum	aːmɛriskʏm
amerískur	aːmɛriskʏr
ametyst	aːmɛtɪst
amfetamín	amfɛtamiːn
amfetamíni	amfɛtamiːnɪ
amfetamínneytendur	amfɛtaminɛːjtɛntʏr
amfetamíns	amfɛtamins
amma	ama
amman	aman
amper	am̥pɛr
amsterdam	amstɛrtam
amstri	amstrɪ
amstur	amstʏr
amtbókasafninu	am̥tpoukasapnɪnʏ
amtmanni	am̥tmanɪ
amtmanns	am̥tmans
amtmannsins	am̥tmansɪns
amtmaður	am̥tmaðʏr
amtsbókasafnið	am̥tspoukasapnɪð
an	aːn
ana	aːna
ananas	aːnanas
anarkismi	aːnarcɪsmɪ
anarkista	aːnarcɪsta
anarkistar	aːnarcɪstar
anda	anta
andafjör	antafjœːr
andagift	antacɪft
andakt	antaxt
andaktugur	antaxtʏɣʏr
andakílsbrautinni	antacʰilsprœitɪnɪ
andalúsíu	antalusijʏ
andann	antan
andans	antans
andanum	antanʏm
andapollinn	antapʰɔtlɪn
andar	antar
andardrátt	antartrauht
andardráttinn	antartrauhtɪn
andardráttur	antartrauhtʏr
andardrátturinn	antartrauhtʏrɪn
andardrættinum	antartraihtɪnʏm
andarnir	antatnɪr
andarslitrunum	antarstlɪtrɔnʏm
andartak	antartʰaːk
andartaki	antartʰaːcɪ
andartakið	antartʰaːcɪð
andartaks	antartʰaks
andartaksins	antartʰaksɪns
andartaksstund	antartʰakstʏnt
andartaksþögn	antartʰaksθœkn̥
andartegundum	antartʰɛːɣʏntʏm
andartök	antartʰœːk
andartökum	antartʰœːkʏm
andarunga	antaruŋka
andarvarp	antarvar̥p
andast	antast
andavatn	antavahtn̥
andað	antað
andaði	antaðɪ
andaðist	antaðɪst
andaðu	antaðʏ
andblæ	antplai
andblæinn	antplaijɪn
andblær	antplair
anddyri	antɪrɪ
anddyrinu	antɪrɪnʏ
anddyrið	antɪrɪð
anders	antɛr̥s
andersen	antɛr̥sɛn
andersens	antɛr̥sɛns
andersson	antɛr̥sɔːn
andes	antɛs
andesfjöllin	antɛsfjœtlɪn
andey	antɛj
andfuglum	antfʏklʏm
andfúll	antfutl̥
andhverfu	antkʰvɛrvʏ
andhéri	antçɛːrɪ
andi	antɪ
andinn	antɪn
andkommúnista	antkʰɔmunɪsta
andköf	antkœv
andköfum	antkœvʏm
andleg	antlɛɣ
andlega	antlɛɣa
andlegan	antlɛɣan
andlegar	antlɛɣar
andlegir	antleijɪr
andlegra	antlɛɣra
andlegrar	antlɛɣrar
andlegri	antlɛɣrɪ
andlegs	antlɛxs
andlegt	antlɛxt
andlegu	antlɛɣʏ
andlegum	antlɛɣʏm
andlegur	antlɛɣʏr
andleysið	antlɛjsɪð
andlit	antlɪt
andliti	antlɪtɪ
andlitin	antlɪtɪn
andlitinu	antlɪtɪnʏ
andlitið	antlɪtɪð
andlits	antlɪts
andlitsdrætti	antlɪtstraihtɪ
andlitsdrættir	antlɪtstraihtɪr
andlitsdrættirnir	antlɪtstraihtɪtnɪr
andlitsins	antlɪtsɪns
andlitslitir	antlɪtstlɪːtɪr
andlitslyftingu	antlɪtstlɪftiŋkʏ
andlitslyftur	antlɪtstlɪftʏr
andlitsmynd	antlɪtsmɪnt
andlitssnyrtingu	antlɪtstnɪr̥tiŋkʏ
andlitssvip	antlɪtsvɪːp
andlitsvatn	antlɪtsvahtn̥
andlitsvatnið	antlɪtsvahtnɪð
andlitum	antlɪtʏm
andlát	antlaut
andláti	antlautɪ
andlátið	antlautɪð
andláts	antlauts
andmæla	antmaila
andmæli	antmailɪ
andmælt	antmail̥t
andmælti	antmail̥tɪ
andmælum	antmailʏm
andnauð	antnœjð
andorra	antɔra
andra	antra
andrea	antrɛa
andreas	antrɛas
andreu	antrɛu
andri	antrɪ
andrá	antrau
andráin	antrauɪn
andránni	antraunɪ
andrés	antrjɛs
andrésar	antrjɛsar
andrésdóttir	antrjɛstouhtɪr
andrésdóttur	antrjɛstouhtʏr
andrési	antrjɛsɪ
andrésson	antrjɛsɔːn
andréssonar	antrjɛsɔːnar
andríkur	antrikʏr
andrúmsloft	antrumstlɔft
andrúmslofti	antrumstlɔftɪ
andrúmsloftinu	antrumstlɔftɪnʏ
andrúmsloftið	antrumstlɔftɪð
andskota	anskɔta
andskotann	anskɔtan
andskotans	anskɔtans
andskotar	anskɔtar
andskotast	anskɔtast
andskoti	anskɔtɪ
andskotinn	anskɔtɪn
andskáldsöguna	antskaultsœɣʏna
andsnúinn	antstnuɪn
andsnúnir	antstnunɪr
andspyrnu	antspɪtnʏ
andspyrnulítið	antspɪrtnʏliːtɪð
andspænis	antspainɪs
andstaða	antstaða
andstaðan	antstaðan
andstreymi	antstreimɪ
andstutt	antstʏht
andstyggilega	antstɪcɪlɛɣa
andstyggilegt	antstɪcɪlɛːxt
andstyggilegu	antstɪcɪlɛɣʏ
andstyggilegur	antstɪcɪlɛɣʏr
andstyggð	antstɪɣð
andstyggðar	antstɪɣðar
andstætt	antstaiht
andstæð	antstaið
andstæða	antstaiða
andstæðar	antstaiðar
andstæðing	antstaiðiŋk
andstæðinga	antstaiðiŋka
andstæðinganna	antstaiðiŋkana
andstæðingar	antstaiðiŋkar
andstæðingarnir	antstaiðiŋkatnɪr
andstæðinginn	antstaiðiɲcɪn
andstæðingum	antstaiðiŋkʏm
andstæðingur	antstaiðiŋkʏr
andstæðingurinn	antstaiðiŋkʏrɪn
andstæðir	antstajðɪr
andstæðu	antstaiðʏ
andstæðum	antstaiðʏm
andstæður	antstaiðʏr
andstöðu	antstœðʏ
andstöðuflokkur	antstœðʏflɔhkʏr
andsvar	antsvar
andvaka	antvaka
andvana	antvana
andvara	antvara
andvari	antvarɪ
andvarpandi	antvar̥pantɪ
andvarpaði	antvar̥paðɪ
andvarpi	antvar̥pɪ
andvirði	antvɪrðɪ
andvíg	antviɣ
andvígir	antvijɪr
andvígur	antviɣʏr
andvörpum	antvœr̥pʏm
andæfa	antaiva
andóf	antouv
andúð	antuð
andúðar	antuðar
andúðin	antuðɪn
ang	auŋk
anga	auŋka
angan	auŋkan
angandi	auŋkantɪ
anganin	auŋkanɪn
angar	auŋkar
angela	ancɛla
angelu	ancɛlʏ
angi	auɲcɪ
anginn	auɲcɪn
angist	auɲcɪst
angistar	auɲcɪstar
angistarfull	auɲcɪstarfʏtl̥
angra	auŋkra
angrar	auŋkrar
angraði	auŋkraðɪ
angri	auŋkrɪ
angur	auŋkʏr
angurfull	auŋkʏrfʏtl̥
angurvært	auŋkʏrvair̥t
angurværu	auŋkʏrvaiːrʏ
angurværð	auŋkʏrvairð
angóla	aŋkoula
anja	anja
ankara	aŋ̊kara
ankeri	ahcɛːrɪ
ann	an
anna	ana
annan	anan
annar	anar
annarleg	anarlɛɣ
annarlega	anarlɛɣa
annarlegri	anarlɛɣrɪ
annarlegt	anarlɛxt
annarlegu	anarlɛɣʏ
annarlegum	anarlɛɣʏm
annarra	anara
annarrar	anarar
annarri	anarɪ
annars	anar̥s
annarskonar	anar̥skʰɔnar
annarsstaðar	anar̥staðar
annarsvegar	anar̥svɛɣar
annast	anast
annað	anað
annaðhvort	anaðkvɔr̥t
annaðist	anaðɪst
anni	anɪ
annika	anɪhka
anniku	anɪkʏ
annir	anɪr
annist	anɪst
annmarka	anmar̥ka
annmarkar	anmar̥kar
annmörkum	anmœr̥kʏm
annríki	anricɪ
annríkt	anrixt
annt	an̥t
annálaður	anaulaðʏr
ansa	ansa
ansar	ansar
ansaði	ansaðɪ
ansi	ansɪ
anton	an̥tɔn
antons	an̥tɔns
antonsdóttir	an̥tɔnstouhtɪr
antonsson	an̥tɔnsɔːn
antí	an̥ti
aníta	aːnita
anítu	aːnitʏ
apa	aːpa
apalhraun	aːpalr̥œjn
apar	aːpar
apasýningar	aːpasiːniŋkar
apategundar	aːpatʰɛːɣʏntar
api	aːpɪ
apolló	ahpɔlou
apparat	ahparat
appelsín	ahpɛlsin
appelsínu	ahpɛlsinʏ
appelsínuberki	ahpɛlsinʏpɛr̥cɪ
appelsínugljáð	ahpɛlsinʏkljaːuð
appelsínugul	ahpɛlsinʏkʏːl
appelsínugula	ahpɛlsinʏkʏːla
appelsínugult	ahpɛlsinʏkʏl̥t
appelsínugulum	ahpɛlsinʏkʏːlʏm
appelsínuhúð	ahpɛlsinʏhuːð
appelsínum	ahpɛlsinʏm
appelsínur	ahpɛlsinʏr
appelsínurnar	ahpɛlsinʏtnar
appelsínusafa	ahpɛlsinʏsaːva
appelsínusíld	ahpɛlsinʏsilt
apríl	aːpril
aprílkönnun	aːpril̥kʰœnʏn
aprílmánuði	aprilmaunʏðɪ
apótek	aːpoutɛːk
apóteka	aːpoutɛːka
apótekanna	aːpoutɛːkana
apótekaraeyju	aːpoutɛːkaraeiːjʏ
apótekinu	aːpoutɛːcɪnʏ
apótekið	aːpoutɛːcɪð
apótekum	aːpoutɛːkʏm
ara	aːra
araba	aːrapa
arabahverfið	aːrapakʰvɛrvɪð
arabar	aːrapar
arabía	aːrapija
arabíska	aːrapiska
arabísku	aːrapiskʏ
arabíu	aːrapijʏ
aradóttir	aːratouhtɪr
arafat	aːrafat
aragrúa	aːrakrua
aragrúi	aːrakruɪ
arason	aːrasɔːn
arasonar	aːrasɔːnar
arasyni	aːrasɪːnɪ
aratungu	aːratʰuŋkʏ
arf	arv
arfa	arva
arfasáta	arvasaːuta
arfasátuna	arvasaːutʏna
arfavont	arvavɔn̥t
arfberar	arvpɛːrar
arfblendnir	arvplɛntnɪr
arfgerð	arvcɛrð
arfgerða	arvcɛrða
arfhreinleiki	arvr̥ɛjnlɛjcɪ
arfi	arvɪ
arfinn	arvɪn
arfinum	arvɪnʏm
arfleiddi	arvleitɪ
arfleifð	arvleivð
arftaka	arvtaka
arftaki	arvtacɪ
arfur	arvʏr
argasta	arkasta
argentína	arkɛntiːna
argentínska	arkɛntinskra
argentínu	arkɛntiːnʏ
argentínumenn	arkɛntiːnʏmɛn
argon	arkɔn
argosar	arkɔsar
argur	arkʏr
ari	aːrɪ
arinbjarnarson	aːrɪnpjartnarsɔːn
arinbjörn	aːrɪnpjœtn̥
arininn	aːrɪnɪn
arisóna	aːrɪsouːna
arka	ar̥ka
arkar	ar̥kar
arkir	ar̥cɪr
arkitekt	ar̥cɪtɛxt
arkitekta	ar̥cɪtɛxta
arkitektar	ar̥cɪtɛxtar
arkitektarnir	ar̥cɪtʰɛxtatnɪr
arkitektasamkeppni	ar̥cɪtʰɛxtasamcʰɛhpnɪ
arkitektinn	ar̥cɪtʰɛxtɪn
arkitekts	ar̥cɪtʰɛxts
arkitektsins	ar̥cɪtʰɛxtsɪns
arkitektum	ar̥cɪtʰɛxtʏm
arkitektúr	ar̥cɪtʰɛxtur
arma	arma
armana	armana
armar	armar
armband	armpant
armbandsúr	armpantsur
armbandsúrið	armpantsuːrɪð
armbeygjur	armpeijʏr
armbönd	armpœnt
armena	armɛna
armenar	armɛnar
armeni	armɛnɪ
armensku	armɛnskʏ
armeníu	armɛnijʏ
armi	armɪ
arminn	armɪn
arminum	armɪnʏm
armkútar	armkutar
armur	armʏr
armæðu	armaiðʏ
arna	artna
arnald	artnalt
arnalds	artnalts
arnaldsson	artnaltsɔːn
arnaldur	artnaltʏr
arnar	artnar
arnardalur	artnartaːlʏr
arnardóttir	artnartouhtɪr
arnardóttur	artnartouhtʏr
arnarfell	artnarfɛtl̥
arnarfirði	artnarfɪrðɪ
arnarfjarðar	artnarfjarðar
arnarfjarðardali	artnarfjarðataːlɪ
arnarfjörð	artnarfjœrð
arnarholt	artnarhɔl̥t
arnarholti	artnarhɔl̥tɪ
arnarhóli	artnarhouːlɪ
arnari	artnarɪ
arnarneshjöllunum	artnarnɛsçœtlɔnʏm
arnarnesi	artnarneːsɪ
arnarnesvog	artnarnesvɔːɣ
arnarnesvogi	artnarnesvɔːjɪ
arnars	artnar̥s
arnarsdóttir	artnar̥stouhtɪr
arnarsetrið	artnarsɛːtrɪð
arnarson	artnar̥sɔːn
arnarsonar	artnar̥sɔːnar
arnarsson	artnar̥sɔːn
arnarssonar	artnar̥sɔːnar
arnarstapa	artnarstaːpa
arnarsyni	artnar̥sɪːnɪ
arnartanga	artnartauŋka
arnarvatnsheiðar	artnarvashɛjðar
arnbjörg	artnpjœrk
arnbjörgu	artnpjœrkʏ
arnbjörnsson	artnpjœr̥sɔːn
arndal	artntaːl
arndís	artis
arnfinnsson	artnfɪnsɔːn
arnfríður	artnfriðʏr
arngerður	artncɛrðʏr
arngrímsdóttir	artnkrimstouhtɪr
arngrímsson	artnkrimsɔːn
arngrímssonar	artnkrimsɔːnar
arngrímur	artnkrimʏr
arnheiður	artnheiðʏr
arni	artnɪ
arninum	artnɪnʏm
arnkelsson	artncɛlsɔːn
arnljótsdóttir	artnljoutstouhtɪr
arnljótur	artnljoutʏr
arnór	artnour
arnóri	artnourɪ
arnórs	artnour̥s
arnórsdóttir	artnour̥stouhtɪr
arnórsson	artnour̥sɔːn
arnþrúður	artnθruðʏr
arnþór	artnθour
arnþórsson	artnθour̥sɔːn
aron	aːrɔn
aroni	aːrɔnɪ
arons	aːrɔns
aronsdóttir	aːrɔnstouhtɪr
aronson	aːrɔnsɔːn
artemisar	ar̥tɛmɪsar
arthúr	ar̥tur
aría	aːrija
aríu	aːrijʏ
aríur	aːrijʏr
arða	arða
arðbær	arðpair
arðgreiðslur	arðkreiðstlʏr
arði	arðɪ
arðræninginn	arðrajniɲcɪn
arðs	arðs
arðsemi	arðsɛmɪ
arðsemisgreiningu	arðsɛmɪskrɛjniŋkʏ
arður	arðʏr
as	aːs
asa	aːsa
asalaust	aːsalœist
asetóni	aːsɛtounɪ
asi	aːsɪ
ask	ask
aska	aska
askan	askan
aski	ascɪ
askinum	ascɪnʏm
askja	asca
askur	askʏr
askvaðandi	askvaðantɪ
asna	astna
asnaeyrunum	astnaeiːrɔnʏm
asnaleg	astnalɛɣ
asnalega	astnalɛɣa
asnalegt	astnalɛxt
asnann	astnan
asnans	astnans
asnanum	astnanʏm
asnar	astnar
asnaskinn	astnascɪn
asnaðist	astnaðɪst
asni	astnɪ
asninn	astnɪn
aspar	aspar
astekar	astɛkar
astma	asma
astrid	astrɪt
así	aːɛsiː
asíu	aːsijʏ
at	aːt
ata	aːta
atarna	atartna
atast	aːtast
ataður	aːtaðʏr
atbeina	aːtpeina
atburð	aːtpʏrð
atburða	aːtʏrða
atburðadagatal	aːtpʏrðataːkatʰal
atburðanna	aːtpʏrðana
atburðar	aːtpʏrðar
atburðarás	aːtpʏrðarauːs
atburðarásin	aːtpʏrðarauːsɪn
atburðarásina	aːtpʏrðarauːsɪna
atburðarásinni	aːtpʏrðarauːsɪnɪ
atburði	aːtpʏrðɪ
atburðina	aːtpʏrðɪna
atburðinn	aːtpʏrðɪn
atburðinum	aːtpʏrðɪnʏm
atburðir	aːtpʏrðɪr
atburðirnir	aːtpʏrðɪtnɪr
atburðum	aːtpʏrðʏm
atburðunum	aːtpʏrðɔnʏm
atburður	aːtpʏrðʏr
atburðurinn	aːtpʏrðʏrɪn
atferli	aːtfɛrtlɪ
atferlisgreining	aːtfɛrtlɪskrɛjniŋk
atferlistruflaðir	aːtfɛrtlɪstrʏplaðɪr
atgervi	aːtcɛrvɪ
atgervisflótta	aːtcɛrvɪsflouhta
athafna	aːtapna
athafnamannsekja	aːtʰapnamansɛca
athafnamaður	aːtapnamaːðʏr
athafnasemi	aːtapnasɛːmɪ
athafnasvæði	aːtapnasvaiːðɪ
athafnir	aːtapnɪr
athlægi	aːtl̥aijɪ
athuga	aːtʏɣa
athugana	aːtʏɣana
athuganir	aːtʏɣanɪr
athugasemd	aːtʏɣasɛmt
athugasemda	aːtʏɣasɛmta
athugasemdalaust	aːtʰʏɣasɛmtalœjst
athugasemdina	aːtʏɣasɛmtɪna
athugasemdir	aːtʏɣasɛmtɪr
athugasemdirnar	aːtʏɣasɛmtɪtnar
athugasemdum	aːtʏɣasɛmtʏm
athugavert	aːtʏɣavɛr̥t
athugað	aːtʏɣað
athugaðu	aːtʏɣaðʏ
athugið	aːtʏjɪð
athugull	aːtʏɣʏtl̥
athugult	aːtʏɣʏl̥t
athugun	aːtʏɣʏn
athugunar	aːtʏɣʏnar
athugunum	aːtʏɣʏnʏm
athuguðu	aːtʏɣʏðʏ
athvarf	aːtkvarv
athygli	aːtɪklɪ
athyglin	aːtɪklɪn
athyglina	aːtɪklɪna
athyglinni	aːtɪklɪnɪ
athygliprófi	aːtʰɪklɪprouːɪ
athyglisbrestur	aːtʰɪklɪsprɛstʏr
athyglissýki	aːtʰɪklɪsiːcɪ
athyglissýkina	aːtʰɪklɪsiːcɪna
athyglisvert	aːtɪklɪsvɛr̥t
athyglisverð	aːtɪklɪsvɛrð
athyglisverða	aːtɪklɪsvɛrða
athyglisverðar	aːtɪklɪsvɛrðar
athyglisverðasta	aːtɪklɪsvɛrðasta
athyglisverðri	aːtʰɪklɪsvɛrðrɪ
athyglisverðu	aːtɪklɪsvɛrðʏ
athyglisverðum	aːtɪklɪsvɛrðʏm
athyglisverður	aːtɪklɪsvɛrðʏr
athyglisverðustu	aːtɪklɪsvɛrðʏstʏ
athæfi	aːtaivɪ
athöfn	aːtœpn̥
athöfnin	aːtœpnɪn
athöfnina	aːtœpnɪna
athöfninni	aːtœpnɪnɪ
athöfnum	aːtœpnʏm
atkvæða	aːtkvaiða
atkvæðagreiðsla	aːtkvaiðakreiðstla
atkvæðagreiðslan	aːtkvaiðakreiðstlan
atkvæðagreiðslu	aːtkvaiðakreiðstlʏ
atkvæðagreiðsluna	aːtkvaiðakreiðstlʏna
atkvæðagreiðslunnar	aːtkvaiðakreiðstlʏnar
atkvæðagreiðslunni	aːtkvaiðakreiðstlʏnɪ
atkvæðamikill	aːtkvaiðamɪːcɪtl̥
atkvæðanna	aːtkvaiðana
atkvæði	aːtkvaiðɪ
atkvæðin	aːtkvaiðɪn
atkvæðisrétt	aːtkvaiðɪsrjɛht
atkvæðum	aːtkvaiðʏm
atla	ahtla
atladóttir	ahtlatouhtɪr
atlaga	aːtlaɣa
atlantis	ahtlantɪs
atlantshaf	ahtlantshaːv
atlantshafi	ahtlantshaːvɪ
atlantshafið	ahtlantshaːvɪð
atlantshafs	ahtlanshafs
atlantshafsbandalaginu	ahtlantshavspantalaijɪnʏ
atlantshafsbandalagið	ahtlantshavspantalaijɪð
atlantshafsbandalagsins	ahtlantshavspantalaijɪð
atlantshafsins	ahtlantshavsɪns
atlantshafsríkjanna	ahtlanshafsriːcana
atlantshafsstofni	ahtlanshafstɔpnɪ
atlantsskip	ahtlantscɪp
atlantsskipa	ahtlantscɪpa
atlas	ahtlas
atlasfjalla	ahtlasfjatla
atlason	ahtlasɔːn
atlavík	ahtlaviːk
atli	athtlɪ
atlot	aːtlɔt
atlæti	aːtlaitɪ
atlögu	aːtlœɣʏ
atorku	aːtɔr̥kʏ
atrennu	aːtrɛnʏ
atriða	aːtrɪða
atriði	aːtrɪðɪ
atriðin	aːtrɪðɪn
atriðinu	aːtrɪðɪnʏ
atriðið	aːtrɪðɪð
atriðum	aːtrɪðʏm
atskákir	aːtskaucɪr
att	aht
atvik	aːtvɪk
atvika	aːtvɪka
atvikaðist	aːtvɪkaðɪst
atviki	aːtvɪcɪ
atvikin	aːtvɪcɪn
atvikinu	aːtvɪcɪnʏ
atvikið	aːtvɪcɪð
atviks	aːtvɪks
atviksskráning	aːtvɪkskraːuniŋk
atvikum	aːtvɪkʏm
atvinna	aːtvɪna
atvinnu	aːtvɪnʏ
atvinnuflugmannsskírteinis	aːtvɪnʏflʏɣmanscir̥tɛjnɪs
atvinnufrelsi	aːtvɪnʏfrɛlsɪ
atvinnugrein	aːtvɪnʏkreiːn
atvinnugreina	aːtvɪnʏkreiːna
atvinnugreinar	aːtvɪnʏkreiːnar
atvinnugreinin	aːtvɪnʏkreiːnɪn
atvinnugreininni	aːtvɪnʏkreiːnɪnɪ
atvinnugreinum	aːtvɪnʏkreiːnʏm
atvinnuhluti	aːtvɪnʏl̥ʏːtɪ
atvinnuhúsnæði	aːtvɪnʏhustnaiðɪ
atvinnuhúsnæðis	aːtvɪnʏhustnaiðɪs
atvinnulaus	aːtvɪnʏlœiːs
atvinnulausir	aːtvɪnʏlœiːsɪr
atvinnuleit	aːtvɪnʏleiːt
atvinnuleitandi	aːtvɪnʏlɛːjtantɪ
atvinnuleyfi	aːtvɪnʏleiːvɪ
atvinnuleysi	aːtvɪnʏleiːsɪ
atvinnuleysis	aːtvɪnʏleiːsɪs
atvinnuleysisbætur	aːtvɪnʏleiːsɪspaiːtʏr
atvinnuleysisbæturnar	aːtvɪnʏleiːsɪspaiːtʏtnar
atvinnuleysisbótum	aːtvɪnʏleiːsɪspouːtʏm
atvinnuleysisskrá	aːtvɪnʏleiːsɪskrauː
atvinnuleysið	aːtvɪnʏleiːsɪð
atvinnulíf	aːtvɪnʏliːv
atvinnulífi	aːtvɪnʏliːvɪ
atvinnulífinu	aːtvɪnʏliːvɪnʏ
atvinnulífið	aːtvɪnʏliːvɪð
atvinnulífs	aːtvɪnʏlifs
atvinnulífsins	aːtvɪnʏlifsɪns
atvinnumanna	aːtvɪnʏmana
atvinnumaður	aːtvɪnʏmaːðʏr
atvinnumenn	aːtvɪnʏmɛn
atvinnumennsku	aːtvɪnʏmɛnskʏ
atvinnumál	aːtvɪnʏmauːl
atvinnumálaráð	aːtvɪnʏmaularaːuð
atvinnumálaskrifstofu	aːtvɪnʏmaulaskrɪfstɔvʏ
atvinnumálum	aːtvɪnʏmauːlʏm
atvinnurekanda	aːtvɪnʏrɛːkanta
atvinnurekandann	aːtvɪnʏrɛːkantan
atvinnurekandi	aːtvɪnʏrɛːkantɪ
atvinnurekenda	aːtvɪnʏrɛːkɛnta
atvinnurekendum	aːtvɪnʏrɛːkɛntʏm
atvinnurekendur	aːtvɪnʏrɛːkɛntʏr
atvinnurekstrar	aːtvɪnʏrɛkstrar
atvinnurekstri	aːtvɪnʏrɛkstrɪ
atvinnurekstur	aːtvɪnʏrɛkstʏr
atvinnuráðgjafi	aːtvɪnʏrauðcavɪ
atvinnuréttindi	aːtvɪnʏrjɛhtɪntɪ
atvinnuskráagerð	aːtvɪnʏskraːuacɛrð
atvinnuskyni	aːtvɪnʏscɪnɪ
atvinnustarfsemi	aːtvɪnʏstarvsɛːmɪ
atvinnustefnu	aːtvɪnʏstɛpnʏ
atvinnustig	aːtvɪnʏstɪːɣ
atvinnusvæði	aːtvɪnʏsvaiːðɪ
atvinnutækifæri	aːtvɪnʏtʰaiːcɪfaiːrɪ
atvinnuuppbyggingu	aːtvɪnʏʏhpɪciŋkʏ
atvinnuástand	aːtvɪnʏauːstant
atvinnuþátttöku	aːtvɪnʏθauhtœkʏ
au	œj
aufúsugestur	œiːfusʏcɛstʏr
auga	œiːɣa
augabragði	œiːɣapraɣðɪ
augabrúnina	œiːɣapruːnɪna
augabrúninni	œiːɣapruːnɪnɪ
augabrúnir	œiːɣapruːnɪr
augabrúnirnar	œiːɣapruːnɪtnar
augabrúnum	œiːɣapruːnʏm
augabrúnunum	œiːɣapruːnɔnʏm
augabrýnnar	œiːɣapritnar
augabrýrnar	œiːɣapritnar
augaleið	œiːɣaleiːð
augans	œiːɣans
auganu	œiːɣanʏ
augastað	œiːɣastaːð
augasteinarnir	œiːɣasteiːnatnɪr
augað	œiːɣað
auglit	œiɣlɪt
augliti	œiɣlɪtɪ
auglitis	œiɣlɪtɪs
augljós	œiɣljous
augljósa	œiɣljousa
augljósar	œiɣljousar
augljóslega	œiɣljoustlɛɣa
augljósri	œiɣljousrɪ
augljóst	œiɣljoust
