ۋە	wˈæ
تەتقىقاتچىلار	tˌætqɪqɑtt͡ʃˈɪlɑr
تەركىبى	tærkˈɪbɪ
تەلىپى	tælˈɪpɪ
جاپالىق	d͡ʒɑpˈɑlɪq
جاۋابكار	d͡ʒɑwˈɑbkɑr
جەلپ	d͡ʒˈælp
جەمئىيەتتىكى	d͡ʒˌæmɪjættˈɪkɪ
جەمئىيەتكە	d͡ʒˌæmɪjˈætkæ
خېمىر	χˈemɪr
داۋاملىشىپ	dˌɑwɑmlˈɪʃɪp
دېيىش	dˈejɪʃ
دەرسلىك	dˈærslɪk
دەۋردىكى	dæwrdˈɪkɪ
رەسۇلۇللاھنىڭ	rˌæsulullˈɑhnɪŋ
زىيانلىق	zɪjˈɑnlɪq
سامساق	sˈɑmsɑq
ساھەلەردە	sˌɑhælˈærdæ
سوققان	sˈoqqɑn
سىرت	sˈɪrt
سۆزلىرى	sœzlˈɪɾɪ
سۆيگۈ	sˈœjɡy
سېسىق	sˈesɪq
سېلىنغان	selˈɪnʁɑn
سەمىمىي	sæmˈɪmɪj
سەپ	sˈæp
شەكىلدىكى	ʃˌækɪldˈɪkɪ
شەھەرنى	ʃæhˈærnɪ
غەلىتە	ʁælˈɪtæ
قاتلام	qˈɑtlɑm
قاتنىشىپ	qɑtnˈɪʃɪp
قاراشلىرى	qˌɑɾɑʃlˈɪɾɪ
قارمىقىدا	qˌɑrmɪqˈɪdɑ
قويىدىغان	qˌojɪdˈɪʁɑn
قويۇشقا	qojˈuʃqɑ
قىلىنىش	qɪlˈɪnɪʃ
قەبىلىسىنىڭ	qˌæbɪlɪsˈɪnɪŋ
قەدىمقى	qædˈɪmqɪ
قەلئە	qˈælæ
كىتابلارنى	kˌɪtɑblˈɑrnɪ
كىرىش	kˈɪɾɪʃ
كىشىدىن	kɪʃˈɪdɪn
كىمنىڭ	kˈɪmnɪŋ
كۆرىدىغان	kˌœɾɪdˈɪʁɑn
كۆچمەن	kˈœt͡ʃmæn
كېيىنمۇ	kejˈɪnmu
كەنتى	kˈæntɪ
ماقالىنى	mˌɑqɑlˈɪnɪ
مۇئەللىم	muˈællɪm
مۇبارەك	mubˈɑɾæk
مەشغۇل	mˈæʃʁul
مەكتەپتىكى	mˌæktæptˈɪkɪ
مەنبەسىنى	mˌænbæsˈɪnɪ
مەنىۋىي	mænˈɪwɪj
نوبېل	nˈobel
ياردەمچى	jɑrdˈæmt͡ʃɪ
ياز	jˈɑz
يازىدۇ	jɑzˈɪdu
ياسىغان	jɑsˈɪʁɑn
ياشلارنىڭ	jɑʃlˈɑrnɪŋ
ياشلىرى	jɑʃlˈɪɾɪ
ياغاچتىن	jɑʁˈɑt͡ʃtɪn
يوقاپ	jˈoqɑp
يوپۇرمىقى	jˌopurmˈɪqɪ
يىغىندا	jɪʁˈɪndɑ
يىپ	jˈɪp
يۇقۇرى	juqˈuɾɪ
يۇڭ	jˈuŋ
يۈزىسىدىن	jˌyzɪsˈɪdɪn
يېرىدە	jeɾˈɪdæ
يەككە	jˈækkæ
پائال	pˈɑɑl
پادىشاھى	pˌɑdɪʃˈɑhɪ
پايدىسى	pɑjdˈɪsɪ
پۇرسىتىگە	pˌursɪtˈɪɡæ
چىقىرىشقا	t͡ʃˌɪqɪɾˈɪʃqɑ
چەكلەنگەن	t͡ʃæklˈænɡæn
گۇمان	ɡˈumɑn
گەۋدە	ɡˈæwdæ
ھەرىپى	hæɾˈɪpɪ
ھەمىشە	hæmˈɪʃæ
ئارىدىن	ɑɾˈɪdɪn
ئاشقان	ˈɑʃqɑn
ئالماشتۇرۇش	ˌɑlmɑʃtˈuɾuʃ
ئاۋال	ˈɑwɑl
ئوزۇقلۇق	ozˈuqluq
ئوقۇتقۇچىسى	ˌoqutqut͡ʃˈɪsɪ
ئوقۇرمەنلەرنىڭ	ˌoqurmænlˈærnɪŋ
ئويناپ	ˈojnɑp
ئوۋ	ˈow
ئىجازەت	ɪd͡ʒˈɑzæt
ئىسلامنى	ɪslˈɑmnɪ
ئىسپانىيە	ˌɪspɑnˈɪjæ
ئىشچىلار	ɪʃt͡ʃˈɪlɑr
ئىقتىدارىغا	ˌɪqtɪdɑɾˈɪʁɑ
ئىلاھ	ˈɪlɑh
ئىنسانلارغا	ˌɪnsɑnlˈɑrʁɑ
ئىپادىلىنىدۇ	ˌɪpɑdˌɪlɪnˈɪdu
ئۆگىنىشكە	ˌœɡɪnˈɪʃkæ
ئۇرۇشقا	uɾˈuʃqɑ
ئۇستازى	ustˈɑzɪ
ئۇشبۇ	ˈuʃbu
ئۇقۇمى	uqˈumɪ
ئۇمۇ	ˈumu
ئۇيغۇرغا	ujʁˈurʁɑ
ئۈرۈمچىگە	ˌyɾymt͡ʃˈɪɡæ
ئەزەلدىن	æzˈældɪn
ئەسكەرلىرى	ˌæskærlˈɪɾɪ
ئەسەردە	æsˈærdæ
بارىن	bˈɑɾɪn
باشلاپلا	bɑʃlˈɑplɑ
بولسام	bˈolsɑm
بولمىش	bˈolmɪʃ
بىرلەشكەن	bɪrlˈæʃkæn
بىرىش	bˈɪɾɪʃ
بىلەنمۇ	bɪlˈænmu
بۆلۈنگەن	bœlˈynɡæn
بېلىق	bˈelɪq
توپنى	tˈopnɪ
تىرىشىپ	tɪɾˈɪʃɪp
تۇرماقتا	turmˈɑqtɑ
تۈركىيەدىكى	tˌyrkɪjædˈɪkɪ
تۈرمىگە	tyrmˈɪɡæ
تۈز	tˈyz
تۈزۈش	tˈyzyʃ
تۈزۈم	tˈyzym
تەبلىغ	tˈæblɪʁ
تەرەپنى	tæɾˈæpnɪ
تەقۋىم	tˈæqwɪm
تەڭگە	tˈæŋɡæ
جايلاخكان	d͡ʒɑjlˈɑχkɑn
جايلار	d͡ʒˈɑjlɑr
جىنايەتنى	d͡ʒˌɪnɑjˈætnɪ
جەم	d͡ʒˈæm
خوتۇن	χˈotun
خەلقىمىزنىڭ	χˌælqɪmˈɪznɪŋ
دادىسىغا	dˌɑdɪsˈɪʁɑ
داستىخان	dɑstˈɪχɑn
داۋامىدا	dˌɑwɑmˈɪdɑ
دوستۇم	dˈostum
دۆلىتىنى	dˌœlɪtˈɪnɪ
دۆلىتىگە	dˌœlɪtˈɪɡæ
دۇئا	dˈuɑ
دۇنياسى	dunjˈɑsɪ
دەۋرىنىڭ	dæwrˈɪnɪŋ
زاماندىكى	zˌɑmɑndˈɪkɪ
زامانلاردا	zˌɑmɑnlˈɑrdɑ
سالدى	sˈɑldɪ
سالىدۇ	sɑlˈɪdu
ساھابە	sɑhˈɑbæ
سىر	sˈɪr
سىلەرنىڭ	sɪlˈærnɪŋ
سۆزلەيدىغان	sˌœzlæjdˈɪʁɑn
سۈپەتلىك	sypˈætlɪk
سېتىپ	sˈetɪp
شىركەتلەر	ʃɪrkˈætlær
شېھىت	ʃˈehɪt
شەھىرىدىكى	ʃˌæhɪɾɪdˈɪkɪ
غەلبە	ʁˈælbæ
قاتارلىقلاردىن	qˌɑtɑrlɪqlˈɑrdɪn
قاراڭغۇ	qɑɾˈɑŋʁu
قالىدىغان	qˌɑlɪdˈɪʁɑn
قوراللىق	qoɾˈɑllɪq
قىلدۇرغان	qɪldˈurʁɑn
قىلغانلىقىنى	qˌɪlʁɑnlɪqˈɪnɪ
قىلغانىدى	qˌɪlʁɑnˈɪdɪ
قىلىنماقتا	qˌɪlɪnmˈɑqtɑ
قىلىۋاتىدۇ	qˌɪlɪwɑtˈɪdu
قىلچە	qˈɪlt͡ʃæ
قىيما	qˈɪjmɑ
قۇتۇلۇش	qutˈuluʃ
قۇردى	qˈurdɪ
قۇرۇلدى	quɾˈuldɪ
قۇرۇلما	quɾˈulmɑ
قەدىمدىن	qædˈɪmdɪn
كومىتېت	komˈɪtet
كىلومەتەر	kˌɪlomˈætær
كىملىكىنى	kˌɪmlɪkˈɪnɪ
كۆرسەتتى	kœrsˈættɪ
كۆلەمدە	kœlˈæmdæ
كۆپلەپ	kˈœplæp
كۆپچىلىك	kœpt͡ʃˈɪlɪk
كېرەكلىكىنى	kˌeɾæklɪkˈɪnɪ
كەلتۈرۈلگەن	kˌæltyɾˈylɡæn
ماددىلارنى	mˌɑddɪlˈɑrnɪ
ماكان	mˈɑkɑn
مايسا	mˈɑjsɑ
مايىل	mˈɑjɪl
موڭغۇللارنىڭ	mˌoŋʁullˈɑrnɪŋ
مىس	mˈɪs
مىكرو	mˈɪkro
مىللەتچىلىك	mˌɪllætt͡ʃˈɪlɪk
مۇدىر	mˈudɪr
مۇرات	mˈuɾɑt
مېھمان	mˈehmɑn
مەدىنىگە	mˌædɪnˈɪɡæ
مەدىنە	mædˈɪnæ
مەزمۇنلارنى	mˌæzmunlˈɑrnɪ
مەسئۇلىيەت	mˌæsulˈɪjæt
مەقسىتى	mæqsˈɪtɪ
مەكتەپلەر	mæktˈæplær
مەككە	mˈækkæ
مەھسۇلى	mæhsˈulɪ
نامىزى	nɑmˈɪzɪ
ناھىيىگە	nˌɑhɪjˈɪɡæ
نومۇرى	nomˈuɾɪ
نەرسىگە	nærsˈɪɡæ
نەزەرىيە	nˌæzæɾˈɪjæ
ياشلارغا	jɑʃlˈɑrʁɑ
يولىدىكى	jˌolɪdˈɪkɪ
يولىنىڭ	jolˈɪnɪŋ
يېتىشىپ	jetˈɪʃɪp
يېرىگە	jeɾˈɪɡæ
يېزىقنى	jezˈɪqnɪ
يېزىلىق	jezˈɪlɪq
يەكەن	jˈækæn
يەھۇدىيلار	jˌæhudˈɪjlɑr
پائالىيەتلىرىنى	pˌɑɑlˌɪjætlɪɾˈɪnɪ
پاختا	pˈɑχtɑ
پارىژ	pˈɑɾɪʒ
پېتى	pˈetɪ
چاقچاق	t͡ʃˈɑqt͡ʃɑq
چامغۇر	t͡ʃˈɑmʁur
چۈشەندۈرۈپ	t͡ʃˌyʃændˈyɾyp
چېكى	t͡ʃˈekɪ
گوۋۇيۈەن	ɡˌowujˈyæn
گۈرۈچ	ɡˈyɾyt͡ʃ
ھاكىمىيىتى	hˌɑkɪmɪjˈɪtɪ
ھايۋانلارنىڭ	hˌɑjwɑnlˈɑrnɪŋ
ھىساپلىنىدۇ	hˌɪsɑplɪnˈɪdu
ھېسابلاش	hesˈɑblɑʃ
ھەددىدىن	hæddˈɪdɪn
ھەرىكىتىنى	hˌæɾɪkɪtˈɪnɪ
ھەقىقەتنى	hˌæqɪqˈætnɪ
ۋاقتىنى	wɑqtˈɪnɪ
ۋاقىتنى	wɑqˈɪtnɪ
ئائىلىدە	ˌɑɪlˈɪdæ
ئائىلىگە	ˌɑɪlˈɪɡæ
ئاتوم	ˈɑtom
ئاجرىتىپ	ɑd͡ʒrˈɪtɪp
ئادەملەرنى	ˌɑdæmlˈærnɪ
ئارام	ˈɑɾɑm
ئايالىم	ɑjˈɑlɪm
ئوتاق	ˈotɑq
ئوخشىمايدىغان	ˌoχʃɪmɑjdˈɪʁɑn
ئويمانلىقىنىڭ	ˌojmɑnlɪqˈɪnɪŋ
ئىتتىپاق	ɪttˈɪpɑq
ئىستىمال	ɪstˈɪmɑl
ئىسلامىي	ɪslˈɑmɪj
ئىشلەتكۈچى	ˌɪʃlætkˈyt͡ʃɪ
ئىپادىلەش	ˌɪpɑdˈɪlæʃ
ئۆزىمىزنى	ˌœzɪmˈɪznɪ
ئۆزىمىزگە	ˌœzɪmˈɪzɡæ
ئۆلچەملىك	œlt͡ʃˈæmlɪk
ئۇرۇشتىن	uɾˈuʃtɪn
ئۇيغۇرلاردىن	ˌujʁurlˈɑrdɪn
ئېلخەت	ˈelχæt
ئېلىنىپ	elˈɪnɪp
ئېنگىلىزچە	ˌenɡɪlˈɪzt͡ʃæ
ئېھتىياجى	ˌehtɪjˈɑd͡ʒɪ
ئە	ˈæ
ئەتراپلىق	ætrˈɑplɪq
ئەخلاقى	æχlˈɑqɪ
ئەلچى	ˈælt͡ʃɪ
ئەمدىلا	æmdˈɪlɑ
ئەمەسلىكىنى	ˌæmæslɪkˈɪnɪ
ئەنئەنىسى	ˌænænˈɪsɪ
ئەپ	ˈæp
باشتا	bˈɑʃtɑ
باشقۇرغۇچى	bˌɑʃqurʁˈut͡ʃɪ
بايراق	bˈɑjrɑq
بولالمايدۇ	bˌolɑlmˈɑjdu
بولساق	bˈolsɑq
بولغىنى	bolʁˈɪnɪ
بولىمىز	bolˈɪmɪz
بولۇپتۇ	bolˈuptu
بىرقانچە	bɪrqˈɑnt͡ʃæ
بىزدىكى	bɪzdˈɪkɪ
بىناكارلىق	bˌɪnɑkˈɑrlɪq
بىڭتۇەنى	bˌɪŋtuˈænɪ
بۆلۈنۈپ	bœlˈynyp
بۇيىچە	bujˈɪt͡ʃæ
بېرىۋاتقان	bˌeɾɪwˈɑtqɑn
بەدىنى	bædˈɪnɪ
بەلگە	bˈælɡæ
تامغا	tˈɑmʁɑ
توختىلىپ	toχtˈɪlɪp
توغرۇلۇق	toʁrˈuluq
تۈركىيەنىڭ	tˌyrkɪjˈænɪŋ
تېمىسى	temˈɪsɪ
تەرجىمىسى	tˌærd͡ʒɪmˈɪsɪ
تەزكىرىسى	tˌæzkɪɾˈɪsɪ
تەقلىد	tˈæqlɪd
تەكشۈرۈپ	tækʃˈyɾyp
تەلىپىنى	tˌælɪpˈɪnɪ
تەييارلانغان	tˌæjjɑrlˈɑnʁɑn
تەييارلاپ	tæjjˈɑrlɑp
تەھدىت	tˈæhdɪt
جايلاردىكى	d͡ʒˌɑjlɑrdˈɪkɪ
جوڭگۇ	d͡ʒˈoŋɡu
جۇغراپىيە	d͡ʒˌuʁrɑpˈɪjæ
خاتالىق	χɑtˈɑlɪq
خاتىرىلەنگەن	χˌɑtɪɾɪlˈænɡæn
خانى	χˈɑnɪ
خەلقىگە	χælqˈɪɡæ
خەلىق	χˈælɪq
دائىرىدە	dˌɑɪɾˈɪdæ
دولقۇنى	dolqˈunɪ
دىئابېت	dɪˈɑbet
دۆلەتكە	dœlˈætkæ
دۆلەتلىرى	dˌœlætlˈɪɾɪ
دۆلەتلەردە	dˌœlætlˈærdæ
دېمەكتۇر	demˈæktur
دېگەنگە	deɡˈænɡæ
رايوندا	rɑjˈondɑ
رايونلاردا	rˌɑjonlˈɑrdɑ
رايوننىڭ	rɑjˈonnɪŋ
راۋان	rˈɑwɑn
روھىنى	rohˈɪnɪ
رەھبىرى	ræhbˈɪɾɪ
زىيالىيلار	zˌɪjɑlˈɪjlɑr
ساقلانغان	sɑqlˈɑnʁɑn
سالىھ	sˈɑlɪh
سامان	sˈɑmɑn
سۆزلىگەن	sœzlˈɪɡæn
سۈرە	sˈyɾæ
سۈننەت	sˈynnæt
سەندىن	sˈændɪn
شارائىتى	ʃˌɑɾɑˈɪtɪ
شارى	ʃˈɑɾɪ
شام	ʃˈɑm
شىنجاڭغا	ʃɪnd͡ʒˈɑŋʁɑ
شەخىس	ʃˈæχɪs
غەيرىي	ʁˈæjrɪj
فرانسىيە	frɑnsˈɪjæ
ق	q
قارالغان	qɑɾˈɑlʁɑn
قارلىق	qˈɑrlɪq
قارىشىنى	qˌɑɾɪʃˈɪnɪ
قالدۇردى	qɑldˈurdɪ
قالمىدى	qɑlmˈɪdɪ
قورقۇپ	qˈorqup
قوشۇلغان	qoʃˈulʁɑn
قىلالمايدۇ	qˌɪlɑlmˈɑjdu
قىلدۇق	qˈɪlduq
قىلىسىز	qɪlˈɪsɪz
قىلىشتىكى	qˌɪlɪʃtˈɪkɪ
قىلىنغاندىن	qˌɪlɪnʁˈɑndɪn
قۇرامىغا	qˌuɾɑmˈɪʁɑ
قەبىلىسى	qˌæbɪlˈɪsɪ
قەلەم	qˈælæm
كونكرېت	kˈonkret
كىتابىنى	kˌɪtɑbˈɪnɪ
كىملىك	kˈɪmlɪk
كۆتۈرۈلگەن	kˌœtyɾˈylɡæn
كۆرسىتىدىغان	kˌœrsɪtɪdˈɪʁɑn
كۆزىتىش	kœzˈɪtɪʃ
كۆلى	kˈœlɪ
كۆچمە	kˈœt͡ʃmæ
كۆڭلى	kˈœŋlɪ
كېسەك	kˈesæk
كەتمەيدۇ	kætmˈæjdu
كەلتۈرىدۇ	kˌæltyɾˈɪdu
كەلگەنلىكىنى	kˌælɡænlɪkˈɪnɪ
ماقالىدە	mˌɑqɑlˈɪdæ
مۈمكىن	mˈymkɪn
مەكتەپتىن	mæktˈæptɪn
مەنىلىك	mænˈɪlɪk
مەپتۇن	mˈæptun
مەھمۇت	mˈæhmut
نوچى	nˈot͡ʃɪ
نىياز	nˈɪjɑz
يارىتىلغان	jˌɑɾɪtˈɪlʁɑn
ياشتىن	jˈɑʃtɪn
يوپۇرماق	jopˈurmɑq
يىغىنىدا	jˌɪʁɪnˈɪdɑ
يىلغا	jˈɪlʁɑ
يىلىغىچە	jˌɪlɪʁˈɪt͡ʃæ
يېزىلىشى	jˌezɪlˈɪʃɪ
يەتتى	jˈættɪ
يەتكۈزۈش	jætkˈyzyʃ
پروگرامما	proɡrˈɑmmɑ
پىسخىك	pˈɪsχɪk
پىلان	pˈɪlɑn
پەيغەمبەرنىڭ	pˌæjʁæmbˈærnɪŋ
چارە	t͡ʃˈɑɾæ
ھايۋانات	hɑjwˈɑnɑt
ھۆكۈمەتكە	hˌœkymˈætkæ
ھەدىسلەرنى	hˌædɪslˈærnɪ
ھەرپ	hˈærp
ھەقىقەتەنمۇ	hˌæqɪqætˈænmu
ھەمكارلىق	hæmkˈɑrlɪq
ۋىلايىتىنىڭ	wˌɪlɑjɪtˈɪnɪŋ
ۋىلايەتلىك	wˌɪlɑjˈætlɪk
ئاتۇش	ˈɑtuʃ
ئاخىرلىشىدۇ	ˌɑχɪrlɪʃˈɪdu
ئادالەت	ɑdˈɑlæt
ئاددى	ˈɑddɪ
ئارىسىدىن	ˌɑɾɪsˈɪdɪn
ئازاد	ˈɑzɑd
ئاساسىنى	ˌɑsɑsˈɪnɪ
ئاشىق	ˈɑʃɪq
ئاشۇرۇپ	ɑʃˈuɾup
ئالدىراش	ɑldˈɪɾɑʃ
ئايروپىلانى	ˌɑjropɪlˈɑnɪ
ئايكۆل	ˈɑjkœl
ئايلىق	ˈɑjlɪq
ئاپتونومىيىلىك	ˌɑptonˌomɪjˈɪlɪk
ئوتتۇز	ˈottuz
ئورمان	ˈormɑn
ئورۇنلىرى	ˌoɾunlˈɪɾɪ
ئوقۇشى	oqˈuʃɪ
ئويلايمەن	ojlˈɑjmæn
ئىسا	ˈɪsɑ
ئىسرائىل	ɪsrˈɑɪl
ئىسلاھ	ˈɪslɑh
ئىسلاھات	ɪslˈɑhɑt
ئىشلىدى	ɪʃlˈɪdɪ
ئىشىك	ˈɪʃɪk
ئىمىن	ˈɪmɪn
ئىنساننى	ɪnsˈɑnnɪ
ئىنقىلاب	ɪnqˈɪlɑb
ئۆزلۈكىدىن	ˌœzlykˈɪdɪn
ئۆزىمىز	œzˈɪmɪz
ئۆلكىلىك	œlkˈɪlɪk
ئۇدا	ˈudɑ
ئۇنتۇپ	ˈuntup
ئۇچىغا	ut͡ʃˈɪʁɑ
ئۈزىنى	yzˈɪnɪ
ئۈنۈمى	ynˈymɪ
ئېرىشىپ	eɾˈɪʃɪp
ئېنېرگىيە	ˌenerɡˈɪjæ
ئېيتىلغان	ejtˈɪlʁɑn
ئەجدادلىرىمىز	ˌæd͡ʒdɑdlɪɾˈɪmɪz
ئەزالىرىنى	ˌæzɑlɪɾˈɪnɪ
ئەستايىدىل	ˌæstɑjˈɪdɪl
ئەسىردە	æsˈɪrdæ
ئەھۋاللار	æhwˈɑllɑr
ئەۋلادلىرى	ˌæwlɑdlˈɪɾɪ
بارغاندىن	bɑrʁˈɑndɪn
باشچىلىقىدىكى	bˌɑʃt͡ʃɪlˌɪqɪdˈɪkɪ
بانكا	bˈɑnkɑ
باھالاش	bɑhˈɑlɑʃ
بولغۇچى	bolʁˈut͡ʃɪ
بويىغا	bojˈɪʁɑ
بىلمەيدىغان	bˌɪlmæjdˈɪʁɑn
بۆلۈم	bˈœlym
بېكىتىلگەن	bˌekɪtˈɪlɡæn
بەردىم	bˈærdɪm
بەرگۈچى	bærɡˈyt͡ʃɪ
تارماقتا	tɑrmˈɑqtɑ
تاشكەنت	tˈɑʃkænt
تايانغان	tɑjˈɑnʁɑn
توغۇلغان	toʁˈulʁɑn
تىببىي	tˈɪbbɪj
تىپى	tˈɪpɪ
تۇل	tˈul
تۈرتكە	tˈyrtkæ
تۈردىكى	tyrdˈɪkɪ
تۈزگەن	tˈyzɡæn
تېرىسى	teɾˈɪsɪ
تەبئىي	tˈæbɪj
تەدبىر	tˈædbɪr
تەكلىماكان	tˌæklɪmˈɑkɑn
تەمى	tˈæmɪ
تەمىنلىگەن	tˌæmɪnlˈɪɡæn
تەيىنلەنگەن	tˌæjɪnlˈænɡæn
تەييارلىغان	tˌæjjɑrlˈɪʁɑn
جايلارنىڭ	d͡ʒɑjlˈɑrnɪŋ
جۇڭگودىكى	d͡ʒˌuŋɡodˈɪkɪ
جەمەت	d͡ʒˈæmæt
جەھەتلەردە	d͡ʒˌæhætlˈærdæ
خادىم	χˈɑdɪm
خادىملىرى	χˌɑdɪmlˈɪɾɪ
خاراكتېرى	χˌɑɾɑktˈeɾɪ
خىزمەتلەرنى	χˌɪzmætlˈærnɪ
خەلقىنى	χælqˈɪnɪ
خەۋپسىزلىكى	χˌæwpsɪzlˈɪkɪ
دوستلۇق	dˈostluq
دېرەك	dˈeɾæk
دېسە	dˈesæ
دېگەننى	deɡˈænnɪ
دەۋرنىڭ	dˈæwrnɪŋ
دەۋرىگە	dæwrˈɪɡæ
روھىغا	rohˈɪʁɑ
رېئال	rˈeɑl
رەئىس	rˈæɪs
زىيالىلار	zˌɪjɑlˈɪlɑr
زۇلۇم	zˈulum
زەنجىۋىل	zænd͡ʒˈɪwɪl
ساقلانماقتا	sˌɑqlɑnmˈɑqtɑ
ساقلىنىش	sɑqlˈɪnɪʃ
سالام	sˈɑlɑm
سوئالغا	soˈɑlʁɑ
سوتسىيالىستىك	sˌotsɪjɑlˈɪstɪk
سىزىلغان	sɪzˈɪlʁɑn
سىستېما	sɪstˈemɑ
سىڭدۈرمە	sɪŋdˈyrmæ
سۆزىنى	sœzˈɪnɪ
سۆزىنىڭ	sœzˈɪnɪŋ
سۆڭەك	sˈœŋæk
سۇڭ	sˈuŋ
سۈرگۈن	sˈyrɡyn
سۈپەت	sˈypæt
سېستىمىسى	sˌestɪmˈɪsɪ
سېلىشتۇرۇپ	sˌelɪʃtˈuɾup
سەنئىتى	sænˈɪtɪ
شائىرنىڭ	ʃɑˈɪrnɪŋ
شائىرى	ʃɑˈɪɾɪ
شامال	ʃˈɑmɑl
شۇنداقتىمۇ	ʃˌundɑqtˈɪmu
غەربتە	ʁˈærbtæ
غەربى	ʁˈærbɪ
فوندى	fˈondɪ
قوزغىغان	qozʁˈɪʁɑn
قوشاق	qˈoʃɑq
قوغۇن	qˈoʁun
قولايلىق	qolˈɑjlɪq
قوللىنىپ	qollˈɪnɪp
قىزلارنىڭ	qɪzlˈɑrnɪŋ
قىلدۇردى	qɪldˈurdɪ
قىممىتىنى	qˌɪmmɪtˈɪnɪ
قۇرۇلۇشى	qˌuɾulˈuʃɪ
قەدەمدە	qædˈæmdæ
قەھرىمان	qæhrˈɪmɑn
كوماندا	komˈɑndɑ
كى	kˈɪ
كىتابلىرى	kˌɪtɑblˈɪɾɪ
كۈچلەر	kˈyt͡ʃlær
كۈچىگە	kyt͡ʃˈɪɡæ
كەسپىنى	kæspˈɪnɪ
كەچ	kˈæt͡ʃ
لار	lˈɑr
لىق	lˈɪq
ما	mˈɑ
مائارىپنىڭ	mˌɑɑɾˈɪpnɪŋ
ماددىنىڭ	mɑddˈɪnɪŋ
مىرزا	mˈɪrzɑ
مىلادىيىدىن	mˌɪlɑdɪjˈɪdɪn
مىنىڭ	mˈɪnɪŋ
مۇتەللىپ	mutˈællɪp
مۇتەللىپنىڭ	mˌutællˈɪpnɪŋ
مۇرەسسە	muɾˈæssæ
مۇھىتتا	muhˈɪttɑ
مۈلكى	mˈylkɪ
مەسچىتنىڭ	mæst͡ʃˈɪtnɪŋ
مەنە	mˈænæ
مەيداندا	mæjdˈɑndɑ
مەيداننىڭ	mæjdˈɑnnɪŋ
مەھسۇلاتلىرى	mˌæhsulɑtlˈɪɾɪ
نوپۇسىنىڭ	nˌopusˈɪnɪŋ
نۇسخىسىنى	nˌusχɪsˈɪnɪ
نۇقتىدىن	nuqtˈɪdɪn
نۇقتىسى	nuqtˈɪsɪ
نۇقتىلىق	nuqtˈɪlɪq
نەتىجىلەرنى	nˌætɪd͡ʒɪlˈærnɪ
ياتلىق	jˈɑtlɪq
ياخشىلانماقتا	jˌɑχʃɪlɑnmˈɑqtɑ
ياسىلىدۇ	jˌɑsɪlˈɪdu
ياڭ	jˈɑŋ
ياۋروپانىڭ	jˌɑwropˈɑnɪŋ
يورۇقلۇق	joɾˈuqluq
يوغان	jˈoʁɑn
يىلغىچە	jɪlʁˈɪt͡ʃæ
يۇرتىغا	jurtˈɪʁɑ
يېزىنىڭ	jezˈɪnɪŋ
يەرشارى	jærʃˈɑɾɪ
يەرنى	jˈærnɪ
يەرنىڭ	jˈærnɪŋ
پاتېنت	pˈɑtent
پادىشاھلىق	pˌɑdɪʃˈɑhlɪq
پارتىيىسى	pˌɑrtɪjˈɪsɪ
پۈتتۈرگەن	pyttˈyrɡæn
چارۋىچىلىقتا	t͡ʃˌɑrwɪt͡ʃɪlˈɪqtɑ
چىقتىم	t͡ʃˈɪqtɪm
چۈشىنىپ	t͡ʃyʃˈɪnɪp
چېگرىلىنىدۇ	t͡ʃˌeɡrɪlɪnˈɪdu
گۈزەللىك	ɡyzˈællɪk
گەپلەر	ɡˈæplær
ھازىرچە	hɑzˈɪrt͡ʃæ
ھاللاردا	hɑllˈɑrdɑ
ھاياتقا	hɑjˈɑtqɑ
ھاياتىنىڭ	hˌɑjɑtˈɪnɪŋ
ھۆكۈمەتلىرى	hˌœkymætlˈɪɾɪ
ھېكىم	hˈekɪm
ھەممىگە	hæmmˈɪɡæ
ۋاسىتىسىنى	wˌɑsɪtɪsˈɪnɪ
GPS	ɡps
ئائىشە	ɑˈɪʃæ
ئابباس	ˈɑbbɑs
ئابدۇراخمان	ˌɑbduɾˈɑχmɑn
ئاتاپ	ˈɑtɑp
ئادەملەرگە	ˌɑdæmlˈærɡæ
ئاسمانغا	ɑsmˈɑnʁɑ
ئاشقازان	ɑʃqˈɑzɑn
ئاكام	ˈɑkɑm
ئاكىسى	ɑkˈɪsɪ
ئالىمنىڭ	ɑlˈɪmnɪŋ
ئامانەت	ɑmˈɑnæt
ئانام	ˈɑnɑm
ئايلاندۇرۇش	ˌɑjlɑndˈuɾuʃ
ئاپتونومىيە	ˌɑptonomˈɪjæ
ئاھالىلەر	ˌɑhɑlˈɪlær
ئوبلاستى	oblˈɑstɪ
ئوراپ	ˈoɾɑp
ئورگانلىرى	ˌorɡɑnlˈɪɾɪ
ئورۇننى	oɾˈunnɪ
ئوقۇغۇچىسى	ˌoquʁut͡ʃˈɪsɪ
ئوقۇغۇچىلارنى	ˌoquʁˌut͡ʃɪlˈɑrnɪ
ئوقۇيدۇ	oqˈujdu
ئويۇندا	ojˈundɑ
ئوپتىكا	optˈɪkɑ
ئىرادىسىنى	ˌɪɾɑdɪsˈɪnɪ
ئىرادە	ɪɾˈɑdæ
ئىشچى	ˈɪʃt͡ʃɪ
ئىقبال	ˈɪqbɑl
ئىقتىدار	ɪqtˈɪdɑr
ئىنسانىيەتكە	ˌɪnsɑnɪjˈætkæ
ئىپادىلەيدۇ	ˌɪpɑdɪlˈæjdu
ئىھتىياجى	ˌɪhtɪjˈɑd͡ʒɪ
ئۆتۈشكە	œtˈyʃkæ
