'day	daɪ̯
haspe	hɐspe
hatak	hatɐk
hatak	hɐtak
hataw	hataʊ̯
hati	hatɪʔ
hati	hɐtiʔ
hatid	hɐtid
hatiin	hɐtiʔɪn
hatiin	hɐtɪʔin
hatimbilang	hɐtɪmbilɐŋ
hatimbutod	hatɪmbʊtod
hatinggabi	hatɪŋɡɐbi
hatinig	hɐtinɪɡ
hatsing	hɐt͡ʃiŋ
hatsuko	hɐt͡ʃuxo
hawa	hawɐ
hawa	hawɐʔ
hawak	hawɐk
hawakan	hɐwaxɐn
hawakan	hɐwɐxan
haway	hɐwaɪ̯
hawayana	hɐwɐjanɐ
hawayano	hɐwɐjano
hawi	hawɪʔ
hawi	hɐwiʔ
hawig	hawɪɡ
hawig	hɐwiɡ
hawla	haʊ̯lɐ
hawong	hɐwoŋ
hawsyaw	haʊ̯ʃaʊ̯
haya	hajɐʔ
hayaan	hɐjaʔɐn
hayag	hajɐɡ
hayag	hɐjaɡ
hayan	hɐjan
haykap	haɪ̯xap
hayku	haɪ̯xʊ
haynayan	haɪ̯najɐn
hayok	hɐjok
hayon	hɐjon
hayskul	haɪ̯skʊl
hayto	haɪ̯to
heko	hexo
hektarya	hektaɾjɐ
helikoptero	helɪxopteɾo
henerala	heneɾalɐ
henerasyon	heneɾɐʃon
henetika	henetɪxa
henyo	heɲo
heograpiko	heoɡɾapɪxo
heograpiya	heoɡɾɐpiɐ
heolohiya	heolohiɐ
heranyo	heɾaɲo
herarkiya	heɾɐɾkiɐ
heringgilya	heɾɪŋɡiljɐ
heroglipiko	heɾoɡlipɪxo
herradura	ʔeɾɐduɾɐ
hesukristo	hesʊkɾisto
hesusmaryosep	hesusmɐɾjosep
heswita	heswitɐ
hibang	hibɐŋ
hibang	hɪbaŋ
hibaybay	hɪbaɪ̯baɪ̯
hibi	hibɪ
hibi	hɪbiʔ
hibla	hɪbla
hidwa	hɪdwaʔ
hidwaan	hɪdwaʔɐn
higa	hɪɰaʔ
higante	hɪɰante
higanti	hɪɰɐnti
higit	hɪɰit
higlikas	hɪɡlɪxas
higliknayan	hɪɡlɪknajɐn
higop	hiɰop
higsipnayan	hɪɡsɪpnajɐn
higtao	hɪɡtaʔo
hihip	hihɪp
hika	hixɐ
hika	hixɐʔ
hikab	hɪxab
hikahos	hɪxahos
hikahos	hɪxɐhos
hikaw	hixaʊ̯
hikayat	hɪxajɐt
hikbi	hɪkbi
hikbi	hɪkbiʔ
hiklas	hɪklas
hikmat	hɪkmat
hila	hilɐ
hilab	hilɐb
hilabigat	hilɐbɪɰat
hilaga	hɪlaɰɐʔ
hilahid	hɪlahɪd
hilahil	hɪlahɪl
hilahil	hɪlɐhil
hilako	hɪlɐxoʔ
hilam	hilɐm
hilam	hɪlam
hilamos	hɪlamos
hilata	hɪlatɐʔ
hilata	hɪlɐtaʔ
hilatsa	hɪlat͡ʃɐ
hilatsa	hɪlɐt͡ʃa
hilaw	hɪlaʊ̯
hilera	hɪleɾɐ
hilig	hilɪɡ
hilig	hɪliɡ
hilik	hɪlik
hiling	hɪliŋ
hilo	hɪlo
hilom	hɪlom
himagas	hɪmaɰɐs
himagsik	hɪmɐɡsik
himagsikan	hɪmɐɡsixɐn
himala	hɪmɐlaʔ
himanting	hɪmɐntiŋ
himas	himɐs
himas	hɪmas
himasmas	hɪmɐsmas
himasok	hɪmasok
himatay	hɪmɐtaɪ̯
himatayin	hɪmɐtɐjin
himay	himaɪ̯
himay	hɪmaɪ̯
himbabahay	hɪmbɐbahaɪ̯
himbak	hɪmbak
himbing	hɪmbiŋ
himig	himɪɡ
himlay	hɪmlaɪ̯
himnasta	hɪmnastɐ
himnasyo	hɪmnaʃo
himok	hɪmok
himpapawid	hɪmpɐpɐwid
himpil	hɪmpil
himpilan	hɪmpilɐn
himpilan	hɪmpɪlan
himuti	hɪmutɪ
himuti	hɪmʊtiʔ
himutok	hɪmʊtok
hina	hinɐʔ
hinagkan	hɪnɐɡkan
hinagpis	hɪnɐɡpis
hinahabol	hɪnɐhabol
hinahagkan	hɪnahɐɡkan
hinahon	hɪnahon
hinaing	hɪnɐʔiŋ
hinakdal	hɪnɐkdal
hinala	hɪnalɐʔ
hinanakit	hɪnɐnɐxit
hinang	hinɐŋ
hinas	hinɐs
hinaw	hinaʊ̯
hinaw	hɪnaʊ̯
hinay	hinaɪ̯
hinayang	hɪnajɐŋ
hinayupak	hɪnɐjupɐk
hindi	hɪndeʔ
hindi	hɪndiʔ
hindot	hɪndot
hinebra	hɪnebɾɐ
hinga	hɪŋa
hingal	hiŋɐl
hingal	hɪŋal
hingalin	hɪŋalɪn
hingalo	hɪŋɐloʔ
hingan	hɪŋan
hinggigitna	hɪŋɡɪɰɪtnaʔ
hinggil	hɪŋɡil
hingi	hɪŋiʔ
hinguto	hɪŋuto
hinhin	hɪŋhin
hininga	hɪnɪŋa
hinlalaki	hɪnlɐlɐxi
hinlalato	hɪnlɐlatoʔ
hinliliit	hɪnlɪlɪʔit
hinlog	hɪnloɡ
hinog	hɪnoɡ
hintay	hɪntaɪ̯
hinto	hɪntoʔ
hintutubi	hɪntʊtʊbi
hintuturo	hɪntʊtuɾoʔ
hinuha	hɪnuhɐʔ
hipag	hipɐɡ
hipan	hipɐn
hipig	hɪpiɡ
hipik	hɪpik
hipno	hɪpno
hipno	hɪpnoʔ
hipnosis	hɪpnosɪs
hipokrito	hɪpokɾɪto
hipolito	hɪpolito
hira	hiɾɐ
hira	hɪɾa
hira	hɪɾaʔ
hiram	hɪɾam
hirang	hiɾɐŋ
hirang	hɪɾaŋ
hirap	hiɾɐp
hirap	hɪɾap
hirasol	hɪɾɐsol
hirat	hiɾɐt
hiraya	hɪɾajɐʔ
hiringgilya	hɪɾɪŋɡiljɐ
hirit	hiɾɪt
hiroko	hɪɾoxo
hispanismo	hɪspɐnismo
historya	hɪstoɾjɐ
historyador	hɪstoɾjɐdoɾ
hita	hitɐʔ
hita	hɪtaʔ
hitad	hitɐd
hitad	hɪtad
hithit	hɪthit
hithitin	hɪthɪtin
hitso	hɪt͡ʃo
hitsura	hɪt͡ʃuɾɐ
hiwa	hiwɐʔ
hiwa	hɪwaʔ
hiwaga	hɪwaɰɐʔ
hiwalay	hɪwalaɪ̯
hiwalay	hɪwɐlaɪ̯
hiwas	hɪwas
hiwatig	hɪwatɪɡ
hiwis	hɪwis
hiya	hɪa
hiya	hɪaʔ
hiyas	hɪas
hiyaw	hɪaʊ̯
hiyo	hɪo
hiyo	hɪoʔ
holdap	holdɐp
homiliya	homɪliɐ
hopya	hopjɐʔ
hortaleza	hoɾtɐlesɐ
hototay	hototaɪ̯
hoy	hoɪ̯
hubad	hʊbad
hubo	hʊboʔ
hudas	hudɐs
hudikatura	hʊdɪxɐtuɾɐ
hudyat	hʊd͡ʒat
hudyo	hʊd͡ʒo
hugas	huɰɐs
hugasan	hʊɰasɐn
hugasan	hʊɰɐsan
hugis	huɰɪs
hugot	huɰot
hugot	hʊɰot
hugpong	hʊɡpoŋ
huk	hʊk
hukay	huxaɪ̯
hukbalahap	hʊkbɐlahɐp
hukbo	hʊkbo
hukbo	hʊkboʔ
hukom	hʊxom
hukot	huxot
hukot	hʊxot
hukuman	huxumɐn
hukuman	hʊxʊman
hula	hulɐʔ
hulagpos	hʊlɐɡpos
hulapi	hʊlapɪʔ
huli	hulɪ
huli	hulɪʔ
huli	hʊli
huli	hʊliʔ
hulma	hʊlma
hulog	hʊloɡ
huma	hʊma
humadlang	hʊmɐdlaŋ
humagikgik	hʊmɐɰɪkɡik
humagulgol	hʊmɐɰʊlɡol
humagulhol	hʊmɐɰʊlhol
humalakhak	hʊmɐlɐkhak
humalik	hʊmɐlik
humalili	hʊmɐlilɪ
humaling	hʊmalɪŋ
humanda	hʊmɐndaʔ
humandusay	hʊmɐndusaɪ̯
humatsing	hʊmɐt͡ʃiŋ
humawak	hʊmawɐk
humiga	hʊmɪɰaʔ
humigit	hʊmɪɰit
humilab	hʊmilɐb
humimas	hʊmimɐs
humina	hʊminɐʔ
humingi	hʊmɪŋiʔ
huminto	hʊmɪntoʔ
humiram	hʊmɪɾam
humirap	hʊmiɾɐp
humpay	humpaɪ̯
humuthot	hʊmʊthot
hung	hʊŋ
hunghang	hʊŋhaŋ
hungkag	hʊŋkaɡ
huni	hunɪ
hunos	hʊnos
hunta	huntɐ
hunyango	hʊɲɐŋoʔ
hunyo	huɲo
hupa	hʊpaʔ
hupiter	hupɪteɾ
hurado	hʊɾado
huramentado	hʊɾɐmentado
hurisdiksiyon	hʊɾɪsdɪkʃon
hurisdiksyon	hʊɾɪsdɪkʃon
husay	husaɪ̯
husay	hʊsaɪ̯
husga	hʊsɡa
husgado	hʊsɡado
husgahan	hʊsɡɐhan
husi	husɪ
hustisya	hʊstiʃɐ
husto	hʊsto
huthot	hʊthot
huwad	hʊad
huwag	hʊaɡ
huwag	wɐɡ
huwas	hʊas
huwebes	hʊebes
huwepe	hʊepe
huwes	hʊes
huweteng	hʊeteŋ
huwisyo	hʊɪʃo
huy	hʊɪ
huyad	hujɐd
huyong	hʊjoŋ
iba	ʔibɐ
iba	ʔibɐʔ
iba	ʔɪba
ibabaw	ʔɪbabaʊ̯
ibag	ʔibɐɡ
ibagsak	ʔɪbɐɡsak
ibahaw	ʔɪbahaʊ̯
ibahin	ʔɪbɐhin
ibalik	ʔɪbɐlik
ibaloy	ʔɪbɐloɪ̯
ibarra	ʔɪbaɾɐ
ibasco	ʔɪbasko
ibay	ʔibaɪ̯
ibayo	ʔɪbajo
ibayo	ʔɪbɐjo
ibenta	ʔɪbentɐ
ibig	ʔibɪɡ
ibili	ʔɪbɪli
ibis	ʔibɪs
ibis	ʔɪbis
iboto	ʔɪboto
iboykot	ʔɪboɪ̯xot
ibutod	ʔɪbʊtod
ichiro	ʔɪt͡ʃiɾo
idalum	ʔɪdalʊm
idea	ʔɪdeja
idea	ʔɪdejɐ
ideal	ʔɪdejal
idealismo	ʔɪdejɐlismo
idealista	ʔɪdejɐlistɐ
identidad	ʔɪdentɪdad
identipika	ʔɪdentɪpɪxa
identipikasyon	ʔɪdentɪpɪxɐʃon
ideolohiya	ʔɪdeolohiɐ
idlip	ʔɪdlip
idolatriya	ʔɪdolɐtɾiɐ
idroheno	ʔɪdɾoheno
idyota	ʔɪd͡ʒotɐ
ifugao	ʔɪpʊɰaʊ̯
igapos	ʔɪɰapos
igat	ʔiɰɐt
igera	ʔɪɰeɾɐ
igi	ʔiɰɪ
igib	ʔɪɰib
igik	ʔɪɰik
igkas	ʔɪɡkas
igkasin	ʔɪɡkasɪn
iglap	ʔɪɡlap
iglesya	ʔɪɡleʃɐ
ignacio	ʔɪɡnaʃo
ignoransiya	ʔɪɡnoɾanʃɐ
ignorante	ʔɪɡnoɾante
igop	ʔiɰop
igorot	ʔɪɰoɾot
igsi	ʔɪɡsiʔ
igting	ʔɪɡtiŋ
iha	ʔihɐ
ihagis	ʔɪhaɰɪs
ihalintulad	ʔɪhɐlɪntulɐd
ihambing	ʔɪhɐmbiŋ
ihap	ʔihɐp
ihaw	ʔihaʊ̯
ihi	ʔihɪʔ
ihi	ʔɪhiʔ
ihip	ʔihɪp
iilan	ʔɪʔɪlan
ika	ʔixɐʔ
ika	ʔɪxaʔ
ikaanim	ʔɪxɐʔanɪm
ikaapat	ʔɪxɐʔapɐt
ikabilanggo	ʔɪxɐbɪlɐŋɡoʔ
ikabit	ʔɪxɐbit
ikadalawampu	ʔɪxɐdɐlɐwɐmpuʔ
ikagalit	ʔɪxɐɰalɪt
ikaisa	ʔɪxɐʔɪsa
ikalabimpito	ʔɪxɐlɐbimpɪto
ikalabindalawa	ʔɪxɐlɐbindɐlɐwa
ikalabingwalo	ʔɪxɐlɐbiŋwɐlo
ikalabinlima	ʔɪxɐlɐbinlɪma
ikalabinsiyam	ʔɪxɐlɐbinʃam
ikalabintatlo	ʔɪxɐlɐbintɐtlo
ikalat	ʔɪxalɐt
ikalawa	ʔɪxɐlɐwa
ikalima	ʔɪxɐlɪma
ikapito	ʔɪxɐpɪto
ikasampu	ʔɪxɐsɐmpuʔ
ikasiyam	ʔɪxɐʃam
ikatlo	ʔɪxɐtlo
ikaw	ʔɪxaʊ̯
ikawalo	ʔɪxɐwɐlo
ikid	ʔixɪd
ikit	ʔixɪt
ikit	ʔɪxit
ikli	ʔɪkliʔ
ikmo	ʔɪkmo
iknat	ʔɪknat
ikog	ʔixoɡ
iksi	ʔɪksiʔ
ikuha	ʔɪxuhɐ
ikuko	ʔɪxuko
ilag	ʔilɐɡ
ilag	ʔɪlaɡ
ilagan	ʔɪlaɰɐn
ilagay	ʔɪlɐɰaɪ̯
ilalim	ʔɪlalɪm
ilan	ʔɪlan
ilang	ʔɪlaŋ
ilao	ʔilaʊ̯
ilap	ʔɪlap
ilat	ʔilɐt
ilaw	ʔilaʊ̯
ilay	ʔilaɪ̯
ilegal	ʔɪleɰal
ilegalidad	ʔɪleɰɐlɪdad
ilehitimo	ʔɪlehilɪmo
iligan	ʔɪliɰɐn
iliko	ʔɪlɪxoʔ
iling	ʔɪliŋ
iliw	ʔilɪʊ̯
ilocos	ʔɪloxos
ilohikal	ʔɪlohɪxal
ilohiko	ʔɪlohɪxo
iloilo	ʔɪloʔilo
ilokana	ʔɪloxanɐ
ilokano	ʔɪloxano
iloko	ʔɪloxo
ilong	ʔɪloŋ
ilot	ʔɪlot
iluminasyon	ʔɪlʊmɪnɐʃon
ilustre	ʔɪlustɾe
ilusyon	ʔɪlʊʃon
imahe	ʔɪmahe
imahen	ʔɪmahen
imahinasyon	ʔɪmɐhɪnɐʃon
imbalido	ʔɪmbalɪdo
imbentaryo	ʔɪmbentaɾjo
imbento	ʔɪmbento
imbes	ʔɪmbes
imbestigasyon	ʔɪmbestɪɰɐʃon
imbita	ʔɪmbɪta
imbitado	ʔɪmbɪtado
imbudo	ʔɪmbudo
imburnal	ʔɪmbʊɾnal
imigrasyon	ʔɪmɪɡɾɐʃon
imoral	ʔɪmoɾal
imoralidad	ʔɪmoɾɐlɪdad
impakto	ʔɪmpakto
impapawid	ʔɪmpɐpɐwid
imparsiyal	ʔɪmpɐɾʃal
impatso	ʔɪmpat͡ʃo
impeksiyon	ʔɪmpekʃon
imperensiya	ʔɪmpeɾenʃa
imperial	ʔɪmpeɾjɐl
imperyalismo	ʔɪmpeɾjɐlismo
imperyalista	ʔɪmpeɾjɐlistɐ
imperyo	ʔɪmpeɾjo
impilya	ʔɪmpiljɐ
impinitibo	ʔɪmpɪnɪtibo
impis	ʔɪmpis
impiyerno	ʔɪmpjeɾno
implamasyon	ʔɪmplɐmɐʃon
implasyon	ʔɪmplɐʃon
impluwensiya	ʔɪmplwenʃɐ
impluwensiya	ʔɪmplʊensiɐ
impo	ʔɪmpo
impormal	ʔɪmpoɾmal
impormante	ʔɪmpoɾmante
impormasyon	ʔɪmpoɾmɐʃon
importansiya	ʔɪmpoɾtanʃa
importante	ʔɪmpoɾtante
imposibilidad	ʔɪmposɪbɪlɪdad
imposible	ʔɪmposible
impraestruktura	ʔɪmpɾɐʔestɾʊktuɾɐ
imprastraktura	ʔɪmpɾɐstɾɐktuɾɐ
imprastruktura	ʔɪmpɾɐstɾʊktuɾɐ
imus	ʔimʊs
ina	ʔɪna
ina	ʔɪnaʔ
inaaaban	ʔɪnaʔɐʔɐban
inaaban	ʔɪnɐʔɐban
inaama	ʔɪnaʔɐma
inaanak	ʔɪnaʔɐnak
inaantok	ʔɪnɐʔɐntok
inag	ʔinɐɡ
inagurasyon	ʔɪnɐɰʊɾɐʃon
inahin	ʔɪnɐhin
inain	ʔɪnɐʔin
inakay	ʔɪnaxaɪ̯
inakay	ʔɪnɐxaɪ̯
inam	ʔinɐm
inampalan	ʔɪnampɐlan
inampalan	ʔɪnɐmpalɐn
inana	ʔɪnanɐ
inanak	ʔɪnɐnak
inang	ʔɪnaŋ
inangit	ʔɪnɐŋit
inano	ʔɪnanoʔ
inano	ʔɪnɐno
inapo	ʔɪnɐpo
inat	ʔinɐt
inat	ʔɪnat
inay	ʔɪnaɪ̯
inda	ʔɪnda
inda	ʔɪndaʔ
indahin	ʔɪndɐhin
indak	ʔɪndak
inday	ʔɪndaɪ̯
indayog	ʔɪndajoɡ
indemnisasyon	ʔɪndemnɪsɐʃon
independensiya	ʔɪndependenʃa
independiyente	ʔɪndepend͡ʒente
indesente	ʔɪndesente
indibidwal	ʔɪndɪbɪdwal
indibidwalidad	ʔɪndɪbɪdwɐlɪdad
indibidwalismo	ʔɪndɪbɪdwɐlismo
indignasyon	ʔɪndɪɡnɐʃon
indikasyon	ʔɪndɪxɐʃon
indiya	ʔindɪɐ
indiyan	ʔind͡ʒan
indiyana	ʔɪnd͡ʒanɐ
indiyano	ʔɪnd͡ʒano
indiyo	ʔɪnd͡ʒo
indones	ʔɪndones
indonesa	ʔɪndonesɐ
indonesya	ʔɪndoneʃɐ
indotsina	ʔɪndot͡ʃinɐ
indulhensiya	ʔɪndʊlhenʃa
indulto	ʔɪndulto
industriya	ʔɪndustɾja
industriyal	ʔɪndʊstɾjal
industriyalisasyon	ʔɪndustɾɪɐlɪsɐʃon
industriyalismo	ʔɪndʊstɾɪɐlismo
industriyalista	ʔɪndʊstɾɪɐlistɐ
ineng	ʔɪneŋ
infante	ʔɪmpante
ingat	ʔiŋɐt
ingay	ʔiŋaɪ̯
inggit	ʔɪŋɡit
inggitera	ʔɪŋɡɪteɾɐ
inggitero	ʔɪŋɡɪteɾo
inggo	ʔɪŋɡo
inggo	ʔɪŋɡoʔ
ingil	ʔiŋɪl
ingit	ʔɪŋit
ingkilino	ʔɪŋkɪlino
ingklinasyon	ʔɪŋklɪnɐʃon
ingklitik	ʔɪŋklitɪk
ingklusibo	ʔɪŋklʊsibo
ingklusyon	ʔɪŋklʊʃon
ingkong	ʔɪŋkoŋ
ingkorporasyon	ʔɪŋkoɾpoɾɐʃon
inglatera	ʔɪŋɡlɐteɾɐ
ingles	ʔɪŋɡles
inglesa	ʔɪŋɡlesɐ
inglesera	ʔɪŋɡleseɾɐ
inglesero	ʔɪŋɡleseɾo
ingrato	ʔɪŋɡɾato
ingreso	ʔɪŋɡɾeso
inhenyero	ʔɪŋheɲeɾo
inhinyero	ʔɪŋhɪɲeɾo
iniba	ʔɪnibɐʔ
iniba	ʔɪnɪba
iniina	ʔɪniʔɪna
ining	ʔɪniŋ
inip	ʔɪnip
inis	ʔɪnis
inisyatiba	ʔɪnɪʃɐtibɐ
inisyatibo	ʔɪnɪʃɐtibo
init	ʔinɪt
initan	ʔinitɐn
initan	ʔɪnitɐn
initan	ʔɪnɪtan
initdagitban	ʔinɪtdɐɰɪtban
initkapnayan	ʔinɪtkɐpnajɐn
initsigan	ʔinɪt͡siɰɐn
initsupil	ʔinɪt͡supɪl
inla	ʔɪnla
inmigrasyon	ʔɪmmɪɡɾɐʃon
inmigrasyon	ʔɪmɪɡɾɐʃon
inmoral	ʔɪmmoɾal
inmoral	ʔɪmoɾal
inmoralidad	ʔɪmmoɾɐlɪdad
inmoralidad	ʔɪmoɾɐlɪdad
ino	ʔɪno
inodoro	ʔɪnodoɾo
inom	ʔɪnom
inosente	ʔɪnosente
insekto	ʔɪnsekto
insensaryo	ʔɪnsensaɾjo
insensitibo	ʔɪnsensɪtibo
insenso	ʔɪnsenso
insentibo	ʔɪnsentibo
insesto	ʔɪnsesto
insidente	ʔɪnsɪdente
inskripsiyon	ʔɪnskɾɪpʃon
inso	ʔɪnso
inspeksiyon	ʔɪnspekʃon
inspeksiyunin	ʔɪnspeksɪʊ̯nin
inspektor	ʔɪnspektoɾ
inspirado	ʔɪnspɪɾado
inspirasyon	ʔɪnspɪɾɐʃon
instalasyon	ʔɪnstɐlɐʃon
instansiya	ʔɪnstanʃa
instigador	ʔɪnstɪɰɐdoɾ
institusyon	ʔɪnstɪtʊʃon
instituto	ʔɪnstɪtuto
instruksiyon	ʔɪnstɾʊkʃon
instruktor	ʔɪnstɾʊktoɾ
instrumento	ʔɪnstɾʊmento
insubordinasyon	ʔɪnsʊboɾdɪnɐʃon
insulares	ʔɪnsʊlaɾes
insulto	ʔɪnsulto
insupisyente	ʔɪnsʊpɪʃente
insureksiyon	ʔɪnsʊɾekʃon
insurekto	ʔɪnsʊɾekto
insurhensiya	ʔɪnsʊɾhenʃa
integral	ʔɪnteɡɾal
integrasyon	ʔɪnteɡɾɐʃon
integridad	ʔɪnteɡɾɪdad
intelihensiya	ʔɪntelɪhenʃa
intelihente	ʔɪntelɪhente
intensibo	ʔɪntensibo
intensiyon	ʔɪntenʃon
intensiyonal	ʔɪntensɪonal
interbensiyon	ʔɪnteɾbenʃon
interbiyu	ʔinteɾbju
interes	ʔɪnteɾes
interesado	ʔɪnteɾesado
intermisyon	ʔɪnteɾmɪʃon
interogasyon	ʔɪnteɾoɰɐʃon
interpretasyon	ʔɪnteɾpɾetɐʃon
interprete	ʔɪnteɾpɾete
interseksiyon	ʔɪnteɾsekʃon
interyor	ʔɪnteɾjoɾ
intimidasyon	ʔɪntɪmɪdɐʃon
intindi	ʔɪntɪndi
intindihin	ʔɪntɪndɪhin
intoksikasyon	ʔɪntoksɪxɐʃon
intriga	ʔɪntɾiɰɐ
introduksiyon	ʔɪntɾodʊkʃon
intrusyon	ʔɪntɾʊʃon
intsik	ʔɪnt͡ʃik
intuwisyon	ʔɪntʊɪʃon
inugsukat	ʔɪnʊɡsuxɐt
inuman	ʔinumɐn
inuman	ʔɪnʊman
inumin	ʔinumɪn
inumin	ʔɪnʊmin
inunan	ʔɪnunɐn
inundasyon	ʔɪnʊndɐʃon
inupas	ʔɪnupɐs
inutil	ʔɪnutɪl
inyo	ʔɪɲo
ip	ʔɪp
ipa	ʔɪpa
ipaayos	ʔɪpɐʔajos
ipabasa	ʔɪpɐbasɐ
ipabasa	ʔɪpɐbɐsaʔ
ipadala	ʔɪpɐdɐla
ipagawa	ʔɪpɐɰɐwaʔ
ipagbilin	ʔɪpɐɡbilɪn
ipagmalaki	ʔɪpɐɡmɐlɐxi
ipagsanggalang	ʔɪpɐɡsɐŋɡɐlaŋ
ipaintindi	ʔɪpɐʔɪntɪndi
ipakausap	ʔɪpɐxɐʔusɐp
ipakita	ʔɪpɐxitɐ
ipakita	ʔɪpɐxitɐʔ
ipakuha	ʔɪpɐxuhɐ
ipakuha	ʔɪpɐxuhɐʔ
ipalinis	ʔɪpɐlinɪs
ipamigay	ʔɪpɐmɪɰaɪ̯
ipangako	ʔɪpɐŋaxoʔ
ipantakip	ʔɪpɐntɐxip
iparusa	ʔɪpɐɾusɐ
ipasagot	ʔɪpɐsɐɰot
ipasok	ʔɪpasok
ipatanggal	ʔɪpɐtɐŋɡal
ipatapon	ʔɪpɐtapon
ipatong	ʔɪpatoŋ
ipil	ʔipɪl
ipis	ʔipɪs
ipit	ʔipɪt
ipodromo	ʔɪpodɾomo
ipokrisiya	ʔɪpokɾɪsiɐ
ipokrita	ʔɪpokɾɪta
ipon	ʔɪpon
iprint	ʔɪpɾint
ipuipo	ʔɪpʊʔipo
ipunin	ʔɪpunɪn
irak	ʔɪɾak
iran	ʔɪɾan
irebisa	ʔɪɾebɪsa
iregular	ʔɪɾeɰʊlaɾ
iregularidad	ʔɪɾeɰʊlɐɾɪdad
irekomenda	ʔɪɾexomenda
iriga	ʔɪɾɪɰa
iritable	ʔɪɾɪtable
iritasyon	ʔɪɾɪtɐʃon
irlanda	ʔɪɾlandɐ
irlandes	ʔɪɾlɐndes
irlandesa	ʔɪɾlɐndesɐ
isa	ʔɪsa
isabela	ʔɪsɐbelɐ
isagani	ʔɪsɐɰanɪ
isakay	ʔɪsaxaɪ̯
isakay	ʔɪsɐxaɪ̯
isalba	ʔɪsɐlba
isama	ʔɪsamɐ
isama	ʔɪsɐma
isama	ʔɪsɐmaʔ
isanggalang	ʔɪsɐŋɡɐlaŋ
isangkot	ʔɪsɐŋkot
isangla	ʔɪsɐnlaʔ
isangla	ʔɪsɐŋlaʔ
isantabi	ʔɪsɐntɐbi
isara	ʔɪsɐɾa
isauli	ʔɪsolɪʔ
isauli	ʔɪsɐʔulɪʔ
isaulo	ʔɪsɐʔulo
isaw	ʔisaʊ̯
isda	ʔɪsdaʔ
isdantuko	ʔɪsdantʊxoʔ
iset	ʔɪset
ishay	ʔishaɪ̯
ishinare	ʔɪshɪneɾ
isidro	ʔɪsidɾo
isig	ʔisɪɡ
isigan	ʔisiɰɐn
isigan	ʔɪsiɰɐn
isil	ʔisɪl
isip	ʔisɪp
isipin	ʔɪsipɪn
isipin	ʔɪsɪpin
isisi	ʔɪsisɪ
iskandalo	ʔɪskandɐlo
iskaparate	ʔɪskɐpɐɾate
iskedyul	ʔɪsked͡ʒʊl
iskolar	ʔɪskolɐɾ
iskor	ʔɪskoɾ
iskrip	ʔɪskɾip
iskul	ʔɪskul
iskultor	ʔɪskʊltoɾ
iskultura	ʔɪskʊltuɾɐ
iskuwater	ʔɪskwɐteɾ
iskwater	ʔɪskwɐteɾ
isla	ʔislɐ
islam	ʔislɐm
islam	ʔɪslam
islandiya	ʔɪsland͡ʒa
islang	ʔɪslaŋ
islobenya	ʔɪslobeɲɐ
islogan	ʔɪsloɰɐn
ismagler	ʔɪsmaɡleɾ
ismid	ʔɪsmid
isnab	ʔɪsnab
isnabera	ʔɪsnɐbeɾɐ
isnabero	ʔɪsnɐbeɾo
isnabin	ʔɪsnɐbin
iso	ʔɪso
iso	ʔɪsoʔ
isoli	ʔɪsolɪʔ
ispageti	ʔɪspɐɰetɪ
ispanismo	ʔɪspɐnismo
isputing	ʔɪsputɪŋ
israel	ʔɪsɾɐʔel
israelita	ʔɪsɾɐʔelitɐ
istambay	ʔɪstambaɪ̯
istante	ʔɪstante
istapador	ʔɪstɐpɐdoɾ
istatuwa	ʔɪstatwa
istatwa	ʔɪstatwɐ
istorbo	ʔɪstoɾbo
istorya	ʔɪstoɾjɐ
istoryador	ʔɪstoɾjɐdoɾ
istratehiya	ʔɪstɾɐtehiɐ
istres	ʔɪstɾes
istrikto	ʔɪstɾikto
isuksok	ʔɪsʊksok
isulat	ʔɪsulɐt
isumbong	ʔɪsumboŋ
isuot	ʔɪsʊʔot
iswad	ʔɪswad
isyu	ʔiʃʊ
ita	ʔitɐ
itaas	ʔɪtɐʔas
itaboy	ʔɪtɐboɪ̯
itago	ʔɪtaɰoʔ
itak	ʔɪtak
itali	ʔɪtalɪʔ
italya	ʔɪtaljɐ
italyana	ʔɪtɐljanɐ
italyano	ʔɪtɐljano
itanim	ʔɪtɐnim
itapon	ʔɪtapon
itapon	ʔɪtɐpon
itawit	ʔɪtawɪt
itay	ʔɪtaɪ̯
itey	ʔɪteɪ̯
iti	ʔitɪ
itik	ʔitɪk
itim	ʔɪtim
itineraryo	ʔɪtɪneɾaɾjo
iting	ʔitɪŋ
itlog	ʔɪtloɡ
itmo	ʔɪtmo
ito	ʔɪto
itsa	ʔɪt͡ʃa
itsura	ʔɪt͡ʃuɾɐ
itulog	ʔɪtuloɡ
iuwi	ʔɪʔʊiʔ
iwak	ʔiwɐk
iwal	ʔiwɐl
iwan	ʔiwɐn
iwanan	ʔɪwanɐn
iwang	ʔiwɐŋ
iwas	ʔiwɐs
iwi	ʔiwɪ
iwi	ʔɪwi
iyag	ʔɪaɡ
iyak	ʔɪak
iyakin	ʔiaxɪn
iyan	jɐn
iyan	ʔɪan
iyo	ʔɪo
iyon	ʔɪon
jacinto	hɐsinto
jalandoni	d͡ʒɐlɐndonɪ
jamisola	d͡ʒɐmɪsolɐ
jara	d͡ʒaɾɐ
jaramillo	hɐɾɐmiljo
jimenez	hɪmenes
juarez	hwɐɾes
jumarang	d͡ʒʊmaɾɐŋ
jumbag	d͡ʒumbɐɡ
