'ch	χ
flog	vlɔɡ
flwydd	vluːɨ̯ð
flwyddi	vlʊɨ̯ði
flwyddyn	vlʊɨ̯ðɨ̞n
flynedd	vlənað
flynedd	vlənɛð
flynyddoedd	vlənəðɔɨ̯ð
fo	voː
fochyn	vɔχɨ̞n
focsio	vɔkʃɔ
fod	voːd
fodd	voːð
fodd bynnag	voːðbənaɡ
foes	voːɨ̯s
fol	vɔl
ford	vɔrd
fordydd	vɔrdɨ̞ð
fore	vɔra
fore	vɔrɛ
fory	vɔrɨ
frain	vrai̯n
frawd	vrau̯d
frechdan	vrɛχdan
frecwast	vrɛkwast
frenin	vrɛnɪn
fri	vriː
frith	vriːθ
froch	vroːχ
fron	vrɔn
frys	vrɨːs
frân	vraːn
fu	vɨː
fuan	vɨ̞an
fur	vɨːr
fuwch	vɨu̯χ
fwg	vuːɡ
fwlfa	vʊlva
fwlgaria	vʊlɡarja
fwltur	vʊltɨ̞r
fwthyn	vʊθɨ̞n
fwy	vuːɨ̯
fwyaf	vʊɨ̯a
fwyaf	vʊɨ̯av
fwyd	vuːɨ̯d
fychan	fəχan
fydd	vɨːð
fyfyriwr	vəvərjʊr
fynd	vɨ̞nd
fyned	vənɛd
fynydd	vənɨ̞ð
fynyddoedd	vənəðɔɨ̯ð
fyr	vɨ̞r
fyrdd	vɨ̞rð
fys	vɨːs
fywyd	vəu̯ɨ̞d
fàs	vas
fôn	voːn
fôr	voːr
fûm	vɨːm
fẁg	vʊɡ
gacen	ɡakan
gacen	ɡakɛn
gach	ɡaːχ
gacha	ɡaχa
gachai	ɡaχai̯
gachai	ɡaχɛ
gachais	ɡaχai̯s
gachais	ɡaχɛs
gachen	ɡaχɛn
gaches	ɡaχɛs
gad	ɡaːd
gadael	ɡadal
gadael	ɡadaɨ̯l
gadael	ɡadɛl
gadair	ɡadar
gadawed	ɡadau̯ɛd
gadd	ɡaːð
gae	ɡaːɨ̯
gaeaf	ɡeɨ̯a
gaeaf	ɡeɨ̯av
gaeafgysgu	ɡeɨ̯avɡəsɡɨ
gaed	ɡaːɨ̯d
gael	ɡaːl
gael	ɡaːɨ̯l
gaen	ɡai̯n
gaen	ɡaːɨ̯n
gaeredin	ɡaɨ̯rɛdɨ̞n
gaf	ɡaːv
gafael	ɡaval
gafael	ɡavaɨ̯l
gafael	ɡavɛl
gafas	ɡavas
gaffai	ɡafai̯
gaffed	ɡafɛd
gaffel	ɡafɛl
gaffent	ɡafɛnt
gaffer	ɡafɛr
gaffi	ɡafi
gafr	ɡavr
gafrewig	ɡavrɛwɪɡ
gain	ɡai̯n
gaint	ɡai̯nt
gair	ɡai̯r
gais	ɡai̯s
gait	ɡai̯t
galan	ɡalan
galanas	ɡalanas
galar	ɡalar
galar	ɡaːlar
galed	ɡalad
galed	ɡalɛd
galenigion	ɡalɛnɪɡjɔn
galennig	ɡalɛnɪɡ
galeted	ɡalɛtɛd
gall	ɡaɬ
galla	ɡaɬa
gallai	ɡaɬai̯
gallai	ɡaɬɛ
gallan	ɡaɬan
gallant	ɡaɬant
galled	ɡaɬɛd
gallen	ɡaɬɛn
galler	ɡaɬɛr
galli	ɡaɬɪ
gallo	ɡaɬɔ
gallu	ɡaɬɨ
galluog	ɡaɬɨɔɡ
galluogi	ɡaɬɨɔɡi
galon	ɡalɔn
galw	ɡalu
galwad	ɡalwad
galwes	ɡalwɛs
galwyn	ɡalʊɨ̯n
gampfa	ɡampva
gan	ɡan
gan	ɡɪn
gana	ɡana
ganai	ɡanai̯
ganddo	ɡanðɔ
ganen	ɡanɛn
ganer	ɡanɛr
ganes	ɡanɛs
gani	ɡanɪ
ganit	ɡanɪt
ganlyniad	ɡanlənjad
gano	ɡanɔ
gansai	ɡansai̯
ganu	ɡanɨ̞
ganwr	ɡanʊr
gapel	ɡapɛl
gar	ɡar
gara	ɡara
garafán	ɡaravan
garai	ɡarai̯
garai	ɡarɛ
garais	ɡarai̯s
garais	ɡarɛs
garais	ɡarɛʃ
garais	ɡarɪʃ
garan	ɡaran
garanod	ɡaranɔd
garant	ɡarant
garchar	ɡarχar
gardd	ɡarð
gardd	ɡaːrð
garddwr	ɡarðʊr
garej	ɡarɛdʒ
garejys	ɡarɛd͡ʒɨ̞s
garem	ɡarɛm
garen	ɡarɛn
garent	ɡarɛnt
gares	ɡarɛs
garest	ɡarɛst
garet	ɡarɛt
gari	ɡarɪ
gariad	ɡarjad
garit	ɡarɪt
garnau	ɡarna
garnau	ɡarnaɨ̯
garnau	ɡarnɛ
garo	ɡarɔ
gartre	ɡartra
gartre	ɡartrɛ
gartref	ɡartra
gartref	ɡartrɛ
gartref	ɡartrɛv
garu	ɡarɨ̞
garw	ɡaru
garwr	ɡarʊr
gas	ɡaːs
gastell	ɡasdaɬ
gastell	ɡasdɛɬ
gath	ɡaːθ
gathod	ɡaθɔd
gato	ɡatɔ
gawl	ɡau̯l
gawn	ɡau̯n
gawod	ɡau̯ɔd
gaws	ɡau̯s
gedy	ɡɛdɨ
gefeilles	ɡɛvei̯ɬɛs
gefell	ɡɛvɛɬ
geffyl	ɡɛfɨ̞l
gefn	ɡɛvn
gefnau	ɡɛvna
gefnau	ɡɛvnaɨ̯
gefnau	ɡɛvnɛ
gegin	ɡɛɡɪn
gei	ɡei̯
geifr	ɡei̯vr
geilw	ɡei̯lu
geir	ɡei̯r
geiriadur	ɡei̯rjadɨ̞r
geiriadurwr	ɡei̯rjadɨ̞rʊr
geiriadurwyr	ɡei̯rjadɨ̞rwɨ̞r
geiriau	ɡei̯rja
geiriau	ɡei̯rjaɨ̯
geiriau	ɡei̯rjɛ
geiriog	ɡei̯rjɔɡ
geiriogrwydd	ɡei̯rjɔɡrʊɨ̯ð
geisio	ɡei̯ʃɔ
gelai	ɡɛlai̯
gelen	ɡɛlɛn
gelet	ɡɛlɛt
gell	ɡɛɬ
gelli	ɡɛɬɪ
gellid	ɡɛɬɪd
gellir	ɡɛɬɪr
gellyg	ɡɛɬɨ̞ɡ
gellygen	ɡɛɬəɡɛn
gelyn	ɡɛlɨ̞n
gemau	ɡɛma
gemau	ɡɛmaɨ̯
gemau	ɡɛmɛ
gemwaith	ɡɛmwai̯θ
genedigaeth	ɡɛnɛdɪɡaɨ̯θ
genedigaeth	ɡɛnɛdɪɡɛθ
genedigaethau	ɡɛnɛdɪɡeɨ̯θa
genedigaethau	ɡɛnɛdɪɡeɨ̯θaɨ̯
genedigaethau	ɡɛnɛdɪɡeɨ̯θɛ
genedlaethol	ɡɛnɛdleɨ̯θɔl
genhinen	ɡɛnhɪnan
genhinen	ɡɛnhɪnɛn
geni	ɡɛnɪ
genidol	ɡɛnɪdɔl
gennod	ɡɛnɔd
genwair	ɡɛnwai̯r
genwair	ɡɛnwar
genweiriau	ɡɛnwei̯rja
genweiriau	ɡɛnwei̯rjaɨ̯
genweiriau	ɡɛnwei̯rjɛ
ger	ɡɛr
gerais	ɡɛrai̯s
gerdded	ɡɛrðɛd
gerddoriaeth	ɡɛrðɔrjaɨ̯θ
gerddoriaeth	ɡɛrðɔrjɛθ
geri	ɡɛrɪ
gerir	ɡɛrɪr
gerllaw	ɡɛrɬau̯
ges	ɡeːs
gest	ɡɛst
gestyll	ɡɛsdɨ̞ɬ
gesyd	ɡɛsɨ̞d
gimbill	ɡɪmbɪɬ
gini	ɡɪnɪ
ginio	ɡɪnjɔ
glan	ɡlan
glanach	ɡlanaχ
glanaf	ɡlana
glanaf	ɡlanav
glaned	ɡlanɛd
glanhau	ɡlanhaɨ̯
glas	ɡlaːs
glas bach y wal	ɡlaːsbaːχəwal
glasach	ɡlasaχ
glased	ɡlasɛd
glasgoch	ɡlasɡɔχ
glaswellt	ɡlaswɛɬd
glaw	ɡlaːu̯
glawio	ɡlau̯jɔ
glefyd	ɡlɛvɨ̞d
gleision	ɡlei̯ʃɔn
glew	ɡlɛu̯
glin	ɡliːn
glo	ɡloː
gloan	ɡlɔan
gloch	ɡloːχ
gloi	ɡlɔi̯
glosen	ɡlɔsɛn
gloset	ɡlɔsɛt
gloyw	ɡlɔɨ̯u
glust	ɡlɨːst
glustdlws	ɡlɨ̞sdlʊs
glwb	ɡlʊb
glwth	ɡluːθ
glybiau	ɡləbja
glybiau	ɡləbjaɨ̯
glybiau	ɡləbjɛ
glyn	ɡlɨ̞n
glynol	ɡlənɔl
glynu	ɡlənɨ̞
glythineb	ɡləθɪnɛb
glyw	ɡlɨu̯
glyw	ɡlɪu̯
glywed	ɡləu̯ad
glywed	ɡləu̯ɛd
glân	ɡlaːn
glöyn	ɡlɔɨ̞n
glŷn	ɡlɨːn
gna	ɡnaː
gnau	ɡnaɨ̯
gnau cyll	ɡnaɨ̯kɨ̞ɬ
gnau ffrengig	ɡnaɨ̯frɛŋɪɡ
gnawn	ɡnau̯n
gnei	ɡnei̯
gneuen	ɡneɨ̯an
gneuen	ɡneɨ̯ɛn
gneuen ffrengig	ɡneɨ̯anfrɛŋɪɡ
gneuen ffrengig	ɡneɨ̯ɛnfrɛŋɪɡ
gneuen gyll	ɡneɨ̯anɡɨ̞ɬ
gneuen gyll	ɡneɨ̯ɛnɡɨ̞ɬ
gnwd	ɡnuːd
go	ɡoː
go iawn	ɡɔjau̯n
go lew	ɡɔleːu̯
gobaith	ɡɔbaiθ
gobaith	ɡɔbɛθ
gobeithio	ɡɔbei̯θjɔ
gobeithiol	ɡɔbei̯θjɔl
goch	ɡoːχ
gochlas	ɡɔχlas
goddef	ɡɔðɛ
goddef	ɡɔðɛv
goddrych	ɡɔðrɨ̞χ
goddrychol	ɡɔðrəχɔl
godi	ɡɔdɪ
goed	ɡoːɨ̯d
goeg	ɡoːɨ̯ɡ
goes	ɡoːɨ̯s
gof	ɡoːv
gofalus	ɡɔvalɨ̞s
gofid	ɡɔvɪd
gofio	ɡɔvjɔ
gofod	ɡɔvɔd
gofodoldeb	ɡɔvɔdɔldɛb
gofyn	ɡɔvɨ̞n
gofynnod	ɡɔvənɔd
gog	ɡoːɡ
gog	ɡɔɡ
goginio	ɡɔɡɪnjɔ
gogledd	ɡɔɡlað
gogledd	ɡɔɡlɛð
gogleddol	ɡɔɡlɛðɔl
gogs	ɡɔɡs
gohirio	ɡɔhɪrjɔ
golau	ɡɔla
golau	ɡɔlaɨ̯
golau	ɡɔlɛ
golchi	ɡɔlχɪ
goleuad	ɡɔleɨ̯ad
goleuadau	ɡɔleɨ̯ada
goleuadau	ɡɔleɨ̯adaɨ̯
goleuadau	ɡɔleɨ̯adɛ
goleudai	ɡɔleɨ̯dai̯
goleudy	ɡɔleɨ̯dɨ
goleuedig	ɡɔleɨ̯ɛdɪɡ
goleuni	ɡɔleɨ̯nɨ
goleuo	ɡɔleɨ̯ɔ
golli	ɡɔɬi
golosg	ɡɔlɔsɡ
goludog	ɡɔlɨ̞dɔɡ
golwg	ɡɔlʊɡ
golwr	ɡɔlʊr
golygfa	ɡɔləɡva
golygfeydd	ɡɔləɡveɨ̯ð
golygu	ɡɔləɡɨ̞
gor	ɡɔr
gorasgellu	ɡɔrasɡɛɬɨ
gorau	ɡɔra
gorau	ɡɔraɨ̯
gorau	ɡɔrɛ
gorchaw	ɡɔrχau̯
gorchmynnol	ɡɔrχmənɔl
gorchudd	ɡɔrχɨ̞ð
gorchudd	ɡɔrχɪð
gorchuddio	ɡɔrχɨ̞ðjɔ
gorchymyn	ɡɔrχəmɨ̞n
gordd	ɡɔrð
gordderch	ɡɔrðɛrχ
gordderchadon	ɡɔrðɛrχadɔn
gorff	ɡɔrf
gorffen	ɡɔrfan
gorffen	ɡɔrfɛn
gorffennaf	ɡɔrfɛnav
gorffennol	ɡɔrfɛnɔl
gorfod	ɡɔrvɔd
gorfod	ɡɔrɔ
gorfod	ɡɔrɔd
gorfodog	ɡɔrvɔdɔɡ
gorfodtref	ɡɔrvɔtrɛv
goriad	ɡɔrjad
gorlifaf	ɡɔrlɪvav
gorlifo	ɡɔrlɪvɔ
gorllewin	ɡɔrɬɛu̯ɪn
gormod	ɡɔrmɔd
gornest	ɡɔrnɛsd
gornestau	ɡɔrnɛsdaɨ̯
gornestau	ɡɔrnɛsdɛ
gornestu	ɡɔrnɛsdɨ̯
gornestwr	ɡɔrnɛsdʊr
gornestwyr	ɡɔrnɛsdwɨ̞r
gorsaf	ɡɔrsav
gorwel	ɡɔrwɛl
gosteg	ɡɔsdɛɡ
gostwng	ɡɔsdʊŋ
gostyngaidd	ɡɔsdəŋai̯ð
gosyn	ɡɔsɨ̞n
got	ɡɔt
gradd	ɡraːð
graff	ɡraf
graff	ɡraːf
grawnwin	ɡrau̯nwɪn
greda	ɡrɛda
gredo	ɡrɛdɔ
gref	ɡreːv
grefi	ɡrɛvi
greto	ɡrɛtɔ
gril	ɡrɪl
griliau	ɡrɪlja
griliau	ɡrɪljaɨ̯
griliau	ɡrɪljɛ
grilio	ɡrɪljɔ
grist	ɡriːst
groeg	ɡroːɨ̯ɡ
groes	ɡroːɨ̯s
gronell	ɡrɔnɛɬ
gronellau	ɡrɔnɛɬa
gronellau	ɡrɔnɛɬaɨ̯
gronellau	ɡrɔnɛɬɛ
grug	ɡrɨːɡ
gruga	ɡrɨ̞ɡa
grwpiau	ɡrʊpja
grwpiau	ɡrʊpjaɨ̯
grwpiau	ɡrʊpjɛ
grwth	ɡruːθ
gryf	ɡrɨːv
grym	ɡrɨ̞m
grymus	ɡrəmɨ̞s
grêt	ɡreːt
grôt	ɡroːt
grŵp	ɡruːp
gu	ɡɨː
gusan	ɡɨ̞san
gusanau	ɡɨ̞sana
gusanau	ɡɨ̞sanaɨ̯
gusanau	ɡɨ̞sanɛ
gusanu	ɡɨ̞sanɨ̞
gut	ɡɨ̞t
gwadd	ɡwaːð
gwaed	ɡwaːi̯d
gwaedu	ɡweɨ̯dɨ
gwael	ɡwaːɨ̯l
gwaelod	ɡweɨ̯lɔd
gwaeth	ɡwaːɨ̯θ
gwaethaf	ɡweɨ̯θa
gwaethaf	ɡweɨ̯θav
gwag	ɡwaːɡ
gwagedd	ɡwaɡɛð
gwahaniaeth	ɡwahanjaɨ̯θ
gwahaniaeth	ɡwahanjaθ
gwahaniaeth	ɡwahanjɛθ
gwahaniaeth	ɡwanjaθ
gwahaniaeth	ɡwanjɛθ
gwahaniaethiad	ɡwahanjeɨ̯θjad
gwahaniaethu	ɡwahanjeɨ̯θɨ
gwahaniaethu	ɡwanjeɨ̯θɨ
gwahanol	ɡwahanɔl
gwahanu	ɡwahanɨ
gwahardd	ɡwaharð
gwahodd	ɡwahoːð
gwahodd	ɡwahɔð
gwahân	ɡwahaːn
gwain	ɡwai̯n
gwair	ɡwai̯r
gwaith	ɡwai̯θ
gwal	ɡwal
gwalch	ɡwalχ
gwalch glas	ɡwalχɡlaːs
gwalch marth	ɡwalχmarθ
gwalch y nos	ɡwalχənoːs
gwalch y penwaig	ɡwalχəpɛnwai̯ɡ
gwalch y pysgod	ɡwalχəpəsɡɔd
gwall	ɡwaɬ
gwallt	ɡwaːɬd
gwallus	ɡwaɬɨ̞s
gwan	ɡwan
gwanwyn	ɡwanwɨ̞n
gwanwynau	ɡwanwəna
gwanwynau	ɡwanwənaɨ̯
gwanwynau	ɡwanwənɛ
gwar	ɡwar
gwarchod	ɡwarχɔd
gwared	ɡwarɛd
gwaredu	ɡwarɛdɨ
gwario	ɡwarjɔ
gwarthal	ɡwarθal
gwarthegydd	ɡwarθɛɡɨ̞ð
gwarthegyddion	ɡwarθɛɡəðjɔn
gwas	ɡwaːs
gwasanaeth	ɡwasanaɨ̯θ
gwasanaeth	ɡwasanaθ
gwasanaeth	ɡwasanɛθ
gwasanaethau	ɡwasaneɨ̯θa
gwasanaethau	ɡwasaneɨ̯θaɨ̯
gwasanaethau	ɡwasaneɨ̯θɛ
gwasgaru	ɡwasɡarɨ
gwastraff	ɡwasdraf
gwau	ɡwaɨ̯
gwawl	ɡwau̯l
gwawn	ɡwau̯n
gwawr	ɡwau̯r
gwayw	ɡweɨ̯u
gwaywffon	ɡweɨ̯wfɔn
gwaywffyn	ɡweɨ̯wfɨ̞n
gwch	ɡʊχ
gwchi	ɡʊχi
gwddf	ɡʊðu
gwddf	ɡʊðv
gwddf	ɡʊðʊv
gwddw	ɡʊðu
gwddwg	ɡʊðʊɡ
gwdihŵ	ɡʊdɪhuː
gwe	ɡweː
gweddi	ɡwɛðɪ
gweddi'r arglwydd	ɡwɛðɪrarɡluɨ̯ð
gweddol	ɡwɛðɔl
gweddw	ɡwɛðu
gweddwon	ɡwɛðwɔn
gweddïau	ɡwɛðiːa
gweddïau	ɡwɛðiːaɨ̯
gweddïau	ɡwɛðiːɛ
gweddïo	ɡwɛðɪɔ
gweddïon	ɡwɛðɪɔn
gweddïwr	ɡwɛðɪʊr
gweedig	ɡwɛɛdiɡ
gwefan	ɡwɛvan
gweinidog	ɡwei̯nɨ̞dɔɡ
gweinydd	ɡwei̯nɨ̞ð
gweinyddes	ɡwei̯nəðɛs
gweinyddesau	ɡwei̯nəðɛsa
gweinyddesau	ɡwei̯nəðɛsaɨ̯
gweinyddesau	ɡwei̯nəðɛsɛ
gweinyddiad	ɡwei̯nəðjad
gweinyddiadau	ɡwei̯nəðjada
gweinyddiadau	ɡwei̯nəðjadaɨ̯
gweinyddiadau	ɡwei̯nəðjadɛ
gweinyddiaeth	ɡwei̯nəðjaɨ̯θ
gweinyddiaeth	ɡwei̯nəðjɛθ
gweinyddiaethau	ɡwei̯nəðjeɨ̯θa
gweinyddiaethau	ɡwei̯nəðjeɨ̯θaɨ̯
gweinyddiaethau	ɡwei̯nəðjeɨ̯θɛ
gweinyddion	ɡwei̯nəðjɔn
gweinyddol	ɡwei̯nəðɔl
gweinyddu	ɡwei̯nəðɨ
gweinyddwr	ɡwei̯nəðʊr
gweinyddwyr	ɡwei̯nəðwɨ̞r
gweiriau	ɡwei̯rja
gweiriau	ɡwei̯rjaɨ̯
gweiriau	ɡwei̯rjɛ
gweision	ɡwei̯ʃɔn
gweithdy	ɡwəi̯θdɨ
gweithgaredd	ɡwei̯θɡarɛð
gweithio	ɡwei̯θjɔ
gweithiwr	ɡwei̯θjʊr
gweithlu	ɡwei̯θlɨ
gweithluoedd	ɡwei̯θlɨːɔɨ̯ð
gweithredu	ɡwei̯θrɛdɨ
gweithwyr	ɡwei̯θwɨ̞r
gwelais	ɡwɛlai̯s
gwelais	ɡwɛlɛs
gwelais	ɡwɛlɛʃ
gwelais	ɡwɛlɪʃ
gweld	ɡwɛld
gweled	ɡwɛlɛd
gwelen	ɡwɛlɛn
gweler	ɡwɛlɛr
gweles	ɡwɛlɛs
gwelet	ɡwɛlɛt
gwell	ɡwɛɬ
gwella	ɡwɛɬa
gwellt	ɡweːɬd
gwellta	ɡwɛɬda
gwelsen	ɡwɛlsɛn
gwelwch	ɡwɛlʊχ
gwelwn	ɡwɛlʊn
gwely	ɡwɛlɨ
gwen	ɡwɛn
gwenhwyfar	ɡwɛnhʊɨ̯var
gwenith	ɡwɛnɪθ
gwenithfaen	ɡwɛnɪθvaɨ̯n
gwenllian	ɡwɛnɬiːan
gwennol	ɡwɛnɔl
gwenoliaid	ɡwɛnɔljai̯d
gwenoliaid	ɡwɛnɔljɛd
gwenu	ɡwɛnɨ̞
gwenwyn	ɡwɛnwɨ̞n
gwenyn	ɡwɛnɨ̞n
gwenyn gwyllt	ɡwɛnɨ̞ŋɡwɨːɬd
gwenyn meirch	ɡwɛnɨ̞mmei̯rχ
gwenyn mêl	ɡwɛnɨ̞mmeːl
gwenynen	ɡwenənan
gwenynen	ɡwenənɛn
gwenynen feirch	ɡwɛnənanvei̯rχ
gwenynen feirch	ɡwɛnənɛnvei̯rχ
gwenynen fêl	ɡwenənanveːl
gwenynen fêl	ɡwenənɛnveːl
gwenynen wyllt	ɡwenənaŋwɨːɬd
gwenynen wyllt	ɡwenənɛŋwɨːɬd
gweplyfr	ɡwɛplɨ̞vr
gwerdd	ɡwɛrð
gwerddon	ɡwɛrðɔn
gwerddonau	ɡwɛrðɔna
gwerddonau	ɡwɛrðɔnaɨ̯
gwerddonau	ɡwɛrðɔnɛ
gweriniaeth	ɡwɛrɪnjaɨ̯θ
gweriniaeth	ɡwɛrɪnjɛθ
gweriniaethau	ɡwɛrɪnjeɨ̯θa
gweriniaethau	ɡwɛrɪnjeɨ̯θaɨ̯
gweriniaethau	ɡwɛrɪnjeɨ̯θɛ
gwerinwr	ɡwɛrɪnʊr
gwerinwyr	ɡwɛrɪnwɨ̞r
gwern	ɡwɛrn
gwernen	ɡwɛrnɛn
gwernog	ɡwɛrnɔɡ
gwers	ɡwɛrs
gwerth	ɡwɛrθ
gwerthiant	ɡwɛrθjant
gwerthu	ɡwɛrθɨ
gwerthwr	ɡwɛrθʊr
gwerthwyr	ɡwɛrθwɨ̞r
gweryd	ɡwɛrɨ̞d
gwesgyr	ɡwɛsɡɨ̞r
gwestai	ɡwɛsdai̯
gwesteion	ɡwɛsdei̯ɔn
gwestiwn	ɡwɛsdjʊn
gwesty	ɡwɛsdɨ̞
gweud	ɡweɨ̯d
gwg	ɡuːɡ
gwialen bysgota	ɡwialɛnbəsɡɔta
gwialen bysgota	ɡwjalambəsɡɔta
gwialen bysgota	ɡwjalɛmbəsɡɔta
gwilym	ɡwɪlɨ̞m
gwin	ɡwiːn
gwin newydd	ɡwiːnnɛu̯ɨ̞ð
gwinoedd	ɡwɪnɔɨ̯ð
gwir	ɡwiːr
gwirfoddol	ɡwɪrvɔðɔl
gwisg	ɡwiːsɡ
gwisga	ɡwɪsɡa
gwisgo	ɡwɪsɡɔ
gwiwer	ɡwɪu̯ar
gwiwer	ɡwɪu̯ɛr
gwiwerod	ɡwɪu̯ɛrɔd
gwlad	ɡwlaːd
gwlad belg	ɡwlaːdbɛlɡ
gwlad pwyl	ɡwlaːdpuːɨ̯l
gwlad yr iâ	ɡwlaːdərjaː
gwladfa	ɡwladva
gwladfeydd	ɡwladveɨ̯ð
gwladgarol	ɡwladɡarɔl
gwladgarwr	ɡwladɡarʊr
gwladgarwyr	ɡwladɡarwɨ̞r
gwlana	ɡwlana
gwlanog	ɡwlanɔɡ
gwledd	ɡwleːð
gwledydd	ɡwlɛdɨ̞ð
gwleidydd	ɡwlei̯dɨ̞ð
gwleidyddol	ɡwlei̯dəðɔl
gwlith	ɡwliːθ
gwlithlaw	ɡwlɪθlau̯
gwlyb	ɡwlɨːb
gwlych	ɡwlɨːχ
gwlychu	ɡləχi
gwlychu	ɡwləχɨ
gwlân	ɡwlaːn
gwnaeth	naːθ
gwnaeth	ɡnaːθ
gwnaeth	ɡwnaːɨ̯θ
gwneud	neɨ̯d
gwneud	ɡneɨ̯d
gwneud	ɡwneɨ̯d
gwningen	ɡʊnɪŋan
gwningen	ɡʊnɪŋɛn
gwobr	ɡwɔbr
gwobrau	ɡwɔbra
gwobrau	ɡwɔbraɨ̯
gwobrau	ɡwɔbrɛ
gwobrwyon	ɡwɔbrʊɨ̯ɔn
gwpan	ɡʊpan
gwpwrdd	ɡʊpʊrð
gwragedd	ɡwraɡað
gwragedd	ɡwraɡɛð
gwraidd	ɡwrai̯ð
gwraig	ɡwrai̯ɡ
gwrando	ɡwrandɔ
gwrdd	ɡʊrð
gwregys	ɡwrɛɡɨ̞s
gwregys llaethol	əɡwrɛɡɨ̞sɬeɨ̯θɔl
gwreiddiol	ɡwrei̯ðjɔl
gwrendy	ɡwrɛndɨ
gwres	ɡwreːs
gwrol	ɡʊrɔl
gwrs	ɡʊrs
gwrthgymdeithasol	ɡʊrθɡəmdei̯θasɔl
gwrthiselder	ɡʊrθɪsɛldɛr
gwrthiselydd	ɡʊrθɪsɛlɨ̞ð
gwrthiselyddion	ɡʊrθɪsɛləðjɔn
gwrthod	ɡʊrθɔd
gwrthrych	ɡʊrθrɨ̞χ
gwrthrychol	ɡʊrθrəχɔl
gwrthryfel	ɡʊrθrəvɛl
gwrthryfela	ɡʊrθrəvɛla
gwrthryfelgar	ɡʊrθrəvɛlɡar
gwrthryfeloedd	ɡʊrθrəvɛlɔɨ̯ð
gwrthryfelwr	ɡʊrθrəvɛlʊr
gwrthryfelwyr	ɡʊrθrəvɛlwɨ̞r
gwrthwynebair	ɡʊrθwɨ̞nɛbai̯r
gwrthwynebiad	ɡʊrθwɨ̞nɛbjad
gwrthwynebiadau	ɡʊrθwɨ̞nɛbjada
gwrthwynebiadau	ɡʊrθwɨ̞nɛbjadaɨ̯
gwrthwynebiadau	ɡʊrθwɨ̞nɛbjadɛ
gwrthwynebu	ɡʊrθwɨ̞nɛbɨ
gwrthwynebwyr	ɡʊrθwɨ̞nɛbwɨ̞r
gwrthwynebydd	ɡʊrθwɨ̞nɛbɨ̞ð
gwrw	ɡʊru
gwsberen	ɡʊsbɛran
gwsberen	ɡʊsbɛrɛn
gwsberis	ɡʊsbɛrɪs
gwy	ɡuːɨ̯
gwyach	ɡʊɨ̯aχ
gwyar	ɡʊɨ̯ar
gwybed	ɡwəbɛd
gwybed ffwng	ɡwəbɛdfʊŋ
gwybedyn	ɡwəbɛdɨ̞n
gwybod	ɡwɨ̞bɔd
gwybod	ɡʊbɔ
gwybod	ɡʊbɔd
gwybodaeth	ɡwəbɔdaɨ̯θ
gwybodaeth	ɡwəbɔdɛθ
gwybodaeth	ɡwɨ̞bɔdaɨ̯θ
gwybodaeth	ɡwɨ̞bɔdɛθ
gwybodaeth	ɡʊbɔdaɨ̯θ
gwych	ɡwɨːχ
gwychach	ɡwəχaχ
gwyched	ɡwəχɛd
gwyddau	ɡʊɨ̯ða
gwyddau	ɡʊɨ̯ðaɨ̯
gwyddau	ɡʊɨ̯ðɛ
gwyddbwyll	ɡwɨ̞ðbʊɨ̯ɬ
gwyddel	ɡʊɨ̯ðɛl
gwyddeleg	ɡʊɨ̯ðɛlɛɡ
gwydden	ɡwɨ̞ðɛn
gwyddion	ɡwəðjɔn
gwyddon	ɡwəðɔn
gwyddor	ɡʊɨ̯ðɔr
gwydr	ɡwɨ̞dr
gwydraid	ɡwədrai̯d
gwyfyn	ɡwəvɨ̞n
gwylan	ɡʊɨ̯lan
gwylanod	ɡʊɨ̯lanɔd
gwyliedydd	ɡwɨ̞ljɛdɨ̞ð
gwyliedyddion	ɡwɨ̞ljɛdəðjɔn
gwylio	ɡwɨ̞ljɔ
gwylio	ɡwɪljɔ
gwyll	ɡwɨ̞ɬ
gwylliaid	ɡwɨ̞ɬjai̯d
gwylliaid	ɡwɨ̞ɬjɛd
gwylliaid	ɡʊɨ̯ɬjai̯d
gwylliaid	ɡʊɨ̯ɬjɛd
gwyllon	ɡwəɬɔn
gwyllt	ɡwɨːɬd
gwylog	ɡʊɨ̯lɔɡ
gwylogod	ɡʊɨ̯lɔɡɔd
gwymona	ɡwɨ̞mɔna
gwympo	ɡwɨmpɔ
gwyn	ɡwɨ̞n
gwyndyd	ɡʊɨ̯ndɨ̞d
gwynedd	ɡuɨ̯nɛð
gwyneira	ɡwɨ̞nei̯ra
gwyneth	ɡwɨ̞nɛθ
gwynnach	ɡwənaχ
gwynnu	ɡwənɨ
gwyno	ɡʊɨ̯nɔ
gwynt	ɡwɨ̞nt
gwyrdd	ɡwɨ̞rð
gwyrddfaen	ɡwərðvaɨ̯n
gwyrddion	ɡwərðjɔn
gwyrddsug	ɡwərðsɨ̞ɡ
gwyryf	ɡwərɨv
gwys	ɡwɨːs
gwystl	ɡwɨ̞sdl
gwâl	ɡwaːl
gwâr	ɡwaːr
gwêl	ɡweːl
gwên	ɡweːn
gwŷdd	ɡwɨːð
gwŷl	ɡwɨːl
gwŷn	ɡwɨːn
gwŷr	ɡwɨːr
gychwyn	ɡəχwɨ̞n
gyd	ɡiːd
gyda	da
gyda	ɡɨ̞da
gyda hyn	ɡɨ̞dahɨ̞n
gydag	ɡɨ̞daɡ
