ա	ɑ
անադիր	ɑnɑtʰiɾ
անազատություն	ɑnɑzɑdutʰʏn
անազնիվ	ɑnɑzniv
անալի	ɑnɑli
անախորժ	ɑnɑχɔɾʒ
անակ	ɑnɑɡ
անակնկալ	ɑnɑɡəŋɡɑl
անակրեոն	ɑnɑɡɾɛɔn
անահիտ	ɑnɑhid
անաղարտ	ɑnɑʁɑɾd
անաղի	ɑnɑʁi
անամոք	ɑnɑmɔkʰ
անանուխ	ɑnɑnuχ
անանցողական	ɑnɑnt͡sʰɔʁɑɡɑn
անապատ	ɑnɑbɑd
անապեստ	ɑnɑbɛst
անասնաբույժ	ɑnɑsnɑpʰujʒ
անասուն	ɑnɑsun
անաստաս	ɑnɑstɑs
անատակ	ɑnɑdɑɡ
անատոլիա	ɑnɑdɔljɑ
անատոլիական	ɑnɑdɔljɑɡɑn
անատոմիա	ɑnɑdɔmjɑ
անարատ	ɑnɑɾɑd
անարդար	ɑnɑɾtʰɑɾ
անարդարություն	ɑnɑɾtʰɑɾutʰʏn
անարի	ɑnɑɾi
անարխիզմ	ɑnɑɾχizm
անաքսագորաս	ɑnɑkʰsɑkʰɔɾɑs
անաքսիմանդրոս	ɑnɑkʰsimɑntʰɾɔs
անաքսիմենես	ɑnɑkʰsimɛnɛs
անբան	ɑnpʰɑn
անբարյացակամ	ɑnpʰɑɾjɑt͡sʰɑɡɑm
անբարյացկամ	ɑnpʰɑɾjɑt͡sʰkɑm
անբիծ	ɑnpʰid͡z
անբնակ	ɑnpʰənɑɡ
անբովանդակ	ɑnpʰɔvɑntʰɑɡ
անգ	ɑŋkʰ
անգամ	ɑŋkʰɑm
անգեղ	ɑŋkʰɛʁ
անգի	ɑŋkʰi
անգինա	ɑŋkʰinɑ
անգիր	ɑŋkʰiɾ
անգլերեն	ɑŋkʰlɛɾɛn
անգլիա	ɑŋkʰljɑ
անգլիական	ɑŋkʰljɑɡɑn
անգլիացի	ɑŋkʰljɑt͡sʰi
անգլուհի	ɑŋkʰluhi
անգղ	ɑŋkʰəʁ
անգմոկիո	ɑŋkʰmɔɡiɔ
անգյալ	ɑŋkʰjɑl
անգնահատելի	ɑŋkʰənɑhɑdɛli
անգոլա	ɑŋkʰɔlɑ
անգործ	ɑŋkʰɔɾd͡z
անգործածելի	ɑŋkʰɔɾd͡zɑd͡zɛli
անգրագետ	ɑŋkʰəɾɑkʰɛd
անգրագետ	ɑŋkʰɾɑkʰɛd
անդ	ɑntʰ
անդադար	ɑntʰɑtʰɑɾ
անդամ	ɑntʰɑm
անդամալուծել	ɑntʰɑmɑlud͡zɛl
անդամալուծություն	ɑntʰɑmɑlud͡zutʰʏn
անդամալուծվել	ɑntʰɑmɑlud͡zvɛl
անդամալույծ	ɑntʰɑmɑlujd͡z
անդամակից	ɑntʰɑmɑɡit͡sʰ
անդաստակ	ɑntʰɑstɑɡ
անդաստան	ɑntʰɑstɑn
անդեորդ	ɑntʰɛɔɾtʰ
անդեր	ɑntʰɛɾ
անդիորդ	ɑntʰijɔɾtʰ
անդյա	ɑntʰjɑ
անդոհական	ɑntʰɔhɑɡɑn
անդորա	ɑntʰɔɾɑ
անդորր	ɑntʰɔɾː
անդորրա	ɑntʰɔɾːɑ
անդորրագիր	ɑntʰɔɾːɑkʰiɾ
անդուլ	ɑntʰul
անդունդ	ɑntʰuntʰ
անդունդք	ɑntʰuntʰkʰ
անդրադառնալ	ɑntʰɾɑtʰɑɾnɑl
անդրանիկ	ɑntʰɾɑniɡ
անդրավարտիք	ɑntʰɾɑvɑɾdikʰ
անդրբայկալ	ɑntʰəɾpʰɑjɡɑl
անդրեաս	ɑntʰɾɛɑs
անդրի	ɑntʰɾi
անդրիասյան	ɑntʰɾijɑsjɑn
անդրկովկաս	ɑntʰəɾɡɔfɡɑs
անդրկովկասյան	ɑntʰəɾɡɔfɡɑsjɑn
անդրկովկասցի	ɑntʰəɾɡɔfɡɑst͡sʰi
անդրհորդանան	ɑntʰəɾhɔɾtʰɑnɑn
անդրշիրիմյան	ɑntʰəɾʃiɾimjɑn
անդրոմաքե	ɑntʰɾɔmɑkʰɛ
անդրուար	ɑntʰɾuɑɾ
անդրուվար	ɑntʰɾuvɑɾ
անդրջրհեղեղյան	ɑntʰəɾt͡ʃʰəɾhɛʁɛʁjɑn
անեզական	ɑnɛzɑɡɑn
անել	ɑnɛl
անելիք	ɑnɛlikʰ
անեծք	ɑnɛt͡sʰkʰ
անեկդոտ	ɑnɛkʰtʰɔd
աներ	ɑnɛɾ
աներկյուղ	ɑnɛɾɡʏʁ
աներկյուղաբար	ɑnɛɾɡʏʁɑpʰɑɾ
աներկյուղանալ	ɑnɛɾɡʏʁɑnɑl
աներկյուղություն	ɑnɛɾɡʏʁutʰʏn
աներձագ	ɑnɛɾt͡sʰɑkʰ
աներորդի	ɑnɛɾɔɾtʰi
անզգայաբար	ɑnəskʰɑjɑpʰɑɾ
անզգայանալ	ɑnəskʰɑjɑnɑl
անզգայացնել	ɑnəskʰɑjɑt͡sʰənɛl
անզգայացում	ɑnəskʰɑjɑt͡sʰum
անզգայացուցիչ	ɑnəskʰɑjɑt͡sʰut͡sʰit͡ʃʰ
անզգայացվել	ɑnəskʰɑjɑt͡sʰvɛl
անզգայորեն	ɑnəskʰɑjɔɾɛn
անզգայություն	ɑnəskʰɑjutʰʏn
անզոր	ɑnzɔɾ
անընդհատ	ɑnəntʰhɑd
անընդհատ	ɑnəntʰɑd
անթ	ɑntʰ
անթայր	ɑntʰɑjɾ
անթառամ	ɑntʰɑɾɑm
անթարշամ	ɑntʰɑɾʃɑm
անթացուպ	ɑntʰɑt͡sʰub
անթեղ	ɑntʰɛʁ
անթերի	ɑntʰɛɾi
անթրոպոմորֆիզմ	ɑntʰɾɔbɔmɔɾfizm
անժաժ	ɑnʒɑʒ
անժելա	ɑnʒɛlɑ
անժու	ɑnʒu
անժուացի	ɑnʒuɑt͡sʰi
անի	ɑni
անիծ	ɑnid͡z
անիծել	ɑnid͡zɛl
անիծյալ	ɑnid͡zjɑl
անիմաստ	ɑnimɑst
անիշխանություն	ɑniʃχɑnutʰʏn
անիոն	ɑnijɔn
անիսոն	ɑnisɔn
անիվ	ɑniv
անիրավ	ɑniɾɑv
անխելք	ɑnχɛlkʰ
անխնա	ɑnχənɑ
անծանոթ	ɑnd͡zɑnɔtʰ
անկախ	ɑŋɡɑχ
անկախություն	ɑŋɡɑχutʰʏn
անկած	ɑŋɡɑd͡z
անկանել	ɑŋɡɑnɛl
անկանոն	ɑŋɡɑnɔn
անկաշկանդ	ɑŋɡɑʃkɑntʰ
անկասկած	ɑŋɡɑskɑd͡z
անկարա	ɑŋɡɑɾɑ
անկարելի	ɑŋɡɑɾɛli
անկեղծություն	ɑŋɡɛʁd͡zutʰʏn
անկյալ	ɑŋɡjɑl
անկյուն	ɑŋɡʏn
անկողին	ɑŋɡɔʁin
անկողմնակալ	ɑŋɡɔʁmnɑɡɑl
անկողմնակալություն	ɑŋɡɔʁmnɑɡɑlutʰʏn
անկոս	ɑŋɡɔs
անկում	ɑŋɡum
անկուշտ	ɑŋɡuʃt
անկված	ɑŋɡvɑd͡z
անկտի	ɑŋɡədi
անհաղթ	ɑnhɑχtʰ
անհաղթելի	ɑnhɑχtʰɛli
անհամ	ɑnhɑm
անհամբեր	ɑnhɑmpʰɛɾ
անհամեստ	ɑnhɑmɛst
անհամեստորեն	ɑnhɑmɛstɔɾɛn
անհամեստություն	ɑnhɑmɛstutʰʏn
անհամերաշխություն	ɑnhɑmɛɾɑʃχutʰʏn
անհայտ	ɑnhɑjd
անհանգիստ	ɑnhɑŋkʰist
անհանգստանալ	ɑnhɑŋkʰəstɑnɑl
անհապաղ	ɑnhɑbɑʁ
անհապաղելի	ɑnhɑbɑʁɛli
անհապաղորեն	ɑnhɑbɑʁɔɾɛn
անհաջողություն	ɑnhɑt͡ʃʰɔʁutʰʏn
անհասանելի	ɑnhɑsɑnɛli
անհավանական	ɑnhɑvɑnɑɡɑn
անհավատ	ɑnhɑvɑd
անհատ	ɑnhɑd
անհատակ	ɑnhɑdɑɡ
անհատականություն	ɑnhɑdɑɡɑnutʰʏn
անհեթեթ	ɑnhɛtʰɛtʰ
անհեթեթություն	ɑnhɛtʰɛtʰutʰʏn
անհեռանկարային	ɑnhɛɾɑnəɡɑɾɑjin
անհետ	ɑnhɛd
անհետանալ	ɑnhɛdɑnɑl
անհերքելի	ɑnhɛɾkʰɛli
անհիմն	ɑnhimən
անհնազանդ	ɑnhənɑzɑntʰ
անհնազանդություն	ɑnhənɑzɑntʰutʰʏn
անհնար	ɑnhənɑɾ
անհույս	ɑnhujs
անհուն	ɑnhun
անհրաժեշտ	ɑnhəɾɑʒɛʃt
անհրաժեշտ	ɑnɾɑʒɛʃt
անհրաժեշտություն	ɑnhəɾɑʒɛʃtutʰʏn
անհրաժեշտություն	ɑnɾɑʒɛʃtutʰʏn
անձ	ɑnt͡sʰ
անձամբ	ɑnt͡sʰɑmpʰ
անձավ	ɑnt͡sʰɑv
անձեռնահաս	ɑnt͡sʰɛɾnɑhɑs
անձեռնհաս	ɑnt͡sʰɛɾənhɑs
անձեռնոցիկ	ɑnt͡sʰɛɾnɔt͡sʰiɡ
անձեռոց	ɑnt͡sʰɛɾɔt͡sʰ
անձեռոցիկ	ɑnt͡sʰɛɾɔt͡sʰiɡ
անձինք	ɑnt͡sʰiŋkʰ
անձիք	ɑnt͡sʰikʰ
անձնագիր	ɑnt͡sʰnɑkʰiɾ
անձնակազմ	ɑnt͡sʰnɑɡɑzm
անձնական	ɑnt͡sʰnɑɡɑn
անձնանուն	ɑnt͡sʰnɑnun
անձնավոր	ɑnt͡sʰnɑvɔɾ
անձնատու	ɑnt͡sʰnɑdu
անձնատվություն	ɑnt͡sʰnɑdəvutʰʏn
անձնեղ	ɑnt͡sʰnɛʁ
անձնյա	ɑnt͡sʰnjɑ
անձուկ	ɑnt͡sʰuɡ
անձրեւ	ɑnt͡sʰɾɛv
անձրեւանոց	ɑnt͡sʰɾɛvɑnɔt͡sʰ
անձրեւել	ɑnt͡sʰɾɛvɛl
անձրուկ	ɑnt͡sʰɾuɡ
անճար	ɑnd͡ʒɑɾ
անճարակ	ɑnd͡ʒɑɾɑɡ
անճոռնի	ɑnd͡ʒɔɾni
անմահ	ɑnmɑh
անմահություն	ɑnmɑhutʰʏn
անմարդաբնակ	ɑnmɑɾtʰɑpʰənɑɡ
անմեղ	ɑnmɛʁ
անմեղություն	ɑnmɛʁutʰʏn
անմեռ	ɑnmɛɾ
անմեռական	ɑnmɛɾɑɡɑn
անմիաբանություն	ɑnmijɑpʰɑnutʰʏn
անմիջաբար	ɑnmit͡ʃʰɑpʰɑɾ
անմիջական	ɑnmit͡ʃʰɑɡɑn
անմիջականորեն	ɑnmit͡ʃʰɑɡɑnɔɾɛn
անմիջականություն	ɑnmit͡ʃʰɑɡɑnutʰʏn
անմիջապես	ɑnmit͡ʃʰɑbɛs
անմիջնորդաբար	ɑnmit͡ʃʰnɔɾtʰɑpʰɑɾ
անմիս	ɑnmis
անմիտ	ɑnmid
անմնացորդ	ɑnmənɑt͡sʰɔɾtʰ
անմոռուկ	ɑnmɔɾuɡ
աննա	ɑnːɑ
աննամուս	ɑnːɑmus
աննկուն	ɑnːəɡun
աննման	ɑnːəmɑn
աննպաստ	ɑnːəbɑst
աննվաճ	ɑnːəvɑd͡ʒ
անշարժ	ɑnʃɑɾʒ
անշեն	ɑnʃɛn
անշեջ	ɑnʃɛt͡ʃʰ
անշշուկ	ɑnʃəʃuɡ
անշուշտ	ɑnʃuʃt
անշուք	ɑnʃukʰ
անշրջելի	ɑnʃəɾt͡ʃʰɛli
անոդ	ɑnɔtʰ
անոթ	ɑnɔtʰ
անոթի	ɑnɔtʰi
անոնք	ɑnɔŋkʰ
անորոշ	ɑnɔɾɔʃ
անորոշաբար	ɑnɔɾɔʃɑpʰɑɾ
անորոշակի	ɑnɔɾɔʃɑɡi
անորոշանալ	ɑnɔɾɔʃɑnɑl
անորոշելի	ɑnɔɾɔʃɛli
անորոշություն	ɑnɔɾɔʃutʰʏn
անութ	ɑnutʰ
անույշ	ɑnujʃ
անուն	ɑnun
անուշ	ɑnuʃ
անուշաբույր	ɑnuʃɑpʰujɾ
անուշակ	ɑnuʃɑɡ
անուշահոտություն	ɑnuʃɑhɔdutʰʏn
անուշապուր	ɑnuʃɑbuɾ
անուշավան	ɑnuʃɑvɑn
անուր	ɑnuɾ
անուրջ	ɑnuɾt͡ʃʰ
անպայման	ɑnbɑjmɑn
անպատասխանատու	ɑnbɑdɑsχɑnɑdu
անպատեհ	ɑnbɑdɛh
անպատրաստ	ɑnbɑdɾɑst
անպիտան	ɑnbidɑn
անջատ	ɑnt͡ʃʰɑd
անջատել	ɑnt͡ʃʰɑdɛl
անջրդի	ɑnt͡ʃʰəɾtʰi
անջրպետ	ɑnt͡ʃʰəɾbɛd
անսասան	ɑnsɑsɑn
անսովոր	ɑnsɔvɔɾ
անսպառ	ɑnspɑɾ
անսպասելիություն	ɑnspɑsɛliutʰʏn
անսվաղ	ɑnsəvɑʁ
անվադող	ɑnvɑtʰɔʁ
անվախ	ɑnvɑχ
անվայել	ɑnvɑjɛl
անվանել	ɑnvɑnɛl
անվանի	ɑnvɑni
անվասայլակ	ɑnvɑsɑjlɑɡ
անվավեր	ɑnvɑvɛɾ
անվճար	ɑnvəd͡ʒɑɾ
անվճռական	ɑnvəd͡ʒɾɑɡɑn
անվճռականորեն	ɑnvəd͡ʒɾɑɡɑnɔɾɛn
անվճռականություն	ɑnvəd͡ʒɾɑɡɑnutʰʏn
անվտանգ	ɑnvədɑŋkʰ
անվտանգության	ɑnvədɑŋkʰutʰjɑn
անվտանգություն	ɑnvədɑŋkʰutʰʏn
անվրդով	ɑnvəɾtʰɔv
անտանանարիվու	ɑndɑnɑnɑɾivu
անտանելի	ɑndɑnɛli
անտառ	ɑndɑɾ
անտառային	ɑndɑɾɑjin
անտարբերություն	ɑndɑɾpʰɛɾutʰʏn
անտարկտիկա	ɑndɑɾɡdiɡɑ
անտեղյակ	ɑndɛʁjɑɡ
անտեր	ɑndɛɾ
անտերունչ	ɑndɛɾunt͡ʃʰ
անտի	ɑndi
անտիգոնե	ɑndikʰɔnɛ
անտիկ	ɑndiɡ
անտիոք	ɑndiɔkʰ
անտիոքացի	ɑndiɔkʰɑt͡sʰi
անտիոքյան	ɑndiɔkʰjɑn
անտիոքոս	ɑndiɔkʰɔs
անտիպ	ɑndib
անտիսթենես	ɑndistʰɛnɛs
անտիտավրոս	ɑndidɑvɾɔs
անտիրական	ɑndiɾɑɡɑn
անտիցիկլոն	ɑndit͡sʰiɡlɔn
անտոնի	ɑndɔni
անտոնիոս	ɑndɔnjɔs
անտուն	ɑndun
անրադառնալ	ɑnɾɑtʰɑɾnɑl
անրակ	ɑnɾɑɡ
անրջային	ɑnəɾt͡ʃʰɑjin
անց	ɑnt͡sʰ
անցած	ɑnt͡sʰɑd͡z
անցկացնել	ɑnt͡sʰkɑt͡sʰənɛl
անցյալ	ɑnt͡sʰjɑl
անցնել	ɑnt͡sʰnɛl
անցողական	ɑnt͡sʰɔʁɑɡɑn
անցում	ɑnt͡sʰum
անցք	ɑnt͡sʰkʰ
անփողկապ	ɑnpʰɔχkɑb
անփույթ	ɑnpʰujtʰ
անքաղաքավարություն	ɑŋkʰɑʁɑkʰɑvɑɾutʰʏn
անօգ	ɑnɔkʰ
անօգնական	ɑnɔkʰnɑɡɑn
անօգուտ	ɑnɔkʰud
անօդաչու	ɑnɔtʰɑt͡ʃʰu
անօթեւան	ɑnɔtʰɛvɑn
աշակերտ	ɑʃɑɡɛɾd
աշակերտուհի	ɑʃɑɡɛɾduhi
աշգաբատ	ɑʃkʰɑpʰɑd
աշխաբադ	ɑʃχɑpʰɑtʰ
աշխատակազմ	ɑʃχɑdɑɡɑzm
աշխատակից	ɑʃχɑdɑɡit͡sʰ
աշխատանք	ɑʃχɑdɑŋkʰ
աշխատասեր	ɑʃχɑdɑsɛɾ
աշխատավարձ	ɑʃχɑdɑvɑɾt͡sʰ
աշխատել	ɑʃχɑdɛl
աշխատող	ɑʃχɑdɔʁ
աշխարհ	ɑʃχɑɾ
աշխարհաբար	ɑʃχɑɾɑpʰɑɾ
աշխարհագրական	ɑʃχɑɾɑkʰɾɑɡɑn
աշխարհագրություն	ɑʃχɑɾɑkʰɾutʰʏn
աշխարհակալ	ɑʃχɑɾɑɡɑl
աշխարհահայացք	ɑʃχɑɾɑhɑjɑt͡sʰkʰ
աշխարհահռչակ	ɑʃχɑɾɑhəɾt͡ʃʰɑɡ
աշխարհամաս	ɑʃχɑɾɑmɑs
աշխարհայացք	ɑʃχɑɾhɑjɑt͡sʰkʰ
աշխարհային	ɑʃχɑɾɑjin
աշխարհաքաղաքական	ɑʃχɑɾɑkʰɑʁɑkʰɑɡɑn
աշխարհաքաղաքացի	ɑʃχɑɾɑkʰɑʁɑkʰɑt͡sʰi
աշխեն	ɑʃχɛn
աշխույժ	ɑʃχujʒ
աշկարա	ɑʃkɑɾɑ
աշոտ	ɑʃɔd
աշոտյան	ɑʃɔdjɑn
աշորա	ɑʃɔɾɑ
աշուղ	ɑʃuʁ
աշուն	ɑʃun
աշտանակ	ɑʃtɑnɑɡ
աշտարակ	ɑʃtɑɾɑɡ
աշտե	ɑʃtɛ
աշտուճ	ɑʃtud͡ʒ
աուդիտոր	ɑutʰidɔɾ
աութսորսինգ	ɑutʰsɔɾsiŋkʰ
աուլիս	ɑulis
աչ	ɑt͡ʃʰ
աչալուրջ	ɑt͡ʃʰɑluɾt͡ʃʰ
աչեղ	ɑt͡ʃʰɛʁ
աչիկ	ɑt͡ʃʰiɡ
աչք	ɑt͡ʃʰkʰ
աչքաթող	ɑt͡ʃʰkʰɑtʰɔʁ
աչքածակ	ɑt͡ʃʰkʰɑd͡zɑɡ
ապա	ɑbɑ
ապաբախտ	ɑbɑpʰɑχt
ապագա	ɑbɑkʰɑ
ապաթարց	ɑbɑtʰɑɾt͡sʰ
ապակառուցողական	ɑbɑɡɑɾut͡sʰɔʁɑɡɑn
ապակատար	ɑbɑɡɑdɑɾ
ապակի	ɑbɑɡi
ապահարզան	ɑbɑhɑɾzɑn
ապահով	ɑbɑhɔv
ապահովագրություն	ɑbɑhɔvɑkʰɾutʰʏn
ապահովագրում	ɑbɑhɔvɑkʰɾum
ապահովանալ	ɑbɑhɔvɑnɑl
ապահովացնել	ɑbɑhɔvɑt͡sʰənɛl
ապահովել	ɑbɑhɔvɛl
ապահովեցնել	ɑbɑhɔvɛt͡sʰənɛl
ապահովություն	ɑbɑhɔvutʰʏn
ապահովում	ɑbɑhɔvum
ապահովվել	ɑbɑhɔvːɛl
ապամեա	ɑbɑmɛɑ
ապաշխարել	ɑbɑʃχɑɾɛl
ապաշրջափակել	ɑbɑʃəɾt͡ʃʰɑpʰɑɡɛl
ապաշրջափակում	ɑbɑʃəɾt͡ʃʰɑpʰɑɡum
ապառաժ	ɑbɑɾɑʒ
ապառնի	ɑbɑɾni
ապառք	ɑbɑɾkʰ
ապաստան	ɑbɑstɑn
ապավեն	ɑbɑvɛn
ապավինել	ɑbɑvinɛl
ապատ	ɑbɑd
ապար	ɑbɑɾ
ապարան	ɑbɑɾɑn
ապարանջան	ɑbɑɾɑnt͡ʃʰɑn
ապարանցի	ɑbɑɾɑnt͡sʰi
ապարանք	ɑbɑɾɑŋkʰ
ապարատ	ɑbɑɾɑd
ապարոշ	ɑbɑɾɔʃ
ապացույց	ɑbɑt͡sʰujt͡sʰ
ապացուցանել	ɑbɑt͡sʰut͡sʰɑnɛl
ապացուցել	ɑbɑt͡sʰut͡sʰɛl
ապացուցում	ɑbɑt͡sʰut͡sʰum
ապացուցվել	ɑbɑt͡sʰut͡sʰvɛl
ապաքեն	ɑbɑkʰɛn
ապաքինել	ɑbɑkʰinɛl
ապե	ɑbɛ
ապենինյան	ɑbɛninjɑn
ապենիններ	ɑbɛninːɛɾ
ապեր	ɑbɛɾ
ապերախտ	ɑbɛɾɑχt
ապերախտություն	ɑbɛɾɑχtutʰʏn
ապերջանիկ	ɑbɛɾt͡ʃʰɑniɡ
ապիկ	ɑbiɡ
ապիկար	ɑbiɡɑɾ
ապիկի	ɑbiɡi
ապիրատ	ɑbiɾɑd
ապհ	ɑbəhə
ապշել	ɑbʃɛl
ապոլլոն	ɑbɔlɔn
ապոլոնիա	ɑbɔlɔnjɑ
ապուլիա	ɑbuljɑ
ապուխտ	ɑbuχt
ապուշ	ɑbuʃ
ապուր	ɑbuɾ
ապպիանոս	ɑbːijɑnɔs
ապպիոս	ɑbːijɔs
ապսպրել	ɑbəspɾɛl
ապստամբ	ɑbəstɑmpʰ
ապստամբել	ɑbəstɑmpʰɛl
ապստամբություն	ɑbəstɑmpʰutʰʏn
ապտակ	ɑpʰtʰɑɡ
ապտակել	ɑbdɑɡɛl
ապրանք	ɑbɾɑŋkʰ
ապրանքագիր	ɑbɾɑŋkʰɑkʰiɾ
ապրել	ɑbɾɛl
ապրես	ɑbɾɛs
ապրեսյան	ɑbɾɛsjɑn
ապրիլ	ɑbɾil
ապրիլյան	ɑbɾiljɑn
ապրշում	ɑbəɾʃum
ապրուստ	ɑbɾust
ապօրինի	ɑbɔɾini
աջ	ɑt͡ʃʰ
աջաբ	ɑt͡ʃʰɑpʰ
աջաբսանդալ	ɑt͡ʃʰɑpʰsɑntʰɑl
աջակցել	ɑt͡ʃʰɑkʰt͡sʰɛl
աջարական	ɑt͡ʃʰɑɾɑɡɑn
աջարացի	ɑt͡ʃʰɑɾɑt͡sʰi
աջարիա	ɑt͡ʃʰɑɾjɑ
աջափսանդալ	ɑt͡ʃʰɑpʰsɑntʰɑl
աջլիկ	ɑt͡ʃʰliɡ
աջող	ɑt͡ʃʰɔʁ
առ	ɑɾ
առագաստ	ɑɾɑkʰɑst
առագաստանավ	ɑɾɑkʰɑstɑnɑv
առած	ɑɾɑd͡z
առակ	ɑɾɑɡ
առակախոս	ɑɾɑɡɑχɔs
առայժմ	ɑɾɑjʒəm
առանձին	ɑɾɑnt͡sʰin
առանձնյակ	ɑɾɑnt͡sʰnjɑɡ
առանց	ɑɾɑnt͡sʰ
առանցք	ɑɾɑnt͡sʰkʰ
առանցքային	ɑɾɑnt͡sʰkʰɑjin
առապար	ɑɾɑbɑɾ
առաջ	ɑɾɑt͡ʃʰ
առաջաբան	ɑɾɑt͡ʃʰɑpʰɑn
առաջադեմ	ɑɾɑt͡ʃʰɑtʰɛm
առաջադիմական	ɑɾɑt͡ʃʰɑtʰimɑɡɑn
առաջադիմել	ɑɾɑt͡ʃʰɑtʰimɛl
առաջադիմություն	ɑɾɑt͡ʃʰɑtʰimutʰʏn
առաջադիմում	ɑɾɑt͡ʃʰɑtʰimum
առաջադրանք	ɑɾɑt͡ʃʰɑtʰɾɑŋkʰ
առաջավոր	ɑɾɑt͡ʃʰɑvɔɾ
առաջավորասիական	ɑɾɑt͡ʃʰɑvɔɾɑsjɑɡɑn
առաջատար	ɑɾɑt͡ʃʰɑdɑɾ
առաջարկ	ɑɾɑt͡ʃʰɑɾɡ
առաջարկել	ɑɾɑt͡ʃʰɑɾɡɛl
առաջարկություն	ɑɾɑt͡ʃʰɑɾɡutʰʏn
առաջացում	ɑɾɑt͡ʃʰɑt͡sʰum
առաջընթաց	ɑɾɑt͡ʃʰəntʰɑt͡sʰ
առաջիկա	ɑɾɑt͡ʃʰiɡɑ
առաջին	ɑɾɑt͡ʃʰin
առաջնային	ɑɾɑt͡ʃʰnɑjin
առաջնեկ	ɑɾɑt͡ʃʰnɛɡ
առաջնորդ	ɑɾɑt͡ʃʰnɔɾtʰ
առաջնորդել	ɑɾɑt͡ʃʰnɔɾtʰɛl
առաջնություն	ɑɾɑt͡ʃʰnutʰʏn
առասան	ɑɾɑsɑn
առասպել	ɑɾɑspɛl
առաստաղ	ɑɾɑstɑʁ
առավել	ɑɾɑvɛl
առավելագույն	ɑɾɑvɛlɑkʰujn
առավելություն	ɑɾɑvɛlutʰʏn
առավոտ	ɑɾɑvɔd
առավոտադեմ	ɑɾɑvɔdɑtʰɛm
առավոտականչ	ɑɾɑvɔdɑɡɑnt͡ʃʰ
առավոտանալ	ɑɾɑvɔdɑnɑl
առավոտանց	ɑɾɑvɔdɑnt͡sʰ
առավոտյան	ɑɾɑvɔdjɑn
առատ	ɑɾɑd
առատության	ɑɾɑdutʰjɑn
առատություն	ɑɾɑdutʰʏn
առատուկ	ɑɾɑduɡ
առարկա	ɑɾɑɾɡɑ
առարկայություն	ɑɾɑɾɡɑjutʰʏn
առաքել	ɑɾɑkʰɛl
առաքելյան	ɑɾɑkʰɛljɑn
առաքելություն	ɑɾɑkʰɛlutʰʏn
առաքինաբար	ɑɾɑkʰinɑpʰɑɾ
առաքինի	ɑɾɑkʰini
առաքինություն	ɑɾɑkʰinutʰʏn
առաքյալ	ɑɾɑkʰjɑl
առաքում	ɑɾɑkʰum
առեղ	ɑɾɛʁ
առեղծված	ɑɾɛʁd͡zvɑd͡z
առերես	ɑɾɛɾɛs
առերեսել	ɑɾɛɾɛsɛl
առերեսում	ɑɾɛɾɛsum
առերեսվել	ɑɾɛɾɛsvɛl
առեւանգել	ɑɾɛvɑŋkʰɛl
առեւանգում	ɑɾɛvɑŋkʰum
առեւտուր	ɑɾɛvduɾ
առեւտրային	ɑɾɛvdəɾɑjin
առզել	ɑɾzɛl
առէջ	ɑɾɛt͡ʃʰ
առէջք	ɑɾɛt͡ʃʰkʰ
առթիվ	ɑɾtʰiv
առիթ	ɑɾitʰ
առինջ	ɑɾint͡ʃʰ
առիք	ɑɾikʰ
առլյուծ	ɑɾlʏd͡z
առկա	ɑɾɡɑ
առկախ	ɑɾɡɑχ
առկախել	ɑɾɡɑχɛl
առկախուկ	ɑɾɡɑχuɡ
առկախվել	ɑɾɡɑχvɛl
առկայծ	ɑɾɡɑjd͡z
առկայծել	ɑɾɡɑjd͡zɛl
առկայծում	ɑɾɡɑjd͡zum
առկայծուն	ɑɾɡɑjd͡zun
առկայծվել	ɑɾɡɑjd͡zvɛl
առկայություն	ɑɾɡɑjutʰʏn
առկայուն	ɑɾɡɑjun
առհավատչեք	ɑɾhɑvɑtʰt͡ʃʰɛkʰ
առհավատչյա	ɑɾhɑvɑdt͡ʃʰjɑ
առհարյուր	ɑɾhɑɾʏɾ
առձեռն	ɑɾt͡sʰɛɾən
առյուծ	ɑɾʏd͡z
առն	ɑɾən
առնական	ɑɾnɑɡɑn
առնանդամ	ɑɾnɑntʰɑm
առնել	ɑɾnɛl
առնետ	ɑɾnɛd
առնետավազք	ɑɾnɛdɑvɑskʰ
առնմանություն	ɑɾnəmɑnutʰʏn
առնո	ɑɾnɔ
առնչություն	ɑɾənt͡ʃʰutʰʏn
առնվազն	ɑɾnəvɑzn
առշերտ	ɑɾʃɛɾd
առոգանել	ɑɾɔkʰɑnɛl
առոգանություն	ɑɾɔkʰɑnutʰʏn
առոգել	ɑɾɔkʰɛl
առողջ	ɑɾɔχt͡ʃʰ
առողջանալ	ɑɾɔχt͡ʃʰɑnɑl
առողջարան	ɑɾɔχt͡ʃʰɑɾɑn
առողջարար	ɑɾɔχt͡ʃʰɑɾɑɾ
առողջացնել	ɑɾɔχt͡ʃʰɑt͡sʰənɛl
առողջություն	ɑɾɔχt͡ʃʰutʰʏn
առորմի	ɑɾɔɾmi
առու	ɑɾu
առումիներեն	ɑɾuminɛɾɛn
առույգ	ɑɾujkʰ
առուշանյան	ɑɾuʃɑnjɑn
առջեւ	ɑɾt͡ʃʰɛv
առվույտ	ɑɾvujd
առտու	ɑɾdu
ասած	ɑsɑd͡z
ասատուր	ɑsɑduɾ
