да	dˈɑ
әлгі	æɫɡˈɪ
орны	ˈoɾnə
байланыс	bɑjɫˈɑnəs
қаншалықты	qɑnʃˈɑɫəqtə
көрсетіп	kɵɾsetˈɪp
қарулы	qˈɑɾwɫə
есе	esˈe
мамандар	mɑmɑndˈɑɾ
азаматы	ɑzɑmˈɑtə
шара	ʃɑɾˈɑ
Астанадағы	ɑstɑnɑdˈɑʀə
тұра	tʊɾˈɑ
Беларусь	beɫˈɑɾwsʔ
аудан	ɑwdˈɑn
мені	menˈɪ
бәрін	bæɾˈɪn
Серік	seɾˈɪk
судья	swdʔjˈa
мәселені	mæselenˈɪ
дегенді	deɡendˈɪ
жағы	ʒˈɑʀə
журналистер	ʒwɾnˈɑɫəjsteɾ
кісі	kɪsˈɪ
шақырды	ʃˈɑqəɾdə
жария	ʒˈɑɾəjja
саясаткер	sɑjasɑtkˈeɾ
таза	tɑzˈɑ
тапты	tˈɑptə
көрсеткен	kɵɾsetkˈen
атынан	ˈɑtənɑn
зор	zˈoɾ
түрмеге	tuɾmeɡˈe
долларға	doɫɫɑɾʀˈɑ
көрінеді	kɵɾɪnedˈɪ
ешқашан	eʃqɑʃˈɑn
тікелей	tɪkelˈej
тез	tˈez
ете	etˈe
тұрғыдан	tˈʊɾʀədɑn
қазақтар	qɑzɑqtˈɑɾ
зардап	zɑɾdˈɑp
партияның	pˈɑɾtəjjanəŋ
хабарлауынша	xɑbɑɾɫˈɑwənʃɑ
атып	ˈɑtəp
өзінде	ɵzɪndˈe
бос	bˈos
бөлігі	bɵlɪɡˈɪ
болсақ	boɫsˈɑq
түрмеде	tuɾmedˈe
айналған	ɑjnɑɫʀˈɑn
министрлігінің	məjnəjstɾlɪɡɪnɪŋ
дүние	dˈunəje
БҰҰ	bʊˈʊ
Кеңес	keŋˈes
үйге	ujɡˈe
өзара	ɵzɑɾˈɑ
Адам	ɑdˈɑm
жылдар	ʒəɫdɑɾ
қайтадан	qɑjtɑdˈɑn
қоры	qˈoɾə
электр	elˈektɾ
ақпан	ɑqpˈɑn
зейнетақы	zejnetˈɑqə
жиналған	ʒəjnɑɫʀɑn
қазақша	qɑzɑqʃˈɑ
полициясы	pˈoɫəjtsəjjasə
ер	ˈeɾ
жазды	ʒˈɑzdə
тұңғыш	tˈʊŋʀəʃ
сұрады	sʊɾˈɑdə
қан	qˈɑn
жолмен	ʒoɫmˈen
прокуратура	pɾokwɾɑtwɾˈɑ
сонымен	sˈonəmen
жобасы	ʒobˈɑsə
сала	sɑɫˈɑ
болмады	boɫmˈɑdə
болғанда	boɫʀɑndˈɑ
жарты	ʒˈɑɾtə
тұрақты	tʊɾˈɑqtə
Қазақстандық	qɑzɑqstˈɑndəq
тексеру	teksˈeɾw
ғылыми	ʀəɫəməj
елден	eɫdˈen
қызметінің	qəzmetɪnɪŋ
Екі	ekˈɪ
басынан	bˈɑsənɑn
тұрды	tˈʊɾdə
ат	ˈɑt
соған	soʀˈɑn
сұхбат	sʊxbˈɑt
бірден	bɪɾdˈen
елдері	eɫdeɾˈɪ
алғанда	ɑɫʀɑndˈɑ
құралдары	qʊɾɑɫdˈɑɾə
мыңға	məŋʀɑ
Осылайша	ˈosəɫɑjʃɑ
көрсетті	kɵɾsettˈɪ
шынайы	ʃənɑjə
облысындағы	ˈobɫəsəndɑʀə
қорының	qˈoɾənəŋ
авторы	ɑvtˈoɾə
мәселесін	mæselesˈɪn
Жамбыл	ʒˈɑmbəɫ
қырғыз	qəɾʀəz
президенттің	pɾˈezəjdenttɪŋ
тастады	tɑstˈɑdə
үшінші	uʃɪnʃˈɪ
жұмысын	ʒˈʊməsən
жатырмыз	ʒˈɑtəɾməz
тағылған	tˈɑʀəɫʀɑn
шілде	ʃɪɫdˈe
жатса	ʒɑtsˈɑ
жаққа	ʒɑqqˈɑ
есімді	esɪmdˈɪ
қашан	qɑʃˈɑn
сәуір	sæwˈɪɾ
газетінің	ɡɑzetɪnˈɪŋ
хабарлайды	xɑbɑɾɫˈɑjdə
Не	nˈe
мәселелер	mæselelˈeɾ
атын	ˈɑtən
балалардың	bɑɫɑɫˈɑɾdəŋ
наразы	nɑɾˈɑzə
рас	ɾˈɑs
апта	ɑptˈɑ
жобасын	ʒobˈɑsən
Жоғарғы	ʒoʀˈɑɾʀə
жастардың	ʒɑstˈɑɾdəŋ
ғылым	ʀəɫəm
сотталған	sottɑɫʀˈɑn
шаруашылығы	ʃɑɾwˈɑʃəɫəʀə
қайдан	qɑjdˈɑn
мүшелері	muʃeleɾˈɪ
жауапты	ʒɑwˈɑptə
несие	nˈesəje
қайтып	qˈɑjtəp
келесі	kelesˈɪ
жасар	ʒɑsˈɑɾ
соны	sˈonə
болатынын	boɫˈɑtənən
үйде	ujdˈe
Қазақстаннан	qɑzɑqstɑnnˈɑn
қызметіне	qəzmetɪne
қолында	qˈoɫəndɑ
ислам	əjsɫɑm
аралығында	ɑɾˈɑɫəʀəndɑ
Қазіргі	qɑzɪɾɡˈɪ
Тіпті	tɪptˈɪ
газеті	ɡɑzetˈɪ
жолын	ʒˈoɫən
пайдаланып	pɑjdɑɫˈɑnəp
сурет	swɾˈet
әлемдік	ælemdˈɪk
комитеті	kˈoməjtetɪ
аяқ	ɑjˈaq
жауып	ʒˈɑwəp
Талғат	tɑɫʀˈɑt
көбірек	kɵbɪɾˈek
қаңтар	qɑŋtˈɑɾ
мұсылман	mˈʊsəɫmɑn
ауыз	ˈɑwəz
тілін	tɪlˈɪn
қамауға	qɑmɑwʀˈɑ
едім	edˈɪm
кете	ketˈe
құжат	qʊʒˈɑt
медициналық	mˈedəjtsəjnɑɫəq
ауданының	ɑwdˈɑnənəŋ
былтыр	bəɫtəɾ
Тәжікстан	tæʒɪkstˈɑn
ондаған	ondɑʀˈɑn
Алматының	ɑɫmˈɑtənəŋ
мүлдем	muɫdˈem
құқықтары	qˈʊqəqtɑɾə
Жақында	ʒˈɑqəndɑ
Жер	ʒˈeɾ
жеті	ʒetˈɪ
салық	sˈɑɫəq
деуге	dewɡˈe
өткізіп	ɵtkɪzˈɪp
Бүгін	buɡˈɪn
қару	qˈɑɾw
басқармасының	bɑsqɑɾmˈɑsənəŋ
алдындағы	ˈɑɫdəndɑʀə
мақсаты	mɑqsˈɑtə
теңгеден	teŋɡedˈen
сәтте	sættˈe
елді	eɫdˈɪ
пәтер	pætˈeɾ
газетЖас	ɡɑzˈetʒˈɑs
себепті	sebeptˈɪ
Ел	ˈeɫ
радиосының	ɾˈɑdəjosənəŋ
біледі	bɪledˈɪ
деңгейде	deŋɡejdˈe
орындары	ˈoɾəndɑɾə
өтеді	ɵtedˈɪ
одағы	odˈɑʀə
шығатын	ʃəʀɑtən
қалпына	qˈɑɫpənɑ
ақшаны	ɑqʃˈɑnə
сабақ	sɑbˈɑq
жүз	ʒˈuz
кең	kˈeŋ
қорғаныс	qoɾʀˈɑnəs
Сосын	sˈosən
күннен	kunnˈen
орталығының	oɾtˈɑɫəʀənəŋ
мәдениет	mædˈenəjet
әсіресе	æsɪɾesˈe
елдердің	eɫdeɾdˈɪŋ
мол	mˈoɫ
дегенге	deɡenɡˈe
жаман	ʒɑmˈɑn
Кейбір	kejbˈɪɾ
қызметін	qəzmetɪn
Соған	soʀˈɑn
жазасын	ʒɑzˈɑsən
жүйесі	ʒujesˈɪ
табиғи	tˈɑbəjʀəj
істі	ɪstˈɪ
есептейді	eseptejdˈɪ
жатқаны	ʒɑtqˈɑnə
кейде	kejdˈe
шығару	ʃəʀɑɾw
өткізу	ɵtkˈɪzw
бағдарламасы	bɑʀdɑɾɫɑmˈɑsə
тарту	tˈɑɾtw
шақырып	ʃˈɑqəɾəp
мүмкіндігі	mumkɪndɪɡˈɪ
қола	qoɫˈɑ
айдан	ɑjdˈɑn
президентінің	pɾˈezəjdentɪnɪŋ
денсаулық	densˈɑwɫəq
секілді	sekɪɫdˈɪ
футбол	fwtbˈoɫ
жай	ʒˈɑj
туыстары	twəstɑɾə
қалыпты	qˈɑɫəptə
қолынан	qˈoɫənɑn
өтініш	ɵtɪnˈɪʃ
табыс	tˈɑbəs
жұмыстары	ʒˈʊməstɑɾə
дамыту	dˈɑmətw
тұста	tʊstˈɑ
қараған	qɑɾɑʀˈɑn
бай	bˈɑj
кеше	keʃˈe
жазушы	ʒˈɑzwʃə
тіл	tˈɪɫ
қалса	qɑɫsˈɑ
қауіп	qɑwˈɪp
бейбіт	bejbˈɪt
депутат	depwtˈɑt
Қуаныш	qwˈɑnəʃ
дағдарыс	dɑʀdˈɑɾəs
Ресми	ɾˈesməj
қояды	qojˈadə
сотының	sˈotənəŋ
келісім	kelɪsˈɪm
Биылғы	bəjəɫʀə
айыппұл	ˈɑjəppʊɫ
Неге	neɡˈe
жақында	ʒˈɑqəndɑ
күтіп	kutˈɪp
шақты	ʃˈɑqtə
редакторы	ɾedɑktˈoɾə
әйелі	æjelˈɪ
Германия	ɡeɾmˈɑnəjja
ары	ˈɑɾə
аман	ɑmˈɑn
ұсынған	ˈʊsənʀɑn
тиісті	təjɪstɪ
Кейін	kejˈɪn
аштық	ˈɑʃtəq
ойынша	ˈojənʃɑ
әртүрлі	æɾtuɾlˈɪ
көрсетеді	kɵɾsetedˈɪ
нәтиже	nˈætəjʒe
ақпаратты	ɑqpɑɾˈɑttə
оқиғасы	ˈoqəjʀɑsə
сұрақ	sʊɾˈɑq
мыңдаған	məŋdɑʀɑn
саласында	sɑɫˈɑsəndɑ
сен	sˈen
болуға	boɫwʀˈɑ
рухани	ɾwxˈɑnəj
Одағы	odˈɑʀə
салуға	sɑɫwʀˈɑ
ерте	eɾtˈe
мән	mˈæn
Әр	ˈæɾ
Солтүстік	soɫtustˈɪk
жасалып	ʒɑsˈɑɫəp
жаңадан	ʒɑŋɑdˈɑn
басшысының	bˈɑsʃəsənəŋ
Бауыржан	bˈɑwəɾʒɑn
млн	məɫənə
түрме	tuɾmˈe
жағдайын	ʒɑʀdˈɑjən
одақ	odˈɑq
қолдап	qoɫdˈɑp
адамдарға	ɑdɑmdɑɾʀˈɑ
сөзін	sɵzˈɪn
қос	qˈos
жете	ʒetˈe
сөйлеп	sɵjlˈep
отырады	ˈotəɾɑdə
жауапқа	ʒɑwɑpqˈɑ
соңына	sˈoŋənɑ
ортасында	oɾtˈɑsəndɑ
үйдің	ujdˈɪŋ
Обама	obɑmˈɑ
еркін	eɾkˈɪn
адвокат	ɑdvokˈɑt
жасайды	ʒɑsˈɑjdə
жоба	ʒobˈɑ
Қырым	qəɾəm
барын	bˈɑɾən
жасы	ʒˈɑsə
барынша	bˈɑɾənʃɑ
министр	məjnəjstɾ
Азаттықтың	ɑzˈɑttəqtəŋ
алмаймын	ɑɫmˈɑjmən
айту	ˈɑjtw
жұмысы	ʒˈʊməsə
Қазақтың	qɑzˈɑqtəŋ
қаланың	qɑɫˈɑnəŋ
қолдан	qoɫdˈɑn
Алтынбек	ˈɑɫtənbek
таңда	tɑŋdˈɑ
аламыз	ɑɫˈɑməz
келмейді	keɫmejdˈɪ
салады	sɑɫˈɑdə
Андрей	ɑndɾˈej
арыз	ˈɑɾəz
бірдей	bɪɾdˈej
Көп	kˈɵp
пара	pɑɾˈɑ
жақтан	ʒɑqtˈɑn
көрсетілген	kɵɾsetɪɫɡˈen
уақытқа	wˈɑqətqɑ
Мұнда	mʊndˈɑ
құрып	qˈʊɾəp
Украинадағы	wkɾˈɑəjnɑdɑʀə
жүздеген	ʒuzdeɡˈen
бермей	beɾmˈej
нашар	nɑʃˈɑɾ
салыстырғанда	sˈɑɫəstəɾʀɑndɑ
жатқанда	ʒɑtqɑndˈɑ
Франция	fɾˈɑntsəjja
айға	ɑjʀˈɑ
Осының	ˈosənəŋ
топтың	tˈoptəŋ
қытай	qətɑj
ауданында	ɑwdˈɑnəndɑ
білдірді	bɪɫdɪɾdˈɪ
әзірге	æzɪɾɡˈe
шақырым	ʃˈɑqəɾəm
жартылай	ʒˈɑɾtəɫɑj
күндері	kundeɾˈɪ
дейінгі	dejɪnɡˈɪ
сын	sən
одағының	odˈɑʀənəŋ
өткізген	ɵtkɪzɡˈen
Виктор	vəjktoɾ
мемлекеттің	memlekettˈɪŋ
тиімді	təjɪmdɪ
етуге	etwɡˈe
жақ	ʒˈɑq
қоғамда	qoʀɑmdˈɑ
Кеше	keʃˈe
кетеді	ketedˈɪ
Әйтпесе	æjtpesˈe
Мемлекет	memlekˈet
дерек	deɾˈek
ауылында	ˈɑwəɫəndɑ
жайт	ʒˈɑjt
Алматыға	ɑɫmˈɑtəʀɑ
Ерлан	eɾɫˈɑn
асқан	ɑsqˈɑn
экономика	ekonˈoməjkɑ
жағдайлар	ʒɑʀdɑjɫˈɑɾ
үстінен	ustɪnˈen
Ақ	ˈɑq
берсе	beɾsˈe
бағдарлама	bɑʀdɑɾɫɑmˈɑ
оқуға	oqwʀˈɑ
Басқа	bɑsqˈɑ
Қазақстанды	qɑzɑqstˈɑndə
Қанат	qɑnˈɑt
Сөйтіп	sɵjtˈɪp
Асқар	ɑsqˈɑɾ
Қырғызстанның	qəɾʀəzstɑnnəŋ
қаншама	qɑnʃɑmˈɑ
жалақы	ʒɑɫˈɑqə
көлемі	kɵlemˈɪ
болыпты	bˈoɫəptə
кездесу	kezdˈesw
қаржылық	qˈɑɾʒəɫəq
Үш	ˈuʃ
мырза	məɾzɑ
сынды	səndə
қарайды	qɑɾˈɑjdə
осында	ˈosəndɑ
тұрғыда	tˈʊɾʀədɑ
қатарында	qɑtˈɑɾəndɑ
аға	ɑʀˈɑ
отырды	ˈotəɾdə
шекара	ʃekɑɾˈɑ
мақсат	mɑqsˈɑt
барлығын	bˈɑɾɫəʀən
көзге	kɵzɡˈe
тастаған	tɑstɑʀˈɑn
әуе	æwˈe
жемқорлық	ʒemqˈoɾɫəq
жетті	ʒettˈɪ
болдым	bˈoɫdəm
тобының	tˈobənəŋ
айлық	ˈɑjɫəq
танытып	tˈɑnətəp
азаматтары	ɑzɑmɑttˈɑɾə
болдық	bˈoɫdəq
кедергі	kedeɾɡˈɪ
орынға	ˈoɾənʀɑ
Астанаға	ɑstɑnɑʀˈɑ
қарсаңында	qɑɾsˈɑŋəndɑ
қоғамның	qoʀˈɑmnəŋ
ұйымның	ˈʊjəmnəŋ
совет	sovˈet
адвокаты	ɑdvokˈɑtə
таба	tɑbˈɑ
хабарлаған	xɑbɑɾɫɑʀˈɑn
Желтоқсан	ʒeɫtoqsˈɑn
күрт	kˈuɾt
маман	mɑmˈɑn
тағдыры	tˈɑʀdəɾə
Павлодар	pɑvɫodˈɑɾ
мектепке	mektepkˈe
істейтін	ɪstejtˈɪn
сайлауы	sɑjɫˈɑwə
Бақытжан	bˈɑqətʒɑn
атқарушы	ɑtqˈɑɾwʃə
саласындағы	sɑɫˈɑsəndɑʀə
оқиғаға	ˈoqəjʀɑʀɑ
алмайтын	ɑɫmˈɑjtən
қою	qojˈu
астында	ˈɑstəndɑ
атына	ˈɑtənɑ
Бұрын	bˈʊɾən
Мемлекеттік	memlekettˈɪk
айда	ɑjdˈɑ
ертең	eɾtˈeŋ
студент	stwdˈent
болғанымен	boɫʀˈɑnəmen
тарап	tɑɾˈɑp
сәл	sˈæɫ
мүгедек	muɡedˈek
Назарбаевқа	nɑzɑɾbɑevqˈɑ
Астананың	ɑstɑnˈɑnəŋ
Жергілікті	ʒeɾɡɪlɪktˈɪ
олимпиада	ˈoɫəjmpəjɑdɑ
тілі	tɪlˈɪ
қор	qˈoɾ
Әлде	æɫdˈe
Отан	otˈɑn
кезеңде	kezeŋdˈe
Міне	mɪnˈe
қорғаушылар	qoɾʀˈɑwʃəɫɑɾ
болжам	boɫʒˈɑm
жедел	ʒedˈeɫ
желтоқсанның	ʒeɫtoqsˈɑnnəŋ
ауруханаға	ɑwɾwxɑnɑʀˈɑ
бет	bˈet
Бұрынғы	bˈʊɾənʀə
аймақтағы	ɑjmɑqtˈɑʀə
белсенділер	beɫsendɪlˈeɾ
дау	dˈɑw
шығу	ʃəʀw
оқиғалар	ˈoqəjʀɑɫɑɾ
негізінде	neɡɪzɪndˈe
басқару	bɑsqˈɑɾw
сөйлеген	sɵjleɡˈen
Қызылорда	qəzəɫoɾdɑ
көре	kɵɾˈe
тұрғындарының	tˈʊɾʀəndɑɾənəŋ
төрағасының	tɵɾɑʀˈɑsənəŋ
ауылының	ˈɑwəɫənəŋ
кей	kˈej
лауазымды	ɫɑwˈɑzəmdə
қарасты	qɑɾˈɑstə
келер	kelˈeɾ
ақпараттық	ɑqpɑɾˈɑttəq
Евгений	evɡˈenəjj
Ауыл	ˈɑwəɫ
шаруа	ʃɑɾwˈɑ
айқын	ˈɑjqən
төтенше	tɵtenʃˈe
әлдеқайда	æɫdeqɑjdˈɑ
жылына	ʒəɫənɑ
міндетті	mɪndettˈɪ
істеген	ɪsteɡˈen
Ендеше	endeʃˈe
Ресейден	ɾesejdˈen
Оларға	oɫɑɾʀˈɑ
тонна	tonnˈɑ
этникалық	ˈetnəjkɑɫəq
балалары	bɑɫɑɫˈɑɾə
Ауғанстан	ɑwʀɑnstˈɑn
орнынан	ˈoɾnənɑn
алмаймыз	ɑɫmˈɑjməz
жәрдем	ʒæɾdˈem
қайтарып	qɑjtˈɑɾəp
айыппен	ˈɑjəppen
саясаты	sɑjasˈɑtə
бостандығынан	bostˈɑndəʀənɑn
деректер	deɾektˈeɾ
істейді	ɪstejdˈɪ
алаңға	ɑɫɑŋʀˈɑ
басшыларының	bˈɑsʃəɫɑɾənəŋ
толы	tˈoɫə
Олай	oɫˈɑj
бастан	bɑstˈɑn
мәдени	mædˈenəj
тұлға	tʊɫʀˈɑ
жиын	ʒəjən
мынадай	mənɑdɑj
Былтыр	bəɫtəɾ
саясатын	sɑjasˈɑtən
алуы	ˈɑɫwə
бизнес	bəjznes
басылым	bˈɑsəɫəm
орынды	ˈoɾəndə
шақырған	ʃˈɑqəɾʀɑn
қозғалысының	qozʀˈɑɫəsənəŋ
бастысы	bˈɑstəsə
қысқа	qəsqɑ
елдерде	eɫdeɾdˈe
млрд	məɫəɾədə
сарапшы	sɑɾˈɑpʃə
шаралар	ʃɑɾɑɫˈɑɾ
Шымкент	ʃəmkent
қамауда	qɑmɑwdˈɑ
ақыры	ˈɑqəɾə
жіберген	ʒɪbeɾɡˈen
органдары	oɾɡɑndˈɑɾə
шектеу	ʃektˈew
іздеп	ɪzdˈep
Оларды	oɫˈɑɾdə
басқармасы	bɑsqɑɾmˈɑsə
ететін	etetˈɪn
студенттер	stwdenttˈeɾ
өзгерістер	ɵzɡeɾɪstˈeɾ
апарып	ɑpˈɑɾəp
жолға	ʒoɫʀˈɑ
құрамасы	qʊɾɑmˈɑsə
Еуразиялық	ewɾˈɑzəjjaɫəq
референдум	ɾefeɾˈendwm
Билік	bəjlɪk
сынға	sənʀɑ
қауіпті	qɑwɪptˈɪ
бізде	bɪzdˈe
кездегі	kezdeɡˈɪ
қабылданған	qˈɑbəɫdɑnʀɑn
әкесі	ækesˈɪ
жазуынша	ʒˈɑzwənʃɑ
әрбір	æɾbˈɪɾ
жүргізіп	ʒuɾɡɪzˈɪp
баланы	bɑɫˈɑnə
орнында	ˈoɾnəndɑ
үкіметінің	ukɪmetɪnˈɪŋ
аумағында	ɑwmˈɑʀəndɑ
Иранның	əjɾɑnnəŋ
айтылды	ˈɑjtəɫdə
фильм	fəjɫʔm
компанияның	kompˈɑnəjjanəŋ
шешімін	ʃeʃɪmˈɪn
Мына	mənɑ
бізді	bɪzdˈɪ
жоқпын	ʒˈoqpən
пайдалануға	pɑjdɑɫɑnwʀˈɑ
жігіт	ʒɪɡˈɪt
көк	kˈɵk
бастайды	bɑstˈɑjdə
Грузия	ɡɾwzəjja
арзан	ɑɾzˈɑn
табылған	tˈɑbəɫʀɑn
қаласына	qɑɫˈɑsənɑ
ашылған	ˈɑʃəɫʀɑn
көңіл	kɵŋˈɪɫ
басқаша	bɑsqɑʃˈɑ
қайшы	qˈɑjʃə
көпшілігі	kɵpʃɪlɪɡˈɪ
көтерген	kɵteɾɡˈen
қызметке	qəzmetke
көшіп	kɵʃˈɪp
мәлімет	mælɪmˈet
Дмитрий	dməjtɾəjj
алдыңғы	ˈɑɫdəŋʀə
медаль	medˈɑɫʔ
жанында	ʒˈɑnəndɑ
жариялап	ʒˈɑɾəjjaɫɑp
қабылдаған	qˈɑbəɫdɑʀɑn
қалың	qˈɑɫəŋ
Екінші	ekɪnʃˈɪ
батыр	bˈɑtəɾ
әңгіме	æŋɡɪmˈe
кездері	kezdeɾˈɪ
кері	keɾˈɪ
Ондай	ondˈɑj
жаны	ʒˈɑnə
тегін	teɡˈɪn
айтылып	ˈɑjtəɫəp
ауылы	ˈɑwəɫə
кесірінен	kesɪɾɪnˈen
Путиннің	pwtəjnnɪŋ
үйіне	ujɪnˈe
басқарған	bɑsqɑɾʀˈɑn
отырмын	ˈotəɾmən
өкілдерінің	ɵkɪɫdeɾɪnˈɪŋ
президентке	pɾˈezəjdentke
президенттік	pɾˈezəjdenttɪk
тарихы	tˈɑɾəjxə
ұшып	ˈʊʃəp
жүзінде	ʒuzɪndˈe
отырысында	ˈotəɾəsəndɑ
қабылдап	qˈɑbəɫdɑp
агенттігі	ɑɡenttɪɡˈɪ
Құқық	qˈʊqəq
қызметінен	qəzmetɪnen
қалғанын	qɑɫʀˈɑnən
негізінен	neɡɪzɪnˈen
Сирия	səjɾəjja
метр	mˈetɾ
жұмысшылар	ʒˈʊməsʃəɫɑɾ
өткізуге	ɵtkɪzwɡˈe
Ресейдегі	ɾesejdeɡˈɪ
барды	bˈɑɾdə
ескі	eskˈɪ
ынтымақтастық	əntəmɑqtɑstəq
пікірін	pɪkɪɾˈɪn
жиырма	ʒəjəɾmɑ
қалуы	qˈɑɫwə
полицейлер	pˈoɫəjtsejleɾ
жұртқа	ʒʊɾtqˈɑ
радиосы	ɾˈɑdəjosə
түседі	tusedˈɪ
үкіметтің	ukɪmettˈɪŋ
елдерінің	eɫdeɾɪnˈɪŋ
түгел	tuɡˈeɫ
қалада	qɑɫɑdˈɑ
Маған	mɑʀˈɑn
пайызын	pˈɑjəzən
ауылда	ˈɑwəɫdɑ
аударған	ɑwdɑɾʀˈɑn
Өзбекстанның	ɵzbekstˈɑnnəŋ
аласыз	ɑɫˈɑsəz
тас	tˈɑs
білдірген	bɪɫdɪɾɡˈen
тапсырыс	tˈɑpsəɾəs
қоя	qojˈa
құрған	qʊɾʀˈɑn
сайлауына	sɑjɫˈɑwənɑ
артып	ˈɑɾtəp
тырысып	təɾəsəp
үкім	ukˈɪm
тұрғындардың	tˈʊɾʀəndɑɾdəŋ
осыны	ˈosənə
отбасының	otbˈɑsənəŋ
Нұр	nˈʊɾ
НҰРДАНБЕКҰЛЫ	nʊɾdɑnbekˈʊɫə
балаларды	bɑɫɑɫˈɑɾdə
ұстаған	ʊstɑʀˈɑn
табу	tˈɑbw
үкіметтік	ukɪmettˈɪk
Марат	mɑɾˈɑt
қазақтардың	qɑzɑqtˈɑɾdəŋ
қолы	qˈoɫə
ауданындағы	ɑwdˈɑnəndɑʀə
делінген	delɪnɡˈen
орташа	oɾtɑʃˈɑ
құқықтарын	qˈʊqəqtɑɾən
жүйе	ʒujˈe
техникалық	tˈexnəjkɑɫəq
тәрізді	tæɾɪzdˈɪ
Барак	bɑɾˈɑk
алынды	ˈɑɫəndə
кітап	kɪtˈɑp
қоймай	qojmˈɑj
жасырын	ʒˈɑsəɾən
үнемі	unemˈɪ
билікті	bəjlɪktɪ
көзі	kɵzˈɪ
құрамасының	qʊɾɑmˈɑsənəŋ
Азиядағы	ˈɑzəjjadɑʀə
әуелі	æwelˈɪ
қалыптасқан	qˈɑɫəptɑsqɑn
Лондон	ɫondˈon
тауар	tɑwˈɑɾ
қоныс	qˈonəs
санын	sˈɑnən
тоғыз	tˈoʀəz
айтылады	ˈɑjtəɫɑdə
жоқпыз	ʒˈoqpəz
Әлиевтің	ˈæɫəjevtɪŋ
аймақтық	ɑjmˈɑqtəq
жүк	ʒˈuk
оқитын	ˈoqəjtən
қабылдады	qˈɑbəɫdɑdə
журналистерге	ʒwɾnˈɑɫəjsteɾɡe
Олимпиада	ˈoɫəjmpəjɑdɑ
мектепте	mekteptˈe
әлемдегі	ælemdeɡˈɪ
сараптама	sɑɾɑptɑmˈɑ
құлақ	qʊɫˈɑq
ұшыраған	ˈʊʃəɾɑʀɑn
Ермек	eɾmˈek
кетсе	ketsˈe
оқыған	ˈoqəʀɑn
адал	ɑdˈɑɫ
ата	ɑtˈɑ
әлдебір	æɫdebˈɪɾ
екеуі	ekewˈɪ
ұсынды	ˈʊsəndə
түсірген	tusɪɾɡˈen
Қытайға	qətɑjʀɑ
қызыл	qəzəɫ
алдық	ˈɑɫdəq
десек	desˈek
жасай	ʒɑsˈɑj
жеңіске	ʒeŋɪskˈe
тамақ	tɑmˈɑq
Мәскеуде	mæskewdˈe
желтоқсанда	ʒeɫtoqsɑndˈɑ
өткізді	ɵtkɪzdˈɪ
жерді	ʒeɾdˈɪ
табылады	tˈɑbəɫɑdə
таратқан	tɑɾɑtqˈɑn
құқықтық	qˈʊqəqtəq
асты	ˈɑstə
заман	zɑmˈɑn
сөзі	sɵzˈɪ
тұрғанын	tʊɾʀˈɑnən
қолын	qˈoɫən
дін	dˈɪn
өздерін	ɵzdeɾˈɪn
ауылға	ˈɑwəɫʀɑ
жетпей	ʒetpˈej
жұмыстарын	ʒˈʊməstɑɾən
Қостанай	qostɑnˈɑj
ұлттың	ˈʊɫttəŋ
ұқсас	ʊqsˈɑs
айтарлықтай	ɑjtˈɑɾɫəqtɑj
Еуразия	ewɾˈɑzəjja
қажетті	qɑʒettˈɪ
сегіз	seɡˈɪz
шетелге	ʃeteɫɡˈe
жеткізді	ʒetkɪzdˈɪ
жүлде	ʒuɫdˈe
салынып	sˈɑɫənəp
Михаил	məjxɑəjɫ
беруден	beɾwdˈen
тұсында	tˈʊsəndɑ
балаларға	bɑɫɑɫɑɾʀˈɑ
онымен	ˈonəmen
анықтау	ˈɑnəqtɑw
қадам	qɑdˈɑm
ескерту	eskˈeɾtw
шешімі	ʃeʃɪmˈɪ
білдіріп	bɪɫdɪɾˈɪp
гөрі	ɡɵɾˈɪ
департаментінің	depɑɾtɑmentɪnˈɪŋ
орысша	ˈoɾəsʃɑ
күнгі	kunɡˈɪ
қабылдау	qˈɑbəɫdɑw
оқиғаны	ˈoqəjʀɑnə
тарта	tɑɾtˈɑ
шешу	ʃˈeʃw
құрамында	qʊɾˈɑməndɑ
әлемде	ælemdˈe
ИМ	əjm
алғанын	ɑɫʀˈɑnən
мәлімдеме	mælɪmdemˈe
орында	ˈoɾəndɑ
Америка	ɑmˈeɾəjkɑ
келісімге	kelɪsɪmɡˈe
едік	edˈɪk
жүргенде	ʒuɾɡendˈe
мамырдың	mˈɑməɾdəŋ
отырысы	ˈotəɾəsə
ЕҚЫҰ	ˈeqəʊ
басқарып	bɑsqˈɑɾəp
жүре	ʒuɾˈe
ғарыш	ʀˈɑɾəʃ
ТМД	təmədə
тән	tˈæn
жабық	ʒˈɑbəq
кеңесінің	keŋesɪnˈɪŋ
мұнайшылар	mʊnˈɑjʃəɫɑɾ
ойымша	ˈojəmʃɑ
жұмысына	ʒˈʊməsənɑ
маңындағы	mˈɑŋəndɑʀə
асыра	ˈɑsəɾɑ
бұқаралық	bʊqɑɾˈɑɫəq
пайдалану	pɑjdɑɫˈɑnw
сан	sˈɑn
университетінің	wnəjveɾsəjtetɪnɪŋ
Республикасының	ɾˈespwbɫəjkɑsənəŋ
Қырғыз	qəɾʀəz
экологиялық	ekoɫˈoɡəjjaɫəq
Мұрат	mʊɾˈɑt
бақылап	bˈɑqəɫɑp
Халықтың	xˈɑɫəqtəŋ
