va	ʋˈæ
bozor	bˈɑzɑɾ
bunda	bˈʊndæ
hisobiga	hˌysɑbˈyɡæ
joyi	d͡ʒˈɑjy
qadimiy	qædˈymyj
sazovor	sæzˈɑʋɑɾ
bordi	bˈɑɾdy
fors	fˌɑɾs
hamkorlikda	hˌæmkɑɾɫˈykdæ
t	tˈe
Ibn	ˈybn
Ikki	ˈykky
kasalliklar	kˌæsæɫɫˈyklæɾ
nom	nˈɑm
oʻzida	ozˈydæ
qoʻlga	qˈoɫɡæ
zamon	zˈæmɑn
orqa	ˈɑɾqæ
oʻrniga	oɾnˈyɡæ
turdagi	tʊɾdˈæɡy
Mac	mˈæts
ishlatiladigan	ˌyʃlætˌylædˈyɡæn
nomlangan	nɑmlˈæŋæn
tarzida	tæɾzˈydæ
II	ˈyy
aylanadi	ˌæjlænˈædy
mamlakatlarida	mˌæmlækˌætlæɾˈydæ
mis	mˈys
oʻtkaziladi	ˌotkæzylˈædy
oʻzgarishi	ˌozɡæɾˈyʃy
yaqinida	jˌæqynˈydæ
Italiya	ˌytæɫˈyjæ
Yaponiya	jˌæpɑnˈyjæ
tovush	tˈɑʋʊʃ
berib	bˈeɾyb
butunlay	bʊtˈʊnlæj
majmui	mæd͡ʒmˈʊy
rivojlanish	ɾˌyʋɑd͡ʒlˈænyʃ
saqlangan	sæqlˈæŋæn
shimoliy	ʃymˈɑɫyj
Ayni	ˈæjny
Oʻsha	ˈoʃæ
davlatlar	dæʋlˈætlæɾ
elementlar	ˌelemˈentlæɾ
fanlar	fˌænlæɾ
huquq	hˈʊqʊq
muallifi	mˌʊæɫɫˈyfˌy
nechta	nˈet͡Stæ
yadro	jˈædɾɑ
Sovet	sˈɑʋet
biologik	bˌyɑɫˈɑɡyk
hamkorlik	hæmkˈɑɾɫyk
jamoat	d͡ʒæmˈɑæt
miya	mˈyjæ
muntazam	mʊntˈæzæm
oxiri	ɑχˈyɾy
oyida	ɑjˈydæ
oʻzgarishlar	ˌozɡæɾˈyʃlæɾ
soʻnggi	sˈoŋɡy
suvda	sˈʊʋdæ
Shunday	ʃˈʊndæj
foydalanib	fˌɑjdælˈænyb
oxirida	ˌɑχyɾˈydæ
suyuq	sˈʊjʊq
turibdi	tʊɾˈybdy
zarar	zˈæɾæɾ
egallagan	ˌeɡæɫlˈæɡæn
sovuq	sˈɑʋʊq
Kichik	kˈyt͡Syk
buyuk	bˈʊjʊk
hududi	hʊdˈʊdy
musulmon	mʊsˈʊɫmɑn
chiqdi	t͡Sˈyqdy
ixtisoslashgan	ˌyχtysɑslˈæʃɡæn
joyda	d͡ʒˈɑjdæ
qatorda	qætˈɑɾdæ
texnik	tˈeχnyk
ayol	ˈæjɑɫ
kishilar	kyʃˈylæɾ
korxonalar	kˌɑɾχɑnˈælæɾ
muhit	mˈʊhyt
oqibatida	ˌɑqybætˈydæ
tartibga	tæɾtˈybɡæ
jami	d͡ʒˈæmy
qaratilgan	qˌæɾætˈyɫɡæn
quruq	qˈʊɾʊq
tarmogʻi	tæɾmˈɑʁy
tushgan	tˈʊʃɡæn
Yirik	jˈyɾyk
ayni	ˈæjny
boʻlgani	boɫɡˈæny
direktori	dˌyɾektˈɑɾy
fanlari	fˌænlˈæɾy
li	ɫˈy
tabiat	tæbˈyæt
universitet	ˌʊnyʋeɾsˈytet
yashab	jˈæʃæb
zavodlari	zˌæʋɑdlˈæɾy
ва	ʋˈæ
shakllangan	ʃækɫlˈæŋæn
tarmoqlari	tˌæɾmɑqlˈæɾy
uy	ˈʊj
asosini	ˌæsɑsˈyny
drama	dɾˈæmæ
huquqiy	hʊqˈʊqyj
korxonasi	kˌɑɾχɑnˈæsy
mahsulotlar	mˌæhsʊɫˈɑtlæɾ
oldingi	ɑɫdˈyŋy
qoʻshma	qˈoʃmæ
zichligi	zyt͡Sɫˈyɡy
bosim	bˈɑsym
ishlarini	ˌyʃlæɾˈyny
mamlakatda	mˌæmlækˈætdæ
millat	mˈyɫlæt
xoʻjaligida	χˌod͡ʒæɫyɡˈydæ
Buning	bˈʊnyŋ
Yil	jˈyɫ
ijodida	ˌyd͡ʒɑdˈydæ
jamoasi	d͡ʒˌæmɑˈæsy
keladigan	kˌelædˈyɡæn
tok	tˈɑk
yaratildi	jˌæɾætˈyɫdy
amal	ˈæmæɫ
birikmalar	bˌyɾykmˈælæɾ
jang	d͡ʒˈæŋ
keltirilgan	kˌeɫtyɾˈyɫɡæn
muassasalari	mˌʊæssˌæsælˈæɾy
oʻrnatilgan	ˌoɾnætˈyɫɡæn
oʻzgarib	ozɡˈæɾyb
shakllari	ʃækɫlˈæɾy
shaxslar	ʃˈæχslæɾ
xalqlari	χæɫqlˈæɾy
Ayniqsa	æjnˈyqsæ
Toshkentda	tɑʃkˈentdæ
boshligʻi	bɑʃɫˈyʁy
samarali	sˌæmæɾˈæɫy
A	ˈæ
Mazkur	mˈæzkʊɾ
Qora	qˈɑɾæ
fikr	fˌykɾ
hokimiyat	hˌɑkymˈyjæt
koʻpchilik	kopt͡Sˈyɫyk
toʻplami	toplˈæmy
Xiva	χˈyʋæ
akademik	ˌækædˈemyk
boshlanadi	bˌɑʃlænˈædy
holat	hˈɑlæt
oʻralgan	oɾˈæɫɡæn
tillarida	tˌyɫlæɾˈydæ
turk	tˈʊɾk
Boshqa	bˈɑʃqæ
dagi	dˈæɡy
optik	ˈɑptyk
qaysi	qˈæjsy
uyushmasi	ˌʊjʊʃmˈæsy
Qozogʻiston	qˌɑzɑʁˈystɑn
Turkiya	tʊɾkˈyjæ
aholining	ˌæhɑɫˈynyŋ
geografik	ɡˌeɑɡɾˈæfˌyk
kompaniyasi	kˌɑmpænyjˈæsy
natijada	nˌætyd͡ʒˈædæ
nemis	nˈemys
tasvirlangan	tˌæsʋyɾlˈæŋæn
tovar	tˈɑʋæɾ
vositasi	ʋˌɑsytˈæsy
yashil	jˈæʃyɫ
ahamiyati	ˌæhæmyjˈæty
eksport	ˈekspɑɾt
i	ˈi
navbatida	nˌæʋbætˈydæ
yaratdi	jæɾˈætdy
Kavkaz	kˈæʋkæz
Koʻp	kˈop
Namangan	næmˈæŋæn
Tashqi	tˈæʃqy
ashyo	ˈæʃjɑ
bundan	bˈʊndæn
etilishi	ˌetyɫˈyʃy
geologik	ɡˌeɑɫˈɑɡyk
jinslari	d͡ʒynslˈæɾy
ozod	ˈɑzɑd
soʻngra	sˈoŋɾæ
turadigan	tˌʊɾædˈyɡæn
xon	χˈɑn
yozma	jˈɑzmæ
yurti	jˈʊɾty
Barcha	bˈæɾt͡Sæ
aniqlanadi	ˌænyqlænˈædy
balandligi	bˌælændɫˈyɡy
ekinlari	ˌekynlˈæɾy
holati	hɑlˈæty
kg	kˌaɡˈe
usul	ˈʊsʊɫ
Alisher	æɫˈyʃeɾ
masalalari	mˌæsælælˈæɾy
olishga	ɑɫˈyʃɡæ
rahbarlik	ɾæhbˈæɾɫyk
tillar	tˈyɫlæɾ
yilgacha	jyɫɡˈæt͡Sæ
atom	ˈætɑm
bino	bˈynɑ
doim	dˈɑym
iqlim	ˈyqɫym
jinslar	d͡ʒˈynslæɾ
kumush	kˈʊmʊʃ
manbai	mænbˈæy
metallar	metˈæɫlæɾ
meva	mˈeʋæ
mobaynida	mˌɑbæjnˌydæ
oʻtkir	ˈotkyɾ
tumanida	tˌʊmænˈydæ
tumanidagi	tˌʊmænydˈæɡy
ulushi	ʊɫˈʊʃy
xizmati	χyzmˈæty
hukmronligi	hˌʊkmɾɑnɫˈyɡy
jarayonlar	d͡ʒˌæɾæjˈɑnlæɾ
kuchlar	kˈʊt͡Slæɾ
mukofoti	mˌʊkɑfˌɑty
ona	ˈɑnæ
shakl	ʃˈækɫ
tekshirish	tekʃˈyɾyʃ
tilga	tˈyɫɡæ
usulda	ʊsˈʊɫdæ
yoʻlga	jˈoɫɡæ
jarayon	d͡ʒæɾˈæjɑn
kasb	kˈæsb
nafar	nˈæfˌæɾ
qoʻshib	qˈoʃyb
sotib	sˈɑtyb
umuman	ʊmˈʊmæn
viloyatida	ʋˌyɫɑjætˈydæ
Oʻzbekistonning	ˌozbekystˈɑnnyŋ
Yerning	jˈeɾnyŋ
boʻla	bˈolæ
hokimiyatni	hˌɑkymyjˈætny
musiqiy	mʊsˈyqyj
qoʻshin	qˈoʃyn
qurilishi	qˌʊɾyɫˈyʃy
sohasidagi	sˌɑhæsydˈæɡy
tayyorlashda	tˌæjjɑɾlˈæʃdæ
Mehnat	mˈehnæt
Yuqori	jʊqˈɑɾy
energiyasi	ˌeneɾɡyjˈæsy
holatda	hɑlˈætdæ
ishi	ˈyʃy
jalb	d͡ʒˈæɫb
mln	ˌemˌelˈen
oshiradi	ˌɑʃyɾˈædy
tugʻilgan	tʊʁˈyɫɡæn
beri	bˈeɾy
fikricha	fˌykɾˈyt͡Sæ
ketishi	ketˈyʃy
kosmik	kˈɑsmyk
ot	ˈɑt
rivojlanishiga	ɾˌyʋɑd͡ʒlˌænyʃˈyɡæ
ruhiy	ɾˈʊhyj
taraqqiy	tæɾˈæqqyj
bemor	bˈemɑɾ
birligi	byɾɫˈyɡy
boshida	bɑʃˈydæ
kengashi	keŋˈæʃy
sharoitida	ʃˌæɾɑytˈydæ
shugʻullanadi	ʃˌʊʁʊɫlænˈædy
turmush	tˈʊɾmʊʃ
yunon	jˈʊnɑn
Miloddan	myɫˈɑddæn
jismoniy	d͡ʒysmˈɑnyj
oʻtkazilgan	ˌotkæzˈyɫɡæn
qurish	qˈʊɾyʃ
sarfi	sˈæɾfˌy
suratga	sʊɾˈætɡæ
tanilgan	tænˈyɫɡæn
tarkib	tˈæɾkyb
boshlaydi	bɑʃlˈæjdy
chiqarishda	t͡Sˌyqæɾˈyʃdæ
koʻrish	kˈoɾyʃ
ozodlik	ɑzˈɑdɫyk
oʻt	ˈot
qiymati	qyjmˈæty
qoʻy	qˈoj
saqlanadi	sˌæqlænˈædy
xususiyati	χˌʊsʊsyjˈæty
belgilari	bˌeɫɡylˈæɾy
ipak	ˈypæk
javob	d͡ʒˈæʋɑb
kutubxona	kˌʊtʊbχˈɑnæ
olinadigan	ˌɑɫynædˈyɡæn
taqdim	tˈæqdym
tarkibiy	tæɾkˈybyj
tasvir	tˈæsʋyɾ
yuzasi	jʊzˈæsy
Turli	tˈʊɾɫy
asboblar	æsbˈɑblæɾ
belgilab	beɫɡˈylæb
boʻyi	bˈojy
doktori	dɑktˈɑɾy
falsafiy	fˌæɫsˈæfˌyj
hikoya	hykˈɑjæ
mamlakatlari	mˌæmlækætlˈæɾy
oila	ɑˈylæ
olindi	ɑɫˈyndy
oqimi	ɑqˈymy
pastki	pˈæstky
qaraganda	qˌæɾæɡˈændæ
rivojlandi	ɾˌyʋɑd͡ʒlˈændy
talqin	tˈæɫqyn
yilning	jˈyɫnyŋ
boshlangʻich	bɑʃlˈæŋʔyt͡S
bunyod	bˈʊnjɑd
etishga	etˈyʃɡæ
mustahkam	mʊstˈæhkæm
oqib	ˈɑqyb
sabzavot	sæbzˈæʋɑt
tomondan	tɑmˈɑndæn
tozalash	tɑzˈælæʃ
tur	tˈʊɾ
ularda	ʊlˈæɾdæ
vazifasi	ʋˌæzyfˌæsy
yurak	jˈʊɾæk
Avstraliya	ˌæʋstɾæɫˈyjæ
ana	ˈænæ
ogʻzaki	ɑʁzˈæky
oladigan	ˌɑlædˈyɡæn
opera	ɑpˈeɾæ
oʻng	ˈoŋ
poytaxti	pɑjtˈæχty
vodorod	ʋɑdˈɑɾɑd
yiliga	jyɫˈyɡæ
Koʻpchilik	kopt͡Sˈyɫyk
ayollar	æjˈɑɫlæɾ
devor	dˈeʋɑɾ
etishi	etˈyʃy
koʻz	kˈoz
murojaat	mˌʊɾɑd͡ʒˈææt
olishda	ɑɫˈyʃdæ
organizmlar	ˌɑɾɡænˈyzmlæɾ
sanoatida	sˌænɑætˈydæ
tasviriy	tæsʋˈyɾyj
tushib	tˈʊʃyb
tuxum	tˈʊχʊm
ulkan	ˈʊɫkæn
vaziri	ʋæzˈyɾy
xalqining	χæɫqˈynyŋ
Qoraqalpogʻiston	qˌɑɾæqˌæɫpɑʁˈystɑn
atrofidagi	ˌætɾɑfˌydˈæɡy
bekor	bˈekɑɾ
matematik	mˌætemˈætyk
ochib	ˈɑt͡Syb
oʻn	ˈon
oʻtish	ˈotyʃ
rivojlantirish	ɾˌyʋɑd͡ʒlæntˈyɾyʃ
shuning	ʃˈʊnyŋ
soʻzlar	sˈozlæɾ
tarixida	tˌæɾyχˈydæ
uzluksiz	ʊzɫˈʊksyz
xalqi	χˈæɫqy
yashash	jˈæʃæʃ
yerlar	jˈeɾlæɾ
Hozir	hˈɑzyɾ
Masalan	mæsˈælæn
jism	d͡ʒˈysm
koʻchib	kˈot͡Syb
namunalari	nˌæmʊnælˈæɾy
prezident	pɾezˈydent
sohasi	sɑhˈæsy
tarix	tˈæɾyχ
tomoni	tɑmˈɑny
toʻrt	tˈoɾt
ustiga	ʊstˈyɡæ
yashaydigan	jˌæʃæjdˈyɡæn
yerlarda	jeɾlˈæɾdæ
yogʻ	jˈɑʁ
Arab	ˈæɾæb
Tojikiston	tˌɑd͡ʒykˈystɑn
ahamiyat	ˌæhæmˈyjæt
dam	dˈæm
darajasiga	dˌæɾæd͡ʒæsˈyɡæ
hujayra	hʊd͡ʒˈæjɾæ
jiddiy	d͡ʒˈyddyj
kema	kˈemæ
otasi	ɑtˈæsy
raqs	ɾˈæqs
sobiq	sˈɑbyq
tajriba	tæd͡ʒɾˈybæ
topadi	tɑpˈædy
voqealar	ʋˌɑqeˈælæɾ
yakka	jˈækkæ
Ichki	ˈyt͡Sky
belgilar	beɫɡˈylæɾ
boʻlganligi	bˌoɫɡænɫˈyɡy
boʻlsada	boɫsˈædæ
chiqarib	t͡Syqˈæɾyb
oʻrnida	oɾnˈydæ
partiyasi	pˌæɾtyjˈæsy
shaklda	ʃˈækɫdæ
tezligi	tezɫˈyɡy
tropik	tɾˈɑpyk
yuritiladi	jˌʊɾytylˈædy
Elektr	ˈelektɾ
amalda	æmˈæɫdæ
avj	ˈæʋd͡ʒ
berildi	beɾˈyɫdy
boshqaruv	bɑʃqˈæɾʊʋ
dengizi	deŋˈyzy
ochilgan	ɑt͡Sˈyɫɡæn
oson	ˈɑsɑn
oʻsadi	osˈædy
oʻtdi	ˈotdy
qogʻoz	qˈɑʁɑz
tomonlama	tˌɑmɑnlˈæmæ
Dastlabki	dæstlˈæbky
asrning	ˈæsɾnyŋ
el	ˈeɫ
ijobiy	yd͡ʒˈɑbyj
qiyin	qˈyjyn
qonuni	qɑnˈʊny
qoʻshinlari	qˌoʃynlˈæɾy
shaharlar	ʃæhˈæɾlæɾ
suvi	sˈʊʋy
tirik	tˈyɾyk
yakuniga	jˌækʊnˈyɡæ
bosimi	bɑsˈymy
hisoblash	hysˈɑblæʃ
qariyb	qˈæɾyjb
tahlil	tˈæhɫyɫ
turar	tˈʊɾæɾ
turib	tˈʊɾyb
V	ʋˈe
ajratiladi	ˌæd͡ʒɾætylˈædy
asarlarini	ˌæsæɾlæɾˈyny
ekinlar	ekˈynlæɾ
eski	ˈesky
keltiradi	kˌeɫtyɾˈædy
olimi	ɑɫˈymy
oʻrnini	oɾnˈyny
oʻtishi	otˈyʃy
shisha	ʃˈyʃæ
turish	tˈʊɾyʃ
xodim	χˈɑdym
yulduzlar	jʊɫdˈʊzlæɾ
Ali	ˈæɫy
Tumanda	tʊmˈændæ
Yevropada	jˌeʋɾɑpˈædæ
kutubxonasi	kˌʊtʊbχɑnˈæsy
misol	mˈysɑɫ
qishlogʻi	qyʃɫˈɑʁy
qoʻyish	qˈojyʃ
suyuqlik	sʊjˈʊqɫyk
aynan	ˈæjnæn
dunyoda	dʊnjˈɑdæ
munosabatlar	mˌʊnɑsæbˈætlæɾ
oziq	ˈɑzyq
oʻqituvchisi	ˌoqytʊʋt͡Sˈysy
sement	sˈement
sof	sˈɑf
Boku	bˈɑkʊ
Sulton	sˈʊɫtɑn
asoschisi	ˌæsɑst͡Sˈysy
dafn	dˈæfn
foydalanilgan	fˌɑjdælænˈyɫɡæn
km²	kˌaˈemˈykky
muhofaza	mˌʊhɑfˌæzæ
mukammal	mʊkˈæmmæɫ
munosabati	mˌʊnɑsæbˈæty
okean	ɑkˈeæn
oʻrganadi	ˌoɾɡænˈædy
qad	qˈæd
qamrab	qˈæmɾæb
qoʻshiq	qˈoʃyq
sari	sˈæɾy
Angliya	æŋɫˈyjæ
aylanib	æjlˈænyb
hozir	hˈɑzyɾ
ishtirokida	ˌyʃtyɾɑkˈydæ
maishiy	mæˈyʃyj
topish	tˈɑpyʃ
yurtlari	jʊɾtlˈæɾy
Shim	ʃˈym
Unga	ˌʊŋæ
borish	bˈɑɾyʃ
chidamli	t͡Sydˈæmɫy
hasharotlar	hˌæʃæɾˈɑtlæɾ
markazida	mˌæɾkæzˈydæ
omillar	ɑmˈyɫlæɾ
qilinishi	qˌyɫynˈyʃy
qism	qˈysm
qismidagi	qˌysmydˈæɡy
solgan	sˈɑɫɡæn
tushadi	tʊʃˈædy
vrach	ʋɾˈæt͡S
Bunga	bˈʊŋæ
Undan	ˈʊndæn
aralash	æɾˈælæʃ
asrda	ˈæsɾdæ
atrofi	ætɾˈɑfˌy
bajaradi	bˌæd͡ʒæɾˈædy
cholgʻu	t͡Sˈɑɫʁʊ
film	fˌyɫm
harakatlar	hˌæɾækˈætlæɾ
maktablari	mˌæktæblˈæɾy
masalalar	mˌæsælˈælæɾ
muddat	mˈʊddæt
mulk	mˈʊɫk
nomini	nɑmˈyny
qatnashgan	qætnˈæʃɡæn
uchta	ˈʊt͡Stæ
vakili	ʋækˈyɫy
yetadi	jetˈædy
yuridik	jʊɾˈydyk
zarralar	zæɾɾˈælæɾ
Dengiz	dˈeŋyz
Mustaqillik	mˌʊstæqˈyɫɫyk
Qoʻqon	qˈoqɑn
Uni	ˈʊny
asrlar	ˈæsɾlæɾ
bartaraf	bæɾtˈæɾæf
biridir	byɾˈydyɾ
demokratik	dˌemɑkɾˈætyk
hokimiyati	hˌɑkymyjˈæty
hunarmandchilik	hˌʊnæɾmændt͡Sˈyɫyk
markazlari	mˌæɾkæzlˈæɾy
ovqat	ˈɑʋqæt
oʻzgaradi	ˌozɡæɾˈædy
taraqqiyot	tˌæɾæqqˈyjɑt
tekis	tˈekys
tor	tˈɑɾ
urugʻ	ˈʊɾʊʁ
yashovchi	jæʃˈɑʋt͡Sy
yetgan	jˈetɡæn
yorqin	jˈɑɾqyn
FA	fˌæ
Jan	d͡ʒˈæn
Oʻz	ˈoz
Qashqadaryo	qˌæʃqædˈæɾjɑ
Qizil	qˈyzyɫ
bezak	bˈezæk
biriga	byɾˈyɡæ
chiqadigan	t͡Sˌyqædˈyɡæn
hujum	hˈʊd͡ʒʊm
kirish	kˈyɾyʃ
mudofaa	mˌʊdɑfˌææ
oldida	ɑɫdˈydæ
qurilma	qʊɾˈyɫmæ
quyosh	qˈʊjɑʃ
tizimida	tˌyzymˈydæ
AQSh	ˈæqʃ
binolar	bynˈɑlæɾ
boqiladi	bˌɑqylˈædy
borilgan	bɑɾˈyɫɡæn
chap	t͡Sˈæp
choʻl	t͡Sˈoɫ
davriga	dæʋɾˈyɡæ
doir	dˈɑyɾ
ip	ˈyp
ketdi	kˈetdy
kino	kˈynɑ
oʻrinda	oɾˈyndæ
tizim	tˈyzym
yogʻochsozlik	jˌɑʁɑt͡Ssˈɑzɫyk
Koreya	kɑɾˈejæ
boʻlganda	boɫɡˈændæ
buyumlari	bˌʊjʊmlˈæɾy
buzilishi	bˌʊzyɫˈyʃy
davlatlari	dˌæʋlætlˈæɾy
davlatning	dæʋlˈætnyŋ
halok	hˈæɫɑk
kislotalar	kˌysɫɑtˈælæɾ
lotin	ɫˈɑtyn
qilinadigan	qˌyɫynædˈyɡæn
shuhrat	ʃˈʊhɾæt
sodda	sˈɑddæ
tuzish	tˈʊzyʃ
Mirzo	mˈyɾzɑ
Sirdaryo	syɾdˈæɾjɑ
Tinch	tˈynt͡S
farqlanadi	fˌæɾqlænˈædy
foydalangan	fˌɑjdælˈæŋæn
hali	hˈæɫy
harorat	hæɾˈɑɾæt
hind	hˈynd
hodisalar	hˌɑdysˈælæɾ
huquqi	hʊqˈʊqy
kasalliklari	kˌæsæɫɫyklˈæɾy
qoʻyiladi	qˌojylˈædy
shugʻullangan	ʃˌʊʁʊɫlˈæŋæn
solish	sˈɑɫyʃ
tana	tˈænæ
taraqqiyoti	tˌæɾæqqyjˈɑty
uslubi	ʊsɫˈʊby
usti	ˈʊsty
usullar	ʊsˈʊɫlæɾ
viloyatidagi	ʋˌyɫɑjˌætydˈæɡy
Odam	ˈɑdæm
aksiyadorlik	ˌæksyjædˈɑɾɫyk
chiqilgan	t͡Syqˈyɫɡæn
ekanligi	ˌekænɫˈyɡy
olishi	ɑɫˈyʃy
oziqlanadi	ˌɑzyqlænˈædy
sharoitda	ʃˌæɾɑˈytdæ
sohalarida	sˌɑhælæɾˈydæ
yonida	jɑnˌydæ
aholisining	ˌæhɑɫysˈynyŋ
boshchiligidagi	bˌɑʃt͡Syɫˌyɡydˈæɡy
doirasida	dˌɑyɾæsˈydæ
etnik	ˈetnyk
futbol	fˌʊtbɑɫ
goʻsht	ɡˈoʃt
imkonini	ˌymkɑnˈyny
ishlaydigan	ˌyʃlæjdˈyɡæn
kislorod	kysɫˈɑɾɑd
koʻrib	kˈoɾyb
kuchlari	kʊt͡Slˈæɾy
nuqtai	nʊqtˈæy
oʻlchash	ˈoɫt͡Sæʃ
qoʻshgan	qˈoʃɡæn
vaqti	ʋˈæqty
vazirligi	ʋˌæzyɾɫˈyɡy
Beruniy	beɾˈʊnyj
Ilk	ˈyɫk
biroq	bˈyɾɑq
boʻlingan	boɫˈyŋæn
eriydi	eɾˈyjdy
insonning	ynsˈɑnnyŋ
nihoyatda	nˌyhɑjˈætdæ
organi	ɑɾɡˈæny
ortib	ˈɑɾtyb
oʻrganishga	ˌoɾɡænˈyʃɡæ
parlament	pæɾlˈæment
tayyor	tˈæjjɑɾ
uyi	ˈʊjy
Chunki	t͡Sˈʊnky
Mashinasozlik	mˌæʃynæsˈɑzɫyk
Rus	ɾˈʊs
Tabiiy	tæbˈyyj
asbob	ˈæsbɑb
aytib	ˈæjtyb
barqaror	bæɾqˈæɾɑɾ
dunyoning	dʊnjˈɑnyŋ
ikkala	ykkˈælæ
kitobi	kytˈɑby
koʻmir	kˈomyɾ
koʻrinishi	kˌoɾynˈyʃy
mashinalari	mˌæʃynælˈæɾy
nafaqat	næfˌæqæt
naqsh	nˈæqʃ
noyob	nˈɑjɑb
qismiga	qysmˈyɡæ
rivojlanib	ɾˌyʋɑd͡ʒlˈænyb
salbiy	sˈæɫbyj
tik	tˈyk
tomonida	tˌɑmɑnˈydæ
tutgan	tˈʊtɡæn
yasalgan	jæsˈæɫɡæn
Ahmad	ˈæhmæd
Faqat	fˌæqæt
Jumladan	d͡ʒʊmlˈædæn
Kitob	kˈytɑb
Oy	ˈɑj
asosi	æsˈɑsy
boshi	bˈɑʃy
bugʻdoy	bˈʊʁdɑj
daromad	dæɾˈɑmæd
ekin	ˈekyn
jun	d͡ʒˈʊn
keltirib	keɫtˈyɾyb
mingga	mˈyŋɡæ
muddati	mʊddˈæty
muzey	mˈʊzej
oldindan	ɑɫdˈyndæn
olmaydi	ɑɫmˈæjdy
oʻrmonlar	oɾmˈɑnlæɾ
qoʻllash	qˈoɫlæʃ
suvlari	sʊʋlˈæɾy
to	tˈɑ
usulida	ˌʊsʊɫˈydæ
xususiyatiga	χˌʊsʊsˌyjætˈyɡæ
yoʻnalishi	jˌonæɫˈyʃy
Surxondaryo	sˌʊɾχɑndˈæɾjɑ
a	ˈæ
aloqalar	ˌæɫɑqˈælæɾ
band	bˈænd
birmuncha	byɾmˈʊnt͡Sæ
borishi	bɑɾˈyʃy
elektromagnit	ˌelektɾɑmˈæɡnyt
elektrotexnika	ˌelektɾˌɑteχnˈykæ
foydalanadi	fˌɑjdælænˈædy
koʻl	kˈoɫ
kuzatish	kʊzˈætyʃ
masjid	mˈæsd͡ʒyd
metallsozlik	mˌetæɫɫsˈɑzɫyk
oraliq	ɑɾˈæɫyq
oxirgi	ɑχˈyɾɡy
sintez	sˈyntez
tomonga	tɑmˈɑŋæ
uchinchi	ʊt͡Sˈynt͡Sy
Amudaryo	ˌæmʊdˈæɾjɑ
Ispaniya	ˌyspænˈyjæ
Jizzax	d͡ʒˈyzzæχ
hududining	hˌʊdʊdˈynyŋ
jinoyat	d͡ʒynˈɑjæt
maqsad	mˈæqsæd
professional	pɾɑfˌessyˈɑnæɫ
qilishni	qyɫˈyʃny
rassomlik	ɾæssˈɑmɫyk
shahridagi	ʃˌæhɾydˈæɡy
sifatli	syfˌætɫy
tamaki	tæmˈæky
tektonik	tektˈɑnyk
Mamlakatning	mˌæmlækˈætnyŋ
koʻrsatdi	koɾsˈætdy
neftni	nˈeftnˌy
rivojiga	ɾˌyʋɑd͡ʒˈyɡæ
tanqid	tˈænqyd
togʻlari	tɑʁlˈæɾy
xabar	χˈæbæɾ
yetkazib	jetkˈæzyb
Vazirlar	ʋæzˈyɾlæɾ
ashula	æʃˈʊlæ
etadigan	ˌetædˈyɡæn
foydalanishga	fˌɑjdælænˈyʃɡæ
gazlama	ɡæzlˈæmæ
hukmronlik	hʊkmɾˈɑnɫyk
ifoda	yfˌɑdæ
juft	d͡ʒˈʊft
oʻrni	ˈoɾny
oʻynagan	ojnˈæɡæn
shaharlari	ʃˌæhæɾlˈæɾy
tasi	tˈæsy
tilining	tyɫˈynyŋ
tushunchasi	tˌʊʃʊnt͡Sˈæsy
Bular	bˌʊlæɾ
Inson	ˈynsɑn
Mahalliy	mæhˈæɫɫyj
bormoqda	bɑɾmˈɑqdæ
gʻalaba	ʁælˈæbæ
hududlarda	hˌʊdʊdlˈæɾdæ
kelmoqda	keɫmˈɑqdæ
marotaba	mˌæɾɑtˈæbæ
munosabatlari	mˌʊnɑsˌæbætlˈæɾy
olimlari	ˌɑɫymlˈæɾy
organizm	ɑɾɡˈænyzm
qildilar	qyɫdˈylæɾ
sariq	sˈæɾyq
saroy	sˈæɾɑj
tekislik	tekˈysɫyk
tijorat	tyd͡ʒˈɑɾæt
xossalari	χˌɑssælˈæɾy
Alloh	ˈæɫɫɑh
Bobur	bˈɑbʊɾ
Oltin	ˈɑɫtyn
asboblari	ˌæsbɑblˈæɾy
bezatilgan	bˌezætˈyɫɡæn
davrlarda	dæʋɾlˈæɾdæ
ekan	ˈekæn
ichak	ˈyt͡Sæk
kimyosi	kymjˈɑsy
mahsulotlarini	mˌæhsʊɫˌɑtlæɾˈyny
naqshlar	nˈæqʃlæɾ
nurlar	nˈʊɾlæɾ
oraligʻida	ˌɑɾæɫyʁˈydæ
qoʻngʻir	qˈoŋʔyɾ
rioya	ɾyˈɑjæ
saroyi	sæɾˈɑjy
shunga	ʃˈʊŋæ
sohalarda	sˌɑhælˈæɾdæ
sovet	sˈɑʋet
stansiyasi	stˌænsyjˈæsy
tahsil	tˈæhsyɫ
turkumi	tʊɾkˈʊmy
vositasida	ʋˌɑsytæsˈydæ
yalpi	jˈæɫpy
yoshlar	jˈɑʃlæɾ
Hozirda	hɑzˈyɾdæ
Rossiyaning	ɾˌɑssyjˈænyŋ
ajratish	æd͡ʒɾˈætyʃ
devori	deʋˈɑɾy
dini	dˈyny
hammasi	hæmmˈæsy
hayotida	hˌæjɑtˈydæ
issiklik	yssˈykɫyk
koʻrgan	kˈoɾɡæn
markazlaridan	mˌæɾkæzlæɾˈydæn
musiqali	mˌʊsyqˈæɫy
oʻqish	ˈoqyʃ
pedagogika	pˌedæɡɑɡˈykæ
qimmatli	qymmˈætɫy
