је	je
сама	sˈamɐ
њихово	ɲˈihovo
награде	nˈaɡrɐdɛ
Никола	nˈikolɐ
делова	dˈɛlovɐ
Србија	srbˈijɐ
музике	mˈuzɪkɛ
порекла	pˈorɛklɐ
Рођен	rˈod͡ʑɛn
дивизије	dˈivɪzˌɪje
часописа	t͡ʃˈasopˌɪsɐ
Новом	nˈovom
мотора	mˈotorɐ
Неколико	nˈɛkolˌɪko
Немци	nˈɛmt͡sɪ
употребу	ˈupotrˌɛbʊ
Турци	tˈurt͡sɪ
Највећи	nˈɑjvɛt͡ɕɪ
војни	vˈojnɪ
значаја	znˈat͡ʃɑjɐ
образовање	ˈobrɐzˌovɐɲe
реда	rˈɛdɐ
сукоба	sˈukobɐ
километара	kˈilomˌɛtɑrɐ
лик	lˈik
настаје	nˈastɑje
радника	rˈadnɪkɐ
путу	pˈutʊ
званично	zvˈanɪt͡ʃno
ми	mˈi
последњи	pˈoslɛdɲɪ
производње	prˈoɪzvˌodɲe
водио	vˈodɪo
компаније	kˈompɐnˌɪje
међувремену	mˈɛd͡ʑʊvrˌɛmɛnʊ
остварио	ˈostvɑrˌɪo
разних	rˈaznɪh
југу	jˈuɡʊ
Налази	nˈalɐzɪ
голова	ɡˈolovɐ
добили	dˈobɪlɪ
опет	ˈopɛt
сматрао	smˈatrɐo
финале	fˈinɐlɛ
српска	srpskˈa
Крајем	krˈɑjem
Петар	pˈɛtɑr
имало	ˈimɐlo
немачке	nˈɛmɐt͡ʃkɛ
сателит	sˈatɛlɪt
напустио	nˈapʊstˌɪo
статус	stˈatʊs
овога	ˈovoɡɐ
такмичењима	tˈakmɪt͡ʃˌɛɲɪmɐ
вријеме	vrˈijemɛ
мала	mˈalɐ
мења	mˈɛɲɐ
новим	nˈovɪm
подацима	pˈodɐt͡sˌɪmɐ
центра	t͡sˈɛntrɐ
екипе	ˈɛkɪpɛ
завршава	zˈavrʃɐvɐ
ком	kˈom
сати	sˈatɪ
веза	vˈɛzɐ
Затим	zˈatɪm
овде	ˈovdɛ
начина	nˈat͡ʃɪnɐ
заштите	zˈaʃtɪtɛ
успели	ˈuspɛlɪ
округа	ˈokrʊɡɐ
процеса	prˈot͡sɛsɐ
Само	sˈamo
изборима	ˈizborˌɪmɐ
свога	svˈoɡɐ
служи	slˈuʒɪ
јавности	jˈavnostɪ
изјавио	ˈizjɐvˌɪo
Друга	drˈuɡɐ
Црква	t͡srkvˈa
III	rˈimskotrˈi
нека	nˈɛkɐ
старе	stˈɑrɛ
ови	ˈovɪ
Прво	prvˈo
обали	ˈobɐlɪ
модел	mˈodɛl
површину	pˈovrʃɪnʊ
производњу	prˈoɪzvˌodɲʊ
далеко	dˈalɛko
откривен	ˈotkrɪvɛn
тачке	tˈat͡ʃkɛ
међусобно	mˈɛd͡ʑʊsˌobno
настала	nˈastɐlɐ
информације	ˈinformˌɐt͡sɪje
каријери	kˈɑrɪjˌerɪ
избора	ˈizborɐ
коначно	kˈonɐt͡ʃno
отишао	ˈotɪʃˌɐo
бици	bˈit͡sɪ
кола	kˈolɐ
састав	sˈastɐv
мајке	mˈɑjkɛ
животиња	ʒˈivotˌɪɲɐ
мир	mˈir
Сваки	svˈakɪ
постане	pˈostɐnɛ
Већ	vˈɛt͡ɕ
постали	pˈostɐlɪ
предмета	prˈɛdmɛtɐ
могло	mˈoɡlo
значајан	znˈat͡ʃɑjɐn
победе	pˈobɛdɛ
помоћи	pˈomot͡ɕɪ
осталим	ˈostɐlɪm
послао	pˈoslɐo
њиховим	ɲˈihovɪm
обале	ˈobɐlɛ
Исте	ˈistɛ
одређене	ˈodrɛd͡ʑˌɛnɛ
књигу	kɲˈiɡʊ
већину	vˈɛt͡ɕɪnʊ
прошлости	prˈoʃlostɪ
поп	pˈop
њено	ɲˈeno
Србију	srbˈijʊ
обзира	ˈobzɪrɐ
операције	ˈopɛrˌɐt͡sɪje
оружје	ˈorʊʒje
професор	prˈofɛsor
двоје	dvˈoje
своја	svˈojɐ
листи	lˈistɪ
Било	bˌɪlo
наћи	nˈat͡ɕɪ
оружја	ˈorʊʒjɐ
иде	ˈidɛ
упркос	ˈuprkos
деловима	dˈɛlovˌɪmɐ
попису	pˈopɪsʊ
резултата	rˈɛzʊltˌɐtɐ
књизи	kɲˈizɪ
крви	krvˈi
победу	pˈobɛdʊ
Француске	frˈant͡sʊskɛ
споменика	spˈomɛnˌɪkɐ
држави	drʒˈavɪ
Босне	bˈosnɛ
победио	pˈobɛdˌɪo
чије	t͡ʃˈije
изван	ˈizvɐn
цркву	t͡srkvˈu
воду	vˈodʊ
национални	nˈat͡sɪˌonɐlnɪ
пласман	plˈasmɐn
главна	ɡlˈavnɐ
улога	ˈuloɡɐ
учествовали	ˈut͡ʃɛstvˌovɐlɪ
брод	brˈod
главне	ɡlˈavnɛ
песму	pˈɛsmʊ
одржава	ˈodrʒɐvɐ
случајева	slˈut͡ʃɑjˌevɐ
бродова	brˈodovɐ
последњих	pˈoslɛdɲɪh
бројем	brˈojem
сезона	sˈɛzonɐ
ствара	stvˈɑrɐ
сезону	sˈɛzonʊ
ваздуха	vˈazdʊhɐ
површини	pˈovrʃɪnɪ
покушао	pˈokʊʃˌɐo
сила	sˈilɐ
односа	ˈodnosɐ
земља	zˈɛmʎɐ
Та	tˈa
некада	nˈɛkɐdɐ
km²	kˈəmˌədvˈa
највећа	nˈɑjvɛt͡ɕɐ
послова	pˈoslovɐ
члана	t͡ʃlˈanɐ
филмова	fˈilmovɐ
довело	dˈovɛlo
етапи	ˈɛtɐpɪ
уједно	ˈujedno
тренутно	trˈɛnʊtno
већу	vˈɛt͡ɕʊ
собом	sˈobom
идеја	ˈidejɐ
трке	trkˈɛ
улици	ˈulɪt͡sɪ
највећих	nˈɑjvɛt͡ɕɪh
последње	pˈoslɛdɲe
разлика	rˈazlɪkɐ
серија	sˈɛrɪjɐ
настао	nˈastɐo
немачки	nˈɛmɐt͡ʃkɪ
листа	lˈistɐ
отпор	ˈotpor
Њен	ɲˈen
Турака	tˈurɐkɐ
добар	dˈobɑr
Српска	srpskˈa
примерака	prˈimɛrˌɐkɐ
уопште	ˈuopʃtɛ
партије	pˈɑrtɪje
постепено	pˈostɛpˌɛno
наставља	nˈastɐvljɐ
станица	stˈanɪt͡sɐ
библиотека	bˈiblɪˌotɛkɐ
производи	prˈoɪzvˌodɪ
Село	sˈɛlo
објављена	ˈobjɐvljˌenɐ
тврди	tvrdˈi
Неке	nˈɛkɛ
часова	t͡ʃˈasovɐ
почетак	pˈot͡ʃɛtɐk
речима	rˈɛt͡ʃɪmɐ
предмет	prˈɛdmɛt
Те	tˈɛ
следеће	slˈɛdɛt͡ɕɛ
пораза	pˈorɐzɐ
Русије	rˈusɪje
тип	tˈip
пружа	prˈuʒɐ
ретко	rˈɛtko
Кроз	krˈoz
главног	ɡlˈavnoɡ
Сад	sˈad
великој	vˈɛlɪkoj
Тамо	tˈamo
велико	vˈɛlɪko
закон	zˈakon
ред	rˈɛd
супруга	sˈuprʊɡɐ
главних	ɡlˈavnɪh
дају	dˈɑjʊ
дом	dˈom
одговор	ˈodɡovor
бројним	brˈojnɪm
постојала	pˈostojˌɐlɐ
утицаја	ˈutɪt͡sˌɑjɐ
ћелије	t͡ɕˈɛlɪje
Француској	frˈant͡sʊskoj
објеката	ˈobjekˌɐtɐ
погледу	pˈoɡlɛdʊ
смо	smo
укључују	ˈukʎʊt͡ʃˌʊjʊ
Џон	d͡ʒˈon
одбора	ˈodborɐ
свако	svˈako
игара	ˈiɡɑrɐ
температуре	tˈɛmpɛrˌɐtʊrɛ
покрет	pˈokrɛt
пољу	pˈoʎʊ
расте	rˈastɛ
структуре	strˈuktʊrɛ
функцију	fˈuŋkt͡sɪjʊ
наступа	nˈastʊpɐ
првобитно	prvˈobɪtno
граница	ɡrˈanɪt͡sɐ
користили	kˈorɪstˌɪlɪ
тражи	trˈaʒɪ
компанија	kˈompɐnˌɪjɐ
репрезентације	rˈɛprɛzˌɛntɐt͡sˌɪje
Велика	vˈɛlɪkɐ
дио	dˈio
северу	sˈɛvɛrʊ
јављају	jˈavljɑjʊ
користећи	kˈorɪstˌɛt͡ɕɪ
Марија	mˈɑrɪjɐ
љубави	ʎˈubɐvɪ
Име	ˈimɛ
преузео	prˈɛʊzˌɛo
основана	ˈosnovˌɐnɐ
Прве	prvˈɛ
Сматра	smˈatrɐ
основан	ˈosnovɐn
наредио	nˈɑrɛdˌɪo
бр	bˈərˌə
бавио	bˈavɪo
песма	pˈɛsmɐ
случајевима	slˈut͡ʃɑjˌevɪmɐ
знања	znˈaɲɐ
немају	nˈɛmɑjʊ
суд	sˈud
открива	ˈotkrɪvɐ
екипа	ˈɛkɪpɐ
половине	pˈolovˌɪnɛ
поседује	pˈosɛdˌʊje
тачно	tˈat͡ʃno
треће	trˈɛt͡ɕɛ
половини	pˈolovˌɪnɪ
сасвим	sˈasvɪm
водом	vˈodom
политичких	pˈolɪtˌɪt͡ʃkɪh
стекао	stˈɛkɐo
висина	vˈisɪnɐ
директор	dˈirɛktor
армија	ˈɑrmɪjɐ
народне	nˈɑrodnɛ
њиховом	ɲˈihovom
никад	nˈikɐd
њихову	ɲˈihovʊ
већим	vˈɛt͡ɕɪm
науке	nˈaʊkɛ
бораца	bˈorɐt͡sɐ
правцу	prˈaft͡sʊ
радила	rˈadɪlɐ
гол	ɡˈol
силе	sˈilɛ
Број	brˈoj
трци	trt͡sˈi
успеха	ˈuspɛhɐ
серији	sˈɛrɪjɪ
Хрватске	xrvˈaːtskɛ
вођа	vˈod͡ʑɐ
одлучује	ˈodlʊt͡ʃˌʊje
Често	t͡ʃˈɛsto
показао	pˈokɐzˌɐo
острву	ˈostrvʊ
Милан	mˈilɐn
подаци	pˈodɐt͡sɪ
идеје	ˈideje
лист	lˈist
положаја	pˈoloʒˌɑjɐ
истоку	ˈistokʊ
метода	mˈɛtodɐ
прелази	prˈɛlɐzɪ
средини	srˈɛdɪnɪ
фази	fˈazɪ
избор	ˈizbor
Стога	stˈoɡɐ
успела	ˈuspɛlɐ
Два	dvˈa
остаци	ˈostɐt͡sɪ
њену	ɲˈenʊ
приближно	prˈiblɪʒno
објекта	ˈobjektɐ
музику	mˈuzɪkʊ
одбио	ˈodbɪo
њених	ɲˈenɪh
успева	ˈuspɛvɐ
грађана	ɡrˈad͡ʑɐnɐ
домаћинства	dˈomɐt͡ɕˌɪnstvɐ
друштву	drˈuʃtvʊ
ћелија	t͡ɕˈɛlɪjɐ
службе	slˈuʒbɛ
цео	t͡sˈɛo
описује	ˈopɪsˌʊje
трупе	trˈupɛ
нашао	nˈaʃɐo
средином	srˈɛdɪnom
дође	dˈod͡ʑɛ
модела	mˈodɛlɐ
планина	plˈanɪnɐ
Тиме	tˈimɛ
медаље	mˈɛdɐʎe
местима	mˈɛstɪmɐ
производа	prˈoɪzvˌodɐ
романа	rˈomɐnɐ
изглед	ˈizɡlɛd
издања	ˈizdɐɲɐ
појаве	pˈojɐvɛ
приказује	prˈikɐzˌʊje
разликују	rˈazlɪkˌʊjʊ
Потом	pˈotom
методе	mˈɛtodɛ
победа	pˈobɛdɐ
војници	vˈojnɪt͡sɪ
циљу	t͡sˈiʎʊ
двије	dvˈije
малим	mˈalɪm
завршила	zˈavrʃɪlɐ
првим	prvˈim
средства	srˈɛtstvɐ
Три	trˈi
делове	dˈɛlovɛ
разлике	rˈazlɪkɛ
завршетка	zˈavrʃɛtkɐ
елемената	ˈɛlɛmˌɛnɐtɐ
Уколико	ˈukolˌɪko
означава	ˈoznɐt͡ʃˌɐvɐ
батаљона	bˈatɐʎˌonɐ
писао	pˈisɐo
претходно	prˈɛthodno
главе	ɡlˈavɛ
улице	ˈulɪt͡sɛ
врх	vrh
мањих	mˈaɲɪh
пријатеља	prˈijɐtˌɛʎɐ
стога	stˈoɡɐ
Немачке	nˈɛmɐt͡ʃkɛ
освојили	ˈosvojˌɪlɪ
скуп	skˈup
целе	t͡sˈɛlɛ
остало	ˈostɐlo
прилично	prˈilɪt͡ʃno
камена	kˈamɛnɐ
репрезентацију	rˈɛprɛzˌɛntɐt͡sˌɪjʊ
акције	ˈakt͡sɪje
територију	tˈɛrɪtˌorɪjʊ
постају	pˈostɑjʊ
дрвета	drvˈɛtɐ
поље	pˈoʎe
Поповић	pˈopovɪt͡ɕ
мисли	mˈislɪ
такмичење	tˈakmɪt͡ʃˌɛɲe
бодова	bˈodovɐ
стигао	stˈiɡɐo
год	ɡˈod
уредник	ˈurɛdnɪk
разлог	rˈazloɡ
употреби	ˈupotrˌɛbɪ
власник	vlˈasnɪk
живео	ʒˈivɛo
утицајем	ˈutɪt͡sˌɑjem
војсци	vˈojst͡sɪ
нас	nˈas
извори	ˈizvorɪ
њом	ɲˈom
делимично	dˈɛlɪmˌɪt͡ʃno
птица	ptˈit͡sɐ
распада	rˈaspɐdɐ
устанка	ˈustɐŋkɐ
материјал	mˈatɛrˌɪjɐl
непосредно	nˈɛposrˌɛdno
недеље	nˈɛdɛʎe
пуно	pˈuno
болест	bˈolɛst
једина	jˈedɪnɐ
изворима	ˈizvorˌɪmɐ
притиска	prˈitɪskɐ
резултате	rˈɛzʊltˌɐtɛ
критике	krˈitɪkɛ
Стефан	stˈɛfɐn
карактеристике	kˈɑrɐktˌɛrɪstˌɪkɛ
масе	mˈasɛ
политике	pˈolɪtˌɪkɛ
способности	spˈosobnˌostɪ
заједница	zˈɑjednˌɪt͡sɐ
пласману	plˈasmɐnʊ
појава	pˈojɐvɐ
библиотеке	bˈiblɪˌotɛkɛ
Наиме	nˈaɪmɛ
желео	ʒˈɛlɛo
развија	rˈazvɪjɐ
дуже	dˈuʒɛ
говоре	ɡˈovorɛ
епизоди	ˈɛpɪzˌodɪ
острво	ˈostrvo
мреже	mrˈɛʒɛ
западу	zˈapɐdʊ
Две	dvˈɛ
бива	bˈivɐ
бројних	brˈojnɪh
кренуо	krˈɛnʊo
оснивања	ˈosnɪvˌɐɲɐ
стил	stˈil
видети	vˈidɛtɪ
непријатеља	nˈɛprɪjˌɐtɛʎɐ
Јована	jˈovɐnɐ
епизода	ˈɛpɪzˌodɐ
праве	prˈavɛ
услове	ˈuslovɛ
ти	tˈi
улоге	ˈuloɡɛ
температура	tˈɛmpɛrˌɐtʊrɐ
учесника	ˈut͡ʃɛsnˌɪkɐ
болесника	bˈolɛsnˌɪkɐ
родитељи	rˈodɪtˌɛʎɪ
теорије	tˈɛorˌɪje
садрже	sˈadrʒɛ
вијека	vˈijekɐ
карактера	kˈɑrɐktˌɛrɐ
послове	pˈoslovɛ
високе	vˈisokɛ
бригаде	brˈiɡɐdɛ
км²	kˈəmˌədvˈa
пролази	prˈolɐzɪ
сами	sˈamɪ
роман	rˈomɐn
аутора	ˈaʊtˌorɐ
положају	pˈoloʒˌɑjʊ
Оно	ˈono
оставио	ˈostɐvˌɪo
стари	stˈɑrɪ
аутор	ˈaʊtor
музеја	mˈuzejɐ
Почетком	pˈot͡ʃɛtkom
предност	prˈɛdnost
стр	sˈətˌərˌə
сукоб	sˈukob
пројекат	prˈojekɐt
притисак	prˈitɪsɐk
факултету	fˈakʊltˌɛtʊ
кратко	krˈatko
убијен	ˈubɪjen
савез	sˈavɛz
Свака	svˈakɐ
данашње	dˈanɐʃɲe
дужности	dˈuʒnostɪ
носе	nˈosɛ
Захваљујући	zˈahvɐʎˌʊjʊt͡ɕɪ
државне	drʒˈavnɛ
држи	drʒˈi
снагу	snˈaɡʊ
Између	ˈizmɛd͡ʑʊ
сваку	svˈakʊ
табели	tˈabɛlɪ
гола	ɡˈolɐ
младих	mlˈadɪh
надморске	nˈadmorskɛ
Оне	ˈonɛ
пунолетна	pˈunolˌɛtnɐ
разликује	rˈazlɪkˌʊje
повећава	pˈovɛt͡ɕˌɐvɐ
КПЈ	kˈəpˌəjˌə
писмо	pˈismo
тока	tˈokɐ
дошли	dˈoʃlɪ
дели	dˈɛlɪ
одлука	ˈodlʊkɐ
век	vˈɛk
коришћење	kˈorɪʃt͡ɕˌɛɲe
Астероид	ˈastɛrˌoɪd
заиста	zˈaɪstɐ
одбрану	ˈodbrɐnʊ
такав	tˈakɐv
језеро	jˈezɛro
количине	kˈolɪt͡ʃˌɪnɛ
одговара	ˈodɡovˌɑrɐ
прешао	prˈɛʃɐo
стварање	stvˈɑrɐɲe
Краљ	krˈaʎ
двадесет	dvˈadɛsɛt
изграђена	ˈizɡrɐd͡ʑˌɛnɐ
затвора	zˈatvorɐ
употребе	ˈupotrˌɛbɛ
одлуке	ˈodlʊkɛ
Том	tˈom
имену	ˈimɛnʊ
храм	xrˈam
Српски	srpskˈi
дисциплина	dˈist͡sɪplˌɪnɐ
претежно	prˈɛtɛʒno
нико	nˈiko
образовања	ˈobrɐzˌovɐɲɐ
одељења	ˈodɛʎˌeɲɐ
звезда	zvˈɛzdɐ
корист	kˈorɪst
мере	mˈɛrɛ
споменик	spˈomɛnɪk
командант	kˈomɐndɐnt
рођена	rˈod͡ʑɛnɐ
титуле	tˈitʊlɛ
Заједно	zˈɑjedno
доноси	dˈonosɪ
приказан	prˈikɐzɐn
Савеза	sˈavɛzɐ
руку	rˈukʊ
познате	pˈoznɐtɛ
теорија	tˈɛorˌɪjɐ
убио	ˈubɪo
важан	vˈaʒɐn
земљишта	zˈɛmʎɪʃtɐ
издање	ˈizdɐɲe
кретања	krˈɛtɐɲɐ
најпре	nˈɑjprɛ
показују	pˈokɐzˌʊjʊ
родитеља	rˈodɪtˌɛʎɐ
ушао	ˈuʃɐo
дивизија	dˈivɪzˌɪjɐ
карактер	kˈɑrɐktɛr
музеј	mˈuzej
нам	nˈam
поставио	pˈostɐvˌɪo
првенствено	prvˈɛnstvɛno
врсту	vrstˈu
маса	mˈasɐ
народу	nˈɑrodʊ
Приликом	prˈilɪkom
Универзитета	ˈunɪvˌɛrzɪtˌɛtɐ
основао	ˈosnovˌɐo
морали	mˈorɐlɪ
европских	ˈɛvropskɪh
млади	mlˈadɪ
учествује	ˈut͡ʃɛstvˌʊje
терену	tˈɛrɛnʊ
високо	vˈisoko
износила	ˈiznosˌɪlɐ
информација	ˈinformˌɐt͡sɪjɐ
светски	svˈɛtskɪ
операција	ˈopɛrˌɐt͡sɪjɐ
проблеме	prˈoblɛmɛ
израз	ˈizrɐz
клубова	klˈubovɐ
количина	kˈolɪt͡ʃˌɪnɐ
ниједну	nˈijednʊ
уметност	ˈumɛtnost
околини	ˈokolˌɪnɪ
Немачкој	nˈɛmɐt͡ʃkoj
Александра	ˈalɛksˌɐndrɐ
долазе	dˈolɐzɛ
одређени	ˈodrɛd͡ʑˌɛnɪ
уметника	ˈumɛtnˌɪkɐ
Велике	vˈɛlɪkɛ
догађај	dˈoɡɐd͡ʑɑj
лице	lˈit͡sɛ
превише	prˈɛvɪʃɛ
учитељ	ˈut͡ʃɪtɛʎ
лоше	lˈoʃɛ
француски	frˈant͡sʊskɪ
брода	brˈodɐ
карактеристика	kˈɑrɐktˌɛrɪstˌɪkɐ
комитета	kˈomɪtˌɛtɐ
појавио	pˈojɐvˌɪo
будући	bˈudʊt͡ɕɪ
симбол	sˈimbol
чин	t͡ʃˈin
цм	t͡sˈəmˌə
животиње	ʒˈivotˌɪɲe
направио	nˈaprɐvˌɪo
шуме	ʃˈumɛ
политику	pˈolɪtˌɪkʊ
решење	rˈɛʃɛɲe
сата	sˈatɐ
слободу	slˈobodʊ
тона	tˈonɐ
суда	sˈudɐ
термин	tˈɛrmɪn
канала	kˈanɐlɐ
позоришта	pˈozorˌɪʃtɐ
Радио	rˈadɪo
игру	ˈiɡrʊ
полиције	pˈolɪt͡sˌɪje
Његово	ɲˈeɡovo
Имао	ˈimɐo
биће	bˈit͡ɕɛ
гласова	ɡlˈasovɐ
радови	rˈadovɪ
факултета	fˈakʊltˌɛtɐ
кнеза	knˈɛzɐ
објекат	ˈobjekɐt
основи	ˈosnovɪ
скупштине	skˈupʃtɪnɛ
отворена	ˈotvorˌɛnɐ
текст	tˈɛkst
одлуку	ˈodlʊkʊ
основна	ˈosnovnɐ
остатак	ˈostɐtɐk
учествују	ˈut͡ʃɛstvˌʊjʊ
Група	ɡrˈupɐ
малих	mˈalɪh
такмичењу	tˈakmɪt͡ʃˌɛɲʊ
стоји	stˈojɪ
структура	strˈuktʊrɐ
њихови	ɲˈihovɪ
Марко	mˈɑrko
дворани	dvˈorɐnɪ
подразумева	pˈodrɐzˌʊmɛvɐ
улази	ˈulɐzɪ
Америци	ˈamɛrˌɪt͡sɪ
мања	mˈaɲɐ
постало	pˈostɐlo
почело	pˈot͡ʃɛlo
сестре	sˈɛstrɛ
територија	tˈɛrɪtˌorɪjɐ
способност	spˈosobnost
Херцеговине	xˈɛrt͡sɛɡˌovɪnɛ
верзије	vˈɛrzɪje
предузећа	prˈɛdʊzˌɛt͡ɕɐ
једноставно	jˈednostˌɐvno
Петра	pˈɛtrɐ
борбама	bˈorbɐmɐ
владара	vlˈadɑrɐ
изградњу	ˈizɡrɐdɲʊ
истраживање	ˈistrɐʒˌɪvɐɲe
највеће	nˈɑjvɛt͡ɕɛ
Њена	ɲˈenɐ
престо	prˈɛsto
висок	vˈisok
Сан	sˈan
убије	ˈubɪje
морала	mˈorɐlɐ
постојање	pˈostojˌɐɲe
следећи	slˈɛdɛt͡ɕɪ
улица	ˈulɪt͡sɐ
чинили	t͡ʃˈinɪlɪ
Италији	ˈitɐlˌɪjɪ
доћи	dˈot͡ɕɪ
ново	nˈovo
пао	pˈao
рода	rˈodɐ
стилу	stˈilʊ
учешће	ˈut͡ʃɛʃt͡ɕɛ
Нова	nˈovɐ
главу	ɡlˈavʊ
националног	nˈat͡sɪˌonɐlnoɡ
слично	slˈit͡ʃno
удружења	ˈudrʊʒˌɛɲɐ
завршетку	zˈavrʃɛtkʊ
неком	nˈɛkom
постојања	pˈostojˌɐɲɐ
станице	stˈanɪt͡sɛ
утиче	ˈutɪt͡ʃɛ
излази	ˈizlɐzɪ
тешке	tˈɛʃkɛ
Албум	ˈalbʊm
немачких	nˈɛmɐt͡ʃkɪh
новом	nˈovom
потребна	pˈotrɛbnɐ
храма	xrˈamɐ
породицу	pˈorodˌɪt͡sʊ
Тренутно	trˈɛnʊtno
активност	ˈaktɪvnost
погинуо	pˈoɡɪnˌʊo
понашања	pˈonɐʃˌɐɲɐ
седиште	sˈɛdɪʃtɛ
већином	vˈɛt͡ɕɪnom
енглески	ˈɛŋɡlɛskɪ
повратку	pˈovrɐtkʊ
технике	tˈɛhnɪkɛ
њеним	ɲˈenɪm
већег	vˈɛt͡ɕɛɡ
став	stˈav
килограма	kˈiloɡrˌɐmɐ
понашање	pˈonɐʃˌɐɲe
савеза	sˈavɛzɐ
брак	brˈak
Сада	sˈadɐ
градовима	ɡrˈadovˌɪmɐ
част	t͡ʃˈast
крећу	krˈɛt͡ɕʊ
почињу	pˈot͡ʃɪɲʊ
лежи	lˈɛʒɪ
областима	ˈoblɐstˌɪmɐ
податке	pˈodɐtkɛ
терена	tˈɛrɛnɐ
Ниш	nˈiʃ
Чак	t͡ʃˈak
културу	kˈultʊrʊ
самим	sˈamɪm
брака	brˈakɐ
генерације	ɡˈɛnɛrˌɐt͡sɪje
старог	stˈɑroɡ
америчких	ˈamɛrˌɪt͡ʃkɪh
одвија	ˈodvɪjɐ
помаже	pˈomɐʒɛ
тражио	trˈaʒɪo
Јовановић	jˈovɐnˌovɪt͡ɕ
Нишу	nˈiʃʊ
неку	nˈɛkʊ
иностранству	ˈinostrˌɐnstvʊ
светлости	svˈɛtlostɪ
светском	svˈɛtskom
Умро	ˈumro
допринос	dˈoprɪnos
рукама	rˈukɐmɐ
турнира	tˈurnɪrɐ
живели	ʒˈivɛlɪ
смањује	smˈaɲʊje
трку	trkˈu
услова	ˈuslovɐ
жену	ʒˈɛnʊ
средстава	srˈɛtstɐvɐ
тачка	tˈat͡ʃkɐ
фазе	fˈazɛ
верује	vˈɛrʊje
култура	kˈultʊrɐ
Сам	sɐm
посебан	pˈosɛbɐn
саме	sˈamɛ
српским	srpskˈim
ТВ	tˈəvˌə
добије	dˈobɪje
причу	prˈit͡ʃʊ
проглашен	prˈoɡlɐʃɛn
царство	t͡sˈɑrstvo
cm	t͡sˈəmˌə
Свети	svˈɛtɪ
Француска	frˈant͡sʊskɐ
конкуренцији	kˈoŋkʊrˌɛnt͡sɪjɪ
локалне	lˈokɐlnɛ
трајала	trˈɑjɐlɐ
часопис	t͡ʃˈasopɪs
Влада	vlˈadɐ
потреба	pˈotrɛbɐ
указује	ˈukɐzˌʊje
прије	prˈije
сматрали	smˈatrɐlɪ
циљем	t͡sˈiʎem
акција	ˈakt͡sɪjɐ
генерала	ɡˈɛnɛrˌɐlɐ
ток	tˈok
чува	t͡ʃˈuvɐ
Југославији	jˈuɡoslˌɐvɪjɪ
рано	rˈano
писац	pˈisɐt͡s
мотор	mˈotor
повремено	pˈovrɛmˌɛno
популације	pˈopʊlˌɐt͡sɪje
предлог	prˈɛdloɡ
тренер	trˈɛnɛr
целог	t͡sˈɛloɡ
брзине	brzˈinɛ
официра	ˈofɪt͡sˌɪrɐ
професора	prˈofɛsˌorɐ
старих	stˈɑrɪh
Овде	ˈovdɛ
четврти	t͡ʃˈɛtvrtɪ
Тур	tˈur
баш	bˈaʃ
лично	lˈit͡ʃno
напао	nˈapɐo
јавно	jˈavno
већине	vˈɛt͡ɕɪnɛ
наводно	nˈavodno
производе	prˈoɪzvˌodɛ
Више	vˈiʃɛ
Отац	ˈotɐt͡s
природи	prˈirodɪ
Италије	ˈitɐlˌɪje
већих	vˈɛt͡ɕɪh
Иван	ˈivɐn
свакој	svˈakoj
династије	dˈinɐstˌɪje
добра	dˈobrɐ
спада	spˈadɐ
становници	stˈanovnˌɪt͡sɪ
Босни	bˈosnɪ
Гори	ɡˈorɪ
Новог	nˈovoɡ
Паризу	pˈɑrɪzʊ
парк	pˈɑrk
развио	rˈazvɪo
реду	rˈɛdʊ
војних	vˈojnɪh
the	thˈɛ
различита	rˈazlɪt͡ʃˌɪtɐ
ја	jˈaː
добијају	dˈobɪjˌɑjʊ
играју	ˈiɡrɑjʊ
иначе	ˈinɐt͡ʃɛ
настави	nˈastɐvɪ
отпора	ˈotporɐ
појединих	pˈojedˌɪnɪh
редовно	rˈɛdovno
брзина	brzˈinɐ
помогне	pˈomoɡnɛ
парка	pˈɑrkɐ
решења	rˈɛʃɛɲɐ
ере	ˈɛrɛ
служио	slˈuʒɪo
националне	nˈat͡sɪˌonɐlnɛ
Истовремено	ˈistovrˌɛmɛno
