--nya	--ɲa
awut	awut
awét	awet
ayah	ajah
ayahanda	ajahanda
ayahmu	ajahmu
ayahnya	ajahɲa
ayak	ajaʔ
ayakan	ajakan
ayal	ajal
ayam	ajam
ayam.	ajam.
ayamnya	ajamɲa
ayan	ajan
ayanda	ajanda
ayang	ajaŋ
ayap	ajap
ayapan	ajapan
ayar	ajar
ayat	ajat
ayem	ajəm
ayo	ajo
ayom	ajom
ayu	aju
ayuh	ajuh
ayuhai	ajuhai
ayum	ajum
ayuman	ajuman
ayun	ajun
ayunan	ajunan
ayunda	ajunda
ayut	ajut
ayutan	ajutan
azab	azab
azal	azal
azali	azali
azam	azam
azan	azan
azerbaijan	azərbaidʒan
azha	azha
azhar	azhar
azimat	azimat
azimut	azimut
azirah	azirah
aziz	aziz
azmat	azmat
aérasi	aerasi
aérob	aerob
aérobatik	aerobatiʔ
aérobik	aerobiʔ
aérodinamika	aerodinamika
aérogram	aerogram
aérologi	aerologi
aéromovél	aeromovel
aérométer	aerometər
aéronautik	aeronautiʔ
aéronautika	aeronautika
aéroskop	aeroskop
aérosol	aerosol
aérostatika	aerostatika
a’bah	aʔbah
a’du	aʔdu
a’had	aʔhad
ba	ba
baal	baʔal
bab	bab
baba	baba
babad	babad
babak	babaʔ
babakan	babakan
baban	baban
babang	babaŋ
babar	babar
babaran	babaran
babas	babas
babat	babat
babatan	babatan
babi	babi
babil	babil
babit	babit
bablas	bablas
babon	babon
babu	babu
babun	babun
babur	babur
babut	babut
babé	babe
baca	batʃa
bacaan	batʃaʔan
bacah	batʃah
bacak	batʃaʔ
bacang	batʃaŋ
bacar	batʃar
bacek	batʃəʔ
bacem	batʃəm
baceman	batʃəman
bacik	batʃiʔ
bacin	batʃin
bacok	batʃoʔ
bacokan	batʃokan
bacot	batʃot
bacul	batʃul
bacut	batʃut
bad	bad
bada	bada
badai	badai
badak	badaʔ
badal	badal
badam	badam
badan	badan
badang	badaŋ
badannya	badanɲa
badar	badar
badari	badari
badau	badau
badi	badi
badik	badiʔ
badminton	badminton
badong	badoŋ
baduk	baduʔ
badung	baduŋ
badur	badur
badut	badut
baduyut	badujut
badé	bade
bafta	bafta
bagai	bagai
bagaikan	bagaikan
bagaimana	bagaimana
bagaimanapun	bagaimanapun
bagak	bagaʔ
bagal	bagal
bagan	bagan
bagang	bagaŋ
bagar	bagar
bagas	bagas
bagasi	bagasi
bagat	bagat
bagau	bagau
bagi	bagi
bagian	bagian
bagimu	bagimu
baginda	baginda
baginya	bagiɲa
bagong	bagoŋ
bagor	bagor
baguk	baguʔ
bagul	bagul
bagur	bagur
bagus	bagus
bagus.	bagus.
bagusan	bagusan
bagusnya	bagusɲa
bagéa	bagea
bah	bah
bahadur	bahadur
bahaduri	bahaduri
bahagi	bahagi
bahagia	bahagia
bahagian	bahagian
bahak	bahaʔ
bahala	bahala
baham	baham
bahan	bahan
bahana	bahana
bahang	bahaŋ
bahannya	bahanɲa
bahar	bahar
bahara	bahara
bahari	bahari
bahariwan	bahariwan
baharu	baharu
bahas	bahas
bahasa	bahasa
bahasan	bahasan
bahasawan	bahasawan
bahawa	bahawa
bahaya	bahaja
baheula	bahəula
bahimiah	bahimiah
bahkan	bahkan
bahrulhayat	bahrulhajat
bahtera	bahtəra
bahu	bahu
bahuku	bahuku
bahunya	bahuɲa
bahwa	bahwa
bahwasanya	bahwasaɲa
bahénol	bahenol
baiat	baiat
baid	baid
baiduri	baiduri
baik	baiʔ
baikan	baikan
baiklah	baiʔlah
baiknya	baiʔɲa
bain	bain
bainah	bainah
bait	bait
baja	badʒa
baja.	badʒa.
bajaj	badʒadʒ
bajak	badʒaʔ
bajakan	badʒakan
bajan	badʒan
bajang	badʒaŋ
bajau	badʒau
baji	badʒi
bajigur	badʒigur
bajik	badʒiʔ
bajing	badʒiŋ
bajingan	badʒiŋan
baju	badʒu
bajuku	badʒuku
bajul	badʒul
bajumu	badʒumu
bajunya	badʒuɲa
bak	baʔ
baka	baka
bakak	bakaʔ
bakal	bakal
bakalan	bakalan
bakalauréat	bakalaureat
bakam	bakam
bakap	bakap
bakar	bakar
bakaran	bakaran
bakarat	bakarat
bakat	bakat
bakau	bakau
bakda	baʔda
bakdahu	baʔdahu
bakdu	baʔdu
bakdul	baʔdul
bakelit	bakəlit
bakhil	baʔhil
baki	baki
bakiak	bakiaʔ
bakik	bakiʔ
bakir	bakir
bakmi	baʔmi
bako	bako
bakpao	baʔpao
bakpia	baʔpia
baksi	baʔsi
baksis	baʔsis
bakso	baʔso
baktau	baʔtau
bakti	baʔti
baktinya	baʔtiɲa
baktéri	baʔteri
baktériolog	baʔteriolog
baktériologi	baʔteriologi
baku	baku
bakul	bakul
bakung	bakuŋ
bakup	bakup
bakut	bakut
bakwan	baʔwan
bakéro	bakero
bal	bal
bala	bala
balabad	balabad
balad	balad
balada	balada
balah	balah
balai	balai
balairung	balairuŋ
balak	balaʔ
balalaika	balalaika
balam	balam
balan	balan
balang	balaŋ
balans	balans
balap	balap
balapan	balapan
balar	balar
balas	balas
balasan	balasan
balatentara	balatəntara
balau	balau
balgam	balgam
bali	bali
balian	balian
balig	balig
baliho	baliho
balik	baliʔ
balikan	balikan
balikkan	baliʔkan
baling	baliŋ
balistik	balistiʔ
balkon	balkon
balok	baloʔ
balon	balon
balong	baloŋ
balot	balot
balsam	balsam
balu	balu
baluh	baluh
baluhan	baluhan
balui	balui
baluk	baluʔ
balun	balun
balung	baluŋ
balur	balur
baluran	baluran
balut	balut
balutan	balutan
baléla	balela
balérina	balerina
balérong	baleroŋ
balét	balet
bam	bam
bambang	bambaŋ
bambu	bambu
bambung	bambuŋ
bambungan	bambuŋan
ban	ban
bana	bana
banal	banal
banang	banaŋ
banar	banar
banat	banat
bancakan	bantʃakan
bancang	bantʃaŋ
bancar	bantʃar
banci	bantʃi
bancik	bantʃiʔ
bancuh	bantʃuh
bancuhan	bantʃuhan
bancut	bantʃut
bancét	bantʃet
banda	banda
bandan	bandan
bandang	bandaŋ
bandar	bandar
bandara	bandara
bandaran	bandaran
bandarsah	bandarsah
bandel	bandəl
bandela	bandəla
bandeng	bandəŋ
bandering	bandəriŋ
banderol	bandərol
banding	bandiŋ
bandingan	bandiŋan
bandit	bandit
banditisme	banditismə
bando	bando
bandongan	bandoŋan
bandos	bandos
bandot	bandot
bandrék	bandreʔ
bandu	bandu
bandul	bandul
bandulan	bandulan
bandung	banduŋ
bandusa	bandusa
bandut	bandut
bandéa	bandea
bang	baŋ
bangai	baŋai
bangan	baŋan
bangang	baŋaŋ
bangar	baŋar
bangas	baŋas
bangat	baŋat
bangau	baŋau
bangbung	baŋbuŋ
banget	baŋət
bangga	baŋga
bangi	baŋi
bangir	baŋir
bangka	baŋka
bangkai	baŋkai
bangkal	baŋkal
bangkang	baŋkaŋ
bangkar	baŋkar
bangkas	baŋkas
bangking	baŋkiŋ
bangkir	baŋkir
bangkis	baŋkis
bangkit	baŋkit
bangkitan	baŋkitan
bangkok	baŋkoʔ
bangkong	baŋkoŋ
bangkot	baŋkot
bangkotan	baŋkotan
bangkrut	baŋʔrut
bangku	baŋku
bangkut	baŋkut
bangkéh	baŋkeh
bangkét	baŋket
banglas	baŋlas
banglo	baŋlo
banglé	baŋle
bango	baŋo
bangor	baŋor
bangpak	baŋpaʔ
bangsa	baŋsa
bangsai	baŋsai
bangsal	baŋsal
bangsanya	baŋsaɲa
bangsat	baŋsat
bangsawan	baŋsawan
bangsi	baŋsi
bangun	baŋun
bangun.	baŋun.
bangunan	baŋunan
bangunkan	baŋunkan
bangus	baŋus
bani	bani
baning	baniŋ
banir	banir
banjang	bandʒaŋ
banjar	bandʒar
banjaran	bandʒaran
banji	bandʒi
banjir	bandʒir
banjur	bandʒur
bank	banʔ
bankir	bankir
bantah	bantah
bantahan	bantahan
bantai	bantai
bantaian	bantaian
bantal	bantal
bantalan	bantalan
bantam	bantam
bantar	bantar
bantaran	bantaran
bantat	bantat
bantau	bantau
banteng	bantəŋ
banter	bantər
banteras	bantəras
banting	bantiŋ
bantingan	bantiŋan
bantu	bantu
bantuan	bantuan
bantun	bantun
bantunya	bantuɲa
bantut	bantut
banténg	banteŋ
banyak	baɲaʔ
banyakan	baɲakan
banyaknya	baɲaʔɲa
banyo	baɲo
banyol	baɲol
banyolan	baɲolan
banyu	baɲu
banzai	banzai
bap	bap
bapa	bapa
bapak	bapaʔ
bapakisme	bapakismə
bapaknya	bapaʔɲa
bapanda	bapanda
bapang	bapaŋ
baplang	baplaŋ
baptis	baptis
baptisan	baptisan
bapét	bapet
bar	bar
bara	bara
baraat	baraʔat
barah	barah
barai	barai
barak	baraʔ
barakat	barakat
barakatuh	barakatuh
baran	baran
barang	baraŋ
barangan	baraŋan
barangkali	baraŋkali
barangnya	baraŋɲa
barap	barap
barat	barat
barau	barau
barbar	barbar
barbarisme	barbarismə
barbiturat	barbiturat
barbur	barbur
barbél	barbel
bardi	bardi
barel	barəl
bareng	barəŋ
bari	bari
barid	barid
barikade	barikadə
baring	bariŋ
baringan	bariŋan
baris	baris
barisan	barisan
barit	barit
bariton	bariton
barium	barium
barkas	barkas
barli	barli
barok	baroʔ
barométer	barometər
baron	baron
barong	baroŋ
barongan	baroŋan
barongsai	baroŋsai
barracuda	barratʃuda
barso	barso
barter	bartər
baru	baru
barua	barua
baruh	baruh
barulah	barulah
barung	baruŋ
barunya	baruɲa
barus	barus
barusan	barusan
barut	barut
barzakh	barzaʔh
barzanji	barzandʒi
barét	baret
bas	bas
basa	basa
basah	basah
basahan	basahan
basal	basal
basau	basau
basi	basi
basikal	basikal
basil	basil
basilika	basilika
basir	basir
basis	basis
basit	basit
baskara	baskara
baskom	baskom
baskét	basket
basmi	basmi
bastar	bastar
basuh	basuh
basuhan	basuhan
basung	basuŋ
basungan	basuŋan
basut	basut
bata	bata
bataan	bataʔan
batagor	batagor
batai	batai
batak	bataʔ
batako	batako
batal	batal
batalion	batalion
batang	bataŋ
batangan	bataŋan
batangnya	bataŋɲa
batara	batara
batari	batari
batas	batas
batasan	batasan
batasnya	batasɲa
baterai	batərai
bati	bati
batih	batih
batik	batiʔ
batikan	batikan
batil	batil
batin	batin
batiniah	batiniah
batinnya	batinɲa
batis	batis
batok	batoʔ
batu	batu
batuan	batuan
batuk	batuʔ
batung	batuŋ
batunya	batuɲa
batél	batel
bau	bau
bauk	bauʔ
bauksit	bauʔsit
baun	baun
baung	bauŋ
baunya	bauɲa
baur	baur
bauran	bauran
baureksa	baurəʔsa
bausastra	bausastra
bausuku	bausuku
baut	baut
bawa	bawa
bawaan	bawaʔan
bawab	bawab
bawah	bawah
bawahan	bawahan
bawahannya	bawahanɲa
bawak	bawaʔ
bawakan	bawakan
bawal	bawal
bawang	bawaŋ
bawasir	bawasir
bawat	bawat
bawon	bawon
bawél	bawel
baya	baja
bayak	bajaʔ
bayam	bajam
bayan	bajan
bayang	bajaŋ
bayangan	bajaŋan
bayar	bajar
bayaran	bajaran
bayas	bajas
bayata	bajata
bayati	bajati
bayi	baji
bayinya	bajiɲa
bayonét	bajonet
bayu	baju
bayuan	bajuan
bayuh	bajuh
bayung	bajuŋ
bayur	bajur
bazar	bazar
bazoka	bazoka
ba’	baʔ
ba’da	baʔda
be	bə
bebal	bəbal
beban	bəban
bebandos	bəbandos
bebang	bəbaŋ
bebar	bəbar
bebat	bəbat
bebe	bəbə
bebel	bəbəl
bebenah	bəbənah
beber	bəbər
beberapa	bəbərapa
bebesaran	bəbəsaran
bebodoran	bəbodoran
bebola	bəbola
bebotoh	bəbotoh
bebuahan	bəbuahan
bebuyutan	bəbujutan
becak	bətʃaʔ
becermin	bətʃərmin
becuk	bətʃuʔ
becus	bətʃus
bedah	bədah
bedak	bədaʔ
bedal	bədal
bedama	bədama
bedaru	bədaru
bedaya	bədaja
bedebah	bədəbah
bedegap	bədəgap
bedegong	bədəgoŋ
bederma	bədərma
bedil	bədil
bedilan	bədilan
bedinde	bədində
bedol	bədol
bedolan	bədolan
bedudak	bədudaʔ
beduk	bəduʔ
bedukang	bədukaŋ
bedung	bəduŋ
bedungan	bəduŋan
bedél	bədel
begadang	bəgadaŋ
begah	bəgah
begana	bəgana
begap	bəgap
begar	bəgar
begawan	bəgawan
begini	bəgini
beginian	bəginian
beginilah	bəginilah
begitu	bəgitu
begituan	bəgituan
begitulah	bəgitulah
begu	bəgu
beguk	bəguʔ
begundal	bəgundal
behandel	bəhandəl
bejana	bədʒana
bejat	bədʒat
bek	bəʔ
bekah	bəkah
bekakak	bəkakaʔ
bekakas	bəkakas
bekal	bəkal
bekalan	bəkalan
bekam	bəkam
bekantan	bəkantan
bekap	bəkap
bekas	bəkas
bekat	bəkat
bekatul	bəkatul
bekel	bəkəl
bekerdom	bəkərdom
bekerja	bəkərdʒa
bekerjalah	bəkərdʒalah
bekerjasama	bəkərdʒasama
bekerlapan	bəkərlapan
bekerlip	bəkərlip
bekernyut	bəkərɲut
bekertak	bəkərtaʔ
bekicot	bəkitʃot
bekil	bəkil
bekisar	bəkisar
bekléding	bəʔlediŋ
beksan	bəʔsan
beku	bəku
bekuan	bəkuan
bekuk	bəkuʔ
bekuku	bəkuku
bekél	bəkel
bekén	bəken
bela	bəla
belaan	bəlaʔan
belabas	bəlabas
belacak	bəlatʃaʔ
belacan	bəlatʃan
belacu	bəlatʃu
beladau	bəladau
beladu	bəladu
belah	bəlah
belahak	bəlahaʔ
belahan	bəlahan
belai	bəlai
belaian	bəlaian
belajar	bəladʒar
belajarnya	bəladʒarɲa
belak	bəlaʔ
belaka	bəlaka
belakang	bəlakaŋ
belakangan	bəlakaŋan
belakangnya	bəlakaŋɲa
belalah	bəlalah
belalai	bəlalai
belalak	bəlalaʔ
belalakan	bəlalakan
belalang	bəlalaŋ
belam	bəlam
belambang	bəlambaŋ
belan	bəlan
belanak	bəlanaʔ
belanda	bəlanda
belandang	bəlandaŋ
belandar	bəlandar
belandong	bəlandoŋ
belandongan	bəlandoŋan
belandung	bəlanduŋ
belang	bəlaŋ
belanga	bəlaŋa
belangah	bəlaŋah
belangir	bəlaŋir
belangkas	bəlaŋkas
belangkin	bəlaŋkin
belanja	bəlandʒa
belanjaan	bəlandʒaʔan
belanjawan	bəlandʒawan
belantan	bəlantan
belantara	bəlantara
belantik	bəlantiʔ
belantika	bəlantika
belar	bəlar
belarak	bəlaraʔ
belas	bəlas
belasah	bəlasah
belasan	bəlasan
belasting	bəlastiŋ
belasut	bəlasut
belat	bəlat
belati	bəlati
belatik	bəlatiʔ
belatuk	bəlatuʔ
belatung	bəlatuŋ
belau	bəlau
belawan	bəlawan
belayar	bəlajar
belebas	bələbas
belebat	bələbat
beleda	bələda
beledi	bələdi
beledu	bələdu
belekok	bələkoʔ
belekék	bələkeʔ
belembang	bələmbaŋ
belendung	bələnduŋ
belenggu	bələŋgu
belenting	bələntiŋ
belentung	bələntuŋ
beli	bəli
belia	bəlia
beliak	bəliaʔ
belian	bəlian
beliau	bəliau
belibas	bəlibas
belibat	bəlibat
belibis	bəlibis
belida	bəlida
beligat	bəligat
beligo	bəligo
belik	bəliʔ
belikan	bəlikan
belikat	bəlikat
beliku	bəliku
belilah	bəlilah
belimbing	bəlimbiŋ
belimbingan	bəlimbiŋan
belincong	bəlintʃoŋ
beling	bəliŋ
belingkang	bəliŋkaŋ
belingsat	bəliŋsat
belingsatan	bəliŋsatan
belingut	bəliŋut
belinjo	bəlindʒo
belintang	bəlintaŋ
belis	bəlis
belit	bəlit
belitung	bəlituŋ
beliung	bəliuŋ
beliut	bəliut
belo	bəlo
belobor	bəlobor
belodok	bəlodoʔ
belok	bəloʔ
belokok	bəlokoʔ
belolang	bəlolaŋ
belolok	bəloloʔ
belon	bəlon
belonggok	bəloŋgoʔ
belongkang	bəloŋkaŋ
belongkéng	bəloŋkeŋ
belongsong	bəloŋsoŋ
belontang	bəlontaŋ
beloon	bəloʔon
belo’on	bəloʔon
belu	bəlu
beluam	bəluam
beluas	bəluas
belubu	bəlubu
belubur	bəlubur
beludak	bəludaʔ
beludar	bəludar
beluk	bəluʔ
belukar	bəlukar
beluku	bəluku
belukut	bəlukut
belulang	bəlulaŋ
beluluk	bəluluʔ
belum	bəlum
belum.	bəlum.
belungkang	bəluŋkaŋ
belungkur	bəluŋkur
belungsing	bəluŋsiŋ
belunjur	bəlundʒur
beluntas	bəluntas
belur	bəlur
beluru	bəluru
belus	bəlus
belut	bəlut
beluwek	bəluwəʔ
belédang	bəledaŋ
beléid	bəleid
belék	bəleʔ
belékan	bəlekan
belél	bəlel
belélang	bəlelaŋ
beléncong	bəlentʃoŋ
beléngkok	bəleŋkoʔ
beléngkokan	bəleŋkokan
beléngkong	bəleŋkoŋ
beléngkét	bəleŋket
beléngsét	bəleŋset
beléra	bəlera
belérang	bəleraŋ
belérong	bəleroŋ
belétér	bəleter
bembam	bəmbam
bemban	bəmban
bembarap	bəmbarap
bemo	bəmo
bena	bəna
benah	bənah
benak	bənaʔ
benakku	bənaʔku
benaknya	bənaʔɲa
benalu	bənalu
benam	bənam
benaman	bənaman
benang	bənaŋ
benar	bənar
benara	bənara
benaran	bənaran
benatu	bənatu
bencah	bəntʃah
bencana	bəntʃana
bencat	bəntʃat
benci	bəntʃi
benda	bənda
bendahara	bəndahara
bendaharawan	bəndaharawan
bendahari	bəndahari
bendang	bəndaŋ
bendanya	bəndaɲa
bendari	bəndari
bendawi	bəndawi
benderang	bəndəraŋ
benderung	bəndəruŋ
bendir	bəndir
bendo	bəndo
bendoro	bəndoro
benduan	bənduan
bendul	bəndul
bendung	bənduŋ
bendungan	bənduŋan
bendé	bənde
bendéra	bəndera
bendésa	bəndesa
bengah	bəŋah
bengal	bəŋal
bengang	bəŋaŋ
bengap	bəŋap
bengawan	bəŋawan
bengep	bəŋəp
benggal	bəŋgal
benggala	bəŋgala
benggil	bəŋgil
bengik	bəŋiʔ
bengis	bəŋis
bengkah	bəŋkah
bengkahan	bəŋkahan
bengkak	bəŋkaʔ
bengkal	bəŋkal
bengkalai	bəŋkalai
bengkang	bəŋkaŋ
bengkar	bəŋkar
bengkarak	bəŋkaraʔ
bengkaras	bəŋkaras
bengkarung	bəŋkaruŋ
bengkatak	bəŋkataʔ
bengkawan	bəŋkawan
bengkawang	bəŋkawaŋ
bengkayang	bəŋkajaŋ
bengkelai	bəŋkəlai
bengkil	bəŋkil
bengkok	bəŋkoʔ
bengkos	bəŋkos
bengku	bəŋku
bengkuang	bəŋkuaŋ
bengkunang	bəŋkunaŋ
bengkung	bəŋkuŋ
bengoh	bəŋoh
bengok	bəŋoʔ
bengong	bəŋoŋ
bengu	bəŋu
benguk	bəŋuʔ
bengul	bəŋul
bengung	bəŋuŋ
bengék	bəŋeʔ
benian	bənian
benih	bənih
bening	bəniŋ
benitan	bənitan
benjut	bəndʒut
benta	bənta
bentak	bəntaʔ
bentakan	bəntakan
bentala	bəntala
bentan	bəntan
bentang	bəntaŋ
bentangan	bəntaŋan
bentangur	bəntaŋur
bentar	bəntar
bentara	bəntara
bentaus	bəntaus
bentik	bəntiʔ
bentok	bəntoʔ
bentong	bəntoŋ
bentos	bəntos
bentrok	bəntroʔ
bentrokan	bəntrokan
bentuk	bəntuʔ
bentukan	bəntukan
bentul	bəntul
bentulu	bəntulu
bentur	bəntur
benturan	bənturan
benturung	bənturuŋ
bentus	bəntus
bentét	bəntet
benua	bənua
benuang	bənuaŋ
benum	bənum
benuman	bənuman
benur	bənur
benyoh	bəɲoh
benzoin	bənzoin
bepercikan	bəpərtʃikan
bepergian	bəpərgian
beperkara	bəpərkara
ber-cakar	bər-tʃakar
bera	bəra
bera-go-go	bəra-go-go
berabang	bərabaŋ
berabarkan	bərabarkan
berabjad	bərabdʒad
berabonemén	bərabonəmen
berabé	bərabe
beracun	bəratʃun
berada	bərada
beradab	bəradab
beradakan	bəradakan
beradaptasi	bəradaptasi
beradat	bəradat
beradegan	bəradəgan
beradik	bəradiʔ
beradu	bəradu
beradun	bəradun
beradéh	bəradeh
berafiliasi	bərafiliasi
beraga	bəraga
beragah	bəragah
beragak	bəragaʔ
beragam	bəragam
beragama	bəragama
beragan	bəragan
beragi	bəragi
beragih	bəragih
beragitasi	bəragitasi
berahi	bərahi
berahi.	bərahi.
berai	bərai
beraib	bəraib
berair	bərair
beraja	bəradʒa
berak	bəraʔ
berakad	bərakad
berakah	bərakah
berakal	bərakal
berakar	bərakar
berakhir	bəraʔhir
berakhiran	bəraʔhiran
berakhirkan	bəraʔhirkan
berakhirnya	bəraʔhirɲa
berakhlak	bəraʔhlaʔ
berakibat	bərakibat
berakibatkan	bərakibatkan
berakrobat	bəraʔrobat
beraksa	bəraʔsa
beraksara	bəraʔsara
beraksi	bəraʔsi
beraku	bəraku
berakumulasi	bərakumulasi
beralah	bəralah
beralam	bəralam
beralamat	bəralamat
beralang	bəralaŋ
beralangan	bəralaŋan
beralas	bəralas
beralasan	bəralasan
beralaskan	bəralaskan
beralat	bəralat
beraliansi	bəraliansi
beralih	bəralih
beraliran	bəraliran
beralun	bəralun
beralur	bəralur
beramal	bəramal
beramanat	bəramanat
berambai	bərambai
berambin	bərambin
berambisi	bərambisi
berambut	bərambut
berampai	bərampai
beramuk	bəramuʔ
beranak	bəranaʔ
beranakkan	bəranaʔkan
berancang	bərantʃaŋ
beranda	bəranda
berandal	bərandal
berandam	bərandam
berandang	bərandaŋ
berang	bəraŋ
berangan	bəraŋan
berangas	bəraŋas
berangga	bəraŋga
beranggap	bəraŋgap
beranggapan	bəraŋgapan
beranggar	bəraŋgar
beranggota	bəraŋgota
beranggotakan	bəraŋgotakan
berangguk	bəraŋguʔ
beranggul	bəraŋgul
berangin	bəraŋin
berangka	bəraŋka
berangkai	bəraŋkai
berangkal	bəraŋkal
berangkat	bəraŋkat
berangkatlah	bəraŋkatlah
berangsang	bəraŋsaŋ
berangsur	bəraŋsur
berangta	bəraŋta
berangus	bəraŋus
berani	bərani
beranja	bərandʒa
beranjak	bərandʒaʔ
beranjang	bərandʒaŋ
beranjangkarya	bərandʒaŋkarja
beranjangsana	bərandʒaŋsana
beranjung	bərandʒuŋ
beranjur	bərandʒur
beranta	bəranta
berantah	bərantah
berantai	bərantai
berantak	bərantaʔ
berantakan	bərantakan
berantar	bərantar
berantara	bərantara
berantas	bərantas
berantem	bərantəm
berantisipasi	bərantisipasi
berantuk	bərantuʔ
berantukan	bərantukan
berantun	bərantun
beranéka	bəraneka
berapa	bərapa
berapat	bərapat
berapi	bərapi
berapit	bərapit
beraprésiasi	bərapresiasi
berapungan	bərapuŋan
berarah	bərarah
berarak	bəraraʔ
berarakan	bərarakan
berargumén	bərargumen
berarguméntasi	bərargumentasi
beraris	bəraris
berarisan	bərarisan
berariskan	bərariskan
beraroma	bəraroma
berarti	bərarti
berartikulasi	bərartikulasi
beras	bəras
berasa	bərasa
berasah	bərasah
berasak	bərasaʔ
berasal	bərasal
berasap	bərasap
berasas	bərasas
berasaskan	bərasaskan
berasimilasi	bərasimilasi
berasing	bərasiŋ
berasmara	bərasmara
berasnya	bərasɲa
berasosiasi	bərasosiasi
beraspal	bəraspal
beraspirasi	bəraspirasi
berasrama	bərasrama
berastakona	bərastakona
berasuransi	bərasuransi
berasét	bəraset
berat	bərat
beratap	bəratap
beratapkan	bəratapkan
beratur	bəratur
beraturan	bəraturan
beraudiénsi	bəraudiensi
berawai	bərawai
berawak	bərawaʔ
berawal	bərawal
berawalan	bərawalan
berawan	bərawan
berawang	bərawaŋ
berawas	bərawas
berayah	bərajah
berayal	bərajal
berayun	bərajun
berazam	bərazam
beraérobatik	bəraerobatiʔ
berbabil	bərbabil
berbadai	bərbadai
berbadan	bərbadan
berbadi	bərbadi
berbagai	bərbagai
berbagi	bərbagi
berbahagia	bərbahagia
berbahan	bərbahan
berbahana	bərbahana
berbahas	bərbahas
berbahasa	bərbahasa
berbahaya	bərbahaja
berbaik	bərbaiʔ
berbaikan	bərbaikan
berbait	bərbait
berbaja	bərbadʒa
berbaju	bərbadʒu
berbakat	bərbakat
berbaki	bərbaki
berbakti	bərbaʔti
berbalah	bərbalah
berbalam	bərbalam
berbalapan	bərbalapan
berbalas	bərbalas
berbalik	bərbaliʔ
berbalikan	bərbalikan
berbaling	bərbaliŋ
berbalut	bərbalut
berbandar	bərbandar
berbanding	bərbandiŋ
berbangga	bərbaŋga
berbangkit	bərbaŋkit
berbangsa	bərbaŋsa
berbanir	bərbanir
berbanjar	bərbandʒar
berbanjaran	bərbandʒaran
berbantah	bərbantah
berbantal	bərbantal
berbanyak	bərbaɲaʔ
berbapak	bərbapaʔ
berbareng	bərbarəŋ
berbarengan	bərbarəŋan
berbaring	bərbariŋ
berbaris	bərbaris
berbarut	bərbarut
berbasah	bərbasah
berbasikal	bərbasikal
berbasis	bərbasis
berbasiskan	bərbasiskan
berbasut	bərbasut
berbatasan	bərbatasan
berbatin	bərbatin
berbatu	bərbatu
berbatuk	bərbatuʔ
berbau	bərbau
berbaur	bərbaur
berbawaan	bərbawaʔan
berbawang	bərbawaŋ
berbayang	bərbajaŋ
berbayar	bərbajar
berbedak	bərbədaʔ
berbedil	bərbədil
berbekal	bərbəkal
berbekalkan	bərbəkalkan
berbekas	bərbəkas
berbelah	bərbəlah
berbelahan	bərbəlahan
berbelang	bərbəlaŋ
berbelanja	bərbəlandʒa
berbelas-kasihan	bərbəlas-kasihan
berbeli	bərbəli
berbelian	bərbəlian
berbelintang	bərbəlintaŋ
berbelit	bərbəlit
berbelongsong	bərbəloŋsoŋ
berbelulang	bərbəlulaŋ
berbelut	bərbəlut
berbenak	bərbənaʔ
berbenam	bərbənam
berbenang	bərbənaŋ
berbenar	bərbənar
berbencah	bərbəntʃah
berbenda	bərbənda
berbendéra	bərbəndera
berbenggil	bərbəŋgil
berbenih	bərbənih
berbentrok	bərbəntroʔ
berbentrokan	bərbəntrokan
berbentuk	bərbəntuʔ
berbenturan	bərbənturan
berbesar	bərbəsar
berbeting	bərbətiŋ
berbetul	bərbətul
berbetulan	bərbətulan
berbiak	bərbiaʔ
berbiau	bərbiau
berbicara	bərbitʃara
berbidan	bərbidan
berbiduk	bərbiduʔ
berbiji	bərbidʒi
berbilang	bərbilaŋ
berbilas	bərbilas
berbimbing	bərbimbiŋ
berbincang	bərbintʃaŋ
berbingkai	bərbiŋkai
berbini	bərbini
berbinikan	bərbinikan
berbintang	bərbintaŋ
berbintil	bərbintil
berbiras	bərbiras
berbisa	bərbisa
berbisik	bərbisiʔ
berbisikan	bərbisikan
berbisnis	bərbisnis
berbisul	bərbisul
berbobot	bərbobot
berboga	bərboga
berbogél	bərbogel
berbohong	bərbohoŋ
berboncéngan	bərbontʃeŋan
berborok	bərboroʔ
berboyong	bərbojoŋ
berbuah	bərbuah
berbuahkan	bərbuahkan
berbuai	bərbuai
berbual	bərbual
berbuat	bərbuat
berbucu	bərbutʃu
berbudaya	bərbudaja
berbudi	bərbudi
berbugil	bərbugil
berbuih	bərbuih
berbuka	bərbuka
berbukan	bərbukan
berbukit	bərbukit
berbukti	bərbuʔti
berbuku	bərbuku
berbulan	bərbulan
berbulang	bərbulaŋ
berbulir	bərbulir
berbulu	bərbulu
berbumbu	bərbumbu
berbunga	bərbuŋa
