ve	vɛ
Müslüman	møslymˈan
ordu	ˈɔrdʊ
oy	ˈɔj
ölüm	ˈœløm
zamanlarda	zamanɫardˈa
edilebilir	edilebilˈɪr
düzenli	dyzænlˈɪ
renk	rˈænk
yanına	janɯnˈa
yan	jˈan
bölgesi	bœlɟesˈɪ
geldiği	ɟældijˈɪ
sürdü	sørdˈø
oluşturan	oɫʊʃtuɾˈan
hafif	hafˈɪf
Albüm	ˈaɫbøm
yüz	jˈøz
değildi	dˈejɪldɪ
durumunda	duɾumʊndˈa
ince	ˈɪnd͡ʒɛ
sınırları	sɯnɯrɫaɾˈɯ
eğer	ejˈɛr
filmde	fɪlmdˈɛ
polis	polˈɪs
yılının	jɯɫɯnˈɯn
renkli	rænklˈɪ
içi	it͡ʃˈɪ
İslam	ɪsɫˈam
bazıları	bazɯɫaɾˈɯ
sene	senˈɛ
aracılığıyla	aɾad͡ʒɯɫɯɯˈɯjɫa
oynadığı	ɔjnadɯɯˈɯ
olmadan	ˈɔɫmadan
ara	aɾˈa
yılın	jɯɫˈɯn
etki	ɛtkˈɪ
nden	ndˈæn
finalde	finaɫdˈɛ
onlara	ɔnɫaɾˈa
kültür	køltˈør
sabit	sabˈɪt
Japon	ʒapˈɔn
eser	esˈɛr
halde	haɫdˈɛ
Komünün	komynˈøn
asıl	asˈɯɫ
olacaktır	oɫad͡ʒˈaktɯr
yaş	jˈaʃ
oldukları	ɔɫdʊkɫaɾˈɯ
hakkı	hakːˈɯ
cm	d͡ʒˌɛmˈɛ
merkez	mɛrkˈɛz
ödül	œdˈøl
istedi	ɪstedˈɪ
sürede	sˈyɾedɛ
finale	finˈalɛ
ilişkin	ilɪʃkˈɪn
Eğitim	ejˈitɪm
radyo	rˈadjɔ
Birinci	biɾɪnd͡ʒˈɪ
tedavi	tedavˈɪ
çıkış	t͡ʃɯkˈɯʃ
önceden	ˈœnd͡ʒɛdæn
giren	ɟiɾˈæn
bölgeye	bœlɟejˈɛ
saldırı	sˈaɫdɯɾɯ
adam	adˈam
politik	politˈɪk
bunlar	bʊnɫˈar
kalır	kaɫˈɯr
kişiler	kiʃilˈɛr
öğrenci	œːɾænd͡ʒˈɪ
albümün	ˈaɫbymøn
kendisinin	kændisinˈɪn
Azerbaycan	azɛrbajd͡ʒˈan
bilgisayar	bɪlɟisajˈar
lisans	lisˈans
yanlış	janɫˈɯʃ
uzay	uzˈaj
Ermeni	ɛrmenˈɪ
haber	habˈɛr
almaya	ˈaɫmaja
kan	kˈan
parça	part͡ʃˈa
köyün	kœjˈøn
kişidir	kiʃˈidɪr
dönemi	dœnemˈɪ
araç	aɾˈat͡ʃ
önem	œnˈæm
ulaştı	uɫaʃtˈɯ
yazarı	jazaɾˈɯ
programı	prɔɡramˈɯ
hükûmet	hykumˈɛt
kolay	koɫˈaj
Kurulu	kuɾuɫˈʊ
anlamda	anɫamdˈa
getirildi	ɟetiɾɪldˈɪ
Mısır	mɯsˈɯr
cinsel	d͡ʒɪnsˈæl
Mustafa	mʊstafˈa
elinde	elɪndˈɛ
güneş	ɟynˈɛʃ
günümüze	ɟynˈymyzɛ
noktası	nɔktasˈɯ
Üç	ˈøt͡ʃ
Mehmet	mɛhmˈɛt
gören	ɟœɾˈæn
yayınladı	jajˈɯnɫadɯ
Kral	krˈaɫ
Sanat	sanˈat
sahipliği	sahɪplijˈɪ
çekildi	t͡ʃekɪldˈɪ
ün	ˈøn
yeterli	jetɛrlˈɪ
Savaş	savˈaʃ
dili	dilˈɪ
hayvan	hajvˈan
belediye	beledijˈɛ
sonuna	sonunˈa
yayımlandı	jajɯmɫandˈɯ
eşit	eʃˈɪt
öğretim	œːɾˈetɪm
doğum	dˈoːʊm
halka	haɫkˈa
karakter	kaɾaktˈɛr
model	modˈæl
Özel	œzˈæl
gider	ɟidˈɛr
derin	deɾˈɪn
miktarda	mɪktardˈa
bakımından	bakɯmɯndˈan
örneğin	œrnejˈɪn
vermek	vɛrmˈɛk
ederler	edɛrlˈɛr
başarısız	baʃaɾˈɯsɯz
adlandırılan	adɫandɯɾɯɫˈan
durumlarda	duɾʊmɫardˈa
şirket	ʃɪrkˈɛt
kullanıldı	kʊɫɫanɯɫdˈɯ
halkın	haɫkˈɯn
ederken	edˈɛrcæn
katı	katˈɯ
Uzun	uzˈʊn
madde	madːˈɛ
yola	jˈoɫa
dünyada	dønjadˈa
metal	metˈaɫ
adamı	adamˈɯ
geçiş	ɟet͡ʃˈɪʃ
Kısa	kˈɯsa
kullanılarak	kʊɫɫanɯɫaɾˈak
yıldız	jˈɯɫdɯz
çizgi	t͡ʃɪzɡˈɪ
kullandığı	kʊɫɫandɯɯˈɯ
öncesi	œnd͡ʒesˈɪ
eline	elinˈɛ
birer	biɾˈɛr
sayımına	sajɯmɯnˈa
ailesinin	ailesinˈɪn
bundan	bʊndˈan
iletişim	iletˈiʃɪm
Onun	onˈʊn
geçici	ɟet͡ʃid͡ʒˈɪ
Bunların	bʊnɫaɾˈɯn
ihtiyaç	ɪhtijˈat͡ʃ
resim	rˈesɪm
olmaya	ˈɔɫmaja
barış	baɾˈɯʃ
hayatta	hajatːˈa
buldu	bʊɫdˈʊ
Fakültesi	fakøltesˈɪ
din	dˈɪn
ediyor	edˈijɔr
Hristiyan	hrɪstijˈan
koruma	koɾˈuma
müziği	myzijˈɪ
maça	mat͡ʃˈa
bitki	bɪtkˈɪ
sivil	sivˈɪl
dek	dˈɛk
maruz	mˈaɾʊz
Oyun	ojˈʊn
etrafında	ɛtrafɯndˈa
Hava	havˈa
Babası	babasˈɯ
Deniz	dˈenɪz
Sovyetler	sɔvjɛtlˈɛr
yüzyıl	jøzjˈɯɫ
B	bˈe
kayıt	kajˈɯt
soğuk	soːˈʊk
bölümde	bˈœlømdɛ
edip	edˈɪp
kuvvetleri	kʊvvɛtleɾˈɪ
önde	œndˈɛ
idam	idˈam
toplamda	tɔpɫamdˈa
General	ɟeneɾˈaɫ
toplumsal	tɔpɫʊmsˈaɫ
Tarihi	taɾihˈɪ
dalga	daɫɡˈa
yeşil	jeʃˈɪl
başlandı	baʃɫandˈɯ
mağlup	maːɫˈʊp
olmasını	ɔɫmasɯnˈɯ
dönemin	dœnemˈɪn
olmakla	ɔɫmˈakɫa
kullanır	kʊɫɫanˈɯr
uygulama	ʊjɡˈuɫama
birinin	biɾinˈɪn
dir	dˈɪr
isteyen	ɪstejˈæn
katkıda	katkɯdˈa
hayatı	hajatˈɯ
sınır	sɯnˈɯr
üretilen	yɾetilˈæn
sınıf	sɯnˈɯf
çalışması	t͡ʃaɫɯʃmasˈɯ
seçim	sˈet͡ʃɪm
zamanla	zamˈanɫa
çekti	t͡ʃɛktˈɪ
milyar	mɪljˈar
kullanan	kʊɫɫanˈan
derecede	deɾˈed͡ʒɛdɛ
muhtemelen	mʊhtemelˈæn
sefer	sefˈɛr
yaşadı	jaʃadˈɯ
yı	jˈɯ
faaliyet	faalijˈɛt
süresi	syɾesˈɪ
önüne	œnynˈɛ
Şu	ʃˈʊ
girmiştir	ɟɪrmˈɪʃtɪr
standart	standˈart
türlü	tørlˈø
u	ˈu
civarında	d͡ʒivaɾɯndˈa
web	wˈɛb
yemek	jemˈɛk
test	tˈɛst
yerli	jɛrlˈɪ
Sonra	sɔnrˈa
gaz	ɡˈaz
yayımlanan	jajɯmɫanˈan
Ordu	ˈɔrdʊ
tarafında	taɾafɯndˈa
çıkardı	t͡ʃɯkardˈɯ
gelişmiş	ɟelɪʃmˈɪʃ
yurt	jˈʊrt
karmaşık	karmaʃˈɯk
katılan	katɯɫˈan
yönünde	jœnøndˈɛ
talep	talˈɛp
tehdit	tɛhdˈɪt
dedi	dedˈɪ
bağlıdır	baːɫˈɯdɯr
geçmiştir	ɟɛt͡ʃmˈɪʃtɪr
Merkezi	mɛrkezˈɪ
Parti	partˈɪ
dile	dˈilɛ
mavi	maːvˈɪ
sonuç	sonˈʊt͡ʃ
Ana	anˈa
Merkez	mɛrkˈɛz
sorumlu	sˈoɾʊmɫʊ
yapılmaktadır	japɯɫmaktˈadɯr
amaçlı	amat͡ʃɫˈɯ
top	tˈɔp
bölgenin	bœlɟenˈɪn
hukuk	hukˈʊk
sahipti	sahɪptˈɪ
Partisi	partisˈɪ
yazı	jazˈɯ
görür	ɟœɾˈør
ettiğini	etːijinˈɪ
listesinde	lɪstesɪndˈɛ
an	ˈan
işaret	iʃaɾˈɛt
la	ɫˈa
dolar	doɫˈar
ayrılır	ajrɯɫˈɯr
İsrail	ɪsraˈɪl
Bunu	bunˈʊ
şampiyon	ʃampijˈɔn
Windows	wɪndˈɔws
bıraktı	bɯɾaktˈɯ
kapalı	kapaɫˈɯ
stüdyo	stødjˈɔ
kent	kˈænt
yayınlanmıştır	jajɯnɫanmˈɯʃtɯr
ndan	ndˈan
numaraya	numˈaɾaja
baskı	baskˈɯ
olmaktadır	ɔɫmaktˈadɯr
ilişki	ilɪʃkˈɪ
yüzde	jøzdˈɛ
tahta	tahtˈa
uçak	ut͡ʃˈak
adlandırılır	adɫandɯɾɯɫˈɯr
hayat	hajˈat
Ödülü	œdylˈø
açıdan	at͡ʃɯdˈan
sürdürdü	sˈørdørdø
zamanlar	zamanɫˈar
Afrika	afrikˈa
performans	pɛrfɔrmˈans
köyü	kœjˈø
mümkündür	mømkˈøndør
gruba	ɡrubˈa
teklif	tɛklˈɪf
düz	dˈøz
Çoğu	t͡ʃoːˈʊ
Kültür	køltˈør
Sosyal	sɔsjˈaɫ
adının	adɯnˈɯn
eşlik	ɛʃlˈɪk
kilise	kilˈisɛ
davet	davˈɛt
Filmin	fɪlmˈɪn
başlarında	baʃɫaɾɯndˈa
kısmında	kɯsmɯndˈa
sayede	sajedˈɛ
üniversite	ynivɛrsitˈɛ
gemi	ɟemˈɪ
geçmiş	ɟɛt͡ʃmˈɪʃ
takımının	takɯmɯnˈɯn
aralarında	aɾaɫaɾɯndˈa
sınırlı	sɯnɯrɫˈɯ
kendilerini	kændileɾinˈɪ
internet	ɪntɛrnˈɛt
kimyasal	kɪmjasˈaɫ
onunla	onˈʊnɫa
sarı	saɾˈɯ
hayatına	hajatɯnˈa
konser	kɔnsˈɛr
kurulu	kuɾuɫˈʊ
bilgiler	bɪlɟilˈɛr
lideri	lideɾˈɪ
idari	idaɾˈɪ
İran	iɾˈan
Kadın	kadˈɯn
modeli	modelˈɪ
başlamış	baʃɫamˈɯʃ
bitirdi	bitɪrdˈɪ
değeri	dejeɾˈɪ
işe	iʃˈɛ
dans	dˈans
ders	dˈɛrs
ondan	ɔndˈan
Bakanı	bakanˈɯ
atandı	atandˈɯ
evlendi	ɛvlændˈɪ
Sonraki	sɔnrakˈɪ
denilen	denilˈæn
Genç	ɟˈænt͡ʃ
Kara	kaɾˈa
TV	tˌɛvˈɛ
çocukları	t͡ʃod͡ʒʊkɫaɾˈɯ
gümüş	ɟymˈøʃ
kullandı	kʊɫɫandˈɯ
Michael	mɪd͡ʒhaˈæl
bulur	buɫˈʊr
düşünülmektedir	dyʃynølmɛktˈedɪr
kale	kˈalɛ
ötürü	œtyɾˈø
askerî	askeɾˈɯ
esnasında	ɛsnasɯndˈa
olaylar	oɫajɫˈar
birliği	bɪrlijˈɪ
edildiği	edɪldijˈɪ
sebebi	sebebˈɪ
Bütün	bytˈøn
yaz	jˈaz
yerlerde	jɛrlɛrdˈɛ
istifa	ɪstifˈa
kamu	kamˈʊ
Sadece	sadˈed͡ʒɛ
birlikleri	bɪrlɪkleɾˈɪ
ikna	ɪknˈa
olumsuz	oɫˈʊmsʊz
yi	jˈɪ
açıldı	at͡ʃɯɫdˈɯ
kadınlar	kadɯnɫˈar
motor	motˈɔr
oynanan	ɔjnanˈan
tipi	tipˈɪ
satış	satˈɯʃ
Asya	asjˈa
Mahallenin	mahˈaɫlenɪn
kendilerine	kændileɾinˈɛ
çıktığı	t͡ʃɯktɯɯˈɯ
Bugün	buɡˈøn
Cumhuriyet	d͡ʒʊmhuɾijˈɛt
evinde	evɪndˈɛ
çalışmalarına	t͡ʃaɫɯʃmaɫaɾɯnˈa
teşvik	tɛʃvˈɪk
gelmiş	ɟælmˈɪʃ
suyu	sujˈʊ
hedef	hedˈɛf
duruma	duɾˈuma
benzeri	bænzeɾˈɪ
hangi	hanɡˈɪ
rolü	rolˈø
ürün	yɾˈøn
özgü	œzɡˈø
kuzeyinde	kuzejɪndˈɛ
James	ʒamˈɛs
insanın	ˈɪnsanɯn
şeyi	ʃejˈɪ
döner	dœnˈɛr
şarkının	ʃarkɯnˈɯn
Yönetim	jœnˈetɪm
düştü	døʃtˈø
kökenli	kˈœcænlɪ
yapılması	japɯɫmasˈɯ
girer	ɟiɾˈɛr
I	ˈɯ
gerek	ɟeɾˈɛk
ülkelerde	ølkelɛrdˈɛ
roman	romˈan
yasal	jasˈaɫ
zayıf	zajˈɯf
Ertesi	ɛrtesˈɪ
altındaki	aɫtɯndakˈɪ
esas	esˈas
beşinci	beʃɪnd͡ʒˈɪ
işlem	ɪʃlˈæm
David	davˈɪd
mm	mˌɛmˈɛ
sıcaklık	sɯd͡ʒakɫˈɯk
imza	ɪmzˈa
sezonda	sezɔndˈa
İtalya	itaɫjˈa
antik	antˈɪk
bölgelerde	bœlɟelɛrdˈɛ
Han	hˈan
On	ˈɔn
insanları	ɪnsanɫaɾˈɯ
kullanım	kʊɫɫˈanɯm
versiyonu	vɛrsijonˈʊ
York	jˈɔrk
yaşanan	jaʃanˈan
yaşlı	jaʃɫˈɯ
manyetik	manjetˈɪk
çevresinde	t͡ʃɛvresɪndˈɛ
devletin	dɛvletˈɪn
Bunlardan	bʊnɫardˈan
ortasında	ɔrtasɯndˈa
geçirdiği	ɟet͡ʃɪrdijˈɪ
tipik	tipˈɪk
aracı	aɾad͡ʒˈɯ
hareketi	haɾeketˈɪ
üstünde	østøndˈɛ
artan	artˈan
kayıtlarında	kajɯtɫaɾɯndˈa
oyuncusu	ojʊnd͡ʒusˈʊ
çevre	t͡ʃɛvrˈɛ
ailenin	aˈilenɪn
kişilerin	kiʃileɾˈɪn
sıklıkla	sɯkɫˈɯkɫa
şarkıcı	ʃarkɯd͡ʒˈɯ
sanayi	sanajˈɪ
alıp	aɫˈɯp
zamanında	zamanɯndˈa
sistemleri	sɪstæmleɾˈɪ
ödülünü	œdylynˈø
dokuz	dˈokʊz
kat	kˈat
Altın	aɫtˈɯn
alınmıştır	aɫɯnmˈɯʃtɯr
tarzı	tarzˈɯ
eserleri	esɛrleɾˈɪ
petrol	pɛtrˈɔɫ
yaşındayken	jaʃɯndˈajcæn
Ben	bˈæn
aşağı	aʃaːˈɯ
etnik	ɛtnˈɪk
şiir	ʃiˈɪr
değişiklik	dejiʃɪklˈɪk
single	sˈɪnɡlɛ
yerinde	jeɾɪndˈɛ
ni	nˈɪ
tip	tˈɪp
çıkmış	t͡ʃɯkmˈɯʃ
ikili	ikilˈɪ
seyahat	sejahˈat
dizisi	dizisˈɪ
göstermiştir	ɟœstɛrmˈɪʃtɪr
kaldığı	kaɫdɯɯˈɯ
ordusunun	ɔrdusunˈʊn
genelinde	ɟenelɪndˈɛ
tarihleri	taɾɪhleɾˈɪ
yaşamaktadır	jaʃamaktˈadɯr
aylarında	ajɫaɾɯndˈa
hakkındaki	hakːɯndakˈɪ
ödülü	œdylˈø
Üçüncü	yt͡ʃønd͡ʒˈø
arasına	aɾasɯnˈa
kısmını	kɯsmɯnˈɯ
İç	ˈɪt͡ʃ
alma	ˈaɫma
Spor	spˈɔr
aittir	aitːˈɪr
Van	vˈan
boyu	bojˈʊ
başkan	baʃkˈan
giydi	ɟɪjdˈɪ
tarihinin	taɾihinˈɪn
korumak	koɾumˈak
merkezinde	mɛrkezɪndˈɛ
Nüfusu	nyfusˈʊ
silahlı	siɫahɫˈɯ
Tek	tˈɛk
anlamı	anɫamˈɯ
doğan	doːˈan
yapıldığı	japɯɫdɯɯˈɯ
kısmen	kɯsmˈæn
ölümü	ˈœlymø
esir	esˈɪr
başlıca	baʃɫɯd͡ʒˈa
anlatır	anɫatˈɯr
savaşı	savaʃˈɯ
sisteminin	sɪsteminˈɪn
oyunun	ojunˈʊn
kapsamında	kapsamɯndˈa
kilometre	kiɫomɛtrˈɛ
dolu	doɫˈʊ
milletvekili	mɪllɛtvekilˈɪ
olmuştu	ɔɫmʊʃtˈʊ
Güneş	ɟynˈɛʃ
parlak	parɫˈak
toplum	tˈɔplʊm
kulüp	kulˈøp
Kore	koɾˈɛ
Modern	modˈɛrn
Yaklaşık	jakɫaʃˈɯk
geçerek	ɟet͡ʃeɾˈɛk
Başkan	baʃkˈan
birbirlerine	bɪrbɪrleɾinˈɛ
Yani	janˈɪ
elektronik	elɛktronˈɪk
katıldığı	katɯɫdɯɯˈɯ
oluşturduğu	oɫʊʃtʊrdˈʊː
İnsan	ˈɪnsan
uzanan	uzanˈan
yardımıyla	jardɯmˈɯjɫa
yazılmış	jazɯɫmˈɯʃ
Profesyonel	profɛsjonˈæl
düşman	døʃmˈan
sıvı	sɯvˈɯ
unvanını	ʊnvanɯnˈɯ
ölümüne	œlymynˈɛ
William	wɪlliˈam
dijital	diʒitˈaɫ
hakları	hakɫaɾˈɯ
kalma	kˈaɫma
ürünleri	yɾønleɾˈɪ
El	ˈæl
çoğunluğu	t͡ʃoːʊnɫˈʊː
Ahmet	ahmˈɛt
yenerek	jeneɾˈɛk
bağlantı	baːɫantˈɯ
proje	proʒˈɛ
yalnız	jˈaɫnɯz
gücünü	ɟyd͡ʒynˈø
konuda	konudˈa
yirmi	jɪrmˈɪ
attığı	atːɯɯˈɯ
dayalı	dajaɫˈɯ
seri	seɾˈɪ
seçilmiştir	set͡ʃɪlmˈɪʃtɪr
futbolcu	fʊtbɔɫd͡ʒˈʊ
Albümün	ˈaɫbymøn
gerçekleştirilen	ɟɛrt͡ʃɛklɛʃtiɾilˈæn
otomatik	otomatˈɪk
açılan	at͡ʃɯɫˈan
başladığı	baʃɫadɯɯˈɯ
kullanıcı	kʊɫɫanɯd͡ʒˈɯ
taraf	taɾˈaf
şehirde	ʃehɪrdˈɛ
anlaşma	anɫˈaʃma
olacağını	oɫad͡ʒaːɯnˈɯ
alanlarda	aɫanɫardˈa
idare	idaɾˈɛ
işçi	ɪʃt͡ʃˈɪ
olmasıdır	ɔɫmasˈɯdɯr
yazmıştır	jazmˈɯʃtɯr
başladılar	bˈaʃɫadɯɫar
hükûmeti	hykumetˈɪ
yaşamını	jaʃamɯnˈɯ
öldürüldü	œldyɾøldˈø
emekli	emɛklˈɪ
intihar	ɪntihˈar
çalışmalarını	t͡ʃaɫɯʃmaɫaɾɯnˈɯ
birini	biɾinˈɪ
kalp	kˈaɫp
tarihsel	taɾɪhsˈæl
belirgin	belɪrɡˈɪn
gördüğü	ɟœrdˈøː
istediği	ɪstedijˈɪ
cevap	d͡ʒevˈap
güneyinde	ɟynejɪndˈɛ
Oyuncu	ojʊnd͡ʒˈʊ
Ne	nˈɛ
açıklandı	at͡ʃɯkɫandˈɯ
iptal	ɪptˈaɫ
alanları	aɫanɫaɾˈɯ
boş	bˈɔʃ
görevine	ɟœɾevinˈɛ
Avustralya	avʊstraɫjˈa
karakteri	kaɾakteɾˈɪ
önemlidir	œnæmlˈidɪr
San	sˈan
gerekmektedir	ɟeɾɛkmɛktˈedɪr
savaşın	savaʃˈɯn
varlığı	varɫɯɯˈɯ
desteği	dɛstejˈɪ
yarım	jˈaɾɯm
Ordusu	ɔrdusˈʊ
eğitimini	ejitiminˈɪ
türleri	tørleɾˈɪ
Millî	mɪllˈɯ
arkadaşları	arkadaʃɫaɾˈɯ
gayet	ɡajˈɛt
kontrolü	kɔntrolˈø
Avusturya	avˈʊstʊrja
Peter	petˈɛr
başarısı	baʃaɾɯsˈɯ
demir	demˈɪr
koyu	kojˈʊ
evli	ɛvlˈɪ
kişiye	kiʃijˈɛ
kral	krˈaɫ
ağ	ˈaː
bina	binˈa
gerçekleşti	ɟɛrt͡ʃɛklɛʃtˈɪ
savaşa	savaʃˈa
gelecek	ɟeled͡ʒˈɛk
Enstitüsü	ænstitysˈø
edebiyat	edebijˈat
nokta	nɔktˈa
sözleşme	sœzlˈɛʃmɛ
tasarım	tasˈaɾɯm
sezonun	sezonˈʊn
alana	aɫanˈa
Fenerbahçe	fenˈɛrbaht͡ʃɛ
Birkaç	bɪrkˈat͡ʃ
Suriye	suɾijˈɛ
hayata	hajatˈa
Hukuk	hukˈʊk
etkin	ɛtkˈɪn
yoktu	jɔktˈʊ
Sonuç	sonˈʊt͡ʃ
kralı	kraɫˈɯ
nı	nˈɯ
bölümünü	bœlymynˈø
dağ	dˈaː
hepsi	hɛpsˈɪ
İlçe	ˈɪlt͡ʃɛ
Paris	paɾˈɪs
halen	halˈæn
hazır	hazˈɯr
sağlamıştır	saːɫamˈɯʃtɯr
Kupası	kupasˈɯ
ayrılmıştır	ajrɯɫmˈɯʃtɯr
olduktan	ɔɫdʊktˈan
gönderildi	ɟœndeɾɪldˈɪ
dönemlerde	dœnæmlɛrdˈɛ
gruplar	ɡrʊpɫˈar
hep	hˈɛp
kuvvet	kʊvvˈɛt
adım	adˈɯm
konuşma	konˈʊʃma
olsun	ɔɫsˈʊn
yaptıkları	japtɯkɫaɾˈɯ
İspanyol	ɪspanjˈɔɫ
birbirinden	bɪrbiɾɪndˈæn
Muhammed	muhammˈɛd
vererek	veɾeɾˈɛk
yazılı	jazɯɫˈɯ
Beyaz	bejˈaz
dışındaki	dɯʃɯndakˈɪ
gösterildi	ɟœsteɾɪldˈɪ
ikiye	ikijˈɛ
hakim	hˈakɪm
şimdi	ʃɪmdˈɪ
nüfusun	nyfusˈʊn
etmeyi	ˈɛtmejɪ
görüldü	ɟœɾøldˈø
erdi	ɛrdˈɪ
hasar	hasˈar
geçerli	ɟet͡ʃɛrlˈɪ
getirir	ɟetiɾˈɪr
göreve	ɟœɾevˈɛ
gösterilmiştir	ɟœsteɾɪlmˈɪʃtɪr
tarihte	taɾɪhtˈɛ
Robert	robˈɛrt
gönderdi	ɟœndɛrdˈɪ
olası	oɫasˈɯ
oynamıştır	ɔjnamˈɯʃtɯr
kaydetti	kajdetːˈɪ
yazılım	jazˈɯɫɯm
oluşturmaktadır	oɫʊʃtʊrmaktˈadɯr
sürüldü	syɾøldˈø
Toplam	tɔpɫˈam
duyurdu	dujʊrdˈʊ
içermektedir	it͡ʃɛrmɛktˈedɪr
düşen	dyʃˈæn
Dolayısıyla	doɫajɯsˈɯjɫa
karşılığında	karʃɯɫɯɯɯndˈa
küresel	kyɾesˈæl
Araştırma	aɾˈaʃtɯrma
olanak	oɫanˈak
tasvir	tasvˈɪr
açıkça	at͡ʃɯkt͡ʃˈa
karısı	kaɾɯsˈɯ
şöyle	ʃˈœjlɛ
tepki	tɛpkˈɪ
kurucusu	kuɾud͡ʒusˈʊ
yüzey	jyzˈɛj
Bölge	bœlɡˈɛ
görüntü	ɟœɾøntˈø
vergi	vɛrɡˈɪ
ediyordu	edˈijɔrdʊ
Çeşitli	t͡ʃeʃɪtlˈɪ
harekete	haɾeketˈɛ
kulübünde	kulybøndˈɛ
dalında	daɫɯndˈa
hariç	haɾˈɪt͡ʃ
sorunları	soɾʊnɫaɾˈɯ
oldular	ɔɫduɫˈar
sonlarında	sɔnɫaɾɯndˈa
Dört	dˈœrt
binlerce	bɪnlˈɛrd͡ʒɛ
kalıcı	kaɫɯd͡ʒˈɯ
söylemiştir	sœjlemˈɪʃtɪr
İzmir	ˈɪzmɪr
şiddetli	ʃidːɛtlˈɪ
eserler	esɛrlˈɛr
karşıya	karʃɯjˈa
alternatif	aɫtɛrnatˈɪf
kalmış	kaɫmˈɯʃ
olmasından	ɔɫmasɯndˈan
sonu	sonˈʊ
ayak	ajˈak
bakış	bakˈɯʃ
gerçekten	ɟɛrt͡ʃɛktˈæn
bugünkü	buɟønkˈø
evine	evinˈɛ
gerçekleşen	ɟɛrt͡ʃɛkleʃˈæn
sistemin	sɪstemˈɪn
dersleri	dɛrsleɾˈɪ
düşer	dyʃˈɛr
varlığını	varɫɯɯɯnˈɯ
çalışmıştır	t͡ʃaɫɯʃmˈɯʃtɯr
La	ɫˈa
aşk	ˈaʃk
dahi	dahˈɪ
ilişkiler	ilɪʃkilˈɛr
olayları	oɫajɫaɾˈɯ
puanla	puˈanɫa
sorun	soɾˈʊn
George	ɟeɔrɡˈɛ
arkasında	arkasɯndˈa
iklim	ˈɪklɪm
işlemi	ɪʃlemˈɪ
Dr	dˌɛɾˈɛ
güçleri	ɟøt͡ʃleɾˈɪ
hızı	hɯzˈɯ
ölü	œlˈy
Hem	hˈæm
Kralı	kraɫˈɯ
getiren	ɟetiɾˈæn
kış	kˈɯʃ
paralel	paɾalˈæl
taşındı	taʃɯndˈɯ
akademik	akademˈɪk
dayanan	dajanˈan
değerli	dejɛrlˈɪ
kurduğu	kʊrdˈʊː
asla	ˈasɫa
bulmak	bʊɫmˈak
kadınların	kadɯnɫaɾˈɯn
değişir	dejiʃˈɪr
geriye	ɟeɾijˈɛ
görülmüştür	ɟœɾølmˈøʃtør
kazandığı	kazandɯɯˈɯ
süreci	syɾed͡ʒˈɪ
zamana	zamanˈa
İbrahim	ɪbrˈahɪm
bünyesinde	bønjesɪndˈɛ
evlilik	ɛvlilˈɪk
filminde	fɪlmɪndˈɛ
halkının	haɫkɯnˈɯn
III	ɯɯˈɯ
ağaç	ˈaːt͡ʃ
program	prɔɡrˈam
satışa	satɯʃˈa
çeken	t͡ʃˈecæn
yazılan	jazɯɫˈan
yöntemi	jœntemˈɪ
şarkıyı	ʃarkɯjˈɯ
Sonunda	sonʊndˈa
hastalık	hastaɫˈɯk
ilişkileri	ilɪʃkileɾˈɪ
mal	mˈaɫ
Polonya	poɫɔnjˈa
at	ˈat
birlik	bɪrlˈɪk
başlangıçta	baʃɫanɡɯt͡ʃtˈa
sırasıyla	sɯɾasˈɯjɫa
ülkeler	ølkelˈɛr
süreli	sˈyɾelɪ
telefon	telefˈɔn
Bilim	bˈilɪm
kadının	kadɯnˈɯn
satan	satˈan
Gürcü	ɟørd͡ʒˈø
başı	baʃˈɯ
dışına	dɯʃɯnˈa
ters	tˈɛrs
Derneği	dɛrnejˈɪ
Tarih	taɾˈɪh
çekilen	t͡ʃekilˈæn
Fransızca	fransɯzd͡ʒˈa
Kızıl	kɯzˈɯɫ
kullanılması	kʊɫɫanɯɫmasˈɯ
solo	soɫˈɔ
tur	tˈʊr
kolayca	koɫajd͡ʒˈa
ısı	ɯsˈɯ
kelime	kelˈimɛ
Aslında	asɫɯndˈa
karanlık	kaɾanɫˈɯk
kutsal	kʊtsˈaɫ
vermeye	vˈɛrmejɛ
yapım	jˈapɯm
bulunmaktaydı	buɫʊnmaktajdˈɯ
işi	iʃˈɪ
olmalıdır	ɔɫmaɫˈɯdɯr
yazılmıştır	jazɯɫmˈɯʃtɯr
üstüne	østynˈɛ
komutanı	komutanˈɯ
numaralı	numˈaɾaɫɯ
ulaşım	uɫˈaʃɯm
Şirket	ʃɪrkˈɛt
arazi	aɾazˈɪ
araştırmalar	aɾaʃtˈɯrmaɫar
ilham	ɪlhˈam
parçaları	part͡ʃaɫaɾˈɯ
pozitif	pozitˈɪf
tamamı	tamamˈɯ
savaşta	savaʃtˈa
düşünce	dyʃˈønd͡ʒɛ
oranda	oɾandˈa
sıradan	sˈɯɾadan
taşır	taʃˈɯr
şekli	ʃɛklˈɪ
Grubun	ɡrubˈʊn
bilinmemektedir	bilɪnmemɛktˈedɪr
dönen	dœnˈæn
kimi	kimˈɪ
olmayı	ˈɔɫmajɯ
üstün	østˈøn
Hollanda	hɔɫɫandˈa
reddetti	redːetːˈɪ
çıkardığı	t͡ʃɯkardɯɯˈɯ
boyutlu	bojʊtɫˈʊ
