'll	l,əl
adieu	ɐdjˈuː
adieux	ɐdjˈuːz
adipose	ˈædɪpˌəʊz
adirondack	ˌædɪɹˈɒndæk
adits	ˈædɪts
adjacency	ədʒˈeɪsənsi
adjacent	ədʒˈeɪsənt,ɐdʒˈeɪsənt
adjectival	ˌædʒɪktˈaɪvəl
adjective	ˈædʒɪktˌɪv,ˈædʒɪktɪv
adjectives	ˈædʒɪktɪvz,ˈædʒɪktˌɪvz
adjoin	ɐdʒˈɔɪn
adjoined	ɐdʒˈɔɪnd
adjoining	ɐdʒˈɔɪnɪŋ
adjoins	ɐdʒˈɔɪnz
adjourn	ədʒˈɜːn,ɐdʒˈɜːn
adjourned	ɐdʒˈɜːnd
adjourning	ɐdʒˈɜːnɪŋ
adjournment	ɐdʒˈɜːnmənt
adjourns	ɐdʒˈɜːnz
adjudged	ɐdʒˈʌdʒd
adjudicate	ɐdʒˈuːdɪkˌeɪt
adjudicated	ɐdʒˈuːdɪkˌeɪtɪd
adjudicates	ɐdʒˈuːdɪkˌeɪts
adjudicating	ɐdʒˈuːdɪkˌeɪtɪŋ
adjudication	ɐdʒˌuːdɪkˈeɪʃən
adjudications	ɐdʒˌuːdɪkˈeɪʃənz
adjudicator	ɐdʒˈuːdɪkˌeɪtɐ
adjudicators	ɐdʒˈuːdɪkˌeɪtəz
adjunct	ˈæddʒʌŋkt
adjust	ədʒˈɐst,ɐdʒˈʌst
adjustable	ədʒˈɐstəbəl,ɐdʒˈʌstəbəl
adjusted	ədʒˈɐstɪd,ɐdʒˈʌstɪd
adjuster	ɐdʒˈʌstɐ
adjusters	ɐdʒˈʌstəz
adjusting	ɐdʒˈʌstɪŋ
adjustment	ɐdʒˈʌstmənt,ədʒˈɐstmənt
adjustments	ɐdʒˈʌstmənts,ədʒˈɐstmənts
adjustor	ɐdʒˈʌstɐ
adjustors	ɐdʒˈʌstəz
adjusts	ɐdʒˈʌsts
adjutant	ˈædʒuːtənt
adjuvant	ɐdʒˈuːvənt
admen	ɐdmˈɛn
admin	ˈædmɪn
administer	ɐdmˈɪnɪstɐ,ədmˈɪnɪstə
administered	ɐdmˈɪnɪstəd,ədmˈɪnɪstəd
administering	ɐdmˈɪnɪstəɹɪŋ
administers	ɐdmˈɪnɪstəz
administrate	ɐdmˈɪnɪstɹˌeɪt
administrating	ɐdmˈɪnɪstɹˌeɪtɪŋ
administration	ədmˌɪnɪstɹˈeɪʃən,ɐdmˌɪnɪstɹˈeɪʃən
administrations	ɐdmˌɪnɪstɹˈeɪʃənz
administrative	ɐdmˈɪnɪstɹətˌɪv,ədmˈɪnɪstɹətɪv
administratively	ɐdmˈɪnɪstɹətˌɪvli
administrator	ədmˈɪnɪstɹˌeɪtə,ɐdmˈɪnɪstɹˌeɪtɐ
administrators	ɐdmˈɪnɪstɹˌeɪtəz,ədmˈɪnɪstɹˌeɪtəz
admirable	ˈædməɹəbəl
admirably	ˈædməɹəblˌi
admiral	ˈædməɹəl,ˈædmɜːɹəl
admirals	ˈædmɜːɹəlz
admiralty	ˈædməɹəlti
admiration	ˌædməɹˈeɪʃən,ˌædmɪɹˈeɪʃən
admire	ədmˈaɪə,ɐdmˈaɪə
admired	ɐdmˈaɪəd
admirer	ɐdmˈaɪəɹɐ
admirers	ɐdmˈaɪəɹəz
admires	ɐdmˈaɪəz
admiring	ɐdmˈaɪəɹɪŋ
admiringly	ɐdmˈaɪəɹɪŋli
admissibility	ɐdmˌɪsəbˈɪlɪti
admissible	ɐdmˈɪsəbəl
admission	ɐdmˈɪʃən,ədmˈɪʃən
admissions	ɐdmˈɪʃənz,ædmˈɪʃənz,ədmˈɪʃənz
admit	ədmˈɪt,ɐdmˈɪt
admits	ɐdmˈɪts,ədmˈɪts
admittance	ɐdmˈɪtəns
admitted	ɐdmˈɪtɪd,ədmˈɪtɪd
admittedly	ɐdmˈɪtɪdli,ədmˈɪtɪdli
admitting	ɐdmˈɪtɪŋ
admixture	ɐdmˈɪkstʃɐ
admonish	ɐdmˈɒnɪʃ
admonished	ɐdmˈɒnɪʃt
admonishes	ɐdmˈɒnɪʃɪz
admonishing	ɐdmˈɒnɪʃɪŋ
admonishment	ɐdmˈɒnɪʃmənt
admonition	ˌædmənˈɪʃən
admonitions	ˌædmənˈɪʃənz
ado	ɐdˈuː
adobe	ɐdˈəʊbi,ədˈəʊbi
adolescence	ˌædəlˈɛsəns
adolescent	ˌædəlˈɛsənt
adolescents	ˌædəlˈɛsənts
adonis	ædˈəʊniz
adonises	ˈædənˌaɪzɪz
adopt	ədˈɒpt,ɐdˈɒpt
adoptable	ɐdˈɒptəbəl
adopted	ədˈɒptɪd,ɐdˈɒptɪd
adoptee	ɐdˈɒptiː
adopter	ɐdˈɒptɐ
adopters	ɐdˈɒptəz
adopting	ɐdˈɒptɪŋ
adoption	ɐdˈɒpʃən,ədˈɒpʃən
adoptions	ɐdˈɒpʃənz
adoptive	ɐdˈɒptɪv
adopts	ɐdˈɒpts
adorable	ɐdˈɔːɹəbəl
adorableness	ɐdˈɔːɹəbəlnəs
adorably	ɐdˈɔːɹəbli
adoration	ˌædəɹˈeɪʃən
adore	ədˈɔː,ɐdˈɔː
adored	ɐdˈɔːd
adorers	ɐdˈɔːɹəz
adores	ɐdˈɔːz
adoring	ɐdˈɔːɹɪŋ
adoringly	ɐdˈɔːɹɪŋli
adorn	ɐdˈɔːn
adorned	ɐdˈɔːnd
adorning	ɐdˈɔːnɪŋ
adornment	ɐdˈɔːnmənt
adornments	ɐdˈɔːnmənts
adorns	ɐdˈɔːnz
adown	ɐdˈaʊn
adrenal	ɐdɹˈiːnəl
adrenalin	ɐdɹˈɛnɐlˌɪn
adrenaline	ɐdɹˈɛnəlˌɪn
adrian	ˈeɪdɹɪən
adrift	ɐdɹˈɪft
adroit	ɐdɹˈɔɪt
adroitly	ɐdɹˈɔɪtli
ads	ˈædz
adsorption	ɐdsˈɔːpʃən
adulate	ˈædjʊlˌeɪt
adulated	ˈædjʊlˌeɪtɪd
adulation	ˌædjʊlˈeɪʃən
adult	ədˈɐlt,ˈædʌlt,ˈædɐlt
adulterated	ɐdˈʌltəɹˌeɪtɪd
adulterating	ɐdˈʌltəɹˌeɪtɪŋ
adulteration	ɐdˌʌltəɹˈeɪʃən
adulterer	ɐdˈʌltəɹɐ
adulterers	ɐdˈʌltəɹəz
adulteress	ɐdˈʌltəɹəs
adulteresses	ɐdˈʌltəɹəsɪz
adulteries	ɐdˈʌltəɹiz
adulterous	ɐdˈʌltəɹəs
adultery	ɐdˈʌltəɹi
adulthood	ɐdˈʌlthʊd
adults	ˈædʌlts,ˈædɐlts,ədˈɐlts
advance	ədvˈɑːns,ɐdvˈæns
advanced	ɐdvˈænst,ədvˈɑːnst
advancement	ədvˈɑːnsmənt,ɐdvˈænsmənt
advancements	ɐdvˈænsmənts
advances	ədvˈɑːnsɪz,ɐdvˈænsɪz
advancing	ɐdvˈænsɪŋ
advantage	ɐdvˈɑːntɪdʒ,ədvˈɑːntɪdʒ
advantaged	ɐdvˈɑːntɪdʒd
advantageous	ˌædvəntˈeɪdʒəs,ɐdvɑːntˈeɪdʒəs
advantageously	ɐdvɑːntˈeɪdʒəsli
advantages	ədvˈɑːntɪdʒɪz,ɐdvˈɑːntɪdʒɪz
advent	ˈædvənt,ˈædvɛnt
adventitious	ˌædvɪntˈɪʃəs
adventure	ədvˈɛntʃə,ɐdvˈɛntʃɐ
adventured	ɐdvˈɛntʃəd
adventurer	ɐdvˈɛntʃəɹɐ
adventurers	ɐdvˈɛntʃəɹəz
adventures	ɐdvˈɛntʃəz,ədvˈɛntʃəz
adventuresome	ɐdvˈɛntʃəsˌʌm
adventuress	ɐdvˈɛntʃəɹˌɛs
adventuring	ɐdvˈɛntʃəɹɪŋ
adventurism	ɐdvˈɛntʃəɹˌɪzəm
adventurist	ɐdvˈɛntʃəɹˌɪst
adventurists	ɐdvˈɛntʃəɹˌɪsts
adventurous	ədvˈɛntʃəɹəz,ɐdvˈɛntʃəɹəs
adventurously	ɐdvˈɛntʃəɹəsli
adventurousness	ɐdvˈɛntʃəɹəsnəs
adverb	ˈædvɜːb
adverbs	ˈædvɜːbz
adversarial	ˌædvəsˈeəɹɪəl
adversaries	ˈædvəsəɹiz
adversary	ˈædvəsəɹi
adverse	ˈædvɜːs,ædvˈɜːs
adversely	ædvˈɜːsli
adversities	ædvˈəsɪtiz
adversity	ædvˈəsɪti
advert	ædvˈɜːt
adverted	ɐdvˈɜːtɪd
advertise	ˈædvətˌaɪz
advertised	ˈædvətˌaɪzd
advertisement	ədvˈɜːtɪsmənt,ədvˈɜːtɪzmənt,ɐdvˈɜːtɪsmənt
advertisements	ədvˈɜːtɪzmənts,ədvˈɜːtɪsmənts,ˈædvətˌaɪzmənts
advertiser	ˈædvətˌaɪzɐ,ˈædvətˌaɪzə
advertisers	ˈædvətˌaɪzəz
advertises	ˈædvətˌaɪzɪz
advertising	ˈædvətˌaɪzɪŋ
advice	ɐdvˈaɪs,ədvˈaɪs
advices	ɐdvˈaɪsɪz
advisability	ɐdvˌaɪzəbˈɪlɪti
advisable	ɐdvˈaɪzəbəl
advise	ədvˈaɪz,ɐdvˈaɪz
advised	ədvˈaɪzd,ɐdvˈaɪzd
advisedly	ɐdvˈaɪzɪdli
adviser	ədvˈaɪzə,ɐdvˈaɪzɐ
advisers	ɐdvˈaɪzəz,ədvˈaɪzəz
advises	ɐdvˈaɪzɪz
advising	ɐdvˈaɪzɪŋ
advisor	ədvˈaɪzə,ɐdvˈaɪzɐ
advisories	ɐdvˈaɪzəɹˌiz
advisors	ɐdvˈaɪzəz,ədvˈaɪzəz
advisory	ɐdvˈaɪzəɹˌi,ədvˈaɪzəɹi
advocaat	ˈædvəkˌɑːt
advocacy	ˈædvəkəsi
advocate	ˈædvəkˌeɪt,ˈædvəkɪt
advocated	ˈædvəkˌeɪtɪd
advocating	ˈædvəkˌeɪtɪŋ
advocation	ˌædvəkˈeɪʃən
advocator	ˈædvəkˌeɪtɐ
adware	ˈædwˌɛə
adz	ˈædz
adze	ˈædz
aedes	ˈiːdz
aegis	ˈiːdʒɪs
aeolian	iːˈəʊliən
aeolipile	ˈiːəlˌɪpaɪl
aeon	ˈiːɒn
aeons	ˈiːɒnz
aerate	eəɹˈeɪt
aerated	eəɹˈeɪtɪd
aerates	eəɹˈeɪts
aerating	eəɹˈeɪtɪŋ
aeration	eəɹˈeɪʃən
aerial	ˈɛəɹɪəl
aerialist	ˈeəɹɪəlˌɪst
aerials	ˈeəɹɪəlz
aero	ˈeəɹəʊ
aerobatic	ˌeəɹəʊbˈætɪk
aerobatics	ˌeəɹəʊbˈætɪks
aerobic	eəɹˈəʊbɪk
aerobically	eəɹˈəʊbɪkli
aerobics	eəɹˈəʊbɪks
aerodrome	ˈeəɹəʊdɹˌəʊm
aerodromes	ˈeəɹəʊdɹˌəʊmz
aerodynamic	ˌeəɹəʊdaɪnˈæmɪk
aerodynamically	ˌeəɹəʊdaɪnˈæmɪkli
aerodynamicist	ˌeəɹəʊdaɪnˈæmɪsˌɪst
aerodynamics	ˌeəɹəʊdaɪnˈæmɪks
aerofoil	ˈeəɹəʊfˌɔɪl
aerofoils	ˈeəɹəʊfˌɔɪlz
aeronaut	ˈeəɹəʊnˌɔːt
aeronautic	ˌeəɹəʊnˈɔːtɪk
aeronautical	ˌeəɹəʊnˈɔːtɪkəl
aeronautics	ˌeəɹəʊnˈɔːtɪks
aeronauts	ˈeəɹəʊnˌɔːts
aeroplane	ˌɛəɹəplˈeɪn,ˈeəɹəplˌeɪn
aeroplanes	ˈeəɹəplˌeɪnz
aerosol	ˈɛəɹəsˌɒl,ˈeəɹəsˌɒl
aerosols	ˈeəɹəsˌɒlz
aerospace	ˈeəɹəʊspˌeɪs,ˈɛəɹəspˌeɪs
aesthete	ˈiːsθiːt
aesthetes	ˈiːsθiːts
aesthetic	iːsθˈɛtɪk,ɪsθˈɛtɪk,ɛsθˈɛtɪk
aesthetically	iːsθˈɛtɪkli
aesthetics	iːsθˈɛtɪks
aestival	ˈiːstɪvəl
aetiology	ˌiːtɪˈɒlədʒi
afar	ɐfˈɑː,əfˈɑː
afeard	ɐfˈiəd
affability	ˌæfəbˈɪlɪti
affable	ˈæfəbəl
affair	ɐfˈeə,əfˈɛə
affaire	ɐfˈeə
affaires	ɐfˈeəz
affairs	ɐfˈeəz,əfˈɛəz
affect	əfˈɛkt
affectation	ɐfɪktˈeɪʃən
affectations	ɐfɪktˈeɪʃənz
affected	ɐfˈɛktɪd,əfˈɛktɪd
affecting	ɐfˈɛktɪŋ,əfˈɛktɪŋ
affection	əfˈɛkʃən,ɐfˈɛkʃən
affectionate	ɐfˈɛkʃənət
affectionately	ɐfˈɛkʃənətli
affections	ɐfˈɛkʃənz
affective	ɐfˈɛktɪv
affectively	ɐfˈɛktɪvli
affects	əfˈɛkts
afferent	ˈæfɹənt
affianced	ɐfˈaɪənst
affidavit	ˌæfɪdˈeɪvɪt
affidavits	ˌæfɪdˈeɪvɪts
affiliate	əfˈɪlɪˌeɪt,əfˈɪlɪət
affiliated	əfˈɪlɪˌeɪtɪd,ɐfˈɪlɪˌeɪtɪd
affiliates	ɐfˈɪlɪˌeɪts,əfˈɪlɪəts,əfˈɪlɪˌeɪts
affiliation	ɐfˌɪlɪˈeɪʃən,əfˌɪlɪˈeɪʃən
affiliations	ɐfˌɪlɪˈeɪʃənz
affinities	ɐfˈɪnɪtiz
affinity	ɐfˈɪnɪti
affirm	əfˈɜːm,ɐfˈɜːm
affirmation	ˌæfəmˈeɪʃən
affirmations	ˌæfəmˈeɪʃənz
affirmative	ɐfˈɜːmətˌɪv
affirmatively	ɐfˈɜːmətˌɪvli
affirmed	ɐfˈɜːmd
affirming	ɐfˈɜːmɪŋ
affirms	ɐfˈɜːmz
affixed	ɐfˈɪkst
afflatus	ɐflˈætəs
afflict	ɐflˈɪkt
afflicted	ɐflˈɪktɪd
afflicting	ɐflˈɪktɪŋ
affliction	ɐflˈɪkʃən
afflictions	ɐflˈɪkʃənz
afflicts	ɐflˈɪkts
affluence	ˈæfluːəns
affluent	ˈæfluːənt
afford	ɐfˈɔːd,əfˈɔːd
affordability	ɐfˌɔːdəbˈɪlɪti
affordable	əfˈɔːdəbəl,ɐfˈɔːdəbəl
affordably	ɐfˈɔːdəbli
afforded	ɐfˈɔːdɪd
affording	ɐfˈɔːdɪŋ
affords	ɐfˈɔːdz
afforestation	ɐfˌɒɹɪstˈeɪʃən
affray	ɐfɹˈeɪ
affright	ɐfɹˈaɪt
affrighted	ɐfɹˈaɪtɪd
affront	ɐfɹˈʌnt
affronted	ɐfɹˈʌntɪd
affronts	ɐfɹˈʌnts
afghan	ˈæfɡæn
afghani	æfɡˈɑːni
afghanis	æfɡˈɑːnɪz
afghanistan	æfgˈænɪstˌæn,æfgˈænɪstˌɑːn
afghans	ˈæfɡænz
aficionado	ɐfˌɪʃənˈɑːdəʊ
aficionados	ɐfˌɪʃənˈɑːdəʊz
afield	ɐfˈiːld
afire	ɐfˈaɪə
aflame	ɐflˈeɪm
aflatoxin	ɐflˈætəksˌɪn
afloat	ɐflˈəʊt
aflutter	ɐflˈʌtɐ
afoot	ɐfˈʊt,əfˈʊt
afore	ɐfˈɔː
aforementioned	ɐfˈɔːmɛnʃənd
aforesaid	ɐfˈɔːsɛd
aforethought	ɐfˈɔːθɔːt
afoul	ɐfˈaʊl
afraid	ɐfɹˈeɪd,əfɹˈeɪd
afresh	ɐfɹˈɛʃ
africa	ˈæfɹɪkə
african	ˈæfɹɪkən
afro	ˈæfɹəʊ
aft	ˈɑːft
after	ˈɑːftə,ˈɑːftɐ
afterbirth	ˈɑːftəbˌɜːθ
afterburners	ˈɑːftəbˌɜːnəz
aftercare	ˈɑːftəkˌeə
aftereffect	ˈɑːftəɹɪfˌɛkt
aftereffects	ˈɑːftəɹɪfˌɛkts
afterglow	ˈɑːftəɡlˌəʊ
afterimage	ˈɑːftəɹˌɪmɪdʒ
afterlife	ˈɑːftəlˌaɪf
afterlives	ˈɑːftəlˌɪvz
aftermarket	ˈɑːftəmˌɑːkɪt
aftermath	ˈɑːftəmˌæθ
aftermaths	ˈɑːftəmˌæθs
afternoon	ˌɑːftənˈuːn
afternoons	ˌɑːftənˈuːnz
afters	ˈɑːftəz
afterschool	ˈɑːftəskˌuːl
aftershave	ˈɑːftəʃˌeɪv
aftershaves	ˈɑːftəʃˌeɪvz
aftershock	ˈɑːftəʃˌɒk
aftershocks	ˈɑːftəʃˌɒks
aftertaste	ˈɑːftətˌeɪst
afterthought	ˈɑːftəθˌɔːt
afterward	ˈɑːftəwəd
afterwards	ˈɑːftəwədz
aga	ˈɑːɡɐ
again	ɐɡˈɛn,əgˈɛn,əgˈeɪn
against	əgˈɛnst,ɐɡˈɛnst,əgˈeɪnst
agama	æɡˈɑːmɐ
agamas	æɡˈɑːməz
agapanthus	ˈæɡɐpˌɑːnθəs
agar	ˈeɪɡɑː
agaric	æɡˈæɹɪk
agate	ˈæɡeɪt
agates	ˈæɡeɪts
agave	ˈæɡeɪv
age	ˈeɪdʒ
aged	ˈeɪdʒd,ˈeɪdʒɪd
agee	ˈædʒiː
ageing	ˈeɪdʒɪŋ
ageism	ˈeɪdʒɪzəm
ageist	ˈeɪdʒɪst
ageless	ˈeɪdʒləs
agencies	ˈeɪdʒənsiz
agency	ˈeɪdʒənsi
agenda	ədʒˈɛndə,ɐdʒˈɛndɐ
agendas	ɐdʒˈɛndəz
agent	ˈeɪdʒənt
agents	ˈeɪdʒənts
ageratum	ˌeɪdʒəɹˈɑːtəm
ages	ˈeɪdʒɪz
agger	ˈæɡɐ
aggie	ˈæɡi
agglomeration	ɐɡlˌɒməɹˈeɪʃən
agglomerations	ɐɡlˌɒməɹˈeɪʃənz
aggrandise	ɐɡɹˈændaɪz
aggrandisement	ɐɡɹˈændaɪzmənt
aggrandising	ɐɡɹˈændaɪzɪŋ
aggravate	ˈæɡɹɐvˌeɪt,ˈægɹəvˌeɪt
aggravated	ˈæɡɹɐvˌeɪtɪd
aggravates	ˈæɡɹɐvˌeɪts
aggravating	ˈæɡɹɐvˌeɪtɪŋ
aggravation	ˌæɡɹɐvˈeɪʃən
aggravations	ˌæɡɹɐvˈeɪʃənz
aggregate	ˈægɹɪgɪt,ˈægɹɪgˌeɪt
aggregated	ˈæɡɹɪɡˌeɪtɪd
aggregating	ˈæɡɹɪɡˌeɪtɪŋ
aggregation	ˌæɡɹɪɡˈeɪʃən
aggregations	ˌæɡɹɪɡˈeɪʃənz
aggress	ɐɡɹˈɛs
aggression	ɐɡɹˈɛʃən,əgɹˈɛʃən
aggressions	ɐɡɹˈɛʃənz
aggressive	əgɹˈɛsɪv,ɐɡɹˈɛsɪv
aggressively	ɐɡɹˈɛsɪvli
aggressiveness	ɐɡɹˈɛsɪvnəs
aggressor	ɐɡɹˈɛsɐ
aggressors	ɐɡɹˈɛsəz
aggrieved	ɐɡɹˈiːvd
aggro	ˈægɹəʊ,ˈæɡɹəʊ
aghast	ɐɡˈɑːst
agile	ˈædʒaɪl
agilely	ˈædʒaɪlli
agility	ædʒˈɪlɪti
aging	ˈeɪdʒɪŋ
agios	ˈɑːdʒɪˌəʊz
agist	ˈeɪdʒɪst
agitate	ˈædʒɪtˌeɪt
agitated	ˈædʒɪtˌeɪtɪd
agitatedly	ˈædʒɪtˌeɪtɪdli
agitates	ˈædʒɪtˌeɪts
agitating	ˈædʒɪtˌeɪtɪŋ
agitation	ˌædʒɪtˈeɪʃən
agitator	ˈædʒɪtˌeɪtɐ
agitators	ˈædʒɪtˌeɪtəz
agitprop	ˈædʒɪtpɹˌɒp
aglet	ɐɡlˈɛt
agley	ɐɡlˈaɪ
aglow	ɐɡlˈəʊ
agnes	ˈægnɪs
agnosia	æɡnˈəʊziə
agnostic	æɡnˈɒstɪk
agnosticism	æɡnˈɒstɪsˌɪzəm
agnostics	æɡnˈɒstɪks
ago	əgˈəʊ,ɐɡˈəʊ
agog	ɐɡˈɒɡ
agon	ˈæɡɒn
agonies	ˈæɡənɪz
agonise	ˈæɡənˌaɪz
agonised	ˈæɡənˌaɪzd
agonises	ˈæɡənˌaɪzɪz
agonising	ˈæɡənˌaɪzɪŋ
agonisingly	ˈæɡənˌaɪzɪŋli
agony	ˈæɡəni,ˈægəni
agoraphobia	ˌæɡɔːɹɐfˈəʊbiə
agoraphobic	ˌæɡɔːɹɐfˈəʊbɪk
agouti	ˈæɡaʊtˌi
agoutis	ˈæɡaʊtˌiz
agrarian	æɡɹˈeəɹiən
agree	ɐɡɹˈiː,əgɹˈiː
agreeable	ɐɡɹˈiːəbəl
agreeableness	ɐɡɹˈiːəbəlnəs
agreeably	ɐɡɹˈiːəbli
agreed	ɐɡɹˈiːd,əgɹˈiːd
agreeing	əgɹˈiːɪŋ,ɐɡɹˈiːɪŋ
agreement	əgɹˈiːmənt,ɐɡɹˈiːmənt
agreements	əgɹˈiːmənts,ɐɡɹˈiːmənts
agrees	ɐɡɹˈiːz,əgɹˈiːz
agribusiness	ˈæɡɹɪbˌɪznəs
agribusinesses	ˈæɡɹɪbˌɪznəsɪz
agricultural	ˌægɹɪkˈɐltʃəɹəl,ˌæɡɹɪkˈʌltʃəɹəl
agriculturalist	ˈæɡɹɪkˌʌltʃəɹəlˌɪst
agriculturalists	ˈæɡɹɪkˌʌltʃəɹəlˌɪsts
agriculturally	ˌæɡɹɪkˈʌltʃəɹəli
agriculture	ˈægɹɪkˌɐltʃə,ˈæɡɹɪkˌʌltʃɐ
agriculturists	ˈæɡɹɪkˌʌltʃəɹˌɪsts
agrimony	ˈæɡɹɪməni
agrochemical	ˌæɡɹəkˈɛmɪkəl
agrochemicals	ˌæɡɹəkˈɛmɪkəlz
agronomist	ɐɡɹˈɒnəmˌɪst
agronomists	ɐɡɹˈɒnəmˌɪsts
agronomy	ɐɡɹˈɒnəmi
aground	ɐɡɹˈaʊnd
ague	ˈeɪɡjuː
ah	ˈɑː
aha	ɑːhˈɑː,ˌɑːhˈɑː
ahead	əhˈɛd,ɐhˈɛd
ahem	əhˈəm
ahimsa	ˈæhɪmsɐ
ahold	əhˈəʊld
ahoy	ɐhˈɔɪ
ai	ˌeɪˈaɪ
aid	ˈeɪd
aide	ˈeɪd
aided	ˈeɪdɪd
aider	ˈeɪdɐ
aiders	ˈeɪdəz
aides	ˈeɪdz
aiding	ˈeɪdɪŋ
aids	ˈeɪdz
aigburth	ˈɛgbəθ
aikido	eɪkˈiːdəʊ
ail	ˈeɪl
ailed	ˈeɪld
aileron	ˈeɪləɹən
ailerons	ˈeɪləɹənz
ailing	ˈeɪlɪŋ
ailment	ˈeɪlmənt
ailments	ˈeɪlmənts
ails	ˈeɪlz
aim	ˈeɪm
aimed	ˈeɪmd
aiming	ˈeɪmɪŋ
aimless	ˈeɪmləs
aimlessly	ˈeɪmləsli
aimlessness	ˈeɪmləsnəs
aims	ˈeɪmz
ain	ˈeɪn
ain't	ˈeɪnt
air	ˈeə,ˈɛə
airbag	ˈeəbæɡ
airbags	ˈeəbæɡz
airbase	ˈeəbeɪs
airbases	ˈeəbeɪsɪz
airbed	ˈeəbd
airbeds	ˈeəbdz
airborne	ˈeəbɔːn
airbrush	ˈeəbɹʌʃ
airbrushed	ˈeəbɹʌʃt
airbrushes	ˈeəbɹʌʃɪz
airbrushing	ˈeəbɹʌʃɪŋ
airburst	ˈeəbɜːst
airbus	ˈeəbʌs
airbuses	ˈeəbʌsɪz
aircraft	ˈɛəkɹˌɑːft,ˈeəkɹɑːft
aircraftman	ˈeəkɹɑːftmən
aircrew	ˈeəkɹuː
aircrews	ˈeəkɹuːz
airdrop	ˈeədɹɒp
airdrops	ˈeədɹɒps
aired	ˈeəd
airfare	ˈɛəfˌɛə,ˈeəfeə
airfares	ˈeəfeəz
airfield	ˈeəfiːld
airfields	ˈeəfiːldz
airflow	ˈeəfləʊ
airframe	ˈeəfɹeɪm
airframes	ˈeəfɹeɪmz
airfreight	ˈeəfɹeɪt
airgun	ˈeəɡʌn
airguns	ˈeəɡʌnz
airhead	ˈeəhɛd
airheads	ˈeəhɛdz
airier	ˈeəɹɪɐ
airily	ˈeəɹɪli
airiness	ˈeəɹɪnəs
airing	ˈɛəɹɪŋ,ˈeəɹɪŋ
airings	ˈeəɹɪŋz
airless	ˈeələs
airlift	ˈeəlɪft
airlifted	ˈeəlɪftɪd
airlifting	ˈeəlɪftɪŋ
airlifts	ˈeəlɪfts
airline	ˈɛəlˌaɪn,ˈeəlaɪn
airliner	ˈeəlaɪnɐ
airliners	ˈeəlaɪnəz
airlines	ˈɛəlˌaɪnz,ˈeəlaɪnz
airlock	ˈeəlɒk
airlocks	ˈeəlɒks
airmail	ˈeəmeɪl
airman	ˈeəmən
airmen	ˈeəmɛn
airplane	ˈɛəplˌeɪn
airplay	ˈeəpleɪ
airport	ˈeəpɔːt,ˈɛəpˌɔːt
airports	ˈeəpɔːts,ˈɛəpˌɔːts
airpower	ˈeəpˌaʊə
airs	ˈeəz
airscrew	ˈeəskɹuː
airship	ˈeəʃɪp
airships	ˈeəʃɪps
airshow	ˈeəʃəʊ
airshows	ˈeəʃəʊz
airsick	ˈeəsɪk
airspace	ˈeəspeɪs
airspeed	ˈeəspiːd
airstream	ˈeəstɹiːm
airstrike	ˈeəstɹaɪk
airstrikes	ˈeəstɹaɪks
airstrip	ˈeəstɹɪp
airstrips	ˈeəstɹɪps
airt	ˈeət
airtight	ˈeətaɪt
airtime	ˈeətaɪm
airwave	ˈeəweɪv
airwaves	ˈeəweɪvz
airway	ˈeəweɪ
airways	ˈeəweɪz,ˈɛəwˌeɪz
airworthiness	ˈeəwəðɪnəs
airworthy	ˈeəwɜːði
airy	ˈeəɹi,ˈɛəɹi
ais	ˈaɪz
aisle	ˈaɪl,ˈaɪəl
aisles	ˈaɪəlz
ait	ˈeɪt
aitch	ˈeɪtʃ
aitches	ˈeɪtʃɪz
ajar	ədʒˈɑː,ɐdʒˈɑː
aka	ˈækɐ
akee	ˈækiː
akimbo	ɐkˈɪmbəʊ
akin	ɐkˈɪn,əkˈɪn
al	ˈæl
ala	ɐlˈæ
alabama	ˌæləbˈæmə
alabaster	ˌæləbˈæstɐ
alack	ɐlˈæk
alacrity	ɐlˈækɹɪti
alameda	ɐlˈeɪmdɐ
alan	ˈælən
alarm	ɐlˈɑːm,əlˈɑːm
alarmed	ɐlˈɑːmd
alarming	ɐlˈɑːmɪŋ
alarmingly	ɐlˈɑːmɪŋli
alarmism	ɐlˈɑːmɪzəm
alarmist	ɐlˈɑːmɪst
alarms	ɐlˈɑːmz
alarum	ɐlˈɑːɹəm
alarums	ɐlˈɑːɹəmz
alas	əlˈæs,ɐlˈæs
alaska	əlˈæskə
alb	ˈælb
alba	ˈælbɐ
albacore	ˈælbɐkˌɔː
albania	ælbˈeɪnɪə
albany	ˈɔːlbəni
albatross	ˈælbɐtɹˌɒs
albatrosses	ˈælbɐtɹˌɒsɪz
albedo	ælbˈiːdəʊ
albeit	ɔːlbˈiːɪt
albert	ˈælbət
alberta	ælbˈɜːtə
albino	ælbˈiːnəʊ
albinos	ælbˈiːnəʊz
albs	ˈælbz
album	ˈælbəm
albumen	ˈælbjuːmˌɛn
albums	ˈælbəmz
albuquerque	ˈælbəkˌɜːki
alchemical	ælkˈɛmɪkəl
alchemist	ˈælkɪmˌɪst
alchemists	ˈælkɪmˌɪsts
alchemy	ˈælkəmi
alcohol	ˈælkəhˌɒl
alcoholic	ˌælkəhˈɒlɪk
alcoholically	ˌælkəhˈɒlɪkli
alcoholics	ˌælkəhˈɒlɪks
alcoholism	ˈælkəhˌəʊlɪzəm
alcohols	ˈælkəhˌɒlz
alcove	ˈælkəʊv
alcoves	ˈælkəʊvz
