㔂	lan²⁴
上水	t͡ɕʰiũ²²⁻²¹t͡sui⁵³
上江	ɕiɔŋ²²⁻²¹kaŋ⁴⁴
上流	ɕiɔŋ²²⁻²¹liu²⁴
上海	ɕiɔŋ²²⁻²¹haɪ⁵³
上海人	ɕiɔŋ²²⁻²¹haɪ⁵³⁻⁴⁴laŋ²⁴
上海話	ɕiɔŋ²²⁻²¹haɪ⁵³⁻⁴⁴ue²²
上游	ɕiɔŋ²²⁻²¹iu²⁴
上溯	ɕiɔŋ²²⁻²¹sɔ²¹
上演	ɕiɔŋ²²⁻²¹iɛn⁵³
上漲	ɕiɔŋ²²⁻²¹tiũ²¹
上漲	ɕiɔŋ²²⁻²¹tiɔŋ²¹
上漿	ɕiɔŋ²²⁻²¹t͡ɕiũ⁴⁴
上火	t͡ɕiũ²²⁻²¹he⁵³
上無	ɕiaŋ²²⁻²¹bo²⁴
上無	ɕiɔŋ²²⁻²¹bo²⁴
上焦	ɕiɔŋ²²⁻²¹t͡ɕiaʊ⁴⁴
上班	t͡ɕiũ²²⁻²¹pan⁴⁴
上班	ɕiɔŋ²²⁻²¹pan⁴⁴
上界	ɕiɔŋ²²⁻²¹kaɪ²¹
上當	ɕiɔŋ²²⁻²¹tɔŋ²¹
上疆	t͡ɕiũ²²⁻²¹kiũ⁴⁴
上癮	ɕiɔŋ²²⁻²¹un⁵³
上稅	ɕiɔŋ²²⁻²¹se²¹
上稅	ɕiɔŋ²²⁻²¹sue²¹
上空	ɕiɔŋ²²⁻²¹kʰɔŋ⁴⁴
上第	ɕiɔŋ²²⁻²¹te²²
上等	ɕiɔŋ²²⁻²¹tiɪŋ⁵³
上策	ɕiɔŋ²²⁻²¹t͡ɕʰiɪk̚³²
上算	ɕiɔŋ²²⁻²¹suan²¹
上級	ɕiɔŋ²²⁻²¹kip̚³²
上網	t͡ɕiũ²²⁻²¹baŋ²²
上網	ɕiɔŋ²²⁻²¹baŋ²²
上緊	ɕiaŋ²²⁻²¹kin⁵³
上緊	ɕiɔŋ²²⁻²¹kin⁵³
上繳	ɕiɔŋ²²⁻²¹kiaʊ⁵³
上聯	ɕiɔŋ²²⁻²¹liɛn²⁴
上聲	ɕiɔŋ⁵³⁻⁴⁴ɕiã⁴⁴
上肢	ɕiɔŋ²²⁻²¹ki⁴⁴
上肢	ɕiɔŋ²²⁻²¹t͡ɕi⁴⁴
上膘	ɕiɔŋ²²⁻²¹pio⁴⁴
上膛	ɕiɔŋ²²⁻²¹tɔŋ²⁴
上臂	ɕiɔŋ²²⁻²¹pi²¹
上臺	t͡ɕiũ²²⁻²¹taɪ²⁴
上臺	ɕiɔŋ²²⁻²¹taɪ²⁴
上船	t͡ɕiũ²²⁻²¹t͡sun²⁴
上色	t͡ɕiũ²²⁻²¹ɕiɪk̚³²
上色	ɕiɔŋ²²⁻²¹ɕiɪk̚³²
上蒼	ɕiɔŋ²²⁻²¹t͡sɔŋ⁴⁴
上蔟	ɕiɔŋ²²⁻²¹t͡sʰɔk̚³²
上行	ɕiɔŋ²²⁻²¹hiɪŋ²⁴
上行下效	ɕiɔŋ²²⁻²¹hiɪŋ²⁴⁻²²ha²²⁻²¹haʊ²²
上街	t͡ɕiũ²²⁻²¹kue⁴⁴
上衣	ɕiɔŋ²²⁻²¹i⁴⁴
上裝	ɕiɔŋ²²⁻²¹t͡sɔŋ⁴⁴
上訪	ɕiɔŋ²²⁻²¹hɔŋ⁵³
上訴	ɕiɔŋ²²⁻²¹sɔ²¹
上課	t͡ɕiũ²²⁻²¹kʰo²¹
上課	ɕiɔŋ²²⁻²¹kʰo²¹
上諭	ɕiɔŋ²²⁻²¹lu²²
上賓	ɕiɔŋ²²⁻²¹pin⁴⁴
上路	t͡ɕiũ²²⁻²¹lɔ²²
上身	t͡ɕiũ²²⁻²¹ɕin⁴⁴
上身	ɕiɔŋ²²⁻²¹ɕin⁴⁴
上車	t͡ɕiũ²²⁻²¹t͡ɕʰia⁴⁴
上軌道	t͡ɕʰiũ²²⁻²¹kui⁵³⁻⁴⁴to²²
上軌道	ɕiɔŋ²²⁻²¹kui⁵³⁻⁴⁴to²²
上輩	ɕiɔŋ²²⁻²¹bue²¹
上述	ɕiɔŋ²²⁻²¹sut̚⁴
上邊	ɕiɔŋ²²⁻²¹pĩ⁴⁴
上釣	t͡ɕiũ²²⁻²¹tio²¹
上鉤	ɕiɔŋ²²⁻²¹kaʊ⁴⁴
上鏡	t͡ɕiũ²²⁻²¹kiã²¹
上鏡	ɕiɔŋ²²⁻²¹kiã²¹
上門	t͡ɕiũ²²⁻²¹mŋ̍²⁴
上限	ɕiɔŋ²²⁻²¹han²²
上陸	t͡ɕiũ²²⁻²¹liɔk̚⁴
上面	ɕiɔŋ²²⁻²¹bin²²
上面	ɕiɔŋ²²⁻²¹biɛn²²
上頭	t͡ɕʰiũ²²⁻²¹tʰaʊ²⁴
上頭	ɕiaŋ²²⁻²¹tʰaʊ²⁴
上頭	ɕiɔŋ²²⁻²¹tʰaʊ²⁴
上顎	ɕiɔŋ²²⁻²¹ɡɔk̚⁴
上風	ɕiɔŋ²²⁻²¹hɔŋ⁴⁴
上饒	ɕiɔŋ²²⁻²¹d͡ʑiaʊ²⁴
上馬	ɕiɔŋ²²⁻²¹mã⁵³
下	e²²
下	ha²²
下	he²²
下	ke²²
下	kʰe²²
下世	e²²⁻²¹ɕi²¹
下世人	e²²⁻²¹ɕi²¹⁻⁵³laŋ²⁴
下令	ha²²⁻²¹liɪŋ²²
下位	e²²⁻²¹ui²²
下作	ha²²⁻²¹t͡sɔk̚³²
下來	ha²²⁻²¹laɪ²⁴
下冬	e²²⁻²¹taŋ⁴⁴
下凡	ha²²⁻²¹huan²²
下列	ha²²⁻²¹liɛt̚⁴
下剸	e²²⁻²¹tŋ̍²⁴
下力	he²²⁻²¹lat̚⁴
下勁	ha²²⁻²¹kiɪŋ²¹
下勻	e²²⁻²¹un²⁴
下午	ha²²⁻²¹ŋɔ̃⁵³
下半剸	e²²⁻²¹puã²¹⁻⁵³tŋ̍²⁴
下半年	e²²⁻²¹puã²¹⁻⁵³nĩ²⁴
下半暝	e²²⁻²¹puã²¹⁻⁵³mĩ²⁴
下半身	e²²⁻²¹puã²¹⁻⁵³ɕin⁴⁴
下去	ha²²⁻²¹kʰi²¹
下命	he²²⁻²¹miã²²
下品	ha²²⁻²¹pʰin⁵³
下回	e²²⁻²¹hue²⁴
下回	ha²²⁻²¹hue²⁴
下場	ha²²⁻²¹tiũ²⁴
下士	ha²²⁻²¹su²²
下嫁	ha²²⁻²¹ka²¹
下家	e²²⁻²¹ke⁴⁴
下層	e²²⁻²¹t͡san²⁴
下層	ha²²⁻²¹t͡san²⁴
下屬	ha²²⁻²¹ɕiɔk̚⁴
下山	ha²²⁻²¹san⁴⁴
下崗	ha²²⁻²¹kaŋ⁴⁴
下工夫	he²²⁻²¹kaŋ⁴⁴⁻²²hu⁴⁴
下巴	ha²²⁻²¹pa⁴⁴
下底	e²²⁻²¹tue⁵³
下廳	e²²⁻²¹tʰiã⁴⁴
下心神	he²²⁻²¹ɕim⁴⁴⁻²²ɕin²⁴
下情	ha²²⁻²¹t͡ɕiɪŋ²⁴
下懷	ha²²⁻²¹huai²⁴
下房	e²²⁻²¹paŋ²⁴
下手	e²²⁻²¹t͡ɕʰiu⁵³
下手	he²²⁻²¹t͡ɕʰiu⁵³
下挫	ha²²⁻²¹t͡sʰo²¹
下擺	e²²⁻²¹paɪ⁵³
下放	ha²²⁻²¹hɔŋ²¹
下文	ha²²⁻²¹bun²⁴
下斗	e²²⁻²¹taʊ⁵³
下方	ha²²⁻²¹hɔŋ⁴⁴
下日	e²²⁻²¹lit̚⁴
下旬	ha²²⁻²¹sun²⁴
下昏	e⁴⁴⁻²²hŋ̍⁴⁴
下昏頓	e⁴⁴⁻²²hŋ̍⁴⁴⁻²²tŋ̍²¹
下晝	e²²⁻²¹taʊ²¹
下晝頓	e²²⁻²¹taʊ²¹⁻⁵³tŋ̍²¹
下晡	e²²⁻²¹pɔ⁴⁴
下月日	e²²⁻²¹ɡeʔ⁴⁻²¹lit̚⁴
下本	he²²⁻²¹pun⁵³
下榻	ha²²⁻²¹tʰaʔ³²
下樓	ha²²⁻²¹laʊ²⁴
下次	ha²²⁻²¹t͡sʰu²¹
下毒	he²²⁻²¹tɔk̚⁴
下水	ha²²⁻²¹sui⁵³
下水	ha²²⁻²¹t͡sui⁵³
下沉	ha²²⁻²¹tim²⁴
下流	ha²²⁻²¹liu²⁴
下浮	e²²⁻²¹pʰu²⁴
下浮	ha²²⁻²¹hu²⁴
下海	ha²²⁻²¹haɪ⁵³
下港	e²²⁻²¹kaŋ⁵³
下游	ha²²⁻²¹iu²⁴
下照廳	e²²⁻²¹t͡ɕiaʊ²¹⁻⁵³tʰiã⁴⁴
下班	ha²²⁻²¹pan⁴⁴
下痢	ha²²⁻²¹li²²
下筆	he²²⁻²¹pit̚³²
下等	ha²²⁻²¹tiɪŋ⁵³
下策	ha²²⁻²¹t͡ɕʰiɪk̚³²
下級	ha²²⁻²¹kip̚³²
下聯	e²²⁻²¹liɛn²⁴
下聯	ha²²⁻²¹liɛn²⁴
下肢	ha²²⁻²¹ki⁴⁴
下肢	ha²²⁻²¹t͡ɕi⁴⁴
下腹仔	e²²⁻²¹pak̚³²⁻⁴a⁵³
下臺	ha²²⁻²¹taɪ²⁴
下船	he²²⁻²¹t͡sun²⁴
下落	ha²²⁻²¹lɔk̚⁴
下落	he²²⁻²¹loʔ⁴
下課	ha²²⁻²¹kʰo²¹
下賂	he²²⁻²¹lɔ²²
下賤	ha²²⁻²¹t͡ɕiɛn²²
下跤	e²²⁻²¹kʰa⁴⁴
下跤手	e²²⁻²¹kʰa⁴⁴⁻²²t͡ɕʰiu⁵³
下跤裒	e²²⁻²¹kʰa⁴⁴⁻²²pɔ²⁴
下跤裾	e²²⁻²¹kʰa⁴⁴⁻²²ku⁴⁴
下跪	ha²²⁻²¹kui²²
下身	e²²⁻²¹ɕin⁴⁴
下身	ha²²⁻²¹ɕin⁴⁴
下載	ha²²⁻²¹t͡saɪ²¹
下輩	e²²⁻²¹pue²¹
下過	e²²⁻²¹ke²¹
下達	ha²²⁻²¹tat̚⁴
下邊	e²²⁻²¹pĩ⁴⁴
下部	e²²⁻²¹pɔ²²
下鄉	ha²²⁻²¹hiɔŋ⁴⁴
下重	he²²⁻²¹taŋ²²
下重	kʰe²²⁻²¹taŋ²²
下野	ha²²⁻²¹ia⁵³
下門	e²²⁻²¹mŋ̍²⁴
下關	ha²²⁻²¹kuan⁴⁴
下降	ha²²⁻²¹kaŋ²¹
下限	ha²²⁻²¹han²²
下面	e²²⁻²¹bin²²
下面	ha²²⁻²¹biɛn²²
下項	he²²⁻²¹haŋ²²
下頦	e²²⁻²¹haɪ²⁴
下頭	e²²⁻²¹tʰaʊ²⁴
下顎	e²²⁻²¹kɔk̚³²
下顎	e²²⁻²¹kʰɔk̚³²
下願	he²²⁻²¹ɡuan²²
下風	ha²²⁻²¹hɔŋ⁴⁴
下馬	ha²²⁻²¹mã⁵³
下馬威	ha²²⁻²¹mã⁵³⁻⁴⁴ui⁴⁴
下體	ha²²⁻²¹tʰe⁵³
下𦜆	e²²⁻²¹ham⁴⁴
不	put̚³²
不一定	put̚³²⁻⁴it̚³²⁻⁴tiɪŋ²²
不一而足	put̚³²⁻⁴it̚³²⁻⁴d͡ʑi²⁴⁻²²t͡ɕiɔk̚³²
不丹	put̚³²⁻⁴tan⁴⁴
不久	put̚³²⁻⁴ku⁵³
不二	put̚³²⁻⁴li²²
不二價	put̚³²⁻⁴d͡ʑi²²⁻²¹ke²¹
不亦樂乎	put̚³²⁻⁴iɪk̚⁴⁻³²lɔk̚⁴⁻³²hɔ²⁴
不以為然	put̚³²⁻⁴i⁵³⁻⁴⁴ui²⁴⁻²²liɛn²⁴
不但	put̚³²⁻⁴tan²²
不住	put̚³²⁻⁴t͡su²²
不便	put̚³²⁻⁴piɛn²²
不倒翁	put̚³²⁻⁴to⁵³⁻⁴⁴ɔŋ⁴⁴
不停	put̚³²⁻⁴tʰiɪŋ²⁴
不僅	put̚³²⁻⁴kin⁵³
不克	put̚³²⁻⁴kʰiɪk̚³²
不免	put̚³²⁻⁴biɛn⁵³
不全	put̚³²⁻⁴t͡suan²⁴
不再	put̚³²⁻⁴t͡saɪ²¹
不准	put̚³²⁻⁴t͡sun⁵³
不凡	put̚³²⁻⁴huan²⁴
不切實際	put̚³²⁻⁴t͡ɕʰiɛt̚³²⁻⁴ɕit̚⁴⁻³²t͡se²¹
不利	put̚³²⁻⁴li²²
不動產	put̚³²⁻⁴tɔŋ²²⁻²¹san⁵³
不務正業	put̚³²⁻⁴bu²²⁻²¹t͡ɕiɪŋ²¹⁻⁵³ɡiap̚⁴
不勞而獲	put̚³²⁻⁴lo²⁴⁻²²d͡ʑi²⁴⁻²²hiɪk̚⁴
不及	put̚³²⁻⁴kip̚⁴
不只	put̚³²⁻⁴t͡ɕi⁵³
不可	put̚³²⁻⁴kʰo⁵³
不可多得	put̚³²⁻⁴kʰo⁵³⁻⁴⁴to⁴⁴⁻²²tit̚³²
不可收拾	put̚³²⁻⁴kʰo⁵³⁻⁴⁴ɕiu⁴⁴⁻²²ɕip̚³²
不可理喻	put̚³²⁻⁴kʰo⁵³⁻⁴⁴li⁵³⁻⁴⁴d͡zu²²
不合時宜	put̚³²⁻⁴hap̚⁴⁻³²ɕi²⁴⁻²²ɡi²⁴
不吉	put̚³²⁻⁴kiɛt̚³²
不同	put̚³²⁻⁴tɔŋ²⁴
不周	put̚³²⁻⁴t͡ɕiu⁴⁴
不善	put̚³²⁻⁴ɕiɛn²²
不在乎	put̚³²⁻⁴t͡saɪ²²⁻²¹hɔ⁴⁴
不在話下	put̚³²⁻⁴t͡saɪ²²⁻²¹ue²²⁻²¹ha²²
不堪	put̚³²⁻⁴kʰam⁴⁴
不堪設想	put̚³²⁻⁴kʰam⁴⁴⁻²²ɕiɛt̚³²⁻⁴ɕiɔŋ⁵³
不夜城	put̚³²⁻⁴ia²²⁻²¹ɕiã²⁴
不失為	put̚³²⁻⁴ɕit̚³²⁻⁴ui²⁴
不如	put̚³²⁻⁴lu²⁴
不妙	put̚³²⁻⁴biaʊ²²
不妥	put̚³²⁻⁴tʰo²¹
不妨	put̚³²⁻⁴hɔŋ⁵³
不孕症	put̚³²⁻⁴in²²⁻²¹t͡ɕiɪŋ²¹
不孝	put̚³²⁻⁴haʊ²¹
不安	put̚³²⁻⁴an⁴⁴
不定	put̚³²⁻⁴tiɪŋ²²
不宜	put̚³²⁻⁴ɡi²⁴
不容	put̚³²⁻⁴iɔŋ²⁴
不實	put̚³²⁻⁴ɕit̚⁴
不對	put̚³²⁻⁴tui²¹
不少	put̚³²⁻⁴t͡ɕio⁵³
不少	put̚³²⁻⁴ɕiaʊ⁵³
不平	put̚³²⁻⁴piɪŋ²⁴
不幸	put̚³²⁻⁴hiɪŋ²²
不得	put̚³²⁻⁴tiɪk̚³²
不得不	put̚³²⁻⁴tiɪk̚³²⁻⁴put̚³²
不得了	put̚³²⁻⁴tiɪk̚³²⁻⁴liaʊ⁵³
不得其死	put̚³²⁻⁴tit̚³²⁻⁴ki²⁴⁻²²ɕi⁵³
不得已	put̚³²⁻⁴tiɪk̚³²⁻⁴i⁵³
不得而知	put̚³²⁻⁴tit̚³²⁻⁴li²⁴⁻²²ti⁴⁴
不必	put̚³²⁻⁴pit̚³²
不忍	put̚³²⁻⁴lim⁵³
不忘	put̚³²⁻⁴bɔŋ²⁴
不悅	put̚³²⁻⁴iɛt̚⁴
不惑	put̚³²⁻⁴hiɪk̚⁴
不惜	put̚³²⁻⁴ɕioʔ³²
不惜	put̚³²⁻⁴ɕiɪk̚³²
不意	put̚³²⁻⁴i²¹
不愧	put̚³²⁻⁴kʰui²¹
不慎	put̚³²⁻⁴ɕin²²
不成器	put̚³²⁻⁴ɕiɪŋ²⁴⁻²²kʰi²¹
不才	put̚³²⁻⁴t͡saɪ²⁴
不折不扣	put̚³²⁻⁴t͡ɕiɛt̚³²⁻⁴put̚³²⁻⁴kʰaʊ²¹
不擇手段	put̚³²⁻⁴tiɪk̚⁴⁻³²t͡ɕʰiu⁵³⁻⁴⁴tuã²²
不敢當	put̚³²⁻⁴kam⁵³⁻⁴⁴tɔŋ⁴⁴
不敬	put̚³²⁻⁴kiɪŋ²¹
不料	put̚³²⁻⁴liaʊ²²
不斷	put̚³²⁻⁴tuan²²
不明	put̚³²⁻⁴biɪŋ²⁴
不明不白	put̚³²⁻⁴biɪŋ²⁴⁻²²put̚³²⁻⁴peʔ⁴
不是	put̚³²⁻⁴ɕi²²
不時	put̚³²⁻⁴ɕi²⁴
不景氣	put̚³²⁻⁴kiɪŋ⁵³⁻⁴⁴kʰi²¹
不曾	put̚³²⁻⁴t͡ɕiɪŋ²⁴
不服	put̚³²⁻⁴hɔk̚⁴
不期時	put̚³²⁻⁴ki²⁴⁻²²ɕi²⁴
不朽	put̚³²⁻⁴hiu⁵³
不歡而散	put̚³²⁻⁴huan⁴⁴⁻²²li²⁴⁻²²san²¹
不止	put̚³²⁻⁴t͡ɕi⁵³
不正	put̚³²⁻⁴t͡ɕiɪŋ²¹
不比	put̚³²⁻⁴pi⁵³
不治	put̚³²⁻⁴ti²²
不法	put̚³²⁻⁴huat̚³²
不測	put̚³²⁻⁴t͡ɕʰiɪk̚³²
不滿	put̚³²⁻⁴buan⁵³
不滿	put̚³²⁻⁴muã⁵³
不為所動	put̚³²⁻⁴ui²⁴⁻²²sɔ⁵³⁻⁴⁴tɔŋ²²
不無	put̚³²⁻⁴bo²⁴
不然	put̚³²⁻⁴liɛn²⁴
不甘	put̚³²⁻⁴kam⁴⁴
不用	put̚³²⁻⁴iɔŋ²²
不當	put̚³²⁻⁴tɔŋ²¹
不白之冤	put̚³²⁻⁴peʔ⁴⁻²¹t͡ɕi⁴⁴⁻²²uan⁴⁴
不盡	put̚³²⁻⁴t͡ɕin²²
不直	put̚³²⁻⁴tit̚⁴
不眠不休	put̚³²⁻⁴bin²⁴⁻²²put̚³²⁻⁴hiu⁴⁴
不知	put̚³²⁻⁴ti⁴⁴
不知不覺	put̚³²⁻⁴ti⁴⁴⁻²²put̚³²⁻⁴kak̚³²
不知去向	put̚³²⁻⁴ti⁴⁴⁻²²kʰi²¹⁻⁵³hiɔŋ²¹
不知去向	put̚³²⁻⁴ti⁴⁴⁻²²kʰu²¹⁻⁵³hiɔŋ²¹
不禁	put̚³²⁻⁴kim⁴⁴
不移	put̚³²⁻⁴i²⁴
不符	put̚³²⁻⁴hu²⁴
不等	put̚³²⁻⁴tiɪŋ⁵³
不管	put̚³²⁻⁴kuan⁵³
不絕	put̚³²⁻⁴t͡suat̚⁴
不絕於耳	put̚³²⁻⁴t͡suat̚⁴⁻³²u²⁴⁻²²nĩ⁵³
不義	put̚³²⁻⁴ɡi²²
不而過	put̚³²⁻⁴li²²⁻²¹ko²¹
不耐煩	put̚³²⁻⁴nãɪ²²⁻²¹huan²⁴
不肖	put̚³²⁻⁴ɕiaʊ²¹
不能不	put̚³²⁻⁴liɪŋ²⁴⁻²²put̚³²
不脛而走	put̚³²⁻⁴kiɪŋ²¹⁻⁵³d͡ʑi²⁴⁻²²t͡saʊ⁵³
不自覺	put̚³²⁻⁴t͡su²²⁻²¹kak̚³²
不至於	put̚³²⁻⁴t͡ɕi²¹⁻⁵³u⁴⁴
不良	put̚³²⁻⁴liɔŋ²⁴
不要	put̚³²⁻⁴iaʊ²¹
不見得	put̚³²⁻⁴kiɛn²¹⁻⁵³tit̚³²
不見得	put̚³²⁻⁴kiɛn²¹⁻⁵³tiɪk̚³²
不覺	put̚³²⁻⁴kak̚³²
不解	put̚³²⁻⁴kaɪ⁵³
不計	put̚³²⁻⁴ke²¹
不計其數	put̚³²⁻⁴ke²¹⁻⁵³ki²⁴⁻²²sɔ²¹
不許	put̚³²⁻⁴hu⁵³
不該	put̚³²⁻⁴kaɪ⁴⁴
不詳	put̚³²⁻⁴ɕiɔŋ²⁴
不語	put̚³²⁻⁴ɡu⁵³
不論	put̚³²⁻⁴lun²²
不謀而合	put̚³²⁻⁴bɔ²⁴⁻²²d͡ʑi²⁴⁻²²hap̚⁴
不變	put̚³²⁻⁴piɛn²¹
不負眾望	put̚³²⁻⁴hu²²⁻²¹t͡ɕiɔŋ²¹⁻⁵³bɔŋ²²
不足	put̚³²⁻⁴t͡ɕiɔk̚³²
不足為奇	put̚³²⁻⁴t͡ɕiɔk̚³²⁻⁴ui²⁴⁻²²ki²⁴
不軌	put̚³²⁻⁴kʰui⁵³
不遂	put̚³²⁻⁴sui²²
不過	put̚³²⁻⁴ko²¹
不錯	put̚³²⁻⁴t͡sʰo²¹
不鏽鋼	put̚³²⁻⁴ɕiu²¹⁻⁵³kŋ̍²¹
不雅	put̚³²⁻⁴ŋã⁵³
不顧	put̚³²⁻⁴kɔ²¹
不飽和	put̚³²⁻⁴paʊ⁵³⁻⁴⁴ho²⁴
不齒	put̚³²⁻⁴kʰi⁵³
丏	biɛn⁵³
丐	kat̚³²
丐	kaɪ²¹
丑	tʰiu⁵³
丑仔	tʰiu⁵³⁻⁴⁴a⁵³
丑時	tʰiu⁵³⁻⁴⁴ɕi²⁴
丑腳	tʰiu⁵³⁻⁴⁴kioʔ³²
且	t͡su⁴⁴
且	t͡ɕʰia⁵³
且	t͡ɕʰiã⁵³
且慢	t͡ɕʰiã⁵³⁻⁴⁴ban²²
丕	pʰi⁴⁴
丕叫	pʰe⁴⁴⁻²²kio²¹
丕命	pʰe⁴⁴⁻²²miã²²
丕性命	pʰe⁴⁴⁻²²ɕĩ²¹⁻⁵³miã²²
丕死	pʰe⁴⁴⁻²²ɕi⁵³
丕講是	pʰe⁴⁴⁻²²kɔŋ⁵³⁻⁴⁴ɕi²²
世	se²¹
世	ɕi²¹
世上	se²¹⁻⁵³t͡ɕiũ²²
世上	se²¹⁻⁵³ɕiɔŋ²²
世事	se²¹⁻⁵³su²²
世交	se²¹⁻⁵³kaʊ⁴⁴
世人	se²¹⁻⁵³lin²⁴
世代	se²¹⁻⁵³taɪ²²
世俗	se²¹⁻⁵³ɕiɔk̚⁴
世俗人	se²¹⁻⁵³ɕiɔk̚⁴⁻³²laŋ²⁴
世傳	se²¹⁻⁵³tuan²⁴
世外桃源	se²¹⁻⁵³ɡua²²⁻²¹tʰo²⁴⁻²²ɡuan²⁴
世家	se²¹⁻⁵³ka⁴⁴
世局	se²¹⁻⁵³kiɔk̚⁴
世情	se²¹⁻⁵³t͡ɕiɪŋ²⁴
世故	se²¹⁻⁵³kɔ²¹
世族	se²¹⁻⁵³t͡sɔk̚⁴
世界	se²¹⁻⁵³kaɪ²¹
世界人權宣言	se²¹⁻⁵³kaɪ²¹⁻⁵³lin²⁴⁻²²kuan²⁴⁻²²suan⁴⁴⁻²²ɡiɛn²⁴
世界大戰	se²¹⁻⁵³kaɪ²¹⁻⁵³taɪ²²⁻²¹t͡ɕiɛn²¹
世界性	se²¹⁻⁵³kaɪ²¹⁻⁵³ɕiɪŋ²¹
世界級	se²¹⁻⁵³kaɪ²¹⁻⁵³kip̚³²
世界觀	se²¹⁻⁵³kaɪ²¹⁻⁵³kuan⁴⁴
世界語	se²¹⁻⁵³kaɪ²¹⁻⁵³ɡi⁵³
世祖	se²¹⁻⁵³t͡sɔ⁵³
世紀	se²¹⁻⁵³ki⁵³
世罪	se²¹⁻⁵³t͡sue²²
世襲	se²¹⁻⁵³ɕip̚⁴
世道	se²¹⁻⁵³to²²
世醫	se²¹⁻⁵³i⁴⁴
世間	se²¹⁻⁵³kan⁴⁴
世間人	se²¹⁻⁵³kan⁴⁴⁻²²laŋ²⁴
世面	se²¹⁻⁵³bin²²
世風	se²¹⁻⁵³hɔŋ⁴⁴
丘	kʰiu⁴⁴
丘	kʰu⁴⁴
丘陵	kʰiu⁴⁴⁻²²liɪŋ²⁴
丙	piã⁵³
丙	piɪŋ⁵³
丙午	piã⁵³⁻⁴⁴ŋɔ̃⁵³
丙午	piɪŋ⁵³⁻⁴⁴ŋɔ̃⁵³
丙子	piã⁵³⁻⁴⁴t͡ɕi⁵³
丙子	piɪŋ⁵³⁻⁴⁴t͡su⁵³
丙寅	piã⁵³⁻⁴⁴in²⁴
丙寅	piɪŋ⁵³⁻⁴⁴in²⁴
丙戌	piã⁵³⁻⁴⁴sut̚³²
丙戌	piɪŋ⁵³⁻⁴⁴sut̚³²
丙烷	piã⁵³⁻⁴⁴uan²⁴
丙申	piã⁵³⁻⁴⁴ɕin⁴⁴
丙申	piɪŋ⁵³⁻⁴⁴ɕin⁴⁴
丙辰	piã⁵³⁻⁴⁴ɕin²⁴
丙辰	piɪŋ⁵³⁻⁴⁴ɕin²⁴
丞	ɕiɪŋ²⁴
丟	tiu⁴⁴
丟人	tiu⁴⁴⁻²²lin²⁴
丟失	tiu⁴⁴⁻²²ɕit̚³²
並	piɪŋ²²
並且	piɪŋ²²⁻²¹t͡ɕʰiã⁵³
並列	piɪŋ²²⁻²¹liɛt̚⁴
並排	piɪŋ²²⁻²¹paɪ²⁴
並立	piɪŋ²²⁻²¹lip̚⁴
並肩	piɪŋ²²⁻²¹kiɛn⁴⁴
並肩	piɪŋ²²⁻²¹kiɪŋ⁴⁴
並舉	piɪŋ²²⁻²¹ku⁵³
並行	piɪŋ²²⁻²¹hiɪŋ²⁴
並軌	piɪŋ²¹⁻⁵³kʰui⁵³
並進	piɪŋ²²⁻²¹t͡ɕin²¹
並重	piɪŋ²²⁻²¹tiɔŋ²²
丨	kun⁵³
丫	a⁴⁴
丫頭	a⁴⁴⁻²²tʰaʊ²⁴
丫鬟	a⁴⁴⁻²²huan²⁴
中	tiɔŋ²¹
中	tiɔŋ⁴⁴
中	tiɪŋ²¹
中下游	tiɔŋ⁴⁴⁻²²ha²²⁻²¹iu²⁴
中亞	tiɔŋ⁴⁴⁻²²a⁴⁴
中人	tiɔŋ⁴⁴⁻²²laŋ²⁴
中保	tiɔŋ⁴⁴⁻²²po⁵³
中傷	tiɔŋ²¹⁻⁵³ɕiɔŋ⁴⁴
中共	tiɔŋ⁴⁴⁻²²kiɔŋ²²
中區	tiɔŋ⁴⁴⁻²²kʰu⁴⁴
中午	tiɔŋ⁴⁴⁻²²ŋɔ̃⁵³
中南	tiɔŋ⁴⁴⁻²²lam²⁴
中南海	tiɔŋ⁴⁴⁻²²lam²⁴⁻²²haɪ⁵³
中原	tiɔŋ⁴⁴⁻²²ɡuan²⁴
中古	tiɔŋ⁴⁴⁻²²kɔ⁵³
中古時代	tiɔŋ⁴⁴⁻²²kɔ⁵³⁻⁴⁴ɕi²⁴⁻²²taɪ²²
中古英語	tiɔŋ⁴⁴⁻²²kɔ⁵³⁻⁴⁴iɪŋ⁴⁴⁻²²ɡu⁵³
中和	tiɔŋ⁴⁴⁻²²ho²⁴
中國	tiɔŋ⁴⁴⁻²²kɔk̚³²
中國人	tiɔŋ⁴⁴⁻²²kɔk̚³²⁻⁴laŋ²⁴
中國人民解放軍	tiɔŋ⁴⁴⁻²²kɔk̚³²⁻⁴lin²⁴⁻²²bin²⁴⁻²²kaɪ⁵³⁻⁴⁴hɔŋ²¹⁻⁵³kun⁴⁴
中國儂	tiɔŋ⁴⁴⁻²²kɔk̚³²⁻⁴laŋ²⁴
中國城	tiɔŋ⁴⁴⁻²²kɔk̚³²⁻⁴ɕiã²⁴
中國字	tiɔŋ⁴⁴⁻²²kɔk̚³²⁻⁴li²²
中國式	tiɔŋ⁴⁴⁻²²kɔk̚³²⁻⁴ɕiɪk̚³²
中國本土	tiɔŋ⁴⁴⁻²²kɔk̚³²⁻⁴pun⁵³⁻⁴⁴tɔ⁵³
