aarōn	aaɾoːn
acūtidēns	akuːt̪ɪd̪ẽːs̠
acūtiflōrus	akuːt̪ɪfɫ̪oːɾʊs̠
acūtifolius	akuːt̪ɪfɔl̪iʊs̠
acūtifōrmis	akuːt̪ɪfoːrmɪs̠
acūtiglūmis	akuːt̪ɪɡɫ̪uːmɪs̠
acūtiglūmus	akuːt̪ɪɡɫ̪uːmʊs̠
acūtilobus	akuːt̪ɪɫ̪ɔbʊs̠
acūtipennis	akuːt̪ɪpɛnnɪs̠
acūtipetalus	akuːt̪ɪpɛt̪aɫ̪ʊs̠
acūtirōstris	akuːt̪ɪɾoːs̠t̪ɾɪs̠
acūtisquāmātus	akuːt̪ɪs̠kʷaːmaːt̪ʊs̠
acūtisquāmōsus	akuːt̪ɪs̠kʷaːmoːs̠ʊs̠
acūtisēpalus	akuːt̪ɪs̠eːpaɫ̪ʊs̠
acūtius	akuːt̪iʊs̠
acūtivalvis	akuːt̪ɪwaɫ̪wɪs̠
acūtus	akuːt̪ʊs̠
acūtālis	akuːt̪aːl̪ɪs̠
acūtātus	akuːt̪aːt̪ʊs̠
ad	ad̪
adada	ad̪ad̪a
adaequātus	ad̪ae̯kʷaːt̪ʊs̠
adaequō	ad̪ae̯kʷoː
adaerō	ad̪ae̯roː
adaestuātum	ad̪ae̯s̠t̪ʊaːt̪ʊ̃ˑ
adaestuātūrus	ad̪ae̯s̠t̪ʊaːt̪uːɾʊs̠
adaestuō	ad̪ae̯s̠t̪ʊoː
adaggerō	ad̪aɡɡɛɾoː
adalligō	ad̪al̠l̠ɪɡoː
adamantinus	ad̪aman̪t̪ɪnʊs̠
adambulātum	ad̪ambʊɫ̪aːt̪ʊ̃ˑ
adambulātūrus	ad̪ambʊɫ̪aːt̪uːɾʊs̠
adambulō	ad̪ambʊɫ̪oː
adamicus	ad̪amɪkʊs̠
adampliō	ad̪ampl̪ioː
adamās	ad̪amaːs̠
adamō	ad̪amoː
adana	ad̪ana
adanēnsis	ad̪anẽːs̠ɪs̠
adaperiō	ad̪apɛɾioː
adaptābilis	ad̪apt̪aːbɪl̪ɪs̠
adaptō	ad̪apt̪oː
adaquō	ad̪akʷoː
adarca	ad̪arka
adarō	ad̪aɾoː
adauctō	ad̪au̯kt̪oː
adaugeō	ad̪au̯ɡeoː
adbellō	ad̪bɛl̠l̠oː
adbibō	ad̪bɪboː
adbreviāverimus	ad̪bɾɛwiawɛɾɪmʊs̠
adclīnō	at̪kl̪iːnoː
adcommodō	at̪kɔmmɔd̪oː
adcrēscō	at̪kɾeːs̠koː
adcubō	at̪kʊboː
adcumbō	at̪kʊmboː
adcūrō	at̪kuːɾoː
addant	ad̪d̪an̪t̪
addax	ad̪d̪aks̠
addecet	ad̪d̪ɛkɛt̪
addecimō	ad̪d̪ɛkɪmoː
addictiō	ad̪d̪ɪkt̪ioː
addictor	ad̪d̪ɪkt̪ɔr
addictus	ad̪d̪ɪkt̪ʊs̠
addigitō	ad̪d̪ɪɡɪt̪oː
addiscō	ad̪d̪ɪs̠koː
additiō	ad̪d̪ɪt̪ioː
addoceō	ad̪d̪ɔkeoː
addormiō	ad̪d̪ɔrmioː
addua	ad̪d̪ʊa
addubitō	ad̪d̪ʊbɪt̪oː
adductor	ad̪d̪ʊkt̪ɔr
adductus	ad̪d̪ʊkt̪ʊs̠
adductōribus	ad̪d̪ʊkt̪ɔɾɪbʊs̠
addēnseō	ad̪d̪ẽːs̠eoː
addēnsō	ad̪d̪ẽːs̠oː
addīcō	ad̪d̪iːkoː
addō	ad̪d̪oː
addūcere	ad̪d̪uːkɛɾɛ
addūcō	ad̪d̪uːkoː
adedō	ad̪ɛd̪oː
adelphis	ad̪ɛɫ̪pʰɪs̠
adenanthus	ad̪ɛnan̪t̪ʰʊs̠
adendros	ad̪ɛn̪d̪ɾɔs̠
adenocalyx	ad̪ɛnɔkal̪ʏks̠
adenēnsis	ad̪ɛnẽːs̠ɪs̠
adeps	ad̪ɛps̠
adeptiō	ad̪ɛpt̪ioː
adequitātum	ad̪ɛkᶣɪt̪aːt̪ʊ̃ˑ
adequitātūrus	ad̪ɛkᶣɪt̪aːt̪uːɾʊs̠
adequitō	ad̪ɛkᶣɪt̪oː
aderrō	ad̪ɛrroː
adespota	ad̪ɛs̠pɔt̪a
adespota	ad̪ɛs̠pɔt̪aː
adespotus	ad̪ɛs̠pɔt̪ʊs̠
adespotī	ad̪ɛs̠pɔt̪iː
adespotīs	ad̪ɛs̠pɔt̪iːs̠
adespotō	ad̪ɛs̠pɔt̪oː
adespotōrum	ad̪ɛs̠pɔt̪oːɾʊ̃ˑ
adespotōs	ad̪ɛs̠pɔt̪oːs̠
adeōna	ad̪eoːna
adfectiosē	at̪fɛkt̪iɔs̠eː
adfectiōsus	at̪fɛkt̪ioːs̠ʊs̠
adfector	at̪fɛkt̪ɔr
adfectus	at̪fɛkt̪ʊs̠
adfectuōsus	at̪fɛkt̪ʊoːs̠ʊs̠
adfectuōsē	at̪fɛkt̪ʊoːs̠eː
adfectē	at̪fɛkt̪eː
adfectīvus	at̪fɛkt̪iːwʊs̠
adferre	at̪fɛrrɛ
adferō	at̪fɛɾoː
adfirmātiōnibus	at̪fɪrmat̪iɔnɪbʊs̠
adflīctus	at̪fl̪iːkt̪ʊs̠
adflīctō	at̪fl̪iːkt̪oː
adflō	at̪fɫ̪oː
adfundō	at̪fʊn̪d̪oː
adfābilis	at̪faːbɪl̪ɪs̠
adfīgō	at̪fiːɡoː
adfīnis	at̪fiːnɪs̠
adgestus	ad̪ɡɛs̠t̪ʊs̠
adgāvīsus	ad̪ɡaːwiːs̠ʊs̠
adgāvīsūrus	ad̪ɡaːwiːs̠uːɾʊs̠
adhaerentia	ad̪ae̯rɛn̪t̪ia
adhaereō	ad̪ae̯reoː
adhaerēns	ad̪ae̯rẽːs̠
adhaesiōnibus	ad̪ae̯s̠iɔnɪbʊs̠
adhaesūrus	ad̪ae̯s̠uːɾʊs̠
adherbal	ad̪ɛrbaɫ̪
adhibeō	ad̪ɪbeoː
adhinniō	ad̪ɪnnioː
adhospitō	ad̪ɔs̠pɪt̪oː
adhālō	ad̪aːɫ̪oː
adhāmāns	ad̪aːmãːs̠
adhāmō	ad̪aːmoː
adhōc	ad̪oːk
adiabēnē	ad̪iabeːneː
adiaceō	ad̪jakeoː
adiaculātus	ad̪jakʊɫ̪aːt̪ʊs̠
adiacēns	ad̪jakẽːs̠
adianta	ad̪jan̪t̪a
adiantum	ad̪ian̪t̪ʊ̃ˑ
adiantī	ad̪jan̪t̪iː
adiantō	ad̪jan̪t̪oː
adiaphoros	ad̪iapʰɔɾɔs̠
adiciō	ad̪jɪkioː
adiectum	ad̪jɛkt̪ʊ̃ˑ
adiectīcius	ad̪jɛkt̪iːkiʊs̠
adiectīvus	ad̪jɛkt̪iːwʊs̠
adiectīvālis	ad̪jɛkt̪iːwaːl̪ɪs̠
adierimus	ad̪iɛɾiːmʊs̠
adierimus	ad̪iɛɾɪmʊs̠
adieris	ad̪iɛɾiːs̠
adieris	ad̪iɛɾɪs̠
adieritis	ad̪iɛɾiːt̪ɪs̠
adieritis	ad̪iɛɾɪt̪ɪs̠
adigō	ad̪ɪɡoː
adimpleō	ad̪ɪmpɫ̪eoː
adimō	ad̪ɪmoː
adinveniō	ad̪ɪnwɛnioː
adinventiō	ad̪ɪnwɛn̪t̪ioː
adipsos	ad̪ɪps̠ɔs̠
adipātus	ad̪ɪpaːt̪ʊs̠
adipīscor	ad̪ɪpiːs̠kɔr
adipōsus	ad̪ɪpoːs̠ʊs̠
adipōsōs	ad̪ɪpoːs̠oːs̠
adit	ad̪ɪt̪
aditātum	ad̪ɪt̪aːt̪ʊ̃ˑ
adiuerō	ad̪jʊɛɾoː
adiugō	ad̪jʊɡoː
adiungō	ad̪jʊŋɡoː
adiuvō	ad̪jʊwoː
adiēnus	ad̪ieːnʊs̠
adiūdicātiō	ad̪juːd̪ɪkaːt̪ioː
adiūdicō	ad̪juːd̪ɪkoː
adiūnctus	ad̪jʊŋkt̪ʊs̠
adiūnctīvus	ad̪jʊŋkt̪iːwʊs̠
adiūnctōribus	ad̪jʊŋkt̪ɔɾɪbʊs̠
adiūrātōrius	ad̪juːɾaːt̪oːɾiʊs̠
adiūrō	ad̪juːɾoː
adiūtābilis	ad̪juːt̪aːbɪl̪ɪs̠
adiūtō	ad̪juːt̪oː
adjaceō	ad̪jakeoː
adjaculātus	ad̪jakʊɫ̪aːt̪ʊs̠
adjacēns	ad̪jakẽːs̠
adjectīcius	ad̪jɛkt̪iːkiʊs̠
adjectīvus	ad̪jɛkt̪iːwʊs̠
adjectīvālis	ad̪jɛkt̪iːwaːl̪ɪs̠
adjiciō	ad̪jɪkioː
adjuerō	ad̪jʊɛɾoː
adjugō	ad̪jʊɡoː
adjungō	ad̪jʊŋɡoː
adjuvante	ad̪jʊwan̪t̪ɛ
adjuvantēs	ad̪jʊwan̪t̪eːs̠
adjuvō	ad̪jʊwoː
adjūnctīvus	ad̪juːŋkt̪iːwʊs̠
adjūrātōrius	ad̪juːɾaːt̪oːɾiʊs̠
adjūtābilis	ad̪juːt̪aːbɪl̪ɪs̠
adlevō	ad̪ɫ̪ɛwoː
adlicefactum	ad̪l̪ɪkɛfakt̪ʊ̃ˑ
adlicefactūrus	ad̪l̪ɪkɛfakt̪uːɾʊs̠
adliciō	ad̪l̪ɪkioː
adlinō	ad̪l̪ɪnoː
adluō	ad̪ɫ̪ʊoː
adlāpsus	ad̪ɫ̪aːps̠ʊs̠
adlātus	ad̪ɫ̪aːt̪ʊs̠
adlēvō	ad̪ɫ̪eːwoː
adlīdō	ad̪l̪iːd̪oː
adlūdō	ad̪ɫ̪uːd̪oː
admeō	ad̪meoː
admigrō	ad̪mɪɡroː
adminiculum	ad̪mɪnɪkʊɫ̪ʊ̃ˑ
adminiculābundus	ad̪mɪnɪkʊɫ̪aːbʊn̪d̪ʊs̠
adminiculō	ad̪mɪnɪkʊɫ̪oː
administer	ad̪mɪnɪs̠t̪ɛr
administra	ad̪mɪnɪs̠t̪ɾa
administram	ad̪mɪnɪs̠t̪ɾãˑ
administrandō	ad̪mɪnɪs̠t̪ɾan̪d̪oː
administrantō	ad̪mɪnɪs̠t̪ɾan̪t̪oː
administrem	ad̪mɪnɪs̠t̪ɾɛ̃ˑ
administrā	ad̪mɪnɪs̠t̪ɾa
administrārem	ad̪mɪnɪs̠t̪ɾaːɾɛ̃ˑ
administrārās	ad̪mɪnɪs̠t̪ɾaːɾaːs̠
administrārēs	ad̪mɪnɪs̠t̪ɾaːɾeːs̠
administrās	ad̪mɪnɪs̠t̪ɾaːs̠
administrāsse	ad̪mɪnɪs̠t̪ɾaːs̠s̠ɛ
administrāssem	ad̪mɪnɪs̠t̪ɾaːs̠s̠ɛ̃ˑ
administrāssēs	ad̪mɪnɪs̠t̪ɾaːs̠s̠eːs̠
administrātiō	ad̪mɪnɪs̠t̪ɾaːt̪ioː
administrātor	ad̪mɪnɪs̠t̪ɾaːt̪ɔr
administrātōrius	ad̪mɪnɪs̠t̪ɾaːt̪oːɾiʊs̠
administrēs	ad̪mɪnɪs̠t̪ɾeːs̠
administrō	ad̪mɪnɪs̠t̪ɾoː
admisceō	ad̪mɪs̠keoː
admissor	ad̪mɪs̠s̠ɔr
admissārius	ad̪mɪs̠s̠aːɾiʊs̠
admissōrum	ad̪mɪs̠s̠oːɾʊ̃ˑ
admittātur	ad̪mɪt̪t̪aːt̪ʊr
admittō	ad̪mɪt̪t̪oː
admixtus	ad̪mɪks̠t̪ʊs̠
admoderor	ad̪mɔd̪ɛɾɔr
admodulor	ad̪mɔd̪ʊɫ̪ɔr
admodulātūrus	ad̪mɔd̪ʊɫ̪aːt̪uːr
admoneō	ad̪mɔneoː
admonitōrium	ad̪mɔnɪt̪oːɾiʊ̃ˑ
admordeō	ad̪mɔrd̪eoː
admoveō	ad̪mɔweoː
admovēs	ad̪mɔweːs̠
admurmuror	ad̪mʊrmʊɾɔr
admurmurātiō	ad̪mʊrmʊɾat̪iɔ
admurmurātiōnibus	ad̪mʊrmʊɾat̪iɔnɪbʊs̠
admurmurātum	ad̪mʊrmʊɾaːt̪ʊ̃ˑ
admurmurō	ad̪mʊrmʊɾoː
admutilō	ad̪mʊt̪ɪɫ̪oː
admātūrō	ad̪maːt̪uːɾoː
admētior	ad̪meːt̪iɔr
admētus	ad̪meːt̪ʊs̠
admīrandus	ad̪miːɾan̪d̪ʊs̠
admīror	ad̪miːɾɔr
admīrābilis	ad̪miːɾaːbɪl̪ɪs̠
admīrābiliter	ad̪miːɾaːbɪl̪ɪt̪ɛr
admīrābilitās	ad̪miːɾaːbɪl̪ɪt̪aːs̠
admīrātiō	ad̪miːɾaːt̪ioː
adnatātum	ad̪nat̪aːt̪ʊ̃ˑ
adnatō	ad̪nat̪oː
adnectō	ad̪nɛkt̪oː
adnictō	ad̪nɪkt̪oː
adnotō	ad̪nɔt̪oː
adnumerō	ad̪nʊmɛɾoː
adnuō	ad̪nʊoː
adnāvigātum	ad̪naːwɪɡaːt̪ʊ̃ˑ
adnāvigō	ad̪naːwɪɡoː
adnītor	ad̪niːt̪ɔr
adnō	ad̪noː
adnōdō	ad̪noːd̪oː
adnūbilō	ad̪nuːbɪɫ̪oː
adnūllō	ad̪nuːl̠l̠oː
adnūntiō	ad̪nuːn̪t̪ioː
adnūtriō	ad̪nuːt̪ɾioː
adnūtātum	ad̪nuːt̪aːt̪ʊ̃ˑ
adnūtō	ad̪nuːt̪oː
adolenda	ad̪ɔɫ̪ɛn̪d̪a
adolēscente	ad̪ɔɫ̪eːs̠kɛn̪t̪ɛ
adoperiō	ad̪ɔpɛɾioː
adoptandō	ad̪ɔpt̪an̪d̪oː
adoptante	ad̪ɔpt̪an̪t̪ɛ
adoptantī	ad̪ɔpt̪an̪t̪iː
adoptantō	ad̪ɔpt̪an̪t̪oː
adoptem	ad̪ɔpt̪ɛ̃ˑ
adoptiō	ad̪ɔpt̪ioː
adoptor	ad̪ɔpt̪ɔr
adoptā	ad̪ɔpt̪aː
adoptārem	ad̪ɔpt̪aːɾɛ̃ˑ
adoptārās	ad̪ɔpt̪aːɾaːs̠
adoptārēs	ad̪ɔpt̪aːɾeːs̠
adoptās	ad̪ɔpt̪aːs̠
adoptāsse	ad̪ɔpt̪aːs̠s̠ɛ
adoptāssem	ad̪ɔpt̪aːs̠s̠ɛ̃ˑ
adoptāssēs	ad̪ɔpt̪aːs̠s̠eːs̠
adoptāta	ad̪ɔpt̪aːt̪a
adoptāta	ad̪ɔpt̪aːt̪aː
adoptāte	ad̪ɔpt̪aːt̪ɛ
adoptātī	ad̪ɔpt̪aːt̪iː
adoptātō	ad̪ɔpt̪aːt̪oː
adoptēs	ad̪ɔpt̪eːs̠
adoptīvus	ad̪ɔpt̪iːwʊs̠
adoptō	ad̪ɔpt̪oː
adopīnor	ad̪ɔpiːnɔr
ador	ad̪ɔr
adore	ad̪oːɾɛ
adore	ad̪ɔɾɛ
adoribus	ad̪oːɾɪbʊs̠
adoribus	ad̪ɔɾɪbʊs̠
adorior	ad̪ɔɾiɔr
adoris	ad̪oːɾɪs̠
adoris	ad̪ɔɾɪs̠
adorum	ad̪oːɾʊ̃ˑ
adorum	ad̪ɔɾʊ̃ˑ
adorī	ad̪oːɾiː
adorī	ad̪ɔɾiː
adpellō	at̪pɛl̠l̠oː
adpendō	at̪pɛn̪d̪oː
adpetenter	at̪pɛt̪ɛn̪t̪ɛr
adpetentia	at̪pɛt̪ɛn̪t̪ia
adpetissō	at̪pɛt̪ɪs̠s̠oː
adpetībilis	at̪pɛt̪iːbɪl̪ɪs̠
adpetītiō	at̪pɛt̪iːt̪ioː
adpetītus	at̪pɛt̪iːt̪ʊs̠
adplaudō	at̪pɫ̪au̯d̪oː
adplausus	at̪pɫ̪au̯s̠ʊs̠
adplausī	at̪pɫ̪au̯s̠iː
adplicō	at̪pl̪ɪkoː
adpositiō	at̪pɔs̠ɪt̪ioː
adprimō	at̪pɾɪmoː
adpropiō	at̪pɾɔpioː
adpōnō	at̪poːnoː
adque	at̪kᶣɛ
adquiēscō	at̪kᶣieːs̠koː
adquīrō	at̪kᶣiːɾoː
adramyttium	ad̪ramʏt̪t̪iʊ̃ˑ
adripiō	ad̪rɪpioː
adriāna	ad̪riaːna
adriānae	ad̪riaːnae̯
adriānam	ad̪riaːnãˑ
adriāne	ad̪riaːnɛ
adriānum	ad̪riaːnʊ̃ˑ
adriānus	ad̪riaːnʊs̠
adriānārum	ad̪riaːnaːɾʊ̃ˑ
adriānās	ad̪riaːnaːs̠
adriānī	ad̪riaːniː
adriānīs	ad̪riaːniːs̠
adriānō	ad̪riaːnoː
adriānōrum	ad̪riaːnoːɾʊ̃ˑ
adriānōs	ad̪riaːnoːs̠
adrogō	ad̪rɔɡoː
adrānum	ad̪raːnʊ̃ˑ
adrēmigō	ad̪reːmɪɡoː
adrēpō	ad̪reːpoː
adscendō	at̪s̠kɛn̪d̪oː
adscrībō	at̪s̠kɾiːboː
adscīscō	at̪s̠kiːs̠koː
adsentior	at̪s̠ɛn̪t̪iɔr
adsentiō	at̪s̠ɛn̪t̪ioː
adsentātōribus	at̪s̠ɛn̪t̪at̪ɔɾɪbʊs̠
adserō	at̪s̠ɛɾoː
adsiduus	at̪s̠ɪd̪ʊʊs̠
adsimilō	at̪s̠ɪmɪɫ̪oː
adsistrīcibus	at̪s̠ɪs̠t̪ɾɪkɪbʊs̠
adspectābilis	at̪s̠pɛkt̪aːbɪl̪ɪs̠
adspergō	at̪s̠pɛrɡoː
adspiciō	at̪s̠pɪkioː
adspīrō	at̪s̠piːɾoː
adstipulor	at̪s̠t̪ɪpʊɫ̪ɔr
adstipulātor	at̪s̠t̪ɪpʊɫ̪at̪ɔr
adstringō	at̪s̠t̪ɾɪŋɡoː
adstō	at̪s̠t̪oː
adsum	at̪s̠ʊ̃ˑ
adsurgō	at̪s̠ʊrɡoː
adsuēfaciō	at̪s̠ʊeːfakioː
adsuēscō	at̪s̠weːs̠koː
adsuētus	at̪s̠ʊeːt̪ʊs̠
adsuō	at̪s̠ʊoː
adsībilō	at̪s̠iːbɪɫ̪oː
adsūmptīvus	at̪s̠uːmpt̪iːwʊs̠
adsūmō	at̪s̠uːmoː
adtendō	at̪t̪ɛn̪d̪oː
adtentus	at̪t̪ɛn̪t̪ʊs̠
adterō	at̪t̪ɛɾoː
adtingō	at̪t̪ɪŋɡoː
adtonō	at̪t̪ɔnoː
adtribuō	at̪t̪ɾɪbʊoː
adtribūtor	at̪t̪ɾɪbuːt̪ɔr
adua	ad̪ʊa
aduatucī	ad̪ʊat̪ʊkiː
adubī	ad̪ʊbiː
adulescentula	ad̪ʊɫ̪ɛs̠kɛn̪t̪ʊɫ̪a
adulter	ad̪ʊɫ̪t̪ɛr
adultera	ad̪ʊɫ̪t̪ɛɾa
adulteriīs	ad̪ʊɫ̪t̪ɛɾiɪs̠
adulterīna	ad̪ʊɫ̪t̪ɛɾiːna
adulterīna	ad̪ʊɫ̪t̪ɛɾiːnaː
adulterīne	ad̪ʊɫ̪t̪ɛɾiːnɛ
adulterīnus	ad̪ʊɫ̪t̪ɛɾiːnʊs̠
adulterīnī	ad̪ʊɫ̪t̪ɛɾiːniː
adulterīnō	ad̪ʊɫ̪t̪ɛɾiːnoː
adulterō	ad̪ʊɫ̪t̪ɛɾoː
adulēscentia	ad̪ʊɫ̪eːs̠kɛn̪t̪ia
adulēscentior	ad̪ʊɫ̪eːs̠kɛn̪t̪iɔr
adulēscēns	ad̪ʊɫ̪eːs̠kẽːs̠
adumbrāte	ad̪ʊmbɾaːt̪ɛ
adumbrātiō	ad̪ʊmbɾaːt̪ioː
adumbrō	ad̪ʊmbɾoː
aduna	ad̪ʊna
aduncus	ad̪ʊŋkʊs̠
adurgeō	ad̪ʊrɡeoː
adusque	ad̪ʊs̠kᶣɛ
aduste	ad̪ʊs̠t̪ɛ
aduātuca	ad̪ʊaːt̪ʊka
advectō	ad̪wɛkt̪oː
advehō	ad̪wɛhoː
advena	ad̪wɛna
adveneror	ad̪wɛnɛɾɔr
advenientis	ad̪wɛniɛn̪t̪ɪs̠
advenit	ad̪weːnɪt̪
advenit	ad̪wɛnɪt̪
adveniō	ad̪wɛnioː
adventus	ad̪wɛn̪t̪ʊs̠
adventātum	ad̪wɛn̪t̪aːt̪ʊ̃ˑ
adventīcius	ad̪wɛn̪t̪iːkiʊs̠
adventītius	ad̪wɛn̪t̪iːt̪iʊs̠
adventō	ad̪wɛn̪t̪oː
advenīmus	ad̪weːnɪmʊs̠
advenīmus	ad̪wɛniːmʊs̠
adverberō	ad̪wɛrbɛɾoː
adverbium	ad̪wɛrbiʊ̃ˑ
adverbiālis	ad̪wɛrbiaːl̪ɪs̠
adverbiāliter	ad̪wɛrbiaːl̪ɪt̪ɛr
adversitās	ad̪wɛrs̠ɪt̪aːs̠
adversor	ad̪wɛrs̠ɔr
adversus	ad̪wɛrs̠ʊs̠
adversārius	ad̪wɛrs̠aːɾiʊs̠
advertō	ad̪wɛrt̪oː
advesperāscit	ad̪wɛs̠pɛɾaːs̠kɪt̪
advigilātum	ad̪wɪɡɪɫ̪aːt̪ʊ̃ˑ
advigilō	ad̪wɪɡɪɫ̪oː
advocātus	ad̪wɔkaːt̪ʊs̠
advocō	ad̪wɔkoː
advolvō	ad̪wɔɫ̪woː
advolātus	ad̪wɔɫ̪aːt̪uːs̠
advolātus	ad̪wɔɫ̪aːt̪ʊs̠
advolō	ad̪wɔɫ̪oː
advēlō	ad̪weːɫ̪oː
advēnerimus	ad̪weːnɛɾiːmʊs̠
advēnerimus	ad̪weːnɛɾɪmʊs̠
advēneris	ad̪weːnɛɾiːs̠
advēneris	ad̪weːnɛɾɪs̠
advēneritis	ad̪weːnɛɾiːt̪ɪs̠
advēneritis	ad̪weːnɛɾɪt̪ɪs̠
advīvō	ad̪wiːwoː
adytus	ad̪ʏt̪ʊs̠
adzēlor	ad̪zeːɫ̪ɔr
adāctus	ad̪aːkt̪ʊs̠
adā̆gium	ad̪aɡiʊ̃ˑ
adā̆gium	ad̪aːɡiʊ̃ˑ
adēscō	ad̪eːs̠koː
adēsuriō	ad̪eːs̠ʊɾioː
adīnspectō	ad̪ĩːs̠pɛkt̪oː
adōnidium	ad̪oːnɪd̪iʊ̃ˑ
adōnis	ad̪oːnɪs̠
adōnium	ad̪oːniʊ̃ˑ
adōrandō	ad̪oːɾan̪d̪oː
adōrante	ad̪oːɾan̪t̪ɛ
adōrantēs	ad̪oːɾan̪t̪eːs̠
adōrantī	ad̪oːɾan̪t̪iː
adōrantō	ad̪oːɾan̪t̪oː
adōrat	ad̪oːɾat̪
adōrdinō	ad̪oːrd̪ɪnoː
adōrer	ad̪oːɾɛr
adōreus	ad̪oːɾeʊs̠
adōreī	ad̪oːɾeiː
adōreīs	ad̪oːɾeiːs̠
adōrnō	ad̪oːrnoː
adōror	ad̪oːɾɔr
adōrārem	ad̪oːɾaːɾɛ̃ˑ
adōrārās	ad̪oːɾaːɾaːs̠
adōrārēs	ad̪oːɾaːɾeːs̠
adōrās	ad̪oːɾaːs̠
adōrāsse	ad̪ɔɾas̠s̠ɛ
adōrāssem	ad̪oːɾaːs̠s̠ɛ̃ˑ
adōrāssēs	ad̪oːɾaːs̠s̠eːs̠
adōrāta	ad̪oːɾaːt̪a
adōrāta	ad̪oːɾaːt̪aː
adōrāte	ad̪oːɾaːt̪ɛ
adōrātī	ad̪oːɾaːt̪iː
adōrātō	ad̪oːɾaːt̪oː
adōrēs	ad̪oːɾeːs̠
adōrō	ad̪oːɾoː
adōsculor	ad̪oːs̠kʊɫ̪ɔr
adō̆rēs	ad̪oːɾeːs̠
adō̆rēs	ad̪ɔɾeːs̠
adūlandō	ad̪uːɫ̪an̪d̪oː
adūlor	ad̪uːɫ̪ɔr
adūlātor	ad̪uːɫ̪aːt̪ɔr
adūnāta	ad̪uːnaːt̪a
adūnāta	ad̪uːnaːt̪aː
adūnātiō	ad̪uːnaːt̪ioː
adūnō	ad̪uːnoː
adūrō	ad̪uːɾoː
adūtor	ad̪uːt̪ɔr
aeacēs	ae̯akeːs̠
aebura	ae̯bʊɾa
aebūtius	ae̯buːt̪iʊs̠
aeculānum	ae̯kʊɫ̪aːnʊ̃ˑ
aedicula	ae̯d̪ɪkʊɫ̪a
aedificium	ae̯d̪ɪfɪkiʊ̃ˑ
aedificātum	ae̯d̪ɪfɪkaːt̪ʊ̃ˑ
aedificātus	ae̯d̪ɪfɪkaːt̪ʊs̠
aedificō	ae̯d̪ɪfɪkoː
aedis	ae̯d̪ɪs̠
aeditumor	ae̯d̪ɪt̪ʊmɔr
aedituālis	ae̯d̪ɪt̪ʊaːl̪ɪs̠
aedituēns	ae̯d̪ɪt̪ʊẽːs̠
aeduī	ae̯d̪ʊiː
aedēpsus	ae̯d̪eːps̠ʊs̠
aedēs	ae̯d̪eːs̠
aedīlis	ae̯d̪iːl̪ɪs̠
aedīlīcius	ae̯d̪iːl̪iːkiʊs̠
aefula	ae̯fʊɫ̪a
aeger	ae̯ɡɛr
aegialus	ae̯ɡiaɫ̪ʊs̠
aegida	ae̯ɡɪd̪a
aegides	ae̯ɡɪd̪ɛs̠
aegidēs	ae̯ɡɪd̪eːs̠
aegimurus	ae̯ɡɪmʊɾʊs̠
aeginium	ae̯ɡɪniʊ̃ˑ
aegipius	ae̯ɡɪpiʊs̠
aegis	ae̯ɡɪs̠
aegisthus	ae̯ɡɪs̠t̪ʰʊs̠
aegithus	ae̯ɡɪt̪ʰʊs̠
aegitium	ae̯ɡɪt̪iʊ̃ˑ
aegritūdō	ae̯ɡrɪt̪uːd̪oː
aegrēscō	ae̯ɡreːs̠koː
aegrōtus	ae̯ɡroːt̪ʊs̠
aegrōtātiōnibus	ae̯ɡrɔt̪at̪iɔnɪbʊs̠
aegrōtātum	ae̯ɡroːt̪aːt̪ʊ̃ˑ
aegrōtātīcius	ae̯ɡroːt̪aːt̪iːkiʊs̠
aegrōtō	ae̯ɡroːt̪oː
aegyptiace	ae̯ɡʏpt̪iakɛ
aegyptiacus	ae̯ɡʏpt̪iakʊs̠
aegyptiacē	ae̯ɡʏpt̪iakeː
aegyptius	ae̯ɡʏpt̪iʊs̠
aegyptus	ae̯ɡʏpt̪ʊs̠
aegātēs	ae̯ɡaːt̪eːs̠
aegīdius	ae̯ɡiːd̪iʊs̠
aegīra	ae̯ɡiːɾa
aegōlios	ae̯ɡoːl̪iɔs̠
aegūsa	ae̯ɡuːs̠a
aelius	ae̯l̪iʊs̠
aellō	aɛl̠l̠oː
aemidus	ae̯mɪd̪ʊs̠
aemilius	ae̯mɪl̪iʊs̠
aeminium	ae̯mɪniʊ̃ˑ
aemulanter	ae̯mʊɫ̪an̪t̪ɛr
aemulor	ae̯mʊɫ̪ɔr
aemulus	ae̯mʊɫ̪ʊs̠
aemulātiō	ae̯mʊɫ̪aːt̪ioː
aemulātor	ae̯mʊɫ̪aːt̪ɔr
aemulātrīx	ae̯mʊɫ̪aːt̪ɾiːks̠
aemyndus	ae̯mʏn̪d̪ʊs̠
aenigma	ae̯nɪɡma
aenigmaticus	ae̯nɪɡmat̪ɪkʊs̠
aeningia	ae̯nɪŋɡia
aenona	ae̯nɔna
aenāria	ae̯naːɾia
aenēās	ae̯neːaːs̠
aenē̆is	ae̯neɪs̠
aenē̆is	ae̯neːɪs̠
aeoliae	ae̯ɔl̪iae̯
aequanimae	ae̯kʷanɪmae̯
aequanimam	ae̯kʷanɪmãˑ
aequanime	ae̯kʷanɪmɛ
aequanimem	ae̯kʷanɪmɛ̃ˑ
aequanimia	ae̯kʷanɪmia
aequanimibus	ae̯kʷanɪmɪbʊs̠
aequanimis	ae̯kʷanɪmɪs̠
