جي	ɟˈeː
محمود	mˌəhmˈuːd
ٻيهر	beːhˈʌr
ڪتب	kət̪ˈʌb
گهرجي	ɡˌəhərˈʌɟi
سموري	səmˈoːri
چوڌاري	coːdʰˈaːri
اڳواڻ	aɡʋˈaːɳ
خيرپور	xˌeːrpˈoːr
گجرات	ɡˌəɟərˈaːt
شيون	ʃjˈoːn
منهن	mˌənəhˈʌn
نشان	nɪʃˈaːn
ڀيٽ	bʰˈeːʈ
آنا	ˈaːnaː
جبلن	ɟˌəbəlˈʌn
لقب	ləqˈʌb
نيٺ	nˈeːʈʰ
رکيل	rˈʌkʰjal
مليل	mɪlˈɪal
واريون	ʋaːrjˈoːn
وڻن	ʋəɳˈʌn
پهرئين	pˌəhərˈiːn
ڪامياب	kaːmjˈaːb
اڳي	ˈaɡi
مل	mˈʌl
موڪليو	moːkˈʌljoː
هندن	hɪndˈʌn
وڌو	ʋˈʌdʰoː
کائڻ	kʰaːˈɪɳ
اکر	akʰˈʌr
بڻايو	bəɳˈaːjoː
راڻي	rˈaːɳi
ٻڌل	bədʰˈʌl
پيٽ	pˈeːʈ
ڏيندو	ɖˈeːndoː
ڪلوميٽرن	kˌəloːmˌiːʈərˈʌn
ڪمپيوٽر	kˌəmpjoːʈˈʌr
گذريو	ɡəzˈʌrjoː
زرعي	zərˈaːi
پراڻو	pərˈaːɳoː
ايندي	ˈeːndi
دڙي	dˈʌr.i
شوق	ʃˈoːq
هليو	hˈʌljoː
پنجن	pˌənəɟˈʌn
فاصلي	faːʂˈʌli
ايڊيٽر	ˌeːɖiʈˈʌr
ثقافت	sˌəqaːfˈʌt̪
سڄو	sˈʌɟoː
قدر	qədˈʌr
مواد	mʋˈaːd
موٽي	mˈoːʈi
راڄ	rˈaːɟ
سا	sˈaː
سڏجي	səɖˈʌɟi
سگهيو	səɡˈʌhjoː
شام	ʃˈaːm
مقدار	mˌəqdˈaːr
قبرستان	qˌəbərˈɪstaːn
مري	mˈʌri
چڱو	cəˈŋ̩oː
آثار	aːsˈaːr
انعام	ɪnˈaːm
خشڪ	xəʃˈʌk
وٽان	ʋəʈˈaːn
ڀيرا	bʰˈeːraː
ڀٽو	bʰˈʌʈoː
ايتري	eːt̪ˈʌri
خدمتون	xˌədəmt̪ˈoːn
درجي	dˈarɟi
رهائش	rˌəhaːˈɪʃ
سيوهڻ	sjoːhˈʌɳ
فرانس	fərˈaːns
ڪورٽ	koːrˈʌʈ
انتظامي	ˌɪntɪʐˈaːmi
نڪتل	nˌəkət̪ˈʌl
ٻڌي	bˈʌdʰi
ڏنائين	ɖˌənaːˈiːn
اکين	akʰˈiːn
شاهي	ʃˈaːhi
عهدي	ahˈʌdi
ڇپايو	cʰəpˈaːjoː
انگريز	ˌanɡərˈiːz
تاج	t̪ˈaːɟ
رپيا	rˈʌpjaː
محسوس	mˌəhsˈuːs
مهيني	məhˈiːni
پهچي	pəhˈʌci
ڪجي	kˈʌɟi
راند	rˈaːnd
تون	t̪ˈoːn
نيشنل	nˌeːʃənˈʌl
هوا	hʋˈaː
گادي	ɡˈaːdi
ادارو	adˈaːroː
ايوارڊ	ˌeːʋaːrˈʌɖ
اڪثريت	ˌakəsrˈiːt̪
معاشي	mˈaːʃi
مغل	məɣˈʌl
گرفتار	ɡˈɪrɪftˌaːr
صحت	ʂəhˈʌt̪
هميشه	hˌəmiʃˈʌh
وزيراعظم	ʋˌəzirˌaːaːʐˈʌm
وڌ	ʋˈʌdʰ
پنجابي	pˌənɟaːbˈiː
چونڊيو	cˈoːnɖjoː
جهاز	ɟəhˈaːz
خرچ	xˈʌrc
سزا	sˈʌzaː
قدرتي	qˌədərˈʌt̪i
مجموعو	mˌəɟmʋˈaːoː
وارين	ʋaːrˈiːn
تيز	t̪ˈeːz
محفوظ	mˌəhfˈuːʐ
ملڻ	məlˈʌɳ
آهستي	aːhˈʌst̪i
ترين	t̪ərˈiːn
رڪن	rəkˈʌn
مرحوم	mˌərhˈuːm
مهل	məhˈʌl
ڪاٺ	kˈaːʈʰ
جانورن	ɟˌaːnoːrˈʌn
سٺي	sˈʌʈʰi
غريب	ɣərˈiːb
مالڪ	maːlˈʌk
اجازت	ˌaɟaːzˈʌt̪
ثقافتي	sˌəqaːfˈʌt̪i
صوبو	ʂuːbˈoː
چونڊ	cˈoːnɖ
سور	sˈoːr
فلسفي	fˌələsˈʌfi
فيبروري	fˌeːbrˈoːri
قيد	qˈeːd
جواب	ɟˈaʋaːb
ورتائين	ʋˌərt̪aːˈiːn
ھجڻ	həɟˈʌɳ
مٿس	məʈˈʌs
هيا	hjˈaː
باهه	bˈaːhəh
جهڙا	ɟəhˈʌr.aː
حڪمران	hˌəkəmrˈaːn
رسول	rəsˈoːl
سٺو	sˈʌʈʰoː
غزل	ɣəzˈʌl
احوال	ahʋˈaːl
سياري	sjˈaːri
شعبي	ʃˈɔbi
عمارت	ˌamaːrˈʌt̪
فيروز	feːrˈoːz
قلعو	qəlˈaːoː
مختصر	mˌəxt̪əʂˈʌr
وار	ʋˈaːr
ڪانفرنس	kˌaːnəfərˈʌns
ڪوبه	koːbˈʌh
انتظام	ˌɪntɪʐˈaːm
اٺ	ˈaʈʰ
باوجود	bˈaːoːɟˌoːd
سگھجي	səɡʰˈʌɟi
عرصو	arˈʌʂoː
وانگي	ʋˈaːnɡi
روانو	rʋˈaːnoː
سوال	sʋˈaːl
چڪي	cˈʌki
گاهه	ɡaːhˈʌh
آفريڪا	ˌaːfrˈiːkaː
برطانوي	bˌərtˈaːnʋi
حساب	həsˈaːb
مسٽر	mˌəsəʈˈʌr
نوان	nˈaʋaːn
پيداوار	pˌeːdaːʋˈaːr
رفتار	rˈafətˌaːr
رکن	rəkʰˈʌn
شايد	ʃaːˈiːd
علامه	ˌalaːmˈʌh
عملي	amˈʌli
مقبول	mˌəqbˈuːl
ملڪيت	mˌəlkˈiːt̪
ڪڇ	kˈʌcʰ
تربيت	t̪ˌərbˈiːt̪
لاهور	laːhˈoːr
مصر	məʂˈʌr
آغا	ˈaːɣaː
رئيس	rəˈiːs
سوويت	sʋʋˈeːt̪
قبيلن	qəbˈiːlən
بمبئي	bəmbˈʌi
حملي	həmˈʌli
ريگستان	rˌeːɡˈɪstaːn
لائق	laːˈɪq
هجن	hˈʊɟan
هه	hˈʌh
ڊراما	ɖərˈaːmaː
انقلاب	ˌɪnqɪlˈaːb
بادشاھ	bˈaːdʃˌaːh
خوبصورت	xˌoːbʂoːrˈʌt̪
ملائي	məlˈaːi
ها	hˈaː
هند	hˈɪnd
ساڻس	saːɳˈʌs
شخصيت	ʃˈaxʂit̪
قلم	qəlˈʌm
لنڊن	lənɖˈʌn
مخالف	mʊxˈaːlɪf
ھجي	hˈʌɟi
سمجهيو	sˌəməɟˈʌhjoː
لڳل	ləɡˈʌl
ڳوٺن	ɡoːʈʰˈʌn
امتحان	ˌɪmtɪhˈaːn
اهڙن	ˌahər.ˈʌn
رکندو	rəkʰˈʌndoː
سون	sˈoːn
علاج	alˈaːɟ
لاڳو	lˈaːɡoː
لکت	lˈɪkʰat
ميمڻ	meːmˈʌɳ
مڙس	mər.ˈʌs
هندي	hˈɪndi
دفن	dəfˈʌn
ذاتي	zˈaːt̪i
رهندڙ	rˌəhəndˈʌr.
في	fˈeː
مليا	mˈʌljaː
نماز	namˈaːz
پرنٽنگ	pˌərənəʈˈʌnɡ
ڏيڍ	ɖˈeːɖʰ
اعظم	aːʐˈʌm
بار	bˈaːr
ديوي	djʋˈeː
عربن	ˌarəbˈʌn
فڪر	fəkˈʌr
ايڇ	ˈeːcʰ
بهتر	bˌəhət̪ˈʌr
رسالن	rˌəsaːlˈʌn
طريقو	tərˈiːqoː
مزار	məzˈaːr
ممڪن	mˌəməkˈʌn
ڊويزن	ɖʋeːzˈʌn
رستو	rˈʌst̪oː
نوجوان	noːɟʋˈaːn
ٻڌ	bˈʌdʰ
پئجي	pˈʌɟi
پريس	pərˈiːs
پيدائش	pˌeːdaːˈɪʃ
ڪيئن	keːˈɪn
گرمي	ɡərˈʌmi
ھيٺ	hˈeːʈʰ
تنقيد	t̪ˌənqˈiːd
خوش	xˈʊʃ
دماغ	dəmˈaːɣ
رکندا	rəkʰˈʌndaː
سڏبو	sˌəɖbˈoː
ضرور	zarˈuːr
ٻڌايو	bədʰˈaːjoː
پنن	pənˈʌn
ڪانه	kaːnˈʌh
ڪيائون	kjaːˈoːn
حدن	hədˈʌn
فيصلو	feːʂˈʌloː
مقابلي	mˌəqaːbˈʌli
ناٽڪ	naːʈˈʌk
يوسف	joːsˈʌf
ڪروڙ	kərˈoːr.
ڳالھ	ɡaːlˈʌh
باني	bˈaːni
جابلو	ɟaːbˈʌloː
معاملن	mˌaːməlˈʌn
پاسو	pˈaːsoː
اھم	ahˈʌm
برطانيا	bˌərtˈaːnjaː
صوبائي	ʂuːbˈaːi
ضلعو	zəlˈaːoː
عنوان	ʊnʋˈaːn
ويٺو	ʋˈeːʈʰoː
چئجي	cˈʌɟi
آفيسر	ˌaːfisˈʌr
اخبارن	ˌaxbˈaːrən
اڪبر	ˌakəbˈʌr
دين	dˈeːn
فلمن	fˈɪlmn
هنڌن	həndʰˈʌn
وجهي	ʋəɟˈʌhi
ورهاڱي	ʋˌərhaːˈŋ̩i
ڄمار	ɟəmˈaːr
گوشت	ɡˈoːʃt̪
اظهار	ˌaʐhˈaːr
افغانستان	ˌafɣaːnˈɪstaːn
دفعو	dəfˈaːoː
مريد	mərˈiːd
ڀڄي	bʰˈʌɟi
ڌيان	dʰjˈaːn
رضه	rəzˈʌh
رھندڙ	rˌəhəndˈʌr.
لا	lˈaː
مستقل	mˌəst̪əqˈʌl
معلومات	mˌaːloːmˈaːt
ميرن	meːrˈʌn
پوندي	pˈoːndi
آڻي	ˈaːɳi
انچ	ˈanc
سائنسي	saːˈɪnsi
سامان	saːmˈaːn
قدم	qədˈʌm
چيني	cˈeːni
بيمارين	bˈeːmaːrˌiːn
تعلقو	t̪aːlˈʌqoː
خليفي	xəlˈiːfi
دي	dˈeː
سرانجام	sˌəraːnɟˈaːm
مارجي	maːrˈʌɟi
گهراڻي	ɡˌəhərˈaːɳi
حيدر	heːdˈʌr
در	dˈʌr
روپ	rˈoːp
صبح	ʂˌəbˈah
متعلق	mˌət̪aːlˈʌq
منظور	mˌanʐˈuːr
مهينن	mˌəhinˈʌn
اياز	eːˈaːz
مدرسي	mˌədərˈʌsi
ڪارڻ	kaːrˈʌɳ
آدم	aːdˈʌm
اسماعيل	ˌasmaːˈaːjal
اعزاز	eːzˈaːz
رياستن	rjaːst̪ˈʌn
واسطو	ʋaːsˈʌtoː
ڏين	ɖˈeːn
اصول	ʊʂˈuːl
انگ	ˈanɡ
جام	ɟˈaːm
حقن	həqˈʌn
خراب	xərˈaːb
رخ	rˈʊx
رهندي	rəhˈʌndi
صلاح	ʂˈʌlaːh
لال	lˈaːl
ليڪن	leːkˈʌn
نثر	nəsˈʌr
تهذيب	t̪ˌəhəzˈiːb
سمجهي	sˌəməɟˈʌhi
صفحن	ʂˌəfəhˈʌn
نگار	nəɡˈaːr
پيل	pˈeːl
چڱي	cəˈŋ̩i
ھنن	hənˈʌn
بحث	bəhˈʌs
دادو	dˈaːdoː
توهان	t̪oːhˈaːn
ساز	sˈaːz
ويندڙ	ʋeːndˈʌr.
ٽالپر	ʈˌaːləpˈʌr
پکڙيل	pəkʰˈʌr.jal
ڪهاڻيون	kˌəhaːɳjˈoːn
حال	hˈaːl
رسالو	rəsˈaːloː
سوچ	sˈoːc
ٽنڊي	ʈˈʌnɖi
ڊرامي	ɖərˈaːmi
کائيندا	kʰaːˈiːndaː
اضافو	ɪzˈaːfoː
برسات	bˌərəsˈaːt
حل	hˈʌl
عزت	azˈʌt̪
نواز	nˈaʋaːz
پکين	pəkʰˈiːn
چيف	cˈeːf
ڇهه	cʰəhˈʌh
ڇپجي	cʰəpˈʌɟi
ڪائنات	kˌaːɪnˈaːt
آڏو	ˈaːɖoː
السلام	ˌaləslˈaːm
خطي	xˈʌti
دولت	doːlˈʌt̪
سنگت	sənɡˈʌt̪
ميرزا	meːrˈʌzaː
مٽياري	məʈjˈaːri
ٻنھي	bˈʌnhi
ڪرائڻ	kˌəraːˈɪɳ
سئو	sˈʌoː
مرڻ	mərˈʌɳ
هزارين	hˌəzaːrˈiːn
اتحاد	ˌat̪hˈaːd
اندازو	andˈaːzoː
روايتي	rʋaːˈiːt̪i
سڪندر	sˌəkəndˈʌr
ماهرن	mˌaːhərˈʌn
ملڪي	məlˈʌki
نٿي	nˈʌtʰi
ٺھيل	ʈʰˈʌhjal
پارليامينٽ	pˌaːrljˌaːminˈʌʈ
پاڪستاني	pˌaːkɪstˈaːni
پور	pˈoːr
پوڄا	pˈoːɟaː
ڀرپور	bʰˌərpˈuːr
ڏنيون	ɖˈɪnjũː
ڏهه	ɖəhˈʌh
کاڌي	kʰˈaːdʰi
اينڊ	ˈeːnɖ
محنت	mˌəhənˈʌt̪
مسئلن	mˌəsəlˈʌn
ننڍپڻ	nˌənəɖʰəpˈʌɳ
ڪيترين	kˌeːt̪rˈiːn
ڪپڙي	kəpˈʌr.i
اڀياس	abʰjˈaːs
اڃان	aɲˈaːn
بغاوت	bˌaɣaːʋˈat
دلچسپي	dˌɪlcˈaspi
صورتحال	ʂˌoːrət̪hˈaːl
عيسوي	aˈiːsʋi
لينڊ	lˈeːnɖ
محل	məhˈʌl
موقعي	moːqˈaːi
نتيجو	nət̪ˈiːɟoː
ٻوليون	boːljˈoːn
ڳالهيون	ɡˌaːlhjˈoːn
ايل	ˈeːl
تحقيقي	t̪ˌəhqˈiːqi
رڪارڊ	rˌəkaːrˈʌɖ
صلي	ʂˈʌli
فصل	fəʂˈʌl
فيض	fˈeːz
ميلن	meːlˈʌn
مٽي	mˈʌʈi
واهه	ʋaːhˈʌh
ڀر	bʰˈʌr
ڪهاڻي	kəhˈaːɳi
گهڻن	ɡˌəhəɳˈʌn
خيالن	xjaːlˈʌn
دفعا	dˈʌfaː
شرڪت	ʃˌərəkˈʌt̪
ننڍڙو	nˌənəɖʰˈʌr.oː
ننڍڙي	nˌənəɖʰˈʌr.i
گذاري	ɡəzˈaːri
اسپتال	ˌasəpt̪ˈaːl
بلند	bəlˈʌnd
ذهن	zəhˈʌn
روشن	roːʃˈʌn
علائقا	ˌalaːˈɪqaː
واقعي	ʋaːqˈaːi
پهريائين	pˌəhərjaːˈiːn
ڪمن	kəmˈʌn
ڪهاڻين	kˌəhaːɳˈiːn
ڳائڻ	ɡaːˈɪɳ
مڪي	mˈʌki
ڪلهوڙن	kˌəlhuːr.ˈʌn
شريڪ	ʃərˈiːk
عثمان	ˌasmˈaːn
مغلن	mˌəɣəlˈʌn
منزل	mˈanzˌɪl
نمونو	nəmˈoːnoː
ڪانگريس	kˌaːnɡərˈiːs
اسين	asˈiːn
بنا	bˈʌnaː
روايتن	rʋˌaːit̪ˈʌn
روح	rˈoːh
ريپبلڪ	rˌeːpəbəlˈʌk
لازمي	laːzˈʌmi
وهڪري	ʋˌəhəkˈʌri
پوليس	poːlˈiːs
ڌرتي	dʰərˈʌt̪i
بيماري	bˈeːmaːrˌiː
جرمن	ɟˌərəmˈʌn
جيترو	ɟeːt̪ˈʌroː
خاطر	xaːtˈʌr
عشق	aʃˈʌq
عورتون	ˌaoːrt̪ˈoːn
نمايان	nˈʊmaːjˌaːn
ڦر	pʰˈʌr
کل	kʰˈʌl
ڪارو	kˈaːroː
ڪچي	kˈʌci
آسپاس	ˌaːspˈaːs
انگلينڊ	ˌanɡəlˈiːnɖ
جيڪب	ɟeːkˈʌb
جيڪڏھن	ɟˌeːkəɖəhˈʌn
رد	rˈʌd
سؤ	sˈʌa͡ʊ
سنڌين	sɪndhˈiːn
سير	sˈeːr
مئٽرڪ	mˌəʈərˈʌk
هم	hˈʌm
ورهيه	ʋˌərhˈiːh
وسلم	ʋˌəsəlˈʌm
پنڌ	pˈʌndʰ
اليڪشن	ˌalikəʃˈʌn
باب	bˈaːb
خدمتن	xˌədəmət̪ˈʌn
دشمن	dˌəʃəmˈʌn
روس	rˈoːs
ساڳيو	sˈaːɡjoː
ضلعن	zəlˈaːn
فرد	fˈʌrd
لڳائي	ləɡˈaːi
نسبت	nˌəsəbˈʌt̪
ننڍن	nˌənəɖʰˈʌn
ڪريم	kərˈiːm
آڻڻ	aːɳˈʌɳ
اديبن	ˌadibˈʌn
حديث	hədˈiːs
خواجه	xʋaːɟˈʌh
قمبر	qəmbˈʌr
منتقل	mˌənət̪əqˈʌl
نالن	naːlˈʌn
هڪٻئي	hˌəkəbˈʌi
يورپي	joːrˈʌpi
پنھنجو	pənhnˈʌɟoː
ڄڻ	ɟˈʌɳ
چونڊن	coːnɖˈʌn
اوائلي	ˌuːaːˈɪli
بڻائي	bəɳˈaːi
سب	sˈʌb
سول	sˈoːl
صنف	ʂənˈʌf
ماڻي	mˈaːɳi
موهن	moːhˈʌn
مڇي	mˈʌcʰi
هريجن	hˌəriɟˈʌn
ڏيندي	ɖˈeːndi
ڪچو	kˈʌcoː
آسمان	ˌaːsmˈaːn
بهادر	bˌəhaːdˈʌr
جنگي	ɟˈʌnɡi
داستان	daːst̪ˈaːn
رائج	raːˈɪɟ
رائچند	rˌaːɪcˈʌnd
شمسي	ʃəmˈʌsi
ع	ˈa͡ɪn
هاڻوڪي	haːɳˈoːki
ڀري	bʰˈʌri
چند	cˈʌnd
ڪنديون	kəndjˈoːn
ايجاد	eːɟˈaːd
بازار	bˈaːzaːr
درٻار	dˌərbˈaːr
روحاني	roːhˈaːni
سکيا	sˈʌkʰjaː
مخالفت	mˌʊxaːlɪfˈat
هاڻ	hˈaːɳ
وزارت	ʋˌəzaːrˈʌt̪
آذربائيجان	ˌaːzərbˈaːiɟˌaːn
جاگرافيائي	ɟˌaːɡraːfjˈaːi
جوڙي	ɟˈoːr.i
حافظ	haːfˈʌʐ
حفاظت	hˌəfaːʐˈʌt̪
خريد	xərˈiːd
سمن	səmˈʌn
صوبن	ʂuːbˈʌn
قد	qˈʌd
مجموعي	mˌəɟmʋˈaːi
نظريي	naʐˈarji
نيو	njˈoː
ووٽ	ʋˈoːʈ
ٽئين	ʈəˈiːn
پيار	pjˈaːr
ڀريل	bʰˈʌrjal
ء	hˈamzah
صنعت	ʂənˈaːt̪
عيوض	ajˈoːz
ماري	mˈaːri
مصنف	mˌəʂənˈʌf
موسيقي	moːsˈiːqi
هڻي	hˈʌɳi
ڪاروبار	kˌaːroːbˈaːr
گهوٽ	ɡəhˈoːʈ
ابتدا	ɪbtˈɪdaː
اڪيڊمي	ˌakiɖˈʌmi
ديني	dˈeːni
عراق	arˈaːq
متعارف	mˌət̪aːrˈʌf
ملين	məlˈiːn
نوڪري	noːkˈʌri
هلندو	həlˈʌndoː
ورتل	ʋˈartal
پيپلز	pˌeːpəlˈʌz
پٽي	pˈʌʈi
گذري	ɡəzˈʌri
تبديلي	t̪ˌəbdˈiːli
جمع	ɟˈʌmaː
حقيقي	həqˈiːqi
سربراھ	sˌərəbrˈaːh
سرن	sərˈʌn
ولي	ʋˈʌli
ٽائون	ʈaːˈoːn
ڪهڙي	kəhˈʌr.i
اڇي	ˈacʰi
اکرن	ˌakʰərˈʌn
بدين	bədˈiːn
بڻيو	bˈʌɳjoː
تقريبن	t̪ˌəqribˈʌn
سينٽ	seːnˈʌʈ
لاڙ	lˈaːr.
مفاصلي	mˌəfaːʂˈʌli
نڪتو	nəkˈʌt̪oː
ورهين	ʋˌərhˈiːn
ڊائريڪٽر	ɖˌaːɪrˌiːkəʈˈʌr
ايمپائر	ˌeːmpaːˈɪr
خالي	xˈaːli
خوراڪ	xoːrˈaːk
دڙو	dˈʌr.oː
محدود	mˌəhdˈuːd
نظريو	naʐˈarjoː
نھ	nh
چوٿين	coːtʰˈiːn
ڪمزور	kˌəmzˈuːr
آفيس	aːfˈiːs
بيبي	bˈeːbˈiː
تيئن	t̪eːˈɪn
خير	xˈeːr
ستن	sət̪ˈʌn
شير	ʃˈeːr
طرز	tərˈʌz
عباسي	abˈaːsi
يادگار	jˌaːdɡˈaːr
پڙهي	pər.ˈʌhi
کاڌو	kʰˈaːdʰoː
ھيون	hjˈoːn
اوارڊ	ˌuːaːrˈʌɖ
ايئن	eːˈɪn
ايراني	eːrˈaːni
برٽش	bˌərəʈˈʌʃ
جملي	ɟˈʊmli
دريا	dˈʌrjaː
سڌي	sˈʌdʰi
مسيح	mˈʌsih
معدي	mˈaːdi
وڌائي	ʋədʰˈaːi
ٻڌائي	bədʰˈaːi
چچ	cˈʌc
کائي	kʰˈaːi
ڪنوار	kənʋˈaːr
گلن	ɡəlˈʌn
اقتدار	ˌɪqtɪdˈaːr
انڪار	ˌankˈaːr
ترڪ	t̪ərˈʌk
تسليم	t̪ˌəslˈiːm
جنس	ɟˈɪns
حڪيم	həkˈiːm
درگاهه	dˌərɡaːhˈʌh
زراعت	zˌəraːˈaːt̪
سدائين	sˌədaːˈiːn
سمورو	səmˈoːroː
سنگ	sˈʌnɡ
صلاحيت	ʂˌəlaːhˈiːt̪
مبارڪ	məbˈaːrək
ملاقات	mˌəlaːqˈaːt
واڌ	ʋˈaːdʰ
ڳالهين	ɡˌaːlhˈiːn
ھئڻ	hˈʌɳ
سومرو	soːmˈʌroː
قبر	qəbˈʌr
معيار	maːjˈaːr
ناھي	nˈaːhi
ٽيم	ʈˈeːm
ٽين	ʈˈeːn
پويان	pʋjˈaːn
گروپ	ɡərˈoːp
گھرجي	ɡʰərˈʌɟi
اٺن	aʈʰˈʌn
اک	ˈakʰ
جدوجهد	ɟˌədoːɟəhˈʌd
رهاڪو	rəhˈaːkoː
سرگرم	sˌarɡˈarm
سمجھيو	sˈamɟʰjoː
لڳندو	ləɡˈʌndoː
وسيع	ʋˈʌsi
ويد	ʋˈeːd
ويهي	ʋˈeːhi
ھزار	həzˈaːr
الخط	ˌaləxˈʌt
جاين	ɟaːˈiːn
دهلي	dəhˈʌli
عبادت	abˈaːdət̪
عبداللطيف	ˌabdˌaːləltˈiːf
نامور	naːmˈoːr
هلندڙ	hˌələndˈʌr.
وڏيون	ʋəɖjˈoːn
ٺاهيو	ʈʰˈaːhjoː
ڀيڻ	bʰˈeːɳ
کوڙ	kʰˈoːr.
ڪيس	kˈeːs
ڪپ	kˈʌp
ھاڻي	hˈaːɳi
برف	bərˈʌf
رس	rˈʌs
سمجهڻ	sˌəməɟəhˈʌɳ
قليچ	qəlˈiːc
مالي	mˈaːli
منظر	mˌanʐˈar
نرم	nərˈʌm
وڌڻ	ʋədʰˈʌɳ
پاسن	paːsˈʌn
پيرن	peːrˈʌn
کانئس	kʰaːnˈʌs
ڪالم	kaːlˈʌm
ڪتابي	kˌɪtaːbˈiː
ڪونهي	koːnˈʌhi
ڪڍيو	kˈʌɖʰjoː
آر	ˈaːr
آرام	aːrˈaːm
جنسي	ɟˈɪnsi
دعوت	daːˈoːt̪
سيٺ	sˈeːʈʰ
هندستاني	hˌɪndəɪstˈaːni
واحد	ʋaːhˈʌd
پهريان	pˌəhərjˈaːn
پوکي	pˈoːkʰi
ڇڏيندا	cʰəɖˈiːndaː
ڏس	ɖˈɪs
ڪارڪن	kˌaːrəkˈʌn
ڪنڊ	kˈʌnɖ
بيگم	bˈeːɡəm
خطاب	xətˈaːb
مطالعو	mˌətaːlˈaːoː
مٺي	mˈʌʈʰi
واٽ	ʋˈaːʈ
ڇڏيا	cʰˈʌɖjaː
ڪلاس	kəlˈaːs
گهرن	ɡˌəhərˈʌn
آغاز	aːɣˈaːz
بيٺل	bˈeːʈʰəl
جاء	ɟˈaː
رھيا	rˈʌhjaː
سهڻي	səhˈʌɳi
شرط	ʃərˈʌt
شھرن	ʃˌəhərˈʌn
مجبور	mˌəɟbˈuːr
مهينا	məhˈiːnaː
پذير	pəzˈiːr
ڄار	ɟˈaːr
ڪين	kˈeːn
بنجي	bənˈʌɟi
تخليق	t̪ˌəxlˈiːq
تو	t̪ˈoː
حصا	hˈʌʂaː
دير	dˈeːr
مناسب	mˌənaːsˈʌb
ميوو	mjʋˈoː
نٿا	nˈʌtʰaː
پهچڻ	pˌəhəcˈʌɳ
ڀت	bʰˈʌt̪
ڳنڍيل	ɡənˈʌɖʰjal
اختلاف	ˌɪxtɪlˈaːf
اوزار	uːzˈaːr
بابا	bˈaːbˈaː
بزرگن	bˈʊzʊɾɡn
جامع	ɟˈaːmeː
جگر	ɟəɡˈʌr
حيات	hjˈaːt̪
خاتمو	xaːt̪ˈʌmoː
روسي	rˈoːsi
سڀئي	səbʰˈʌi
ماني	mˈaːni
هٿان	hətʰˈaːn
وات	ʋˈaːt̪
آثارن	ˌaːsaːrˈʌn
ايوب	eːˈoːb
اڏاوت	ˌaɖaːˈoːt̪
دريافت	dˌərjaːfˈʌt̪
سچل	səcˈʌl
صدين	ʂədˈiːn
فرض	fərˈʌz
قانوني	qaːnˈoːni
مقابلو	mˌəqaːbˈʌloː
منجهس	mˌənəɟəhˈʌs
مٿين	mətʰˈiːn
نمائندگي	nˈʊmaːˈɪndəɡˌiː
وهڪرو	ʋˌəhəkˈʌroː
يونٽ	joːnˈʌʈ
ٻاهرين	bˌaːhərˈiːn
ڊرامن	ɖˌəraːmˈʌn
ڪار	kˈaːr
اقتصادي	ˌɪqtɪʂˈaːdi
انسانن	ɪnsˈaːnn
تصنيف	t̪ˌəʂnˈiːf
جنت	ɟənˈʌt̪
درس	dərˈʌs
رپورٽ	rˌəpoːrˈʌʈ
قدرت	qˌədərˈʌt̪
مارڪيٽ	mˌaːrkˈiːʈ
ٻيٽن	beːʈˈʌn
پوک	pˈoːkʰ
چوٿون	coːtʰˈoːn
ڪريو	kˈʌrjoː
ڪشمير	kˌəʃmˈiːr
ڪلاڪ	kəlˈaːk
ڪيئي	kˈeːi
احساس	ɛhsˈaːs
ايراضي	eːrˈaːzi
تحصيل	t̪əhˈʌʂjal
تيمور	t̪eːmˈoːr
حڪمت	hˌəkəmˈʌt̪
رهيون	rəhjˈoːn
رومن	roːmˈʌn
ساڄي	sˈaːɟi
سومرن	sˌoːmərˈʌn
سياستدان	sjˌaːst̪ədˈaːn
شهري	ʃəhˈʌri
عجيب	aɟˈiːb
عطا	ˈataː
ملندڙ	mˌələndˈʌr.
مولائي	moːlˈaːi
ڇوڙ	cʰˈoːr.
ڪالوني	kaːlˈoːni
اٿن	aʈˈʌn
تر	t̪ˈʌr
جج	ɟˈʌɟ
خاتمي	xaːt̪ˈʌmi
خودمختيار	xˈʊdməxt̪jˌaːr
ديهه	deːhˈʌh
مرض	mərˈʌz
مشڪل	mˌəʃəkˈʌl
مينهن	mˌeːnəhˈʌn
هيٺان	heːʈʰˈaːn
وائرس	ʋˌaːɪrˈʌs
پراڻن	pˌəraːɳˈʌn
پرڳڻي	pˌərəɡˈʌɳi
پيئڻ	peːˈɪɳ
ڪابه	kaːbˈɪh
بغداد	bˌəɣdˈaːd
حمايت	hˌəmaːˈiːt̪
حڪمراني	hˌəkəmrˈaːni
روزاني	roːzˈaːni
صالح	ʂˌaːlˈah
ٺهڻ	ʈʰəhˈʌɳ
ٻوٽو	bˈoːʈoː
پل	pˈʌl
پوڻ	pˈoːɳ
ڏانھن	ɖˈaːnhn
برقرار	bˌərəqrˈaːr
ذريعو	zərˈiːoː
غلط	ɣəlˈʌt
معاشري	maːʃˈʌri
ملندو	məlˈʌndoː
نائب	naːˈɪb
ون	ʋˈʌn
ٻڌڻ	bədʰˈʌɳ
ڊسٽرڪٽ	ɖˌəsəʈˌərəkˈʌʈ
ڊگهي	ɖəɡˈʌhi
ڪڍڻ	kəɖʰˈʌɳ
ھندو	hˈʌndoː
اصولن	ˌʊʂuːlˈʌn
اڳوڻي	aɡˈoːɳi
