aalboaiei	aalbŏajej
agrar	aɡrar
agrarian	aɡrarijan
agrarianism	aɡrarijanism
agrava	aɡrava
agravant	aɡravant
agravare	aɡravare
agravat	aɡravat
agrega	aɡreɡa
agregare	aɡreɡare
agregat	aɡreɡat
agregație	aɡreɡatsije
agrement	aɡrement
agrementa	aɡrementa
agrementare	aɡrementare
agrementat	aɡrementat
agresiune	aɡresiune
agresiv	aɡresiv
agresivi	aɡresivʲ
agresivitate	aɡresivitate
agresor	aɡresor
agrest	aɡrest
agricol	aɡrikol
agricole	aɡrikole
agricultor	aɡrikultor
agricultură	aɡrikulturə
agrigoroaiei	aɡriɡorŏajej
agrimensor	aɡrimensor
agrimensură	aɡrimensurə
agriotimie	aɡriotimije
agripnie	aɡripnije
agriș	aɡriʃ
agrobiolog	aɡrobioloɡ
agrobiologic	aɡrobiolodʒik
agrobiologie	aɡrobiolodʒije
agrocenoză	aɡrotʃenozə
agrochimic	aɡrokʲ̩imik
agrochimie	aɡrokʲ̩imije
agrochimist	aɡrokʲ̩imist
agrogeolog	aɡrodʒeoloɡ
agrogeologic	aɡrodʒeolodʒik
agrogeologie	aɡrodʒeolodʒije
agroindustrial	aɡroindustrijal
agrologie	aɡrolodʒije
agrometeorolog	aɡrometeoroloɡ
agrominim	aɡrominim
agronom	aɡronom
agronomic	aɡronomik
agronomie	aɡronomije
agropastoral	aɡropastoral
agrosilvic	aɡrosilvik
agrotehnic	aɡrotehnik
agroterasă	aɡroterasə
agroturism	aɡroturism
agrozootehnic	aɡrozootehnik
agrozootehnie	aɡrozootehnije
agrăi	aɡrəi
agrăire	aɡrəire
agrăit	aɡrəit
agud	aɡud
agudaru	aɡudaru
agudin	aɡudin
agulescu	aɡulesku
aguridă	aɡuridə
agurâoară	aɡuriʒŏarə
agusoaei	aɡusŏajej
agârbiceanu	aɡɨrbitʃ̩anu
agănău	aɡənəw
agărlâc	aɡərlɨk
agățare	aɡətsare
agățat	aɡətsat
agățătoare	aɡətsətŏare
agățător	aɡətsətor
ah	ah
aha	aha
aheean	aheĕan
aherontic	aherontik
aheu	ahew
aho	aho
ahotnic	ahotnik
aht	aht
ahtia	ahtija
ahtiat	ahtijat
ahtiere	ahtijere
ai	aj
aia	aja
aibă	ajbə
aici	aitʃʲ
ailenei	ailenej
aiud	ajud
ajun	aʒun
ajuna	aʒuna
ajunare	aʒunare
ajung	aʒunɡ
ajunge	aʒund͡ʒe,aʒundʒe
ajungere	aʒundʒere
ajungi	aʒundʒʲ
ajungă	aʒunɡə
ajuns	aʒuns
ajunse	aʒunse
ajunsei	aʒunsej
ajunseră	aʒunserə
ajunsese	aʒunsese
ajunseseră	aʒunseserə
ajunul	aʒunul
ajunși	aʒunʃʲ
ajur	aʒur
ajura	aʒura
ajurare	aʒurare
ajurat	aʒurat
ajusta	aʒusta
ajustabil	aʒustabil
ajustaj	aʒustaʒ
ajustare	aʒustare
ajustat	aʒustat
ajustez	aʒustez
ajustor	aʒustor
ajut	aʒut
ajuta	aʒuta
ajutaj	aʒutaʒ
ajutare	aʒutare
ajutat	aʒutat
ajutată	aʒutatə
ajute	aʒute
ajutor	aʒutor
ajutora	aʒutora
ajutorare	aʒutorare
ajutorat	aʒutorat
ajutorință	aʒutorintsə
ajutorire	aʒutorire
ajutorit	aʒutorit
ajutorul	aʒutorul
ajutăm	aʒutəm
ajutător	aʒutətor
ajuți	aʒutsʲ
aktapa	aktapa
al	al
alabandină	alabandinə
alabastru	alabastru
alac	alak
alae	alae
alagea	aladʒ̩a
alai	alaj
alait	alajt
alalie	alalije
alaltăieri	alaltəjerʲ
alaltăseară	alaltəsĕarə
alaman	alaman
alambic	alambik
alambica	alambika
alambicare	alambikare
alambicat	alambikat
alamină	alaminə
alamă	alamə
alan	alan
alandala	alandala
alanină	alaninə
alantoidă	alantoidə
alarma	alarma
alarmant	alarmant
alarmare	alarmare
alarmat	alarmat
alarmată	alarmatə
alarmist	alarmist
alatăieri	alatəjerʲ
alaun	alaun
alb	alb
alba	alba
albac	albak
albaiulian	albajulijan
albaiuliancă	albajulijankə
albanez	albanez
albanistică	albanistikə
albastre	albastre
albastru	albastru
albatros	albatros
albeală	albĕalə
albeață	albĕatsə
albedo	albedo
albescență	albestʃentsə
albescu	albesku
albeț	albets
albețe	albetse
albi	albʲ
albia	albija
albian	albijan
albicios	albitʃ̩os
albiciune	albitʃ̩une
albie	albije
albier	albijer
albii	albij
albiire	albijire
albiliță	albilitsə
albime	albime
albina	albina
albinar	albinar
albinare	albinare
albineală	albinĕalə
albineț	albinets
albinioară	albiniŏarə
albinire	albinire
albinism	albinism
albinit	albinit
albiniță	albinitsə
albinos	albinos
albinușă	albinuʃə
albinuță	albinutsə
albinărel	albinərel
albinărie	albinərije
albinărit	albinərit
albior	albior
albire	albire
albit	albit
albitor	albitor
albitorie	albitorije
albitură	albiturə
albiu	albiw
albiuță	albiutsə
albișor	albiʃor
albiță	albitsə
alboare	albŏare
alboradă	alboradə
albu	albu
albui	albuj
albulescu	albulesku
albuleț	albulets
albului	albuluj
album	album
albumeală	albumĕalə
albumen	albumen
albuminoid	albuminoid
albuminometru	albuminometru
albuminos	albuminos
albuminurie	albuminurije
albumină	albuminə
albumiță	albumitsə
albumoză	albumozə
alburii	alburij
alburire	alburire
alburit	alburit
alburiu	alburiw
alburn	alburn
albuș	albuʃ
albuț	albuts
albăstrel	albəstrel
albăstrime	albəstrime
albăstrior	albəstrior
albăstrire	albəstrire
albăstrit	albəstrit
albăstriu	albəstriw
albăstriță	albəstritsə
albăstrui	albəstruj
alcade	alkade
alcaic	alkaik
alcalde	alkalde
alcaliceluloză	alkalitʃelulozə
alcalimetrie	alkalimetrije
alcalimetru	alkalimetru
alcalin	alkalin
alcalinitate	alkalinitate
alcaliniza	alkaliniza
alcalinizare	alkalinizare
alcalinizat	alkalinizat
alcaliu	alkaliw
alcaloid	alkaloid
alcaloză	alkalozə
alcan	alkan
alchenă	alkʲ̩enə
alchidal	alkʲ̩idal
alchil	alkʲ̩il
alchilare	alkʲ̩ilare
alchimic	alkʲ̩imik
alchimie	alkʲ̩imije
alchimist	alkʲ̩imist
alchină	alkʲ̩inə
alcool	alkool
alcoolat	alkoolat
alcoolemie	alkoolemije
alcoolic	alkoolik
alcoolism	alkoolism
alcooliza	alkooliza
alcoolizare	alkoolizare
alcoolizat	alkoolizat
alcoolmetrie	alkoolmetrije
alcoolmetru	alkoolmetru
alcoolscop	alkoolskop
alcoolului	alkooluluj
alcov	alkov
alcovă	alkovə
alcoxid	alkoksid
alcătuială	alkətujalə
alcătuire	alkətuire
alcătuit	alkətuit
alcătuite	alkətuite
alcătuitor	alkətuitor
alcătuită	alkətuitə
aldan	aldan
alde	alde
aldea	aldĕa
aldehidă	aldehidə
aldescu	aldesku
aldin	aldin
aldol	aldol
aldosteron	aldosteron
aldoză	aldozə
aldulescu	aldulesku
aldămaș	aldəmaʃ
ale	ale
alea	alĕa
aleagă	alĕaɡə
alean	alĕan
aleasă	alĕasə
alebardier	alebardijer
alebardă	alebardə
alee	alee
aleea	aleĕa
aleg	aleɡ
alega	aleɡa
alegare	aleɡare
alegat	aleɡat
alegație	aleɡatsije
alegațiune	aleɡatsiune
alege	aled͡ʒe,aledʒe
alegeau	aledʒ̩aw
alegem	aledʒem
alegere	aledʒere
alegerea	aledʒerĕa
alegeri	aledʒerʲ
alegerile	aledʒerile
alegeți	aledʒetsʲ
alegi	aledʒʲ
alegoric	aleɡorik
alegorie	aleɡorije
alegorism	aleɡorism
alegoriza	aleɡoriza
alegorizant	aleɡorizant
alegorizare	aleɡorizare
alegorizat	aleɡorizat
alegrețe	aleɡretse
alegru	aleɡru
alegădui	aleɡəduj
alegăduire	aleɡəduire
alegăduit	aleɡəduit
alegător	aleɡətor
alei	alej
aleile	aleile
alelei	alelej
alelism	alelism
alelopatie	alelopatije
aleluia	aleluja
alelă	alelə
alem	alem
alemandă	alemandə
alemani	alemanʲ
alemanic	alemanik
alene	alene
alenă	alenə
alerga	alerɡa
alergare	alerɡare
alergară	alerɡarə
alergase	alerɡase
alergat	alerɡat
alergen	alerdʒen
alergic	alerdʒik
alergie	alerdʒije
alergolog	alerɡoloɡ
alergologic	alerɡolodʒik
alergologie	alerɡolodʒije
alergând	alerɡɨnd
alergătoare	alerɡətŏare
alergător	alerɡətor
alergătură	alerɡəturə
alert	alert
alerta	alerta
alertare	alertare
alertat	alertat
alertețe	alertetse
ales	ales
alesander	alesander
alese	alese
alesidă	alesidə
alesătură	alesəturə
aleu	alew
aleurit	aleurit
aleuritic	aleuritik
aleurolit	aleurolit
aleurometru	aleurometru
aleuron	aleuron
aleuronat	aleuronat
aleuronic	aleuronik
aleuronă	aleuronə
alevin	alevin
alevinaj	alevinaʒ
alexa	aleksa
alexandrescu	aleksandresku
alexandria	aleksandrija
alexandrin	aleksandrin
alexandrinism	aleksandrinism
alexandrit	aleksandrit
alexandroae	aleksandrŏaje
alexandroaia	aleksandrŏaja
alexandru	aleksandru
alexe	alekse
alexie	aleksije
alexină	aleksinə
alexiu	aleksiu
alexăndrinean	aleksəndrinĕan
alexăndrineancă	aleksəndrinĕankə
aleza	aleza
alezaj	alezaʒ
alezare	alezare
alezat	alezat
alezie	alezije
alezor	alezor
aleșd	aleʃd
aleși	aleʃʲ
alf	alf
alfa	alfa
alfabet	alfabet
alfabetar	alfabetar
alfabetic	alfabetik
alfabetiza	alfabetiza
alfabetizare	alfabetizare
alfabetizat	alfabetizat
alfanumeric	alfanumerik
alfatron	alfatron
alfavita	alfavita
alge	aldʒe
algebric	aldʒebrik
algebrist	aldʒebrist
algebră	aldʒebrə
algeco	aldʒeko
algerian	aldʒerijan
algeriancă	aldʒerijankə
algernon	aldʒernon
algezie	aldʒezije
algezimetrie	aldʒezimetrije
algid	aldʒid
algiditate	aldʒiditate
algie	aldʒije
algină	aldʒinə
algofobie	alɡofobije
algogen	alɡodʒen
algol	alɡol
algolog	alɡoloɡ
algologic	alɡolodʒik
algologie	alɡolodʒije
algomanie	alɡomanije
algonkin	alɡonkʲin
algoritm	alɡoritm
algoritmic	alɡoritmik
algrafie	alɡrafije
alguacil	alɡwatʃil
alguazil	alɡwazil
algă	alɡə
alhimist	alhimist
alia	alija
aliaj	alijaʒ
alianțele	alijantsele
alianță	alijantsə
alias	alijas
aliat	alijat
aliatul	alijatul
aliații	alijatsij
alic	alik
alice	alitʃe
alicire	alitʃire
alicit	alitʃit
alicneală	aliknĕalə
alicotă	alikotə
alicuantă	alikwantə
alică	alikə
alicărie	alikərije
alidadă	alidadə
aliena	alijena
alienabil	alijenabil
alienabilitate	alijenabilitate
alienare	alijenare
alienat	alijenat
alienație	alijenatsije
alienist	alijenist
aliere	alijere
alifatic	alifatik
alifie	alifije
alifios	alifios
aligator	aliɡator
alignire	aliɡnire
aligote	aliɡote
alilodidactic	alilodidaktik
aliluia	aliluja
aliman	aliman
alimar	alimar
alimba	alimba
alimbare	alimbare
alimbat	alimbat
aliment	aliment
alimenta	alimenta
alimentar	alimentar
alimentare	alimentare
alimentară	alimentarə
alimentat	alimentat
alimentator	alimentator
alimentație	alimentatsije
alimentele	alimentele
alimăneșteanu	aliməneʃtĕanu
alin	alin
alina	alina
alinare	alinare
alinat	alinat
alinia	alinija
aliniament	alinijament
aliniat	alinijat
aliniere	alinijere
alinire	alinire
alinit	alinit
alint	alint
alinta	alinta
alintare	alintare
alintat	alintat
alintător	alintətor
alintătură	alintəturə
alinător	alinətor
alinătură	alinəturə
alior	alior
aliotman	aliotman
alipire	alipire
alipit	alipit
alismatacee	alismatatʃee
alit	alit
alitare	alitare
aliterativ	aliterativ
aliterație	aliteratsije
aliuță	aliutsə
alivancă	alivankə
alivanta	alivanta
alivănire	alivənire
alivănit	alivənit
alizarină	alizarinə
alizeu	alizew
alkitronic	alkʲitronik
alma	alma
almageste	almadʒeste
almanah	almanah
almanahuri	almanahurʲ
almandin	almandin
almar	almar
almașu	almaʃu
almee	almee
almei	almej
almicantarat	almikantarat
almintere	almintere
almintrele	almintrele
almăgean	almədʒ̩an
almăjan	alməʒan
almăjean	alməʒĕan
alo	alo
alobrog	alobroɡ
aloca	aloka
alocabil	alokabil
alocare	alokare
alocat	alokat
alocație	alokatsije
alocromatic	alokromatik
alocromatism	alokromatism
alocurea	alokurĕa
alocuri	alokurʲ
alocuțiune	alokutsiune
alodial	alodijal
alodiu	alodju
aloe	aloe
alofon	alofon
alogam	aloɡam
alogamie	aloɡamije
alogen	alodʒen
alogenetic	alodʒenetik
alogic	alodʒik
alogism	alodʒism
alohton	alohton
alomorf	alomorf
alonjă	alonʒə
alopat	alopat
alopatic	alopatik
alopatie	alopatije
alopecie	alopetʃije
alotropic	alotropik
alotropie	alotropije
aloxan	aloksan
alozaur	alozaur
alozom	alozom
alpaca	alpaka
alpenștoc	alpenʃtok
alpestru	alpestru
alpin	alpin
alpine	alpine
alpinism	alpinism
alpinist	alpinist
alsacian	alsatʃijan
alt	alt
alta	alta
altaic	altaik
altar	altar
altcareva	altkareva
altceva	alttʃeva
altcineva	alttʃineva
altcum	altkum
altcândva	altkɨndva
alte	alte
alteori	alteorʲ
alter	alter
altera	altera
alterabil	alterabil
alterabilitate	alterabilitate
alteram	alteram
alterare	alterare
alterat	alterat
alterație	alteratsije
altercație	alterkatsije
alteritate	alteritate
altern	altern
alterna	alterna
alternant	alternant
alternanță	alternantsə
alternare	alternare
alternat	alternat
alternativ	alternativ
alternative	alternative
alternator	alternator
alteță	altetsə
altfel	altfel
altigraf	altiɡraf
altimetric	altimetrik
altimetrie	altimetrije
altimetru	altimetru
altist	altist
altitelemetru	altitelemetru
altitudinal	altitudinal
altitudine	altitudine
altiță	altitsə
alto	alto
altocumulus	altokumulus
altogravură	altoɡravurə
altoi	altoj
altoială	altojalə
altoire	altoire
altoit	altoit
altora	altora
altorelief	altorelijef
altruism	altruism
altruist	altruist
altuia	altuja
altul	altul
altădată	altədatə
aluat	aluwat
aluchei	alukʲ̩ej
aluculesei	alukulesej
alucușan	alukuʃan
alucăi	alukəj
alumin	alumin
aluminifer	aluminifer
aluminiu	aluminju
aluminium	aluminium
aluminiza	aluminiza
aluminizare	aluminizare
aluminizat	aluminizat
aluminos	aluminos
aluminotermie	aluminotermije
alumină	aluminə
alumnat	alumnat
alumosilicat	alumosilikat
alun	alun
alunar	alunar
alunaș	alunaʃ
aluncăi	alunkəj
aluneanu	alunĕanu
alunească	alunĕaskə
aluneca	aluneka
alunecare	alunekare
alunecase	alunekase
alunecau	alunekaw
alunecos	alunekos
alunecuș	alunekuʃ
alunecător	alunekətor
alunecători	alunekətorʲ
alunecătură	alunekəturə
alunel	alunel
alunet	alunet
alunga	alunɡa
alungare	alunɡare
alungat	alunɡat
alunge	alundʒe
alungi	alundʒi
alungire	alundʒire
alungit	alundʒit
alungulese	alunɡulese
alungător	alunɡətor
alunit	alunit
aluniu	aluniw
aluniza	aluniza
alunizare	alunizare
aluniș	aluniʃ
aluniță	alunitsə
alupei	alupej
alupoae	alupŏaje
alupulesei	alupulesej
alupului	alupuluj
alură	alurə
aluvial	aluvijal
aluviu	aluvju
aluviune	aluviune
aluzie	aluzije
aluziune	aluziune
aluziv	aluziv
aluței	alutsej
alvanit	alvanit
alvatec	alvatek
alveolar	alveolar
alveolare	alveolare
alveolită	alveolitə
alveolă	alveolə
alvițar	alvitsar
alviță	alvitsə
alvvimar	alvvimar
ală	alə
alămar	aləmar
alămire	aləmire
alămit	aləmit
alămiu	aləmiiw
alămâie	aləmɨje
alămâioară	aləmɨjŏarə
alămărie	aləmərije
alăpta	aləpta
alăptare	aləptare
alăptat	aləptat
alăpteze	aləpteze
alăsidă	aləsidə
alătura	alətura
alăturare	aləturare
alăturat	aləturat
alăturau	aləturaw
alăturea	aləturĕa
alături	aləturʲ
alăută	aləutə
alți	altsʲ
alții	altsij
alțâna	altsɨna
am	am
ama	ama
amabil	amabil
amabile	amabile
amabilitate	amabilitate
amaicii	amajtʃij
amalgam	amalɡam
amalgama	amalɡama
amalgamare	amalɡamare
amalgamat	amalɡamat
aman	aman
amandea	amandĕa
amandină	amandinə
amanet	amanet
amaneta	amaneta
amanetare	amanetare
amanetat	amanetat
amant	amant
amar	amar
amara	amara
amaraj	amaraʒ
amarandei	amarandej
amarantacee	amarantatʃee
amarare	amarare
amarat	amarat
amarilidacee	amarilidatʃee
amarnic	amarnik
amas	amas
amator	amator
amatori	amatorʲ
amatorism	amatorism
amauroză	amaurozə
amazoană	amazŏanə
amazonit	amazonit
amb	amb
ambala	ambala
ambalaj	ambalaʒ
ambalare	ambalare
ambalat	ambalat
ambar	ambar
ambarcader	ambarkader
ambarcație	ambarkatsije
ambarcațiune	ambarkatsiune
ambarda	ambarda
ambardare	ambardare
ambardee	ambardee
ambasador	ambasador
ambasadori	ambasadorʲ
ambasadă	ambasadə
ambele	ambele
ambeta	ambeta
ambetant	ambetant
ambetare	ambetare
ambetat	ambetat
ambiant	ambijant
ambianță	ambijantsə
ambidextrie	ambidekstrije
ambidextru	ambidekstru
ambielaj	ambijelaʒ
ambient	ambijent
ambiental	ambijental
ambigen	ambidʒen
ambiguitate	ambiɡuitate
ambiguiza	ambiɡuiza
ambiguizare	ambiɡuizare
ambiguizat	ambiɡuizat
ambiguu	ambiɡuwu
ambii	ambij
ambiofonie	ambiofonije
ambitus	ambitus
ambivalent	ambivalent
ambivalență	ambivalentsə
ambiție	ambitsije
ambițiile	ambitsijile
ambițios	ambitsios
ambițiune	ambitsiune
ambliop	ambliop
ambliopie	ambliopije
amblipod	amblipod
amblipodă	amblipodə
amblistoma	amblistoma
ambosa	ambosa
ambosare	ambosare
ambosat	ambosat
ambranșament	ambranʃament
ambrasă	ambrasə
ambrazură	ambrazurə
ambreia	ambreja
ambreiaj	ambrejaʒ
ambreiare	ambrejare
ambreiat	ambrejat
ambreiere	ambrejere
ambroziac	ambrozijak
ambrozie	ambrozije
ambră	ambrə
ambulacrar	ambulakrar
ambulacru	ambulakru
ambulant	ambulant
ambulanței	ambulantsej
ambulanțelor	ambulantselor
ambulanță	ambulantsə
ambulatoriu	ambulatorju
ambuscadă	ambuskadə
ambuscat	ambuskat
ambuteia	ambuteja
ambuteiaj	ambutejaʒ
ambuteiat	ambutejat
ambuteiere	ambutejere
ambutisa	ambutisa
ambutisare	ambutisare
ambutisat	ambutisat
ambușură	ambuʃurə
ameliora	ameliora
ameliorabil	ameliorabil
ameliorant	ameliorant
ameliorare	ameliorare
ameliorat	ameliorat
ameliorativ	ameliorativ
ameliorator	ameliorator
ameliorație	amelioratsije
ameliorațiune	amelioratsiune
amenaja	amenaʒa
amenajabil	amenaʒabil
amenajament	amenaʒament
amenajare	amenaʒare
amenajarea	amenaʒarĕa
amenajat	amenaʒat
amenajată	amenaʒatə
amenajați	amenaʒatsʲ
amenajări	amenaʒərʲ
amenda	amenda
amendabil	amendabil
amendament	amendament
amendare	amendare
amendat	amendat
amendată	amendatə
amenința	amenintsa
amenințare	amenintsare
amenințat	amenintsat
amenințător	amenintsətor
amenitate	amenitate
amenoree	amenoree
ament	ament
amentacee	amentatʃee
amenzi	amenzʲ
amenzile	amenzile
american	amerikan
americancă	amerikankə
americanii	amerikanij
americanism	amerikanism
americanist	amerikanist
americanistică	amerikanistikə
americaniza	amerikaniza
americanizare	amerikanizare
americanizat	amerikanizat
americă	amerikə
americănesc	amerikənesk
americănește	amerikəneʃte
amerindian	amerindijan
ameriza	ameriza
amerizaj	amerizaʒ
amerizare	amerizare
amerizor	amerizor
amestec	amestek
amesteca	amesteka
amestecare	amestekare
amestecat	amestekat
amestecau	amestekaw
amestece	amestetʃe
amestecător	amestekətor
amestecătură	amestekəturə
ametabolă	ametabolə
ametist	ametist
ametrop	ametrop
ametropie	ametropije
amețeală	ametsĕalə
amețire	ametsire
amețit	ametsit
amețitoare	ametsitŏare
amețitor	ametsitor
amfetamină	amfetaminə
amfiartroză	amfiartrozə
amfibian	amfibijan
amfibiu	amfibju
amfibol	amfibol
amfibolie	amfibolije
amfibologic	amfibolodʒik
amfibologie	amfibolodʒije
amfibrah	amfibrah
amfibrahic	amfibrahik
amfidromic	amfidromik
amfigonie	amfiɡonije
amfiguric	amfiɡurik
amfimacru	amfimakru
amfimixie	amfimiksije
amfineurian	amfineurijan
amfiox	amfioks
amfipod	amfipod
amfiprostil	amfiprostil
amfiteatru	amfitĕatru
amfiteriu	amfiterju
amforă	amforə
amfoter	amfoter
amfotonie	amfotonije
amhar	amhar
ami	amʲ
amiabil	amijabil
amiant	amijant
amiantă	amijantə
amiaz	amijaz
amiază	amijazə
amibă	amibə
amic	amik
amical	amikal
amicale	amikale
amicie	amitʃije
amiciție	amitʃitsije
amidază	amidazə
amidină	amidinə
amidol	amidol
amidon	amidon
amidopirină	amidopirinə
amidură	amidurə
amidă	amidə
amielinic	amijelinik
amigdalectomie	amiɡdalektomije
amigdalian	amiɡdalijan
amigdalită	amiɡdalitə
amigdaloid	amiɡdaloid
amigdală	amiɡdalə
amil	amil
amilaceu	amilatʃew
amilază	amilazə
amilic	amilik
amilodextrină	amilodekstrinə
amilograf	amiloɡraf
amilogramă	amiloɡramə
amiloidoză	amiloidozə
amilopectină	amilopektinə
amiloză	amilozə
amimie	amimije
amin	amin
amino	amino
aminoalcool	aminoalkool
aminobenzen	aminobenzen
aminobenzoic	aminobenzoik
aminoplast	aminoplast
aminozahar	aminozahar
aminte	aminte
amintească	amintĕaskə
amintesc	amintesk
amintește	aminteʃte
amintești	aminteʃtʲ
aminti	aminti
amintire	amintire
amintirea	amintirĕa
amintiri	amintirʲ
amintirii	amintirij
amintirile	amintirile
amintit	amintit
amintite	amintite
amintitor	amintitor
amiotrofie	amiotrofije
amiral	amiral
amiralitate	amiralitate
amirosi	amirosi
amirosire	amirosire
amirosit	amirosit
amitoză	amitozə
amitroaiei	amitrŏajej
amnar	amnar
amnezic	amnezik
amnezie	amnezije
amnios	amnios
amniot	amniot
amniotic	amniotik
amnistia	amnistija
amnistiabil	amnistijabil
amnistiat	amnistijat
amnistie	amnistije
amnistiere	amnistijere
amnăruș	amnəruʃ
amoc	amok
amofos	amofos
amoniac	amonijak
amoniacal	amonijakal
amoniat	amonijat
amonificare	amonifikare
amonit	amonit
amoniu	amonju
amoniurie	amonjurije
amonoliză	amonolizə
amonte	amonte
amor	amor
amoral	amoral
amoralism	amoralism
amoralist	amoralist
amoralitate	amoralitate
amoraș	amoraʃ
amorez	amorez
amoreza	amoreza
amorezare	amorezare
amorezat	amorezat
amorf	amorf
amorfe	amorfe
amoros	amoros
amorsa	amorsa
amorsare	amorsare
amorsat	amorsat
amortibil	amortibil
amortisment	amortisment
amortiza	amortiza
amortizabil	amortizabil
amortizare	amortizare
amortizat	amortizat
amortizor	amortizor
amorțeală	amortsĕalə
amorțire	amortsire
amorțit	amortsit
amorțită	amortsitə
amovibil	amovibil
amovibilitate	amovibilitate
ampatament	ampatament
ampelidacee	ampelidatʃee
ampelograf	ampeloɡraf
ampelografic	ampeloɡrafik
ampelografie	ampeloɡrafije
