کے	keː
سیلاب	seːlˈaːb
منگل	mˈʌnəɡˌəl
اپ	ˈap
مسلح	mˌʊsalˈah
گھنٹے	ɡʰˈʌnʈˌeː
انتخاب	ˌɪntɪxˈaːb
شریک	ʃərˈiːk
بدھ	bˈʊdʰ
نتائج	nətˈa͡ɪɟ
قائمہ	qˈa͡ɪmˌa
ہفتہ	hˈafta
اردو	ˈʊrdˌuː
ی	cʰoːʈˈiːjeː
ہمارا	həmˈaːraː
مرتبہ	mˌartˈabˌa
ٹاؤن	ʈaːˈoːn
یوسف	jˈuːsʊf
مقرر	mˌʊqarˈar
دیکھ	dˈeːkʰ
رہنماؤں	rˈɛhnəmˌaːoːn
شیر	ʃˈeːr
جے	ɟˈeː
مذہبی	mˈazhabˌiː
ملا	mˈɪlaː
کیساتھ	keːsˈaːtʰ
بیٹے	bˈeːʈeː
برطانوی	bˌərtˈaːnʋi
ٹیکنالوجی	ʈˌeːknaːlˈoːɟi
اﷲ	ˈalɪfˈallaːh
تحریر	tɛhrˈiːr
توڑ	tˈoːr.
کپتان	kˌəptˈaːn
انٹرنیشنل	ˌɪnʈarnˈeːʃnal
ضلعی	zɪlˈai
معطل	mˌɔatˈal
متاثرہ	mʊtˈaːsɪrˌa
سرحد	sˈarhad
فورس	fˈoːrs
گیلانی	ɡilˈaːni
کابینہ	kaːbˈiːnˌa
سہولیات	sˌəhoːliˈaːt
شعبے	ʃˈɔbeː
حیدر	hˈeːdər
پیداوار	pˌeːdaːʋˈaːr
بال	bˈaːl
رکھتے	rˈʌkʰtˌeː
بجے	bˈʌɟeː
پہلا	pˈɛhlaː
الطاف	altˈaːf
ائیر	a͡ɪˈiːr
عامر	ˈaːmər
مسلسل	mˌʊsalsˈal
حملوں	hˈʌmlˌõː
جج	ɟˈʌɟ
لانے	lˈaːneː
کاروں	kˈaːrõː
مسلمانوں	mʊsˈalmˌaːnõː
لیکس	lˈiːks
بعض	bˈaːz
واقع	ʋˈaːqeː
دبئی	dəbˈai
از	ˈaz
ڈسٹرکٹ	ɖˈɪsʈrɪkʈ
ترک	tˈark
نوجوانوں	nˈoːɟʋaːnˌõː
خطے	xˈɪteː
کاروائی	kˈaːrʋaːˌiː
بریفنگ	bərˈiːfənɡ
رہنے	rˈɛhneː
واپسی	ʋˈaːpsˌiː
امید	ʊmˈiːd
انگریزی	anɡrˈeːzi
زمین	zəmˈiːn
کمپنیوں	kˈʌmpənˌiõː
تجارت	tɪɟˈaːrat
سری	srˈiː
فائدہ	fˈa͡ɪda
پیغام	peːɣˈaːm
بحال	bəhˈaːl
سپیکر	spikˈar
البم	ˈalbam
حتمی	hˈʌtmˌiː
استحکام	ˌɪstɛhkˈaːm
کررہی	kˈʌrərhi
انڈسٹری	ɪnɖˈasʈri
جعلی	ɟˈaːli
گھروں	ɡʰˈʌrõː
افسوس	ˌafsˈoːs
درست	dˈʊrʊst
حسن	hˈʊsn
آگ	ˈaːɡ
انتقال	ˌɪntɪqˈaːl
دنوں	dɪnˈoːn
عالم	ˈaːləm
کش	kˈʌʃ
پاور	pˈaːʋər
خون	xˈuːn
پسندوں	pəsˈʌndõː
با	bˈaː
اہمیت	ˌɛhɛmiˈat
ڈے	ɖˈeː
اچھی	ˈacʰi
انکشاف	ˌɪnkɪʃˈaːf
تیل	tˈeːl
رمضان	rˌəmzˈaːn
ٹیلی	ʈˈeːli
چوری	cˈoːri
ایرانی	irˈaːni
صبح	ʂˌəbˈah
صدیقی	ʂədˈiːqi
یہی	jˈɛhi
شہروں	ʃˈɛhrõː
ہاتھوں	hˈaːtʰõː
مشتمل	mˌʊʃtˈamɪl
عراق	arˈaːq
مار	mˈaːr
سرچ	sˈʌrc
برداشت	bərdˈaːʃt
حصص	hˈɪʂɪʂ
دیدی	dˈiːdi
رکھ	rˈʌkʰ
معیشت	mˌaiʃˈat
وسیم	ʋəsˈiːm
سالانہ	saːlˈaːnˌa
ملی	mˈɪli
رنز	rˈanz
موسم	mˈoːsəm
طارق	tˈaːrɪq
حج	hˈʌɟ
مشکل	mˈʊʃkˌɪl
وکیل	ʋəkˈiːl
تھانہ	tʰˈaːnˌa
حصول	hʊʂˈuːl
رکھے	rˈʌkʰeː
معروف	mˈaːruːf
اطلاع	ˈɪtlaː
غریب	ɣərˈiːb
گذشتہ	ɡʊðˈaʃta
اٹھا	ˈʊʈʰaː
جون	ɟˈuːn
دسمبر	dɪsˈambar
نومبر	nˈoːmbər
کرلی	kˈʌrlˌiː
حد	hˈʌd
شمالی	ʃəmˈaːli
رکھی	rˈʌkʰi
نافذ	nˈaːfɪz
احسن	ˈɛhsən
درآمد	dərˈaːməd
کالعدم	kaːlˈaːdəm
ادارہ	ɪdˈaːrˌa
ہیڈ	hˈeːɖ
خورشید	xˌoːrʃˈiːd
افتخار	ˌɪftɪxˈaːr
برطانیہ	bˌərtaːnˈiːa
ماہرین	mˈaːhrin
جنوری	ɟˈanʋarˌiː
خط	xˈʌt
مبارکباد	mˌəbaːrˌəkbˈaːd
صوبوں	ʂˈuːbõː
سسٹم	sɪsʈˈam
اختر	ˌaxtˈar
سیاحتی	sˌaiˈaːhti
محنت	mɛhnˈat
لیڈر	liɖˈar
شعیب	ʃʊˈeːb
آٹھ	ˈaːʈʰ
ٹورنامنٹ	ʈˌoːrnˈaːmənʈ
بھاری	bʰˈaːri
متعارف	mʊtˈaːrɪf
جسے	ɟˌɪseː
سینٹ	sˈeːnʈ
دم	dˈʌm
اقتدار	ˌɪqtɪdˈaːr
حافظ	hˈaːfɪʐ
دہشتگردوں	dˈɛhʃˈatɡərdˌõː
آئینی	aːˈiːni
شدہ	ʃˈʊdˌa
اتھارٹی	atʰˈaːrʈi
اشرف	ˈaʃraf
پختونخوا	paxtˈuːnxʋaː
ٹارگٹ	ʈˈaːrəɡˌəʈ
قوانین	qˌaʋaːnˈiːn
اکتوبر	ˌaktˈoːbər
چیک	cˈeːk
کالج	kˈaːlɪɟ
جمہوری	ɟˌəmhˈuːri
چھوڑ	cʰˈoːr.
نماز	namˈaːz
جانا	ɟˈaːnaː
طلباء	tˈʌlbˌaː
الگ	ˈaləɡ
فیس	fˈeːs
لندن	lˈʌndən
خالد	xˈaːlɪd
وفاق	ʋəfˈaːq
معلومات	mˈaːluːmaːt
تصاویری	tˌəʂaːʋˈiːri
کیسے	kˈeːseː
امان	amˈaːn
محبت	mʊhˈabːat
میرا	mˈeːraː
کافی	kˈaːfi
فائنل	fˈa͡ɪnəl
برس	bˈʌrəs
بنائے	bənˈaːeː
خودکش	xˈʊdkʊʃ
نائب	nˈa͡ɪb
ت	tˈeː
گاڑیوں	ɡˈaːr.iˌõː
توسیع	tˈoːsi
پبلک	pˈablˌɪk
گلگت	ɡˈʌləɡˌət
سوات	soːˈaːt
لگانے	ləɡˈaːneː
لیکر	lˈeːkər
تا	tˈaː
ڈار	ɖˈaːr
میڈیکل	meːɖˈiːkəl
قریشی	qʊrˈeːʃi
چودھری	cˈoːdʰrˌiː
احکامات	ˌɛhkaːmˈaːt
سیکٹر	sˈeːkʈər
انکار	ɪnkˈaːr
نگرانی	nˌɪɡrˈaːni
اداکار	ˌadaːkˈaːr
ٹرین	ʈrˈeːn
قبضہ	qˈabza
میر	mˈiːr
پیسے	pˈeːseː
علماء	ʊlˈamaː
آئیں	ˈaːẽː
اسپتال	ˌɪspətˈaːl
پا	pˈaː
امریکا	ˌamrˈiːkaː
عملدرآمد	amˈaldarˌaːmad
افواج	ˈafʋaːɟ
الزامات	ˌɪlzˈaːmaːt
برقرار	bˌarqarˈaːr
امدادی	ˌɪmdˈaːdi
پڑے	pˈʌr.eː
حادثے	hˈaːdsˌeː
عدالتی	adˈaːltˌiː
کاروبار	kˌaːroːbˈaːr
سہولت	sˌahuːlˈat
حراست	hˌɪraːsˈat
ریاض	rjˈaːz
رکنی	rˈʊkni
روکنے	rˈoːknˌeː
سربراہی	sˈarbarˌaːhi
تیزی	tˈeːzi
مدت	mʊdˈat
منایا	mənˈaːjaː
عناصر	anˈaːʂɪr
چاہئے	cˈaːheː
ادائیگی	ˌadaːˈiːɡi
عہدے	ˈoːhdˌeː
پروفیسر	prˌoːfeːsˈar
باہمی	bˈaːhmi
بازی	bˈaːzi
معلوم	mˈaːluːm
اعزاز	eːzˈaːz
رنگ	rˈʌnɡ
مثبت	mˌʊsbˈat
اسحاق	ˌashˈaːq
انگلینڈ	ˌɪnɡlˈeːnɖ
الفاظ	alfˈaːʐ
انجام	ˈanɟaːm
مستحکم	mˌʊstɛhkˈam
عظیم	aʐˈiːm
اغوا	ˈaɣʋaː
فنڈز	fˈʌnɖz
طاقت	tˈaːqət
مئی	mˈʌi
علم	ˈɪlm
ملین	mˌɪliˈan
زبان	zəbˈaːn
چل	cˈʌl
ویڈیو	ʋeːɖˈeːoː
تکمیل	tˌəkmˈiːl
تجویز	təɟʋˈiːz
رفیق	rəfˈiːq
پیشہ	pˈeːʃˌa
آفس	ˈaːfɪs
بازیابی	bˈaːzjaːbˌiː
دارالحکومت	dˌaːraːlhˌʊkuːmˈat
شرح	ʃˌərˈah
ضمنی	zˈɪmni
عدلیہ	ˌadlˈiːa
سفر	safˈar
اساتذہ	asˈaːtza
خراب	xərˈaːb
قبضے	qˈʌbzˌeː
خفیہ	xʊfˈiːa
جرائم	ɟərˈa͡ɪm
عزم	ˈazm
مصنوعات	mˈaʂnuːˌaːt
بیس	bˈeːs
وزیرستان	ʋˌəzirɪstˈaːn
لوڈشیڈنگ	lˌoːɖʃˈiːɖɪnɡ
کشمیری	kˌəʃmˈiːri
اسٹیٹ	ɪsʈˈeːʈ
پولنگ	poːlˈɪnɡ
راہ	rˈaːh
معیار	maːjˈaːr
فٹ	fˈɪʈ
کلک	klˈɪk
خبریں	xˈʌbrˌẽː
دلچسپی	dˌɪlcˈaspi
روس	rˈuːs
جدوجہد	ɟədˈoːɟəhˌəd
چیلنج	ceːlˈʌnɟ
بیرون	beːrˈoːn
مشیر	mʊʃˈiːr
سٹی	sˈɪʈi
افتتاح	ˌɪtɪtˈaːh
نکال	nɪkˈaːl
گورنمنٹ	ɡaʋˈarnmanʈ
کارڈ	kˈaːrɖ
شعبوں	ʃˈɔbõː
سوشل	sˈoːʃəl
اصل	ˈaʂl
دعوت	dˈaːʋət
ہاکی	hˈaːki
سامان	saːmˈaːn
اضلاع	ˈazlˌaː
مشاورت	mˌʊʃaːʋɪrˈat
دوسرا	dˈuːsraː
اتوار	ɪtʋˈaːr
زخمیوں	zˈʌxmˌiõː
سائیکل	saːˈiːkəl
حکمت	hɪkmˈat
لوڈ	lˈoːɖ
وے	ʋˈeː
طویل	taʋˈiːl
ماضی	mˈaːzi
کارکن	kˈaːrkˌʊn
منہ	mˈuːn
فاٹا	fˈaːʈaː
ٹیموں	ʈˈiːmõː
انٹر	ɪnʈˈar
مالیت	mˌaːliˈat
افسر	ˌafsˈar
جوڈیشل	ɟoːɖˈiːʃəl
م	mˈiːm
اگلے	ˈaɡlˌeː
وار	ʋˈaːr
قابو	qˈaːbuː
میدان	meːdˈaːn
خرچ	xˈʌrc
حالیہ	haːlˈiːa
باغ	bˈaːɣ
امجد	ˈamɟad
ڈینگی	ɖˈeːnɡˌiː
سازی	sˈaːzi
جارہے	ɟˈaːrhˌeː
ریلی	rˈeːli
کوششیں	kˈoːʃɪʃˌẽː
دوست	dˈoːst
ابتدائی	ˈɪbtˌɪdaːˌiː
زرعی	zərˈai
مال	mˈaːl
بنگلہ	bˈʌnəɡˌəlˌa
واقعے	ʋaːqˈaːeː
خطرہ	xˈatra
بحث	bˈɛhɛs
ڈیم	ɖˈeːm
عباس	abˈaːs
طیارہ	tˌaiˈaːra
تجارتی	tɪɟˈaːratˌiː
آل	ˈaːl
مراد	mʊrˈaːd
طبی	tˈɪbi
ملکوں	mˌʊlkˈoːn
سڑکوں	sˈʌr.kˌõː
صاف	ʂˈaːf
ریفرنس	rˌeːfərˈʌns
ڈویژن	ɖaʋˈiːʒən
مظالم	məʐˈaːlɪm
ترمیم	tˌərmˈiːm
دھاندلی	dʰˈaːndəlˌiː
سراج	sɪrˈaːɟ
سماجی	səmˈaːɟi
نظیر	nəʐˈiːr
حامد	hˈaːmɪd
صادق	ʂˈaːdɪq
چاہتا	cˈaːhtaː
حلقہ	hˈalqa
متحد	mʊtˈahɪd
کرنی	kˌarni
زراعت	zərˈaːat
کمانڈر	kəmˈaːnɖər
آواز	aːʋˈaːz
ہزاروں	həzˈaːrõː
دئیے	dˈʌjeː
قرارداد	qərˈaːrdaːd
ممبران	mˌəmbərˈaːn
مہمان	mˈɛhmaːn
کروں	kˈarũː
خاص	xˈaːʂ
تنقید	tˌənqˈiːd
مابین	maːbˈɛːn
بنیادوں	bˌʊniˈaːdõː
ڈیرہ	ɖˈeːrˌa
لاکھوں	lˈaːkʰõː
روشنی	rˈoːʃnˌiː
اسلم	ˈaslam
اختتام	ˌɪxtɪtˈaːm
تلاش	təlˈaːʃ
تیاری	tˌaiˈaːri
خیبرپختونخوا	xˌeːbərˌəpxtoːnˈʌxʋaː
القوی	alqˈaʋi
شمولیت	ʃˌʊmuːliˈat
لاش	lˈaːʃ
فلموں	fˈɪlmõː
سیل	sˈeːl
جارحیت	ɟˌaːrɪhiˈat
آفریدی	ˌaːfrˈiːdi
کلو	kˈɪloː
کرائی	kərˈaːi
تفصیلی	tˌəfʂˈiːli
آفیسر	aːfˈiːsər
بلتستان	bˌələtɪstˈaːn
بالی	bˈaːli
اپریل	aprˈeːl
باقی	bˈaːqi
دھرنا	dʰˈʌrnˌaː
شوکت	ʃˈoːkət
پہنچا	pahˈʊncaː
ہوٹل	hˈoːʈəl
بلند	bʊlˈand
گرم	ɡˈarm
ایئر	eːˈar
بغاوت	bˌaɣaːʋˈat
تحصیل	tɛhʂˈiːl
خانہ	xˈaːnˌa
سکولوں	skˈuːloːn
مسافر	mʊsˈaːfɪr
معاشرے	mˈaːʃrˌeː
کن	kˈɪn
بڑھانے	bˈar.haːnˌeː
تھیں	tʰĩː
حفاظت	hˌɪfaːʐˈat
شاندار	ʃˈaːndaːr
سیکریٹری	sˌeːkrˈiːʈrˌiː
دیر	dˈeːr
بنائی	bənˈaːi
داعش	dˈaːɪʃ
نمایاں	nˈʊmaːjˌãː
ایجوکیشن	ˌeːɟoːkeːʃˈan
عدالتوں	adˈaːltˌõː
لا	lˈaː
پتہ	pˈʌta
ترجیح	tˌərɟˈiːh
ظفر	ʐafˈar
پاکستانیوں	pˌaːkəstˈaːniˌõː
دفاتر	dəfˈaːtər
نامزد	nˌaːmzˈad
مشتبہ	mʊʃtˈabˌa
بر	bˈʌr
قدر	qˈadr
دیکھنے	dˈeːkʰnˌeː
مخالف	mʊxˈaːlɪf
سٹاف	sʈˈaːf
ہیلتھ	hˈɛltʰ
نمائش	nˈʊmaːˈɪʃ
سرگرمیوں	sˌarɡˈarmiˌõː
قبائلی	qəbˈa͡ɪli
ضرور	zarˈuːr
منٹ	mˈɪnɪʈ
مسئلے	mˈʌslˌeː
لڑکی	lˈʌr.kˌiː
چاہتی	cˈaːhti
بلا	bˈʌlaː
شکل	ʃˈakl
والد	ʋˈaːlɪd
جات	ɟˈaːt
بارہ	bˈaːrˌa
شہبازشریف	ʃˈɛhbaːzˌəʃrˌiːf
تحسین	tɛhsˈiːn
حضرت	hˈazrat
انٹرویو	ɪnʈˈarʋeːˌoː
تسلیم	tˌəslˈiːm
منشیات	mˌʊnaʃiˈaːt
وزراء	ʋʊzˈaraː
آبادی	aːbˈaːdi
حلف	hˈʌləf
سازش	sˈaːzəʃ
آسٹریلیا	ˈaːsʈreːlˌiːaː
تاخیر	taːxˈiːr
لنکا	lˈʌnkˌaː
قرآن	qʊrˈaːn
مثال	mɪsˈaːl
طلبہ	tˈʌləba
کون	kˈoːn
ناصر	nˈaːʂɪr
چھوٹے	cʰˈoːʈeː
بیوی	bˈiːʋi
سیٹ	sˈeːʈ
ہدایات	hˌədaːiˈaːt
خوف	xˈoːf
لگائے	ləɡˈaːeː
حادثہ	hˈaːdsa
فیڈریشن	fˌeːɖreːʃˈan
پانے	pˈaːneː
دیش	dˈeːʃ
کوششوں	kˈoːʃɪʃˌõː
آؤٹ	aːˈoːʈ
سرور	sˈarʋar
سیشن	sˈeːʃən
بٹ	bˈʌʈ
حساس	həsˈaːs
شناخت	ʃənˈaːxt
طریقہ	tərˈiːqˌa
بک	bˈʌk
سنگھ	sˈɪnɡʰ
صفائی	ʂəfˈaːi
مذکورہ	mˌəzkˈuːrˌa
پرامن	pˌʊrˈamn
ذاتی	zˈaːti
حاجی	hˈaːɟi
ہدف	hˈʌdəf
دیے	djˈeː
قید	qˈeːd
رکھیں	rˈʌkʰẽː
علامہ	alˈaːmˌa
بنک	bˈʌnək
تنظیموں	tˌənʐˈiːmõː
ف	fˈeː
دہانی	dəhˈaːni
فارم	fˈaːrm
چیمپئن	cˈeːmpən
کروا	kˈʌrʋaː
راستہ	rˈaːstˌa
اعجاز	ɪɟˈaːz
ڈرامہ	ɖərˈaːmˌa
ہ	hˈeː
خواہش	xʋˈaːhɪʃ
موثر	mˈoːsər
دعا	dˈʊaː
وڈ	ʋˈʊɖ
ٹیمیں	ʈˈiːmẽː
نعرے	nˈaːreː
فضائیہ	fˌəzaːˈiːa
ازیں	ˈazĩː
کھانے	kʰˈaːneː
سیاہ	sjˈaːh
منعقدہ	mʊnˈaqɪdˌa
لوٹ	lˈoːʈ
موجودگی	moːɟˈuːdɡi
ایڈیشنل	eːɖˈeːʃnal
فروری	fˈarʋarˌiː
سلیم	səlˈiːm
نمائندوں	nˈʊmaːˈɪndõː
جلسہ	ɟˈʌləsa
شیڈول	ʃeːɖˈoːl
امیدواروں	ʊmˈiːdʋaːrˌõː
شہداء	ʃˈɛhdaː
ہڑتال	hˌər.tˈaːl
پاناما	paːnˈaːmaː
مسلمان	mʊsˈalmˌaːn
پوسٹ	pˈoːsʈ
کوچ	kˈoːc
یونٹ	jˈuːnɪʈ
پوزیشن	pˌoːzeːʃˈan
کاروباری	kˌaːroːbˈaːri
کرینگے	kərˈiːnɡˌeː
وصول	ʋʊʂˈuːl
ڈرون	ɖərˈoːn
فتح	fˌətˈah
اٹھانے	ʊʈʰˈaːneː
کرائے	kərˈaːeː
تشویش	təʃʋˈiːʃ
لگی	lˈʌɡi
ووڈ	ʋˈoːɖ
مارے	mˈaːreː
بطور	batˈɔːr
خوشحالی	xˈʊʃhaːlˌiː
ایگزیکٹو	ˈeːɡzeːkˌɪʈɪʋ
تفصیل	tˌəfʂˈiːl
سائٹ	sˈa͡ɪʈ
جنس	ɟˈɪns
اویس	aʋˈeːs
مقدمے	mʊqˈadmeː
ری	rˈiː
لائی	lˈaːi
مفاد	məfˈaːd
ہونی	hˈoːni
آخر	ˈaːxɪr
جناح	ɟənˈaːh
مرکز	mˌarkˈaz
باقاعدہ	baːqˈaːjda
شمار	ʃʊmˈaːr
عباسی	abˈaːsi
بنے	bˈʌneː
مند	mˈʌnd
گرنے	ɡˈɪrneː
بخاری	bʊxˈaːri
تعریف	tˈaːrif
جرم	ɟˈʊrm
جنہوں	ɟˈʌnhˌõː
ضرب	zˈʌrəb
لگ	lˈʌɡ
رخ	rˈʊx
معاہدہ	mʊˈaːhɪdˌa
مواد	maʋˈaːd
فہرست	fˈɛhrɪst
برآمدات	bˌəraːmˌədˈaːt
گزار	ɡʊzˈaːr
منسوخ	mənsˈuːx
اشیاء	ˈaʃjaː
وزیراعلی	ʋˌəzirˈaːɪlˌiː
ذوالفقار	zˌʊlfɪqˈaːr
آسانی	aːsˈaːni
آن	ˈaːn
لگایا	ləɡˈaːjaː
تیسرے	tˈiːsreː
ایٹمی	ˈeːʈmˌiː
جامعہ	ɟaːmˈaːa
ہیلی	hˈeːli
گندم	ɡˈandʊm
پیچھے	pˈiːcʰeː
دیتا	dˈeːtaː
مواقع	maʋˈaːqeː
اغواء	ˈaɣʋaː
نیٹ	nˈeːʈ
بخش	bˈaxʃ
اکرم	ˈakram
حدود	hʊdˈuːd
یکجہتی	jˌəkəɟˈati
جاسکتا	ɟaːsˈaktaː
جائیگا	ɟaːˈiːɡaː
لینا	lˈeːnaː
ئے	ˈeː
ایدھی	ˈeːdʰi
سکیں	sˈʌkẽː
والدین	ʋˌaːlɪdˈeːn
دینی	dˈeːni
شفاف	ʃəfˈaːf
محدود	mˌɛhdˈuːd
واپڈا	ʋˈaːpɖˌaː
اوپن	ˈoːpən
دفاعی	dˈɪfaːˌiː
قربانی	qˌərbˈaːni
مختص	mʊxtˈaʂ
راست	rˈaːst
جلسے	ɟˈʌlsˌeː
انکے	ˈɪnkeː
صحافی	ʂəhˈaːfi
دستخط	dˌastxˈat
دیدیا	dˈiːdjaː
دیکھا	dˈeːkʰaː
شرکاء	ʃˈʌrkˌaː
کیوایم	kˌeːʋaːˈiːm
بنانا	bənˈaːnaː
مد	mˈʌd
ساڑھے	sˈaːr.heː
لال	lˈaːl
خوشی	xˈʊʃi
ماں	mˈãː
مرزا	mˈɪrzaː
ایڈووکیٹ	ˈeːɖʋoːkˌiːʈ
چلانے	cəlˈaːneː
زندہ	zˈɪnda
دھرنے	dʰˈʌrnˌeː
رہائشی	rəhˈa͡ɪʃi
لایا	lˈaːjaː
وائس	ʋˈa͡ɪs
بازار	baːzˈaːr
مریضوں	mərˈiːzõː
پراجیکٹ	pˌəraːɟˈeːkʈ
ہونگے	hˈoːnɡˌeː
ادویات	ˈadʋiˌaːt
یافتہ	jˈaːftˌa
حامل	hˈaːmɪl
ٹن	ʈˈʌn
لیتے	lˈeːteː
چیمبر	cˈeːmbər
ہسپتالوں	hˌəsəptˈaːlõː
دوستی	dˈoːstˌiː
د	dˈaːl
ہاشمی	hˈaːʃɪmˌiː
انھیں	ˌʊnhˌeːn
راہداری	rˈaːhdaːrˌiː
گل	ɡˈʊl
لگے	lˈʌɡeː
چلے	cˈʌleː
لیاقت	ljˈaːqət
کرا	kˈʌraː
دہشتگرد	dˈɛhʃˈatɡərd
راستے	rˈaːstˌeː
ریلیز	reːlˈiːz
فعال	fˈaːl
انتہا	ˈɪntɪhˌaː
سپورٹس	səpˈoːrʈs
طالبات	tˌaːlɪbˈaːt
عضب	ˈazəb
اصلاحات	ˌɪʂlˈaːhaːt
اضافی	ɪzˈaːfi
بری	bˈʌri
بزنس	bˈɪznɪs
نتیجہ	nətˈiːɟˌa
جانی	ɟˈaːni
خراج	xərˈaːɟ
پرچم	pˈʌrcəm
ایوارڈ	eːʋˈaːrɖ
ماحول	maːhˈoːl
منڈی	mˈʌnɖi
اسپیکر	ɪspˈiːkər
سالوں	sˈaːlõː
بچی	bˈʌci
تعزیت	tˌaːziˈat
رہائش	rəhˈa͡ɪʃ
کھیلنے	kʰˈeːlnˌeː
تاریخی	taːrˈiːxi
صدارتی	ʂədˈaːrtˌiː
چلا	cˈʌlaː
ویسٹ	ʋˈeːsʈ
مظاہرین	mʊʐˈaːhɪrˌiːn
انسان	ɪnsˈaːn
موصول	moːʂˈoːl
کھیلے	kʰˈeːleː
اکبر	ˈakbar
لواحقین	lˌaʋaːhəqˈiːn
سڑک	sˈʌr.ək
مفت	mˈʊft
شہادت	ʃəhˈaːdət
پائلٹ	pˈa͡ɪləʈ
لاپتہ	laːpˈata
محروم	mɛhrˈuːm
دین	dˈeːn
شیڈنگ	ʃˈeːɖɪnɡ
ونڈ	ʋˈʌnɖ
مداخلت	mˌʊdaːxɪlˈat
آزادکشمیر	ˌaːzaːdˌəkəʃmˈiːr
الرحمان	alrˌəhəmˈaːn
خیز	xˈeːz
حیات	hajˈaːt
درجہ	dˈarɟa
بیرونی	beːrˈoːni
عبداللہ	ˌabdˈaːləla
ادھر	ɪdʰˈar
انکی	ˈɪnki
احترام	ˌɛhtɪrˈaːm
بیانات	bajˈaːnaːt
ریلیف	reːlˈiːf
انسانیت	ɪnsˈaːniˌat
عراقی	arˈaːqi
مرحلے	mˈarhalˌeː
مفادات	mˌəfaːdˈaːt
کتاب	kɪtˈaːb
مہمند	mˈɛhmənd
اعتراض	ˈeːtɪrˌaːz
چوک	cˈoːk
تربیتی	tˈarbiˌati
ججز	ɟˈʌɟəz
شجاعت	ʃəɟˈaːat
چیئر	ceːˈar
پندرہ	pˈʌndəra
کہتے	kˈɛhteː
سزائے	səzˈaːeː
رابطے	rˈaːbtˌeː
اچھا	ˈacʰaː
ریمانڈ	reːmˈaːnɖ
جشن	ɟˈaʃn
نصب	nˈaʂb
صلاحیت	ʂˌəlaːhiˈat
مرتب	mʊrˈatːab
اسماعیل	ˌɪsmaːˈiːl
ویڈیوز	ʋˌeːɖeːˈoːz
رفتار	rˈaftaːr
انور	ˈanʋar
متوقع	mˌʊtaʋˈaqeː
ظلم	ʐˈʊlm
شخصیات	ʃˈaxʂiˌaːt
درپیش	dˈarpeːʃ
انٹیلی	ɪnʈˈeːli
را	rˈaː
مشہور	mˌəʃhˈuːr
ہوجائے	hoːɟˈaːeː
بارڈر	bˈaːrɖər
آسان	aːsˈaːn
پہنچنے	pahˈʊncneː
ڈیوٹی	ɖjˈuːʈi
حقیقی	həqˈiːqi
آدمی	ˈaːdmˌiː
وائرس	ʋˈa͡ɪrəs
سوچ	sˈoːc
مالک	mˈaːlɪk
نمٹنے	nɪmˈaʈneː
سرگودھا	sˌərɡˈoːdʰaː
پناہ	pənˈaːh
برابر	bˌaraːbˈar
صنعت	ʂanˈat
دستیاب	dˌəstjˈaːb
زاہد	zˈaːhəd
فاؤنڈیشن	faːˈoːnɖeːʃˌan
رکھتی	rˈʌkʰtˌiː
ایکٹ	ˈɛːkʈ
پٹرولیم	pˌəʈroːlˈiːm
کارروائیوں	kˈaːrraʋˌaːiˌõː
کھڑے	kʰˈʌr.eː
ہنگامی	hˌənɡˈaːmi
عرفان	ɪrfˈaːn
طیارے	tˌaiˈaːreː
پیک	pˈeːk
مجبور	mˌəɟbˈuːr
نکل	nɪkˈal
ممبر	mˈʌmbər
یونس	jˈuːnʊs
پہنچے	pahˈʊnceː
انعام	ɪnˈaːm
محسوس	mˌɛhsˈuːs
دھماکوں	dʰəmˈaːkõː
کالونی	kaːlˈoːni
شکریہ	ʃʊkrˈiːa
مناسب	mʊnˈaːsɪb
کرایا	kərˈaːjaː
باز	bˈaːz
معیاری	maːjˈaːri
اسٹیشن	ˌɪsʈeːʃˈan
عملہ	ˈaməla
پسندی	pəsˈʌndi
ایونٹ	eːˈoːnʈ
ثناء	sˈʌnaː
کروانے	kərʋˈaːneː
میگا	mˈeːɡaː
سہیل	sʊhˈeːl
شائع	ʃˈaːja
گاہ	ɡˈaːh
افریقہ	ˌafrˈiːqˌa
نجات	nˌəɟˈaːt
سپر	sˈʌpər
روزگار	rˌoːzɡˈaːr
مظفر	mˌʊʐafˈar
کوارٹر	kaʋˈaːrʈər
حوصلہ	hˈoːʂəla
سوار	saʋˈaːr
نامی	nˈaːmi
اکیڈمی	akˈiːɖmˌiː
بابر	baːbˈar
گینگ	ɡˈeːnɡ
عابد	ˈaːbəd
شوہر	ʃoːhˈar
تباہی	təbˈaːhi
زلزلے	zˌalzˈaleː
سیکرٹریٹ	sˌeːkərʈərˈiːʈ
انقلاب	ˌɪnqɪlˈaːb
تقرری	taqˈarʊrˌiː
ہونیوالے	hˌoːneːʋˈaːleː
بچانے	bəcˈaːneː
توہین	toːhˈiːn
عملے	ˈamlˌeː
قدم	qˈʌdəm
قریبی	qərˈiːbi
وزیرداخلہ	ʋəzˈiːrdaːxˌəlˌa
نیوز	njˈuːz
مستعفی	mʊstˈaːfi
وکلا	ʋʊkˈalaː
اسکول	ɪskˈuːl
بغداد	bˌəɣdˈaːd
روشن	rˈoːʃən
رپورٹس	rɪpˈoːrʈs
مریم	mˌariˈam
جنگی	ɟˈʌnɡˌiː
