က	ka̰
မန်ကျည်း	məd͡ʑí
မန်နေဂျာ	màɴnèd͡ʑà
မန်း	máɴ
မနှစ်	mən̥ɪʔ
မယား	məjá
မယ်	mɛ̀
မယ်ဇယ်	mɛ̀zɛ̀
မယ်ဇလီ	mɛ̀zəlì
မယ်တော်	mɛ̀dɔ̀
မယ်သီတာ	mɛ̀θìdà
မယ်သီလ	mɛ̀ðìla̰
မရဏ	məɹəna̰
မရန်း	məjáɴ
မရမာ	məɹəmà
မရမာကြီး	məɹəmàd͡ʑí
မရီး	məjí
မလိုင်	ma̰làɪɴ
မလုပ်တာနီ	məloʊʔtànì
မလေး	məlé
မလေးရှား	məléʃá
မလ္လိကာ	màɴlḭkà
မသာ	məθà
မသိပါဘူး	ma̰θḭbàbú
မသိဘူး	ma̰θḭbú
မဟာ	ma̰hà
မဟာကဿပ	məhàkaʔθəpa̰
မဟာဂီတ	məhàɡìta̰
မဟာပညာဗလ	məhàpjɪ̀ɴɲàbəla̰
မဟာပိန္နဲ	məhàpèɪɴnɛ́
မဟာဘာရတ	məhàbàɹəta̰
မဟာဘွဲ့	məhàbwɛ̰
မဟာမိတ်	məhàmeɪʔ
မဟာမောဂ္ဂလာန်	məhàmaʊʔɡəlàɴ
မဟာယာန	məhàjàna̰
မဟာရဋ္ဌ	məhàjətʰa̰
မဟာလတာ	məhàlətà
မဟာဝင်	məhàwɪ̀ɴ
မဟာဝိဇ္ဇာဘွဲ့	məhàweɪʔzàbwɛ̰
မဟာသာဝက	məhàθàwəka̰
မဟာသိပ္ပံဘွဲ့	məhàθeɪʔpàɴbwɛ̰
မဟေ	məhè
မဟေသီ	məhèθì
မအေလိုး	məʔèló
မာ	mà
မာကျောက်	màt͡ɕaʊʔ
မာစကတ်	màsəkaʔ
မာတိကာ	màtḭkà
မာန်	màɴ
မာန်အောင်	mànʔàʊɴ
မာရ်	mà
မာရ်နတ်	mànaʔ
မာလကာ	màləkà
မာလကာသီး	màləkàθí
မာလဝီ	màla̰wì
မာလာ	màlà
မာလာရှမ်းကော	màlàʃáɴkɔ́
မာလာဟင်း	màlàhɪ́ɴ
မာလီ	màlì
မိ	mḭ
မိကျောင်း	mḭd͡ʑáʊɴ
မိခင်	mḭɡɪ̀ɴ
မိငယ်	mḭŋɛ̀
မိတ္တူ	meɪʔtù
မိတ္ထီလာ	meɪʔtʰìlà
မိတ်	meɪʔ
မိတ်ကပ်	meɪʔkaʔ
မိတ်ဆွေ	meɪʔsʰwè
မိထွေး	mḭdwé
မိနစ်	mḭnɪʔ
မိန်းကလေး	méɪɴɡəlé
မိန်းမ	méɪɴma̰
မိန်းမလျာ	méɪɴməʃà
မိဖုရား	mḭbəjá
မိဘ	mḭba̰
မိဘမဲ့	mḭba̰mɛ̰
မိသားစု	mḭðázṵ
မိုက်	maɪʔ
မိုက်ကယ်	maɪʔkɛ̀
မိုင်	màɪɴ
မိုင်လို	màɪɴlò
မိုင်း	máɪɴ
မိုဇမ်ဘစ်	mòzàɴbɪʔ
မိုတယ်	mòtɛ̀
မိုနာကို	mònàkò
မိုဘိုင်းလ်ဖုန်း	mòbáɪɴpʰóʊɴ
မိုး	mó
မိုးကာအင်္ကျီ	móɡàʔɪ̀ɴd͡ʑì
မိုးကုတ်	móɡoʊʔ
မိုးကုပ်စက်ဝိုင်း	móɡoʊʔsɛʔwáɪɴ
မိုးကြိုး	mód͡ʑó
မိုးခေါ်	mókʰɔ̀
မိုးရာသီ	mójàðì
မိုးလေဝသ	mólèwəθa̰
မီတာ	mìtà
မီနူး	mìnú
မီး	mí
မီးခတ်	míkʰaʔ
မီးခတ်	míɡaʔ
မီးခိုး	míɡó
မီးခိုးရောင်	míɡójàʊɴ
မီးခေါင်း	míɡáʊɴ
မီးခံသေတ္တာ	míɡàɴθɪʔtà
မီးခြစ်	míd͡ʑɪʔ
မီးခွက်	míɡwɛʔ
မီးတောင်	mídàʊɴ
မီးပန်း	míbáɴ
မီးပူ	míbù
မီးပြတိုက်	míbja̰daɪʔ
မီးပွား	míbwá
မီးပွိုင့်	mípwa̰ɪɴ
မီးဖို	míbò
မီးဖို	mípʰò
မီးဖိုချောင်	míbòd͡ʑàʊɴ
မီးယပ်	míjaʔ
မီးယပ်ပညာ	míjaʔpjɪ̀ɴɲà
မီးယပ်ရောဂါ	míjaʔjɔ́ɡà
မီးရထား	míjətʰá
မီးရထားတွဲ	míjətʰádwɛ́
မီးရှူးမီးပန်း	míʃúmíbáɴ
မီးလင်းဖို	mílɪ́ɴbò
မီးသင်္ဘော	míθɪ̀ɴbɔ́
မီးသီး	míθí
မီးသုံးပါး	míθóʊɴbá
မီးသွေး	míðwé
မီးအိမ်	míʔèɪɴ
မုခ်	moʊʔ
မုစလိန္ဒ	mṵsəlèɪɴda̰
မုဆိုး	moʊʔsʰò
မုဆိုးဖို	mṵsʰóbò
မုဆိုးမ	mṵsʰóma̰
မုတ္ထမ	moʊʔtəma̰
မုတ်ခွံ	moʊʔkʰʊ̀ɴ
မုတ်ဆိတ်	moʊʔsʰeɪʔ
မုဒိမ်း	mədéɪɴ
မုဒိမ်း	mṵdéɪɴ
မုဒ္ဓဇ	mùddəza̰
မုဒြာ	mṵdɹà
မုနိ	mṵnḭ
မုန့်	mo̰ʊɴ
မုန့်ကျွဲသည်း	mo̰ʊɴt͡ɕwɛ́ðɛ́
မုန့်ကွမ်းယာ	mo̰ʊɴkʊ́ɴjà
မုန့်ညက်	mo̰ʊɴɲɛʔ
မုန့်တီ	mo̰ʊɴtì
မုန့်လက်ကောက်	mo̰ʊɴlɛʔkaʊʔ
မုန့်လက်ဆောင်း	mo̰ʊɴlɛʔsʰáʊɴ
မုန့်လင်မယား	mo̰ʊɴlɪ̀ɴməjá
မုန့်လုံးရေပေါ်	mo̰ʊɴlóʊɴjèbɔ̀
မုန့်ဟင်းခါး	mo̰ʊɴhɪ́ɴɡá
မုန့်အုပ်ကလေး	mo̰ʊɴʔoʊʔɡəlé
မုန့်ဦးနှောက်	mo̰ʊɴʔóʊɴðí
မုန်ညင်း	mòʊɴɲɪ́ɴ
မုန်ညင်းဆီ	mòʊɴɲɪ́ɴsʰì
မုန်ညင်းဖြူ	mòʊɴɲɪ́ɴpʰjù
မုန်ညှင်းဖြူ	mòʊɴɲ̊ɪ́ɴbjù
မုန်တိုင်း	mòʊɴdáɪɴ
မုန်လာ	mòʊɴlà
မုန်လာထုပ်	mòʊɴlàdoʊʔ
မုန်လာဥ	mòʊɴlàʔṵ
မုန်လာဥနီ	mòʊɴlàʔṵnì
မုန်လာဥဝါ	mòʊɴlàʔṵwà
မုန်း	móʊɴ
မုရား	məjá
မုသား	mṵðá
မုံ	mòʊɴ
မုံရွာ	mòʊɴjwà
မူကြို	mùd͡ʑò
မူကြိုကျောင်း	mùd͡ʑòd͡ʑáʊɴ
မူလ	mùla̰
မူလတန်း	mùla̰táɴ
မူလတန်းကြိုကျောင်း	mùla̰dáɴd͡ʑòd͡ʑáʊɴ
မူလီ	mùlì
မူး	mú
မေ	mè
မေဃာလယ	mèɡàləja̰
မေတ္တာ	mjɪʔtà
မေတ္တေယျ	mjɪʔtèja̰
မေဓင်္ကရာ	mèdɪ̀ɴkəɹà
မေဓင်္ကရာဘုရား	mèdɪ̀ɴkəɹàpʰəjá
မေမေ	mèmè
မော	mɔ́
မောက်ချ	maʊʔt͡ɕʰa̰
မောင်	màʊɴ
မောင်တော	màʊɴtɔ́
မောင်နှမ	màʊɴn̥əma̰
မောင်း	máʊɴ
မောင်းမမိဿံ	máʊɴma̰meɪʔθàɴ
မောရစ်ရှ	mɔ́ɹɪʔʃa̰
မော်စကို	mɔ̀səkò
မော်ဇာ	mɔ̀zà
မော်တော်ဆိုင်ကယ်	mɔ̀tɔ̀sʰàɪɴkɛ̀
မော်ရိုကို	mɔ̀ɹòkò
မော်ရီတေးနီးယား	mɔ̀ɹìténíjá
မော်လတာ	mɔ̀lətà
မော်လဒိုက်	mɔ̀lədaɪʔ
မော်လမြိုင်	mɔ̀ləmjàɪɴ
မော်လီကျူး	mɔ̀lìt͡ɕú
မော်လ်ဒိုဗာ	mɔ̀ldòbà
မေ့	mḛ
မေး	mé
မေးခိုင်ရောဂါ	mékʰàɪɴjɔ́ɡà
မေးခွန်း	méɡʊ́ɴ
မေးစေ့	mézḭ
မဲ	mɛ́
မဲခေါင်မြစ်	mɛ́kʰàʊɴmjɪʔ
မဲဆန္ဒ	mɛ́sʰàɴda̰
မဲဆန္ဒနယ်	mɛ́sʰàɴda̰nɛ̀
မဲဆန္ဒရှင်	mɛ́sʰàɴda̰ʃɪ̀ɴ
မဲဆောက်	mɛ́sʰaʊʔ
မဲဇလီ	mɛ́zəlì
မဲပေး	mɛ́pé
မံ	màɴ
မံသ	màɴθa̰
မျက်ခုံး	mjɛʔkʰóʊɴ
မျက်ခွံ	mjɛʔkʰʊ̀ɴ
မျက်စိ	mjɛʔsḭ
မျက်တောင်	mjɛʔtàʊɴ
မျက်နှာ	mjɛʔn̥à
မျက်နှာကြက်	mjɛʔn̥àd͡ʑɛʔ
မျက်နှာဖုံး	mjɛʔn̥əpʰóʊɴ
မျက်နှာသုတ်ပဝါ	mjɛʔn̥àθoʊʔpa̰wà
မျက်ပါး	mjɛʔpá
မျက်မှန်	mjɛʔm̥àɴ
မျက်ရည်	mjɛʔjè
မျက်လုံး	mjɛʔlóʊɴ
မျက်လွှာ	mjɛʔl̥wà
မျက်လှည့်	mjɛʔl̥ɛ̰
မျည်းတံ	mjídàɴ
များ	mjá
များများ	mjámjá
မျို	mjò
မျိုး	mjó
မျိုးချစ်စိတ်	mjót͡ɕʰɪʔseɪʔ
မျိုးစိတ်	mjózeɪʔ
မျိုးစု	mjózṵ
မျိုးဆက်	mjózɛʔ
မျိုးဥအိမ်	mjóʔṵʔèɪɴ
မျော	mjɔ́
မျောက်	mjaʊʔ
မျောက်ချော	mjaʊʔt͡ɕʰɔ́
မျောက်လုတ်	mjaʊʔloʊʔ
မျောက်လောင်း	mjaʊʔláʊɴ
မျှင်	m̥jɪ̀ɴ
မျှစ်	m̥jɪʔ
မျှို့	m̥jo̰
မျှော်	m̥jɔ̀
မျှော်လင့်	m̥jɔ̀lɪ̰ɴ
မျှော်လင့်ချက်	m̥jɔ̀lɪ̰ɴd͡ʑɛʔ
မြ	mja̰
မြက်	mjɛʔ
မြက်ခင်း	mjɛʔkʰɪ́ɴ
မြက်ခုတ်ဓား	mjɛʔkʰoʊʔdá
မြက်ခြောက်	mjɛʔt͡ɕʰaʊʔ
မြင့်	mjɪ̰ɴ
မြင်	mjɪ̀ɴ
မြင်း	mjɪ́ɴ
မြင်းကလေး	mjɪ́ɴɡəlé
မြင်းကျား	mjɪ́ɴd͡ʑá
မြင်းခြံ	mjɪ́ɴd͡ʑàɴ
မြင်းခွာ	mjɪ́ɴkʰwà
မြင်းခွာရွက်သုပ်	mjɪ́ɴkʰwàjwɛʔθoʊʔ
မြင်းစားဂျုံ	mjɪ́ɴzád͡ʑòʊɴ
မြင်းဆေး	mjɪ́ɴzé
မြင်းမ	mjɪ́ɴma̰
မြင်းမကလေး	mjɪ́ɴma̰ɡəlé
မြင်းမိုရ်	mjɪ́ɴmò
မြင်းမိုရ်တောင်	mjɪ́ɴmòtàʊɴ
မြင်းလှည်း	mjɪ́ɴl̥ɛ́
မြင်းသံခွာ	mjɪ́ɴθàɴkʰwà
မြစ်	mjɪʔ
မြစ်ကြီးနား	mjɪʔt͡ɕíná
မြည်း	mjí
မြတ်လေး	mjaʔlé
မြန်	mjàɴ
မြန်နှုန်းပြကိရိယာ	mjàɴn̥óʊɴpja̰kḭjḭjà
မြန်မာ	mjàɴmà
မြန်မာ့	mjàɴma̰
မြန်မြန်	mjàɴmjàɴ
မြမ္မာ	mjàɴmà
မြဝတီ	mja̰wədì
မြား	m̥já
မြိတ်	beɪʔ
မြို့	mjo̰
မြို့စား	mjo̰zá
မြို့တော်	mjo̰dɔ̀
မြို့တော်ဝန်	mjo̰dɔ̀wʊ̀ɴ
မြို့နယ်	mjo̰nɛ̀
မြို့ပြနိုင်ငံ	mjo̰pja̰nàɪɴŋàɴ
မြို့ဝန်	mjo̰wʊ̀ɴ
မြီ	mjì
မြီးရှေ	mjíʃè
မြုံ	mjòʊɴ
မြူ	mjù
မြူစွမ်	mjùswàɴ
မြေ	mjè
မြေကွက်	mjèɡwɛʔ
မြေခွေး	mjèɡwé
မြေစာ	mjèzà
မြေနင်းခွာစိုက်	mjènɪ́ɴkʰwàzaɪʔ
မြေနုကျွန်းပေါ်	mjènṵt͡ɕʊ́ɴbɔ̀
မြေပုံ	mjèbòʊɴ
မြေပုံသီး	mjèbòʊɴðí
မြေပဲ	mjèbɛ́
မြေပြင်	mjèbjɪ̀ɴ
မြေပြန့်	mjèbja̰ɴ
မြေဖြူခဲ	mjèbjùɡɛ́
မြေရိုင်း	mjèjáɪɴ
မြေရှင်	mjèʃɪ̀ɴ
မြေအောက်	mjèʔaʊʔ
မြေအောက်မီးရထား	mjèʔaʊʔmíjətʰá
မြေဩဇာ	mjèʔɔ́zà
မြောက်	mjaʊʔ
မြောက်ကိုရီးယား	mjaʊʔkòɹíjá
မြောင်း	mjáʊɴ
မြေး	mjé
မြေးမ	mjéma̰
မြံမာ	mjàɴmà
မြွက်	mjwɛʔ
မြွေ	mwè
မြွေပါ	mwèbà
မြွေဟောက်	mjwèhaʊʔ
မြှား	m̥já
မြှောက်	m̥jaʊʔ
မြှောက်ရကိန်း	m̥jaʊʔja̰kéɪɴ
မွတ်	mʊʔ
မွတ်စလင်	mʊʔsəlɪ̀ɴ
မွန်	mʊ̀ɴ
မွန်ဂိုးလီးယား	mʊ̀ɴɡólíjá
မွန်တီနီဂရိုး	mʊ̀ɴtìnìɡəɹó
မွာချီး	mwàt͡ɕʰí
မွေး	mwé
မွေးနေ့	mwénḛ
မွေးနေ့မင်္ဂလာပါ	mwénḛmɪ̀ɴɡəlàbà
မွဲ	mwɛ́
မွှား	m̥wá
မွှေး	m̥wé
မှ	m̥a̰
မှတ်ကျောက်	m̥aʔt͡ɕaʊʔ
မှတ်စု	m̥aʔsṵ
မှတ်စုစာအုပ်	m̥aʔsṵsàʔoʊʔ
မှတ်ဉာဏ်	m̥aʔɲàn
မှတ်တိုင်	m̥aʔtàɪɴ
မှတ်မိ	m̥aʔmḭ
မှန်	m̥àɴ
မှန်စာ	m̥àɴzà
မှန်စီရွှေချ	m̥àɴzìʃwèt͡ɕʰa̰
မှန်တော့	m̥àɴdɔ̰
မှန်ပါ့ဘုရား	m̥àɴba̰pʰəjá
မှန်ပြောင်း	m̥àɴbjáʊɴ
မှန်ဖြူ	m̥àɴbjù
မှန်ဘီလူး	m̥àɴbəlú
မှန်မှန်	m̥àɴm̥àɴ
မှန်လာ	m̥àɴlà
မှာ	m̥à
မှား	m̥á
မှို	m̥ò
မှု	m̥ṵ
မှုတ်	m̥oʊʔ
မှုန့်	m̥o̰ʊɴ
မှုန်	m̥òʊɴ
မှဲ့	m̥ɛ̰
ယက်	jɛʔ
ယခု	jəkʰṵ
ယင်	jɪ̀ɴ
ယင်ကောင်	jɪ̀ɴɡàʊɴ
ယင်းမာ	jɪ́ɴmà
ယစ်ထုတ်	jɪʔtʰoʊʔ
ယဉ်	jɪ̀ɴ
ယဉ်ကျေးမှု	jɪ̀ɴt͡ɕém̥ṵ
ယတြာ	jədəjà
ယနေ့	ja̰nḛ
ယန္တရား	jàɴdəjá
ယပက်လက်	ja̰pɛʔlɛʔ
ယပင့်	ja̰pɪ̰ɴ
ယပ်	jaʔ
ယမက	jəməka̰
ယမင်း	jəmɪ́ɴ
ယမနေ	jəmənè
ယမန်နှစ်	jəmàɴn̥ɪʔ
ယမမင်း	jəma̰mɪ́ɴ
ယမုန်နာ	jəmòʊɴnà
ယမ်း	jáɴ
ယမ်းတောင့်	jáɴda̰ʊɴ
ယမ်းမှုန့်	jáɴm̥o̰ʊɴ
ယဝဒီပ	ja̰wa̰dìpa̰
ယသောဓရာ	ja̰θɔ́dəjà
ယာဉ်	jɪ̀ɴ
ယာဉ်မောင်း	jɪ̀ɴmàʊɴ
ယာဉ်ရပ်	jɪ̀ɴjaʔ
ယာဘ	jàba̰
ယာမာ	jàmà
ယာယီ	jàjì
ယို	jò
ယိုးဒယား	jódəjá
ယီမင်	jìmɪ̀ɴ
ယုဂ်	joʊʔ
ယုဇန	jṵza̰na̰
ယုတ္တိ	joʊʔtḭ
ယုတ္တိဗေဒ	joʊʔtḭbèda̰
ယုန်	jòʊɴ
ယုံ	jòʊɴ
ယုံကြည်	jòʊɴt͡ɕì
ယူ	jù
ယူကရိန်း	jùkəɹéɪɴ
ယူဂန်းဒါး	jùɡáɴdá
ယူနိုက်တက်ကင်းဒမ်း	jùnaɪʔtɛʔkɪ́ɴdáɴ
ယူနီယန်	jùnìjàɴ
ယူရို	jùɹò
ယူရေးရှား	jùɹéʃá
ယေရှု	jèʃṵ
ယောက္ခထီး	jaʊʔkʰətʰí
ယောက္ခမ	jaʊʔkʰəma̰
ယောက်	jaʊʔ
ယောက်ဖ	jaʊʔpʰa̰
ယောက်မ	jáʊɴma̰
ယောက်ျား	jaʊʔt͡ɕá
ယောက်ျားလျာ	jaʊʔkəʃà
ယောဂ	jɔ́ɡa̰
ယောဇနာ	jɔ́zənà
ယောနိ	jɔ́nḭ
ယဲ့ယဲ့	jɛ̰jɛ̰
ယွန်း	jʊ́ɴ
ယွန်းထည်	jʊ́ɴtʰɛ̀
ယွန်းယွန်း	jʊ́ɴjʊ́ɴ
ယှဉ်ဖက်	ʃɪ̀ɴpʰɛʔ
ယှဉ်း	ʃɪ́ɴ
ရ	ja̰
ရ	ɹa̰
ရကောက်	ja̰kaʊʔ
ရက်	jɛʔ
ရက်ကန်း	jɛʔkáɴ
ရက်ကန်းစင်	jɛʔkáɴzɪ̀ɴ
ရက်စွဲ	jɛʔswɛ́
ရက်ရာဇာ	jɛʔjàzà
ရက်သတ္တပတ်	jɛʔθaʔdəbaʔ
ရခိုင်	jəkʰàɪɴ
ရင်	jɪ̀ɴ
ရင်ခံ	jɪ̀ɴkʰàɴ
ရင်ထိုးတံဆိပ်	jɪ̀ɴdódəzeɪʔ
ရင်ပတ်	jɪ̀ɴbaʔ
ရင်ပြင်	jɪ̀ɴbjɪ̀ɴ
ရင်ဘတ်	jɪ̀ɴbaʔ
ရင်းရဲ	jɪ́ɴjɛ́
ရည်	jì
ရည်းစား	jízá
ရတနာ	jɛ̀dənà
ရတနာပုံ	jɛ̀dənàbòʊɴ
ရတနာပူရ	jɛ̀dənàpùɹa̰
ရတနာသိင်္ဃ	jədənàθèɪɴɡa̰
ရတနာသုံးပါး	jɛ̀dənàθóʊɴbá
ရတီ	jətì
ရတု	ja̰tṵ
ရထား	jətʰá
ရနံ့	jəna̰ɴ
ရန်	jàɴ
ရန်ကုန်	jàɴɡòʊɴ
ရန်ပြု	jàɴpjṵ
ရန်ဖြစ်	jàɴpʰjɪʔ
ရန်သူ	jàɴðù
ရန်သူမျိုးငါးပါး	jàɴðùmjóŋábá
ရပါတယ်	ja̰bàdɛ̀
ရပ်	jaʔ
ရပ်ကွက်	jaʔkwɛʔ
ရမ္မက်	jəmɛʔ
ရမ်	ɹàɴ
ရမ်းရမ်း	jáɴjáɴ
ရယ်	jì
ရရစ်	ja̰jɪʔ
ရဝမ်ဒါ	ɹəwàɴdà
ရဝိန်	jəwèɪɴ
ရဝေ	jəwè
ရသ	ja̰ðà
ရဟတ်	jəhaʔ
ရဟန်း	jəháɴ
ရာ	jà
ရာခိုင်နှုန်း	jàkʰàɪɴn̥óʊɴ
ရာဂ	jàɡa̰
ရာစု	jàzṵ
ရာစုနှစ်	jàzṵn̥ɪʔ
ရာဇ	jàza̰
ရာဇဂုရု	jàza̰ɡṵɹṵ
ရာဇဌာန်	ɹàzətʰàn
ရာဇဝင်	jàzəwɪ̀ɴ
ရာဇဝတ်	jàzəwʊʔ
ရာဇဝတ်ကောင်	jàzəwʊʔkàʊɴ
ရာဇသတ်	jàzəθaʔ
ရာဇာ	jàzà
ရာဇာဓိရာဇဂုရု	jàza̰dḭjàza̰ɡṵɹṵ
ရာဘ	jàba̰
ရာဘာ	jàbà
ရာမ	jàma̰
ရာမည	ɹàməɲa̰
ရာဝဏ	ɹàwəna̰
ရာသီ	jàðì
ရာသီဥတု	jàðìʔṵdṵ
ရာဟုလာ	jàhṵlà
ရိက္ခါ	jeɪʔkʰà
ရိက္ခာ	jeɪʔkʰà
ရိတ်	jeɪʔ
ရိတ်သိမ်း	jeɪʔθéɪɴ
ရိပ်ရိပ်	jeɪʔjeɪʔ
ရိုက်	jaɪʔ
ရိုင်ဖယ်	ɹàɪɴpʰɛ̀
ရိုင်ရိုင်	jàɪɴjàɪɴ
ရိုဟင်ဂျာ	ɹòhɪ̀ɴd͡ʑà
ရိုး	jó
ရိုးရာအမည်	jójàʔəmjì
ရိုးရိုး	jójó
ရုက္ခစိုး	joʊʔɡəzó
ရုက္ခဗေဒ	joʊʔkʰa̰bèda̰
ရုပ်	joʊʔ
ရုပ်ကလာပ်	joʊʔkəlaʔ
ရုပ်တု	joʊʔtṵ
ရုပ်ပုံ	joʊʔpòʊɴ
ရုပ်မြင်သံကြား	joʊʔmjɪ̀ɴθàɴd͡ʑá
ရုပ်ရှင်	joʊʔʃɪ̀ɴ
ရုပ်ရှင်ရုံ	joʊʔʃɪ̀ɴjòʊɴ
ရုပ်သေး	joʊʔθé
ရုပ်သေးအစိုးရ	joʊʔθéʔəsója̰
ရုရု	jṵjṵ
ရုရှား	ɹṵʃá
ရုံ	jòʊɴ
ရုံး	jóʊɴ
ရုံးပတီ	jóʊɴbətì
ရူပ	jùpa̰
ရူပကအလင်္ကာ	jùpəka̰ʔəlìɡà
ရူပနက္ခတ္တဗေဒ	jùpa̰nɛʔkʰaʔta̰bèda̰
ရူပဗေဒ	jùpa̰bèda̰
ရူမေးနီးယား	ɹùméníjá
ရေ	jè
ရေကတော့	jèɡədɔ̰
ရေကာတာ	jèɡàdà
ရေကူး	jèkú
ရေကူးကန်	jèkúɡàɴ
ရေကြီး	jèt͡ɕí
ရေကြီးခြင်း	jèt͡ɕíd͡ʑɪ́ɴ
ရေခဲ	jèɡɛ́
ရေခဲမုန့်	jèɡɛ́mo̰ʊɴ
ရေခဲသေတ္တာ	jèɡɛ́θɪʔtà
ရေချိုး	jèt͡ɕʰó
ရေခွက်	jèɡwɛʔ
ရေငတ်တယ်	jèŋaʔtɛ̀
ရေငွေ့	jèŋwḛ
ရေစစ္စရီ	jèsɪʔsəɹì
ရေညှိ	jèɲ̊ḭ
ရေတပ်	jèdaʔ
ရေတံခွန်	jèdàɡʊ̀ɴ
ရေတွက်	jètwɛʔ
ရေတွင်း	jèdwɪ́ɴ
ရေဒီယို	ɹèdìjò
ရေနဂါး	jènəɡá
ရေနံ	jènàɴ
ရေနံချောင်း	jènàɴt͡ɕʰáʊɴ
ရေနံဆီ	jènàɴzì
ရေပန်း	jèbáɴ
ရေပိုက်	jèpaɪʔ
ရေမိုင်	jèmàɪɴ
ရေမြင်း	jèmjɪ́ɴ
ရေမွှေး	jèm̥wé
ရေမှုတ်	jèm̥oʊʔ
ရေယုန်	jèjòʊɴ
ရေလက်ဝါး	jèlɛʔwá
ရေလုပ်သား	jèloʊʔθá
ရေဝတ	ɹèwəta̰
ရေဝတဘုရား	jèwəta̰pʰəjá
ရေသူ	jèðù
ရေသူမ	jèðùma̰
ရောက်	jaʊʔ
ရောဂန္တရကပ်	jɔ́ɡàɴtəɹa̰kaʔ
ရောဂါ	jɔ́ɡà
ရောဂါဗေဒ	jɔ́ɡàbèda̰
ရောင်	jàʊɴ
ရောင်ခြည်	jàʊɴd͡ʑì
ရောင်း	jáʊɴ
ရောမ	ɹɔ́ma̰
ရော်ဘာ	ɹɔ̀bà
ရေး	jé
ရေးချ	jét͡ɕʰa̰
ရေးရေး	jéjé
ရဲ	jɛ́
ရဲစခန်း	jɛ́səkʰáɴ
ရဲတိုက်	jɛ́daɪʔ
ရဲဘော်	jɛ́bɔ̀
ရဲရင့်	jɛ́jɪ̰ɴ
ရဲရဲ	jɛ́jɛ́
ရဲသား	jɛ́ðá
ရဲ့	jɛ̰
ရွတ်ရွတ်	jʊʔjʊʔ
ရွပ်ရွပ်	jʊʔjʊʔ
ရွရွ	jwa̰jwa̰
ရွာ	jwà
ရွာစား	jwàzá
ရွာသူ	jwàðù
ရွေး	jwé
ရွေးကောက်ပွဲ	jwékaʊʔpwɛ́
ရွှေ	ʃwè
ရွှေကြည်	ʃwèd͡ʑì
ရွှေချည်ထိုး	ʃwèd͡ʑìdó
ရွှေချီ	ʃwèd͡ʑì
ရွှေတိုက်	ʃwèdaɪʔ
ရွှေတောင်	ʃwèdàʊɴ
ရွှေတောင်ခေါက်ဆွဲ	ʃwèdàʊɴkʰaʊʔsʰwɛ́
ရွှေထမင်း	ʃwètʰəmɪ́ɴ
ရွှေနန်းရွှေပြာသာဒ်သခင်	ʃwènáɴʃwèpjaʔθaʔθəkʰɪ̀ɴ
ရွှေနန်းရှင်ဘုရား	ʃwènáɴʃɪ̀ɴpʰəjá
ရွှေပြည်စိုး	ʃwèpjìsó
ရွှေဖရုံသီး	ʃwèpʰəjòʊɴðí
ရွှေဖြူ	ʃwèbjù
ရွှေဘို	ʃwèbò
ရွှေမျက်ပါး	ʃwèmjɛʔpá
ရွှေရင်အေး	ʃwèjɪ̀ɴʔé
ရွှေ့	ʃwḛ
ရွှဲ	ʃwɛ́
ရွှံ့	ʃʊ̰ɴ
ရွှံ့ပွက်	ʃʊ̰ɴbwɛʔ
ရှက်	ʃɛʔ
ရှင့်	ʃɪ̰ɴ
ရှင်	ʃɪ̀ɴ
ရှင်တို့	ʃɪ̀ɴdo̰
ရှင်ပြု	ʃɪ̀ɴpjṵ
ရှင်ဘုရင်	ʃɪ̀ɴbəjɪ̀ɴ
ရှင်ရှင်	ʃɪ̀ɴʃɪ̀ɴ
ရှင်းရှင်း	ʃɪ́ɴʃɪ́ɴ
ရှစ်	ʃɪʔ
ရှစ်လ	ʃɪʔla̰
ရှဉ့်	ʃɪ̰ɴ
ရှည်	ʃè
ရှည်မျော	ʃèmjɔ́
ရှမ်း	ʃáɴ
ရှမ်းခေါက်ဆွဲ	ʃáɴkʰaʊʔsʰwɛ́
ရှယ်	ʃɛ̀
ရှလကာရည်	ʃàləkàjè
ရှလပတ်ရည်	ʃa̰ləpaʔjè
ရှာ	ʃà
ရှား	ʃá
ရှိ	ʃḭ
ရှိန်းခို	ʃéɪɴɡò
ရှိုက်	ʃaɪʔ
ရှို့	ʃo̰
ရှိုး	ʃó
ရှူ	ʃù
ရှူတင်	ʃùtɪ̀ɴ
ရှူရှိုက်	ʃùʃaɪʔ
ရှူးဖိနပ်	ʃúpʰənaʔ
ရှောက်	ʃaʊʔ
ရှောက်နု	ʃaʊʔnṵ
ရှေ့	ʃḛ
ရှေ့ဆက်	ʃḛzɛʔ
ရှေ့နေ	ʃḛnè
ရှေ့ရုံး	ʃḛjóʊɴ
ရှေး	ʃé
ရဿ	ɹaʔθa̰
လ	la̰
လက္ခဏ	lɛʔkʰəna̰
လက္ခဏာ	lɛʔkʰənà
လက္ခဏာရေးသုံးပါး	lɛʔkʰənàjéθóʊɴbá
လက်	lɛʔ
လက်ကိုင်ပဝါ	lɛʔkàɪɴpa̰wà
လက်ကောက်	lɛʔkaʊʔ
လက်ကွက်	lɛʔkwɛʔ
လက်ခံ	lɛʔkʰàɴ
လက်ချောင်း	lɛʔt͡ɕʰáʊɴ
လက်စွပ်	lɛʔsʊʔ
လက်ဆောင်	lɛʔsʰàʊɴ
