άβλαβοσ	avlavos
αλάνι	alani
αλάσκα	alaska
αλάτισα	alatisa
αλέθομαι	aleθome
αλήθεια	aliθça
αλήθεψα	aliθepsa
αλήστευτοσ	alisteftos
αλήτεψα	alitepsa
αλήτεψε	alitepse
αλίμενοσ	alimenos
αλαλάζω	alalazo
αλαλιάζω	alaʎazo
αλαμπάμα	alabama
αλαμπουρνέζικα	alaburnezika
αλαμπουρνέζικε	alaburnezice
αλαμπουρνέζικεσ	alaburnezices
αλαμπουρνέζικη	alaburnezici
αλαμπουρνέζικησ	alaburnezicis
αλαμπουρνέζικο	alaburneziko
αλαμπουρνέζικοι	alaburnezici
αλαμπουρνέζικοσ	alaburnezikos
αλαμπουρνέζικου	alaburneziku
αλαμπουρνέζικουσ	alaburnezikus
αλαμπουρνέζικων	alaburnezikon
αλατίζομαι	alatizome
αλατίζω	alatizo
αλατίστηκα	alatistika
αλατισμένα	alatizmena
αλατισμένε	alatizmene
αλατισμένεσ	alatizmenes
αλατισμένη	alatizmeni
αλατισμένησ	alatizmenis
αλατισμένο	alatizmeno
αλατισμένοι	alatizmeni
αλατισμένοσ	alatizmenos
αλατισμένου	alatizmenu
αλατισμένουσ	alatizmenus
αλατισμένων	alatizmenon
αλαφιασμένα	alafçazmena
αλαφιασμένε	alafçazmene
αλαφιασμένεσ	alafçazmenes
αλαφιασμένη	alafçazmeni
αλαφιασμένησ	alafçazmenis
αλαφιασμένο	alafçazmeno
αλαφιασμένοι	alafçazmeni
αλαφιασμένοσ	alafçazmenos
αλαφιασμένου	alafçazmenu
αλαφιασμένουσ	alafçazmenus
αλαφιασμένων	alafçazmenon
αλγέρι	alʝeri
αλγεινόσ	alʝinos
αλείβομαι	alivome
αλείβουμε	alivume
αλείβω	alivo
αλείφομαι	alifome
αλείφομε	alifome
αλείφουμε	alifume
αλείφτηκα	aliftika
αλείφω	alifo
αλεγράρισα	aleɣɾaɾisa
αλεγράρω	aleɣɾaɾo
αλεξάνδρεια	aleksanðɾia
αλεξανδρούπολη	aleksanðɾupoli
αλευρωμένα	alevromena
αλευρωμένε	alevromene
αλευρωμένεσ	alevromenes
αλευρωμένη	alevromeni
αλευρωμένησ	alevromenis
αλευρωμένο	alevromeno
αλευρωμένοι	alevromeni
αλευρωμένοσ	alevromenos
αλευρωμένου	alevromenu
αλευρωμένουσ	alevromenus
αλευρωμένων	alevromenon
αλεύρωμα	alevɾoma
αληθέσ	aliθes
αληθή	aliθi
αληθήσ	aliθis
αληθείσ	aliθis
αληθεύει	aliθevi
αληθεύομαι	aliθevome
αληθεύτηκα	aliθeftika
αληθεύω	aliθevo
αληθούσ	aliθus
αληθών	aliθon
αληθώσ	aliθos
αλητεύω	alitevo
αλιεύθηκα	aliefθika
αλιεύομαι	alievome
αλιεύτηκα	alieftika
αλιεύω	alievo
αλκάλιο	alkalio
αλκαλιμέταλλο	alkalimetalo
αλκοολούχοσ	alkooluxos
αλλάχ	alax
αλλαγή	alaʝi
αλλαξιέρα	alaksçeɾa
αλλαξοκαιριά	alaskoceɾʝa
αλλαξοπίστησα	alaksopistisa
αλλαξοπίστισα	alaksopistisa
αλληλεπέδρασα	alilepeðɾasa
αλληλεπίδρασα	alilepiðɾasa
αλληλεπίδραση	allilepiðɾasi
αλληλεπιδράσεισ	alilepiðɾasis
αλληλεπιδρώ	alilepiðɾo
αλληλοσυγκρουόμενα	alilosiŋɡruomena
αλληλοσυγκρουόμενε	alilosiŋɡruomene
αλληλοσυγκρουόμενεσ	alilosiŋɡruomenes
αλληλοσυγκρουόμενη	alilosiŋɡruomeni
αλληλοσυγκρουόμενησ	alilosiŋɡruomenis
αλληλοσυγκρουόμενο	alilosiŋɡruomeno
αλληλοσυγκρουόμενοι	alilosiŋɡruomeni
αλληλοσυγκρουόμενοσ	alilosiŋɡruomenos
αλληλοσυγκρουόμενου	alilosiŋɡruomenu
αλληλοσυγκρουόμενουσ	alilosiŋɡruomenus
αλληλοσυγκρουόμενων	alilosiŋɡruomenon
αλληλοσυγκρούομαι	alilosiŋɡruome
αλληλοσυγκρούστηκα	alilosiŋɡrustika
αλληλούια	alliluia
αλλοίωσα	aliosa
αλλοίωσησ	aliosis
αλλοιώθηκα	alioθika
αλλοιώνομαι	alionome
αλλοιώνω	aliono
αλλοιώσεισ	aliosis
αλλοιώσεων	alioseon
αλλοιώσεωσ	alioseos
αλλού	alu
αλλόφυλοσ	alofilos
αλμυρόσ	almiros
αλογόμυγα	aloɣomiɣa
αλυσίδα	alisiða
αλυσοδέθηκα	alisoðeθika
αλυσοδένομαι	alisoðenome
αλυσοδένω	alisoðeno
αλυσοδεμένα	alisoðemena
αλυσοδεμένε	alisoðemene
αλυσοδεμένεσ	alisoðemenes
αλυσοδεμένη	alisoðemeni
αλυσοδεμένησ	alisoðemenis
αλυσοδεμένο	alisoðemeno
αλυσοδεμένοι	alisoðemeni
αλυσοδεμένοσ	alisoðemenos
αλυσοδεμένου	alisoðemenu
αλυσοδεμένουσ	alisoðemenus
αλυσοδεμένων	alisoðemenon
αλφάβητα	alfavita
αλφάβητο	alfavito
αλφάβητοι	alfaviti
αλφάβητον	alfaviton
αλφάδιασα	alfaðʝasa
αλφαβήτου	alfavitu
αλφαβήτουσ	alfavitus
αλφαβήτων	alfaviton
αλφαδιάζομαι	alfaðʝazome
αλφαδιάζω	alfaðʝazo
αλφαδιάστηκα	alfaðʝastika
αλωνάρη	alonaɾis
αλωνάρηδεσ	alonaɾiðes
αλωνάρηδων	alonaɾiðon
αλωνάρησ	alonaɾis
αλώνι	aloni
αμ	am
αμ	astɾonomicimonaða
αμάθεια	amaθia
αμάθειασ	amaθias
αμάθειεσ	amaθies
αμάρτυροσ	amaɾtiɾos
αμέτε	amete
αμήν	amin
αμήνυτοσ	aminitos
αμίλητοσ	amilitos
αμαθειών	amaθion
αμαλιάδα	amaʎada
αμβούργο	aɱvurɣo
αμείβομαι	amivome
αμείβω	amivo
αμειψισπορά	amipsispoɾa
αμερική	americi
αμεριμνησία	ameɾimnisia
αμεριμνησίασ	ameɾimnisias
αμεριμνησίεσ	ameɾimnisies
αμεριμνησιών	ameɾimnision
αμνησίασ	amnisias
αμνησίεσ	amnisies
αμνησιών	amnision
αμνηστεύθηκα	amnistefθika
αμνηστεύομαι	amnistevome
αμνηστεύτηκα	amnisteftika
αμνηστεύω	amnistevo
αμοιβάδα	amivaða
αμοιβή	amivi
αμοιβαίοσ	amiveos
αμοιβαιότητα	amiveotita
αμοργέ	amoɾʝe
αμοργού	amoɾɣu
αμοργό	amoɾɣo
αμοργόσ	amoɾɣos
αμορφωσιά	amoɾfosça
αμορφωσιάσ	amoɾfosças
αμορφωσιέσ	amoɾfosçes
αμορφωσιών	amoɾfosçon
αμπέλι	ambeli
αμπαλάρισα	ambalaɾisa
αμπαλάρομαι	ambalaɾome
αμπαλάρω	ambalaɾo
αμπαλαρίστηκα	ambalaɾistika
αμπαρώνομαι	abaɾonome
αμπαρώνομαι	ambaɾonome
αμπαρώνω	abaɾono
αμπαρώνω	ambaɾono
αμπελοχώραφα	ambeloxoɾafa
αμπλαούμπλασ	ablaublas
αμυγδαλή	amiɣðali
αμυγδαλιά	amiɣðaʎa
αμυδρόσ	amiðɾos
αμφίλογοσ	aɱfiloɣos
αμφιβάλλω	aɱfivalo
αμφιβολία	amfivolia
αμφιδέξιοσ	amfiðeksios
αμφιθέατρο	amfiθeatɾo
αμφιλεγόμενα	aɱfileɣomena
αμφιλεγόμενε	aɱfileɣomene
αμφιλεγόμενεσ	aɱfileɣomenes
αμφιλεγόμενη	aɱfileɣomeni
αμφιλεγόμενησ	aɱfileɣomenis
αμφιλεγόμενο	aɱfileɣomeno
αμφιλεγόμενοι	aɱfileɣomeni
αμφιλεγόμενοσ	aɱfileɣomenos
αμφιλεγόμενου	aɱfileɣomenu
αμφιλεγόμενουσ	aɱfileɣomenus
αμφιλεγόμενων	aɱfileɣomenon
αμφισβήτησα	aɱfisvitisa
αμφισβητήθηκα	aɱfisvitiθika
αμφισβητούμαι	aɱfisvitume
αμφισβητούμε	aɱfisvitume
αμφισβητώ	aɱfisvito
αμφισβιτιέμαι	aɱfisvitçeme
αμφιφυλόφιλοσ	amfifilofilos
αμύγδαλο	amiɣðalo
ανάβαθοσ	anavaθos
ανάγγειλα	anaŋɟila
ανάγγελλα	anaŋɟela
ανάγκασα	anaŋɡasa
ανάγκεσ	anaŋɟes
ανάγκη	anaŋɟi
ανάγκησ	anaŋɟis
ανάδειξα	anaðiksa
ανάδοχοσ	anaðoxos
ανάθεμα	anaθema
ανάκλασα	anaklasa
ανάκρινα	anakɾina
ανάκρουση	anakɾusi
ανάλυση	analisi
ανάλωσα	analosa
ανάμενα	anamena
ανάμενεσ	anamenes
ανάπαυσα	anapafsa
ανάπαψα	anapapsa
ανάπλι	anapli
ανάπνευσα	anapnefsa
ανάποδα	anapoða
ανάποδοσ	anapoðos
ανάργυροσ	anaɾʝiɾos
ανάρτησα	anaɾtisa
ανάταση	anatasi
ανάτεινα	anatina
ανάφερα	anafeɾa
ανέγραψα	aneɣrapsa
ανέδειξα	aneðiksa
ανέκαμψα	anekampsa
ανέκλασα	aneklasa
ανέκοψα	anekopsa
ανέκραξα	anekraksa
ανέκρινα	anekɾina
ανέκρουσα	anekrusa
ανέκτησα	anektisa
ανέκυψα	anecipsa
ανέλκυσα	anelcisa
ανέμενα	anemena
ανέμενεσ	anemenes
ανένηψα	anenipsa
ανέξοδοσ	aneksoðos
ανέπαλα	anepala
ανέπαλλα	anepala
ανέπαυσα	anepafsa
ανέπαφοσ	anepafos
ανέπλευσα	aneplefsa
ανέπνευσα	anepnefsa
ανέρχομαι	anerxome
ανέσκαψα	aneskapsa
ανέστρεψα	anestɾepsa
ανέτεινα	anetina
ανέτρεψα	anetɾepsa
ανέφερα	anefeɾa
ανέχθηκα	anexθika
ανέχομαι	anexome
ανέχτηκα	anextika
ανήγγειλα	aniŋɟila
ανήγγελλα	anaŋɟila
ανήλθα	anilθa
ανίδρυσα	aniðrisa
αναβάλλομαι	anavalome
αναβάλλω	anavalo
αναβάλω	anavalo
αναβαθμίδα	anavaθmiða
αναβαθμολογήθηκα	anavaθmoloʝiθika
αναβαθμολογήσεισ	anavaθmoloʝisis
αναβαθμολογούμαι	anavaθmoloɣume
αναβαθμολογούμε	anavaθmoloɣume
αναβαθμολόγησα	anavaθmoloʝisa
αναβαλλόμενα	anavalomena
αναβαλλόμενε	anavalomene
αναβαλλόμενεσ	anavalomenes
αναβαλλόμενη	anavalomeni
αναβαλλόμενησ	anavalomenis
αναβαλλόμενο	anavalomeno
αναβαλλόμενοι	anavalomeni
αναβαλλόμενοσ	anavalomenos
αναβαλλόμενου	anavalomenu
αναβαλλόμενουσ	anavalomenus
αναβαλλόμενων	anavalomenon
αναβιβάζομαι	anavivazome
αναβιβάζω	anavivazo
αναβιβάσθηκα	anavivasθika
αναβιβάστηκα	anavivastika
αναβοσβήνω	anavozvino
αναβράζω	anavrazo
αναβόσβησα	anavozvisa
αναγέννησα	anaʝenisa
αναγγέλθηκα	anaŋɟelθika
αναγγέλλομαι	anaŋɟelome
αναγγέλλομε	anaŋɟelome
αναγγέλλουμε	anaŋɟelume
αναγγέλλω	anaŋɟelo
αναγγελμένοσ	anaŋɟelmenos
αναγεννάω	anaʝenao
αναγεννήθηκα	anaʝeniθika
αναγεννήσεισ	anaʝenisis
αναγεννημένοσ	anaʝenimenos
αναγεννησιακή	anaʝenisiaci
αναγεννησιακοί	anaʝenisiaci
αναγεννησιακό	anaʝenisiako
αναγεννησιακόσ	anaʝenisiakos
αναγεννιέμαι	anaʝeɲeme
αναγεννώ	anaʝeno
αναγεννώμαι	anaʝenome
αναγκάζομαι	anaŋɡazome
αναγκάζομε	anaŋɡazome
αναγκάζουμε	anaŋɡazume
αναγκάζω	anaŋɡazo
αναγκάσθηκα	anaŋɡasθika
αναγκάστηκα	anaŋɡastika
αναγκαίοσ	anaŋɟeos
αναγκών	anaŋɡon
αναγνωρίζω	anaɣnoɾizo
αναγνωρισμένα	anaɣnorizmena
αναγνωρισμένε	anaɣnorizmene
αναγνωρισμένεσ	anaɣnorizmenes
αναγνωρισμένη	anaɣnorizmeni
αναγνωρισμένησ	anaɣnorizmenis
αναγνωρισμένο	anaɣnorizmeno
αναγνωρισμένοι	anaɣnorizmeni
αναγνωρισμένοσ	anaɣnorizmenos
αναγνωρισμένου	anaɣnorizmenu
αναγνωρισμένουσ	anaɣnorizmenus
αναγνωρισμένων	anaɣnorizmenon
αναγνωσιμότητα	anaɣnosimotita
αναγνώστησ	anaɣnostis
αναγνώστρια	anaɣnostɾia
αναγορεύω	anaɣorevo
αναγράφηκα	anaɣrafika
αναγράφομαι	anaɣrafome
αναγράφομε	anaɣrafome
αναγράφουμε	anaɣrafume
αναγράφω	anaɣrafo
αναδέχθηκα	anaðexθika
αναδέχομαι	anaðexome
αναδέχτηκα	anaðextika
αναδείξεισ	anaðiksis
αναδείχνομαι	anaðixnome
αναδείχνω	anaðixno
αναδείχτηκα	anaðixtika
αναδεικνύομαι	anaðikniome
αναδεικνύω	anaðiknio
αναδεύω	anaðevo
αναδημιουργημένα	anaðimiurʝimena
αναδημιουργημένε	anaðimiurʝimene
αναδημιουργημένεσ	anaðimiurʝimenes
αναδημιουργημένη	anaðimiurʝimeni
αναδημιουργημένησ	anaðimiurʝimenis
αναδημιουργημένο	anaðimiurʝimeno
αναδημιουργημένοι	anaðimiurʝimeni
αναδημιουργημένοσ	anaðimiurʝimenos
αναδημιουργημένου	anaðimiurʝimenu
αναδημιουργημένουσ	anaðimiurʝimenus
αναδημιουργημένων	anaðimiurʝimenon
αναδιάρθρωση	anaðiaɾθɾosi
αναδιάρθρωση	anaðʝaɾθɾosi
αναδιοργανώθηκα	anaðioɾɣanoθika
αναδιοργανώνομαι	anaðioɾɣanonome
αναδιοργανώνω	anaðioɾɣanono
αναδύομαι	anaðiome
αναζήτησα	anazitisa
αναζητάω	anazitao
αναζητήθηκα	anazitiθika
αναζητημένοσ	anazitimenos
αναζητιέμαι	anazitçeme
αναζητούμαι	anazitume
αναζητώ	anazito
αναζωογονώ	anazooɣono
αναζωογόνηση	anazooɣonisi
αναθάλλω	anaθalo
αναθάρρεψα	anaθaɾepsa
αναθάρρησα	anaθaɾisa
αναθάρρυνα	anaθaɾina
αναθαρρεύω	anaθaɾevo
αναθεματισμένα	anaθematizmena
αναθεματισμένε	anaθematizmene
αναθεματισμένεσ	anaθematizmenes
αναθεματισμένη	anaθematizmeni
αναθεματισμένησ	anaθematizmenis
αναθεματισμένο	anaθematizmeno
αναθεματισμένοι	anaθematizmeni
αναθεματισμένοσ	anaθematizmenos
αναθεματισμένου	anaθematizmenu
αναθεματισμένουσ	anaθematizmenus
αναθεματισμένων	anaθematizmenon
αναιδήσ	aneðis
αναισθησία	anesθisia
αναιτιολόγητοσ	anetioloʝitos
ανακάλυψα	anakalipsa
ανακάλυψη	anakalipsi
ανακάμπτω	anakampto
ανακάμψεισ	anakampsis
ανακάτεψα	anakatepsa
ανακάτωσα	anakatosa
ανακαίνισα	anacenisa
ανακαινίζομαι	anacenizome
ανακαινίζω	anacenizo
ανακαινίστηκα	anacenistika
ανακαλύπτομαι	anakaliptome
ανακαλύπτομε	anakaliptome
ανακαλύπτουμε	anakaliptume
ανακαλύπτω	anakalipto
ανακαλύφθηκα	anakalifθika
ανακαλύφτηκα	anakaliftika
ανακαλύψεισ	anakalipsis
ανακαλώ	anakalo
ανακατεύομαι	anakatevome
ανακατεύτηκα	anakateftika
ανακατεύω	anakatevo
ανακατώθηκα	anakatoθika
ανακατώνομαι	anakatonome
ανακατώνω	anakatono
ανακινώ	anacino
ανακλάστηκα	anaklastika
ανακλαδίζομαι	anaklaðizome
ανακλασμένοσ	anaklazmenos
ανακλώ	anaklo
ανακλώμαι	anaklome
ανακλώμενοσ	anaklomenos
ανακοινώνομαι	anacinonome
ανακοινώνω	anacinono
ανακράζω	anakrazo
ανακρίθηκα	anakɾiθika
ανακρίνομαι	anakɾinome
ανακρίνομε	anakɾinome
ανακρίνουμε	anakɾinume
ανακρίνω	anakɾino
ανακρούομαι	anakruome
ανακρούομε	anakruome
ανακρούουμε	anakruume
ανακρούσθηκα	anakrusθika
ανακρούστηκα	anakrustika
ανακρούω	anakruo
ανακτήθηκα	anaktiθika
ανακτημένοσ	anaktimenos
ανακτώ	anakto
ανακτώμαι	anaktome
ανακόπηκα	anakopika
ανακόπτομαι	anakoptome
ανακόπτομε	anakoptome
ανακόπτουμε	anakoptume
ανακόπτω	anakopto
ανακύπτω	anacipto
ανακύψεισ	anacipsis
αναλίσκομαι	analiskome
αναλίσκομε	analiskome
αναλίσκω	analisko
αναλογία	analoʝia
αναλογίζομαι	analoʝizome
αναλογίστηκα	analoʝistika
αναλογούσα	analoɣusa
αναλογώ	analoɣo
αναλυτά	analita
αναλυτήσ	analitis
αναλυτικά	analitika
αναλυτόσ	analitos
αναλύω	analio
αναλώ	analo
αναλώνω	analono
αναμένει	anameni
αναμένεισ	anamenis
αναμαλλιασμένα	anamaʎazmena
αναμαλλιασμένε	anamaʎazmene
αναμαλλιασμένεσ	anamaʎazmenes
αναμαλλιασμένη	anamaʎazmeni
αναμαλλιασμένησ	anamaʎazmenis
αναμαλλιασμένο	anamaʎazmeno
αναμαλλιασμένοι	anamaʎazmeni
αναμαλλιασμένοσ	anamaʎazmenos
αναμαλλιασμένου	anamaʎazmenu
αναμαλλιασμένουσ	anamaʎazmenus
αναμαλλιασμένων	anamaʎazmenon
αναμειγνύομαι	anamiɣniome
αναμειγνύω	anamiɣnio
αναμελιά	anameʎa
αναμελιάσ	anameʎas
αναμελιέσ	anameʎes
αναμελιών	anameʎon
αναμιγνύω	anamiɣnio
αναμμένα	anamena
αναμμένε	anamene
αναμμένεσ	anamenes
αναμμένη	anameni
αναμμένησ	anamenis
αναμμένο	anameno
αναμμένοι	anameni
αναμμένου	anamenu
αναμμένουσ	anamenus
αναμμένων	anamenon
αναμορφώσεισ	anamoɾfosis
αναμπαίζω	anambezo
ανανά	anana
ανανάδεσ	ananaðes
ανανάδων	ananaðon
ανανάσ	ananas
ανανήφω	ananifo
ανανήψεισ	ananipsis
αναπάλθηκα	anapalθika
αναπάλλομαι	anapalome
αναπάλλω	anapalo
αναπαρασταίνομαι	anaparastenome
αναπαρασταίνω	anaparasteno
αναπαριστάνω	anaparistano
αναπαριστώ	anaparisto
αναπαύθηκα	anapafθika
αναπαύομαι	anapavome
αναπαύσεισ	anapafsis
αναπαύτηκα	anapaftika
αναπαύω	anapavo
αναπλέω	anapleo
αναπλειστηριάζω	anaplistiriazo
αναπλειστηριασμόσ	anaplistiriazmos
αναπληρώνομαι	anapliɾonome
αναπληρώσεισ	anapliɾosis
αναπνέω	anapneo
αναπνοή	anapnoi
αναποδίζω	anapoðizo
αναποδιάζω	anapoðʝazo
αναπτερώνομαι	anapteɾonome
αναπτερώνω	anapteɾono
αναπόδεικτοσ	anapoðiktos
αναπόσβεστοσ	anapozvestos
αναπότρεπτοσ	anapotɾeptos
αναπόφευκτοσ	anapofefktos
αναρμοδίωσ	anaɾmoðios
αναρμοδιότητα	anaɾmoðiotita
αναρμόδια	anaɾmoðia
αναρμόδιοσ	anaɾmoðios
αναρτήθηκα	anaɾtiθika
αναρτημένοσ	anaɾtimenos
αναρτώ	anaɾto
αναρτώμαι	anaɾtome
ανασάλεψα	anasalepsa
ανασάλεψε	anasalepse
ανασαλεύομαι	anasalevome
ανασαλεύτηκα	anasaleftika
ανασαλεύω	anasalevo
ανασκάβομαι	anaskavome
ανασκάβουμε	anaskavume
ανασκάβω	anaskavo
ανασκάλεψα	anaskalepsa
ανασκάπτομαι	anaskaptome
ανασκάπτομε	anaskaptome
ανασκάπτουμε	anaskaptume
