aarōn	aːarɔn
adiectum	ad̪jɛkt̪um
adiectīcius	ad̪jɛkt̪iːt͡ʃius
adiectīvus	ad̪jɛkt̪iːvus
adiectīvālis	ad̪jɛkt̪ivaːlis
adierimus	ad̪iɛriːmus
adierimus	ad̪iɛːrimus
adieris	ad̪iːɛris
adieritis	ad̪iɛriːt̪is
adieritis	ad̪iɛːrit̪is
adigō	aːd̪iɡɔ
adimpleō	ad̪implɛɔ
adimō	aːd̪imɔ
adinveniō	ad̪invɛːniɔ
adinventiō	ad̪invɛnt͡siɔ
adipsos	ad̪ipsɔs
adipātus	ad̪ipaːt̪us
adipīscor	ad̪ipiskɔr
adipōsus	ad̪ipɔːzus
adipōsōs	ad̪ipɔːzɔs
adit	aːd̪it̪
aditātum	ad̪it̪aːt̪um
adiuerō	ad̪juːɛrɔ
adiugō	ad̪juɡɔ
adiungō	ad̪juŋɡɔ
adiuvō	ad̪juvɔ
adiēnus	ad̪iɛːnus
adiūdicātiō	ad̪jud̪ikaːt͡siɔ
adiūdicō	ad̪juːd̪ikɔ
adiūnctus	ad̪juŋkt̪us
adiūnctīvus	ad̪juŋkt̪iːvus
adiūnctōribus	ad̪juŋkt̪ɔːribus
adiūrāssēmus	ad̪jurassɛːmus
adiūrātōrius	ad̪jurat̪ɔːrius
adiūrō	ad̪juːrɔ
adiūtābilis	ad̪jut̪aːbilis
adiūtō	ad̪juːt̪ɔ
adjaceō	ad̪jaːt͡ʃɛɔ
adjaculātus	ad̪jakulaːt̪us
adjacēns	ad̪jat͡ʃɛns
adjectīcius	ad̪jɛkt̪iːt͡ʃius
adjectīvus	ad̪jɛkt̪iːvus
adjectīvālis	ad̪jɛkt̪ivaːlis
adjiciō	ad̪jiːt͡ʃiɔ
adjuerō	ad̪juːɛrɔ
adjugō	ad̪juɡɔ
adjungō	ad̪juŋɡɔ
adjuvante	ad̪juvan̪t̪ɛ
adjuvantēs	ad̪juvan̪t̪ɛs
adjuvō	ad̪juvɔ
adjūnctīvus	ad̪juŋkt̪iːvus
adjūrātōrius	ad̪jurat̪ɔːrius
adjūtābilis	ad̪jut̪aːbilis
adlevō	ad̪lɛvɔ
adlicefactum	ad̪lit͡ʃɛfakt̪um
adlicefactūrus	ad̪lit͡ʃɛfakt̪uːrus
adliciō	ad̪liːt͡ʃiɔ
adlinō	ad̪linɔ
adluō	ad̪luɔ
adlāpsus	ad̪lapsus
adlātus	ad̪laːt̪us
adlēvō	ad̪lɛːvɔ
adlīdō	ad̪liːd̪ɔ
adlūdō	ad̪luːd̪ɔ
admeō	ad̪mɛɔ
admigrō	ad̪miɡrɔ
adminiculum	ad̪miniːkulum
adminiculābundus	ad̪minikulabun̪d̪us
adminiculō	ad̪miniːkulɔ
administer	ad̪minist̪ɛr
administra	ad̪minist̪ra
administram	ad̪minist̪ram
administrandō	ad̪minist̪ran̪d̪ɔ
administrantō	ad̪minist̪ran̪t̪ɔ
administrem	ad̪minist̪rɛm
administrā	ad̪minist̪ra
administrārem	ad̪minist̪raːrɛm
administrārās	ad̪minist̪raːras
administrārēs	ad̪minist̪raːrɛs
administrās	ad̪minist̪ras
administrāsse	ad̪minist̪rassɛ
administrāssem	ad̪minist̪rassɛm
administrāssēs	ad̪minist̪rassɛs
administrātiō	ad̪minist̪raːt͡siɔ
administrātor	ad̪minist̪raːt̪ɔr
administrātōrius	ad̪minist̪rat̪ɔːrius
administrēs	ad̪minist̪rɛs
administrō	ad̪minist̪rɔ
admisceō	ad̪miʃʃɛɔ
admissor	ad̪missɔr
admissārius	ad̪missaːrius
admissōrum	ad̪missɔːrum
admittātur	ad̪mit̪t̪aːt̪ur
admittō	ad̪mit̪t̪ɔ
admixtus	ad̪mikst̪us
admoderor	ad̪mɔːd̪ɛrɔr
admodulor	ad̪mɔːd̪ulɔr
admodulātūrus	ad̪mɔd̪ulaːt̪ur
admoneō	ad̪mɔːnɛɔ
admonitōrium	ad̪mɔnit̪ɔːrium
admordeō	ad̪mɔrd̪ɛɔ
admoveō	ad̪mɔːvɛɔ
admovēs	ad̪mɔvɛs
admurmuror	ad̪murmurɔr
admurmurātiō	ad̪murmuraːt͡siɔ
admurmurātiōnibus	ad̪murmurat͡siɔːnibus
admurmurātum	ad̪murmuraːt̪um
admurmurō	ad̪murmurɔ
admutilō	ad̪muːt̪ilɔ
admātūrō	ad̪mat̪uːrɔ
admētior	ad̪mɛːt͡siɔr
admētus	ad̪mɛːt̪us
admīrandus	ad̪miran̪d̪us
admīror	ad̪miːrɔr
admīrābilis	ad̪miraːbilis
admīrābiliter	ad̪mirabiːlit̪ɛr
admīrābilitās	ad̪mirabiːlit̪as
admīrātiō	ad̪miraːt͡siɔ
adnatātum	ad̪nat̪aːt̪um
adnatō	ad̪nat̪ɔ
adnectō	ad̪nɛkt̪ɔ
adnictō	ad̪nikt̪ɔ
adnotō	ad̪nɔt̪ɔ
adnumerō	ad̪nuːmɛrɔ
adnuō	ad̪nuɔ
adnāvigātum	ad̪naviɡaːt̪um
adnāvigō	ad̪naːviɡɔ
adnītor	ad̪niːt̪ɔr
adnō	ad̪nɔ
adnōdō	ad̪nɔːd̪ɔ
adnūbilō	ad̪nuːbilɔ
adnūllō	ad̪nullɔ
adnūntiō	ad̪nunt͡siɔ
adnūtriō	ad̪nuːt̪riɔ
adnūtātum	ad̪nut̪aːt̪um
adnūtō	ad̪nuːt̪ɔ
adolenda	ad̪ɔlɛn̪d̪a
adolēscente	ad̪ɔlɛʃʃɛn̪t̪ɛ
adoperiō	ad̪ɔpɛːriɔ
adoptandō	ad̪ɔpt̪an̪d̪ɔ
adoptante	ad̪ɔpt̪an̪t̪ɛ
adoptantī	ad̪ɔpt̪an̪t̪i
adoptantō	ad̪ɔpt̪an̪t̪ɔ
adoptem	ad̪ɔpt̪ɛm
adoptiō	ad̪ɔpt͡siɔ
adoptor	ad̪ɔpt̪ɔr
adoptā	ad̪ɔpt̪a
adoptārem	ad̪ɔpt̪aːrɛm
adoptārās	ad̪ɔpt̪aːras
adoptārēs	ad̪ɔpt̪aːrɛs
adoptās	ad̪ɔpt̪as
adoptāsse	ad̪ɔpt̪assɛ
adoptāssem	ad̪ɔpt̪assɛm
adoptāssēs	ad̪ɔpt̪assɛs
adoptāta	ad̪ɔpt̪aːt̪a
adoptāte	ad̪ɔpt̪aːt̪ɛ
adoptātī	ad̪ɔpt̪aːt̪i
adoptātō	ad̪ɔpt̪aːt̪ɔ
adoptēs	ad̪ɔpt̪ɛs
adoptīvus	ad̪ɔpt̪iːvus
adoptō	ad̪ɔpt̪ɔ
adopīnor	ad̪ɔpiːnɔr
ador	aːd̪ɔr
adore	ad̪ɔːrɛ
adore	aːd̪ɔrɛ
adoribus	ad̪ɔːribus
adorior	ad̪ɔːriɔr
adoris	ad̪ɔːris
adoris	aːd̪ɔris
adorum	ad̪ɔːrum
adorum	aːd̪ɔrum
adorī	ad̪ɔːri
adorī	aːd̪ɔri
adpellō	at̪pɛllɔ
adpendō	at̪pɛn̪d̪ɔ
adpetenter	at̪pɛt̪ɛn̪t̪ɛr
adpetentia	at̪pɛt̪ɛnt͡sia
adpetissō	at̪pɛt̪issɔ
adpetībilis	at̪pɛt̪iːbilis
adpetītiō	at̪pɛt̪iːt͡siɔ
adpetītus	at̪pɛt̪iːt̪us
adplaudō	at̪plau̯d̪ɔ
adplausus	at̪plau̯sus
adplausī	at̪plau̯si
adplicō	at̪plikɔ
adpositiō	at̪pɔziːt͡siɔ
adprimō	at̪primɔ
adpropiō	at̪prɔːpiɔ
adpōnō	at̪pɔːnɔ
adque	at̪kwɛ
adquiēscō	at̪kwiɛskɔ
adquīrō	at̪kwiːrɔ
adramyttium	ad̪ramit̪t̪ium
adripiō	ad̪riːpiɔ
adriāna	ad̪riaːna
adriānae	ad̪riaːnɛ
adriānam	ad̪riaːnam
adriāne	ad̪riaːnɛ
adriānum	ad̪riaːnum
adriānus	ad̪riaːnus
adriānārum	ad̪rianaːrum
adriānās	ad̪riaːnas
adriānī	ad̪riaːni
adriānīs	ad̪riaːnis
adriānō	ad̪riaːnɔ
adriānōrum	ad̪rianɔːrum
adriānōs	ad̪riaːnɔs
adrogō	ad̪rɔɡɔ
adrānum	ad̪raːnum
adrēmigō	ad̪rɛːmiɡɔ
adrēpō	ad̪rɛːpɔ
adscendō	at̪ʃɛn̪d̪ɔ
adscrībō	at̪skriːbɔ
adscīscō	at̪ʃiskɔ
adsentior	at̪sɛnt͡siɔr
adsentiō	at̪sɛnt͡siɔ
adsentātōribus	at̪sɛn̪t̪at̪ɔːribus
adserō	at̪sɛrɔ
adsiduus	at̪siːd̪uus
adsignāvistis	at̪siɲɲavist̪is
adsimilō	at̪siːmilɔ
adsistrīcibus	at̪sist̪riːt͡ʃibus
adspectābilis	at̪spɛkt̪aːbilis
adspergō	at̪spɛrɡɔ
adspiciō	at̪spiːt͡ʃiɔ
adspīrō	at̪spiːrɔ
adstipulor	at̪st̪iːpulɔr
adstipulātor	at̪st̪ipuːlat̪ɔr
adstringō	at̪st̪riŋɡɔ
adstō	at̪st̪ɔ
adsum	at̪sum
adsurgō	at̪surɡɔ
adsuēfaciō	at̪suɛfaːt͡ʃiɔ
adsuēscō	at̪svɛskɔ
adsuētus	at̪suɛːt̪us
adsuō	at̪suɔ
adsībilō	at̪siːbilɔ
adsūmptīvus	at̪sumpt̪iːvus
adsūmō	at̪suːmɔ
adtendō	at̪t̪ɛn̪d̪ɔ
adtentus	at̪t̪ɛn̪t̪us
adterō	at̪t̪ɛrɔ
adtingō	at̪t̪iŋɡɔ
adtonō	at̪t̪ɔnɔ
adtribuō	at̪t̪riːbuɔ
adtribūtor	at̪t̪ribuːt̪ɔr
adua	aːd̪ua
aduatucī	ad̪uaːt̪ut͡ʃi
adubī	aːd̪ubi
adulescentula	ad̪ulɛʃʃɛn̪t̪ula
adulter	ad̪ul̪t̪ɛr
adultera	ad̪ul̪t̪ɛra
adulteriīs	ad̪ul̪t̪ɛːriis
adulterīna	ad̪ul̪t̪ɛriːna
adulterīne	ad̪ul̪t̪ɛriːnɛ
adulterīnus	ad̪ul̪t̪ɛriːnus
adulterīnī	ad̪ul̪t̪ɛriːni
adulterīnō	ad̪ul̪t̪ɛriːnɔ
adulterō	ad̪ul̪t̪ɛrɔ
adulēscentia	ad̪ulɛʃʃɛnt͡sia
adulēscentior	ad̪ulɛʃʃɛnt͡siɔr
adulēscēns	ad̪ulɛʃʃɛns
adumbrāte	ad̪umbraːt̪ɛ
adumbrātiō	ad̪umbraːt͡siɔ
adumbrō	ad̪umbrɔ
aduna	aːd̪una
aduncus	ad̪uŋkus
adurgeō	ad̪urd͡ʒɛɔ
adusque	ad̪uskwɛ
aduste	ad̪ust̪ɛ
aduātuca	ad̪uaːt̪uka
advectō	ad̪vɛkt̪ɔ
advehō	ad̪vɛɔ
advena	ad̪vɛna
adveneror	ad̪vɛːnɛrɔr
advenientis	ad̪vɛniɛn̪t̪is
advenit	ad̪vɛnit̪
advenit	ad̪vɛːnit̪
adveniō	ad̪vɛːniɔ
adventus	ad̪vɛn̪t̪us
adventātum	ad̪vɛn̪t̪aːt̪um
adventīcius	ad̪vɛn̪t̪iːt͡ʃius
adventītius	ad̪vɛn̪t̪iːt͡sius
adventō	ad̪vɛn̪t̪ɔ
advenīmus	ad̪vɛniːmus
advenīmus	ad̪vɛːnimus
adverberō	ad̪vɛrbɛrɔ
adverbium	ad̪vɛrbium
adverbiālis	ad̪vɛrbiaːlis
adverbiāliter	ad̪vɛrbiaːlit̪ɛr
adversitās	ad̪vɛrsit̪as
adversor	ad̪vɛrsɔr
adversus	ad̪vɛrsus
adversārius	ad̪vɛrsaːrius
advertō	ad̪vɛrt̪ɔ
advesperāscit	ad̪vɛspɛraʃʃit̪
advigilātum	ad̪vid͡ʒilaːt̪um
advigilō	ad̪viːd͡ʒilɔ
advocātus	ad̪vɔkaːt̪us
advocō	ad̪vɔkɔ
advolvō	ad̪vɔlvɔ
advolātus	ad̪vɔlaːt̪us
advolō	ad̪vɔlɔ
advēlō	ad̪vɛːlɔ
advēnerimus	ad̪vɛnɛriːmus
advēnerimus	ad̪vɛnɛːrimus
advēneris	ad̪vɛːnɛris
advēneritis	ad̪vɛnɛriːt̪is
advēneritis	ad̪vɛnɛːrit̪is
advīvō	ad̪viːvɔ
adytus	aːd̪it̪us
adzēlor	add͡zɛːlɔr
adāctus	ad̪akt̪us
adā̆gium	ad̪aːd͡ʒium
adēscō	ad̪ɛskɔ
adēsuriō	ad̪ɛzuːriɔ
adīnspectō	ad̪inspɛkt̪ɔ
adōnidium	ad̪ɔniːd̪ium
adōnis	ad̪ɔːnis
adōnium	ad̪ɔːnium
adōrandō	ad̪ɔran̪d̪ɔ
adōrante	ad̪ɔran̪t̪ɛ
adōrantēs	ad̪ɔran̪t̪ɛs
adōrantī	ad̪ɔran̪t̪i
adōrantō	ad̪ɔran̪t̪ɔ
adōrat	ad̪ɔːrat̪
adōrdinō	ad̪ɔrd̪inɔ
adōrer	ad̪ɔːrɛr
adōreus	ad̪ɔːrɛus
adōreī	ad̪ɔːrɛi
adōreīs	ad̪ɔːrɛis
adōrnō	ad̪ɔrnɔ
adōror	ad̪ɔːrɔr
adōrārem	ad̪ɔraːrɛm
adōrārās	ad̪ɔraːras
adōrārēs	ad̪ɔraːrɛs
adōrās	ad̪ɔːras
adōrāsse	ad̪ɔrassɛ
adōrāssem	ad̪ɔrassɛm
adōrāssēs	ad̪ɔrassɛs
adōrāta	ad̪ɔraːt̪a
adōrāte	ad̪ɔraːt̪ɛ
adōrātī	ad̪ɔraːt̪i
adōrātō	ad̪ɔraːt̪ɔ
adōrēs	ad̪ɔːrɛs
adōrō	ad̪ɔːrɔ
adōsculor	ad̪ɔskulɔr
adō̆rēs	ad̪ɔːrɛs
adō̆rēs	aːd̪ɔrɛs
adūlandō	ad̪ulan̪d̪ɔ
adūlor	ad̪uːlɔr
adūlātor	ad̪ulaːt̪ɔr
adūnāta	ad̪unaːt̪a
adūnātiō	ad̪unaːt͡siɔ
adūnō	ad̪uːnɔ
adūrō	ad̪uːrɔ
adūtor	ad̪uːt̪ɔr
aeacēs	ɛːat͡ʃɛs
aebura	ɛːbura
aebūtius	ɛbuːt͡sius
aecae	ɛːt͡ʃɛ
aeculānum	ɛkulaːnum
aedicula	ɛd̪iːkula
aedificium	ɛd̪ifiːt͡ʃium
aedificātum	ɛd̪ifikaːt̪um
aedificātus	ɛd̪ifikaːt̪us
aedificō	ɛd̪iːfikɔ
aedis	ɛːd̪is
aeditumor	ɛd̪iːt̪umɔr
aedituālis	ɛd̪it̪uaːlis
aedituēns	ɛd̪iːt̪uɛns
aeduī	ɛːd̪ui
aedēpsus	ɛd̪ɛpsus
aedēs	ɛːd̪ɛs
aedīlis	ɛd̪iːlis
aedīlīcius	ɛd̪iliːt͡ʃius
aefula	ɛːfula
aegae	ɛːd͡ʒɛ
aeger	ɛːd͡ʒɛr
aegiae	ɛːd͡ʒiɛ
aegialus	ɛd͡ʒiːalus
aegida	ɛːd͡ʒid̪a
aegides	ɛːd͡ʒid̪ɛs
aegidēs	ɛːd͡ʒid̪ɛs
aegimurus	ɛd͡ʒiːmurus
aeginium	ɛd͡ʒiːnium
aegipius	ɛd͡ʒiːpius
aegis	ɛːd͡ʒis
aegisthus	ɛd͡ʒist̪us
aegithus	ɛːd͡ʒit̪us
aegitium	ɛd͡ʒiːt͡sium
aegreō	ɛːɡrɛɔ
aegritūdō	ɛɡrit̪uːd̪ɔ
aegrē	ɛːɡrɛ
aegrēscō	ɛɡrɛskɔ
aegrōtus	ɛɡrɔːt̪us
aegrōtātiōnibus	ɛɡrɔt̪at͡siɔːnibus
aegrōtātum	ɛɡrɔt̪aːt̪um
aegrōtātīcius	ɛɡrɔt̪at̪iːt͡ʃius
aegrōtō	ɛɡrɔːt̪ɔ
aegyptiace	ɛd͡ʒipt͡siːat͡ʃɛ
aegyptiacus	ɛd͡ʒipt͡siːakus
aegyptiacē	ɛd͡ʒipt͡siːat͡ʃɛ
aegyptius	ɛd͡ʒipt͡sius
aegyptus	ɛd͡ʒipt̪us
aegātēs	ɛɡaːt̪ɛs
aegīdius	ɛd͡ʒiːd̪ius
aegīna	ɛd͡ʒiːna
aegīra	ɛd͡ʒiːra
aegōlios	ɛɡɔːliɔs
aegūsa	ɛɡuːza
aelius	ɛːlius
aellō	aɛllɔ
aemidus	ɛːmid̪us
aemilia	ɛmiːlia
aemilius	ɛmiːlius
aeminium	ɛmiːnium
aemulanter	ɛmulan̪t̪ɛr
aemulor	ɛːmulɔr
aemulus	ɛːmulus
aemulātiō	ɛmulaːt͡siɔ
aemulātor	ɛmulaːt̪ɔr
aemulātrīx	ɛmulaːt̪riks
aemyndus	ɛmin̪d̪us
aenigma	ɛniɡma
aenigmaticus	ɛniɡmaːt̪ikus
aeningia	ɛnin̠ʲd͡ʒia
aenona	ɛːnɔna
aenāria	ɛnaːria
aenēās	ɛnɛːas
aenē̆is	ɛnɛːis
aenē̆is	ɛːnɛis
aeoliae	ɛɔːliɛ
aequanimae	ɛkwaːnimɛ
aequanimam	ɛkwaːnimam
aequanime	ɛkwaːnimɛ
aequanimem	ɛkwaːnimɛm
aequanimia	ɛkwaniːmia
aequanimibus	ɛkwaniːmibus
aequanimis	ɛkwaːnimis
aequanimitās	ɛkwaniːmit̪as
aequanimium	ɛkwaniːmium
aequanimum	ɛkwaːnimum
aequanimus	ɛkwaːnimus
aequanimīs	ɛkwaːnimis
aequicus	ɛːkwikus
aequidistāns	ɛkwid̪ist̪ans
aequidistō	ɛkwid̪ist̪ɔ
aequifōrmis	ɛkwifɔrmis
aequilavium	ɛkwilaːvium
aequilībris	ɛkwiliːbris
aequilībrium	ɛkwiliːbrium
aequinoctium	ɛkwinɔkt͡sium
aequinoctiālis	ɛkwinɔkt͡siaːlis
aequiperō	ɛkwiːpɛrɔ
aequipollēns	ɛkwipɔllɛns
aequisonus	ɛkwiːzɔnus
aequiter	ɛːkwit̪ɛr
aequitās	ɛːkwit̪as
aequivalentia	ɛkwivalɛnt͡sia
aequivaleō	ɛkwivaːlɛɔ
aequivocus	ɛkwiːvɔkus
aequor	ɛːkwɔr
aequoreus	ɛkwɔːrɛus
aequus	ɛːkwus
aequābilis	ɛkwaːbilis
aequābiliter	ɛkwabiːlit̪ɛr
aequābilitās	ɛkwabiːlit̪as
aequālis	ɛkwaːlis
aequāliter	ɛkwaːlit̪ɛr
aequālitās	ɛkwaːlit̪as
aequātis	ɛkwaːt̪is
aequātiō	ɛkwaːt͡siɔ
aequātor	ɛkwaːt̪ɔr
aequātus	ɛkwaːt̪us
aequātīs	ɛkwaːt̪is
aequātōria	ɛkwat̪ɔːria
aequātōriālis	ɛkwat̪ɔriaːlis
aequātōriēnsis	ɛkwat̪ɔriɛnsis
aequāverimus	ɛkwavɛriːmus
aequāverimus	ɛkwavɛːrimus
aequāveris	ɛkwaːvɛris
aequāveritis	ɛkwavɛriːt̪is
aequāveritis	ɛkwavɛːrit̪is
aequē	ɛːkwɛ
aera	ɛːra
aere	ɛːrɛ
aereus	ɛːrɛus
aeribus	ɛːribus
aerinus	ɛːrinus
aeris	ɛːris
aeropus	ɛːrɔpus
aerum	ɛːrum
aerumnōsus	ɛrumnɔːzus
aeruscātor	ɛruskaːt̪ɔr
aeruscō	ɛruskɔ
aerāmen	ɛraːmɛn
aerārium	ɛraːrium
aerārius	ɛraːrius
aerātus	ɛraːt̪us
aerī	ɛːri
aerō	ɛːrɔ
aerōsus	ɛrɔːzus
aerūginātum	ɛrud͡ʒinaːt̪um
aerūginō	ɛruːd͡ʒinɔ
aerūginōsa	ɛrud͡ʒinɔːza
aerūginōsus	ɛrud͡ʒinɔːzus
aerūgō	ɛruːɡɔ
aes	ɛs
aeschinēs	ɛskinɛs
aeschriōn	ɛskriɔn
aeschylus	ɛskilus
aesculus	ɛskulus
aesculētum	ɛskulɛːt̪um
aesernia	ɛzɛrnia
aesis	ɛːzis
aesius	ɛːzius
aestimābilis	ɛst̪imaːbilis
aestimāre	ɛst̪imaːrɛ
aestimātiō	ɛst̪imaːt͡siɔ
aestimō	ɛst̪imɔ
aestiī	ɛst̪ii
aestus	ɛst̪us
aestuābundus	ɛst̪uabun̪d̪us
aestuārium	ɛst̪uaːrium
aestuāriānus	ɛst̪uariaːnus
aestuō	ɛst̪uɔ
aestuōsum	ɛst̪uɔːzum
aestuōsus	ɛst̪uɔːzus
aestās	ɛst̪as
aestīvus	ɛst̪iːvus
aestīvātum	ɛst̪ivaːt̪um
aestīvō	ɛst̪iːvɔ
aesyros	ɛːzirɔs
aesēpus	ɛzɛːpus
aesōn	ɛːzɔn
aesōpicus	ɛzɔːpikus
aeternitās	ɛt̪ɛrnit̪as
aeternus	ɛt̪ɛrnus
aeternālis	ɛt̪ɛrnaːlis
aeternāliter	ɛt̪ɛrnaːlis
aethalia	ɛt̪aːlia
aethaliae	ɛt̪aːliɛ
aethaliam	ɛt̪aːliam
aethalidēn	ɛt̪aːlid̪ɛn
aethalidēs	ɛt̪aːlid̪ɛs
aethalon	ɛːt̪alɔn
aethalos	ɛːt̪alɔs
aethalus	ɛːt̪alus
aetherius	ɛt̪ɛːrius
aethiopicus	ɛt̪iɔːpikus
aethiopius	ɛt̪iɔːpius
aethiopus	ɛt̪iːɔpus
aethlius	ɛt̪lius
aethra	ɛːt̪ra
aethēr	ɛːt̪ɛr
aetna	ɛt̪na
aetnē	ɛt̪nɛ
aetās	ɛːt̪as
aetōlia	ɛt̪ɔːlia
aeviternitās	ɛvit̪ɛrnit̪as
aeviternitātibus	ɛvit̪ɛrnit̪aːt̪ibus
aevitās	ɛːvit̪as
aevum	ɛːvum
aezarī	ɛdd͡zari
aeōn	ɛːɔn
afa	aːfa
affatim	affat̪im
affectiō	affɛkt͡siɔ
affectiōnātus	affɛkt͡siɔnaːt̪us
affectiōsus	affɛkt͡siɔːzus
affector	affɛkt̪ɔr
affectuōsus	affɛkt̪uɔːzus
affectātiō	affɛkt̪aːt͡siɔ
affectātor	affɛkt̪aːt̪ɔr
affectātrīx	affɛkt̪aːt̪riks
affectē	affɛkt̪ɛ
affectīvus	affɛkt̪iːvus
affectō	affɛkt̪ɔ
afferō	affɛrɔ
afficiō	affiːt͡ʃiɔ
affigūrāta	affiɡuraːt̪a
affigūrāte	affiɡuraːt̪ɛ
affigūrō	affiɡuːrɔ
affilae	affilɛ
affingō	affiŋɡɔ
affirmātīvus	affirmat̪iːvus
affirmō	affirmɔ
afflectō	afflɛkt̪ɔ
affleō	afflɛɔ
afflueris	affluːɛris
affluēns	affluɛns
affluō	affluɔ
afflātus	afflat̪us
afflīctus	afflikt̪us
afflīgō	affliːɡɔ
afflō	afflɔ
affodiō	affɔːd̪iɔ
affor	affɔr
afformīdō	affɔrmiːd̪ɔ
affricō	affrikɔ
affriō	affriɔ
affulgeō	afful̠ʲd͡ʒɛɔ
affundō	affun̪d̪ɔ
affābilis	affaːbilis
affābilitās	affabiːlit̪as
affābilitātibus	affabilit̪aːt̪ibus
affāmen	affaːmɛn
affīdāvit	affid̪aːvit̪
affīdō	affiːd̪ɔ
affīgō	affiːɡɔ
affīnis	affiːnis
afrānius	afraːnius
aga	aːɡa
agaga	aːɡaɡa
agamatae	aɡaːmat̪ɛ
agamus	aːɡamus
agandeī	aɡan̪d̪ɛi
agapē	aːɡapɛ
agaricum	aɡaːrikum
agasiās	aɡaːzias
agassae	aɡassɛ
agatha	aːɡat̪a
agathoclēs	aɡaːt̪ɔklɛs
agathyrna	aɡat̪irna
agathyrsī	aɡat̪irsi
agedum	aːd͡ʒɛd̪um
ageladās	ad͡ʒɛːlad̪as
agellus	ad͡ʒɛllus
agendicum	ad͡ʒɛn̪d̪ikum
agendus	ad͡ʒɛn̪d̪us
agent	aːd͡ʒɛn̪t̪
ager	aːd͡ʒɛr
ageris	ad͡ʒɛːris
ageris	aːd͡ʒɛris
agessinātēs	ad͡ʒɛssinaːt̪ɛs
aggaudeō	aɡɡau̯d̪ɛɔ
aggenerō	add͡ʒɛːnɛrɔ
aggeniculor	add͡ʒɛniːkulɔr
agger	add͡ʒɛr
agglomerō	aɡɡlɔːmɛrɔ
agglūtinō	aɡɡluːt̪inɔ
aggravō	aɡɡravɔ
aggredior	aɡɡrɛːd̪iɔr
aggregō	aɡɡrɛɡɔ
aggressiō	aɡɡrɛssiɔ
aggressor	aɡɡrɛssɔr
aggubernō	aɡɡubɛrnɔ
aggāvīsus	aɡɡaviːzus
aggāvīsūrus	aɡɡavizuːrus
agilis	aːd͡ʒilis
agiliter	ad͡ʒiːlit̪ɛr
agilitās	ad͡ʒiːlit̪as
agitur	aːd͡ʒit̪ur
agitātor	ad͡ʒit̪aːt̪ɔr
agitātrīx	ad͡ʒit̪aːt̪riks
agmen	aɡmɛn
agminālis	aɡminaːlis
agmināte	aɡminaːt̪ɛ
agnella	aɲɲɛlla
agnellus	aɲɲɛllus
agnitiō	aɲɲiːt͡siɔ
agnāscor	aɲɲaskɔr
agnīna	aɲɲiːna
agnīnus	aɲɲiːnus
agnōmen	aɲɲɔːmɛn
agnōminātiōnibus	aɲɲɔminat͡siɔːnibus
agnōscō	aɲɲɔskɔ
agolum	aːɡɔlum
agora	aːɡɔra
agorae	aːɡɔrɛ
agorās	aːɡɔras
agraeī	aɡrɛːi
agrellus	aɡrɛllus
agrestis	aɡrɛst̪is
agrestēs	aɡrɛst̪ɛs
agrianēs	aɡriːanɛs
agricola	aɡriːkɔla
agricolor	aɡriːkɔlɔr
agricultor	aɡrikul̪t̪ɔr
agricultōrēs	aɡrikul̪t̪ɔːrɛs
agricultōrī	aɡrikul̪t̪ɔːri
agricultūra	aɡrikul̪t̪uːra
agricultūrāle	aɡrikul̪t̪uraːlɛ
agricultūrālis	aɡrikul̪t̪uraːlis
agrimōnia	aɡrimɔːnia
agripeta	aɡriːpɛt̪a
agriānēs	aɡriaːnɛs
agron	aːɡrɔn
agrīmēnsor	aɡrimɛnsɔr
agrīmēnsōre	aɡrimɛnsɔːrɛ
agrīmēnsōrēs	aɡrimɛnsɔːrɛs
agrīmēnsōrī	aɡrimɛnsɔːri
agrōsus	aɡrɔːzus
aguntum	aɡun̪t̪um
aguranis	aɡuːranis
agyrium	ad͡ʒiːrium
agāmus	aɡaːmus
agāsō	aɡaːzɔ
agēa	ad͡ʒɛːa
agēns	aːd͡ʒɛns
agēsilāus	ad͡ʒɛzilaːus
agō	aːɡɔ
agōn	aːɡɔn
agōnium	aɡɔːnium
agōnālia	aɡɔnaːlia
ahāla	aaːla
ahēneus	aɛːnɛus
ahēnum	aɛːnum
aiiō	aːjɔ
ainuānus	ainuaːnus
ais	aːis
ait	aːit̪
aiāx	aːjaks
aiō	aːjɔ
ajāx	aːjaks
ajō	aːjɔ
alabamēnsis	alabamɛnsis
alabanda	alaban̪d̪a
alabaster	alabast̪ɛr
alabastros	alabast̪rɔs
alabastrum	alabast̪rum
alabis	aːlabis
alabrum	aːlabrum
alabāma	alabaːma
alacer	aːlat͡ʃɛr
alacritās	alaːkrit̪as
alaea	alɛːa
alaesa	alɛːza
alander	alan̪d̪ɛr
alarīcus	alariːkus
alaskēnsis	alaʃʃɛnsis
alatheus	alaːt̪ɛus
alauda	alau̯d̪a
albae	albɛ
albe	albɛ
albem	albɛm
alberta	albɛrt̪a
albeō	albɛɔ
albicant	albikan̪t̪
albiceps	albit͡ʃɛps
albicornis	albikɔrnis
albicostus	albikɔst̪us
albicō	albikɔ
albidus	albid̪us
albiflōrus	albiflɔːrus
albimanus	albiːmanus
albingaunum	albiŋɡau̯num
albinia	albiːnia
albinius	albiːnius
albionēs	albiːɔnɛs
albipennis	albipɛnnis
albipēs	albipɛs
albipūnctus	albipuŋkt̪us
