а	a
градински	ɡradinski
градителка	ɡraditɛɫka
градови	ɡradɔvi
гракнува	ɡraknuva
грам	ɡram
грамада	ɡramada
граматика	ɡramatika
граматикализација	ɡramatikalizat͡sija
грамаѓе	ɡramaɟɛ
граната	ɡranata
гранитен	ɡranitɛn
граничник	ɡranit͡ʃnik
гранка	ɡraŋka
гранче	ɡrant͡ʃɛ
гратче	ɡratt͡ʃɛ
граѓанин	ɡraɟanin
грб	ɡr̩p
грбавост	ɡr̩bavɔst
грбови	ɡr̩bɔvi
грбовник	ɡr̩bɔvnik
грбоносен	ɡr̩bɔnɔsɛn
грбоносец	ɡr̩bɔnɔsɛt͡s
грбоносци	ɡr̩bɔnɔst͡si
грд	ɡr̩t
гребнува	ɡrɛbnuva
гревче	ɡrɛft͡ʃɛ
грее	ɡrɛɛ
греота	ɡrɛɔta
греотичка	ɡrɛɔtit͡ʃka
грешка	ɡrɛʃka
грижливост	ɡriʒlivɔst
гризе	ɡrizɛ
гризнува	ɡriznuva
грк	ɡr̩k
гркинка	ɡr̩kiŋka
грлица	ɡr̩lit͡sa
грло	ɡr̩ɫɔ
грмувче	ɡr̩muft͡ʃɛ
грмушест	ɡr̩muʃɛst
грмушка	ɡr̩muʃka
грнец	ɡr̩nɛt͡s
грнче	ɡr̩n̩t͡ʃɛ
гробарски	ɡrɔbarski
гроза	ɡrɔza
грозје	ɡrɔzjɛ
грозјенце	ɡrɔzjɛnt͡sɛ
громогласност	ɡrɔmɔɡɫasnɔst
грофовија	ɡrɔfɔvija
грубијанство	ɡrubijanstvɔ
група	ɡrupa
групација	ɡrupat͡sija
групичка	ɡrupit͡ʃka
грутка	ɡrutka
грутче	ɡrutt͡ʃɛ
грција	ɡr̩t͡sija
грчки	ɡr̩t͡ʃki
губернија	ɡubɛrnija
губитнички	ɡubitnit͡ʃki
гудачки	ɡudat͡ʃki
гуде	ɡudɛ
гужва	ɡuʒva
гукнува	ɡuknuva
гулаб	ɡuɫap
гулабарник	ɡuɫabarnik
гулабов	ɡuɫabɔf
гулапче	ɡuɫapt͡ʃɛ
гума	ɡuma
гумичка	ɡumit͡ʃka
гурабија	ɡurabija
гусарски	ɡusarski
гусарство	ɡusarstvɔ
густ	ɡust
гушав	ɡuʃaf
гушнува	ɡuʃnuva
гуштер	ɡuʃtɛr
гуштерски	ɡuʃtɛrski
гуштерче	ɡuʃtɛrt͡ʃɛ
да	daː
даб	dap
дабар	dabar
даблин	dablin
даблински	dablinski
дабов	dabɔf
дабје	dabjɛ
давеник	davɛnik
дада	dada
даде	dadɛ
дака	daka
дакански	dakanski
далекоисточен	dalɛkɔistɔt͡ʃɛn
далечност	dalɛt͡ʃnɔst
дали	dali
дамаск	damask
даночник	danɔt͡ʃnik
дапче	dapt͡ʃɛ
дарежливост	darɛʒlivɔst
дарителка	daritɛɫka
дата	data
датив	datif
дафинов	dafinɔf
два	dva
дваесет	dvaɛsɛt
дваж	dvaʃ
дванаесет	dvanaɛsɛt
двапати	dvapati
двајца	dvajt͡sa
двесте	dvɛstɛ
двечки	dvɛt͡ʃki
двигател	dviɡatɛɫ
двоженство	dvɔʒɛnstvɔ
дволик	dvɔlik
двонасочност	dvɔnasɔt͡ʃnɔst
двополов	dvɔpɔɫɔf
двор	dvɔr
дворче	dvɔrt͡ʃɛ
дворјанство	dvɔrjanstvɔ
двосмислен	dvɔsmislɛn
двостраност	dvɔstranɔst
двоуснен	dvɔusnɛn
двојазичност	dvɔjazit͡ʃnɔst
двојка	dvɔjka
двојник	dvɔjnik
двојност	dvɔjnɔst
двојче	dvɔjt͡ʃɛ
дебитен	dɛbitɛn
деведесет	dɛvɛdɛsɛt
деверов	dɛvɛɾɔf
девет	dɛvɛt
деветмина	dɛvɛtmina
деветнаесет	dɛvɛtnaɛsɛt
деветпати	dɛvɛtpati
деветстотини	dɛvɛtstɔtini
девиза	dɛviza
девица	dɛvit͡sa
девијација	dɛvijat͡sija
девојчинство	dɛvɔjt͡ʃinstvɔ
дегенерација	dɛɡɛnɛrat͡sija
деградација	dɛɡradat͡sija
дегустација	dɛɡustat͡sija
дедов	dɛdɔf
дедомразовци	dɛdɔmrazɔft͡si
дежурство	dɛʒurstvɔ
дезинформација	dɛziɱfɔrmat͡sija
дека	dɛka
декември	dɛkɛɱvri
деклинациски	dɛklinat͡siski
декорација	dɛkɔrat͡sija
делбен	dɛɫbɛn
делегациска	dɛlɛɡat͡siska
делегација	dɛlɛɡat͡sija
деливост	dɛlivɔst
деликатност	dɛlikatnɔst
делка	dɛɫka
деловник	dɛɫɔvnik
делотворност	dɛɫɔtvɔrnɔst
делумно	dɛɫumnɔ
делфински	dɛɫfinski
деменција	dɛmɛnt͡sija
демонски	dɛmɔnski
демонстраторка	dɛmɔnstratɔrka
демонстрација	dɛmɔnstrat͡sija
ден	dɛn
дена	dɛna
денар	dɛnar
денари	dɛnaɾi
денарски	dɛnarski
денарче	dɛnart͡ʃɛ
дендрохронологија	dɛndrɔxrɔnɔɫɔɡija
денес	dɛnɛs
денеска	dɛnɛska
денешен	dɛnɛʃɛn
денешница	dɛnɛʃnit͡sa
дени	dɛni
денов	dɛnɔf
денови	dɛnɔvi
деновиве	dɛnɔvivɛ
деновине	dɛnɔvinɛ
деновите	dɛnɔvitɛ
денон	dɛnɔn
денот	dɛnɔt
денски	dɛnski
дента	dɛnta
дену	dɛnu
депилациски	dɛpiɫat͡siski
депо	dɛpɔ
депонија	dɛpɔnija
депортација	dɛpɔrtat͡sija
дереџе	dɛɾɛd͡ʒɛ
дерман	dɛrman
дерматологија	dɛrmatɔɫɔɡija
десен	dɛsɛn
десет	dɛsɛt
десетка	dɛsɛtka
десетмина	dɛsɛtmina
десетпати	dɛsɛtpati
десетче	dɛsɛtt͡ʃɛ
десница	dɛsnit͡sa
десничарка	dɛsnit͡ʃarka
деспот	dɛspɔt
деспотство	dɛspɔtstvɔ
дестилациски	dɛstiɫat͡siski
дестинација	dɛstinat͡sija
дете	dɛtɛ
детево	dɛtɛvɔ
детено	dɛtɛnɔ
детето	dɛtɛtɔ
детиште	dɛtiʃtɛ
детонациски	dɛtɔnat͡siski
детонација	dɛtɔnat͡sija
детски	dɛtski
детство	dɛtstvɔ
детуле	dɛtulɛ
дефинициски	dɛfinit͡siski
дефлација	dɛfɫat͡sija
деформација	dɛfɔrmat͡sija
дехидрација	dɛxidrat͡sija
деца	dɛt͡sa
децава	dɛt͡sava
децана	dɛt͡sana
децата	dɛt͡sata
дечиња	dɛt͡ʃiɲa
дејствителност	dɛjstvitɛɫnɔst
дење	dɛɲɛ
диван	divan
дивизма	divizma
дивокоза	divɔkɔza
дивјачка	divjat͡ʃka
дигитализација	diɡitalizat͡sija
дигнатост	diɡnatɔst
диграф	diɡraf
дидактика	didaktika
дизајнер	dizajnɛr
дизентерија	dizɛntɛɾija
дим	dim
динамика	dinamika
динамичност	dinamit͡ʃnɔst
династички	dinastit͡ʃki
дипли	dipli
дипломатија	dipɫɔmatija
дипломски	dipɫɔmski
дирек	diɾɛk
директност	diɾɛktnɔst
директорство	dirɛktɔrstvɔ
дисертациски	disɛrtat͡siski
дисквалификација	diskvalifikat͡sija
дискриминација	diskriminat͡sija
дислексија	dislɛksija
дистопија	distɔpija
дихотомија	dixɔtɔmija
дихтува	dixtuva
дишење	diʃɛɲɛ
длабок	dɫabɔk
дневник	dnɛvnik
дни	dni
дниве	dnivɛ
днине	dninɛ
дните	dnitɛ
дно	dnɔ
добања	dɔbaɲa
добивка	dɔbifka
добие	dɔbijɛ
добиточен	dɔbitɔt͡ʃɛn
добојува	dɔbɔjuva
добрина	dɔbrina
добричува	dɔbrit͡ʃuva
добришува	dɔbriʃuva
добро	dɔbrɔ
добро	dɔˑβ̞rɔ̩
добрососедство	dɔbrɔsɔsɛtstvɔ
добројува	dɔbrɔjuva
доварува	dɔvaɾuva
довек	dɔvɛk
довечер	dɔvɛt͡ʃɛr
довикува	dɔvikuva
довиткува	dɔvitkuva
довлекува	dɔvlɛkuva
доволно	dɔvɔɫnɔ
догледува	dɔɡlɛduva
догма	dɔɡma
догмечува	dɔɡmɛt͡ʃuva
договор	dɔɡɔvɔr
договори	dɔɡɔvɔɾi
догодина	dɔɡɔdina
догорува	dɔɡɔɾuva
догребува	dɔɡrɛbuva
додаток	dɔdatɔk
додека	dɔdɛka
доделка	dɔdɛɫka
додиплува	dɔdipɫuva
додуша	dɔduʃa
дожд	dɔʃt
дождови	dɔʒdɔvi
дозакопча	dɔzakɔpt͡ʃa
дозволивост	dɔzvɔlivɔst
дозрева	dɔzrɛva
доигрува	dɔiɡruva
доиспитува	dɔispituva
доистребува	dɔistrɛbuva
докажливост	dɔkaʒlivɔst
доказ	dɔkas
докастри	dɔkastri
докачи	dɔkat͡ʃi
докинува	dɔkinuva
доколку	dɔkɔɫku
докопува	dɔkɔpuva
докројува	dɔkrɔjuva
докрпува	dɔkr̩puva
докршува	dɔkr̩ʃuva
доктор	dɔktɔr
докторува	dɔktɔɾuva
доктрина	dɔktrina
документација	dɔkumɛntat͡sija
докупува	dɔkupuva
долговечност	dɔɫɡɔvɛt͡ʃnɔst
долгокос	dɔɫɡɔkɔs
долгометражен	dɔɫɡɔmɛtraʒɛn
долготрајност	dɔɫɡɔtrajnɔst
доле	dɔlɛ
долепи	dɔlɛpi
должински	dɔɫʒinski
должничка	dɔɫʒnit͡ʃka
долижува	dɔliʒuva
долина	dɔlina
доличност	dɔlit͡ʃnɔst
долу	dɔɫu
долупува	dɔɫupuva
дом	dɔm
дома	dɔma
домазни	dɔmazni
домака	dɔmaka
домарка	dɔmarka
домат	dɔmat
домачка	dɔmat͡ʃka
домерува	dɔmɛɾuva
домесува	dɔmɛsuva
домеша	dɔmɛʃa
домива	dɔmiva
домота	dɔmɔta
донесува	dɔnɛsuva
дооблекува	dɔɔblɛkuva
дообликува	dɔɔblikuva
дообработува	dɔɔbrabɔtuva
дообразложува	dɔɔbrazɫɔʒuva
дообјаснува	dɔɔbjasnuva
доодговара	dɔɔdɡɔvaɾa
доопремува	dɔɔprɛmuva
доострува	dɔɔstruva
допадливост	dɔpadlivɔst
допекува	dɔpɛkuva
допива	dɔpiva
допие	dɔpijɛ
допинг	dɔpiŋk
допирливост	dɔpirlivɔst
дописник	dɔpisnik
дописничка	dɔpisnit͡ʃka
доплетува	dɔplɛtuva
допливува	dɔplivuva
доползи	dɔpɔɫzi
доправа	dɔprava
допраша	dɔpraʃa
допрва	dɔpr̩va
допржува	dɔpr̩ʒuva
допукува	dɔpukuva
допушува	dɔpuʃuva
доработува	dɔɾabɔtuva
доразгледува	dɔɾazɡlɛduva
дорамнува	dɔramnuva
дораскажува	dɔɾaskaʒuva
доредува	dɔrɛduva
доруча	dɔɾut͡ʃa
доручек	dɔɾut͡ʃɛk
дорушува	dɔruʃuva
досега	dɔsɛɡa
досекува	dɔsɛkuva
доселеничка	dɔsɛlɛnit͡ʃka
досетливост	dɔsɛtlivɔst
доскока	dɔskɔka
доследност	dɔslɛdnɔst
дослушува	dɔsɫuʃuva
доспива	dɔspiva
доста	dɔsta
доставувач	dɔstavuvat͡ʃ
достега	dɔstɛɡa
достиска	dɔstiska
достоинственост	dɔstɔinstvɛnɔst
достоинство	dɔstɔinstvɔ
достојност	dɔstɔjnɔst
дострижува	dɔstriʒuva
достудува	dɔstuduva
досушува	dɔsuʃuva
дотепува	dɔtɛpuva
дотка	dɔtka
доткајува	dɔtkajuva
дотовари	dɔtɔvaɾi
дотови	dɔtɔvi
дотогаш	dɔtɔɡaʃ
дотогај	dɔtɔɡaj
дотолчува	dɔtɔɫt͡ʃuva
дотопи	dɔtɔpi
дотркала	dɔtr̩kaɫa
дотрошува	dɔtrɔʃuva
дотура	dɔtuɾa
доукрасува	dɔukrasuva
доуништува	dɔuniʃtuva
доуредува	dɔurɛduva
доусовршува	dɔusɔvr̩ʃuva
доучува	dɔut͡ʃuva
доцна	dɔt͡sna
доцртува	dɔt͡sr̩tuva
дочистува	dɔt͡ʃistuva
дочитува	dɔt͡ʃituva
дошара	dɔʃaɾa
дошепнува	dɔʃɛpnuva
дошива	dɔʃiva
дошиша	dɔʃiʃa
дошминка	dɔʃmiŋka
доѕидува	dɔd͡ziduva
дојадува	dɔjaduva
дојденец	dɔjdɛnɛt͡s
дојка	dɔjka
доџвакува	dɔd͡ʒvakuva
драгоценост	draɡɔt͡sɛnɔst
драматичност	dramatit͡ʃnɔst
драстичност	drastit͡ʃnɔst
дрвар	dr̩var
дрво	dr̩vɔ
дрворед	dr̩vɔɾɛt
дрвоса	dr̩vɔsa
дрвосечач	dr̩vɔsɛt͡ʃat͡ʃ
дрдорење	dr̩dɔɾɛɲɛ
дрдорко	dr̩dɔrkɔ
дреарски	drɛarski
древен	drɛvɛn
древност	drɛvnɔst
дремнува	drɛmnuva
дренов	drɛnɔf
дречливост	drɛt͡ʃlivɔst
држава	dr̩ʒava
држави	dr̩ʒavi
државичка	dr̩ʒavit͡ʃka
државност	dr̩ʒavnɔst
државјанин	dr̩ʒavjanin
држи	dr̩ʒi
дрзне	dr̩znɛ
дрзок	dr̩zɔk
дрка	dr̩ka
дрнда	dr̩nda
дрндало	dr̩ndaɫɔ
дрндање	dr̩n̩daɲɛ
дрнка	dr̩n̩ka
дрогира	drɔɡiɾa
дрпнува	dr̩pnuva
дрт	dr̩t
друг	druk
другар	druɡar
другарка	druɡarka
другарува	druɡaɾuva
другарче	druɡart͡ʃɛ
другпат	drukpat
дружба	druʒba
дубаи	dubai
дува	duva
дувачки	duvat͡ʃki
дувне	duvnɛ
дудлец	dudlɛt͡s
дума	duma
дунав	dunaf
дупка	dupka
дупчуле	dupt͡ʃulɛ
дури	duɾi
дух	dux
духовитост	duxɔvitɔst
духовништво	duxɔvniʃtvɔ
душа	duʃa
душкало	duʃkaɫɔ
дуќан	ducan
ебам	ɛbam
ебе	ɛbɛ
евакуација	ɛvakuat͡sija
евалуација	ɛvaɫuat͡sija
еволуциски	ɛvɔɫut͡siski
евра	ɛvra
еврејство	ɛvrɛjstvɔ
евро	ɛvrɔ
европски	ɛvrɔpski
евруле	ɛvrulɛ
евтин	ɛftin
егзибиција	ɛɡzibit͡sija
егзистенција	ɛɡzistɛnt͡sija
егзотичност	ɛɡzɔtit͡ʃnɔst
егоистичност	ɛɡɔistit͡ʃnɔst
егоцентричност	ɛɡɔt͡sɛntrit͡ʃnɔst
едвај	ɛdvaj
еден	ɛdɛn
единаесет	ɛdinaɛsɛt
единственост	ɛdinstvɛnɔst
единство	ɛdinstvɔ
едначи	ɛdnat͡ʃi
еднаш	ɛdnaʃ
еднобојност	ɛdnɔbɔjnɔst
едновременост	ɛdnɔvrɛmɛnɔst
едногласност	ɛdnɔɡɫasnɔst
еднозначност	ɛdnɔznat͡ʃnɔst
едноличност	ɛdnɔlit͡ʃnɔst
еднонасочност	ɛdnɔnasɔt͡ʃnɔst
еднообразност	ɛdnɔɔbraznɔst
едноставност	ɛdnɔstavnɔst
едностраност	ɛdnɔstranɔst
едноударен	ɛdnɔudaɾɛn
едноумие	ɛdnɔumijɛ
еднојазичност	ɛdnɔjazit͡ʃnɔst
едренце	ɛdrɛnt͡sɛ
едро	ɛdrɔ
едукација	ɛdukat͡sija
еж	ɛʃ
еже	ɛʒɛ
еженце	ɛʒɛnt͡sɛ
ежиња	ɛʒiɲa
ежов	ɛʒɔf
ежови	ɛʒɔvi
езеро	ɛzɛɾɔ
езерце	ɛzɛrt͡sɛ
езотеричност	ɛzɔtɛɾit͡ʃnɔst
ек	ɛk
еким	ɛkim
екимка	ɛkimka
економичност	ɛkɔnɔmit͡ʃnɔst
екран	ɛkran
екранизација	ɛkranizat͡sija
експедиција	ɛkspɛdit͡sija
експлозија	ɛkspɫɔzija
експресионистички	ɛksprɛsijɔnistit͡ʃki
екстерен	ɛkstɛɾɛn
екстраполација	ɛkstrapɔɫat͡sija
ексцентричност	ɛkst͡sɛntrit͡ʃnɔst
ела	ɛɫa
елеганција	ɛlɛɡant͡sija
елек	ɛlɛk
електрика	ɛlɛktrika
електроиндустрија	ɛlɛktrɔindustrija
електроника	ɛlɛktrɔnika
елен	ɛlɛn
еленче	ɛlɛnt͡ʃɛ
елече	ɛlɛt͡ʃɛ
елиминација	ɛliminat͡sija
елка	ɛɫka
елки	ɛɫki
елкичка	ɛɫkit͡ʃka
елов	ɛɫɔf
елоквентност	ɛɫɔkvɛntnɔst
ем	ɛm
емиграциски	ɛmiɡrat͡siski
емисија	ɛmisija
емитува	ɛmituva
енергичност	ɛnɛrɡit͡ʃnɔst
енклитика	ɛnklitika
енклитичен	ɛnklitit͡ʃɛn
ентропија	ɛntrɔpija
епика	ɛpika
епилепсија	ɛpilɛpsija
епископија	ɛpiskɔpija
епистемологија	ɛpistɛmɔɫɔɡija
епифора	ɛpifɔɾa
ербап	ɛrbap
ербиум	ɛrbijum
ергенство	ɛrɡɛnstvɔ
ергенува	ɛrɡɛnuva
ереван	ɛɾɛvan
еревански	ɛrɛvanski
еротика	ɛrɔtika
есен	ɛsɛn
есеноска	ɛsɛnɔska
ескалација	ɛskaɫat͡sija
естетичарка	ɛstɛtit͡ʃarka
есцајг	ɛst͡sajk
етимологија	ɛtimɔɫɔɡija
етнографија	ɛtnɔɡrafija
етнологија	ɛtnɔɫɔɡija
еугеника	ɛuɡɛnika
еуфонија	ɛufɔnija
ефемерност	ɛfɛmɛrnɔst
жаба	ʒaba
жабарка	ʒabarka
жабичка	ʒabit͡ʃka
жабји	ʒabji
жали	ʒali
жар	ʒar
жарче	ʒart͡ʃɛ
ждригнува	ʒdriɡnuva
желба	ʒɛɫba
желбен	ʒɛɫbɛn
желевце	ʒɛlɛft͡sɛ
железарски	ʒɛlɛzarski
железен	ʒɛlɛzɛn
железнички	ʒɛlɛznit͡ʃki
железо	ʒɛlɛzɔ
желкин	ʒɛɫkin
желудец	ʒɛɫudɛt͡s
жена	ʒɛna
женава	ʒɛnava
женана	ʒɛnana
жената	ʒɛnata
жени	ʒɛni
жениве	ʒɛnivɛ
женине	ʒɛninɛ
жените	ʒɛnitɛ
женкарство	ʒɛŋkarstvɔ
жено	ʒɛnɔ
женски	ʒɛnski
жетварка	ʒɛtvarka
живинарство	ʒivinarstvɔ
живински	ʒivinski
живописен	ʒivɔpisɛn
живописност	ʒivɔpisnɔst
живот	ʒivɔt
животи	ʒivɔti
животинка	ʒivɔtiŋka
животинче	ʒivɔtint͡ʃɛ
животно	ʒivɔtnɔ
животност	ʒivɔtnɔst
жиг	ʒik
жизнерадосност	ʒiznɛradɔsnɔst
жила	ʒiɫa
жилавост	ʒiɫavɔst
жиличка	ʒilit͡ʃka
жило	ʒiɫɔ
жир	ʒir
жиро	ʒiɾɔ
житарство	ʒitarstvɔ
жителка	ʒitɛɫka
житен	ʒitɛn
жито	ʒitɔ
жичен	ʒit͡ʃɛn
