we	βˈe
ätiýaçlandyryş	ˌætijˌɑt͡ʃɫɑnnˈɯrɯʃ
beriji	berˈid͡ʒi
derejesine	dˌered͡ʒeθˈine
edaralaryň	ˌedɑrɑɫˈɑrɯŋ
jaý	d͡ʒˈɑːj
ýanynda	jɑːnˈɯnnɑ
bolmagy	boɫmˈoʁʊ
esasda	eθˈɑθθɑ
maslahaty	mˌɑθɫɑxˈɑtɯ
biridir	birˈidir
döwletleriň	dˌœβlœtlˈœriŋ
ýolbaşçysy	jˌoɫβoʃʃˈʊθɯ
ediş	ˈediʃ
görmek	ɡœrmˈœk
içine	it͡ʃˈine
çykan	t͡ʃˈɯqɑn
Kabineti	qˌɑβinˈeti
taslamalary	tˌɑθɫɑmɑɫˈɑrɯ
daşky	dˈɑʃqɯ
alýar	ˈɑɫjɑr
kilograma	kˌiloʁrˈomo
ugurlar	ʊʁˈʊrɫor
ýakyn	jˈɑqɯn
Yslam	ˈɯθɫɑm
hoşallyk	xoʃˈoɫɫʊq
kemala	kemˈɑɫɑ
oýunlarynyň	ˌojʊnɫorˈʊnʊŋ
ýaşaýan	jɑʃˈɑjɑn
Hazar	xˈɑðɑːr
Oba	ˈoːβo
at	ˈɑːt
resminamalaryň	rˌeθminˌɑmɑɫˈɑrɯŋ
eýýäm	ˈejjæm
ses	θˈeθ
Beýik	bˈejik
el	ˈel
wagtlaýyn	βɑʁtɫˈɑjɯn
badalga	bɑdˈɑɫʁɑ
girýär	ɡˈirjæːr
medala	medˈɑɫɑ
ulgamyna	ˌʊɫʁomˈʊnɑ
barýar	bˈɑrjɑr
jenaýat	d͡ʒenˈɑːjɑt
syýasaty	θˌɯjɑθˈɑtɯ
Guramasynyň	ɡˌʊromoθˈɯnɯŋ
bäri	bˈæːri
etrabynyň	ˌetrɑβˈɯnɯŋ
Kazyýet	qɑðˈɯjet
derman	dˈermɑn
Ýapyk	jˈɑpɯq
görkezildi	ɡˌœrkœðˈølli
okgunly	oqʁˈʊnɫʊ
çekip	t͡ʃˈekip
adyndaky	ˌɑdɯndˈɑːqɯ
görnüşlerini	ɡˌœrnøʃlœrˈønø
güýje	ɡˈøːjd͡ʒe
waka	βˈɑqɑ
maslahatynyň	mˌɑθɫɑxɑtˈɯnɯŋ
Awaza	oβˈɑðɑ
rugsat	rˈʊʁθot
artdyrmak	ˌɑrtdɯrmˈɑq
düzümine	dˌøðømˈønœ
günki	ɡˈønkø
muňa	mˈʊŋo
böleginiň	bˌœlœʁˈøniŋ
pudak	pˈʊːdoq
ybarat	ɯβˈɑrɑt
şahslar	ʃˈɑxθɫɑr
Bütindünýä	bˌøtønnˈønjæ
geçip	ɡˈet͡ʃip
täsin	tˈæːθiːn
birine	birˈine
bolmak	boɫmˈoq
garamazdan	ɡˌɑrɑmˈɑððɑn
görkezilýär	ɡˌœrkœðˈøljæːr
ýyly	jˈɯɫɯ
Salgyt	θˈɑɫʁɯt
açylyş	ɑt͡ʃˈɯɫɯʃ
bildirdi	billˈirdi
taraplar	tɑrˈɑpɫɑr
sarp	θˈɑrp
ahyrynda	ˌɑxɯrˈɯnnɑ
geçirdi	ɡet͡ʃˈirdi
geçýän	ɡˈet͡ʃjæn
goşant	ɡˈoʃont
hyzmatdaşlygynyň	xˌɯðmɑtdˌɑʃɫɯʁˈɯnɯŋ
özgertmeler	ˌœðʁœrtmˈeler
az	ˈɑːð
gullugy	ɡʊɫɫˈʊʁʊ
hökmany	hœkmˈɑnɯ
bagtyýar	bɑʁtˈɯjɑːr
eksport	ˈekθport
maksatnamasynyň	mˌɑqθɑtnˌɑmɑθˈɯnɯŋ
ýok	jˈoːq
ýyllyk	jˈɯɫɫɯq
Mejlisiniň	mˌed͡ʒliθˈiniŋ
ugrady	ʊʁrˈodʊ
adyndan	ɑdˈɯnnɑn
gözegçiligi	ɡˌœðœʁt͡ʃølˈøʁi
beýläk	bˈejlæk
üstüne	øθθˈønœ
bermegiň	bermˈeʁiŋ
desgalar	deθʁˈɑɫɑr
geljekki	ɡeld͡ʒˈekki
ýöriteleşdirilen	jˌœrøtˌœleʃdirˈilen
eýesi	ejˈeθi
önümçiligi	ˌœnømt͡ʃølˈøʁi
şahsyň	ʃˈɑxθɯŋ
aşyrýan	ɑʃˈɯrjɑn
döredilýär	dˌœrœdˈøljæːr
raýat	rˈɑjɑt
sungatynyň	θˌʊnʁotˈʊnʊŋ
ugrundaky	ˌʊʁrʊndˈɑːqɯ
şikaýat	ʃikˈɑjɑt
agzalarynyň	ˌɑʁðɑɫɑrˈɯnɯŋ
aýynyň	ɑːjˈɯnɯŋ
atçylyk	ɑt͡ʃt͡ʃˈɯɫɯq
awtomobil	ˌoβtomˈoβil
guruldy	ɡʊrˈʊɫɫʊ
kanuny	qɑːnˈʊːnʊ
hoşniýetli	xˌoʃnijˈetli
jogap	d͡ʒˈoʁɑːp
dört	dˈœːrt
energiýa	ˌenerʁˈijɑ
kadalary	qˌɑdɑɫˈɑrɯ
kömegi	kœmˈœʁø
Gümrük	ɡˈømrøk
güýçli	ɡˈøːjt͡ʃli
häkimi	hækˈimi
ygtybarly	ˌɯʁtɯβˈɑrɫɯ
gurlan	ɡˈʊrɫon
özbaşdak	œðβˈɑʃdɑq
abraýly	ɑβrˈɑjɫɯ
emläk	ˈemlæk
mejlisi	med͡ʒlˈiθi
sebitiň	θeβˈitiŋ
wagyz	βˈɑʁɯð
özleriniň	ˌœðlœrˈønøŋ
kärhananyň	kˌærxɑnˈɑnɯŋ
Oňa	ˈoŋo
girizildi	ɡˌiriðˈilli
hyzmatlaryň	xˌɯðmɑtɫˈɑrɯŋ
subutnamasydyr	θˌʊβʊtnˌomoθˈɯdɯr
çekýär	t͡ʃˈekjæːr
çözgüdi	t͡ʃœðʁˈødø
ýöne	jˈœːnœ
tonna	tˈonno
çözgüt	t͡ʃˈœðʁøt
goldaw	ɡˈoɫɫoβ
göreş	ɡˈœrœʃ
maddy	mˈɑddɯ
önüm	ˈœnøm
dabara	dɑβˈɑrɑ
gymmatly	ɡɯmmˈɑtɫɯ
türgenleriň	tˌørʁœnlˈeriŋ
ynam	ˈɯnɑm
çekmek	t͡ʃekmˈek
baryp	bˈɑrɯp
bildirip	billˈirip
enjamlary	ˌend͡ʒɑmɫˈɑrɯ
welaýat	βelˈɑjɑt
gulluk	ɡˈʊɫɫʊq
gözden	ɡˈœððœn
karar	qˈɑrɑr
kuwwatly	qʊββˈotɫʊ
ýaryşlar	jɑrˈɯʃɫɑr
sagdyn	θˈɑʁdɯn
ýetirildi	jˌetirˈilli
berip	bˈerip
guramak	ɡˌʊromˈoq
ýerden	jˈerden
dostluk	dˈoθθɫʊq
komitetiniň	qˌomitetˈiniŋ
tehnologiýalary	tˌehnoɫˌoɡijɑɫˈɑrɯ
welaýatynda	βˌelɑjɑtˈɯnnɑ
köpugurly	kˌœpʊʁˈʊrɫʊ
wajyp	βˈɑd͡ʒɯp
hasabynda	xˌɑθɑβˈɯnnɑ
institutynyň	ˌinθθitʊtˈʊnʊŋ
peýdaly	pejdˈɑɫɯ
teklip	tˈeklip
guralan	ɡʊrˈoɫon
talaplaryna	tˌɑɫɑpɫɑrˈɯnɑ
taslamasy	tˌɑθɫɑmˈɑθɯ
geçdi	ɡˈet͡ʃdi
kazyýete	qˌɑðɯjˈete
bugdaý	bˈʊʁdoj
düzüminde	dˌøðømˈønnœ
golaý	ɡˈoɫoj
nusgasy	nʊθʁˈoθʊ
ornuny	ornˈʊnʊ
pensiýa	penθˈijɑ
görülýän	ɡœrˈøljæn
hojalygy	xˌod͡ʒoɫˈʊʁʊ
ilatyň	ilˈɑtɯŋ
wekilleriniň	βˌekillerˈiniŋ
ynamly	ɯnˈɑmɫɯ
ýyldan	jˈɯɫɫɑn
adamlara	ˌɑdɑmɫˈɑrɑ
derejesiniň	dˌered͡ʒeθˈiniŋ
mümkin	mˈømkøːn
resminamalary	rˌeθminˌɑmɑɫˈɑrɯ
ynsanperwer	ˌɯnθɑnpˈerβer
enjamlar	end͡ʒˈɑmɫɑr
göni	ɡˈœnø
Siziň	θˈiðiŋ
astynda	ɑθθˈɯnnɑ
birleşiginiň	bˌirleʃiʁˈiniŋ
kiçi	kˈit͡ʃi
meseleleriň	mˌeθelelˈeriŋ
şertnamasy	ʃˌertnɑmˈɑθɯ
aýyň	ˈɑjɯŋ
görkezýär	ɡœrkˈœðjæːr
hyzmatlary	xˌɯðmɑtɫˈɑrɯ
milliard	millˈiɑrd
paýtagtymyzda	pˌɑjtɑʁtɯmˈɯððɑ
taslama	tɑθɫˈɑmɑ
ylym	ˈɯɫɯm
desgalarynyň	dˌeθʁɑɫɑrˈɯnɯŋ
howpsuzlygy	xˌoβpθʊðɫˈʊʁʊ
hyzmatdaşlygyny	xˌɯðmɑtdˌɑʃɫɯʁˈɯnɯ
orunlyk	orˈʊnɫʊq
tejribe	ted͡ʒrˈiβe
wagtyň	βˈɑʁtɯŋ
Türkmenbaşy	tˌørkmœnmˈɑʃɯ
döwletleriniň	dˌœβlœtlœrˈiniŋ
jan	d͡ʒˈɑːn
mejlisinde	mˌed͡ʒliθˈinne
paýtagty	pɑjtˈɑʁtɯ
binagärlik	bˌinɑɡˈærlik
guramasynyň	ɡˌʊromoθˈɯnɯŋ
halkyň	xˈɑɫqɯŋ
Senagatçylar	θˌenɑʁɑt͡ʃt͡ʃˈɯɫɑr
bolmalydyr	bˌoɫmoɫˈʊdʊr
bähbidine	bˌæhβidˈine
hukuklaryny	xˌʊqʊqɫorˈʊnʊ
türgenler	tørʁˈœnler
yzyna	ɯðˈɯnɑ
bildirilýän	bˌillirˈiljæn
diplomatik	dˌipɫomˈotik
häkimiýet	hˌækimˈijet
käbir	kˈæβir
namalary	nˌɑmɑɫˈɑrɯ
ösýän	ˈœθjæn
geçýär	ɡˈet͡ʃjæːr
mukaddes	mʊqˈoddeθ
çig	t͡ʃˈiʁ
ýaşyna	jɑʃˈɯnɑ
biriniň	birˈiniŋ
girew	ɡˈirœβ
toparyň	topˈorʊŋ
ýene	jˈene
Şoňa	ʃoŋˈo
harytlar	xɑrˈɯtɫɑr
ykdysadyýetimiziň	ˌɯqdɯθˌɑdɯjˌetimˈiðiŋ
Bellenilişi	bˌellenilˈiʃi
Sport	θpˈort
sözüni	θœðˈønø
mekdebiniň	mˌekdeβˈiniŋ
mekdepleriniň	mˌekdeplerˈiniŋ
tertibinde	tˌertiβˈinne
howpsuzlygyny	xˌoβpθʊðɫʊʁˈʊnʊ
maddasynyň	mˌɑddɑθˈɯnɯŋ
oýunlaryna	ˌojʊnɫorˈʊnɑ
peýda	pˈejdɑː
arassa	ɑrˈɑθθɑ
başardy	bɑʃˈɑrdɯ
gazanylan	ɡˌɑðɑnˈɯɫɑn
oňaýly	oŋˈojɫɯ
ösdürilmegine	ˌœθθørˌølmœʁˈøne
bardygyny	bˌɑrdɯʁˈɯnɯ
gatnaşmaga	ɡˌɑtnɑʃmˈɑʁɑ
gazandy	ɡɑðˈɑnnɯ
tutýan	tˈʊtjɑn
Prezident	preðˈident
guraldy	ɡʊrˈoɫɫʊ
resminamalar	rˌeθminɑmˈɑɫɑr
birleşmesiniň	bˌirleʃmeθˈiniŋ
görnüşleriniň	ɡˌœrnøʃlœrˈønøŋ
maslahatlaşyldy	mˌɑθɫɑxˌɑtɫɑʃˈɯɫɫɯ
çagalaryň	t͡ʃˌɑʁɑɫˈɑrɯŋ
derejedäki	dˌered͡ʒedˈæːkɪ
giňeltmek	ɡˌiŋeltmˈek
häsiýete	hˌæθijˈete
kanun	qˈɑnʊn
nobatda	noβˈotdo
wezipeleriň	βˌeðipelˈeriŋ
Ýewropa	jœβrˈopo
ýerleşýär	jerlˈeʃjæːr
howpsuzlyk	xoβpθˈʊðɫʊq
tutup	tˈʊtʊp
berilmeýär	bˌerilmˈejæːr
görkezdi	ɡœrkˈœððø
möhümdigini	mˌœhømnøʁˈøni
şahslaryň	ʃɑxθɫˈɑrɯŋ
ministri	minˈiθθri
sebitde	θeβˈitde
wagty	βˈɑʁtɯ
baýramy	bɑjrˈɑmɯ
düzümleriniň	dˌøðømlœrˈønøŋ
günüň	ɡˈønøŋ
çykarmak	t͡ʃˌɯqɑrmˈɑq
alynýan	ɑɫˈɯnjɑn
durmuşynyň	dˌʊrmʊʃˈʊnʊŋ
guramalary	ɡˌʊromoɫˈɑrɯ
görkezmek	ɡˌœrkœðmˈœk
maksatnamasyna	mˌɑqθɑtnˌɑmɑθˈɯnɑ
Iki	ˈiki
Russiýa	rʊθθˈijɑ
kärhanalary	kˌærxɑnɑɫˈɑrɯ
Ýöne	jˈœːnœ
ýaşlar	jˈɑʃɫɑr
gurulýan	ɡʊrˈʊɫjɑn
raýatlaryň	rˌɑjɑtɫˈɑrɯŋ
topar	tˈopor
duran	dˈʊron
geçirijisiniň	ɡˌet͡ʃirˌid͡ʒiθˈiniŋ
agram	ˈɑʁrɑm
aýratynlyklary	ˌɑjrɑtˌɯnɫɯqɫˈɑrɯ
gatly	ɡˈɑtɫɯ
zat	ðˈɑːt
ýaryşlarda	jˌɑrɯʃɫˈɑrdɑ
mälim	mˈælim
öndürýän	œnnˈørjæn
gadagan	ɡɑdˈɑʁɑn
hil	hˈiːl
syýasat	θɯjˈɑθɑt
administratiw	ˌɑdminiθθrˈɑtiβ
mümkinçilikler	mˌømkønt͡ʃølˈikler
tassyklanylýar	tˌɑθθɯqɫɑnˈɯɫjɑr
ösen	ˈœθœn
eýeçilik	ˌejet͡ʃˈilik
garaldy	ɡɑrˈɑɫɫɯ
işlere	iʃlˈere
meýdany	mejdˈɑːnɯ
sarpa	θˈɑrpɑ
ussatlarynyň	ˌʊθθotɫɑrˈɯnɯŋ
çuňňur	t͡ʃˈʊŋŋʊr
ýolbaşçylygynda	jˌoɫβoʃʃˌʊɫɯʁˈɯnnɑ
döretmäge	dˌœrœtmˈæːɡe
goňşy	ɡˈoŋʃʊ
halkyna	xɑɫqˈɯnɑ
hut	xˈʊt
ýerlerde	jerlˈerde
ýolunyň	joɫˈʊnʊŋ
karary	qɑrˈɑrɯ
pudagynyň	pˌʊdoʁˈʊnɯŋ
ugurlaryny	ˌʊʁʊrɫorˈʊnʊ
ýaýbaňlandyrylan	jˌɑjbɑŋɫˌɑnnɯrˈɯɫɑn
ýüzünde	jøðˈønnœ
hiç	hˈiːt͡ʃ
medal	mˈedɑɫ
serişdeler	θˌeriʃdˈeler
tamamlanandan	tˌɑmɑmɫɑnˈɑnnɑn
utuk	ˈʊtʊq
ýaryşlaryň	jˌɑrɯʃɫˈɑrɯŋ
edaralarynda	ˌedɑrˌɑɫɑrˈɯnnɑ
owadan	oβˈodon
özgertmeleriň	ˌœðʁœrtmelˈeriŋ
üstünlikler	ˌøθθønlˈøkler
däp	dˈæːp
edilmegine	ˌedilmeʁˈine
myhman	mˈɯxmɑːn
şäheriň	ʃæhˈeriŋ
bolýan	bˈoɫjɑn
borçlary	bort͡ʃɫˈɑrɯ
düzüm	dˈøðøm
tölemek	tˌœlœmˈœk
erkin	ˈerkin
gysga	ɡˈɯθʁɑ
Şonda	ʃˈonno
Magtymguly	mˌɑʁtɯmʁˈʊɫʊ
galan	ɡˈɑɫɑn
peýdalanmaga	pˌejdɑɫɑnmˈɑʁɑ
çykarylan	t͡ʃˌɯqɑrˈɯɫɑn
öndürilen	ˌœnnørˈølœn
öwezini	ˌœβœðˈøni
alynýar	ɑɫˈɯnjɑr
möhlet	mˈœhlœt
öwrenmek	ˌœβrœnmˈœk
özgertmek	ˌœðʁœrtmˈek
ýyla	jˈɯɫɑ
hatarda	xɑtˈɑrdɑ
jemgyýetiň	d͡ʒˌemʁɯjˈetiŋ
möçberini	mˌœt͡ʃβœrˈønø
üstünde	øθθˈønnœ
ýerleri	jerlˈeri
şertnamasynyň	ʃˌertnɑmɑθˈɯnɯŋ
berlip	bˈerlip
gyzykly	ɡɯðˈɯqɫɯ
zerurdygyny	ðˌerʊrdʊʁˈʊnʊ
düzümini	dˌøðømˈønø
garşyladylar	ɡˌɑrʃɯɫɑdˈɯɫɑr
hereketleri	hˌereketlˈeri
mümkinçiliklerini	mˌømkønt͡ʃˌøliklerˈini
nebitgaz	neβˈitʁɑð
wekili	βekˈili
gök	ɡˈœːk
jemleri	d͡ʒemlˈeri
minnetdarlyk	mˌinnetdˈɑrɫɯq
ulanylýan	ˌʊɫonˈʊɫjɑn
ýaryşlary	jˌɑrɯʃɫˈɑrɯ
Karz	qˈɑrð
alynmagy	ˌɑɫɯnmˈɑʁɯ
gurluşygynyň	ɡˌʊrɫʊʃʊʁˈʊnɯŋ
himiýa	himˈijɑ
işinde	iʃˈinne
nyşany	nɯʃˈɑnɯ
türgen	tˈørʁœn
üpjünçilik	ˌøpd͡ʒønt͡ʃˈøløk
Altyn	ˈɑɫtɯn
elektron	elˈektron
sapary	θɑpˈɑrɯ
wajypdygyny	βˌɑd͡ʒɯpdɯʁˈɯnɯ
Halk	xˈɑɫk
asylly	ɑθˈɯɫɫɯ
hili	hˈili
inedördül	ˌiːnedˈœːrdøl
Garaşsyzlyk	ɡˌɑrɑʃθˈɯðɫɯq
binýadyny	bˌinjɑdˈɯnɯ
dag	dˈɑːʁ
emlägi	emlˈæʁi
eýeleýär	ˌejelˈejæːr
geçirilip	ɡˌet͡ʃirˈilip
ykdysadyýetiň	ˌɯqdɯθˌɑdɯjˈetiŋ
barşy	bˈɑrʃɯ
bermegi	bermˈeʁi
giňeltmäge	ɡˌiŋeltmˈæːɡe
giňişleýin	ɡˌiŋiʃlˈejin
ýolagçy	joɫˈoʁt͡ʃʊ
ýurtlarda	jʊrtɫˈɑrdɑ
dokma	dˈoqmo
geçmek	ɡet͡ʃmˈek
kuwwatyny	qˌʊββotˈʊnʊ
meselelere	mˌeθelelˈere
ulgamlarynda	ˌʊɫʁomɫɑrˈɯnnɑ
şonuň	ʃˈonʊŋ
berdiler	berdˈiler
birnäçesi	bˌirnæt͡ʃˈeθi
düzgünleri	dˌøðʁønlˈœrø
esas	ˈeθɑːθ
gününiň	ɡønˈønøŋ
mertebeli	mˌerteβˈeli
peýdalanyp	pˌejdɑɫˈɑnɯp
sanawy	θɑnˈoβɯ
tertibine	tˌertiβˈine
kompaniýasynyň	qˌomponˌijɑθˈɯnɯŋ
paýtagtynda	pˌɑjtɑʁtˈɯnnɑ
Eýran	ˈejrɑn
arza	ˈɑrðɑ
derejesindäki	dˌered͡ʒˌeθindˈæːkɪ
jaýlarynyň	d͡ʒˌɑjɫɑrˈɯnɯŋ
taslamalaryň	tˌɑθɫɑmɑɫˈɑrɯŋ
ýaryşda	jɑrˈɯʃdɑ
ýurdumyza	jˌʊrdʊmˈʊðɑ
eziz	ˈeðið
getirmek	ɡˌetirmˈek
maksatnamasyny	mˌɑqθɑtnˌɑmɑθˈɯnɯ
çaganyň	t͡ʃɑʁˈɑnɯŋ
garamagyna	ɡˌɑrɑmɑʁˈɯnɑ
kesgitlenýär	kˌeθʁitlˈenjæːr
metre	mˈetre
Çünki	t͡ʃˈønkø
ähmiýetini	ˌæhmijetˈini
üpjünçiligi	ˌøpd͡ʒønt͡ʃølˈøʁi
almagyň	ɑɫmˈɑʁɯŋ
doganlyk	doʁˈonɫʊq
duşuşygyň	dˌʊʃʊʃˈʊʁʊŋ
goraýjy	ɡoːrˈojd͡ʒɯ
işlerine	ˌiʃlerˈine
ondan	ˈonnon
öndürmek	ˌœnnørmˈœk
şertleriň	ʃertlˈeriŋ
aradan	ɑrˈɑdɑn
aýawly	ɑjˈoβɫɯ
beýanyny	bˌejɑnˈɯnɯ
edýärin	edjˈæːrin
kärhanalaryň	kˌærxɑnɑɫˈɑrɯŋ
mahrum	mˈɑxrʊm
meýilnamasy	mˌejilnɑmˈɑθɯ
Baştutany	bˌɑʃtʊtˈonʊ
etmeli	etmˈeli
eýelik	ejˈelik
görkezmeleri	ɡˌœrkœðmœlˈeri
haýran	xˈɑjrɑːn
jemleýji	d͡ʒemlˈejd͡ʒi
maksatnamasy	mˌɑqθɑtnɑmˈɑθɯ
mal	mˈɑːɫ
oýunlary	ˌojʊnɫˈorʊ
Baştutanymyza	bˌɑʃtʊtˌonʊmˈɯðɑ
Soňky	θˈoŋqʊ
öwrülen	œβrˈølœn
ýagdaýyny	jˌɑʁdɑjˈɯnɯ
ýaryşyň	jɑrˈɯʃɯŋ
almagy	ɑɫmˈɑʁɯ
alty	ˈɑɫtɯ
binalaryň	bˌinɑɫˈɑrɯŋ
gaznasynyň	ɡˌɑðnɑθˈɯnɯŋ
bellenilýän	bˌellenˈiljæn
geçirýän	ɡet͡ʃˈirjæn
mejlisiniň	mˌed͡ʒliθˈiniŋ
meselelerini	mˌeθelˌelerˈini
myhmanlar	mɯxmˈɑnɫɑr
Ýerine	jerˈine
çaga	t͡ʃˈɑːʁɑ
ýeten	jˈeten
Kanun	qˈɑnʊn
etmekde	etmˈekde
gabat	ɡˈɑβɑt
gaýry	ɡˈɑjrɯ
hemme	hˈemme
ugurlarda	ˌʊʁʊrɫˈordo
Kanunda	qɑnˈʊnno
gatnaşyjylara	ɡˌɑtnɑʃˌɯd͡ʒɯɫˈɑrɑ
haly	xˈɑɫɯ
maksat	mˈɑqθɑt
Türkmenistandaky	tˌørkmœnˌøθθɑndˈɑːqɯ
aldylar	ɑɫɫˈɯɫɑr
aşyrmaga	ˌɑʃɯrmˈɑʁɑ
hukugynyň	xˌʊqʊʁˈʊnʊŋ
jogapkärli	d͡ʒˌoʁopkˈærli
saklamaga	θˌɑqɫɑmˈɑʁɑ
toplumyny	tˌopɫʊmˈʊnʊ
ykdysadyýetiniň	ˌɯqdɯθˌɑdɯjetˈiniŋ
ösmegi	œθmˈœʁø
ýarym	jˈɑːrɯm
Berdimuhamedowa	bˌerdimˌʊxomedˈoβo
aý	ˈɑːj
bap	bˈɑp
duşuşyk	dʊːʃˈʊʃʊq
ediji	edˈid͡ʒi
ýetirilişi	jˌetirilˈiʃi
aşyrýar	ɑʃˈɯrjɑr
däbe	dˈæβe
düzüminiň	dˌøðømˈønøŋ
gül	ɡˈøl
deslapky	deθɫˈɑpqɯ
ikisi	ikˈiθi
innowasion	ˌinnoβoθˈion
parahatçylygy	pˌɑrɑxˌɑt͡ʃt͡ʃɯɫˈɯʁɯ
ýerinde	jerˈinne
TDH	tdh
Ykdysady	ˌɯqdɯθˈɑdɯ
edaralar	ˌedɑrˈɑɫɑr
gerimli	ɡerˈimli
kämillik	kæmˈillik
mekdep	mˈekdep
tans	tˈɑnθ
artdy	ˈɑrtdɯ
ençeme	ent͡ʃˈeme
hereketiniň	hˌereketˈiniŋ
möhletde	mœhlˈœtdœ
sebäpli	θeβˈæpli
ýanyndaky	jˌɑnɯndˈɑːqɯ
ýokdur	jˈoqdʊr
itergi	itˈerʁi
ýolbaşçylyk	jˌoɫβoʃʃˈʊɫɯq
aýdyldy	ɑjdˈɯɫɫɯ
borçlaryny	bˌort͡ʃɫɑrˈɯnɯ
maddasynda	mˌɑddɑθˈɯnnɑ
möçberlerini	mˌœt͡ʃβœrlœrˈini
mümkinçiligi	mˌømkønt͡ʃølˈiʁi
orna	ˈorno
saz	θˈɑːð
ýurtlarynyň	jˌʊrtɫɑrˈɯnɯŋ
Görkezilen	ɡˌœrkœðˈølœn
bellediler	bˌelledˈiler
göwnejaý	ɡœβnˈœd͡ʒɑj
işlerinde	ˌiʃlerˈinne
taýýarlanyldy	tˌɑjjɑrɫɑnˈɯɫɫɯ
ulaglary	ˌʊɫoʁɫˈorɯ
öndürilýän	ˌœnnørˈøljæn
Söwda	θˈœβdɑ
aýtmak	ɑjtmˈɑq
geňeşiniň	ɡˌeŋeʃˈiniŋ
hereketi	hˌerekˈeti
notarial	nˌotorˈiɑɫ
ýyllaryň	jɯɫɫˈɑrɯŋ
Başlygy	bɑʃɫˈɯʁɯ
artdyrmaga	ˌɑrtdɯrmˈɑʁɑ
etrap	ˈetrɑːp
gepleşikleriň	ɡˌepleʃiklˈeriŋ
welaýatda	βˌelɑjˈɑtdɑ
çykdy	t͡ʃˈɯqdɯ
çözmek	t͡ʃœðmˈœk
harytlary	xˌɑrɯtɫˈɑrɯ
pudaklarynda	pˌʊdoqɫorˈɯnnɑ
täzeden	tæðˈeden
welaýatlaryň	βˌelɑjɑtɫˈɑrɯŋ
çykyp	t͡ʃˈɯqɯp
ýurtlardan	jʊrtɫˈɑrdɑn
bilermenler	bˌilermˈenler
gepleşikler	ɡˌepleʃˈikler
görkezdiler	ɡˌœrkœððˈølœr
pugtalandyrmak	pˌʊʁtoɫˌonnɯrmˈɑq
razylygy	rˌɑðɯɫˈɯʁɯ
saparynyň	θˌɑpɑrˈɯnɯŋ
ýagdaýlar	jɑʁdˈɑjɫɑr
babatdaky	bˌɑβɑtdˈɑːqɯ
babatynda	bˌɑβɑtˈɯnnɑ
boljak	boɫd͡ʒˈoq
döredijilikli	dˌœrœdˌød͡ʒilˈikli
edaralaryna	ˌedɑrˌɑɫɑrˈɯnɑ
toplumyň	topɫˈʊmʊŋ
çalt	t͡ʃˈɑɫt
gazanyldy	ɡˌɑðɑnˈɯɫɫɯ
pudagynda	pˌʊdoʁˈʊnnɑ
resminama	rˌeθminˈɑːmɑ
serişdeleriň	θˌeriʃdelˈeriŋ
toplumyna	tˌopɫʊmˈʊnɑ
ýylylyk	jɯɫˈɯɫɯq
Hasabat	xɑθˈɑβɑt
adama	ɑdˈɑmɑ
desganyň	deθʁˈɑnɯŋ
gatnaşmagy	ɡˌɑtnɑʃmˈɑʁɯ
açyldy	ɑt͡ʃˈɯɫɫɯ
wezipe	βeðˈiːpe
çäreleriniň	t͡ʃˌærelerˈiniŋ
ýaryş	jˈɑrɯʃ
Suw	θˈʊβ
bölegine	bˌœlœʁˈøne
döretdi	dœrˈœtdø
edarasyna	ˌedɑrɑθˈɯnɑ
kuwwaty	qʊββˈotʊ
maglumatlaryň	mˌɑʁɫʊmotɫˈorɯŋ
tutulyp	tʊtˈʊɫʊp
ýagny	jˈɑːʁnɯ
Belarus	belˈɑrʊθ
Owganystanyň	ˌoβʁonʊθθˈɑnɯŋ
beýlekiler	bˌejlekˈiler
hukuklarynyň	xˌʊqʊqɫorˈʊnʊŋ
jenap	d͡ʒˈenɑp
neşir	nˈeʃir
pes	pˈeθ
sporty	θpˈortʊ
ýollary	joɫɫˈorʊ
Häzir	hˈæːðir
depginler	depʁˈinler
mejlisini	mˌed͡ʒliθˈini
telekeçilik	tˌeleket͡ʃˈilik
uzakmöhletleýin	ˌʊðoqmˌœhlœtlˈœjin
çempionaty	t͡ʃˌempionˈotʊ
ösüşini	ˌœθøʃˈønø
şerti	ʃˈerti
Saglygy	θɑʁɫˈɯʁɯ
deňeşdirilende	dˌeŋeʃdˌirilˈenne
işewürler	ˌiʃœβˈørlœr
maslahatlar	mˌɑθɫɑxˈɑtɫɑr
tehnologiýalar	tˌehnoɫˌoɡijˈɑɫɑr
zolagynda	ðˌoɫoʁˈʊnno
zyýanyň	ðɯjˈɑnɯŋ
üstünlik	øθθˈønløk
dolandyrmak	dˌoɫonnʊrmˈɑq
döwrüniň	dœβrˈønøŋ
möçberleri	mˌœt͡ʃβœrlˈœri
nagt	nˈɑʁt
sergi	θˈerʁi
önümler	œnˈømlœr
şertlerinde	ʃˌertlerˈinne
gözegçilikde	ɡˌœðœʁt͡ʃølˈøkde
işlemek	ˌiːʃlemˈek
tutýar	tˈʊtjɑr
Owganystan	ˌoβʁonˈʊθθɑn
başlangyçlary	bˌɑʃɫɑnʁɯt͡ʃɫˈɑrɯ
eýeledi	ˌejelˈedi
geljek	ɡˈeld͡ʒek
guramalaryň	ɡˌʊromoɫˈɑrɯŋ
kompaniýalarynyň	qˌomponˌijɑɫɑrˈɯnɯŋ
