а	a
афинитет	afinǐteːt
афирмативан	âfirmatiːʋan
афирмативно	âfirmatiːʋno
афирмација	afirmǎːt͡sija
афирмиран	afǐrmiːraːn
афирмирати	afirmǐːrati
афоризам	aforǐzam
афорист	afǒrist
афористички	aforǐstit͡ʃkiː
африка	ǎfrika
африканац	afrikǎːnat͡s
африканизам	afrikanǐzam
африканизација	afrikanizǎːt͡sija
африканка	afrǐkaːnka
африкански	afrǐkaːnskiː
африката	afrikǎːta
афрички	ǎfrit͡ʃkiː
афродизијак	afrodǐzijak
ахат	âxaːt
ахбаб	ǎxbaːb
ахил	ǎxil
ахирет	ǎːxiret
ацетат	at͡sětaːt
ацетилен	at͡setǐleːn
ацетон	at͡sětoːn
ашенбехер	ǎʃenbexer
ашигџија	aʃǐɡd͡ʒija
ашик	ǎʃik
ашиклија	aʃǐklija
ашиклук	aʃǐkluk
ашиковати	ǎʃikoʋati
ађутант	ad͡ʑǔtant
ајам	ǎːjam
ајатолах	ajatǒlax
ајвар	ǎjʋaːr
ајде	ǎjde
ајкула	âjkula
ајме	ǎjme
ајмех	ǎjmex
ајмо	ǎjmo
аљамиадо	aʎamiado
аљаска	ǎʎaska
аљаски	ǎʎaskiː
аљкав	âʎkaʋ
аљкаво	âʎkaʋo
аџуван	ad͡ʒǔʋaːn
б	b
баба	bâba
бабилонски	bâbiloːnskiː
бабица	bâbit͡sa
бабо	bǎːbo
бабун	bǎbuːn
бабуна	bǎbuna
баварска	bǎʋaːrska
баварски	bǎʋarski
баварски	bǎʋarskiː
бавити	bâʋiti
багдад	bǎɡdaːd
багдадски	bǎɡdadskiː
багер	bǎːɡer
багрем	bǎɡrem
бадава	badǎʋa
бадањ	bǎdaɲ
бадем	bǎːdem
бадњак	bâdɲaːk
баждар	bǎʒdaːr
баждарити	baʒdǎːriti
база	bǎːza
базати	bǎːzati
базга	bǎzɡa
баздети	bǎzdeti
баздјети	bǎzdjeti
базен	bǎzeːn
базирати	bazǐːrati
бака	bǎːka
бакалар	bakǎlaːr
бакар	bǎkar
баклава	baklǎʋa
бакрен	bǎkren
бакрорез	bâkroreːz
бактати	bǎktati
бактериолог	bakteriǒloɡ
бактериологија	bakteriolǒɡija
бактериолошки	bakteriǒloʃkiː
бактерија	bǎkteːrija
баку	bǎku
бакшиш	bǎkʃiʃ
бакља	bâkʎa
бала	bâla
балав	bâlaʋ
балавац	bâlaʋat͡s
балавити	bâlaʋiti
балавица	bâlaʋit͡sa
балада	balǎːda
баланс	bǎlans
балансирати	balansǐːrati
баласт	bǎlast
балван	bǎlʋan
балега	balěːɡa
балега	bâleɡa
балегати	balěɡati
балерина	balerǐːna
балет	bǎleːt
балзам	bǎlzam
балзамирати	balzamǐːrati
балистика	balǐstika
балистички	balǐstitʃki
балистички	balǐstitʃkiː
балити	bâliti
балија	bǎlija
балкан	bǎlkaːn
балканац	balkǎːnat͡s
балканизирати	balkanizǐːrati
балкански	bǎlkaːnski
балкански	bǎlkaːnskiː
балкон	bǎlkoːn
балон	bǎloːn
балтик	bǎltik
балтички	bǎltit͡ʃkiː
балчак	bǎlt͡ʃak
бамбус	bǎmbus
бамбусов	bǎmbusoʋ
бамија	bǎmija
бан	bâːn
баналан	bǎnaːlan
банализирати	banalizǐːrati
банално	bǎnaːlno
баналност	banǎːlnoːst
банана	banǎːna
бангкок	bǎnɡkok
бангладеш	bǎnɡladeʃ
банда	bâːnda
бандера	banděːra
бандит	bǎndiːt
бандитски	bǎndiːtski
бандитски	bǎndiːtskiː
бандоглав	bandǒɡlaʋ
бандоглавост	bandǒɡlaʋoːst
банкар	bǎnkaːr
банкарски	bǎnkaːrskiː
банкет	bǎnkeːt
банкина	bankǐːna
банкнота	banknǒːta
банкрот	bǎnkroːt
банкротер	bankrǒteːr
банкротирати	bankrotǐːrati
банути	bǎnuti
банчити	bâːnt͡ʃiti
бар	bâr
бар	bâːr
бара	bâra
бараба	barǎba
барака	barǎka
баракуда	barakǔːda
баран	bǎran
баратати	barǎtati
барбадос	barbǎːdos
барбадоски	barbǎːdoskiː
барбар	bǎrbar
барбаризам	barbarǐzam
барбарски	bǎrbarski
барбарски	bǎrbarskiː
барбарство	bǎrbaːrstʋo
барбика	bǎrbika
барел	bǎrel
барем	bǎrem
барикада	barikǎːda
баритон	bǎritoːn
баритона	barǐtona
баријера	barijěːra
барка	bâːrka
барок	bǎrok
барокни	bǎrokniː
барометар	bârometar
барон	bǎroːn
барут	bǎːrut
барчица	bâːrt͡ʃit͡sa
баршун	bǎrʃuːn
баршунаст	bǎrʃunast
барјак	bǎrjaːk
барјактар	barjǎktaːr
барјактарити	barjaktǎːriti
бас	bâs
баск	bâsk
баскијски	bâskiːjski
баскијски	bâskiːjskiː
басна	bâsna
баснослован	bâsnosloːʋan
бат	bât
бат	bâːt
батак	bâtaːk
батаљун	batǎʎuːn
батерија	bǎteːrija
батина	bǎtina
батинати	batǐnati
батлија	bǎtlija
бауљати	baǔʎati
бахат	bâxat
бахатити	baxǎtiti
бахато	bǎxato
бахатост	bǎxatoːst
бахорити	bâxoriti
бахреин	bǎxrein
бахреински	baxreǐnskiː
бахт	bâxt
бацакати	bat͡sǎkati
бацати	bǎt͡sati
бацач	bǎt͡saːt͡ʃ
бацачица	bat͡sǎt͡ʃit͡sa
бацање	bǎt͡saːɲe
бацил	bǎt͡siːl
бацити	bǎːt͡siti
бачва	bât͡ʃʋa
бачвар	bât͡ʃʋaːr
бачка	bâːt͡ʃkaː
бачки	bâːt͡ʃkiː
баш	bâʃ
башта	bǎːʃta
баштина	bâʃtina
баштиник	bâʃtiniːk
баштинити	bâʃtiniti
баштиница	bâʃtinit͡sa
баштон	bǎʃtoːn
баштун	bǎʃtuːn
башча	bǎːʃt͡ʃa
башчаршија	bâʃt͡ʃarʃija
бајаги	bajǎɡi
бајам	bǎjam
бајан	bâːjan
бајат	bǎjat
бајати	bâjati
бајка	bâːjka
бајонет	bajǒneːt
бајонета	bajoněːta
бајослован	bâjosloːʋan
бајрам	bǎjram
бајрамовати	bǎjramoʋati
бајт	bâjt
бајта	bâːjta
бајунет	bajǔneːt
бајунета	bajuněːta
баљезгати	baʎězɡati
бањ	bâɲ
бања	bâɲa
бањати	bâɲati
бањица	bâɲit͡sa
баћа	bǎːt͡ɕa
баџа	bǎːd͡ʒa
бдети	bdêti
бдјети	bdjêti
беатификација	beatifikǎːt͡sija
беба	běːba
беванда	běʋaːnda
бегати	bêɡati
беглајтер	beɡlǎjter
бегунац	beɡǔːnat͡s
бедак	bědaːk
бедан	bêːdan
бедаст	bêdast
бедастоћа	bedastǒt͡ɕa
бедем	bědem
бединерица	bedǐːnerit͡sa
бедник	bêːdniːk
бедно	bêːdno
бедро	bědro
бедуин	bedǔiːn
бежати	běʒati
беженство	běʒeːnstʋo
беживотан	bêʒiʋotan
без	bêz
безазлен	bezǎzlen
безазлено	bezǎzleno
безазленост	bezǎzlenoːst
безаконит	bezǎːkonit
безаконито	bezǎːkonito
безакоње	bezǎːkoɲe
безалкохолан	bězalkoxoːlan
безбедност	bězbednôːst
безбожан	bězboʒan
безбожац	bězboʒat͡s
безбожник	bězboʒniːk
безбожница	bězboʒnit͡sa
безбожнички	bězboʒnit͡ʃki
безбожнички	bězboʒnit͡ʃkiː
безбожништво	bězboʒniːʃtʋo
безбожно	bězboʒno
безбожност	bězboʒnoːst
безбожје	bězboːʒje
безболан	bězboːlan
безболно	bězboːlno
безболност	bězboːlnoːst
безбоштво	bězboʃtʋo
безбојан	bêzboːjan
безбојно	bêzboːjno
безбојност	bêzboːjnoːst
безбрижан	bězbriʒan
безбрижно	bězbriʒno
безбрижност	bězbriʒnoːst
безброј	bězbroːj
безбројан	bězbroːjan
безвезан	bězʋezan
безвезно	bězʋezno
безверан	bězʋeːran
безверац	bězʋerat͡s
безверница	bězʋeːrnit͡sa
безвлашће	bězʋlaːʃt͡ɕe
безвлађе	bězʋlaːd͡ʑe
безводан	bězʋodan
безвоља	bězʋoʎa
безвољан	bêzʋoːʎan
безвољно	bězʋoːʎno
безвредан	bêzʋredan
безвредно	bêzʋredno
безвремен	bězʋremen
безвременост	bězʋremenoːst
безвременски	bězʋremenskiː
безвриједан	bêzʋrijedan
безвриједно	bêzʋrjedno
безвјеран	bězʋjeːran
безвјерац	bězʋjerat͡s
безвјерница	bězʋjeːrnit͡sa
безглав	bězɡlaʋ
безглаво	bězɡlaʋo
безглавост	bězɡlaʋoːst
безгласан	bězɡlasan
безгласно	bězɡlasno
безготовински	bezɡotǒʋiːnskiː
безграничан	bêzɡranit͡ʃan
безгранично	bêzɡranit͡ʃno
безграничност	bêzɡranit͡ʃnoːst
безгрешан	bězɡreʃan
безгрешно	bězɡreʃno
бездан	bězdan
бездимни	bězdimniː
бездушан	bězduʃan
бездушно	bězduʃno
бездушност	bězduʃnoːst
беземљаш	bezěmʎaːʃ
безидејан	bêzideːjan
безидејно	bêzideːjno
безидејност	beziděːjnoːst
безизгледан	bêzizɡleːdan
безизгледно	bêzizɡleːdno
безизгледност	bezizɡlěːdnoːst
безизлазан	bêzizlazan
безизлазно	bêzizlazno
безизлазност	bêzizlaznoːst
безизниман	bêzizniːman
безизнимно	bêzizniːmno
безизражајан	bêzizraʒaːjan
безизражајно	bêzizraʒaːjno
безизразно	bêzizraːzno
безимен	bězimen
безимено	bězimeno
безименост	bězimenoːst
безличан	bězlit͡ʃan
безлично	bězlit͡ʃno
безличност	bězlit͡ʃnoːst
безмало	bězmalo
безнадан	běznadan
безнадно	běznadno
безнадност	běznadnoːst
безначајан	bêznat͡ʃaːjan
безначајно	bêznat͡ʃaːjno
безначајност	beznat͡ʃǎːjnoːst
безнађе	běznaːd͡ʑe
безобзиран	bêzobziːran
безобзирно	bêzobziːrno
безобзирност	bezobzǐːrnoːst
безобразан	bezǒbrazan
безобразлук	bezobrǎzluk
безобразник	bezǒbrazniːk
безобразница	bezǒbraznit͡sa
безобразност	bezǒbraznoːst
безобраштина	bezobrǎʃtina
безопасан	bêzopaːsan
безопасност	bêzopaːsnoːst
безосећајан	bêzoset͡ɕaːjan
безосећајно	bêzoset͡ɕaːjno
безосећајност	bezoset͡ɕǎːjnoːst
безосјећајан	bêzosjet͡ɕaːjan
безосјећајно	bêzosjet͡ɕaːjno
безосјећајност	bezosjet͡ɕǎːjnoːst
безочан	bězot͡ʃan
безразложан	bezrǎːzloʒan
безразложно	bezrǎːzloʒno
безразложност	bezrǎːzloʒnoːst
безрезерван	bezrězeːrʋan
безуб	bězub
безуман	bězuːman
безумник	bězuːmniːk
безумно	bězuːmno
безумност	bězuːmnoːst
безумље	bězuːmʎe
безуспех	bêzuspex
безуспешан	bezǔspeʃan
безуспешно	bezǔspeʃno
безуспешност	bezǔspeʃnoːst
безуспјех	bêzuspjex
безуспјешан	bezǔspjeʃan
безуспјешно	bezǔspjeʃno
безуспјешност	bezǔspjeʃnoːst
безјак	bêzjaːk
бекати	běːkati
бекетати	bekětati
бекнути	běːknuti
бекство	běkstʋo
бекхенд	bêkxend
бел	bêːl
бела	bêla
беланце	belǎːnt͡se
беланчевина	belǎːnt͡ʃeʋina
беласати	belǎsati
беласнути	belǎsnuti
белац	běːlat͡s
белај	bělaːj
белањак	belǎːɲak
белгија	běːlɡija
белгијанац	belɡijǎːnat͡s
белгијски	bělɡiːjski
белгијски	bělɡiːjskiː
белег	běleɡ
бележити	běleʒiti
бележница	běleʒnit͡sa
белети	běːleti
белетристика	beletrǐstika
белешка	běleʃka
белило	bělilo
белина	belǐna
белити	běːliti
белихтати	belǐxtati
белкиња	bêlkiɲa
белорусија	belorǔsija
белоруски	bêloruskiː
бенгалски	běnɡaːlski
бенгалски	běnɡaːlskiː
бенд	bênd
беневолентан	beneʋolěntan
бенедиктински	benedǐktiːnskiː
бенефиција	benefǐːt͡sija
бензен	běnzeːn
бензин	běnziːn
бениган	běniːɡan
бенигно	běniːɡno
бенин	bênin
бео	bêo
београд	bêoɡrad
београдски	bêoɡradskiː
београђанин	bêoɡrad͡ʑanin
београђанка	bêoɡrad͡ʑaːnka
београђански	bêoɡrad͡ʑanskiː
беоција	beǒt͡sija
берач	běraːt͡ʃ
берачица	berǎt͡ʃit͡sa
берба	běrba
бербер	běrber
берберски	běrberskiː
берза	bêrza
берил	běriːl
берилиј	běriːlij
берилијум	běriːlijum
берлин	běrliːn
берлинац	berlǐːnat͡s
берлински	běrliːnskiː
берн	bêːrn
бес	bêːs
бесавесно	besǎːʋesno
бесавестан	besǎːʋestan
бесавјесно	besǎːʋjesno
бесавјестан	besǎːʋjestan
бесадржајан	bêsadrʒaːjan
бесадржајно	bêsadrʒaːjno
бесан	běsan
бесан	běːsan
бесвесно	bêsʋesno
бесвесност	běsʋesnoːst
бесвест	bêsʋeːst
бесвестан	bêsʋestan
бесвијест	bêsʋijeːst
бесвјесно	bêsʋjesno
бесвјесност	běsʋjesnoːst
бесвјестан	bêsʋjestan
беседа	běseda
беседити	běsediti
бескаматни	běskamatniː
бескарактеран	beskarǎkteːran
