ก.	kɔː˧
กษัตรี	ka˨˩.sat̚˨˩.triː˧
กษัตรีย์	ka˨˩.sat̚˨˩.triː˧
กษาปณ์	ka˨˩.saːp̚˨˩
กษีร	ka˨˩.siː˩˩˦.raʔ˦˥
กษีระ	ka˨˩.siː˩˩˦.raʔ˦˥
กษีรามพุ	ka˨˩.siː˩˩˦.raːm˧.pʰuʔ˦˥
กษีรารณพ	ka˨˩.siː˩˩˦.raː˧.ra˦˥.nop̚˦˥
กสิ	ka˨˩.siʔ˨˩
กสิกร	ka˨˩.si˨˩.kɔːn˧
กสิกรรม	ka˨˩.si˨˩.kam˧
กอ	kɔː˧
กอก	kɔːk̚˨˩
กอง	kɔːŋ˧
กองกำลัง	kɔːŋ˧.kam˧.laŋ˧
กองทัพ	kɔːŋ˧.tʰap̚˦˥
กองทัพบก	kɔːŋ˧.tʰap̚˦˥.bok̚˨˩
กองทัพมด	kɔːŋ˧.tʰap̚˦˥.mot̚˦˥
กองทัพเดินด้วยท้อง	kɔːŋ˧.tʰap̚˦˥.dɤːn˧.dua̯j˥˩.tʰɔːŋ˦˥
กองทัพเรือ	kɔːŋ˧.tʰap̚˦˥.rɯa̯˧
กองทุน	kɔːŋ˧.tʰun˧
กองพล	kɔːŋ˧.pʰon˧
กองมรดก	kɔːŋ˧.mɔː˧.ra˦˥.dok̚˨˩
กองหนุน	kɔːŋ˧.nun˩˩˦
กองเรือ	kɔːŋ˧.rɯa̯˧
กอด	kɔːt̚˨˩
กอดเก้าอี้	kɔːt̚˨˩.kaw˥˩.ʔiː˥˩
กอบ	kɔːp̚˨˩
กอปร	kɔːp̚˨˩
กอริลลา	kɔː˧.ril˧.laː˥˩,kɔː˧.rin˧.laː˥˩
กอลลัม	kɔn˧.lam˥˩
กอล์ฟ	kɔːf˦˥,kɔːp̚˦˥
กะ	kaʔ˨˩
กะจั๊ว	ka˨˩.t͡ɕua̯˦˥,ka˨˩.t͡ɕua̯ʔ˦˥
กะตือรือร้น	ka˨˩.tɯː˧.rɯː˧.ron˦˥
กะตือรือล้น	ka˨˩.tɯː˧.rɯː˧.lon˦˥
กะทะ	ka˨˩.tʰaʔ˦˥
กะทัดรัด	ka˨˩.tʰat̚˦˥.rat̚˦˥
กะทันหัน	ka˨˩.tʰan˧.han˩˩˦
กะทิ	ka˨˩.tʰiʔ˦˥,ka˧.tʰiʔ˦˥
กะบัง	ka˨˩.baŋ˧
กะบังลม	ka˨˩.baŋ˧.lom˧
กะปิ	ka˨˩.piʔ˨˩
กะพริบ	ka˨˩.pʰrip̚˦˥
กะพรุน	ka˨˩.pʰrun˧
กะรุน	ka˨˩.run˧
กะละปังหา	ka˨˩.la˦˥.paŋ˧.haː˩˩˦
กะละแม	ka˨˩.la˦˥.mɛː˧
กะลา	ka˨˩.laː˧
กะลาธิปไตย	ka˨˩.laː˧.tʰi˦˥.pa˨˩.taj˧
กะลาสี	ka˨˩.laː˧.siː˩˩˦
กะลาแลนด์	ka˨˩.laː˧.lɛːn˧
กะลาโหม	ka˨˩.laː˧.hoːm˩˩˦
กะหรี่	ka˨˩.riː˨˩
กะหรี่ปั๊บ	ka˨˩.riː˨˩.pap̚˦˥
กะหล่ำ	ka˨˩.lam˨˩
กะหล่ำดาว	ka˨˩.lam˨˩.daːw˧
กะหล่ำปลี	ka˨˩.lam˨˩.pliː˧
กะเทย	ka˨˩.tʰɤːj˧
กะเพรา	ka˨˩.pʰraw˧
กะเรียน	ka˨˩.ria̯n˧
กะเหรี่ยง	ka˨˩.ria̯ŋ˨˩
กะเอว	ka˨˩.ʔeːw˧
กะโถน	ka˨˩.tʰoːn˩˩˦
กะโหลก	ka˨˩.loːk̚˨˩
กะได	ka˨˩.daj˧
กัก	kak̚˨˩
กักกัน	kak̚˨˩.kan˧
กักขฬะ	kak̚˨˩.kʰa˨˩.laʔ˨˩
กักขัง	kak̚˨˩.kʰaŋ˩˩˦
กังฉิน	kaŋ˧.t͡ɕʰin˩˩˦
กังฟู	kaŋ˧.fuː˧
กังวล	kaŋ˧.won˧
กังวาน	kaŋ˧.waːn˧
กังหัน	kaŋ˧.han˩˩˦
กังหันน้ำ	kaŋ˧.han˩˩˦.naːm˦˥
กังหันลม	kaŋ˧.han˩˩˦.lom˧
กังหันไอน้ำ	kaŋ˧.han˩˩˦.ʔaj˧.naːm˦˥
กังไส	kaŋ˧.saj˩˩˦
กัญชา	kan˧.t͡ɕʰaː˧
กัณฑ์	kan˧
กัด	kat̚˨˩
กัดกร่อน	kat̚˨˩.krɔn˨˩
กัน	kan˧
กันกระสุน	kan˧.kra˨˩.sun˩˩˦
กันชน	kan˧.t͡ɕʰon˧
กันดาร	kan˧.daː˧.ra˦˥.,kan˧.daːn˧.,kan˧.daːn˧
กันดารวิถี	kan˧.daː˧.ra˦˥.wi˦˥.tʰiː˩˩˦,kan˧.daːn˧.wi˦˥.tʰiː˩˩˦
กันดาล	kan˧.daːn˧
กันตรึม	kan˧.trɯm˧
กันนฑะ	kan˧.na˦˥.tʰaʔ˦˥
กันยา	kan˧.jaː˧
กันยายน	kan˧.jaː˧.jon˧
กันย์	kan˧
กันสาด	kan˧.saːt̚˨˩
กันและกัน	kan˧.lɛʔ˦˥.kan˧
กับ	kap̚˨˩
กับข้าว	kap̚˨˩.kʰaːw˥˩
กับดัก	kap̚˨˩.dak̚˨˩
กับระเบิด	kap̚˨˩.ra˦˥.bɤːt̚˨˩
กับแกล้ม	kap̚˨˩.klɛːm˥˩
กัมพูชา	kam˧.pʰuː˧.t͡ɕʰaː˧
กัมพูชาธิบดี	kam˧.pʰuː˧.t͡ɕʰaː˧.tʰip̚˦˥.bɔː˧.diː˧,kam˧.pʰuː˧.t͡ɕʰaː˧.tʰi˦˥.bɔː˧.diː˧
กัลบก	kan˧.la˦˥.bok̚˨˩
กัลปังหา	kan˧.la˦˥.paŋ˧.haː˩˩˦
กัลปาวสาน	kan˧.la˦˥.paː˧.wa˦˥.saːn˩˩˦
กัลยาณี	kan˧.la˦˥.jaː˧.niː˧
กัวลาลัมเปอร์	kua̯˧.laː˧.lam˧.pɤː˧
กัวเตมาลา	kua̯˧.teː˧.maː˧.laː˧
กัศมีร์	kat̚˨˩.sa˨˩.miː˩˩˦
กั่น	kan˨˩
กั้ง	kaŋ˥˩
กั้น	kan˥˩
กา	kaː˧
กาก	kaːk̚˨˩,kaː˧.ka˨˩.
กากกะรุน	kaːk̚˨˩.ka˨˩.run˧
กากน้ำตาล	kaːk̚˨˩.naːm˦˥.taːn˧
กากบาท	kaː˧.ka˨˩.baːt̚˨˩
กากรุน	kaːk̚˨˩.run˧
กากี	kaː˧.kiː˧
กากเพชร	kaːk̚˨˩.pʰet̚˦˥
กาง	kaːŋ˧
กางเกง	kaːŋ˧.keːŋ˧
กางเกงขาสั้น	kaːŋ˧.keːŋ˧.kʰaː˩˩˦.san˥˩
กางเกงใน	kaːŋ˧.keːŋ˧.naj˧
กางเขน	kaːŋ˧.kʰeːn˩˩˦
กาชาด	kaː˧.t͡ɕʰaːt̚˥˩
กาญจนบุรี	kaːn˧.t͡ɕa˨˩.na˦˥.bu˨˩.riː˧
กาญจนาภิเษก	kaːn˧.t͡ɕa˨˩.naː˧.pʰi˦˥.seːk̚˨˩
กาฐมาณฑุ	kaːt̚˨˩.maːn˧.duʔ˨˩
กาด	kaːt̚˨˩
กาตาร์	kaː˧.taː˥˩
กาตาลุญญา	kaː˧.taː˧.lun˧.jaː˥˩
กานต์	kaːn˧
กานท์	kaːn˧
กานพลู	kaːn˧.pʰluː˧
กานา	kaː˧.naː˥˩
กาบ	kaːp̚˨˩
กาบหอยแครง	kaːp̚˨˩.hɔj˩˩˦.kʰrɛːŋ˧
กาบอง	kaː˧.bɔŋ˧
กาบูเวร์ดี	kaː˧.buː˧.weː˧.diː˧
กาฝาก	kaː˧.faːk̚˨˩
กาม	kaːm˧
กามโรค	kaːm˧.ma˦˥.roːk̚˥˩
กาย	kaːj˧,kaːj˧.ja˦˥.
กายกรรม	kaːj˧.ja˦˥.kam˧
กายวิภาคศาสตร์	kaːj˧.wi˦˥.pʰaːk̚˥˩.kʰa˦˥.saːt̚˨˩
กายอานา	kaːj˧.ʔaː˧.naː˥˩
การ	kaːn˧
การก	kaː˧.rok̚˦˥
การกด	kaːn˧.kot̚˨˩
การกบฏ	kaːn˧.ka˨˩.bot̚˨˩
การกรรโชก	kaːn˧.kan˧.t͡ɕʰoːk̚˥˩
การกรอก	kaːn˧.krɔːk̚˨˩
การกรอง	kaːn˧.krɔːŋ˧
การกระจัด	kaːn˧.kra˨˩.t͡ɕat̚˨˩
การกระทำ	kaːn˧.kra˨˩.tʰam˧
การกระพริบ	kaːn˧.kra˨˩.pʰrip̚˦˥
การกระโชก	kaːn˧.kra˨˩.t͡ɕʰoːk̚˥˩
การกราบ	kaːn˧.kraːp̚˨˩
การกลัวดอกพิกุลจะร่วง	kaːn˧.klua̯˧.dɔːk̚˨˩.pʰi˦˥.kun˧.t͡ɕa˨˩.rua̯ŋ˥˩
การกลายพันธุ์	kaːn˧.klaːj˧.pʰan˧
การกลืน	kaːn˧.klɯːn˧
การกอด	kaːn˧.kɔːt̚˨˩
การกะ	kaːn˧.kaʔ˨˩
การกะพริบ	kaːn˧.ka˨˩.pʰrip̚˦˥
การกัด	kaːn˧.kat̚˨˩
การกัดกร่อน	kaːn˧.kat̚˨˩.krɔn˨˩
การกำกับ	kaːn˧.kam˧.kap̚˨˩
การกำราบ	kaːn˧.kam˧.raːp̚˨˩
การกำหนด	kaːn˧.kam˧.not̚˨˩
การกิน	kaːn˧.kin˧
การกินเด็ก	kaːn˧.kin˧.dek̚˨˩
การกินใจ	kaːn˧.kin˧.t͡ɕaj˧
การกีดขวาง	kaːn˧.kiːt̚˨˩.kʰwaːŋ˩˩˦
การก่อการร้าย	kaːn˧.kɔː˨˩.kaːn˧.raːj˦˥
การก่อสร้าง	kaːn˧.kɔː˨˩.saːŋ˥˩
การขอทาน	kaːn˧.kʰɔː˩˩˦.tʰaːn˧
การขัดกันด้วยอาวุธ	kaːn˧.kʰat̚˨˩.kan˧.dua̯j˥˩.ʔaː˧.wut̚˦˥
การขัดกันแห่งผลประโยชน์	kaːn˧.kʰat̚˨˩.kan˧.hɛŋ˨˩.pʰon˩˩˦.pra˨˩.joːt̚˨˩
การขัดขวาง	kaːn˧.kʰat̚˨˩.kʰwaːŋ˩˩˦
การขัดแย้ง	kaːn˧.kʰat̚˨˩.jɛːŋ˦˥
การขัน	kaːn˧.kʰan˩˩˦
การขาย	kaːn˧.kʰaːj˩˩˦
การขำ	kaːn˧.kʰam˩˩˦
การขี้	kaːn˧.kʰiː˥˩
การขุด	kaːn˧.kʰut̚˨˩
การขโมย	kaːn˧.kʰa˨˩.moːj˧
การข่มขืน	kaːn˧.kʰom˨˩.kʰɯːn˩˩˦
การข่มขืนกระทำชำเรา	kaːn˧.t͡ɕʰom˥˩.kʰɯːn˩˩˦.kra˨˩.tʰam˧.t͡ɕʰam˧.raw˧
การคน	kaːn˧.kʰon˧
การครอบครอง	kaːn˧.kʰrɔːp̚˥˩.kʰrɔːŋ˧
การคร่า	kaːn˧.kʰraː˥˩
การคลาน	kaːn˧.kʰlaːn˧
การควง	kaːn˧.kʰua̯ŋ˧
การควบคุม	kaːn˧.kʰua̯p̚˥˩.kʰum˧
การควบแน่น	kaːn˧.kʰua̯p̚˥˩.nɛn˥˩
การคว่ำบาตร	kaːn˧.kʰwam˥˩.baːt̚˨˩
การคอย	kaːn˧.kʰɔːj˧
การคอร์รัปชัน	kaːn˧.kʰɔː˧.rap̚˦˥.t͡ɕʰan˥˩
การคัดเลือกโดยธรรมชาติ	kaːn˧.kʰat̚˦˥.lɯa̯k̚˥˩.doːj˧.tʰam˧.ma˦˥.t͡ɕʰaːt̚˥˩
การคำนวณ	kaːn˧.kʰam˧.nua̯n˧
การคืน	kaːn˧.kʰɯːn˧
การคูณ	kaːn˧.kʰuːn˧
การค้า	kaːn˧.kʰaː˦˥
การค้าประเวณี	kaːn˧.kʰaː˦˥.pra˨˩.weː˧.niː˧
การค้ามนุษย์	kaːn˧.kʰaː˦˥.ma˦˥.nut̚˦˥
การฆ่า	kaːn˧.kʰaː˥˩
การฆ่าช้างเอางา	kaːn˧.kʰaː˥˩.t͡ɕʰaːŋ˦˥.ʔaw˧.ŋaː˧
การฆ่าตัดตอน	kaːn˧.kʰaː˥˩.tat̚˨˩.tɔːn˧
การฆ่าตัวตาย	kaːn˧.kʰaː˥˩.tua̯˧.taːj˧
การฆ่าปิดปาก	kaːn˧.kʰaː˥˩.pit̚˨˩.paːk̚˨˩
การฆ่าฟัน	kaːn˧.kʰaː˥˩.fan˧
การฆ่าล้างเผ่าพันธุ์	kaːn˧.kʰaː˥˩.laːŋ˦˥.pʰaw˨˩.pʰan˧
การงด	kaːn˧.ŋot̚˦˥
การงาน	kaːn˧.ŋaːn˧
การจบการศึกษา	kaːn˧.t͡ɕop̚˨˩.kaːn˧.sɯk̚˨˩.saː˩˩˦
การจบเห่	kaːn˧.t͡ɕop̚˨˩.heː˨˩
การจมปลัก	kaːn˧.t͡ɕom˧.plak̚˨˩
การจลาจล	kaːn˧.t͡ɕa˨˩.laː˧.t͡ɕon˧
การจอง	kaːn˧.t͡ɕɔːŋ˧
การจองกฐิน	kaːn˧.t͡ɕɔːŋ˧.ka˨˩.tʰin˩˩˦
การจัดการ	kaːn˧.t͡ɕat̚˨˩.kaːn˧
การจัดแจง	kaːn˧.t͡ɕat̚˨˩.t͡ɕɛːŋ˧
การจับ	kaːn˧.t͡ɕap̚˨˩
การจับผิด	kaːn˧.t͡ɕap̚˨˩.pʰit̚˨˩
การจำลอง	kaːn˧.t͡ɕam˧.lɔːŋ˧
การจีบ	kaːn˧.t͡ɕiːp̚˨˩
การจูบ	kaːn˧.t͡ɕuːp̚˨˩
การจ่าย	kaːn˧.t͡ɕaːj˨˩
การฉลอง	kaːn˧.t͡ɕʰa˨˩.lɔːŋ˩˩˦
การฉัน	kaːn˧.t͡ɕʰan˩˩˦
การฉิบหาย	kaːn˧.t͡ɕʰip̚˦˥.haːj˩˩˦,kaːn˧.t͡ɕʰip̚˨˩.haːj˩˩˦
การฉ้อราษฎร์บังหลวง	kaːn˧.t͡ɕʰɔː˥˩.raːt̚˥˩.baŋ˧.lua̯ŋ˩˩˦
การฉ้อโกง	kaːn˧.t͡ɕʰɔː˥˩.koːŋ˧
การชง	kaːn˧.t͡ɕʰoŋ˧
การชนะ	kaːn˧.t͡ɕʰa˦˥.naʔ˦˥
การชยันโต	kaːn˧.t͡ɕʰa˦˥.jan˧.toː˧
การชอบ	kaːn˧.t͡ɕʰɔːp̚˥˩
การชัก	kaːn˧.t͡ɕʰak̚˦˥
การชักใย	kaːn˧.t͡ɕʰak̚˦˥.jaj˧
การชันสูตรพลิกศพ	kaːn˧.t͡ɕʰan˧.na˦˥.suːt̚˨˩.pʰlik̚˦˥.sop̚˨˩
การชั่ง	kaːn˧.t͡ɕʰaŋ˥˩
การชำระ	kaːn˧.t͡ɕʰam˧.raʔ˦˥
การชิง	kaːn˧.t͡ɕʰiŋ˧
การชิงทรัพย์	kaːn˧.t͡ɕʰiŋ˧.sap̚˦˥
การชี้แจง	kaːn˧.t͡ɕʰiː˦˥.t͡ɕɛːŋ˧
การชุมนุม	kaːn˧.t͡ɕʰum˧.num˧
การช่วยตัวเอง	kaːn˧.t͡ɕʰua̯j˥˩.tua̯˧.ʔeːŋ˧
การซัดทอด	kaːn˧.sat̚˦˥.tʰɔːt̚˥˩
การซุ่ม	kaːn˧.sum˥˩
การซ่อน	kaːn˧.sɔːn˥˩
การณ์	kaːn˧
การดม	kaːn˧.dom˧
การดอง	kaːn˧.dɔːŋ˧
การดาวน์โหลด	kaːn˧.daːw˧.loːt̚˨˩
การดำเนิน	kaːn˧.dam˧.nɤːn˧
การดำเนินคดีแบบกลุ่ม	kaːn˧.dam˧.nɤːn˧.kʰa˦˥.diː˧.bɛːp̚˨˩.klum˨˩
การดื่ม	kaːn˧.dɯːm˨˩
การดู	kaːn˧.duː˧
การดูหมิ่น	kaːn˧.duː˧.min˨˩
การดูหมิ่นซึ่งหน้า	kaːn˧.duː˧.min˨˩.sɯŋ˥˩.naː˥˩
การดูแล	kaːn˧.duː˧.lɛː˧
การตลาด	kaːn˧.ta˨˩.laːt̚˨˩
การตอนกิ่ง	kaːn˧.tɔːn˧.kiŋ˨˩
การตะแบง	kaːn˧.ta˨˩.bɛːŋ˧
การตะโกน	kaːn˧.ta˨˩.koːn˧
การตัดมิให้รับมรดก	kaːn˧.tat̚˨˩.mi˦˥.haj˥˩.rap̚˦˥.mɔː˧.ra˦˥.dok̚˨˩
การตั้งตัว	kaːn˧.taŋ˥˩.tua̯˧
การตาม	kaːn˧.taːm˧
การติดเชื้อ	kaːn˧.tit̚˨˩.t͡ɕʰɯa̯˦˥
การติ่ง	kaːn˧.tiŋ˨˩
การต่อ	kaːn˧.tɔː˨˩
การต่อยอด	kaːn˧.tɔː˨˩.jɔːt̚˥˩
การต่อรอง	kaːn˧.tɔː˨˩.rɔːŋ˧
การต่อสู้	kaːn˧.tɔː˨˩.suː˥˩
การต้ม	kaːn˧.tom˥˩
การถลอก	kaːn˧.tʰa˨˩.lɔːk̚˨˩
การถวาย	kaːn˧.tʰa˨˩.waːj˩˩˦
การถวายพระพร	kaːn˧.tʰa˨˩.waːj˩˩˦.pʰra˦˥.pʰɔːn˧
การถีบ	kaːn˧.tʰiːp̚˨˩
การถึงแก่กรรม	kaːn˧.tʰɯŋ˩˩˦.kɛː˨˩.kam˧
การถึงแก่ความตาย	kaːn˧.tʰɯŋ˩˩˦.kɛː˨˩.kʰwaːm˧.taːj˧
การถ่ายภาพ	kaːn˧.tʰaːj˨˩.pʰaːp̚˥˩
การทดรอง	kaːn˧.tʰot̚˦˥.rɔːŋ˧
การทดลอง	kaːn˧.tʰot̚˦˥.lɔːŋ˧
การทรมาน	kaːn˧.tʰɔː˧.ra˦˥.maːn˧
การทราบ	kaːn˧.saːp̚˥˩
การทอดพระเนตร	kaːn˧.tʰɔːt̚˥˩.pʰra˦˥.neːt̚˥˩
การทักทาย	kaːn˧.tʰak̚˦˥.tʰaːj˧
การทา	kaːn˧.tʰaː˧
การทาน	kaːn˧.tʰaːn˧
การทำความสะอาด	kaːn˧.tʰam˧.kʰwaːm˧.sa˨˩.ʔaːt̚˨˩
การทำนาบนหลังคน	tʰam˧.naː˧.bon˧.laŋ˩˩˦.kʰon˧
การทำมาหากิน	kaːn˧.tʰam˧.maː˧.haː˩˩˦.kin˧
การทำอาหาร	kaːn˧.tʰam˧.ʔaː˧.haːn˩˩˦
การทำแท้ง	kaːn˧.tʰam˧.tʰɛŋ˦˥
การทุจริต	kaːn˧.tʰut̚˦˥.t͡ɕa˨˩.rit̚˨˩
การทุ่มตลาด	kaːn˧.tʰum˥˩.ta˨˩.laːt̚˨˩
การทูต	kaːn˧.tʰuːt̚˥˩
การท่องเที่ยว	kaːn˧.tʰɔŋ˥˩.tʰia̯w˥˩
การท้า	kaːn˧.tʰaː˦˥
การท้าทาย	kaːn˧.tʰaː˦˥.tʰaːj˧
การนฤพาน	kaːn˧.na˦˥.rɯ˦˥.pʰaːn˧
การนวด	kaːn˧.nua̯t̚˥˩
การนอน	kaːn˧.nɔːn˧
การนัด	kaːn˧.nat̚˦˥
การนัดพร้อม	kaːn˧.nat̚˦˥.pʰrɔːm˦˥
การนัดยิ้ม	kaːn˧.nat̚˦˥.jim˦˥
การนัดหมาย	kaːn˧.nat̚˦˥.maːj˩˩˦
การนับ	kaːn˧.nap̚˦˥
การนั่ง	kaːn˧.naŋ˥˩
การนั่งเทียน	kaːn˧.naŋ˥˩.tʰia̯n˧
การนำไฟฟ้า	kaːn˧.nam˧.faj˧.faː˦˥
การนิพพาน	kaːn˧.nip̚˦˥.pʰaːn˧
การนิมิต	kaːn˧.ni˦˥.mit̚˦˥
การนิยาม	kaːn˧.ni˦˥.jaːm˧
การนิรมิต	kaːn˧.ni˦˥.ra˦˥.mit̚˦˥
การบรรทม	kaːn˧.ban˧.tʰom˧
การบริการ	kaːn˧.bɔː˧.ri˦˥.kaːn˧
การบริจาค	kaːn˧.bɔː˧.ri˦˥.t͡ɕaːk̚˨˩
การบริบาล	kaːn˧.bɔː˧.ri˦˥.baːn˧
การบริหาร	kaːn˧.bɔː˧.ri˦˥.haːn˩˩˦
การบล็อก	kaːn˧.blɔk̚˦˥
การบวก	kaːn˧.bua̯k̚˨˩
การบวช	kaːn˧.bua̯t̚˨˩
การบังคม	kaːn˧.baŋ˧.kʰom˧
การบังคับใช้	kaːn˧.baŋ˧.kʰap̚˦˥.t͡ɕʰaj˦˥
การบัญชี	kaːn˧.ban˧.t͡ɕʰiː˧
การบาน	kaːn˧.baːn˧
การบิน	kaːn˧.bin˧
การบีบคั้น	kaːn˧.biːp̚˨˩.kʰan˦˥
การบุกรุก	kaːn˧.buk̚˨˩.ruk̚˦˥
การบูร	kaː˧.ra˦˥.buːn˧
การบ่อน	kaːn˧.bɔn˨˩
การบ้าน	kaːn˧.baːn˥˩
การปกครอง	kaːn˧.pok̚˨˩.kʰrɔːŋ˧
การปกป้อง	kaːn˧.pok̚˨˩.pɔŋ˥˩
การปฏิบัติ	kaːn˧.pa˨˩.ti˨˩.bat̚˨˩
การปฏิรูป	kaːn˧.pa˨˩.ti˨˩.ruːp̚˥˩
การปฏิวัติ	kaːn˧.pa˨˩.ti˨˩.wat̚˦˥,kaːn˧.pa˧.ti˧.wat̚˦˥,kaːn˧.pa˨˩.ti˧.wat̚˦˥
การประกัน	kaːn˧.pra˨˩.kan˧
การประชวร	kaːn˧.pra˨˩.t͡ɕʰua̯n˧
การประชาสัมพันธ์	kaːn˧.pra˨˩.t͡ɕʰaː˧.sam˩˩˦.pʰan˧
การประชุม	kaːn˧.pra˨˩.t͡ɕʰum˧
การประชุมสุดยอด	kaːn˧.pra˨˩.t͡ɕʰum˧.sut̚˨˩.jɔːt̚˥˩
การประณาม	kaːn˧.pra˨˩.naːm˧
การประทาน	kaːn˧.pra˨˩.tʰaːn˧
การประนาม	kaːn˧.pra˨˩.naːm˧
การประพฤติ	kaːn˧.pra˨˩.pʰrɯt̚˦˥
การประมวลกฎหมาย	kaːn˧.pra˨˩.mua̯n˧.kot̚˨˩.maːj˩˩˦
การประมาณ	kaːn˧.pra˨˩.maːn˧
การประสูติ	kaːn˧.pra˨˩.suːt̚˨˩
การประหาร	kaːn˧.pra˨˩.haːn˩˩˦
การประหารชีวิต	kaːn˧.pra˨˩.haːn˩˩˦.t͡ɕʰiː˧.wit̚˦˥
การประเคน	kaːn˧.pra˨˩.kʰeːn˧
การประเชิญ	kaːn˧.pra˨˩.t͡ɕʰɤːn˧
การประเวณี	kaːn˧.pra˨˩.weː˧.niː˧
การปรับตัว	kaːn˧.prap̚˨˩.tua̯˧
การปรับปรุง	kaːn˧.prap̚˨˩.pruŋ˧
การปรากฏ	kaːn˧.praː˧.kot̚˨˩
การปลงพระชนม์	kaːn˧.ploŋ˧.pʰra˦˥.t͡ɕʰon˧
การปลดแอก	kaːn˧.plot̚˨˩.ʔɛːk̚˨˩
การปลูก	kaːn˧.pluːk̚˨˩
การปล้นทรัพย์	kaːn˧.plon˥˩.sap̚˦˥
การปัดฝุ่น	kaːn˧.pat̚˨˩.fun˨˩
การปั่น	kaːn˧.pan˨˩
การปั้น	kaːn˧.pan˥˩
การปิดสวิตช์	kaːn˧.pit̚˨˩.sa˨˩.wit̚˦˥
การปิดหีบ	kaːn˧.pit̚˨˩.hiːp̚˨˩
การป่วย	kaːn˧.pua̯j˨˩
การป้อง	kaːn˧.pɔŋ˥˩
การผงก	kaːn˧.pʰa˨˩.ŋok̚˨˩
การผงะ	kaːn˧.pʰa˨˩.ŋaʔ˨˩
การผจญภัย	kaːn˧.pʰa˨˩.t͡ɕon˧.pʰaj˧
การผนวช	kaːn˧.pʰa˨˩.nua̯t̚˨˩
การผลัก	kaːn˧.pʰlak̚˨˩
การผาย	kaːn˧.pʰaːj˩˩˦
การผิดประเวณี	kaːn˧.pʰit̚˨˩.pra˨˩.weː˧.niː˧
การผ่าตัด	kaːn˧.pʰaː˨˩.tat̚˨˩
การผ่าเหล่า	kaːn˧.pʰaː˨˩.law˨˩
การฝังเข็ม	kaːn˧.faŋ˩˩˦.kʰem˩˩˦
การฝึกหัด	kaːn˧.fɯk̚˨˩.hat̚˨˩
การพนม	kaːn˧.pʰa˦˥.nom˧
การพนัน	kaːn˧.pʰa˦˥.nan˧
การพบ	kaːn˧.pʰop̚˦˥
การพยาบาล	kaːn˧.pʰa˦˥.jaː˧.baːn˧
การพรรณนา	kaːn˧.pʰan˧.na˦˥.naː˧
การพระราชทาน	kaːn˧.pʰra˦˥.raːt̚˥˩.t͡ɕʰa˦˥.tʰaːn˧
การพรากผู้เยาว์	kaːn˧.pʰraːk̚˥˩.pʰuː˥˩.jaw˧
การพลิก	kaːn˧.pʰlik̚˦˥
การพัฒนา	kaːn˧.pʰat̚˦˥.tʰa˦˥.naː˧
การพับ	kaːn˧.pʰap̚˦˥
การพา	kaːn˧.pʰaː˧
การพิจารณา	kaːn˧.pʰi˦˥.t͡ɕaː˧.ra˦˥.naː˧
การพิบัติ	kaːn˧.pʰi˦˥.bat̚˨˩
การพิพากษา	kaːn˧.pʰi˦˥.pʰaːk̚˥˩.saː˩˩˦
การพิพาท	kaːn˧.pʰi˦˥.pʰaːt̚˥˩
การพิโรธ	kaːn˧.pʰi˦˥.roːt̚˥˩
การพูด	kaːn˧.pʰuːt̚˥˩
การฟอกเงิน	kaːn˧.fɔːk̚˥˩.ŋɤːn˧
การมองบน	kaːn˧.mɔːŋ˧.bon˧
การมอบตัว	kaːn˧.mɔːp̚˥˩.tua̯˧
การมอมเมา	kaːn˧.mɔm˧.maw˧
การมั่ว	kaːn˧.mua̯˥˩
การมั่วสุม	kaːn˧.mua̯˥˩.sum˩˩˦
การมา	kaːn˧.maː˧
การมี	kaːn˧.miː˧
การยก	kaːn˧.jok̚˦˥
การยกเลิก	kaːn˧.jok̚˦˥.lɤːk̚˥˩
การยักยอก	kaːn˧.jak̚˦˥.jɔːk̚˥˩
การยาตรา	kaːn˧.jaːt̚˥˩.traː˧
การยิ้ม	kaːn˧.jim˦˥
การยืน	kaːn˧.jɯːn˧
การยืม	kaːn˧.jɯːm˧
การยื่น	kaːn˧.jɯːn˥˩
การยุบ	kaːn˧.jup̚˦˥
การย่าง	kaːn˧.jaːŋ˥˩
การย่ำ	kaːn˧.jam˥˩
การรถไฟ	kaːn˧.rot̚˦˥.faj˧
การรอ	kaːn˧.rɔː˧
การรอด	kaːn˧.rɔːt̚˥˩
การระเหย	kaːn˧.ra˦˥.hɤːj˩˩˦
การระเหิด	kaːn˧.ra˦˥.hɤːt̚˨˩
การรัก	kaːn˧.rak̚˦˥
การรักษา	kaːn˧.rak̚˦˥.saː˩˩˦
การรับของโจร	kaːn˧.rap̚˦˥.kʰɔːŋ˩˩˦.t͡ɕoːn˧
การรับน้อง	kaːn˧.rap̚˦˥.nɔːŋ˦˥
การรับประทาน	kaːn˧.rap̚˦˥.pra˨˩.tʰaːn˧
การรับฟัง	kaːn˧.rap̚˦˥.faŋ˧
การรับรู้	kaːn˧.rap̚˦˥.ruː˦˥
การรีดเอาทรัพย์	kaːn˧.riːt̚˥˩.ʔaw˧.sap̚˦˥
การรีดไถ	kaːn˧.riːt̚˥˩.tʰaj˩˩˦
การรุกราน	kaːn˧.ruk̚˦˥.raːn˧
การรู้	kaːn˧.ruː˦˥
การร่วมประเวณี	kaːn˧.rua̯m˥˩.pra˨˩.weː˧.niː˧
