ͷ	t͡sʼ
αἰπύ	epy
αἰπύ	ɛpy
αἰπύν	ai̯pýn
αἰπύν	epin
αἰπύν	epyn
αἰπύν	ɛpyn
αἰπύσ	ai̯pýs
αἰπύσ	epis
αἰπύσ	epys
αἰπύσ	ɛpys
αἰσθάνομαι	ai̯stʰánomai̯
αἰσθάνομαι	esθanome
αἰσθάνομαι	ɛstʰanomɛ
αἰσθάνομαι	ɛsθanomɛ
αἰσθητικόσ	ai̯stʰɛːtikós
αἰσθητικόσ	esθitikos
αἰσθητικόσ	ɛstʰetikos
αἰσθητικόσ	ɛsθitikos
αἰσθόμενοι	ai̯stʰómenoi̯
αἰσθόμενοι	esθomeni
αἰσθόμενοι	esθomeny
αἰσθόμενοι	ɛstʰomɛny
αἰσθόμενοι	ɛsθomeny
αἰσθόμενοσ	ai̯stʰómenos
αἰσθόμενοσ	esθomenos
αἰσθόμενοσ	ɛstʰomɛnos
αἰσθόμενοσ	ɛsθomenos
αἰσχίνησ	ai̯skʰínɛːs
αἰσχίνησ	esçinis
αἰσχίνησ	ɛskʰines
αἰσχίνησ	ɛsxinis
αἰσχρόν	ai̯skʰrón
αἰσχρόν	esxron
αἰσχρόν	ɛskʰron
αἰσχρόν	ɛsxron
αἰσχρόσ	ai̯skʰrós
αἰσχρόσ	esxros
αἰσχρόσ	ɛskʰros
αἰσχρόσ	ɛsxros
αἰσχύλοσ	ai̯skʰýlos
αἰσχύλοσ	esçilos
αἰσχύλοσ	esçylos
αἰσχύλοσ	ɛskʰylos
αἰσχύλοσ	ɛsxylos
αἰσχύνη	ai̯skʰy̌ːnɛː
αἰσχύνη	esçini
αἰσχύνη	esçyni
αἰσχύνη	ɛskʰyne
αἰσχύνη	ɛsxyni
αἰσχύνην	ai̯skʰy̌ːnɛːn
αἰσχύνην	esçinin
αἰσχύνην	esçynin
αἰσχύνην	ɛskʰynen
αἰσχύνην	ɛsxynin
αἰσχύνησ	ai̯skʰy̌ːnɛːs
αἰσχύνησ	esçinis
αἰσχύνησ	esçynis
αἰσχύνησ	ɛskʰynes
αἰσχύνησ	ɛsxynis
αἰσχύνομαι	ai̯skʰy̌ːnomai̯
αἰσχύνομαι	esçinome
αἰσχύνομαι	esçynome
αἰσχύνομαι	ɛskʰynomɛ
αἰσχύνομαι	ɛsxynomɛ
αἰσχύνω	ai̯skʰy̌ːnɔː
αἰσχύνω	esçino
αἰσχύνω	esçyno
αἰσχύνω	ɛskʰyno
αἰσχύνω	ɛsxyno
αἰσών	ai̯sɔ̌ːn
αἰσών	eson
αἰσών	ɛson
αἰτέω	ai̯téɔː
αἰτέω	eteo
αἰτέω	ɛteo
αἰτέω	ɛtɛo
αἰτία	ai̯tíaː
αἰτία	etia
αἰτία	ɛtia
αἰτίαι	ai̯tíaːi̯
αἰτίαι	etia
αἰτίαι	ɛtia
αἰτίαν	ai̯tíaːn
αἰτίαν	etian
αἰτίαν	ɛtian
αἰτίασ	ai̯tíaːs
αἰτίασ	etias
αἰτίασ	ɛtias
αἰτίζω	ai̯tízdɔː
αἰτίζω	etizo
αἰτίζω	ɛtizo
αἰτίζων	ai̯tízdɔːn
αἰτίζων	etizon
αἰτίζων	ɛtizon
αἰτητόσ	ai̯tɛːtós
αἰτητόσ	etitos
αἰτητόσ	ɛtetos
αἰτητόσ	ɛtitos
αἰτιάομαι	ai̯tiáomai̯
αἰτιάομαι	etiaome
αἰτιάομαι	ɛtiaomɛ
αἰτιατική	ai̯tiaːtikɛ̌ː
αἰτιατική	etiatici
αἰτιατική	ɛtiatike
αἰτιατική	ɛtiatiki
αἰτιατικόσ	ai̯tiaːtikós
αἰτιατικόσ	etiatikos
αἰτιατικόσ	ɛtiatikos
αἰτωλία	ai̯tɔːlíaː
αἰτωλία	etolia
αἰτωλία	ɛtolia
αἰτωλίσ	ai̯tɔːlís
αἰτωλίσ	etolis
αἰτωλίσ	ɛtolis
αἰτωλούσ	ai̯tɔːlǒːs
αἰτωλούσ	etolus
αἰτωλούσ	ɛtolus
αἰτωλόσ	ai̯tɔːlós
αἰτωλόσ	etolos
αἰτωλόσ	ɛtolos
αἰχμάλωτοσ	ai̯kʰmálɔːtos
αἰχμάλωτοσ	exmalotos
αἰχμάλωτοσ	ɛkʰmalotos
αἰχμάλωτοσ	ɛxmalotos
αἰχμή	ai̯kʰmɛ̌ː
αἰχμή	exmi
αἰχμή	ɛkʰme
αἰχμή	ɛxmi
αἰχμητάων	ai̯kʰmɛːtǎːɔːn
αἰχμητάων	exmitaon
αἰχμητάων	ɛkʰmetaon
αἰχμητάων	ɛxmitaon
αἰχμητήν	ai̯kʰmɛːtɛ̌ːn
αἰχμητήν	exmitin
αἰχμητήν	ɛkʰmeten
αἰχμητήν	ɛxmitin
αἰχμητήσ	ai̯kʰmɛːtɛ̌ːs
αἰχμητήσ	exmitis
αἰχμητήσ	ɛkʰmetes
αἰχμητήσ	ɛxmitis
αἰόλοσ	ai̯ólos
αἰόλοσ	eolos
αἰόλοσ	ɛolos
αἰών	ai̯ɔ̌ːn
αἰών	eon
αἰών	ɛon
αἰώνιοσ	ai̯ɔ̌ːnios
αἰώνιοσ	eonios
αἰώνιοσ	ɛonios
αἰώρα	ai̯ɔ̌ːra
αἰώρα	eora
αἰώρα	ɛora
αἱ	e
αἱ	hai̯
αἱ	hɛ
αἱ	ɛ
αἱμάτινοσ	ematinos
αἱμάτινοσ	hai̯mátinos
αἱμάτινοσ	hɛmatinos
αἱμάτινοσ	ɛmatinos
αἱμασιά	emasia
αἱμασιά	hai̯masiǎː
αἱμασιά	hɛmasia
αἱμασιά	ɛmasia
αἱματόεισ	ematois
αἱματόεισ	hai̯matóeːs
αἱματόεισ	hɛmatois
αἱματόεισ	ɛmatois
αἱματόεντα	ematoenda
αἱματόεντα	ematoenta
αἱματόεντα	hai̯matóenta
αἱματόεντα	hɛmatoɛnta
αἱματόεντα	ɛmatoenta
αἱμοφόβοσ	emofovos
αἱμοφόβοσ	hai̯mopʰóbos
αἱμοφόβοσ	hɛmopʰobos
αἱμοφόβοσ	ɛmoɸoβos
αἱρέσια	eresia
αἱρέσια	hai̯résia
αἱρέσια	hɛrɛsia
αἱρέσια	ɛresia
αἱρέω	ereo
αἱρέω	hai̯réɔː
αἱρέω	hɛrɛo
αἱρέω	ɛreo
αἱρεσιώτησ	eresiotis
αἱρεσιώτησ	hai̯resiɔ̌ːtɛːs
αἱρεσιώτησ	hɛrɛsiotes
αἱρεσιώτησ	ɛresiotis
αἱρῶ	ero
αἱρῶ	hai̯rɔ̂ː
αἱρῶ	hɛro
αἱρῶ	ɛro
αἴ	e
αἴ	ǎi̯
αἴ	ɛ
αἴαντ'	eand
αἴαντ'	eant
αἴαντ'	ǎi̯ant
αἴαντ'	ɛant
αἴαντα	eanda
αἴαντα	eanta
αἴαντα	ǎi̯anta
αἴαντα	ɛanta
αἴαντε	eande
αἴαντε	eante
αἴαντε	ǎi̯ante
αἴαντε	ɛante
αἴαντε	ɛantɛ
αἴαντι	eandi
αἴαντι	eanti
αἴαντι	ǎi̯anti
αἴαντι	ɛanti
αἴαντοσ	eandos
αἴαντοσ	eantos
αἴαντοσ	ǎi̯antos
αἴαντοσ	ɛantos
αἴασ	eas
αἴασ	ǎi̯aːs
αἴασ	ɛas
αἴγαγροσ	eɣaɣros
αἴγαγροσ	ǎi̯ɡaɡros
αἴγαγροσ	ɛɡaɡros
αἴγαγροσ	ɛɣaɣros
αἴγειρα	eʝira
αἴγειρα	ǎi̯ɡeːraː
αἴγειρα	ɛɡira
αἴγειρα	ɛɣira
αἴγειροσ	eʝiros
αἴγειροσ	ǎi̯ɡeːros
αἴγειροσ	ɛɡiros
αἴγειροσ	ɛɣiros
αἴγιθοσ	eʝiθos
αἴγιθοσ	ǎi̯ɡitʰos
αἴγιθοσ	ɛɡitʰos
αἴγιθοσ	ɛɣiθos
αἴγιλοσ	eʝilos
αἴγιλοσ	ǎi̯ɡilos
αἴγιλοσ	ɛɡilos
αἴγιλοσ	ɛɣilos
αἴγινα	eʝina
αἴγινα	ǎi̯ɡiːna
αἴγινα	ɛɡina
αἴγινα	ɛɣina
αἴγινοσ	eʝinos
αἴγινοσ	ǎi̯ɡinos
αἴγινοσ	ɛɡinos
αἴγινοσ	ɛɣinos
αἴγιον	eʝion
αἴγιον	ǎi̯ɡion
αἴγιον	ɛɡion
αἴγιον	ɛɣion
αἴγισθοσ	eʝisθos
αἴγισθοσ	ǎi̯ɡistʰos
αἴγισθοσ	ɛɡistʰos
αἴγισθοσ	ɛɣisθos
αἴγλη	eɣli
αἴγλη	ǎi̯ɡlɛː
αἴγλη	ɛɡle
αἴγλη	ɛɣli
αἴγυπτοσ	eʝiptos
αἴγυπτοσ	eʝyptos
αἴγυπτοσ	ǎi̯ɡyptos
αἴγυπτοσ	ɛɡyptos
αἴγυπτοσ	ɛɣyptos
αἴδουοσ	eðuos
αἴδουοσ	ǎi̯doːos
αἴδουοσ	ɛduos
αἴδουοσ	ɛðuos
αἴηι	ei
αἴηι	ǎi̯ɛːi̯
αἴηι	ɛe
αἴηι	ɛi
αἴησ	eis
αἴησ	ǎi̯ɛːs
αἴησ	ɛes
αἴησ	ɛis
αἴθ'	eθ
αἴθ'	ǎi̯tʰ
αἴθ'	ɛtʰ
αἴθ'	ɛθ
αἴθαλοσ	eθalos
αἴθαλοσ	ǎi̯tʰalos
αἴθαλοσ	ɛtʰalos
αἴθαλοσ	ɛθalos
αἴθε	eθe
αἴθε	ǎi̯tʰe
αἴθε	ɛtʰɛ
αἴθε	ɛθe
αἴθινοσ	eθinos
αἴθινοσ	ǎi̯tʰinos
αἴθινοσ	ɛtʰinos
αἴθινοσ	ɛθinos
αἴθλη	eθli
αἴθλη	ǎi̯tʰlɛː
αἴθλη	ɛtʰle
αἴθλη	ɛθli
αἴθοπα	eθopa
αἴθοπα	ǎi̯tʰopa
αἴθοπα	ɛtʰopa
αἴθοπα	ɛθopa
αἴθοπι	eθopi
αἴθοπι	ǎi̯tʰopi
αἴθοπι	ɛtʰopi
αἴθοπι	ɛθopi
αἴθουσα	eθusa
αἴθουσα	ǎi̯tʰoːsa
αἴθουσα	ɛtʰusa
αἴθουσα	ɛθusa
αἴθρα	eθra
αἴθρα	ǎi̯tʰraː
αἴθρα	ɛtʰra
αἴθρα	ɛθra
αἴθυια	eθia
αἴθυια	eθya
αἴθυια	ǎi̯tʰyːa
αἴθυια	ɛtʰya
αἴθυια	ɛθya
αἴθω	eθo
αἴθω	ǎi̯tʰɔː
αἴθω	ɛtʰo
αἴθω	ɛθo
αἴθων	eθon
αἴθων	ǎi̯tʰɔːn
αἴθων	ɛtʰon
αἴθων	ɛθon
αἴλουροι	eluri
αἴλουροι	elury
αἴλουροι	ǎi̯loːroi̯
αἴλουροι	ɛlury
αἴλουροσ	eluros
αἴλουροσ	ǎi̯loːros
αἴλουροσ	ɛluros
αἴνεσισ	enesis
αἴνεσισ	ǎi̯nesis
αἴνεσισ	ɛnesis
αἴνεσισ	ɛnɛsis
αἴνιγμα	eniɣma
αἴνιγμα	ǎi̯niŋma
αἴνιγμα	ɛniɡma
αἴνιγμα	ɛniɣma
αἴνυμαι	enime
αἴνυμαι	enyme
αἴνυμαι	ǎi̯nymai̯
αἴνυμαι	ɛnymɛ
αἴνυτο	enito
αἴνυτο	enyto
αἴνυτο	ǎi̯nyto
αἴνυτο	ɛnyto
αἴξ	eks
αἴξ	ǎi̯ks
αἴξ	ɛks
αἴολοσ	eolos
αἴολοσ	ǎi̯olos
αἴολοσ	ɛolos
αἴρινοσ	erinos
αἴρινοσ	ǎi̯rinos
αἴρινοσ	ɛrinos
αἴρω	ero
αἴρω	ǎi̯rɔː
αἴρω	ɛro
αἴσακοσ	esakos
αἴσακοσ	ɛsakos
αἴσηι	esi
αἴσηι	ǎi̯sɛːi̯
αἴσηι	ɛse
αἴσηι	ɛsi
αἴσηποσ	esipos
αἴσηποσ	ǎi̯sɛːpos
αἴσηποσ	ɛsepos
αἴσηποσ	ɛsipos
αἴσθησισ	esθisis
αἴσθησισ	ǎi̯stʰɛːsis
αἴσθησισ	ɛstʰesis
αἴσθησισ	ɛsθisis
αἴσιμα	esima
αἴσιμα	ǎi̯sima
αἴσιμα	ɛsima
αἴσιμον	esimon
αἴσιμον	ǎi̯simon
αἴσιμον	ɛsimon
αἴσιμοσ	esimos
αἴσιμοσ	ǎi̯simos
αἴσιμοσ	ɛsimos
αἴσυλοσ	esilos
αἴσυλοσ	esylos
αἴσυλοσ	ǎi̯sylos
αἴσυλοσ	ɛsylos
αἴσχουσ	esxus
αἴσχουσ	ǎi̯skʰoːs
αἴσχουσ	ɛskʰus
αἴσχουσ	ɛsxus
αἴσωποσ	esopos
αἴσωποσ	ǎi̯sɔːpos
αἴσωποσ	ɛsopos
αἴτιον	etion
αἴτιον	ǎi̯tion
αἴτιον	ɛtion
αἴτιοσ	etios
αἴτιοσ	ǎi̯tios
αἴτιοσ	ɛtios
αἴτνη	etni
αἴτνη	ǎi̯tnɛː
αἴτνη	ɛtne
αἴτνη	ɛtni
αἵ	e
αἵ	hǎi̯
αἵ	hɛ
αἵ	ɛ
αἵδε	eðe
αἵδε	hǎi̯de
αἵδε	hɛdɛ
αἵδε	ɛðe
αἵματι	emati
αἵματι	hǎi̯mati
αἵματι	hɛmati
αἵματι	ɛmati
αἵμων	emon
αἵμων	hǎi̯mɔːn
αἵμων	hɛmon
αἵμων	ɛmon
αἵρεσισ	eresis
αἵρεσισ	hǎi̯resis
αἵρεσισ	hɛrɛsis
αἵρεσισ	ɛresis
αἵτινεσ	etines
αἵτινεσ	hǎi̯tines
αἵτινεσ	hɛtinɛs
αἵτινεσ	ɛtines
αἶα	ea
αἶα	âi̯a
αἶα	ɛa
αἶαν	ean
αἶαν	âi̯an
αἶαν	ɛan
αἶγασ	eɣas
αἶγασ	âi̯ɡas
αἶγασ	ɛɡas
αἶγασ	ɛɣas
αἶγεσ	eʝes
αἶγεσ	âi̯ɡes
αἶγεσ	ɛɡɛs
αἶγεσ	ɛɣes
αἶθοσ	eθos
αἶθοσ	âi̯tʰos
αἶθοσ	ɛtʰos
αἶθοσ	ɛθos
αἶθοψ	eθops
αἶθοψ	âi̯tʰops
αἶθοψ	ɛtʰops
αἶθοψ	ɛθops
αἶκλον	eklon
αἶκλον	âi̯klon
αἶκλον	ɛklon
αἶνοσ	enos
αἶνοσ	âi̯nos
αἶνοσ	ɛnos
αἶρα	era
αἶρα	âi̯ra
αἶρα	ɛra
αἶσα	esa
αἶσα	âi̯sa
αἶσα	ɛsa
αἶσαν	esan
αἶσαν	âi̯san
αἶσαν	ɛsan
αἶσχοσ	esxos
αἶσχοσ	âi̯skʰos
αἶσχοσ	ɛskʰos
αἶσχοσ	ɛsxos
αἶψ'	eps
αἶψ'	âi̯ps
αἶψ'	ɛps
αἶψα	epsa
αἶψα	âi̯psa
αἶψα	ɛpsa
αἷμ'	em
αἷμ'	hâi̯m
αἷμ'	hɛm
αἷμ'	ɛm
αἷμα	ema
αἷμα	hâi̯ma
αἷμα	hɛma
αἷμα	ɛma
αἷμοσ	emos
αἷμοσ	hâi̯mos
αἷμοσ	hɛmos
αἷμοσ	ɛmos
αἷσ	es
αἷσ	hâi̯s
αἷσ	hɛs
αἷσ	ɛs
αἷσπερ	esper
αἷσπερ	hâi̯sper
αἷσπερ	hɛspɛr
αἷσπερ	ɛsper
αἷστισιν	estisin
αἷστισιν	hâi̯stisin
αἷστισιν	hɛstisin
αἷστισιν	ɛstisin
αὑτά	afta
αὑτά	aɸta
αὑτά	hau̯tá
αὑτά	hau̯tǎː
αὑτά	haʍta
αὑτάσ	aftas
αὑτάσ	aɸtas
αὑτάσ	hau̯tǎːs
αὑτάσ	haʍtas
αὑτή	afti
αὑτή	aɸti
αὑτή	hau̯tɛ̌ː
αὑτή	haʍte
αὑτήν	aftin
αὑτήν	aɸtin
αὑτήν	hau̯tɛ̌ːn
αὑτήν	haʍten
αὑταῖσ	aftes
αὑταῖσ	aɸtɛs
αὑταῖσ	hau̯tâi̯s
αὑταῖσ	haʍtɛs
αὑτῆι	afti
αὑτῆι	aɸti
αὑτῆι	hau̯tɛ̂ːi̯
αὑτῆι	haʍte
αὑτῆσ	aftis
αὑτῆσ	aɸtis
αὑτῆσ	hau̯tɛ̂ːs
αὑτῆσ	haʍtes
αὑτοῖν	aftin
αὑτοῖν	aftyn
αὑτοῖν	aɸtyn
αὑτοῖν	hau̯tôi̯n
αὑτοῖν	haʍtyn
αὑτοῖσ	aftis
αὑτοῖσ	aftys
αὑτοῖσ	aɸtys
αὑτοῖσ	hau̯tôi̯s
αὑτοῖσ	haʍtys
αὑτοῖσι	aftisi
αὑτοῖσι	aftysi
αὑτοῖσι	aɸtysi
αὑτοῖσι	hau̯tôi̯si
αὑτοῖσι	haʍtysi
αὑτοῖσιν	aftisin
αὑτοῖσιν	aftysin
αὑτοῖσιν	aɸtysin
αὑτοῖσιν	hau̯tôi̯sin
αὑτοῖσιν	haʍtysin
αὑτοῦ	aftu
αὑτοῦ	aɸtu
αὑτοῦ	hau̯tôː
αὑτοῦ	haʍtu
αὑτούσ	aftus
αὑτούσ	aɸtus
αὑτούσ	hau̯tǒːs
αὑτούσ	haʍtus
αὑτῶι	afto
αὑτῶι	aɸto
αὑτῶι	hau̯tɔ̂ːi̯
αὑτῶι	haʍto
αὑτῶν	afton
αὑτῶν	aɸton
αὑτῶν	hau̯tɔ̂ːn
αὑτῶν	haʍton
αὑτό	afto
αὑτό	aɸto
αὑτό	hau̯tó
αὑτό	haʍto
αὑτόν	afton
αὑτόν	aɸton
αὑτόν	hau̯tón
αὑτόν	haʍton
αὑτόσ	aftos
αὑτόσ	aɸtos
αὑτόσ	hau̯tós
αὑτόσ	haʍtos
αὕτη	afti
αὕτη	aɸti
αὕτη	haʍte
αὕτη	hǎu̯tɛː
αὗται	afte
αὗται	aɸtɛ
αὗται	haʍtɛ
αὗται	hâu̯tai̯
βάαλ	baal
βάαλ	báal
βάαλ	vaal
βάαλ	βaal
βάβαξ	babaks
βάβαξ	bábaks
βάβαξ	vavaks
βάβαξ	βaβaks
βάδην	baden
βάδην	bádɛːn
βάδην	vaðin
βάδην	βaðin
βάδιοσ	badios
βάδιοσ	vaðios
βάδιοσ	βaðios
βάδισμα	badizma
βάδισμα	bádizma
βάδισμα	vaðizma
βάδισμα	βaðizma
βάζεισ	bazis
βάζεισ	bázdeːs
βάζεισ	vazis
βάζεισ	βazis
βάζω	bazo
βάζω	bázdɔː
βάζω	vazo
βάζω	βazo
βάθοσ	batʰos
βάθοσ	bátʰos
βάθοσ	vaθos
βάθοσ	βaθos
βάθρον	batʰron
βάθρον	bátʰron
βάθρον	vaθron
βάθρον	βaθron
βάκηλοσ	bakelos
βάκηλοσ	bákɛːlos
βάκηλοσ	vacilos
βάκηλοσ	βakilos
βάκισ	bakis
βάκισ	bákis
βάκισ	vacis
βάκισ	βakis
βάκκαρισ	bakkaris
βάκκαρισ	bákkaris
βάκκαρισ	vakaris
βάκκαρισ	βakkaris
βάκτρα	baktra
βάκτρα	báktra
βάκτρα	vaktra
βάκτρα	βaktra
βάκτριοσ	baktrios
βάκτριοσ	báktrios
βάκτριοσ	vaktrios
βάκτριοσ	βaktrios
βάκχειοσ	bakkʰios
βάκχειοσ	bákʰkʰeːos
βάκχειοσ	vakçios
βάκχειοσ	βakxios
βάκχοσ	bakkʰos
βάκχοσ	bákʰkʰos
βάκχοσ	vakxos
βάκχοσ	βakxos
βάλ'	bal
βάλ'	bál
βάλ'	val
βάλ'	βal
βάλαγροσ	balaɡros
βάλαγροσ	bálaɡros
βάλαγροσ	valaɣros
βάλαγροσ	βalaɣros
βάλανοσ	balanos
βάλανοσ	bálanos
βάλανοσ	valanos
βάλανοσ	βalanos
βάλαρισ	balaris
βάλαρισ	valaris
βάλαρισ	βalaris
βάλατε	balatɛ
βάλατε	bálate
βάλατε	valate
βάλατε	βalate
βάλβουρα	balbura
βάλβουρα	bálboːra
βάλβουρα	valvura
βάλβουρα	βalβura
βάλε	balɛ
βάλε	bále
βάλε	vale
βάλε	βale
βάλεν	balɛn
βάλεν	bálen
βάλεν	valen
βάλεν	βalen
βάλετε	balɛtɛ
βάλετε	bálete
βάλετε	valete
βάλετε	βalete
βάληι	bale
βάληι	bálɛːi̯
βάληι	vali
βάληι	βali
βάλλα	balla
βάλλα	bálla
βάλλα	vala
βάλλα	valla
βάλλα	βalla
βάλλε	ballɛ
βάλλε	bálle
βάλλε	vale
βάλλε	valle
βάλλε	βalle
βάλλεο	ballɛo
βάλλεο	bálleo
βάλλεο	valeo
βάλλεο	valleo
βάλλεο	βalleo
βάλλεται	ballɛtɛ
βάλλεται	bálletai̯
βάλλεται	valete
βάλλεται	vallete
βάλλεται	βalletɛ
βάλλετε	ballɛtɛ
βάλλετε	bállete
βάλλετε	valete
βάλλετε	vallete
βάλλετε	βallete
βάλλισ	ballis
βάλλισ	bállis
βάλλισ	valis
βάλλισ	vallis
βάλλισ	βallis
βάλλομαι	ballomɛ
βάλλομαι	bállomai̯
βάλλομαι	vallome
βάλλομαι	valome
βάλλομαι	βallomɛ
βάλλον	ballon
βάλλον	bállon
βάλλον	vallon
βάλλον	valon
βάλλον	βallon
βάλλω	ballo
βάλλω	bállɔː
βάλλω	vallo
βάλλω	valo
βάλλω	βallo
βάλλων	ballon
βάλλων	bállɔːn
βάλλων	vallon
βάλλων	valon
βάλλων	βallon
βάλον	balon
βάλον	bálon
βάλον	valon
βάλον	βalon
βάλσαμον	balsamon
βάλσαμον	bálsamon
βάλσαμον	valsamon
βάλσαμον	βalsamon
βάλω	balo
βάλω	bálɔː
βάλω	valo
βάλω	βalo
βάμβαξ	bambaks
βάμβαξ	bámbaks
βάμβαξ	vambaks
βάμβαξ	βambaks
βάν	ban
βάν	bán
βάν	van
βάν	βan
βάναυσοσ	banaʍsos
βάναυσοσ	bánau̯sos
βάναυσοσ	vanafsos
βάναυσοσ	βanaɸsos
βάντεσ	bantɛs
βάντεσ	bántes
βάντεσ	vandes
βάντεσ	vantes
βάντεσ	βantes
βάπτισμα	vaptizma
βάπτισμα	βaptizma
βάπτω	bapto
βάπτω	báptɔː
βάπτω	vapto
βάπτω	βapto
βάραθρον	baratʰron
βάραθρον	báratʰron
βάραθρον	varaθron
βάραθρον	βaraθron
βάρακοσ	barakos
βάρακοσ	bárakos
βάρακοσ	varakos
βάρακοσ	βarakos
βάρβαξ	barbaks
βάρβαξ	bárbaks
βάρβαξ	varvaks
βάρβαξ	βarβaks
βάρβαροι	barbary
βάρβαροι	bárbaroi̯
βάρβαροι	varvari
βάρβαροι	varvary
βάρβαροι	βarβary
βάρβαρον	barbaron
βάρβαρον	bárbaron
βάρβαρον	varvaron
βάρβαρον	βarβaron
βάρβαροσ	barbaros
βάρβαροσ	bárbaros
βάρβαροσ	varvaros
βάρβαροσ	βarβaros
βάρβιτον	barbiton
βάρβιτον	bárbiton
βάρβιτον	varviton
βάρβιτον	βarβiton
βάρβιτοσ	barbitos
βάρβιτοσ	bárbitos
βάρβιτοσ	varvitos
βάρβιτοσ	βarβitos
βάρδυλισ	bardylis
βάρδυλισ	bárdylis
βάρδυλισ	varðilis
βάρδυλισ	varðylis
βάρδυλισ	βarðylis
βάρημα	barema
βάρημα	bárɛːma
βάρημα	varima
βάρημα	βarima
βάρκη	barke
βάρκη	bárkɛː
βάρκη	varci
βάρκη	βarki
βάροσ	baros
βάροσ	báros
βάροσ	varos
βάροσ	βaros
βάρρων	bar̥r̥on
βάρρων	bár̥r̥ɔːn
βάρρων	varon
βάρρων	varron
βάρρων	βarron
βάσ	bas
βάσ	bǎːs
βάσ	vas
βάσ	βas
βάσανοσ	basanos
βάσανοσ	básanos
βάσανοσ	vasanos
βάσανοσ	βasanos
βάσεισ	basis
βάσεισ	báseːs
βάσεισ	vasis
βάσεισ	βasis
βάσισ	basis
βάσισ	básis
βάσισ	vasis
βάσισ	βasis
βάσκ'	bask
βάσκ'	básk
βάσκ'	vask
βάσκ'	βask
βάσκανοσ	baskanos
βάσκανοσ	báskanos
βάσκανοσ	vaskanos
βάσκανοσ	βaskanos
βάσκε	baskɛ
βάσκε	báske
βάσκε	vasce
βάσκε	βaske
βάσκω	basko
βάσκω	báskɔː
βάσκω	vasko
βάσκω	βasko
βάσταγμα	bastaɡma
βάσταγμα	bástaŋma
βάσταγμα	vastaɣma
βάσταγμα	βastaɣma
βάταλοσ	batalos
βάταλοσ	bǎːtalos
βάταλοσ	vatalos
βάταλοσ	βatalos
βάτην	baten
βάτην	bátɛːn
βάτην	vatin
βάτην	βatin
βάτναι	batnɛ
βάτναι	bátnai̯
βάτναι	vatne
βάτναι	βatnɛ
βάτοσ	batos
βάτοσ	bátos
βάτοσ	vatos
βάτοσ	βatos
βάτραχοσ	batrakʰos
βάτραχοσ	bátrakʰos
βάτραχοσ	vatraxos
βάτραχοσ	βatraxos
βάττοσ	battos
βάττοσ	báttos
βάττοσ	vatos
βάττοσ	vattos
βάττοσ	βattos
βέβαια	bébai̯a
βέβαια	bɛbɛa
βέβαια	vevea
βέβαια	βeβɛa
βέβαιοι	bébai̯oi̯
βέβαιοι	bɛbɛy
βέβαιοι	vevei
βέβαιοι	vevey
βέβαιοι	βeβɛy
βέβαιον	bébai̯on
βέβαιον	bɛbɛon
βέβαιον	veveon
βέβαιον	βeβɛon
βέβαιοσ	bébai̯os
βέβαιοσ	bɛbɛos
βέβαιοσ	veveos
βέβαιοσ	βeβɛos
βέβηκα	bébɛːka
βέβηκα	bɛbeka
βέβηκα	vevika
βέβηκα	βeβika
βέβηλοσ	bébɛːlos
βέβηλοσ	bɛbelos
βέβηλοσ	vevilos
βέβηλοσ	βeβilos
βέκοσ	békos
βέκοσ	bɛkos
βέκοσ	vekos
βέκοσ	βekos
βέλβινα	bélbina
βέλβινα	bɛlbina
βέλβινα	velvina
βέλβινα	βelβina
βέλγησ	bélɡɛːs
βέλγησ	bɛlɡes
βέλγησ	velʝis
βέλγησ	βelɣis
βέλεκκοσ	bélekkos
βέλεκκοσ	bɛlɛkkos
βέλεκκοσ	velekos
βέλεκκοσ	βelekkos
βέλεμνον	bélemnon
βέλεμνον	bɛlɛmnon
βέλεμνον	velemnon
βέλεμνον	βelemnon
βέλοσ	bélos
βέλοσ	bɛlos
βέλοσ	velos
βέλοσ	βelos
βέλτιον	béltion
βέλτιον	bɛltion
βέλτιον	veltion
βέλτιον	βeltion
βέλτιστοσ	béltistos
βέλτιστοσ	bɛltistos
βέλτιστοσ	veltistos
βέλτιστοσ	βeltistos
βέμβινα	bémbina
βέμβινα	bɛmbina
βέμβινα	vembina
βέμβινα	βembina
βέμβιξ	bémbiks
βέμβιξ	bɛmbiks
βέμβιξ	vembiks
βέμβιξ	βembiks
βέργα	bérɡa
βέργα	bɛrɡa
βέργα	verɣa
βέργα	βerɣa
βέργαι	bérɡai̯
βέργαι	bɛrɡɛ
βέργαι	verʝe
βέργαι	βerɣɛ
βέρεδοσ	béredos
βέρεδοσ	bɛrɛdos
βέρεδοσ	vereðos
βέρεδοσ	βereðos
βέροια	béroi̯a
βέροια	bɛrya
βέροια	veria
βέροια	verya
βέροια	βerya
βέρρησ	bér̥r̥ɛːs
βέρρησ	bɛr̥r̥es
βέρρησ	veris
βέρρησ	verris
βέρρησ	βerris
βήξ	beks
βήξ	bɛ̌ːks
βήξ	viks
βήξ	βiks
βήρυλλοσ	beryllos
βήρυλλοσ	bɛ̌ːryllos
βήρυλλοσ	virilos
βήρυλλοσ	viryllos
βήρυλλοσ	βiryllos
βήσω	beso
βήσω	bɛ̌ːsɔː
βήσω	viso
βήσω	βiso
βήτην	beten
βήτην	bɛ̌ːtɛːn
βήτην	vitin
βήτην	βitin
