və	vˈæ
gəlmiş	ɟælmˈiʃ
alt	ˈaɫt
düzgün	dyzɟˈyn
SSR	sˌesˌeˈer
erkən	ercˈæn
Britaniya	britˈania
müdiri	mydiɾˈi
övladı	œvɫadˈɯ
əslində	æslˈindæ
olmağa	oɫmˈaː
qiymətli	ɡijmætlˈi
ağac	ˈaːd͡ʒ
tərəf	tæɾˈæf
bizim	bizˈim
sentyabr	sentjˈabər
tibb	tˈibb
vahid	vahˈid
atəş	atˈæʃ
bilmir	bilmˈir
daimi	da͡ɪmˈi
enerji	enerʒˈi
Moskva	mosçvˈa
səh	sˈæh
avqust	avɡˈust
rədd	rˈædd
noyabr	nojˈabər
olmur	oɫmˈur
Və	vˈæ
dövləti	dœvlætˈi
dövrünün	dœvrynˈyn
deyə	dˈejæ
vəziyyəti	væzijjætˈi
ümumiyyətlə	ymumijjˈætlæ
Sonralar	sonraɫˈar
meşə	mˈeʃæ
komanda	comandˈa
Məmmədov	mæmmædˈov
təhlükəsizlik	tæhlycæsizlˈiç
gələcək	ɟælæd͡ʒˈæç
Onu	onˈu
Elmi	elmˈi
fərqlənir	færɡlænˈir
s	sˈe
Öz	ˈœz
incəsənət	ind͡ʒæsænˈæt
uzaq	uzˈax
Xarici	xaɾid͡ʒˈi
hissədə	hissˈædæ
informasiya	informˈasia
mənəvi	mænævˈi
hamısı	hamɯsˈɯ
Uzun	uzˈun
qələbə	ɡælˈæbæ
Ermənistan	ermænistˈan
aktiv	açtˈiv
qərarına	ɡæɾaɾɯnˈa
hesabına	hesabɯnˈa
Onlardan	onɫardˈan
aktyor	açtjˈor
peşəkar	peʃæcˈar
Almaniya	aɫmˈania
kəndinin	cændinˈin
əvvəllər	ævvællˈær
elmlər	elmlˈær
şərait	ʃæɾˈa͡ɪt
almış	aɫmˈɯʃ
tikinti	ticintˈi
suyun	sujˈun
futbol	futbˈoɫ
fərdi	færdˈi
tərkibinə	tærcibˈinæ
inkişafına	inciʃafɯnˈa
nümayəndələri	nymajændælæɾˈi
Sonradan	sonradˈan
televiziya	televˈizia
əsir	æsˈir
nəticə	nætˈid͡ʒæ
fikrincə	fiçrˈind͡ʒæ
sonuncu	sonund͡ʒˈu
kəşf	cˈæʃf
əksər	æçsˈær
məktəbdə	mæçtˈæbdæ
keçdi	cet͡ʃdˈi
yunan	junˈan
Müxtəlif	myxtælˈif
müalicə	myalˈid͡ʒæ
olacaq	oɫad͡ʒˈax
yaratmaq	jaɾatmˈax
Təhsil	tæhsˈil
bəri	bæɾˈi
soyuq	sojˈux
Universitetində	universit͡set͡sˈindæ
seçilir	set͡ʃilˈir
başlıca	baʃɫɯd͡ʒˈa
əhəmiyyət	æhæmijjˈæt
evi	evˈi
qəzeti	ɡæzet͡sˈi
birinə	biɾˈinæ
sahələri	sahælæɾˈi
əgər	æɟˈær
görür	ɟœɾˈyr
xalqın	xaɫɡˈɯn
tənqid	tænɡˈid
avtomobil	avtomobˈil
yeddi	jeddˈi
Atası	atasˈɯ
heyvan	hejvˈan
yaranmışdır	jaɾanmɯʃdˈɯr
üst	ˈyst
həqiqi	hæɡiɡˈi
tanınan	tanɯnˈan
başladılar	baʃɫadɯɫˈar
güman	ɟymˈan
həyatını	hæjatɯnˈɯ
aparır	apaɾˈɯr
bölünür	bœlynˈyr
edərkən	edærcˈæn
dərəcə	dæɾˈæd͡ʒæ
üstündə	ystˈyndæ
qərarı	ɡæɾaɾˈɯ
məktəbində	mæçtæbˈindæ
azərbaycanlı	azærbajd͡ʒanɫˈɯ
hündür	hyndˈyr
XVIII	xvɯɯˈɯ
Yalnız	jaɫnˈɯz
İsmayıl	ismajˈɯɫ
yazmışdır	jazmɯʃdˈɯr
işləyir	iʃlæjˈir
aparıcı	apaɾɯd͡ʒˈɯ
etnik	etnˈiç
məntəqəsi	mæntæɡæsˈi
atasının	atasɯnˈɯn
daim	dˈa͡ɪm
bilməz	bilmˈæz
bunlar	bunɫˈar
elektron	eleçtrˈon
mənası	mænasˈɯ
biz	bˈiz
yaranan	jaɾanˈan
xırda	xɯrdˈa
bilmədi	bilmædˈi
təqribən	tæɡribˈæn
giriş	ɟiɾˈiʃ
Avropada	avropadˈa
şəhərdə	ʃæhˈærdæ
Birləşmiş	birlæʃmˈiʃ
alaraq	aɫaɾˈax
Ümumi	ymumˈi
Şeyx	ʃˈejx
qadınlar	ɡadɯnɫˈar
taxta	taxtˈa
haqda	haɡdˈa
fevral	fevrˈaɫ
altına	aɫtɯnˈa
mahnısı	mahnɯsˈɯ
çoxdur	t͡ʃoxdˈur
Elmlər	elmlˈær
vəziyyət	væzijjˈæt
naziri	naziɾˈi
olarkən	oɫarcˈæn
şəraitdə	ʃæɾˈa͡ɪtdæ
göz	ɟˈœz
qadağan	ɡadˈaːn
İrəvan	iɾævˈan
dağlıq	daːɫˈɯx
davamlı	davamɫˈɯ
nəqliyyat	næɡlijjˈat
Gürcüstan	ɟyrd͡ʒystˈan
görmək	ɟœrmˈæç
of	ˈof
düşən	dyʃˈæn
Yer	jˈer
ayrılır	ajrɯɫˈɯr
hissə	hˈissæ
mənşəli	mænʃælˈi
üzü	yzˈy
olduqda	oɫduɡdˈa
tezliklə	tezlˈiçlæ
əsası	æsasˈɯ
etdirən	etdiɾˈæn
tərəfi	tæɾæfˈi
xüsusən	xysusˈæn
hakimiyyət	hacimijjˈæt
Bunlar	bunɫˈar
Nizami	nizamˈi
Şəhərin	ʃæhæɾˈin
təsis	tæsˈis
ailəsində	a͡ɪlæsˈindæ
ə	ˈæ
ədəbiyyatı	ædæbijjatˈɯ
dövrlərdə	dœvrlˈærdæ
əsərin	æsæɾˈin
İnsan	insˈan
bitirdikdən	bit͡sirdiçdˈæn
tədricən	tædrid͡ʒˈæn
Əsasən	æsasˈæn
Başqa	baʃɡˈa
onlarla	onɫarɫˈa
silah	siɫˈah
iqlim	iɡlˈim
fəlsəfə	fælsˈæfæ
mütləq	mytlˈæx
binası	binasˈɯ
oyunda	ojundˈa
Yusif	jusˈif
istəyir	istæjˈir
səviyyədə	sævijjˈædæ
şəxslər	ʃæxslˈær
alınmışdır	aɫɯnmɯʃdˈɯr
mükafatı	mycafatˈɯ
şərəfinə	ʃæɾæfˈinæ
yazıçı	jazɯt͡ʃˈɯ
silahlı	siɫahɫˈɯ
yaradılmış	jaɾadɯɫmˈɯʃ
alınır	aɫɯnˈɯr
təhsili	tæhsilˈi
Misir	misˈir
bilərlər	bilærlˈær
düşmən	dyʃmˈæn
Akademiyasının	academijasɯnˈɯn
adlandırılmışdır	adɫandɯɾɯɫmɯʃdˈɯr
olsun	oɫsˈun
dəstək	dæstˈæç
yayılmış	jajɯɫmˈɯʃ
yaş	jˈaʃ
Con	d͡ʒˈon
əmr	ˈæmər
Artıq	artˈɯx
sözləri	sœzlæɾˈi
fars	fˈars
tədqiq	tædɡˈix
Yerli	jerlˈi
saray	saɾˈaj
hesabı	hesabˈɯ
saxlanılır	saxɫanɯɫˈɯr
yolla	joɫɫˈa
başlayan	baʃɫajˈan
əməkdaşlıq	æmæçdaʃɫˈɯx
arxa	arxˈa
alınan	aɫɯnˈan
din	dˈin
aparılır	apaɾɯɫˈɯr
əməliyyat	æmælijjˈat
qazanmışdır	ɡazanmɯʃdˈɯr
sürətli	syɾætlˈi
çərçivəsində	t͡ʃært͡ʃivæsˈindæ
vaxtda	vaxtdˈa
Yaponiya	japˈonia
istənilən	istænilˈæn
prezidenti	prezidentˈi
bacısı	bad͡ʒɯsˈɯ
təkrar	tæçrˈar
etdirmişdir	etdirmiʃdˈir
sarı	saɾˈɯ
qoşunları	ɡoʃunɫaɾˈɯ
çəkir	t͡ʃæcˈir
dövlətinin	dœvlætinˈin
əlaqəli	æɫaɡælˈi
mövzusunda	mœvzusundˈa
ümumilikdə	ymumilˈiçdæ
İngiltərə	inɟiltˈæɾæ
keçirdi	cet͡ʃirdˈi
ve	vˈe
Ərəb	æɾˈæb
Allahın	aɫɫahˈɯn
etdiyini	etdijinˈi
üstün	ystˈyn
Bunlardan	bunɫardˈan
i	ˈi
kral	çrˈaɫ
quruluşu	ɡuɾuɫuʃˈu
real	reˈaɫ
rəngdə	rˈænɟdæ
verirdi	veɾirdˈi
etdikləri	etdiçlæɾˈi
mədəniyyəti	mædænijjætˈi
Nadir	nadˈir
göstərirdi	ɟœstæɾirdˈi
rəng	rˈænɟ
vergi	verɟˈi
Ümumiyyətlə	ymumijjˈætlæ
günə	ɟˈynæ
gücü	ɟyd͡ʒˈy
əleyhinə	ælejhˈinæ
sahə	sˈahæ
verib	veɾˈib
bəziləri	bæzilæɾˈi
məlumdur	mæɫumdˈur
qərara	ɡæɾaɾˈa
vəzifəsinə	væzifæsˈinæ
olunmuşdu	oɫunmuʃdˈu
dən	dˈæn
qalıqları	ɡaɫɯɡɫaɾˈɯ
Dəniz	dænˈiz
adının	adɯnˈɯn
tətbiqi	tætbiɡˈi
müəllimi	myællimˈi
xüsusiyyətləri	xysusijjætlæɾˈi
rejissor	reʒissˈor
sonuna	sonunˈa
əksini	æçsinˈi
iştirakı	iʃtiɾacˈɯ
qayda	ɡajdˈa
əksinə	æçsˈinæ
Şurasının	ʃuɾasɯnˈɯn
çalışan	t͡ʃaɫɯʃˈan
ada	adˈa
dilinə	dilˈinæ
hüquqi	hyɡuɡˈi
problemləri	problemlæɾˈi
tutdu	tutdˈu
Alman	aɫmˈan
Bunu	bunˈu
IV	ˈɯv
qismi	ɡismˈi
illərin	illæɾˈin
edildiyi	edildijˈi
dərəcəsi	dæɾæd͡ʒæsˈi
balıq	baɫˈɯx
coğrafi	d͡ʒoːɾafˈi
fəaliyyətə	fæalijjˈætæ
nəticəsi	nætid͡ʒæsˈi
etmir	etmˈir
yaratdığı	jaɾatdɯɯˈɯ
başçılıq	baʃt͡ʃɯɫˈɯx
tədqiqatlar	tædɡiɡatɫˈar
görən	ɟœɾˈæn
olmalıdır	oɫmaɫɯdˈɯr
başına	baʃɯnˈa
Mədəniyyət	mædænijjˈæt
müqavilə	myɡavˈilæ
sistem	sistˈem
yay	jˈaj
adından	adɯndˈan
ikisi	icisˈi
ehtiyac	ehtijˈad͡ʒ
gəlmək	ɟælmˈæç
İngilis	inɟilˈis
daşıyan	daʃɯjˈan
formasında	formasɯndˈa
yerləşdiyi	jerlæʃdijˈi
ərazisinə	æɾazisˈinæ
direktoru	diɾeçtoɾˈu
gümüş	ɟymˈyʃ
ədəbiyyat	ædæbijjˈat
yerini	jeɾinˈi
orijinal	oɾiʒinˈaɫ
Elm	ˈelm
olmadan	oɫmadˈan
ağa	ˈaː
dilinin	dilinˈin
gəlməsi	ɟælmæsˈi
işləyən	iʃlæjˈæn
çevrildi	t͡ʃevrildˈi
qismən	ɡismˈæn
biləcək	bilæd͡ʒˈæç
birini	biɾinˈi
mənim	mænˈim
Şimal	ʃimˈaɫ
heyəti	hejætˈi
proqram	proɡrˈam
əsərlər	æsærlˈær
dövrünə	dœvrˈynæ
üz	ˈyz
üsulu	ysuɫˈu
xristian	xristiˈan
çəkilən	t͡ʃæcilˈæn
xalqının	xaɫɡɯnˈɯn
şəraitində	ʃæɾa͡ɪt͡sˈindæ
hissəsinin	hissæsinˈin
müddəti	myddætˈi
yəhudi	jæhudˈi
əvəzinə	ævæzˈinæ
həyatında	hæjatɯndˈa
Əbu	æbˈu
möhkəm	mœhcˈæm
əsrlər	æsrlˈær
Abbas	abbˈas
nəhəng	næhˈænɟ
Gənc	ɟˈænd͡ʒ
artır	artˈɯr
ayrıca	ajrɯd͡ʒˈa
verə	vˈeɾæ
A	ˈa
hissələri	hissælæɾˈi
Respublika	respublicˈa
cəhd	d͡ʒˈæhd
dillərində	dillæɾˈindæ
Üç	ˈyt͡ʃ
məhsulları	mæhsuɫɫaɾˈɯ
özünəməxsus	œzynæmæxsˈus
binanın	binanˈɯn
suyu	sujˈu
cinsi	d͡ʒinsˈi
metal	metˈaɫ
Komitəsinin	comitæsinˈin
dərəcəli	dæɾæd͡ʒælˈi
Heydər	hejdˈær
Yəni	jænˈi
yaratmışdır	jaɾatmɯʃdˈɯr
surətdə	suɾˈætdæ
bazar	bazˈar
yan	jˈan
şeir	ʃeˈir
Hava	havˈa
Kral	çrˈaɫ
bilərdi	bilærdˈi
növbədə	nœvbˈædæ
Ağ	ˈaː
partiya	pˈartia
yaranması	jaɾanmasˈɯ
formalı	formaɫˈɯ
əlverişli	ælveɾiʃlˈi
təsviri	tæsviɾˈi
yüz	jˈyz
Türkiyənin	tyrcijænˈin
üzvüdür	yzvydˈyr
Su	sˈu
dollar	doɫɫˈar
kitabında	citabɯndˈa
əsrə	ˈæsræ
ikən	icˈæn
müzakirə	myzacˈiɾæ
çəkilmiş	t͡ʃæcilmˈiʃ
Aşağı	aʃaːˈɯ
doğma	doːmˈa
dəqiqə	dæɡˈiɡæ
halında	haɫɯndˈa
həftə	hˈæftæ
arxeoloji	arxeoɫoʒˈi
nümayəndəsi	nymajændæsˈi
normal	normˈaɫ
olmadığını	oɫmadɯɯɯnˈɯ
Biz	bˈiz
dördüncü	dœrdynd͡ʒˈy
göstərdi	ɟœstærdˈi
inkişafında	inciʃafɯndˈa
insanlara	insanɫaɾˈa
insanları	insanɫaɾˈɯ
təchiz	tæd͡ʒhˈiz
üzv	ˈyzv
bildirdi	bildirdˈi
tədbirlər	tædbirlˈær
ölkələrin	œlcælæɾˈin
Filmin	filmˈin
keçirmək	cet͡ʃirmˈæç
uğurla	uːrɫˈa
ziyarət	zijaɾˈæt
tünd	tˈynd
təbiət	tæbiˈæt
etdikdən	etdiçdˈæn
qəzet	ɡæzˈet
əlində	ælˈindæ
döyüşdə	dœjˈyʃdæ
tibbi	tibbˈi
katibi	catibˈi
imkanı	imcanˈɯ
İbn	ˈibn
fəlsəfi	fælsæfˈi
qoyulmuşdur	ɡojuɫmuʃdˈur
Azərbaycana	azærbajd͡ʒanˈa
at	ˈat
cəmiyyətin	d͡ʒæmijjætˈin
məhkəmə	mæhcˈæmæ
xarakterizə	xaɾaçteɾˈizæ
Həm	hˈæm
keçid	cet͡ʃˈid
idarəetmə	idaɾæˈetmæ
süni	synˈi
hazırlanır	hazɯrɫanˈɯr
materialları	mateɾiaɫɫaɾˈɯ
siyahıya	sijahɯjˈa
zərər	zæɾˈær
ardınca	ardɯnd͡ʒˈa
bölgəsində	bœlɟæsˈindæ
məsafədə	mæsafˈædæ
aparan	apaɾˈan
İndi	indˈi
Molla	moɫɫˈa
bənzər	bænzˈær
filmdə	fˈilmdæ
rəssam	ræssˈam
siyasəti	sijasætˈi
Mustafa	mustafˈa
ala	aɫˈa
hazır	hazˈɯr
ulduz	uɫdˈuz
Günəş	ɟynˈæʃ
gündən	ɟyndˈæn
mükəmməl	mycæmmˈæl
Olimpiya	olˈimpia
günəş	ɟynˈæʃ
kim	cˈim
qonşu	ɡonʃˈu
yüngül	jynɟˈyl
istiqamətdə	istiɡamˈætdæ
maddələr	maddælˈær
çəkilmişdir	t͡ʃæcilmiʃdˈir
habelə	habˈelæ
bitirmişdir	bit͡sirmiʃdˈir
güc	ɟˈyd͡ʒ
əsərlərində	æsærlæɾˈindæ
ayrı	ajrˈɯ
önəmli	œnæmlˈi
üzvi	yzvˈi
şəhərinə	ʃæhæɾˈinæ
Vətən	vætˈæn
siyasət	sijasˈæt
keçirilməsi	cet͡ʃiɾilmæsˈi
təslim	tæslˈim
komandası	comandasˈɯ
məsələləri	mæsælælæɾˈi
mənbələrdə	mænbælˈærdæ
paytaxtı	pajtaxtˈɯ
Nazirliyinin	nazirlijinˈin
müvəqqəti	myvæɡɡætˈi
Ukrayna	uçrajnˈa
məqsəd	mæɡsˈæd
uşaqlar	uʃaɡɫˈar
and	ˈand
seçilmişdir	set͡ʃilmiʃdˈir
terrorçuları	terrort͡ʃuɫaɾˈɯ
yemək	jemˈæç
İncəsənət	ind͡ʒæsænˈæt
edəcək	edæd͡ʒˈæç
verilmiş	veɾilmˈiʃ
nömrəli	nœmrælˈi
rəsm	rˈæsm
İtaliya	itˈalia
bitir	bit͡sˈir
ermənilər	ermænilˈær
yaxından	jaxɯndˈan
gürcü	ɟyrd͡ʒˈy
işləyib	iʃlæjˈib
alınması	aɫɯnmasˈɯ
rəqs	rˈæɡs
həkim	hæcˈim
tərzi	tærzˈi
dedi	dedˈi
klubu	çɫubˈu
Əslində	æslˈindæ
Hələ	hˈælæ
oldular	oɫduɫˈar
qrupunun	ɡrupunˈun
kəsb	cˈæsb
maddə	mˈaddæ
oluna	oɫunˈa
terror	terrˈor
yeraltı	jeɾaɫtˈɯ
dostu	dostˈu
ibtidai	ibtidˈa͡ɪ
İnstitutunda	institutundˈa
qrupun	ɡrupˈun
sayılan	sajɯɫˈan
mənbəyi	mænbæjˈi
qoyur	ɡojˈur
video	videˈo
olunduğu	oɫundˈuː
mühafizə	myhafˈizæ
verilməsi	veɾilmæsˈi
olmadığı	oɫmadɯɯˈɯ
rəisi	ræisˈi
yazırdı	jazɯrdˈɯ
yerləri	jerlæɾˈi
hazırlanan	hazɯrɫanˈan
Ölkənin	œlcænˈin
Afrika	africˈa
həyatının	hæjatɯnˈɯn
şəxsin	ʃæxsˈin
hakimi	hacimˈi
münasibətləri	mynasibætlæɾˈi
mərhələsində	mærhælæsˈindæ
Əmir	æmˈir
kənarda	cænardˈa
çevrilmişdir	t͡ʃevrilmiʃdˈir
Rusiyada	rusijadˈa
V	vˈe
C	d͡ʒˈe
hazırlanması	hazɯrɫanmasˈɯ
Yuxarı	juxaɾˈɯ
uğur	ˈuːr
Nazirliyi	nazirlijˈi
zərbə	zˈærbæ
şeyi	ʃejˈi
Cənub	d͡ʒænˈub
bədən	bædˈæn
hərəkəti	hæɾæcætˈi
Qafqazda	ɡafɡazdˈa
sahələrdə	sahælˈærdæ
mülki	mylcˈi
sakinləri	sacinlæɾˈi
etmə	ˈetmæ
mənsub	mænsˈub
sərf	sˈærf
yerləşirdi	jerlæʃirdˈi
adası	adasˈɯ
göndərdi	ɟœndærdˈi
kompüter	compyt͡sˈer
növbəsində	nœvbæsˈindæ
qalibi	ɡalibˈi
oxşar	oxʃˈar
ölkələrində	œlcælæɾˈindæ
kino	cinˈo
məktəbin	mæçtæbˈin
nümunələri	nymunælæɾˈi
qorumaq	ɡoɾumˈax
yaradıcılıq	jaɾadɯd͡ʒɯɫˈɯx
yaranmış	jaɾanmˈɯʃ
ardıcıl	ardɯd͡ʒˈɯɫ
nüfuzlu	nyfuzɫˈu
prezident	prezidˈent
əhəmiyyəti	æhæmijjætˈi
Muxtar	muxtˈar
Neft	nˈeft
hazırlanmışdır	hazɯrɫanmɯʃdˈɯr
Daxili	daxilˈi
Polşa	poɫʃˈa
XVI	xvˈɯ
bərk	bˈærç
əməkdar	æmæçdˈar
Xan	xˈan
çatdı	t͡ʃatdˈɯ
yaratdı	jaɾatdˈɯ
almağa	aɫmˈaː
Xüsusi	xysusˈi
mənada	mænadˈa
azı	azˈɯ
evində	evˈindæ
çalışıb	t͡ʃaɫɯʃˈɯb
qanun	ɡanˈun
İsrail	isrˈa͡ɪl
Paşa	paʃˈa
müqayisədə	myɡajisˈædæ
xadimi	xadimˈi
xidməti	xidmætˈi
yazı	jazˈɯ
gündəlik	ɟyndælˈiç
təsərrüfat	tæsærryfˈat
əlaqələr	æɫaɡælˈær
qətlə	ɡˈætlæ
sonu	sonˈu
yarısında	jaɾɯsɯndˈa
Əhalinin	æhalinˈin
redaktoru	redaçtoɾˈu
saxlamaq	saxɫamˈax
Koreya	coɾejˈa
asılıdır	asɯɫɯdˈɯr
bura	buɾˈa
keçirilmişdir	cet͡ʃiɾilmiʃdˈir
mənasında	mænasɯndˈa
qış	ɡˈɯʃ
üsyan	ysjˈan
Təbii	tæbiˈi
yük	jˈyç
sabit	sabˈit
suda	sudˈa
ın	ˈɯn
getdikcə	ɟetdˈiçd͡ʒæ
çıxmışdır	t͡ʃɯxmɯʃdˈɯr
İsa	isˈa
nəzəriyyəsi	næzæɾijjæsˈi
dəyişikliklər	dæjiʃiçliçlˈær
oğlan	oːɫˈan
yumurta	jumurtˈa
söhbət	sœhbˈæt
temperaturu	tempeɾatuɾˈu
divarları	divarɫaɾˈɯ
etiraz	et͡siɾˈaz
nüvə	nˈyvæ
yüksəklikdə	jyçsæçlˈiçdæ
bilirlər	bilirlˈær
qrupa	ɡrupˈa
Süleyman	sylejmˈan
kimya	cimjˈa
münasibətlər	mynasibætlˈær
nəfərdir	næfærdˈir
vəzifəsini	væzifæsinˈi
çıxıb	t͡ʃɯxˈɯb
edər	edˈær
sürəti	syɾætˈi
edilməsinə	edilmæsˈinæ
vaxtlar	vaxtɫˈar
Bakıya	bacɯjˈa
nəzarəti	næzaɾætˈi
a	ˈa
dövrə	dˈœvræ
İstanbul	istanbˈuɫ
cüt	d͡ʒˈyt
öyrənir	œjrænˈir
edilərək	edilæɾˈæç
nəsil	næsˈil
çatan	t͡ʃatˈan
əlaqədardır	æɫaɡædardˈɯr
istisna	istisnˈa
kəs	cˈæs
edam	edˈam
etsə	ˈetsæ
filmində	filmˈindæ
əsrdən	æsrdˈæn
akademik	academˈiç
məktəbinin	mæçtæbinˈin
tip	tˈip
meyvə	mˈejvæ
əlaqələri	æɫaɡælæɾˈi
çıxmış	t͡ʃɯxmˈɯʃ
ərazisinin	æɾazisinˈin
Növbəti	nœvbætˈi
istilik	istilˈiç
yazılmışdır	jazɯɫmɯʃdˈɯr
özlərini	œzlæɾinˈi
Aşıq	aʃˈɯx
Hindistan	hindistˈan
səviyyəsi	sævijjæsˈi
fəaliyyətinin	fæalijjætinˈin
minlərlə	minlˈærlæ
əvvəlində	ævvælˈindæ
Aleksandr	aleçsˈandər
kq	kˌaɡˈe
milyard	miljˈard
tarixinin	taɾixinˈin
şəhərə	ʃæhˈæɾæ
apardığı	apardɯɯˈɯ
hücuma	hyd͡ʒumˈa
ailəsinin	a͡ɪlæsinˈin
XVII	xvɯˈɯ
göstərdiyi	ɟœstærdijˈi
xarakter	xaɾaçtˈer
özündən	œzyndˈæn
Nəhayət	næhajˈæt
məscid	mæsd͡ʒˈid
qalası	ɡaɫasˈɯ
təmiz	tæmˈiz
əmri	æmrˈi
Türkiyədə	tyrcijˈædæ
artması	artmasˈɯ
qələmə	ɡælˈæmæ
respublika	respublicˈa
Tibb	tˈibb
diqqəti	diɡɡætˈi
göl	ɟˈœl
mane	manˈe
tapmışdır	tapmɯʃdˈɯr
Məmməd	mæmmˈæd
Qafqazın	ɡafɡazˈɯn
asanlıqla	asanɫɯɡɫˈa
diqqətini	diɡɡætinˈi
forma	formˈa
sözünün	sœzynˈyn
ton	tˈon
Krım	çrˈɯm
razı	razˈɯ
Şuşa	ʃuʃˈa
dolu	doɫˈu
hal	hˈaɫ
heyətinin	hejætinˈin
səhnə	sˈæhnæ
Əvvəlcə	ævvˈæld͡ʒæ
məsələ	mæsˈælæ
oynamışdır	ojnamɯʃdˈɯr
Avropanın	avropanˈɯn
Tarix	taɾˈix
Əmək	æmˈæç
Quba	ɡubˈa
çıxarır	t͡ʃɯxaɾˈɯr
kitabxana	citabxanˈa
gedib	ɟedˈib
hadisələri	hadisælæɾˈi
oyunu	ojunˈu
piyada	pijadˈa
təlim	tælˈim
xalqı	xaɫɡˈɯ
abidə	abˈidæ
boz	bˈoz
İnstitutu	institutˈu
başlamış	baʃɫamˈɯʃ
işini	iʃinˈi
zamanlar	zamanɫˈar
İranın	iɾanˈɯn
Sonrakı	sonracˈɯ
edək	edˈæç
sahələrində	sahælæɾˈindæ
Birliyinin	birlijinˈin
Mahmud	mahmˈud
olmaması	oɫmamasˈɯ
yaradıcılığı	jaɾadɯd͡ʒɯɫɯɯˈɯ
etməli	etmælˈi
hakimiyyətə	hacimijjˈætæ
səkkiz	sæçcˈiz
əlaqəsi	æɫaɡæsˈi
gəmi	ɟæmˈi
müqavimət	myɡavimˈæt
kənddə	cˈænddæ
müəllif	myællˈif
vilayətinin	viɫajætinˈin
musiqisi	musiɡisˈi
müqayisə	myɡajˈisæ
qayıdır	ɡajɯdˈɯr
rəngi	rænɟˈi
həcmi	hæd͡ʒmˈi
qar	ɡˈar
yaralanmışdır	jaɾaɫanmɯʃdˈɯr
şöbəsinin	ʃœbæsinˈin
Adanın	adanˈɯn
Lənkəran	læncæɾˈan
ortalarında	ortaɫaɾɯndˈa
proqramı	proɡramˈɯ
Dünyanın	dynjanˈɯn
gətirən	ɟætiɾˈæn
mövzusu	mœvzusˈu
özəl	œzˈæl
sərhəd	særhˈæd
məhsul	mæhsˈuɫ
tərkibi	tærcibˈi
ömrünün	œmrynˈyn
İttifaqı	ittifaɡˈɯ
düşdü	dyʃdˈy
istifadəsi	istifadæsˈi
kilometr	ciɫomˈetər
qarışıq	ɡaɾɯʃˈɯx
işlərinə	iʃlæɾˈinæ
səthi	sæthˈi
nəzəri	næzæɾˈi
dəri	dæɾˈi
kvadrat	çvadrˈat
sözlə	sˈœzlæ
təcrübə	tæd͡ʒrˈybæ
orqanları	orɡanɫaɾˈɯ
sırasında	sɯɾasɯndˈa
açılır	at͡ʃɯɫˈɯr
tutulur	tutuɫˈur
aparmaq	aparmˈax
üzə	ˈyzæ
adlandırılan	adɫandɯɾɯɫˈan
istəyən	istæjˈæn
ölçülü	œlt͡ʃylˈy
olmasa	oɫmasˈa
general	ɟeneɾˈaɫ
məcburiyyətində	mæd͡ʒbuɾijjætˈindæ
qalıb	ɡaɫˈɯb
xanı	xanˈɯ
Filmdə	fˈilmdæ
Müdafiə	mydafˈiæ
tapır	tapˈɯr
boş	bˈoʃ
tarixinə	taɾixˈinæ
vəzifəsi	væzifæsˈi
nəfərlik	næfærlˈiç
yapon	japˈon
çiçək	t͡ʃit͡ʃˈæç
Tarixi	taɾixˈi
albomu	aɫbomˈu
dilindən	dilindˈæn
Müharibə	myhaɾˈibæ
Prezidenti	prezidentˈi
kənar	cænˈar
kitabın	citabˈɯn
nöqtəsi	nœɡtæsˈi
proses	prosˈes
sahil	sahˈil
Üçüncü	yt͡ʃynd͡ʒˈy
Musiqi	musiɡˈi
torpaqları	torpaɡɫaɾˈɯ
diametri	diametrˈi
gələcəkdə	ɟælæd͡ʒˈæçdæ
küçəsi	cyt͡ʃæsˈi
dənizi	dænizˈi
dairəvi	da͡ɪɾævˈi
etdirmək	etdirmˈæç
sevgi	sevɟˈi
xahiş	xahˈiʃ
üzərindəki	yzæɾindæcˈi
İraq	iɾˈax
azadlıq	azadɫˈɯx
hissəyə	hissˈæjæ
nazik	nazˈiç
dar	dˈar
müddətində	myddætˈindæ
dərk	dˈærç
hadisələrin	hadisælæɾˈin
hissəsinə	hissæsˈinæ
sona	sonˈa
yaradılıb	jaɾadɯɫˈɯb
asan	asˈan
qabiliyyəti	ɡabilijjætˈi
vətəndaş	vætændˈaʃ
ölümü	œlymˈy
vermişdi	vermiʃdˈi
keçirdiyi	cet͡ʃirdijˈi
məsləhət	mæslæhˈæt
yazılı	jazɯɫˈɯ
qolu	ɡoɫˈu
Yaşayış	jaʃajˈɯʃ
ailənin	a͡ɪlænˈin
bitirib	bit͡siɾˈib
çatmışdır	t͡ʃatmɯʃdˈɯr
adamları	adamɫaɾˈɯ
bizə	bˈizæ
konkret	conçrˈet
vaxtdan	vaxtdˈan
sonlarında	sonɫaɾɯndˈa
sözlərinə	sœzlæɾˈinæ
əsaslanır	æsasɫanˈɯr
artisti	artistˈi
çar	t͡ʃˈar
yaşamış	jaʃamˈɯʃ
əsaslı	æsasɫˈɯ
d	dˈe
mineral	mineɾˈaɫ
səyahət	sæjahˈæt
tikilmiş	ticilmˈiʃ
Heç	hˈet͡ʃ
Orada	oɾadˈa
istəyirdi	istæjirdˈi
qüvvə	ɡˈyvvæ
yaradan	jaɾadˈan
