да	dˈɒ
каршында	qɒrʃˈɯndɑ
кую	qˈuju
мәдәнияте	mˌædænijˈæte
хөрмәт	xˈœrmæt
язучылар	jˌɑzuɕˈɯɫɑr
күрергә	kyrˈerɣæ
сәбәп	sˈæbæp
чиркәү	ɕirkˈæy
Башкорт	bˈɒʃqort
калу	qˈɒɫu
тирәсендә	tˌiræsˈendæ
җәмәгатьчелек	ʑˌæmæʁɑtʔɕˈelek
галим	ʁˈɒɫim
калырга	qɒɫˈɯrʁɑ
күпчелеге	kˌypɕelˈeɣe
Марат	mˈɒrɒt
Мәҗлес	mˈæʑles
Төркиягә	tˌœrkijˈæɣæ
Чаллыда	ɕɒɫɫˈɯdɑ
Украинада	ˌuqrɑinˈɑdɑ
оештыру	ˌoeʃtˈɯru
ширкәте	ʃirkˈæte
аеруча	ˌɒerˈuɕɑ
бару	bˈɒru
очрашу	oɕrˈɑʃu
су	sˈu
телле	tˈelle
Украинаның	ˌuqrɑinˈɑnɯŋ
алмаган	ɒɫmˈɒʁɑn
аннары	ɒnnˈɒrɯ
белергә	belˈerɣæ
Берлеге	berlˈeɣe
Русиядән	rˌusijˈædæn
дәүләте	dˌæylˈæte
кайткан	qɒˈɪtqɑn
буын	bˈuɯn
күпләп	kˈyplæp
телгә	tˈelɣæ
катнашучылар	qˌɒtnɒʃuɕˈɯɫɑr
Бөтен	bˈœten
ерак	jˈɯrɑq
ачылды	ɒɕˈɯɫdɯ
сорауга	sˌorɑˈuʁɑ
шәхси	ʃˈæxsi
яклы	jˈɑqɫɯ
куллану	quɫɫˈɑnu
кырымтатарлар	qˌɯrɯmtɑtˈɑrɫɑr
теленең	telˈeneŋ
җитди	ʑˈitdi
татарларны	tˌɒtɒrɫˈɑrnɯ
вәгъдә	wˈæɣʔdæ
халкына	xɒɫqˈɯnɑ
яисә	jæˈisæ
чакыра	ɕɒqˈɯrɑ
тарихын	tɒrˈixɯn
күренә	kyrˈenæ
ахырында	ˌɒxɯrˈɯndɑ
мәктәптә	mæktˈæptæ
җыена	ʑɯˈenɑ
өмет	ˈœmet
институты	ˌinstitˈutɯ
Милләт	mˈillæt
мәсьәләне	mˌæsʔælˈæne
укыган	uqˈɯʁɑn
утыра	utˈɯrɑ
елгы	jˈɯɫʁɯ
сүзен	sˈyzen
чыннан	ɕˈɯnnɑn
Фәрит	fˈærit
Башкортстанның	bˌɒʃqortstˈɑnnɯŋ
булганда	buɫʁˈɑndɑ
кешеләргә	kˌeʃelˈærɣæ
фикердә	fikˈerdæ
алалар	ɒɫˈɒɫɑr
баручы	bɒrˈuɕɯ
саныйм	sˈɒnɯjm
Айдар	ɒˈɪdɑr
калса	qˈɒɫsɒ
сорап	sˈorɑp
Биредә	birˈedæ
Кырымтатар	qˌɯrɯmtˈɑtɑr
хезмәткәрләре	xˌezmætkærlˈære
урыны	urˈɯnɯ
Идел	ˈidel
киләсе	kilˈæse
булмас	bˈuɫmɑs
нигез	nˈiɣez
дине	dˈine
туа	tˈuɑ
язмышы	jɑzmˈɯʃɯ
моннан	mˈonnɑn
Үз	ˈyz
Кырымга	qɯrˈɯmʁɑ
сөйләшү	sˌœɪlˈæʃy
Нобель	nˈobelʔ
Шуның	ʃˈunɯŋ
спорт	spˈort
фән	fˈæn
чыгарырга	ɕˌɯʁɑrˈɯrʁɑ
Ирек	ˈirek
заманында	zˌɒmɒnˈɯndɑ
мөселманнарны	mˌœseɫmɑnnˈɑrnɯ
эшләрен	eʃlˈæren
белеп	bˈelep
сүзе	sˈyze
әңгәмә	æŋɣˈæmæ
диния	dinˈijæ
мөдире	mœdˈire
республикада	rˌespubɫiqˈɑdɑ
яшәп	jˈæʃæp
Тагын	tˈɒʁɯn
бәйрәме	bˌæɪrˈæme
фильм	fˈilʔm
җырчы	ʑˈɯrɕɯ
максат	mˈɒqsɒt
бәя	bˈæjæ
кызык	qˈɯzɯq
район	rɒˈɪon
уйлый	uˈɪɫɯj
ярдәмендә	jˌærdæmˈendæ
җыеп	ʑˈɯep
Бәйрәмова	bˌæɪræmˈowɑ
артында	ɒrtˈɯndɑ
әһелләре	ˌæhellˈære
Габдулла	ʁɒbdˈuɫɫɑ
теләсә	telˈæsæ
төгәл	tˈœɣæl
фиркасе	firqˈɑse
йөз	ˈɪœz
микән	mˈikæn
үтәргә	ytˈærɣæ
чыгара	ɕɯʁˈɑrɑ
Илдус	ˈiɫdus
атады	ɒtˈɒdɯ
атнада	ɒtnˈɒdɑ
ачып	ˈɒɕɯp
кыз	qˈɯz
чыгу	ɕˈɯʁu
әйтелә	ˌæɪtˈelæ
йөргән	ɪˈœrɣæn
өйрәнергә	ˌœɪrænˈerɣæ
рәхмәт	rˈæxmæt
террор	tˈerror
чыгарган	ɕɯʁˈɑrʁɑn
Дамир	dˈɒmir
Русияне	rˌusijˈæne
барышында	bˌɒrɯʃˈɯndɑ
исән	ˈisæn
сүзләрен	syzlˈæren
үзләренә	ˌyzlærˈenæ
Әхмәт	ˈæxmæt
мәхкәмәсе	mˌæxkæmˈæse
барлыгы	bɒrɫˈɯʁɯ
күпләр	kˈyplær
көнендә	kœnˈendæ
режиссёры	rˌeʒissjˈorɯ
Аларга	ɒɫˈɒrʁɑ
Эрдоган	erdˈoʁɑn
ачылган	ɒɕˈɯɫʁɑn
иттеләр	ittˈelær
килүчеләр	kˌilyɕˈelær
егет	jˈeɣet
хәбәрләр	xæbˈærlær
Кеше	kˈeʃe
алты	ˈɒɫtɯ
балаларны	bˌɒɫɒɫˈɑrnɯ
башланган	bɒʃɫˈɒŋʁɑn
диелә	diˈelæ
тәшкил	tˈæʃkil
Билгеле	bilɣˈele
булуына	bˌuɫuˈɯnɑ
нигә	nˈiɣæ
Америка	ˌɒmerˈiqɑ
Дөнья	dˈœnʔjæ
Рамил	rˈɒmil
вакыйга	wɒqˈɯjʁɑ
димәк	dˈimæk
милләте	millˈæte
яхшырак	jɑxʃˈɯrɑq
җырлар	ʑˈɯrɫɑr
Тынычлык	tɯnˈɯɕɫɯq
районында	rˌɒɪonˈɯndɑ
сайлап	sɒˈɪɫɑp
торырга	torˈɯrʁɑ
Әйе	æˈɪe
башлана	bɒʃɫˈɒnɑ
гадәти	ʁɒdˈæti
истә	ˈistæ
юллар	jˈuɫɫɑr
илгә	ˈilɣæ
хезмәткәре	xˌezmætkˈære
чагыштырганда	ɕˌɒʁɯʃtɯrʁˈɑndɑ
җитә	ʑˈitæ
табып	tˈɒbɯp
чыгарды	ɕɯʁˈɑrdɯ
өлкәдә	œlkˈædæ
гомер	ʁˈomer
укучылар	ˌuquɕˈɯɫɑr
Камил	qˈɒmil
Коръән	qˈorʔæn
Көнбатыш	kœnbˈɑtɯʃ
Яшьләр	jˈæʃʔlær
алдына	ɒɫdˈɯnɑ
илләре	illˈære
катлаулы	qˌɒtɫɒˈuɫɯ
нәтиҗә	nætˈiʑæ
үстерү	ystˈery
ялган	jˈɑɫʁɑn
өйрәнә	ˌœɪrˈænæ
Түбән	tˈybæn
ирекле	irˈekle
пикет	pˈiket
Мәскәүдән	mˌæskæˈydæn
кара	qˈɒrɒ
ки	kˈi
мәчеткә	mæɕˈetkæ
телләр	tˈellær
җәмгыяте	ʑˌæmʁɯjˈæte
алдылар	ɒɫdˈɯɫɑr
газ	ʁˈɒz
караш	qˈɒrɒʃ
кискен	kˈisken
милләтләр	millˈætlær
урта	ˈurtɑ
изге	ˈizɣe
чамасы	ɕɒmˈɒsɯ
чыгышында	ɕˌɯʁɯʃˈɯndɑ
Айрат	ɒˈɪrɑt
Сталин	stˈɒɫin
аңлый	ˈɒŋɫɯj
әйбәт	æˈɪbæt
өлешен	œlˈeʃen
Көньяк	kˈœnʔjæk
Рамазан	rɒmˈɒzɑn
нәзарәте	nˌæzɑrˈæte
исем	ˈisem
килергә	kilˈerɣæ
сөйләшергә	sˌœɪlæʃˈerɣæ
тәэмин	tæˈemin
кертү	kˈerty
булмаячак	bˌuɫmɑjˈɑɕɑq
киресенчә	kˌiresˈenɕæ
мәхкәмәгә	mˌæxkæmˈæɣæ
уен	ˈuen
үрнәк	ˈyrnæk
алабыз	ɒɫˈɒbɯz
доллар	dˈoɫɫɑr
сугышы	suʁˈɯʃɯ
Интернет	intˈernet
Путинга	putˈiŋʁɑ
башкара	bɒʃqˈɒrɑ
беләм	bˈelæm
буена	buˈenɑ
күпчелек	kypɕˈelek
узачак	uzˈɑɕɑq
булмасын	buɫmˈɑsɯn
киләчәге	kˌilæɕˈæɣe
куйды	quˈɪdɯ
проект	prˈoekt
сүзләренә	sˌyzlærˈenæ
сөйләшеп	sˌœɪlˈæʃep
фәннәр	fˈænnær
чыгарып	ɕɯʁˈɑrɯp
күрсәтеп	kyrsˈætep
Төньяк	tˈœnʔjæk
Шундый	ʃˈundɯj
барганда	bɒrʁˈɒndɑ
буйлап	buˈɪɫɑp
мәктәпләрдә	mˌæktæplˈærdæ
сораулар	sˌorɑˈuɫɑr
төбәкләрдә	tˌœbæklˈærdæ
Шунда	ʃˈundɑ
декабрь	dˈeqɑbrʔ
кайта	qɒˈɪtɑ
җыены	ʑɯˈenɯ
Мәскәүдәге	mˌæskæydˈæɣe
Цхвирава	tsxwirˈɑwɑ
куллана	quɫɫˈɑnɑ
җитми	ʑˈitmi
Балалар	bɒɫˈɒɫɑr
бетерү	betˈery
хезмәте	xezmˈæte
якларга	jɑqɫˈɑrʁɑ
ясалган	jɑsˈɑɫʁɑn
мәктәбе	mæktˈæbe
ясау	jɑsˈɑu
үскән	ˈyskæn
тормышы	tormˈɯʃɯ
каралган	qɒrˈɒɫʁɑn
тудыра	tudˈɯrɑ
хакимияткә	xˌɒqimijˈætkæ
өлкәсе	œlkˈæse
Самар	sˈɒmɒr
Төрле	tˈœrle
август	ˈɑwʁust
алам	ˈɒɫɒm
бәреп	bˈærep
еллык	jˈɯɫɫɯq
кемдер	kˈemder
тартып	tˈɒrtɯp
утырган	utˈɯrʁɑn
чарада	ɕɒrˈɒdɑ
һич	hˈiɕ
авылда	ɑwˈɯɫdɑ
көтелә	kœtˈelæ
тәртип	tˈærtip
белгән	bˈelɣæn
депутаты	dˌeputˈɑtɯ
утырып	utˈɯrɯp
хатыны	xɒtˈɯnɯ
күңел	kˈyŋel
Мостафа	mostˈɑfɑ
мөфтие	mœftˈie
сөйләшүләр	sˌœɪlæʃˈylær
әгъзалары	ˌæʁʔzɑɫˈɑrɯ
концерт	qˈontsert
ны	nˈɯ
ярты	jˈɑrtɯ
өстенә	œstˈenæ
тиешбез	tiˈeʃbez
укучы	uqˈuɕɯ
вакыйгалар	wˌɒqɯjʁˈɑɫɑr
илдәге	ildˈæɣe
шәхес	ʃˈæxes
Колумбия	qˌoɫumbˈijæ
Рәшит	rˈæʃit
кирәкле	kirˈækle
сезгә	sˈezɣæ
Себер	sˈeber
белдереп	beldˈerep
меңләп	mˈeŋlæp
меңнән	mˈeŋnæn
ярдәме	jærdˈæme
җитәрлек	ʑitˈærlek
Берничә	bernˈiɕæ
Чит	ɕˈit
башкаласы	bˌɒʃqɒɫˈɑsɯ
мәсьәләсен	mˌæsʔælˈæsen
оештыручылар	ˌoeʃtˌɯruɕˈɯɫɑr
аңлап	ˈɒŋɫɒp
көтә	kˈœtæ
мөнәсәбәтләр	mˌœnæsæbˈætlær
шартларда	ʃɒrtɫˈɒrdɑ
әнисе	ænˈise
олы	ˈoɫɯ
Германия	ɣˌermɑnˈijæ
авторы	ɑwtˈorɯ
барысын	bɒrˈɯsɯn
дигәндә	diɣˈændæ
кабат	qˈɒbɒt
кайчан	qɒˈɪɕɑn
үтеп	ˈytep
борынгы	borˈɯŋʁɯ
булганча	buɫʁˈɑnɕɑ
музыка	muzˈɯqɑ
русча	rˈusɕɑ
төшкән	tˈœʃkæn
файдалы	fˌɒɪdˈɑɫɯ
әдәби	ædˈæbi
әйберләр	ˌæɪbˈerlær
өстендә	œstˈendæ
билгесез	bilɣˈesez
июнь	ˈijynʔ
халыкларның	xˌɒɫɯqɫˈɑrnɯŋ
шартлар	ʃˈɒrtɫɒr
какты	qˈɒqtɯ
көнгә	kˈœŋɣæ
мәсьәләләр	mˌæsʔælˈælær
мәҗбүри	mæʑbˈyri
тискәре	tiskˈære
Диния	dinˈijæ
Европада	jˌɯwropˈɑdɑ
дөньясы	dœnʔjˈæsɯ
заманча	zɒmˈɒnɕɑ
керү	kˈery
мөхәррире	mˌœxærrˈire
сөйләшәм	sˌœɪlˈæʃæm
уңышлы	uŋˈɯʃɫɯ
җаваплы	ʑɑwˈɑpɫɯ
өстәмә	œstˈæmæ
Мануэл	mɒnˈuel
апрель	ˈɒprelʔ
белдерү	beldˈery
бөек	bˈœek
килгәч	kˈilɣæɕ
халкын	xˈɒɫqɯn
Михаил	mixˈɑil
Муса	mˈusɑ
вафат	wˈɒfɒt
имам	ˈimɑm
оппозиция	ˌoppozitsˈijæ
Күптән	kˈyptæn
бердәм	bˈerdæm
республиканың	rˌespubɫiqˈɑnɯŋ
сайлауда	sˌɒɪɫɑˈudɑ
Көнчыгыш	kœnɕˈɯʁɯʃ
егете	jeɣˈete
күпкә	kˈypkæ
нең	nˈeŋ
эшләнгән	eʃlˈæŋɣæn
әйләнеп	ˌæɪlˈænep
мөселманнарга	mˌœseɫmɑnnˈɑrʁɑ
сәүдә	sæˈydæ
эшенә	eʃˈenæ
Кавказ	qˈɑwqɑz
нәтиҗәсе	nˌætiʑˈæse
Ничек	nˈiɕek
Сантоска	sɒntˈosqɑ
гаиләсе	ʁˌɒilˈæse
депутат	depˈutɑt
Һуан	hˈuɑn
Халыкара	xˌɒɫɯqˈɑrɑ
куеп	qˈuep
уңайдан	ˌuŋɑˈɪdɑn
әйткәндә	ˌæɪtkˈændæ
Нәтиҗәдә	nˌætiʑˈædæ
тоткан	tˈotqɑn
фәннәре	fænnˈære
үзебез	yzˈebez
Татарстанны	tˌɒtɒrstˈɑnnɯ
йортында	ˌɪortˈɯndɑ
астына	ɒstˈɯnɑ
гамәлгә	ʁɒmˈælɣæ
демократик	dˌemoqrˈɑtik
илләрендә	ˌillærˈendæ
керергә	kerˈerɣæ
телләрен	tellˈæren
язарга	jɑzˈɑrʁɑ
һәрбер	hˈærber
әдәбият	ˌædæbˈijæt
булмавын	buɫmˈɑwɯn
керде	kˈerde
күренекле	kˌyrenˈekle
миллиард	millˈiɑrd
мисал	mˈisɑɫ
таныш	tˈɒnɯʃ
Вәлиев	wælˈiew
Зәки	zˈæki
Татарча	tɒtˈɒrɕɑ
алыр	ˈɒɫɯr
күчеп	kˈyɕep
намаз	nˈɒmɒz
ничә	nˈiɕæ
финанс	fˈinɑns
баласы	bɒɫˈɒsɯ
тыелган	tɯˈeɫʁɑn
фикере	fikˈere
чорда	ɕˈordɑ
шуннан	ʃˈunnɑn
алачак	ɒɫˈɒɕɑq
җитәкчелек	ʑˌitækɕˈelek
өлкә	ˈœlkæ
Исхаков	isxˈɑqow
Сүрия	syrˈijæ
азат	ˈɒzɒt
аңлатты	ɒŋɫˈɒttɯ
башлагач	bɒʃɫˈɒʁɑɕ
риза	rˈizɑ
телевидение	tˌelewˌidenˈie
хис	xˈis
балаларга	bˌɒɫɒɫˈɑrʁɑ
билгеләнгән	bˌilɣelˈæŋɣæn
китабы	kitˈɑbɯ
корал	qˈorɑɫ
сентябрь	sˈentjæbrʔ
хәлгә	xˈælɣæ
юнәлештә	jˌynælˈeʃtæ
җитәкче	ʑitˈækɕe
Кашапов	qɒʃˈɒpow
сүзләрне	syzlˈærne
язу	jˈɑzu
Урал	ˈurɑɫ
бирелде	birˈelde
мәсәлән	mæsˈælæn
җибәргән	ʑibˈærɣæn
Кол	qˈoɫ
исәпкә	isˈæpkæ
очрашуда	ˌoɕrɑʃˈudɑ
шәһәрдә	ʃæhˈærdæ
якка	jˈɑqqɑ
Хәмитов	xæmˈitow
илдән	ˈildæn
университетында	ˌuniwˌersitetˈɯndɑ
Универсиада	ˌuniwˌersiˈɑdɑ
йорт	ˈɪort
кирәклеген	kˌiræklˈeɣen
дучар	dˈuɕɑr
икътисад	ikʔtˈisɑd
кануннар	qɒnˈunnɑr
төшереп	tœʃˈerep
ягында	jɑʁˈɯndɑ
үткәрү	ytkˈæry
алдык	ˈɒɫdɯq
булганнар	buɫʁˈɑnnɑr
карау	qɒrˈɒu
татарга	tɒtˈɒrʁɑ
ут	ˈut
язмалар	jɑzmˈɑɫɑr
Мөселман	mœsˈeɫmɑn
башладылар	bˌɒʃɫɒdˈɯɫɑr
галимнәре	ʁˌɒɫimnˈære
эзләп	ˈezlæp
атала	ɒtˈɒɫɑ
март	mˈɒrt
түрәләр	tyrˈælær
эзли	ˈezli
Кырымның	qɯrˈɯmnɯŋ
күләмендә	kˌylæmˈendæ
көтеп	kˈœtep
мәгълүм	mˈæɣʔlym
җыелды	ʑɯˈeɫdɯ
белү	bˈely
кызлар	qˈɯzɫɑr
сакларга	sɒqɫˈɒrʁɑ
балаларын	bˌɒɫɒɫˈɑrɯn
башкарма	bɒʃqˈɒrmɑ
булгандыр	buɫʁˈɑndɯr
төбәктә	tœbˈæktæ
хәле	xˈæle
ярым	jˈɑrɯm
адым	ˈɒdɯm
булдык	bˈuɫdɯq
динен	dˈinen
итми	ˈitmi
проекты	proˈeqtɯ
санын	sˈɒnɯn
укытучылар	ˌuqɯtuɕˈɯɫɑr
аралашу	ˌɒrɒɫˈɑʃu
нигездә	niɣˈezdæ
уздыру	uzdˈɯru
хәбәрчесе	xˌæbærɕˈese
Миңтимер	miŋtˈimer
алынды	ɒɫˈɯndɯ
башкортлар	bɒʃqˈortɫɑr
итәр	ˈitær
кертергә	kertˈerɣæ
күрсәткән	kyrsˈætkæn
Андый	ˈɒndɯj
бәйсезлек	bˌæɪsˈezlek
соңрак	sˈoŋrɑq
хәлне	xˈælne
Икенчедән	ˌikenɕˈedæn
Кушма	qˈuʃmɑ
битараф	bitˈɑrɑf
катнашырга	qˌɒtnɒʃˈɯrʁɑ
сөйләп	sœˈɪlæp
чараны	ɕɒrˈɒnɯ
читтән	ɕˈittæn
ягына	jɑʁˈɯnɑ
үзендә	yzˈendæ
үтәчәк	ytˈæɕæk
Рәхимов	ræxˈimow
вазгыять	wɒzʁˈɯjɑtʔ
исеменнән	ˌisemˈennæn
көннәрендә	kˌœnnærˈendæ
тору	tˈoru
яратып	jɑrˈɑtɯp
җиде	ʑˈide
әйтәләр	ˌæɪtˈælær
Бары	bˈɒrɯ
Украинага	ˌuqrɑinˈɑʁɑ
атып	ˈɒtɯp
комиссиясе	qˌomissijˈæse
нефть	nˈeftʔ
урамга	urˈɑmʁɑ
Зур	zˈur
дәрәҗәсендә	dˌæræʑæsˈendæ
кыска	qˈɯsqɑ
мөселманнарның	mˌœseɫmɑnnˈɑrnɯŋ
табу	tˈɒbu
төрмәгә	tœrmˈæɣæ
утырышында	ˌutɯrɯʃˈɯndɑ
чарага	ɕɒrˈɒʁɑ
Мөхәммәтшин	mˌœxæmmˈætʃin
Сезнең	sˈezneŋ
куып	qˈuɯp
кысаларында	qˌɯsɑɫɑrˈɯndɑ
көчләре	kœɕlˈære
парламент	pɒrɫˈɒment
саналган	sɒnˈɒɫʁɑn
татарларының	tˌɒtɒrɫɑrˈɯnɯŋ
татарны	tɒtˈɒrnɯ
чарасына	ɕˌɒrɒsˈɯnɑ
үткәрергә	ˌytkærˈerɣæ
бердәнбер	berdˈænber
атый	ˈɒtɯj
милләтара	mˌillætˈɑrɑ
мәсьәләсендә	mˌæsʔælæsˈendæ
яклаучылар	jˌɑqɫɑuɕˈɯɫɑr
җырларын	ʑɯrɫˈɑrɯn
өлкән	ˈœlkæn
иттек	ˈittek
кыен	qˈɯen
меңгә	mˈeŋɣæ
төшеп	tˈœʃep
чираттагы	ɕˌirɑttˈɑʁɯ
Азия	ɒzˈijæ
килүе	kilˈye
корылтае	qˌorɯɫtˈɑe
радиосына	rˌɒdiosˈɯnɑ
хакы	xˈɒqɯ
эшчәнлеге	ˌeʃɕænlˈeɣe
өстәл	ˈœstæl
Авылда	ɑwˈɯɫdɑ
Безне	bˈezne
февраль	fˈewrɑɫʔ
чараларында	ɕˌɒrɒɫɑrˈɯndɑ
Казанны	qɒzˈɒnnɯ
Салават	sɒɫˈɑwɑt
булуларын	bˌuɫuɫˈɑrɯn
июль	ˈijylʔ
мәйданында	mˌæɪdɑnˈɯndɑ
украин	uqrˈɑin
чыгышы	ɕɯʁˈɯʃɯ
эштән	ˈeʃtæn
ТИҮ	tˈiy
дистә	dˈistæ
мөһиме	mœhˈime
партия	pɒrtˈijæ
түбән	tˈybæn
әтисе	ætˈise
Грузия	ʁruzˈijæ
башларга	bɒʃɫˈɒrʁɑ
процент	prˈotsent
төшә	tˈœʃæ
файда	fɒˈɪdɑ
үсеш	ˈyseʃ
киңәш	kˈiŋæʃ
күзәтеп	kyzˈætep
сирәк	sˈiræk
телләре	tellˈære
янә	jˈænæ
белгечләре	bˌelɣeɕlˈære
теге	tˈeɣe
телефон	telˈefon
форумы	forˈumɯ
алда	ˈɒɫdɒ
вә	wˈæ
диделәр	didˈelær
сан	sˈɒn
булганга	buɫʁˈɑŋʁɑ
имамы	imˈɑmɯ
кая	qˈɒjɑ
кырымтатарларның	qˌɯrɯmtˌɑtɑrɫˈɑrnɯŋ
сәхнәгә	sæxnˈæɣæ
теләп	tˈelæp
җибәрде	ʑibˈærde
гаепле	ʁɒˈeple
мәсьәләдә	mˌæsʔælˈædæ
шагыйрь	ʃˈɒʁɯjrʔ
итәм	ˈitæm
мөнәсәбәт	mˌœnæsˈæbæt
салып	sˈɒɫɯp
студентлар	studˈentɫɑr
теләктәшлек	tˌelæktˈæʃlek
урынны	urˈɯnnɯ
чыгарылган	ɕˌɯʁɑrˈɯɫʁɑn
декабрьдә	deqˈɑbrʔdæ
дингә	dˈiŋɣæ
илләрдән	illˈærdæn
кризис	krˈizis
теләүчеләр	tˌelæyɕˈelær
төшерелгән	tˌœʃerˈelɣæn
футбол	fˈutboɫ
әдәбияты	ˌædæbijˈætɯ
белмим	bˈelmim
икесе	ikˈese
китапны	kitˈɑpnɯ
табарга	tɒbˈɒrʁɑ
шәхесләр	ʃæxˈeslær
Кызыл	qˈɯzɯɫ
булуга	buɫˈuʁɑ
тынычлык	tɯnˈɯɕɫɯq
хәтле	xˈætle
әзерлек	æzˈerlek
Урта	ˈurtɑ
булганын	buɫʁˈɑnɯn
карарын	qɒrˈɒrɯn
килүче	kilˈyɕe
укытучы	ˌuqɯtˈuɕɯ
университет	ˌuniwersˈitet
шик	ʃˈik
җибәрә	ʑibˈæræ
Руслан	rˈusɫɑn
лаек	ɫˈɒek
әйтер	æˈɪter
Беренчедән	bˌerenɕˈedæn
сәбәбе	sæbˈæbe
тагы	tˈɒʁɯ
юллары	juɫɫˈɑrɯ
өйдә	œˈɪdæ
таянып	tɒjˈɑnɯp
яшерен	jæʃˈeren
әйтелгән	ˌæɪtˈelɣæn
буш	bˈuʃ
икенчесе	ˌikenɕˈese
мәхрүм	mˈæxrym
оештыра	ˌoeʃtˈɯrɑ
хәләл	xˈælæl
Мине	mˈine
Яшь	jˈɑʃʔ
оештырды	ˌoeʃtˈɯrdɯ
сорый	sˈorɯj
урамда	urˈɑmdɑ
чоры	ɕˈorɯ
акчалар	ɒqɕˈɒɫɑr
алдагы	ɒɫdˈɒʁɯ
алына	ɒɫˈɯnɑ
ачарга	ɒɕˈɒrʁɑ
дөньяның	dœnʔjˈænɯŋ
июльдә	ijˈylʔdæ
матди	mˈɒtdi
проценты	protsˈentɯ
сигез	sˈiɣez
төзергә	tœzˈerɣæ
җыры	ʑˈɯrɯ
бәясе	bæjˈæse
көнен	kˈœnen
мәчетләр	mæɕˈetlær
туып	tˈuɯp
шикаять	ʃiqˈɑjɑtʔ
барсы	bˈɒrsɯ
бергәләп	berɣˈælæp
бина	bˈinɑ
күрше	kˈyrʃe
тамашачы	tˌɒmɒʃˈɑɕɯ
җиңү	ʑˈiŋy
Киләчәктә	kˌilæɕˈæktæ
уздырды	uzdˈɯrdɯ
яклый	jˈɑqɫɯj
Җәлил	ʑˈælil
Якын	jˈɑqɯn
демократия	dˌemoqrɑtˈijæ
дәрәҗәсе	dˌæræʑˈæse
кемгә	kˈemɣæ
нәтиҗәләре	nˌætiʑælˈære
очкыч	ˈoɕqɯɕ
урамында	ˌurɑmˈɯndɑ
урынында	ˌurɯnˈɯndɑ
үсә	ˈysæ
апрельдә	ɒprˈelʔdæ
барабыз	bɒrˈɒbɯz
башы	bˈɒʃɯ
илләргә	illˈærɣæ
иске	ˈiske
кызыксыну	qˌɯzɯqsˈɯnu
майда	mɒˈɪdɑ
мөфтиләр	mœftˈilær
электрон	elˈeqtron
җиткән	ʑˈitkæn
Борис	bˈoris
Туфан	tˈufɑn
зуррак	zˈurrɑq
икәнлеген	ˌikænlˈeɣen
кайтты	qɒˈɪttɯ
кулланып	quɫɫˈɑnɯp
табигый	tɒbˈiʁɯj
эштә	ˈeʃtæ
өлеш	ˈœleʃ
Мөхәммәт	mœxˈæmmæt
гадел	ʁˈɒdel
кайтырга	qˌɒɪtˈɯrʁɑ
мәчетендә	mˌæɕetˈendæ
туганнары	tˌuʁɑnnˈɑrɯ
фикерләре	fˌikerlˈære
хокукы	xoqˈuqɯ
җиткерде	ʑitkˈerde
аяк	ˈɒjɑq
ихтимал	ixtˈimɑɫ
популяр	popˈuɫjɑr
проблем	prˈobɫem
сайлаулар	sˌɒɪɫɑˈuɫɑr
я	jˈɑ
җитте	ʑˈitte
арткан	ˈɒrtqɒn
дияргә	dijˈærɣæ
кагылышлы	qˌɒʁɯɫˈɯʃɫɯ
канунны	qɒnˈunnɯ
минемчә	minˈemɕæ
референдум	rˌeferˈendum
табылган	tɒbˈɯɫʁɑn
читкә	ɕˈitkæ
юкмы	jˈuqmɯ
әзерләнә	ˌæzerlˈænæ
БМО	bmˈo
кулына	quɫˈɯnɑ
мәктәпләр	mæktˈæplær
оештырырга	ˌoeʃtɯrˈɯrʁɑ
тоту	tˈotu
җиргә	ʑˈirɣæ
аерылып	ˌɒerˈɯɫɯp
шикелле	ʃikˈelle
Җәмилев	ʑæmˈilew
очрашты	oɕrˈɑʃtɯ
теләми	telˈæmi
торабыз	torˈɑbɯz
Алексей	ˌɒɫeksˈeɪ
Ленин	lˈenin
Төмән	tˈœmæn
Урда	ˈurdɑ
бинасы	binˈɑsɯ
газеты	ʁɒzˈetɯ
кайтару	qˌɒɪtˈɑru
китү	kˈity
проблемнар	probɫˈemnɑr
үзенчәлекле	ˌyzenɕælˈekle
Тукайның	tˌuqɑˈɪnɯŋ
кимендә	kimˈendæ
түгәрәк	tyɣˈæræk
тәрбия	tærbˈijæ
хәлләрне	xællˈærne
эшендә	eʃˈendæ
җитәкчеләр	ʑˌitækɕˈelær
һичшиксез	hiɕʃˈiksez
газета	ʁɒzˈetɑ
уздырырга	ˌuzdɯrˈɯrʁɑ
Израил	izrˈɑil
Рус	rˈus
Шуларның	ʃuɫˈɑrnɯŋ
сентябрьдә	sentjˈæbrʔdæ
тыю	tˈɯju
төбәкләрендә	tˌœbæklærˈendæ
Нәбиуллин	nˌæbiˈuɫɫin
нәрсәгә	nærsˈæɣæ
радио	rɒdˈio
рәсмиләре	rˌæsmilˈære
телибез	telˈibez
Шамил	ʃˈɒmil
августта	ɑwʁˈusttɑ
артыннан	ɒrtˈɯnnɑn
кулында	quɫˈɯndɑ
шөкер	ʃˈœker
Искәндәр	iskˈændær
Сүз	sˈyz
Тарих	tˈɒrix
Хакимият	xˌɒqimˈijæt
Хәтер	xˈæter
борчый	bˈorɕɯj
гасырда	ʁɒsˈɯrdɑ
чыккач	ɕˈɯqqɑɕ
әйтелде	ˌæɪtˈelde
Өч	ˈœɕ
