अ	ɐ
आविस्	ɑːʋis̪
आविस्	ɑːʋís̪
आशय	ɑːɕɐjɐ
आशय	ɑːɕɐ́jɐ
आशा	ɑːɕɑː
आशा	ɑːɕɑ́ː
आशा	ɑ́ːɕɑː
आशु	ɑːɕu
आशु	ɑːɕú
आस	ɑːs̪ɐ
आस	ɑ́ːs̪ɐ
आसक्त	ɑːs̪ɐkt̪ɐ
आसन	ɑːs̪ɐn̪ɐ
आसन	ɑːs̪ɐn̪ɐ́
आसन	ɑ́ːs̪ɐn̪ɐ
आसन्द	ɑːs̪ɐn̪d̪ɐ
आसार	ɑːs̪ɑːɾɐ
आसीत्	ɑːs̪iːt̪
आसीत्	ɑ́ːs̪iːt̪
आस्	ɑːs̪
आस्	ɑ́ːs̪
आस्ते	ɑːs̪t̪eː
आस्ते	ɑːs̪t̪ɐj
आहरण	ɑːɦɐɾɐɳɐ
आह्वयति	ɑːɦʋɐjɐt̪i
इ	i
इकार	ikɑːɾɐ
इक्षु	ikʂu
इक्षु	ikʂú
इङ्गति	iŋɡɐt̪i
इङ्गते	iŋɡɐt̪eː
इङ्गते	iŋɡɐt̪ɐj
इङ्गन	iŋɡɐn̪ɐ
इङ्गितुम्	iŋɡit̪um
इङ्ग्	iŋɡ
इच्छति	itt͡ɕʰɐt̪i
इच्छति	itt͡ɕʰɐ́t̪i
इच्छा	itt͡ɕʰɑː
इत	it̪ɐ
इति	it̪i
इति	ít̪i
इदम्	id̪ɐm
इदम्	id̪ɐ́m
इदानि	id̪ɑːn̪i
इदानीम्	id̪ɑːn̪iːm
इदानीम्	id̪ɑ́ːn̪iːm
इद्धाग्नि	id̪d̪ʱɑːɡn̪i
इद्धाग्नि	id̪d̪ʱɑ́ːɡn̪i
इन	in̪ɐ
इन	in̪ɐ́
इन्द्र	in̪d̪ɾɐ
इन्द्र	ín̪d̪ɾɐ
इन्द्रिय	in̪d̪ɾijɐ
इन्द्रिय	in̪d̪ɾijɐ́
इयर्ति	ijɐɾt̪i
इयर्ति	íjɐɾt̪i
इरस्	iɾɐs̪
इरस्यति	iɾɐs̪jɐt̪i
इव	iʋɐ
इषु	iʂu
इषु	íʂu
इष्	iʂ
इष्	íʂ
इष्ट	iʂʈɐ
इष्ट	iʂʈɐ́
इष्टका	iʂʈɐkɑː
इष्टका	íʂʈɐkɑː
इष्टि	iʂʈi
इष्टि	iʂʈí
इष्टि	íʂʈi
इष्टिका	iʂʈikɑː
इह	iɦɐ
इह	iɦɐ́
इहेह	iɦeːɦɐ
इहेह	iɦɐ́jɦɐ
ईक्ष	iːkʂɐ
ईक्ष	íːkʂɐ
ईजितुम्	iːd͡ʑit̪um
ईडयति	iːɖɐjɐt̪i
ईर्म	iːɾmɐ
ईर्म	iːɾmɐ́
ईर्षा	iːɾʂɑː
ईर्षित	iːɾʂit̪ɐ
ईर्षु	iːɾʂu
ईर्ष्यति	iːɾʂjɐt̪i
ईर्ष्यति	íːɾʂjɐt̪i
ईर्ष्या	iːɾʂjɑː
ईर्ष्यु	iːɾʂju
ईर्ष्यु	iːɾʂjú
ईळे	iːɭ̆eː
ईळे	íːɭ̆ɐj
ईश	iːɕɐ
ईश	iːɕɐ́
ईशान	iːɕɑːn̪ɐ
ईशान	iːɕɑ́ːn̪ɐ
ईशान	íːɕɑːn̪ɐ
ईषत्	iːʂɐt̪
ईषत्	iːʂɐ́t̪
ईषद्वीर्य	iːʂɐd̪ʋiːɾjɐ
ईषा	iːʂɑː
ईषा	iːʂɑ́ː
ईहति	iːɦɐt̪i
उक्त	ukt̪ɐ
उक्त	ukt̪ɐ́
उक्ति	ukt̪i
उक्ति	ukt̪í
उक्त्वा	ukt̪ʋɑː
उक्थ	ukt̪ʰɐ
उक्थ	ukt̪ʰɐ́
उक्षन्	ukʂɐn̪
उक्षन्	ukʂɐ́n̪
उग्र	uɡɾɐ
उग्र	uɡɾɐ́
उचित	ut͡ɕit̪ɐ
उचित	ut͡ɕit̪ɐ́
उच्चा	utt͡ɕɑː
उच्चा	utt͡ɕɑ́ː
उच्चैस्	utt͡ɕɑjs̪
उच्चैस्	utt͡ɕɑ́ːjs̪
उच्छिन्न	utt͡ɕʰin̪n̪ɐ
उच्छ्वस्	utt͡ɕʰʋɐs̪
उच्छ्वास	utt͡ɕʰʋɑːs̪ɐ
उच्छ्वास	utt͡ɕʰʋɑːs̪ɐ́
उच्यति	ut͡ɕjɐt̪i
उच्यति	út͡ɕjɐt̪i
उज्ज्वल	udd͡ʑʋɐl̪ɐ
उज्झति	udd͡ʑʱɐt̪i
उण्डुक	uɳɖukɐ
उत	ut̪ɐ
उत	ut̪ɐ́
उत्कटदुःख	ut̪kɐʈɐd̪uhkʰɐ
उत्तम	ut̪t̪ɐmɐ
उत्तम	ut̪t̪ɐmɐ́
उत्तर	ut̪t̪ɐɾɐ
उत्तर	út̪t̪ɐɾɐ
उत्तराधरविवर	ut̪t̪ɐɾɑːd̪ʱɐɾɐʋiʋɐɾɐ
उत्तराधिकारिणी	ut̪t̪ɐɾɑːd̪ʱikɑːɾiɳiː
उत्तराधिकारिन्	ut̪t̪ɐɾɑːd̪ʱikɑːɾin̪
उत्तराधिकारी	ut̪t̪ɐɾɑːd̪ʱikɑːɾiː
उत्तान	ut̪t̪ɑːn̪ɐ
उत्तान	ut̪t̪ɑːn̪ɐ́
उत्पत्ति	ut̪pɐt̪t̪i
उत्पल	ut̪pɐl̪ɐ
उत्पीठिका	ut̪piːʈʰikɑː
उत्पीठिकायाः	ut̪piːʈʰikɑːjɑːh
उत्साह	ut̪s̪ɑːɦɐ
उदक	ud̪ɐkɐ
उदक	ud̪ɐkɐ́
उदगद्रि	ud̪ɐɡɐd̪ɾi
उदच्यते	ud̪ɐt͡ɕjɐt̪eː
उदच्यते	ud̪ɐt͡ɕjɐt̪ɐj
उदन्	ud̪ɐn̪
उदन्	ud̪ɐ́n̪
उदर	ud̪ɐɾɐ
उदर	ud̪ɐ́ɾɐ
उदार	ud̪ɑːɾɐ
उदार	ud̪ɑ́ːɾɐ
उदासिन्	ud̪ɑːs̪in̪
उदाहरण	ud̪ɑːɦɐɾɐɳɐ
उद्गॄ	ud̪ɡr̩ː
उद्द्योत	ud̪d̪joːt̪ɐ
उद्द्योत	ud̪d̪jɐwt̪ɐ
उद्धन्ति	ud̪d̪ʱɐn̪t̪i
उद्यान	ud̪jɑːn̪ɐ
उद्यान	ud̪jɑ́ːn̪ɐ
उद्र	ud̪ɾɐ
उद्र	ud̪ɾɐ́
उद्रुणद्धि	ud̪ɾuɳɐd̪d̪ʱi
उनत्ति	un̪ɐt̪t̪i
उनत्ति	ún̪ɐt̪t̪i
उन्नत	un̪n̪ɐt̪ɐ
उन्नत	un̪n̪ɐt̪ɐ́
उन्नति	un̪n̪ɐt̪i
उन्नम्	un̪n̪ɐm
उप	upɐ
उप	úpɐ
उपकरण	upɐkɐɾɐɳɐ
उपकरणप्रयोजक	upɐkɐɾɐɳɐpɾɐjoːd͡ʑɐkɐ
उपकार	upɐkɑːɾɐ
उपचार	upɐt͡ɕɑːɾɐ
उपदेश	upɐd̪eːɕɐ
उपदेश	upɐd̪ɐjɕɐ
उपधान	upɐd̪ʱɑːn̪ɐ
उपधान	upɐd̪ʱɑ́ːn̪ɐ
उपनेत्र	upɐn̪eːt̪ɾɐ
उपनेत्र	upɐn̪ɐjt̪ɾɐ
उपन्यस्यति	upɐn̪jɐs̪jɐt̪i
उपयोगिनी	upɐjoːɡin̪iː
उपयोगिनी	upɐjɐwɡin̪iː
उपयोगिन्	upɐjoːɡin̪
उपयोगिन्	upɐjɐwɡin̪
उपरान्त	upɐɾɑːn̪t̪ɐ
उपरि	upɐɾi
उपरि	upɐ́ɾi
उपवन	upɐʋɐn̪ɐ
उपसंगम्	upɐs̪ɐŋɡɐm
उपाध्याय	upɑːd̪ʱjɑːjɐ
उपानह्	upɑːn̪ɐɦ
उपार्जन	upɑːɾd͡ʑɐn̪ɐ
उपार्ज्	upɑːɾd͡ʑ
उपालम्भ	upɑːl̪ɐmbʱɐ
उब्जति	ubd͡ʑɐt̪i
उब्जति	ubd͡ʑɐ́t̪i
उभौ	ubʱɑw
उभौ	ubʱɑ́ːw
उभ्नाति	ubʱn̪ɑːt̪i
उभ्नाति	ubʱn̪ɑ́ːt̪i
उरण	uɾɐɳɐ
उरण	úɾɐɳɐ
उरु	uɾu
उरु	uɾú
उर्वरा	uɾʋɐɾɑː
उर्वरा	uɾʋɐ́ɾɑː
उलाहना	ul̪ɑːɦɐn̪ɑː
उल्ब	ul̪bɐ
उल्ब	úl̪bɐ
उल्लिखति	ul̪l̪ikʰɐt̪i
उशिज्	uɕid͡ʑ
उशिज्	uɕíd͡ʑ
उषःकल	uʂɐhkɐl̪ɐ
उषस्	uʂɐs̪
उषस्	uʂɐ́s̪
उषास्	uʂɑːs̪
उषास्	uʂɑ́ːs̪
उष्	uʂ
उष्	úʂ
उष्ट	uʂʈɐ
उष्ट	uʂʈɐ́
उष्ट्र	uʂʈɾɐ
उष्ट्र	úʂʈɾɐ
उष्ण	uʂɳɐ
उष्ण	uʂɳɐ́
उष्णकाल	uʂɳɐkɑːl̪ɐ
उष्णता	uʂɳɐt̪ɑː
ऊढ	uːɖʱɐ
ऊढ	uːɖʱɐ́
ऊति	uːt̪i
ऊति	uːt̪í
ऊधर्	uːd̪ʱɐɾ
ऊधर्	úːd̪ʱɐɾ
ऊधस्	uːd̪ʱɐs̪
ऊधस्	úːd̪ʱɐs̪
ऊन	uːn̪ɐ
ऊन	uːn̪ɐ́
ऊनविंशति	uːn̪ɐʋĩɕɐt̪i
ऊनविंशति	uːn̪ɐʋĩɕɐ́t̪i
ऊबध्य	uːbɐd̪ʱjɐ
ऊबध्य	úːbɐd̪ʱjɐ
ऊम	uːmɐ
ऊम	úːmɐ
ऊर्णा	uːɾɳɑː
ऊर्णा	úːɾɳɑː
ऊर्दताम्	uːɾd̪ɐt̪ɑːm
ऊर्दते	uːɾd̪ɐt̪eː
ऊर्दते	uːɾd̪ɐt̪ɐj
ऊर्ध्व	uːɾd̪ʱʋɐ
ऊर्ध्व	uːɾd̪ʱʋɐ́
ऊर्ध्ववायु	uːɾd̪ʱʋɐʋɑːju
ऊर्मि	uːɾmi
ऊर्मि	uːɾmí
ऊवध्य	uːʋɐd̪ʱjɐ
ऊवध्य	úːʋɐd̪ʱjɐ
ऊह	uːɦɐ
ऋकार	r̩kɑːɾɐ
ऋक्ष	r̩kʂɐ
ऋक्ष	r̩kʂɐ́
ऋक्ष	ŕ̩kʂɐ
ऋक्षेण	r̩kʂeːɳɐ
ऋक्षेण	r̩kʂɐjɳɐ
ऋग्वेद	r̩ɡʋeːd̪ɐ
ऋग्वेद	r̩ɡʋɐjd̪ɐ́
ऋघायति	r̩ɡʱɑːjɐt̪i
ऋघायति	r̩ɡʱɑːjɐ́t̪i
ऋच्	r̩t͡ɕ
ऋच्	ŕ̩t͡ɕ
ऋजिप्य	r̩d͡ʑipjɐ
ऋजिप्य	r̩d͡ʑipjɐ́
ऋजु	r̩d͡ʑu
ऋजु	r̩d͡ʑú
ऋज्र	r̩d͡ʑɾɐ
ऋज्र	r̩d͡ʑɾɐ́
ऋण	r̩ɳɐ
ऋण	r̩ɳɐ́
ऋणिनी	r̩ɳin̪iː
ऋणिन्	r̩ɳin̪
ऋणी	r̩ɳiː
ऋणोति	r̩ɳoːt̪i
ऋणोति	r̩ɳɐ́wt̪i
ऋण्	r̩ɳ
ऋत	r̩t̪ɐ
ऋत	r̩t̪ɐ́
ऋतप्सु	r̩t̪ɐps̪u
ऋतवः	r̩t̪ɐʋɐh
ऋतवः	r̩t̪ɐ́ʋɐh
ऋतावन्	r̩t̪ɑːʋɐn̪
ऋतावन्	r̩t̪ɑ́ːʋɐn̪
ऋति	r̩t̪i
ऋति	r̩t̪í
ऋतु	r̩t̪u
ऋतु	r̩t̪ú
ऋतूनाम्	r̩t̪uːn̪ɑːm
ऋतूनाम्	r̩t̪uːn̪ɑ́ːm
ऋते	r̩t̪eː
ऋते	r̩t̪ɐ́j
ऋद्ध	r̩d̪d̪ʱɐ
ऋभु	r̩bʱu
ऋभु	r̩bʱú
ऋश	r̩ɕɐ
ऋश	ŕ̩ɕɐ
ऋश्य	r̩ɕjɐ
ऋश्य	ŕ̩ɕjɐ
ऋषभ	r̩ʂɐbʱɐ
ऋषभ	r̩ʂɐbʱɐ́
ऋषि	r̩ʂi
ऋषि	ŕ̩ʂi
ऋष्टि	r̩ʂʈi
ऋष्टि	r̩ʂʈí
ऋष्व	r̩ʂʋɐ
ऋष्व	r̩ʂʋɐ́
एक	eːkɐ
एक	ɐ́jkɐ
एकविंशति	eːkɐʋĩɕɐt̪i
एकविंशति	ɐ́jkɐʋĩɕɐt̪i
एकादश	eːkɑːd̪ɐɕɐ
एकादश	ɐ́jkɑːd̪ɐɕɐ
एकादशी	eːkɑːd̪ɐɕiː
एकादशी	ɐjkɑːd̪ɐɕiː
एड	eːɖɐ
एड	ɐjɖɐ
एतत्कालम्	eːt̪ɐt̪kɑːl̪ɐm
एतत्कालम्	ɐjt̪ɐt̪kɑːl̪ɐm
एतद्	eːt̪ɐd̪
एतद्	ɐjt̪ɐ́d̪
एतवे	eːt̪ɐʋeː
एतवे	ɐ́jt̪ɐʋɐj
एताः	eːt̪ɑːh
एताः	ɐjt̪ɑːh
एति	eːt̪i
एति	ɐ́jt̪i
एते	eːt̪eː
एते	ɐjt̪ɐj
एतोस्	eːt̪oːs̪
एतोस्	ɐ́jt̪ɐws̪
एध	eːd̪ʱɐ
एध	ɐ́jd̪ʱɐ
एधताम्	eːd̪ʱɐt̪ɑːm
एधताम्	ɐjd̪ʱɐt̪ɑːm
एधते	eːd̪ʱɐt̪eː
एधते	ɐ́jd̪ʱɐt̪ɐj
एधस्	eːd̪ʱɐs̪
एधस्	ɐ́jd̪ʱɐs̪
एधे	eːd̪ʱeː
एधे	ɐjd̪ʱɐj
एध्	eːd̪ʱ
एध्	ɐjd̪ʱ
एनस्	eːn̪ɐs̪
एनस्	ɐ́jn̪ɐs̪
एरका	eːɾɐkɑː
एरका	ɐjɾɐkɑː
एला	eːl̪ɑː
एला	ɐjl̪ɑː
एलीका	eːl̪iːkɑː
एलीका	ɐjl̪iːkɑː
एव	eːʋɐ
एव	ɐ́jʋɐ
एवं	eːʋɐm
एवं	ɐjʋɐm
एवंक्रतु	eːʋɐŋkɾɐt̪u
एवंक्रतु	ɐ́jʋɐŋkɾɐt̪u
एवंगत	eːʋɐŋɡɐt̪ɐ
एवंगत	ɐ́jʋɐŋɡɐt̪ɐ
एष	eːʂɐ
एष	ɐjʂɐ
एषः	eːʂɐh
एषः	ɐjʂɐh
ऐच्छत्	ɑjtt͡ɕʰɐt̪
ऐच्छत्	ɑːjtt͡ɕʰɐt̪
ऐतिहासिक	ɑjt̪iɦɑːs̪ikɐ
ऐतिहासिक	ɑːjt̪iɦɑːs̪ikɐ
ऐश	ɑjɕɐ
ऐश	ɑːjɕɐ
ऐश्वर्य	ɑjɕʋɐɾjɐ
ऐश्वर्य	ɑːjɕʋɐɾjɐ
ओकस्	oːkɐs̪
ओकस्	ɐwkɐ́s̪
ओकार	oːkɑːɾɐ
ओकार	ɐwkɑːɾɐ
ओघ	oːɡʱɐ
ओघ	ɐwɡʱɐ
ओजस्	oːd͡ʑɐs̪
ओजस्	ɐ́wd͡ʑɐs̪
ओजिष्ठ	oːd͡ʑiʂʈʰɐ
ओजिष्ठ	ɐ́wd͡ʑiʂʈʰɐ
ओजोदा	oːd͡ʑoːd̪ɑː
ओजोदा	ɐwd͡ʑɐwd̪ɑ́ː
ओतु	oːt̪u
ओतु	ɐ́wt̪u
ओष	oːʂɐ
ओष	ɐwʂɐ́
ओषति	oːʂɐt̪i
ओषति	ɐ́wʂɐt̪i
ओषधि	oːʂɐd̪ʱi
ओषधि	ɐ́wʂɐd̪ʱi
ओष्ठ	oːʂʈʰɐ
ओष्ठ	ɐ́wʂʈʰɐ
ओष्ठ्य	oːʂʈʰjɐ
औत्सुक्य	ɑwt̪s̪ukjɐ
औत्सुक्य	ɑːwt̪s̪ukjɐ
औपस्थ्य	ɑwpɐs̪t̪ʰjɐ
औपस्थ्य	ɑːwpɐs̪t̪ʰjɐ
औषध	ɑwʂɐd̪ʱɐ
औषध	ɑːwʂɐd̪ʱɐ́
क	kɐ
क	kɐ́
कः	kɐh
कः	kɐ́h
ककार	kɐkɑːɾɐ
कक्ष	kɐkʂɐ
कक्ष	kɐ́kʂɐ
कक्षा	kɐkʂɑː
कङ्कत	kɐŋkɐt̪ɐ
कङ्काल	kɐŋkɑːl̪ɐ
कच्छप	kɐtt͡ɕʰɐpɐ
कञ्चन	kɐɲt͡ɕɐn̪ɐ
कटि	kɐʈi
कटु	kɐʈu
कटु	kɐʈú
कठिन	kɐʈʰin̪ɐ
कठिनचित्त	kɐʈʰin̪ɐt͡ɕit̪t̪ɐ
कठिनता	kɐʈʰin̪ɐt̪ɑː
कठिनत्व	kɐʈʰin̪ɐt̪ʋɐ
कठिनपृष्ठ	kɐʈʰin̪ɐpr̩ʂʈʰɐ
कठिनपृष्ठक	kɐʈʰin̪ɐpr̩ʂʈʰɐkɐ
कठिनहृदय	kɐʈʰin̪ɐɦr̩d̪ɐjɐ
कठ्	kɐʈʰ
कण	kɐɳɐ
कण	kɐ́ɳɐ
कण्टक	kɐɳʈɐkɐ
कण्टक	kɐ́ɳʈɐkɐ
कण्ठ	kɐɳʈʰɐ
कण्ठ	kɐɳʈʰɐ́
कण्ठेन	kɐɳʈʰeːn̪ɐ
कण्ठेन	kɐɳʈʰɐjn̪ɐ
कण्ठ्य	kɐɳʈʰjɐ
कण्ठ्य	kɐ́ɳʈʰjɐ
कतर	kɐt̪ɐɾɐ
कतर	kɐt̪ɐɾɐ́
कति	kɐt̪i
कति	kɐ́t̪i
कत्थति	kɐt̪t̪ʰɐt̪i
कथम्	kɐt̪ʰɐm
कथम्	kɐt̪ʰɐ́m
कथयति	kɐt̪ʰɐjɐt̪i
कथासरित्सागर	kɐt̪ʰɑːs̪ɐɾit̪s̪ɑːɡɐɾɐ
कद	kɐd̪ɐ
कदः	kɐd̪ɐh
कदम्	kɐd̪ɐm
कदयोः	kɐd̪ɐjoːh
कदयोः	kɐd̪ɐjɐwh
कदली	kɐd̪ɐl̪iː
कदस्य	kɐd̪ɐs̪jɐ
कदा	kɐd̪ɑː
कदा	kɐd̪ɑ́ː
कदाः	kɐd̪ɑːh
कदात्	kɐd̪ɑːt̪
कदानाम्	kɐd̪ɑːn̪ɑːm
कदान्	kɐd̪ɑːn̪
कदाभ्याम्	kɐd̪ɑːbʱjɑːm
कदाय	kɐd̪ɑːjɐ
कदासः	kɐd̪ɑːs̪ɐh
कदे	kɐd̪eː
कदे	kɐd̪ɐj
कदेन	kɐd̪eːn̪ɐ
कदेन	kɐd̪ɐjn̪ɐ
कदेभिः	kɐd̪eːbʱih
कदेभिः	kɐd̪ɐjbʱih
कदेभ्यः	kɐd̪eːbʱjɐh
कदेभ्यः	kɐd̪ɐjbʱjɐh
कदेषु	kɐd̪eːʂu
कदेषु	kɐd̪ɐjʂu
कदैः	kɐd̪ɑjh
कदैः	kɐd̪ɑːjh
कदौ	kɐd̪ɑw
कदौ	kɐd̪ɑːw
कद्रु	kɐd̪ɾu
कद्रु	kɐ́d̪ɾu
कनिष्क	kɐn̪iʂkɐ
कनिष्ठ	kɐn̪iʂʈʰɐ
कनिष्ठ	kɐn̪iʂʈʰɐ́
कनिष्ठ	kɐ́n̪iʂʈʰɐ
कनीन	kɐn̪iːn̪ɐ
कनीन	kɐn̪íːn̪ɐ
कनीनिका	kɐn̪iːn̪ikɑː
कनीनिका	kɐn̪íːn̪ikɑː
कन्द	kɐn̪d̪ɐ
कन्दर	kɐn̪d̪ɐɾɐ
कन्दरा	kɐn̪d̪ɐɾɑː
कन्दुक	kɐn̪d̪ukɐ
कन्या	kɐn̪jɑː
कन्या	kɐn̪jɑ́ː
कपाल	kɐpɑːl̪ɐ
कपाल	kɐpɑ́ːl̪ɐ
कपि	kɐpi
कपिला	kɐpil̪ɑː
कपिलायाः	kɐpil̪ɑːjɑːh
कपिशाक	kɐpiɕɑːkɐ
कपीश	kɐpiːɕɐ
कपोत	kɐpoːt̪ɐ
कपोत	kɐpɐ́wt̪ɐ
कपोल	kɐpoːl̪ɐ
कपोल	kɐpɐwl̪ɐ
कफ	kɐpʰɐ
कमल	kɐmɐl̪ɐ
कमल	kɐ́mɐl̪ɐ
कम्	kɐm
कम्प	kɐmpɐ
कम्पन	kɐmpɐn̪ɐ
कम्पित	kɐmpit̪ɐ
कम्प्	kɐmp
कम्बल	kɐmbɐl̪ɐ
कय	kɐjɐ
कय	kɐ́jɐ
कर	kɐɾɐ
करण	kɐɾɐɳɐ
करण	kɐ́ɾɐɳɐ
करदीप	kɐɾɐd̪iːpɐ
करम्भ	kɐɾɐmbʱɐ
करम्भ	kɐɾɐmbʱɐ́
करवस्त्र	kɐɾɐʋɐs̪t̪ɾɐ
करि	kɐɾi
करिक	kɐɾikɐ
करिकणा	kɐɾikɐɳɑː
करिकुम्भ	kɐɾikumbʱɐ
करिकुसुम्भ	kɐɾikus̪umbʱɐ
करिकृष्णा	kɐɾikr̩ʂɳɑː
करिगर्जित	kɐɾiɡɐɾd͡ʑit̪ɐ
करिचर्मन्	kɐɾit͡ɕɐɾmɐn̪
करिज	kɐɾid͡ʑɐ
करिदन्त	kɐɾid̪ɐn̪t̪ɐ
करिदारक	kɐɾid̪ɑːɾɐkɐ
करिन्	kɐɾin̪
करिप	kɐɾipɐ
करिपत्त्र	kɐɾipɐt̪t̪ɾɐ
करिपथ	kɐɾipɐt̪ʰɐ
करिपोत	kɐɾipoːt̪ɐ
करिपोत	kɐɾipɐwt̪ɐ
करिबन्ध	kɐɾibɐn̪d̪ʱɐ
करिमकर	kɐɾimɐkɐɾɐ
करिमण्डित	kɐɾimɐɳɖit̪ɐ
करिमाचल	kɐɾimɑːt͡ɕɐl̪ɐ
करिमुक्ता	kɐɾimukt̪ɑː
करिमुख	kɐɾimukʰɐ
करियादस्	kɐɾijɑːd̪ɐs̪
करिरत	kɐɾiɾɐt̪ɐ
करिवर	kɐɾiʋɐɾɐ
करिवैजयन्ती	kɐɾiʋɑjd͡ʑɐjɐn̪t̪iː
करिवैजयन्ती	kɐɾiʋɑːjd͡ʑɐjɐn̪t̪iː
करिशावक	kɐɾiɕɑːʋɐkɐ
करिष्यति	kɐɾiʂjɐt̪i
करिष्यति	kɐɾiʂjɐ́t̪i
करिस्कन्ध	kɐɾis̪kɐn̪d̪ʱɐ
करिहस्त	kɐɾiɦɐs̪t̪ɐ
करीन्द्र	kɐɾiːn̪d̪ɾɐ
करुणा	kɐɾuɳɑː
करोति	kɐɾoːt̪i
करोति	kɐɾɐ́wt̪i
करोतु	kɐɾoːt̪u
करोतु	kɐɾɐwt̪u
कर्कटिका	kɐɾkɐʈikɑː
कर्गद	kɐɾɡɐd̪ɐ
कर्तनि	kɐɾt̪ɐn̪i
कर्तवे	kɐɾt̪ɐʋeː
कर्तवे	kɐ́ɾt̪ɐʋɐj
कर्ता	kɐɾt̪ɑː
कर्तुम्	kɐɾt̪um
कर्तुम्	kɐ́ɾt̪um
कर्तृत्व	kɐɾt̪r̩t̪ʋɐ
कर्तोस्	kɐɾt̪oːs̪
कर्तोस्	kɐ́ɾt̪ɐws̪
कर्पास	kɐɾpɑːs̪ɐ
कर्पास	kɐɾpɑ́ːs̪ɐ
कर्म	kɐɾmɐ
कर्म	kɐ́ɾmɐ
कर्मधारय	kɐɾmɐd̪ʱɑːɾɐjɐ
कर्मन्	kɐɾmɐn̪
कर्मन्	kɐ́ɾmɐn̪
कर्षति	kɐɾʂɐt̪i
कर्षति	kɐ́ɾʂɐt̪i
कलत्र	kɐl̪ɐt̪ɾɐ
कलम	kɐl̪ɐmɐ
कलविङ्क	kɐl̪ɐʋiŋkɐ
कलविङ्क	kɐl̪ɐʋíŋkɐ
कलश	kɐl̪ɐɕɐ
कलश	kɐl̪ɐ́ɕɐ
कला	kɐl̪ɑː
कलि	kɐl̪i
कलि	kɐ́l̪i
कलिका	kɐl̪ikɑː
कलिङ्ग	kɐl̪iŋɡɐ
कल्प	kɐl̪pɐ
कल्य	kɐl̪jɐ
कवक	kɐʋɐkɐ
कवि	kɐʋi
कवि	kɐʋí
कश	kɐɕɐ
कश	kɐ́ɕɐ
कशप्लक	kɐɕɐpl̪ɐkɐ
कशप्लक	kɐ́ɕɐpl̪ɐkɐ
कश्चन	kɐɕt͡ɕɐn̪ɐ
कश्मीर	kɐɕmiːɾɐ
कश्यप	kɐɕjɐpɐ
कश्यप	kɐɕjɐ́pɐ
कश्यपमीर	kɐɕjɐpɐmiːɾɐ
कश्यपमेरु	kɐɕjɐpɐmeːɾu
कश्यपमेरु	kɐɕjɐpɐmɐjɾu
कषेरुका	kɐʂeːɾukɑː
कषेरुका	kɐʂɐjɾukɑː
काङ्क्षति	kɑːŋkʂɐt̪i
काच	kɑːt͡ɕɐ
काच	kɑːt͡ɕɐ́
काज	kɑːd͡ʑɐ
काजम्	kɑːd͡ʑɐm
काजयोः	kɑːd͡ʑɐjoːh
काजयोः	kɑːd͡ʑɐjɐwh
काजस्य	kɑːd͡ʑɐs̪jɐ
काजा	kɑːd͡ʑɑː
काजात्	kɑːd͡ʑɑːt̪
काजानाम्	kɑːd͡ʑɑːn̪ɑːm
काजानि	kɑːd͡ʑɑːn̪i
काजाभ्याम्	kɑːd͡ʑɑːbʱjɑːm
काजाय	kɑːd͡ʑɑːjɐ
काजे	kɑːd͡ʑeː
काजे	kɑːd͡ʑɐj
काजेन	kɑːd͡ʑeːn̪ɐ
काजेन	kɑːd͡ʑɐjn̪ɐ
काजेभिः	kɑːd͡ʑeːbʱih
काजेभिः	kɑːd͡ʑɐjbʱih
काजेभ्यः	kɑːd͡ʑeːbʱjɐh
काजेभ्यः	kɑːd͡ʑɐjbʱjɐh
काजेषु	kɑːd͡ʑeːʂu
काजेषु	kɑːd͡ʑɐjʂu
काजैः	kɑːd͡ʑɑjh
काजैः	kɑːd͡ʑɑːjh
काण	kɑːɳɐ
काण	kɑːɳɐ́
काण्ड	kɑːɳɖɐ
काण्ड	kɑːɳɖɐ́
काण्ड	kɑ́ːɳɖɐ
कादम्ब	kɑːd̪ɐmbɐ
कान्ति	kɑːn̪t̪i
काफी	kɑːpʰiː
काम	kɑːmɐ
काम	kɑ́ːmɐ
कामकेलि	kɑːmɐkeːl̪i
कामकेलि	kɑ́ːmɐkɐjl̪i
कामुक	kɑːmukɐ
कामुक	kɑ́ːmukɐ
काम्बोज	kɑːmboːd͡ʑɐ
काम्बोज	kɑːmbɐwd͡ʑɐ
काम्य	kɑːmjɐ
काम्य	kɑ́ːmjɐ
कार	kɑːɾɐ
कारक	kɑːɾɐkɐ
कारक	kɑ́ːɾɐkɐ
कारण	kɑːɾɐɳɐ
कारयति	kɑːɾɐjɐt̪i
कारयान	kɑːɾɐjɑːn̪ɐ
कारवेल्ल	kɑːɾɐʋeːl̪l̪ɐ
कारवेल्ल	kɑːɾɐʋɐjl̪l̪ɐ
कारा	kɑːɾɑː
कार्त्तिक	kɑːɾt̪t̪ikɐ
काल	kɑːl̪ɐ
कालम्	kɑːl̪ɐm
काला	kɑːl̪ɑː
कालिका	kɑːl̪ikɑː
काली	kɑːl̪iː
कालीन	kɑːl̪iːn̪ɐ
काल्पनिक	kɑːl̪pɐn̪ikɐ
काल्याम्	kɑːl̪jɑːm
काव्य	kɑːʋjɐ
काव्य	kɑːʋjɐ́
काशति	kɑːɕɐt̪i
काशते	kɑːɕɐt̪eː
काशते	kɑ́ːɕɐt̪ɐj
