'ch	χ
atebaf	atɛbav
ateli	ateːli
ateli	atɛli
atelid	ateːlɪd
atelid	atɛlɪd
atgoffa	atɡɔfa
athematig	aθɛmatɪɡ
athrawes	aθrau̯ɛs
athrawesau	aθrau̯ɛsai̯
athrawesau	aθrau̯ɛsɛ
athrawon	aθrau̯ɔn
athref	aθrɛv
athrefi	aθreːvi
athrefi	aθrɛvi
athrefig	aθreːvɪɡ
athrefig	aθrɛvɪɡ
athro	aθrɔ
athrod	aθrɔd
athrodi	aθroːdi
athrodi	aθrɔdi
athrodus	aθroːdɪs
athrodus	aθrɔdɪs
athrodwr	aθroːdʊr
athrodwr	aθrɔdʊr
ati	ati
ato	atɔ
aton	atɔn
atsain	atsai̯n
atseiniau	atsei̯njai̯
atseiniau	atsei̯njɛ
atseinio	atsei̯njɔ
aur	ai̯r
awch	au̯χ
awchus	au̯χɪs
awd	au̯d
awdl	au̯dl
aweddwr	au̯ɛðʊr
awen	au̯ɛn
awgrym	au̯ɡrɪm
awgrymiad	au̯ɡrəmjad
awgrymog	au̯ɡrəmɔɡ
awgrymu	au̯ɡrəmi
awn	au̯n
awr	au̯r
awst	au̯sd
awstralia	au̯sdralja
awstria	au̯strja
awtistiaeth	au̯tɪsdjai̯θ
awtistiaeth	au̯tɪsdjɛθ
awtistig	au̯tɪsdɪɡ
awydd	au̯ɪð
awyddus	au̯əðɪs
awyr	au̯ɪr
awyren	au̯ərɛn
awyrgylch	au̯ərɡɪlχ
awyrgylchoedd	au̯ərɡəlχɔi̯ð
baban	baban
baban	baːban
babell	babɛɬ
babell	baːbɛɬ
babi	babi
babi	baːbi
babis	babiz
babis	baːbiz
babŵn	babuːn
bach	baːχ
bachan	baχan
bachan	baːχan
bachau	baːχai̯
bachau	baːχɛ
bachgennyn	baχɡɛnɪn
bachwr	baːχʊr
bae	bai̯
baedd	bai̯ð
baet	bai̯t
bag	baɡ
bagét	baɡɛt
baidd	bai̯ð
baith	bai̯θ
bambŵ	bambuː
ban	ban
banana	banana
banana	banaːna
banc	baŋk
bancio	baŋkjɔ
bancio	baŋkɔ
band	band
band eang	bandeːaŋ
band llydan	bandɬədan
bandiau	bandjai̯
bandiau	bandjɛ
baned	banɛd
baned	baːnɛd
bangor	baŋɡɔr
banjo	band͡ʒɔ
banllawr	banɬau̯r
bant	bant
bapur	bapɪr
bara	bara
bara	baːra
baratoi	baratɔi̯
barbeciw	barbɛkɪu̯
barbeciwiau	barbɛkɪu̯jai̯
barbeciwiau	barbɛkɪu̯jɛ
barbeciwio	barbɛkɪu̯jɔ
barbeciwio	barbɛkɪu̯ɔ
barbeciws	barbɛkɪu̯z
barc	bark
barcud	barkɪd
bardd	barð
barf	barv
barfog	barvɔɡ
bargeinio	barɡəi̯njɔ
bargen	barɡɛn
barhau	barhai̯
barn	barn
barnau	barnai̯
barnau	barnɛ
barnu	barni
barnwr	barnʊr
barod	barɔd
barod	baːrɔd
barotach	barɔtaχ
baroted	barɔtɛd
barus	barɪs
barus	baːrɪs
bas	baːs
basen	basɛn
basen	bəsɛn
basen	sɛn
basged	basɡɛd
basio	basjɔ
basio	baʃɔ
basta	basda
bastai	basdai̯
bath	baːθ
bathdai	baθdai̯
bathdy	baθdi
baths	baθs
baw	bau̯
bawdd	bau̯ð
bawn	bau̯n
be'	beː
be'	bɛ
bechan	beːχan
bechan	bɛχan
becws	bɛkʊs
bedd	beːð
bedol	beːdɔl
bedol	bɛdɔl
bedr	bɛdr
bedw	beːdu
bedw	bɛdu
bedwar	bɛdwar
bedwen	bɛdwɛn
bei	bei
beibl	bei̯bl
beibl	bei̯bɪl
beic	bei̯k
beichiog	bei̯χjɔɡ
beicio	bei̯kjɔ
beicio	bei̯kɔ
beiddio	beiðjɔ
beidio	beidjɔ
beidio	beidɔ
beidio	biːdɔ
beidr	bei̯dr
beidr	bei̯dɪr
beiriannwr	bei̯rjanʊr
beirniad	bei̯rnjad
beirniadaeth	bei̯rnjadai̯θ
beirniadaeth	bei̯rnjadɛθ
beirniadaeth	bei̯rnjaːdai̯θ
beirniadaeth	bei̯rnjaːdɛθ
beirniadaethau	bei̯rnjadei̯θai̯
beirniadaethau	bei̯rnjadei̯θɛ
beirniadol	bei̯rnjadɔl
beirniadol	bei̯rnjaːdɔl
beirniadu	bei̯rnjadi
beirniadu	bei̯rnjaːdi
beirniaid	bei̯rnjai̯d
beirniaid	bei̯rnjɛd
beis	beiz
belffast	bɛlfasd
ben	bɛn
bencampwr	bɛŋkampʊr
bencampwriaeth	bɛŋkampʊrjai̯θ
bencampwriaeth	bɛŋkampʊrjɛθ
bencampwyr	bɛŋkampwɪr
bendant	bɛndant
benderfynu	bɛndɛrvəni
bendith	bɛndɪθ
bendithio	bɛndɪθjɔ
bengwin	bɛŋɡwɪn
bengwiniaid	bɛŋɡwɪnjai̯d
bengwiniaid	bɛŋɡwɪnjɛd
benthycion	bɛnθəkjɔn
benthyg	bɛnθɪɡ
benyw	beːnɪu̯
benyw	bɛnɪu̯
benywaidd	bɛnɪu̯ai̯ð
ber	bɛr
berf	bɛrv
berf annherfynol	bɛrvanhɛrvənɔl
berfau	bɛrvai̯
berfau	bɛrvɛ
berfau annherfynol	bɛrvai̯anhɛrvənɔl
berfau annherfynol	bɛrvɛanhɛrvənɔl
berfenw	bɛrveːnu
berfenw	bɛrvɛnu
berfenwau	bɛrvɛnwai̯
berfenwau	bɛrvɛnwɛ
berllan	bɛrɬan
bermo	əbɛrmɔ
berthynas	bɛrθənas
berw	beːru
berw	bɛru
berwi	bɛrwi
beth	beːθ
bethau	beːθai̯
bethau	beːθɛ
bethau	bɛθai̯
bethau	bɛθɛ
betws	bɛtʊs
beudy	bei̯di
bi	biː
biau	biːai̯
biau	biːɛ
bib	biːb
bibgorn	bɪbɡɔrn
big	biːɡ
bigan	biːɡan
bigan	bɪɡan
bigwrn	biːɡʊrn
bigwrn	bɪɡʊrn
bildar	bɪldar
biliwn	bɪljʊn
bin	biːn
bin	bɪn
bioleg	bjoːlɛɡ
bioleg	bjɔlɛɡ
biolegol	bjɔleːɡɔl
biolegol	bjɔlɛɡɔl
biolegydd	bjɔleːɡɪð
biolegydd	bjɔlɛɡɪð
birmingham	bərmɪŋham
biti	bɪti
biws	bɪu̯s
blaen	blai̯n
blaen	blaːn
blaidd	blai̯ð
blanced	blaŋkɛd
blas	blaːs
blasus	blaːsɪs
blawd	blau̯d
ble	bleː
bleiddiaid	blei̯ðjai̯d
bleiddiaid	blei̯ðjɛd
bleiddiau	blei̯ðjai̯
bleiddiau	blei̯ðjɛ
bleidleisio	blei̯dlei̯sjɔ
bleidleisio	blei̯dlei̯ʃɔ
blew	blɛu̯
blewyn	blɛu̯ɪn
blin	bliːn
blinedig	blɪnɛdɪɡ
blingo	blɪŋɔ
blino	blɪnɔ
blith	bliːθ
blodau	bloːdai̯
blodau	bloːdɛ
blodau	blɔdai̯
blodau	blɔdɛ
blodfresych	blɔdvrɛsɪχ
blodfresychen	blɔdvrɛsəχɛn
blodyn	bloːdɪn
blodyn	blɔdɪn
blog	blɔɡ
blogiau	blɔɡjai̯
blogiau	blɔɡjɛ
blogio	blɔɡjɔ
blogiwr	blɔɡjʊr
blogwyr	blɔɡwɪr
blorai	bloːrai̯
blorai	blɔrai̯
blwch	bluːχ
blwch llwch	bluːχɬuːχ
blwydd	blʊi̯ð
blwyddi	blʊi̯ði
blwyddyn	blʊi̯ðɪn
blwyddyn golau	blʊi̯ðɪnɡoːlai̯
blwyddyn golau	blʊi̯ðɪnɡoːlɛ
blwyddyn golau	blʊi̯ðɪnɡɔlai̯
blwyddyn golau	blʊi̯ðɪnɡɔlɛ
blychau llwch	bləχai̯ɬuːχ
blychau llwch	bləχɛɬuːχ
blynedd	blənɛð
blynyddoedd	blənəðɔi̯ð
blynyddoedd	blənəðɔð
blynyddoedd golau	blənəðɔi̯ðɡoːlai̯
blynyddoedd golau	blənəðɔi̯ðɡoːlɛ
blynyddoedd golau	blənəðɔi̯ðɡɔlai̯
blynyddoedd golau	blənəðɔi̯ðɡɔlɛ
blynyddoedd golau	blənəðɔðɡoːlɛ
blynyddoedd golau	blənəðɔðɡɔlɛ
bob	boːb
bobl	boːbɔl
bobl	bɔbl
bobl	bɔbɔl
bobloedd	bɔblɔi̯ð
boch	boːχ
bochdew	bɔχdɛu̯
bocsio	bɔksjɔ
bocsio	bɔkʃɔ
bocsiwr	bɔksjʊr
bocsiwr	bɔkʃʊr
bocswyr	bɔkswɪr
bod	boːd
bodd	boːð
boddi	boːði
boddi	bɔði
boenen	bɔi̯nɛn
boeni	bɔi̯ni
boi	bɔi̯
bol	bɔl
boncyff	bɔŋkɪf
bondigrybwyll	bɔndɪɡrəbʊi̯ɬ
boneddiges	bɔnɛðiːɡɛs
boneddiges	bɔnɛðɪɡɛs
boneddigesau	bɔnɛðɪɡɛsai̯
boneddigesau	bɔnɛðɪɡɛsɛ
boneddigion	bɔnɛðɪɡjɔn
bongorff	bɔŋɡɔrf
bonheddig	bɔnheːðɪɡ
bonheddig	bɔnhɛðɪɡ
boptai	bɔptai̯
bopty	bɔpti
bord	bɔrd
bordydd	bɔrdɪð
bore	boːrɛ
bore	bɔrɛ
bore da	boːrɛdaː
bore da	bɔrɛdaː
bortiwgal	bɔrtjʊɡal
bortiwgal	bɔrtɪu̯ɡal
brad	braːd
braen	brai̯n
braf	braːv
braich	brai̯χ
brain	brai̯n
braint	brai̯nt
bras	braːs
braster	brastɛr
brasterog	brasdeːrɔɡ
brasterog	brasdɛrɔɡ
brathu	braθi
braw	brau̯
brawd	brau̯d
brawiau	brau̯jai̯
brawiau	brau̯jɛ
brawychdod	brau̯əχdɔd
brawychiad	brau̯əχjad
brawychiadau	brau̯əχjadai̯
brawychiadau	brau̯əχjadɛ
brawychiadau	brau̯əχjaːdai̯
brawychiadau	brau̯əχjaːdɛ
brawychiaeth	brau̯əχjai̯θ
brawychiaeth	brau̯əχjɛθ
brawychus	brau̯əχɪs
brawychwr	brau̯əχʊr
brawychwyr	brau̯əχwɪr
brech	breːχ
brechdan	brɛχdan
brecsit	brɛksɪt
brecwast	brɛkwast
breifat	brei̯vat
brenhines	brɛnhiːnɛs
brenhines	brɛnhɪnɛs
brenin	breːnɪn
brenin	brɛnɪn
bresych	brɛsɪχ
bresychen	brɛsəχɛn
breuddwyd	brei̯ðʊi̯d
breuddwydio	brei̯ðʊi̯djɔ
breuddwydion	brei̯ðʊi̯djɔn
brexit	brɛksɪt
bri	briː
briallen	briaɬɛn
briallen	brjaɬɛn
briallu	briaɬi
briallu	brjaɬi
bric	brɪk
briciau	brikjai̯
briciau	brikjɛ
brics	brɪks
bricsen	brɪksɛn
bricyll	brɪkɪɬ
brif	briːv
brig	briːɡ
brig y nos	briːɡənoːs
brith	briːθ
briw	brɪu̯
broch	broːχ
brochion	brɔχjɔn
brochod	broːχɔd
brochod	brɔχɔd
brodyr	broːdɪr
brodyr	brɔdɪr
broga	broːɡa
broga	brɔɡa
bron	brɔn
bronrhuddyn y mynydd	brɔnr̥iːðɪnəmənɪð
bronrhuddyn y mynydd	brɔnr̥ɪðɪnəmənɪð
bronwen	brɔnwɛn
brwd	bruːd
brwdfrydedd	brʊdvrədɛð
brwmstan	brʊmsdan
brwydr	brʊi̯dr
brwydr	brʊi̯dɪr
brwydrau	brʊi̯drai̯
brwydrau	brʊi̯drɛ
brwydro	brʊi̯drɔ
brwydrwr	brʊi̯drʊr
brwydrwyr	brʊi̯drwɪr
brwyn	brʊi̯n
brwyna	brʊi̯na
brwysg	brʊi̯sk
brych	briːχ
bryd	briːd
brydain	brədai̯n
brydain	brədɛn
bryf	briːv
bryfed	brəvɛd
bryn	brɪn
bryna	brəna
bryngaer	brəŋɡai̯r
bryngaer	brɪŋɡai̯r
bryniau	brənjai̯
bryniau	brənjɛ
brynu	brəni
brys	briːs
bryste	brɪstɛ
brysur	brəsɪr
brython	brəθɔn
brythoneg	brəθoːnɛɡ
brythoneg	brəθɔnɛɡ
brân	braːn
brân gernyw	braːnɡɛrnɪu̯
brëyr	breːɪr
bu	biː
bual	bial
bual	biːal
buan	bian
buan	biːan
budd	biːð
buddion	bɪðjɔn
buddsoddi	bɪðsoːði
buddsoddi	bɪðsɔði
buddug	biːðɪɡ
buddug	bɪðɪɡ
buddugol	bɪðiːɡɔl
buddugol	bɪðɪɡɔl
buddugoliaeth	bɪðɪɡɔljai̯θ
buddugoliaeth	bɪðɪɡɔljɛθ
buddugwr	bɪðiːɡʊr
buddugwr	bɪðɪɡʊr
buddugwyr	bɪðɪɡwɪr
bugail	biːɡai̯l
bugail	biːɡɛl
bugail	bɪɡai̯l
bugail	bɪɡɛl
bum	bɪm
bunt	bɪnt
bur	biːr
busnes	bɪsnɛs
busnes	bɪznɛs
buwch	bɪu̯χ
bwa	buːa
bwa'r gwynt	buːarɡwɪnt
bwced	bʊkɛd
bwch	buːχ
bwgan	buːɡan
bwgan	bʊɡan
bwl	bʊl
bwlch	bʊlχ
bwlgaria	bʊlɡarja
bwm y gors	bʊməɡɔrs
bwrdd	bʊrð
bwrw	buːru
bwrw	bʊru
bwrw hen wragedd â ffyn	buːruheːnwraːɡɛðafɪn
bwrw hen wragedd â ffyn	bʊruheːnwraɡɛðafɪn
bws	bʊs
bwthyn	bʊθɪn
bwyd	bʊi̯d
bwydydd	bʊi̯dɪð
bwyta	bɪta
bwyta	bʊi̯ta
bwytadwy	bʊi̯tadʊi̯
bwytadwy	bʊi̯taːdʊi̯
bwyty	bʊi̯ti
bychan	bəχan
bychod	bəχɔd
byd	biːd
bydd	biːð
byddai	bəðai̯
byddai	bəðɛ
byddar	bəðar
byddarol	bəðarɔl
byddarol	bəðaːrɔl
byddaru	bəðari
byddaru	bəðaːri
byddi	bəði
byddin	bəðɪn
byddwch	bəðʊχ
byddwn	bəðʊn
byliau	bəljai̯
byliau	bəljɛ
bynnag	bənaɡ
byr	bɪr
byrddydd	bərðɪð
byrddydd gaeaf	bərðɪðɡei̯a
byrddydd gaeaf	bərðɪðɡei̯av
bys troed	biːstroːd
bys troed	biːstrɔi̯d
bysell	bəsɛɬ
bysellfwrdd	bəsɛɬvʊrð
bysgod	bəsɡɔd
bysgodyn	bəsɡoːdɪn
bysgota	bəsɡɔta
byth	bɪθ
bythynnod	bəθənɔd
byw	bɪu̯
bywgraffiadur	bɪu̯ɡrafjadɪr
bywgraffiadur	bɪu̯ɡrafjaːdɪr
bywiog	bɪu̯jɔɡ
bywyd	bəu̯ɪd
bàth	baθ
bôm	boːm
bôn	boːn
bûm	biːm
bŵt	buːt
ca	kaː
cacen	kakɛn
cacen fach	kakɛmbaːχ
cacen gri	kakɛŋɡriː
cacennau	kakɛnai̯
cacennau	kakɛnɛ
cacennau cri	kakɛnai̯kriː
cacennau cri	kakɛnɛkriː
cach	kaːχ
cacha	kaχa
cacha	kaːχa
cachai	kaχai̯
cachai	kaχɛ
cachai	kaːχai̯
cachai	kaːχɛ
cachais	kaχai̯s
cachais	kaχɛs
cachais	kaːχai̯s
cachais	kaːχɛs
cachan	kaχan
cachan	kaːχan
cachen	kaχɛn
cachen	kaːχɛn
caches	kaχɛs
caches	kaːχɛs
cachet	kaχɛt
cachet	kaːχɛt
cachgi bwm	kaχɡibʊm
cachgwn bwm	kaχɡʊmbʊm
cachi	kaχi
cachi	kaːχi
cachlwyth	kaχlʊi̯θ
cachu	kaχi
cachu	kaːχi
cacs	kaks
cacs bach	kaksbaːχ
cactws	kaktʊs
cacwn	kakʊn
cacwn meirch	kakʊmmei̯rχ
cacynen	kakənɛn
cacynen feirch	kakənɛnvei̯rχ
cad	kaːd
cadach	kadaχ
cadach	kaːdaχ
cadair	kadai̯r
cadair	kadɛr
cadair	kaːdai̯r
cadair	kaːdɛr
cadarn	kadarn
cadarn	kaːdarn
cadd	kaːð
cadernid	kadɛrnid
cadlas	kadlas
cadnawes	kadnau̯ɛs
cadno	kadnɔ
cadw	kadu
cadw	kaːdu
cadwch	kadwʊχ
cadwch	kadʊχ
cadwch	kaːdʊχ
cadwyn	kadʊi̯n
cadwyn	kaːdʊi̯n
cae	kai̯
cae	kaː
caeaf	kei̯a
caeaf	kei̯av
caed	kai̯d
caeir	kei̯ɪr
cael	kai̯l
cael	kaːl
caem	kai̯m
caen	kai̯n
caer	kai̯r
caer arianrhod	kai̯rarjanr̥ɔd
caer gwydion	kai̯rɡwədjɔn
caer gwydion	kai̯rɡwɪdjɔn
caerau	kei̯rai̯
caerau	kei̯rɛ
caerdydd	kai̯rdiːð
caerdydd	kərdiːð
caeredin	kai̯reːdɪn
caeredin	kai̯rɛdɪn
caerfaddon	kai̯rvaðɔn
caerfaddon	kai̯rvaːðɔn
caerffili	kai̯rfɪli
caergaint	kai̯rɡai̯nt
caergrawnt	kai̯rɡrau̯nt
caerhirfryn	kai̯rhɪrvrɪn
caerliwelydd	kai̯rlɪu̯eːlɪð
caerliwelydd	kai̯rlɪu̯ɛlɪð
caerloyw	kai̯rlɔi̯u
caerlŷr	kai̯rliːr
caernarfon	kairnarvɔn
caersallog	kai̯rsaɬɔɡ
caerwrangon	kai̯rwraŋɔn
caerwynt	kai̯rwɪnt
caerwysg	kai̯rwɪsɡ
caerwysg	kai̯rʊi̯sɡ
caeth	kai̯θ
caeth	kaːθ
caf	kaː
caf	kaːv
cafas	kavas
cafas	kaːvas
caffai	kafai̯
caffed	kafɛd
caffel	kafɛl
caffent	kafɛnt
caffer	kafɛr
caffi	kafi
caffis	kafiz
caffîn	kafiːn
cafiar	kavjar
cafiâr	kavjaːr
cafodd	kavɔð
cafodd	kaːvɔð
cafon	kavɔn
cafon	kaːvɔn
cafwyd	kavʊi̯d
cafwyd	kaːvʊi̯d
caiff	kai̯f
caill	kai̯ɬ
cain	kai̯n
caint	kai̯nt
cais	kai̯s
cait	kai̯t
cala	kala
cala	kaːla
calan	kalan
calan	kaːlan
calchfaen	kalχvai̯n
caled	kalɛd
caled	kaːlɛd
caledu	kaleːdi
caledu	kalɛdi
calenigion	kalɛnɪɡjɔn
caleted	kalɛtɛd
calon	kalɔn
calon	kaːlɔn
calsiwm	kalsjʊm
cam	kam
camau	kamai̯
camau	kamɛ
camgymeriad	kamɡəmɛrjad
camlwrw	kamluːru
camlwrw	kamlʊru
campfa	kampva
campwr	kampʊr
camsefyll	kamseːvɪɬ
camsefyll	kamsɛvɪɬ
camu	kami
can	kan
cana	kana
cana	kaːna
canaf	kaːnav
canai	kanai̯
canai	kanɛ
canai	kaːnai̯
canai	kaːnɛ
canais	kanai̯s
canais	kanɛs
canais	kaːnai̯s
canais	kaːnɛs
canant	kanant
canant	kaːnant
canem	kanɛm
canem	kaːnɛm
canen	kanɛn
canen	kaːnɛn
canent	kanɛnt
canent	kaːnɛnt
caner	kanɛr
caner	kaːnɛr
canes	kanɛs
canes	kaːnɛs
canet	kanɛt
canet	kaːnɛt
cangarŵ	kaŋɡaruː
cangarŵod	kaŋɡaruːɔd
cangen	kaŋɛn
canghellor	kaŋhɛɬɔr
canhwyllau	kanhʊi̯ɬai̯
canhwyllau	kanhʊi̯ɬɛ
canhwyllbren	kanhʊi̯ɬbrɛn
cani	kani
cani	kaːni
caniatáu	kanjatai̯
caniatâd	kanjataːd
caniau	kanjai̯
caniau	kanjɛ
canit	kanɪt
canit	kaːnɪt
canlyn	kanlɪn
canlyniad	kanlənjad
canlynol	kanlənɔl
canmol	kanmɔl
canmoladwy	kanmɔladʊi̯
canmoladwy	kanmɔlaːdʊi̯
canmoliaeth	kanmɔljai̯θ
canmoliaeth	kanmɔljɛθ
canmoliaethau	kanmɔljei̯θai̯
canmoliaethau	kanmɔljei̯θɛ
canmolwr	kanmoːlʊr
canmolwr	kanmɔlʊr
canmolwyr	kanmɔlwɪr
cannu	kani
cannwyll	kanʊi̯ɬ
cannydd	kanɪð
cano	kanɔ
cano	kaːnɔ
canol	kanɔl
canol	kaːnɔl
canol	keːnɔl
canolaf	kanoːlav
canolbarth	kanɔlbarθ
canoli	kanoːli
canoli	kanɔli
canolig	kanoːlɪɡ
canolig	kanɔlɪɡ
canolog	kanoːlɔɡ
canolog	kanɔlɔɡ
canolwr	kanoːlʊr
canolwr	kanɔlʊr
canolwyr	kanɔlwɪr
canon	kanɔn
canon	kaːnɔn
canrif	kanrɪv
cansai	kansai̯
cansai	kansɛ
cansen	kansɛn
canslo	kanslɔ
cant	kant
cantor	kantɔr
cantores	kantɔrɛs
canu	kani
canu	kaːni
canwr	kanʊr
canwr	kaːnʊr
canwyllbrennau	kanʊi̯ɬbrɛnai̯
canwyllbrennau	kanʊi̯ɬbrɛnɛ
canyddion	kanəðjɔn
capel	kapɛl
car	kar
cara	kara
cara	kaːra
carafannau	karavanai̯
carafannau	karavanɛ
carafán	karavan
carafáns	karavanz
carai	karai̯
carai	karɛ
carai	kaːrai̯
carai	kaːrɛ
carais	karai̯s
carais	karɛs
carais	kaːrai̯s
carais	kaːrɛs
caran	karan
caran	kaːran
carant	karant
carant	kaːrant
carbon	karbɔn
carchar	karχar
carco	karkɔ
cared	karɛd
cared	kaːrɛd
caredig	kareːdɪɡ
caredig	karɛdɪɡ
caredigrwydd	karɛdɪɡrʊi̯ð
carem	karɛm
carem	kaːrɛm
caren	karɛn
caren	kaːrɛn
carent	karɛnt
carent	kaːrɛnt
cares	karɛs
cares	kaːrɛs
carest	karɛsd
carest	kaːrɛsd
caret	karɛt
caret	kaːrɛt
carew	karɛu̯
carfil	karvɪl
carfil bach	karvɪlbaːχ
carfilod bach	karviːlɔdbaːχ
carfilod bach	karvɪlɔdbaːχ
cari	kari
cari	kaːri
cariad	karjad
carit	karɪt
carit	kaːrɪt
carnedd	karnɛð
carneddi	karneːði
carneddi	karnɛði
caro	karɔ
caro	kaːrɔ
carom	karɔm
carom	kaːrɔm
caron	karɔn
caron	kaːrɔn
carreg	karɛɡ
carreg galch	kɛrɪɡɡalχ
carsi	karsi
carthen	karθɛn
carthennau	karθɛnai̯
carthennau	karθɛnɛ
carthenni	karθɛni
cartre	kartrɛ
cartref	kartrɛ
cartref	kartrɛv
caru	kari
caru	kaːri
carw	karu
carw	kaːru
carw llychlyn	karuɬəχlɪn
carw llychlyn	kaːruɬəχlɪn
carwr	karʊr
cas	kaːs
cas beth	kaːsbeːθ
casach	kaːsaχ
cased	kaːsɛd
casgen	kasɡɛn
casglu	kasɡli
casnewydd	kasnɛu̯ɪð
casnewydd	kaːsnɛu̯ɪð
castanwydd	kasdanwɪð
castanwydd	kasdanʊi̯ð
castanwydden	kasdanwiːðɛn
castanwydden	kasdanwɪðɛn
castell	kasdɛɬ
casáu	kasai̯
casét	kasɛt
cath	kaːθ
cathau	kaθai̯
cathau	kaθɛ
cathbysgod	kaθbəsɡɔd
cathod	kaθɔd
catholig	kaθoːlɪɡ
catholig	kaθɔlɪɡ
catholigiaeth	kaθɔlɪɡjai̯θ
catholigiaeth	kaθɔlɪɡjɛθ
cato	katɔ
cau	kai̯
cau	kɔi̯
cawl	kau̯l
cawn	kau̯n
cawna	kau̯na
cawod	kau̯ɔd
cawr	kau̯r
caws	kau̯s
cbac	kbak
ce	keː
cecraeth	kɛkrai̯θ
cecren	kɛkrɛn
cecru	kɛkri
cecrus	kɛkrɪs
cedor	keːdɔr
cedor	kɛdɔr
ceffyl	kɛfɪl
cefn	keːvɛn
cefn	kɛvn
cefn	kɛvɛn
cefnau	kɛvnai̯
cefnau	kɛvnɛ
cefnfor	keːvɛnvɔr
cefnfor	kɛvɛnvɔr
cefnog	kɛvnɔɡ
ceg	keːɡ
cei	kei̯
ceidw	kei̯du
ceiliog	kei̯ljɔɡ
ceiliog	kei̯lɔɡ
ceiliog	kiːlɔɡ
ceillgwd	keiɬɡʊd
ceinach	kei̯naχ
ceiniog	kei̯njɔɡ
ceiniog	kei̯nɔɡ
ceiniog	kiːnɔɡ
ceir	kei̯r
ceirios	kei̯rjɔs
ceisio	kei̯sjɔ
ceisio	kei̯ʃɔ
ceith	kəi̯θ
celai	keːlai̯
celai	keːlɛ
celai	kɛlai̯
celai	kɛlɛ
celen	keːlɛn
celen	kɛlɛn
celet	keːlɛt
celet	kɛlɛt
cell	kɛɬ
celli	kɛɬi
celwydd	kɛlwɪð
celyn	keːlɪn
celyn	kɛlɪn
celynna	kɛləna
celynnen	kɛlənɛn
cen	kɛn
cen cerrig	kɛnkɛrɪɡ
cen coed	kɛnkoːd
cen coed	kɛnkɔi̯d
cen pen	kɛnpɛn
cen y cerrig	kɛnəkɛrɪɡ
cen y coed	kɛnəkoːd
cen y coed	kɛnəkɔi̯d
cenedl	keːnɛdl
cenedl	kɛnɛdl
cenedlaethol	kɛnɛdlei̯θɔl
cenhedlu	kɛnhɛdli
cenhinen	kɛnhiːnɛn
cenhinen	kɛnhɪnɛn
cenhinen bedr	kɛnhiːnɛmbɛdr
cenhinen bedr	kɛnhɪnɛmbɛdr
cenhinen sifi	kɛnhɪnɛnsiːvi
cenhinen sifi	kɛnhɪnɛnsɪvi
ceni	keːni
ceni	kɛni
cenna	kɛna
cennad	kɛnad
cennin pedr	kɛnɪmpɛdr
cennin sifi	kɛnhɪnɛnsiːvi
cennin sifi	kɛnhɪnɛnsɪvi
cer	kɛr
cerais	keːrai̯s
cerais	kɛrai̯s
cerbyd	kɛrbɪd
cerdd	kɛrð
cerdd dant	kɛrðdant
cerdded	kɛrðɛd
cerddor	kɛrðɔr
cerddoriaeth	kɛrðɔrjai̯θ
cerddoriaeth	kɛrðɔrjɛθ
ceredigion	kɛrɛdɪɡjɔn
ceri	keːri
ceri	kɛri
cerir	keːrɪr
cerir	kɛrɪr
cernyw	kɛrnɪu̯
cernyweg	kɛrnəu̯ɛɡ
cerpyn	kɛrpɪn
cerrig	kɛrɪɡ
cerwch	keːrʊχ
cerwch	kɛrʊχ
cerwyn	keːrui̯n
cerwyn	kɛrui̯n
cesail	kɛsai̯l
cesail	kɛsɛl
cesar	kɛsar
cest	keːsd
cest	kɛsd
cestyll	kɛsdɪɬ
ceubren	kei̯brɛn
ceulo	kei̯lɔ
cewch	kɛu̯χ
cewri	kɛu̯ri
chacen	χakɛn
chacha	χaχa
chacha	χaːχa
chachi	χaχi
chachi	χaːχi
chad	χaːd
chadair	χadai̯r
chadair	χadɛr
chadair	χaːdai̯r
chadair	χaːdɛr
chae	χai̯
chae	χaː
chael	χai̯l
chael	χaːl
chaen	χai̯n
chaeredin	χai̯reːdɪn
chaeredin	χai̯rɛdɪn
chaf	χaː
chaf	χaːv
chafas	χavas
chafas	χaːvas
chaffed	χafɛd
chaffer	χafɛr
chaffi	χafi
chain	χai̯n
chaint	χai̯nt
chais	χai̯s
chalan	χalan
chalan	χaːlan
chaled	χalɛd
chaled	χaːlɛd
chalenigion	χalɛnɪɡjɔn
chalennig	χalɛnɪɡ
chaleted	χalɛtɛd
chalon	χalɔn
chana	χana
chana	χaːna
chanes	χanɛs
chanes	χaːnɛs
chani	χani
chani	χaːni
chanlyniad	χanlənjad
chansen	χansɛn
chant	χant
chantor	χantɔr
chanu	χani
chanu	χaːni
chanwr	χanʊr
chanwr	χaːnʊr
chapel	χapɛl
char	χar
chara	χara
chara	χaːra
charafán	χaravan
charai	χarai̯
charai	χarɛ
charai	χaːrai̯
charai	χaːrɛ
charan	χaran
charan	χaːran
chared	χarɛd
chared	χaːrɛd
chares	χarɛs
chares	χaːrɛs
charet	χarɛt
charet	χaːrɛt
chari	χari
chari	χaːri
chariad	χarjad
charo	χarɔ
charo	χaːrɔ
charwr	χarʊr
chas	χaːs
chastell	χasdɛɬ
chath	χaːθ
chathod	χaθɔd
chato	χatɔ
chawl	χau̯l
chawod	χau̯ɔd
chaws	χau̯s
chdi	χdiː
cheffyl	χɛfɪl
chefn	χeːvɛn
chefn	χɛvn
chefn	χɛvɛn
