uchinjo	utʃiⁿɗʒo
wanatafuta	wanatafuta
nitalitukuza	nitalitukuza
unayosema	unajosema
hawataoa	hawataoa
isemayo	isemajo
kifungambuzi	kifuᵑgaᵐɓuzi
nikageuka	nikaɠeuka
hukumkatali	hukumkatali
mawaziri	mawaziɾi
wamefuata	wamefuata
watamtumain	watamtumain
vitandani	vitaⁿɗani
naamani	Naamani
kokomea	kokomea
wafika	wafika
akalipa	akalipa
anapozungum	anapozuᵑgum
amempiga	amempiɠa
kigingi	kiɠiᵑgi
fikirisha	fikiɾiʃa
iliyowashwa	ilijowaʃwa
alitangaza	alitaᵑgaza
walighadhibi	waliɠhaɗhiɓi
anayeuzingat	anajeuziᵑgat
walikusanyik	walikusaɲik
mlizamu	mlizamu
wamumu	Wamumu
mjaribiwe	mʄaɾiɓiwe
alizikwa	alizikwa
mtahini	mtahini
teseka	teseka
kuchongea	kutʃoᵑgea
mtakutana	mtakutana
angaliana	aᵑgaliana
utaokolewa	utaokolewa
anawaosha	anawaoʃa
alizofanya	alizofaɲa
anazofanyiwa	anazofaɲiwa
hivyo	hivjo
unaonukia	unaonukia
nitamshukur	nitamʃukuɾ
alitamani	alitamani
chambulisha	tʃaᵐɓuliʃa
amemwekea	amemwekea
usimhukumu	usimhukumu
tuka	tuka
nyong'onyea	ɲoŋoɲea
njorinjori	ⁿɗʒoɾiⁿɗʒoɾi
aliotupa	aliotupa
tukaungana	tukauᵑgana
naupa	naupa
kinachomchafu	kinatʃomtʃafu
kufichafich	kufitʃafitʃ
hansa	hansa
dokoa	ɗokoa
akishangilia	akiʃaᵑgilia
kunjua	kuⁿɗʒua
mdomoni	mɗomoni
tema	tema
nadharia	naɗhaɾia
usiwafanye	usiwafaɲe
iliyonuiwa	ilijonuiwa
unamvumilia	unaᵐvumilia
ijaza	iʄaza
avitoaye	avitoaje
ametumwa	ametumwa
watakaozing	watakaoziᵑg
asiyelewa	asijelewa
kuwi	kuwi
litatua	litatua
hakikufichi	hakikufitʃi
poromoko	poɾomoko
hakuona	hakuona
kuenea	kuenea
ungenipokea	uᵑgenipokea
watayakuta	watajakuta
kumkubali	kumkuɓali
natukuzwa	natukuzwa
mitima	mitima
kingalingali	kiᵑgaliᵑgali
anaasi	anaasi
vinapoachan	vinapoatʃan
tunza	tuⁿza
mesheki	Meʃeki
danieli	Danieli
likamkasiri	likamkasiɾi
huisha	huiʃa
mliyoifanya	mlijoifaɲa
shutumiwa	ʃutumiwa
ataangamizw	ataaᵑgamizw
aliyonifundi	alijonifuⁿɗi
zadumu	zaɗumu
rejeshi	ɾeʄeʃi
watakapokuja	watakapokuʄa
watawala	watawala
mkauacha	mkauatʃa
chakehukwa	tʃakehukwa
sensa	sensa
kichane	kitʃane
kumhimiza	kumhimiza
kikigusana	kikiɠusana
usiotikisik	usiotikisik
fatundu	fatuⁿɗu
mpandano	mpaⁿɗano
mitihani	mitihani
hatutaungama	hatutauᵑgama
wanaonituka	wanaonituka
ulipotikiswa	ulipotikiswa
kipembe	kipeᵐɓe
piapia	piapia
pecha	petʃa
mazulio	mazulio
volkeno	volkeno
kuheshimu	kuheʃimu
semsem	semsem
vumisheni	vumiʃeni
atibiwa	atiɓiwa
fasiriwa	fasiɾiwa
ningewaanga	niᵑgewaaᵑga
waliwateua	waliwateua
wawasaidie	wawasaiɗie
hatujivunii	hatuʄivunii
yalianguka	jaliaᵑguka
kuzingia	kuziᵑgia
nangojea	naᵑgoʄea
ukoo	ukoo
uramali	uɾamali
amulia	amulia
tembeatembea	teᵐɓeateᵐɓea
wanafanana	wanafanana
uliwasalimi	uliwasalimi
waliosumbul	waliosuᵐɓul
alivyoongea	alivjooᵑgea
wahusike	wahusike
mbuku	ᵐɓuku
wametakaswa	wametakaswa
jioni	ʄioni
kiitwacho	kiitwatʃo
tudharauliw	tuɗhaɾauliw
nijibuni	niʄiɓuni
hupendeza	hupeⁿɗeza
kipande	kipaⁿɗe
kuwachoma	kuwatʃoma
naondoka	naoⁿɗoka
twapata	twapata
ninawazungu	ninawazuᵑgu
ajapoanguka	aʄapoaᵑguka
abudiwa	aɓuɗiwa
vimekutanisha	vimekutaniʃa
tumbuiza	tuᵐɓuiza
gololi	ɠololi
nyangwa	ɲaᵑgwa
alighadhibik	aliɠhaɗhiɓik
mawingumawingu	mawiᵑgumawiᵑgu
wakikesha	wakikeʃa
hakunipa	hakunipa
kigarimoshi	kiɠaɾimoʃi
chooko	tʃooko
nyungunyungu	ɲuᵑguɲuᵑgu
wanyonge	waɲoᵑge
wakabidhi	wakaɓiɗhi
usharifu	uʃaɾifu
ulipowatisha	ulipowatiʃa
akalala	akalala
alishangaa	aliʃaᵑgaa
korokora	Koɾokoɾa
ulilizia	ulilizia
anavuta	anavuta
mmemleta	mmemleta
atamia	atamia
kunjwa	kuⁿɗʒwa
takabari	takaɓaɾi
kisanaa	kisanaa
jistahi	ʄistahi
kilitambaa	kilitaᵐɓaa
atakachoomba	atakatʃooᵐɓa
hakujipende	hakuʄipeⁿɗe
maboma	maɓoma
kushangalia	kuʃaᵑgalia
atanisaliti	atanisaliti
atakavyokaa	atakavjokaa
shikanisha	ʃikaniʃa
kugeuka	kuɠeuka
kokonoa	kokonoa
viunga	viuᵑga
amkiwa	amkiwa
amenitilia	amenitilia
anamkiri	anamkiɾi
sielewi	sielewi
wanajeshi	wanaʄeʃi
huuzwa	huuzwa
bofywa	ɓofjwa
haukupatana	haukupatana
vimashamba	vimaʃaᵐɓa
mikuyati	mikujati
watavikwa	watavikwa
hutufariji	hutufaɾiʄi
mafua	mafua
kujuliana	kuʄuliana
waamue	waamue
wakawajibu	wakawaʄiɓu
shavu	ʃavu
pepeo	pepeo
uapaji	uapaʄi
fyatua	fjatua
mume	mume
ameuingia	ameuiᵑgia
kuhusisha	kuhusiʃa
kulelewa	kulelewa
gahamu	ɠahamu
mliloitiwa	mliloitiwa
kushurutish	kuʃuɾutiʃ
kikaharibika	kikahaɾiɓika
lisani	lisani
dongoa	ɗoᵑgoa
umethibitis	umeθiɓitis
angisha	aᵑgiʃa
jeruhi	ʄeɾuhi
wanaongea	wanaoᵑgea
kiberiti	kiɓeɾiti
akikisukasuka	akikisukasuka
walifuzu	walifuzu
vilivyofanywa	vilivjofaɲwa
yamesema	jamesema
fidika	fiɗika
miteremo	miteɾemo
mso	mso
kilichowekwa	kilitʃowekwa
kuniingia	kuniiᵑgia
mwanzishaji	mwaⁿziʃaʄi
kihusishi	kihusiʃi
kamati	kamati
alipoletwa	alipoletwa
kubakishwa	kuɓakiʃwa
birinzi	ɓiɾiⁿzi
ulimwengu	ulimweᵑgu
msiwazuie	msiwazuie
uombeeni	uoᵐɓeeni
anayefanyiwa	anajefaɲiwa
muktadha	muktaɗha
tutakazokuw	tutakazokuw
uleule	uleule
kuyasoma	kujasoma
wakawakamat	wakawakamat
hamkujifunza	hamkuʄifuⁿza
kiomo	kiomo
gilasi	ɠilasi
mwendelee	mweⁿɗelee
halikuweza	halikuweza
akaliwa	akaliwa
dumiliza	ɗumiliza
chekiana	tʃekiana
chuna	tʃuna
angurumisha	aᵑguɾumiʃa
wampe	wampe
hisi	hisi
kwekwe	kwekwe
titimsha	titimʃa
msikita	msikita
akaamini	akaamini
mtutumo	mtutumo
aoe	aoe
bokoa	ɓokoa
amwekee	amwekee
bereka	ɓeɾeka
chongeka	tʃoᵑgeka
wataweza	wataweza
kongoa	koᵑgoa
zuru	zuɾu
katse	Katse
unaloambiwa	unaloaᵐɓiwa
machege	matʃeɠe
kukatisha	kukatiʃa
mstiri	mstiɾi
ubaharia	uɓahaɾia
kuinuliwa	kuinuliwa
natetemeka	natetemeka
pezi	pezi
bangulia	ɓaᵑgulia
kalifu	kalifu
furahia	fuɾahia
mtwango	mtwaᵑgo
vijakazi	viʄakazi
bilda	ɓilɗa
kufanyizia	kufaɲizia
onana	onana
asafiri	asafiɾi
kutoa	kutoa
juruhi	ʄuɾuhi
ajirisha	aʄiɾiʃa
maseremala	maseɾemala
tenganisha	teᵑganiʃa
kikazo	kikazo
dhoruba	ɗhoɾuɓa
depo	ɗepo
fa	fa
vundanga	vuⁿɗaᵑga
marmar	Maɾmaɾ
mgiligilani	mɠiliɠilani
tabakelo	taɓakelo
niliyokupa	nilijokupa
hajaichovya	haʄaitʃovja
tumeinama	tumeinama
ameondoka	ameoⁿɗoka
mapinduzi	mapiⁿɗuzi
chungia	tʃuᵑgia
zinazoota	zinazoota
meusi	meusi
kutomwekea	kutomwekea
sahau	sahau
bambuti	ɓaᵐɓuti
rasharasha	ɾaʃaɾaʃa
tutumua	tutumua
kamilifu	kamilifu
mwenzako	mweⁿzako
utakapoingia	utakapoiᵑgia
yanaungwa	janauᵑgwa
kitia	kitia
tunaona	tunaona
foo	foo
anayewapa	anajewapa
juburu	ʄuɓuɾu
kupendelea	kupeⁿɗelea
mtesi	mtesi
akapanga	akapaᵑga
walinisagia	walinisaɠia
ng'ang'a	ŋaŋa
nakungojea	nakuᵑgoʄea
kuvisemesha	kuvisemeʃa
nitamvuta	nitaᵐvuta
lango	laᵑgo
unaopandia	unaopaⁿɗia
mwenendo	mweneⁿɗo
mamlaka	mamlaka
yapi	japi
likitumika	likitumika
kunyata	kuɲata
mahanika	mahanika
kunukuliwa	kunukuliwa
ngoe	ᵑgoe
jana	ʄana
bananga	ɓanaᵑga
aliwatuma	aliwatuma
kupasulia	kupasulia
ukitumiwa	ukitumiwa
kijuso	kiʄuso
eberi	Eɓeɾi
wawaadilifu	wawaaɗilifu
lilikaa	lilikaa
haijawa	haiʄawa
hakujiweka	hakuʄiweka
yatayojiri	jatajoʄiɾi
tuueleze	tuueleze
anasaidia	anasaiɗia
yamechoka	jametʃoka
klachi	klatʃi
uliofundish	uliofuⁿɗiʃ
kusamehewa	kusamehewa
plau	plau
mkajaribiwa	mkaʄaɾiɓiwa
utotole	utotole
ving'irimoto	viŋiɾimoto
yakufukizia	jakufukizia
mahori	mahoɾi
kutoketeza	kutoketeza
tumebatizwa	tumeɓatizwa
nimemwita	nimemwita
atamlinda	atamliⁿɗa
muomo	muomo
anadai	anaɗai
ameugua	ameuɠua
kinamtoka	kinamtoka
nitajivuna	nitaʄivuna
nilikotoka	nilikotoka
wanaonichuk	wanaonitʃuk
ufusio	ufusio
mjini	mʄini
pembamba	peᵐɓaᵐɓa
tumempa	tumempa
binadamu	ɓinaɗamu
mpungate	mpuᵑgate
amempa	amempa
nimeyazingati	nimejaziᵑgati
wawafanya	wawafaɲa
zimeufunga	zimeufuᵑga
fikiria	fikiɾia
yamezidi	jameziɗi
wakawafunga	wakawafuᵑga
usitajwe	usitaʄwe
utiliwao	utiliwao
chovya	tʃovja
amri	amɾi
zimefunuliwa	zimefunuliwa
kinzano	kiⁿzano
ukaidi	ukaiɗi
uokoaji	uokoaʄi
yatekelezwe	jatekelezwe
mauja	mauʄa
debwedebwe	ɗeɓweɗeɓwe
kumuabudu	kumuaɓuɗu
nitakuonyesh	nitakuoɲeʃ
masikizano	masikizano
inayompa	inajompa
aliyempa	alijempa
nawatuma	nawatuma
hugeuka	huɠeuka
unanitatiza	unanitatiza
mchano	mtʃano
nawaonyeni	nawaoɲeni
diotrefe	Diotɾefe
nimewaonyesh	nimewaoɲeʃ
kunyolea	kuɲolea
rudi	ɾuɗi
mkopaji	mkopaʄi
ukimwangalia	ukimwaᵑgalia
yalienea	jalienea
kaskazini	kaskazini
mtiriri	mtiɾiɾi
apendezwe	apeⁿɗezwe
vifuani	vifuani
aliyepaa	alijepaa
namwomba	namwoᵐɓa
kuchezechachez	kutʃezetʃatʃez
jibini	ʄiɓini
twawakanyag	twawakaɲaɠ
mtondogoo	mtoⁿɗoɠoo
aliyokwisha	alijokwiʃa
utanga	utaᵑga
bengi	ɓeᵑgi
kamongo	kamoᵑgo
vinavyobanduka	vinavjoɓaⁿɗuka
ametuleta	ametuleta
dukana	Dukana
vunja	vuⁿɗʒa
akauambia	akauaᵐɓia
masihi	Masihi
umeondoka	umeoⁿɗoka
kitupu	kitupu
bingiria	ɓiᵑgiɾia
washika	waʃika
mlowezi	mlowezi
chingirishia	tʃiᵑgiɾiʃia
mkuta	mkuta
palipopindik	palipopiⁿɗik
unaofanywa	unaofaɲwa
kokotea	kokotea
kuadhibiwa	kuaɗhiɓiwa
mtazamiaji	mtazamiaʄi
serugi	seɾuɠi
kunyanzi	kuɲaⁿzi
wataishiwa	wataiʃiwa
aliyewadokez	alijewaɗokez
iletayo	iletajo
nikopoli	Nikopoli
ninayokueleza	ninajokueleza
lizunguke	lizuᵑguke
wanakokaa	wanakokaa
matenga	mateᵑga
kudaiwa	kuɗaiwa
natazamia	natazamia
wanaojisifi	wanaoʄisifi
shenzi	ʃeⁿzi
anawaza	anawaza
likitiwa	likitiwa
mtufaha	mtufaha
yanayonihusu	janajonihusu
wasifahamu	wasifahamu
mbawazi	ᵐɓawazi
huwashtaki	huwaʃtaki
uchofu	utʃofu
manzao	maⁿzao
kunatokea	kunatokea
wananyamazi	wanaɲamazi
umelifanya	umelifaɲa
kumzunguka	kumzuᵑguka
asiyefunika	asijefunika
utete	utete
itikadi	itikaɗi
uliopondwa	uliopoⁿɗwa
uanaadamu	uanaaɗamu
watatumpakaw	watatumpakaw
anatumaini	anatumaini
wajane	waʄane
kububujika	kuɓuɓuʄika
uliye	ulije
wanayoyajua	wanajojaʄua
vifidio	vifiɗio
ulichonacho	ulitʃonatʃo
tukazikwa	tukazikwa
miladi	milaɗi
akiitumia	akiitumia
kuwahubiria	kuwahuɓiɾia
boribo	ɓoɾiɓo
pigeni	piɠeni
kimtokacho	kimtokatʃo
riboribo	ɾiɓoɾiɓo
dhabihu	ɗhaɓihu
inavyoonekana	inavjoonekana
kuizunguka	kuizuᵑguka
uliowajeruh	uliowaʄeɾuh
pitishahukumu	pitiʃahukumu
isiyoiva	isijoiva
mmetenda	mmeteⁿɗa
takrima	takɾima
wakauona	wakauona
ngama	ᵑgama
ailisha	ailiʃa
kuwalaani	kuwalaani
tulikabiliw	tulikaɓiliw
nisikilizeni	nisikilizeni
atatuuliza	atatuuliza
ngong	Nɠoᵑg
fukulia	fukulia
chonga	tʃoᵑga
nyuani	ɲuani
uangaliaji	uaᵑgaliaʄi
atoke	atoke
livaliwalo	livaliwalo
hangalinisi	haᵑgalinisi
mjaribu	mʄaɾiɓu
jumuika	ʄumuika
kutwangia	kutwaᵑgia
tulivyoelezwa	tulivjoelezwa
kunisikiliz	kunisikiliz
chupia	tʃupia
kisimame	kisimame
mkaone	mkaone
kazimacho	kazimatʃo
kunyoa	kuɲoa
amirishika	amiɾiʃika
vyembamba	vjeᵐɓaᵐɓa
uvungu	uvuᵑgu
nimefanya	nimefaɲa
machwa	matʃwa
vitazibwa	vitaziɓwa
itamwimaris	itamwimaɾis
kuyatomasa	kujatomasa
wametisha	wametiʃa
vitara	vitaɾa
uakiaji	uakiaʄi
linalocheke	linalotʃeke
mkunazi	mkunazi
kuzuilia	kuzuilia
unajiumiza	unaʄiumiza
aandamane	aaⁿɗamane
angempa	aᵑgempa
msharafu	mʃaɾafu
haikuwa	haikuwa
chambochambo	tʃaᵐɓotʃaᵐɓo
viraka	viɾaka
ukilipa	ukilipa
nisipoona	nisipoona
kakau	kakau
ilivyoka	ilivjoka
hemea	hemea
ujumbe	uʄuᵐɓe
mlichokishu	mlitʃokiʃu
mihula	mihula
linalonukia	linalonukia
akanisikili	akanisikili
kaona	kaona
mtongotongo	mtoᵑgotoᵑgo
wanawahubiri	wanawahuɓiɾi
utaziona	utaziona
kumwamini	kumwamini
linaloweza	linaloweza
impendezayo	impeⁿɗezajo
kukaushwa	kukauʃwa
hutaweza	hutaweza
hala	hala
wamemwita	wamemwita
akaitika	akaitika
kumwogopa	kumwoɠopa
alipomwumba	alipomwuᵐɓa
msihi	msihi
kibiriti	kiɓiɾiti
nakutumaini	nakutumaini
inayomilikiwa	inajomilikiwa
wang'ara	waŋaɾa
mnyara	mɲaɾa
wamenitoboa	wamenitoɓoa
aliyefanya	alijefaɲa
shushu	ʃuʃu
kutoonana	kutoonana
usubuhi	usuɓuhi
akanionyesha	akanioɲeʃa
anamtokea	anamtokea
makopo	makopo
magauni	maɠauni
ntio	ntio
yahudi	Yahuɗi
miji	miʄi
akadirie	akaɗiɾie
akastarehe	akastaɾehe
wanaihusish	wanaihusiʃ
amewajieni	amewaʄieni
yasiyoshughul	jasijoʃuɠhul
yakitoka	jakitoka
lepe	lepe
ntimaru	Ntimaɾu
ulipoinuka	ulipoinuka
mngarengare	mᵑgaɾeᵑgaɾe
anisikia	anisikia
hatukuitumi	hatukuitumi
haipapasi	haipapasi
kisima	kisima
kikitendwa	kikiteⁿɗwa
babadusha	ɓaɓaɗuʃa
wanakusalim	wanakusalim
ametukabidh	ametukaɓiɗh
aliyemjengea	alijemʄeᵑgea
ametaka	ametaka
analia	analia
aliyeweka	alijeweka
usha	uʃa
hakitatoweka	hakitatoweka
walioshirik	walioʃiɾik
yakaifunika	jakaifunika
watakapokuwa	watakapokuwa
tanu	tanu
hangalikufa	haᵑgalikufa
zungo	zuᵑgo
wanaojua	wanaoʄua
panza	paⁿza
maiti	maiti
anamtaja	anamtaʄa
karungu	Kaɾuᵑgu
duguda	ɗuɠuɗa
yao	jao
wanaposikia	wanaposikia
utafanana	utafanana
halijaharibika	haliʄahaɾiɓika
wakimu	wakimu
hamkufika	hamkufika
bekua	ɓekua
uliopanda	uliopaⁿɗa
misubili	misuɓili
saroni	Saɾoni
mamaake	mamaake
akakinyunyi	akakiɲuɲi
kazungukwa	kazuᵑgukwa
kifunguamimba	kifuᵑguamiᵐɓa
kutibu	kutiɓu
mmesikia	mmesikia
adilisha	aɗiliʃa
chana	tʃana
uleoleo	uleoleo
fumbia	fuᵐɓia
ngumbaru	ᵑguᵐɓaɾu
gorgor	Goɾɠoɾ
ustahivu	ustahivu
litatuliwe	litatuliwe
kuyalowanis	kujalowanis
myunani	Mjunani
wakioa	wakioa
rakibishwa	ɾakiɓiʃwa
ngaa	ᵑgaa
mbiu	ᵐɓiu
mwamvuli	mwaᵐvuli
spea	spea
nitafuata	nitafuata
nikataka	nikataka
atawategeme	atawateɠeme
watembezi	wateᵐɓezi
nyondenyonde	ɲoⁿɗeɲoⁿɗe
tafunatafun	tafunatafun
akazimwaga	akazimwaɠa
aliamka	aliamka
kilichoinuka	kilitʃoinuka
mbovu	ᵐɓovu
nawaambieni	nawaaᵐɓieni
inayosababisha	inajosaɓaɓiʃa
kibarawa	kiɓaɾawa
udererezi	uɗeɾeɾezi
utakwezwa	utakwezwa
unatilisha	unatiliʃa
michango	mitʃaᵑgo
aliotayarisha	aliotajaɾiʃa
jalala	ʄalala
kutokomaa	kutokomaa
zitakazopatili	zitakazopatili
mabeseni	maɓeseni
tobwe	toɓwe
monkoa	monkoa
jopo	ʄopo
iten	Iten
ramu	Ramu
chopeka	tʃopeka
kukudhuru	kukuɗhuɾu
kusimutia	kusimutia
filamu	filamu
kiingilio	kiiᵑgilio
chachamaa	tʃatʃamaa
humfuata	humfuata
huitikiwa	huitikiwa
tumempenda	tumempeⁿɗa
kuwatokea	kuwatokea
ongopea	oᵑgopea
isiyotambulika	isijotaᵐɓulika
kimesababis	kimesaɓaɓis
aliyefilisika	alijefilisika
puuzwa	puuzwa
afukuzwaye	afukuzwaje
kilipotimia	kilipotimia
wakamtuma	wakamtuma
inapokuwa	inapokuwa
chelezo	tʃelezo
kupeana	kupeana
niliyo	nilijo
wajir	Waʄiɾ
uliwa	uliwa
mpokee	mpokee
walipojua	walipoʄua
bokorana	ɓokoɾana
kunawia	kunawia
otesha	oteʃa
viringe	viɾiᵑge
kuendea	kueⁿɗea
utambaao	utaᵐɓaao
kukidhi	kukiɗhi
amkuana	amkuana
akachimba	akatʃiᵐɓa
fimbi	fiᵐɓi
alau	alau
iliyopandwa	ilijopaⁿɗwa
hudi	huɗi
shtaki	ʃtaki
asifanikiwe	asifanikiwe
wanaujozi	wanauʄozi
ikakwama	ikakwama
nilitaka	nilitaka
inazidi	inaziɗi
nitajivunia	nitaʄivunia
mjamaa	mʄamaa
kujichangamsha	kuʄitʃaᵑgamʃa
yaliyosukwa	jalijosukwa
mnatafuta	mnatafuta
watwana	watwana
asiamini	asiamini
chanulia	tʃanulia
mdakale	mɗakale
wanyolewe	waɲolewe
changua	tʃaᵑgua
kuuongeza	kuuoᵑgeza
shabihi	ʃaɓihi
mzingi	mziᵑgi
alimkamata	alimkamata
ao	ao
imesikika	imesikika
mashini	maʃini
twajulikana	twaʄulikana
dafina	ɗafina
imekuzwa	imekuzwa
huchukua	hutʃukua
wanatokana	wanatokana
nitamwendea	nitamweⁿɗea
deri	ɗeɾi
ombolezo	oᵐɓolezo
uhayawani	uhajawani
husongwa	husoᵑgwa
atiwe	atiwe
hofu	hofu
litaeleweka	litaeleweka
kuisoma	kuisoma
pondo	poⁿɗo
unaotiliwa	unaotiliwa
kopesa	kopesa
gumea	ɠumea
sameheka	sameheka
senyenge	seɲeᵑge
mapema	mapema
kukwaruzana	kukwaɾuzana
darisha	ɗaɾiʃa
ukomoaji	ukomoaʄi
ninazoogopa	ninazooɠopa
kiwakilishi	kiwakiliʃi
firigisa	fiɾiɠisa
kujijenga	kuʄiʄeᵑga
panapotakiwa	panapotakiwa
vishubaka	viʃuɓaka
wanaopinga	wanaopiᵑga
bakia	ɓakia
kibarua	kiɓaɾua
wanasiasa	wanasiasa
kuzimu	kuzimu
anayetamani	anajetamani
mlimbuko	mliᵐɓuko
rongera	ɾoᵑgeɾa
zinazokingama	zinazokiᵑgama
akutegemeze	akuteɠemeze
alichofanyiw	alitʃofaɲiw
wakazipeleka	wakazipeleka
kufuata	kufuata
loperot	Lopeɾot
amenasuliwa	amenasuliwa
kiswa	kiswa
alipiga	alipiɠa
afanyieni	afaɲieni
pakaza	pakaza
ameniteua	ameniteua
vilaji	vilaʄi
maliwazo	maliwazo
nimejifanya	nimeʄifaɲa
unaobadilisha	unaoɓaɗiliʃa
angaa	aᵑgaa
kuegemeza	kueɠemeza
chali	tʃali
nitamsifu	nitamsifu
wakumbushe	wakuᵐɓuʃe
kuking'oa	kukiŋoa
mlipokuwa	mlipokuwa
sijafu	siʄafu
ziweko	ziweko
wasimamizi	wasimamizi
ziamini	ziamini
nitasema	nitasema
wavipatia	wavipatia
unawapinga	unawapiᵑga
kuzinga	kuziᵑga
litapigana	litapiɠana
kukabidhiwa	kukaɓiɗhiwa
vianzio	viaⁿzio
ulipoona	ulipoona
atamwonyesha	atamwoɲeʃa
mataifa	mataifa
ulioganda	ulioɠaⁿɗa
kabiliana	kaɓiliana
operesheni	opeɾeʃeni
kinatawanya	kinatawaɲa
alileta	alileta
umauma	umauma
ikawasili	ikawasili
mbata	ᵐɓata
kugawanyika	kuɠawaɲika
anayedharau	anajeɗhaɾau
ukilia	ukilia
jamatkhana	ʄamatxana
vigaga	viɠaɠa
latilia	latilia
ulichotumainia	ulitʃotumainia
ahsante	ahsante
wafalme	wafalme
mnaoishi	mnaoiʃi
inayokabilia	inajokaɓilia
akifunga	akifuᵑga
inayozungus	inajozuᵑgus
kisagalima	kisaɠalima
tumbuu	tuᵐɓuu
stahimilia	stahimilia
walivyotama	walivjotama
kumsikiliza	kumsikiliza
usultani	usultani
nilipoona	nilipoona
kuzimwa	kuzimwa
ilitumiwa	ilitumiwa
iliyokatika	ilijokatika
mtukuzeni	mtukuzeni
wapigaji	wapiɠaʄi
dakika	ɗakika
kuhawilisha	kuhawiliʃa
nikijilaza	nikiʄilaza
mkombwe	mkoᵐɓwe
nachotumiwa	natʃotumiwa
mkure	mkuɾe
wanafundisha	wanafuⁿɗiʃa
muifanye	muifaɲe
jibari	ʄiɓaɾi
pitisha	pitiʃa
madanganyo	maɗaᵑgaɲo
kipofububu	kipofuɓuɓu
zimia	zimia
kumdhihaki	kumɗhihaki
jumatatu	Jumatatu
kukumia	kukumia
mkwiji	mkwiʄi
mratabu	mɾataɓu
mashungi	maʃuᵑgi
akaniokoa	akaniokoa
ninajitoshe	ninaʄitoʃe
yaliyojaa	jalijoʄaa
alikibadili	alikiɓaɗili
enziwa	eⁿziwa
vialio	vialio
buuwambe	ɓuuwaᵐɓe
akamiminwa	akamiminwa
vuata	vuata
paragrafu	paɾaɠɾafu
pinduo	piⁿɗuo
rishafu	ɾiʃafu
wapangaji	wapaᵑgaʄi
kilifi	kilifi
atatoka	atatoka
uitegee	uiteɠee
kunuswa	kunuswa
kusitokee	kusitokee
unapoheshim	unapoheʃim
utweshi	utweʃi
tukirejelea	tukiɾeʄelea
shamrashamra	ʃamɾaʃamɾa
tutasema	tutasema
msanifu	msanifu
wameamua	wameamua
ilitokea	ilitokea
mwendelezo	mweⁿɗelezo
darijika	ɗaɾiʄika
fatiisha	fatiiʃa
kuwapata	kuwapata
mliheshimika	mliheʃimika
viasi	viasi
ningeona	niᵑgeona
akusikilize	akusikilize
nitalitumai	nitalitumai
kapu	kapu
huendi	hueⁿɗi
vyake	vjake
anayejiteng	anajeʄiteᵑg
asiyechungia	asijetʃuᵑgia
kukawiakawia	kukawiakawia
anajikumbuka	anaʄikuᵐɓuka
vizio	vizio
kumponya	kumpoɲa
iwavyo	iwavjo
ufukara	ufukaɾa
nikiuhubiri	nikiuhuɓiɾi
wameandikwa	wameaⁿɗikwa
bungoma	Buᵑgoma
minaso	minaso
kayafa	Kajafa
hajaamua	haʄaamua
yerusalemu	Yeɾusalemu
yanayomkabil	janajomkaɓil
msituni	msituni
amini	amini
kalasi	kalasi
uliyofanywa	ulijofaɲwa
sheresi	ʃeɾesi
kurudishiwa	kuɾuɗiʃiwa
aliinama	aliinama
wanaviuza	wanaviuza
ujoli	uʄoli
ameponyoka	amepoɲoka
wamemhadaa	wamemhaɗaa
kuzaa	kuzaa
lipiza	lipiza
jongonene	ʄoᵑgonene
akawapungia	akawapuᵑgia
uvuli	uvuli
utambo	utaᵐɓo
kabondo	Kaɓoⁿɗo
ekulia	ekulia
karaha	kaɾaha
tunakotaka	tunakotaka
mapandikizi	mapaⁿɗikizi
ianze	iaⁿze
wakipenda	wakipeⁿɗa
uwakao	uwakao
ananipiga	ananipiɠa
ziza	ziza
mnguri	mᵑguɾi
hapatilizwi	hapatilizwi
ruhusu	ɾuhusu
maaribu	maaɾiɓu
kilimjaa	kilimʄaa
uraufu	uɾaufu
aliowatuma	aliowatuma
usimulizi	usimulizi
vitita	vitita
kirihifu	kiɾihifu
mweleka	mweleka
atapuliza	atapuliza
itakaa	itakaa
akiwafafanul	akiwafafanul
wamejaa	wameʄaa
chomelea	tʃomelea
iliyoipata	ilijoipata
malaya	malaja
mastafeli	mastafeli
anavyotenda	anavjoteⁿɗa
chotana	tʃotana
nilipopanga	nilipopaᵑga
tukahamie	tukahamie
kupakaa	kupakaa
nyonga	ɲoᵑga
kujivuma	kuʄivuma
walikutumai	walikutumai
imechafuka	imetʃafuka
mkafungue	mkafuᵑgue
didimiza	ɗiɗimiza
uapo	uapo
kipuli	kipuli
kedowa	Keɗowa
matabaka	mataɓaka
kinachoband	kinatʃoɓaⁿɗ
akamwandama	akamwaⁿɗama
kapa	kapa
kufyekea	kufjekea
mwitikio	mwitikio
chembe	tʃeᵐɓe
oka	oka
ungalikuwa	uᵑgalikuwa
tungi	tuᵑgi
kikuba	kikuɓa
chakulia	tʃakulia
ninavyopiga	ninavjopiɠa
makojozi	makoʄozi
asababishay	asaɓaɓiʃaj
wakamtakia	wakamtakia
brahamu	ɓɾahamu
wanaomwita	wanaomwita
msarifu	msaɾifu
walishikwa	waliʃikwa
mapangoni	mapaᵑgoni
chwewa	tʃwewa
nipunguziwe	nipuᵑguziwe
wahubiri	wahuɓiɾi
mihuni	mihuni
chapuza	tʃapuza
