服務	fʊk˨mou˨
記者會	kei˧tsɛ:˧˥wu:i˧˥
合情	hɐp˨tsʰɪŋ˨˩
幨	tsi:m˥,tsʰi:m˥
抰	jœ:ŋ˧˥
無端端	mou˨˩ty:n˥ty:n˥
徶	pʰi:t˧
立志	la:p˨tsi:˧
混合器	wɐn˨hɐp˨hei˧
合同	hɐp˨tʰʊŋ˨˩
各有千秋	kɔ:k˧jɐu˩˧tsʰi:n˥tsʰɐu˥
世代交替	sɐi˧tɔ:i˨ka:u˥tʰɐi˧
睞	lɔ:i˨
鋪	pʰou˥,pʰou˧
工作	kʊŋ˥tsɔ:k˧
㪅	sɪŋ˧,ka:ŋ˥
第度	tɐi˨tou˨
天蠍座	tʰi:n˥hi:t˧tsɔ:˨
使得	si:˧˥tɐk˥,sɐi˧˥tɐk˥
旴	hɵy˥
轉世	tsy:n˧˥sɐi˧
車笠	kɵy˥lɐp˥
唔聲	m̩˨˩sɛ:ŋ˥
切肉	tsʰi:t˧jʊk˨
墳地	fɐn˨˩tei˨
溼溼碎	sɐp˥sɐp˥sɵy˧
講少句	kɔ:ŋ˧˥si:u˧˥kɵy˧
詀	tsa:m˥,tsʰi:p˧,tsi:p˧
間接	ka:n˧tsi:p˧
物質享受	mɐt˨tsɐt˥hœ:ŋ˧˥sɐu˨
亂來	ly:n˨lɔ:i˨˩
退㷫	tʰɵy˧hɪŋ˧
錄音機	lʊk˨jɐm˥kei˥
魂飛魄散	wɐn˨˩fei˥pʰa:k˧sa:n˧
死咁	sei˧˥kɐm˧
必	pi:t˥
岨	tsɔ:˧˥,tsɵy˥,tsɵy˧˥
坐喺地下	tsʰɔ:˩˧hɐi˧˥tei˨ha:˧˥
鈕	nɐu˧˥,lɐu˧˥
電壺	ti:n˨wu:˧˥
甗	ji:n˩˧
遠處	jy:n˩˧tsʰy:˧
夠數	kɐu˧sou˧
平光	pʰɪŋ˨˩kwɔ:ŋ˥
撳釘	kɐm˨tɛ:ŋ˥
超級市場	tsʰi:u˥kʰɐp˥si:˩˧tsʰœ:ŋ˨˩
覈	hɐt˨
愊	pɪk˥
上網	sœ:ŋ˩˧mɔ:ŋ˩˧
䉺	hɔ:ŋ˧˥
收款單	sɐu˥fu:n˧˥ta:n˥
鏟	tsʰa:n˧˥
芳	fɔ:ŋ˥
動向	tʊŋ˨hœ:ŋ˧
身慶	sɐn˥hɪŋ˧
帝國主義分子	tɐi˧kwɔ:k˧tsy:˧˥ji:˨fɐn˨tsi:˧˥
粞	sɐi˥
樣品	jœ:ŋ˨pɐn˧˥
冷氣機	la:ŋ˩˧hei˧kei˥
打贏	ta:˧˥jɛ:ŋ˨˩
榮耀	wɪŋ˨˩ji:u˨
媲美	pʰei˧mei˩˧
唔明	m̩˨˩mɪŋ˨˩
菢鷄仔	pou˨kɐi˥tsɐi˧˥
天球儀	tʰi:n˥kʰɐu˨˩ji:˨˩
服用	fʊk˨jʊŋ˨
山高嶺削	sa:n˥kou˥lɪŋ˩˧sœ:k˧
發牙痕	fa:t˧ŋa:˨˩hɐn˨˩,fa:t˧a:˨˩hɐn˨˩
堭	wɔ:ŋ˨˩
拜袓先	pa:i˧tsou˧˥si:n˥
諁	tsy:t˧
齋啡	tsa:i˥fɛ:˥
軍事區	kwɐn˥si:˨kʰɵy˥
褱	wa:i˨˩
牛肉湯麪	ŋɐu˨˩jʊk˨tʰɔ:ŋ˥mi:n˨,ɐu˨˩jʊk˨tʰɔ:ŋ˥mi:n˨
䳦	kʰwa:n˧˥,hy:n˥
橋梁	kʰi:u˨˩lœ:ŋ˨˩
評論家	pʰɪŋ˨˩lɵn˨ka:˥
磋商	tsʰɔ:˥sœ:ŋ˥
側	tsɐk˥
情感	tsʰɪŋ˨˩kɐm˧˥
唱衰	tsʰœ:ŋ˧sɵy˥
夢境	mʊŋ˨kɪŋ˧˥
殽	ŋa:u˨˩,a:u˨˩
乜乜物物	mɐt˥mɐt˥mɐt˨mɐt˨
照辦煮碗	tsi:u˧pa:n˧˥tsi:u˧˥wu:n˧˥
駢	pʰi:n˨˩,pʰɪŋ˨˩
燎	li:u˨,li:u˨˩
囚車	tsʰɐu˨˩tsʰɛ:˥
叨擾	tou˥ji:u˧˥
打韆鞦	ta:˧˥tsʰi:n˥tsʰɐu˥
橫紋肌	wa:ŋ˨˩mɐn˨˩kei˥
欘	tsʊk˥
亂估	ly:n˨ku:˧˥
肫	tsɵn˥
橿	kœ:ŋ˥
窘態	kʰwɐn˧tʰa:i˧
戲法人人會變，各有巧妙不同	hei˧fa:t˧jɐn˨˩jɐn˨˩wu:i˨pi:n˧kɔ:k˧jɐu˩˧ha:u˧˥mi:u˨pɐt˥tʰʊŋ˨˩
趣聞	tsʰɵy˧mɐn˨˩
臊臭	sou˥tsʰɐu˧
威猛	wɐi˥ma:ŋ˩˧
詹	tsi:m˥
𠹻	tsɐm˨
火熱	fɔ:˧˥ji:t˨
垝	kwɐi˧˥
透明漆	tʰɐu˧mɪŋ˨˩tsʰɐt˥
順	sɵn˨
靠唔住	kʰa:u˧m̩˨˩tsy:˨
潔	ki:t˧
電路圖	ti:n˨lou˨tʰou˨˩
顯影	hi:n˧˥jɪŋ˧˥
茂尼	mɐu˨nei˧˥
浔	tsʰɐm˨˩
真心實意	tsɐn˥sɐm˥sɐt˨ji:˧
匜	ji:˨˩
亂喐	ly:n˨jʊk˥
事與願違	si:˨jy:˩˧jy:n˨wɐi˨˩
分析家	fɐn˥sɪk˥ka:˥
啭	tsy:n˧˥
硫	lɐu˨˩
減	ka:m˧˥
嘴藐藐	tsɵy˧˥mi:u˧˥mi:u˧˥
出盡八寶	tsʰɵt˥tsɵn˨pa:t˧pou˧˥
返轉頭再嚟	fa:n˥tsy:n˧tʰɐu˨˩tsɔ:i˧lei˨˩
胚芽米	pʰu:i˥ŋa:˨˩mɐi˩˧
餤	tʰa:m˨˩,ta:m˨
槄	tʰou˥
肉酸	jʊk˨sy:n˥
冇眼睇	mou˩˧a:n˩˧tʰɐi˧˥,mou˩˧ŋa:n˩˧tʰɐi˧˥
賚	lɔ:i˨
陰暗面	jɐm˥ɐm˧mi:n˨,jɐm˥ŋɐm˧mi:n˨
是是非非	si:˨si:˨fei˥fei˥
咸溼片	ha:m˨˩sɐp˥pʰi:n˧˥
陓	wu:˥,jy:˥
暴富	pou˨fu:˧
轉變	tsy:n˧˥pi:n˧
不息	pɐt˥sɪk˥
不遠千里而來	pɐt˥jy:n˩˧tsʰi:n˥lei˩˧ji:˨˩lɔ:i˨˩
五穀豐收	ŋ˩˧kʊk˥fʊŋ˥sɐu˥
新聞	sɐn˥mɐn˨˩
造就	tsʰou˧tsɐu˨
缲	sou˥,tʰi:u˥,tsʰi:u˥
云	wɐn˨˩
牧笛	mʊk˨tɛ:k˨
隱伏	jɐn˧˥fʊk˨
什麼時候	sɐm˨mɔ:˥si:˨˩hɐu˨
躚	si:n˥
㨂	tʊŋ˧˥,tsʰɛ:˥
四四正正	si:˧si:˧tsɛ:ŋ˧tsɛ:ŋ˧
姑婆	ku:˥pʰɔ:˨˩
荷蘭薯	hɔ:˨˩la:n˥sy:˨˩
壯丁	tsɔ:ŋ˧tɪŋ˥
釙	pʰɔ:k˧
走都走唔切	tsɐu˧˥tou˥tsɐu˧˥m̩˨˩tsʰi:t˧
辯護	pi:n˨wu:˨
女仔流流	nɵy˩˧tsɐi˧˥lɐu˨˩lɐu˨˩,lɵy˩˧tsɐi˧˥lɐu˨˩lɐu˨˩
冚蓋	kʰɐm˧˥kɔ:i˧
初試	tsʰɔ:˥si:˧
鏡	kɛ:ŋ˧
太太	tʰa:i˧tʰa:i˧˥
鴨嘴獸	a:p˧tsɵy˧˥sɐu˧,ŋa:p˧tsɵy˧˥sɐu˧
打敗	ta:˧˥pa:i˨
䔈	kʊŋ˧,wa:˥
叻女	lɛ:k˥lɵy˩˧,lɛ:k˥nɵy˩˧
自以為是	tsi:˨ji:˩˧wɐi˨˩si:˨
過埠新娘	kwɔ:˧fɐu˨sɐn˥nœ:ŋ˨˩,kwɔ:˧fɐu˨sɐn˥lœ:ŋ˨˩
孝順	ha:u˧sɵn˨
裡面	lɵy˩˧mi:n˨
血氣之勇	hy:t˧hei˧tsi:˥jʊŋ˩˧
讀者	tʊk˨tsɛ:˧˥
入樽	jɐp˨tsɵn˥
梳芙	sɔ:˥fu:˨˩
豉	si:˨
海味舖	hɔ:i˧˥mei˧˥pʰou˧˥
哼	ŋ˥,hŋ̩˨,hɐŋ˥
村舍	tsʰy:n˥sɛ:˧
狡猾	ka:u˧˥wa:t˨
鰝	hou˨
傳統	tsʰy:n˨˩tʰʊŋ˧˥
大好	ta:i˨hou˧˥
光天化日之下	kwɔ:ŋ˥tʰi:n˥fa:˧jɐt˨tsi:˥ha:˨
見招拆招	ki:n˧tsi:u˥tsʰa:k˧tsi:u˥
礧	lɵy˨,lɵy˩˧
第一人稱	tɐi˨jɐt˥jɐn˨˩tsʰɪŋ˥
花冧	fa:˥lɐm˥
褪軚	tʰɐn˧tʰa:i˩˧
同儕	tʰʊŋ˨˩tsʰa:i˨˩
標尿	pi:u˥ni:u˨,pi:u˥li:u˨
絕食	tsy:t˨sɪk˨
[目＋屈]	kwɐt˨
蹩腳	pi:t˨kœ:k˧
濲	kʊk˥
彈簧鎖	ta:n˨wɔ:ŋ˨˩sɔ:˧˥
兆頭	si:u˨tʰɐu˨˩
禮拜	lɐi˩˧pa:i˧
脊	tsɛ:k˧,tsɪk˧
火柴盒	fɔ:˧˥tsʰa:i˨˩hɐp˨
不可數	pɐt˥hɔ:˧˥sou˧˥
搭車	ta:p˧tsʰɛ:˥
人蔘	jɐn˨˩sɐm˥
惖	tʰɪk˥
之下	tsi:˥ha:˨
憂心忡忡	jɐu˥sɐm˥tsʰʊŋ˥tsʰʊŋ˥
梫	tsʰɐm˥,tsʰa:m˥
蓄	tsʰʊk˥
髫	tʰi:u˨˩
剖面	pʰɐu˧˥mi:n˨
灅	lɵy˩˧
補課	pou˧˥fɔ:˧
䣦	lɵy˨,la:i˨
雀	tsœ:k˧,tsœ:k˧˥
出賣	tsʰɵt˥ma:i˨
追根究底	tsɵy˥kɐn˥kɐu˧tɐi˧˥
瀼	jœ:ŋ˨˩
輕壓	hɪŋ˥ŋa:t˧,hɪŋ˥a:t˧
閉眼	pɐi˧ŋa:n˩˧,pɐi˧a:n˩˧
赆	tsɵn˧˥
大師級	ta:i˨si:˥kʰɐp˥
烏龍事	wu:˥lʊŋ˧˥si:˨
食量	sɪk˨lœ:ŋ˨
囉氣	lɔ:˥hei˧
感情	kɐm˧˥tsʰɪŋ˨˩
右後方	jɐu˨hɐu˨fɔ:ŋ˥
慳水慳力	ha:n˥sɵy˧˥ha:n˥lɪk˨
頒	pʰa:n˥,pa:n˥
公有	kʊŋ˥jɐu˩˧
白水	pa:k˨sɵy˧˥
差勁	tsʰa:˥kɪŋ˨
荼蘼	tʰou˨˩mei˨˩
瘦骨仙	sɐu˧kwɐt˥si:n˥
胡騎	wu:˨˩kʰei˧
前因	tsʰi:n˨˩jɐn˥
刻字	hɐk˥tsi:˨
矹	ŋɐt˨
嫁妝	ka:˧tsɔ:ŋ˥
疼	tʰɐŋ˨˩,tʰʊŋ˧
白紙黑字	pa:k˨tsi:˧˥hɐk˥tsi:˨
唔抵	m̩˨˩tɐi˧˥
先嗰輪	si:n˥kɔ:˧˥lɵn˨˩
年輕貌美	li:n˨˩hɪŋ˥ma:u˨mei˩˧,ni:n˨˩hɪŋ˥ma:u˨mei˩˧
另外	lɪŋ˨ɔ:i˨,lɪŋ˨ŋɔ:i˨
搋雀	tsʰa:i˥tsœ:k˧
搶匪	tsʰœ:ŋ˧˥fei˧˥
冇埞走	mou˩˧tɛ:ŋ˨tsɐu˧˥
卜唔到位	pʊk˥m̩˨˩tou˧˥wɐi˧˥
國家至上	kwɔ:k˧ka:˥tsi:˧sœ:ŋ˨
挑字眼	tʰi:u˥tsi:˨ŋa:n˩˧,tʰi:u˥tsi:˨a:n˩˧
蒸發	tsɪŋ˥fa:t˧
斗笠	tɐu˧˥lɐp˥
鹗	ŋɔ:k˨
拶	tsa:t˧
馬駒	ma:˩˧kʰɵy˥
傳動力	tsʰy:n˨˩tʊŋ˨lɪk˨
惡作劇	ɔ:k˧tsɔ:k˧kʰɛ:k˨
扑	pɔ:k˥
糜費公帑	mei˨˩fɐi˧kʊŋ˥tʰɔ:ŋ˧˥
哣	tɐu˨
榥	fɔ:ŋ˧˥
屈水	wɐt˥sɵy˧˥
痰盂	tʰa:m˨˩jy:˨˩
㞹	hɔ:˧˥
莙薘菜	kwɐn˥ta:t˨tsʰɔ:i˧
漎	sʊŋ˧˥,tsʰʊŋ˨˩
金獎	kɐm˥tsœ:ŋ˧˥
魚肉	jy:˨˩jʊk˨
偵問	tsɪŋ˥mɐn˨
返	fa:n˧˥,fa:n˥
巢咪𠵼	tsʰa:u˨˩mi:˥mɐŋ˥
重使問	tsʊŋ˨sɐi˧˥mɐn˨
電子書	ti:n˨tsi:˧˥sy:˥
卅歲人	sa:˥a:˨sɵy˧jɐn˨˩
戞	a:t˥
揸手	tsa:˥sɐu˧˥
獨一無二	tʊk˨jɐt˥mou˨˩ji:˨
驃信	pʰi:u˧sɵn˧
國力	kwɔ:k˧lɪk˨
上山	sœ:ŋ˩˧sa:n˥
鵁	ka:u˥
殘	tsʰa:n˥,tsʰa:n˨˩
深黃	sɐm˥wɔ:ŋ˨˩
堅決	ki:n˥kʰy:t˧
枯燥	fu:˥tsʰou˧
軀體	kʰɵy˥tʰɐi˧˥
桉	ɔ:n˧,ɔ:n˥
妄想	mɔ:ŋ˩˧sœ:ŋ˧˥
概要	kʰɔ:i˧ji:u˧
瘦骨如柴	sɐu˧kwɐt˥jy:˨˩tsʰa:i˨˩
孻仔	la:i˥tsɐi˧˥
艋	ma:ŋ˩˧
瀜	jʊŋ˨˩
背聽	pu:i˨tʰɪŋ˥
發瘋	fa:t˧fʊŋ˥
鏸	wɐi˨
投標	tʰɐu˧pi:u˥
花市	fa:˥si:˩˧
鴈	ŋa:n˨
異國情調	ji:˨kwɔ:k˧tsʰɪŋ˨˩ti:u˨
伳	si:t˧
𡃀	ŋɛ:˨˩,ɛ:˨˩
講俾…聽	kɔ:ŋ˧˥pei˧˥tʰɛ:ŋ˥
通紅	tʰʊŋ˥hʊŋ˨˩
八點鐘	pa:t˧ti:m˧˥tsʊŋ˥
沾	tsi:m˥
四十	sei˧sɐp˨
大病	ta:i˨pɛ:ŋ˨
豆瓣醬	tɐu˨fa:n˨tsœ:ŋ˧
離境	lei˨˩kɪŋ˧˥
抱佛腳	pʰou˩˧fɐt˨kœ:k˧
筦	ku:n˧˥
中庸之道	tsʊŋ˥jʊŋ˨˩tsi:˥tou˨
棟宇	tʊŋ˧jy:˩˧
境地	kɪŋ˧˥tei˨
受落	sɐu˨lɔ:k˨
攻擊線	kʊŋ˥kɪk˥si:n˧
籌辦	tsʰɐu˨˩pa:n˨
㞧	wu:i˨
毫無辦法	hou˨˩mou˨˩pa:n˨fa:t˧
眾數	tsʊŋ˧sou˧
羃	mɪk˨
立心	la:p˨sɐm˥
屠刀	tʰou˨˩tou˥
珰	tɔ:ŋ˥
投桃報李	tʰɐu˨˩tʰou˨˩pou˧lei˩˧
大吉	ta:i˨kɐt˥
嶚	li:u˨˩
特級	tɐk˨kʰɐp˥
東經	tʊŋ˥kɪŋ˥
揭出	kʰi:t˧tsʰɵt˥
耒	lɵy˨,lɔ:i˨
好化學	hou˧˥fa:˧hɔ:k˨
燒傷	si:u˥sœ:ŋ˥
喜歡	hei˧˥fu:n˥
溼星嘢	sɐp˥sɪŋ˥jɛ:˩˧
新郎	sɐn˥lɔ:ŋ˨˩
胎	tʰɔ:i˥
憤	fɐn˩˧
中文書	tsʊŋ˥mɐn˨˩sy:˥
士兵	si:˨pɪŋ˥
臣	sɐn˨˩
報道	pou˧tou˨
嗆	tsʰœ:ŋ˧,tsʰœ:ŋ˥
可惡	hɔ:˧˥wu:˧
鯢魚	ɐi˨˩jy:˨˩,ŋɐi˨˩jy:˨˩
名義工資	mɪŋ˨˩ji:˨kʊŋ˥tsi:˥
釐印	lei˨˩jɐn˧
匝道	tsa:p˧tou˨
杖	tsœ:ŋ˨
不義之財	pɐt˥ji:˨tsi:˥tsʰɔ:i˨˩
鯠	lɔ:i˨˩
鼬鼠	jɐu˨sy:˧˥
舊時	kɐu˨si:˨˩
長形	tsʰœ:ŋ˨˩jɪŋ˨˩
世貿大樓	sɐi˧mɐu˨ta:i˨lɐu˨˩
愚人	jy:˨˩jɐn˨˩
甄審	jɐn˥sɐm˧˥
亂龍	ly:n˧˥lʊŋ˨˩
麪皮	mi:n˨pʰei˨˩
郊遊	ka:u˥jɐu˨˩
隨風	tsʰɵy˨˩fʊŋ˥
生花柳	sa:ŋ˥fa:˥lɐu˩˧
親密	tsʰɐn˥mɐt˨
夭折	ji:u˧˥tsi:t˧
言辭	ji:n˨˩tsʰi:˨˩
結	ki:t˧,li:t˧
身居要職	sɐn˥kɵy˥ji:u˧tsɪk˥
街市仔	ka:i˥si:˩˧tsɐi˧˥
俾人玩死	pei˧˥jɐn˨˩wa:n˧˥sei˧˥
期中考	kʰei˨˩tsʊŋ˥ha:u˧˥
同素異形體	tʰʊŋ˨˩sou˧ji:˨jɪŋ˨˩tʰɐi˧˥
盞搞	tsa:n˧˥ka:u˧˥
獨來獨往	tʊk˨lɔ:i˨˩tʊk˨wɔ:ŋ˩˧
能耐	lɐŋ˨˩lɔ:i˨,nɐŋ˨˩nɔ:i˨
展望	tsi:n˧˥mɔ:ŋ˨
蠟筆	la:p˨pɐt˥
纏腳	tsʰi:n˨˩kœ:k˧
弍	ji:˨
龜卜	kwɐi˥pʊk˥
溜冰場	lɐu˨pɪŋ˥tsʰœ:ŋ˨˩
警長	kɪŋ˧˥tsœ:ŋ˧˥
水墨	sɵy˧˥mɐk˨
玉瓶	jʊk˨pʰɪŋ˨˩
左便	tsɔ:˧˥pi:n˨
懭	kʰɔ:ŋ˧,kʰwɔ:ŋ˧
充滿	tsʰʊŋ˥mu:n˩˧
瞭如指掌	li:u˨˩jy:˨˩tsi:˧˥tsœ:ŋ˧˥
唔使指擬	m̩˨˩sɐi˧˥tsi:˧˥ji:˩˧
紫色	tsi:˧˥sɪk˥
佮	tʰɐp˥
月薪	jy:t˨sɐn˥
俘獲	fu:˥wɔ:k˨
企埋一邊	kʰei˩˧ma:i˨˩jɐt˥pi:n˥
躝	la:n˨˩,la:n˥
㘠	tɐi˥,pa:i˧
光宗耀祖	kwɔ:ŋ˥tsʊŋ˥ji:u˨tsou˧˥
啲人	ti:˥jɐn˨˩
下午茶	ha:˨ŋ˩˧tsʰa:˨˩
橫生	wa:ŋ˨˩sɐŋ˥
理當如此	lei˩˧tɔ:ŋ˥jy:˨˩tsʰi:˧˥
玩	wu:n˨,wa:n˨˩
葦	wɐi˩˧
沙	sa:˧
通往	tʰʊŋ˥wɔ:ŋ˩˧
另眼相待	lɪŋ˨a:n˩˧sœ:ŋ˥tɔ:i˨,lɪŋ˨ŋa:n˩˧sœ:ŋ˥tɔ:i˨
之前	tsi:˥tsʰi:n˨˩
眾怒難犯	tsʊŋ˧lou˨la:n˨˩fa:n˨,tsʊŋ˧nou˨na:n˨˩fa:n˨
浩劫	hou˨ki:p˧
伊伊邑邑	ji:˥ji:˥jɐp˥jɐp˥
綑	kʰwɐn˧˥
證	tsɪŋ˧
行孝	hɐŋ˨˩ha:u˧
減退	ka:m˧˥tʰɵy˧
變遷	pi:n˧tsʰi:n˥
跟隨	kɐn˥tsʰɵy˨˩
鞳	ta:p˨
一無可取	jɐt˥mou˨˩hɔ:˧˥tsʰɵy˧˥
十之八九	sɐp˨tsi:˥pa:t˧kɐu˧˥
平等待遇	pʰɪŋ˨˩tɐŋ˧˥tɔ:i˨jy:˨
𤵚	tʰɔ:˨˩
坐定定	tsʰɔ:˩˧tɪŋ˨tɪŋ˨
㗎佬	ka:˨˩lou˧˥
潛意識	tsʰi:m˨˩ji:˧sɪk˥
外貨	ŋɔ:i˨fɔ:˧,ɔ:i˨fɔ:˧
個個禮拜	kɔ:˧kɔ:˧lɐi˩˧pa:i˧
甩身	lɐt˥sɐn˥
慅	tsʰou˧˥,sou˥
惱火	lou˩˧fɔ:˧˥,nou˩˧fɔ:˧˥
矖	lɐi˨
入去	jɐp˨hɵy˧
肥吞吞	fei˨˩tʰɐn˨˩tʰɐn˨˩
細蚊仔	sɐi˧mɐn˥tsɐi˧˥
譑	ki:u˧˥
丟那媽	ti:u˥la:˩˧ma:˥,ti:u˥na:˩˧ma:˥
搲料	wɛ:˧˥li:u˧˥
襟錯制	kɐm˨tsʰɔ:˧tsɐi˧
活字印刷	wu:t˨tsi:˨jɐn˧tsʰa:t˧
菲律賓語	fei˥lɵt˨pɐn˥jy:˩˧
六月份	lʊk˨jy:t˨fɐn˨
神不知鬼不覺	sɐn˨˩pɐt˥tsi:˥kwɐi˧˥pɐt˥kɔ:k˧
銎	kʰʊŋ˨˩
拳打腳踢	kʰy:n˨˩ta:˧˥kœ:k˧tʰɛ:k˧
恃才傲物	tsʰi:˩˧tsʰɔ:i˨˩ou˨mɐt˨,tsʰi:˩˧tsʰɔ:i˨˩ŋou˨mɐt˨
骿	pʰi:n˨˩,pʰɪŋ˨˩
顯影紙	hi:n˧˥jɪŋ˧˥tsi:˧˥
攻破	kʊŋ˥pʰɔ:˧
凌亂	lɪŋ˨˩ly:n˨
習	tsa:p˨
前園	tsʰi:n˨˩jy:n˨˩
沾濕	tsi:m˥sɐp˥
吟誦	jɐm˨˩tsʊŋ˨
眼尖	a:n˩˧tsi:m˥,ŋa:n˩˧tsi:m˥
孔融讓梨	hʊŋ˧˥jʊŋ˨˩jœ:ŋ˨lei˨˩
隨從	tsʰɵy˨˩tsʰʊŋ˨˩
玩大咗	wa:n˧˥ta:i˨tsɔ:˧˥
孢	pa:u˥
𫘤	ŋɔ:i˨˩
獉	tsɵn˥
心如止水	sɐm˥jy:˨˩tsi:˧˥sɵy˧˥
政教	tsɪŋ˧ka:u˧
恩重如山	jɐn˥tsʰʊŋ˩˧jy:˨˩sa:n˥
通俗性	tʰʊŋ˥tsʊk˨sɪŋ˧
豶	fɐn˨˩
奮勇	fɐn˩˧jʊŋ˩˧
合唱團	hɐp˨tsʰœ:ŋ˧tʰy:n˨˩
等閑視之	tɐŋ˧˥ha:n˨˩si:˨tsi:˥
皇家飯店	wɔ:ŋ˨˩ka:˥fa:n˨ti:m˧
芃	pʰʊŋ˨˩
平臺	pʰɪŋ˨˩tʰɔ:i˨˩
追憶	tsɵy˥jɪk˥
求情	kʰɐu˨˩tsʰɪŋ˨˩
口嚡脷素	hɐu˧˥ha:i˨˩lei˨sou˧
天頂	tʰi:n˥tɪŋ˧˥
飯枱	fa:n˨tʰɔ:i˧˥
賄賂	kʰu:i˧˥lou˨
故事	ku:˧si:˨
栗子	lɵt˨tsi:˧˥
脅	hi:p˧
巧合	ha:u˧˥hɐp˨
開採	hɔ:i˥tsʰɔ:i˧˥
瓜椗	kwa:˥tɪŋ˧
裘皮	kʰɐu˨˩pʰei˨˩
戙起隻腳	tʊŋ˨hei˧˥tsɛ:k˧kœ:k˧
海底	hɔ:i˧˥tɐi˧˥
總括	tsʊŋ˧˥kʰu:t˧
見識	ki:n˧sɪk˥
補綴	pou˧˥tsɵy˨
䌣	wa:i˧˥,tsy:t˨,tsy:n˧˥
胃痛	wɐi˨tʰʊŋ˧
戲碼	hei˧ma:˩˧
電磁感應	ti:n˨tsʰi:˨˩kɐm˧˥jɪŋ˧
濳	tsʰi:m˨˩
華裔	wa:˨˩jɵy˨
烏糟衫	wu:˥tsou˥sa:m˥
頃刻	kʰɪŋ˧˥hɐk˥
行政法	hɐŋ˨˩tsɪŋ˧fa:t˧
勩	ji:˨,jɐi˨
馴虎	sɵn˨˩fu:˧˥
蒜頭	sy:n˧tʰɐu˨˩
設定	tsʰi:t˧tɪŋ˨
上移	sœ:ŋ˨ji:˨˩
惢	sɔ:˧˥
癌細胞	ŋa:m˨˩sɐi˧pa:u˥,a:m˨˩sɐi˧pa:u˥
活蹦亂跳	wu:t˨pa:ŋ˨ly:n˨tʰi:u˧
四處奔走	sei˧tsʰy:˧pɐn˥tsɐu˧˥
姣妹	ha:u˨˩mu:i˥
唔得就返順德	tɐk˥tsɐu˨tɐk˥m̩˨˩tɐk˥tsɐu˨fa:n˥sɵn˨tɐk˥
慉	tsʰʊk˥,tsʊk˨
囹	lɪŋ˨˩
洲際	tsɐu˥tsɐi˧
文教	mɐn˨˩ka:u˧
颃	hɔ:ŋ˨˩
推翻	tʰɵy˥fa:n˥
蠶	tsʰa:m˧˥
神韻	sɐn˨˩wɐn˨
苺	mu:i˨˩
獨樹一格	tʊk˨sy:˨jɐt˥ka:k˧
榮華	wɪŋ˨˩wa:˨˩
燒豬	si:u˥tsy:˥
撈魚	lɐu˨˩jy:˨˩
失戀者	sɐt˥ly:n˧˥tsɛ:˧˥
誆	hɔ:ŋ˥
䈊	lɛ:ŋ˥,lɪŋ˨˩,li:u˨˩
公共電視	kʊŋ˥kʊŋ˨ti:n˨si:˨
嚴寒	ji:m˨˩hɔ:n˨˩
魄力	pʰa:k˧lɪk˨
審閱	sɐm˧˥jy:t˨
遊	jɐu˨˩
無名氏	mou˨˩mɪŋ˨˩si:˨
有氣無力	jɐu˩˧hei˧mou˨˩lɪk˨
人生在世	jɐn˨˩sɐŋ˥tsɔ:i˨sɐi˧
甘菊	kɐm˥kʊk˥
尋晚	tsʰɐm˨˩ma:n˩˧
悔悟	fu:i˧ŋ˨
嫁接	ka:˧tsi:p˧
衞兵	wɐi˨pɪŋ˥
閱卷	jy:t˨ky:n˧˥
精神	tsɪŋ˥sɐn˨˩
哀榮	ɔ:i˥wɪŋ˨˩,ŋɔ:i˥wɪŋ˨˩
香花	hœ:ŋ˥fa:˥
木人	mʊk˨jɐn˨˩
拗胡婆	a:u˥wu:˥pʰɔ:˧˥,ŋa:u˥wu:˥pʰɔ:˧˥
脫孝	tʰy:t˧ha:u˧
開刀	hɔ:i˥tou˥
純情	sɵn˨˩tsʰɪŋ˨˩
愚人節	jy:˨˩jɐn˨˩tsi:t˧
㖐	tɔ:˨,wa:i˧˥,hei˧
飔	si:˥
幪	mʊŋ˨˩
盲妹	ma:ŋ˨˩mu:i˥
餃子	ka:u˧˥tsi:˧˥
噏啲乜呀	ŋɐp˥ti:˥mɐt˥a:˧,ɐp˥ti:˥mɐt˥a:˧
甜食	tʰi:m˨˩sɪk˨
攙	tsʰa:m˨˩,tsʰa:m˥
年租	li:n˨˩tsou˥,ni:n˨˩tsou˥
梜	ka:p˧
投緣	tʰɐu˨˩jy:n˨˩
艇	tʰɛ:ŋ˩˧,tʰɪŋ˩˧
動物	tʊŋ˨mɐt˨
文稿	mɐn˨˩kou˧˥
裺	ji:m˧˥
分針	fɐn˥tsɐm˥
知心	tsi:˥sɐm˥
十月	sɐp˨jy:t˨
海域	hɔ:i˧˥wɪk˨
歷盡	lɪk˨tsɵn˨
起上嚟	hei˧˥sœ:ŋ˩˧lei˨˩
求之不得	kʰɐu˨˩tsi:˥pɐt˥tɐk˥
綁到實	pɔ:ŋ˧˥tou˧sɐt˨
[女＋贊]	tsa:n˧˥
各花入各眼	kɔ:k˧fa:˥jɐp˨kɔ:k˧a:n˩˧,kɔ:k˧fa:˥jɐp˨kɔ:k˧ŋa:n˩˧
玔	tsʰy:n˧
省府	sa:ŋ˧˥fu:˧˥
萬年青	ma:n˨li:n˨˩tsʰɪŋ˥,ma:n˨ni:n˨˩tsʰɪŋ˥
