recipe	ret͡sˈipe
kitsune	kitsˈune
representa	rˌepresˈenta
parlantes	parlˈantes
declino	deklˈino
crescente	krest͡sˈente
Duvert	duvˈert
productivitate	prˌoduktˌivitˈate
Luna	lˈuna
Alteremente	ˌalteremˈente
celebrava	t͡sˌelebrˈava
problema	problˈema
prece	prˈet͡se
Revolution	rˌevolutjˈon
sue	sˈue
symbolic	simbˈolik
cresce	krˈest͡se
german	ɡermˈan
Auro	ˈa͡ʊro
annos	ˈanos
designar	dˌesiɡnˈar
gamma	ɡˈama
facile	fˈat͡sile
gay	ɡˈaj
troian	tro͡ɪˈan
Ora	ˈora
monetari	mˌonetˈari
numerose	nˌumerˈose
reception	rˌet͡septjˈon
Newton	ŋˈewton
atomos	ˈatomos
carne	kˈarne
indica	ˈindika
brevemente	brˌevemˈente
executive	ˌeksekutˈive
regulas	rˈeɡulas
debeva	debˈeva
insulas	ˈinsulas
mythic	mˈitik
vicinos	vit͡sˈinos
Star	stˈar
insulina	ˌinsulˈina
Pedro	pˈedro
ministro	minˈistro
assalto	asˈalto
vocal	vokˈal
populationes	pˌopulatjˈones
tracta	trˈakta
germanic	ɡermˈanik
re	rˈe
parola	parˈola
soror	sorˈor
securitate	sˌekuritˈate
Bibliotheca	bˌibljotˈeka
dirige	dirˈiɡe
traduction	trˌaduktjˈon
homosexualitate	hˌomosˌekswalitˈate
patria	pˈatrja
traducer	trˌadut͡sˈer
objecto	obʒˈekto
titulo	tˈitulo
jocatores	ʒˌokatˈores
nubes	nˈubes
portion	portjˈon
technologia	tˌeknoloɡˈia
instrumentos	ˌinstrumˈentos
industrias	indˈustrjas
pedes	pˈedes
velocitates	vˌelot͡sitˈates
su	sˈu
facilita	fˌat͡silˈita
lithium	lˈitjum
includer	ˌinkludˈer
incorpora	ˌinkorpˈora
Sparta	spˈarta
modificar	mˌodifikˈar
matur	matˈur
mata	mˈata
explicite	eksplˈit͡site
comprar	komprˈar
governamento	ɡˌovernamˈento
visitar	vˌisitˈar
statuas	stˈatwas
citate	t͡sitˈate
pauc	pˈawk
quantic	kwˈantik
dominava	dˌominˈava
processo	prot͡sˈeso
disordine	disˈordine
Tom	tˈom
gruppo	ɡrˈupo
presentate	prˌesentˈate
web	wˈeb
medietate	mˌedjetˈate
communismo	kˌomunˈismo
Ben	bˈen
battalias	batˈaljas
