теорією	teɔrʲijejʊ
зазвичай	zɐzʋet͡ʃɑi̯
знадобитися	znɐdɔbɪtesʲɐ
родителька	rɔdɪtelʲkɐ
замовити	zɐmɔʋete
риба	rɪbɐ
формула	fɔrmʊɫɐ
станціях	stɑnʲt͡sʲijɐx
демократка	demɔkrɑtkɐ
позичати	pɔzet͡ʃɑte
викорінювати	ʋekorʲinʲʊʋɐte
ліцензія	lʲit͡sɛnʲzʲijɐ
кредитор	kredetɔr
зімбабве	zʲimbɑbʋe
додаткам	dɔdɑtkɐm
село	seɫɔ
заперечний	zɐperɛt͡ʃnei̯
знахідний	znɐxʲidnei̯
повертати	pɔʋertɑte
ель	ɛlʲ
міркувати	mʲirkʊʋɑte
рад	rɑd
заварювати	zɐʋɑrʲʊʋɐte
природознавства	prerɔdɔznɑu̯stʋɐ
скроня	skrɔnʲɐ
турчанка	tʊrt͡ʃɑnkɐ
слюсар	sʲlʲusɐr
іспанський	ispɑnʲsʲkei̯
хвилина	xʋeɫɪnɐ
сумка	sumkɐ
піскар	pʲiskɑr
дебют	debʲut
світанок	sʲʋʲitɑnɔk
інтерес	interɛs
бавовна	bɐwɔu̯nɐ
релігійний	relʲiɦʲii̯nei̯
чирва	t͡ʃɪrʋɐ
наркотик	nɐrkɔtek
площа	pɫɔʃt͡ʃɐ
файний	fɑi̯nei̯
дитя	detʲɑ
довіряти	dɔʋʲirʲɑte
завважити	zɐʋːɑʒete
вимирання	ʋemerɑnʲːɐ
документ	dɔkʊmɛnt
дикунський	dekunʲsʲkei̯
потягнути	pɔtʲɐɦnute
печивам	pɛt͡ʃeʋɐm
природний	prerɔdnei̯
мексиканка	meksekɑnkɐ
перетин	perɛten
австрійський	ɐu̯stʲrʲii̯sʲkei̯
направляти	nɐprɐu̯lʲɑte
доброволець	dɔbrɔwɔɫet͡sʲ
призупинити	prezʊpenɪte
квартира	kʋɐrtɪrɐ
пришви	prɪʃʋe
жінка	ʒʲinkɐ
гімно	ɦʲimnɔ
екран	ekrɑn
фільтр	fʲilʲtr
герцог	ɦɛrt͡sɔɦ
підлокітник	pʲidɫokʲitnek
зачиняти	zɐt͡ʃenʲɑte
сідниць	sʲidnɪt͡sʲ
лівія	lʲiʋʲijɐ
сарана	sɐrɐnɑ
вагінальний	ʋɐɦʲinɑlʲnei̯
трансформації	trɐnsfɔrmɑt͡sʲiji
сприйняття	sprei̯nʲɑtʲːɐ
порнографічний	pɔrnɔɦrɐfʲit͡ʃnei̯
руці	rʊt͡sʲi
художник	xʊdɔʒnek
революціонерка	rewɔlʲʊt͡sʲiɔnɛrkɐ
мужність	muʒnʲisʲtʲ
рятувати	rʲɐtʊʋɑte
розпізнавання	rɔzʲpʲiznɐʋɑnʲːɐ
гладкий	ɦɫɑdkei̯
словник	sɫɔu̯nɪk
інспектувати	inspektʊʋɑte
альтернатива	ɐlʲternɐtɪʋɐ
косметика	kɔsmɛtekɐ
консервативний	kɔnserʋɐtɪu̯nei̯
булава	bʊɫɐʋɑ
погіршити	poɦʲirʃete
стакан	stɐkɑn
пообіцяти	pɔɔbʲit͡sʲɑte
пивний	peu̯nɪi̯
психологічний	psexɔɫoɦʲit͡ʃnei̯
танцювати	tɐnʲt͡sʲʊʋɑte
суті	sutʲi
бурштиновий	bʊrʃtenɔʋei̯
дрібний	dʲrʲibnɪi̯
ром	rɔm
янукович	jɐnʊkɔʋet͡ʃ
метрів	mɛtʲrʲiu̯
плакати	pɫɐkɑte
дихати	dɪxɐte
вівсів	ʋʲiu̯sʲiu̯
передмістя	peredʲmʲisʲtʲɐ
вечеряти	ʋet͡ʃɛrʲɐte
звізда	zʲʋʲizdɑ
портретів	pɔrtrɛtʲiu̯
близнюки	bɫezʲnʲʊkɪ
довший	dɔu̯ʃei̯
коробка	kɔrɔbkɐ
співпраця	sʲpʲiu̯prɑt͡sʲɐ
етап	etɑp
ряд	rʲɑd
крикнути	krɪknʊte
безглуздий	bezɦɫuzdei̯
дискусійний	deskʊsʲii̯nei̯
книжок	kneʒɔk
міжособовий	mʲiʒɔsɔbɔʋei̯
повз	pɔu̯z
ввесь	ʋːɛsʲ
щедрість	ʃt͡ʃɛdʲrʲisʲtʲ
вчиняти	ʍt͡ʃenʲɑte
ягідка	jɑɦʲidkɐ
козаком	kɔzɐkɔm
співучасть	sʲpʲiwut͡ʃɐsʲtʲ
заручниця	zɐrut͡ʃnet͡sʲɐ
авіабілет	ɐʋʲiɐbʲiɫɛt
уявіть	ʊjɐʋʲitʲ
повторяти	pɔu̯tɔrʲɑte
лучник	ɫut͡ʃnek
загальнодержавний	zɐɦɐlʲnɔderʒɑu̯nei̯
ріка	rʲikɑ
помаранчевий	pɔmɐrɑnt͡ʃeʋei̯
автодидакт	ɐu̯tɔdedɑkt
епох	epɔx
буряк	bʊrʲɑk
надання	nɐdɑnʲːɐ
обмежувати	ɔbmɛʒʊʋɐte
напередодні	nɐperedɔdʲnʲi
абстиненція	ɐbstenɛnʲt͡sʲijɐ
липень	ɫɪpenʲ
олень	ɔɫenʲ
заявити	zɐjɐʋɪte
лексикографія	ɫeksekɔɦrɑfʲijɐ
прелюдія	prelʲudʲijɐ
аванпост	ɐʋɐnpɔst
законопроект	zɐkɔnɔprɔɛkt
касувати	kɐsʊʋɑte
свекор	sʋɛkɔr
нюх	nʲux
нерегулярний	nereɦʊlʲɑrnei̯
принаймні	prenɑi̯mnʲi
куртка	kurtkɐ
казан	kɐzɑn
розвідування	rɔzʲʋʲidʊʋɐnʲːɐ
різноманіття	rʲiznɔmɐnʲitʲːɐ
прислівниковий	presʲlʲiu̯nekɔʋei̯
невичерпний	neʋet͡ʃɛrpnei̯
автаркізм	ɐu̯tɐrkʲizm
сумніватися	sʊmnʲiʋɑtesʲɐ
пробудження	probud͡ʒenʲːɐ
й	j
недооцінити	nedɔɔt͡sʲinɪte
дому	dɔmʊ
фальсифікувати	fɐlʲsefʲikʊʋɑte
звичайно	zʋet͡ʃɑi̯nɔ
арифметика	ɐrefmɛtekɐ
шестикутний	ʃestekutnei̯
членський	t͡ʃɫɛnʲsʲkei̯
оці	ot͡sʲi
науково	nɐʊkɔwɔ
жолудь	ʒɔɫʊdʲ
маковий	mɑkɔʋei̯
думка	dumkɐ
обшукати	ɔbʃʊkɑte
бачити	bɑt͡ʃete
необхідність	neobxʲidʲnʲisʲtʲ
невидимість	neʋɪdemʲisʲtʲ
непокоїти	nepɔkɔjite
на	nɑ
поглинати	pɔɦɫenɑte
конвалія	kɔnʋɑlʲijɐ
кишенями	keʃɛnʲɐme
дев'яносто	deʋjɐnɔstɔ
закрити	zɐkrɪte
гіпотеза	ɦʲipɔtezɐ
руський	rusʲkei̯
фольклор	fɔlʲkɫɔr
авіагармата	ɐʋʲiɐɦɐrmɑtɐ
дрівця	dʲrʲiu̯t͡sʲɑ
бузок	bʊzɔk
ворота	wɔrɔtɐ
креслення	krɛsɫenʲːɐ
дециметр	det͡semɛtr
двигун	dʋeɦun
дріжджі	dʲrʲiʒd͡ʒʲi
харків	xɑrkʲiu̯
вітчизняний	ʋʲit͡ʃːezʲnʲɑnei̯
кравченко	krɑu̯t͡ʃenkɔ
запізнитися	zɐpʲiznɪtesʲɐ
яловичина	jɑɫɔʋet͡ʃenɐ
привозити	prewɔzete
водень	wɔdenʲ
випадків	ʋɪpɐdʲkʲiu̯
варіанту	ʋɐrʲiɑntʊ
когут	koɦut
щоденний	ʃt͡ʃɔdɛnːei̯
підвищення	pʲidʋɪʃt͡ʃenʲːɐ
подвоїти	pɔdwɔjite
прогалина	prɔɦɑɫenɐ
множина	mnɔʒenɑ
обґрунтований	ɔbɡrʊntɔʋɐnei̯
поет	pɔɛt
хижак	xeʒɑk
недооцінювати	nedɔot͡sʲinʲʊʋɐte
ігролад	iɦrɔɫɑd
звісно	zʲʋʲisnɔ
втрачати	ʍtrɐt͡ʃɑte
хрестовий	xrestɔʋei̯
анімалістичний	ɐnʲimɐlʲistɪt͡ʃnei̯
реванш	reʋɑnʃ
безготівковий	bezɦɔtʲiu̯kɔʋei̯
країна	krɐjinɐ
хворіти	xworʲite
колода	kɔɫɔdɐ
широкий	ʃerɔkei̯
ідеалізувати	ideɐlʲizʊʋɑte
південноамериканський	pʲiu̯denːɔɐmerekɑnʲsʲkei̯
читання	t͡ʃetɑnʲːɐ
страшенно	strɐʃɛnːɔ
радник	rɑdnek
повіку	pɔʋʲikʊ
горіх	ɦorʲix
можливий	mɔʒɫɪʋei̯
виконувати	ʋekɔnʊʋɐte
організацію	ɔrɦɐnʲizɑt͡sʲijʊ
книжка	knɪʒkɐ
поглинути	pɔɦɫenute
мальта	mɑlʲtɐ
великодушність	ʋeɫekoduʃnʲisʲtʲ
друже	druʒe
дефіцит	defʲit͡sɪt
садівник	sɐdʲiu̯nɪk
письменник	pesʲmɛnːek
тобою	tɔbɔjʊ
авіаескадрилья	ɐʋʲiɐeskɐdrɪlʲjɐ
елегантний	eɫeɦɑntnei̯
надіти	nɐdʲite
аграрний	ɐɦrɑrnei̯
забагти	zɐbɑɦte
видужувати	ʋeduʒʊʋɐte
лише	ɫeʃɛ
століттю	stolʲitʲːʊ
академія	ɐkɐdɛmʲijɐ
жук	ʒuk
довгоніг	dɔu̯ɦonʲiɦ
лебединий	ɫebedɪnei̯
наразі	nɐrɑzʲi
виклик	ʋɪkɫek
соловейко	sɔɫɔʋɛi̯kɔ
справи	sprɑʋe
каструля	kɐstrulʲɐ
битвою	bɪtwɔjʊ
мозок	mɔzɔk
спостереження	spɔsterɛʒenʲːɐ
метами	mɛtɐme
конкретизувати	kɔnkretezʊʋɑte
форма	fɔrmɐ
лабораторією	ɫɐbɔrɐtɔrʲijejʊ
корисний	kɔrɪsnei̯
сторінка	storʲinkɐ
співбесідник	sʲpʲiu̯bɛsʲidnek
сімферополь	sʲimferɔpɔlʲ
щасливий	ʃt͡ʃɐsɫɪʋei̯
акваріум	ɐkʋɑrʲiʊm
небезпека	nebezpɛkɐ
відмова	ʋʲidmɔʋɐ
олово	ɔɫɔwɔ
канава	kɐnɑʋɐ
феміністський	femʲinʲisʲkei̯
досі	dɔsʲi
книжки	knɪʒke
грамотний	ɦrɑmɔtnei̯
діра	dʲirɑ
перевантажувати	pereʋɐntɑʒʊʋɐte
максимальний	mɐksemɑlʲnei̯
сечогінний	set͡ʃoɦʲinːei̯
бонусів	bɔnʊsʲiu̯
оприлюднити	ɔprelʲudnete
тема	tɛmɐ
таця	tɑt͡sʲɐ
бадьорий	bɐdʲɔrei̯
догма	dɔɦmɐ
біолог	bʲiɔɫɔɦ
гідність	ɦʲidʲnʲisʲtʲ
персія	pɛrsʲijɐ
фірма	fʲirmɐ
натовп	nɑtɔu̯p
орфографічний	ɔrfɔɦrɐfʲit͡ʃnei̯
хронологічний	xrɔnɔɫoɦʲit͡ʃnei̯
важіль	ʋɑʒʲilʲ
виверження	ʋɪʋerʒenʲːɐ
мирний	mɪrnei̯
дратувати	drɐtʊʋɑte
миролюбний	merolʲubnei̯
береза	berɛzɐ
якнайшвидше	jɐknɐi̯ʃʋɪd͡ʒʃe
мертвий	mɛrtʋei̯
крок	krɔk
стандартизація	stɐndɐrtezɑt͡sʲijɐ
банківський	bɑnʲkʲiu̯sʲkei̯
норвезький	nɔrʋɛzʲkei̯
свояк	swɔjɑk
відокремити	ʋʲidɔkrɛmete
виховати	ʋɪxɔʋɐte
таїландка	tɐjiɫɑndkɐ
лекцію	ɫɛkt͡sʲijʊ
гривні	ɦrɪu̯nʲi
сотня	sɔtʲnʲɐ
удосконалювати	ʊdɔskɔnɑlʲʊʋɐte
переміщати	peremʲiʃt͡ʃɑte
космос	kɔsmɔs
ягода	jɑɦɔdɐ
празеодим	prɐzeɔdɪm
таємнице	tɐjemnɪt͡se
італійка	itɐlʲii̯kɐ
розпізнати	rɔzʲpʲiznɑte
тренінг	trɛnʲinɦ
буйний	bui̯nei̯
авантюристка	ɐʋɐnʲtʲʊrɪstkɐ
фотографіях	fɔtɔɦrɑfʲijɐx
рукавиця	rʊkɐʋɪt͡sʲɐ
компетентний	kɔmpetɛntnei̯
смарагд	smɐrɑɦd
доїхати	dɔjixɐte
приїзд	prejizd
зозуля	zozulʲɐ
абсорбція	ɐbsɔrbt͡sʲijɐ
завдати	zɐu̯dɑte
аварець	ɐʋɑret͡sʲ
беж	bɛʒ
алло	ɐɫːɔ
венеціанський	ʋenet͡sʲiɑnʲsʲkei̯
брусниця	brʊsnɪt͡sʲɐ
аврал	ɐu̯rɑɫ
емоцію	emɔt͡sʲijʊ
парашутизм	pɐrɐʃʊtɪzm
богословський	bɔɦɔsɫɔu̯sʲkei̯
албанський	ɐɫbɑnʲsʲkei̯
розробляти	rɔzrɔblʲɑte
майонез	mɐjɔnɛz
матеріальний	mɐterʲiɑlʲnei̯
повія	pɔʋʲijɐ
кодекс	kɔdeks
штучний	ʃtut͡ʃnei̯
скоротити	skɔrɔtɪte
сік	sʲik
вірус	ʋʲirʊs
перейменовувати	perei̯menɔwʊʋɐte
турнір	tʊrnʲir
поселити	pɔseɫɪte
готовність	ɦɔtɔu̯nʲisʲtʲ
пес	pɛs
відстань	ʋʲid͡zstɐnʲ
українським	ʊkrɐjinʲsʲkem
закони	zɐkɔne
механізм	mexɐnʲizm
страва	strɑʋɐ
п'ятеро	pjɑterɔ
урочистий	ʊrɔt͡ʃɪstei̯
позначитися	pɔznɐt͡ʃɪtesʲɐ
священство	sʲʋʲɐʃt͡ʃɛnstwɔ
книжкою	knɪʒkɔjʊ
руйнівний	rʊi̯nʲiu̯nɪi̯
нинішній	nɪnʲiʃnʲii̯
перевантажений	pereʋɐntɑʒenei̯
сервер	sɛrʋer
простий	prɔstɪi̯
заморозити	zɐmɔrɔzete
особа	ɔsɔbɐ
ряса	rʲɑsɐ
священик	sʲʋʲɐʃt͡ʃɛnek
виконання	ʋekɔnɑnʲːɐ
шкірам	ʃkʲirɐm
хімія	xʲimʲijɐ
шиї	ʃɪji
форель	fɔrɛlʲ
розгляд	rɔzɦlʲɐd
підкреслювати	pʲidkrɛsʲlʲʊʋɐte
референдумах	referɛndʊmɐx
таліям	tɑlʲijɐm
потягти	pɔtʲɐɦtɪ
норвегія	nɔrʋɛɦʲijɐ
зацікавлений	zɐt͡sʲikɑu̯ɫenei̯
наче	nɑt͡ʃe
чхнути	t͡ʃxnute
герцогиня	ɦert͡sɔɦɪnʲɐ
скільки	sʲkʲilʲke
заздрощі	zɑzdrɔʃt͡ʃʲi
абсолюція	ɐbsolʲut͡sʲijɐ
мармур	mɑrmʊr
нормалізувати	nɔrmɐlʲizʊʋɑte
сестриці	sestrɪt͡sʲi
церемоніальний	t͡seremɔnʲiɑlʲnei̯
комаха	kɔmɑxɐ
ананас	ɐnɐnɑs
битися	bɪtesʲɐ
математичний	mɐtemɐtɪt͡ʃnei̯
чемпіонський	t͡ʃempʲiɔnʲsʲkei̯
поліцію	polʲit͡sʲijʊ
пунктуально	pʊnktʊɑlʲnɔ
метелик	metɛɫek
привселюдний	preu̯selʲudnei̯
завада	zɐʋɑdɐ
христина	xrestɪnɐ
нагромаджувати	nɐɦrɔmɑd͡ʒʊʋɐte
звузити	zwuzete
гуска	ɦuskɐ
жало	ʒɐɫɔ
литвин	ɫetʋɪn
температура	temperɐturɐ
розслідування	rozsʲlʲidʊʋɐnʲːɐ
ласка	ɫɑskɐ
британський	bretɑnʲsʲkei̯
тікати	tʲikɐte
управлінський	ʊprɐu̯lʲinʲsʲkei̯
дзвіниця	d͡zʲʋʲinɪt͡sʲɐ
тиждень	tɪʒdenʲ
петиції	petɪt͡sʲiji
трагедію	trɐɦɛdʲijʊ
проінспектувати	prɔinspektʊʋɑte
багатий	bɐɦɑtei̯
ізраїль	izrɑjilʲ
винахідливість	ʋenɐxʲidɫeʋʲisʲtʲ
уособлювати	ʊɔsɔblʲʊʋɐte
діагностика	dʲiɐɦnɔstekɐ
німецький	nʲimɛt͡sʲkei̯
надати	nɐdɑte
точка	tɔt͡ʃkɐ
ступінь	stupʲinʲ
рейтузи	rei̯tuze
рука	rʊkɑ
художній	xʊdɔʒnʲii̯
національний	nɐt͡sʲiɔnɑlʲnei̯
дрімати	dʲrʲimɑte
тріщина	tʲrʲiʃt͡ʃenɐ
база	bɑzɐ
співпереживання	sʲpʲiu̯pereʒeʋɑnʲːɐ
те	tɛ
поза	pɔzɐ
переорієнтовувати	pereɔrʲijentɔwʊʋɐte
гай	ɦɑi̯
простір	prɔsʲtʲir
саундтрек	sɐʊndtrɛk
асимптота	ɐsemptɔtɐ
вестися	ʋestɪsʲɐ
горло	ɦɔrɫɔ
іншими	inʃeme
критеріями	kretɛrʲijɐme
авіакомпанія	ɐʋʲiɐkɔmpɑnʲijɐ
шахівниця	ʃɐxʲiu̯nɪt͡sʲɐ
адвокат	ɐdwɔkɑt
вже	wʒɛ
послаблювати	pɔsɫɑblʲʊʋɐte
вісім	ʋʲisʲim
сани	sɑne
мусульманство	mʊsʊlʲmɑnstwɔ
потужний	potuʒnei̯
експедиціях	ekspedɪt͡sʲijɐx
бавовняний	bɐwɔu̯nʲɑnei̯
перезаписувати	perezɐpɪsʊʋɐte
люд	lʲud
страшило	strɐʃɪɫɔ
байт	bɑi̯t
напрям	nɑprʲɐm
новини	nɔʋɪne
журити	ʒʊrɪte
випадок	ʋɪpɐdɔk
кінчик	kʲint͡ʃek
блакитний	bɫɐkɪtnei̯
мою	mɔju
застуді	zɐstudʲi
альянс	ɐlʲjɑns
душевний	dʊʃɛu̯nei̯
ацтек	ɐt͡stɛk
діяти	dʲijɐte
сосна	sɔsnɐ
ідентифікаційний	identefʲikɐt͡sʲii̯nei̯
ріпу	rʲipʊ
приземлення	prezɛmɫenʲːɐ
артерій	ɐrtɛrʲii̯
атака	ɐtɑkɐ
візантій	ʋʲizɑnʲtʲii̯
бик	bɪk
панство	pɑnstwɔ
г	ɦ
македонський	mɐkedɔnʲsʲkei̯
чемний	t͡ʃɛmnei̯
гібридна	ɦʲibrɪdnɐ
олімпіада	ɔlʲimpʲiɑdɐ
навколишнє	nɐu̯kɔɫeʃnʲe
ткаля	tkɑlʲɐ
лелека	ɫeɫɛkɐ
тацям	tɑt͡sʲɐm
листопад	ɫestɔpɑd
сімнадцятий	sʲimnɑd͡zʲt͡sʲɐtei̯
ґендер	ɡɛnder
женева	ʒenɛʋɐ
літак	lʲitɑk
кури	kure
середньовічний	seredʲnʲɔʋʲit͡ʃnei̯
парадигматичний	pɐrɐdeɦmɐtɪt͡ʃnei̯
актуальний	ɐktʊɑlʲnei̯
супутниковий	sʊputnekɔʋei̯
самоконтроль	sɐmɔkɔntrɔlʲ
гіперактивність	ɦʲiperɐktɪu̯nʲisʲtʲ
розвага	rɔzʋɑɦɐ
паралель	pɐrɐɫɛlʲ
узаконювати	ʊzɐkɔnʲʊʋɐte
пляж	plʲɑʒ
конкурентний	kɔnkʊrɛntnei̯
брак	brɑk
станція	stɑnʲt͡sʲijɐ
лікарство	lʲikɑrstwɔ
коригувати	kɔreɦʊʋɑte
сирота	serɔtɑ
хобі	xɔbʲi
з	z
щоранку	ʃt͡ʃɔrɑnkʊ
холодильник	xɔɫɔdɪlʲnek
катастрофічний	kɐtɐstrofʲit͡ʃnei̯
виглядати	ʋeɦlʲɐdɑte
сполучення	spoɫut͡ʃenʲːɐ
забруднити	zɐbrʊdnɪte
очікувати	ot͡ʃʲikʊʋɐte
розв'язувати	rɔzʋjɑzʊʋɐte
спідниця	sʲpʲidnɪt͡sʲɐ
йорданія	jɔrdɑnʲijɐ
безпека	bezpɛkɐ
біометрія	bʲiɔmɛtʲrʲijɐ
атлантичний	ɐtɫɐntɪt͡ʃnei̯
муж	muʒ
організмів	ɔrɦɐnʲizʲmʲiu̯
довірити	dɔʋʲirete
комунікація	kɔmʊnʲikɑt͡sʲijɐ
космологічний	kɔsmɔɫoɦʲit͡ʃnei̯
безболісність	bezbɔlʲisʲnʲisʲtʲ
мереживо	merɛʒewɔ
відповісти	ʋʲidpɔʋʲistɪ
працівницями	prɐt͡sʲiu̯nɪt͡sʲɐme
невіста	neʋʲistɐ
нещасливий	neʃt͡ʃɐsɫɪʋei̯
внук	wnuk
пішохода	pʲiʃɔxɔdɐ
несвідомо	nesʲʋʲidɔmɔ
маастрихт	mɐɑstrɪxt
думати	dumɐte
визнати	ʋɪznɐte
прекрасний	prekrɑsnei̯
ситуацій	setʊɑt͡sʲii̯
маніпуляція	mɐnʲipʊlʲɑt͡sʲijɐ
стаття	stɐtʲːɑ
місіонер	mʲisʲiɔnɛr
дрізд	dʲrʲizd
бондар	bɔndɐr
кість	kʲisʲtʲ
еякуляція	ejɐkʊlʲɑt͡sʲijɐ
вісла	ʋʲisɫɐ
хліб	xlʲib
оптимістичний	ɔptemʲistɪt͡ʃnei̯
цегляний	t͡seɦlʲɐnɪi̯
ясний	jɑsnei̯
практично	prɐktɪt͡ʃnɔ
пересічний	peresʲit͡ʃnɪi̯
слівця	sʲlʲiu̯t͡sʲɑ
фальшивий	fɐlʲʃɪʋei̯
трапитися	trɑpetesʲɐ
брамо	brɑmɔ
титар	tɪtɐr
лакрос	ɫɐkrɔs
упорядковувати	ʊpɔrʲɐdkɔwʊʋɐte
утратах	ʊtrɑtɐx
громило	ɦrɔmɪɫɔ
космологія	kɔsmɔɫɔɦʲijɐ
ключ	klʲut͡ʃ
підтримка	pʲidtrɪmkɐ
костьол	kɔsʲtʲɔɫ
повномасштабний	pɔu̯nɔmɐʃːtɑbnei̯
максимум	mɑksemʊm
телеведуча	teɫeʋedut͡ʃɐ
чомусь	t͡ʃɔmʊsʲ
ензим	enzɪm
інерційний	inert͡sʲii̯nei̯
потрібний	potʲrʲibnei̯
ґандж	ɡɑnd͡ʒ
гальмо	ɦɐlʲmɔ
мінімізувати	mʲinʲimʲizʊʋɑte
вантажити	ʋɐntɑʒete
ховати	xɔʋɑte
замощувати	zɐmɔʃt͡ʃʊʋɐte
совість	sɔʋʲisʲtʲ
століття	stolʲitʲːɐ
реля	rɛlʲɐ
вад	ʋɑd
господине	ɦɔspɔdɪne
дубові	dʊbɔʋʲi
самоціль	sɐmot͡sʲilʲ
щит	ʃt͡ʃɪt
блокада	bɫɔkɑdɐ
дерзкий	derzkɪi̯
олена	ɔɫɛnɐ
вищезгаданий	ʋeʃt͡ʃezɦɑdɐnei̯
пароплав	pɐrɔpɫɑu̯
формулювати	fɔrmʊlʲʊʋɑte
сусідка	sʊsʲidkɐ
кравчук	krɐu̯t͡ʃuk
впевненість	ʍpɛu̯nenʲisʲtʲ
матрьошка	mɐtʲrʲɔʃkɐ
масажувати	mɐsɐʒʊʋɑte
війна	ʋʲii̯nɑ
писар	pɪsɐr
татусь	tɐtusʲ
модифікувати	mɔdefʲikʊʋɑte
муніципальний	mʊnʲit͡sepɑlʲnei̯
міцний	mʲit͡snɪi̯
арктангенс	ɐrktɑnɦens
академічний	ɐkɐdemʲit͡ʃnei̯
брехати	brexɑte
туреччина	tʊrɛt͡ʃːenɐ
тунелями	tʊnɛlʲɐme
діафрагму	dʲiɐfrɑɦmʊ
тварина	tʋɐrɪnɐ
кліматологія	klʲimɐtɔɫɔɦʲijɐ
референдумам	referɛndʊmɐm
зв'язки	zʋjɑzke
нещодавно	neʃt͡ʃɔdɑu̯nɔ
перешкодити	pereʃkɔdete
розташований	rɔztɐʃɔʋɐnei̯
трудність	trudʲnʲisʲtʲ
річний	rʲit͡ʃnɪi̯
від	ʋʲid
в'їзд	ʋjizd
руанда	rʊɑndɐ
метеорит	meteɔrɪt
мерти	mɛrte
груша	ɦruʃɐ
ланцет	ɫɐnt͡sɛt
тривалість	treʋɑlʲisʲtʲ
скласти	skɫɑste
батярки	bɐtʲɐrkɪ
вистачати	ʋestɐt͡ʃɑte
наручний	nɐrut͡ʃnei̯
держава	derʒɑʋɐ
кислотний	kesɫɔtnei̯
найманка	nɑi̯mɐnkɐ
критерій	kretɛrʲii̯
динаміка	denɑmʲikɐ
штани	ʃtɐnɪ
убивство	ʊbɪu̯stwɔ
напружити	nɐpruʒete
відзвітувати	zʲʋʲitʊʋɑte
запобігти	zɐpobʲiɦte
письменність	pesʲmɛnʲːisʲtʲ
примусити	premusete
схематизувати	sxemɐtezʊʋɑte
юність	junʲisʲtʲ
постати	pɔstɑte
хлорувати	xɫɔrʊʋɑte
референдум	referɛndʊm
