secretive	sˈiːkɹətˌɪv
kw	kˌeɪdˈʌbəljˌuː
underpaying	ˌʌndəpˈeɪɪŋ
beset	bɪsˈɛt
breakaways	bɹˈeɪkəwˌeɪz
shelley	ʃˈɛli
dipstick	dˈɪpstɪk
enacted	ɛnˈæktɪd
mara	mˈɑːɹɐ
barer	bˈeəɹɐ
deducted	dɪdˈʌktɪd
contras	kˈɒntɹəz
circumstances	sˈɜːkəmstˌɑːnsɪz,sˈɜːkəmstˌænsɪz
nerdy	nˈɜːdi
beavering	bˈiːvəɹɪŋ
congressmen	kˈɒŋɡɹɪsmˌɛn
immunoglobulins	ɪmjˈuːnəɡlˌɒbjʊlˌɪnz
interoperability	ˌɪntəɹˌɒpəɹəbˈɪlɪti
lunula	lˈʌnjʊlɐ
bricking	bɹˈɪkɪŋ
throwers	θɹˈəʊəz
stateless	stˈeɪtləs
guiltiest	ɡˈɪltɪəst
gazing	gˈeɪzɪŋ,ɡˈeɪzɪŋ
ballast	bˈæləst
melodramas	mˌɛlədɹˈɑːməz
doubling	dˈʌblɪŋ
boned	bˈəʊnd
sirree	sˈɜːɹiː
tribes	tɹˈaɪbz
trickier	tɹˈɪkiɐ
horn	hˈɔːn
bort	bˈɔːt
ironed	ˈaɪənd
eloquent	ˈɛləkwənt
amiability	ˌeɪmiəbˈɪlɪti
sashaying	sˈæʃeɪɪŋ
serialised	sˈiəɹɪəlˌaɪzd
supervenes	sˈuːpəvˌiːnz
denbigh	dˈɛnbi
staging	stˈeɪdʒɪŋ
marguerites	mˌɑːɡəɹˈiːts
apse	ˈæps
smashed	smˈæʃt
bellbottom	bˈɛlbɒtəm
trivialisation	tɹˌɪvɪəlaɪzˈeɪʃən
dioxide	daɪˈɒksaɪd,daɪˈɒksˌaɪd
layering	lˈeɪəɹɪŋ
cerium	sˈiəɹɪəm
wheatear	wˈiːtiə
harbor	hˈɑːbə,hˈɑːbɐ
paned	pˈeɪnd
cancan	kˈænkæn
churchmen	tʃˈɜːtʃmɛn
strict	stɹˈɪkt
tambourines	tˈæmbəɹˌiːnz
fundament	fˈʌndəmənt
ravage	ɹˈævɪdʒ
tracts	tɹˈækts
bicuspids	baɪkˈʌspɪdz
setup	sˈɛtˌɐp,sˈɛtʌp
obtusely	ɒbtjˈuːsli
gymnasia	dʒɪmnˈeɪziə
monasticism	mənˈɑːstɪsˌɪzəm
ridden	ɹˈɪdən
unpacked	ʌnpˈækt
anchorman	ˈænkəmən
understatements	ˌʌndəstˈeɪtmənts
billet	bˈɪlɪt
shortage	ʃˈɔːtɪdʒ
sarcastic	sɑːkˈæstˈɪk,sɑːkˈɑːstɪk
gauging	ɡˈeɪdʒɪŋ
clementine	klˈɛmɪntˌaɪn
woomera	wˈuːməɹɐ
pylon	pˈaɪlən,pˈaɪlɒn
denotes	dɪnˈəʊts
declaiming	dɪklˈeɪmɪŋ
acknowledgments	ɐknˈɒlɪdʒmənts
nazi	nˈɑːtsi
glimpsing	ɡlˈɪmpsɪŋ
sidetracks	sˈaɪdtɹæks
grouped	ɡɹˈuːpt
sat	sˈæt
muskrat	mˈʌskɹæt
salamanders	sˈælɐmˌɑːndəz
podcast	pˈɒdkɑːst,pˈɒdkˌɑːst
gradient	gɹˈeɪdɪənt,ɡɹˈeɪdiənt
chivalric	tʃɪvˈælɹɪk
fossas	fˈɒsəz
faeroes	fˈɛəɹəʊz
uneasily	ʌnˈiːzɪli
militiaman	mˈɪlɪʃˌiəmən
stylisation	stˌaɪlaɪzˈeɪʃən
footy	fˈʊti
faddy	fˈædi
dusty	dˈʌsti,dˈɐsti
genera	dʒˈɛnəɹɐ
rejection	ɹɪdʒˈɛkʃən
cappuccino	kˌæpʊtʃˈiːnəʊ,kˌæpuːtʃˈiːnəʊ
ungracious	ʌnɡɹˈeɪʃəs
hypocrites	hˈɪpəkɹˌɪts
muddy	mˈɐdi,mˈʌdi
redirected	ɹˌiːdaɪɹˈɛktɪd
waders	wˈeɪdəz
looped	lˈuːpt
pastime	pˈɑːstaɪm
patched	pˈætʃt
toughs	tˈʌfz
crasher	kɹˈæʃɐ
clamour	klˈæmɐ
gawd	ɡˈɔːd
vernier	vˈɜːnɪɐ
godfather	ɡˈɒdfɑːðɐ
routs	ɹˈaʊts
glaucous	ɡlˈɔːkəs
teemed	tˈiːmd
manikins	mˈænɪkˌɪnz
limbering	lˈɪmbəɹɪŋ
lassie	lˈæsi
distillers	dɪstˈɪləz
griddle	ɡɹˈɪdəl
charcuterie	tʃˈɑːkjuːtəɹi
grievous	ɡɹˈiːvəs
clamps	klˈæmps
sustains	səstˈeɪnz
nullified	nˈʌlɪfˌaɪd
dialects	dˈaɪəlɛkts
soapstone	sˈəʊpstəʊn
interning	ɪntˈɜːnɪŋ
anticipates	æntˈɪsɪpˌeɪts
combatants	kˈɒmbætənts
mirroring	mˈɪɹəɹɪŋ
nepotistic	nˌɛpətˈɪstɪk
backtracks	bˈæktɹæks
sensationalise	sɛnsˈeɪʃənəlˌaɪz
dib	dˈɪb
gangsterdom	ɡˈæŋstədəm
embellishing	ɛmbˈɛlɪʃɪŋ
refrozen	ɹɪfɹˈəʊzən
locomotion	lˌəʊkəmˈəʊʃən
steatite	stˈiːtaɪt
implacable	ɪmplˈækəbəl
rollbacks	ɹˈəʊlbæks
salmon	sˈæmən
smugly	smˈʌɡli
piston	pˈɪstən
ism	ˈɪzəm
newsletters	njˈuːzlɛtəz,njˈuːzlˌɛtəz
concert	kənsˈɜːt,kˈɒnsət
pixels	pˈɪksəlz
prudes	pɹˈuːdz
console	kənsˈəʊl,kˈɒnsəʊl
insinuated	ɪnsˈɪnjuːˌeɪtɪd
tutted	tˈʌtɪd
stampedes	stæmpˈiːdz
slug	slˈʌɡ,slˈɐg
indefinable	ɪndɪfˈaɪnəbəl
foamed	fˈəʊmd
harlot	hˈɑːlɒt
reoccupy	ɹɪˈɒkjʊpˌaɪ
ample	ˈæmpəl
writ	ɹˈɪt
afflictions	ɐflˈɪkʃənz
freehand	fɹˈiːhænd
politicians	pˌɒlɪtˈɪʃənz
flagellants	flˈædʒɛlənts
unchanged	ɐntʃˈeɪndʒd,ʌntʃˈeɪndʒd
phages	fˈeɪdʒɪz
bunting	bˈʌntɪŋ
crushing	kɹˈʌʃɪŋ
repairer	ɹɪpˈeəɹɐ
finale	fɪnˈɑːli
perforations	pˌɜːfəɹˈeɪʃənz
impaling	ɪmpˈeɪlɪŋ
divest	daɪvˈɛst
disproving	dɪspɹˈuːvɪŋ
resumes	ɹˈɛzəmˌeɪz,ɹɪzjˈuːmz
grumpiest	ɡɹˈʌmpɪəst
potatoes	pətˈeɪtəʊz
heraldic	həɹˈældɪk
accumulating	ɐkjˈuːmjʊlˌeɪtɪŋ
southernmost	sˈʌðənmˌəʊst
serf	sˈɜːf
pizza	pˈiːtsə,pˈiːtsɐ
ingredient	ɪngɹˈiːdɪənt,ɪnɡɹˈiːdiənt
brainteasers	bɹˈeɪntiːzəz
illegality	ɪliːɡˈælɪti
interpose	ˌɪntəpˈəʊz
gesticulations	dʒˌɛstɪkjʊlˈeɪʃənz
potts	pˈɒts
fellows	fˈɛləʊz
encamped	ɛnkˈæmpt
dumbfounded	dˈʌmfaʊndɪd
stomachs	stˈʌməkz
munched	mˈʌntʃt
lysis	lˈaɪsiz
bulging	bˈʌldʒɪŋ
intermit	ˌɪntəmˈɪt
chartering	tʃˈɑːtəɹɪŋ
retracing	ɹɪtɹˈeɪsɪŋ
dally	dˈæli
drilled	dɹˈɪld
ingredients	ɪngɹˈiːdɪənts,ɪnɡɹˈiːdiənts
foregrounded	fˈɔːɡɹaʊndɪd
forgoes	fˈɔːɡəʊz
claros	klˈæɹəʊz
hears	hˈɪəz,hˈiəz
undertake	ˌʌndətˈeɪk,ˈɐndətˌeɪk
hindquarters	hˈaɪndkwɔːtəz
creamier	kɹˈiːmɪɐ
metamorphic	mˌɛtəmˈɔːfɪk
of	əv,ˈɒv
midlands	mˈɪdləndz
preheated	pɹɪhˈiːtɪd
bootleggers	bˈuːtlɛɡəz
intuited	ɪntjˈuːɪtɪd
rive	ɹˈaɪv
floribunda	flˈɒɹɪbˌʌndɐ
whirls	wˈɜːlz
snuffled	snˈʌfəld
wising	wˈaɪzɪŋ
revoltingly	ɹɪvˈəʊltɪŋli
hips	hˈɪps
amalgamated	ɐmˈælɡɐmˌeɪtɪd
shirting	ʃˈɜːtɪŋ
pressman	pɹˈɛsmən
rot	ɹˈɒt
pesetas	pˈɛsɛtəz
kindnesses	kˈaɪndnəsɪz
intonation	ˌɪntənˈeɪʃən
firestorms	fˈaɪəstɔːmz
geometric	dʒˌiːəʊmˈɛtɹɪk
hibernate	hˈaɪbənˌeɪt
marabou	mˈæɹɐbˌuː
culver	kˈʌlvɐ
biker	bˈaɪkɐ
alarmism	ɐlˈɑːmɪzəm
carina	kæɹˈiːnɐ
declass	dɪklˈɑːs
wandsworth	wˈɒnzwəθ
novas	nˈəʊvəz
reeking	ɹˈiːkɪŋ
tilt	tˈɪlt
pulleys	pˈʊlɪz
robberies	ɹˈɒbəɹiz
nightdress	nˈaɪtdɹɛs
afterschool	ˈɑːftəskˌuːl
myths	mˈɪθs
tolerances	tˈɒləɹənsɪz
incipient	ɪnsˈɪpiənt
oedipal	ˈiːdɪpəl
screes	skɹˈiːz
spoon	spˈuːn
titre	tˈɪtɐ
ormolu	ˈɔːməlˌuː
shopped	ʃˈɒpt
vaccinate	vˈæksɪnˌeɪt
redresses	ɹiːdɹˈɛsɪz
racial	ɹˈeɪʃəl
bongs	bˈɒŋz
capillaries	kˈæpɪləɹiz
scrooge	skɹˈuːdʒ
pieing	pˈaɪɪŋ
fusillade	fjˈuːsɪlˌeɪd
warning	wˈɔːnɪŋ
erosion	ɪɹˈəʊʒən
overshadows	ˌəʊvəʃˈædəʊz
equivalent	ɪkwˈɪvələnt
aslant	ɐslˈɑːnt
natty	nˈæti
consol	kənsˈɒl
literalism	lˈɪtəɹəlˌɪzəm
contributions	kˌɒntɹɪbjˈuːʃənz
leafiest	lˈiːfiəst
prehensile	pɹɪhˈɛnsaɪl
huddling	hˈʌdlɪŋ
happens	hˈæpənz
delta	dˈɛltə,dˈɛltɐ
jury	dʒˈɔːɹi,dʒˈʊəɹi
rejuvenator	ɹɪdʒˈuːvənˌeɪtɐ
passionflower	pˈæʃənflˌaʊɐ
brokenness	bɹˈəʊkənnəs
incised	ɪnsˈaɪzd
spindly	spˈɪndli
retinue	ɹˈɛtɪnjˌuː
portmanteaus	pˈɔːtmɑːntˌəʊz
snappier	snˈæpɪɐ
lime	lˈaɪm
stowing	stˈəʊɪŋ
hibernation	hˌaɪbənˈeɪʃən
inveigling	ɪnvˈeɪɡlɪŋ
perpetual	pəpˈɛtʃuːəl
mirrored	mˈɪɹəd
haringey	hˈæɹɪŋgˌeɪ
subs	sˈʌbz
restless	ɹˈɛstləs
preliminaries	pɹɪlˈɪmɪnəɹiz
eyesight	ˈaɪsaɪt
clunked	klˈʌŋkt
iceman	ˈaɪsmən
bash	bˈæʃ
voices	vˈɔɪsɪz
milia	mˈɪliɐ
absence	ˈæbsəns
cubistic	kjuːbˈɪstɪk
south-west	sˌaʊθwˈɛst
dethrone	diːθɹˈəʊn
hoarded	hˈɔːdɪd
acrostics	ækɹˈɒstɪks
noontime	nˈuːntaɪm
fouler	fˈaʊlɐ
attar	ɐtˈɑː
predator	pɹˈɛdətɐ,pɹˈɛdətə
pressor	pɹˈɛsɐ
breastbone	bɹˈɛstbəʊn
suspense	səspˈɛns
unstirred	ʌnstˈɜːd
sync	sˈɪŋk
holed	hˈəʊld
vogue	vˈəʊg,vˈəʊɡ
minimalists	mˈɪnɪməlˌɪsts
part-time	pˌɑːttˈaɪm
gumming	ɡˈʌmɪŋ
rockiness	ɹˈɒkinəs
backdoor	bˈækdɔː
kurus	kjˈʊɹəs
glassless	ɡlˈɑːsləs
albino	ælbˈiːnəʊ
moustachioed	mˈaʊstɐʃɪˌəʊd
prefer	pɹɪfˈɜː
tendon	tˈɛndən
urination	jˌɔːɹɪnˈeɪʃən
finished	fˈɪnɪʃt
unserious	ʌnsˈiəɹɪəs
winnowed	wˈɪnəʊd
moderation	mˌɒdəɹˈeɪʃən
cuneiform	kˈʌneɪfˌɔːm
scriptwriting	skɹˈɪptɹaɪtɪŋ
excretory	ɛkskɹˈɛtəɹˌi
folks	fˈəʊks
ignoramuses	ˌɪɡnɔːɹˈeɪməsɪz
progressiveness	pɹəɡɹˈɛsɪvnəs
tuber	tjˈuːbɐ,tjˈuːbə
disappointed	dˌɪsəpˈɔɪntɪd,dˌɪsɐpˈɔɪntɪd
headboard	hˈɛdbɔːd
quarantined	kwˈɒɹɑːntˌiːnd
crumbed	kɹˈʌmd
artemisia	ˌɑːtɪmˈɪziə
striping	stɹˈaɪpɪŋ
udders	ˈʌdəz
theirs	ðˈɛəz,ðˈeəz
uppermost	ˈʌpəmˌəʊst
needlecraft	nˈiːdəlkɹˌɑːft
drugged	dɹˈʌɡd
bombardment	bəmbˈɑːdmənt
enfranchisement	ɛnfɹˈɑːntʃaɪzmənt
rhapsodise	ɹˈæpsədˌaɪz
canals	kənˈælz
castor	kˈɑːstɐ
siphons	sˈaɪfənz
consultation	kɒnsəltˈeɪʃən,kˌɒnsəltˈeɪʃən
masculine	mˈæskjʊlˌɪn
tinning	tˈɪnɪŋ
altitude	ˈæltɪtjˌuːd
dullard	dˈʌlɑːd
corporal	kˈɔːpɹəl,kˈɔːpəɹəl
sidetracked	sˈaɪdtɹækt
bathos	bˈɑːθəʊz
clumped	klˈʌmpt
overlapped	ˌəʊvəlˈæpt
alkaloid	ˈælkɐlˌɔɪd
hairdrier	hˈeədɹɪɐ
abseiling	ˈæbseɪlɪŋ
camp	kˈæmp
tabard	tˈæbɑːd
supine	sˈuːpaɪn
greasy	ɡɹˈiːzi,gɹˈiːsi,gɹˈiːzi
unexercised	ˌʌnˈɛksəsˌaɪzd
majesties	mˈædʒəstɪz
jailors	dʒˈeɪləz
bloom	blˈuːm
unicellular	jˌuːnɪsˈɛljʊlɐ
wretched	ɹˈɛtʃɪd
retailers	ɹˈiːteɪləz,ɹˈiːtˌeɪləz
unfazed	ʌnfˈeɪzd
compatriot	kəmpˈætɹɪət
unceasingly	ʌnsˈiːsɪŋli
wearily	wˈiəɹɪli
insightful	ɪnsˈaɪtfəl
bidets	bˈiːdeɪs
flexure	flˈɛkʃɔː
alleging	ɐlˈɛdʒɪŋ
jockeys	dʒˈɒkɪz
dry	dɹˈaɪ
baggers	bˈæɡəz
wrappers	ɹˈæpəz
aspirant	ˈæspəɹənt
fieldfare	fˈiːldfeə
paraphilia	pˌæɹəfˈɪliə
typhoon	taɪfˈuːn
unclogging	ʌnklˈɒɡɪŋ
worthier	wˈɜːðɪɐ
loosestrife	lˈuːsɪstɹˌaɪf
baluster	bˈælʌstɐ
yod	jˈɒd
barest	bˈeəɹəst
gaudiest	ɡˈɔːdɪəst
adjoins	ɐdʒˈɔɪnz
pancreatitis	pˌænkɹiːˈeɪtˈaɪtɪs
compassed	kˈʌmpəst
diabetic	dˌaɪəbˈɛtɪk
tagliatelle	tˈæɡlɪˌeɪtəl
pails	pˈeɪlz
superimpose	sˌuːpəɹɪmpˈəʊz
leathery	lˈɛðəɹi
contrast	kˈɒntɹɑːst,kəntɹˈɑːst
titres	tˈɪtəz
rattled	ɹˈætəld
lousiest	lˈaʊsɪəst
armenia	ɑːmˈiːnɪə
loathing	lˈəʊðɪŋ
seaports	sˈiːpɔːts
padlock	pˈædlɒk
wallpapering	wˈɔːlpeɪpəɹɪŋ
dropouts	dɹˈɒpaʊts
hairstyles	hˈeəstaɪlz
dabbing	dˈæbɪŋ
ollie	ˈɒli
advancements	ɐdvˈænsmənts
convoys	kˈɒnvɔɪz
dec	dˈɛk
slouches	slˈaʊtʃɪz
enigmatically	ˌɛnɪɡmˈætɪkli
memorable	mˈɛməɹəbəl
undrinkable	ʌndɹˈɪŋkəbəl
battleaxes	bˈætəlˌæksɪz
eases	ˈiːzɪz
goddam	ɡˈɒdæm
doubled	dˈʌbəld
gravitas	ɡɹˈævɪtəz
outfield	aʊtfˈiːld
tarantula	təɹˈæntjʊlɐ
jerking	dʒˈɜːkɪŋ
colouring	kˈʌlɜːɹɪŋ
cemeteries	sˈɛmɪtəɹiz
legroom	lˈɛɡɹuːm
crematoria	kɹɪmɐtˈɔːɹiə
dispersant	dɪspˈɜːsənt
exterminators	ɛkstˈɜːmɪnˌeɪtəz
cosmopolitan	kˌɒzməpˈɒlɪtən
psychotropic	sˌaɪkəʊtɹˈɒpɪk
aba	ɐbˈæ
log	lˈɒg,lˈɒɡ
singly	sˈɪŋɡli
paradoxical	pˌæɹədˈɒksɪkəl
scourer	skˈaʊəɹɐ
bowheads	bˈəʊhɛdz
spotter	spˈɒtɐ
lyrically	lˈɪɹɪkli
beatles	bˈiːtəlz
loungers	lˈaʊndʒəz
gradations	ɡɹædˈeɪʃənz
formulates	fˈɔːmjʊlˌeɪts
rich	ɹˈɪtʃ
straws	stɹˈɔːz
thinners	θˈɪnəz
nurturer	nˈɜːtʃəɹɐ
til	tˈɪl
hove	hˈəʊv
collared	kˈɒləd
omission	əʊmˈɪʃən
horsemanship	hˈɔːsmənʃˌɪp
kiddos	kˈɪdəʊz
erratic	ɛɹˈætɪk
gambles	ɡˈæmbəlz
kittens	kˈɪtənz
graters	ɡɹˈeɪtəz
structuring	stɹˈʌktʃəɹɪŋ
gamin	ɡˈæmɪn
precociousness	pɹɪkˈəʊʃəsnəs
bodied	bˈɒdɪd
windpipe	wˈɪndpaɪp
crinkled	kɹˈɪŋkəld
supposing	sʌpˈəʊzɪŋ
involving	ɪnvˈɒlvɪŋ
motel	məʊtˈɛl
parson	pˈɑːsən
j	dʒˈeɪ
bonfire	bˈɒnfaɪə
guan	ɡwˈɑːn
devolves	dɪvˈɒlvz
fascists	fˈæʃɪsts
warts	wˈɔːts
hardwood	hˈɑːdwˌʊd,hˈɑːdwʊd
swimming	swˈɪmɪŋ
probation	pɹəʊbˈeɪʃən
alfalfa	ælfˈælfɐ
cyclorama	sˌaɪkləɹˈæmɐ
axons	ˈæksɒnz
blathering	blˈɑːðəɹɪŋ
moxie	mˈɒksi
cartload	kˈɑːtləʊd
epigraphic	ˌɛpɪɡɹˈæfɪk
reducible	ɹɪdjˈuːsəbəl
aniseed	ˈænɪsˌiːd
banging	bˈæŋɪŋ
cutey	kjˈuːti
bronchioles	bɹˈɒnkɪˌəʊlz
honkers	hˈɒŋkəz
lieutenants	lɛftˈɛnənts
spaciousness	spˈeɪʃəsnəs
moment	mˈəʊmənt
trainers	tɹˈeɪnəz
diluted	daɪlˈuːtɪd
leasing	lˈiːsɪŋ
centralise	sˈɛntɹəlˌaɪz
shitfaced	ʃˈɪtfeɪst
incited	ɪnsˈaɪtɪd
neutron	njˈuːtɹɒn
yakking	jˈækɪŋ
arterioles	ɑːtˈiəɹɪˌəʊlz
telescopically	tˌɛlɪskˈɒpɪkli
hemming	hˈɛmɪŋ
analysts	ˈænɐlˌɪsts,ˈænəlɪsts
chequerboard	tʃˈɛkəbˌɔːd
artistic	ɑːtˈɪstɪk,ˌɑːtˈɪstɪk
lifers	lˈaɪfəz
exclusiveness	ɛksklˈuːsɪvnəs
blame	blˈeɪm
eroded	ɪɹˈəʊdɪd
unconquered	ʌnkˈɒnkəd
mortifyingly	mˈɔːtɪfˌaɪɪŋli
along	əlˈɒŋ,ɐlˈɒŋ
nutter	nˈʌtɐ
bummers	bˈʌməz
baptist	bˈæptɪst
treated	tɹˈiːtɪd
cartilage	kˈɑːtɪlɪdʒ,kˈɑːtlɪdʒ
exorcism	ˈɛksəsˌɪzəm
airframe	ˈeəfɹeɪm
bucketful	bˈʌkɪtfəl
sidewalls	sˈaɪdwɔːlz
accident	ˈæksɪdənt
inside	ˈɪnsˌaɪd,ɪnsˈaɪd
mousy	mˈaʊsi
teashop	tˈiːʃɒp
typed	tˈaɪpd
tufted	tˈʌftɪd
undomesticated	ʌndəmˈɛstɪkˌeɪtɪd
costliest	kˈɒsliəst
impeachable	ɪmpˈiːtʃəbəl
summers	sˈʌməz
halo	hˈeɪləʊ
stretchy	stɹˈɛtʃi
viewpoint	vjˈuːpˌɔɪnt,vjˈuːpɔɪnt
atone	ɐtˈəʊn
tropism	tɹˈəʊpɪzəm
blued	blˈuːd
kirsch	kˈɜːʃ
jeez	dʒˈiːz
sixfold	sˈɪksfəʊld
hotpot	hˈɒtpɒt
washstands	wˈɒʃstændz
curated	kjˈɔːɹeɪtɪd
bastardisation	bˌɑːstədaɪzˈeɪʃən
scroop	skɹˈuːp
martyrdom	mˈɑːtɪədəm
blithering	blˈɪðəɹɪŋ
saloon	sɐlˈuːn
planed	plˈeɪnd
amusingly	ɐmjˈuːsɪŋli
hatboxes	hˈætbɒksɪz
profited	pɹˈɒfɪtɪd
thwarted	θwˈɔːtɪd
eschewed	ɪstʃˈuːd
precipitous	pɹɪsˈɪpɪtəs
heave	hˈiːv
pearling	pˈɜːlɪŋ
surpluses	sˈɜːpləsɪz
stabbed	stˈæbd
inspirer	ˈɪnspaɪəɹɐ
craftsperson	kɹˈɑːftspəsən
carrie	kˈæɹi
wants	wˈɒnts
titillated	tˈɪtɪlˌeɪtɪd
tufts	tˈʌfts
sibs	sˈɪbz
wallaby	wˈɒlæbi
chemmy	kˈɛmi
turntable	tˈɜːnteɪbəl
trumpeters	tɹˈʌmpɛtəz
papal	pˈeɪpəl
transnational	tɹænsnˈæʃənəl
narrators	nɐɹˈeɪtəz
insiders	ɪnsˈaɪdəz
virga	vˈɜːɡɐ
relinquishing	ɹɪlˈɪnkwɪʃɪŋ
bused	bˈʌsd
wriggle	ɹˈɪɡəl
perambulator	pˈɛɹɐmbjˌʊleɪtɐ
fishmonger	fˈɪʃmʌŋɡɐ
unmanly	ʌnmˈænli
correction	kəɹˈɛkʃən
recited	ɹɪsˈaɪtɪd
painkiller	pˈeɪŋkɪlɐ
notably	nˈəʊtəbli
fourthly	fˈɔːθli
introduce	ˌɪntɹədjˈuːs
prison	pɹˈɪzən
fluid	flˈuːɪd
harelip	hˈeəlɪp
requiting	ɹɪkwˈaɪtɪŋ
dunked	dˈʌŋkt
spacial	spˈæʃəl
asymptote	ˈæsɪmptˌəʊt,ˈæsɪmtˌəʊt
seafarer	sˈiːfeəɹɐ
profoundly	pɹəfˈaʊndli
ado	ɐdˈuː
storeroom	stˈɔːɹuːm
marcasite	mˈɑːkɐsˌaɪt
garbage	gˈɑːbɪdʒ,ɡˈɑːbɪdʒ
clouting	klˈaʊtɪŋ
gable	ɡˈeɪbəl,gˈeɪbəl
spiniest	spˈaɪnɪəst
halves	hˈɑːvz
foreignness	fˈɒɹənnəs
masthead	mˈɑːsthɛd
timetabled	tˈaɪmteɪbəld
lacerating	lˈæsəɹˌeɪtɪŋ
fevers	fˈiːvəz
niello	nɪˈɛləʊ
competitions	kˌɒmpətˈɪʃənz,kˌɒmpɪtˈɪʃənz
unadvisable	ʌnɐdvˈaɪzəbəl
buzz	bˈʌz,bˈɐz
boozes	bˈuːzɪz
passant	pˈɑːsənt
liberties	lˈɪbətɪz
encased	ɛnkˈeɪst
converges	kənvˈɜːdʒɪz
baronesses	bˈæɹəʊnəsɪz
groaners	ɡɹˈəʊnəz
depoliticised	diːpəlˈɪtɪsˌaɪzd
ecstatically	ɛkstˈætɪkli
wretches	ɹˈɛtʃɪz
thumbscrews	θˈʌmbskɹuːz
flintiness	flˈɪntɪnəs
seeking	sˈiːkɪŋ
thoracic	θɔːɹˈæsɪk
matchmaking	mˈætʃmeɪkɪŋ
syllabus	sˈɪləbəs,sˈɪlæbəs
haemodialysis	hiːmˌəʊdɪˈæləsˌɪs
mi	mˈaɪ
whimsy	wˈɪmzi
beefeaters	bˈiːfiːtəz
disconcertingly	dˌɪskənsˈɜːtɪŋli
mercies	mˈɜːsɪz
reprocessed	ɹɪpɹˈəʊsɛst
blazes	blˈeɪzɪz
quaff	kwˈɒf
erection	ɪɹˈɛkʃən
evicts	ɪvˈɪkts
sacramento	sˌækɹəmˈɛntəʊ
collapse	kəlˈæps
dictatorship	dɪktˈeɪtəʃˌɪp
crossings	kɹˈɒsɪŋz
skateboarding	skˈeɪtbɔːdɪŋ
seriously	sˈiəɹɪəsli,sˈɪəɹɪəsli
exhaustion	ɛɡzˈɔːstʃən
islander	ˈaɪləndɐ
proboscis	pɹəbˈɒskɪs
dumbfound	dˈʌmfaʊnd
resolution	ɹˌɛzəlˈuːʃən
ruislip	ɹˈaɪslɪp
blushes	blˈʌʃɪz
abrades	ɐbɹˈeɪdz
piso	pˈaɪzəʊ
clapperboard	klˈæpəbˌɔːd
tallness	tˈɔːlnəs
precipitation	pɹɪsˌɪpɪtˈeɪʃən
sycophantic	sˌɪkəfˈɑːntɪk
reformist	ɹɪfˈɔːmɪst
pock	pˈɒk
uncalled	ʌnkˈɔːld
vitiate	vˈɪʃɪˌeɪt
locative	ləʊkˈætɪv
intercultural	ˌɪntəkˈʌltʃəɹəl
multimillionaire	mˌʌltɪmˌɪliənˈeə
brainstormed	bɹˈeɪnstɔːmd
counteroffensive	kˈaʊntəɹəfˌɛnsɪv
needlewoman	nˈiːdəlwˌʊmən
deprecate	dˈɛpɹɪkˌeɪt
colonisation	kˌɒlənaɪzˈeɪʃən
clef	klˈɛf
allay	əlˈeɪ,ɐlˈeɪ
worship	wˈɜːʃɪp
clergyman	klˈɜːdʒɪmən
becalmed	bɪkˈɑːmd
depressant	dɪpɹˈɛsənt
dicta	dˈɪktɐ
nonchalant	nˈɒnʃələnt
backup	bˈækˌɐp,bˈækʌp
natterjacks	nˈætədʒˌæks
stonecutters	stˈəʊnkʌtəz
pokers	pˈəʊkəz
soliloquies	səlˈɪləkwˌɪz
darters	dˈɑːtəz
intents	ɪntˈɛnts
chimes	tʃˈaɪmz
discriminating	dɪskɹˈɪmɪnˌeɪtɪŋ
chancellors	tʃˈɑːnsɛləz
coins	kˈɔɪnz
fallowed	fˈæləʊd
bruited	bɹˈuːtɪd
rhenium	ɹˈiːniəm
kennels	kˈɛnəlz
disproved	dɪspɹˈuːvd
unsentimental	ʌnsˌɛntɪmˈɛntəl
zig	zˈɪɡ
aileron	ˈeɪləɹən
phrenologists	fɹɛnˈɒlədʒˌɪsts
commotions	kəmˈəʊʃənz
wingding	wˈɪŋdɪŋ
cordon	kˈɔːdən
trendsetting	tɹˈɛndsɪtɪŋ
opt	ˈɒpt
nubbly	nˈʌbli
stratify	stɹˈætɪfˌaɪ
broadband	bɹˈɔːdbˌænd,bɹˈɔːdbænd
peewee	pˈiːwiː
washout	wˈɒʃaʊt
mummies	mˈʌmɪz
upstages	ʌpstˈeɪdʒɪz
unenlightened	ˌʌnɛnlˈaɪtənd
holdfast	hˈəʊldfɑːst
leakages	lˈiːkɪdʒɪz
looter	lˈuːtɐ
scarce	skˈɛəs,skˈeəs
livery	lˈɪvəɹi
sheering	ʃˈiəɹɪŋ
vinegary	vˈɪnɪɡəɹi
pheromone	fˈɛɹəmˌəʊn
kinkajous	kɪŋkˈædʒəs
pentium	pˈɛntɪəm
crackers	kɹˈækəz
scalded	skˈɒldɪd
stereographic	stˌɛɹɪəʊɡɹˈæfɪk
sevens	sˈɛvənz
cataloguing	kˈætɐlˌɒɡɪŋ
entrepreneur	ˌɒntɹəpɹənˈɜː,ˌɒntɹɪpɹɪnˈɜː
quadrant	kwˈɒdɹənt
depending	dɪpˈɛndɪŋ
crawl	kɹˈɔːl
gagging	ɡˈæɡɪŋ
jetty	dʒˈɛti
cecal	sˈɛkəl
would-be	wˈʊdbi
headteacher	hˈɛdtiːtʃɐ
besmeared	bɪsmˈiəd
