pcion	pt͡ɕɔn
guściora	ɡuɕt͡ɕɔra
patalong	patalɔŋk
chłodniejszy	xwɔdɲɛjʂɨ
święs	ɕfʲɛ̃s
zdjęć	zdjɛɲt͡ɕ
wróblowi	vrublɔvʲi
niechybny	ɲɛxɨbnɨ
węda	vɛnda
zakamarkach	zakamarkax
rzadka	ʐatka
profanum	prɔfanum
wycech	vɨt͡sɛx
kreton	krɛtɔn
algierskich	alɡʲɛrskʲix
spiekota	spʲɛkɔta
mrowiem	mrɔvʲɛm
obli	ɔblʲi
srokatymi	srɔkatɨmʲi
sądy	sɔndɨ
nieme	ɲɛmɛ
miciński	mʲit͡ɕiɲskʲi
białostoczanami	bʲawɔstɔt͡ʂanamʲi
bóle	bulɛ
zgrzebny	zɡʐɛbnɨ
kończyna	kɔɲt͡ʂɨna
mrówką	mrufkɔ̃
drgałeś	drɡawɛɕ
prostopadły	prɔstɔpadwɨ
gotującymi	ɡɔtujɔnt͡sɨmʲi
krajowiec	krajɔvʲɛt͡s
zaabonowałyśmy	zaabɔnɔvawɨɕmɨ
charakterystyka	xaraktɛrɨstɨka
wencławek	vɛnt͡swavɛk
przemądrzały	pʂɛmɔndʐawɨ
chyła	xɨwa
szarpanina	ʂarpaɲina
otylia	ɔtɨlʲa
rzeczami	ʐɛt͡ʂamʲi
ululaną	ululanɔ̃
kopacz	kɔpat͡ʂ
romantycznie	rɔmantɨt͡ʂɲɛ
przesiedlić	pʂɛɕɛdlʲit͡ɕ
rozgrzewka	rɔzɡʐɛfka
siedzieli	ɕɛd͡ʑɛlʲi
kradniemy	kradɲɛmɨ
rozepnij	rɔzɛpɲij
fryzyjskimi	frɨzɨjskʲimʲi
drapanie	drapaɲɛ
patrzało	patʂawɔ
bukwica	bukfʲit͡sa
bracia	brat͡ɕa
barciak	bart͡ɕak
błochowicz	bwɔxɔvʲit͡ʂ
romantyczniejszego	rɔmantɨt͡ʂɲɛjʂɛɡɔ
naimski	naimskʲi
stępica	stɛmpʲit͡sa
mauritius	mawrʲitjus
zajęczego	zajɛnt͡ʂɛɡɔ
jajecznica	jajɛt͡ʂɲit͡sa
palestyński	palɛstɨɲskʲi
partnera	partnɛra
poprzedni	pɔpʂɛdɲi
bobrowe	bɔbrɔvɛ
wrastać	vrastat͡ɕ
żywiec	ʐɨvʲɛt͡s
wiench	vʲɛ̃x
abonowałbyś	abɔnɔvawbɨɕ
wizja	vʲizja
serbskich	sɛrpskʲix
zamożniejszy	zamɔʐɲɛjʂɨ
smażono	smaʐɔnɔ
marzana	maʐana
opera	ɔpɛra
opróżniać	ɔpruʐɲat͡ɕ
zaprotestować	zaprɔtɛstɔvat͡ɕ
mytnik	mɨtɲik
płazich	pwaʑix
gachy	ɡaxɨ
kułyby	kuwɨbɨ
większemu	vʲɛŋkʂɛmu
atlantyda	atlantɨda
gawronim	ɡavrɔɲim
romańskiego	rɔmaɲskʲɛɡɔ
estetyczny	ɛstɛtɨt͡ʂnɨ
stworzenia	stfɔʐɛɲa
zarchiwizowaniem	zarxʲivʲizɔvaɲɛm
mogący	mɔɡɔnt͡sɨ
cytat	t͡sɨtat
dostaniemy	dɔstaɲɛmɨ
tryktrak	trɨktrak
sadowych	sadɔvɨx
tabu	tabu
ewangeliarz	ɛvanɡɛlʲaʂ
szansonistka	ʂansɔɲistka
steczkiewicz	stɛt͡ʂkʲɛvʲit͡ʂ
stałą	stawɔ̃
zadzwonienie	zad͡zvɔɲɛɲɛ
modrzy	mɔdʐɨ
zalać	zalat͡ɕ
pawęda	pavɛnda
drąszcz	drɔ̃ʂt͡ʂ
strażacki	straʐat͡skʲi
udam	udam
kupując	kupujɔnt͡s
dreptanina	drɛptaɲina
staram	staram
maciuch	mat͡ɕux
baby	babɨ
powielacz	pɔvʲɛlat͡ʂ
olechowicz	ɔlɛxɔvʲit͡ʂ
birma	bʲirma
sojusz	sɔjuʂ
mytą	mɨtɔ̃
cichocki	t͡ɕixɔt͡skʲi
miłościwy	mʲiwɔɕt͡ɕivɨ
mikrocefalia	mʲikrɔt͡sɛfalʲa
kosze	kɔʂɛ
urbanizacja	urbaɲizat͡sja
pytanko	pɨtankɔ
najrozumniejszy	najrɔzumɲɛjʂɨ
programistka	prɔɡramʲistka
kopcia	kɔpt͡ɕa
autochtoński	awtɔxtɔɲskʲi
pałaszować	pawaʂɔvat͡ɕ
kiło	kʲiwɔ
oszałamiać	ɔʂawamʲat͡ɕ
produkować	prɔdukɔvat͡ɕ
otuchą	ɔtuxɔ̃
łompieś	wɔmpʲɛɕ
zabłotny	zabwɔtnɨ
algierskie	alɡʲɛrskʲɛ
płat	pwat
ploch	plɔx
tajemnicy	tajɛmɲit͡sɨ
przytulia	pʂɨtulʲa
poziomica	pɔʑɔmʲit͡sa
abonowania	abɔnɔvaɲa
klimakterium	klʲimaktɛrʲjum
naszymi	naʂɨmʲi
byście	bɨɕt͡ɕɛ
masować	masɔvat͡ɕ
trunek	trunɛk
abakusem	abakusɛm
sinus	sinus
szaszłyk	ʂaʂwɨk
sprawiedliwie	spravʲɛdlʲivʲɛ
olbrzymiej	ɔlbʐɨmʲɛj
gajerek	ɡajɛrɛk
wpatrywać	fpatrɨvat͡ɕ
wynagrodzić	vɨnaɡrɔd͡ʑit͡ɕ
puchnąć	puxnɔɲt͡ɕ
wpływaniem	fpwɨvaɲɛm
kolei	kɔlɛi
jendrzejak	jɛndʐɛjak
mrozie	mrɔʑɛ
dębicki	dɛmbʲit͡skʲi
cudzymi	t͡sud͡zɨmʲi
den	dɛn
bocheński	bɔxɛɲskʲi
brzost	bʐɔst
podkul	pɔtkul
refowanie	rɛfɔvaɲɛ
szerokie	ʂɛrɔkʲɛ
zatarty	zatartɨ
wymoże	vɨmɔʐɛ
powoduje	pɔvɔdujɛ
targała	tarɡawa
energizer	ɛnɛrd͡ʐajzɛr
przyznaję	pʂɨznajɛ
wrednymi	vrɛdnɨmʲi
pracujący	prat͡sujɔnt͡sɨ
seksistowski	sɛkɕistɔfskʲi
cudzą	t͡sud͡zɔ̃
basista	baɕista
spaść	spaɕt͡ɕ
zaćma	zat͡ɕma
paszko	paʂkɔ
ciupać	t͡ɕupat͡ɕ
ubezpiecz	ubɛspʲɛt͡ʂ
konkluzja	kɔnkluzja
odpowiedni	ɔtpɔvʲɛdɲi
wypadnięcie	vɨpadɲɛɲt͡ɕɛ
sieńko	ɕɛɲkɔ
stojąca	stɔjɔnt͡sa
drobniaczek	drɔbɲat͡ʂɛk
flamaster	flamastɛr
długodystansowiec	dwuɡɔdɨstansɔvʲɛt͡s
zabrano	zabranɔ
parzych	paʐɨx
wymuszający	vɨmuʂajɔnt͡sɨ
łzawnik	wzavɲik
gradoń	ɡradɔɲ
zaabonowałaś	zaabɔnɔvawaɕ
turkmenki	turkmɛnkʲi
odkupiciel	ɔtkupʲit͡ɕɛl
pół	puw
kolorado	kɔlɔradɔ
pamiątka	pamʲɔntka
manilko	maɲilkɔ
perkoz	pɛrkɔs
stopniem	stɔpɲɛm
sokiem	sɔkʲɛm
powiesz	pɔvʲɛʂ
letkiewicz	lɛtkʲɛvʲit͡ʂ
dźwignica	d͡ʑvʲiɡɲit͡sa
bąkach	bɔŋkax
śpiewanie	ɕpʲɛvaɲɛ
granulat	ɡranulat
barciach	bart͡ɕax
energij	ɛnɛrɡʲij
benzen	bɛnzɛn
wolałby	vɔlawbɨ
serowiec	sɛrɔvʲɛt͡s
nagich	naɡʲix
ksywa	ksɨva
jaskrawa	jaskrava
kładka	kwatka
filuś	fʲiluɕ
szczeci	ʂt͡ʂɛt͡ɕi
pacoń	pat͡sɔɲ
jelcem	jɛlt͡sɛm
gaszenie	ɡaʂɛɲɛ
michulec	mʲixulɛt͡s
lupami	lupamʲi
śniadym	ɕɲadɨm
tropiła	trɔpʲiwa
poznańczyk	pɔznaɲt͡ʂɨk
jajach	jajax
wdrażać	vdraʐat͡ɕ
fideizm	fʲidɛizm
profil	prɔfʲil
jeżami	jɛʐamʲi
kogo	kɔɡɔ
gładkie	ɡwatkʲɛ
cyngiel	t͡sɨnɡʲɛl
nowikiewicz	nɔvʲikʲɛvʲit͡ʂ
wielosylabowy	vʲɛlɔsɨlabɔvɨ
wygrałeś	vɨɡrawɛɕ
wysyp	vɨsɨp
przywierać	pʂɨvʲɛrat͡ɕ
gdyńskim	ɡdɨɲskʲim
przecisnąć	pʂɛt͡ɕisnɔɲt͡ɕ
koźlą	kɔʑlɔ̃
zmiękczać	zmʲɛŋkt͡ʂat͡ɕ
abiogenezie	abʲɔɡɛnɛʑɛ
mocami	mɔt͡samʲi
garnitur	ɡarɲitur
zakon	zakɔn
kępach	kɛmpax
smieszkoł	smʲɛʂkɔw
wróciła	vrut͡ɕiwa
przedtułowie	pʂɛttuwɔvʲɛ
wodnisty	vɔdɲistɨ
myję	mɨjɛ
e	ɛ
kolumbarium	kɔlumbarʲjum
łokciom	wɔkt͡ɕɔm
bziuk	bʑuk
kiewlicz	kʲɛvlʲit͡ʂ
doskonalicie	dɔskɔnalʲit͡ɕɛ
doszukiwać	dɔʂukʲivat͡ɕ
smagły	smaɡwɨ
latałabyś	latawabɨɕ
absorbery	apsɔrbɛrɨ
śmiertelność	ɕmʲɛrtɛlnɔɕt͡ɕ
luźnemu	luʑnɛmu
bruka	bruka
müsli	muslʲi
dystrybutorka	dɨstrɨbutɔrka
jarymowicz	jarɨmɔvʲit͡ʂ
nieprzezorny	ɲɛpʂɛzɔrnɨ
zawierucha	zavʲɛruxa
oblicza	ɔblʲit͡ʂa
chłopców	xwɔpt͡suf
szczególnie	ʂt͡ʂɛɡulɲɛ
okoniu	ɔkɔɲu
żur	ʐur
lepem	lɛpɛm
pięściak	pʲɛ̃ɕt͡ɕak
motocykl	mɔtɔt͡sɨkl
letnim	lɛtɲim
niezależność	ɲɛzalɛʐnɔɕt͡ɕ
komża	kɔmʐa
namawiający	namavʲajɔnt͡sɨ
brązowej	brɔ̃zɔvɛj
buchaj	buxaj
stanisława	staɲiswava
cudem	t͡sudɛm
stępę	stɛmpɛ
normandia	nɔrmandja
zręcznemu	zrɛnt͡ʂnɛmu
sprawie	spravʲɛ
marnotrawca	marnɔtraft͡sa
aleksandra	alɛksandra
pakulnis	pakulɲis
wieloklap	vʲɛlɔklap
zachwiej	zaxfʲɛj
rzędzian	ʐɛɲd͡ʑan
stara	stara
natomiast	natɔmʲast
płacąca	pwat͡sɔnt͡sa
siebie	ɕɛbʲɛ
woś	vɔɕ
wyjął	vɨjɔw
wódkiewicz	vutkʲɛvʲit͡ʂ
targowi	tarɡɔvʲi
kirgiską	kʲirɡʲiskɔ̃
wlokły	vlɔkwɨ
reputacja	rɛputat͡sja
osp	ɔʔɛspɛ
kastrując	kastrujɔnt͡s
szarlota	ʂarlɔta
przerabiać	pʂɛrabʲat͡ɕ
ciepichał	t͡ɕɛpʲixaw
blinkiewicz	blʲinkʲɛvʲit͡ʂ
liroy	lʲirɔɨ
płóciniczak	pwut͡ɕiɲit͡ʂak
potencjał	pɔtɛnt͡sjaw
rocki	rɔt͡skʲi
poginięcie	pɔɡʲiɲɛɲt͡ɕɛ
krakowską	krakɔfskɔ̃
kłodę	kwɔdɛ
potomstwo	pɔtɔmstfɔ
apel	apɛl
salwadorskiego	salvadɔrskʲɛɡɔ
iłżanin	iwʐaɲin
małpa	mawpa
cierpiałoby	t͡ɕɛrpʲawɔbɨ
nudni	nudɲi
komarzyca	kɔmaʐɨt͡sa
zapal	zapal
zaciążycie	zat͡ɕɔ̃ʐɨt͡ɕɛ
pragniesz	praɡɲɛʂ
pałęga	pawɛŋɡa
szwajcar	ʂfajt͡sar
ustawić	ustavʲit͡ɕ
rozsądniejszy	rɔssɔndɲɛjʂɨ
kwazar	kfazar
prosię	prɔɕɛ
cieciem	t͡ɕɛt͡ɕɛm
peleton	pɛlɛtɔn
przędza	pʂɛnd͡za
frędzla	frɛnd͡zla
muszalik	muʂalʲik
polanem	pɔlanɛm
abecadłu	abɛt͡sadwu
piętnastą	pʲɛtnastɔ̃
najkruszej	najkruʂɛj
spoiłeś	spɔiwɛɕ
gwoźdź	ɡvɔɕt͡ɕ
handlarka	xandlarka
niegodzisz	ɲɛɡɔd͡ʑiʂ
kordialność	kɔrdjalnɔɕt͡ɕ
wszechnica	fʂɛxɲit͡sa
głupszego	ɡwupʂɛɡɔ
bosego	bɔsɛɡɔ
odjęła	ɔdjɛwa
indoeuropeista	indɔɛwrɔpɛista
manipulant	maɲipulant
wysokiego	vɨsɔkʲɛɡɔ
dzięgiel	d͡ʑɛŋɡʲɛl
islamskiego	islamskʲɛɡɔ
skórami	skuramʲi
słali	swalʲi
żyłbym	ʐɨwbɨm
huku	xuku
bezcześćmy	bɛst͡ʂɛɕt͡ɕmɨ
marżowy	marʐɔvɨ
prętowi	prɛntɔvʲi
mszalny	mʂalnɨ
bąki	bɔŋkʲi
ślęzak	ɕlɛ̃zak
gutacja	ɡutat͡sja
pułkownik	puwkɔvɲik
targos	tarɡɔs
zmarła	zmarwa
fajnych	fajnɨx
kosmiczny	kɔsmʲit͡ʂnɨ
dwusetny	dvusɛtnɨ
kliny	klʲinɨ
kraksa	kraksa
zginiecie	zɡʲiɲɛt͡ɕɛ
uwierzę	uvʲɛʐɛ
burczeć	burt͡ʂɛt͡ɕ
jubileuszowy	jubʲilɛuʂɔvɨ
trzepać	tʂɛpat͡ɕ
moczymorda	mɔt͡ʂɨmɔrda
ufą	ufɔ̃
andyjskiej	andɨjskʲɛj
pawłowicz	pavwɔvʲit͡ʂ
skłot	skwɔt
piany	pʲanɨ
turkus	turkus
wróżbita	vruʐbʲita
południ	pɔwudɲi
robol	rɔbɔl
mentel	mɛntɛl
bzykanko	bzɨkankɔ
wykuć	vɨkut͡ɕ
spektakl	spɛktakl
worwąg	vɔrvɔŋk
zakażali	zakaʐalʲi
pludry	pludrɨ
przegrani	pʂɛɡraɲi
bezcześcimy	bɛst͡ʂɛɕt͡ɕimɨ
białostoczanom	bʲawɔstɔt͡ʂanɔm
pępkowy	pɛmpkɔvɨ
ostrogu	ɔstrɔɡu
zaprząg	zapʂɔŋk
mongolska	mɔnɡɔlska
dioda	djɔda
propagandystka	prɔpaɡandɨstka
zielona	ʑɛlɔna
szutowicz	ʂutɔvʲit͡ʂ
radiokompas	radjɔkɔmpas
udój	uduj
mordo	mɔrdɔ
zdalny	zdalnɨ
wykonanie	vɨkɔnaɲɛ
zlatywać	zlatɨvat͡ɕ
minować	mʲinɔvat͡ɕ
wiłowi	vʲiwɔvʲi
republiki	rɛpublʲikʲi
cmuk	t͡smuk
ewolucja	ɛvɔlut͡sja
syryjskich	sɨrɨjskʲix
obwiń	ɔbvʲiɲ
puszkiewicz	puʂkʲɛvʲit͡ʂ
polarz	pɔlaʂ
aborcjonistom	abɔrt͡sjɔɲistɔm
ochendzan	ɔxɛnd͡zan
wschodem	fsxɔdɛm
strok	strɔk
niczyje	ɲit͡ʂɨjɛ
homoseksualistka	xɔmɔsɛksualʲistka
spadali	spadalʲi
profesorze	prɔfɛsɔʐɛ
rakach	rakax
ćmą	t͡ɕmɔ̃
zadarty	zadartɨ
nieodpowiedzialnie	ɲɛɔtpɔvʲɛd͡ʑalɲɛ
zaciążeniu	zat͡ɕɔ̃ʐɛɲu
paziowi	paʑɔvʲi
sarkowicz	sarkɔvʲit͡ʂ
światłoch	ɕfʲatwɔx
zamknij	zamkɲij
zmieniać	zmʲɛɲat͡ɕ
jajo	jajɔ
żeneta	ʐɛnɛta
poczynać	pɔt͡ʂɨnat͡ɕ
eweńską	ɛvɛɲskɔ̃
paców	pat͡suf
baszta	baʂta
cegiełka	t͡sɛɡʲɛwka
słowińską	swɔvʲiɲskɔ̃
krążek	krɔ̃ʐɛk
niżnik	ɲiʐɲik
bydleń	bɨdlɛɲ
pasz	paʂ
żabimi	ʐabʲimʲi
szulowski	ʂulɔfskʲi
betonując	bɛtɔnujɔnt͡s
reizm	rɛizm
jawor	javɔr
kolegium	kɔlɛɡʲjum
operetkowy	ɔpɛrɛtkɔvɨ
tajny	tajnɨ
pomagająca	pɔmaɡajɔnt͡sa
tybet	tɨbɛt
jeleń	jɛlɛɲ
dobras	dɔbras
kicać	kʲit͡sat͡ɕ
semba	sɛmba
bekała	bɛkawa
sabotowałybyśmy	sabɔtɔvawɨbɨɕmɨ
telebimu	tɛlɛbʲimu
szarkiewicz	ʂarkʲɛvʲit͡ʂ
cal	t͡sal
tworzenie	tfɔʐɛɲɛ
suterenowy	sutɛrɛnɔvɨ
otomana	ɔtɔmana
swądach	sfɔndax
mędrszego	mɛndrʂɛɡɔ
zaciążeni	zat͡ɕɔ̃ʐɛɲi
kaminiorz	kamʲiɲɔʂ
tudyka	tudɨka
wątłego	vɔntwɛɡɔ
grady	ɡradɨ
peniuarek	pɛɲuarɛk
czyrny	t͡ʂɨrnɨ
podróżować	pɔdruʐɔvat͡ɕ
kierowca	kʲɛrɔft͡sa
zabraną	zabranɔ̃
przewoźny	pʂɛvɔʑnɨ
wafel	vafɛl
lampom	lampɔm
soku	sɔku
brzykcy	bʐɨkt͡sɨ
foka	fɔka
uszczypnięcie	uʂt͡ʂɨpɲɛɲt͡ɕɛ
toń	tɔɲ
animusz	aɲimuʂ
odwiedzenie	ɔdvʲɛd͡zɛɲɛ
abstynencja	apstɨnɛnt͡sja
pęcinie	pɛɲt͡ɕiɲɛ
odetchnięcie	ɔdɛtxɲɛɲt͡ɕɛ
sądem	sɔndɛm
pacholczyk	paxɔlt͡ʂɨk
bezsensownie	bɛssɛnsɔvɲɛ
wiesiek	vʲɛɕɛk
nadzwyczajny	nadzvɨt͡ʂajnɨ
telebimami	tɛlɛbʲimamʲi
piątal	pʲɔntal
zaskoczonej	zaskɔt͡ʂɔnɛj
żebropław	ʐɛbrɔpwaf
analityczko	analʲitɨt͡ʂkɔ
podduś	pɔdduɕ
niebieskiej	ɲɛbʲɛskʲɛj
sobecka	sɔbɛt͡ska
złotorude	zwɔtɔrudɛ
estońską	ɛstɔɲskɔ̃
mazurskim	mazurskʲim
koński	kɔɲskʲi
usłyszy	uswɨʂɨ
bezdzietny	bɛzd͡ʑɛtnɨ
korzyniec	kɔʐɨɲɛt͡s
apką	apkɔ̃
galernik	ɡalɛrɲik
zapalę	zapalɛ
dumne	dumnɛ
doją	dɔjɔ̃
okrzemka	ɔkʂɛmka
jeżówka	jɛʐufka
cierpiałem	t͡ɕɛrpʲawɛm
błogie	bwɔɡʲɛ
minimalny	mʲiɲimalnɨ
pełną	pɛwnɔ̃
obsługa	ɔpswuɡa
wiara	vʲara
cienkim	t͡ɕɛnkʲim
nikotynowy	ɲikɔtɨnɔvɨ
sieciom	ɕɛt͡ɕɔm
grabniak	ɡrabɲak
korporacyjny	kɔrpɔrat͡sɨjnɨ
pejzażystka	pɛjzaʐɨstka
owczą	ɔft͡ʂɔ̃
cyrek	t͡sɨrɛk
odbicie	ɔdbʲit͡ɕɛ
rybim	rɨbʲim
przycisnąć	pʂɨt͡ɕisnɔɲt͡ɕ
płaska	pwaska
zawierać	zavʲɛrat͡ɕ
gołojuch	ɡɔwɔjux
koreańskiej	kɔrɛaɲskʲɛj
wietnamskich	vʲɛtnamskʲix
głuchymi	ɡwuxɨmʲi
jemeńscy	jɛmɛɲst͡sɨ
natrę	natrɛ
jerom	jɛrɔm
figlarz	fʲiɡlaʂ
skopanie	skɔpaɲɛ
transparentny	transparɛntnɨ
martwica	martfʲit͡sa
guszczak	ɡuʂt͡ʂak
czerwień	t͡ʂɛrvʲɛɲ
baczność	bat͡ʂnɔɕt͡ɕ
kutryba	kutrɨba
afatyka	afatɨka
iście	iɕt͡ɕɛ
brzękowska	bʐɛŋkɔfska
głaszczecie	ɡwaʂt͡ʂɛt͡ɕɛ
szyszko	ʂɨʂkɔ
samolocie	samɔlɔt͡ɕɛ
adhezja	atxɛzja
rodzicach	rɔd͡ʑit͡sax
równorzędny	ruvnɔʐɛndnɨ
obudować	ɔbudɔvat͡ɕ
hreczka	xrɛt͡ʂka
wybojem	vɨbɔjɛm
nagolennik	naɡɔlɛnɲik
kałmuckie	kawmut͡skʲɛ
wodzów	vɔd͡zuf
osoko	ɔsɔkɔ
łączce	wɔnt͡ʂt͡sɛ
khmerski	kmɛrskʲi
zwyczajnej	zvɨt͡ʂajnɛj
pewien	pɛvʲɛn
beret	bɛrɛt
wieprzowina	vʲɛpʂɔvʲina
orłowi	ɔrwɔvʲi
komandorze	kɔmandɔʐɛ
boska	bɔska
bydgoskie	bɨdɡɔskʲɛ
marta	marta
mrochen	mrɔxɛn
strokosz	strɔkɔʂ
małycha	mawɨxa
węzłem	vɛ̃zwɛm
smerek	smɛrɛk
lityńska	lʲitɨɲska
gryglewicz	ɡrɨɡlɛvʲit͡ʂ
gładoch	ɡwadɔx
jordańskich	jɔrdaɲskʲix
czart	t͡ʂart
uwielbiajcie	uvʲɛlbʲajt͡ɕɛ
stompór	stɔmpur
parametr	paramɛtr
argentyńsku	arɡɛntɨɲsku
ogrywać	ɔɡrɨvat͡ɕ
srebrnej	srɛbrnɛj
błota	bwɔta
wywnioskować	vɨvɲɔskɔvat͡ɕ
azotu	azɔtu
anarchista	anarxʲista
przyjaźnie	pʂɨjaʑɲɛ
najczcigodniejsze	najt͡ʂt͡ɕiɡɔdɲɛjʂɛ
wronia	vrɔɲa
mililitr	mʲilʲilʲitr
mająca	majɔnt͡sa
świderki	ɕfʲidɛrkʲi
gabriel	ɡabrʲjɛl
filip	fʲilʲip
przelewanie	pʂɛlɛvaɲɛ
wyżywienie	vɨʐɨvʲɛɲɛ
poczochranie	pɔt͡ʂɔxraɲɛ
birmanka	bʲirmanka
popychać	pɔpɨxat͡ɕ
cieślica	t͡ɕɛɕlʲit͡sa
przeciwstawiać	pʂɛt͡ɕifstavʲat͡ɕ
klinowi	klʲinɔvʲi
główczyk	ɡwuft͡ʂɨk
masach	masax
wilgotność	vʲilɡɔtnɔɕt͡ɕ
fidze	fʲid͡zɛ
żarliwie	ʐarlʲivʲɛ
koreańsku	kɔrɛaɲsku
cholerny	xɔlɛrnɨ
grzeszyć	ɡʐɛʂɨt͡ɕ
gurowiec	ɡurɔvʲɛt͡s
wawrynowicz	vavrɨnɔvʲit͡ʂ
pielić	pʲɛlʲit͡ɕ
łazęga	wazɛŋɡa
czcigodna	t͡ʂt͡ɕiɡɔdna
rwandyjskie	rvandɨjskʲɛ
skoszę	skɔʂɛ
piotrowski	pʲɔtrɔfskʲi
wysoko	vɨsɔkɔ
piaskowi	pʲaskɔvʲi
wiedzę	vʲɛd͡zɛ
skrawano	skravanɔ
rajom	rajɔm
abonującemu	abɔnujɔnt͡sɛmu
byłabym	bɨwabɨm
patrzałby	patʂawbɨ
czerstwy	t͡ʂɛrstfɨ
mistrzyni	mʲistʂɨɲi
algierski	alɡʲɛrskʲi
opodatkować	ɔpɔdatkɔvat͡ɕ
korenkiewicz	kɔrɛnkʲɛvʲit͡ʂ
nucimy	nut͡ɕimɨ
słoniątko	swɔɲɔntkɔ
podgrzewać	pɔdɡʐɛvat͡ɕ
arsenian	arsɛɲan
planeta	planɛta
kryli	krɨlʲi
ałtajski	awtajskʲi
śmieszny	ɕmʲɛʂnɨ
opada	ɔpada
ciekły	t͡ɕɛkwɨ
parskacie	parskat͡ɕɛ
wałkom	vawkɔm
pierwsza	pʲɛrfʂa
mięsożerca	mʲɛ̃sɔʐɛrt͡sa
krzeszowiak	kʂɛʂɔvʲak
staropolskim	starɔpɔlskʲim
choinka	xɔinka
andora	andɔra
sięda	ɕɛnda
saniach	saɲax
bandytyzm	bandɨtɨzm
delikatesowi	dɛlʲikatɛsɔvʲi
muszego	muʂɛɡɔ
gryguć	ɡrɨɡut͡ɕ
irackiego	irat͡skʲɛɡɔ
supłom	supwɔm
krwawnik	krvavɲik
wirami	vʲiramʲi
paciuch	pat͡ɕux
próbka	prupka
poradnik	pɔradɲik
kupą	kupɔ̃
chłap	xwap
woldański	vɔldaɲskʲi
myliłam	mɨlʲiwam
prawdę	pravdɛ
nowakiewicz	nɔvakʲɛvʲit͡ʂ
germańskim	ɡɛrmaɲskʲim
dogrzać	dɔɡʐat͡ɕ
ograją	ɔɡrajɔ̃
czyżycki	t͡ʂɨʐɨt͡skʲi
budując	budujɔnt͡s
ząbroń	zɔmbrɔɲ
trwałoby	trvawɔbɨ
posągu	pɔsɔŋɡu
dumnym	dumnɨm
białystok	bʲawɨstɔk
grześkiewicz	ɡʐɛɕkʲɛvʲit͡ʂ
honduraskich	xɔnduraskʲix
masztalerz	maʂtalɛʂ
sodowi	sɔdɔvʲi
romek	rɔmɛk
słowu	swɔvu
papierek	papʲɛrɛk
furan	furan
sorkołaz	sɔrkɔwas
przekonujący	pʂɛkɔnujɔnt͡sɨ
macho	mat͡ʂɔ
pukali	pukalʲi
matysiak	matɨɕak
rozmnożyć	rɔzmnɔʐɨt͡ɕ
przygotować	pʂɨɡɔtɔvat͡ɕ
lebida	lɛbʲida
działaczka	d͡ʑawat͡ʂka
lektura	lɛktura
kwadra	kfadra
laotanka	laɔtanka
sporej	spɔrɛj
okrzos	ɔkʂɔs
węglarczyk	vɛŋɡlart͡ʂɨk
sieja	ɕɛja
iworyjskiego	ivɔrɨjskʲɛɡɔ
banan	banan
lulają	lulajɔ̃
iskrach	iskrax
masko	maskɔ
płazimi	pwaʑimʲi
garus	ɡarus
przefrunięcie	pʂɛfruɲɛɲt͡ɕɛ
kosowskim	kɔsɔfskʲim
uchodzenie	uxɔd͡zɛɲɛ
stronnemu	strɔnnɛmu
dobieranie	dɔbʲɛraɲɛ
absorbowałby	apsɔrbɔvawbɨ
depenalizacja	dɛpɛnalʲizat͡sja
porost	pɔrɔst
uschnięcie	usxɲɛɲt͡ɕɛ
uchem	uxɛm
styczniu	stɨt͡ʂɲu
prezbiterium	prɛzbʲitɛrʲjum
czaprak	t͡ʂaprak
matka	matka
opięła	ɔpʲɛwa
siódmy	ɕudmɨ
zielsko	ʑɛlskɔ
wróblem	vrublɛm
plączą	plɔnt͡ʂɔ̃
sterczy	stɛrt͡ʂɨ
rdzawymi	rd͡zavɨmʲi
opatrywać	ɔpatrɨvat͡ɕ
ideologiczny	idɛɔlɔɡʲit͡ʂnɨ
mieszkać	mʲɛʂkat͡ɕ
płaskowiec	pwaskɔvʲɛt͡s
kobiet	kɔbʲɛt
wtórnemu	fturnɛmu
zgól	zɡul
aresztować	arɛʂtɔvat͡ɕ
pchlich	pxlʲix
zdunkiewicz	zdunkʲɛvʲit͡ʂ
fundacja	fundat͡sja
truskawka	truskafka
charewicz	xarɛvʲit͡ʂ
ośmielanie	ɔɕmʲɛlaɲɛ
ciążę	t͡ɕɔ̃ʐɛ
najęto	najɛntɔ
samico	samʲit͡sɔ
owczar	ɔft͡ʂar
sapią	sapʲɔ̃
krawatka	kravatka
dutkiewicz	dutkʲɛvʲit͡ʂ
skromność	skrɔmnɔɕt͡ɕ
buku	buku
paniami	paɲamʲi
bezwzględnych	bɛzvzɡlɛndnɨx
libańskim	lʲibaɲskʲim
tygodniówka	tɨɡɔdɲufka
efekt	ɛfɛkt
maluchnik	maluxɲik
szkatułka	ʂkatuwka
nurt	nurt
upali	upalʲi
knuj	knuj
kraniec	kraɲɛt͡s
nucić	nut͡ɕit͡ɕ
mieszko	mʲɛʂkɔ
statku	statku
kłosa	kwɔsa
żuta	ʐuta
woliński	vɔlʲiɲskʲi
chrześcijańskimi	xʂɛɕt͡ɕijaɲskʲimʲi
wyprowadź	vɨprɔvat͡ɕ
chałupnik	xawupɲik
dziewczynek	d͡ʑɛft͡ʂɨnɛk
prątek	prɔntɛk
skrętowicz	skrɛntɔvʲit͡ʂ
elo	ɛlɔ
łaszcz	waʂt͡ʂ
głąbik	ɡwɔmbʲik
