pamīsus	pamiːzus
peccātum	pɛkkaːt̪um
mantinēa	man̪t̪inɛːa
iaxartēs	jaksart̪ɛs
interrogō	in̪t̪ɛrrɔɡɔ
situlus	siːt̪ulus
dēvincō	d̪ɛviŋkɔ
cercō	t͡ʃɛrkɔ
maecius	mɛːt͡ʃius
gignō	d͡ʒiɲɲɔ
deificō	d̪ɛiːfikɔ
therapnae	t̪ɛrapnɛ
tadius	t̪aːd̪ius
cōnsultant	kɔnsul̪t̪an̪t̪
spēs	spɛs
angulus	aŋɡulus
sāturnālia	sat̪urnaːlia
indiscussibilis	in̪d̪iskussiːbilis
obviāte	ɔbviaːt̪ɛ
mastanabal	mast̪aːnabal
iūrisdictiō	jurisd̪ikt͡siɔ
exsecūtō	ɛksɛkuːt̪ɔ
similāgō	similaːɡɔ
lītigārem	lit̪iɡaːrɛm
flōreō	flɔːrɛɔ
longevus	lɔn̠ʲd͡ʒɛvus
asinārius	azinaːrius
zoēlae	d͡zɔɛːlɛ
aethalos	ɛːt̪alɔs
altissimus	al̪t̪issimus
nevādēnsis	nɛvad̪ɛnsis
contabulātūrus	kɔn̪t̪abulat̪uːrus
arundineus	arun̪d̪iːnɛus
magnipapillātus	maɲɲipapillaːt̪us
amāsī	amaːzi
flāvifrōns	flaːvifrɔns
tentāte	t̪ɛn̪t̪aːt̪ɛ
caballicō	kaballikɔ
cofānus	kɔfaːnus
telirrhizos	t̪ɛlirridd͡zɔs
automatārius	au̯t̪ɔmat̪aːrius
el	ɛl
sudernius	sud̪ɛrnius
etrūriae	ɛt̪ruːriɛ
cratēs	kraːt̪ɛs
diarrhoicus	d̪iarrɔːikus
verbēna	vɛrbɛːna
epimelās	ɛpiːmɛlas
gallaecus	ɡallɛːkus
argennos	ard͡ʒɛnnɔs
largificus	lard͡ʒiːfikus
fulcīnius	ful̠ʲt͡ʃiːnius
vōtus	vɔːt̪us
fabrīnius	fabriːnius
rufipēs	ruːfipɛs
praelocūtiōnī	prɛlɔkut͡siɔːni
namnētēs	namnɛːt̪ɛs
crāpulōsus	krapulɔːzus
cōnstuprō	kɔnst̪uprɔ
efficācia	ɛffikaːt͡ʃia
lyrbē	lirbɛ
spīritālis	spirit̪aːlis
adōrātī	ad̪ɔraːt̪i
invēnerimus	invɛnɛːrimus
magnificus	maɲɲiːfikus
cīvis	t͡ʃiːvis
davūricōs	d̪avuːrikɔs
ablēgō	ablɛːɡɔ
stadie	st̪aːd̪iɛ
praemium	prɛːmium
natāveritis	nat̪avɛriːt̪is
īriōnem	iriɔːnɛm
accadicus	akkaːd̪ikus
accentor	att͡ʃɛn̪t̪ɔr
facinorōsus	fat͡ʃinɔrɔːzus
cordātus	kɔrd̪aːt̪us
cocciferus	kɔtt͡ʃiːfɛrus
discīplīnātus	d̪iʃʃiplinaːt̪us
octaedros	ɔkt̪ɛːd̪rɔs
soleātus	sɔlɛaːt̪us
conlīdō	kɔnliːd̪ɔ
stlātārius	st̪lat̪aːrius
basa	baːza
perflō	pɛrflɔ
phanotē	faːnɔt̪ɛ
cornipēs	kɔrnipɛs
bomītae	bɔmiːt̪ɛ
vadum	vaːd̪um
brangosī	braŋɡɔzi
lacerātrīx	lat͡ʃɛraːt̪riks
conimbrīga	kɔnimbriːɡa
arripiō	arriːpiɔ
ācridentātus	akrid̪ɛn̪t̪aːt̪us
laudāvī	lau̯d̪aːvi
excellentior	ɛkst͡ʃɛllɛnt͡siɔr
arsineum	arsiːnɛum
assevērātē	assɛvɛraːt̪ɛ
maurītānia	mau̯rit̪aːnia
mastichinus	mast̪iːkinus
vulgāta	vulɡaːt̪a
attāminō	at̪t̪aːminɔ
salō	saːlɔ
clārificātiō	klarifikaːt͡siɔ
olidō	ɔːlid̪ɔ
decibilī	d̪ɛt͡ʃiːbili
nigriventris	niɡrivɛn̪t̪ris
exemplum	ɛksɛmplum
sardonius	sard̪ɔːnius
blandiloquentia	blan̪d̪ilɔkwɛnt͡sia
arellius	arɛllius
redūce	rɛd̪uːt͡ʃɛ
neripī	nɛːripi
oxygenium	ɔksid͡ʒɛːnium
salvificus	salviːfikus
vīllāticus	villaːt̪ikus
sūtrīnus	sut̪riːnus
michaēlium	mikaɛːlium
neō	nɛːɔ
intercīdō	in̪t̪ɛrt͡ʃiːd̪ɔ
dēfēnsīva	d̪ɛfɛnsiːva
pīneus	piːnɛus
lārīnum	lariːnum
plēias	plɛːjas
clāreō	klaːrɛɔ
plūrifōrmis	plurifɔrmis
exlēx	ɛkslɛks
cacometer	kakɔːmɛt̪ɛr
prōcērus	prɔt͡ʃɛːrus
deargentō	d̪ɛard͡ʒɛn̪t̪ɔ
recēdō	rɛt͡ʃɛːd̪ɔ
patricē	paːt̪rit͡ʃɛ
dēportat	d̪ɛpɔrt̪at̪
praepōnō	prɛpɔːnɔ
pardus	pard̪us
staca	st̪aːka
carmylēssus	karmilɛssus
lātrāveris	lat̪raːvɛris
molycria	mɔliːkria
jabolēnus	jabɔlɛːnus
initium	iniːt͡sium
aureātus	au̯rɛaːt̪us
abdicārem	abd̪ikaːrɛm
lopsica	lɔpsika
cūra	kuːra
viscivorus	viʃʃiːvɔrus
offēnse	ɔffɛnsɛ
dēstringō	d̪ɛst̪riŋɡɔ
prōnurus	prɔːnurus
carpālis	karpaːlis
ūndecim	un̪d̪ɛt͡ʃim
glaeba	ɡlɛːba
absimilis	apsiːmilis
obsignāverimus	ɔpsiɲɲavɛriːmus
nāsceris	naʃʃɛːris
spīneus	spiːnɛus
coinquinātus	kɔiŋkwinaːt̪us
domna	d̪ɔmna
astrōn	ast̪rɔn
carotovorus	karɔt̪ɔːvɔrus
obstruō	ɔpst̪ruɔ
segessera	sɛd͡ʒɛssɛra
cāneō	kaːnɛɔ
portiō	pɔrt͡siɔ
denda	d̪ɛn̪d̪a
rhētoricōteros	rɛt̪ɔrikɔːt̪ɛrɔs
leontīnī	lɛɔn̪t̪iːni
paucimaculātus	pau̯t͡ʃimakulaːt̪us
palūdātus	palud̪aːt̪us
antipagmenta	an̪t̪ipaɡmɛn̪t̪a
natātōriō	nat̪at̪ɔːriɔ
voluntābundus	vɔlun̪t̪abun̪d̪us
saturantī	sat̪uran̪t̪i
iāniculus	janiːkulus
ōrātōrius	ɔrat̪ɔːrius
asterīscus	ast̪ɛriskus
servīlis	sɛrviːlis
impēnsius	impɛnsius
ovāverimus	ɔvavɛriːmus
lētālēs	lɛt̪aːlɛs
cūriosolītēs	kuriɔzɔliːt̪ɛs
saturāssem	sat̪urassɛm
būcinum	buːt͡ʃinum
circulātōrius	t͡ʃirkulat̪ɔːrius
mitilō	miːt̪ilɔ
ēlēctōrum	ɛlɛkt̪ɔːrum
mandāverimus	man̪d̪avɛːrimus
longiusculus	lɔn̠ʲd͡ʒiuskulus
segūsiāvī	sɛɡuziaːvi
geōgraphia	d͡ʒɛɔɡraːfia
acutrī	aːkut̪ri
irrumō	irrumɔ
īnfōrmātīva	infɔrmat̪iːva
mītigāveritis	mit̪iɡavɛːrit̪is
nūtātīs	nut̪aːt̪is
īnsatiābilis	insat͡siaːbilis
thȳinus	t̪iːinus
illigāveritis	illiɡavɛːrit̪is
convalō	kɔnvalɔ
spūmō	spuːmɔ
amāsis	amaːzis
sortītō	sɔrt̪iːt̪ɔ
scrībillō	skribillɔ
homophylophilia	ɔmɔfilɔfiːlia
paedagōgātus	pɛd̪aɡɔɡaːt̪us
corydalla	kɔrid̪alla
fundī	fun̪d̪i
prūna	pruːna
grātulābundus	ɡrat̪ulabun̪d̪us
alyattēs	aliat̪t̪ɛs
vēnōsōs	vɛnɔːzɔs
siclus	siːklus
later	laːt̪ɛr
dīxeritis	d̪iksɛriːt̪is
invēnerimus	invɛnɛriːmus
pulverulentus	pulvɛrulɛn̪t̪us
mittō	mit̪t̪ɔ
laenās	lɛːnas
magnēs	maɲɲɛs
inōrātus	inɔraːt̪us
cōmis	kɔːmis
cantātis	kan̪t̪aːt̪is
dulcāmine	d̪ulkaːminɛ
tomō	t̪ɔːmɔ
nūnciī	nun̠ʲt͡ʃii
abigeātor	abid͡ʒɛaːt̪ɔr
trānspārēns	t̪ranspaːrɛns
aequātis	ɛkwaːt̪is
ēverrō	ɛvɛrrɔ
hūmeō	uːmɛɔ
ūtopia	ut̪ɔːpia
idiōma	id̪iɔːma
augē	au̯d͡ʒɛ
tractomelītus	t̪rakt̪ɔmɛliːt̪us
ēlaqueātiōne	ɛlakwɛat͡siɔːnɛ
eutheriston	ɛu̯t̪ɛrist̪ɔn
oxyntās	ɔksin̪t̪as
cooperor	kɔɔːpɛrɔr
ibēricae	ibɛːrit͡ʃɛ
parallēlus	parallɛːlus
sāgum	saːɡum
cruciāmen	krut͡ʃiaːmɛn
fōrmella	fɔrmɛlla
brevifolius	brɛvifɔːlius
calyptra	kalipt̪ra
haganōn	aːɡanɔn
quattuorvirātus	kwat̪t̪uɔrviraːt̪us
cōnfrāctiō	kɔnfrakt͡siɔ
agnōminātiōnibus	aɲɲɔminat͡siɔːnibus
incohāverimus	iŋkɔavɛriːmus
cadūsiī	kad̪uːzii
hyperanthēs	ipɛran̪t̪ɛs
incendiāria	in̠ʲt͡ʃɛn̪d̪iaːria
vēsāniēns	vɛzaːniɛns
ozaena	ɔdd͡zɛːna
citandus	t͡ʃit̪an̪d̪us
stips	st̪ips
bavaricus	bavaːrikus
saturāsse	sat̪urassɛ
autololēs	au̯t̪ɔːlɔlɛs
ēlinguis	ɛliŋɡwis
flāveō	flaːvɛɔ
tuburcinābundus	t̪uburt͡ʃinabun̪d̪us
colarnī	kɔlarni
caphāreus	kafaːrɛu̯s
fūnerō	fuːnɛrɔ
conceptus	kɔn̠ʲt͡ʃɛpt̪us
lībrāveritis	libravɛriːt̪is
roraimēnsēs	rɔraimɛnsɛs
leopardus	lɛɔpard̪us
iaponus	jaːpɔnus
sibi	siːbi
hygra	iːɡra
cloelius	klɛːlius
condātē	kɔn̪d̪aːt̪ɛ
habitātiō	abit̪aːt͡siɔ
praeoptō	prɛɔpt̪ɔ
geminō	d͡ʒɛːminɔ
cytōrus	t͡ʃit̪ɔːrus
lēma	lɛːma
condiō	kɔn̪d̪iɔ
prāvus	praːvus
dēcolor	d̪ɛːkɔlɔr
dēmiūrgus	d̪ɛmiurɡus
succēdō	sutt͡ʃɛːd̪ɔ
patriarchia	pat̪riarkia
mūsēum	muzɛːum
acceia	att͡ʃɛja
subvolō	subvɔlɔ
obruō	ɔbruɔ
triangulāris	t̪riaŋɡulaːris
numerāveris	numɛraːvɛris
ūnam	uːnam
relātīvisticus	rɛlat̪ivist̪ikus
maledīcī	malɛd̪iːt͡ʃi
theologia	t̪ɛɔlɔːd͡ʒia
noscopium	nɔskɔːpium
harpīna	arpiːna
caryōta	kariɔːt̪a
effervēscō	ɛffɛrvɛskɔ
praelēgō	prɛlɛːɡɔ
propitius	prɔpiːt͡sius
rotātiō	rɔt̪aːt͡siɔ
caetribonī	t͡ʃɛt̪riːbɔni
cohibēre	kɔibɛːrɛ
segūsiō	sɛɡuːziɔ
ēvolvās	ɛvɔlvas
naupēgus	nau̯pɛːɡus
dēfēnsīvus	d̪ɛfɛnsiːvus
aconītus	akɔniːt̪us
olorus	ɔːlɔrus
augmentīs	au̯ɡmɛn̪t̪is
dēfīnītīve	d̪ɛfinit̪iːvɛ
dēsīdia	d̪ɛziːd̪ia
palliolum	palliːɔlum
mūrālis	muraːlis
parissimē	parissimɛ
mellītula	mɛlliːt̪ula
astrōsus	ast̪rɔːzus
umbrō	umbrɔ
rīsōrius	rizɔːrius
orbōna	ɔrbɔːna
glōrificārās	ɡlɔrifikaːras
meritissimō	mɛrit̪issimɔ
natātis	nat̪aːt̪is
stegnus	st̪ɛɲɲus
apage	aːpad͡ʒɛ
sēnō	sɛːnɔ
illiciō	illiːt͡ʃiɔ
putreō	puːt̪rɛɔ
bryazōn	briadd͡zɔn
silurēs	siːlurɛs
obsolēscō	ɔpsɔlɛskɔ
superveniō	supɛrvɛːniɔ
interpolō	in̪t̪ɛrpɔlɔ
vulnerābilis	vulnɛraːbilis
pōlulus	pɔːlulus
savō	saːvɔ
trīnō	t̪riːnɔ
dēstitūtus	d̪ɛst̪it̪uːt̪us
dēmūtō	d̪ɛmuːt̪ɔ
īnfōrmāveritis	infɔrmavɛriːt̪is
ēdōnī	ɛd̪ɔːni
praediālis	prɛd̪iaːlis
pēnsī	pɛnsi
exhaurī	ɛksau̯ri
ībō	iːbɔ
dēficere	d̪ɛfiːt͡ʃɛrɛ
coagitō	kɔaːd͡ʒit̪ɔ
blatta	blat̪t̪a
sullāturiō	sullat̪uːriɔ
sūra	suːra
asservō	assɛrvɔ
valefaciō	valɛfaːt͡ʃiɔ
deitās	d̪ɛːit̪as
dalecarlia	d̪alɛkarlia
pacōnius	pakɔːnius
apiānus	apiaːnus
adcommodō	at̪kɔmmɔd̪ɔ
sēcessiō	sɛt͡ʃɛssiɔ
cōnscientia	kɔn̠ʲʃiɛnt͡sia
scholāris	skɔlaːris
lītigāverimus	lit̪iɡavɛriːmus
pulmentum	pulmɛn̪t̪um
incentīvus	in̠ʲt͡ʃɛn̪t̪iːvus
taurifer	t̪au̯rifɛr
afa	aːfa
tabla	t̪aːbla
curtō	kurt̪ɔ
corruptor	kɔrrupt̪ɔr
mēchanicus	mɛkaːnikus
sua	suːa
anagignōscomena	anad͡ʒiɲɲɔskɔːmɛna
superficiēs	supɛrfiːt͡ʃiɛs
lūcar	luːkar
bīthȳnia	bit̪iːnia
coluber	kɔːlubɛr
contingentia	kɔn̪t̪in̠ʲd͡ʒɛnt͡sia
absonus	apsɔnus
adamantinus	ad̪aman̪t̪inus
indicātīvus	in̪d̪ikat̪iːvus
longula	lɔŋɡula
helōrum	ɛlɔːrum
tremulus	t̪rɛːmulus
comātius	kɔmaːt͡sius
verbīnum	vɛrbiːnum
sophia	sɔːfia
dīvīnus	d̪iviːnus
fābricātrīx	fabrikaːt̪riks
auxiliō	au̯ksiːliɔ
hypsipylē	ipsiːpilɛ
prōdīcō	prɔd̪iːkɔ
asellius	azɛllius
rāritās	raːrit̪as
affriō	affriɔ
tuscia	t̪uʃʃia
pugilātor	pud͡ʒilaːt̪ɔr
aureōmarginātus	au̯rɛɔmard͡ʒinaːt̪us
resolūtus	rɛzɔluːt̪us
dysōrum	d̪izɔːrum
proliferus	prɔliːfɛrus
cālīgātiō	kaliɡaːt͡siɔ
cutiliae	kut̪iːliɛ
strūctilis	st̪rukt̪ilis
sarcinātus	sart͡ʃinaːt̪us
simplificandus	simplifikan̪d̪us
falsiloquium	falsilɔːkwium
afrānius	afraːnius
volūmen	vɔluːmɛn
parilis	paːrilis
ghanēnsis	ɡʰanɛnsis
angelus	an̠ʲd͡ʒɛlus
prōgignō	prɔd͡ʒiɲɲɔ
recrepō	rɛːkrɛpɔ
ambulātiuncula	ambulat͡siuŋkula
īnfēstāverimus	infɛst̪avɛriːmus
doctōrer	d̪ɔkt̪ɔːrɛr
zarax	d͡zaːraks
nothus	nɔːt̪us
hebraeus	ɛbrɛːus
catarrhactēs	kat̪arrakt̪ɛs
vīvus	viːvus
ōreae	ɔːrɛɛ
prōpōnō	prɔpɔːnɔ
phellus	fɛllus
torsiōnēs	t̪ɔrsiɔːnɛs
socer	sɔːt͡ʃɛr
cicātrīx	t͡ʃikaːt̪riks
perdepsō	pɛrd̪ɛpsɔ
tinniō	t̪inniɔ
flāvionāvia	flaviɔnaːvia
triseriātus	t̪rizɛriaːt̪us
clepta	klɛpt̪a
perhibēret	pɛribɛːrɛt̪
obnūbilō	ɔbnuːbilɔ
ēmigrās	ɛːmiɡras
īsidōrus	izid̪ɔːrus
piat	piːat̪
rheuma	rɛu̯ma
hodiernus	ɔd̪iɛrnus
benignitās	bɛniɲɲit̪as
arrigō	arriɡɔ
claudicātiō	klau̯d̪ikaːt͡siɔ
extemporāliter	ɛkst̪ɛmpɔraːlit̪ɛr
septemgeminus	sɛpt̪ɛn̠ʲd͡ʒɛːminus
īnflammāveritis	inflammavɛriːt̪is
pavīmentō	pavimɛn̪t̪ɔ
quantuslibet	kwan̪t̪uslibɛt̪
sēmiustus	sɛmiust̪us
fuscoguttātus	fuskɔɡut̪t̪aːt̪us
obrizus	ɔbridd͡zus
īnfōrmātīve	infɔrmat̪iːvɛ
imperitāveritis	impɛrit̪avɛːrit̪is
summergō	summɛrɡɔ
trānslātīvus	t̪ranslat̪iːvus
hirūdō	iruːd̪ɔ
balaustīnus	balau̯st̪iːnus
īnscītus	in̠ʲʃiːt̪us
redundantēs	rɛziliɛn̪t̪ɛs
lacerantēs	lat͡ʃɛran̪t̪ɛs
parturibundus	part̪uribun̪d̪us
unguentātus	uŋɡwɛn̪t̪aːt̪us
graviter	ɡraːvit̪ɛr
varia	vaːria
amyzōn	amidd͡zɔn
cisimbrium	t͡ʃizimbrium
abellīnum	abɛlliːnum
sescentae	sɛʃʃɛn̪t̪ɛ
terrestris	t̪ɛrrɛst̪ris
nīxābundus	niksabun̪d̪us
battuālia	bat̪t̪uaːlia
bardō	bard̪ɔ
sūtriballus	sut̪riballus
ūndecimus	un̪d̪ɛːt͡ʃimus
bogotēnsis	bɔɡɔt̪ɛnsis
supervēnerimus	supɛrvɛnɛːrimus
īnsēparābilis	insɛparaːbilis
magnārius	maɲɲaːrius
kalendās	kalɛn̪d̪as
centipēs	t͡ʃɛn̪t̪ipɛs
incendia	in̠ʲt͡ʃɛn̪d̪ia
abietinus	abiɛːt̪inus
oppidum	ɔppid̪um
ariānis	ariaːnis
admurmurātiō	ad̪murmuraːt͡siɔ
bāsium	baːzium
ineffugibilis	inɛffud͡ʒiːbilis
cernō	t͡ʃɛrnɔ
capitōlias	kapit̪ɔːlias
effluō	ɛffluɔ
ciabrus	t͡ʃiːabrus
arcārius	arkaːrius
quadrāgintā	kwad̪rad͡ʒin̪t̪a
ēvolvēs	ɛvɔlvɛs
amoenifer	amɛːnifɛr
adiaculātus	ad̪jakulaːt̪us
pācificātōrius	pat͡ʃifikat̪ɔːrius
praecinō	prɛːt͡ʃinɔ
maius	maːjus
gestātōrius	d͡ʒɛst̪at̪ɔːrius
dēsōlātōrius	d̪ɛzɔlat̪ɔːrius
adbreviāverimus	ad̪brɛviavɛːrimus
cucumerifōrme	kukumɛrifɔrmɛ
prōscrīpta	prɔskript̪a
pendere	pɛn̪d̪ɛːrɛ
aesōpicus	ɛzɔːpikus
politōrium	pɔlit̪ɔːrium
auxiliātrīce	au̯ksiliat̪riːt͡ʃɛ
pāsciminī	paʃʃiːmini
īnfīnītīvus	infinit̪iːvus
āctuāssēs	akt̪uassɛs
peripheriālis	pɛrifɛriaːlis
prōpositiō	prɔpɔziːt͡siɔ
aberrātiō	abɛrraːt͡siɔ
mātruēlis	mat̪ruɛːlis
invictus	invikt̪us
grandaevus	ɡran̪d̪ɛːvus
volantēs	vɔlan̪t̪ɛs
medma	mɛd̪ma
ancillula	an̠ʲt͡ʃillula
pontificius	pɔn̪t̪ifiːt͡ʃius
trēspēs	t̪rɛspɛs
connexō	kɔnnɛksɔ
britannia	brit̪annia
scorpiō	skɔrpiɔ
maledicē	malɛːd̪it͡ʃɛ
obturbātīs	ɔpt̪urbaːt̪is
inconvenientiae	iŋkɔnvɛniɛnt͡siɛ
rēx	rɛks
intempestīvōs	in̪t̪ɛmpɛst̪iːvɔs
mānī	maːni
lopadūsa	lɔpad̪uːza
interrētiālis	in̪t̪ɛrrɛt͡siaːlis
affābilitātibus	affabilit̪aːt̪ibus
meitnerium	mɛi̯t̪nɛːrium
biplex	biːplɛks
renovō	rɛːnɔvɔ
belgica	bɛl̠ʲd͡ʒika
mariscos	mariskɔs
affīnis	affiːnis
venostēs	vɛnɔst̪ɛs
orchēstra	ɔrkɛst̪ra
synāpium	sinaːpium
oblocūtiō	ɔblɔkuːt͡siɔ
crisimus	kriːzimus
fuerāmus	fuɛraːmus
mētropolis	mɛt̪rɔːpɔlis
apud	aːpud̪
corneolus	kɔrnɛːɔlus
tropina	t̪rɔːpina
libiciī	libiːt͡ʃii
nāvātis	navaːt̪is
zetis	d͡zɛːt̪is
lūsor	luːzɔr
mulelacha	mulɛːlaka
amulum	aːmulum
chēruscī	kɛruʃʃi
acanthophyllus	akan̪t̪ɔfillus
pervēnerimus	pɛrvɛnɛriːmus
fraxineus	fraksiːnɛus
peradulescēns	pɛrad̪ulɛʃʃɛns
septemvir	sɛpt̪ɛmvir
audētō	au̯d̪ɛːt̪ɔ
pelophilus	pɛlɔːfilus
gaudentius	ɡau̯d̪ɛnt͡sius
cambrēnsis	kambrɛnsis
asseria	assɛːria
volerō	vɔːlɛrɔ
syrus	siːrus
zephyrium	d͡zɛfiːrium
koraiēnsis	kɔrajɛnsis
latitarsis	lat̪it̪arsis
vīnālis	vinaːlis
ludovīciāna	lud̪ɔvit͡ʃiaːna
abrenūntiō	abrɛnunt͡siɔ
onerāveritis	ɔnɛravɛːrit̪is
prōvocātīva	prɔvɔkat̪iːva
vettius	vɛt̪t̪ius
īnfernālis	infɛrnaːlis
perōsus	pɛrɔːzus
crāstinus	krast̪inus
observantia	ɔpsɛrvant͡sia
hedius	ɛːd̪ius
persubtīlis	pɛrsupt̪iːlis
dasumius	d̪azuːmius
merīdiāna	mɛrid̪iaːna
ultimus	ul̪t̪imus
problēmaticus	prɔblɛmaːt̪ikus
tamphilus	t̪amfilus
elephantus	ɛlɛfan̪t̪us
legūminōsa	lɛɡuminɔːza
miltos	mil̪t̪ɔs
pugillāris	pud͡ʒillaːris
comprobātor	kɔmprɔbaːt̪ɔr
orthogōnius	ɔrt̪ɔɡɔːnius
albofasciātus	albɔfaʃʃiaːt̪us
porta	pɔrt̪a
cleobūlus	klɛɔbuːlus
fregēnae	frɛd͡ʒɛːnɛ
ōeroē	ɔɛːrɔɛ
turiō	t̪uːriɔ
michaēl	miːkaɛl
iūdicium	jud̪iːt͡ʃium
arabēs	aːrabɛs
intempestīve	in̪t̪ɛmpɛst̪iːvɛ
satagō	saːt̪aɡɔ
cleōn	klɛːɔn
vinxeritis	viŋksɛriːt̪is
tubicinēs	t̪ubiːt͡ʃinɛs
quadrīga	kwad̪riːɡa
carnaticus	karnaːt̪ikus
pēnsilis	pɛnsilis
homullus	ɔmullus
humāveritis	umavɛːrit̪is
levēs	lɛːvɛs
lābilis	laːbilis
magnifice	maɲɲiːfit͡ʃɛ
quīppe	kwippɛ
pavor	paːvɔr
abascantissimus	abaskan̪t̪us
incurvāveritis	iŋkurvavɛriːt̪is
barathrum	baːrat̪rum
lībāverimus	libavɛːrimus
zacynthus	d͡zat͡ʃin̪t̪us
būculus	buːkulus
sasima	saːzima
apertīs	apɛrt̪is
nū̆cleus	nuːklɛus
madefaciō	mad̪ɛfaːt͡ʃiɔ
martyr	mart̪ir
ileī	iːlɛi
audītūra	au̯d̪it̪uːra
pastae	past̪ɛ
chanis	kaːnis
congius	kɔn̠ʲd͡ʒius
baroptenus	barɔpt̪ɛnus
appōnō	appɔːnɔ
ahēneus	aɛːnɛus
dīlūcēscō	d̪ilut͡ʃɛskɔ
admīrābiliter	ad̪mirabiːlit̪ɛr
sampsārum	sampsaːrum
incontrādīcibilis	iŋkɔn̪t̪rad̪it͡ʃiːbilis
amarynthus	amarin̪t̪us
lūxuriāveris	luksuriaːvɛris
sēgregāre	sɛɡrɛɡaːrɛ
inlaesus	inlɛːzus
casātius	kazaːt͡sius
sentius	sɛnt͡sius
duodecimvirātus	d̪uɔd̪ɛt͡ʃimviraːt̪us
satur	saːt̪ur
audītōrium	au̯d̪it̪ɔːrium
radium	raːd̪ium
addecet	ad̪d̪ɛt͡ʃɛt̪
gadarēnus	ɡad̪arɛːnus
tȳrotarīchos	t̪irɔt̪ariːkɔs
exsūgō	ɛksuːɡɔ
revinxeritis	rɛviŋksɛːrit̪is
nivālis	nivaːlis
lēnīmentum	lɛnimɛn̪t̪um
pēnsus	pɛnsus
strontium	st̪rɔnt͡sium
mūsarāneus	muzaraːnɛus
numitōrius	numit̪ɔːrius
cōnserva	kɔnsɛrva
phallō	fallɔ
perspiciō	pɛrspiːt͡ʃiɔ
speciēs	spɛːt͡ʃiɛs
septēnī	sɛpt̪ɛːni
meliboea	mɛlibɛːa
contumācia	kɔn̪t̪umaːt͡ʃia
ēn	ɛn
clōdicō	klɔːd̪ikɔ
anus	aːnus
olvātium	ɔlvaːt͡sium
alexipharmacon	alɛksifarmakɔn
auctōritās	au̯kt̪ɔːrit̪as
toxicum	t̪ɔksikum
zōotrophīon	d͡zɔɔt̪rɔfiːɔn
blasphēmō	blasfɛːmɔ
oclatius	ɔklaːt͡sius
āctuem	akt̪uɛm
pugillor	pud͡ʒillɔr
uērus	vɛːrus
cuningeria	kunin̠ʲd͡ʒɛːria
flagellō	flad͡ʒɛllɔ
diadochos	d̪iaːd̪ɔkɔs
mactātīs	makt̪aːt̪is
superiacere	supɛrjaːt͡ʃɛrɛ
īnfōrmātiō	infɔrmaːt͡siɔ
mangō	maŋɡɔ
fraudulenter	frau̯d̪ulɛn̪t̪ɛr
citharista	t͡ʃit̪arist̪a
bellor	bɛllɔr
anteferō	an̪t̪ɛːfɛrɔ
hinnibundus	innibun̪d̪us
adoperiō	ad̪ɔpɛːriɔ
bellidux	bɛllid̪uks
ungarī	uŋɡari
gehenna	d͡ʒɛɛnna
indomitus	in̪d̪ɔːmit̪us
geōrgiānus	d͡ʒɛɔrd͡ʒiaːnus
cooperātīvō	kɔɔpɛrat̪iːvɔ
tuātim	t̪uaːt̪im
abigō	aːbiɡɔ
superficiē	supɛrfiːt͡ʃiɛ
calabria	kalaːbria
aberrantēs	abɛrran̪t̪ɛs
celsitūdō	t͡ʃɛlsit̪uːd̪ɔ
liceō	liːt͡ʃɛɔ
toretae	t̪ɔːrɛt̪ɛ
spērō	spɛːrɔ
mītigātīs	mit̪iɡaːt̪is
reprehendō	rɛprɛɛn̪d̪ɔ
amāzonēnsis	amadd͡zɔnɛnsis
strictūra	st̪rikt̪uːra
turenum	t̪uːrɛnum
invītat	inviːt̪at̪
līlāceus	lilaːt͡ʃɛus
combibōnibus	kɔmbibɔːnibus
pulvīnātus	pulvinaːt̪us
corruptēla	kɔrrupt̪ɛːla
remoror	rɛːmɔrɔr
orītis	ɔriːt̪is
saevīritis	sɛviriːt̪is
aggubernō	aɡɡubɛrnɔ
adoptiō	ad̪ɔpt͡siɔ
grāmineus	ɡramiːnɛus
pecūliāris	pɛkuliaːris
rosārius	rɔzaːrius
fimicolus	fimiːkɔlus
obrogō	ɔbrɔɡɔ
complexō	kɔmplɛksɔ
fābulātor	fabulaːt̪ɔr
olca	ɔlka
mōror	mɔːrɔr
tricassēs	t̪rikassɛs
hecuba	ɛːkuba
blasphēmia	blasfɛːmia
polīmenta	pɔlimɛn̪t̪a
spīrituum	spiriːt̪uum
maroboduus	marɔbɔːd̪uus
latēscō	lat̪ɛskɔ
coëmō	kɔːɛmɔ
aliquantus	alikwan̪t̪us
brachiocephalicus	brakiɔt͡ʃɛfaːlikus
arviatēs	arviːat̪ɛs
mortārium	mɔrt̪aːrium
altiō	alt͡siɔ
phȳcūs	fiːkus
macrīnus	makriːnus
flammipēs	flammipɛs
aperuerant	apɛruːɛran̪t̪
adōrantī	ad̪ɔran̪t̪i
altellus	al̪t̪ɛllus
pāvōnīnus	pavɔniːnus
dēfatīgātiō	d̪ɛfat̪iɡaːt͡siɔ
amphēmerinos	amfɛmɛːrinɔs
superiaciō	supɛrjaːt͡ʃiɔ
lītigor	liːt̪iɡɔr
trōglodytēs	t̪rɔɡlɔːd̪it̪ɛs
īnfrēnis	infrɛːnis
lībera	liːbɛra
vindius	vin̪d̪ius
vatius	vaːt͡sius
erēmīticus	ɛrɛmiːt̪ikus
cellula	t͡ʃɛllula
