ajornor	ad͡ʒornɔr
anciena	ant͡sijena
arti	arti
lundio	lundiɔ
merkato	merkato
lamenti	lamenti
skikuranta	skikuranta
bandajizati	bandad͡ʒizati
repudiez	repudi̯ɛz
beko	beko
arkivisto	arkivisto
botanizote	botanizote
lagi	laɡi
bandajizonta	bandad͡ʒizonta
pluvar	pluvaɾ
piktar	piktar
vizajo	vizad͡ʒo
dansar	dansar
kindo	kindo
konjedar	konʒedar
agro	aɡro
envolvez	envolvɛz
tentota	tentota
apertita	apertita
blankigar	blankiɡar
odorar	odorar
glutus	ɡlutus
amorinti	amorinti
tentez	tentɛs
od	ɔd
sorgite	sorɡite
menciononta	ment͡si̯ononta
lore	lore
spico	spit͡so
distingar	distinɡar
kunfuzar	kunfuzar
memorinto	memorinto
bramus	bramus
frapez	frapɛz
abdikas	abdikas
koloro	kɔlɔɾɔ
organika	orɡanika
che	t͡ʃe
guindo	ɡwindo
salvo	salvo
flamo	flamo
oceani	ot͡seani
tentati	tentati
apertos	apertɔs
magio	maɡijo
monstri	monstri
akuziti	akuziti
motoro	motoro
m	me
izraelido	izraelido
strikis	strikis
botanizante	botanizante
gravitus	ɡravitus
anuncar	anunt͡sar
defensez	defensɛz
iracas	irat͡sas
papo	papo
kantonti	kantonti
desorganizus	desorɡanizus
paco	pat͡so
propagado	propaɡado
insultir	insultir
decidez	det͡sidɛz
automobilo	au̯tɔmɔbilɔ
hido	hido
naufrajar	nau̯fraʒar
aplikinti	aplikinti
nokto	nokto
temporo	tɛmporo
demonstros	demonstrɔs
disciplinor	dist͡siplinɔr
prostracar	prostrat͡sar
equilibro	ekvilibro
bisextila	bisɛɡztila
demonstri	demonstri
sorgota	sorɡota
krimino	krimino
luktar	luktar
exteraji	eksteraʒi
broshuro	broʃuro
nociva	not͡siva
akuzate	akuzate
jetanto	d͡ʒetanto
malakiti	malakiti
fragi	fraɡi
memorote	memorote
mamo	mamo
stulo	stulo
dispozez	dispozɛz
stuvo	stuvo
kantir	kantir
triumfo	triumfo
equilibrinto	ekvilibrinto
februari	februari
fiancitino	fiant͡sitino
benedikar	benedikar
melanino	melanino
heroeso	heroeso
vadonti	vadonti
likata	likata
laxigor	laɡziɡɔr
transpozar	transpozar
saturanta	saturanta
adicionas	adit͡si̯onas
esanta	esanta
pulsaro	pulsaro
babilachez	babilat͡ʃɛz
favoriti	favoriti
facila	fat͡sila
personala	personala
konjelar	konʒelar
altaji	altad͡ʒi
bandajizanti	bandaʒizanti
koquinti	kokvinti
respiras	respiras
akompanita	akompanita
olua	olwa
divorcigar	divort͡siɡar
procento	prot͡sento
fanfaronar	fanfaronar
dispozar	dispozar
fantaziez	fantazi̯ɛs
exkuzo	ɛkskuzɔ
morfino	morfino
genomi	ɡenomi
extensar	ɛɡztɛnsar
aktoro	aktɔɾɔ
adorate	adorate
agnoskita	aɡnoskita
albergestro	albɛrɡɛstro
westo	westo
adoronte	adoronte
ventos	ventɔs
manjebla	manʒebla
fotografez	fotoɡrafɛs
mustardo	mustardo
internaciona	internat͡siona
fantazius	fantazi̯us
torono	tɔɾɔnɔ
agnoskite	aɡnoskite
kazo	kazo
trahizanti	trahizanti
frapota	frapota
afecionar	afet͡sionar
frapo	frapo
aktorino	aktɔɾinɔ
jovdii	d͡ʒovdii
plumaligar	plumaliɡar
interviuvar	intɛɾvjuvaɾ
jaluza	ʒaluza
manko	manko
aplikiti	aplikiti
extraordinara	ekstraordinarijo
abatinti	abatinti
me	mɛ
stufinto	stufinto
t	te
polala	polala
botanizinto	botanizinto
judikoto	d͡ʒudikoto
favoras	favoras
kavalo	kavalo
bujio	bud͡ʒi̯o
digna	diɡna
prejudiko	pred͡ʒudiko
restaurate	restau̯rate
transitar	tɾansitaɾ
perkutar	perkutar
bandajizanti	bandad͡ʒizanti
festinonta	festinonta
cise	t͡sise
brino	bɾinɔ
iracor	irat͡sɔr
aranjos	arand͡ʒɔs
insularo	insularo
recepcionus	ret͡sept͡si̯onus
jeristo	d͡ʒeristo
disimulis	disimulis
dungo	dunɡo
aboliso	aboliso
incendiez	int͡sendi̯ɛz
jupizar	ʒupizar
jari	d͡ʒari
fotografato	fotoɡrafato
visilo	visilo
naturo	naturo
exasperanta	eksasperanta
problemo	problemo
equilibronto	eku̯ilibronto
komplikis	komplikis
universo	universo
startar	startar
abrevias	abrevi̯as
ajustar	aʒustar
bandajizonto	bandaʒizonto
jako	d͡ʒako
koquor	kokwɔr
rakar	rakar
perpetua	perpetua
reklamacar	reklamat͡sar
indutar	indutar
abandonus	abandonus
predicas	predit͡sas
herbo	herbo
endokarpo	endokarpo
desfacilaji	desfat͡silad͡ʒi
kontributajo	kontributaʒo
parto	parto
martelo	martelo
promulgos	promulɡɔs
iracir	irat͡sir
fortigate	fortiɡate
bonfacar	bɔnfat͡sar
bersar	bersar
desplumizar	desplumizar
auskultilo	au̯skultilo
linguo	linɡvo
devota	devota
filtriti	filtriti
akademiano	akademi̯ano
desfacileskar	desfat͡sileskar
festinos	festinɔs
explikis	eksplikis
equilibriti	ekvilibriti
magazino	maɡazino
laxigas	laksiɡas
kokoso	kokoso
dicato	dit͡sato
equilibrante	ekvilibrante
fluar	flu̯ar
saltar	saltar
nocar	not͡sar
aceptonte	at͡septonte
memorota	memorota
volfo	volfo
sofismi	sofismi
kande	kandɛ
perucho	perut͡ʃo
koquoto	kokwoto
infanto	infanto
rasponto	rasponto
granizez	ɡranizɛz
abatiso	abatiso
adsur	adsur
brechizati	bret͡ʃizati
tirkesto	tirkɛsto
responsiva	responsiva
alejir	aled͡ʒir
dubar	dubar
disimulas	disimulas
somero	somero
agnoskota	aɡnoskota
ibe	ibe
tentor	tentɔr
leda	leda
dika	dika
siesto	siesta
kandelieri	kandeli̯eri
akumular	akumular
jirafi	d͡ʒirafi
bandajizita	bandad͡ʒizita
papiliono	papiliono
glatigir	ɡlatiɡir
avalancho	avalant͡ʃo
dolorigar	doloriɡar
striizis	striizis
sorginto	sorɡinto
guidez	ɡu̯idɛz
exasperante	eksasperante
jovdii	ʒovdii
horlojo	horloʒo
lorneti	lorneti
sanigez	saniɡɛz
insultis	insultis
bakonto	bakonto
rezumar	rezumar
regenerati	reɡenerati
coexistir	t͡soeksistir
febrar	febrar
atingez	atinɡɛz
gracio	ɡrat͡sjo
boliigez	boliiɡɛs
atomo	atomo
fraponto	fraponto
hike	hikɛ
bandajizito	bandad͡ʒizito
skribanta	skribanta
aplikanti	aplikanti
kartocho	kartot͡ʃo
avokado	avokado
akompanar	akompanar
akuzar	akuzar
memorez	memorɛz
kauzi	kau̯zi
jaro	ʒaro
praktikez	praktikɛs
aqua	aku̯a
ventar	ventar
kontita	kontita
akuzata	akuzata
divenar	divenar
pensionar	pensi̯onar
filtranti	filtranti
exasperanta	eɡzasperanta
judikoto	ʒudikoto
akuzota	akuzota
fabrikar	fabrikar
fortigor	fortiɡɔr
lektanto	lektanto
fuzeo	fuzeo
litiginte	litiɡinte
ganso	ɡanso
organizis	orɡanizis
skurelo	skurelo
equilibrita	eku̯ilibrita
participi	partit͡sipi
imagininti	imaɡininti
joyala	ʒojala
parashuto	paraʃuto
decidite	det͡sidite
perturbati	perturbati
irez	irɛz
sua	sua
projetanta	proʒetanta
atentonta	atentonta
trotuaro	trotuaro
filtrante	filtrante
malta	malta
botanizito	botanizito
nazo	nazo
sorgis	sorɡis
vehilo	vehilo
gulfi	ɡulfi
prezidas	prezidas
koquinto	kokvinto
favoronte	favoronte
artoverko	artoverko
jenerozesi	ʒenerozesi
brino	brino
importanta	importanta
exkuzar	ekskuzar
torto	tɔɾtɔ
kontato	kontato
babilar	babilar
ruptilo	ruptilo
pluvo	pluvo
sata	sata
detali	detali
nukleo	nukleo
memoras	memoras
delicio	dɛlit͡siɔ
nematodi	nematodi
fantaziez	fantazi̯ɛz
sukombar	sukombar
furtar	furtar
bioteknologio	bioteknoloɡio
sorgez	sorɡɛs
equilibrus	ekvilibrus
vortari	vortari
hispania	hispania
nutrivi	nutrivi
gravitonti	ɡravitonti
laudati	lau̯dati
equilibranta	ekvilibranta
fortiginte	fortiɡinte
automobilo	au̯tomobilo
imaginante	imaɡinante
printempo	printempo
mondumo	mondumo
amorati	amorati
tenera	tenera
odiate	odi̯ate
lamentinta	lamentinta
lamentinti	lamentinti
marasmo	marasmo
rasponte	rasponte
fluir	fluir
diskursi	diskursi
privacar	privat͡sar
fraciono	frat͡siono
projetata	proʒetata
equilibrinte	ekvilibrinte
exasperus	eɡzasperus
ridinda	ridinda
burjoni	burʒoni
belgia	belɡia
joyanta	ʒojanta
koquato	kokvato
detalo	detalo
piktas	piktas
depozato	depozato
abstrakta	abstrakta
favorinto	favorinto
nuko	nuko
ol	ɔl
atentite	atentite
apene	apene
quala	kwala
filtrinto	filtrinto
abandonor	abandonɔr
raspati	raspati
raspinta	raspinta
projetante	prod͡ʒetante
deputanti	deputanti
observatorii	observatorii
macedonia	mat͡sedoni̯a
insultite	insultite
chagreno	t͡ʃaɡreno
ciencisto	t͡sient͡sisto
kaudala	kau̯dala
abolisanto	abolisanto
nacionala	nat͡sjonala
planaji	planaʒi
zefiri	zefiri
legala	leɡala
odo	odo
desorganizati	desorɡanizati
exterajo	eɡzterad͡ʒo
autoryuro	au̯torjuro
revuar	revu̯ar
shamo	ʃamo
nura	nura
kunlaborir	kunlaborir
adorote	adorote
enkorpigonto	enkorpiɡonto
defensate	defensate
damnez	damnɛs
abatato	abatato
organizos	orɡanizɔs
liti	liti
akademio	akademio
atingati	atinɡati
citanti	t͡sitanti
lanjo	lanʒo
gluo	ɡluo
kontonta	kontonta
probus	probus
exekuti	eksekuti
skikurinte	skikurinte
singlu	sinɡlu
esencala	esent͡sala
skribir	skribir
predicate	predit͡sate
raspota	raspota
filozofiar	filozofiar
burleska	burleska
ajornas	ad͡ʒornas
okarino	okarino
buxo	bukso
rivereto	rivereto
iluziono	iluziono
divorco	divort͡so
boliir	boliir
heliko	heliko
vere	vere
observatorio	observatori̯o
kosmo	kosmo
kontenajo	kɔntenad͡ʒo
ya	ja
brechizez	bret͡ʃizɛz
pacala	pat͡sala
bulteno	bulteno
populara	populara
fotografor	fotoɡrafɔr
hundini	hundini
sorganti	sorɡanti
organizito	orɡanizito
ornitorinko	ornitorinko
longitudo	lonɡitudo
junio	ʒuni̯o
barelo	barelo
jorni	ʒorni
organizanto	orɡanizanto
anekdoto	anekdoto
progresi	proɡresi
quo	kwo
fakturo	fakturo
gravitinta	ɡravitinta
incendiante	int͡sendi̯ante
exasperanti	eksasperanti
redaktero	redaktero
participo	partit͡sipo
aceptanti	at͡septanti
abator	abatɔr
biti	biti
idisto	idisto
anticipar	antit͡sipar
gratigar	ɡratiɡar
poltrono	poltrono
projetate	prod͡ʒetate
manjar	mand͡ʒaɾ
mondolinguo	mondolinɡwo
anticipati	antit͡sipati
akustiko	akustiko
kruri	kruri
repudior	repudi̯ɔr
kantoto	kantoto
interlukto	interlukto
vice	vit͡se
lo	lo
hundala	hundala
kravato	kravato
trefo	trefo
lokacar	lokat͡sar
exulcero	eɡzult͡sero
sublimata	sublimata
lamentus	lamentus
mortigar	mɔrtiɡar
civitani	t͡sivitani
kabareto	kabareto
likate	likate
bramez	bramɛz
striko	striko
explikar	eksplikar
remarkar	ɾɛmaɾkaɾ
kontus	kontus
plu	plu
skriburi	skriburi
ventis	ventis
agnoskinta	aɡnoskinta
nomenklaturo	nomenklaturo
radiar	radiar
sociologio	sot͡si̯oloɡi̯o
kapreolo	kapreolo
aeroportuo	aeroportuo
adoptati	adoptati
izobari	izobari
atentata	atentata
talono	talɔnɔ
transpozez	transpozɛz
vespo	vespo
pardonar	pardonar
bolietar	boli̯etar
augmentar	au̯ɡmɛntaɾ
unajo	unaʒo
fotografar	fotoɡrafar
sorgiti	sorɡiti
pordisto	pordisto
kruelajo	kruelaʒo
febla	febla
laudir	lau̯dir
kantita	kantita
zezear	zezear
enduktar	enduktar
omnibuso	ɔmnibusɔ
aorto	aorto
krear	krear
kontributajo	kontributad͡ʒo
sa	sa
reale	reale
piktir	piktir
nitrido	nitrido
abatar	abatar
enirar	enirar
sorgoti	sorɡoti
polemikas	polemikas
expresema	ekspresema
desorganizanta	desorɡanizanta
kakar	kakar
nekrologo	nekroloɡo
kom	kom
profeto	profeto
anticipez	antit͡sipɛs
desorganizonti	desorɡanizonti
solene	solene
koloniano	kɔlɔnianɔ
desorganizoti	desorɡanizoti
sensala	sensala
bazolineo	bazolineo
koquate	kokvate
religioza	reliɡioza
honorumala	honorumala
iritar	iritar
dentisto	dentisto
administranto	administranto
atentez	atentɛz
audaco	au̯dat͡so
navigar	naviɡar
adorita	adorita
sorgate	sorɡate
kreinti	kreinti
sparar	sparar
sokursar	sokursar
praktikus	praktikus
hirundo	hirundo
kapri	kapri
facar	fat͡sar
imperiestro	imperiestro
aplikar	aplikar
depozir	depozir
dinamitagar	dinamitaɡar
nivar	nivar
sorgonta	sorɡonta
oficiez	ofit͡si̯ɛz
bandajizante	bandaʒizante
bonfaco	bonfat͡so
defensez	defensɛs
civitano	t͡sivitano
grano	ɡrano
ilo	ilo
astronomo	astronomo
makulo	makulo
eskadro	eskadro
bastonagir	bastonaɡir
joyema	d͡ʒojema
laudas	lau̯das
nomar	nomar
kruelaji	kruelad͡ʒi
organeto	oɾɡanɛtɔ
demonstrus	demonstrus
fabrikos	fabrikɔs
insertor	insertɔr
skribonti	skribonti
laxigez	laɡziɡɛs
exasperato	eksasperato
digestar	diɡestar
en	en
guidez	ɡvidɛs
konstruktar	kɔnstruktar
kambiar	kambiar
favoror	favorɔr
pronomo	pronomo
damnus	damnus
lexiko	leɡziko
pensir	pensir
hungrar	hunɡrar
pioniro	pi̯oniro
novembri	novembri
moldova	moldova
trahizata	trahizata
submisar	submisaɾ
pavilioni	pavili̯oni
pedo	pedo
sajesi	saʒesi
metadono	metadono
vertuoza	vertuoza
plumizar	plumizar
memoronti	memoronti
boliigas	boliiɡas
apertate	apertate
citonte	t͡sitonte
akuzinti	akuzinti
aranjus	aranʒus
fosato	fosato
prezidir	prezidir
placo	plat͡so
acido	at͡sido
enkorpigez	enkorpiɡɛs
desorganizanto	desorɡanizanto
festinante	festinante
granario	ɡranarjɔ
klozez	klozɛz
splito	splito
predicata	predit͡sata
pupeo	pupeo
shamigus	ʃamiɡus
obstaklo	obstaklo
delegito	deleɡito
saturas	saturas
florkaulo	florkau̯lo
brechizoti	bret͡ʃizoti
trahizar	trahizar
klimar	klimar
senhara	senhara
januaro	ʒanuaro
absoluta	absoluta
turo	turo
recepcionos	ret͡sept͡si̯onɔs
legacar	leɡat͡sar
bigamo	biɡamo
joyigar	d͡ʒojiɡar
hefo	hɛfɔ
exasperez	eksasperɛz
citonti	t͡sitonti
ze	zɛ
singla	sinɡla
projetiti	proʒetiti
adianto	adi̯anto
papala	papala
raptar	ɾaptaɾ
skiglitar	skiɡlitar
spektar	spektar
iracos	irat͡sɔs
kadro	kadro
insultati	insultati
desorganizeso	desorɡanizeso
mikrofono	mikrofono
nulo	nulo
balasto	balasto
zero	zero
mentiar	mentiar
aktoro	aktoro
dursto	dursto
irlando	irlando
organizeso	orɡanizeso
intervido	intɛrvido
pregi	preɡi
strikus	strikus
exasperor	eksasperɔr
tentoti	tentoti
libreto	libreto
rokoza	rokoza
pensas	pensas
rezumote	rezumote
lamentez	lamentɛs
jaspo	ʒaspo
bandajizate	bandaʒizate
demonstrante	demonstrante
brokato	brokato
shamigez	ʃamiɡɛz
likonta	likonta
futuro	futuro
sonjo	sond͡ʒo
nevini	nevini
diminutas	diminutas
likanta	likanta
amoratulo	amoratulo
oficiir	ofit͡siir
filtrota	filtrota
nexta	neksta
projetinte	proʒetinte
orfano	orfano
koloro	koloro
he	he
vintrala	vintrala
pensez	pensɛz
imaginote	imaɡinote
preurbo	preurbo
obliviar	oblivi̯ar
chanjiti	t͡ʃand͡ʒiti
literi	literi
saturonto	saturonto
aceptir	at͡septir
