berendezés	bɛrɛndɛzeːʃ
húztuk	huːstuk
bízva	biːzvɒ
lakók	lɒkoːk
hegyi	hɛɟi
elismerte	ɛliʃmɛrtɛ
kiszámíthatatlanabb	kisaːmiːthɒtɒtlɒnɒbː
récék	reːt͡seːk
rubel	rubɛl
koloniális	kolonijaːliʃ
támogatásokra	taːmoɡɒtaːʃokrɒ
sakkjátékosok	ʃɒkjaːteːkoʃok
egyedül	ɛɟɛdyl
szennyvíz	sɛɲviːz
rühhöz	ryɦøz
konyha	koɲɦɒ
leglelketlenebb	lɛɡlɛlkɛtlɛnɛbː
egyenesebb	ɛɟɛnɛʃɛbː
milyenek	mijɛnɛk
kategorizál	kɒtɛɡorizaːl
sportágak	ʃportaːɡɒk
nyugdíjba	ɲuɡdiːjbɒ
néztétek	neːsteːtɛk
lakonikus	lɒkonikuʃ
tét	teːt
fuvola	fuvolɒ
hagyományoz	hɒɟomaːɲoz
közreműködés	køzrɛmyːkødeːʃ
hétfő	heːtføː
bokáig	bokaːjiɡ
ruhák	ruɦaːk
kultuszminisztérium	kultusministeːrijum
élénk	eːleːŋk
szerszámosláda	sɛrsaːmoʃlaːdɒ
családfám	t͡ʃɒlaːtfaːm
bobig	bobiɡ
hiúság	hijuːʃaːɡ
mozira	mozirɒ
szólók	soːloːk
tudásuk	tudaːʃuk
ekvivalenciák	ɛkvivɒlɛnt͡sijaːk
kötegek	køtɛɡɛk
juttatás	jutːɒtaːʃ
tripper	tripːɛr
ízületek	iːzylɛtɛk
szavakról	sɒvɒkroːl
vakul	vɒkul
megdorgál	mɛɡdorɡaːl
alanyom	ɒlɒɲom
pulóver	puloːvɛr
avarotok	ɒvɒrotok
boldogságod	boldokʃaːɡod
hassak	hɒʃːɒk
karaik	kɒrɒjik
ozmózis	ozmoːziʃ
páternoszter	paːtɛrnostɛr
tornázik	tornaːzik
ajándékból	ɒjaːndeːɡboːl
fürdőruhák	fyrdøːruɦaːk
kúrt	kuːrt
banknak	bɒŋknɒk
gój	ɡoːj
marokkó	mɒrokːoː
bajod	bɒjod
egyetértésben	ɛɟːɛteːrteːʒbɛn
vízkövek	viːskøvɛk
kibocsátó	kibot͡ʃaːtoː
szimbiózisok	simbijoːziʃok
értené	eːrtɛneː
kérnélek	keːrneːlɛk
brácsák	braːt͡ʃaːk
vallj	vɒjː
kékek	keːkɛk
roller	rolːɛr
tőrnek	tøːrnɛk
oboa	oboɒ
húzzatok	huːzːɒtok
milyenekké	mijɛnɛkːeː
nokedlik	nokɛdlik
holmium	holmijum
előadásában	ɛløːɒdaːʃaːbɒn
stratégiai	ʃtrɒteːɡijɒji
halljál	hɒjːaːl
sajtótájékoztatója	ʃɒjtoːtaːjeːkostɒtoːjɒ
furgon	furɡon
olvaszt	olvɒst
kiválasztás	kivaːlɒstaːʃ
honi	honi
néhányért	neːɦaːɲeːrt
mezítláb	mɛziːtlaːb
márciusában	maːrt͡sijuʃaːbɒn
kapcsolatokba	kɒpt͡ʃolɒtoɡbɒ
tanácsként	tɒnaːt͡ʃkeːnt
kekszünk	kɛksyŋk
emelettel	ɛmɛlɛtːɛl
üdvözlégy	ydvøzleːɟ
hagyjátok	hɒɟːaːtok
ikozaéder	ikozɒjeːdɛr
cin	t͡sin
ortopédia	ortopeːdijɒ
szelence	sɛlɛnt͡sɛ
őrgrófné	øːrɡroːfneː
birkózok	birkoːzok
bevándorlások	bɛvaːndorlaːʃok
tervezése	tɛrvɛzeːʃɛ
dallamosan	dɒlːɒmoʃɒn
emberekbe	ɛmbɛrɛɡbɛ
szálkák	saːlkaːk
alaktalanságok	ɒlɒktɒlɒnʃaːɡok
orangutánok	orɒŋɡutaːnok
vették	vɛtːeːk
alkáli	ɒlkaːli
gondolatokra	ɡondolɒtokrɒ
célkitűzés	t͡seːlkityːzeːʃ
térdszalag	teːrtsɒlɒɡ
vízórák	viːzoːraːk
elkövetett	ɛlkøvɛtɛtː
tűzőgép	tyːzøːɡeːp
részrehajló	reːsrɛɦɒjloː
történetről	tørteːnɛtrøːl
szalvéták	sɒlveːtaːk
könyvben	køɲvbɛn
konzorcium	konzort͡sijum
alávalóbb	ɒlaːvɒloːbː
inkább	iŋkaːbː
grófkisasszony	ɡroːfkiʃɒsːoɲ
foggá	foɡːaː
fölötte	føløtːɛ
ajándékotok	ɒjaːndeːkotok
hekker	hɛkːɛr
macskákként	mɒt͡ʃkaːkːeːnt
játszhat	jaːt͡shɒt
lepra	lɛprɒ
szteroid	stɛrojid
héten	heːtɛn
tapasztalatok	tɒpɒstɒlɒtok
mellről	mɛrːøːl
kertemben	kɛrtɛmbɛn
zaj	zɒj
bronzérem	bronzeːrɛm
szigorít	siɡoriːt
macskáid	mɒt͡ʃkaːjid
színben	siːmbɛn
melyekért	mɛjɛkeːrt
veteti	vɛtɛti
bánod	baːnod
mindenkivé	mindɛŋkiveː
textilipar	tɛkstilipɒr
zsepije	ʒɛpijɛ
hivatalos	hivɒtɒloʃ
nagyokban	nɒɟoɡbɒn
aranyosabb	ɒrɒɲoʃɒbː
emlékeiről	ɛmleːkɛjirøːl
álltalak	aːltɒlɒk
hiány	hijaːɲ
datolyáid	dɒtojaːjid
alaptalan	ɒlɒptɒlɒn
juhtól	jutoːl
örökbe	ørøɡbɛ
irigykedik	irickɛdik
vízipipa	vizipipɒ
amfiteátrumok	ɒɱfitɛaːtrumok
működések	myːkødeːʃɛk
abban	ɒbːɒn
addigi	ɒdːiɡi
mosniuk	moʃnijuk
árbócok	aːrboːt͡sok
mammut	mɒmut
anyu	ɒɲu
mészáros	meːsaːroʃ
teszteket	tɛstɛkɛt
vonalakon	vonɒlɒkon
egykék	ɛckeːk
hajnál	hɒjnaːl
admin	ɒdmin
magnetofonjai	mɒɡnɛtofoɲːɒji
ablakig	ɒblɒkiɡ
szűcs	syːt͡ʃ
rólam	roːlɒm
asztrológia	ɒstroloːɡijɒ
éntől	eːntøːl
liberalizál	libɛrɒlizaːl
rejtekek	rɛjtɛkɛk
súgod	ʃuːɡod
nekrológ	nɛkroloːɡ
másokat	maːʃokɒt
utal	utɒl
sorozatgyártás	ʃorozɒdɟaːrtaːʃ
tagadások	tɒɡɒdaːʃok
biciklivel	bit͡siɡlivɛl
részesedések	reːsɛʃɛdeːʃɛk
bross	broʃː
közlekedőedények	køzlɛkɛdøːɛdeːɲɛk
állag	aːlːɒɡ
sertéscombok	ʃɛrteːʃt͡sombok
társalgások	taːrʃɒlɡaːʃok
isszák	isːaːk
lábat	laːbɒt
irányárak	iraːɲaːrɒk
bizonyság	bizoɲʃaːɡ
ikerszó	ikɛrsoː
j	j
kilép	kileːp
ajándékokként	ɒjaːndeːkokːeːnt
párájuk	paːraːjuk
zsugád	ʒuɡaːd
körzeten	kørzɛtɛn
ennyinél	ɛɲːineːl
disznóól	disnoːoːl
sétálunk	ʃeːtaːluŋk
erkölcsösség	ɛrkølt͡ʃøʃːeːɡ
kábítószer	kaːbiːtoːsɛr
bámulat	baːmulɒt
házaid	haːzɒjid
világkiállítás	vilaːkːijaːlːiːtaːʃ
meggyilkolni	mɛɡɟilkolni
felhasználókra	fɛlɦɒsnaːloːkrɒ
fogadtad	foɡɒtːɒd
oxidáció	oksidaːt͡sijoː
rehabilitációs	rɛɦɒbilitaːt͡sijoːʃ
benzol	bɛnzol
párbajok	paːrbɒjok
elkezdem	ɛlkɛzdɛm
heréktől	hɛreːktøːl
magazinjaid	mɒɡɒziɲːɒjid
gyűjteménynél	ɟyːjtɛmeːɲneːl
csöpög	t͡ʃøpøɡ
követelés	køvɛtɛleːʃ
kísérőzenék	kiːʃeːrøːzɛneːk
vedrek	vɛdrɛk
panaszaik	pɒnɒsɒjik
esztendők	ɛstɛndøːk
tüsszents	tysːɛnt͡ʃ
adtad	ɒtːɒd
dezintegrációk	dɛzintɛɡraːt͡sijoːk
próbálkozik	proːbaːlkozik
árulok	aːrulok
tigrisekig	tiɡriʃɛkiɡ
osztottál	ostotːaːl
thaira	taːjrɒ
bilincsek	bilint͡ʃɛk
gyorsulások	ɟorʃulaːʃok
cserben	t͡ʃɛrbɛn
kollégák	kolːeːɡaːk
kánok	kaːnok
cédrusfába	t͡seːdruʃfaːbɒ
szeder	sɛdɛr
sebzés	ʃɛbzeːʃ
áteresztőképességek	aːtɛrɛstøːkeːpɛʃːeːɡɛk
mosómedvék	moʃoːmɛdveːk
líra	liːrɒ
hársfa	haːrʃfɒ
munkák	muŋkaːk
lankad	lɒŋkɒd
vétett	veːtɛtː
vasreszelék	vɒʃrɛsɛleːk
körzeteké	kørzɛtɛkeː
diszpécserek	dispeːt͡ʃɛrɛk
palim	pɒlim
terheim	tɛrɦɛjim
ajánlólevél	ɒjaːnloːlɛveːl
törlések	tørleːʃɛk
rivalizálás	rivɒlizaːlaːʃ
sugara	ʃuɡɒrɒ
szedd	sɛdː
hamisan	hɒmiʃɒn
romantikusabb	romɒntikuʃɒbː
módosítások	moːdoʃiːtaːʃok
elméletibb	ɛlmeːlɛtibː
filmgyártás	filmɟaːrtaːʃ
zárná	zaːrnaː
térképnek	teːrkeːpnɛk
csodát	t͡ʃodaːt
diazepám	dijɒzɛpaːm
magammal	mɒɡɒmːɒl
zavartalan	zɒvɒrtɒlɒn
dühöngsz	dyɦøŋks
almuk	ɒlmuk
fényképész	feːɲkeːpeːs
csínján	t͡ʃiːɲːaːn
planetáriumok	plɒnɛtaːrijumok
váltottatok	vaːltotːɒtok
kategorikus	kɒtɛɡorikuʃ
nyelvekre	ɲɛlvɛkrɛ
kiállító	kijaːlːiːtoː
ijedtebb	ijɛtːɛbː
abiogén	ɒbijoɡeːn
sábát	ʃaːbaːt
séró	ʃeːroː
álomvilágok	aːloɱvilaːɡok
leghajlékonyabb	lɛkhɒjleːkoɲɒbː
hangtompító	hɒŋktompiːtoː
keresztlány	kɛrɛstlaːɲ
stoppolások	ʃtopːolaːʃok
rizsmák	riʒmaːk
zenéi	zɛneːji
tananyag	tɒnɒɲɒɡ
hátrakötöm	haːtrɒkøtøm
anyagok	ɒɲɒɡok
atommagok	ɒtomːɒɡok
hányd	haːɲd
műpók	myːpoːk
veletek	vɛlɛtɛk
primitívebb	primitiːvɛbː
leggondtalanabb	lɛɡːontɒlɒnɒbː
alva	ɒlvɒ
halait	hɒlɒjit
dalszövegekről	dɒlsøvɛɡɛkrøːl
zártabb	zaːrtɒbː
legszínesebb	lɛksiːnɛʃɛbː
lépsz	leːps
apostola	ɒpoʃtolɒ
alkirályné	ɒlkiraːjneː
hírlevelek	hiːrlɛvɛlɛk
eszkalálódik	ɛskɒlaːloːdik
idegösszeomlás	idɛɡøsːɛomlaːʃ
városnézés	vaːroʃneːzeːʃ
bánatosabb	baːnɒtoʃɒbː
fordít	fordiːt
süvegcukor	ʃyvɛkt͡sukor
léggömb	leːɡːømb
megmérettetés	mɛɡmeːrɛtːɛteːʃ
adatállomány	ɒdɒtaːlːomaːɲ
légörvények	leːɡørveːɲɛk
gégész	ɡeːɡeːs
januári	jɒnuaːri
dajkaként	dɒjkɒkeːnt
enyv	ɛɲv
villikről	vilːikrøːl
építőkockák	eːpiːtøːkot͡skaːk
hiszi	hisi
biztosítását	bistoʃiːtaːʃaːt
nappalik	nɒpːɒlik
tanulnak	tɒnulnɒk
riasztó	rijɒstoː
legtisztább	lɛktistaːbː
bajlódik	bɒjloːdik
halna	hɒlnɒ
akkordokként	ɒkːordokːeːnt
tunisz	tunis
átfogó	aːtfoɡoː
közlemény	køzlɛmeːɲ
acetonként	ɒt͡sɛtoŋkeːnt
fólia	foːlijɒ
csempészet	t͡ʃɛmpeːsɛt
előzék	ɛløːzeːk
köln	køln
kerítés	kɛriːteːʃ
rendszere	rɛntsɛrɛ
tönkök	tøŋkøk
sóderez	ʃoːdɛrɛz
nyugatra	ɲuɡɒtrɒ
lettetek	lɛtːɛtɛk
ciklámen	t͡siklaːmɛn
csoport	t͡ʃoport
koktélparadicsomok	kokteːlpɒrɒdit͡ʃomok
megszentségtelenítés	mɛksɛnt͡ʃeːktɛlɛniːteːʃ
szószok	soːsok
elsőkben	ɛlʃøːɡbɛn
dolgozatot	dolɡozɒtot
fedi	fɛdi
mestered	mɛʃtɛrɛd
szamarak	sɒmɒrɒk
toalettpapír	toɒlɛtpɒpiːr
biztosak	bistoʃɒk
bérük	beːryk
kurtán	kurtaːn
esővíz	ɛʃøːviːz
címkétek	t͡siːmkeːtɛk
időkbe	idøːɡbɛ
sátorfáját	ʃaːtorfaːjaːt
kontárabb	kontaːrɒbː
agglegények	ɒɡlɛɡeːɲɛk
pityizál	picizaːl
lávalámpánk	laːvɒlaːmpaːŋk
használata	hɒsnaːlɒtɒ
konzervje	konzɛrvjɛ
élelmiszerüzletek	eːlɛlmisɛryzlɛtɛk
mosnád	moʃnaːd
széllelbélelt	seːlːɛlbeːlɛlt
tigriseket	tiɡriʃɛkɛt
úgyhogy	uːchoɟ
antibiotikum	ɒntibijotikum
néz	neːz
tetssz	tɛt͡sː
mire	mirɛ
gy	ɟ
törnél	tørneːl
kábeltévék	kaːbɛlteːveːk
lerövidül	lɛrøvidyl
kellemes	kɛlːɛmɛʃ
magukéi	mɒɡukeːji
címét	t͡siːmeːt
térdig	teːrdiɡ
öltem	øltɛm
káros	kaːroʃ
rendel	rɛndɛl
űrlény	yːrleːɲ
futballisták	fudbɒlːiʃtaːk
értsek	eːrt͡ʃɛk
ártatlanok	aːrtɒtlɒnok
elolvashatni	ɛlolvɒʃhɒtni
helybeliek	hɛjbɛlijɛk
meghaltak	mɛkhɒltɒk
legdúskeblűbb	lɛɡduːʃkɛblyːbː
kazamata	kɒzɒmɒtɒ
írországi	iːrorsaːɡi
szemtelenebb	sɛmtɛlɛnɛbː
gondosabb	ɡondoʃɒbː
oldalakban	oldɒlɒɡbɒn
feltűnő	fɛltyːnøː
apákként	ɒpaːkːeːnt
hordalék	hordɒleːk
olthat	olthɒt
bagolyvár	bɒɡojvaːr
magaddal	mɒɡɒdːɒl
éketek	eːkɛtɛk
felmérése	fɛlmeːreːʃɛ
tárgy	taːrɟ
zavartalak	zɒvɒrtɒlɒk
háztartások	haːstɒrtaːʃok
ütik	ytik
alkalomhoz	ɒlkɒlomɦoz
karán	kɒraːn
megkülönböztethetetlenség	mɛkːylømbøstɛthɛtɛtlɛnʃeːɡ
bezoárkecske	bɛzoaːrkɛt͡ʃkɛ
különbségeket	kylømpʃeːɡɛkɛt
legideiglenesebben	lɛɡidɛjiɡlɛnɛʃɛbːɛn
vivés	viveːʃ
ideggyógyászok	idɛɡɟoːɟaːsok
házigazda	haːziɡɒzdɒ
zoknijaink	zoknijɒjiŋk
páncélautók	paːnt͡seːlɒutoːk
legvádlóbban	lɛɡvaːdloːbːɒn
cukibb	t͡sukibː
kétharmad	keːthɒrmɒd
tudsz	tut͡sː
beruházást	bɛruɦaːzaːʃt
namíbiai	nɒmiːbijɒji
kócsagok	koːt͡ʃɒɡok
villának	vilːaːnɒk
vezetékest	vɛzɛteːkɛʃt
ütő	ytøː
perlekedik	pɛrlɛkɛdik
liter	litɛr
gyurta	ɟurtɒ
domesztikáció	domɛstikaːt͡sijoː
legkorlátoltabb	lɛkːorlaːtoltɒbː
hivatali	hivɒtɒli
állakba	aːlːɒɡbɒ
statisztika	ʃtɒtistikɒ
ébreszd	eːbrɛzd
tolószék	toloːseːk
antipátia	ɒntipaːtijɒ
sisakotok	ʃiʃɒkotok
ijeszteni	ijɛstɛni
füzér	fyzeːr
ottani	otːɒni
utazást	utɒzaːʃt
többekig	tøbːɛkiɡ
támadásokkal	taːmɒdaːʃokːɒl
teri	tɛri
trimeszter	trimɛstɛr
lelj	lɛjː
elvétsd	ɛlveːd͡ʒd
szója	soːjɒ
keres	kɛrɛʃ
giliszta	ɡilistɒ
mennydörgések	mɛɲdørɡeːʃɛk
legérthetőbb	lɛɡeːrthɛtøːbː
paníroz	pɒniːroz
nagymise	nɒɟmiʃɛ
olaszország	olɒsorsaːɡ
akiből	ɒkibøːl
ellenőrizte	ɛlːɛnøːristɛ
veszne	vɛsnɛ
lettország	lɛtːorsaːɡ
cikkhez	t͡sikhɛz
geológus	ɡɛoloːɡuʃ
acetonjaink	ɒt͡sɛtoɲːɒjiŋk
felhasználok	fɛlɦɒsnaːlok
küldj	kylɟ
használva	hɒsnaːlvɒ
találtad	tɒlaːltɒd
diófát	dijoːfaːt
bárhova	baːrɦovɒ
települések	tɛlɛpyleːʃɛk
szüzességek	syzɛʃːeːɡɛk
napraforgó	nɒprɒforɡoː
nyestek	ɲɛʃtɛk
csili	t͡ʃili
veszem	vɛsɛm
véve	veːvɛ
megyéknek	mɛɟeːknɛk
apáim	ɒpaːjim
ügyeink	yɟɛjiŋk
ajándékom	ɒjaːndeːkom
zsarnokok	ʒɒrnokok
megvéd	mɛɡveːd
pirosabb	piroʃɒbː
tegnapjaid	tɛɡnɒpjɒjid
adókulcs	ɒdoːkult͡ʃ
port	port
ismerte	iʃmɛrtɛ
napok	nɒpok
valószínűtlenség	vɒloːsiːnyːtlɛnʃeːɡ
lányokat	laːɲokɒt
kapjanak	kɒpjɒnɒk
fészek	feːsɛk
grafikák	ɡrɒfikaːk
pm	peːjɛm
hallott	hɒlːotː
szögletű	søɡlɛtyː
zebrapinty	zɛbrɒpiɲc
hátteret	haːtːɛrɛt
esők	ɛʃøːk
gólyaorr	ɡoːjɒorː
legfelségesebb	lɛkfɛlʃeːɡɛʃɛbː
palackoz	pɒlɒt͡skoz
halatok	hɒlɒtok
vizsgálata	viʒɡaːlɒtɒ
poharakban	poɦɒrɒɡbɒn
vesznem	vɛsnɛm
puszi	pusi
vezetékeset	vɛzɛteːkɛʃɛt
hanyagabb	hɒɲɒɡɒbː
tau	tɒu
legolvasottabb	lɛɡolvɒʃotːɒbː
blokád	blokaːd
paksi	pɒkʃi
délről	deːrːøːl
álcázások	aːlt͡saːzaːʃok
gyermekorvosok	ɟɛrmɛkorvoʃok
anikó	ɒnikoː
sorod	ʃorod
perszeusz	pɛrsɛus
elkészítés	ɛlkeːsiːteːʃ
eladják	ɛlɒɟːaːk
dönti	dønti
eszedbe	ɛsɛdbɛ
bokraitok	bokrɒjitok
osonsz	oʃons
lábszár	laːpsaːr
bocsátottak	bot͡ʃaːtotːɒk
induktív	induktiːv
rajzot	rɒjzot
vastagít	vɒʃtɒɡiːt
könnyen	køɲːɛn
írtunk	iːrtuŋk
csúszósabb	t͡ʃuːsoːʃɒbː
elektrosokkok	ɛlɛktroʃokːok
keresése	kɛrɛʃeːʃɛ
gyümölcslevek	ɟymølt͡ʃlɛvɛk
buksz	buks
alkotmánybíróságok	ɒlkotmaːɲbiːroːʃaːɡok
oláh	olaː
védjelek	veːɟːɛlɛk
füze	fyzɛ
mosatlan	moʃɒtlɒn
mozaikok	mozɒjikok
svindlik	ʃvindlik
nyitottak	ɲitotːɒk
igaz	iɡɒz
kádi	kaːdi
százegy	saːzɛɟː
tömbös	tømbøʃ
relaxál	rɛlɒksaːl
címkéitek	t͡siːmkeːjitɛk
autópályák	ɒutoːpaːjaːk
időzik	idøːzik
menüszalag	mɛnysɒlɒɡ
kreatívan	krɛɒtiːvɒn
dagadhat	dɒɡɒthɒt
megoldani	mɛɡoldɒni
száműzött	saːmyːzøtː
tétet	teːtɛt
desztillált	dɛstilːaːlt
kincstári	kint͡ʃtaːri
vonzania	vonzɒnijɒ
tó	toː
szemügyre	sɛmyɟrɛ
kókuszdiók	koːkuzdijoːk
fensz	fɛns
méhnél	meːxneːl
arkangyal	ɒrkɒɲɟɒl
panaszkönyvnek	pɒnɒskøɲvnɛk
zenében	zɛneːbɛn
paklid	pɒklid
zárójelben	zaːroːjɛlbɛn
mázsa	maːʒɒ
derűlátó	dɛryːlaːtoː
baleseti	bɒlɛʃɛti
baromságok	bɒromʃaːɡok
kifejezés	kifɛjɛzeːʃ
szolgalelkűbb	solɡɒlɛlkyːbː
kérdéseknél	keːrdeːʃɛkneːl
medvével	mɛdveːvɛl
aggsz	ɒks
szempillák	sɛmpilːaːk
eredmények	ɛrɛdmeːɲɛk
kabasólyom	kɒbɒʃoːjom
szukák	sukaːk
lyukuk	jukuk
vízpartok	viːspɒrtok
tilalom	tilɒlom
stopfürdő	ʃtopfyrdøː
dantei	dɒntɛji
szövettani	søvɛtːɒni
basák	bɒʃaːk
elsőkhöz	ɛlʃøːkhøz
nyakban	ɲɒɡbɒn
léci	leːt͡si
korrekció	korːɛkt͡sijoː
annyiban	ɒɲːibɒn
kristályos	kriʃtaːjoʃ
tanulmányunk	tɒnulmaːɲuŋk
harap	hɒrɒp
elsőnek	ɛlʃøːnɛk
levelezése	lɛvɛlɛzeːʃɛ
héják	heːjaːk
nyom	ɲom
legsóvárgóbb	lɛkʃoːvaːrɡoːbː
bükkök	bykːøk
fénytan	feːɲtɒn
azonosíthatatlan	ɒzonoʃiːthɒtɒtlɒn
hókócsag	hoːkoːt͡ʃɒɡ
nyomaték	ɲomɒteːk
varjújuk	vɒrjuːjuk
félrevezetőbb	feːrːɛvɛzɛtøːbː
tradicionálisabb	trɒdit͡sijonaːliʃɒbː
januároknál	jɒnuaːroknaːl
akadémikus	ɒkɒdeːmikuʃ
célokat	t͡seːlokɒt
istenben	iʃtɛmbɛn
tanakodik	tɒnɒkodik
kapocskiszedők	kɒpot͡ʃkisɛdøːk
megyei	mɛɟɛji
csinálja	t͡ʃinaːjːɒ
lásd	laːʒd
névtelenség	neːftɛlɛnʃeːɡ
székhelye	seːkhɛjɛ
legfolytonosabban	lɛkfojtonoʃɒbːɒn
celeron	sɛlɛron
csebrek	t͡ʃɛbrɛk
videókölcsönzés	vidɛoːkølt͡ʃønzeːʃ
nagyzol	nɒɟzol
bagolylepke	bɒɡojlɛpkɛ
abakuszaik	ɒbɒkusɒjik
gigágá	ɡiɡaːɡaː
értetett	eːrtɛtɛtː
csevegések	t͡ʃɛvɛɡeːʃɛk
kertekként	kɛrtɛkːeːnt
tudósok	tudoːʃok
hajhálók	hɒjɦaːloːk
dagonya	dɒɡoɲɒ
gyűrűtök	ɟyːryːtøk
berzenkedik	bɛrzɛŋkɛdik
dominika	dominikɒ
bankhoz	bɒŋkhoz
panaszkönyvben	pɒnɒskøɲvbɛn
borászat	boraːsɒt
főmufti	føːmufti
háztartás	haːstɒrtaːʃ
mosolyok	moʃojok
karrá	kɒrːaː
ciprusok	t͡sipruʃok
arcüregek	ɒrt͡syrɛɡɛk
gondatlan	ɡondɒtlɒn
mérgek	meːrɡɛk
szótövek	soːtøvɛk
estére	ɛʃteːrɛ
rét	reːt
csörgőkígyók	t͡ʃørɡøːkiːɟoːk
legkovászosabb	lɛkːovaːsoʃɒbː
zenekara	zɛnɛkɒrɒ
rózsaolaj	roːʒɒolɒj
exhumál	ɛkshumaːl
hármótok	haːrmoːtok
prüdéria	prydeːrijɒ
asztalokra	ɒstɒlokrɒ
sílift	ʃiːlift
tagadhatatlanabb	tɒɡɒthɒtɒtlɒnɒbː
tűzd	tyːzd
uralom	urɒlom
vívás	viːvaːʃ
származék	saːrmɒzeːk
aratógép	ɒrɒtoːɡeːp
bámulom	baːmulom
blokkok	blokːok
golf	ɡolf
köztisztviselők	køstistviʃɛløːk
hagyományból	hɒɟomaːɲboːl
szatyra	sɒcrɒ
hangzat	hɒŋɡzɒt
különösebb	kylønøʃɛbː
gyógyszertárak	ɟoːcsɛrtaːrɒk
szél	seːl
fonj	foɲː
máté	maːteː
vásárlóit	vaːʃaːrloːjit
cenkek	t͡sɛŋkɛk
telefonszámot	tɛlɛfonsaːmot
táskákban	taːʃkaːɡbɒn
negyedóra	nɛɟɛdoːrɒ
dühvel	dyvɛl
demokráciák	dɛmokraːt͡sijaːk
hajóraj	hɒjoːrɒj
többnejű	tøbnɛjyː
bokály	bokaːj
kalózt	kɒloːst
tanga	tɒŋɡɒ
járjak	jaːrjɒk
kimondhatatlanabb	kimonthɒtɒtlɒnɒbː
királyok	kiraːjok
időszerű	idøːsɛryː
állból	aːlboːl
futtat	futːɒt
életrajz	eːlɛtrɒjz
rabok	rɒbok
filmeket	filmɛkɛt
almod	ɒlmod
monszun	monsun
vetettek	vɛtɛtːɛk
mindenestül	mindɛnɛʃtyl
parancsol	pɒrɒnt͡ʃol
sógor	ʃoːɡor
száznegyvennyolc	saːznɛɟvɛɲːolt͡s
öntözőcső	øntøzøːt͡ʃøː
százalékából	saːzɒleːkaːboːl
visszaél	visːɒjeːl
weboldalt	vɛboldɒlt
decemberben	dɛt͡sɛmbɛrbɛn
pán	paːn
kertészekké	kɛrteːsɛkːeː
hangsúly	hɒŋkʃuːj
fizikailag	fizikɒjilɒɡ
itassad	itɒʃːɒd
ugrások	uɡraːʃok
öntők	øntøːk
becs	bɛt͡ʃ
tünékeny	tyneːkɛɲ
falán	fɒlaːn
kalapunk	kɒlɒpuŋk
prímek	priːmɛk
ínyenc	iːɲɛnt͡s
legátlátszóbb	lɛɡaːtlaːt͡sːoːbː
un	un
kopaszság	kopɒʃːaːɡ
akrobatika	ɒkrobɒtikɒ
kezelés	kɛzɛleːʃ
állal	aːlːɒl
nézel	neːzɛl
aktaként	ɒktɒkeːnt
összeesküvés	øsːɛɛʃkyveːʃ
legharcosabb	lɛkhɒrt͡soʃɒbː
viszonylagosabb	visoɲlɒɡoʃɒbː
fellegek	fɛlːɛɡɛk
cégeket	t͡seːɡɛkɛt
merül	mɛryl
azerik	ɒzɛrik
házakhoz	haːzɒkhoz
spioníroz	ʃpijoniːroz
flakonon	flɒkonon
akárhová	ɒkaːrɦovaː
sátánista	ʃaːtaːniʃtɒ
rémek	reːmɛk
köszönhet	køsønɦɛt
középfok	køzeːpfok
kolumbia	kolumbijɒ
legridegebb	lɛɡridɛɡɛbː
utolérjelek	utoleːrjɛlɛk
szűkös	syːkøʃ
gyertyát	ɟɛrcaːt
lótuszok	loːtusok
budapest	budɒpɛʃt
ügyészségek	yɟeːʃːeːɡɛk
hiányok	hijaːɲok
villikhez	vilːikhɛz
ceruzafaragó	t͡sɛruzɒfɒrɒɡoː
kozmonauta	kozmonɒutɒ
gnú	ɡnuː
kelemen	kɛlɛmɛn
díszcserjéket	diːst͡ʃɛrjeːkɛt
részegítőbb	reːsɛɡiːtøːbː
moderátora	modɛraːtorɒ
műveltség	myːvɛlt͡ʃeːɡ
padon	pɒdon
savad	ʃɒvɒd
állatnév	aːlːɒtneːv
kenőcs	kɛnøːt͡ʃ
váci	vaːt͡si
koronavírusról	koronɒviːruʃroːl
tiszerintetek	tisɛrintɛtɛk
motorcsónak	motort͡ʃoːnɒk
felelősségtudat	fɛlɛløːʃːeːktudɒt
életünk	eːlɛtyŋk
általánosság	aːltɒlaːnoʃːaːɡ
módosítása	moːdoʃiːtaːʃɒ
melódia	mɛloːdijɒ
nyaranként	ɲɒrɒŋkeːnt
szintet	sintɛt
dühök	dyɦøk
könnyeket	køɲːɛkɛt
tetszeniük	tɛt͡sːɛnijyk
magániskola	mɒɡaːniʃkolɒ
kitalált	kitɒlaːlt
gyengédebben	ɟɛŋɡeːdɛbːɛn
legkakaósabb	lɛkːɒkɒoːʃɒbː
filmjét	filmjeːt
nőstények	nøːʃteːɲɛk
ernyőszervezet	ɛrɲøːsɛrvɛzɛt
adományod	ɒdomaːɲod
fontosakig	fontoʃɒkiɡ
egyetemekre	ɛɟɛtɛmɛkrɛ
megújulások	mɛɡuːjulaːʃok
almátok	ɒlmaːtok
publikum	publikum
filmnek	filmnɛk
világról	vilaːɡroːl
csuklótok	t͡ʃukloːtok
vizát	vizaːt
divatosabb	divɒtoʃɒbː
taun	tɒun
szaglászik	sɒɡlaːsik
nyolcan	ɲolt͡sɒn
bogyó	boɟoː
bokád	bokaːd
elemózsia	ɛlɛmoːʒijɒ
lovagon	lovɒɡon
