خطابت	xətˈaːbət
دکھوں	dˈʌkʰõː
برتن	bˈartan
ہنجروال	hˌənɟərʋˈaːl
جھرمٹ	ɟʰˈʌrəmˌəʈ
وزیرستان	ʋˌəzirɪstˈaːn
عائشہ	aːˈɪʃˌa
نوکریوں	nˈoːkrˌiõː
ٹانکے	ʈˈaːnkˌeː
کوہر	kˈoːhər
کرانا	kərˈaːnaː
بیداری	beːdˈaːri
قدرمستحکم	qˈʌdərˌəməsˌətəhˌəkəm
افتتا	ˈafəttaː
دیپکا	dˈeːpkˌaː
شرجیل	ʃˌərɟˈiːl
گزٹ	ɡˈʌzəʈ
جنکشن	ɟˈʌnəkˌəʃən
اوربعض	ˌoːrbˈaːz
لیناچاہیے	lˌeːnaːcˈaːhjeː
کرتا	kˌartaː
رہزن	rˈɛhzən
اتاریں	ʊtˈaːrẽː
اشتہارات	ˌɪʃtɪhˈaːraːt
اسکولس	ɪskˈuːls
اٹھاتی	ʊʈʰˈaːti
آنیوالی	ˌaːneːʋˈaːli
پودینہ	poːdˈiːnˌa
لیونی	leːˈoːni
بچاوٴ	bˈeːcˈeːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːr
صبح	ʂˌəbˈah
سینئروزیر	sˌeːnroːzˈiːr
رحمی	rˈʌhəmˌiː
فارموں	fˈaːrmˌõː
پرخوشی	pˌərxˈoːʃi
بدحال	bˌədhˈaːl
تنظیموں	tˌənʐˈiːmõː
شعاعیں	ʃʊˈaːẽː
گیلو	ɡˈiːloː
نفاذ	nɪfˈaːz
بیٹھک	bˈeːʈʰək
فلکس	fˈʌləkˌəs
چکروں	cˈʌkrˌõː
گراہم	ɡərˈaːhəm
لائل	lˈa͡ɪl
فیوز	fˈeːʋəz
بائیکس	baːˈiːkəs
روسے	rˈoːseː
کریک	kərˈiːk
ہاتھا	hˈaːtʰaː
محترم	mˌʊhtarˈam
دستاویزا	dˈastaːʋˌeːzaː
مائننگ	mˈa͡ɪnɪnɡ
ڈانسر	ɖˈaːnsər
ئو	ˈoː
ہاک	hˈaːk
ہاسپٹل	hˈaːsəpˌəʈəl
گلدستہ	ɡʊldˈasta
محمودقریشی	mˌɛhmuːdˌəqrˈiːʃi
دوٹوک	doːʈˈoːk
زیک	zˈeːk
ھادی	həˈaːdi
بولڈ	bˈoːlɖ
حقہ	hˈʊqa
شتر	ʃˈʌtər
تیوں	tˈiõː
وائیں	ʋˈaːẽː
محکمہ	meːhˈeːkma
کریگا	kərˈiːɡaː
جھلکتا	ɟʰˈʌləktaː
گاؤ	ɡˈaːoː
دستوں	dˈʌstˌõː
ادیات	ˌadiˈaːt
پلیس	pəlˈiːs
ارجنٹ	ˈarəɟˌənʈ
بغیر	baɣˈɛːr
لیاگیا	ljˈaːɡjaː
جامہ	ɟˈaːmˌa
اعجازافضل	ˌaːɟaːzˈaːfəzˌəl
لومیا	lˈoːmjaː
کنونشن	kənˈoːnəʃˌən
دھونس	dʰˈoːns
اسٹیل	ɪsʈˈiːl
پلیسمنٹ	pəlˈiːsəmˌənʈ
قطب	qˈʊtʊb
زہروں	zˈɛhrõː
زن	zˈʌn
کنندگان	kʊnˈandɡaːn
دنیابھرمیں	dʊnˈiːaːbʰˌərmˌẽː
ریلیشنز	rˌeːleːʃˈanz
سولیکی	soːlˈiːki
تلفی	tˈʌlfˌiː
اسماء	ˈasmˌaː
اوس	ˈoːs
سکھاتے	səkʰˈaːteː
چھیڑا	cʰˈeːr.aː
انتباہ	ˌɪntɪbˈaːh
شنگھائی	ʃˌənɡʰˈaːi
عبدالروٴف	ˈa͡ɪnbˈeːdˈaːlˈalɪflˈaːmrˈeːˈoːlˈetəcʰˈehsˈaːtcˈaːrfˈeː
پشتونخوامیپ	pˌəʃtoːnxʋaːmˈiːp
سفیرسن	səfˈiːrəsˌən
حدوں	hˈʌdõː
البدل	albˈʌdəl
ضمانت	zəmˈaːnət
باؤلرز	baːˈoːlərˌəz
لیتی	lˈeːti
وکیل	ʋəkˈiːl
مضاربہ	məzˈaːrəba
شیلڈز	ʃˈeːlɖz
قادرپٹیل	qˌaːdərˌəpʈˈiːl
انہون	ˌanhˈoːn
لوٹا	lˈoːʈaː
باقاعدگی	baːqˈaːjdɡi
چوتھی	cˈoːtʰi
بدی	bˈʌdi
نادہندگان	nˌaːdahɪndɡˈaːn
مفلس	mˈʊflɪs
بازارسے	baːzˈaːrsˌeː
تازگی	tˈaːzɡˌiː
اتاشی	atˈaːʃi
جنڈ	ɟˈʌnɖ
طوفان	tuːfˈaːn
بتایا	bətˈaːjaː
مرجھا	mˈʌrɟʰˌaː
سوپر	sˈoːpər
پرائس	pərˈa͡ɪs
الجنت	alɟanˈat
بیجی	bˈeːɟi
توکیا	tˈoːkjaː
سیون	sˈeːʋən
تمدن	tamˈadːʊn
سلیب	səlˈiːb
ٹپی	ʈˈʌpi
سودکے	sˈoːdkˌeː
ملوک	məlˈoːk
کلوگرام	kɪlˈoːɡraːm
اٹکائے	ˌaʈkˈaːeː
جیلن	ɟˈeːlən
پنشن	pˈʌnəʃˌən
قصیدے	qəʂˈiːdeː
برستے	bˈʌrəsteː
انیلہ	anˈiːlˌa
حواس	haʋˈaːs
عذرداریاں	ʊzrdˈaːrjãː
ولیج	ʋəlˈiːɟ
نمل	nˈʌməl
لذت	lˈʌzət
باضابطہ	baːzˈaːbəta
گہوارہ	ɡəhʋˈaːrˌa
الزا	ˈalzˌaː
ڈشیں	ɖˈɪʃẽː
حفر	hˈʌfər
مینشن	mˈeːnəʃˌən
کرسکا	kˈarsakˌaː
انسٹی	ˈɪnsʈi
ساسی	sˈaːsi
انڈین	ˌɪnɖiˈan
زنانہ	zənˈaːnˌa
شرا	ʃˈʌraː
اورگولہ	ˌoːrɡˈoːlˌa
نہرو	nˈɛhruː
معجزے	mˈɔɟɪzˌeː
صدرمنتخب	ʂˈʌdərˌəmənˌətəxˌəb
پرتگال	pˌərətɡˈaːl
توکبھی	tˈoːkbʰˌiː
گوکہ	ɡˈoːkˌa
و	ˈoː
حادثات	hˌaːdɪsˈaːt
اولادوں	oːlˈaːdõː
دھرم	dʰˈʌrəm
فیز	fˈeːz
چڑھائے	cər.hˈaːeː
زوردیتے	zˈoːrditˌeː
اشاروں	ɪʃˈaːrõː
پسنجر	pəsˈʌnɟər
عناصر	anˈaːʂɪr
بگڑا	bˈɪɡr.aː
وفات	ʋˌəfˈaːt
ریپ	rˈeːp
نال	nˈaːl
موازنے	maʋˈaːznˌeː
اوربہادر	ˌoːrəbhˈaːdɪr
اکبری	ˈakəbri
مقبو	mˈʌqbˌoː
میپ	mˈeːp
مطمئن	mʊtmˈa͡ɪn
کاری	kˈaːri
کیرولائنا	kˌeːroːlˈaːnaː
بداخلاقی	badˈaxlaːqˌiː
انہوںنے	ˌanhˈõːneː
بدلیں	bˈʌdlˌẽː
لدی	lˈʌdi
مالی	mˈaːli
افسرکی	ˌafsˈarki
وزمینی	ʋˌəzmˈiːni
چیں	cˈĩː
نون	nˈuːn
اقبا	ˈaqbˌaː
مستحسن	mˌʊstɛhsˈan
ڈالیں	ɖˈaːlẽː
محمدافضل	mˌəhəmdˈaːfəzˌəl
اسلوب	ˌʊslˈuːb
قبائل	qəbˈa͡ɪl
ریلوے	rˈeːlʋeː
کرتوتوں	kˌərtˈuːtõː
پورٹس	pˈoːrʈs
کاتعلق	kaːtˈaːləq
گرہ	ɡɪrˈah
سبکدوشی	sˌʊbʊkdˈoːʃi
سلمہ	sˈʌləma
کوجاتا	koːɟˈaːtaː
کیٹیگریز	kˌeːʈiɡrˈiːz
اسعد	asˈaːd
رونماء	rˈoːnmˌaː
ملاکنڈ	mˌəlaːkˈʌnɖ
صحافتی	ʂəhˈaːftˌiː
پردوں	pˈʌrdõː
ڈگر	ɖˈʌɡər
شعراء	ʃˈɔraː
طبیب	təbˈiːb
روڈ	rˈoːɖ
ٹھوس	ʈʰˈoːs
کرلہولہان	kˌərəlhoːlhˈaːn
تہجی	tˈɛhɟi
زمباوے	zəmbˈaːʋeː
طباعت	təbˈaːat
ویژن	ʋˈeːʒən
ہیںاور	hˌẽaːˈoːr
حقدار	hˌəqdˈaːr
کپا	kˈʌpaː
رنے	rˈʌneː
کوجسٹس	koːɟˈʌsʈs
چکنا	cˈɪknaː
ہیڈ	hˈeːɖ
غوروفکر	ɣoːrˈoːfəkˌər
معصومہ	mˈaːʂuːma
کاوقت	kˈaːʋəqˌət
جاچکے	ɟˈaːckˌeː
راجیہ	raːɟˈiːa
کااہم	kaːˈaːhəm
بجے	bˈʌɟeː
پھیلائے	pʰeːlˈaːeː
ڈرینج	ɖərˈiːnɟ
اسکاؤٹ	ˌaskaːˈoːʈ
وکردار	ʋˌəkrdˈaːr
مطاق	mətˈaːq
ڈیولز	ɖeːˈoːləz
ناظم	nˈaːʐɪm
اوراسلحہ	oːrˈaːsəlˌəhəˌa
صنم	ʂˈʌnəm
جمیکا	ɟəmˈiːkaː
تائی	tˈaːi
ہوجاتاہے	hˌoːɟaːtˈaːheː
سجدہ	sˈʌɟdˌa
مائیں	mˈaːẽː
بنانیکا	bˌənaːnˈiːkaː
ریاست	rjaːsˈat
بجٹ	bˈʌɟəʈ
ٹیک	ʈˈeːk
مہلت	mʊhlˈat
کردیاگیامزید	kərdjˈaːɡjaːmzid
کاتقریب	kˌaːtəqrˈiːb
بناتا	bənˈaːtaː
کولاہور	kˌoːlaːhˈoːr
زہ	zˈʌa
فرمانروا	fˌərmaːnˈʌrʋaː
رونمائی	rˌoːnmˈaːi
منڈلانے	mˌənɖəlˈaːneː
گارڈیئنز	ɡˌaːrɖiˈɪnəz
محاصل	məhˈaːʂɪl
آرڈیننسوں	ˈaːrɖinnsõː
شعبے	ʃˈɔbeː
پلوشہ	pəlˈoːʃˌa
درباریوں	dˌərbˈaːriˌõː
کارنامے	kˌaːrnˈaːmeː
سوتیلی	soːtˈiːli
ولدیت	ʋˌələdiˈat
ئش	ʃˈʌ
مچاتا	məcˈaːtaː
حملہافغان	hˌəməlhaːfɣˈaːn
پرکراچی	pˌərəkrˈaːci
شفا	ʃˈʌfaː
اری	ˈari
ستان	sətˈaːn
پک	pˈʌk
ونواح	ʋənʋˈaːh
خالف	xˈaːlɪf
پروپیگنڈہ	pˌəroːpiɡˈʌnɖəˌa
ریشو	rˈeːʃoː
ملائیشین	mˌəlaːiʃˈiːn
یونینز	jɔnˈiːnəz
آمیز	aːmˈeːz
آکشن	ˈaːkəʃˌən
الی	ˈali
دیاجس	djˈaːɟəs
گریجوایٹ	ɡərˈiːɟʋaːˌiːʈ
توڑدیا	tˌoːr.dˈiːaː
اولیاء	ˈoːljaː
تختیاں	tˈʌxtjãː
تدارک	tadˈaːrʊk
تپتی	tˈʌptˌiː
اورتین	ˌoːrtˈiːn
مذہبی	mˈazhabˌiː
جینز	ɟˈiːnz
ڈویژن	ɖaʋˈiːʒən
شرپسند	ʃˌərəpəsˈʌnd
ونڈ	ʋˈʌnɖ
تیا	tjˈaː
سولہویں	soːlˈʌhʋẽː
مزاحمتی	mˌʊzaːhɪmˈati
محققین	mʊhˈaqɪqˌiːn
پراپنی	pərˈaːpnˌiː
ڈیشنل	ɖˈeːʃnal
دلدار	dˌəldˈaːr
کینیڈین	kˌɛneːɖiˈan
جائیگا	ɟaːˈiːɡaː
بدنصیب	bˈadnaʂˌiːb
چولستانی	cˌoːlɪstˈaːni
فوٹو	fˈoːʈoː
چلانا	cəlˈaːnaː
پھرسے	phˈɪrseː
پنچ	pˈʌnc
عبدالنبی	ˌabdaːlˈʌnbi
الفقار	alfəqˈaːr
کوگھر	kˈoːɡʰər
غیرحاضر	ɣˌeːrhˈaːzər
کھالے	kʰˈaːleː
نوشاد	noːʃˈaːd
پارٹس	pˈaːrʈs
آزمائے	ˌaːzmˈaːeː
سرحدحکومت	sˌarhadhˌʊkuːmˈat
کیڈٹ	kˈeːɖəʈ
انتحابات	ˌɪntɪhˌaːbˈaːt
وقا	ʋˈʌqaː
رائے	rˈaːeː
لینن	lˈeːnn
است	ˈast
کیاتھا	kjˈaːtʰaː
بہا	bˈʌhaː
کاپریس	kˌaːprˈiːs
کانقصان	kˌaːnəqʂˈaːn
جماعتی	ɟamˈaːti
بلٹ	bˈʌləʈ
دبانا	dəbˈaːnaː
وژن	ʋˈʌʒən
اعداوشمار	ˌaːdaːʋˌəʃmˈaːr
افزوں	ˈafzˌõː
پررہائی	pˌərərhˈaːi
سلنڈر	səlˈʌnɖər
مہری	mˈɛhri
کاعوامی	kˌaːaːʋˈaːmi
پرچڑھ	pərcˈʌr.h
پروٹوکول	pˌəroːʈoːkˈoːl
پرایف	pˌəraːjˈaf
اٹھارہے	aʈʰˈaːrhˌeː
اروی	ˈarʋi
گستاخان	ɡˌəstaːxˈaːn
ڈانسنگ	ɖˈaːnsɪnɡ
اورکوئی	ˌoːrkˈoːi
مربہ	mˈʌrəba
پسماندہ	pˌəsmˈaːnda
تڑپتے	tˈʌr.əpteː
دعوہ	dˈaːʋˌa
ناشتے	nˈaːʃtˌeː
کرلینے	kˌərlˈiːneː
عرصے	ˈarʂˌeː
پہنچاتی	pahˈʊncaːtˌiː
الضحی	alzˈʌhi
بھرا	bʰˈʌraː
کوخفیہ	kˌoːxfˈiːa
جانکاری	ɟˌaːnkˈaːri
پنکھا	pˈʌnkʰˌaː
سواری	saʋˈaːri
شاہدہ	ʃˈaːhədˌa
سسٹمز	sˈʌsʈəmˌəz
انویسٹر	anʋˈiːsʈər
کےا	kˈeːaː
مسیحا	məsˈiːhaː
زہرقاتل	zˈɛhrəqˌaːtəl
کاشکرگڑھ	kˌaːʃɪkˌərəɡˈʌr.h
برداری	bərdˈaːri
وبین	ʋəbˈiːn
مادیت	mˌaːdiˈat
میوں	mˈiõː
لہجہ	lˈɛhɟəˌa
لانا	lˈaːnaː
کرتاصوبہ	kˌərtaːʂˈuːba
بوس	bˈoːs
غورو	ɣˈoːroː
قلو	qˈʌloː
پرگرام	pˌərəɡrˈaːm
صحتمندانہ	ʂˌəhətˌəmndˈaːnˌa
مہدی	mˈɛhdi
پشاور	pˌɪʃaːʋˈar
نتظامیہ	nˌətʐaːmˈiːa
کھے	kʰˈeː
وسیب	ʋəsˈiːb
کیوئسٹس	kˌeːoːˈɪsʈs
اٹھار	aʈʰˈaːr
حدودمیں	hədˈoːdmˌẽː
دونو	dˈoːnoː
نیشیکوری	nˌeːʃikˈoːri
اندسٹری	ˌɪnɖˈasʈri
سلاٹر	səlˈaːʈər
کوئلوں	koːˈɪlõː
وصولیاں	ʋəʂˈoːljãː
ٹینڈرنگ	ʈˈeːnɖərˌɪnɡ
عزیربلوچ	ˌazirˌəblˈoːc
دکھانی	dəkʰˈaːni
دھماکےواہگہ	dʰˌəmaːkeːʋˈaːhəɡa
کارتوس	kˌaːrtˈoːs
مظہرالحق	mˈaʐharˌaːləhˌəq
سیکریٹ	sˌeːkrˈiːʈ
دہندگان	dˈɛhndəɡˌaːn
مرینہ	mərˈiːnˌa
سیدعلی	seːdˈaːli
ناردن	nˈaːrdən
واضع	ʋˈaːzeː
نظرآتی	naʐˈaraːtˌiː
ڈاکٹرز	ɖaːkʈˈarz
کاان	kaːˈaːn
کوہراساں	kˈoːhraːsˌãː
ایجنسیوں	eːɟˈʌnsiˌõː
کرلیا	kərˈʌljaː
امد	ˈaməd
ندیاں	nˈʌdjãː
موسمی	mˈoːsmˌiː
ڈیٹس	ɖˈeːʈs
برقیات	bˌərqiˈaːt
پٹھانکوٹ	pˌəʈʰaːnkˈoːʈ
ڈسٹرکٹ	ɖˈɪsʈrɪkʈ
کھایا	kʰˈaːjaː
بہائو	bəhˈaːoː
دماغی	dɪmˈaːɣi
ئشی	ʃˈiː
ستی	sˈʌti
فلار	fəlˈaːr
ہنگومیں	hˌənɡˈoːmẽː
ترانوں	tərˈaːnõː
گل	ɡˈʊl
ڈھونڈے	ɖʰˈuːnɖeː
شیخ	ʃˈeːx
السلام	alsəlˈaːm
وڈھ	ʋˈʌɖʰ
ریسکیورز	rˌeːskeːˈoːrz
پالی	pˈaːli
سون	sˈoːn
نومی	nˈoːmi
موجودہیں	moːɟˈuːdhẽː
قرارداد	qərˈaːrdaːd
اودھم	ˈoːdʰəm
فنڈنگ	fˈʌnɖɪnɡ
سپاہیوں	sɪpˈaːhiˌõː
انٹرنیز	ɪnʈˈarniz
زو	zˈoː
ہرجانہ	hˌərɟˈaːnˌa
لٹک	lˈʌʈək
سپروائزری	sʊpˈarʋa͡ɪzri
دیانتدار	djˌaːnətdˈaːr
گمبھیر	ɡəmbʰˈiːr
کریو	kərˈeːoː
حریت	hˌʊriˈat
کمپیوٹر	kˌəmpeːˈoːʈər
کرنا	kˌarnaː
دمیں	dˈʌmẽː
کولم	kˈoːləm
گھبرا	ɡʰˈʌbrˌaː
اورغیرقانونی	ˌoːrɣˌiːrqaːnˈoːni
نکا	nˈʌkaː
گھمانے	ɡʰˈʊmaːnˌeː
جوڈو	ɟˈoːɖoː
بدستوری	bˌədəstˈoːri
حدودکی	hədˈoːdkˌiː
بچو	bˈʌcoː
ایوا	ˈeːʋaː
فرٹیلائیزر	fˌərʈilaːˈiːzər
لینڈسلائیڈنگ	lˈeːnɖəslaːˌiːɖɪnɡ
چھوٹ	cʰˈuːʈ
بحث	bˈɛhɛs
داڑو	dˈaːr.oː
زکوۃ	zəkˈoːt
پڑگیا	pər.ˈʌɡjaː
بکریوں	bˈʌkrˌiõː
اعجازالحق	ˌaːɟaːzˈaːləhˌəq
نظریہٴ	nˈuːnzˈɔeːrˈeːcʰoːʈˈiːjeːhˈeːlˈetəcʰˈehsˈaːtcˈaːr
مسافربس	mˌʊsaːfˈɪrbəs
کوسہولیات	kˌoːshˌoːliˈaːt
لبریز	lˌəbrˈiːz
فکسنگ	fˌɪksˈɪnɡ
آوٴ	ˈaːˈoːlˈetəcʰˈehsˈaːtcˈaːr
خانتحریک	xˌaːnətˌəhərˈiːk
ریشم	rˈeːʃəm
بھارتیہ	bʰˌaːrtˈiːa
دوان	daʋˈaːn
نظیربھٹو	nəʐˈiːrəbʰʈoː
عیدی	ˈiːdi
جھنڈا	ɟʰˈʌnɖaː
وملزوم	ʋˌəməlzˈoːm
مناسب	mʊnˈaːsɪb
دنیاکی	dʊnˈiːaːkˌiː
پرکشمیر	pˌərəkˌəʃmˈiːr
نقشے	nˈʌqʃˌeː
صوفیانہ	ʂˈoːfjaːna
ٹینکر	ʈˈeːnəkˌər
دارالخلافہ	dˌaːraːlˌəxlˈaːfˌa
جالندھری	ɟaːlˈʌndʰərˌiː
اورکہیں	ˈoːrəkhẽː
ٹراما	ʈrˈaːmaː
ثبو	sˈʌboː
لڑے	lˈʌr.eː
کوآرڈینٹر	kˌaʋaːrɖˈiːnʈər
تالا	tˈaːlaː
جراتمندانہ	ɟˌəraːtˌəmndˈaːnˌa
لدھیانوی	lədʰjˈaːnʋi
بیکا	bˈeːkaː
ایوان	eːʋˈaːn
ذوالحجہ	zʊlhˈʌɟˌa
نسبت	nˌɪsbˈat
بھیل	bʰˈeːl
ڈپوپکڑا	ɖəpˈoːpəkr.aː
شیلا	ʃˈeːlaː
ڈالرواپس	ɖˌaːlrʋˈaːpəs
دلہ	dˈʌlˌa
اویسی	oːˈiːsi
کوٹہ	kˈoːʈˌa
شاندارکارکردگی	ʃˌaːndaːrkaːrkˈardɡi
مکوڑے	məkˈoːr.eː
چھاونی	cʰaːˈoːni
لغو	lˈʌɣoː
محشر	mɛhʃˈar
اتنے	ˈɪtneː
اٹھانا	ʊʈʰˈaːnaː
مرڈیشور	mˌərɖiʃˈoːr
آمین	aːmˈiːn
چارپائی	cˌaːrpˈaːi
پریمئر	pərˈiːmər
عشایئے	ˌaʃaːjˈaeː
بلانا	bəlˈaːnaː
سازگار	sˌaːzɡˈaːr
اریگیشن	ˌariɡeːʃˈan
مرچوں	mˈʌrcõː
انورظہیرجمالی	ˌanoːrˌəʐhˌiːrəɟmˈaːli
محاسب	məhˈaːsəb
چوسنے	cˈuːsneː
بڑھاتا	bˈar.haːtˌaː
پٹواریوں	pəʈʋˈaːriˌõː
لینڈ	lˈeːnɖ
مہر	mˈɛhɛr
سکالرشپس	səkˈaːlərˌəʃəpˌəs
بیڑہ	bˈeːr.ˌa
گھپلوں	ɡʰˈʌplˌõː
کارخ	kˈaːrɪx
لٹن	lˈʌʈən
پیشین	peːʃˈiːn
آؤ	ˈaːoː
ٹارگیٹڈ	ʈˌaːrɡˈiːʈəɖ
رجحان	rʊɟhˈaːn
گیاجس	ɡjˈaːɟəs
لگانا	ləɡˈaːnaː
آزادیٴ	ˈaːzˈeːˈalɪfdˈaːlcʰoːʈˈiːjeːlˈetəcʰˈehsˈaːtcˈaːr
شہریت	ʃˈɛhɛrˌiːat
فردوس	fɪrdˈɔːs
مواخات	mˌaʋaːxˈaːt
باسکٹ	bˈaːskɪʈ
گجرانوالہ	ɡˌəɟrˈaːnʋaːla
چمپئنز	cˈʌmpənˌəz
پرہوں	pˈʌrhˌõː
بھٹوشہید	bʰˌəʈoːʃhˈiːd
والاخواجہ	ʋaːlˈaːxʋaːɟa
بینر	bˈeːnər
خاصا	xˈaːʂaː
کھاکر	kʰˈaːkər
مزیدبگڑرہے	məzˈiːdəbˌəɡər.ˌərhˌeː
ذکراﷲ	zˈaːlkˈaːfrˈeːˈalɪfˈallaːh
تحصیل	tɛhʂˈiːl
ناقابال	nˌaːqaːbˈaːl
ہوتاہے	hoːtˈaːheː
نگوں	nˈɪɡũː
ایشورنس	ˌeːʃoːrˈʌns
اولاند	oːlˈaːnd
حرم	hˈʌrəm
تحقیق	tˌɛhqˈiːq
ڈشیڈنگ	ɖɪʃˈiːɖɪnɡ
اونورالامین	ˌoːnoːrˌaːlaːmˈiːn
پیشکشوں	pˈeːʃəkʃõː
عراق	arˈaːq
تخفظ	tˈʌxəfˌəʐ
ڈالرکے	ɖˈaːlərkeː
ڈوگراں	ɖˈoːɡrˌãː
ہیکل	hˈeːkəl
زاویوں	zaːʋˈeːõː
پرسختی	pˈʌrəsˌəxtˌiː
داغدار	dˌaːɣdˈaːr
لکھتے	lˈɪkʰteː
مالا	mˈaːlaː
کوقبول	kˌoːqbˈoːl
شفاء	ʃˈʌfaː
تعمیرات	tˈaːmiraːt
کنوارے	kənʋˈaːreː
سواکوئی	sˌaʋaːkˈoːi
شمیل	ʃəmˈiːl
بینکوں	bˈeːnkˌõː
ڈسٹریبیوشن	ɖˌɪsʈribeːˈoːʃən
سائیں	sˈaːẽː
چہارشنبہ	cˌəhaːrəʃˈʌnbəˌa
قافلوں	qˈaːflˌõː
وانسانی	ʋˈaːnsaːnˌiː
نسان	nəsˈaːn
کیبعد	keːbˈaːd
تکالیف	tˌəkaːlˈiːf
گولوں	ɡˈoːlõː
دلہنوں	dəlˈʌhnõː
دیاجارہا	djaːɟˈaːrhˌaː
ریزہ	rˈeːzˌa
وبیشتر	ʋəbˈiːʃtər
اشتراکیت	ˌɪʃtɪrˌaːkiˈat
ففتھ	fˈɪftʰ
آرسنل	ˈaːrəsˌənəl
اورہمارے	ˌoːrhmˈaːreː
کےدوران	kˌeːdoːrˈaːn
بسالت	bəsˈaːlət
سوچوں	sˈoːcõː
ترقیوں	tˈʌrqˌiõː
کونجی	kˈoːnɟi
شحالی	ʃəhˈaːli
وصال	ʋɪʂˈaːl
گھرانوں	ɡʰərˈaːnõː
کوگلا	kˈoːɡlˌaː
ریوینیو	rˌeːʋinˈeːoː
نظرا	naʐˈaraː
ٹبی	ʈˈʌbi
نمائیندوں	nˈʊmaːˌiːndõː
کامرہ	kˈaːməra
کلکٹریٹ	kˌalɪkʈarˈiːʈ
اسٹیج	ɪsʈˈiːɟ
شعیب	ʃʊˈeːb
لیوی	lˈeːʋi
لوازمات	lˌaʋaːzˌəmˈaːt
اہتما	ˈɛhtɪmˌaː
پختوپختوا	pˌəxtoːpˈʌxtʋaː
سرحداسمبلی	sˈarhadˌaːsəmbˌəli
القادسیہ	alqˌaːdsˈiːa
محکمانہ	meːhˈeːkmaːna
ایمریٹس	ˌeːmrˈiːʈs
نامزدگیاں	naːmzˈadɡiˌãː
ڈاون	ɖˈaːʋən
پاروں	pˈaːrõː
زناء	zˈʌnaː
نائک	nˈa͡ɪk
رکھئے	rˈʌkʰˌeː
چھاپہ	cʰˈaːpˌa
ساوتھ	sˈaːʋətʰ
کنزرویٹر	kˌənəzrʋˈiːʈər
گھر	ɡʰˈʌr
بغور	bəɣˈoːr
امجدصابری	ˌaməɟˌədʂˈaːbrˌiː
چٹاگانگ	cˌəʈaːɡˈaːnɡ
گردن	ɡˈʌrdən
الٹنا	ʊlˈaʈnaː
کابلی	kˈaːblˌiː
سپریٹنڈنٹ	sˌəpriʈˈʌnɖənʈ
مکتوم	mˌəktˈuːm
جوگیزئی	ɟoːɡˈiːzˌiː
لگادیں	ləɡˈaːdẽː
تھااس	tʰaːˈaːs
شاپر	ʃˈaːpər
اوتھل	ˈoːtʰəl
بلجیم	bˌəlɟˈiːm
حوالدار	haʋˈaːldaːr
انگلینڈکے	ˌanəɡlˈiːnɖəkˌeː
اورنوجوانوں	ˌoːrnˈoːɟʋaːnˌõː
رھا	rˈʌhəˌaː
پہلوئوں	pˈɛhloːˌõː
افواہیں	ˈafʋaːhˌẽː
تعمیروترقی	tˈaːmirˌoːtərqi
حمید	həmˈiːd
کومخاطب	kˌoːmxˈaːtəb
ریچھ	rˈiːcʰ
عاقبت	ˈaːqəbˌət
کرمقامی	kˌərəmqˈaːmi
کاآغاز	kˌaːaːɣˈaːz
شرما	ʃˈʌrmˌaː
اپاہج	apˈaːhəɟ
منچلے	mˈʌncəlˌeː
قسموں	qˈʌsmˌõː
پیڈز	pˈeːɖz
نوازی	nˈaʋaːzˌiː
سمجھائیں	sˌəmɟʰˈaːẽː
بدگمانیاں	bˌədəɡmˈaːnjãː
فع	fˈaː
چشمہ	cˈʌʃəma
فوجوں	fˈoːɟõː
جلداز	ɟˌəldˈaːz
متصادم	mˌʊtaʂˈaːdɪm
آڑھتی	ˈaːr.hətˌiː
ادروں	ˈadrˌõː
بٹھائے	bˈɪʈʰaːˌeː
اسراف	ɪsrˈaːf
ثواب	saʋˈaːb
الوداع	alʋˈʌdaː
جنیوا	ɟənˈeːʋaː
پارلمینٹ	pˌaːrəlmˈiːnʈ
بولے	bˈoːleː
کون	kˈoːn
بابی	bˈaːbi
نائٹروجن	nˌa͡ɪʈrˈoːɟən
البراک	albərˈaːk
قتل	qˈatl
الگ	ˈaləɡ
مبادلہ	məbˈaːdəla
سنہری	sʊnˈɛhri
امچھری	ˈaməcʰri
یوری	jˈɔri
بینکس	bˈeːnəkˌəs
انفراسٹکچر	ˌɪnfɪrˈaːsʈəkˌəcər
صدیاں	ʂˈʌdjãː
چھٹیاں	cʰˈʊʈiˌãː
ڈھانپ	ɖʰˈaːnp
کاشیڈول	kˌaːʃiɖˈoːl
آشا	ˈaːʃaː
جما	ɟˈʌmaː
ہٹائی	həʈˈaːi
پریزینٹیشن	pˌərizˈiːnʈeːʃˌan
ایڈوکیٹ	ˌeːɖoːkˈiːʈ
ایئربیس	eːˈarbˌiːs
شرٹ	ʃˈʌrʈ
اوروقت	oːrˈoːqət
استحکام	ˌɪstɛhkˈaːm
اخلاقی	ˌaxlˈaːqi
گھونپ	ɡʰˈoːnp
متروک	mˈatruːk
گھناوٴنا	ɡˈaːfdɔcˈaʃmihˌeːnˈuːnˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːrnˈuːnˈalɪf
اعزازیہ	eːzˈaːziˌa
حکو	hˈʌkoː
ازکم	ˈazəkˌəm
نصر	nˈʌʂər
کیمرا	kˈeːmrˌaː
کاٹکٹ	kˈaːʈəkˌəʈ
کوں	kˈõː
