Əbüləsvar	æbylæsvˈar
əməyini	æmæjinˈi
partenogenez	partenoɟenˈez
küləksiz	cylæçsˈiz
Yuvalama	juvaɫamˈa
limanın	limanˈɯn
azadlıqları	azadɫɯɡɫaɾˈɯ
Saraçlı	saɾat͡ʃɫˈɯ
tərcüməçisi	tærd͡ʒymæt͡ʃisˈi
Feyruz	fejrˈuz
Şreder	ʃredˈer
əyanların	æjanɫaɾˈɯn
briqadir	briɡadˈir
belədir	belædˈir
Salahov	saɫahˈov
yayımlanmış	jajɯmɫanmˈɯʃ
çölə	t͡ʃˈœlæ
Aşınma	aʃɯnmˈa
Romero	romeɾˈo
bütövlüyü	byt͡sœvlyjˈy
hücum	hyd͡ʒˈum
Tran	trˈan
bitirdiyi	bit͡sirdijˈi
Fyodorovna	fjodoɾovnˈa
Zeynal	zejnˈaɫ
maşından	maʃɯndˈan
mallarını	maɫɫaɾɯnˈɯ
görüntülərini	ɟœɾyntylæɾinˈi
Antoninin	antoninˈin
soğanaqları	soːanaɡɫaɾˈɯ
qıldığı	ɡɯɫdɯɯˈɯ
dostuna	dostunˈa
qarağac	ɡaɾˈaːd͡ʒ
Elektrik	eleçtrˈiç
Daxilində	daxilˈindæ
Qarabağı	ɡaɾabaːˈɯ
Ay	ˈaj
gəlməmiş	ɟælmæmˈiʃ
dəmirin	dæmiɾˈin
xəstəliyidir	xæstælijidˈir
protonların	protonɫaɾˈɯn
Bədr	bˈædər
korund	coɾˈund
Ueynin	uejnˈin
bulağa	buɫˈaː
Hollandiyadan	hoɫɫandijadˈan
seçməyi	set͡ʃmæjˈi
batalyonu	bataɫjonˈu
Kiçikdaş	cit͡ʃiçdˈaʃ
dağıdılıb	daːɯdɯɫˈɯb
kiçilən	cit͡ʃilˈæn
qayıtdıqda	ɡajɯtdɯɡdˈa
Lermontovun	lermontovˈun
əyalətlərində	æjalætlæɾˈindæ
yüksəldi	jyçsældˈi
müqəddiməsində	myɡæddimæsˈindæ
Salih	salˈih
təbiidir	tæbiidˈir
başlayan	baʃɫajˈan
rayonunda	rajonundˈa
durumunda	duɾumundˈa
Kolçak	coɫt͡ʃˈaç
həqiqətlər	hæɡiɡætlˈær
Brahma	brahmˈa
kibernetik	cibernet͡sˈiç
Miras	miɾˈas
Qayınana	ɡajɯnanˈa
muxtariyyətə	muxtaɾijjˈætæ
yetirirlər	jet͡siɾirlˈær
Seçmə	sˈet͡ʃmæ
şəriət	ʃæɾiˈæt
ruhu	ruhˈu
buraxılan	buɾaxɯɫˈan
Yuli	julˈi
evlərdə	evlˈærdæ
Toxumların	toxumɫaɾˈɯn
uzaqlıqdadır	uzaɡɫɯɡdadˈɯr
doğrayın	doːɾajˈɯn
hidroenerji	hidroenerʒˈi
toylarda	tojɫardˈa
illik	illˈiç
Xəstəyə	xæstˈæjæ
hadisələrini	hadisælæɾinˈi
zəhərdən	zæhærdˈæn
yüksələcək	jyçsælæd͡ʒˈæç
Memory	memˈorj
Lordu	ɫordˈu
million	milliˈon
Mart	mˈart
lələklər	lælæçlˈær
tələbatı	tælæbatˈɯ
güləşlə	ɟylˈæʃlæ
itirməsi	it͡sirmæsˈi
sayılmır	sajɯɫmˈɯr
silahlanırdılar	siɫahɫanɯrdɯɫˈar
pillələr	pillælˈær
manat	manˈat
toplusunda	topɫusundˈa
üstünlüklərindən	ystynlyçlæɾindˈæn
baletləri	baletlæɾˈi
zəfər	zæfˈær
görüntüsü	ɟœɾyntysˈy
itmə	ˈitmæ
prospektinin	prospeçtinˈin
personajını	personaʒɯnˈɯ
çıxarılıb	t͡ʃɯxaɾɯɫˈɯb
Mağaraya	maːɾajˈa
dırnaq	dɯrnˈax
ensizdir	ensizdˈir
yataqxanalar	jataɡxanaɫˈar
sahillərinə	sahillæɾˈinæ
problemə	problˈemæ
Bred	brˈed
Mahiyyətcə	mahijjˈætd͡ʒæ
instituta	institutˈa
agentliklərinin	aɟentliçlæɾinˈin
zamanını	zamanɯnˈɯ
günbəzini	ɟynbæzinˈi
Tacir	tad͡ʒˈir
tədqiqatları	tædɡiɡatɫaɾˈɯ
sərnişinləri	særniʃinlæɾˈi
Kür	cˈyr
itirməli	it͡sirmælˈi
U	ˈu
Dağlıca	daːɫɯd͡ʒˈa
yollanıb	joɫɫanˈɯb
planlama	pɫanɫamˈa
meylləri	mejllæɾˈi
etdirici	etdiɾid͡ʒˈi
fikirləşərək	ficirlæʃæɾˈæç
Şihabəddin	ʃihabæddˈin
fani	fanˈi
texnoloji	texnoɫoʒˈi
futbolçunu	futboɫt͡ʃunˈu
zirvə	zˈirvæ
qaçırdılar	ɡat͡ʃɯrdɯɫˈar
etdiyiniz	etdijinˈiz
Bəyaz	bæjˈaz
yatarkən	jatarcˈæn
RFC	ˌerfˌed͡ʒˈe
yetirilmişdi	jet͡siɾilmiʃdˈi
mayelərdə	majelˈærdæ
uydurması	ujdurmasˈɯ
Krişna	çriʃnˈa
avadanlıqlarına	avadanɫɯɡɫaɾɯnˈa
tendensiya	tendˈensia
polis	polˈis
Mənzil	mænzˈil
İl	ˈil
ab	ˈab
dayandıraraq	dajandɯɾaɾˈax
oturmuşdur	oturmuʃdˈur
müharibədə	myhaɾibˈædæ
Qanunvericilik	ɡanunveɾid͡ʒilˈiç
kralla	çraɫɫˈa
tormoz	tormˈoz
borcludur	bord͡ʒɫudˈur
olunmaması	oɫunmamasˈɯ
qorumalı	ɡoɾumaɫˈɯ
mahiyyətində	mahijjætˈindæ
itmişdir	itmiʃdˈir
sahili	sahilˈi
yorğan	jorɣˈan
Şəmşir	ʃæmʃˈir
yetirilmişdir	jet͡siɾilmiʃdˈir
albomudur	aɫbomudˈur
Luar	ɫuˈar
Tanrıda	tanrɯdˈa
olduqdan	oɫduɡdˈan
heyətinin	hejætinˈin
padşahların	padʃahɫaɾˈɯn
vedrə	vˈedræ
duyduğu	dujdˈuː
Varlı	varɫˈɯ
layının	ɫajɯnˈɯn
çevrildiyini	t͡ʃevrildijinˈi
qəbri	ɡæbrˈi
yaşından	jaʃɯndˈan
edərdilər	edærdilˈær
milyardlarla	miljardɫarɫˈa
müddətinə	myddætˈinæ
Dəvəçi	dævæt͡ʃˈi
hippi	hippˈi
Birliyinə	birlijˈinæ
doğum	doːˈum
Qaqa	ɡaɡˈa
xəlifələri	xælifælæɾˈi
güman	ɟymˈan
saxlanılmış	saxɫanɯɫmˈɯʃ
qeyrət	ɡejrˈæt
qalxanlar	ɡaɫxanɫˈar
gördüyünə	ɟœrdyjˈynæ
çempionatının	t͡ʃempionatɯnˈɯn
heteroseksual	het͡seɾoseçsuˈaɫ
Yeniyetməlik	jenijetmælˈiç
Etirazçılar	et͡siɾazt͡ʃɯɫˈar
Aydoğmuşoğlu	ajdoːmuʃoːɫˈu
Dağılmış	daːɯɫmˈɯʃ
işlədilir	iʃlædilˈir
burjuaziyanın	burʒuazijanˈɯn
kristalların	çristaɫɫaɾˈɯn
güllənin	ɟyllænˈin
Çempionatı	t͡ʃempionatˈɯ
Əlişəkər	æliʃæcˈær
Qanunu	ɡanunˈu
ümumu	ymumˈu
zoopark	zoopˈarç
edilənlərdən	edilænlærdˈæn
müddətlə	myddˈætlæ
aparılacaq	apaɾɯɫad͡ʒˈax
ulduza	uɫduzˈa
Passat	passˈat
qrammatikanın	ɡrammaticanˈɯn
Azadlığa	azadɫɯɯˈa
sahələrdir	sahælærdˈir
Tarsus	tarsˈus
Price	prid͡ʒˈe
keçirərdi	cet͡ʃiɾærdˈi
Səccad	sæd͡ʒd͡ʒˈad
yerlərə	jerlˈæɾæ
asta	astˈa
Oda	odˈa
ilində	ilˈindæ
repertuarından	repertuaɾɯndˈan
açıqlanmasına	at͡ʃɯɡɫanmasɯnˈa
Rut	rˈut
dağıdırdı	daːɯdɯrdˈɯ
bişirən	biʃiɾˈæn
Razdan	razdˈan
raketlərlə	racetlˈærlæ
qlükoza	ɡlycozˈa
açmış	at͡ʃmˈɯʃ
Debian	debiˈan
xəttilə	xættˈilæ
kənarlarını	cænarɫaɾɯnˈɯ
adlandığı	adɫandɯɯˈɯ
temperaturla	tempeɾaturɫˈa
qətlinin	ɡætlinˈin
deqradasiyası	deɡradasijasˈɯ
cinsi	d͡ʒinsˈi
öyrəncisi	œjrænd͡ʒisˈi
Kaynozoyda	cajnozojdˈa
Sirk	sˈirç
bölgələrdən	bœlɟælærdˈæn
Qəzzədə	ɡæzzˈædæ
qoyulması	ɡojuɫmasˈɯ
diktatorluq	diçtatorɫˈux
dünyagörüşünü	dynjaɟœɾyʃynˈy
nəsihət	næsihˈæt
Qəribə	ɡæɾˈibæ
çatdırırlar	t͡ʃatdɯɾɯrɫˈar
vəhdətindən	væhdætindˈæn
çörək	t͡ʃœɾˈæç
aşılanır	aʃɯɫanˈɯr
təşkilatla	tæʃciɫatɫˈa
xəstənin	xæstænˈin
dəvəni	dævænˈi
qablarını	ɡabɫaɾɯnˈɯ
hörgü	hœrɟˈy
Sarayda	saɾajdˈa
ADA	adˈa
danışıqları	danɯʃɯɡɫaɾˈɯ
əqidəsində	æɡidæsˈindæ
Hillə	hˈillæ
dəfəlik	dæfælˈiç
yaralanmışdı	jaɾaɫanmɯʃdˈɯ
Mila	miɫˈa
Universitetə	universit͡sˈetæ
minici	minid͡ʒˈi
Bronxial	bronxiˈaɫ
verilişləri	veɾiliʃlæɾˈi
əziyyət	æzijjˈæt
keşişinin	ceʃiʃinˈin
yağların	jaːɫaɾˈɯn
Midiya	mˈidia
iddiasına	iddiasɯnˈa
idmançıdır	idmant͡ʃɯdˈɯr
təchizat	tæd͡ʒhizˈat
Boru	boɾˈu
əsaslandırılmışdır	æsasɫandɯɾɯɫmɯʃdˈɯr
səslənsə	sæslˈænsæ
libasını	libasɯnˈɯ
Cəzalandırıcı	d͡ʒæzaɫandɯɾɯd͡ʒˈɯ
çempionu	t͡ʃempionˈu
ətraflarına	ætrafɫaɾɯnˈa
qanunvericilikdə	ɡanunveɾid͡ʒilˈiçdæ
seçildiyi	set͡ʃildijˈi
prikvel	priçvˈel
qalxmışdır	ɡaɫxmɯʃdˈɯr
irəliləyir	iɾælilæjˈir
Türkmənistan	tyrçmænistˈan
RSDFP	ˌersˌedˈefˌepˈe
tapılmasından	tapɯɫmasɯndˈan
azalaraq	azaɫaɾˈax
Rəşidəddinin	ræʃidæddinˈin
testini	testinˈi
rotor	rotˈor
sərgisinə	særɟisˈinæ
şirəsi	ʃiɾæsˈi
mahnılarla	mahnɯɫarɫˈa
edilmək	edilmˈæç
görünmür	ɟœɾynmˈyr
paytaxtını	pajtaxtɯnˈɯ
köçdü	cœt͡ʃdˈy
qalxma	ɡaɫxmˈa
İtaliyalı	italijaɫˈɯ
sisteminin	sisteminˈin
sudakı	sudacˈɯ
yarğanların	jarɣanɫaɾˈɯn
bədənli	bædænlˈi
intruziv	intruzˈiv
həmmüəllifidir	hæmmyællifidˈir
Preparat	prepaɾˈat
tankerlər	tancerlˈær
Özbəkin	œzbæcˈin
etməyən	etmæjˈæn
etiraf	et͡siɾˈaf
bakirə	bacˈiɾæ
qıpçaqları	ɡɯpt͡ʃaɡɫaɾˈɯ
dayanan	dajanˈan
departamentləri	departamentlæɾˈi
Caparidze	d͡ʒapaɾidzˈe
aralarına	aɾaɫaɾɯnˈa
aralıqlarla	aɾaɫɯɡɫarɫˈa
işdən	iʃdˈæn
hoc	hˈod͡ʒ
Qismət	ɡismˈæt
sahibinin	sahibinˈin
Alaniya	aɫˈania
süddən	syddˈæn
enliklər	enliçlˈær
gürcülərin	ɟyrd͡ʒylæɾˈin
Sisero	siseɾˈo
Pamela	pameɫˈa
sanki	sancˈi
tamamladı	tamamɫadˈɯ
Esperanto	espeɾantˈo
ərəfəsi	æɾæfæsˈi
Buradakı	buɾadacˈɯ
kütlələrin	cytlælæɾˈin
Bankında	bancɯndˈa
işlənərək	iʃlænæɾˈæç
Badis	badˈis
red	rˈed
fırlanan	fɯrɫanˈan
məhdudiyyəti	mæhdudijjætˈi
qazıntılarda	ɡazɯntɯɫardˈa
texnologiyadan	texnoɫoɟijadˈan
fikrində	fiçrˈindæ
açmağı	at͡ʃmaːˈɯ
universitetlərə	universit͡setlˈæɾæ
mülkiyəti	mylcijætˈi
kəşfiyyatçıların	cæʃfijjatt͡ʃɯɫaɾˈɯn
bənzəyir	bænzæjˈir
müəllimə	myællˈimæ
kitabların	citabɫaɾˈɯn
Culfa	d͡ʒuɫfˈa
introduksiyası	introduçsijasˈɯ
başlanğıclarını	baʃɫanɣɯd͡ʒɫaɾɯnˈɯ
heyvanlarının	hejvanɫaɾɯnˈɯn
davada	davadˈa
anomal	anomˈaɫ
mişardişlidir	miʃardiʃlidˈir
Murov	muɾˈov
çəkilişini	t͡ʃæciliʃinˈi
hərəkətlərə	hæɾæcætlˈæɾæ
mədrəsələri	mædræsælæɾˈi
çıxan	t͡ʃɯxˈan
tempinə	tempˈinæ
öndərliyində	œndærlijˈindæ
maraqlarının	maɾaɡɫaɾɯnˈɯn
Seyfəddin	sejfæddˈin
biləcəyiniz	bilæd͡ʒæjinˈiz
mikroskopda	miçroscopdˈa
formalaşdırır	formaɫaʃdɯɾˈɯr
limiti	limit͡sˈi
ürəklə	yɾˈæçlæ
nəsildə	næsˈildæ
Oxçu	oxt͡ʃˈu
qızılı	ɡɯzɯɫˈɯ
rənglər	rænɟlˈær
qaynaqlarını	ɡajnaɡɫaɾɯnˈɯ
tarixçilərdən	taɾixt͡ʃilærdˈæn
bağlanmaq	baːɫanmˈax
diametrinə	diametrˈinæ
nöqtələr	nœɡtælˈær
dayanmışdı	dajanmɯʃdˈɯ
köşkləri	cœʃçlæɾˈi
siçanı	sit͡ʃanˈɯ
Hürriyyət	hyrrijjˈæt
xalçalarında	xaɫt͡ʃaɫaɾɯndˈa
Əsəri	æsæɾˈi
Manqışlaq	manɡɯʃɫˈax
spekulyativ	specuɫjatˈiv
virtuoz	virtuˈoz
gillər	ɟillˈær
zirvələrdən	zirvælærdˈæn
intim	intˈim
Planının	pɫanɯnˈɯn
Cəsəd	d͡ʒæsˈæd
silindir	silindˈir
verməkdədir	vermæçdædˈir
zədələyə	zædælˈæjæ
bərkimə	bærcˈimæ
Şəmkirdə	ʃæmcˈirdæ
Karlayl	carɫˈajl
Qaqik	ɡaɡˈiç
Abidəni	abidænˈi
yekunda	jecundˈa
diplom	dipɫˈom
mükafatçısıdır	mycafatt͡ʃɯsɯdˈɯr
Pekinə	pecˈinæ
müstəsnalıq	mystæsnaɫˈɯx
yaddaşını	jaddaʃɯnˈɯ
yoxsullaşmış	joxsuɫɫaʃmˈɯʃ
torla	torɫˈa
Niue	niuˈe
Nərimanov	næɾimanˈov
Daşkəsən	daʃcæsˈæn
fermerlərə	fermerlˈæɾæ
monqolların	monɡoɫɫaɾˈɯn
insana	insanˈa
İnan	inˈan
Vatt	vˈatt
Kensinqton	censinɡtˈon
Qarğabazar	ɡarɣabazˈar
qramdan	ɡramdˈan
xanlıqları	xanɫɯɡɫaɾˈɯ
Pun	pˈun
Azor	azˈor
sovetləri	sovetlæɾˈi
Sağlamlığı	saːɫamɫɯɯˈɯ
toplamağa	topɫamˈaː
Uca	ud͡ʒˈa
Osetiyada	oset͡sijadˈa
çıxışının	t͡ʃɯxɯʃɯnˈɯn
işarələyən	iʃaɾælæjˈæn
diqqətsiz	diɡɡætsˈiz
İpoteka	ipotecˈa
müqavimətindən	myɡavimætindˈæn
piri	piɾˈi
Sənəd	sænˈæd
regionların	reɟionɫaɾˈɯn
Mesopotamiyada	mesopotamijadˈa
Hazırlıq	hazɯrɫˈɯx
zirvəsi	zirvæsˈi
Əylisin	æjlisˈin
palıd	paɫˈɯd
iTunes	ˈitunˈes
Kartof	cartˈof
Academy	ad͡ʒadˈemj
Kamilə	camˈilæ
Banqladeşdə	banɡɫadˈeʃdæ
Plexanov	plexanˈov
Hindistanla	hindistanɫˈa
qurşaq	ɡurʃˈax
bilib	bilˈib
Filarmoniyada	fiɫarmonijadˈa
salmışlar	saɫmɯʃɫˈar
səndən	sændˈæn
edilməsin	edilmæsˈin
xəsislik	xæsislˈiç
qarışmaq	ɡaɾɯʃmˈax
Əliverdibəyov	æliverdibæjˈov
Sahibləri	sahiblæɾˈi
yurduna	jurdunˈa
hücrə	hˈyd͡ʒræ
xüsusiyyətləridir	xysusijjætlæɾidˈir
Helikopter	helicoptˈer
tavan	tavˈan
Konqres	conɡrˈes
uyğunluğuna	ujɣunɫuːnˈa
diqqətindən	diɡɡætindˈæn
nəsə	nˈæsæ
Dadı	dadˈɯ
tava	tavˈa
Wright	wrˈiɟht
Adeli	adelˈi
mühasirədə	myhasiɾˈædæ
dəyişdirməsi	dæjiʃdirmæsˈi
təmirini	tæmiɾinˈi
Sacilər	sad͡ʒilˈær
perspektivi	perspeçtivˈi
bağça	baːt͡ʃˈa
sənduqə	sændˈuɡæ
yarışmaları	jaɾɯʃmaɫaɾˈɯ
Bəlkə	bˈælcæ
effektivliyinə	effeçtivlijˈinæ
Nəqliyyatı	næɡlijjatˈɯ
Evlilikdən	evliliçdˈæn
qalıqlarının	ɡaɫɯɡɫaɾɯnˈɯn
tabeçiliyi	tabet͡ʃilijˈi
tənbəl	tænbˈæl
məhəlli	mæhællˈi
vətəndən	vætændˈæn
Haas	haˈas
Yeməkdən	jemæçdˈæn
Məmmədqulu	mæmmædɡuɫˈu
bitkisinə	bitcisˈinæ
qaldıran	ɡaɫdɯɾˈan
Tənha	tænhˈa
Marçello	mart͡ʃelɫˈo
novu	novˈu
çəkiləcəyini	t͡ʃæcilæd͡ʒæjinˈi
meyvəsinin	mejvæsinˈin
yevropium	jevropiˈum
orkestrlə	orcˈestrlæ
yeniləşməsi	jenilæʃmæsˈi
Hatifi	hatifˈi
Nottingem	nottinɟˈem
çatdırdılar	t͡ʃatdɯrdɯɫˈar
qalxması	ɡaɫxmasˈɯ
qalxır	ɡaɫxˈɯr
Həmzənin	hæmzænˈin
yumurtaların	jumurtaɫaɾˈɯn
Ləğv	lˈæːv
Pyotrdan	pjotrdˈan
yönələrək	jœnælæɾˈæç
Lənkəranda	læncæɾandˈa
salon	saɫˈon
mal	mˈaɫ
tikan	ticˈan
öyrəndikdən	œjrændiçdˈæn
Nəqliyyat	næɡlijjˈat
Alaves	aɫavˈes
günahlarını	ɟynahɫaɾɯnˈɯ
öyrəndiyi	œjrændijˈi
kərə	cˈæɾæ
qürurunu	ɡyɾuɾunˈu
Necə	nˈed͡ʒæ
Bostonda	bostondˈa
külçə	cˈylt͡ʃæ
hazırlayıblar	hazɯrɫajɯbɫˈar
İnqilabdan	inɡiɫabdˈan
paneli	panelˈi
redaksiyaya	redaçsijajˈa
Port	pˈort
sirk	sˈirç
mətnlərini	mætnlæɾinˈi
axı	axˈɯ
kalibrli	calibrlˈi
fərmanlarla	færmanɫarɫˈa
göllərin	ɟœllæɾˈin
həkimliyi	hæcimlijˈi
azdır	azdˈɯr
unutmuşdu	unutmuʃdˈu
Vasitə	vasˈitæ
yüksəkliyin	jyçsæçlijˈin
Əfqanlar	æfɡanɫˈar
təşviş	tæʃvˈiʃ
düzənliklərə	dyzænliçlˈæɾæ
itkisinə	itcisˈinæ
efemerlər	efemerlˈær
Globe	ɟɫobˈe
tündləşir	tyndlæʃˈir
mütəxəssislərin	mytæxæssislæɾˈin
hövzənin	hœvzænˈin
Olduqca	oɫduɡd͡ʒˈa
çilçıraqlar	t͡ʃilt͡ʃɯɾaɡɫˈar
Cırtdan	d͡ʒɯrtdˈan
uydurmadır	ujdurmadˈɯr
yayımın	jajɯmˈɯn
Hunlar	hunɫˈar
Təsisçilər	tæsist͡ʃilˈær
daşımır	daʃɯmˈɯr
pianist	pianˈist
Zəlzələdən	zælzælædˈæn
Kimsə	cˈimsæ
Kaxetiya	caxˈet͡sia
yerləşdirdilər	jerlæʃdirdilˈær
səmtindən	sæmtindˈæn
March	mˈard͡ʒh
qəlsəmələri	ɡælsæmælæɾˈi
əmrlərinə	æmrlæɾˈinæ
müəssisələrdir	myæssisælærdˈir
Milliken	millicˈen
musiqilərini	musiɡilæɾinˈi
formalarla	formaɫarɫˈa
partlaması	partɫamasˈɯ
uçarkən	ut͡ʃarcˈæn
təkərləri	tæcærlæɾˈi
döndərməyə	dœndærmˈæjæ
xanının	xanɯnˈɯn
nahiyyəsində	nahijjæsˈindæ
tənliyinin	tænlijinˈin
islahatlardan	isɫahatɫardˈan
rif	rˈif
çatmalı	t͡ʃatmaɫˈɯ
Şövkət	ʃœvcˈæt
ədəbiyyatının	ædæbijjatɯnˈɯn
amansızca	amansɯzd͡ʒˈa
piyadaları	pijadaɫaɾˈɯ
alətdir	alætdˈir
yetişmə	jet͡sˈiʃmæ
Boğazın	boːazˈɯn
jurnalistləri	ʒurnalistlæɾˈi
atılmağa	atɯɫmˈaː
enlik	enlˈiç
payızda	pajɯzdˈa
Arlda	arldˈa
performans	performˈans
Set	sˈet
vasitəçi	vasitæt͡ʃˈi
günahının	ɟynahɯnˈɯn
saz	sˈaz
standartlara	standartɫaɾˈa
keçilirdi	cet͡ʃilirdˈi
aspekti	aspeçtˈi
Kerzon	cerzˈon
layiqdir	ɫajiɡdˈir
obyektlərində	objeçtlæɾˈindæ
Mütəllim	mytællˈim
rolla	roɫɫˈa
tükənmişdi	tycænmiʃdˈi
texnoparkın	texnoparcˈɯn
Toba	tobˈa
itirilən	it͡siɾilˈæn
kapsulu	capsuɫˈu
inəklərin	inæçlæɾˈin
Azercell	azerd͡ʒˈell
Ştakenşneyder	ʃtacenʃnejdˈer
abı	abˈɯ
ru	rˈu
yaxınlaşdırır	jaxɯnɫaʃdɯɾˈɯr
ətinin	ætinˈin
göstərmirdilər	ɟœstærmirdilˈær
aqroiqlim	aɡroiɡlˈim
toplamaqdır	topɫamaɡdˈɯr
əmirliyi	æmirlijˈi
müdaxilə	mydaxˈilæ
tayfanın	tajfanˈɯn
sarayların	saɾajɫaɾˈɯn
tutmaqdan	tutmaɡdˈan
əsirgəmir	æsirɟæmˈir
ziyarətgahdır	zijaɾætɟahdˈɯr
bitkilərinin	bitcilæɾinˈin
Markos	marcˈos
patenti	patentˈi
zamin	zamˈin
Sərdarabad	særdaɾabˈad
AR	ˈar
qıcıqlanması	ɡɯd͡ʒɯɡɫanmasˈɯ
Dəməşqə	dæmˈæʃɡæ
keçmişdir	cet͡ʃmiʃdˈir
fasadına	fasadɯnˈa
fəvvarələr	fævvaɾælˈær
Prokofyev	procofjˈev
Narko	narcˈo
qiymətlərinin	ɡijmætlæɾinˈin
konfrans	confrˈans
şifrəsini	ʃifræsinˈi
tonqala	tonɡaɫˈa
Akane	acanˈe
deputatlığa	deputatɫɯɯˈa
bölgüləri	bœlɟylæɾˈi
valyutasının	vaɫjutasɯnˈɯn
Kriogen	çrioɟˈen
tırtıllı	tɯrtɯɫɫˈɯ
qaynı	ɡajnˈɯ
Müstəqilliyi	mystæɡillijˈi
indikator	indicatˈor
Universitetlərində	universit͡setlæɾˈindæ
meyillidir	mejillidˈir
dovşanın	dovʃanˈɯn
ionlaşma	ionɫaʃmˈa
populyasiyasında	popuɫjasijasɯndˈa
uydurma	ujdurmˈa
pulları	puɫɫaɾˈɯ
ciyərdə	d͡ʒijˈærdæ
keçəli	cet͡ʃælˈi
bəylərbəyisi	bæjlærbæjisˈi
xanımları	xanɯmɫaɾˈɯ
Battle	battlˈe
tribunası	tribunasˈɯ
qatilləri	ɡatillæɾˈi
ekskursiyalar	eçscursijaɫˈar
Bilal	biɫˈaɫ
Keti	cet͡sˈi
rəhbərlər	ræhbærlˈær
yüksəlmişdir	jyçsælmiʃdˈir
sözüm	sœzˈym
Sönmüş	sœnmˈyʃ
sularını	suɫaɾɯnˈɯ
rəqqas	ræɡɡˈas
çevirməsi	t͡ʃevirmæsˈi
Şəhərinin	ʃæhæɾinˈin
qalibiyyətdən	ɡalibijjætdˈæn
Heykəltəraşlıq	hejcæltæɾaʃɫˈɯx
müəllifliyi	myælliflijˈi
əsaslanması	æsasɫanmasˈɯ
klaviaturanın	çɫaviatuɾanˈɯn
almanaxında	aɫmanaxɯndˈa
əlvanlığı	ælvanɫɯɯˈɯ
Oyunlarında	ojunɫaɾɯndˈa
Cambridge	d͡ʒambridɟˈe
olunmadan	oɫunmadˈan
Ağkilsə	aːcˈilsæ
coğrafiyaşünası	d͡ʒoːɾafijaʃynasˈɯ
iplərlə	iplˈærlæ
hotel	hotˈel
xalqımız	xaɫɡɯmˈɯz
möhtərəm	mœhtæɾˈæm
sofistlər	sofistlˈær
Zəyəm	zæjˈæm
CPU	d͡ʒpˈu
müqəddəslərinin	myɡæddæslæɾinˈin
görürsə	ɟœɾˈyrsæ
kur	cˈur
Azərbaycanlı	azærbajd͡ʒanɫˈɯ
şüurun	ʃyuɾˈun
nəticəsidir	nætid͡ʒæsidˈir
Python	pjthˈon
ideyalarına	idejaɫaɾɯnˈa
nəşrlərlə	næʃrlˈærlæ
cazibəsinə	d͡ʒazibæsˈinæ
danışıb	danɯʃˈɯb
Federasiyasının	fedeɾasijasɯnˈɯn
körfəzdən	cœrfæzdˈæn
Rəssamların	ræssamɫaɾˈɯn
bar	bˈar
Mamont	mamˈont
ekstraktı	eçstraçtˈɯ
Qukasyan	ɡucasjˈan
düşünək	dyʃynˈæç
müzakirələri	myzaciɾælæɾˈi
danışmır	danɯʃmˈɯr
itələmə	itælˈæmæ
pulemyotlar	pulemjotɫˈar
Santa	santˈa
izotopları	izotopɫaɾˈɯ
sıxıntılı	sɯxɯntɯɫˈɯ
Anjelu	anʒeɫˈu
bildirmişdi	bildirmiʃdˈi
gücdən	ɟyd͡ʒdˈæn
maya	majˈa
məzarın	mæzaɾˈɯn
Bryus	brjˈus
istedadının	istedadɯnˈɯn
ümumi	ymumˈi
belindən	belindˈæn
təbiətləri	tæbiætlæɾˈi
sultanı	suɫtanˈɯ
məzar	mæzˈar
Konstantinopola	constantinopoɫˈa
irəliləyirdilər	iɾælilæjirdilˈær
tavanında	tavanɯndˈa
qəzetə	ɡæzˈetæ
TOBB	tˈobb
Azərbaycanının	azærbajd͡ʒanɯnˈɯn
Nation	natiˈon
Koreyalıların	coɾejaɫɯɫaɾˈɯn
müddətlik	myddætlˈiç
Yeniseyin	jenisejˈin
bazaya	bazajˈa
Siciliyaya	sid͡ʒilijajˈa
alınmalıdır	aɫɯnmaɫɯdˈɯr
mükafatdır	mycafatdˈɯr
final	finˈaɫ
törədildi	tœɾædildˈi
Möhsün	mœhsˈyn
Biləsuvar	bilæsuvˈar
bağışlamışdır	baːɯʃɫamɯʃdˈɯr
riyaziyyata	rijazijjatˈa
Stepanos	stepanˈos
Küveytə	cyvˈejtæ
Süni	synˈi
saxlamaqdır	saxɫamaɡdˈɯr
Şüeyb	ʃyˈejb
edilsədə	edilsˈædæ
şişlər	ʃiʃlˈær
koloniyalarına	coɫonijaɫaɾɯnˈa
dalğalı	daɫɣaɫˈɯ
düçar	dyt͡ʃˈar
qiymətləndirmişdir	ɡijmætlændirmiʃdˈir
qarşıdır	ɡarʃɯdˈɯr
iğtişaşlar	ijtiʃaʃɫˈar
ovunda	ovundˈa
Gələcəkdə	ɟælæd͡ʒˈæçdæ
IS	ˈɯs
Yaşayış	jaʃajˈɯʃ
ideallarına	ideaɫɫaɾɯnˈa
sürüdə	syɾˈydæ
sarınmış	saɾɯnmˈɯʃ
layihəyə	ɫajihˈæjæ
Cümlədə	d͡ʒymlˈædæ
tanıdılar	tanɯdɯɫˈar
diviziyanı	divizijanˈɯ
Şuri	ʃuɾˈi
inkişafıdır	inciʃafɯdˈɯr
Alov	aɫˈov
bişirirlər	biʃiɾirlˈær
aktrisalıq	açtrisaɫˈɯx
Karter	cartˈer
çəkdirir	t͡ʃæçdiɾˈir
