မြင်း	mjɪ́ɴ
သူယောင်မယ်	θùjàʊɴmɛ̀
မျှင်	m̥jɪ̀ɴ
ချီလီ	t͡ɕʰìlì
သူကောင်	θùɡàʊɴ
သုခ	θṵkʰa̰
တာရာ	tàjà
ဟေမန်	hèmàɴ
ဗျုပ္ပတ်	bjoʊʔpaʔ
မနော	mənɔ́
တတ်	ʔ
အန်တီ	ʔàɴtì
ကာတွန်း	kàtʊ́ɴ
သူရသတ္တိ	θùja̰θaʔtḭ
လံဗား	làɴbá
ဗေ့စဘော	bḛsəbɔ́
ကျိုက္ခမီ	t͡ɕaɪʔkʰəmì
မံသ	màɴθa̰
ကို	ʔ
နှစ်လ	n̥əla̰
ဆစ်ဒနီ	sʰɪʔdənì
မိကျောင်း	mḭd͡ʑáʊɴ
ဆုံး	sʰóʊɴ
မြူစွမ်	mjùswàɴ
ကြာကြာ	t͡ɕàd͡ʑà
ကြက်မောက်သီး	t͡ɕɛʔmaʊʔθí
မုန့်ကျွဲသည်း	mo̰ʊɴt͡ɕwɛ́ðɛ́
တီရှပ်	tìʃaʔ
ခေါက်မုန့်	kʰaʊʔmo̰ʊɴ
တဘက်	dəbɛʔ
ပိန္နဲ	péɪɴnɛ́
အလုံး	ʔəlóʊɴ
လူ့အဖွဲ့အစည်း	lṵʔəpʰwɛ̰ʔəsí
ပြည်ထောင်စုတော်လှန်ရေးကောင်စီအဖွဲ့	pjìdàʊɴzṵtɔ̀l̥àɴjékàʊɴsìʔəpʰwɛ̰
ညှင်း	ɲ̊ɪ́ɴ
ဖငယ်	pʰa̰ŋɛ̀
ပင်လယ်	pɪ̀ɴlɛ̀
ကြောင်လိမ်လှေကား	t͡ɕàʊɴlèɪɴl̥èɡá
တွင်	twɪ̀ɴ
တခြား	tət͡ɕʰá
လေချွန်	lèt͡ɕʰʊ̀ɴ
ဆီးဖြူ	zíbjù
ကြဉ်	t͡ɕɪ̀ɴ
ဆေးလိပ်မသောက်ရ	sʰéleɪʔməθaʊʔja̰
လက်သည်းကွင်း	lɛʔθéɡwɪ́ɴ
တောင်သူလယ်သမားနေ့	tàʊɴðùlɛ̀θəmánḛ
မာလဝီ	màla̰wì
ဂေါ်	ɡɔ̀
ပြည်ထောင်စု	pjìdàʊɴzṵ
ပန်းနာ	páɴnà
ဘော်ဒါ	bɔ̀dà
ထနောင်း	tʰənáʊɴ
တောင်ဖက်ဝန်း	tàʊɴpʰɛʔwʊ́ɴ
ခွံ	kʰʊ̀ɴ
ယူကရိန်း	jùkəɹéɪɴ
လူတော	lùdɔ́
အေး	ʔé
အဝတ်လျှောက်စက်	ʔəwʊʔʃaʊʔsɛʔ
သုခေါဒယ	θṵkʰɔ́dəja̰
မီးဖိုချောင်	míbòd͡ʑàʊɴ
တရားစွဲ	təjáswɛ́
အထုံးအဖွဲ့	ʔətʰóʊɴʔəpʰwɛ̰
ဓမ္မဒဿီဘုရား	dəma̰dətθìpʰəjá
သရက်	θəjɛʔ
ရေခဲ	jèɡɛ́
ဇာတ်ကြီးဆယ်ဘွဲ့	zàtd͡ʑísʰɛ̀bwɛ̰
တန်ဇေးနီးယား	tàɴzéníjá
လက်သည်း	lɛʔθɛ́
ကယ်လဆီယမ်	kɛ̀ləsʰìjàɴ
ဘဝဲ	bəwɛ́
ချင်	t͡ɕʰɪ̀ɴ
အာမေဍိတ်	ʔàmèdeɪʔ
အမှတ်	ʔəm̥aʔ
ကံကြမ္မာ	kàɴt͡ɕəmà
ပဲနံ့သာ	pɛ́na̰ɴθà
ပတ်စပို့	paʔsəpo̰
အလို	ʔəlò
စောင့်	sa̰ʊɴ
မင်းကြီး	mɪ́ɴd͡ʑí
သုည	θòʊɴɲa̰
ဒွိ	dwḭ
မုန်လာဥ	mòʊɴlàʔṵ
အနားယူ	ʔənájù
ခဲဖျက်	kʰɛ́bjɛʔ
ပုခက်	pəkʰɛʔ
ဒုတိယဗိုလ်	dṵtḭja̰bò
နဒီ	nədì
တံ့တံ့	ta̰ɴda̰ɴ
မုံရွာ	mòʊɴjwà
အောက်လွှတ်တော်	ʔaʊʔl̥ʊʔtɔ̀
ဆားရည်	sʰájè
ခု	kʰṵ
သုသာန်	θoʊʔθàɴ
လှော်ကား	l̥ɔ̀ɡá
သက်တင်	θɛʔtɪ̀ɴ
ပျဉ်းတော်သိမ်	pjɪ́ɴdɔ̀θèɪɴ
ရွာသူ	jwàðù
ချေ	d͡ʑè
အားနည်း	ʔánɛ́
အောက်	ʔaʊʔ
သံပြိုင်	θàɴbjàɪɴ
ငှက်ဖျား	ŋ̊ɛʔpʰjá
စပိန်	səpèɪɴ
သယ်	θɛ̀
အင်ပါယာ	ʔɪ̀ɴpàjà
စက်	sɛʔ
အမေ	ʔəmè
ယနေ့	ja̰nḛ
ကွမ်းမွှေး	kʊ́ɴm̥wé
မောင်းမမိဿံ	máʊɴma̰meɪʔθàɴ
ကိုယ်လုပ်တော်	kòloʊʔtɔ̀
ကျည်ကပ်	t͡ɕìɡaʔ
အိမ်တက်မင်္ဂလာ	ʔèɪɴtɛʔmɪ̀ɴɡəlà
ထမနဲ	tʰa̰ma̰nɛ́
လေးလ	léla̰
ရိတ်သိမ်း	jeɪʔθéɪɴ
ပြန်ကြားရေး	pjàɴt͡ɕájé
ထောင်သား	tʰàʊɴðá
အရုပ်စာ	ʔəjoʊʔsà
လူကြီး	lùd͡ʑí
ကား	ká
ကစားစရာ	ɡəzázəjà
ဝသုန္ဓရေ	wəθòʊɴdəɹè
ဇာတ်ရုံ	zaʔjòʊɴ
အဂ္ဂမဟေသီ	ʔɛʔɡa̰məhèθì
ဗြာဟ္မဏ	bjàhma̰na̰
ချေ	t͡ɕʰì
ဇာနည်	zànì
တရုတ်နှင်းသီး	ta̰joʊʔn̥ɪ́ɴθí
မဟာသိပ္ပံဘွဲ့	məhàθeɪʔpàɴbwɛ̰
တံခွန်	dəɡʊ̀ɴ
ဝေးကွာ	wékwà
တညင်းသီး	dəɲɪ́ɴðí
ထောက်ကြံ့	tʰaʊʔt͡ɕa̰ɴ
ငါးပိ	ŋəpḭ
ကာလသားရောဂါ	kàla̰θájɔ́ɡà
အဆိုတော်	ʔəsʰòdɔ̀
ကူဝိတ်	kùweɪʔ
ဒုံးပျံ	dóʊɴbjàɴ
မှန်ဘီလူး	m̥àɴbəlú
အာရပ်	ʔàɹaʔ
ခေါင်း	ɡáʊɴ
အဖေ့	ʔəpʰḛ
နံပြား	nàɴbjá
ပျပျ	pja̰bja̰
သူနာ	θùnà
ကိရိယာ	kəɹḭjà
ဂျော်ဂျီယာ	d͡ʑɔ̀d͡ʑìjà
ခင်ဗျားတို့	kʰɪ̀ɴbjádo̰
မဏိပူရ	mənḭpùja̰
ဗော့ဒ်ကာ	bɔ̰dkà
ကရစ်ကက်	kəɹɪʔkɛʔ
ဝန်ထောက်	wʊ̀ɴdaʊʔ
ဒုံး	dóʊɴ
ဂေါတမဘုရား	ɡɔ́təma̰pʰəjá
ဖွင့်	pʰwɪ̰ɴ
ပန်းရွဲ	páɴjwɛ́
လက်ဖက်ရည်	ləpʰɛʔjè
အငြိမ့်	ʔəɲḛɪɴ
ဧကရီ	ʔèkəjì
နိုး	nó
သလုံး	θəlóʊɴ
ဝဇီရာ	wəzìjà
သူစိမ်း	ðəzéɪɴ
ကားဂိတ်	káɡeɪʔ
အလျင်	ʔəljɪ̀ɴ
မီးလင်းဖို	mílɪ́ɴbò
တောင်ပံ	tàʊɴbàɴ
သွတ်သွတ်	θʊʔθʊʔ
ပင်စိမ်း	pɪ̀ɴzéɪɴ
ဟီ	hì
ဆိတ်ထီး	sʰeɪʔtʰí
ဂိုဏ်းအုပ်	ɡónʔoʊʔ
အတွင်း	ʔətwɪ́ɴ
တရုတ်နံနံ	ta̰joʊʔnàɴnàɴ
နှုတ်ဆက်	n̥oʊʔsʰɛʔ
လဲ့လဲ့	lɛ̰lɛ̰
နိကာယ	nḭkàja̰
အမိ	ʔəmḭ
ဟားခါး	hákʰá
ကြံ့	t͡ɕa̰ɴ
အိမ်ထောင်	ʔèɪɴdàʊɴ
သူပြောငါပြော	θùpjɔ́ŋàpjɔ́
ဝံပုလွေ	wʊ̀ɴbəlwè
ရတနာသုံးပါး	jɛ̀dənàθóʊɴbá
ထောက်	tʰaʊʔ
မဟာကဿပ	məhàkaʔθəpa̰
အထိမ်းအမှတ်	ʔətʰéɪɴʔəm̥aʔ
ပါရရာ	pàɹəjà
ဥဇဘက်ကစ္စတန်	ʔṵzəbɛʔkɪʔsətàɴ
နာမ်	nàɴ
ကစားသမား	ɡəsáðəmá
စပျစ်	zəbjɪʔ
ရဿ	ɹaʔθa̰
ကျင်ချောင်း	t͡ɕɪ̀ɴt͡ɕʰáʊɴ
ရပ်ကွက်	jaʔkwɛʔ
ဥမင်	ʔṵmɪ̀ɴ
လေဆိပ်	lèzeɪʔ
ကာယကံ	kàjəɡàɴ
ဒု	dṵ
ဍရင်ကောက်	da̰jɪ̀ɴɡaʊʔ
အကိတ်	ʔəkeɪʔ
ကျောက်ဖြူ	t͡ɕaʊʔpʰjù
အဖို့	ʔəpʰo̰
ဘယ်လို	bɛ̀lò
လေယာဉ်	lèjɪ̀ɴ
အစီရင်ခံ	ʔəsìjɪ̀ɴkʰàɴ
ငါးဖယ်	ŋəpʰɛ̀
စုန်း	sóʊɴ
ရေညှိ	jèɲ̊ḭ
မျက်ခုံး	mjɛʔkʰóʊɴ
ကရိန်း	kəɹéɪɴ
ရိုဟင်ဂျာ	ɹòhɪ̀ɴd͡ʑà
လေ့ကျင့်	lḛt͡ɕɪ̰ɴ
ချဉ်ပေါင်	t͡ɕʰɪ̀ɴbàʊɴ
လပြည့်	la̰pjḛ
ထုတ်ဝေသူ	tʰoʊʔwèðù
အမယ်	ʔəmɛ̀
တပို့တွဲ	dəbo̰dwɛ́
ရွှေတိုက်	ʃwèdaɪʔ
ကော်ပြန့်	kɔ̀pja̰ɴ
လေချဉ်တက်	lèd͡ʑɪ̀ɴtɛʔ
တယ်လီဗီးရှင်း	tɛ̀lìbíʃɪ́ɴ
ရရစ်	ja̰jɪʔ
ဆေးပြင်းလိပ်	sʰébjɪ́ɴleɪʔ
ငွေ	ŋwè
အမွှေး	ʔəm̥wé
တိုဂို	tòɡò
အထိ	ʔətʰḭ
ဘော	bɔ́
သူကောင်းသား	θùɡáʊɴðá
စေတနာ	sèdənà
ဒီဟာ	dìhà
ကတ်ကြေးကိုက်	kaʔt͡ɕíkaɪʔ
ဒူးရင်းယို	dújɪ́ɴjò
ဗိုက်ဆာတယ်	baɪʔsʰàtɛ̀
ပြည်သူ့ဆိုင်	pjìðṵsʰàɪɴ
ပုလင်း	pəlɪ́ɴ
အရုပ်	ʔəjoʊʔ
မြို့	mjo̰
ဖဲ	pʰɛ́
နို့ဆီ	no̰zì
မန်း	máɴ
ဦးချ	ʔút͡ɕʰa̰
အလျား	ʔəljá
ကလျာဏမိတ္တ	kələjàna̰meɪʔta̰
ကုသိုလ်	kṵθò
ကတ္တား	kaʔtá
ယူနိုက်တက်ကင်းဒမ်း	jùnaɪʔtɛʔkɪ́ɴdáɴ
ရန်ဖြစ်	jàɴpʰjɪʔ
ပဉ္စင်တူရိယာ	pjɪʔsɪ̀ɴtùɹḭjà
နာနာ	nànà
ဗိုင်း	báɪɴ
သံလမ်း	θàɴláɴ
မုသား	mṵðá
မတ်စေ့	maʔsḭ
ဇမ်ဘီယာ	zàɴbìjà
ထက်	tʰɛʔ
ကယ်တင်ရှင်	kɛ̀tɪ̀ɴʃɪ̀ɴ
သဏ္ဍာန်	θədàɴ
သုဇာတဘုရား	θṵzàta̰pʰəjá
ကြက်	t͡ɕɛʔ
ပစ္စုပ္ပန်	pjɪʔsoʊʔpàɴ
အမိုး	ʔəmó
အဂတိ	ʔa̰ɡədḭ
သဲ့သဲ့	θɛ̰ðɛ̰
လူဝင်မှုကြီးကြပ်ရေး	lùwɪ̀ɴm̥ṵt͡ɕít͡ɕaʔjé
ရွှေ့	ʃwḛ
ကိုဆိုဗို	kòsʰòbò
လူမျိုးစုလွှတ်တော်	lùmjózṵl̥ʊʔtɔ̀
ဆံပင်	zəbɪ̀ɴ
ပိုးလောင်း	póláʊɴ
အန္တာတိက	ʔàɴtàtḭka̰
သိမ်	θèɪɴ
ကြွယ်	t͡ɕwɛ̀
အကွာအဝေး	ʔəkwàʔəwé
မြင်းမိုရ်တောင်	mjɪ́ɴmòtàʊɴ
တာဂျစ်ကစ္စတန်	tàd͡ʑɪʔkɪʔsətàɴ
ကျောင်းသုံးစာအုပ်	t͡ɕáʊɴðóʊɴsàʔoʊʔ
ကလျာ	kələjà
ကျားမ	t͡ɕáma̰
လိင်ဆက်ဆံ	lèɪɴsʰɛʔsʰàɴ
ပဋိဇီဝဆေး	pa̰dḭzìwa̰sʰé
ဟောင်း	háʊɴ
ခေါင်း	kʰáʊɴ
အသုံး	ʔəθóʊɴ
သစ်ဖြူ	θɪʔpʰjù
တစ်လ	təla̰
နွေဦးရာသီ	nwèʔújàðì
ယမမင်း	jəma̰mɪ́ɴ
အပြုံး	ʔəpjóʊɴ
ပိုက်ဆံအိတ်	paɪʔsʰàɴʔeɪʔ
သိဝ	θḭwa̰
အားနာ	ʔánà
ခဲ့	kʰɛ̰
မူလတန်း	mùla̰táɴ
ယောက္ခထီး	jaʊʔkʰətʰí
ဆိုထုံး	sʰòdóʊɴ
ဟင့်အင်း	hɪ̰ɴʔɪ́ɴ
ဒါပါပဲ	dàbàbɛ́
မြည်း	mjí
ရဲတိုက်	jɛ́daɪʔ
တစပြင်	dəza̰bjɪ̀ɴ
အို	ʔò
ဇင်ဘာဘွေ	zɪ̀ɴbàbwè
ဘောပင်	bɔ́pɪ̀ɴ
နှမ်းဆီ	n̥áɴzì
ဆလဗ	sʰəla̰ba̰
ဝိဘတ်	wḭbaʔ
အဏုဇီဝဗေဒ	ʔənṵzìwa̰bèda̰
မျိုး	mjó
အပြော	ʔəpjɔ́
သင်တုန်းဓား	θɪ̀ɴdóʊɴdá
သလိပ်	θəleɪʔ
ရင်ခံ	jɪ̀ɴkʰàɴ
သူကျက်	θùd͡ʑɛʔ
လျှာနာခွာနာ	ʃànàkʰwànà
တာ့ခ်မင်နစ္စတန်	ta̰kʰmɪ̀ɴnɪʔsətàɴ
တုံး	tóʊɴ
ဗီဇာ	bìzà
ပဲဆီ	pɛ́zì
အခွင့်အရေး	ʔəkʰwɪ̰ɴʔəjé
ဆွဆွ	sʰwa̰zwa̰
လက်သမား	lɛʔθa̰má
ပညာဗလ	pjɪ̀ɴɲàbəla̰
ပြီးပြီ	píbì
နုပ်	noʊʔ
သူရဲ	θəjɛ́
ပြု	pjṵ
ပဒုမဘုရား	pədṵma̰pʰəjá
အာမခံသေတ္တာ	ʔàma̰ɡàɴθɪʔtà
ရှင်းရှင်း	ʃɪ́ɴʃɪ́ɴ
ကြိုးစင်	t͡ɕózɪ̀ɴ
ကိုယ်ဝန်ရှိ	kòjwʊ̀ɴʃḭ
စုံထောက်	sòʊɴdaʊʔ
နော်ဝေ	nɔ̀wè
အစ်	ʔɪʔ
ကပ္ပလီပင်လယ်	kaʔpəlìpɪ̀ɴlɛ̀
ကောလာဟလ	kɔ́làha̰la̰
အလူမီနီယမ်	ʔəlùmìnìjàɴ
အလှူရှင်	ʔəl̥ùʃɪ̀ɴ
ဥဂ္ဂါ	ʔṵɡɡà
ရတု	ja̰tṵ
သေ	θè
ပကတိ	bəɡədḭ
နယ်သာလန်	nɛ̀ðəlàɴ
အဝတ်	ʔəwʊʔ
မွေးနေ့မင်္ဂလာပါ	mwénḛmɪ̀ɴɡəlàbà
ရှာ	ʃà
ရှောက်နု	ʃaʊʔnṵ
သလား	θa̰lá
ကွာလာလမ်ပူ	kwàlàlàɴpù
ခဲတံ	kʰɛ́dàɴ
လက်ဝါး	lɛʔwá
ဘူတာရုံ	bùdàjòʊɴ
ခလာသီ	kʰəlàθì
ကက်စီနို	kɛʔsìnò
ကိုလံဘီယာ	kòlàɴbìjà
ငါးပုဏ္ဏား	ŋəpòʊɴná
သန်းခေါင်	ðəɡàʊɴ
ဗာလ	bàla̰
ခေါင်းအုံး	ɡáʊɴʔóʊɴ
သူ့	θṵ
အစ္စလမ်	ʔɪʔsəlàɴ
ဗုန်း	bóʊɴ
သတ်	θaʔ
အယ်လ်ဂျီးရီးယား	ʔɛ̀ld͡ʑíɹíjá
ဟော်	hɔ̀
ရိုင်ရိုင်	jàɪɴjàɪɴ
သတ္တိ	θaʔtḭ
ဂန္ထဝင်	ɡàɴdəwɪ̀ɴ
ကြမ္မာ	t͡ɕəmà
ဘု	bṵ
နံပါတ်	nàɴbaʔ
စကြဝဠာ	sɛʔt͡ɕàwəlà
ယုံကြည်	jòʊɴt͡ɕì
သမုဒ္ဒရာ	θəmoʊʔdəjà
အာဟာရ	ʔàhàja̰
ပဲပင်ပေါက်	pɛ́bɪ̀ɴbaʊʔ
အငတ်	ʔəŋaʔ
တူး	tú
အဆိပ်	ʔəsʰeɪʔ
ကွန်ပျူတာ	kʊ̀ɴpjùtà
အရက်ဆိုင်	ʔəjɛʔsʰàɪɴ
အာလူးဖုတ်	ʔàlúpʰoʊʔ
တိုက်ခန်း	taɪʔkʰáɴ
ခြေစွပ်	t͡ɕʰèzʊʔ
ကမ္ဗောဇ	kàɴbɔ́za̰
ဂျော်ဒန်	d͡ʑɔ̀dàɴ
စတိုး	sətó
မုန်း	móʊɴ
မိုဇမ်ဘစ်	mòzàɴbɪʔ
ကျောက်	t͡ɕaʊʔ
နဝကမ္မ	nəwa̰kàɴma̰
ဓားပြ	dəmja̰
ငြိမ်းချမ်းရေး	ɲéɪɴd͡ʑáɴjé
နှိပ်ကြယ်သီး	n̥eɪʔt͡ɕɛ̀ðí
အခွင့်	ʔəkʰwɪ̰ɴ
တတိယ	ta̰tḭja̰
ဝေလ	wèla̰
အနုရာဓပူရ	ʔənṵjàda̰pùɹa̰
ဦးထုပ်	ʔoʊʔtʰoʊʔ
အားကိုး	ʔákó
ထင်စား	tʰɪ̀ɴzá
ဒိုင်ခွက်	dàɪɴɡwɛʔ
သူတစ်ပြန်ငါတစ်ပြန်	θùdəbjàɴŋàdəbjàɴ
၎	ləɡáʊɴ
ဝေဒနာ	wèdənà
မြို့နယ်	mjo̰nɛ̀
မြား	m̥já
အနှီး	ʔən̥í
ဂိုဒေါင်	ɡòdàʊɴ
ပိုင်ရှင်	pàɪɴʃɪ̀ɴ
ကောင်ငယ်	kàʊɴŋɛ̀
ဘုမ္မစိုး	bòʊɴməzó
အတင်း	ʔətɪ́ɴ
ဝါဆို	wàsʰò
ဒီဇင်ဘာ	dìzɪ̀ɴbà
တိုင်ဖွန်း	tàɪɴpʰʊ́ɴ
မိုးလေဝသ	mólèwəθa̰
ယူရို	jùɹò
မဂ္ဂဇင်း	mɛʔɡa̰zɪ̀ɴ
သူတော်	θùdɔ̀
ရွေးကောက်ပွဲ	jwékaʊʔpwɛ́
ရာဘာ	jàbà
မေတ္တာ	mjɪʔtà
ပေါ့	pɔ̰
နယ်စပ်	nɛ̀zaʔ
ဖယောင်းတိုင်	pʰəjáʊɴdàɪɴ
ဓာတ်ကြီးလေးပါး	dàtt͡ɕílépá
လင်းနို့	lɪ́ɴno̰
ဓနိတ	dənḭta̰
မော်ဇာ	mɔ̀zà
ကြေးကြီး	t͡ɕét͡ɕí
ခွာနာလျှာနာ	kʰwànàʃànà
ဆံပင်ညှပ်	zəbɪ̀ɴɲ̊aʔ
အမွေခံ	ʔəmwèɡàɴ
ဟဲလို	hɛ́lò
စန္ဒြာ	sàɴdɹà
ထူပါ	tʰùpà
ကီလိုဂရမ်	kìlòɡəɹàɴ
စီလုံ	sìlòʊɴ
ကီးမား	kímá
ဆိုင်	sʰàɪɴ
ဝေါ	wɔ́
ခမာ	kʰəmà
နာမကျန်း	nàmət͡ɕáɴ
ရုပ်ပုံ	joʊʔpòʊɴ
ဆင့်	sʰɪ̰ɴ
ပြာသာဒ်	pjaʔθaʔ
ကြော်	t͡ɕɔ̀
ဆာလဖာ	sʰàləpʰà
ပျားတူ	ba̰dù
နန်းကြီးသုပ်	náɴt͡ɕíθoʊʔ
အတူတူ	ʔətùdù
မြန်	mjàɴ
ကူးတို့ဆိပ်	ɡədo̰zeɪʔ
မီးရထားတွဲ	míjətʰádwɛ́
သူရင်းတိုင်	θəjɪ́ɴdàɪɴ
ပြတိုက်	pja̰daɪʔ
စစ်	sɪʔ
အနောက်	ʔənaʊʔ
ဆို	sʰò
စာချုပ်	sət͡ɕʰoʊʔ
ဇီဝဗေဒ	zìwa̰bèda̰
သွင်သွင်	θwɪ̀ɴðwɪ̀ɴ
ကုန်စည်	kòʊɴzì
ကဆုန်လပြည့်နေ့	kəsʰòʊɴla̰pjḭnḛ
မံ	màɴ
နှင့်	n̥ɪ̰ɴ
သာမိုမီတာ	θàmòmìtà
သနပ်	θənaʔ
ပုဆိန်	pəsʰèɪɴ
သူရဲကြီးအလံ	θùjɛ́d͡ʑíʔəlàɴ
မီးခံသေတ္တာ	míɡàɴθɪʔtà
အတာအိုး	ʔətàʔó
ဖုတ်	pʰoʊʔ
ဒုတိယဗိုလ်ချုပ်မှူးကြီး	dṵtḭja̰bòd͡ʑoʊʔm̥úd͡ʑí
မည်	mjì
ဖုံး	pʰóʊɴ
ကျား	t͡ɕá
တီထွင်မှု	tìtʰwɪ̀ɴm̥ṵ
ငါ	ŋà
ဝရန်တာ	wəɹàɴdà
ကူးပြောင်း	kúpjáʊɴ
ဇာတ်ခုံ	zaʔkʰòʊɴ
လိမ္မော်	lèɪɴmɔ̀
ဆန်ပြုတ်	sʰàɴbjoʊʔ
တောင်သူ	tàʊɴðù
ဂရိတ်ဗြိတိန်	ɡəɹeɪʔbjḭtèɪɴ
မီးပြတိုက်	míbja̰daɪʔ
ရုက္ခစိုး	joʊʔɡəzó
မဟာယာန	məhàjàna̰
ဆိုမြည်	sʰòmjì
ဖတ်တီး	pʰaʔtí
အစု	ʔəsṵ
ဖင်လျက်	pʰɪ̀ɴjɛʔ
ဦးပဉ္စင်း	ʔúbəzɪ́ɴ
ကထိန်	kətʰèɪɴ
မြေကွက်	mjèɡwɛʔ
ကတ်ပြား	kaʔpjá
ခနုံအီ	kʰənòʊɴʔì
ယုန်	jòʊɴ
ခွဆုံ	ɡwa̰zòʊɴ
ဆိုဗီယက်	sʰòbìjɛʔ
သူကောင်း	θùɡáʊɴ
လက်သုပ်စုံ	lɛʔθoʊʔsòʊɴ
တို့	do̰
မုန်ညှင်းဖြူ	mòʊɴɲ̊ɪ́ɴbjù
ဝါခေါင်	wàɡàʊɴ
ဖွဲ့စည်းပုံအခြေခံဥပဒေ	pʰwɛ̰zíbòʊɴʔət͡ɕʰèɡàɴʔṵbədè
ရေခွက်	jèɡwɛʔ
မိုင်း	máɪɴ
လှဲ	l̥ɛ́
ပိဋကတ်	bḭtəɡaʔ
တာယာ	tàjà
စားသောက်ဆိုင်	sáθaʊʔsʰàɪɴ
မျှော်လင့်ချက်	m̥jɔ̀lɪ̰ɴd͡ʑɛʔ
မြီ	mjì
စိတ်	seɪʔ
ဆိတ်ကုလား	sʰeɪʔkəlá
ချယ်ရီ	t͡ɕʰɛ̀ɹì
သုက်ကောင်	θoʊʔkàʊɴ
သူသေ	θùθè
ပြွမ်း	pjʊ́ɴ
ခင်	kʰɪ̀ɴ
သွပ်	θʊʔ
ဂျင်းဘောင်းဘီ	d͡ʑɪ́ɴbáʊɴbì
ချွံချွံ	t͡ɕʰʊ̀ɴd͡ʑʊ̀ɴ
ရမ်းရမ်း	jáɴjáɴ
သနပ်ခါး	θənəkʰá
မစင်	ma̰sɪ̀ɴ
ကော်ပီစာအုပ်	kɔ̀pìsàʔoʊʔ
ဘောပွဲ	bɔ́pwɛ́
ယန္တရား	jàɴdəjá
သူပုန်သူကန်	ðəbəðùɡàɴ
မြင်းကျား	mjɪ́ɴd͡ʑá
အန်နီမဲ	ʔàɴnìmɛ́
ကျောက်မီးသွေး	t͡ɕaʊʔmíðwé
ငှက်	ŋ̊ɛʔ
အမှာ	ʔəm̥à
ပလောင်	pəlàʊɴ
အိမ်	ʔèɪɴ
ကောင်း	káʊɴ
ဆင်း	sʰɪ́ɴ
စိုင်း	sáɪɴ
ချက်ကြိုး	t͡ɕʰɛʔt͡ɕó
မုဆိုး	moʊʔsʰò
ဂြိုဟ်တု	d͡ʑòhdṵ
ကဆုန်	kəsʰòʊɴ
နေရာငါးသွယ်	nèjàŋáθwɛ̀
စက္ကူ	sɛʔkù
ပန်ကာ	pàɴkà
အခြား	ʔət͡ɕʰá
ကျွန်မတို့	t͡ɕʊ̀ɴma̰do̰
ရှစ်လ	ʃɪʔla̰
နန္ဒာ	nàɴdà
အမှတ်တံဆိပ်	ʔəm̥aʔdəzeɪʔ
စားမြုံ့ပြန်	səmjo̰ʊɴpjàɴ
ခေတ္တ	kʰɪʔta̰
မျက်မှန်	mjɛʔm̥àɴ
သတ်ဖြတ်	θaʔpʰjaʔ
စာကိုယ်	sàɡò
လက်ဘနွန်	lɛʔbənʊ̀ɴ
မဟာပညာဗလ	məhàpjɪ̀ɴɲàbəla̰
သင်္ဂဟတရားလေးပါး	θɪ̀ɴɡa̰ha̰ta̰jálépá
ခေါပုတ်	kʰɔ́boʊʔ
နေရာထိုင်ခင်း	nèjàtʰàɪɴɡɪ́ɴ
ရာဘ	jàba̰
ဆိုက်ကား	sʰaɪʔká
ဣန္ဒြေ	ʔèɪɴdɹè
တိုင်ကီ	tàɪɴkì
ခေါက်	kʰaʊʔ
ကျည်ဖူး	t͡ɕìbú
ထံ	tʰàɴ
သင်္ဘောသီးသုပ်	θɪ̀ɴbɔ́θíθoʊʔ
ဇန်နဝါရီ	zàɴnəwàɹì
ဝေဿဘူဘုရား	wètθa̰bùpʰəjá
ဆယ့်နှစ်	sʰɛ̰n̥ɪʔ
ဖြစ်	pʰjɪʔ
စာပေ	sàpè
အက်စစ်	ʔɛʔsɪʔ
ကွတ်	kʊʔ
လည်ချောင်း	lɛ̀d͡ʑáʊɴ
ပထဝီဝင်	pətʰəwìwɪ̀ɴ
အကြောင်း	ʔət͡ɕáʊɴ
ရှင်ပြု	ʃɪ̀ɴpjṵ
ဓမ္မတာ	dəmədà
ကုန်ကား	kòʊɴɡá
အရွယ်ဆယ်ပါး	ʔəjwɛ̀sʰɛ̀bá
ညှာ	ɲ̊à
ပြိတ္တာ	pjeɪʔtà
ကြွေး	t͡ɕwé
ကဒ်	kàd
တူနီးရှား	tùníʃá
တာချီလိတ်	tàt͡ɕʰìleɪʔ
ဆူ	sʰù
ဇစ်	zɪʔ
စားတော်ဆက်	sádɔ̀sʰɛʔ
ကျွန်း	t͡ɕʊ́ɴ
ဝမ်းဘဲ	wʊ́ɴbɛ́
မနက်ဖြန်	mənɛʔpʰjàɴ
သတ္တု	θaʔtṵ
တောခွေး	tɔ́ɡwé
နိုက်ထရိုဂျင်	naɪʔtʰəɹòd͡ʑɪ̀ɴ
မှ	m̥a̰
သို့သော်	ðo̰ðɔ̀
မော်စကို	mɔ̀səkò
လုပ်အား	loʊʔʔá
တဆယ်	təzɛ̀
အရေး	ʔa̰jé
ကုဗ	kṵba̰
ငါးဖန်ခွက်	ŋəpʰàɴɡwɛʔ
ပလ္လင်	pəlɪ̀ɴ
ခြင်း	t͡ɕʰɪ́ɴ
ဝံသ	wʊ̀ɴθa̰
ကတည်းက	ɡədɛ́ɡa̰
လူငယ်	lùŋɛ̀
လေယာဉ်ပျံ	lèjɪ̀ɴbjàɴ
စက်သုံးဆီဆိုင်	sɛʔθóʊɴsʰìsʰàɪɴ
ဒူးရင်းသီး	dújɪ́ɴθí
စတုဂံ	sətṵɡàɴ
