miyako	ˈmiˌəˌkoʊ
retrieved	ɹiˈtɹivd
boehning	ˈboʊnɪŋ
riedesel	ˈɹidɪsəɫ
enterology	ˌɛntɝˈɑɫədʒi
argentinians	ˌɑɹdʒənˈtɪniənz
sweeps	ˈswips
notestine	noʊtɛˈstini
jean	ˈdʒin
spiritedness	ˈspɪɹɪtɪdnəs
langbein	ˈɫæŋbaɪn
peart	ˈpɝt
franchisees'	ˌfɹæntʃaɪˈziz
chausse	ˈtʃaʊs
buroker	ˈbjuɹəkɝ
klingaman	ˈkɫɪŋɡəmən
cooks	ˈkʊks
gribben	ˈɡɹɪbən
kreisher	ˈkɹiɪʃɝ
freest	ˈfɹiɪst
histogram	ˈhɪstəˌɡɹæm
months	ˈmənθs
overcash	ˈoʊvɝˌkæʃ
enrolls	ɛnˈɹoʊɫz
klesch	ˈkɫɛʃ
showiest	ˈʃoʊiəst
hooey	ˈhui
zeiger	ˈzaɪɡɝ
dusting	ˈdəstɪŋ
mirabile	mɪˈɹɑbəɫ
romanticize	ɹoʊˈmæntəˌsaɪz
aluminio	ˌæɫuˈminioʊ
gillham	ˈɡɪɫhəm
amarante	ɑmɑˈɹɑnti
merryman	ˈmɛɹimən
mesmerism	ˈmɛsmɝˌɪzəm
weissenborn	ˈwaɪsɪnbɝn
afterwards	ˈæftɝwɝdz
willden	ˈwɪɫdən
geriatrics	ˌdʒɛɹiˈætɹɪks
bosshart	ˈbɔsˌhɑɹt
synthetics	sɪnˈθɛtɪks
nall	ˈnɔɫ
galax	ˈɡæˌɫæks
olive	ˈɑɫəv,ˈɑɫɪv
gurus	ˈɡuˌɹuz
garton	ˈɡɑɹtən
gerry's	ˈdʒɛɹiz
nerl	ˈnɝɫ
part's	ˈpɑɹts
adamson	ˈædəmsən
gibbens	ˈɡɪbənz
unrelenting	ˌənɹiˈɫɛntɪŋ
cabotage	ˈkæbətɪdʒ
beda	ˈbeɪdə
calgroup	ˈkæɫˌɡɹup
floridabanc	ˈfɫɔɹədəˌbæŋk
robison	ˈɹɑbɪsən
borkowski	bɝˈkɔfski
pellets	ˈpɛɫəts
dovish	ˈdoʊvɪʃ,ˈdəvɪʃ
begonia	bɪˈɡoʊnjə
guinness	ˈɡɪnəs
medicare	ˈmɛdəˌkɛɹ
kamen	ˈkeɪmɛn,ˈkɑmɛn
rodeway	ˈɹoʊdˌweɪ
smithfield	ˈsmɪθfiɫd
kremlinologist	ˌkɹɛmɫɪˈnɑɫədʒɪst
pies	ˈpaɪz
nisley	ˈnɪzɫi
iniziativa	ˌɪnɪˌziəˈtivə
rizzuti	ɹitˈsuti
mendonca	mɛnˈdoʊnkə
amenity	əˈmɛnəti
insisting	ˌɪnˈsɪstɪŋ
hancher	ˈhæntʃɝ
ferrofluidic	ˌfɛɹoʊfɫuˈɪdɪk
walthers	ˈwɔɫθɝz
motor's	ˈmoʊtɝz
spera	ˈspɛɹə
abram	əˈbɹæm
accuser	əkˈjuzɝ
tiger	ˈtaɪɡɝ
becalmed	bɪˈkɑmd
daishowa	ˌdeɪˈʃaʊə
one-way	ˈwənˈweɪ
gorny	ˈɡɔɹni
precludes	pɹɪˈkɫudz,pɹiˈkɫudz
bumstead	ˈbəmˌstɛd
menz	ˈmɛnz
overture	ˈoʊvɝtʃɝ
hutzell	ˈhətzəɫ
mcneice	məkˈnis
eckenrod	ˈɛkɪnɹəd
orchids	ˈɔɹkədz
stockman	ˈstɑkmən
kleen	ˈkɫin
blameless	ˈbɫeɪmɫəs
pleasurable	ˈpɫɛʒɝəbəɫ
inscho	ˈɪnʃoʊ
sypher	ˈsɪfɝ
bollywood's	ˈbɔɫɪˌwʊdz
pall	ˈpɑɫ,ˈpɔɫ
carribean	kɝˈɪˌbiən
hellraiser	ˈhɛɫˌɹeɪzɝ
videophone	ˈvɪdioʊˌfoʊn
stocke	ˈstɑk
supak	ˈsupək
elgin	ˈɛɫdʒɪn
hemingway	ˈhɛmɪŋˌweɪ
inflection	ˌɪnˈfɫɛkʃən
canstar	ˈkænˌstɑɹ
moulding	ˈmoʊɫdɪŋ
ditched	ˈdɪtʃt
amassed	əˈmæst
racketeer	ˌɹækɪˈtɪɹ
wamser	ˈwɑmzɝ
facey	ˈfeɪsi
reviving	ɹɪˈvaɪvɪŋ,ɹiˈvaɪvɪŋ
danziger	ˈdænzɪɡɝ
shreves	ˈʃɹivz
rienstra	ˈɹinstɹə
diamandis	ˌdiəˈmændɪs,ˌdaɪəˈmændɪs
station	ˈsteɪʃən
woolens	ˈwʊɫənz
keynesians	ˈkeɪnziənz
knodle	ˈnoʊdəɫ
ding	ˈdɪŋ
soots	ˈsʊts
hideaway	ˈhaɪdəˌweɪ
wildasin	ˈwaɪɫdəˌsɪn
nixed	ˈnɪkst
strahle	ˈstɹeɪhəɫ
orlick	ˈɔɹɫɪk
siebold	ˈsiˌboʊɫd
lase	ˈɫeɪz
narrate	ˈnɛˌɹeɪt
lechuga	ˈɫɛtʃuɡə
montrone	mɑnˈtɹoʊn
muscatine	ˈməskəˌtin
zilmer	ˈzɪɫmɝ
unequivocably	ənɪˈkwɪvəkəbɫi
athenaeum	ˌæθəˈniəm
chitwood	ˈtʃɪtˌwʊd
sufficiently	səˈfɪʃəntɫi
paretti	ˌpɛˈɹɛti
rudest	ˈɹudəst
maye	ˈmeɪ
sumita's	suˈmitəz
rubottom	ˈɹəbətɑm
roofer	ˈɹufɝ
pfleiderer	ˈfɫaɪdɝɝ
glade	ˈɡɫeɪd
stephana	stɛˈfɑnə
gianfranco	ˈdʒiənˈfɹænˌkoʊ,dʒənˈfɹɑnˌkoʊ
brazeal	bɹəˈziɫ
johan	joʊˈhɑn
doretti	dɔˈɹɛti
tejeda	teɪˈjeɪdə
offs	ˈɔfs
sullinger	ˈsəɫɪŋɝ
prugh	ˈpɹu
partnered	ˈpɑɹtnɝd
roston	ˈɹɑstən
precepts	ˈpɹiˌsɛpts
slota	ˈsɫoʊtə
maxion	ˈmæksiɑn
dehn	ˈdɛn
sallas	ˈsɑɫɑz
svoray	ˈsvɔˌɹeɪ
prestigiacomo	pɹɛˈstidʒəkoʊmoʊ
dehydration	ˌdihaɪˈdɹeɪʃən
roughing	ˈɹəfɪŋ
announcements	əˈnaʊnsmənts
octogenarian	ˌɑktədʒɪˈnɛɹiən
constitution's	ˌkɑnstɪˈtuʃənz
prosthetic	pɹɑsˈθɛtɪk
schmooze	ˈʃmuz
shaddock	ˈʃædək
horter	ˈhɔɹtɝ
seanangs	ˈʃɑnəŋz
ragavan's	ˈɹɑɡəˌvɑnz
aviano's	ˌɑviˈɑnoʊz
tumulty	ˈtuməɫti
intimacy	ˈɪntəməsi
clendenning	ˌkɫɛnˈdɛnɪŋ
gimlet	ˈɡɪmˌɫɛt
westcoast's	ˈwɛstˌkoʊsts
poor	ˈpuɹ
hirulog	ˈhɪˌɹuˌɫɑɡ
peaks	ˈpiks
oboyle	oʊˈbɔɪɫ
listerines	ˈɫɪstɝˌinz
pharisee	ˈfɑɹɪˌsi
budinger	ˈbjudɪŋɝ
eappen	ˈipən
sniffer	ˈsnɪfɝ
ameche	əˈmitʃi
orthodontic	ˌɔɹθəˈdɑntɪk
dukes	ˈduks
advocate's	ˈædvəkəts
airstrip	ˈɛɹˌstɹɪp
mcfee	məkˈfi
loquat	ˈɫoʊˌkwɑt
holgerson	ˈhoʊɫɡɝsən
persians	ˈpɝʒənz
easily	ˈizəɫi
defining	dɪˈfaɪnɪŋ
lefcourt	ˈɫɛfˌkɔɹt
publicker	ˈpəbɫɪkɝ
congo's	ˈkɑŋɡoʊz
undercut	ˈəndɝˌkət
gorman	ˈɡɔɹmən
janacek	ˈjænətʃɛk
mota	ˈmoʊtə
humpty	ˈhəmpti
lucille	ɫuˈsiɫ
perro	ˈpɝɹoʊ
ahoy	əˈhɔɪ
gould's	ˈɡuɫdz
sodomizing	ˈsɔdəˌmaɪzɪŋ
preeminence	pɹiˈɛmənəns
industriale	ˌɪndəstɹiˈɑɫi
loot	ˈɫut
peregrine	ˈpɛɹəˌɡɹin
beforehand	bɪˈfɔɹˌhænd
erny	ˈɝni
witnesses	ˈwɪtnəsɪz,ˈwɪtnəsəz
gymnasia	dʒɪmˈneɪziə
stoia	ˈstoʊˌjɑ
propst	ˈpɹɑpst
schairer	ˈʃaɪɝɹ
dallara	ˌdæˈɫɑɹə
dryer	ˈdɹaɪɝ
brookline	ˈbɹʊˌkɫaɪn
daffynition	ˌdæfiˈnɪʃən
steamer	ˈstimɝ
routhier	ˈɹaʊθiɝ
pasternak's	ˈpæstɝnæks
ville	ˈvɪɫ
selders	ˈsɛɫdɝz
straddled	ˈstɹædəɫd
investment	ˌɪnˈvɛsmənt,ˌɪnˈvɛstmənt
anecdotes	ˈænɪkˌdoʊts,ˈænəkˌdoʊts
ennobles	ɪˈnoʊbəɫz
reverberates	ɹɪˈvɝbɝˌeɪts
oeser	ˈoʊzɝ
internet	ˈɪntɝˌnɛt
maltose	ˈmɔɫtoʊs
swartzwelder	ˈswɔɹtˌswɛɫdɝ
bortle	ˈbɔɹtəɫ
multiples	ˈməɫtəpəɫz
callejas	kɑˈɫeɪjɑz
pleshar	ˈpɫɛˌʃɑɹ
cuellar	ˈkjuɫɝ
kehoe	ˈkɛhoʊ
soups	ˈsups
macao	məˈkaʊ
treptow	ˈtɹɛptoʊ
slung	ˈsɫəŋ
grech	ˈɡɹɛk
tosti	ˈtɔsti
tram	ˈtɹæm
haass	ˈhɑs
fixed	ˈfɪkst
shellack	ˌʃɛˈɫæk
bueno	ˈbweɪnoʊ
wideman	ˈwaɪdmən
deyoung	ˈdɛjəŋ
nack	ˈnæk
mauzey	ˈmɔzi
borelli	bɔˈɹɛɫi
flagrant	ˈfɫeɪɡɹənt
beehler	ˈbiɫɝ
gangbuster	ˈɡæŋˌbəstɝ
roszak	ˈɹɑʃək
margaretten	ˌmɑɹɡɝˈɛtən
brasfield	ˈbɹæsfiɫd
compulsory	kəmˈpəɫsɝi
vandalism	ˈvændəɫɪzəm
boward	ˈboʊɝd
devinci	dɪˈvɪntʃi
promotional	pɹəˈmoʊʃənəɫ,pɝˈmoʊʃənəɫ
hohler	ˈhoʊɫɝ
butterflies	ˈbətɝˌfɫaɪz
jasper	ˈdʒæspɝ
commune	kəmˈjun,ˈkɑmjun
socal	ˈsoʊkəɫ
heeg	ˈhiɡ
barlow	ˈbɑɹˌɫoʊ
froth	ˈfɹɔθ
thereon	ðɛˈɹɔn
hanoi	ˈhænɔɪ
frantom	ˈfɹæntəm
p.s	ˈpiz
seep	ˈsip
ickes'	ˈɪkiz,ˈɪkəs
virazole	ˈvaɪɹəˌzoʊɫ,ˈvɪɹəˌzoʊɫ
oksana	ˌɑkˈsænə
nacional	ˌneɪˈsiənəɫ
petrosino	pɛtɹoʊˈsinoʊ
saffron	ˈsæfɹən
picking	ˈpɪkɪŋ
janel	ˈdʒænəɫ
horseshoes	ˈhɔɹsˌʃuz
rhoads	ˈɹoʊdz
heldreth	ˈhɛɫdɹɪθ
vibes	ˈvaɪbz
harnois	hɑɹnˈwɑ
monism	ˈmɑnɪzəm
distressed	dɪˈstɹɛst
replay	ɹiˈpɫeɪ
barclays	ˈbɑɹkɫeɪz,ˈbɑɹkɫiz
vanwieren	vænˈwɪɹən
soulier	ˈsuˌɫiɝ
campgrounds	ˈkæmpˌɡɹaʊndz
towle's	ˈtaʊɫz
cognoscenti	ˌkɑɡnɔˈʃɛnˌti
federle	ˈfɛdɝəɫ
serpent	ˈsɝpənt
remarrying	ɹiˈmɛɹiɪŋ
grotesque	ɡɹoʊˈtɛsk
wapner	ˈwɑpnɝ
labbe	ˈɫæb
knots	ˈnɑts
aspects	ˈæsˌpɛkts
ngueppe	ɛŋˈɡɛpi
repr	ˈɹɛpɝ
pfizer's	ˈfaɪzɝz
hassles	ˈhæsəɫz
pollinate	ˈpɑɫəˌneɪt
kurihara	ˌkuɹɪˈhɑɹə
kullberg	ˈkəɫbɝɡ
symphony's	ˈsɪmfəniz
lifeblood	ˈɫaɪfˌbɫəd
legaspi	ɫɛˈɡɑspi
tolhurst	ˈtoʊɫhɝst
chauvinist	ˈʃoʊvənəst
sendero	sɛnˈdɛɹoʊ
cumbersome	ˈkəmbɝsəm
strafing	ˈstɹeɪfɪŋ
caudillo	ˌkɔˈdɪɫoʊ
right-hand	ɹaɪtˈhænd
andree	ənˈdɹi
analytics	ˌænəˈɫɪtɪks
angels'	ˈeɪndʒəɫz
rychlik	ˈɹɪtʃɫɪk,ˈɹɪkɫɪk
twin	ˈtwɪn
prague	ˈpɹɑɡ
wittenberg	ˈwɪtənbɝɡ
kuroda	kɝˈoʊdə
goleman	ˈɡoʊɫmən
raveling	ˈɹævɫɪŋ,ˈɹævəɫɪŋ
bumble	ˈbəmbəɫ
turntable	ˈtɝnˌteɪbəɫ
refined	ɹɪˈfaɪnd,ɹəˈfaɪnd
pittsford	ˈpɪtsfɝd
finishers	ˈfɪnɪʃɝz
paulette	pɔˈɫɛt
scads	ˈskædz
moniker	ˈmɑnɪkɝ
maternity	məˈtɝnɪti
gradstein	ˈɡɹædstaɪn,ˈɡɹædstin
lootens	ˈɫutənz
non-inflationary	ˌnɑnɪnˈfɫeɪʃəˌnɛɹi
scheibe	ˈʃaɪb
stings	ˈstɪŋz
skiffs	ˈskɪfs
tormented	ˈtɔɹˌmɛntɪd
resettlement	ɹiˈsɛtəɫmənt
ayerst	ˈeɪɝst,ˈɛɹəst
birks	ˈbɝks
traweek	ˈtɹɔˌik
marketplace's	ˈmɑɹkətˌpɫeɪsɪz
nutley	ˈnətɫi
absolut	ˌæbsəˈɫut
luton	ˈɫutən
mitchener	ˈmɪtʃinɝ
lcb	ˌɛˌsiˈbi
catnap	ˈkætˌnæp
gruener	ˈɡɹʊnɝ
boiled	ˈbɔɪɫd
layborne	ˈɫeɪˌbɔɹn
crooner	ˈkɹunɝ
jeeves	ˈdʒivz
garfield	ˈɡɑɹˌfiɫd
proventus	ˌpɹoʊˈvɛntəs
figueira	fiˈɡɛɹə
weekes	ˈwiks
interdictes	ˈɪntɝˌdɪkts
emmit	ˈɛmɪt
celebrity's	səˈɫɛbɹɪtiz
schorsch	ˈʃɔɹʃ
lxi	ˈɛˈɫɛkˈsaɪ,ˈɫksi
faurot	fɔˈɹoʊ
barroom	ˈbɑɹˌɹum
pantano	pɑnˈtɑnoʊ
parchman	ˈpɑɹkmən
birthplaces	ˈbɝθˌpɫeɪsɪz
avantek	əˈvɑntɛk
fealty	ˈfiəɫti,ˈfiɫti
mccrady	məˈkɹeɪdi
humm	ˈhəm
coincidences	koʊˈɪnsədənsɪz
chema	ˈtʃɛmɑ
leedom	ˈɫidəm
rearrest	ɹiɝˈɛst
majette	məˈʒɛt
fruchter	ˈfɹəktɝ
prognosticater	ˌpɹɑɡˈnɑstəˌkeɪtɝ
mcfadin	məkˈfædən
blech	ˈbɫɛk
bunche	ˈbəntʃ
aikins	ˈaɪkɪnz
donaghy	ˈdɑnəɡi
asimov	ˈæzɪmɑv,ˈæsɪmɑv
solo	ˈsoʊˌɫoʊ
transcisco	ˌtɹænˈsɪskoʊ
buri	ˈbʊɹi
puncturing	ˈpəŋkʃɝɪŋ,ˈpəŋktʃɝɪŋ
freudian	ˈfɹudiən
boyers	ˈbɔɪɝz
buttocks	ˈbətəks
senator	ˈsɛnətɝ
debakey	dɪˈbeɪki
superdot	ˈsupɝˌdɑt
homeworkers	ˈhoʊmˌwɝkɝz
canada's	ˈkænədəz
lesure	ɫɛˈʃʊɹ
liske	ˈɫɪsk
recited	ɹəˈsaɪtɪd
whisnant	ˈwɪsnənt,ˈhwɪsnənt
earth's	ˈɝθs
caro	ˈkɑɹoʊ
nowa	ˈnaʊə
backstop	ˈbækˌstɑp
samoa	səˈmoʊə
snaking	ˈsneɪkɪŋ
welds	ˈwɛɫdz
ibid	ˈɪbɪd
hugger	ˈhəɡɝ
oceana	oʊʃiˈænə
heinkel	ˈhaɪŋkəɫ
flaxman	ˈfɫæksmən
geo	ˈdʒioʊ
derelicts	ˈdɛɹəˌɫɪks,ˈdɛɹəˌɫɪkts
krygier	ˈkɹaɪɡiɝ
stephen's	ˈstivənz
onslaught	ˈɔnˌsɫɔt
tight	ˈtaɪt
derleth	ˈdɝɫɪθ
alloy	ˈæˌɫɔɪ
gros	ˈɡɹoʊs
rockettes	ɹɑˈkɛts
hladik	ˈhɫædɪk
ludwig	ˈɫədwɪɡ
leitz	ˈɫits
spectator	ˈspɛkteɪtɝ
bangs	ˈbæŋz
unaware	ˌənəˈwɛɹ
slape	ˈsɫeɪp
loiselle	ɫɔɪˈzɛɫ
juki	ˈdʒuki
blames	ˈbɫeɪmz
cambra	ˈkæmbɹə
yamatake	ˌjɑmɑˈtɑˌkeɪ
kjar	ˈkjɑɹ,ˈkeɪˈdʒeɪˈeɪˈɑɹ
miyake	miˈjɑkeɪ
bartus	ˈbɑɹtəs
judgements	ˈdʒədʒmənts
v.	ˈvi
terrance	ˈtɛɹəns
dillie	ˈdɪɫi
sliced	ˈsɫaɪst
beno	ˈbeɪnoʊ
giuffre	ˈdʒufɹi
gunslinger	ˈɡənˌsɫɪŋɝ
cervi	ˈtʃɛɹvi
pharoahs	ˈfɛɹoʊz,ˈfeɪɹoʊz
costa	ˈkɔstɑ
fiola	fiˈoʊɫə
realisations	ˈɹiɫəˈzeɪʃənz
begay	ˈbɛɡeɪ
irritant	ˈɪɹətənt
pursuant	pɝˈsuənt
municipally	mjuˈnɪsɪpɫi,mjuˈnɪsɪpəɫi
klingon	ˈkɫɪŋɡən
oscalus	ˈɔskəɫəs
promster	ˈpɹɑmstɝ
sczepanski	sɪˈpænski
treble	ˈtɹɛbəɫ
poteat	poʊˈtit
koop	ˈkup
chorals	ˈkɔɹəɫz
greeno	ˈɡɹinoʊ
frontera	fɹoʊnˈtɛɹə
vienna	viˈɛnə
marilin	ˈmæɹɪɫɪn
daleiden	ˈdæɫaɪdən
sufferers	ˈsəfɝɝz
rabbi	ˈɹæˌbaɪ
rittle	ˈɹɪtəɫ
hazelnuts	ˈheɪzəɫˌnəts
vasectomies	væˈsɛktəmiz,væˈzɛktəmiz
koolhaas	ˈkuɫhɑs
insightful	ˈɪnˌsaɪtfəɫ
boop	ˈbup
couchettes	ˌkuˈʃɛts
isabelle	ˈɪzəˌbɛɫ
maestro	ˈmaɪstɹoʊ
underfund	ˈəndɝˌfənd
extralegal	ˌɛkstɹəˈɫiɡəɫ
misdemeanor	ˌmɪsdəˈminɝ
hineline	ˈhɪnɪˌɫaɪn
genial	ˈdʒinjəɫ
bake-off	ˈbeɪˈkɔf
uno	əˈnoʊ,ˈuˌnoʊ
insel	ˈɪnsəɫ
frederick	ˈfɹɛdɹɪk,ˈfɹɛdɝɪk
aldermen	ˈɔɫdɝmɪn
gadding	ˈɡædɪŋ
wade's	ˈweɪdz
helane	həˈɫeɪn
multilayered	ˌməɫtiˈɫeɪɝd
paraphernalia	ˌpɛɹəfəˈneɪɫjə
curitiba	ˌkjʊɪˈtibə
applauding	əˈpɫɔdɪŋ
lovelan	ˈɫəvɫən
mccormac	məˈkɔɹmək
melodramatic	ˌmɛɫədɹəˈmætɪk
previti	pɹɛˈviti
stroble	ˈstɹoʊbəɫ
metering	ˈmitɝɪŋ
milkweed	ˈmɪɫˌkwid
rubin	ˈɹubɪn
schaal	ˈʃɑɫ
faron	ˈfɛɹən
dunlop	ˈdənˌɫɑp
research	ɹiˈsɝtʃ,ˈɹisɝtʃ
fairbairn	ˈfɛɹbɝn
barringer	ˈbæɹɪŋɝ
rpm	ˈɑɹˈpiˈɛm
astute	əˈstut
simplify	ˈsɪmpɫəˌfaɪ
deedy	ˈdidi
westerfeld	ˈwɛstɝˌfɛɫd
stalter	ˈstɔɫtɝ
chessboards	ˈtʃɛsˌbɔɹdz
ovaries	ˈoʊˌvɝiz
neel	ˈniɫ
stead	ˈstɛd
gotshal	ˈɡɑtʃəɫ
stemm	ˈstɛm
freire	ˈfɹɪɹ
braziers	ˈbɹeɪʒɝz
tensile	ˈtɛnsəɫ
grieger	ˈɡɹiɡɝ
bigger	ˈbɪɡɝ
vandermark	ˈvændɝˌmɑɹk
moderates	ˈmɑdɝˌeɪts,ˈmɑdɝəts
handwerk	ˈhændwɝk
fama	ˈfɑmə
goodison	ˈɡʊdɪsən
liquidators	ˈɫɪkwɪˌdeɪtɝz
besant	ˈbɛzənt
airfones	ˈɛɹˌfoʊnz
vandenbergh	ˈvændənbɝɡ
pithy	ˈpɪθi
publishing	ˈpəbɫɪʃɪŋ
fitful	ˈfɪtfəɫ
asphalt	ˈæsˌfɔɫt
medecin	ˈmɛdɪˌsɪn
circa	ˈsɝkə
hult's	ˈhəɫts
cisler	ˈsɪsɫɝ,ˈsɪsəɫɝ
whisenant	ˈhwɪsɪnənt,ˈwɪsɪnənt
chimento	tʃɪˈmɛntoʊ
non-native	ˈnɑˈneɪtɪv
trading	ˈtɹeɪdɪŋ
gosman	ˈɡɑsmən
jermaine	dʒɝˈmeɪn
hokkaido	hoʊˈkaɪdoʊ
handicrafts	ˈhændiˌkɹæfts
loppers	ˈɫɑpɝz
polarize	ˈpoʊɫɝˌaɪz
sprott	ˈspɹɑt
regulators	ˈɹɛɡjəˌɫeɪtɝz
reconstruction	ˌɹikənˈstɹəkʃən
sulek	ˈsuɫɪk
veras	ˈvɛɹəz
resigns	ɹiˈsaɪnz,ɹɪˈzaɪnz,ɹiˈzaɪnz
hayden	ˈheɪdən
coaxed	ˈkoʊkst
yearick	ˈjɪɹɪk,ˈjiɹɪk
weiss	ˈwaɪs
swami	ˈswɑmi
codding	ˈkɑdɪŋ
alcatel's	ˈæɫkəˌtɛɫz
harry	ˈhɛɹi
bathrobe	ˈbæˌθɹoʊb
blanco	ˈbɫæŋkoʊ
ballast	ˈbæɫəst
republika	ɹɪˈpəbɫɪkə
carvalho	kɑɹˈvɑɫhoʊ
inroads	ˈɪnˌɹoʊdz
visor	ˈvaɪzɝ
krugerrand	kɹuˈɡɛɹænd
termination	tɝməˈneɪʃən
allegro	əˈɫɛˌɡɹoʊ
encrusting	ɛnˈkɹəstɪŋ
repetitions	ˌɹɛpəˈtɪʃənz
prone	ˈpɹoʊn
understanding	ˌəndɝˈstændɪŋ
pridgen	ˈpɹɪdʒən
kroenke	ˈkɹoʊŋk
eurasia	jʊˈɹeɪʒə
felton	ˈfɛɫtən
midcourse	ˈmɪdˈkɔɹs
cannell	ˈkænəɫ
dashville	ˈdæʃˌvɪɫ
freddye	ˈfɹɛdi
sasek	ˈsæsɪk
bochenek	ˈbɑkɪnɪk
magby	ˈmæɡbi
modi	ˈmoʊdi
vandriel	ˌvænˈdɹiɫ
matthiesen	ˈmæθisən
investors'	ˌɪnˈvɛstɝz
crapshoot	ˈkɹæpˌʃut
popov	ˈpoʊpəv
sovereign	ˈsɑvɹən
flinn	ˈfɫɪn
marcoux	mɑɹˈku
carbohydrate	ˌkɑɹboʊˈhaɪdɹət,ˌkɑɹboʊˈhaɪˌdɹeɪt
jakob	ˈdʒækəb
goffin	ˈɡɑfɪn
listen	ˈɫɪsən
plemmons	ˈpɫɛmənz
alexandrine	ˌæɫəɡˈzændɹin
fourths	ˈfɔɹs,ˈfɔɹθs
arendsee	ɝˈɛndˌsi
glycel	ˈɡɫɪsəɫ
biting	ˈbaɪtɪŋ
trawler	ˈtɹɔɫɝ
boatloads	ˈboʊtˌɫoʊdz
mellaril	ˈmɛɫɝəɫ
mooty	ˈmuti
depict	dɪˈpɪkt
chalks	ˈtʃɔks
unapproachable	ˌənəˈpɹoʊtʃəbəɫ
gallion	ˈɡæɫjən
girgis	ˈɡɝɡɪs
shopkeeper's	ˈʃɑpˌkipɝz
caufield	ˈkoʊfiɫd
morand	ˈmɔɹənd
hatch's	ˈhætʃɪz
shakespeare's	ˈʃeɪkˌspiɹz
orefice	ɔˈɹɛfaɪs
neil's	ˈniɫz
hervey	hɝˈveɪ
jammed	ˈdʒæmd
borkenhagen	ˈbɔɹkɪnˌheɪɡən,ˈbɔɹkɪnˌhɑɡən
perlite	ˈpɝɫaɪt
haymarket	ˈheɪˌmɑɹkɪt
citibank	ˈsɪtiˌbæŋk
ireta	ˌɪˈɹeɪtə
labranche	ɫɑˈbɹɑnki
seckman	ˈsɛkmən
picht	ˈpɪkt
buckstein	ˈbəkˌstin
replicase	ˈɹɛpɫɪˌkeɪz
schatz	ˈʃæts
rorer's	ˈɹɔɹɝz
soper	ˈsoʊpɝ
donatelli	doʊnɑˈtɛɫi
tomassi	toʊˈmɑsi
strep	ˈstɹɛp
candlestick	ˈkændəɫˌstɪk
sabatini	ˌsæbəˈtini
diversity	daɪˈvɝsɪti,dɪˈvɝsɪti
suffolk	ˈsəfək
olivetti	ˌɑɫɪˈvɛti
archibald	ˈɑɹtʃəˌbɔɫd
aphids	ˈeɪfədz,ˈæfɪdz
hogg	ˈhɑɡ
hodgkiss	ˈhɑdʒkɪs
degeorge	ˈdɛɡiɝɡ
eisenberger	ˈaɪzənbɝɡɝ
niver	ˈnaɪvɝ
rees	ˈɹiz
mcauley	məˈkɔɫi
drakes	ˈdɹeɪks
caporaso	kɑpɔˈɹɑsoʊ
mateja	mɑˈteɪjə
fillman	ˈfɪɫmən
unmitigated	ənˈmɪtəˌɡeɪtɪd
booking	ˈbʊkɪŋ
root	ˈɹut
composers	kəmˈpoʊzɝz
bacteria	bækˈtɪɹiə
seelig's	ˈsiɫɪɡz
predecessor's	ˈpɹɛdəˌsɛsɝz
mehmet	ˈmɛmət
intertech	ˈɪntɝˌtɛk
spicing	ˈspaɪsɪŋ
siegman	ˈsiɡmən
cobain's	ˈkoʊˌbeɪnz
efron	ˈɛfɹən
gergel	ˈɡɝɡəɫ
kitchener	ˈkɪtʃənɝ,ˈkɪtʃnɝ
helmut	ˈhɛɫmət
estrich	ˈɛstɹɪk
consecrated	ˈkɑnsəˌkɹeɪtɪd
decrescenzo	dɪkɹɛsˈtʃɛnzoʊ
witchy	ˈwɪtʃi
papageorge	ˌpɑpəˈdʒɔɹdʒ,ˌpæpəˈdʒɔɹdʒ
allayed	əˈɫeɪd
crownlike	ˈkɹaʊnˌɫaɪk
forested	ˈfɔɹəstəd
extort	ɛkˈstɔɹt
cornett	ˈkɔɹnɪt
corum	ˈkɔɹəm
longton	ˈɫɔŋtən
malvern	ˈmæɫvɝn
porcher	ˌpɔɹˈʃeɪ,ˈpɔɹtʃɝ
shanties	ˈʃæntiz
laver	ˈɫeɪvɝ
savoring	ˈseɪvɝɪŋ
compliance	kəmˈpɫaɪəns
wesray	ˈwɛsɹeɪ
tibidow	ˈtɪbidoʊ
kenji	ˈkɛndʒi
nethers	ˈnɛðɝz
visitors'	ˈvɪzɪtɝz
altherr	ˈɑɫθɝ
sprague's	ˈspɹeɪɡz
donations	doʊˈneɪʃənz
resulted	ɹɪˈzəɫtɪd,ɹiˈzəɫtɪd,ɹiˈzəɫtəd
godek	ˈɡoʊdɪk
fredlund	ˈfɹɛdɫənd
clintonite	ˈkɫɪntəˌnaɪt
nutters	ˈnətɝz
sego	ˈsiˌɡoʊ
mccuen	məkˈjun
readily	ˈɹɛdəɫi
hounded	ˈhaʊndɪd
christensen	ˈkɹɪstənsən
virgo	ˈvɝɡoʊ
upperclass	ˈəpɝˌkɫæs
suicide	ˈsuɪˌsaɪd,ˈsuəˌsaɪd
postdoctoral	ˌpoʊstˈdɑkˌtɝəɫ
inescapably	ˌɪnɪˈskeɪpəbɫi
valtierra	vɑɫˈtɪɹə
alternative	ɔɫˈtɝnətɪv
provera	ˌpɹoʊˈvɛɹə
dionysian	ˌdaɪəˈnɪsiən
missile's	ˈmɪsəɫz
killman	ˈkɪɫmən
friesz	ˈfɹiʃ
