артуына	ˈɑɾtwənɑ
алғанның	ɑɫʀˈɑnnəŋ
белсенділерін	beɫsendɪleɾˈɪn
аямау	ɑjamˈɑw
нәтиженің	nˈætəjʒenɪŋ
Егерде	eɡeɾdˈe
желілерге	ʒelɪleɾɡˈe
ауанына	ɑwˈɑnənɑ
тоқсандық	toqsˈɑndəq
тактикалық	tˈɑktəjkɑɫəq
дереккөзге	deɾekkɵzɡˈe
жоймаған	ʒojmɑʀˈɑn
шаруашылығымен	ʃɑɾwˈɑʃəɫəʀəmen
жолдауына	ʒoɫdˈɑwənɑ
Айбергенов	ɑjbeɾɡenˈov
мазмұнды	mɑzmˈʊndə
Гаши	ɡˈɑʃəj
пышақпен	pəʃɑqpen
Кенжеғали	kenʒeʀˈɑɫəj
аптығын	ˈɑptəʀən
Ауданға	ɑwdɑnʀˈɑ
сайлаумен	sɑjɫɑwmˈen
Мартынов	mˈɑɾtənov
бәйгеден	bæjɡedˈen
Қайырлы	qˈɑjəɾɫə
Қажығұмарқызы	qˈɑʒəʀʊmɑɾqəzə
Аспанға	ɑspɑnʀˈɑ
балдаққа	bɑɫdɑqqˈɑ
Небәрі	nebæɾˈɪ
қалыптастыратын	qˈɑɫəptɑstəɾɑtən
балға	bɑɫʀˈɑ
қиындықты	qəjəndəqtə
жесірлері	ʒesɪɾleɾˈɪ
буырқанған	bwəɾqɑnʀɑn
бастағандығы	bɑstɑʀˈɑndəʀə
шығармалардың	ʃəʀɑɾmɑɫɑɾdəŋ
Олжастың	oɫʒˈɑstəŋ
кеудесі	kewdesˈɪ
айыпталуы	ˈɑjəptɑɫwə
зерттеп	zeɾttˈep
жиналғандарды	ʒəjnɑɫʀɑndɑɾdə
Құс	qˈʊs
Франциядан	fɾˈɑntsəjjadɑn
Қырғыздардың	qəɾʀəzdɑɾdəŋ
аяқталғаны	ɑjaqtɑɫʀˈɑnə
Жағдайдың	ʒɑʀdˈɑjdəŋ
депті	deptˈɪ
қабылдаудан	qˈɑbəɫdɑwdɑn
құрамалардың	qʊɾɑmɑɫˈɑɾdəŋ
қоңырауына	qˈoŋəɾɑwənɑ
қайғыны	qˈɑjʀənə
әннен	ænnˈen
жалақының	ʒɑɫˈɑqənəŋ
асыраушы	ˈɑsəɾɑwʃə
басымды	bˈɑsəmdə
тоқсанында	toqsˈɑnəndɑ
беймаза	bejmɑzˈɑ
додасында	dodˈɑsəndɑ
жатқанға	ʒɑtqɑnʀˈɑ
қайырған	qˈɑjəɾʀɑn
қозғалыстарды	qozʀˈɑɫəstɑɾdə
Босния	bˈosnəjja
болар	boɫˈɑɾ
жүргізушілерді	ʒuɾɡɪzwʃɪleɾdˈɪ
Жантөрин	ʒɑntˈɵɾəjn
МЫҢ	məŋ
үлеске	uleskˈe
достығы	dˈostəʀə
түсінбесе	tusɪnbesˈe
Ақордадан	ɑqoɾdɑdˈɑn
табанына	tɑbˈɑnənɑ
ақыннан	ˈɑqənnɑn
саяхатқа	sɑjaxɑtqˈɑ
сезінеміз	sezɪnemˈɪz
дирижер	dəjɾəjʒeɾ
алқасынан	ɑɫqˈɑsənɑn
Сафаров	sɑfɑɾˈov
Цесна	tsesnˈɑ
Мәселені	mæselenˈɪ
Дей	dˈej
есігіне	esɪɡɪnˈe
Тәңірі	tæŋɪɾˈɪ
көзбояушылыққа	kɵzbojˈawʃəɫəqqɑ
турнирдің	twɾnəjɾdɪŋ
көзқарастарын	kɵzqɑɾɑstˈɑɾən
ұжымдағы	ˈʊʒəmdɑʀə
алмайсың	ɑɫmˈɑjsəŋ
спектакльде	spektɑkɫʔdˈe
Әділхан	ædɪɫxˈɑn
юаньға	juɑnʔʀˈɑ
Кезектен	kezektˈen
қалтаға	qɑɫtɑʀˈɑ
Дин	dəjn
статистиканың	stˈɑtəjstəjkɑnəŋ
таусылды	tˈɑwsəɫdə
жеңілдікпен	ʒeŋɪɫdɪkpˈen
Біреулері	bɪɾewleɾˈɪ
тұрғынға	tˈʊɾʀənʀɑ
тіркеген	tɪɾkeɡˈen
қуды	qwdə
есептегіш	esepteɡˈɪʃ
бастамаларды	bɑstɑmɑɫˈɑɾdə
Ыстықкөлдегі	əstəqkɵɫdeɡɪ
жауыр	ʒˈɑwəɾ
рейтингте	ɾˈejtəjnɡte
қолшоқпар	qoɫʃoqpˈɑɾ
Тәуке	tæwkˈe
Орданың	oɾdˈɑnəŋ
құжатпен	qʊʒɑtpˈen
кепілде	kepɪɫdˈe
өзендердің	ɵzendeɾdˈɪŋ
қалмасына	qɑɫmˈɑsənɑ
нұсқаға	nʊsqɑʀˈɑ
Көпшілік	kɵpʃɪlˈɪk
мәдениетіндегі	mædˈenəjetɪndeɡɪ
Сән	sˈæn
қағу	qˈɑʀw
үдеп	udˈep
сексен	seksˈen
жарамайтынын	ʒɑɾɑmˈɑjtənən
араларына	ɑɾɑɫˈɑɾənɑ
болса	boɫsˈɑ
Жұмағұл	ʒʊmɑʀˈʊɫ
ИНТЕРФАКС	əjnteɾfɑks
мойындайтын	mˈojəndɑjtən
Карлагтың	kɑɾɫˈɑɡtəŋ
қолбала	qoɫbɑɫˈɑ
пайдаландым	pɑjdɑɫˈɑndəm
бермегенде	beɾmeɡendˈe
Саған	sɑʀˈɑn
технологияның	texnoɫˈoɡəjjanəŋ
расталса	ɾɑstɑɫsˈɑ
сөздігі	sɵzdɪɡˈɪ
жылдығы	ʒəɫdəʀə
жолаушының	ʒoɫˈɑwʃənəŋ
дәнекерлеу	dænekeɾlˈew
өсіп	ɵsˈɪp
күтуден	kutwdˈen
астанасының	ɑstɑnˈɑsənəŋ
қайықпен	qˈɑjəqpen
Тасқыннан	tˈɑsqənnɑn
сұрасаң	sʊɾɑsˈɑŋ
жазуды	ʒˈɑzwdə
Дэниел	dˈenəjeɫ
аспалы	ɑspˈɑɫə
құрамадан	qʊɾɑmɑdˈɑn
Жеменей	ʒemenˈej
Жолдауда	ʒoɫdɑwdˈɑ
жанартаудың	ʒɑnɑɾtˈɑwdəŋ
жасөспірімдерге	ʒɑsɵspɪɾɪmdeɾɡˈe
бармас	bɑɾmˈɑs
мұраларына	mʊɾɑɫˈɑɾənɑ
доллардың	doɫɫˈɑɾdəŋ
ұрлыққа	ˈʊɾɫəqqɑ
хостинг	xˈostəjnɡ
жүрекжарды	ʒuɾekʒˈɑɾdə
тұрсың	tˈʊɾsəŋ
тыңдармандар	təŋdɑɾmɑndɑɾ
Осылайша	ˈosəɫɑjʃɑ
босатуы	bosˈɑtwə
Құранға	qʊɾɑnʀˈɑ
бөлімнің	bɵlɪmnˈɪŋ
шайқастарда	ʃɑjqɑstɑɾdˈɑ
Түркіменстанға	tuɾkɪmenstɑnʀˈɑ
Конституцияны	kˈonstəjtwtsəjjanə
ДОЛЛАР	doɫɫˈɑɾ
банктері	bɑnkteɾˈɪ
бәтеңке	bæteŋkˈe
берешегін	beɾeʃeɡˈɪn
мініп	mɪnˈɪp
Айыптаушылар	ˈɑjəptɑwʃəɫɑɾ
бәсекеден	bæsekedˈen
ҰҚМК	ˈʊqmk
оқисыздар	ˈoqəjsəzdɑɾ
ставка	stɑvkˈɑ
Интернетте	əjnteɾnette
мамандарымен	mɑmɑndˈɑɾəmen
танудан	tɑnwdˈɑn
стандартқа	stɑndɑɾtqˈɑ
Жалғыздық	ʒˈɑɫʀəzdəq
қайтуы	qˈɑjtwə
өлгенше	ɵɫɡenʃˈe
кезектің	kezektˈɪŋ
брасс	bɾˈɑss
Әндіжанда	ændɪʒɑndˈɑ
драматургы	dɾɑmˈɑtwɾɡə
тазалыққа	tɑzˈɑɫəqqɑ
құлағына	qʊɫˈɑʀənɑ
белдігін	beɫdɪɡˈɪn
байланып	bɑjɫˈɑnəp
дәрігер	dæɾɪɡˈeɾ
абайтану	ɑbɑjtˈɑnw
құндылыққа	qˈʊndəɫəqqɑ
әкемнен	ækemnˈen
Шабдарбаев	ʃɑbdɑɾbɑˈev
Ала	ɑɫˈɑ
солдаттың	soɫdˈɑttəŋ
зираттар	zəjɾɑttɑɾ
субъектілерінің	swbʔektɪleɾɪnˈɪŋ
тақырыпты	tˈɑqəɾəptə
Бейнежазба	bejneʒɑzbˈɑ
Банкке	bɑnkkˈe
аспаптардың	ɑspɑptˈɑɾdəŋ
оқытушылар	ˈoqətwʃəɫɑɾ
құраса	qʊɾɑsˈɑ
билеушісі	bəjlewʃɪsɪ
проблемаларына	pɾoblemɑɫˈɑɾənɑ
қырғыздарға	qəɾʀəzdɑɾʀɑ
қосылуының	qˈosəɫwənəŋ
Өскеменнің	ɵskemennˈɪŋ
Наурызға	nˈɑwɾəzʀɑ
кикілжіңдер	kəjkɪɫʒɪŋdeɾ
кәсіподақ	kæsɪpodˈɑq
жазғырып	ʒˈɑzʀəɾəp
Гонг	ɡˈonɡ
Жақсылыққа	ʒˈɑqsəɫəqqɑ
Мұсаевпен	mʊsɑevpˈen
Қанапиянов	qɑnˈɑpəjjanov
хабарламасында	xɑbɑɾɫɑmˈɑsəndɑ
өсуге	ɵswɡˈe
мүмкіндіктерінің	mumkɪndɪkteɾɪnˈɪŋ
зерттеулеріміз	zeɾttewleɾɪmˈɪz
Академияның	ɑkɑdˈeməjjanəŋ
алмау	ɑɫmˈɑw
соғысуға	sˈoʀəswʀɑ
тағылымы	tˈɑʀəɫəmə
Бектасов	bektɑsˈov
Франция	fɾˈɑntsəjja
емделу	emdˈeɫw
Гүлмира	ɡˈuɫməjɾɑ
жіберер	ʒɪbeɾˈeɾ
у	w
ақсақалмен	ɑqsɑqɑɫmˈen
қолданбайды	qoɫdɑnbˈɑjdə
тамақ	tɑmˈɑq
Жағдай	ʒɑʀdˈɑj
осетин	osˈetəjn
Компартия	kompˈɑɾtəjja
жалақысыз	ʒɑɫˈɑqəsəz
қатырудың	qˈɑtəɾwdəŋ
пәтерлердің	pæteɾleɾdˈɪŋ
шыны	ʃənə
Прайм	pɾˈɑjm
ақтамайды	ɑqtɑmˈɑjdə
актілеріне	ɑktɪleɾɪnˈe
декларациясы	dekɫɑɾˈɑtsəjjasə
жегу	ʒˈeɡw
сұрауымен	sʊɾˈɑwəmen
оппоненті	opponentˈɪ
камера	kɑmeɾˈɑ
полюске	poɫjuskˈe
бітімгершілік	bɪtɪmɡeɾʃɪlˈɪk
бейбітшілікті	bejbɪtʃɪlɪktˈɪ
Энрико	ˈenɾəjko
кіреберістегі	kɪɾebeɾɪsteɡˈɪ
штат	ʃtˈɑt
Теміртауға	temɪɾtɑwʀˈɑ
тістері	tɪsteɾˈɪ
алаяқтықпен	ɑɫɑjˈaqtəqpen
жезөкшелерді	ʒezɵkʃeleɾdˈɪ
мамырдан	mˈɑməɾdɑn
серуені	seɾwenˈɪ
оқымай	ˈoqəmɑj
амбициялары	ˈɑmbəjtsəjjaɫɑɾə
орталықтарына	oɾtˈɑɫəqtɑɾənɑ
ақылдасқан	ˈɑqəɫdɑsqɑn
мерзіміне	meɾzɪmɪnˈe
аудандардағы	ɑwdɑndɑɾdˈɑʀə
сәйкестігін	sæjkestɪɡˈɪn
жолдаса	ʒoɫdɑsˈɑ
Отырыс	ˈotəɾəs
танытпайды	tˈɑnətpɑjdə
банктерінің	bɑnkteɾɪnˈɪŋ
көзқарасынан	kɵzqɑɾˈɑsənɑn
келіссөз	kelɪssˈɵz
құрдас	qʊɾdˈɑs
түспегенін	tuspeɡenˈɪn
отырамын	ˈotəɾɑmən
Сіздің	sɪzdˈɪŋ
олардың	oɫˈɑɾdəŋ
кездесудің	kezdeswdˈɪŋ
түрмедегілер	tuɾmedeɡɪlˈeɾ
тауына	tˈɑwənɑ
дүкенге	dukenɡˈe
қарс	qˈɑɾs
орталықтағы	oɾtˈɑɫəqtɑʀə
ОСС	ˈoss
мектепке	mektepkˈe
пәрменімен	pæɾmenɪmˈen
бақты	bˈɑqtə
ұстанымдарын	ʊstˈɑnəmdɑɾən
Ақбұлақ	ɑqbʊɫˈɑq
туғызуды	twʀəzwdə
Асыра	ˈɑsəɾɑ
шерулеріне	ʃeɾwleɾɪnˈe
мүліктік	mulɪktˈɪk
қоймайтыны	qojmˈɑjtənə
қашаннан	qɑʃɑnnˈɑn
жағалайды	ʒɑʀɑɫˈɑjdə
қынжылады	qənʒəɫɑdə
тепкілеп	tepkɪlˈep
еңбегім	eŋbeɡˈɪm
мекендеген	mekendeɡˈen
Миландағы	məjɫɑndɑʀə
байқайды	bɑjqˈɑjdə
Сотталушы	sottˈɑɫwʃə
Байқасақ	bɑjqɑsˈɑq
айтарлық	ɑjtˈɑɾɫəq
шарапаты	ʃɑɾɑpˈɑtə
тапталуына	tɑptˈɑɫwənɑ
Қылмысты	qəɫməstə
ОМОН	omˈon
қырылу	qəɾəɫw
шақырым	ʃˈɑqəɾəm
артылады	ˈɑɾtəɫɑdə
қолданушыларды	qoɫdˈɑnwʃəɫɑɾdə
тастамай	tɑstɑmˈɑj
сатылмайды	sˈɑtəɫmɑjdə
құрылысшылары	qˈʊɾəɫəsʃəɫɑɾə
шағымданамыз	ʃˈɑʀəmdɑnɑməz
курстар	kwɾstˈɑɾ
отыздан	ˈotəzdɑn
бұйрықтарды	bˈʊjɾəqtɑɾdə
айырықша	ˈɑjəɾəqʃɑ
ақпандағы	ɑqpɑndˈɑʀə
Кэмпбелл	kempbˈeɫɫ
қыжыртып	qəʒəɾtəp
орындалып	ˈoɾəndɑɫəp
цемент	tsemˈent
күштеу	kuʃtˈew
денеге	deneɡˈe
музыканттары	mwzəkɑnttɑɾə
чешен	t͡ʃeʃˈen
жалдады	ʒɑɫdˈɑdə
Қазақмыстың	qɑzˈɑqməstəŋ
жаңаөзендік	ʒɑŋɑɵzendˈɪk
фактілердің	fɑktɪleɾdˈɪŋ
жолымен	ʒˈoɫəmen
жүлдеден	ʒuɫdedˈen
таратылды	tɑɾˈɑtəɫdə
Баутино	bˈɑwtəjno
құлазиды	qʊɫˈɑzəjdə
Ұлтшыл	ˈʊɫtʃəɫ
мансап	mɑnsˈɑp
танкілері	tɑnkɪleɾˈɪ
жұмыссыздықты	ʒˈʊməssəzdəqtə
бұзылу	bˈʊzəɫw
жаңазеландиялық	ʒɑŋɑzeɫˈɑndəjjaɫəq
жерлері	ʒeɾleɾˈɪ
күресі	kuɾesˈɪ
тұрмыста	tˈʊɾməstɑ
маманнан	mɑmɑnnˈɑn
Лукашенконы	ɫwkɑʃenkˈonə
пенальти	penˈɑɫʔtəj
радиостанциясына	ɾˈɑdəjostɑntsəjjasənɑ
Шекарадағы	ʃekɑɾɑdˈɑʀə
асында	ˈɑsəndɑ
Сыздықов	səzdəqov
досыма	dˈosəmɑ
түйме	tujmˈe
толысып	tˈoɫəsəp
сәбиін	sˈæbəjɪn
Экономикамыз	ekonˈoməjkɑməz
әділдігіне	ædɪɫdɪɡɪnˈe
дәстүрді	dæstuɾdˈɪ
Әртүрлі	æɾtuɾlˈɪ
өндірмек	ɵndɪɾmˈek
Алтайды	ɑɫtˈɑjdə
төндірген	tɵndɪɾɡˈen
біліміне	bɪlɪmɪnˈe
Бейсенбаев	bejsenbɑˈev
агроном	ɑɡɾonˈom
ұлтшылдарға	ˈʊɫtʃəɫdɑɾʀɑ
жағасынан	ʒɑʀˈɑsənɑn
шеттету	ʃettˈetw
жұқарып	ʒʊqˈɑɾəp
құрлы	qˈʊɾɫə
тыныштығы	tənəʃtəʀə
атаған	ɑtɑʀˈɑn
досымның	dˈosəmnəŋ
өкілдігінің	ɵkɪɫdɪɡɪnˈɪŋ
біл	bˈɪɫ
намазына	nɑmˈɑzənɑ
Хайдар	xɑjdˈɑɾ
рыногы	ɾənoɡə
уыты	wətə
топтар	toptˈɑɾ
редакциясынан	ɾedˈɑktsəjjasənɑn
мутацияға	mwtˈɑtsəjjaʀɑ
Қазақстанда	qɑzɑqstɑndˈɑ
телекомпаниясы	telekompˈɑnəjjasə
Мұндайда	mʊndɑjdˈɑ
Төреқожа	tɵɾeqoʒˈɑ
айғақтармен	ɑjʀɑqtɑɾmˈen
триллион	tɾəjɫɫəjon
отырсаңыз	ˈotəɾsɑŋəz
Стехликова	stˈexɫəjkovɑ
жағдайын	ʒɑʀdˈɑjən
алып	ˈɑɫəp
қоймапты	qojmˈɑptə
қызыммен	qəzəmmen
жағдайының	ʒɑʀdˈɑjənəŋ
оқиғаларын	ˈoqəjʀɑɫɑɾən
құрамды	qʊɾˈɑmdə
шоуы	ʃˈowə
Алғашқылардың	ɑɫʀˈɑʃqəɫɑɾdəŋ
болғаны	boɫʀˈɑnə
Бұлұтай	bʊɫʊtˈɑj
жуықта	ʒwəqtɑ
мұралары	mʊɾɑɫˈɑɾə
құралдар	qʊɾɑɫdˈɑɾ
гимнін	ɡəjmnɪn
арқалады	ɑɾqɑɫˈɑdə
белгіленді	beɫɡɪlendˈɪ
шымылдықтың	ʃəməɫdəqtəŋ
Бектас	bektˈɑs
диктаторлар	dəjktɑtoɾɫɑɾ
танысады	tˈɑnəsɑdə
сөздерді	sɵzdeɾdˈɪ
азаматтықты	ɑzɑmˈɑttəqtə
процессуалды	pɾotsesswˈɑɫdə
қажеттігі	qɑʒettɪɡˈɪ
жаңалығы	ʒɑŋˈɑɫəʀə
арандатып	ɑɾɑndˈɑtəp
анықтауымыз	ˈɑnəqtɑwəməz
кетпейтінін	ketpejtɪnˈɪn
жұп	ʒˈʊp
ваучер	vɑwt͡ʃˈeɾ
қоятынын	qojˈatənən
түзелмей	tuzeɫmˈej
мәдениетімен	mædˈenəjetɪmen
байланыстыратындар	bɑjɫˈɑnəstəɾɑtəndɑɾ
тұрмағанын	tʊɾmɑʀˈɑnən
сенатының	senˈɑtənəŋ
интернационал	əjnteɾnɑtsəjonɑɫ
Азиялық	ˈɑzəjjaɫəq
мүддесін	muddesˈɪn
кірді	kɪɾdˈɪ
өлімінің	ɵlɪmɪnˈɪŋ
Мұқанов	mʊqɑnˈov
жортып	ʒˈoɾtəp
оғы	ˈoʀə
Шахноза	ʃɑxnozˈɑ
ұшырасқан	ˈʊʃəɾɑsqɑn
тұруға	tʊɾwʀˈɑ
тырнағынан	təɾnɑʀənɑn
тартылғанын	tˈɑɾtəɫʀɑnən
шықпайтыны	ʃəqpɑjtənə
Майқайың	mɑjqˈɑjəŋ
білімді	bɪlɪmdˈɪ
жұртшылығына	ʒˈʊɾtʃəɫəʀənɑ
мұнайлы	mʊnˈɑjɫə
туыпты	twəptə
полицейлері	pˈoɫəjtsejleɾɪ
Карла	kɑɾɫˈɑ
Қол	qˈoɫ
табыса	tˈɑbəsɑ
дүкеннің	dukennˈɪŋ
қозғай	qozʀˈɑj
көрінеді	kɵɾɪnedˈɪ
әңгімелескен	æŋɡɪmeleskˈen
қарарында	qɑɾˈɑɾəndɑ
көлге	kɵɫɡˈe
балаларынан	bɑɫɑɫˈɑɾənɑn
қонысына	qˈonəsənɑ
көкек	kɵkˈek
тайынбас	tˈɑjənbɑs
қойғандығын	qojʀˈɑndəʀən
есектің	esektˈɪŋ
кеніштеріне	kenɪʃteɾɪnˈe
қалғанымызда	qɑɫʀˈɑnəməzdɑ
есте	estˈe
қабатта	qɑbɑttˈɑ
отыздың	ˈotəzdəŋ
білезік	bɪlezˈɪk
Шалұлының	ʃɑɫˈʊɫənəŋ
жартысында	ʒˈɑɾtəsəndɑ
милиция	məjɫəjtsəjja
желісін	ʒelɪsˈɪn
пәтеріме	pæteɾɪmˈe
сынды	səndə
сүруіне	suɾwɪnˈe
атымызды	ˈɑtəməzdə
өрнек	ɵɾnˈek
Бәсекеге	bæsekeɡˈe
болғанындай	boɫʀˈɑnəndɑj
Қалима	qˈɑɫəjmɑ
Олимпиададағы	ˈoɫəjmpəjɑdɑdɑʀə
арызды	ˈɑɾəzdə
ханшайымы	xɑnʃˈɑjəmə
моделіне	modelɪnˈe
кезіктіруге	kezɪktɪɾwɡˈe
қоймаларының	qojmɑɫˈɑɾənəŋ
дауыста	dˈɑwəstɑ
елемеді	elemedˈɪ
есептейді	eseptejdˈɪ
солдаттары	soɫdɑttˈɑɾə
табуы	tˈɑbwə
ақтала	ɑqtɑɫˈɑ
газетТағы	ɡɑzˈettˈɑʀə
беріле	beɾɪlˈe
жұмсау	ʒʊmsˈɑw
күйінде	kujɪndˈe
Әттең	ættˈeŋ
температура	tempeɾɑtwɾˈɑ
Козловтан	kozɫovtˈɑn
империясы	əjmpeɾəjjasə
қорапқа	qoɾɑpqˈɑ
Сапабек	sɑpɑbˈek
ұмтылуы	ˈʊmtəɫwə
Бақылау	bˈɑqəɫɑw
жұмсартқан	ʒʊmsɑɾtqˈɑn
Стокгольмдегі	stokɡoɫʔmdeɡˈɪ
хаттарында	xɑttˈɑɾəndɑ
арандатуы	ɑɾɑndˈɑtwə
жақсылығы	ʒˈɑqsəɫəʀə
қарулануға	qɑɾwɫɑnwʀˈɑ
Дуамбеков	dwɑmbekˈov
айтпау	ɑjtpˈɑw
съезінде	sʔezɪndˈe
бұйрықтың	bˈʊjɾəqtəŋ
дамытуға	dˈɑmətwʀɑ
қытайды	qətɑjdə
сазан	sɑzˈɑn
жартасқа	ʒɑɾtɑsqˈɑ
Отарбаева	otɑɾbɑevˈɑ
Кейбіреулер	kejbɪɾewlˈeɾ
сатыда	sˈɑtədɑ
партизан	pˈɑɾtəjzɑn
қалғандығын	qɑɫʀˈɑndəʀən
ұтылса	ˈʊtəɫsɑ
килограмды	kəjɫoɡɾɑmdə
Оштың	ˈoʃtəŋ
бекетте	bekettˈe
Ираклий	əjɾɑkɫəjj
Үкілай	ukɪɫˈɑj
Жыныстық	ʒənəstəq
мағлұм	mɑʀɫˈʊm
жалғызбасты	ʒˈɑɫʀəzbɑstə
моторлы	motˈoɾɫə
қиындығынан	qəjəndəʀənɑn
оқалы	oqˈɑɫə
қордаланған	qoɾdɑɫɑnʀˈɑn
ойнауына	ojnˈɑwənɑ
қарасақ	qɑɾɑsˈɑq
сататынын	sɑtˈɑtənən
Баяндама	bɑjandɑmˈɑ
кигізген	kəjɡɪzɡen
бірінің	bɪɾɪnˈɪŋ
торт	tˈoɾt
муниципалдық	mwnəjtsəjpɑɫdəq
қарттар	qɑɾttˈɑɾ
төрағалығын	tɵɾɑʀˈɑɫəʀən
сынамақ	sənɑmɑq
президенттігіне	pɾˈezəjdenttɪɡɪne
тоғайға	toʀɑjʀˈɑ
қалмаймыз	qɑɫmˈɑjməz
інім	ɪnˈɪm
түркмен	tuɾkmˈen
Луи	ɫwəj
табуға	tɑbwʀˈɑ
біреулерінің	bɪɾewleɾɪnˈɪŋ
жүрекке	ʒuɾekkˈe
бөлу	bˈɵɫw
дерек	deɾˈek
шалды	ʃˈɑɫdə
жарнамалап	ʒɑɾnɑmɑɫˈɑp
арзандату	ɑɾzɑndˈɑtw
Храпуновтың	xɾɑpwnˈovtəŋ
таңданды	tɑŋdˈɑndə
ағзасында	ɑʀzˈɑsəndɑ
сезбеген	sezbeɡˈen
тоғыз	tˈoʀəz
етпейтін	etpejtˈɪn
жанындағы	ʒˈɑnəndɑʀə
лауазымда	ɫɑwˈɑzəmdɑ
қалжың	qˈɑɫʒəŋ
толқынды	tˈoɫqəndə
Сәрсенбаевтың	sæɾsenbɑˈevtəŋ
омырау	ˈoməɾɑw
нышаны	nəʃɑnə
қолдаған	qoɫdɑʀˈɑn
Сыдықов	sədəqov
табиғаттың	tˈɑbəjʀɑttəŋ
прокуроры	pɾokwɾˈoɾə
Жатақханада	ʒɑtɑqxɑnɑdˈɑ
бағаласа	bɑʀɑɫɑsˈɑ
жылдам	ʒəɫdɑm
диқандар	dəjqɑndɑɾ
Неймар	nejmˈɑɾ
толастар	toɫɑstˈɑɾ
Зәбір	zæbˈɪɾ
адамзаттық	ɑdɑmzˈɑttəq
айыптаушылардың	ˈɑjəptɑwʃəɫɑɾdəŋ
Алишер	ˈɑɫəjʃeɾ
саясаттанушылары	sɑjasɑttˈɑnwʃəɫɑɾə
спортына	spˈoɾtənɑ
ақпанның	ɑqpˈɑnnəŋ
кісілердің	kɪsɪleɾdˈɪŋ
Әміржан	æmɪɾʒˈɑn
программист	pɾoɡɾˈɑmməjst
амалдың	ɑmˈɑɫdəŋ
өрісін	ɵɾɪsˈɪn
Кочетков	kot͡ʃetkˈov
айтам	ɑjtˈɑm
жинағандар	ʒəjnɑʀɑndɑɾ
Ресмилердің	ɾˈesməjleɾdɪŋ
жасағына	ʒɑsˈɑʀənɑ
біріншілігінің	bɪɾɪnʃɪlɪɡɪnˈɪŋ
барғандар	bɑɾʀɑndˈɑɾ
Тарихшылардың	tˈɑɾəjxʃəɫɑɾdəŋ
Кремльді	kɾemɫʔdˈɪ
бекініп	bekɪnˈɪp
палуандар	pɑɫwɑndˈɑɾ
бомбалық	bombˈɑɫəq
тысқары	təsqɑɾə
діттеген	dɪtteɡˈen
тыңдалды	təŋdɑɫdə
Балли	bˈɑɫɫəj
мэр	mˈeɾ
баспаханада	bɑspɑxɑnɑdˈɑ
Ыстамбұл	əstɑmbʊɫ
жаулап	ʒɑwɫˈɑp
тамызы	tˈɑməzə
қойылғанын	qˈojəɫʀɑnən
ауылшаруашылығының	ˈɑwəɫʃɑɾwɑʃəɫəʀənəŋ
сүбелі	subelˈɪ
Джексон	dʒeksˈon
келтіруі	keɫtɪɾwˈɪ
қайтпас	qɑjtpˈɑs
тегі	teɡˈɪ
тарауын	tɑɾˈɑwən
заңдарынан	zɑŋdˈɑɾənɑn
энергетиканы	eneɾɡˈetəjkɑnə
әлемдік	ælemdˈɪk
Перу	pˈeɾw
аймағын	ɑjmˈɑʀən
изоляторындағы	əjzoɫjatoɾəndɑʀə
онысын	ˈonəsən
абақтының	ɑbˈɑqtənəŋ
Египеттің	ˈeɡəjpettɪŋ
Республикашылар	ɾˈespwbɫəjkɑʃəɫɑɾ
өндірісінде	ɵndɪɾɪsɪndˈe
Герасимовқа	ɡeɾˈɑsəjmovqɑ
шабуылына	ʃˈɑbwəɫənɑ
Дейтон	dejtˈon
әнге	ænɡˈe
шулатқан	ʃwɫɑtqˈɑn
жараланғаны	ʒɑɾɑɫɑnʀˈɑnə
Бағасын	bɑʀˈɑsən
туғыза	twʀəzɑ
маңайдағы	mɑŋɑjdˈɑʀə
қабылдау	qˈɑbəɫdɑw
тоң	tˈoŋ
орыстардың	ˈoɾəstɑɾdəŋ
Күзет	kuzˈet
Бердібек	beɾdɪbˈek
өткізіледі	ɵtkɪzɪledˈɪ
шектелген	ʃekteɫɡˈen
сақ	sˈɑq
кәміл	kæmˈɪɫ
Әңгіме	æŋɡɪmˈe
жүргізушіні	ʒuɾɡɪzwʃɪnˈɪ
нашарлап	nɑʃɑɾɫˈɑp
отандасымыз	otɑndˈɑsəməz
дайындалдым	dˈɑjəndɑɫdəm
асуға	ɑswʀˈɑ
төлемге	tɵlemɡˈe
