künjekleriniň	kˌønd͡ʒœklerˈiniŋ
ýapmak	jɑpmˈɑq
gozgamak	ɡˌoðʁomˈoq
täsirlerini	tˌæθirlerˈini
ýere	jˈere
gölleriniň	ɡˌœllœrˈønøŋ
görkezmeleri	ɡˌœrkœðmœlˈeri
miýesser	mijˈeθθer
stasionar	θθˌɑθiˈonor
Fransiýada	frˌɑnθijˈɑdɑ
Awtor	ˈoβtor
subutnamasydyr	θˌʊβʊtnˌomoθˈɯdɯr
duýdurylýar	dˌʊjdʊrˈʊɫjɑr
Gämä	ɡˈæmæ
pullaryny	pˌʊɫɫorˈʊnʊ
goralýar	ɡorˈoɫjɑr
zawodlary	ðˌoβodɫˈorʊ
ösüşini	ˌœθøʃˈønø
energiýanyň	ˌenerʁijˈɑnɯŋ
sebitlerde	θˌeβitlˈerde
ýakyndan	jɑqˈɯnnɑn
desgalarynda	dˌeθʁɑɫɑrˈɯnnɑ
başyny	bɑʃˈɯnɯ
seljermek	θˌeld͡ʒermˈek
ülňülere	ˌølŋølˈœrœ
baha	bˈɑxɑ
guradylar	ɡˌʊrodˈʊɫɑr
garaýyşlaryň	ɡˌɑrɑjɯʃɫˈɑrɯŋ
toplumlarynyň	tˌopɫʊmɫorˈʊnʊŋ
Maglumatlary	mˌɑʁɫʊmotɫˈorɯ
kitaba	kitˈɑβɑ
etdirýärler	ˌetdirjˈærler
Konferensiýasyna	qonfˌerenθˌijɑθˈɯnɑ
toplanan	topɫˈonon
wekiliýetine	βˌekilˌijetˈine
hasaplarynda	xˌɑθɑpɫɑrˈɯnnɑ
geologiýa	ɡˌeoɫoɡˈijɑ
mekdeplerinde	mˌekdeplerˈinne
dalaş	dˈɑɫɑʃ
okuwy	oqˈʊβʊ
gelendigini	ɡˌelenniʁˈini
sowala	θoβˈoɫo
Başlygyna	bˌɑʃɫɯʁˈɯnɑ
Pudagara	pˌʊdoʁˈoro
düzümler	døðˈømlœr
tapyş	tˈɑpɯʃ
tanyşmaga	tˌɑnɯʃmˈɑʁɑ
topardaky	tˌopordˈɑːqɯ
çäklendirilen	t͡ʃˌæklennirˈilen
kölüne	kœlˈønœ
Çaryýew	t͡ʃɑrˈɯjœβ
birleşmegi	bˌirleʃmˈeʁi
ýabany	jɑβˈɑnɯ
boksçy	bˈoqθt͡ʃɯ
resmileşdirilmegi	rˌeθmilˌeʃdirilmˈeʁi
hepdeligini	hˌepdeliʁˈini
kabaddi	qɑβˈɑddi
berjekdigine	bˌerd͡ʒekdiʁˈine
medeniýetiň	mˌedenijˈetiŋ
guýy	ɡˈʊjɯ
höweslendirýär	hˌœβœθlœnnˈirjæːr
Daşaýjy	dɑʃˈɑjd͡ʒɯ
gurşawynyň	ɡˌʊrʃoβˈʊnʊŋ
edinýärler	ˌedinjˈærler
iş	ˈiːʃ
binalar	binˈɑɫɑr
Ady	ˈɑːdɯ
kesgitlenilmedik	kˌeθʁitlˌenilmˈedik
görkezen	ɡœrkˈœðœn
bazarlaryny	bˌɑðɑrɫɑrˈɯnɯ
biler	bˈiler
birinjiliginde	bˌirind͡ʒˌiliʁˈinne
beketleriniň	bˌeketlerˈiniŋ
daşaýyş	dɑʃˈɑjɯʃ
höweslendiriş	hˌœβœθlœnnˈiriʃ
ozalky	oðˈoɫqʊ
Balaryçylyk	bˌɑɫɑrɯt͡ʃˈɯɫɯq
seretmek	θˌeretmˈek
müşderilereNyrhlar	mˌøʃdœrølˈœrenˈɯrhɫɑr
saklaýan	θɑqɫˈɑjɑn
aňynda	ɑŋˈɯnnɑ
Emma	ˈemmɑː
Baltika	bɑɫtˈikɑ
zalda	ðˈɑɫɫɑ
neşirleriň	nˌeʃirlˈeriŋ
bron	brˈon
Watanymyzda	βˌɑtɑnɯmˈɯððɑ
teňňe	tˈeŋŋe
hödürlenýär	hˌœdørlˈœnjæːr
eýedir	ejˈedir
ençemesiniň	ˌent͡ʃemeθˈiniŋ
gaplar	ɡˈɑpɫɑr
zenanlara	ðˌenɑnɫˈɑrɑ
etmekleri	ˌetmeklˈeri
ýük	jˈøk
orunbasarynyň	ˌorʊnmˌoθorˈɯnɯŋ
Paryzdepäniň	pˌɑrɯððepˈæniŋ
Öz	ˈœːð
tehnikanyň	tˌehnikˈɑnɯŋ
Garagumda	ɡˌɑrɑʁˈʊmno
eýelemegi	ˌejelemˈeʁi
pursatlarynda	pˌʊrθotɫɑrˈɯnnɑ
saýlawçylara	θˌɑjɫoβt͡ʃɯɫˈɑrɑ
sazlaşygyny	θˌɑðɫɑʃɯʁˈɯnɯ
hoş	xˈoʃ
girizmek	ɡˌiriðmˈek
diwersifikasiýa	dˌiβerθifˌikɑθˈijɑ
berildi	berˈilli
ulanmazdan	ˌʊɫonmˈoððɑn
Seljerme	θeld͡ʒˈerme
kabineti	qˌɑβinˈeti
günäsi	ɡønˈæθi
aralygyndaky	ˌɑrɑɫˌɯʁɯndˈɑːqɯ
önümiň	œnˈømøŋ
beýlekileriň	bˌejlekilˈeriŋ
açyş	ˈɑt͡ʃɯʃ
Koreýada	qˌorejˈɑdɑ
tölenilmedik	tˌœlœnølmˈedik
Çykyş	t͡ʃˈɯqɯʃ
lagym	ɫˈɑʁɯm
ýaryşlary	jˌɑrɯʃɫˈɑrɯ
edijiniň	ˌedid͡ʒˈiniŋ
sapary	θɑpˈɑrɯ
eýeleýär	ˌejelˈejæːr
kottej	qˈotted͡ʒ
tagallasyny	tˌɑʁɑɫɫɑθˈɯnɯ
barlanylýar	bˌɑrɫɑnˈɯɫjɑr
Kodeks	qˈodekθ
býujetini	bjˌʊd͡ʒetˈini
işeňňir	iːʃˈeŋŋir
welaýat	βelˈɑjɑt
öwürmek	ˌœβørmˈœk
dagyň	dˈɑʁɯŋ
ulanylyşy	ˌʊɫonʊɫˈɯʃɯ
portunda	portˈʊnno
türkmenler	tørkmˈœnlœr
günlerde	ɡønlˈœrde
hereketi	hˌerekˈeti
nazara	nɑðˈɑrɑ
geçirmekde	ɡˌet͡ʃirmˈekde
goşýarlar	ɡoʃjˈɑrɫɑr
kazylarynyň	qˌɑðɯɫɑrˈɯnɯŋ
döwletlerine	dˌœβlœtlœrˈine
ölçegler	œlt͡ʃˈœʁlœr
ýeňildi	jeŋˈilli
gerekdigini	ɡˌerekdiʁˈini
sowgady	θoβʁˈodʊ
netijenamasy	nˌetid͡ʒˌenɑmˈɑθɯ
adamzadyň	ˌɑdɑmðˈɑdɯŋ
tehnikalara	tˌehnikɑɫˈɑrɑ
blanklary	bɫɑnkɫˈɑrɯ
Super	θˈʊper
baglanşykly	bˌɑʁɫɑnʃˈɯqɫɯ
welaýatlaryna	βˌelɑjˌɑtɫɑrˈɯnɑ
kuwwatynyň	qˌʊββotˈʊnʊŋ
ýolagçylary	jˌoɫoʁt͡ʃʊɫˈɑrɯ
Jenaýat	d͡ʒenˈɑːjɑt
meýdanlaryny	mˌejdɑnɫɑrˈɯnɯ
ýatyrylanda	jˌɑtɯrɯɫˈɑnnɑ
tapgyrlarynda	tˌɑpʁɯrɫɑrˈɯnnɑ
instituty	ˌinθθitˈʊtʊ
Şypahana	ʃˌɯpɑxˈɑːnɑ
Maldarçylyk	mˌɑɫɫɑrt͡ʃˈɯɫɯq
hereketlerinde	hˌerekˌetlerˈinne
bankara	bɑnqˈɑrɑ
döwrebaplaşdyryldy	dˌœβrœβˌɑpɫɑʃdɯrˈɯɫɫɯ
Perzentlige	pˌerðentlˈiʁe
görkezişi	ɡˌœrkœðˈøʃø
zeýtun	ðˈejtʊn
artykmaç	ɑrtˈɯqmɑt͡ʃ
köpçüligine	kˌœpt͡ʃøløʁˈøne
tamamlandan	tˌɑmɑmɫˈɑnnɑn
görkezmäge	ɡˌœrkœðmˈæːɡe
tansynyň	tɑnθˈɯnɯŋ
synagyny	θˌɯnɑʁˈɯnɯ
ýerlerindäki	jˌerlerindˈæːkɪ
topardan	topˈordon
dükanlaryň	dˌøkɑnɫˈɑrɯŋ
gününiň	ɡønˈønøŋ
lukmanlary	ɫˌʊqmonɫˈɑrɯ
çapraz	t͡ʃˈɑprɑð
şäherýaka	ʃˌæherjˈɑqɑ
Saýlawlary	θˌɑjɫoβɫˈorɯ
joşgun	d͡ʒˈoʃʁʊn
düşmek	døʃmˈœk
uýgunlaşan	ˌʊjʁʊnɫˈoʃon
wakalaryň	βˌɑqɑɫˈɑrɯŋ
saglygyna	θˌɑʁɫɯʁˈɯnɑ
ýaýbaňlandyrylan	jˌɑjbɑŋɫˌɑnnɯrˈɯɫɑn
geçirilýändiginiň	ɡˌet͡ʃirˌiljænniʁˈiniŋ
girip	ɡˈirip
ministrleri	mˌiniθθrlˈeri
kuwwatdan	qʊββˈotdɑn
walýutasynda	βˌɑɫjʊtoθˈʊnnɑ
Welaýatyň	βˌelɑjˈɑtɯŋ
Milletler	millˈetler
isleýärin	ˌiθlejˈæːrin
Nepalyň	nepˈɑɫɯŋ
gaplary	ɡɑpɫˈɑrɯ
goýmakda	ɡojmˈɑqdɑ
alada	ɑɫˈɑdɑ
hassahanalaryň	xˌɑθθɑxˌɑnɑɫˈɑrɯŋ
atyjy	ɑtˈɯd͡ʒɯ
gurýarlar	ɡʊrjˈɑrɫɑr
dilleri	dillˈeri
Çarymyrat	t͡ʃˌɑrɯmˈɯrɑt
düzgünini	dˌøðʁønˈønø
dersleri	derθlˈeri
goraýyş	ɡoːrˈojɯʃ
agdyklyk	ɑʁdˈɯqɫɯq
Permany	permˈɑnɯ
Bellenen	bellˈenen
hasaplaşyk	xˌɑθɑpɫˈɑʃɯq
kanunlara	qˌɑnʊnɫˈoro
Laçyn	ɫˈɑt͡ʃɯn
käbir	kˈæβir
gutarandan	ɡˌʊtorˈonnɑn
diýip	dˈijip
alynmagynyň	ˌɑɫɯnmɑʁˈɯnɯŋ
tutumly	tʊtˈʊmɫʊ
ony	ˈonʊ
şypahana	ʃˌɯpɑxˈɑːnɑ
kanunlaryň	qˌɑnʊnɫˈorʊŋ
ýakynlaşdyrýar	jˌɑqɯnɫɑʃdˈɯrjɑr
getirilmegini	ɡˌetirˌilmeʁˈini
Inçhonda	int͡ʃxˈonno
mätäçlik	mætˈæt͡ʃlik
Çaganyň	t͡ʃɑʁˈɑnɯŋ
firma	fˌirmɑ
şikaýatlara	ʃˌikɑjɑtɫˈɑrɑ
wekilhanasy	βˌekilxɑnˈɑθɯ
sowgatlar	θoβʁˈotɫor
aktiwleriniň	ˌɑqtiβlerˈiniŋ
mümkinçiliklerini	mˌømkønt͡ʃˌøliklerˈini
okuwlar	oqˈʊβɫor
gapylar	ɡɑpˈɯɫɑr
gatyna	ɡɑtˈɯnɑ
Paryzdepede	pˌɑrɯððepˈede
babatynda	bˌɑβɑtˈɯnnɑ
toprakasty	tˌoproqˈoθθʊ
artykmaçlyklary	ˌɑrtɯqmˌɑt͡ʃɫɯqɫˈɑrɯ
Baştutanymyzy	bˌɑʃtʊtˌonʊmˈɯðɯ
ynandyrdylar	ˌɯnɑnnɯrdˈɯɫɑr
Kanunynda	qˌɑnʊnˈʊnno
aralarynda	ˌɑrɑɫɑrˈɯnnɑ
görkezilen	ɡˌœrkœðˈølœn
federal	fˌedˈerɑɫ
döremegi	dˌœrœmˈœʁø
resminamalaryň	rˌeθminˌɑmɑɫˈɑrɯŋ
maksatnamalaryna	mˌɑqθɑtnˌɑmɑɫɑrˈɯnɑ
talaplaryň	tˌɑɫɑpɫˈɑrɯŋ
derňewi	derŋˈœβi
Adwokat	ɑdβˈoqot
ýetirmedik	jˌetirmˈedik
ýazylan	jɑðˈɯɫɑn
Oguzhanyň	ˌoʁʊðxˈonʊŋ
syn	θˈɯn
girelgesinde	ɡˌirelʁeθˈinne
barşyny	bɑrʃˈɯnɯ
arkanlygyna	ˌɑrqɑnɫɯʁˈɯnɑ
ol	ˈoɫ
geleşikleri	ɡˌeleʃiklˈeri
gaçyran	ɡɑt͡ʃˈɯrɑn
Adalatçy	ˌɑdɑɫˈɑt͡ʃt͡ʃɯ
administrasiýasynyň	ˌɑdminˌiθθrɑθˌijɑθˈɯnɯŋ
barada	bɑrˈɑdɑ
tagallalary	tˌɑʁɑɫɫɑɫˈɑrɯ
Ermenistanyň	ˌermeniθθˈɑnɯŋ
generaly	ɡˌenerˈɑɫɯ
kenarynyň	kˌenɑrˈɯnɯŋ
Wagtlaýyn	βɑʁtɫˈɑjɯn
girdejilerini	ɡˌirded͡ʒˌilerˈini
jübüti	d͡ʒøβˈøtø
agşamlyk	ɑʁʃˈɑmɫɯq
Gysga	ɡˈɯθʁɑ
ýetişmegi	jˌetiʃmˈeʁi
ýetdi	jˈetdi
wekilçilikli	βˌekilt͡ʃilˈikli
Bileleşiginiň	bˌilelˌeʃiʁˈiniŋ
gözegçiliginde	ɡˌœðœʁt͡ʃˌøløʁˈinne
ýerleşdirilen	jˌerleʃdirˈilen
agajynyň	ˌɑʁɑd͡ʒˈɯnɯŋ
nokatlary	nˌoqotɫˈorɯ
onusyna	ˌonʊθˈʊnɑ
gollanmalaryň	ɡˌoɫɫonmoɫˈɑrɯŋ
bergini	berʁˈini
toplamalarynyň	tˌopɫomˌoɫɑrˈɯnɯŋ
öwrülendigini	ˌœβrølˌœnnøʁˈini
tarapdary	tˌɑrɑpdˈɑrɯ
arzada	ɑrðˈɑdɑ
kynçylyklary	qˌɯnt͡ʃɯɫɯqɫˈɑrɯ
keçe	kˈet͡ʃe
gazylyp	ɡɑðˈɯɫɯp
atlandyryldy	ˌɑtɫɑnnɯrˈɯɫɫɯ
ähli	ˈæːhli
sazly	θˈɑðɫɯ
Türkmenstanyň	tˌørkmœnθθˈɑnɯŋ
kagyzlarynyň	qˌɑʁɯðɫɑrˈɯnɯŋ
Hartiýasynyň	xˌɑrtijɑθˈɯnɯŋ
jaýlarynda	d͡ʒˌɑjɫɑrˈɯnnɑ
aşyrylan	ˌɑʃɯrˈɯɫɑn
gallaçylar	ɡˌɑɫɫɑt͡ʃˈɯɫɑr
ertir	ˈertir
deňizýaka	dˌeŋiðjˈɑqɑ
toparymyza	tˌoporʊmˈʊðɑ
nyşan	nˈɯʃɑn
bütewi	bøtˈœβø
GDA	ʁdˈɑ
ýigitleriň	jˌiʁitlˈeriŋ
Gyzlaryň	ɡɯðɫˈɑrɯŋ
hakyna	xɑqˈɯnɑ
ýitgisiz	jitʁˈiθið
gorlary	ɡorɫˈorʊ
iberýär	iβˈerjæːr
Hazaryň	xɑðˈɑrɯŋ
söwdalarynda	θˌœβdɑɫɑrˈɯnnɑ
maýyplaryň	mˌɑjɯpɫˈɑrɯŋ
garaşsyzlygyny	ɡˌɑrɑʃθˌɯðɫɯʁˈɯnɯ
üstünlikleri	ˌøθθønløklˈeri
binany	binˈɑnɯ
üstüni	øθθˈønø
bagtyýar	bɑʁtˈɯjɑːr
diri	dˈiːri
suratkeşler	θˌʊrotkˈeʃler
Taý	tˈɑj
film	fˌilm
ussatlygyna	ˌʊθθotɫʊʁˈɯnɑ
transmilli	trɑnθmˈilli
çagyryp	t͡ʃɑʁˈɯrɯp
Ýuridik	jʊrˈidik
baglaşylýan	bˌɑʁɫɑʃˈɯɫjɑn
işledilýär	ˌiʃledˈiljæːr
kem	kˈem
taslamalaryna	tˌɑθɫɑmˌɑɫɑrˈɯnɑ
Ähli	ˈæːhli
Eýrandan	ejrˈɑnnɑn
bütindünýä	bˌøtønnˈønjæ
iňňän	ˈiŋŋæn
bozulmany	bˌoðʊɫmˈonʊ
ykdysadyýetimizi	ˌɯqdɯθˌɑdɯjˌetimˈiði
günläp	ɡˈønlæːp
bolmagydyr	bˌoɫmoʁˈʊdʊr
DK	dk
Institutyň	ˌinθθitˈʊtʊŋ
tejribäniň	tˌed͡ʒriβˈæniŋ
serhedine	θˌerhedˈine
ýygnan	jˈɯʁnɑn
dostluk	dˈoθθɫʊq
makroykdysady	mˌɑqroˌɯqdɯθˈɑdɯ
tapmak	tɑpmˈɑq
saklanylýan	θˌɑqɫɑnˈɯɫjɑn
Köpetdagyň	kˌœpœtdˈɑʁɯŋ
Belarusda	bˌelɑrˈʊθθo
gelendiklerini	ɡˌelennˌiklerˈini
Geçiriljek	ɡˌet͡ʃirˈild͡ʒek
ýerleşişi	jˌerleʃˈiʃi
çägini	t͡ʃæʁˈini
sagadyň	θɑʁˈɑdɯŋ
Limited	limˈited
Daşkent	dˈɑʃkent
girişdi	ɡirˈiʃdi
ady	ˈɑːdɯ
konserte	qonθˈerte
gollanmalary	ɡˌoɫɫonmoɫˈɑrɯ
talabynyň	tˌɑɫɑβˈɯnɯŋ
goýujy	ɡojˈʊd͡ʒʊ
Belarus	belˈɑrʊθ
türgenleşikler	tˌørʁœnleʃˈikler
gowulandyrylan	ɡˌoβʊɫˌonnʊrˈɯɫɑn
Şeýh	ʃˈejh
gysyjy	ɡɯθˈɯd͡ʒɯ
sözleri	θœðlˈœrø
ätiýaçlandyrmasy	ˌætijˌɑt͡ʃɫɑnnɯrmˈɑθɯ
zallary	ðɑɫɫˈɑrɯ
guramalarynyň	ɡˌʊromˌoɫɑrˈɯnɯŋ
Azerbaýjan	ˌɑðerβˈɑjd͡ʒɑn
ýurtlarymyz	jˌʊrtɫɑrˈɯmɯð
kitaphanalaryň	kˌitɑpxˌɑnɑɫˈɑrɯŋ
halatlardan	xˌɑɫɑtɫˈɑrdɑn
sungatynyň	θˌʊnʁotˈʊnʊŋ
güýjüne	ɡøːjd͡ʒˈønœ
galyjy	ɡɑɫˈɯd͡ʒɯ
buýsanjyna	bˌʊjθɑnd͡ʒˈɯnɑ
giňeldilmegi	ɡˌiŋellilmˈeʁi
belli	bˈelli
bolçulygy	bˌoɫt͡ʃʊɫˈʊʁʊ
taýýarlaýarlar	tˌɑjjɑrɫɑjˈɑrɫɑr
ybarat	ɯβˈɑrɑt
tanyşmagyny	tˌɑnɯʃmɑʁˈɯnɯ
gelenleriň	ɡˌelenlˈeriŋ
gatançlar	ɡɑtˈɑnt͡ʃɫɑr
resminamasynda	rˌeθminˌɑmɑθˈɯnnɑ
berkidýär	berkˈidjæːr
maşgalada	mˌɑʃʁɑɫˈɑdɑ
biriniň	birˈiniŋ
gözegçiligiň	ɡˌœðœʁt͡ʃølˈøʁiŋ
gymmatlyklar	ɡˌɯmmɑtɫˈɯqɫɑr
bäsleşikden	bˌæθleʃˈikden
döwletleriň	dˌœβlœtlˈœriŋ
işgärlerini	ˌiʃʁærlerˈini
arassalamagyň	ˌɑrɑθθˌɑɫɑmˈɑʁɯŋ
ulydyr	ʊɫˈʊdʊr
kesýär	kˈeθjæːr
bioserişdeleriniň	bˌioθˌeriʃdˌelerˈiniŋ
aýda	ˈɑjdɑ
edip	ˈedip
seljermäge	θˌeld͡ʒermˈæːɡe
düşündirilmelidir	dˌøʃønnˌørølmelˈidir
atlar	ˈɑtɫɑr
dergähinde	dˌerʁæhˈinne
gaznasyna	ɡˌɑðnɑθˈɯnɑ
Döwletliler	dˌœβlœtlˈølœr
raýatyň	rɑjˈɑtɯŋ
ýöne	jˈœːnœ
Bilermenleriň	bˌilermenlˈeriŋ
nokatlarynda	nˌoqotɫorˈɯnnɑ
mekdeplerine	mˌekdeplerˈine
jenaýat	d͡ʒenˈɑːjɑt
berýändigini	bˌerjænniʁˈini
bendinde	bennˈinne
tutluşygy	tˌʊtɫʊʃˈʊʁʊ
komitet	qomˈitet
uzakmöhletli	ˌʊðoqmœhlˈœtlø
Elektrik	elˈektrik
etmeli	etmˈeli
tehnikany	tˌehnikˈɑnɯ
bellenildi	bˌellenˈilli
Maslahatynyň	mˌɑθɫɑxɑtˈɯnɯŋ
beslenen	beθlˈenen
özbek	ˈœðβœk
daşamaga	dˌɑʃɑmˈɑʁɑ
Orazmyrat	ˌoroðmˈʊrɑt
özgertmeleriniň	ˌœðʁœrtmˌelerˈiniŋ
sylaglary	θˌɯɫɑʁɫˈɑrɯ
Kanunlaryň	qˌɑnʊnɫˈorʊŋ
maýyndan	mɑjˈɯnnɑn
bejermekde	bˌed͡ʒermˈekde
kanunda	qɑnˈʊnno
Ysraýyl	ɯθrˈɑjɯɫ
dogrudygyny	dˌoʁrʊdʊʁˈʊnɯ
sagalmaklary	θˌɑʁɑɫmɑqɫˈɑrɯ
Toplumlaýyn	tˌopɫʊmɫˈojɯn
kazyýetlerde	qˌɑðɯjetlˈerde
ýetiren	jetˈiren
döredilýän	dˌœrœdˈøljæn
çyzgylary	t͡ʃˌɯðʁɯɫˈɑrɯ
getirilende	ɡˌetirilˈenne
guwandyryjy	ɡˌʊβonnʊrˈɯd͡ʒɯ
notarial	nˌotorˈiɑɫ
şereketiň	ʃˌerekˈetiŋ
ýurtlarda	jʊrtɫˈɑrdɑ
möçberine	mˌœt͡ʃβœrˈønœ
özgerýän	œðʁˈœrjæn
pudaklaryny	pˌʊdoqɫorˈɯnɯ
ýyllarynyň	jˌɯɫɫɑrˈɯnɯŋ
ýetişdirýän	jˌetiʃdˈirjæn
Tohumlyk	toxˈʊmɫʊq
gymmatlyklaryny	ɡˌɯmmɑtɫˌɯqɫɑrˈɯnɯ
aýy	ˈɑjɯ
dahylsyz	dɑxˈɯɫθɯð
başlanar	bɑʃɫˈɑnɑr
ýaňlanýar	jɑŋɫˈɑnjɑr
bekediniň	bˌekedˈiniŋ
meýletinçiler	mˌejletint͡ʃˈiler
ýokdur	jˈoqdʊr
açmaga	ɑt͡ʃmˈɑʁɑ
galyndylaryny	ɡˌɑɫɯnnˌɯɫɑrˈɯnɯ
biljekdigini	bˌild͡ʒekdiʁˈini
ömrüne	œmrˈønœ
turba	tˈʊrβo
ýetirenlerinde	jˌetirˌenlerˈinne
tagallalaryny	tˌɑʁɑɫɫˌɑɫɑrˈɯnɯ
hyzmatlaryny	xˌɯðmɑtɫɑrˈɯnɯ
haýran	xˈɑjrɑːn
üýtgemegine	ˌøːjtʁemeʁˈine
gyşky	ɡˈɯʃqɯ
kitaphanalary	kˌitɑpxˌɑnɑɫˈɑrɯ
lybaslaryň	ɫˌɯβɑθɫˈɑrɯŋ
gazanýarlar	ɡˌɑðɑnjˈɑrɫɑr
belentlikde	bˌelentlˈikde
Liderleriniň	lˌiderlerˈiniŋ
ball	bˈɑɫl
polis	pˈoɫiθ
töweregine	tˌœβœrœʁˈøne
Ýedi	jˈedi
düýbi	dˈøːjbi
uçuşa	ʊt͡ʃˈʊʃo
ösdürmegi	ˌœθθørmˈœʁø
Toparlaýyn	tˌoporɫˈojɯn
saýlama	θɑjɫˈɑmɑ
Hak	xˈɑq
haýwanlar	xɑjβˈɑnɫɑr
abadançylyk	ˌɑβɑdɑnt͡ʃˈɯɫɯq
güýçlendirmegiň	ɡˌøːjt͡ʃlennirmˈeʁiŋ
ýagdaýyndan	jˌɑʁdɑjˈɯnnɑn
tutmagy	tʊtmˈoʁʊ
birleşdiren	bˌirleʃdˈiren
ýakynynda	jˌɑqɯnˈɯnnɑ
saklaýjy	θɑqɫˈɑjd͡ʒɯ
gepleşikler	ɡˌepleʃˈikler
nagt	nˈɑʁt
men	mˈen
muzeýine	mˌʊðejˈine
direktory	dˌirektˈorʊ
ýöredişi	jˌœrœdˈøʃi
köpüsinde	kˌœpøθˈønnœ
Türk	tˈørk
düzdi	dˈøððø
gatnaw	ɡˈɑtnoβ
pasportynyň	pˌɑθportˈʊnʊŋ
gurşalan	ɡʊrʃˈoɫon
bazarlaryň	bˌɑðɑrɫˈɑrɯŋ
Ykdysadyýetiň	ˌɯqdɯθˌɑdɯjˈetiŋ
tagamly	tɑʁˈɑmɫɯ
esere	eθˈere
işgärlerine	ˌiʃʁærlerˈine
maýyplary	mˌɑjɯpɫˈɑrɯ
Hormat	xˈormot
baran	bˈɑrɑn
üpjünçiliginiň	ˌøpd͡ʒønt͡ʃˌøløʁˈiniŋ
urşunda	ʊrʃˈʊnno
sebitindäki	θˌeβitindˈæːkɪ
sergisinde	θˌerʁiθˈinne
gatnaşýar	ɡɑtnˈɑʃjɑr
matalaryň	mˌɑtɑɫˈɑrɯŋ
açylyp	ɑt͡ʃˈɯɫɯp
nazary	nɑðˈɑrɯ
daýhanlar	dɑjxˈɑnɫɑr
çykyşyna	t͡ʃˌɯqɯʃˈɯnɑ
balyklary	bˌɑɫɯqɫˈɑrɯ
maddalaryna	mˌɑddɑɫɑrˈɯnɑ
taýýar	tˈɑjjɑr
mugallymlary	mˌʊʁoɫɫʊmɫˈɑrɯ
yzygiderlilikde	ˌɯðɯɡˌiderlilˈikde
goşulyşmak	ɡˌoʃʊɫʊʃmˈɑq
birleşdirilen	bˌirleʃdirˈilen
terminalyny	tˌerminɑɫˈɯnɯ
kim	kˈim
şikaýata	ʃˌikɑjˈɑtɑ
sylaglar	θɯɫˈɑʁɫɑr
mazmunly	mɑðmˈʊnɫʊ
Liderleri	lˌiderlˈeri
asman	ˈɑθmɑn
aýratynlyklar	ˌɑjrɑtɯnɫˈɯqɫɑr
barlaghanalar	bˌɑrɫɑʁxɑnˈɑɫɑr
neşirýat	neʃˈirjɑt
ugrady	ʊʁrˈodʊ
hemmetaraplaýyn	hˌemmetˌɑrɑpɫˈɑjɯn
etjekdigi	ˌetd͡ʒekdˈiʁi
Küştdepdi	køʃtdˈœpdø
birine	birˈine
ätiýaçlandyrmasyna	ˌætijˌɑt͡ʃɫɑnnˌɯrmɑθˈɯnɑ
gadym	ɡˈɑdɯm
maýanyň	mɑjˈɑnɯŋ
päsgel	pˈæːθʁel
tehnologiýalarynyň	tˌehnoɫˌoɡijˌɑɫɑrˈɯnɯŋ
ulanýarlar	ˌʊɫonjˈɑrɫɑr
paýyny	pɑjˈɯnɯ
muzeýi	mʊðˈeji
dini	dˈini
eltilen	eltˈilen
Uzynlygy	ˌʊðʊnɫˈʊʁɯ
sazlaşyk	θɑðɫˈɑʃɯq
Döwletow	dœβlˈœtoβ
žurnallaryň	ʒˌʊrnoɫɫˈɑrɯŋ
bukjanyň	bʊqd͡ʒˈonʊŋ
Amerikanyň	ˌɑmerikˈɑnɯŋ
özgertmek	ˌœðʁœrtmˈek
Okeaniýa	ˌoqeɑnˈijɑ
hatardan	xɑtˈɑrdɑn
taýýardyr	tɑjjˈɑrdɯr
borçlanýar	bort͡ʃɫˈɑnjɑr
ynandyrmalarymy	ˌɯnɑnnˌɯrmɑɫɑrˈɯmɯ
Ýaryş	jˈɑrɯʃ
gatnaşyjylary	ɡˌɑtnɑʃˌɯd͡ʒɯɫˈɑrɯ
diplomatlar	dˌipɫomˈotɫor
bähbitler	bæhβˈitler
kalby	qˈɑɫβɯ
Dolandyryş	dˌoɫonnˈʊrɯʃ
ösdi	ˈœθθø
Margwelaşwili	mˌɑrʁβelɑʃβˈili
etmekligiň	ˌetmeklˈiʁiŋ
ýaşaýşyň	jɑʃˈɑjʃɯŋ
ruhubelentlikde	rˌʊxʊβˌelentlˈikde
daşaýjy	dɑʃˈɑjd͡ʒɯ
jaý	d͡ʒˈɑːj
Jedelleriň	d͡ʒˌedellˈeriŋ
Rüstem	rˈøθθœm
gymmatlyklara	ɡˌɯmmɑtɫɯqɫˈɑrɑ
bozulmagy	bˌoðʊɫmˈoʁʊ
ülňülerini	ˌølŋølœrˈøni
janköýerleriň	d͡ʒˌɑnkœjerlˈeriŋ
goldanyldy	ɡˌoɫɫonˈʊɫɫɯ
seni	θˈeni
tabşyrdy	tɑβʃˈɯrdɯ
zähmetsöýer	ðˌæhmeθθˈœjer
tassyklanýar	tˌɑθθɯqɫˈɑnjɑr
departamentiniň	dˌepɑrtˌɑmentˈiniŋ
çäklendirilmeýär	t͡ʃˌæklennˌirilmˈejæːr
döwletinden	dˌœβlœtˈønnen
iýmitlendirmek	ˌijmitlˌennirmˈek
Hoşniýetli	xˌoʃnijˈetli
taýýarlanylan	tˌɑjjɑrɫɑnˈɯɫɑn
degip	dˈeʁip
