riksja	rɪkʃaː
krijgsverrichting	krɛi̯xsfərrɪxtɪŋ
zendbrief	zɛntbrif
corpustaalkunde	kɔrpʏstaːlkʏndə
rupsband	rʏpsbɑnt
aanvalsvlag	aːnvɑlsflɑx
aanvuren	aːnvyːrən
vermalen	vərmaːlən
droger	droːɣər
epidemie	eːpidəmi
waterstaatskerk	ʋaːtərstaːtskɛrk
buitenissig	bœy̯tənɪsəx
stuifsneeuw	stœy̯fsneːu̯
leninistisch	leːninɪstis
lukraak	lykraːk
vierkantswortel	viːrkɑntsʋɔrtəl
huwelijksdwang	ɦyʋələksdʋɑŋ
beloega	beːluɡaː
bakbrommer	bɑkbrɔmər
bierenbrood	biːrənbroːt
roodmus	roːtmʏs
karakter	kaːrɑktər
liflaffen	lɪflɑfən
uitrijden	œy̯trɛi̯dən
stoven	stoːvən
woningbouw	ʋoːnɪŋbɑu̯
gezegende	ɣəzeːɣəndə
vind	vɪnt
zadelbuis	zaːdəlbœy̯s
wortelkanaal	ʋɔrtəlkaːnaːl
vreemdgaan	vreːmtxaːn
laborant	laːboːrɑnt
vakman	vɑkmɑn
carpoolen	kɑrpuːlən
tijk	tɛi̯k
goochelaar	ɣoːxəlaːr
berceuse	bɛrsøːzə
vriendschap	vrintsxɑp
eerzucht	eːrzʏxt
anode	aːnoːdə
dobbelen	dɔbələn
poeldraak	puldraːk
propagandistisch	proːpaːɣɑndɪstis
inboeten	ɪmbutən
dieptepunt	diptəpʏnt
wijden	ʋɛi̯dən
evangelisatie	eːvɑŋɣeːlizaːtsi
beheersen	bəɦeːrsən
ringleiding	rɪŋlɛi̯dɪŋ
kwastvinnige	kʋɑstfɪnəɣə
roestplaats	rustplaːts
taille	tɑjə
tegenvoeter	teːɣənvutər
zesenzeventig	zɛsənseːvəntəx
overlast	oːvərlɑst
computerprogramma	kɔmpjutərproːɣrɑmaː
onvermogen	ɔnvərmoːɣən
doctorandus	dɔktərɑndʏs
andermans	ɑndərmɑns
brandwond	brɑntʋɔnt
echtgenoot	ɛxtxənoːt
muziekgroep	myzikxrup
dorpsgenoot	dɔrpsxənoːt
ontzorgen	ɔntzɔrɣən
rijpaard	rɛi̯paːrt
ijsberen	ɛi̯sbeːrən
sneeuwschaats	sneːu̯sxaːts
oefen	ufən
betaalkaart	bətaːlkaːrt
verveling	vərveːlɪŋ
bundelpijler	bʏndəlpɛi̯lər
vereten	vəreːtən
azalea	aːzaːleːaː
lustobject	lʏstɔpjɛkt
erbuiten	ɛrbœy̯tən
benul	bənʏl
oostgrens	oːstxrɛns
buidelmiereneter	bœy̯dəlmiːrəneːtər
gastenboek	ɣɑstənbuk
apokoinou	aːpoːkɔi̯nu
heitje	ɦɛi̯tjə
fascistisch	fɑsɪstis
antistof	ɑntistɔf
gangreen	ɣɑŋɣreːn
malariamug	maːlaːriaːmʏx
afgeleide	ɑfxəlɛi̯də
koppigaard	kɔpəxaːrt
menopauze	meːnoːpɑu̯zə
boeienkoning	bui̯ənkoːnɪŋ
mag	mɑx
schiermonnikoog	sxiːrmɔnɪkoːx
ludiek	lydik
bemoeilijken	bəmujləkən
taalvak	taːlvɑk
tobben	tɔbən
oekraïens	ukraːins
concertgebouw	kɔnsɛrtxəbɑu̯
blijmoedig	blɛi̯mudəx
bestialiteit	bɛstiaːlitɛi̯t
irritant	iritɑnt
kruin	krœy̯n
kilometer	kiloːmeːtər
hesychast	ɦeːsixɑst
gemis	ɣəmɪs
ministeriaal	minɪsteːriaːl
buikspreekpop	bœy̯kspreːkpɔp
kapper	kɑpər
bananenboot	baːnaːnənboːt
koeterwaals	kutərʋaːls
godsvrucht	ɣɔtsfrʏxt
scandium	skɑndiʏm
geitenherder	ɣɛi̯tənɦɛrdər
tankslag	tɛŋkslɑx
bokse	bɔksə
carnavalsnaam	kɑrnaːvɑlsnaːm
upgradend	ʏpɡrɛi̯dənt
bretons	brətɔns
wijzerplaat	ʋɛi̯zərplaːt
stroopwafelpiet	stroːpʋaːfəlpit
kabaal	kaːbaːl
col	kɔl
pasgeboren	pɑsxəboːrən
incubatietijd	ɪnkybaːtsitɛi̯t
kastanje	kɑstɑnjə
amphibrachys	ɑmfibrɑxɪs
omgangstaal	ɔmɣɑŋstaːl
tegenligger	teːɣənlɪɣər
schagen	sxaːɣən
alfabetiseren	ɑlfaːbeːtizeːrən
drukker	drʏkər
waagschaal	ʋaːxsxaːl
woordsoort	ʋoːrtsoːrt
aanbidding	aːnbɪdɪŋ
absces	ɑpsɛs
curatoren	kyraːtoːrən
taser	teːzər
valkenjacht	vɑlkənjɑxt
demiurg	deːmiʏrx
zwemvlies	zʋɛmvlis
boerderijdier	buːrdərɛi̯diːr
hoor	ɦoːr
belarus	beːlaːrys
bedienen	bədinən
boomgeld	boːmɣɛlt
doorvaren	doːrvaːrən
handhaver	ɦɑntɦaːvər
mede	meːdə
verkiezingscampagne	vərkizɪŋskɑmpɑnjə
koe	ku
sneeuwlandschap	sneːu̯lɑntsxɑp
multiplex	mʏltiplɛks
turen	tyrən
dominant	doːminɑnt
ampère	ɑmpɛːrə
enzym	ɛnzim
natuurwetenschap	naːtyrʋeːtənsxɑp
saamhorigheidsgevoel	saːmɦoːrəxɦɛi̯tsxəvul
erbij	ɛrbɛi̯
offerande	ɔfərɑndə
weergaloos	ʋeːrɣaːloːs
zoon	zoːn
spreektaal	spreːktaːl
schiereiland	sxiːrɛi̯lɑnt
duitser	dœy̯tsər
onderbazin	ɔndərbaːzɪn
aanbedene	aːnbeːdənə
potenrammer	poːtənrɑmər
stroombed	stroːmbɛt
vader	vaːdər
wintersporttrein	ʋɪntərspɔrtrɛi̯n
stoephoer	stupɦuːr
rapport	rɑpɔrt
wegslepen	ʋɛxsleːpən
delinquent	deːlɪŋkʋɛnt
donorhart	doːnɔrɦɑrt
broek	bruk
geskatet	ɣəskeːt
autowasstraat	ɑu̯toːʋɑstraːt
beheerbaar	bəɦeːrbaːr
uitslijpe	ʌy̯tslai̯pə
veedief	veːdif
coromandel	koːroːmɑndəl
vislijn	vɪslɛi̯n
vetlaars	vɛtlaːrs
london	lɔndən
verdrogen	vərdroːɣən
baviaan	baːviaːn
breidel	brɛi̯dəl
bedilal	bədɪlɑl
wak	ʋɑk
wapperen	ʋɑpərən
zwaffelen	zʋɑfələn
iers	iːrs
doornhaag	doːrnɦaːx
smeltstop	smɛltstɔp
bekoorlijk	bəkoːrlək
liefdescommunisme	lifdəskɔmynɪsmə
galvet	ɣɑlvɛt
demotiveren	deːmoːtiveːrən
woerden	ʋuːrdən
dierenbescherming	diːrənbəsxɛrmɪŋ
weerspreken	ʋeːrspreːkən
percentage	pɛrsɛntaːʒə
lekentaal	leːkəntaːl
documentatie	doːkymɛntaːtsi
welven	ʋɛlvən
sneeuwblindheid	sneːu̯blɪntɦɛi̯t
variatie	vaːriaːtsi
taaldood	taːldoːt
kodiakbeer	koːdiɑkbeːr
zwak	zʋɑk
lift	lɪft
assepoester	ɑsəpustər
onttrekken	ɔnttrɛkən
doorloper	doːrloːpər
lingerie	lɪnʒəri
kinderpornografie	kɪndərpɔrnoːɣraːfi
lockdown	lɔkdɑu̯n
aanmeren	aːmeːrən
zwartrok	zʋɑrtrɔk
coöperatief	koːoːpəraːtif
plons	plɔns
vuurwerker	vyːrʋɛrkər
propyn	proːpin
stripverhaal	strɪpfɛrɦaːl
smeltkunst	smɛltkʏnst
brombeer	brɔmbeːr
grootoosten	ɣroːtoːstən
boetiek	butik
snurken	snʏrkən
aanbesteden	aːnbəsteːdən
bezant	bəzɑnt
ontschampen	ɔntsxɑmpən
spekkoper	spɛkoːpər
bebaard	bəbaːrt
beroeps	bərups
eigenwarmte	ɛi̯ɣənʋɑrmtə
sneeuwblind	sneːu̯blɪnt
schokken	sxɔkən
haastig	ɦaːstəx
gebed	ɣəbɛt
weigeren	ʋɛi̯ɣərən
uniform	ynifɔrm
immuuncomplex	ɪmynkɔmplɛks
avontuur	aːvɔntyr
schenker	sxɛŋkər
kraaien	kraːi̯ən
ontronden	ɔntrɔndən
rotseiland	rɔtsɛi̯lɑnt
kathedraal	kɑtədraːl
aanstampen	aːnstɑmpən
identiteitsfraude	idɛntitɛi̯tsfrɑu̯də
broekvent	brukfɛnt
eekhoorn	eːkɦoːrən
lesbianisme	lɛsbiaːnɪsmə
ruig	rœy̯x
zwerfhonden	zʋɛrfɦɔndən
afritsbroek	ɑfrɪtsbruk
woongedeelte	ʋoːnɣədeːltə
afdrukte	ɑvdrʏktə
haasachtige	ɦaːsɑxtəɣə
meuren	møːrən
barmsijs	bɑrmsɛi̯s
behavioristisch	biɦeːvioːrɪstis
soldaat	sɔldaːt
naturisme	naːtyrɪsmə
fuik	fœy̯k
mediastrijd	meːdiaːstrɛi̯t
leermening	leːrmeːnɪŋ
rozemarijn	roːzəmaːrɛi̯n
industrialiseren	ɪndʏstriaːlizeːrən
afscheren	ɑfsxeːrən
prefix	preːfɪks
wapenveld	ʋaːpənvɛlt
zijspan	zɛi̯spɑn
klinkenberg	klɪŋkənbɛrx
neushoorn	nøːsɦoːrən
sleutelbaard	sløːtəlbaːrt
eurocrisis	øːroːkrizɪs
mamzeer	mɑmzeːr
bestaan	bəstaːn
vlieten	vlitən
poolster	poːlstɛr
kinderbijslag	kɪndərbɛi̯slɑx
ontwellen	ɔntʋɛlən
reddingsvest	rɛdɪŋsfɛst
verschroeien	vɛrsxrui̯ən
achtereen	ɑxtəreːn
beenhouwer	beːnɦɑu̯ər
pluimvee	plœy̯mveː
meiboom	mɛi̯boːm
zomertortel	zoːmərtɔrtəl
meneer	məneːr
wenteltrap	ʋɛntəltrɑp
psychotherapie	psixoːteːraːpi
bevreemding	bəvreːmdɪŋ
eyeopener	ɑi̯oːpənər
blikvanger	blɪkfɑŋər
huwelijksdwang	ɦyu̯ləksdʋɑŋ
frederik	freːdərɪk
busmeester	bʏsmeːstər
klapwieken	klɑpʋikən
mieteren	mitərən
ontwinden	ɔntʋɪndən
chemie	xeːmi
verdrinkingsdood	vɛrdriŋkɪŋsdoːt
gluipen	ɣlœy̯pən
voetstuk	vutstʏk
gelukkig	ɣəlʏkəx
vernederlandsen	vɛrneːdərlɑntsən
irrigeren	ɪriɣeːrən
dwaallicht	dʋaːllɪxt
veganistisch	veːɣaːnɪstis
berijden	bərɛi̯dən
indiër	ɪndiər
vakgebied	vɑkxəbit
erop	ɛrɔp
kroning	kroːnɪŋ
begrotingsoverschot	bəɣroːtɪŋsoːvərsxɔt
tussenstop	tʏsənstɔp
telekinetisch	teːləkineːtis
delinquant	deːlɪŋkɑnt
zeerus	zeːrʏs
gauw	ɣɑu̯
bankgeld	bɑŋkxɛlt
omzwermen	ɔmzʋɛrmən
tijdsduur	tɛi̯tsdyːr
verpleegkundige	vərpleːxkʏndəɣə
inflatie	ɪnflaːtsi
guur	ɣyr
wrevel	vreːvəl
kerel	keːrəl
eenentwintig	eːnɛntʋɪntəx
traditionalisme	traːditʃoːnaːlɪsmə
weerspiegelen	ʋeːrspiɣələn
aanleren	aːnleːrən
leerdam	leːrdɑm
barium	baːriʏm
schoener	sxunər
zakkenwasser	zɑkənʋɑsər
preekstoel	preːkstul
molukker	moːlʏkər
behandelaar	bəɦɑndəlaːr
clichématig	kliʃeːmaːtəx
oudindisch	ɑu̯tɪndis
muizenval	mœy̯zənvɑl
institutie	ɪnstitytsi
bedruipen	bədrœy̯pən
afkerven	ɑfkɛrvən
alruin	ɑlrœy̯n
palletje	pɛlətjə
competentie	kɔmpətɛnsi
hemeling	ɦeːməlɪŋ
onderscheidden	ɔndərsxɛi̯dən
ongehuwd	ɔŋɣəɦyu̯t
nathalie	naːtaːli
hoornvee	ɦoːrnveː
vrachtwagen	vrɑxtʋaːɣən
dodenmis	doːdənmɪs
slap	slɑp
engelse	ɛŋəlsə
koeienletter	kui̯ənlɛtər
genadeloos	ɣənaːdəloːs
erom	ɛrɔm
gewoontjes	ɣəʋoːntjəs
travadig	traːvaːdəx
afkorten	ɑfkɔrtən
uittocht	œy̯tɔxt
bovenzijde	boːvənzɛi̯də
deskundig	dɛskʏndəx
verbannen	vɛrbɑnən
diets	dits
vriesweer	vrisʋeːr
handballen	ɦɑntbɑlən
koning	koːnɪŋ
luchtvaartuig	lʏxtfaːrtœy̯x
een	ən
onze	ɔnzə
knakker	knɑkər
eruit	ərœy̯t
rijverbod	rɛi̯vɛrbɔt
nareis	naːrɛi̯s
uitbleeft	œːdbleːft
uitvaleinde	œy̯tfɑlɛi̯ndə
sjah	ʃaː
oogstseizoen	oːstsɛi̯zun
prakken	prɑkən
bouwnijverheid	bɑu̯nɛi̯vərɦɛi̯t
dorstig	dɔrstəx
atomair	aːtoːmɛːr
bezwachtelen	bəzʋɑxtələn
eterij	eːtərɛi̯
oercontinent	uːrkɔntinɛnt
taal	taːl
epistolair	eːpɪstoːlɛːr
goudkoorts	ɣɑu̯tkoːrts
hindi	ɦɪndi
orbánisme	ɔrbaːnɪsmə
boomblad	boːmblɑt
onweersbeestje	ɔnʋeːrsbeːstjə
sinaasappel	sinaːsɑpəl
zonneklaar	zɔnəklaːr
dreigend	drɛi̯ɣənt
castraat	kɑstraːt
darmklier	dɑrmkliːr
beppen	bɛpən
bestel	bəstɛl
bratislava	braːtɪslaːvaː
bloedeloos	bludəloːs
dichtkunstig	dɪxtkʏnstəx
zomerdag	zoːmərdɑx
opvanghuis	ɔpfɑŋɦœy̯s
creatief	kreːjaːtif
kwartierstaat	kʋɑrtiːrstaːt
stembiljet	stɛmbɪljɛt
supergeleider	sypərɣəlɛi̯dər
schaduw	sxaːdyu̯
haringkoning	ɦaːrɪŋkoːnɪŋ
eetstokje	eːtstɔkjə
visvervanger	vɪsfɛrvɑŋər
tang	tɑŋ
gierst	xiːrst
uitsleep	œːtsleːp
haarlemmermeer	ɦaːrlɛmərmeːr
ravage	raːvaːʒə
edgar	ɛtɡɑr
foppen	fɔpən
jacob	jaːkɔp
herinnering	ɦɛrɪnərɪŋ
muskusrat	mʏskʏsrɑt
niks	nɪks
trekvogel	trɛkfoːɣəl
stripheld	strɪpɦɛlt
sneeuwfrees	sneːu̯freːs
salonsocialist	saːlɔnsoːʃaːlɪst
formaat	fɔrmaːt
bewaarschool	bəʋaːrsxoːl
trek	trɛk
fragmentenhypothese	frɑxmɛntənɦipoːteːzə
koffiedik	kɔfidɪk
samoaanse	saːmoːaːnsə
omgaan	ɔmɣaːn
democratuur	deːmoːkraːtyːr
ervoor	ərvoːr
bekijken	bəkɛi̯kən
galgenaas	ɣɑlɣənaːs
fruitpers	frœy̯tpɛrs
aanranden	aːnrɑndən
subsidie	sʏpsidi
smoken	smoːkən
men	mən
schenziek	sxɛnzik
chimpansee	ʃɪmpɑnʃeː
lotusvoet	loːtʏsfut
keelzanger	keːlzɑŋər
inschattingsfout	ɪnsxɑtɪŋsfɑu̯t
broedplaats	brutplaːts
gomboom	ɣɔmboːm
optyfen	ɔptifən
druppelen	drʏpələn
korjaal	kɔrjaːl
verfilming	vərfɪlmɪŋ
rent	rɛnt
ringdijk	rɪŋdɛi̯k
jehovagetuige	jəɦoːvaːxətœy̯ɣə
devotie	deːvoːtsi
batenburger	baːtənbʏrɣər
bacove	baːkoːvə
afgave	ɑfxaːvə
één	eːn
relativiteitstheorie	reːlaːtivitɛi̯tsteːoːri
tombe	tɔmbə
aalbessenjam	aːlbɛsənʒɛm
vanwaar	vɑnʋaːr
visquotum	vɪskʋoːtʏm
bekkeneelberg	bɛkəneːlbɛrx
kroonblad	kroːnblɑt
dominatie	doːminaːtsi
afdwingen	ɑvdʋɪŋən
diaprojector	diaːproːjɛktɔr
tekstkritiek	tɛkstkritik
afzeiken	ɑfsɛi̯kən
schildknaap	sxɪltknaːp
eetlepel	eːtleːpəl
afslachting	ɑfslɑxtɪŋ
bestormen	bəstɔrmən
romance	roːmɑnsə
afkomstig	ɑfkɔmstəx
eroverheen	ɛroːvərɦeːn
fotolijst	foːtoːlɛi̯st
kuil	kœy̯l
sliep	slip
iberië	ibeːriə
'n	ən
legereenheid	leːɣəreːnɦɛi̯t
genocidaal	ɣeːnoːsidaːl
verzachten	vərzɑxtən
banksaldo	bɑŋksɑldoː
ondergaan	ɔndərɣaːn
bloedmonster	blutmɔnstər
ernaar	ɛrnaːr
anarchist	ɑnɑrxɪst
aardsatelliet	aːrtsaːtəlit
kaakchirurg	kaːkʃirʏrx
benefice	beːnəfis
bijstand	bɛi̯stɑnt
turbulent	tʏrbylɛnt
academisch	ɑkaːdeːmis
telefoon	teːləfoːn
alinea	aːliniaː
klokkengevel	klɔkənɣeːvəl
soennisme	sunɪsmə
sjabbat	ʃɑbɑt
wervelkolom	ʋɛrvəlkoːlɔm
bekleden	bəkleːdən
schimmelen	sxɪmələn
zo	zoː
verhangen	vərɦɑŋən
maten	maːtən
lars	lɑrs
luchtvaartgezind	lʏxtfaːrtxəzɪnt
hoofden	ɦoːvdən
aanfluiten	aːnflœy̯tən
skypen	skaːi̯pən
smurf	smʏrf
acrocyanose	ɑkroːsiaːnoːzə
metafysica	meːtaːfizikaː
proletariaat	proːlətaːriaːt
rhonchi	rɔŋki
aanwezigheid	aːnʋeːzəxɦɛi̯t
verdoezelen	vərduzələn
jaknikker	jaːknɪkər
tussenruimtetje	tʏsənrœy̯mtətjə
doffer	dɔfər
convexiteit	kɔnvɛksitɛi̯t
gedrochtig	ɣədrɔxtəx
deugdgezinde	døːxtxəzɪndə
introductie	ɪntroːdʏksi
komen	koːmən
vuurbal	vyːrbɑl
ieneke	inəkə
joegoslavië	juɣoːslaːvijə
maatcilinder	maːtsilɪndər
enschede	ɛnsxədeː
prothese	proːteːzə
aalvork	aːlvɔrk
huwen	ɦyu̯ən
gibraltar	ɣɪbrɑltɑr
lastpak	lɑstpɑk
evenhoge	eːvənɦoːɣə
klink	klɪŋk
standvastig	stɑntvɑstiɡəx
pampus	pɑmpʏs
sodemieter	soːdəmitər
renbaan	rɛnbaːn
achterbaks	ɑxtərbɑks
ontstemmen	ɔntstɛmən
hack	ɦɛk
oever	uvər
leerlinge	leːrlɪŋə
webinar	ʋɛbinɑr
toga	toːɣaː
wesselink	ʋɛsəlɪŋk
kerkrade	kɛrkraːdə
ballonet	bɑlɔnɛt
deïsmus	deːɪsmʏs
eten	eːtən
pioenroos	piunroːs
inlineskaten	ɪnlɑi̯nskeːtən
gallië	ɣɑliə
voorradig	voːraːdəx
lomperd	lɔmpərt
kamperen	kɑmpeːrən
wagon	ʋaːɣɔn
ontblinken	ɔntblɪŋkən
badspons	bɑtspɔns
hoekstra	ɦukstraː
vroed	vrut
schmink	ʃmɪŋk
transformatie	trɑnsfɔrmaːtsi
agressie	ɑɣrɛsi
belangrijk	bəlɑŋrɛi̯k
douanebeambte	duaːnəbəɑmptə
aanhoren	aːnɦoːrən
zwerfkat	zʋɛrfkɑt
vuilnisbakkenras	vœy̯lnɪsbɑkənrɑs
wachtzaal	ʋɑxtzaːl
vaderlands	vaːdərlɑnts
onverdeelbaar	ɔnvɛrdeːlbaːr
analyse	aːnaːliːzə
apenbakhuis	aːpənbɑkɦœy̯s
stoppenkast	stɔpənkɑst
castratie	kɑstraːtsi
christen	krɪstən
ziekteverzuim	ziktəvɛrzœy̯m
toondichteres	toːndɪxtərɛs
burger	bʏrɣər
diëten	dieːtən
kielhalen	kilɦaːlən
glazen	ɣlaːzən
veerooster	veːroːstər
benodigen	bənoːdəɣən
eierland	ɛi̯ərlɑnt
matthijs	mɑtɛi̯s
doorlatends	doːrlaːtənts
noor	noːr
klauwkikker	klɑu̯kɪkər
activisme	ɑktivɪsmə
meelopen	meːloːpən
anabaptistisch	aːnaːbɑptɪstis
dengue	dɛŋɡeː
xenohormoon	kseːnoːɦɔrmoːn
auditeren	ɑu̯diteːrən
dwarslaesie	dʋɑrsleːzi
vergiftleer	vərɣɪftleːr
ina	inaː
biowapen	bioːʋaːpən
berend	beːrənt
wakker	ʋɑkər
reserveleger	rəzɛrvəleːɣər
taaislijmziekte	taːi̯slɛi̯mziktə
aanbevelingsbrief	aːnbəveːlɪŋsbrif
hemelnimf	ɦeːməlnɪmf
dandy	dɛndi
spannen	spɑnən
zaakwaarnemer	zaːkʋaːrneːmər
lezer	leːzər
esdorp	ɛsdɔrp
witgoed	ʋɪtxut
afzinken	ɑfsɪŋkən
laplanduil	lɑplɑntœy̯l
druiven	drœy̯vən
sjofar	ʃoːfaːr
executief	ɛksəkytif
welsh	ʋɛlʃ
aflaat	ɑflaːt
eeuwfeest	eːu̯feːst
leken	leːkən
afvragen	ɑfraːɣən
tommygun	tɑmiɡɑn
dagwijzer	dɑxʋɛi̯zər
zieke	zikə
tensor	tɛnsɔr
rationalistisch	raːtʃoːnaːlɪstis
correctie	kɔrɛksi
sneeuwloos	sneːu̯loːs
poot	poːt
historica	ɦɪstoːrikaː
rivierendelta	riviːrəndɛltaː
karwats	kɑrʋɑts
baksteen	bɑksteːn
nevenfunctie	neːvənfʏŋksi
moedertaalspreekster	mudərtaːlspreːkstər
afwassen	ɑfʋɑsən
winterslaap	ʋɪntərslaːp
verbluffend	vərblʏfənt
praat	praːt
rolkussen	rɔlkʏsən
luw	lyu̯
bergweide	bɛrxʋɛi̯də
techbedrijf	tɛxbədrɛi̯f
apen	aːpən
zorgpremie	zɔrxpreːmi
bloemenkrans	blumənkrɑns
zilverling	zɪlvərlɪŋ
gender	ɣɛndər
paardebloem	paːrdəblum
decompositie	deːkɔmpoːzitsi
lieven	liːvən
boelhuis	bulɦœy̯s
steelpan	stiːlpɑn
efficiënt	ɛfiʃɛnt
kaassoufflé	kaːsufleː
handtas	ɦɑntɑs
delving	dɛlvɪŋ
buitensluiten	bœy̯tənslœy̯tən
keurkorps	køːrkɔrps
getij	ɣətɛi̯
wensouder	ʋɛnsɑu̯dər
drempel	drɛmpəl
regenwoud	reːɣənʋɑu̯t
regisseur	reːɣisøːr
vliegtuigmoederschip	vlixtœy̯xmudərsxɪp
belhamel	bɛlɦaːməl
schoonmaken	sxoːnmaːkən
vendu	vɛndu
minuut	minyt
kompromat	kɔmproːmɑt
stapsgewijs	stɑpsxəʋɛi̯s
afzeggen	ɑfsɛɣən
aanvragen	aːnvraːɣən
gegaan	ɣəɣaːn
h	ɦaː
haarborstel	ɦaːrbɔrstəl
ontzwavelen	ɔntzʋaːvələn
behartenswaardig	bəɦɑrtənsʋaːrdəx
journalisme	ʒuːrnaːlɪsmə
loods	loːts
verstedelijken	vərsteːdələkən
beeldelement	beːlteːləmɛnt
godsakker	ɣɔtsɑkər
suikerfeest	sœy̯kərfeːst
herkauwer	ɦɛrkɑu̯ər
terreinwinst	tərɛi̯nʋɪnst
blo	bloː
gijzelnemer	ɣɛi̯zəlneːmər
monitor	moːnitɔr
kluiven	klœy̯vən
ontstaan	ɔntstaːn
zenuwachtig	zeːnyu̯ɑxtəx
chanson	ʃɑnzɔn
troonsafstand	troːnsɑfstɑnt
geheid	ɣəɦɛi̯t
etteren	ɛtərən
bronzen	brɔnzən
dodenakker	doːdənɑkər
scheurmaker	sxøːrmaːkər
afasie	aːfaːzi
hemelgeest	ɦeːməlɣeːst
ende	ɛndə
dagenlang	daːɣənlɑŋ
huurleger	ɦyːrleːɣər
verwinnen	vərʋɪnən
twistgesprek	tʋɪstxəsprɛk
beteugelen	bətøːɣələn
halfdek	ɦɑlfdɛk
gabberen	ɣɑbərən
burgerkrijg	bʏrɣərkrɛi̯x
keelzang	keːlzɑŋ
beschimping	bəsxɪmpɪŋ
kunstpenis	kʏnstpeːnɪs
faling	faːlɪŋ
ontmaagden	ɔntmaːxdən
roerdrager	ruːrdraːɣər
bekomen	bəkoːmən
aantokkelen	aːntɔkələn
aragonees	aːraːɣoːneːs
brokaten	broːkaːtən
angstgegner	ɑŋstɡeːɡnər
tastzin	tɑstsɪn
versoepeling	vərsupəlɪŋ
kurassier	kyrɑsiːr
sekse	sɛksə
rutten	rʏtən
droomhuis	droːmɦœy̯s
ouwe	ɑu̯ə
overblijfsel	oːvərblɛi̯fsəl
tenor	tənɔr
verdedigen	vɛrdeːdəɣən
afkochten	ɑfkɔxtən
leenwoordenschat	leːnʋoːrdənsxɑt
strijdkracht	strɛi̯tkrɑxt
antimoon	ɑntimoːn
meedenken	meːdɛŋkən
smijten	smɛitən
dichtkunst	dɪxtkʏnst
postadres	pɔstaːdrɛs
zeepbes	zeːbɛs
oorlogsschatting	oːrlɔxsxɑtɪŋ
regenboog	reːɣənboːx
onderwaterzicht	ɔndərʋaːtərzɪxt
drillen	drɪlən
race	reːs
maoïstisch	maːoːɪstis
cavalerist	kaːvaːlərɪst
minderwaardigheidscomplex	mɪndərʋaːrdəxɦɛi̯tskɔmplɛks
hebbe	ɦɛbə
silicium	silisiʏm
aanbouw	aːnbɑu̯
edelachtbaar	eːdəlɑxtbaːr
homan	ɦoːmɑn
satelliet	saːtəlit
koffieplantage	kɔfiplɑntaːʒə
schuiven	sxœy̯vən
ontsteking	ɔntsteːkɪŋ
blootshoofds	bloːtsɦoːfts
punkrock	pʏŋkrɔk
legermier	leːɣərmiːr
homopaar	ɦoːmoːpaːr
commandocentrale	koːmɑndoːsɛntraːlə
duurzaamheid	dyːrzaːmɦɛi̯t
drenkplaats	drɛŋkplaːts
bekeren	bəkeːrən
ortho	ɔrtoː
stem	stɛm
jongleren	jɔŋleːrən
hemelvuur	ɦeːməlvyːr
enclave	ɑŋklaːvə
springstof	sprɪŋstɔf
cavalcade	kaːvɑlkaːdə
graf	ɣrɑf
zoetigheid	zutəxɦɛi̯t
zwaardlelie	zʋaːrtleːli
zekerheid	zeːkərɦɛi̯t
lepel	leːpəl
godloochening	ɣɔtloːxənɪŋ
uitdrukkend	ʌy̯drʏkənt
dodecaëder	doːdeːkaːeːdər
luchtopname	lʏxtɔpnaːmə
doorzettingsvermogen	doːrzɛtɪŋsfərmoːɣən
basiel	baːzil
pangermanist	pɑnɣɛrmaːnɪst
goederenwagon	ɣudərənʋaːɣɔn
hekeldichteres	ɦeːkəldɪxtərɛs
detecteerbaar	deːtɛkteːrbaːr
hertog	ɦɛrtɔx
etgroen	ɛtxrun
brilmontuur	brɪlmɔntyːr
jodenkoek	joːdənkuk
zwaveldioxide	zʋaːvəldiɔksidə
video	vidioː
schietbout	sxitbɑu̯t
dolboord	dɔlboːrt
amfibie	ɑmfibi
chemokuur	xeːmoːkyːr
straatrace	straːtreːs
overhemd	oːvərɦɛmt
polder	pɔldər
zet	zɛt
prestige	prɛstiːʒə
geriefbos	ɣərifbɔs
kopstem	kɔpstɛm
ambergris	ɑmbərɣrɪs
natuurmagneet	naːtyːrmɑxneːt
astatium	ɑstaːtiʏm
bezit	bəzɪt
stofzuigend	stɔfsœy̯ɣənt
stoot	stoːt
schollevaar	sxɔləvaːr
interneringskamp	ɪntərneːrɪŋskɑmp
wezen	ʋeːzən
federaliseren	feːdəraːlizeːrən
namiddag	naːmɪdɑx
pioen	piun
bekertoernooi	beːkərturnoːi̯
oorlogsgas	oːrlɔxsxɑs
hageland	ɦaːɣəlɑnt
zangvogel	zɑŋvoːɣəl
ossenwagen	ɔsənʋaːɣən
mijt	mɛi̯t
overslapen	oːvərslaːpən
denemarken	deːnəmɑrkən
aardvarken	aːrtfɑrkən
klonen	kloːnən
blaten	blaːtən
uitbundig	œy̯tbʏndəx
buurtwinkel	byːrtʋiŋkəl
zie	zi
botsing	bɔtsɪŋ
actualiseren	ɑktyaːlizeːrən
taalcontact	taːlkɔntɑkt
zilvermijn	zɪlvərmɛi̯n
pesthuis	pɛstɦœy̯s
zeur	zøːr
magmatisch	mɑxmaːtis
begeerd	bəɣeːrt
stik	stɪk
geruststellen	ɣərʏststɛlən
boutkogel	bɑu̯tkoːɣəl
koffieautomaat	kɔfiɑu̯toːmaːt
