gút mắt	ɣut˦˥măt˦˥
nằm mốc	năm˧˨mok͡p˦˥
tập trung tư bản	tɤ̆p˨ˀ˩cuŋ͡m˧˧tɯ˧˧ban˧˩˨
mâm son bát sứ	mɤ̆m˧˧sɔn˧˧bat˦˥sɯ˨˦
vé	vɛ˨˦
công lệnh	koŋ͡m˧˧leŋ˨ˀ˩ʔ
đĩa bát có khi xô	diə˧ˀ˥bat˦˥kɔ˨˦xi˧˧so˧˧
tăng thành	tăŋ˧˧tʰɛŋ˧˨
mộng hồn	moŋ͡m˨ˀ˩ʔhon˧˨
tha giác	tʰa˧˧zak˦˥
trăm đắng ngàn cay	căm˧˧dăŋ˨˦ŋan˧˨kăj˧˧
chuyên chính vô sản	cwiən˧˧ciŋ˨˦vo˧˧san˧˩˨
cầy bạc má	kɤ̆j˧˨bak˨ˀ˩ma˨˦
triều nghi	ciəw˧˨ŋi˧˧
liễu yếu đào thơ	liəw˧ˀ˥iəw˨˦daw˧˨tʰɤ˧˧
hội đồng bộ trưởng	hoj˨ˀ˩ʔdoŋ͡m˧˨bo˨ˀ˩ʔcɯəŋ˧˩˨
sao y bản chính	saw˧˧i˧˧ban˧˩˨ciŋ˨˦
lãnh cảm	lɛŋ˧ˀ˥kam˧˩˨
kiếm thuật	kiəm˨˦tʰwɤ̆t˨ˀ˩
y phương	i˧˧fɯəŋ˧˧
linh dược	liŋ˧˧zɯək˨ˀ˩
ma-coong	ma˧˧-kɔŋ͡m˧˧
như cháo chảy	ɲɯ˧˧caw˨˦căj˧˩˨
cập kênh	kɤ̆p˨ˀ˩keŋ˧˧
giấu đầu hở đuôi	zɤ̆w˨˦dɤ̆w˧˨hɤ˧˩˨duəj˧˧
quãng	kwaŋ˧ˀ˥
tối mắt tối mũi	toj˨˦măt˦˥toj˨˦muj˧ˀ˥
truyền tải	cwiən˧˨taj˧˩˨
giấy bóng kính	zɤ̆j˨˦bɔŋ͡m˨˦kiŋ˨˦
chuyên luận	cwiən˧˧lwɤ̆n˨ˀ˩ʔ
xá đệ	sa˨˦de˨ˀ˩ʔ
cá trôi	ka˨˦coj˧˧
nói cho phải	nɔj˨˦cɔ˧˧faj˧˩˨
cạn túi	kan˨ˀ˩ʔtuj˨˦
chồ	co˧˨
ấm a ấm ớ	ɤ̆m˨˦a˧˧ɤ̆m˨˦ɤ˨˦
ăn hàng	ăn˧˧haŋ˧˨
côm	kom˧˧
xang	saŋ˧˧
chưa khỏi rên quên thầy	cɯə˧˧xɔj˧˩˨zen˧˧kwen˧˧tʰɤ̆j˧˨
năng mưa thì giếng năng đầy	năŋ˧˧mɯə˧˧tʰi˧˨zeŋ˨˦năŋ˧˧dɤ̆j˧˨
thịch thịch	tʰik˨ˀ˩tʰik˨ˀ˩
ba máu sáu cơn	ba˧˧măw˨˦săw˨˦kɤn˧˧
nừng	nɯŋ˧˨
mãn tang	man˧ˀ˥taŋ˧˧
chửa trâu	cɯə˧˩˨cɤ̆w˧˧
nhí nhắt	ɲi˨˦ɲăt˦˥
sặc tiết	săk˨ˀ˩tiət˦˥
tiếng thổi	tiəŋ˨˦tʰoj˧˩˨
tỳ tướng	ti˧˨tɯəŋ˨˦
chủ nghĩa hiện thực mới	cu˧˩˨ŋiə˧ˀ˥hiən˨ˀ˩ʔtʰɯk˨ˀ˩mɤj˨˦
đường mây	dɯəŋ˧˨mɤ̆j˧˧
lưu diễn	lɯw˧˧ziən˧ˀ˥
thuỳ thủ xuất thi	tʰwi˧˨tʰu˧˩˨swɤ̆t˦˥tʰi˧˧
ngặt vì	ŋăt˨ˀ˩vi˧˨
tính danh	tiŋ˨˦zɛŋ˧˧
bước tiến	bɯək˦˥tiən˨˦
thanh ký	tʰɛŋ˧˧ki˨˦
độn thuỷ	don˨ˀ˩ʔtʰwi˧˩˨
con nhà thi lễ	kɔn˧˧ɲa˧˨tʰi˧˧le˧ˀ˥
đẳng chu	dăŋ˧˩˨cu˧˧
chạy chợ	căj˨ˀ˩ʔcɤ˨ˀ˩ʔ
khiêu dâm	xiəw˧˧zɤ̆m˧˧
văn học truyền miệng	văn˧˧hɔk͡p˨ˀ˩cwiən˧˨miəŋ˨ˀ˩ʔ
ăn chó cả lông	ăn˧˧cɔ˨˦ka˧˩˨loŋ͡m˧˧
khép tán	xɛp˦˥tan˨˦
giống như tạc	zoŋ͡m˨˦ɲɯ˧˧tak˨ˀ˩
lông hút	loŋ͡m˧˧hut˦˥
mếu xoạc	mɛu˨˦swak˨ˀ˩
an ấp	an˧˧ɤ̆p˦˥
thành gia	tʰɛŋ˧˨za˧˧
eo ếch	eo˧˧ek˦˥
yên dương	iɛn˧˧zɯəŋ˧˧
tiên đề	tiən˧˧de˧˨
đòi thôi	dɔj˧˨tʰoj˧˧
phanh phách	fɛŋ˧˧fɛk˦˥
nhiệt phản ứng	ɲiət˨ˀ˩fan˧˩˨ɯŋ˨˦
cư dân	kɯ˧˧zɤ̆n˧˧
thẳng cánh cò bay	tʰăŋ˧˩˨kɛŋ˨˦kɔ˧˨băj˧˧
đột kích	dot˨ˀ˩kik˦˥
giun đũa	zun˧˧duə˧ˀ˥
yêu người	iəw˧˧ŋɯəj˧˨
máu mủ	măw˨˦mu˧˩˨
địa nhiệt	diə˨ˀ˩ʔɲiət˨ˀ˩
cháu chắt	căw˨˦căt˦˥
ừ phải	ɯ˧˨faj˧˩˨
châu sơn	cɤ̆w˧˧sɤn˧˧
thợ ngoã	tʰɤ˨ˀ˩ʔŋwa˧ˀ˥
kỹ nữ	ki˧ˀ˥nɯ˧ˀ˥
siêu vi khuẩn	siəw˧˧vi˧˧xwɤ̆n˧˩˨
rè	zɛ˧˨
kính cẩn	kiŋ˨˦kɤ̆n˧˩˨
thi thánh	tʰi˧˧tʰɛŋ˨˦
thi xã	tʰi˧˧sa˧ˀ˥
gậy	ɣɤ̆j˨ˀ˩ʔ
nhờ tay tế độ với người trầm luân	ɲɤ˧˨tăj˧˧te˨˦do˨ˀ˩ʔvɤj˨˦ŋɯəj˧˨cɤ̆m˧˨lwɤ̆n˧˧
lực ly tâm	lɯk˨ˀ˩li˧˧tɤ̆m˧˧
hàm cấp	ham˧˨kɤ̆p˦˥
gầy guộc	ɣɤ̆j˧˨ɣuək˨ˀ˩
của chua ai thấy chẳng thèm	kuə˧˩˨cuə˧˧aj˧˧tʰɤ̆j˨˦căŋ˧˩˨tʰɛm˧˨
lược	lɯək˨ˀ˩
loạn thần tặc tử	lwan˨ˀ˩ʔtʰɤ̆n˧˨tăk˨ˀ˩tɯ˧˩˨
chương	cɯəŋ˧˧
lỗ rốn	lo˧ˀ˥zon˨˦
bắt nhịp	băt˦˥ɲip˨ˀ˩
ngay thật	ŋăj˧˧tʰɤ̆t˨ˀ˩
rợn người	zɤn˨ˀ˩ʔŋɯəj˧˨
cùi chu	kuj˧˨cu˧˧
bít-tết	bit˦˥-tet˦˥
khắp chợ cùng quê	xăp˦˥cɤ˨ˀ˩ʔkuŋ͡m˧˨kwe˧˧
von-kế	vɔn˧˧-ke˨˦
con rồng cháu tiên	kɔn˧˧zoŋ͡m˧˨căw˨˦tiən˧˧
như nòng nọc đứt đuôi	ɲɯ˧˧nɔŋ͡m˧˨nɔk͡p˨ˀ˩dɯt˦˥duəj˧˧
nhác	ɲak˦˥
con có cha nhà có chủ	kɔn˧˧kɔ˨˦ca˧˧ɲa˧˨kɔ˨˦cu˧˩˨
căn dặn	kăn˧˧zăn˨ˀ˩ʔ
thạch long	tʰɛk˨ˀ˩lɔŋ͡m˧˧
mâm xôi	mɤ̆m˧˧soj˧˧
sủng hạnh	suŋ͡m˧˩˨hɛŋ˨ˀ˩ʔ
đề đạt	de˧˨dat˨ˀ˩
mõm mòm	mɔm˧ˀ˥mɔm˧˨
đô thị hóa	do˧˧tʰi˨ˀ˩ʔhwa˨˦
giấy nến	zɤ̆j˨˦nen˨˦
ý hướng	i˨˦hɯəŋ˨˦
hát dạo	hat˦˥zaw˨ˀ˩ʔ
cháo lão	caw˨˦law˧ˀ˥
bữa mai	bɯə˧ˀ˥maj˧˧
thần tử	tʰɤ̆n˧˨tɯ˧˩˨
nứt ruột	nɯt˦˥zuət˨ˀ˩
hoa mĩ	hwa˧˧mi˧ˀ˥
thuỵ hùng	tʰwi˨ˀ˩ʔhuŋ͡m˧˨
thạch bản	tʰɛk˨ˀ˩ban˧˩˨
vạc dầu	vak˨ˀ˩zɤ̆w˧˨
dặt dẹo	zăt˨ˀ˩zeo˨ˀ˩ʔ
đối chân	doj˨˦cɤ̆n˧˧
trồng xen	coŋ͡m˧˨sɛn˧˧
tây cốc	tɤ̆j˧˧kok͡p˦˥
niên biểu	niən˧˧biəw˧˩˨
tâm can	tɤ̆m˧˧kan˧˧
sam kha	sam˧˧xa˧˧
lúng túng như gà phải tóc	luŋ͡m˨˦tuŋ͡m˨˦ɲɯ˧˧ɣa˧˨faj˧˩˨tɔk͡p˦˥
kính một mắt	kiŋ˨˦mot˨ˀ˩măt˦˥
trang kim	caŋ˧˧kim˧˧
ma mãnh	ma˧˧mɛŋ˧ˀ˥
de dé	zɛ˧˧zɛ˨˦
hò voi bắn súng sậy	hɔ˧˨vɔj˧˧băn˨˦suŋ͡m˨˦sɤ̆j˨ˀ˩ʔ
hột xoài	hot˨ˀ˩swaj˧˨
bổng ngoại	boŋ͡m˧˩˨ŋwaj˨ˀ˩ʔ
rễ cọc	ze˧ˀ˥kɔk͡p˨ˀ˩
bông tiêu	boŋ͡m˧˧tiəw˧˧
mĩ phẩm	mi˧ˀ˥fɤ̆m˧˩˨
dốc sức	zok͡p˦˥sɯk˦˥
thiên nhãn	tʰiən˧˧ɲan˧ˀ˥
đù cha	du˧˨ca˧˧
lăn lộn	lăn˧˧lon˨ˀ˩ʔ
bác đoạt	bak˦˥dwat˨ˀ˩
nói sõi	nɔj˨˦sɔj˧ˀ˥
giao thừa	zaw˧˧tʰɯə˧˨
phật tiền	fɤ̆t˨ˀ˩tiən˧˨
an hưng	an˧˧hɯŋ˧˧
hơi tiếng	hɤj˧˧tiəŋ˨˦
nhớn nha nhớn nhác	ɲɤn˨˦ɲa˧˧ɲɤn˨˦ɲak˦˥
chửi thề	cɯj˧˩˨tʰe˧˨
một người làm quan cả họ được nhờ	mot˨ˀ˩ŋɯəj˧˨lam˧˨kwan˧˧ka˧˩˨hɔ˨ˀ˩ʔdɯək˨ˀ˩ɲɤ˧˨
quốc dân đảng	kwok͡p˦˥zɤ̆n˧˧daŋ˧˩˨
xồn xào	son˧˨saw˧˨
téc	tɛk˦˥
xương bò	sɯəŋ˧˧bɔ˧˨
chữ thập ngoặc	cɯ˧ˀ˥tʰɤ̆p˨ˀ˩ŋwăk˨ˀ˩
phi nghĩa	fi˧˧ŋiə˧ˀ˥
pê-nan-ti	pe˧˧-nan˧˧-ti˧˧
tập quần	tɤ̆p˨ˀ˩kwɤ̆n˧˨
ngoe ngoe	ŋwe˧˧ŋwe˧˧
trường xuân hoa	cɯəŋ˧˨swɤ̆n˧˧hwa˧˧
ống quyển	oŋ͡m˨˦kwiɛn˧˩˨
tù tì	tu˧˨ti˧˨
bục	buk͡p˨ˀ˩
khẩn điền	xɤ̆n˧˩˨diən˧˨
hương bạ	hɯəŋ˧˧ba˨ˀ˩ʔ
khéo miệng	xeo˨˦miəŋ˨ˀ˩ʔ
giãi tỏ	zaj˧ˀ˥tɔ˧˩˨
tự dẫn	tɯ˨ˀ˩ʔzɤ̆n˧ˀ˥
kẻ có công đồng kẻ có của	kɛ˧˩˨kɔ˨˦koŋ͡m˧˧doŋ͡m˧˨kɛ˧˩˨kɔ˨˦kuə˧˩˨
tinh hồng nhiệt	tiŋ˧˧hoŋ͡m˧˨ɲiət˨ˀ˩
con xe	kɔn˧˧sɛ˧˧
reo hò	zeo˧˧hɔ˧˨
nhận chân	ɲɤ̆n˨ˀ˩ʔcɤ̆n˧˧
rên siết	zen˧˧siət˦˥
oăn oại	wăn˧˧waj˨ˀ˩ʔ
đê biển	de˧˧biən˧˩˨
lâng láo	lɤ̆ŋ˧˧law˨˦
xôi vò	soj˧˧vɔ˧˨
ngoằng	ŋwăŋ˧˨
cam chanh	kam˧˧cɛŋ˧˧
chợ giời	cɤ˨ˀ˩ʔzɤj˧˨
cột cây số	kot˨ˀ˩kɤ̆j˧˧so˨˦
của thửa	kuə˧˩˨tʰɯə˧˩˨
cầu sau	kɤ̆w˧˨săw˧˧
rẽ mạch	zɛ˧ˀ˥mɛk˨ˀ˩
mao dẫn học	maw˧˧zɤ̆n˧ˀ˥hɔk͡p˨ˀ˩
tiền sự	tiən˧˨sɯ˨ˀ˩ʔ
hoan tống	hwan˧˧toŋ͡m˨˦
tiên thánh	tiən˧˧tʰɛŋ˨˦
rui	zuj˧˧
sai áp	saj˧˧ap˦˥
xẩm	sɤ̆m˧˩˨
việt trì	viət˨ˀ˩ci˧˨
độc điệu	dok͡p˨ˀ˩diəw˨ˀ˩ʔ
cả đến	ka˧˩˨den˨˦
xuân phúc	swɤ̆n˧˧fuk͡p˦˥
có nếp có tẻ	kɔ˨˦nep˦˥kɔ˨˦tɛ˧˩˨
địa tạng	diə˨ˀ˩ʔtaŋ˨ˀ˩ʔ
lung lạc	luŋ͡m˧˧lak˨ˀ˩
nội ký sinh	noj˨ˀ˩ʔki˨˦siŋ˧˧
thanh lý	tʰɛŋ˧˧li˨˦
đầu đanh	dɤ̆w˧˨dɛŋ˧˧
thanh đa	tʰɛŋ˧˧da˧˧
chiến tranh thế giới	ciən˨˦cɛŋ˧˧tʰe˨˦zɤj˨˦
lúa ba giăng	luə˨˦ba˧˧zăŋ˧˧
nịnh đầm	niŋ˨ˀ˩ʔdɤ̆m˧˨
hỏng mắt	hɔŋ͡m˧˩˨măt˦˥
niên kỉ	niən˧˧ki˧˩˨
liên chi hồ điệp	liən˧˧ci˧˧ho˧˨diəp˨ˀ˩
cù mì	ku˧˨mi˧˨
đồn trại	don˧˨caj˨ˀ˩ʔ
doành	zwɛŋ˧˨
có vợ	kɔ˨˦vɤ˨ˀ˩ʔ
quở quang	kwɤ˧˩˨kwaŋ˧˧
nhanh	ɲɛŋ˧˧
vượt âm	vɯət˨ˀ˩ɤ̆m˧˧
gái này	ɣaj˨˦năj˧˨
thây lẩy	tʰɤ̆j˧˧lɤ̆j˧˩˨
yêu nước	iəw˧˧nɯək˦˥
bản ráp	ban˧˩˨zap˦˥
gạo chiêm	ɣaw˨ˀ˩ʔciəm˧˧
tắp lự	tăp˦˥lɯ˨ˀ˩ʔ
đểnh đoảng	deŋ˧˩˨dwaŋ˧˩˨
mòng két	mɔŋ͡m˧˨kɛt˦˥
khâm ban	xɤ̆m˧˧ban˧˧
đàn xếp	dan˧˨sep˦˥
cỗ kiệu	ko˧ˀ˥kiəw˨ˀ˩ʔ
làm thuê	lam˧˨tʰwe˧˧
chuồng	cuəŋ˧˨
thiện chính	tʰiən˨ˀ˩ʔciŋ˨˦
tủm tỉm	tum˧˩˨tim˧˩˨
lá ngọc cành vàng	la˨˦ŋɔk͡p˨ˀ˩kɛŋ˧˨vaŋ˧˨
khó ló cái khôn	xɔ˨˦lɔ˨˦kaj˨˦xon˧˧
lơ chơ lỏng chỏng	lɤ˧˧cɤ˧˧lɔŋ͡m˧˩˨cɔŋ͡m˧˩˨
ba-lông	ba˧˧-loŋ͡m˧˧
nhiều thóc nhọc xay	ɲiəw˧˨tʰɔk͡p˦˥ɲɔk͡p˨ˀ˩săj˧˧
quyến gió rủ mây	kwiɛn˨˦zɔ˨˦zu˧˩˨mɤ̆j˧˧
thánh nhân	tʰɛŋ˨˦ɲɤ̆n˧˧
cho đành	cɔ˧˧dɛŋ˧˨
cơ căng	kɤ˧˧kăŋ˧˧
trục tung	cuk͡p˨ˀ˩tuŋ͡m˧˧
chí chát	ci˨˦cat˦˥
huống nữa	huəŋ˨˦nɯə˧ˀ˥
tân thiện	tɤ̆n˧˧tʰiən˨ˀ˩ʔ
bắt phu	băt˦˥fu˧˧
bạt thiệp	bat˨ˀ˩tʰiəp˨ˀ˩
dứa dại	zɯə˨˦zaj˨ˀ˩ʔ
lúa tẻ	luə˨˦tɛ˧˩˨
bữa phụ	bɯə˧ˀ˥fu˨ˀ˩ʔ
trúc mai	cuk͡p˦˥maj˧˧
niên đại	niən˧˧daj˨ˀ˩ʔ
bà tiền, bà thóc, bà cóc gì ai	ba˧˨tiən˧˨ba˧˨tʰɔk͡p˦˥ba˧˨kɔk͡p˦˥ɣi˧˨aj˧˧
dân đinh	zɤ̆n˧˧diŋ˧˧
rầm rập	zɤ̆m˧˨zɤ̆p˨ˀ˩
đứt gánh giữa đàng	dɯt˦˥ɣɛŋ˨˦zɯə˧ˀ˥daŋ˧˨
khuất phục	xwɤ̆t˦˥fuk͡p˨ˀ˩
thập nhị phân	tʰɤ̆p˨ˀ˩ɲi˨ˀ˩ʔfɤ̆n˧˧
cụ lớn	ku˨ˀ˩ʔlɤn˨˦
tổng đại điện	toŋ͡m˧˩˨daj˨ˀ˩ʔdiən˨ˀ˩ʔ
bình ổn	biŋ˧˨on˧˩˨
tóc mai	tɔk͡p˦˥maj˧˧
cấn gió	kɤ̆n˨˦zɔ˨˦
xì xục	si˧˨suk͡p˨ˀ˩
xuống cấp	suəŋ˨˦kɤ̆p˦˥
từ học	tɯ˧˨hɔk͡p˨ˀ˩
hát bài chòi	hat˦˥baj˧˨cɔj˧˨
đàn môi	dan˧˨moj˧˧
trơn tuột	cɤn˧˧tuət˨ˀ˩
vào quả cà ra quả táo	vaw˧˨kwa˧˩˨ka˧˨za˧˧kwa˧˩˨taw˨˦
âm bản	ɤ̆m˧˧ban˧˩˨
trùng vi	cuŋ͡m˧˨vi˧˧
túng quẫn	tuŋ͡m˨˦kwɤ̆n˧ˀ˥
quận công	kwɤ̆n˨ˀ˩ʔkoŋ͡m˧˧
kề	ke˧˨
dặn	zăn˨ˀ˩ʔ
giả dụ	za˧˩˨zu˨ˀ˩ʔ
mãnh thú	mɛŋ˧ˀ˥tʰu˨˦
danh văn	zɛŋ˧˧văn˧˧
không dám rỉ răng	xoŋ͡m˧˧zam˨˦zi˧˩˨zăŋ˧˧
hí hước	hi˨˦hɯək˦˥
oi khan	ɔj˧˧xan˧˧
bình trị đông	biŋ˧˨ci˨ˀ˩ʔdoŋ͡m˧˧
thế giao	tʰe˨˦zaw˧˧
lan tràn	lan˧˧can˧˨
mầy	mɤ̆j˧˨
cự nẫm	kɯ˨ˀ˩ʔnɤ̆m˧ˀ˥
bờ lũy	bɤ˧˨luj˧ˀ˥
mưa bay	mɯə˧˧băj˧˧
dích	zik˦˥
bá vơ bá vất	ba˨˦vɤ˧˧ba˨˦vɤ̆t˦˥
trăng trói	căŋ˧˧cɔj˨˦
thống nhứt	tʰoŋ͡m˨˦ɲɯt˦˥
pháo dây	faw˨˦zɤ̆j˧˧
chũm chọe	cum˧ˀ˥cwe˨ˀ˩ʔ
rồ dại	zo˧˨zaj˨ˀ˩ʔ
cờ vàng	kɤ˧˨vaŋ˧˨
cửa từ bi	kɯə˧˩˨tɯ˧˨bi˧˧
đồng mẫu	doŋ͡m˧˨mɤ̆w˧ˀ˥
muộn con	muən˨ˀ˩ʔkɔn˧˧
danh bạ	zɛŋ˧˧ba˨ˀ˩ʔ
cải tạo tư tưởng	kaj˧˩˨taw˨ˀ˩ʔtɯ˧˧tɯəŋ˧˩˨
tử giác	tɯ˧˩˨zak˦˥
nỡm	nɤm˧ˀ˥
lợi niệu	lɤj˨ˀ˩ʔniəw˨ˀ˩ʔ
thảng hoặc	tʰaŋ˧˩˨hwăk˨ˀ˩
chí cha chí chát	ci˨˦ca˧˧ci˨˦cat˦˥
màn ảnh rộng	man˧˨ɛŋ˧˩˨zoŋ͡m˨ˀ˩ʔ
chói loà	cɔj˨˦lwa˧˨
liến láu	liən˨˦lăw˨˦
mai vàng	maj˧˧vaŋ˧˨
nghênh nghênh	ŋeŋ˧˧ŋeŋ˧˧
kích cầu	kik˦˥kɤ̆w˧˨
hùng ca	huŋ͡m˧˨ka˧˧
riu ríu	ziw˧˧ziw˨˦
chân nam đá chân xiêu	cɤ̆n˧˧nam˧˧da˨˦cɤ̆n˧˧siəw˧˧
cao thâm	kaw˧˧tʰɤ̆m˧˧
nương tay	nɯəŋ˧˧tăj˧˧
dẫn bảo	zɤ̆n˧ˀ˥baw˧˩˨
giộ	zo˨ˀ˩ʔ
vô lo vô lự	vo˧˧lɔ˧˧vo˧˧lɯ˨ˀ˩ʔ
teo tóp	teo˧˧tɔp˦˥
chết khát	cet˦˥xat˦˥
chanh đào	cɛŋ˧˧daw˧˨
lủn củn	lun˧˩˨kun˧˩˨
khiên cưỡng	xiən˧˧kɯəŋ˧ˀ˥
in-đi	in˧˧-di˧˧
bậng	bɤ̆ŋ˨ˀ˩ʔ
hiền hoà	hiən˧˨hwa˧˨
ca ri	ka˧˧zi˧˧
rễ bạnh	ze˧ˀ˥bɛŋ˨ˀ˩ʔ
chắn xích	căn˨˦sik˦˥
vĩnh thọ	viŋ˧ˀ˥tʰɔ˨ˀ˩ʔ
ba tháng mười ngày	ba˧˧tʰaŋ˨˦mɯəj˧˨ŋăj˧˨
can qua	kan˧˧kwa˧˧
vun bón	vun˧˧bɔn˨˦
đất	dɤ̆t˦˥
kốc	kok͡p˦˥
hận	hɤ̆n˨ˀ˩ʔ
tổng quát	toŋ͡m˧˩˨kwat˦˥
trạc	cak˨ˀ˩
hùng hồn	huŋ͡m˧˨hon˧˨
mái ấm	maj˨˦ɤ̆m˨˦
nóng lòng	nɔŋ͡m˨˦lɔŋ͡m˧˨
cướp đoạt	kɯəp˦˥dwat˨ˀ˩
đất thục	dɤ̆t˦˥tʰuk͡p˨ˀ˩
phản pháo kích	fan˧˩˨faw˨˦kik˦˥
nằm mê	năm˧˨me˧˧
táo bón	taw˨˦bɔn˨˦
cháu chú cháu bác	căw˨˦cu˨˦căw˨˦bak˦˥
phân lèn	fɤ̆n˧˧lɛn˧˨
giản đồ	zan˧˩˨do˧˨
lệ bộ	le˨ˀ˩ʔbo˨ˀ˩ʔ
báo ứng	baw˨˦ɯŋ˨˦
đá móc	da˨˦mɔk͡p˦˥
qua đò khinh sóng	kwa˧˧dɔ˧˨xiŋ˧˧sɔŋ͡m˨˦
ỉ eo	i˧˩˨eo˧˧
tột bực	tot˨ˀ˩bɯk˨ˀ˩
cau non trái mùa	kăw˧˧nɔn˧˧caj˨˦muə˧˨
giày ban	zăj˧˨ban˧˧
xoành xoạch	swɛŋ˧˨swɛk˨ˀ˩
tư vụ	tɯ˧˧vu˨ˀ˩ʔ
giao liên	zaw˧˧liən˧˧
xam xám	sam˧˧sam˨˦
thực học	tʰɯk˨ˀ˩hɔk͡p˨ˀ˩
năm ngày ba tật	năm˧˧ŋăj˧˨ba˧˧tɤ̆t˨ˀ˩
tỉnh thành	tiŋ˧˩˨tʰɛŋ˧˨
hoạt họa	hwat˨ˀ˩hwa˨ˀ˩ʔ
trở nên	cɤ˧˩˨nen˧˧
quảng chính	kwaŋ˧˩˨ciŋ˨˦
điêu ác	diəw˧˧ak˦˥
thù lao	tʰu˧˨law˧˧
vần vò	vɤ̆n˧˨vɔ˧˨
đất vách	dɤ̆t˦˥vɛk˦˥
nghe phong thanh	ŋɛ˧˧fɔŋ͡m˧˧tʰɛŋ˧˧
gò gẫm	ɣɔ˧˨ɣɤ̆m˧ˀ˥
dạm hỏi	zam˨ˀ˩ʔhɔj˧˩˨
mồ hóng	mo˧˨hɔŋ͡m˨˦
cầm lửa đốt trời	kɤ̆m˧˨lɯə˧˩˨dot˦˥cɤj˧˨
cương chính	kɯəŋ˧˧ciŋ˨˦
đòn nóc	dɔn˧˨nɔk͡p˦˥
da lông	za˧˧loŋ͡m˧˧
hỏng thi	hɔŋ͡m˧˩˨tʰi˧˧
đường quang chẳng đi	dɯəŋ˧˨kwaŋ˧˧căŋ˧˩˨di˧˧
quảng bạch	kwaŋ˧˩˨bɛk˨ˀ˩
dự thẩm	zɯ˨ˀ˩ʔtʰɤ̆m˧˩˨
cười hở mười cái răng	kɯəj˧˨hɤ˧˩˨mɯəj˧˨kaj˨˦zăŋ˧˧
nghịch thù	ŋik˨ˀ˩tʰu˧˨
đồng trắng nước trong	doŋ͡m˧˨căŋ˨˦nɯək˦˥cɔŋ͡m˧˧
dao yếm	zaw˧˧iɛm˨˦
mỉa	miə˧˩˨
hương thẻ	hɯəŋ˧˧tʰɛ˧˩˨
quãng quãng	kwaŋ˧ˀ˥kwaŋ˧ˀ˥
đỡ dậy	dɤ˧ˀ˥zɤ̆j˨ˀ˩ʔ
kí sinh	ki˨˦siŋ˧˧
đồi mồi dứa	doj˧˨moj˧˨zɯə˨˦
góc nhà	ɣɔk͡p˦˥ɲa˧˨
đảng sử	daŋ˧˩˨sɯ˧˩˨
lề lối	le˧˨loj˨˦
bách thắng	bɛk˦˥tʰăŋ˨˦
vi ảnh	vi˧˧ɛŋ˧˩˨
sinh cơ	siŋ˧˧kɤ˧˧
rãy	zăj˧ˀ˥
thị ủy	tʰi˨ˀ˩ʔuj˧˩˨
chiến luỹ	ciən˨˦lwi˧ˀ˥
hoa thơm đánh cả cụm	hwa˧˧tʰɤm˧˧dɛŋ˨˦ka˧˩˨kum˨ˀ˩ʔ
quy tì	kwi˧˧ti˧˨
gác-xon-nê	ɣak˦˥-sɔn˧˧-ne˧˧
địa phận	diə˨ˀ˩ʔfɤ̆n˨ˀ˩ʔ
thanh thanh	tʰɛŋ˧˧tʰɛŋ˧˧
tả lủng	ta˧˩˨luŋ͡m˧˩˨
tập trung	tɤ̆p˨ˀ˩cuŋ͡m˧˧
lam đồng	lam˧˧doŋ͡m˧˨
ấy chết	ɤ̆j˨˦cet˦˥
chướng tai	cɯəŋ˨˦taj˧˧
hải tặc	haj˧˩˨tăk˨ˀ˩
nhấp	ɲɤ̆p˦˥
danh kĩ	zɛŋ˧˧ki˧ˀ˥
chuyển đổi	cwiən˧˩˨doj˧˩˨
ghi đông	ɣi˧˧doŋ͡m˧˧
mỡ chài	mɤ˧ˀ˥caj˧˨
trục lợi	cuk͡p˨ˀ˩lɤj˨ˀ˩ʔ
cuồng dại	kuəŋ˧˨zaj˨ˀ˩ʔ
găng gổ	ɣăŋ˧˧ɣo˧˩˨
hục hặc	huk͡p˨ˀ˩hăk˨ˀ˩
lằm lằm	lăm˧˨lăm˧˨
ninh điền	niŋ˧˧diən˧˨
thiên lương	tʰiən˧˧lɯəŋ˧˧
thư tín	tʰɯ˧˧tin˨˦
bi kí	bi˧˧ki˨˦
súng đại liên	suŋ͡m˨˦daj˨ˀ˩ʔliən˧˧
hải cảng	haj˧˩˨kaŋ˧˩˨
hư vinh	hɯ˧˧viŋ˧˧
cái	kaj˨˦
việt hóa	viət˨ˀ˩hwa˨˦
quỳnh phú	kwiŋ˧˨fu˨˦
tưng hửng	tɯŋ˧˧hɯŋ˧˩˨
mon men	mɔn˧˧mɛn˧˧
làm người	lam˧˨ŋɯəj˧˨
nhà lưu động	ɲa˧˨lɯw˧˧doŋ͡m˨ˀ˩ʔ
cấp số cộng	kɤ̆p˦˥so˨˦koŋ͡m˨ˀ˩ʔ
cá rô tía	ka˨˦zo˧˧tiə˨˦
ổ khoá	o˧˩˨xwa˨˦
khoa học kĩ thuật	xwa˧˧hɔk͡p˨ˀ˩ki˧ˀ˥tʰwɤ̆t˨ˀ˩
đạm thanh	dam˨ˀ˩ʔtʰɛŋ˧˧
khống	xoŋ͡m˨˦
thoang thoảng	tʰwaŋ˧˧tʰwaŋ˧˩˨
cơm tẻ mẹ ruột	kɤm˧˧tɛ˧˩˨mɛ˨ˀ˩ʔzuət˨ˀ˩
sân	sɤ̆n˧˧
xơn xớt	sɤn˧˧sɤt˦˥
