tændt	tˢɛnˀd̥
pomfrit	pʰʌmfʁid̥
cylinder	sylenˀd̥ɐ
metallet	metˢalˀð̩
galgenhumor	ɡ̊aljənhuːmɒ
peb	pʰeˀb̥
småkage	smʌkʰæːæ
ae	æːæ
live	liːʊ
tyktarm	tyɡtɑˀm
koncert	kʰʌnsæɐ̯d̥
sørgede	sɶːɐðð̩
samvær	sɑmʋɛˀɐ̯
skriv	sɡ̊ʁiwˀ
møbel	møːˀb̥əl
bullet	b̥uləd̥
vrøvlede	ʋʁɶwlð̩ð̩
bagefter	b̥æːˀjɛfd̥ɐ
videre	viðɐɐ
forloren	fʌloːˀɐn
hall	hɒːl
lærde	lɛɐ̯ˀd̥ə
samfundskritisk	sɑmfɔnskʁ̥itˢisɡ̊
slår	slɒˀ
godbid	ɡ̊oðb̥iðˀ
bedrager	b̥ed̥ʁɑˀwɐ
slige	sliːə
skægget	sɡ̊ɛˀɡ̊əð
treer	tˢʁ̥æːˀɐ
varsel	ʋɑːsl̩
høg	høˀj
mislykket	misløɡ̊əð
faktum	fɑɡ̊tˢɔm
amt	ɑmˀd̥
vrøvlen	ʋʁɶwln̩
fakta	fɑɡ̊tˢa
klædets	kʰl̥ɛːðəd̥s
tag	tˢæˀj
desuagtet	d̥esuɑɡ̊d̥əð
sverige	sʋ̥aɐ̯ˀi
dømte	d̥œmd̥ə
vedrøre	ʋeðʁɶˀɐ
nåede	nɔðˀð̩ð̩
elefant	eləfanˀd̥
valte	ʋald̥ə
tolken	tˢʌlˀɡ̊ŋ̩
røvs	ʁɶwˀs
går	ɡ̊ɒːˀ
stilig	stˢiːli
arrester	aʁasd̥ɐ
afslutte	ɑʊ̯slud̥ə
direkte	d̥iʁaɡ̊d̥ə
præst	pʰʁ̥ɑsd̥
vokse	ʋʌɡ̊sə
hus	huˀs
læsehest	lɛːsəhɛsd̥
fjendskab	fjensɡ̊æˀb̥
faste	fæːsd̥ə
lyst	lysd̥
tidligere	tˢiðliɐɐ
pisse	pʰesə
givet	ɡ̊iːʋəð
park	pʰɑːɡ̊
sagte	sæjdə
brede	b̥ʁæðð̩
tape	tˢɛjb̥ˀ
kaktus	kʰɑɡ̊tˢus
fikse	feɡ̊sə
slæber	slɛːwɐ
tå	tˢɔːˀ
øge	øːɪ
sværge	sʋ̥aɐ̯ʊ
nadver	naðvɐ
branche	b̥ʁɑŋɕə
højttaler	hʌjtˢæːˀlɐ
vækning	ʋɛɡ̊neŋ
indflydelse	enfl̥yðɭ̩sə
ulovlige	ulɒwˀlii
skyde	sɡ̊yːðə
rydde	ʁyd̥ə
vrå	ʋʁɔˀ
tilstand	tˢelsd̥anˀ
koncept	kʰʌnsɛb̥d̥
lægte	lɛɡ̊d̥ə
slæbe	slɛːb̥ə
ølmave	ølmæːvə
munke	mɔŋɡ̊ə
laurbærkrans	lɑʊ̯ɐb̥æɐ̯kʰʁɑˀns
høkre	høːɡ̊ʁɐ
begyndelse	b̥eɡ̊ønˀəlsə
onani	onaniːˀ
danbo	da̝nboˀ
bølgen	b̥øljən
karisma	kʰaʁisma
time	tˢɑjˀm
tomat	tˢomæːˀd̥
ratificere	ʁɑd̥ifiseːˀɐ
uheld	uhɛlˀ
klokkeren	kʰlʌɡ̊ɐən
skonnert	sɡ̊ʌnˀɐd̥
anden	anən
nonsens	nʌnˀsəns
kreta	kʰʁ̥æːtˢa
athen	atˢeˀn
hallo	halɔː
sot	soˀd̥
tilværelse	tˢelʋaɐ̯ˀɐlsə
hals	halˀs
seksti	sɛɡ̊stˢi
ryger	ʁyːɐ
vorden	ʋɒːd̥n̩
danskeren	d̥ansɡ̊ɐɐn
bede	b̥eˀ
urinale	uɐ̯inæːlə
an	æˀn
sendte	sɛnˀd̥ə
fabel	fæːˀb̥l̩
kaster	kʰasd̥ɐ
glad	ɡ̊læð
skøjte	sɡ̊ʌjd̥ə
hagel	hæˀjl̩
ånd	ʌnˀ
seksuel	sɛɡ̊suɛlˀ
cigaret	siɡ̊əʁad̥
bade	b̥æːð̩
okse	ʌɡ̊sə
fadøl	faðøl
afrodisiakum	afʁ̥od̥isiːˀakʰɔm
od	ʌðˀ
hvad	vað
komtesse	kʰʌmtˢɛsə
fugl	fɔu̯ːl
vennen	ʋɛnˀn̩
strakte	sd̥ʁɑɡ̊d̥ə
ansat	ansad̥
rav	ʁɑw
spiller	sb̥elɐ
apropos	ɑpʰʁ̥opʰo
fødders	føðˀɐs
traktorer	tˢʁ̥ɑɡ̊tˢoːɐ
laven	lɑwˀn̩
hovedtelefon	hoðð̩tˢeləfoˀn
skubbe	sɡ̊ɔb̥ɘ
fod	foˀð
størst	sd̥ɶsd̥
vig	ʋiˀ
oldgræsk	ʌlɡ̊ʁasɡ̊
hver	ʋɛɐ̯
åger	ɔwˀɐ
sorg	sɒwˀ
opsigtsvækkende	ʌb̥seɡ̊d̥sʋɛɡ̊n̩nə
tyver	tˢyːvɐ
tøven	tˢøːʊn
kvæl	kʰʋ̥ɛˀl
vedtægt	ʋeðtˢɛɡ̊d̥
besøg	b̥esøˀj
fagert	fæˀɐd̥
øjnene	ʌɪ̯n̩nə
brasilianer	b̥ʁɑsiljæːˀnɐ
blok	b̥lʌɡ̊
gemt	ɡ̊ɛmˀd̥
voves	ʋɔːʊs
forlæg	fɒːlɛˀɡ̊
splejse	sb̥lɑjsə
sørgede	sɶːɐðə
besat	b̥esad̥
arbejdsgiver	ɑːb̥ɑjd̥sɡ̊iːvɐ
splejset	sb̥lɑjsəð
japansk	japʰæːˀnsɡ̊
jævnfør	jɛwnføˀɐ̯
rås	ʁɔˀs
nøde	nøːðə
rapsolie	ʕɑb̥soljə
portræt	ɒtˢʁ̥ad̥
pille	pʰelə
time	tˢɑjmə
journalistik	ɕoɐ̯nalisd̥iɡ̊
løve	løːʋə
sprede	sb̥ʁɛːðə
gælle	ɡ̊ɛlə
urgermansk	uɐ̯ɡ̊æɐ̯mæːˀnsɡ̊
bønder	b̥œnˀɐ
bord	b̥oˀɐ̯
cellekerne	sɛləkʰaɐ̯nə
bonde	b̥ɔnə
tilbage	tˢeb̥æːjə
bad	b̥æðˀ
nord	noɐ̯ˀ
gardin	ɡ̊ɑd̥iːˀn
hinden	henˀn̩
alvor	alʋɒˀ
hilsen	hilsn̩
dømmer	d̥œmɐ
beholdes	b̥ehʌlˀəs
tyvende	tˢyːvənə
a'et	æːəd̥
midler	miðlɐ
soldug	soːld̥uɡ̊
genus	ɡ̊eːnus
parcelhus	pʰɑsɛlˀhuˀ
lige	liːi
milliard	miljɑˀd̥
maraton	mɑːˀɑtˢʌn
skuldertræk	sɡ̊ulɐtˢʁ̥aɡ̊
laver	læːʋɐ
bræt	b̥ʁɑd̥
vejr	ʋɑjˀɐ
finer	fineːˀɐ̯
kær	kɛˀɐ̯
skreven	sɡ̊ʁæːʋn̩
partnerskab	pɑːdnʌsɡæˀb
arrangement	ɑɑŋɕəmɑŋ
boykot	b̥ʌjkʰʌd̥
breds	b̥ʁæðs
forligs	fʌliˀs
hinanden	henann̩
studerende	sd̥ud̥eˀɐ
elfenbenstårn	ɛlˀfənbenstˢɒːˀn
true	tˢʁ̥uːu
sarkasme	sɑkʰasmə
rutebilstation	ʁod̥əb̥ilsd̥aɕoˀn
trussel	tˢʁosəl
viskestykke	vesɡ̊əsd̥øɡ̊ə
forlige	fʌliˀi
røntgen	ʁɶnˀd̥ɡ̊ən
ugentlig	uːnli
igle	iːlə
opstå	ʌb̥sd̥ɔˀ
bagdel	b̥ɑwd̥eˀl
vov	ʋɔˀw
citer	sitˢeɐ̯ˀ
kvarter	kʰʋ̥ɑtˢeɐ̯ˀ
tunika	tˢuːˀnikʰa
bilde	b̥ilə
kvan	kvæˀn
olivenolie	oliwˀn̩oljə
føllet	følˀð̩
udlede	uðleðˀð̩
generer	ɕeneˀɐ
stigma	sd̥iɡ̊ma
lære	lɛːɐ
jodle	jʌðlə
pauver	pʰoːˀvɐ
cyklen	syɡ̊lən
fabelagtig	fab̥əlɑɡ̊d̥i
juli	juːˀli
trygge	tˢʁ̥œɡ̊ə
forrådes	fʌʁɔˀðəs
vinder	venˀɐ
jo	jɔʊ̯ˀ
per	pʰeɐ̯
klør	kʰløːˀɐ̯
flynder	flønɐ
lov	lɔwˀ
klæder	kʰl̥ɛɐ̯ˀ
mutter	mɔd̥ɐ
flyver	flyːʋɐ
akillessene	akʰiləsseːnə
flue	fluːu
fæstebonde	fɛsd̥əb̥ɔnə
gæv	ɡ̊ɛˀw
læ	lɛˀ
mislykkes	misløɡ̊əs
ignorerede	injoʁɛˀɐðə
hjælpende	jɛlb̥ənə
facon	fasʌŋ
vold	ʋʌlˀ
sudanesisk	sud̥aneːˀsisɡ̊
social	ɕoɕæˀl
geleddet	ɡ̊eleðˀð̩
beskeden	b̥esɡ̊eðˀn̩
hul	huˀl
stift	sd̥efd̥
vuggestue	ʋɔɡ̊əsd̥uːu
tegne	tˢɑjnə
producer	pʰʁ̥od̥useɐ̯ˀ
horrorfilm	hɒɹɒfilm
rem	ʁamˀ
flødede	fløðð̩ð̩
babylem	b̥ɛɪ̯b̥ilɛmˀ
varetage	ʋɑːɑtˢæˀ
prut	pʰʁ̥ud̥
fodkold	foðkʰʌlˀ
oliven	oliˀʋn̩
restauranten	ʁɛsd̥oʁɑŋˀən
steg	sd̥ɑjˀ
stund	sdɔnˀ
midtpunkt	med̥pʰɔŋˀd̥
tvinge	tˢʋ̥eŋə
find	fenˀ
immigration	imiɡ̊ʁɑɕoːˀn
kommentar	kʰʌməntˢɑːˀ
ørering	øːɐʁɛŋ
orne	ɒːnə
menneskerne	mɛnsɡ̊ɐnə
kileskrift	kʰiːləsɡ̊ʁæfd̥
akkusativ	akʰusatˢiːˀw
bryder	b̥ʁyðˀɐ
van	van
tålmod	tˢʌlmoðˀ
byrd	b̥yɐ̯ˀd̥
middelalderlitteratur	miðˀəlalˀʌlidəʁɑtuɐ̯ˀ
dyre	d̥yːɐ
synden	sønˀən
talte	tˢæˀld̥ə
tjod	tɕʌð
hjemme	jɛmə
kopper	kʰʌb̥ɐ
ångstrøm	ɔŋsd̥ʁœmˀ
slås	sl̥ɔˀs
klage	kʰl̥æːjə
tålmodig	tˢʌlmoˀði
fejlagtig	fɑjlɑɡ̊d̥i
grejet	ɡ̊ʁɑjˀð̩
talt	tˢæˀld̥
måler	mɔːlɐ
stødte	sd̥øˀd̥ə
barn	b̥ɑˀn
minde	menə
petersen	pʰeˀd̥ɐsn̩
toksisk	tˢʌɡ̊sisɡ̊
hieroglyfs	hioɡ̊lyfs
zarina	zɑʁiːna
amager	ɑmɑːˀɑ
kamme	kʰɑmə
brøk	b̥ʁœ̞ˀɡ̊
tendens	tˢend̥ɛnˀs
frømand	fʁ̥œ̞manˀ
indvortes	enʋɒːd̥əs
bær	b̥ɛɐ̯ˀ
afhold	ɑwhʌlˀd̥
statelig	sd̥æːˀd̥əli
nærig	nɛːɐ̯i
mand	mæ̞nˀ
mode	moːðə
konsekvens	kʰʌnsəkʰvɛnˀs
stockholm	sd̥ʌkʰʌlˀm
hø	høɪ̯ˀ
tjeneste	tɕɛːnsd̥ə
appelsinjuice	ɑb̥l̩siːˀnd̥juːs
browser	bɹɑwsɐ
forbydes	fɒb̥yˀðəs
jomfrufødsel	jʌmfʁ̥uføsl̩
trossamfund	tˢʁ̥oˀsɑmfɔnˀ
kule	kʰuːlə
bov	b̥ɒwˀ
kvæge	kʰʋ̥ɛːjə
dør	d̥œ̞ːˀɐ̯
udeblevet	uːð̩b̥leðˀð̩
restauranter	ʁɛsd̥oʁɑŋˀɐ
kernekraftværk	kʰaɐ̯nəkʰʁ̥ɑfd̥ʋaɐ̯ɡ̊
haj	hajˀ
nødvendige	nøðʋɛnˀd̥ii
læser	lɛˀsɐ
frelser	fʁalsɐ
men	mɛn
stand	sd̥anˀ
gæs	ɡ̊ɛs
vægre	ʋɛːʁɐ
trænet	tˢʁ̥aŋˀð̩
værpe	ʋaɐ̯rb̥ə
øjet	ʌjð̩
skrivelse	sɡ̊ʁiːʋl̩sə
hittebarn	hid̥əb̥ɑˀn
tøj	tˢʌj
straks	sd̥ʁɑɡ̊s
forbudne	fɒb̥uðˀnə
afholde	ɑwhʌlˀə
mistænke	mistɛŋˀɡə
dødt	d̥ød̥
æbleskive	eːb̥ləsɡ̊iːw
gød	ɡ̊øðˀ
uvis	uve̝s
kræsen	kʰʁ̥ɛːsn̩
feber	feˀb̥ɐ
lide	liˀ
mødte	mød̥ə
bøje	b̥ʌɪ
mindes	menəs
træner	tˢʁ̥æːnɐ
taltes	tˢald̥əs
anselig	anseˀli
nakkeost	nɑɡ̊əɔsd̥
hamstere	hɑmˀsd̥ɐɐ
bøssepar	b̥øsəpʰɑ
uforlignelig	ufɒliːˀnəli
røves	ʁœːʋəs
gedder	ɡ̊eðɐ
grønlænder	ɡ̊ʁɶnlɛnˀɐ
ønsketænkning	ønsɡ̊ətˢɛŋɡ̊neŋ
husbond	husb̥ʌn
hedde	heðə
klejn	kʰl̥ɑjˀn
torden	tˢoɐ̯d̥n̩
skulle	sɡ̊u
kætter	kɛdʌ
allegorisk	aləɡ̊oɐ̯ˀisɡ̊
weekend	wiːɡ̊ɛnd̥
gøteborg	ɡøːd̥əbɒwˀ
distance	d̥isd̥ɑŋsə
velocipede	ʋelosipʰeðð̩
bredden	b̥ʁæðˀn̩
udtryk	uðtˢʁ̥œ̞ɡ̊
ryk	ʁœɡ̊
forelsket	fɒɛlsɡ̊əð
parentes	pʰɑɑntˢeˀs
bidt	b̥id̥
hvedebrød	ʋeːð̠ˠəb̥ʁœð̠ˠˀ
caffelatte	kʰafəlad̥ə
tilpas	tˢepʰas
lægerne	lɛːjɐnə
uligt	uliɡ̊d̥
regering	ʁæɡeɐ̯eŋ
hvid	ʋiðˀ
museum	musɛːɔm
støbte	sd̥øb̥d̥ə
celle	sɛlə
tusind	tˢuˀsənə
genstand	ɡ̊ɛnsd̥anˀ
udgift	uðɡ̊ifd̥
råde	ʁɔːðə
vinder	venɐ
blodig	b̥loːði
kvad	kʰvæːˀð
lær	læɐ̯ˀ
galoche	ɡ̊alʌɕə
bunde	b̥ɔnə
beskidt	b̥esɡ̊id̥
trækkerdreng	tˢʁ̥aɡ̊ɐd̥ʁaŋˀ
pragtfuld	pʰʁ̥ɑɡ̊d̥fulˀ
slæb	slɛˀb̥
themsen	tˢɛmˀsn̩
ulden	ulˀn̩
arresterede	ɑɑsd̥eˀɐðə
græde	ɡ̊ʁaðð̩
dysse	d̥ysə
drive	d̥ɹɑjʋ
våben	vɔːˀb̥m̩
råbte	ʁʌb̥d̥ə
bonus	b̥oːnus
rane	ʁɑːnə
mellem	mɛlˀm̩
forældelse	fʌɛlˀəlsə
drømmeverdener	d̥ʁɶməʋaɐ̯d̥nɐ
afbildning	ɑwb̥ilˀneŋ
håb	hɔːˀb̥
sal	sæˀl
træn	tˢʁ̥æŋ
hu	huː
spørger	sb̥ɶɐ̯wɐ
handle	hanlə
udenlands	uðn̩lanˀs
yver	yːˀwɐ
lev	leːˀw
pøj	pʰʌj
hera	heːɐ
billede	b̥elð̩ð̩
gnom	ɡ̊noːˀm
forlag	fɒːlæˀj
luftkastel	lɔfd̥kʰasd̥ɛlˀ
ignorerer	injoʁɛˀɐ
ambolt	ɑmb̥ʌlˀd̥
følt	føˀld̥
det	d̥e
krog	kʰʁɔwˀ
fjerde	fjeːɐ
tyngdekraft	tˢøŋd̥əkʰʁɑfd̥
leven	leˀʋn̩
febre	feˀb̥ʁɐ
tilhørende	tˢelhøˀɐnə
største	sd̥ɶɐ̯sd̥ə
han	han
digte	d̥eɡ̊d̥ə
skel	sɡ̊ɛlˀ
kræft	kʁ̥ɑfd̥
apanage	apʰanæːɕə
ukendt	ukʰɛnˀd̥
sydvest	syðvɛsd̥
kvan	kvan
konstantinopel	kʰʌnsd̥antˢinoˀb̥l̩
ilddåb	ild̥ɔˀb̥
athena	atˢeːna
akkumulator	akʰumulæːtˢɐ
hertz	hæɐ̯d̥s
palmeolie	pʰalməoljə
våger	ʋɔwɐ
østrig	øsd̥ʁi
sav	sæˀw
halstørklæde	halsd̥ɐkʰl̥ɛːðə
paddel	pʰaðˀəl
kateder	kʰatˢeːˀd̥ɐ
tommelfinger	tˢʌml̩feŋˀɐ
ragouten	ʁɑɡ̊uːˀn̩
blød	b̥løðˀ
udstykke	uðsd̥øɡ̊ə
røgte	ʁœɡ̊d̥ə
tolvte	tˢʌlˀd̥ə
knarr	kʰnɑːˀ
flyver	flyːwɐ
vådt	ʋʌd̥
ametyst	ɑmətˢysd̥
dialekt	d̥ialɛɡ̊d̥
kost	kʰʌsd̥
afvige	ɑwʋiˀi
engelsk	ɛŋˀəlsk
forbuden	fɒb̥uðˀən
sus	suːˀs
unik	uniɡ̊
ager	æˀjɐ
badet	b̥æːðəd̥
trænet	tˢʁ̥æŋˀð̩
kvad	kʰvæðˀ
æske	ɛsɡ̊ə
ruiner	ʁuineɐ̯ˀ
tænder	tˢɛnˀɐ
højst	hʌɪ̯ˀsd̥
forræderi	fʌʁaðɐʁiˀ
hende	hinn̩
lære	læːɐ
forlide	fʌliðˀə
organisme	ɒɡ̊anismə
a'erne	æːɐnə
spøg	sb̥øˀj
lokal	lokʰæːˀl
utallig	utˢalˀi
tønde	tˢønə
øjne	ʌjnə
forbydende	fɒb̥yðˀənə
slægtning	slɛɡ̊neŋ
griset	ɡ̊ʁisəð
kvad	kʰvað
de	d̥i
bagbord	b̥ɑwb̥oːˀɐ̯
bedt	b̥eˀd̥
låge	lɔːwə
hud	huðˀ
afføring	ɑwføːˀɐ̯eŋ
læger	lɛːjɐ
ækel	ɛːˀɡ̊əl
vunden	vɔnən
blåbær	b̥lʌb̥æɐ̯
laser	lɛɪ̯sɐ
træffes	tˢʁ̥afəs
juveler	juvɘleɐ̯ˀ
flygte	fløɡ̊d̥ə
intetkøn	end̥əðkʰœnˀ
køber	kʰøwˀɐ
børste	b̥œ̞ɐ̯sd̥ə
spændte	sb̥ɛnˀd̥ə
sorger	sɒːwɐ
slesk	sl̥eːˀsɡ̊
enlig	eːnli
korkeg	kʰɑːɡ̊eːˀj
berlin	b̥aɐ̯liˀn
nytår	nyd̥ɒːˀ
belyse	b̥elyˀsə
veteran	vetˢəʁɑːˀn
luder	luːðɐ
lægge	lɛːɡ̊ə
megen	mɑjn̩
euripides	œwʁib̥id̥ɛs
sølvet	sølˀvəð
frelst	fʁɑlsd̥
røve	ʁœːʋə
spredte	sb̥ʁɛˀd̥ə
overfor	ɒwˀɐfɒ
siv	siwˀ
hinsides	hinsiːðəs
hjem	jɛmˀ
ihukommelse	ihuˀkʰʌmˀɭ̩sə
åben	ɔːb̥m̩
udklædt	uðkʰl̥ɛˀd̥
rod	ʁoðˀ
bryd	b̥ʁyðˀ
dobbelt	d̥ʌb̥əld̥
øvrig	øwʁi
hytternes	hyd̥ɐnəs
kendeord	kʰɛnəoɐ̯ˀ
brun	b̥ʁuːˀn
ubønhørlig	ubœnhøɐ̯ˀli
salve	salvə
sløv	sløwˀ
tidspunkt	tˢiðspʰɔŋˀd̥
dræber	d̥ʁɛːb̥ə
beskrivelse	b̥esɡ̊ʁiːˀvəlsə
dyrskue	d̥yɐ̯sɡ̊uːə
fødte	føːd̥ə
skræl	sɡ̊ʁalˀ
farfar	fɑˀfɑː
magten	mɑɡ̊d̥n̩
afrikaner	ɑfʁikʰæːˀnɐ
kors	kʰɒːs
tres	tˢʁ̥æs
national	naɕonæˀl
sørg	sɶɐ̯ˀ
varulv	ʋɑːulˀʋ
manko	mɑŋkʰo
fiskehandler	fesɡ̊əhanlɐ
spilleliste	sbe̝ləle̝sdə
masser	masɐ
hjerter	jæɐ̯d̥ɐ
socialisme	soɕalismə
blottede	b̥lʌd̥əðə
potentat	pʰotˢəntˢæːˀd̥
nikolai	neɡ̊olaɪ̯
holdent	hʌlənd̥
kop	kʰʌb̥
syl	syːˀl
bedrøve	b̥ed̥ʁœˀʋə
sky	skyˀ
ham	hɑmˀ
caribisk	kʰaʁiːˀb̥isɡ̊
blodplade	b̥loðpʰlæːðə
sudanesiske	sud̥aneːˀsisɡ̊ə
hvalp	ʋalˀb̥
stængel	sd̥ɛŋˀl̩
stedfar	sd̥ɛfɑː
male	mæːlə
misunde	misɔnˀə
besked	b̥esɡ̊eðˀ
regent	ʁɛɡ̊ɛnˀd̥
fiksstjerne	feɡ̊ssd̥jaɐ̯nə
gemen	ɡ̊emeˀn
kom	kʰʌm
kloakdyr	kl̥oɑɡ̊d̥yɐ̯ˀ
fisk	fesɡ̊
afgørende	ɑwɡ̊ɶˀɐnə
toge	tˢɔːʊ
bæst	b̥ɛˀsd̥
forglemmigej	fɒɡ̊lɛmˀiɑjˀ
ruse	ʁoːsə
skride	sɡ̊ʁiðð̩
martre	mɑːtˢʁ̥ɐ
hvilken	ʋelɡ̊ən
vidne	ʋiðnə
færdsel	faɐ̯sl̩
forjætter	fʌjɛd̥ɐ
dendrokronologi	dɛndʁokʁonoloɡiˀ
tebrev	tˢeˀb̥ʁæwˀ
mørkhudet	mɶɐ̯ɡ̊huˀðəd̥
gæv	ɡ̊ɛwˀ
botanik	b̥otˢaniɡ̊
møde	møːðə
vækkede	ʋɛɡ̊əðə
gejstligt	ɡ̊ɑjsd̥lid̥
stedbarn	sd̥ɛðb̥ɑˀn
vedrørende	ʋeðʁɶɐ̯ˀnə
nøgtern	nøɡ̊d̥ɐn
aflevering	ɑwleveːˀɐ̯eŋ
selvfølgelig	sɛføli
tyst	tˢysd̥
kunst	kʰɔnˀsd̥
piber	pʰiˀb̥ɐ
prædike	pʰʁ̥æːɡ̊ə
elskværdig	ɛlsɡ̊væɐ̯ˀd̥i
forhåbentlig	fʌhɔˀb̥m̩li
retslig	ʁɑd̥sl̥i
saftig	sɑfd̥i
anså	ansɔˀ
lårt	lɒːd̥
æggestok	ɛɡ̊əsd̥ʌɡ̊
hund	hunˀ
tradition	tˢʁɑd̥iɕonˀ
frosne	fʁ̥ɔsnə
valg	ʋɑlˀʝ
hørelse	høːɐlsə
rum	ʁɔmˀ
bygd	b̥yɡ̊d̥
værgedes	ʋaɐ̯wəðəs
bølge	b̥øljə
retslig	ʁad̥sl̥i
egon	eːɡ̊ʌn
der	d̥ɑ
køre	kʰøːɐ
brunch	b̥ɹʌnɕ
lidt	lid̥
ler	leˀɐ̯
pointe	pʰʌjnd̥ə
seng	sɛ̝ŋˀ
fodbold	foðb̥ʌlˀd
undren	ɔnd̥ʁɐ
jordisk	joɐ̯d̥isɡ̊
ugift	uɡ̊ifd̥
lagkage	lɑwkʰæːɪ
regelen	ʁɛjˀlən
sørge	sɶɐ̯wə
bukser	b̥ɔɡ̊sɐ
samtale	sɑmtˢæːˀlə
skede	sɡ̊eːðə
stjernekaster	sd̥jæɐ̯nəkʰasd̥ɐ
kærnemælk	kʰaɐ̯nəmɛlˀɡ̊
kystlinje	kʰøsd̥lenjə
arm	ɑːˀm
myggenæs	myɡ̊ənɛs
monstro	mʌnstˢʁ̥oˀ
krigstid	kʰʁ̥istˢiðˀ
kogte	kʰʌɡ̊d̥ə
eg	eːˀj
citere	sid̥ɐɐ
rugemor	ʁuːəmoɐ̯
føddernes	føðˀɐnəs
flødet	fløðð̩d̥
psykologi	syɡ̊oloɡ̊iːˀ
ønskedrøm	ønsɡ̊əd̥ʁɶmˀ
forbød	fɒb̥øðˀ
omgængelig	ʌmɡ̊ɛŋˀəli
italiener	itˢaljeˀnɐ
slikket	sleɡ̊əð
palæstinenser	pʰaləsd̥inɛnˀsɐ
første	fɶsd̥ə
mennesket	mɛnn̩sɡ̊əð
russisk	ʁusisɡ̊
måske	mɔsɡ̊eːˀ
fed	feˀð
bredder	b̥ʁæˀd̥ɐ
aflive	ɑʊ̯ːliʋə
hvo	voːˀ
tømmermænd	tˢœmɐmɛnˀ
tupilak	tˢub̥ilɑɡ̊
holdende	hʌlənə
erklæring	æɐ̯klɛˀɐ̯eŋ
tredive	tˢʁ̥ɑðʋə
tårn	tˢɒːˀn
fange	fɑŋŋ̩
imponeres	empʰoneːˀɐs
halvt	halˀd̥
dobbeltgænger	d̥ʌb̥l̩d̥ɡ̊ɛŋɐ
sygt	syˀd̥
ultimatum	ultˢimæːtˢɔm
mane	mæːnə
krudt	kʰʁ̥ud̥
fosforescere	fʌsfʌəseːˀɐ
grynt	ɡ̊ʁœ̞nˀd̥
parcel	pʰɑsɛlˀ
stygt	sd̥yɡ̊d̥
dril	d̥ʁælˀ
antyder	antˢyðˠˀɐ
kurer	kʰuʁɛːˀɐ̯
trold	tˢʁ̥ʌlˀ
hydrere	hyd̥ʁ̥eːˀɐ
gnaver	ɡ̊næːvɐ
bøsserøv	b̥øsəʁɶwˀ
rødder	ʁɶðˀɐ
dyb	d̥yˀb̥
silikat	silikʰæd̥ˀ
skrive	sɡ̊ʁiːʊ
charm	ɕɑˀm
mit	mid̥
konstruktion	kʰɔnsd̥ʁuɡ̊ɕoːˀn
autofokus	ɑwtˢofoːɡ̊us
hovmod	hɒwmoˀð
hede	heːðə
overlegen	ɒwɐleˀjen
søster	søsd̥ɐ
toilet	tˢʌilɛd̥
snestorm	snesd̥ɒːˀm
lasers	læːsɐs
lolland	lʌlanˀ
løbet	løːb̥əð
muldvarperne	mulʋɑːb̥ɐnə
ubestemt	ub̥esd̥ɛmˀd̥
fedme	feðmə
sprogene	sb̥ʁɔwˀənə
sorgen	sɒwˀn̩
lyseblå	lysəb̥lɔːˀ
brændenælde	b̥ʁannɛlə
abonnement	ab̥onəmɑŋ
tråd	tˢʁ̥ɔːˀð
larm	lɑːˀm
tyk	tˢyɡ̊
stegte	sd̥ɛɡ̊d̥ə
drys	d̥ʁœ̞s
liberalisme	lib̥ɑːɑlismə
verfe	ʋaɐ̯rfə
ødelægge	øðð̩lɛɡ̊ə
kirke	kʰiɐ̯ɡ̊ə
dør	d̥œ̞ɐ̯ˀ
starut	sd̥ɑʁud̥
forudsige	fɒuðsiˀɘ
pige	pʰiːi
den	d̥n̩
pegefinger	pʰɑjəfeŋɐ
blive	b̥liːi
åndet	ʌnəð
krævet	kʰʁ̥æːʋð̩
stedt	sd̥eˀd̥
akkumulere	akʰumuleːˀɐ
aftægt	ɑwtˢɛɡ̊d̥
urtid	uɐ̯tˢiðˀ
glamour	ɡ̊lamuːɐ̯
nynne	nønə
spådom	sb̥ʌd̥ʌmˀ
kage	kʰæːjə
åbn	ɔˀb̥m̩
tankens	tˢɑŋɡ̊ŋ̩s
taget	tˢæːjð̩
hovedstad	hoːð̩sd̥að
fortaltes	fʌtˢalˀd̥əs
tragisk	tˢʁ̥ɑˀɡ̊isɡ̊
foranstaltning	fʌansdalˀdneŋ
grøft	ɡ̊ʁœfd̥
hindbær	hemb̥æɐ̯
øg	øˀj
sammenstykke	sɑmm̩sd̥øɡ̊ə
museet	musɛːəð
skærsild	sɡ̊ɛɐ̯silˀ
mis	mis
dansken	d̥anˀsɡ̊ŋ̩
ting	tˢeŋˀ
sødmælk	søðˀmɛlˀɡ̊
smal	smalˀ
emotikon	emoːˀtˢikʰʌn
spørgsel	sb̥ɶɐ̯səl
tjek	tçɛɡ̊
hvilke	ʋelɡ̊ə
lysegrøn	lysəɡ̊ʁɶnˀ
talt	tˢalˀd̥
brændstof	b̥ʁansd̥ʌf
også	ʌsə
ædru	ɛːd̥ʁoˀ
fangenskab	fɑŋŋ̩sɡ̊æˀb̥
ildhu	ilhuˀ
arrester	ɑɑsd̥eɐ̯ˀ
monument	monumɛ̝ˀnd̥
fange	fɑŋə
reol	ʁæoˀl
araber	ɑʁɑːˀb̥ɐ
lort	loɐ̯ˀd
pauver	pʰɔːˀvɐ
hor	hoɐ̯ˀ
johannes	johanəs
