سىستېمىسى	sˌɪstemˈɪsɪ
ماتورلۇق	mɑtˈorluq
مىنىستىرلىكى	mˌɪnɪstɪrlˈɪkɪ
تا	tˈɑ
كۆرسىتىپ	kœrsˈɪtɪp
نوپۇسنىڭ	nopˈusnɪŋ
كۈنى	kˈynɪ
دۆلىتىنىڭ	dˌœlɪtˈɪnɪŋ
نۇقتا	nˈuqtɑ
مۇخبىر	mˈuχbɪr
مەمۇرى	mæmˈuɾɪ
ۋەقەنى	wæqˈænɪ
ئېسىل	ˈesɪl
بولغاچقا	bolʁˈɑt͡ʃqɑ
نۇسخىلىرى	nˌusχɪlˈɪɾɪ
لىپەك	lˈɪpæk
شۇ	ʃˈu
ئاشلىق	ˈɑʃlɪq
دىيارىدا	dˌɪjɑɾˈɪdɑ
ئەمەلىيەتكە	ˌæmælɪjˈætkæ
جايلىرىدىكى	d͡ʒˌɑjlɪɾɪdˈɪkɪ
مۇدىر	mˈudɪr
ئەخلاقىي	æχlˈɑqɪj
ئابلاجان	ɑblˈɑd͡ʒɑn
دوستى	dˈostɪ
جەڭ	d͡ʒˈæŋ
ئايلىنىپ	ɑjlˈɪnɪp
خاتالىق	χɑtˈɑlɪq
يېقىندىن	jeqˈɪndɪn
يېقىن	jˈeqɪn
ئەزالىرىنى	ˌæzɑlɪɾˈɪnɪ
دەرسى	dˈærsɪ
سىلەرگە	sɪlˈærɡæ
ئۇيغۇرنى	ujʁˈurnɪ
يېغى	jˈeʁɪ
مەنچە	mˈænt͡ʃæ
سېپىل	sˈepɪl
يىغىن	jˈɪʁɪn
نوقۇل	nˈoqul
ئاران	ˈɑɾɑn
بالىسى	bɑlˈɪsɪ
بىلەنمۇ	bɪlˈænmu
دۇنيا	dˈunjɑ
كىرگەندىن	kɪrɡˈændɪn
ئابدۇرېھىم	ˌɑbduɾˈehɪm
قىيامەت	qɪjˈɑmæt
ئۇزۇنراق	uzˈunrɑq
تاپقان	tˈɑpqɑn
تارتىدۇ	tɑrtˈɪdu
مۇھىتتا	muhˈɪttɑ
توختامنى	toχtˈɑmnɪ
ماقالىلەرنى	mˌɑqɑlɪlˈærnɪ
خىمالىكاڭ	χˌɪmɑlˈɪkɑŋ
خېلىلا	χelˈɪlɑ
ئىتتىپاقىغا	ˌɪttɪpɑqˈɪʁɑ
ئالدىنى	ɑldˈɪnɪ
يۇقىرىقى	jˌuqɪɾˈɪqɪ
بۇخىل	bˈuχɪl
ھەرىكىتىگە	hˌæɾɪkɪtˈɪɡæ
ئۆتكۈر	ˈœtkyr
خىل	χˈɪl
ئابدۇخالىق	ˌɑbduχˈɑlɪq
چارۋا	t͡ʃˈɑrwɑ
ئۇلۇغۋار	ulˈuʁwɑr
مەيدانىدا	mˌæjdɑnˈɪdɑ
ماكانى	mɑkˈɑnɪ
قېلىپ	qˈelɪp
ئائىلىدە	ˌɑɪlˈɪdæ
باش	bˈɑʃ
ئوينايدۇ	ojnˈɑjdu
مەسىلەن	mæsˈɪlæn
يېتەرلىك	jetˈærlɪk
ماڭا	mˈɑŋɑ
ئۇيغۇرلار	ujʁˈurlɑr
جەنۇبتا	d͡ʒænˈubtɑ
دەۋرى	dˈæwrɪ
بەزى	bˈæzɪ
زاماندىكى	zˌɑmɑndˈɪkɪ
بوسنىيە	bosnˈɪjæ
زىت	zˈɪt
ئابدۇقادىر	ˌɑbduqˈɑdɪr
يىلىنىڭ	jɪlˈɪnɪŋ
شەھىرىنىڭ	ʃˌæhɪɾˈɪnɪŋ
مەھسۇلى	mæhsˈulɪ
غەم	ʁˈæm
بەزىلەرنىڭ	bˌæzɪlˈærnɪŋ
ئۆزەم	ˈœzæm
رۇخسەت	rˈuχsæt
بولغىلى	bolʁˈɪlɪ
بۆلىكى	bœlˈɪkɪ
كېلىشى	kelˈɪʃɪ
ئىشلاردىن	ɪʃlˈɑrdɪn
خەلقىنى	χælqˈɪnɪ
قىلالايدۇ	qˌɪlɑlˈɑjdu
ياشقا	jˈɑʃqɑ
كۈنلىرى	kynlˈɪɾɪ
قورقۇش	qˈorquʃ
يېزىسىنىڭ	jˌezɪsˈɪnɪŋ
قىلىشتۇر	qɪlˈɪʃtur
نېفىت	nˈefɪt
يولدىن	jˈoldɪn
سېلىشتۇرغاندا	sˌelɪʃturʁˈɑndɑ
ئەمەلگە	æmˈælɡæ
پېتى	pˈetɪ
يېرىدە	jeɾˈɪdæ
ھوقۇقىنىڭ	hˌoquqˈɪnɪŋ
ئەنقەرە	ænqˈæɾæ
ئوتتۇرىچە	ˌottuɾˈɪt͡ʃæ
دىنى	dˈɪnɪ
تىللارنىڭ	tɪllˈɑrnɪŋ
ساھەگە	sɑhˈæɡæ
تەقدىرىنى	tˌæqdɪɾˈɪnɪ
چىقاتتى	t͡ʃɪqˈɑttɪ
تۈركىستاندا	tˌyrkɪstˈɑndɑ
لىنىيىسىنىڭ	lˌɪnɪjɪsˈɪnɪŋ
تۈرتكە	tˈyrtkæ
قارمىقىدىكى	qˌɑrmɪqɪdˈɪkɪ
ئىت	ˈɪt
ئىگىلەپ	ɪɡˈɪlæp
كۈچىنىڭ	kyt͡ʃˈɪnɪŋ
بالىلىرىغا	bˌɑlɪlɪɾˈɪʁɑ
باب	bˈɑb
يېشى	jˈeʃɪ
مەن	mˈæn
نەرسىگە	nærsˈɪɡæ
چوڭلار	t͡ʃˈoŋlɑr
تۇرغان	tˈurʁɑn
يەتكۈزگەن	jætkˈyzɡæn
نۇسخا	nˈusχɑ
مەيداننىڭ	mæjdˈɑnnɪŋ
قىلغاندا	qɪlʁˈɑndɑ
بازارغا	bɑzˈɑrʁɑ
نۆۋىتىدە	nˌœwɪtˈɪdæ
كەنجى	kˈænd͡ʒɪ
ئەمەس	ˈæmæs
تارىختا	tɑɾˈɪχtɑ
ۋاپاتىدىن	wˌɑpɑtˈɪdɪn
قالىسىز	qɑlˈɪsɪz
يىڭى	jˈɪŋɪ
ئىنچىكە	ɪnt͡ʃˈɪkæ
پاش	pˈɑʃ
ئۆلكىلىك	œlkˈɪlɪk
ئۇدۇن	ˈudun
دىققەت	dˈɪqqæt
ئوينىلىدۇ	ˌojnɪlˈɪdu
گوۋۇيۈەننىڭ	ɡˌowujyˈænnɪŋ
چارە	t͡ʃˈɑɾæ
ئەللىك	ˈællɪk
قىلىنغاندىن	qˌɪlɪnʁˈɑndɪn
بەرگەندە	bærɡˈændæ
قارا	qˈɑɾɑ
چوڭراق	t͡ʃˈoŋrɑq
مەنپەئەتىنى	mˌænpæætˈɪnɪ
دېگۈدەك	deɡˈydæk
قۇرۇلغاندىن	qˌuɾulʁˈɑndɪn
تونۇشتۇرۇپ	tˌonuʃtˈuɾup
خەلقنى	χˈælqnɪ
باھالاش	bɑhˈɑlɑʃ
ئوقۇرمەنلەرنىڭ	ˌoqurmænlˈærnɪŋ
مەركەز	mˈærkæz
رەڭ	rˈæŋ
رەتلىك	rˈætlɪk
بولسام	bˈolsɑm
بىراقلا	bɪɾˈɑqlɑ
نەشرىيات	næʃrˈɪjɑt
يىگانە	jɪɡˈɑnæ
ساياھەت	sɑjˈɑhæt
بىرلەشمە	bɪrlˈæʃmæ
تەبلىغ	tˈæblɪʁ
فونېتىكىلىق	fˌonetɪkˈɪlɪq
ئاپىرىپ	ɑpˈɪɾɪp
شەھەر	ʃˈæhær
سىڭىپ	sˈɪŋɪp
ئوردىسىدا	ˌordɪsˈɪdɑ
قېرىنداشلارنىڭ	qˌeɾɪndɑʃlˈɑrnɪŋ
زادىلا	zɑdˈɪlɑ
ئۆتكەندىن	œtkˈændɪn
ئەلىنىڭ	ælˈɪnɪŋ
قېتىملىق	qetˈɪmlɪq
پەيغەمبەر	pæjʁˈæmbær
ھاياتىغا	hˌɑjɑtˈɪʁɑ
پارتىيە	pɑrtˈɪjæ
باردۇر	bˈɑrdur
كۆرسىتىشى	kˌœrsɪtˈɪʃɪ
ئىقتىدارىغا	ˌɪqtɪdɑɾˈɪʁɑ
سۇ	sˈu
قىزى	qˈɪzɪ
خاتىرىلەش	χˌɑtɪɾˈɪlæʃ
تەجرىبە	tæd͡ʒrˈɪbæ
نىشان	nˈɪʃɑn
ئاستىغا	ɑstˈɪʁɑ
كەلتۈردى	kæltˈyrdɪ
ئەھۋال	ˈæhwɑl
گەپنى	ɡˈæpnɪ
تىللىق	tˈɪllɪq
كۆپرەك	kˈœpræk
مەشرەپ	mˈæʃræp
ھويلا	hˈojlɑ
ئۇيغۇرغا	ujʁˈurʁɑ
ساپ	sˈɑp
ھاياتى	hɑjˈɑtɪ
جارى	d͡ʒˈɑɾɪ
ئاڭلىدىم	ɑŋlˈɪdɪm
بىرىدە	bɪɾˈɪdæ
نوچى	nˈot͡ʃɪ
ئۇزۇقلۇق	uzˈuqluq
بىرلەشمىسى	bˌɪrlæʃmˈɪsɪ
گۇرۇپپىسى	ɡˌuɾuppˈɪsɪ
تېخى	tˈeχɪ
ۋىلايىتى	wˌɪlɑjˈɪtɪ
ئىسمى	ˈɪsmɪ
ئۇتۇق	ˈutuq
بارلىقى	bɑrlˈɪqɪ
قارىغۇلارچە	qˌɑɾɪʁulˈɑrt͡ʃæ
ئاساسلانغاندا	ˌɑsɑslɑnʁˈɑndɑ
سەندىن	sˈændɪn
باي	bˈɑj
پەرقى	pˈærqɪ
چاقچاق	t͡ʃˈɑqt͡ʃɑq
ئوۋ	ˈow
ئېرىق	ˈeɾɪq
پۈتكۈل	pˈytkyl
مائارىپى	mˌɑɑɾˈɪpɪ
باشلانغان	bɑʃlˈɑnʁɑn
ماقۇل	mˈɑqul
تۆرە	tˈœɾæ
ياسايدۇ	jɑsˈɑjdu
جاراڭلىق	d͡ʒɑɾˈɑŋlɪq
مەزگىلى	mæzɡˈɪlɪ
سىزنىڭ	sˈɪznɪŋ
ئۇسۇلدا	usˈuldɑ
ئۆتۈش	ˈœtyʃ
ياشانغان	jɑʃˈɑnʁɑn
دەرياسىنىڭ	dˌærjɑsˈɪnɪŋ
دېيىلگەن	dejˈɪlɡæn
تۆۋەندىكى	tˌœwændˈɪkɪ
يۇمىلاق	jumˈɪlɑq
تارماقتىكى	tˌɑrmɑqtˈɪkɪ
ئېلىنغان	elˈɪnʁɑn
ھامان	hˈɑmɑn
جەلىپ	d͡ʒˈælɪp
قوڭۇر	qˈoŋur
يىللىق	jˈɪllɪq
بولۇپ	bˈolup
قالايمىقان	qˌɑlɑjmˈɪqɑn
مۇستەملىكە	mˌustæmlˈɪkæ
مىللەتتە	mɪllˈættæ
ۋىرۇسى	wɪɾˈusɪ
قوللىنىپ	qollˈɪnɪp
دادىسىغا	dˌɑdɪsˈɪʁɑ
دەۋرىدىكى	dˌæwrɪdˈɪkɪ
مەنمۇ	mˈænmu
ئۆزىڭىزنى	ˌœzɪŋˈɪznɪ
ئىسىملىك	ɪsˈɪmlɪk
نەزەر	nˈæzær
كەسپىنى	kæspˈɪnɪ
خەلققە	χˈælqqæ
ئېلىشى	elˈɪʃɪ
ئاكام	ˈɑkɑm
دوست	dˈost
تەرەققىياتىغا	tˌæɾæqqˌɪjɑtˈɪʁɑ
شەخسنىڭ	ʃˈæχsnɪŋ
پىشۇرۇش	pɪʃˈuɾuʃ
ھازىر	hˈɑzɪr
ئۇيغۇرلارغا	ˌujʁurlˈɑrʁɑ
تېخنىكىلىق	tˌeχnɪkˈɪlɪq
ياشنىڭ	jˈɑʃnɪŋ
بىرۇنى	bɪɾˈunɪ
ئىشلىتىۋاتقان	ˌɪʃlɪtɪwˈɑtqɑn
مۇھىتى	muhˈɪtɪ
تەلەپنى	tælˈæpnɪ
ئاساسەن	ɑsˈɑsæn
شەكلىنى	ʃæklˈɪnɪ
كاپالەتلىك	kˌɑpɑlˈætlɪk
پارىژ	pˈɑɾɪʒ
يىلتىزى	jɪltˈɪzɪ
شەخسلەر	ʃˈæχslær
ئۆستۈرۈش	œstˈyɾyʃ
گە	ɡˈæ
ھىندىستانغا	hˌɪndɪstˈɑnʁɑ
ئاساسلىق	ɑsˈɑslɪq
ئاستىدىن	ɑstˈɪdɪn
ۋاسىتىسى	wˌɑsɪtˈɪsɪ
تەركىبىدە	tˌærkɪbˈɪdæ
بۇرۇنلا	buɾˈunlɑ
مەزمۇنىنى	mˌæzmunˈɪnɪ
باشلىرىدا	bˌɑʃlɪɾˈɪdɑ
ئوقيا	ˈoqjɑ
ئوتتۇرغا	ottˈurʁɑ
بوز	bˈoz
پۈتۈنلەي	pytˈynlæj
ھۈسەين	hˈysæjn
قىلىشقا	qɪlˈɪʃqɑ
چاقىرىق	t͡ʃɑqˈɪɾɪq
يىلدا	jˈɪldɑ
ئېسىمدە	esˈɪmdæ
كىيىن	kˈɪjɪn
ناتايىن	nɑtˈɑjɪn
ساقچى	sˈɑqt͡ʃɪ
ھەممىگە	hæmmˈɪɡæ
شېئىرلىرى	ʃˌeɪrlˈɪɾɪ
بارلار	bˈɑrlɑr
ئېچىش	ˈet͡ʃɪʃ
كېرىيە	keɾˈɪjæ
ساھابىلەردىن	sˌɑhɑbɪlˈærdɪn
بىرلە	bˈɪrlæ
دۆلەتتىكى	dˌœlættˈɪkɪ
قىسىمى	qɪsˈɪmɪ
سېتىپ	sˈetɪp
پائالىيەت	pˌɑɑlˈɪjæt
تەرەپتىكى	tˌæɾæptˈɪkɪ
تەن	tˈæn
كومىتېتى	kˌomɪtˈetɪ
خىتاي	χˈɪtɑj
قەبۇل	qˈæbul
بالام	bˈɑlɑm
كەلگەندىن	kælɡˈændɪn
ئارمىيە	ɑrmˈɪjæ
غەيرى	ʁˈæjrɪ
كەلسە	kˈælsæ
رايونلىرىنى	rˌɑjonlɪɾˈɪnɪ
ئورگىنى	orɡˈɪnɪ
سەلبىي	sˈælbɪj
ھەرىكەتچان	hˌæɾɪkˈætt͡ʃɑn
ماتېرىيال	mˌɑteɾˈɪjɑl
دېيىلىدىغان	dˌejɪlɪdˈɪʁɑn
چەكسىز	t͡ʃˈæksɪz
مەنە	mˈænæ
خىيال	χˈɪjɑl
سانىنى	sɑnˈɪnɪ
ئاسىيادىكى	ˌɑsɪjɑdˈɪkɪ
قىلغاندىن	qɪlʁˈɑndɪn
چىقىشقا	t͡ʃɪqˈɪʃqɑ
ئۇيغۇرلاردىكى	ˌujʁurlɑrdˈɪkɪ
سادىر	sˈɑdɪr
مەدىنە	mædˈɪnæ
ئورگىنىغا	ˌorɡɪnˈɪʁɑ
ئەسەرنىڭ	æsˈærnɪŋ
ئايلاندى	ɑjlˈɑndɪ
ئىنىسى	ɪnˈɪsɪ
غول	ʁˈol
نەتىجىلىرى	nˌætɪd͡ʒɪlˈɪɾɪ
تەڭلا	tˈæŋlɑ
بۆلەك	bˈœlæk
ئەركىن	ˈærkɪn
ئوتتۇز	ˈottuz
مارت	mˈɑrt
بەس	bˈæs
كېسىلىگە	kˌesɪlˈɪɡæ
كەمچىل	kˈæmt͡ʃɪl
بىرخىل	bˈɪrχɪl
بولىۋېرىدۇ	bˌolɪweɾˈɪdu
گۈزەللىك	ɡyzˈællɪk
مىللەتتىن	mɪllˈættɪn
ھالىتىگە	hˌɑlɪtˈɪɡæ
گويا	ɡˈojɑ
قىزىقارلىق	qˌɪzɪqˈɑrlɪq
كېچىسى	ket͡ʃˈɪsɪ
ئو	ˈo
شارائىتى	ʃˌɑɾɑˈɪtɪ
مېۋە	mˈewæ
شىنجاڭدىكى	ʃˌɪnd͡ʒɑŋdˈɪkɪ
مەكتەپ	mˈæktæp
ۋەزىپە	wæzˈɪpæ
باغلىنىشلىق	bˌɑʁlɪnˈɪʃlɪq
دىئابېت	dɪˈɑbet
تەييارلاش	tæjjˈɑrlɑʃ
كۆزى	kˈœzɪ
تۈزۈم	tˈyzym
قاتارلىقلارغا	qˌɑtɑrlɪqlˈɑrʁɑ
تېرىلغۇ	teɾˈɪlʁu
سۇلالىسىنى	sˌulɑlɪsˈɪnɪ
قۇرۇقلۇق	quɾˈuqluq
ئىبادەت	ɪbˈɑdæt
كەرىم	kˈæɾɪm
يەرلىك	jˈærlɪk
ناھىيىگە	nˌɑhɪjˈɪɡæ
نۆۋەتتە	nœwˈættæ
سۆزلىگەن	sœzlˈɪɡæn
ئەپەندى	æpˈændɪ
ھەقىقەتكە	hˌæqɪqˈætkæ
تۆۋەندىكىدەك	tˌœwændɪkˈɪdæk
تەقۋىم	tˈæqwɪm
خىتايغا	χɪtˈɑjʁɑ
دۇنيادىن	dunjˈɑdɪn
سابىق	sˈɑbɪq
ھۆكۈمىتىگە	hˌœkymɪtˈɪɡæ
سۆزنىڭ	sˈœznɪŋ
شىركەتنىڭ	ʃɪrkˈætnɪŋ
ئۇنىۋېرسىتېتىنىڭ	ˌunɪwˌersɪtetˈɪnɪŋ
كىشىلىرى	kˌɪʃɪlˈɪɾɪ
قويدۇم	qˈojdum
دۇنياسىنىڭ	dˌunjɑsˈɪnɪŋ
بولۇپلا	bolˈuplɑ
كومپيۇتېر	kompjˈuter
قولىنى	qolˈɪnɪ
خېرىدار	χeɾˈɪdɑr
فىزىكىسى	fˌɪzɪkˈɪsɪ
كەسىپ	kˈæsɪp
غۇلجا	ʁˈuld͡ʒɑ
پەرق	pˈærq
تۈركىيەگە	tˌyrkɪjˈæɡæ
مەشغۇلات	mæʃʁˈulɑt
ئالىدۇ	ɑlˈɪdu
ئېلخەت	ˈelχæt
سىمسىز	sˈɪmsɪz
بىرلىككە	bɪrlˈɪkkæ
ئارىلىشىپ	ˌɑɾɪlˈɪʃɪp
مەركىزى	mærkˈɪzɪ
سېپىپ	sˈepɪp
پاراڭلىشىپ	pˌɑɾɑŋlˈɪʃɪp
ئوغۇللار	oʁˈullɑr
ئايدىن	ˈɑjdɪn
ئوخشىمايدىغان	ˌoχʃɪmɑjdˈɪʁɑn
بەرگۈچى	bærɡˈyt͡ʃɪ
ئۆلچەملىك	œlt͡ʃˈæmlɪk
زاپاس	zˈɑpɑs
باشقىلار	bɑʃqˈɪlɑr
ئەرەبچە	æɾˈæbt͡ʃæ
دېگەنگە	deɡˈænɡæ
ھالەتكە	hɑlˈætkæ
كېلىشىمى	kˌelɪʃˈɪmɪ
ئىلمىي	ˈɪlmɪj
باياشات	bɑjˈɑʃɑt
قارىتىلغان	qˌɑɾɪtˈɪlʁɑn
ئۇيغۇرلارمۇ	ˌujʁurlˈɑrmu
كۈمۈش	kˈymyʃ
مىللەتنى	mɪllˈætnɪ
مۇئەللىم	muˈællɪm
ئاي	ˈɑj
كۆڭۈل	kˈœŋyl
بەلگىلەنگەن	bˌælɡɪlˈænɡæn
ئابدۇرراھمان	ˌɑbdurrˈɑhmɑn
مەھكىمىسىگە	mˌæhkɪmɪsˈɪɡæ
گېنېرال	ɡenˈeɾɑl
كۈچى	kˈyt͡ʃɪ
مۇنارى	munˈɑɾɪ
مۇناسىۋەت	mˌunɑsˈɪwæt
مەڭگۈ	mˈæŋɡy
قازاقىستان	qˌɑzɑqˈɪstɑn
بار	bˈɑr
نۇسخىسىنى	nˌusχɪsˈɪnɪ
ئىگىسىنىڭ	ˌɪɡɪsˈɪnɪŋ
ئامېرىكىلىقلار	ˌɑmeɾˌɪkɪlˈɪqlɑr
ھېسسىيات	hessˈɪjɑt
تۇرغۇن	tˈurʁun
بېرىلغان	beɾˈɪlʁɑn
ئېغىز	ˈeʁɪz
ئۈستىگە	ystˈɪɡæ
بىرسى	bˈɪrsɪ
تاشلايدۇ	tɑʃlˈɑjdu
ھەلىق	hˈælɪq
پېئىل	pˈeɪl
مىراس	mˈɪɾɑs
تالانت	tˈɑlɑnt
ھىچ	hˈɪt͡ʃ
توختامى	toχtˈɑmɪ
مۇددەتلىك	muddˈætlɪk
ياغاچ	jˈɑʁɑt͡ʃ
كىرىپ	kˈɪɾɪp
ئەسلىدىكى	ˌæslɪdˈɪkɪ
ئۇنداق	ˈundɑq
دېگەندە	deɡˈændæ
شەھەردە	ʃæhˈærdæ
بۇنداق	bˈundɑq
يېزىلىق	jezˈɪlɪq
بويىچە	bojˈɪt͡ʃæ
شەھەرگە	ʃæhˈærɡæ
مېڭە	mˈeŋæ
ئارىلىنىڭ	ˌɑɾɪlˈɪnɪŋ
مۇدىرى	mudˈɪɾɪ
توپ	tˈop
ئورنىغا	ornˈɪʁɑ
جايى	d͡ʒˈɑjɪ
دىگەن	dˈɪɡæn
ئۇرۇشنى	uɾˈuʃnɪ
ئوقۇيدۇ	oqˈujdu
ئىنگىلىزچە	ˌɪnɡɪlˈɪzt͡ʃæ
شېئىرىي	ʃeˈɪɾɪj
تەتقىقاتلار	tˌætqɪqˈɑtlɑr
سۇنىڭ	sˈunɪŋ
قۇرۇلمىسىنى	qˌuɾulmɪsˈɪnɪ
باشلىقى	bɑʃlˈɪqɪ
قاتكۆك	qˈɑtkœk
قوراللىق	qoɾˈɑllɪq
ئەنگىلىيە	ˌænɡɪlˈɪjæ
شىركەتلەر	ʃɪrkˈætlær
قانۇنغا	qɑnˈunʁɑ
ئورۇنلاردىن	ˌoɾunlˈɑrdɪn
روھىي	rˈohɪj
نۇرغۇنلىغان	nˌurʁunlˈɪʁɑn
خەلقى	χˈælqɪ
تۈرتكىلىك	tyrtkˈɪlɪk
چىقىشنى	t͡ʃɪqˈɪʃnɪ
ئىشلىدى	ɪʃlˈɪdɪ
ئاچچىق	ˈɑt͡ʃt͡ʃɪq
خوتەنىينىڭ	χˌotænˈɪjnɪŋ
بارغان	bˈɑrʁɑn
ئالىملار	ɑlˈɪmlɑr
دېسە	dˈesæ
بەرمەيدۇ	bærmˈæjdu
ئۇيغۇرلاردىن	ˌujʁurlˈɑrdɪn
غەربكىچە	ʁærbkˈɪt͡ʃæ
داستىخان	dɑstˈɪχɑn
پۇرسەتتىن	pursˈættɪn
داۋام	dˈɑwɑm
خاتىرىلەنگەن	χˌɑtɪɾɪlˈænɡæn
پۈتتۈرگەن	pyttˈyrɡæn
پارسچە	pˈɑrst͡ʃæ
رەھمەتۇللا	rˌæhmætˈullɑ
ئارىلىقىدا	ˌɑɾɪlɪqˈɪdɑ
قوللىشىغا	qˌollɪʃˈɪʁɑ
تاقابىل	tɑqˈɑbɪl
پارلاق	pˈɑrlɑq
زاپىسى	zɑpˈɪsɪ
كاتولىك	kɑtˈolɪk
ئوتلاق	ˈotlɑq
قۇمۇل	qˈumul
ئەركەك	ˈærkæk
ئويۇن	ˈojun
كەچلىك	kˈæt͡ʃlɪk
موڭغۇللارنىڭ	mˌoŋʁullˈɑrnɪŋ
مەسىلە	mæsˈɪlæ
كېڭىشى	keŋˈɪʃɪ
ئىشىك	ˈɪʃɪk
پەرھات	pˈærhɑt
تېكىن	tˈekɪn
ئىچىدىلا	ˌɪt͡ʃɪdˈɪlɑ
قەيەردە	qæjˈærdæ
شەھىرىنى	ʃˌæhɪɾˈɪnɪ
ھاجىتى	hɑd͡ʒˈɪtɪ
ھەمكارلىشىپ	hˌæmkɑrlˈɪʃɪp
چىققاندىن	t͡ʃɪqqˈɑndɪn
قۇملۇق	qˈumluq
گەپلەرنى	ɡæplˈærnɪ
تۈركلەرنىڭ	tyrklˈærnɪŋ
پىسخىك	pˈɪsχɪk
كۈلكىلىك	kylkˈɪlɪk
قايتۇرۇپ	qɑjtˈuɾup
يەھۇدىي	jæhˈudɪj
نۇسخىسى	nusχˈɪsɪ
تەتقىقاتچى	tˌætqɪqˈɑtt͡ʃɪ
داۋاملاشتۇرۇش	dˌɑwɑmlɑʃtˈuɾuʃ
تەسىر	tˈæsɪr
يولىنىڭ	jolˈɪnɪŋ
تىزىمغا	tɪzˈɪmʁɑ
بۆلۈپ	bˈœlyp
ئالدىن	ˈɑldɪn
تۇپراققا	tuprˈɑqqɑ
روشەن	rˈoʃæn
تەرەپ	tˈæɾæp
خەنسۇچە	χænsˈut͡ʃæ
يېمەكلىك	jemˈæklɪk
مىكرو	mˈɪkro
پۇلىنى	pulˈɪnɪ
غەربىي	ʁˈærbɪj
پايدىلىنىش	pˌɑjdɪlˈɪnɪʃ
پەتىۋا	pætˈɪwɑ
قويۇلغان	qojˈulʁɑn
قوغلاپ	qˈoʁlɑp
توغرىسىدىكى	tˌoʁrɪsɪdˈɪkɪ
سالدى	sˈɑldɪ
مەھسۇلاتلىرى	mˌæhsulɑtlˈɪɾɪ
ئوتنى	ˈotnɪ
بۇنىڭدا	bunˈɪŋdɑ
يەنىمۇ	jænˈɪmu
جەنۇبىدىكى	d͡ʒˌænubɪdˈɪkɪ
ھالغا	hˈɑlʁɑ
نىمە	nˈɪmæ
ئەلا	ˈælɑ
تاۋۇشلار	tɑwˈuʃlɑr
ئېيتىلغان	ejtˈɪlʁɑn
قىلىشىدۇ	qˌɪlɪʃˈɪdu
بىلەنلا	bɪlˈænlɑ
قۇرۇلۇشلىرى	qˌuɾuluʃlˈɪɾɪ
بايرىمى	bɑjrˈɪmɪ
تارىخقا	tɑɾˈɪχqɑ
مۇھاكىمە	mˌuhɑkˈɪmæ
مۇسۇلمانلارغا	mˌusulmɑnlˈɑrʁɑ
قىرغىز	qˈɪrʁɪz
تۇتقۇن	tˈutqun
ئادەتتىكى	ˌɑdættˈɪkɪ
بىز	bˈɪz
دۇنياسىدا	dˌunjɑsˈɪdɑ
بولغانلىقتىن	bˌolʁɑnlˈɪqtɪn
يېڭى	jˈeŋɪ
ئىمتىھان	ɪmtˈɪhɑn
بۇلۇش	bˈuluʃ
قاراشلىرىنى	qˌɑɾɑʃlɪɾˈɪnɪ
ئۆتىشى	œtˈɪʃɪ
داموللام	dɑmˈollɑm
نەرسىنى	nærsˈɪnɪ
ئايرىپ	ˈɑjrɪp
دوتەي	dˈotæj
بىلىم	bˈɪlɪm
ئىتتىپاقى	ˌɪttɪpˈɑqɪ
شامال	ʃˈɑmɑl
زەھەرلىك	zæhˈærlɪk
قەدىمكى	qædˈɪmkɪ
يېتىپ	jˈetɪp
خەلقىگە	χælqˈɪɡæ
كېتىپ	kˈetɪp
بانكا	bˈɑnkɑ
توغرالغان	toʁrˈɑlʁɑn
بەدىنى	bædˈɪnɪ
خاقان	χˈɑqɑn
كەم	kˈæm
ئاساسىنى	ˌɑsɑsˈɪnɪ
يا	jˈɑ
ئوكيان	ˈokjɑn
تەڭكەش	tˈæŋkæʃ
يوقتۇر	jˈoqtur
ئوبرازىنى	ˌobrɑzˈɪnɪ
ھەقىقىي	hæqˈɪqɪj
موڭغۇلچە	moŋʁˈult͡ʃæ
تىللىرىنى	tˌɪllɪɾˈɪnɪ
ھېكايە	hekˈɑjæ
ھەتتا	hˈættɑ
جەنۇب	d͡ʒˈænub
سۈپەت	sˈypæt
ئالاقىلىشىش	ˌɑlɑqɪlˈɪʃɪʃ
كومپيوتېر	kompjˈoter
ئۇرۇشىدا	ˌuɾuʃˈɪdɑ
يۇقىرىدا	jˌuqɪɾˈɪdɑ
مىنگونىڭ	mɪnɡˈonɪŋ
ئورۇنغا	oɾˈunʁɑ
ئەمەلىي	æmˈælɪj
ئەپۇ	ˈæpu
بولىسىز	bolˈɪsɪz
چەك	t͡ʃˈæk
كېرەكلىك	keɾˈæklɪk
جۇ	d͡ʒˈu
نىشانى	nɪʃˈɑnɪ
سىرتقى	sˈɪrtqɪ
تىبەت	tˈɪbæt
بۈگۈنكى	byɡˈynkɪ
تۈمەن	tˈymæn
ساقلاشقا	sɑqlˈɑʃqɑ
ئوغلىنىڭ	oʁlˈɪnɪŋ
خەۋەر	χˈæwær
يېزىپ	jˈezɪp
بىزنىڭ	bˈɪznɪŋ
دۆلەتتە	dœlˈættæ
ئائىلىسىگە	ˌɑɪlɪsˈɪɡæ
تۇغۇت	tˈuʁut
ھەممىمىز	hæmmˈɪmɪz
دېمەك	dˈemæk
ئەسەرلەرنى	ˌæsærlˈærnɪ
ئىلاھى	ɪlˈɑhɪ
