เกลือก	klɯa̯k̚˨˩
เพลโต	pʰleː˧.toː˥˩
การลาออก	kaːn˧.laː˧.ʔɔːk̚˨˩
โปรแกรม	proː˧.krɛm˧
ปัสสาวะ	pat̚˨˩.saː˩˩˦.waʔ˦˥
ร้านขายยา	raːn˦˥.kʰaːj˩˩˦.jaː˧
เวจมรรค	wet̚˦˥.t͡ɕa˨˩.mak̚˦˥
การชิงทรัพย์	kaːn˧.t͡ɕʰiŋ˧.sap̚˦˥
เสื่อม	sɯa̯m˨˩
ปรารถนา	praːt̚˨˩.tʰa˨˩.naː˩˩˦
ถึง	tʰɯŋ˩˩˦
คอนญัก	kʰɔːn˧.jak̚˦˥
ฉี่	t͡ɕʰiː˨˩
คลุก	kʰluk̚˦˥
ราง	raːŋ˧
คุ	kʰuʔ˦˥
ตงฟาง	toŋ˧.faːŋ˧
พีช	pʰiːt͡ɕʰ˦˥,pʰiːt̚˦˥
อุตรดิตถ์	ʔut̚˨˩.ta˨˩.ra˦˥.dit̚˨˩,ʔut̚˨˩.ta˧.ra˧.dit̚˨˩
การเล่นลิ้น	kaːn˧.len˥˩.lin˦˥
ออริกอน	ʔɔː˧.ri˦˥.kɔn˥˩
อินทผลัม	ʔin˧.tʰa˦˥.pʰa˨˩.lam˧
อุรค	ʔu˨˩.rok̚˦˥
กาแฟเย็น	kaː˧.fɛː˧.jen˧
บาลี	baː˧.liː˧
พันธมิตร	pʰan˧.tʰa˦˥.mit̚˦˥
มะระ	ma˦˥.raʔ˦˥
คฑากร	kʰa˦˥.tʰaː˧.kɔːn˧
โกฏิ	koːt̚˨˩
โย่ง	joːŋ˥˩
วัง	waŋ˧
เลสเบียน	leːs˦˥.bia̯n˥˩
แซมเบีย	sɛːm˧.bia̯˧
ดอกทอง	dɔːk̚˨˩.tʰɔːŋ˧
กระโดดร่ม	kra˨˩.doːt̚˨˩.rom˥˩
อุตส่าห์	ʔut̚˨˩.saː˨˩
ห่วย	hua̯j˨˩
พันฦก	pʰan˧.lɯk̚˦˥
อาติโช๊ค	ʔaː˧.ti˨˩.t͡ɕʰoːk̚˦˥
แบงค์	bɛŋ˦˥
แตด	tɛːt̚˨˩
เม็กซิโก	mek̚˦˥.si˦˥.koː˧
แปร	prɛː˧
หมองูตายเพราะงู	mɔː˩˩˦.ŋuː˧.taːj˧.pʰrɔʔ˦˥.ŋuː˧
มัธยฐาน	mat̚˦˥.tʰa˦˥.ja˦˥.tʰaːn˩˩˦
ตามใจ	taːm˧.t͡ɕaj˧
ลูกสาว	luːk̚˥˩.saːw˩˩˦
ต่างประเทศ	taːŋ˨˩.pra˨˩.tʰeːt̚˥˩
จิ้งจก	t͡ɕiŋ˥˩.t͡ɕok̚˨˩
สิ่งพิมพ์เผยแพร่	siŋ˨˩.pʰim˧.pʰɤːj˩˩˦.pʰrɛː˥˩
สลับ	sa˨˩.lap̚˨˩
เวท	weːt̚˥˩
สี่สิบ	siː˨˩.sip̚˨˩
ความยาวเส้นรอบวง	kʰwaːm˧.jaːw˧.sen˥˩.rɔːp̚˥˩.woŋ˧
ความควบคุม	kʰwaːm˧.kʰua̯p̚˥˩.kʰum˧
คูหา	kʰuː˧.haː˩˩˦
หมก	mok̚˨˩
ไชย	t͡ɕʰaj˧
ไหล่ทวีป	laj˨˩.tʰa˦˥.wiːp̚˥˩
ฟลุต	flut̚˦˥
มนุษย์ป้า	ma˦˥.nut̚˦˥.paː˥˩
ข้อเท็จจริง	kʰɔː˥˩.tʰet̚˦˥.t͡ɕiŋ˧
มักกะลีผล	mak̚˦˥.ka˨˩.liː˧.pʰon˩˩˦
สด	sot̚˨˩
ทรัพยากร	sap̚˦˥.pʰa˦˥.jaː˧.kɔːn˧
นิวแฮมป์เชียร์	niw˧.hɛm˧.t͡ɕʰia̯˧
กองกำลัง	kɔːŋ˧.kam˧.laŋ˧
ดินเหนียว	din˧.nia̯w˩˩˦
ฉวย	t͡ɕʰua̯j˩˩˦
การอำนวย	kaːn˧.ʔam˧.nua̯j˧
การชัก	kaːn˧.t͡ɕʰak̚˦˥
อุบาย	ʔu˨˩.baːj˧
เทป	tʰeːp̚˦˥
เยี่ยมเยียน	jia̯m˥˩.jia̯n˧
ตั้งชื่อ	taŋ˥˩.t͡ɕʰɯː˥˩
สรง	soŋ˩˩˦
ขนเพชร	kʰon˩˩˦.pʰet̚˦˥
เรือนตะเกียง	rɯa̯n˧.ta˨˩.kia̯ŋ˧
วาณิช	waː˧.nit̚˦˥
บังกะโล	baŋ˧.ka˨˩.loː˧
ดรัมเมเยอร์	dram˧.meː˧.jɤː˥˩
กังหันน้ำ	kaŋ˧.han˩˩˦.naːm˦˥
บถ	bot̚˨˩
ผีขนุน	pʰiː˩˩˦.kʰa˨˩.nun˩˩˦
เป๊ปซี่	pep̚˦˥.siː˥˩
ยาปฏิชีวนะ	jaː˧.pa˨˩.ti˨˩.t͡ɕʰiː˧.wa˦˥.naʔ˦˥
ชิงทรัพย์	t͡ɕʰiŋ˧.sap̚˦˥
บึงกาฬ	bɯŋ˧.kaːn˧
แถลงการณ์	tʰa˨˩.lɛːŋ˩˩˦.kaːn˧
จักรเย็บ	t͡ɕak̚˨˩.jep̚˦˥
เกาะ	kɔʔ˨˩
คู่ผัวตัวเมีย	kʰuː˥˩.pʰua̯˩˩˦.tua̯˧.mia̯˧
เขย	kʰɤːj˩˩˦
เทียม	tʰia̯m˧
พาลาเดียม	pʰaː˧.laː˧.dia̯m˥˩
วิกิตำรา	wi˦˥.ki˨˩.tam˧.raː˧
เศร้า	saw˥˩
วันนี้	wan˧.niː˦˥
อัยการ	ʔaj˧.ja˦˥.kaːn˧
อุลิด	ʔu˨˩.lit̚˦˥
หรีด	riːt̚˨˩
เส้นประสาท	sen˥˩.pra˨˩.saːt̚˨˩
ปอร์โตแปรงซ์	pɔː˧.toː˧.prɛŋ˦˥
ลิเบีย	li˦˥.bia̯˧
โทรศัพท์	tʰoː˧.ra˦˥.sap̚˨˩
เคี่ยว	kʰia̯w˥˩
เชยีงใหม	t͡ɕʰia̯ŋ˧.maj˨˩
ถ้ำมอง	tʰam˥˩.mɔːŋ˧
โมเพด	moː˧.pʰet̚˨˩
โพธิสัตว์	pʰoː˧.tʰi˦˥.sat̚˨˩
ละลาย	la˦˥.laːj˧
สุภา	su˨˩.pʰaː˧
เมืองหลวง	mɯa̯ŋ˧.lua̯ŋ˩˩˦
กสิ	ka˨˩.siʔ˨˩
อากร	ʔaː˧.kɔːn˧
ย่อม	jɔm˥˩
สรีรวิทยา	sa˨˩.riː˧.ra˦˥.wit̚˦˥.tʰa˦˥.jaː˧
ละเลง	la˦˥.leːŋ˧
กร่อย	krɔj˨˩
เบญจมาศ	beːn˧.t͡ɕa˨˩.maːt̚˥˩
ล่ำสัน	lam˥˩.san˩˩˦
เฟือย	fɯa̯j˧
เริ่ด	rɤːt̚˥˩
โรฮีนจา	roː˧.hiːn˧.t͡ɕaː˧
นักเต้น	nak̚˦˥.ten˥˩
เปอร์เซีย	pɤː˧.sia̯˧
แรงเสียดทาน	rɛːŋ˧.sia̯t̚˨˩.tʰaːn˧
หมอลำ	mɔː˩˩˦.lam˧
อายัด	ʔaː˧.jat̚˦˥
นางรม	naːŋ˧.rom˧
เลือกปฏิบัติ	lɯa̯k̚˥˩.pa˨˩.ti˨˩.bat̚˨˩
เมือง	mɯa̯ŋ˧
เรียม	ria̯m˧
เรือเหาะ	rɯa̯˧.hɔʔ˨˩
หีบ	hiːp̚˨˩
การรัก	kaːn˧.rak̚˦˥
ดิสโก	dis˦˥.koː˥˩
อภิเษก	ʔa˨˩.pʰi˦˥.seːk̚˨˩
รูปถ่าย	ruːp̚˥˩.tʰaːj˨˩
นักขี่ม้า	nak̚˦˥.kʰiː˨˩.maː˦˥
ปืนครก	pɯːn˧.kʰrok̚˦˥
การนิมิต	kaːn˧.ni˦˥.mit̚˦˥
เต้าหู้	taw˥˩.huː˥˩
แด่	dɛː˨˩
คอร์นวอลล์	kʰɔːn˧.wɔːl˧
ระกาศก	ra˦˥.kaː˧.sok̚˨˩
กอง	kɔːŋ˧
สมน้ำหน้า	som˩˩˦.nam˦˥.naː˥˩
ไซร้	saj˦˥
เด็กอนามัย	dek̚˨˩.ʔa˨˩.naː˧.maj˧
การบาน	kaːn˧.baːn˧
ลิงโลด	liŋ˧.loːt̚˥˩
สตรอเบอร์รี่	sa˨˩.trɔː˧.bɤː˧.riː˥˩
ดับบลิว	dap̚˨˩.bliw˧
เจริญพร	t͡ɕa˨˩.rɤːn˧.pʰɔːn˧
ญ	jɔː˧
สี่สิบแปด	siː˨˩.sip̚˨˩.pɛːt̚˨˩
หวล	hua̯n˩˩˦
แปล	plɛː˧
หวด	hua̯t̚˨˩
อายุวัฒนะ	ʔaː˧.ju˦˥.wat̚˦˥.tʰa˦˥.naʔ˦˥
วอร์ซอ	wɔː˧.sɔː˧
ยี่สิบเจ็ด	jiː˥˩.sip̚˨˩.t͡ɕet̚˨˩
ออกหน้าออกตา	ʔɔːk̚˨˩.naː˥˩.ʔɔːk̚˨˩.taː˧
สำส่อน	sam˩˩˦.sɔn˨˩
ครอบคลุม	kʰrɔːp̚˥˩.kʰlum˧
ภาพลักษณ์	pʰaːp̚˥˩.lak̚˦˥
ร่อน	rɔːn˥˩
รูทีเนียม	ruː˧.tʰiː˧.nia̯m˥˩
ญวน	jua̯n˧
ข้อเท้า	kʰɔː˥˩.tʰaːw˦˥
ผลไม้	pʰon˩˩˦.la˦˥.maːj˦˥
ดูไบ	duː˧.baj˧
ชีวิตชีวา	t͡ɕʰiː˧.wit̚˦˥.t͡ɕʰiː˧.waː˧
การ์ด	kaːt̚˦˥
ยุทธการ	jut̚˦˥.tʰa˦˥.kaːn˧
กระจง	kra˨˩.t͡ɕoŋ˧
อ๊บ	ʔop̚˦˥
กะโถน	ka˨˩.tʰoːn˩˩˦
แนะ	nɛʔ˦˥
แนวคิด	nɛːw˧.kʰit̚˦˥
ศตวรรษ	sat̚˨˩.ta˨˩.wat̚˦˥,sa˨˩.ta˨˩.wat̚˦˥
แน่แก่ใจ	nɛː˥˩.kɛː˨˩.t͡ɕaj˧
ตำหนัก	tam˧.nak̚˨˩
พิมเสน	pʰim˧.seːn˩˩˦
การแก้ไขเพิ่มเติม	kaːn˧.kɛː˥˩.kʰaj˩˩˦.pʰɤːm˥˩.tɤːm˧
ข้าวหลาม	kʰaːw˥˩.laːm˩˩˦
ตุ่นปากเป็ด	tun˨˩.paːk̚˨˩.pet̚˨˩
ช้อนชา	t͡ɕʰɔːn˦˥.t͡ɕʰaː˧
ฟิสิกส์	fi˦˥.sik̚˨˩
ทะนาน	tʰa˦˥.naːn˧
จำวัด	t͡ɕam˧.wat̚˦˥
นบ	nop̚˦˥
เจาะ	t͡ɕɔʔ˨˩
หวย	hua̯j˩˩˦
หน้าเป็น	naː˥˩.pen˧
หย่อน	jɔn˨˩
ตัวอ่อน	tua̯˧.ʔɔːn˨˩
ประหลาด	pra˨˩.laːt̚˨˩
ยุง	juŋ˧
ฝุ่นละออง	fun˨˩.la˦˥.ʔɔːŋ˧
ไม้โท	maj˦˥.tʰoː˧,maːj˦˥.tʰoː˧
นวนิยาย	na˦˥.wa˦˥.ni˦˥.jaːj˧
แมลงปอ	ma˦˥.lɛːŋ˧.pɔː˧
โพรง	pʰroːŋ˧
มั่ง	maŋ˥˩
กล้องโทรทรรศน์	klɔŋ˥˩.tʰoː˧.ra˦˥.tʰat̚˦˥
เจ้าพนักงาน	t͡ɕaːw˥˩.pʰa˦˥.nak̚˦˥.ŋaːn˧
วันนั้นของเดือน	wan˧.nan˦˥.kʰɔːŋ˩˩˦.dɯa̯n˧
ประธานาธิบดี	pra˨˩.tʰaː˧.naː˧.tʰi˦˥.bɔː˧.diː˧,pra˨˩.tʰaː˧.naː˧.tʰip̚˦˥.bɔː˧.diː˧
ทุ่มตลาด	tʰum˥˩.ta˨˩.laːt̚˨˩
การบูร	kaː˧.ra˦˥.buːn˧
ภูมิอากาศ	pʰuːm˧.mi˦˥.ʔaː˧.kaːt̚˨˩,pʰuː˧.mi˦˥.ʔaː˧.kaːt̚˨˩
กระเพา	kra˨˩.pʰaw˧
อดุลยเดช	ʔa˨˩.dun˧.ja˦˥.deːt̚˨˩,ʔa˨˩.dun˧.la˦˥.ja˦˥.deːt̚˨˩
นักโต้คลื่น	nak̚˦˥.toː˥˩.kʰlɯːn˥˩
มาตาธิปไตย	maː˧.taː˧.tʰi˦˥.pa˨˩.taj˧,maː˧.taː˧.tʰip̚˦˥.pa˨˩.taj˧
แม้ว	mɛw˦˥,mɛːw˦˥
สมาชิกภาพ	sa˨˩.maː˧.t͡ɕʰik̚˦˥.ka˨˩.pʰaːp̚˥˩
ทราก	saːk̚˥˩
เมลเบิร์น	mel˧.bɤːn˧
แทนซาเนีย	tʰɛːn˧.saː˧.nia̯˧
ระบบหายใจ	ra˦˥.bop̚˨˩.haːj˩˩˦.t͡ɕaj˧
ตลาดนัด	ta˨˩.laːt̚˨˩.nat̚˦˥
งัด	ŋat̚˦˥
สำรอง	sam˩˩˦.rɔːŋ˧
หน้าแรก	naː˥˩.rɛːk̚˥˩
แกมเบีย	kɛːm˧.bia̯˧
เออร์เบียม	ʔɤː˧.bia̯m˥˩
หลอมเหลว	lɔːm˩˩˦.leːw˩˩˦
แบเรียม	bɛː˧.ria̯m˥˩
อินซูลิน	ʔin˧.suː˧.lin˧
ประวัติการ	pra˨˩.wat̚˨˩.kaːn˧,pra˨˩.wat̚˨˩.ti˨˩.kaːn˧
เดี๋ยวเดียว	dia̯w˩˩˦.dia̯w˧
เคาน์เตส	kʰaw˦˥.tes˦˥
อ้อย	ʔɔj˥˩
นครนายก	na˦˥.kʰɔːn˧.naː˧.jok̚˦˥
ฟรี	friː˧
บกพร่อง	bok̚˨˩.pʰrɔŋ˥˩
โคโซโว	kʰoː˧.soː˧.woː˧
ชีวประวัติ	t͡ɕʰiː˧.wa˦˥.pra˨˩.wat̚˨˩
คล่อง	kʰlɔŋ˥˩
ขบวร	kʰa˨˩.bua̯n˧
ไร	raj˧
ดุษฎี	dut̚˨˩.sa˨˩.diː˧
สารส้ม	saːn˩˩˦.som˥˩
เข้าเฝ้ายมบาล	kʰaw˥˩.faw˥˩.jom˧.ma˦˥.baːn˧
มวยโบราณ	mua̯j˧.boː˧.raːn˧
ตน	ton˧
ส้ม	som˥˩
ตกเขียว	tok̚˨˩.kʰia̯w˩˩˦
ห้ำหั่น	ham˥˩.han˨˩
จัดไป	t͡ɕat̚˨˩.paj˧
อาร์เจนตินา	ʔaː˧.t͡ɕeːn˧.ti˨˩.naː˥˩
แม่หยัวเมือง	mɛː˥˩.jua̯˩˩˦.mɯa̯ŋ˧
เทพย์	tʰeːp̚˥˩
นางตะเคียน	naːŋ˧.ta˨˩.kʰia̯n˧
ย้วย	jua̯j˦˥
วน	won˧
แกรด	krɛːt̚˦˥
กบเลือกนาย	kop̚˨˩.lɯa̯k̚˥˩.naːj˧
คอมพิวเตอร์	kʰɔm˧.pʰiw˦˥.tɤː˥˩,kʰɔm˧.pʰiw˧.tɤː˥˩
ซวย	sua̯j˧
กาด	kaːt̚˨˩
เสมหะ	seːm˩˩˦.haʔ˨˩
พูลสวัสดิ์	pʰuːn˧.sa˨˩.wat̚˨˩
เด็ดขาด	det̚˨˩.kʰaːt̚˨˩
โตโก	toː˧.koː˧
เหน็บหนาว	nep̚˨˩.naːw˩˩˦
ยูเทิร์น	juː˧.tʰɤːn˧
สถิต	sa˨˩.tʰit̚˨˩
กร่าง	kraːŋ˨˩
หมุด	mut̚˨˩
รูม่านตา	ruː˧.maːn˥˩.taː˧
เสร็จนาฆ่าโคถึก	set̚˨˩.naː˧.kʰaː˥˩.kʰoː˧.tʰɯk̚˨˩
น้ำยาล้างจาน	nam˦˥.jaː˧.laːŋ˦˥.t͡ɕaːn˧
ปัญญา	pan˧.jaː˧
ฉัตร	t͡ɕʰat̚˨˩,t͡ɕʰat̚˨˩.tra˨˩.,t͡ɕʰat̚˨˩.
แจ้ง	t͡ɕɛːŋ˥˩
โดนัท	doː˧.nat̚˦˥
หมู	muː˩˩˦
โยคะ	joː˧.kʰaʔ˦˥
หนังสือการ์ตูน	naŋ˩˩˦.sɯː˩˩˦.kaː˧.tuːn˧
ยวบ	jua̯p̚˥˩
ฐ	tʰɔː˩˩˦
รุงรัง	ruŋ˧.raŋ˧
ชวร	t͡ɕʰua̯n˧
จรจัด	t͡ɕɔːn˧.t͡ɕat̚˨˩
ไทเทเนียม	tʰaj˧.tʰeː˧.nia̯m˥˩
พา	pʰaː˧
กระซู่	kra˨˩.suː˥˩
พรุ	pʰruʔ˦˥
แลนทานัม	lɛːn˧.tʰaː˧.nam˥˩,lɛn˧.tʰaː˧.nam˥˩
ชมพู	t͡ɕʰom˧.pʰuː˧
มุ่งหน้า	muŋ˥˩.naː˥˩
อสุรกาย	ʔa˨˩.su˨˩.ra˦˥.kaːj˧
ลูกอม	luːk̚˥˩.ʔom˧
บิล	bin˧
ครับ	kʰrap̚˦˥
ตู	tuː˧
ข้าวโพดอ่อน	kʰaːw˥˩.pʰoːt̚˥˩.ʔɔːn˨˩
เว้นแต่	wen˦˥.tɛː˨˩
เอกพจน์	ʔeːk̚˨˩.ka˨˩.pʰot̚˦˥
เนื้อร้อง	nɯa̯˦˥.rɔːŋ˦˥
การวิ่ง	kaːn˧.wiŋ˥˩
สารประกอบ	saːn˩˩˦.pra˨˩.kɔːp̚˨˩
เพิง	pʰɤːŋ˧
สะโพก	sa˨˩.pʰoːk̚˥˩
ที่หนึ่ง	tʰiː˥˩.nɯŋ˨˩
นักปรัชญา	nak̚˦˥.prat̚˨˩.jaː˧
ขันที	kʰan˩˩˦.tʰiː˧
ภิกขุ	pʰik̚˦˥.kʰuʔ˨˩
มัชฌิม	mat̚˦˥.t͡ɕʰim˧
บันดาร์เสรีเบกาวัน	ban˧.daː˧.seː˩˩˦.riː˧.beː˧.kaː˧.wan˧
ที่ทำการ	tʰiː˥˩.tʰam˧.kaːn˧
อุกฉกรรจ์	ʔuk̚˨˩.t͡ɕʰa˨˩.kan˧
ชะเอม	t͡ɕʰa˦˥.ʔeːm˧
ลูกทุ่ง	luːk̚˥˩.tʰuŋ˥˩
ความแซ่บ	kʰwaːm˧.sɛp̚˥˩
เสย	sɤːj˩˩˦
หัวดี	hua̯˩˩˦.diː˧
พิจารณ์	pʰi˦˥.t͡ɕaːn˧
ประพฤติ	pra˨˩.pʰrɯt̚˦˥,pra˨˩.pʰrɯt̚˦˥.ti˨˩.
กินทิ้งกินขว้าง	kin˧.tʰiŋ˦˥.kin˧.kʰwaːŋ˥˩
เพียบ	pʰia̯p̚˥˩
แบบฝึกหัด	bɛːp̚˨˩.fɯk̚˨˩.hat̚˨˩
ประมูล	pra˨˩.muːn˧
ส่วนตัว	sua̯n˨˩.tua̯˧
โทสะ	tʰoː˧.saʔ˨˩
รำงับ	ram˧.ŋap̚˦˥
ซักรีด	sak̚˦˥.riːt̚˥˩
หนังใหญ่	naŋ˩˩˦.jaj˨˩
ลมสุริยะ	lom˧.su˨˩.ri˦˥.jaʔ˦˥
ผักกาดก้านขาว	pʰak̚˨˩.kaːt̚˨˩.kaːn˥˩.kʰaːw˩˩˦
ต่อมไร้ท่อ	tɔm˨˩.raj˦˥.tʰɔː˥˩
การผงะ	kaːn˧.pʰa˨˩.ŋaʔ˨˩
กีตาร์	kiː˧.taː˥˩
ดวงใจ	dua̯ŋ˧.t͡ɕaj˧
ราชนาวี	raːt̚˥˩.t͡ɕʰa˦˥.naː˧.wiː˧
ถวายบังคม	tʰa˨˩.waːj˩˩˦.baŋ˧.kʰom˧
ฅ	kʰɔː˧
เข้มข้น	kʰem˥˩.kʰon˥˩
จัตวาศก	t͡ɕat̚˨˩.ta˨˩.waː˧.sok̚˨˩
เอ็ด	ʔet̚˨˩
การรักษา	kaːn˧.rak̚˦˥.saː˩˩˦
ฟอนต์	fɔn˦˥
บดี	bɔː˧.diː˧
อยาก	jaːk̚˨˩
ยมทูต	jom˧.ma˦˥.tʰuːt̚˥˩
ปอ	pɔː˧
เครื่องเซ่น	kʰrɯa̯ŋ˥˩.sen˥˩
มุง	muŋ˧
ลูกเธอ	luːk̚˥˩.tʰɤː˧
จาเมกา	t͡ɕaː˧.meː˧.kaː˥˩
แบน	bɛːn˧,bɛn˧
สองจิตสองใจ	sɔːŋ˩˩˦.t͡ɕit̚˨˩.sɔːŋ˩˩˦.t͡ɕaj˧
อาชีพ	ʔaː˧.t͡ɕʰiːp̚˥˩
กากกะรุน	kaːk̚˨˩.ka˨˩.run˧
แทตย์	tʰɛːt̚˥˩
สมุน	sa˨˩.mun˩˩˦
เอารัดเอาเปรียบ	ʔaw˧.rat̚˦˥.ʔaw˧.pria̯p̚˨˩
ลุก	luk̚˦˥
ตบ	top̚˨˩
ข้างใน	kʰaːŋ˥˩.naj˧
ติดใจ	tit̚˨˩.t͡ɕaj˧
โบลิเวีย	boː˧.li˦˥.wia̯˧
คำเตือน	kʰam˧.tɯa̯n˧
เนื้อ	nɯa̯˦˥
เสียงลือเสียงเล่าอ้าง	sia̯ŋ˩˩˦.lɯː˧.sia̯ŋ˩˩˦.law˥˩.ʔaːŋ˥˩
ปั๊ม	pam˦˥
หมู่เกาะมาร์แชลล์	muː˨˩.kɔʔ˨˩.maː˧.t͡ɕʰɛːl˧
จองกฐิน	t͡ɕɔːŋ˧.ka˨˩.tʰin˩˩˦
ควาญ	kʰwaːn˧
ตู้รถไฟ	tuː˥˩.rot̚˦˥.faj˧
สมส่วน	som˩˩˦.sua̯n˨˩
รัฐในอารักขา	rat̚˦˥.naj˧.ʔaː˧.rak̚˦˥.kʰaː˩˩˦
นิติ	ni˦˥.tiʔ˨˩
เต้ารับ	taw˥˩.rap̚˦˥
ผัดพริกขิง	pʰat̚˨˩.pʰrik̚˦˥.kʰiŋ˩˩˦
ยึกยัก	jɯk̚˦˥.jak̚˦˥
ชอปปิ้ง	t͡ɕʰɔp̚˦˥.piŋ˧
พักร้อน	pʰak̚˦˥.rɔːn˦˥
เดี๋ยวนี้	dia̯w˩˩˦.niː˦˥
ต่างเพศ	taːŋ˨˩.pʰeːt̚˥˩
ท่าเทียบเรือ	tʰaː˥˩.tʰia̯p̚˥˩.rɯa̯˧
พฤกษ์	pʰrɯk̚˦˥
เมี่ยงคำ	mia̯ŋ˥˩.kʰam˧
พินอิน	pʰin˧.ʔin˧
วาทะกรรม	waː˧.tʰa˦˥.kam˧
ชาเย็น	t͡ɕʰaː˧.jen˧
สรรพคุณ	sap̚˨˩.pʰa˦˥.kʰun˧
หวานใจ	waːn˩˩˦.t͡ɕaj˧
เกี่ยวกับ	kia̯w˨˩.kap̚˨˩
รัฐสภา	rat̚˦˥.tʰa˨˩.sa˨˩.pʰaː˧,rat̚˦˥.sa˨˩.pʰaː˧
ปลอดภาษี	plɔːt̚˨˩.pʰaː˧.siː˩˩˦
อาจ	ʔaːt̚˨˩
ตลิ่ง	ta˨˩.liŋ˨˩
สันดาบ	san˩˩˦.daːp̚˨˩
ทองหลาง	tʰɔːŋ˧.laːŋ˩˩˦
วาจา	waː˧.t͡ɕaː˧
ไฟหน้า	faj˧.naː˥˩
บ่อน้ำ	bɔː˨˩.naːm˦˥
การเสร่อ	kaːn˧.sa˨˩.rɤː˨˩
เสื้อชุด	sɯa̯˥˩.t͡ɕʰut̚˦˥
ซอบั้ง	sɔː˧.baŋ˥˩
ปี้	piː˥˩
ลงดาบ	loŋ˧.daːp̚˨˩
ความใจง่าย	kʰwaːm˧.t͡ɕaj˧.ŋaːj˥˩
กังฉิน	kaŋ˧.t͡ɕʰin˩˩˦
ปล่องควัน	plɔŋ˨˩.kʰwan˧
ผัน	pʰan˩˩˦
ป่าช้า	paː˨˩.t͡ɕʰaː˦˥
เพศ	pʰeːt̚˥˩
การลงแขก	kaːn˧.loŋ˧.kʰɛːk̚˨˩
นิ้ว	niw˦˥
อเนกรรถประโยค	ʔa˨˩.neː˧.kat̚˨˩.tʰa˨˩.pra˨˩.joːk̚˨˩
ฮาร์ตฟอร์ด	haːt̚˦˥.fɔːt̚˨˩
การยาตรา	kaːn˧.jaːt̚˥˩.traː˧
ปิดตาย	pit̚˨˩.taːj˧
การประเชิญ	kaːn˧.pra˨˩.t͡ɕʰɤːn˧
อธิบดี	ʔa˨˩.tʰip̚˦˥.bɔː˧.diː˧,ʔa˨˩.tʰi˦˥.bɔː˧.diː˧
สาด	saːt̚˨˩
คม	kʰom˧
เจอ	t͡ɕɤː˧
โศผะ	soː˩˩˦.pʰaʔ˨˩
ฟ้อน	fɔːn˦˥
รัฐบาล	rat̚˦˥.tʰa˨˩.baːn˧
วาเนเดียม	waː˧.neː˧.dia̯m˥˩
หนุ่มแน่น	num˨˩.nɛn˥˩
ว่าว	waːw˥˩,waw˥˩
ประชากร	pra˨˩.t͡ɕʰaː˧.kɔːn˧
กุมปันหยี	kum˧.pan˧.jiː˧
พก	pʰok̚˦˥
คำนิยาม	kʰam˧.ni˦˥.jaːm˧
ซุ่ม	sum˥˩
ยูกลีนา	juː˧.kliː˧.naː˥˩
เบ็ดเตล็ด	bet̚˨˩.ta˨˩.let̚˨˩
สังฆราช	saŋ˩˩˦.kʰa˦˥.raːt̚˥˩
คำนำ	kʰam˧.nam˧
อัด	ʔat̚˨˩
คำฟ้อง	kʰam˧.fɔːŋ˦˥
คน	kʰon˧
แกง	kɛːŋ˧
มะรุ	ma˦˥.ruʔ˦˥
การกระทำ	kaːn˧.kra˨˩.tʰam˧
ใจพระ	t͡ɕaj˧.pʰraʔ˦˥
การค้าประเวณี	kaːn˧.kʰaː˦˥.pra˨˩.weː˧.niː˧
เศรษฐี	seːt̚˨˩.tʰiː˩˩˦
โชคลาง	t͡ɕʰoːk̚˥˩.laːŋ˧
สมการเคมี	sa˨˩.ma˦˥.kaːn˧.kʰeː˧.miː˧
ยืดหยุ่น	jɯːt̚˥˩.jun˨˩
รักษ์	rak̚˦˥
ไทกอ	tʰaj˧.kɔː˧
กะทันหัน	ka˨˩.tʰan˧.han˩˩˦
ประทัด	pra˨˩.tʰat̚˦˥
ปฏิกูล	pa˨˩.ti˨˩.kuːn˧
สารละลาย	saːn˩˩˦.la˦˥.laːj˧
หนองคาย	nɔːŋ˩˩˦.kʰaːj˧
เวลา	weː˧.laː˧
สลอธ	sa˨˩.lɔt̚˦˥
ฮอลันดา	hɔː˧.lan˧.daː˧
คอนเนตทิคัต	kʰɔn˧.net̚˦˥.tʰi˦˥.kʰat̚˦˥
กูปรี	kuː˧.priː˧
แอ	ʔɛː˧
เล็บมือ	lep̚˦˥.mɯː˧
พระวรสาร	pʰra˦˥.wa˦˥.ra˦˥.saːn˩˩˦
ห้าเหลี่ยม	haː˥˩.lia̯m˨˩
ผ้าม่าน	pʰaː˥˩.maːn˥˩
หลักทรัพย์	lak̚˨˩.sap̚˦˥
ภาษาพูด	pʰaː˧.saː˩˩˦.pʰuːt̚˥˩
สังหารหมู่	saŋ˩˩˦.haːn˩˩˦.muː˨˩
นิศาบดี	ni˦˥.saː˩˩˦.bɔː˧.diː˧
ตู้ไปรษณีย์	tuː˥˩.praj˧.sa˨˩.niː˧
ผู้	pʰuː˥˩
การชี้แจง	kaːn˧.t͡ɕʰiː˦˥.t͡ɕɛːŋ˧
ซื้อของ	sɯː˦˥.kʰɔːŋ˩˩˦
โหราธิบดี	hoː˩˩˦.raː˧.tʰi˦˥.bɔː˧.diː˧,hoː˩˩˦.raː˧.tʰip̚˦˥.bɔː˧.diː˧
รับประกัน	rap̚˦˥.pra˨˩.kan˧
รายการ	raːj˧.kaːn˧
บาล	baːn˧
