гъогурыгъуазэ	ʁʷaɡʷrəʁʷaːza
гъутхьан	ʁʷətħaːn
ахъщэжъгъэй	aːχʃaʐʁaj
кӏэлэ	t͡ʃala
ишӏэхьан	jəʃʼaħaːn
дэфын	dafən
мэсэн	masan
онджэкъ	wand͡ʒaq
чэфын	t͡ʃafən
мыпытэ	məpəta
сэнэтхьапэ	sanatħaːpa
хьа	ħaː
тыгъун	təʁʷən
гъунэфын	ʁʷənafən
махъэ	maːχa
тэщтэу	taɕtəw
хъулъфыгъэ	χʷəɬfəʁa
гъэстын	ʁastən
мыдэ	məda
къоджэгъу	t͡ʃəɮaʁʷ
джэгогъу	d͡ʒaɡʷaʁʷ
зэгу	zaɡʷə
мэлхъогъ	malχʷaʁ
щхын	ɕxən
хьэпӏацӏэ	ħapʼaːt͡sʼa
жъугъэхэку	ʐʷəʁaxakʷ
зэӏукӏэн	zaʔʷət͡ʃʼan
къэбар	qabaːr
мыгъэ	maʁa
тӏысын	tʼəsən
зэпычын	zapəkʲən
гъэшӏыкӏэен	ʁaʃʼət͡ʃʼajan
уахътэ	waːχta
хэкъэхьын	xaqaħən
хьадэ	ħaːda
гъэпцӏэн	ʁapt͡sʼən
мые	məja
чӏэкӏын	t͡ʂʼat͡ʃʼən
бырыпх	pərəpx
шыукӏьытэн	ʃəwkʲʼətan
къэлапчъ	qalaːpt͡ʃ
цолъын	t͡ʃʷaɬən
кӏэтал	t͡ʃʼataːl
пшахъо	pʃaχʷa
зафэ	zaːfa
жьыуз	ʑəwz
къэлыдын	qaɮədən
дэхьэ	daħa
гуп	ɡʷəp
тегущыӏэн	tajɡʷəɕəʔan
бгъэгъакӏ	bʁaʁaːt͡ʃ
шэкэрыпс	ʃakʲarəps
быкӏу	bəkʷʼə
бэжъу	baʐʷ
псыкъу	psəqʷ
къашыкъхъурай	qaːʃəqχʷəraːj
бзэрэбзэн	bzarabzan
шынахьыжъ	ʃənaːħəʐ
джагъу	d͡ʒaʁʷ
пӏур	pʷʼər
чъыен	t͡ʂəjan
зэхъокӏын	zaχʷat͡ʃʼən
къуладжэ	qʷəɮaːd͡ʒa
хъоршэр	χʷarʃar
хьэлжъо	ħalʐʷa
чъыгыпкъы	t͡ʂəɣəpqə
хъонэн	χʷanan
чылэ	t͡ʃəɮa
кӏыхьэлыхьэ	t͡ʃʼəħaɮəħa
прилъэшъон	prəjɬaʃʷan
тхьаматэ	tħaːmaːta
хэӏуагъ	xaʔʷaʁ
шыу	ʃəw
цыгъон	t͡səʁʷan
гъэтӏысын	ʁatʼəsən
гъэпсын	ʁapsən
чӏэнэн	t͡ʃanan
ежьашъо	jaʑaːʂʷa
блырыбл	blərəbl
шъуаджэ	ʃʷaːd͡ʒa
ау	aːw
псэу	psaw
чӏылъэныкъу	t͡ʃəɬanəqʷ
егъэпхыгъ	xaʃʼaːʁ
хъои	χʷajə
къелэлэхын	qajɬaɬaxən
мэлахъо	malaːχʷa
хьантыкъуакъу	ħantəqʷaːqʷ
гьэгуалъэ	ɡʲaɡʷaːɬa
бэрэ	bara
хъяркӏэ	χəjaːrt͡ʃʼa
гунахь	ɡʷənaːħ
мэон	mawan
хэутын	xawtən
хэгъэгэжьын	xaʁanaʑən
епцӏыжьын	japt͡sʼəʑən
наныу	naːnəw
фэшӏ	faʃʼ
насыпынчъ	naːsəpənt͡ʂ
текӏэн	tajt͡ʃʼan
гъэкьэрэгъун	ʁakaraʁʷən
псыкӏэу	psət͡ʃʼaw
екӏэхын	jat͡ʃʼaxəm
чэтапэ	t͡ʃataːpa
къыӏупсын	qəʔʷəpsə
псышъуалъэ	psəʃʷaːɬa
ублапӏэ	wəbɮaːpʼa
ныбжьи	nəbʑə
джэн	d͡ʒan
гъэлыгъон	ʁaɮəʁʷan
джанкъылъыщ	d͡ʒaːnəɬəɕ
хъурай	χʷəraːj
ыунэхъун	ʁawnaχʷʁn
пкъышъолы	pqəʃʷalə
ӏэбжъанэ	ʔabʐaːna
бын	bən
мэбыбын	mabəbən
дэхьын	daħən
отыч	watət͡ʃ
хасэ	xaːsa
къэпсэн	qapsan
чэщтао	t͡ʃaɕtaːwa
шӏугъэ	ʃʷʼəʁa
кой	kʷaj
щыгъу	ɕəʁʷ
чӏэгъолъхьан	t͡ʃʼaʁʷaɬħaːn
тегъогъон	tajʁʷaʁʷan
къыхэущыкӏьын	qəxawɕəkʲʼən
мыгьыр	məɡʲər
бжъаб	bʐaːb
шъхьапсӏэ	ʂħaːpt͡sʼa
бэджэжъые	bad͡ʒaʐəja
чӏэшъутын	t͡ʂʼaʃʷtən
зэгожъын	zaɡʷaʐən
блэкӏьын	blakʲʼən
ко	kʷa
гухэкӏ	ɡʷəxat͡ʃʼ
шъоу	ʂʷaw
гъэкъэбзэн	ʁaqabzan
дзэлыкъуэбгъэ	dzaləqʷabʁa
зэготӏэпӏыкӏын	zaɡʷatʼapʼət͡ʃʼən
мэл	mal
гъэсэпэтхыдэ	ʁasapatxəda
тхьаумаф	tħawmaːf
пшӏы	pʃʼə
фэшӏкӏэ	faʃʼət͡ʃʼa
унэхъун	wənaχʷən
етӏагъо	jatʼaːʁʷa
къыпцӏэ	qəpt͡ʃa
джасэ	d͡ʒaːsa
жъышъхьэ	ʐəʂħa
пхъотэн	pχʷatan
хьакуако	ħakʷaːkʷa
пщыкъу	pɕəqʷə
пӏэкӏор	pʼakʷʼar
къепщэн	qajpɕan
ипэрэгъум	jəparaʁʷəm
чӏыпӏэ	t͡ʂʼəpʼa
бгъузагъ	bʁʷəzaːʁ
хэпэзэн	xapazan
шӏошӏ	ʃʷʼaʃʷ
фэшъуаш	faʃʷaːʃ
бзыуубыт	bzəwwəbət
плъыжьгьэф	pɬəʑɡʲaf
текьын	tajkʲən
енэкӏьэон	janakʲawan
махъушэчэтыу	maːχʷəʃakʲatəw
уцӏэлэн	wət͡sʼalan
тӏуазэ	tʷʼaːza
дыргу	dərɡʷ
пытӏэрын	pətʼarən
тегъэпсыхьан	tajʁapsəħaːn
мэгущыӏэн	maɡʷɕəʔan
чӏышъутын	t͡ʂʼəʃʷtən
тхьачэт	tħaːt͡ʃat
табэ	taːba
шӏогъэшӏэгъонын	ʃʷʼaʁaʃʼaʁʷan
дэигъэ	dajəʁa
хэкӏутэн	xakʷʼətan
еупцӏын	jawpt͡sʼən
уды	wədə
къуамэ	qʷaːma
данэ	daːna
къыпыщын	qəpəɕən
дэхьагъо	daħaːʁʷa
гъэсэхъуджэн	ʁasaχʷəd͡ʒan
мэкъамэ	maqaːma
телъэдэн	tajɬadan
тегъэпытахьын	tajʁapətaːħaːn
нэгушъо	naɡʷəʃʷa
лъэшэу	ɬaʃaw
бэщкъорэгъ	baɕqʷaraʁ
куашъо	kʷaːʃʷa
къегъэтӏыхын	qajʁatʼəxən
цӏыкӏуинтӏэ	t͡sʼəkʷʼəjntʼa
мэдрэр	madra
кӏочӏадж	kʷʼaːt͡ʂʼaːd͡ʒ
дэгъэптӏэн	daʁaptʼan
къыфифэн	qəfəjfan
быгъу	bəʁʷ
бжым	bʒəm
жьыгъэбыу	ʑəʁabəw
нэнау	nanaːw
лъэпкъгъэкӏод	ɬapqʁakʷʼad
щыгушӏукӏьын	ʃəɡʷəʃʷʼkʲʼən
кӏэлэхъу	t͡ʃʼaɮaχʷ
шӏухъогъон	ʃʷʼəχʷəʁʷan
гъэджыджэн	ʁad͡ʒəd͡ʒan
зары	zaːrə
къыкӏышын	qət͡ʃəʃən
тхьэкӏумэкӏэхьы	tħakʷʼmat͡ʃʼaħə
хэгъэкӏын	xaʁat͡ʃən
пщтын	pɕtən
дэгъэткӏон	daʁatkʷʼan
хэгъэщын	xaʁaɕən
лъэхьэ	ɬaħa
дэхэт	daxat
къэхьо	qaħwa
ӏэгуау	ʔaɡʷaːw
ежьэжьын	jaʑaʑən
коцы	kʷat͡sə
нэплъэгъу	napɬaʁʷ
блыпэ	bləpa
шӏокӏон	ʃʷʼakʷʼan
чӏэхьан	t͡ʂʼəħan
ӏулэлын	ʔʷəlalən
бжьэбын	bʑabən
ӏэпхъабэ	ʔapχaːba
теужъутхэн	tajʒʷəntxan
бжьэшх	bʑaʃx
макъэ	maːqa
къэкъушъун	qaqʷəʃʷən
мэкъу	maqʷ
пашъхьэ	paːʂħa
пщыкӏэ	pɕət͡ʃʼa
гъэпсэфыгъо	ʁapsafəʁʷa
кӏэнкӏэжъапхъэ	t͡ʃant͡ʃaʐaːpχa
хьарыпӏ	ħaːrəpʼ
шӏошӏухъунгъэ	ʃʷʼaʃʷʼχʷənʁa
тӏупщын	tʷʼəpɕən
ӏэтэчэн	ʔatat͡ʃan
хъупцӏ	χʷəpt͡sʼ
егъэсэн	jaʁasan
сыдэущтэу	sədawɕtaw
гъомыл	ʁʷaməɮ
мэжъутхэн	maʒʷətxan
пщыгъупшын	pɕəʁʷəpʃən
пкӏьэн	pkʲʼan
къиухын	qəjwxən
хэуӏэн	xawʔan
нану	naːnəw
жьыщэ	ʑəɕa
зэкӏэкӏон	zat͡ʃʼakʷʼan
ошъуапщэ	waʂʷaːpɕa
хъот	χʷat
джэгупӏэ	d͡ʒaɡʷəpʼa
амыщ	aːməɕ
къекӏэхын	qajt͡ʃʼaxəm
стаф	staːf
мэхъун	χʷən
брацэ	braːt͡sa
азыфагу	aːzəfaːɡʷ
чэу	t͡ʃʼaw
ипэтхьэмафэ	jəpatħamaːfa
мэхъшэбзыу	maχt͡ʃabzəw
шъхьэтехъу	ʂħatajχʷ
шъхьэӏужъу	ʂħaʔʷəʐʷ
бысым	bəsəm
делэ	dajla
щысэ	ɕəsa
инахэкӏэ	jənaːxat͡ʃʼa
жъамэ	ʐaːma
пӏуакӏэ	pʷʼaːt͡ʃa
лыргъужъ	lərʁʷəʐ
гощын	ɡʷaɕən
щыгъэгуфэн	ɕəʁaɡʷəfan
къыпылэлын	qəpəɮaɮən
бгъэжъ	bʁaʐ
гъэзэзэн	ʁazazan
чӏыплъ	t͡ʃəpɬ
мэуӏэн	mawʔan
къэугъоин	qawʁʷajən
жъун	ʐʷən
зэгоожьын	zaɡʷawaʑən
мэтӏыгъо	matəʁʷa
кӏэгъэгъожьын	t͡ʃʼaʁaʁʷaʑən
гыкӏын	ɣət͡ʃən
ахъчашъхь	aːχt͡ʃaːʂħ
хыкъо	xəqʷa
бэйкъогъуз	baːjqʷaʁʷəz
къожъ	qʷaʐ
заулэ	zaːwla
пышхэхьан	pəʃxaħaːn
енэсӏын	janasʼən
щэхъу	ɕaχʷ
хэнэжьын	xanaʑən
нычэпэ	nət͡ʃapa
унэчӏэгъ	wənat͡ʃʼaʁ
бгъунджырыкӏу	bʁʷənd͡ʒərəkʷʼ
жэхэплъэн	ʒaxapɬan
хъопсащэ	χʷapsaːɕa
лъапэ	ɬaːpa
ӏашэ	ʔaːʃa
урам	wraːm
удж	wəd͡ʒ
уарзэ	waːrza
илыягъ	jəɮəjaːʁ
чъыӏэ	t͡ʂəʔa
къарэ	qaːra
жъы	ʐə
гъэӏулэн	ʁaʔʷəlan
хьаплъэ	ħapɬa
лъэу	ɬaw
ныджы	nəd͡ʒə
шъхьэкӏэфэныгъ	ʂħat͡ʃʼafanəʁ
лъыгъачъэ	ɬəʁaːt͡ʂa
упчӏэн	wəpt͡ʃʼan
джэныкъохьаку	d͡ʒanəqʷaħaːkʷ
къещыхьэкӏын	qajɕaħat͡ʃʼən
едзын	jad͡ʒən
нэчэпэ	nat͡ʃapa
бжыхьапэ	bʒəħaːpa
шъутырэхьын	ʃʷətəraħən
ыгупэн	əɡʷəpan
пэ	pa
ӏэгъуапэ	ʔaʁʷaːpa
хъяр	χəjaːr
бгы	bɣə
бзыукӏэплъ	bzəwkʲapɬ
укӏэсын	wət͡ʃʼasan
къылъыкӏотэн	qəɬəkʷʼatan
гъэрэкӏо	ʁarakʷʼa
егъэжьапӏэ	jaʁaʑaːpʼa
тхъытхъын	ɡʷəzaʒʷan
шъхьэубат	ʂħawbaːt
мэмэхъэшэн	mamaχaʃan
лъэгуаджэ	ɬaɡʷaːd͡ʒa
отэр	watar
ахъчапс	aːχt͡ʃaːps
пэбжъакъо	pabʐaːqʷa
хэшъон	xaʂʷan
егъэусыен	ʁawsəjan
пыкӏьын	pəkʲʼən
куон	kʷəwan
акъыл	ʔaːqəl
лӏыжъыгъу	ɬʼəʐəʁʷ
бзылъфыгъэ	bzəlfəʁa
щэрэхъ	ɕaraχ
мыщыгъу	məɕəʁʷ
ачъэжъ	aːχt͡ʃaʐ
деджэгъу	dajd͡ʒaʁʷ
къуаджэ	qʷaːd͡ʒa
жэдэплъыхьан	ʒadapɬəħaːn
азэ	aːza
чэл	t͡ʃal
нет	najt
гъэтӏэпӏын	ʁatʼapʼən
шэкэр	ʃakʲar
щанэ	ɕaːna
дыухэр	dəwar
пыл	pəl
делагъэ	dajlaːʁa
жэкӏэф	ʒat͡ʃaf
гъэзэн	ʁazan
жэкӏагъу	ʒat͡ʃaːʁʷ
къоладжэ	qʷalaːd͡ʒa
бзэшӏэныгъ	bzaʃʼanəʁ
зэуалӏ	zawaːɬʼ
къуапцӏэ	qʷaːpt͡sʼa
дыджы	dəd͡ʒə
нэмысыпэу	naməsəpaw
мэзэгъэн	mazaʁan
жэрыӏу	ʒarəʔʷ
мэулэлэн	mawəlalan
хьаплъы	ħaːpɬə
къэрэбгъэ	qarabʁa
чӏыунэ	wnaːʂħa
чъэкӏыгъэ	t͡ʂat͡ʃʼəʁa
есэпэон	jasapawan
жакӏэ	ʒaːtʃʼa
амышӏэр	aːməʃʼar
апэрэ	aːpara
лъыхъун	ɬəχʷən
хъыжъэн	χəʐan
пчэндэхъу	pt͡ʃandaχʷ
абакъэ	aːbaːqa
къэунэ	qawəna
щыщынэн	ɕəɕənan
чэфыныпхъ	t͡ʃafənəpχ
гъэцэкӏэн	ʁat͡sat͡ʃan
нэпкъы	napqə
ужъунтхэн	wəʒʷəntxan
мэнэкъокъон	manaqʷaqʷan
чӏыгъыкӏэлъыбз	t͡ʃəʁət͡ʃaɬəbz
гъонлагъэ	ʁʷanɮaːʁa
бадэ	baːda
кӏьако	kʲʼaːkʷa
быдзып	bəd͡zəp
жъон	ʐʷan
гъэгъэн	maʁaʁan
ӏэплъэкӏ	ʔapɬat͡ʃ
гъугъэ	ʁʷəʁa
кьэтхъэн	kʲʼatχan
нэхай	naxaːj
хьэдрыхэтхьэ	ħadrəxatħa
орэд	warad
къэкӏыгъэхэр	qat͡ʃʼəʁaxar
зэгъэфэн	zaʁafan
гугъу	ɡʷəʁʷ
дэпкъы	dapqə
зэхэсыпӏэ	zaxasəpʼa
шъхьэузы	ʂħawəzə
деузэндын	dajwzandən
блэгъэкӏын	blaʁat͡ʃən
пыупкӏын	pəwpt͡ʃʼən
жъогъу	ʐʷaʁʷ
гумэкӏын	ɡʷəmat͡ʃən
тегъэткӏон	tajʁatkʷʼan
цугу	t͡ʃʷəɡʷ
шъхьэкӏафэ	ʂħat͡ʃʼaːfa
мэхъагьэ	maχaːɡʲa
цӏакӏэ	t͡sʼaːt͡ʃa
тары	taːrə
джамбырыугъазэ	d͡ʒaːmbərəwʁaːza
пцӏэун	pt͡sʼawəm
къэлэсэраи	qalasaraːjə
къэрэгъул	qaraʁʷəl
кӏэтал	kʲʼataːl
ришъун	rjəʃʷən
ачъэгъашъу	aːtʂaʁaːʂʷ
псэкӏод	psakʷʼad
чӏитхъун	t͡ʃʼəjtχʷən
бэлэрыгъ	balarəʁ
бэдзэрыкӏу	bad͡zarəkʷʼ
гъошэгь	ʁʷaʃaɡʲ
гъунгьэ	ʁʷənɡʲa
къэвкъаз	qafqaːz
пщын	pɕən
гъэупӏыцӏэн	ʁawpʼət͡sʼan
ӏунэн	ʔʷənan
упкӏэ	wəpt͡ʃʼa
жьыдзэ	ʑəd͡zəpʼa
егъэлъэгъун	jaʁaɬaʁʷən
бжъабгъу	bʐaːbʁʷə
бзаджэ	bzaːd͡ʒa
чэрэзын	t͡ʃarazən
бамыкӏ	baːmək
дэтхъын	datχən
шъхьач	ʂħaːt͡ʃ
хьэджашъу	ħad͡ʒaːʂʷ
быбын	bəbən
къычӏэгъэщын	qət͡ʂʼaʁaɕən
чылэ	t͡ʃəla
гъомылапхъэ	ʁʷaməlaːpχa
ипашъхьэ	jəpaːʂħa
жъыу	ʐəw
тещыныхьан	tajɕənəħaːn
дежъыон	dajʐəwan
хэӏэбэн	xaʔaban
бгъэхэӏу	bʁaxaʔʷ
нэпэон	napawan
гъощэн	ʁʷaɕan
нэриплъ	narəjpɬ
сыхьат	səħaːt
тхылъыщэ	txəɬəɕa
бжьыныуц	bʑənəwts
лъэгъупхъ	ɬaʁʷəpχ
ащ	aːɕ
хэсэн	xasan
копкъ	kʷapq
гузэжъопх	ɡʷzaʒʷapx
блэкӏын	blat͡ʃʼən
гъэмафэ	ʁamaːfa
нэгъуцу	naʁʷət͡ʃʷ
гъубдж	ʁʷəbd͡ʒ
тегъэкӏэн	tajʁat͡ʃʼan
шӏыкӏьэ	ʃʼəkʲʼa
дэтэкъун	dataqʷən
гъэпшъын	ʁapʂən
шэзгъэ	ʃazʁa
чӏэ	t͡ʃʼa
хэлъын	xaɬən
епыгьын	japəɡʲən
ӏэтын	ʔaːtən
апэ	aːpa
дыкъын	dəqən
бытхъэ	bətχa
жэдэфэн	ʒadafan
щынэн	ɕənan
пкӏыхьапӏ	pt͡ʃəħaːpʼ
дэгъэчъыхьэн	daʁat͡ʃəħan
дэлъын	daɬən
пчъаблэ	pt͡ʂaːbɮa
мэкӏошъэн	makʷʼaʂan
тыгъон	təʁʷan
къалэ	qaːla
жэхэон	ʒaxawan
техьан	tajħaːn
нысащэ	nəsaːɕa
хыгъэхъунэныкъу	xəʁaχʷənanəqʷə
гыныплъ	ɣənəpɬ
шэфы	ʃafə
куцэ	kʷət͡sa
махълъэ	maːχɬa
шъугъун	ʃʷəʁʷən
адрабгъу	aːdəraːbʁʷ
блыпкъ	bləpq
хъуанэ	χʷaːna
жэкӏьапэ	ʒakʲʼaːpa
махь	maːħ
джэнета	d͡ʒanajtaː
джагъо	d͡ʒaːʁʷa
гъэгъушъын	ʁaʁʷʂən
шъэджэшъэжъ	ʂad͡ʒaːʂəʐ
лэн	lan
чэрэгъун	t͡ʃaraʁʷən
сыдж	səd͡ʒ
хэшӏыкӏын	xaʃʼət͡ʃʼən
бгъурышӏ	bʁʷərəʃʼ
ахъчэбэдзэр	aːχt͡ʃabad͡zar
чъыг	tʂəɣ
илъэдэн	jəɬadan
къэрабгъэ	qaraːbʁa
щэрыхъ	ɕarəχ
чӏэлъхьан	t͡ʂʼaɬħan
пылъалъэ	pəɬaːɬa
блэгъэжъ	blaʁaʐ
тхыон	txəwan
фэмыф	faməf
щыгъэтын	ɕəʁatən
ӏэпэтӏэрын	ʔapətʼarən
къурбычый	qʷərbət͡ʃəj
лажьэ	ɮaːʑa
бэлыджэпс	baləd͡ʒaps
апӏэ	aːpʼa
жэхъу	ʒaχʷ
тэ	ta
уцэӏун	wət͡saʔʷən
палътэу	paːɬtaw
лъэбанэ	ɬabaːna
анэбзэ	aːnabza
апс	aːps
мэдрэ	madra
игъэсэн	jəʁasan
лъэхъан	ɬaχaːn
гъэлъэжъон	ʁaɬaʐʷan
махъчэбзу	maːχt͡ʃabzəw
шыдгъо	ʃədʁʷa
пхъэчай	pχat͡ʃaːj
ӏахьыл	ʔaːħəɮ
уыд	wəd
хэкӏодэхьын	xakʷʼadaħən
тхьэкӏумэпылъ	tħakʷʼmapəɬ
лъэхъомбэшх	ɬaχʷambaʃx
зэпытхъын	zapətχən
нынэпӏос	nənapʷʼas
хэшӏыкӏьын	xaʃʼəkʲən
набгъу	naːbʁʷə
блэун	blawən
щымын	zawəʂafən
тэӏэн	taʔan
цӏыфы	t͡sʼəfə
зыпари	zəpaːrəj
кӏьапсэ	kʲʼaːpsa
ошӏу	waʃʷʼə
чъыгы	t͡ʂəɣə
блэлъэтын	blaɬatən
гъажъо	ʁaːʒʷa
хьэбадзэ	ħabaːd͡za
дэкӏон	dakʷʼan
лъэкъорыгъачъэ	ɬaqʷarəʁaːt͡ʂa
зэпыгъэжъэн	zapəʁaʐan
бгъодж	bʁʷad͡ʒ
блэуц	blawt͡s
егупсэн	jaɡʷəpsan
гущыӏап	ɡʷəʃʷʼap
лэгъу	laʁʷ
пхъэпхъэн	pχapχan
ӏаджэ	ʔaːd͡ʒa
щыкӏэпс	ɕəkʲʼaps
мэзчэт	mazt͡ʃat
лъышӏэжьакӏо	ɬəʃʼaʑaːkʷʼa
бэдзэры	bad͡zarə
обзэгъу	wabzaʁʷ
зэгъэн	zaʁan
гопэн	ɡʷapan
хъишъ	ħəjʂ
ощыкӏ	waɕət͡ʃʼ
бэшэрэб	baʃarab
зэхэтэкъун	zaxataqʷən
гъэсэн	ʁasan
еӏэзэн	jaʔazan
шэнынчъ	ʃant͡ʂa
етӏэрэхын	jatʼaraxən
шъоджан	ʃʷad͡ʒaːn
тэцӏэшъутыкӏын	tat͡sʼaʃʷtət͡ʃʼən
бэнытӏ	banətʼ
уае	waːja
хьакӏэкъуакӏэ	ħaːt͡ʃʼaqʷaːt͡ʃʼa
упэпцӏын	wpapt͡sʼən
хьэтӏрэпӏый	ħatrapəj
шъуампӏэ	ʃʷʼaːmpʼa
гъопэкӏэхь	ʁʷaːpat͡ʃʼaħ
емын	jamən
псыгъэхъун	psəʁaχʷən
жьышъхьал	ʑəʂħaːl
къохьэн	qʷaħan
шӏойбэхь	ʃʷʼajbaħ
бзый	bzəj
жьызэпеу	ʑəzapajw
пхъэтакъэ	pχataːaqa
мысэ	məsa
кукуу	kʷəkʷəw
жъажъэ	ʐaːʐa
тэгъэтӏэтӏэн	ʁatʼatʼan
лъэӏуакӏо	ɬaʔʷaːkʷʼa
гупшысэ	ɡʷəpʃəsa
лъакъо	ɬaːqʷa
ахъщэ	aːχʃa
загъорэ	zaːʁʷara
чӏэгъэцӏэн	t͡ʂʼat͡sʼan
дежъыуакӏо	dajʐəwaːkʷa
анэдэлъфыбзэ	aːnadaɬfəbza
тыгъуасэ	təʁʷaːsa
къамэ	qaːma
курэжъые	kʷəraʐəja
ныбгъэ	nəbʁa
десэгъу	dajsaʁʷ
мэзэбэлыдж	mazabaləd͡ʒ
опсэу	wapsaw
машинэ	maːʃəna
ӏашэнчъ	ʔaːʃatnt͡ʂ
шӏын	ʃən
къошъобэщ	qʷaʂʷabaɕ
адэм	ʔaːdam
мылы	məɮə
гуегъун	ɡʷəjaʁʷən
дауш	daːwəʃ
ӏогъолъхьан	taʁʷaɬħaːn
бгъузэ	bʁʷəza
жьышъаб	ʑəʂaːb
къэбэртайбзэ	qabartaːjbza
къэцыгъуан	qat͡səʁʷaːn
лъэпӏаӏо	ɬapʼaːʔʷa
лӏыжъыпӏ	ɬʼəʐəpʼ
пкӏэн	pt͡ʃʼan
игъэхъон	əʁaχʷan
къэлъы	qaɬə
еӏункӏын	jaʔʷənt͡ʃʼən
пшъэбы	pʂabə
ӏасэ	ʔaːsa
тхьэгъэлэдж	tħaʁalad͡ʒ
щыр	ɕər
лъэкӏ	ɬat͡ʃʼn
фэгъэшъошэн	faʁaʃʷaʃan
гьэш	ɡʲaʃ
удзуцон	wd͡zʷət͡sʷan
щынапхэ	ɕənaːpxa
кӏышъу	t͡ʃəʂʷ
онтэгъу	wantaʁʷ
хъэдз	χad͡z
гъогогъу	ʁʷaɡʷaʁʷ
делашъу	dajlaːʃʷ
дэон	dawan
гумыӏу	ɡʷəməʔʷ
чылэгъу	t͡ʃəɮaʁʷ
чэкӏошъыкӏын	t͡ʃakʷʼaʂəkʲən
шъыпкъэ	ʂəpqa
ӏае	ʔaːja
ешӏухъогъон	jaʃʷʼəχʷəʁʷan
бзыукъуай	bzəwqʷaːj
тхьэмыщкӏь	tħaməɕkʲʼ
цӏэцӏэн	t͡sʼat͡sʼan
хъоу	χʷaw
мэунэзэн	mawnazan
былъытырыкӏу	bəɬətərəkʷʼ
чэмэдан	t͡ʃamadaːn
цыулэ	t͡səwla
зыб	zəb
пӏысакӏо	pʼəsaːkʷʼa
бзыулъахъ	bzəwɬaːχ
хьадэпчэмыӏу	ħaːdapt͡ʃaməʔʷ
хьантӏаркъу	ħantaːrqʷ
хьакъун	ħaːqʷən
зыщыгъэгъупшын	zəɕəʁaʁʷəpʃən
хьарун	ħaːrəwn
шъхьакӏун	ʂħaːkʷʼən
тэкӏутэн	takʷʼətan
мэкӏодын	makʷʼadən
лъапцӏэ	ɬaːpt͡sʼa
кӏэпы	t͡ʃʼapə
бэгъон	baʁʷan
лӏыгъэкӏэ	ɬʼəʁat͡ʃʼa
утысэн	wətəsan
гуащэ	ɡʷaːɕa
пхъатэ	pχaːta
жэкъун	ʒaqʷən
фэкъулай	faqʷəɮaːj
пкӏау	pt͡ʃaːw
ычӏэгъ	ət͡ʃʼaʁ
гоӏэн	ɡʷaʔan
губгъэн	ɡʷəbʁan
дакӏэ	daːt͡ʃa
тхьэцу	tħat͡ʃʷ
гъэшӏоӏун	ʁaʃʷʼaʔʷən
блыны	blənə
укӏытэн	wət͡ʃʼətan
хэщын	xaɕən
бэдзэукӏ	bad͡zawəkʲ
тхьэкӏумэ	tħakʷʼma
пӏуанкӏэ	pʷʼaːnt͡ʃa
псынжъы	psənʐə
ныбжьыкъу	nəbʑəqʷ
псыунэ	psəwna
гугъон	ɡʷəʁʷan
хьалыжъощыхьагъэ	ħaːləʐʷaɕəħaːʁa
мыхъатэ	məχaːta
ӏэшъхьэтет	ʔaʂħatajt
бэон	bawan
хъуат	χʷaːt
джэлыгъон	d͡ʒaɬəʁʷan
кӏун	kʷʼən
епэшӏэн	japaʃʼan
шыбзы	ʃəbzə
къул	qʷəɮ
гъоплъашъу	ʁʷapɬaːʂʷ
шъхьэпразэ	ʂħapraːza
шхапӏэ	ʃxaːpʼa
пцэжъые	pt͡saʐəja
цунды	t͡sʷəndə
зэкъолъэдагъ	zaqʷaɬadaːʁ
чӏэӏотыкӏын	t͡ʂʼaʔʷatət͡ʃʼən
джын	d͡ʒən
ӏанлъэ	ʔaːnɬa
хьайнапэ	ħajənaːp
мэтхытхын	matxətxən
уцӏэрэпхъын	wət͡sʼarapχən
щызымэ	ɕəzəma
егъэтын	jaʁatən
зыушъэфын	zawəʂafən
жъыгъэ	ʐəʁa
шъхьакӏэ	ʂħaːt͡ʃʼa
блыпкъыжъый	bləpqəʐəj
укӏыт	wət͡ʃʼət
фэпцӏын	fapt͡sʼən
бледзын	blajd͡zən
мэхэр	maxar
къыщыкӏэн	qəɕət͡ʃʼan
къоны	qʷanə
жьыӏэшӏу	ʑəʔaʃʷʼ
къыдэгъэчъ	qədaʁat͡ʂ
къэущын	qapɕən
ӏэшӏэх	ʔaʃʼax
енэкъокъун	janaqʷaqʷan
лъыӏэсын	ɬəʔasən
гъэкӏэрэкӏэн	ʁat͡ʃarat͡ʃan
джэндын	d͡ʒandən
нэугъэупӏэпӏэгъу	nawʁawpʼapʼaʁʷ
гъончэдж	ʁʷant͡ʃad͡ʒ
гъусэ	ʁʷəsa
цуакъо	t͡sʷaːqʷa
гун	ɡʷən
джыхьан	d͡ʒəħaːn
кӏалэ	t͡ʃʼaːɮa
енэгуягъо	janaɡʷəjaːʁʷa
къэцӏэтхын	qat͡sʼatxən
нэкӏубгъу	nakʷʼbʁʷ
къатыр	qaːtər
лъежэн	ɬajʒan
къешхын	qajʃxən
дэкьэн	dakʲan
цӏэтхъын	t͡sʼatχən
щытын	ɕətən
шъао	ʂaːwa
гушӏопсӏын	ɡʷəʃʷʼapsʼən
мэлы	maɮə
бэдзэогъумаз	bad͡zawaʁʷəmaːz
гъэхъэн	ʁaχan
нэфы	nafə
маис	maːjəs
