بچووک	.bi.çûk
کتێبەکانی	.ki.tê.be.ka.nî
ناوەوەی	.na.we.wey
ئەڵێ	.ʔe.łê
کارگەی	.kar.gey
کەسایەتی	.ke.sa.ye.tî
جگەر	.ci.ger
تاوانبارکارییەکی	.ta.wan.bar.ka.rî.ye.kî
لاتینن	.la.tî.nin
کتێبخانەگەلە	.ki.têb.xa.ne.ge.le
ڕای	.řay
منەوە	.mi.ne.we
خستنی	.xis.ti.nî
ئاسیایی	.ʔas.ya.yî
کردمەوە	.kir.di.me.we
ژیابوون	.jya.bûn
نەختێک	.nex.têk
خاڵی	.xa.łî
دامەزرێندراوە	.da.mez.rên.di.ra.we
زانستگای	.za.nist.gay
دەربڕیبوو	.der.bi.řî.bû
عەبدولڕەحمان	.ƹeb.dul.řeḧ.man
دروستبوونی	.di.rust.bû.nî
هەڵگرتنی	.heł.gir.ti.nî
خۆیەتی	.xo.ye.tî
تورکەکانن	.tur.ke.ka.nin
مەزنی	.me.zi.nî
دەکرێنەوە	.de.ki.rê.ne.we
شاعیرە	.şa.ƹî.re
عارفی	.ƹa.ri.fî
خەلیفە	.xe.lî.fe
زانستە	.za.nis.te
ئەمریکاوە	.ʔem.rî.ka.we
پرۆسەکە	.pi.ro.se.ke
هۆرتەوبەرەکانی	.hor.tew.be.re.ka.nî
تەنانەت	.te.na.net
بنەڕەتی	.bi.ne.ře.tî
سنوور	.si.nûr
وەردەگرێت	.wer.de.gi.rêt
کارگێڕییەکیان	.kar.gê.řî.yek.yan
بێتەوە	.bê.te.we
مانگانە	.man.ga.ne
وێنەیەکی	.wê.ne.ye.kî
تیرۆریستی	.tî.ro.rîs.tî
شەری	.şe.rî
بەرە	.be.re
گۆرانییەوە	.go.ra.nî.ye.we
ماشێنی	.ma.şê.nî
لام	.lam
چەشنی	.çeş.nî
بڵاوببووەوە	.bi.ław.bi.bu.we.we
فرۆشراوەکان	.fi.roş.ra.we.kan
گۆڕدران	.goř.di.ran
بڵاودەکرێتەوە	.bi.ław.de.ki.rê.te.we
هاووڵاتیی	.haw.wi.ła.tîy
گرێ	.gi.rê
ڕزگاری	.řiz.ga.rî
پێشگرییەکانیش	.pêş.gi.rî.ye.ka.nîş
جەماوەری	.ce.ma.we.rî
بتوانن	.bi.twa.nin,.bit.wa.nin
زۆرجار	.zor.car
نادرێن	.na.di.rên
دەیانهەوێ	.de.yan.he.wê
گۆڤارانی	.go.va.ra.nî
ناوبانگی	.naw.ban.gî
روون	.rûn
لاتین	.la.tîn
خواستی	.xwas.tî
ئینسانی	.ʔîn.sa.nî
بڵاوکراوی	.bi.ław.ki.ra.wî
باجیشی	.ba.cî.şî
سەرڕا	.ser.řa
گەلی	.ge.lî
زیندانی	.zîn.da.nî
کر	.kir
هۆڵی	.ho.łî
ئاپۆ	.ʔa.po
موڵکی	.muł.kî
سنووردارەوە	.si.nûr.da.re.we
دەکاتە	.de.ka.te
لە	.le
بڵێ	.bi.łê
بێنن	.bê.nin
ئونال	.ʔu.nal
دڵنیا	.dił.nya
خان	.xan
فەرهەنگییەکانی	.fer.hen.gî.ye.ka.nî
ئاماژەمان	.ʔa.ma.je.man
نووسەرەکانیش	.nû.se.re.ka.nîş
جیهانەوە	.cî.ha.ne.we
لەناوچەی	.le.naw.çey
نێشتەجێیەکانی	.nêş.te.cê.ye.ka.nî
پێداگری	.pê.da.gi.rî
بەدەم	.be.dem
ئاگری	.ʔa.gi.rî
گفتوگۆی	.gif.tu.goy
راپۆرتی	.ra.por.tî
ڕەحیم	.ře.ḧîm
بڕیارنامەکە	.biř.yar.na.me.ke
کۆلێژی	.ko.lê.jî
ئەنجامداوە	.ʔen.cam.da.we
سەربەخۆیییان	.ser.be.xo.yî.yan
ڕۆمانە	.řo.ma.ne
دۆستی	.dos.tî
کەیسی	.key.sî
سیاسیی	.sya.sîy
ئاسن	.ʔa.sin
هاوڕێیەکەشم	.haw.řê.ye.ke.şim
لەتەک	.le.tek
جاندان	.can.dan
رابردم	.ra.bir.dim
پلکەتی	.pil.ke.tî
هاوپەیمانی	.haw.pey.ma.nî
گولستان	.gu.lis.tan
بابەتە	.ba.be.te
دابمەزرێن	.da.bi.mez.rên
زاراوەکانی	.za.ra.we.ka.nî
مرد	.mird
بەرتیلەوە	.ber.tî.le.we
لەپێناوی	.le.pê.na.wî
تێبینی	.tê.bî.nî
ساڵەی	.sa.łey
رێکلام	.rêk.lam
هەڵبەستەکانم	.heł.bes.te.ka.nim
شوێنە	.şwê.ne
ساڵیدا	.sa.łî.da
میدیای	.mîd.yay
یارمەتی	.yar.me.tî
کوردانی	.kur.da.nî
دوورەنگی	.dû.ren.gî
بێرەجووک	.bê.re.cûk
جوانتر	.cwan.tir
دەفرۆشرێن	.def.roş.rên
مەسیح	.me.sîḧ
سەید	.seyd
کشانەوەی	.ki.şa.ne.wey
تاکەکان	.ta.ke.kan
هەستی	.hes.tî
دایکەکانیانەوە	.day.ke.kan.ya.ne.we
لەچاپدەرەکانی	.le.çap.de.re.ka.nî
چاپخانەگەلەم	.çap.xa.ne.ge.lem
رێکخراوەگەلی	.rêk.xi.ra.we.ge.lî
هەستێکی	.hes.tê.kî
زوانەکاندا	.zwa.ne.kan.da
گیرفانی	.gîr.fa.nî
پاڵ	.pał
دیدی	.dî.dî
لجەلی	.li.ce.lî
ڕێککەوتن	.řêk.kew.tin
رۆژ	.roj
لەچاپدانەکەشیان	.le.çap.da.ne.keş.yan
لایەن	.la.yen
بەندبکرێ	.bend.bi.ki.rê
چەشنانی	.çeş.na.nî
ئەلەکساندر	.ʔe.lek.san.dir
بابەتەکاندا	.ba.be.te.kan.da
پرزەیان	.pir.ze.yan
شوێنەکان	.şwê.ne.kan
هەمووان	.he.mu.wan
میللی	.mîl.lî
سبەی	.si.bey
شەشیان	.şeş.yan
مەکەن	.me.ken
ئەلقاعیدە	.ʔel.qa.ƹî.de
ئەوێ	.ʔe.wê
ئەکرەم	.ʔe.ki.rem
ڕەمەزان	.ře.me.zan
پاکەتی	.pa.ke.tî
تەلڤیزیۆنییەکان	.tel.vîz.yo.nî.ye.kan
فەتح	.fe.tiḧ
دابوو	.da.bû
کاردەکات	.kar.de.kat
قوبادی	.qu.ba.dî
سێکسی	.sêk.sî
بکات	.bi.kat
هاوبەش	.haw.beş
بەرهەمان	.ber.he.man
گۆڤارەکانیش	.go.va.re.ka.nîş
سان	.san
دەوڵەتە	.dew.łe.te
دەنێرنە	.de.nê.ri.ne
بەرنامەی	.ber.na.mey
دەستوور	.des.tûr
هاوڕێیان	.haw.řê.yan
ڕق	.řiq
شک	.şik
نەوشیروان	.new.şîr.wan
نوسراوە	.nus.ra.we
نەچمەوە	.neç.me.we
ژیانەوەی	.jya.ne.wey
جۆراوجۆر	.co.raw.cor
سەرەتادا	.se.re.ta.da
سەرژمێری	.ser.ji.mê.rî
موزیک	.mu.zîk
نووسراوەگەلێک	.nûs.ra.we.ge.lêk
هاشم	.ha.şim
کۆمەڵی	.ko.me.łî
مڵهوڕی	.mił.hu.řî
بۆلای	.bo.lay
کتێبەکاندا	.ki.tê.be.kan.da
کتێبانیان	.ki.tê.ban.yan
گێڕایەوە	.gê.řa.ye.we
مادی	.ma.dî
ماف	.maf
پارەکەی	.pa.re.key
دلاوەرێ	.di.la.we.rê
بڕوای	.biř.way
دەخاتە	.de.xa.te
دووری	.dû.rî
گۆڕانکاریی	.go.řan.ka.rîy
لەزگین	.lez.gîn
فەتاح	.fe.taḧ
ڕێکخراوی	.řêk.xi.ra.wî
پەیوەندییە	.pey.wen.dî.ye
دامەزرێندراون	.da.mez.rên.di.ra.win
ناهاوبەش	.na.haw.beş
بنچینەی	.bin.çî.ney
بانگهێشت	.bang.hêşt
جیاکارییە	.cya.ka.rî.ye
گەیشت	.ge.yişt
مامۆستاکانی	.ma.mos.ta.ka.nî
فەرمووی	.fer.mûy
لیوای	.lî.way
دەگا	.de.ga
خەڵاتیان	.xe.łat.yan
لەهیچ	.le.hîç
کریستیانۆ	.ki.rîst.ya.no
چۆتە	.ço.te
لەش	.leş
داوا	.da.wa
نەسڕاوەتەوە	.nes.řa.we.te.we
موسلیم	.mus.lîm
لەچاپدەن	.le.çap.den
کردنەکان	.kir.di.ne.kan
فراکسیۆنی	[.fi.rak.syo.nî]
زۆرکارییەکی	.zor.ka.rî.ye.kî
ڕووداوەکە	.řû.da.we.ke
کرابوون	.ki.ra.bûn
ناردنیان	.nar.din.yan
بڕوات	.biř.wat
فیدراڵی	.fîd.ra.łî
نەکرد	.ne.kird
ڕۆژانە	.řo.ja.ne
شارەدێی	.şa.re.dêy
زارەکییانە	.za.re.kî.ya.ne
ئامێری	.ʔa.mê.rî
یانەی	.ya.ney
نەریت	.ne.rît
لەلای	.le.lay
ناوخۆ	.naw.xo
هەبێ	.he.bê
بابەتەکانیان	.ba.be.te.kan.yan
جیاوازییەکان	.cya.wa.zî.ye.kan
یادی	.ya.dî
گوتمان	.gut.man
پارێزگاکان	.pa.rêz.ga.kan
بکرێت	.bi.ki.rêt
ڕۆم	.řom
جووڵ	.cûł
گوترا	.gut.ra
هەستا	.hes.ta
دیاریکراوی	.dya.rî.ki.ra.wî
نامێنێت	.na.mê.nêt
بەدرخان	.be.dir.xan
پێشکەش	.pêş.keş
پێشینەی	.pê.şî.ney
نەدەبوو	.ne.de.bû
خواردنی	.xwar.di.nî
گوندەکان	.gun.de.kan
چاند	.çand
حکوومەتدا	.ḧi.kû.met.da
سێهەمییەکە	.sê.he.mî.ye.ke
خوارێیە	.xwa.rê.ye
تۆڕێکی	.to.řê.kî
پێشانگەکاندا	.pê.şan.ge.kan.da
گشتیی	.giş.tîy
کۆمپانیاکانی	.kom.pan.ya.ka.nî
وڵاتێک	.wi.ła.têk
دڵشاد	.dił.şad
نووسراوەی	.nûs.ra.wey
بڵاودەکرێنەوە	.bi.ław.de.ki.rê.ne.we
دواکەوتنە	.dwa.kew.ti.ne
هەڵدەسەنگاند	.heł.de.sen.gand
دەگیردرا	.de.gîr.di.ra
گەرەکتانە	.ge.rek.ta.ne
مانەوەیان	.ma.ne.we.yan
نوێترین	.nwê.ti.rîn
راکێشاوە	.ra.kê.şa.we
بیرۆکەی	.bî.ro.key
ئازادانە	.ʔa.za.da.ne
ڕانەگەیشتنەکان	.řa.ne.geyş.ti.ne.kan
لێبوردنی	.lê.bur.di.nî
شارەزا	.şa.re.za
بەرنامەکانی	.ber.na.me.ka.nî
هەریەک	.her.yek
فیلمەکە	.fîl.me.ke
گەیشتووەتە	.geyş.tu.we.te
هاوڕێیانی	.haw.řê.ya.nî
پێشگیراو	.pêş.gî.raw
پی	.pî
هەفتەیە	.hef.te.ye
بەرێ	.be.rê
گریلاکانی	.gi.rî.la.ka.nî
دەڵێت	.de.łêt
مەزلووم	.mez.lûm
گوتی	.gu.tî
دەستنووسەکانی	.dest.nû.se.ka.nî
دروستی	.di.rus.tî
پشتگرەکانیشیان	.pişt.gi.re.ka.nîş.yan
هەڵەی	.he.łey
بازرگانیی	.ba.zir.ga.nîy
جارجار	.car.car
کەندوکۆسپە	.ken.du.kos.pe
شەهیدان	.şe.hî.dan
چون	.çun
سوید	.swîd
کاردانەوەی	.kar.da.ne.wey
نڤیسیاران	.ni.vîs.ya.ran
ماتباعی	.mat.ba.ƹî
تیشکی	.tîş.kî
نەتەوەکانی	.ne.te.we.ka.nî
بانکی	.ban.kî
درێژخایەنەوە	.di.rêj.xa.ye.ne.we
کتێبێک	.ki.tê.bêk
گشتیدا	.giş.tî.da
نادەن	.na.den
وڵامەکەیدا	.wi.ła.me.key.da
هەڵبەستن	.heł.bes.tin
کۆبوونەوەکەدا	.ko.bû.ne.we.ke.da
کوردانێک	.kur.da.nêk
خشتەکەی	.xiş.te.key
خوێندەواری	.xwên.de.wa.rî
لێمان	.lê.man
گەیشتووە	.geyş.tu.we
چاوەڕوان	.ça.we.řwan
دۆسیەکانی	.dos.ye.ka.nî
هەمان	.he.man
سەرتاسەری	.ser.ta.se.rî
مانگرتنی	.man.gir.ti.nî
قسەکانیدا	.qi.se.ka.nî.da
ئەکتەر	.ʔek.ter
پازدە	.paz.de
بێدەنگ	.bê.deng
خەباتگێڕی	.xe.bat.gê.řî
لێوەردەگیردرێ	.lê.wer.de.gîr.di.rê
نووسی	.nû.sî
فەرەج	.fe.rec
ڕێبەر	.řê.ber
یاساکانی	.ya.sa.ka.nî
سیاسییەکانەوە	.sya.sî.ye.ka.ne.we
ڕۆژدا	.řoj.da
وەرگێڕانی	.wer.gê.řa.nî
نابرێن	.na.bi.rên
بەدرێژایی	.be.di.rê.ja.yî
پاشتر	.paş.tir
ئەمیش	.ʔe.mîş
سەدەکانی	.se.de.ka.nî
راهێنانی	.ra.hê.na.nî
پیرەمێرد	.pî.re.mêrd
جەنگەیەدا	.cen.ge.ye.da
ئاڵوگۆڕی	.ʔa.łu.go.řî
ژیاندا	.jyan.da
هێناونەتەوە	.hê.naw.ne.te.we
خەڵکێک	.xeł.kêk
بەنێوبانگترین	.be.nêw.bang.ti.rîn
هەڵسەنگاندنی	.heł.sen.gan.di.nî
دەستبەست	.dest.best
ڕێگای	.řê.gay
ئەرتش	.ʔer.tiş
هەڵکردووە	.heł.kir.du.we
هەویستبووی	.he.wîs.ti.bûy
خشتەی	.xiş.tey
تەواوەتیی	.te.wa.we.tîy
بۆمبی	.bom.bî
تری	.ti.rî
باشیشی	.ba.şî.şî
کراوەیە	.ki.ra.we.ye
خۆر	.xor
خەیاڵ	.xe.yał
بکە	.bi.ke
جەژنی	.cej.nî
تێبکۆشن	.tê.bi.ko.şin
لەپێناو	.le.pê.naw
دەداتەوە	.de.da.te.we
خوێنرایەوە	.xwên.ra.ye.we
دەستێوەردانی	.des.tê.wer.da.nî
حساب	.ḧi.sab
رۆژاوای	.ro.ja.way
جەعفەر	.ceƹ.fer
جەنگی	.cen.gî
کارگێرییەکی	.kar.gê.rî.ye.kî
ئەوەوە	.ʔe.we.we
کەرەستە	.ke.res.te
ژیانا	.jya.na
ببێتەوە	.bi.bê.te.we
دادەنێت	.da.de.nêt
ئەنجامی	.ʔen.ca.mî
کورمانجیبێژ	.kur.man.cî.bêj
دۆسیەی	.dos.yey
مسوەگەر	.mis.we.ger
پلانێکی	.pi.la.nê.kî
کرابانەوە	.ki.ra.ba.ne.we
وەرگێڕەکان	.wer.gê.ře.kan
قۆناغ	.qo.naẍ
دەکرانەوە	.de.ki.ra.ne.we
کتێبەکان	.ki.tê.be.kan
جێ	.cê
کۆڵەواری	.ko.łe.wa.rî
تورکیی	.tur.kîy
ئەوین	.ʔe.wîn
تێکۆشیون	.tê.ko.şî.win
ئیلام	.ʔî.lam
دوو	.dû
ش	.şi
بدەم	.bi.dem
وێنەیەکیان	.wê.ne.yek.yan
بزاڤانێک	.bi.za.va.nêk
پەلە	.pe.le
بەجێگەیە	.be.cê.ge.ye
سەباح	.se.baḧ
ئاشکرایە	.ʔaş.ki.ra.ye
گێڕابووەوە	.gê.řa.bu.we.we
نەتەوەگەلێکی	.ne.te.we.ge.lê.kî
ئاکام	.ʔa.kam
هاوڵاتیانی	.haw.łat.ya.nî
شاد	.şad
وزە	.wi.ze
لەسەرە	.le.se.re
بووبووم	.bû.bûm
سۆتە	.so.te
بێن	.bên
جۆراوجۆرەکانی	.co.raw.co.re.ka.nî
دەیکەن	.dey.ken
بۆتەوە	.bo.te.we
وەرگێڕدراونەتەوە	.wer.gêř.di.raw.ne.te.we
ئیتالیا	.ʔî.tal.ya
هەواڵەکان	.he.wa.łe.kan
کوردییەکانیش	.kur.dî.ye.ka.nîş
نەیوێراوە	.ney.wê.ra.we
هاوڕێکانی	.haw.řê.ka.nî
دەدەنێ	.de.de.nê
پێنجشەممە	.pênc.şem.me
پەیوەندییەکانی	.pey.wen.dî.ye.ka.nî
باڵای	.ba.łay
دانیشتووایەتیی	.da.nîş.tu.wa.ye.tîy
ئاقارەکە	.ʔa.qa.re.ke
میلیارد	.mîl.yard
گۆڕاوەتەوە	.go.řa.we.te.we
شارەداریی	.şa.re.da.rîy
ئەزرا	.ʔez.ra
مارەبڕین	.ma.re.bi.řîn
دەبوون	.de.bûn
لێدەکرێت	.lê.de.ki.rêt
بڕانی	.bi.řa.nî
لەبری	.le.bi.rî
تاکە	.ta.ke
ناو	.naw
هێزیی	.hê.zîy
ناوچەیی	.naw.çe.yî
دەرێ	.de.rê
گەیاند	.ge.yand
خوێنەری	.xwê.ne.rî
یەکسەر	.yek.ser
خەرجی	.xer.cî
نازناوی	.naz.na.wî
دەدام	.de.dam
یەکجار	.yek.car
ناوەندە	.na.wen.de
چاک	.çak
کرن	.ki.rin
ڕاست	.řast
دەتوانێ	.de.twa.nê
نەتەوەخوازانەی	.ne.te.we.xwa.za.ney
سیتی	.sî.tî
دێرینی	.dê.rî.nî
نیو	.nîw
بێت	.bêt
هەتاوی	.he.ta.wî
کتێبانەش	.ki.tê.ba.neş
خزمەتگوزارییەک	.xiz.met.gu.za.rî.yek
ئەمنیی	.ʔem.nîy
ئۆفسێتی	.ʔof.sê.tî
نرخەکان	.nir.xe.kan
پۆلیسدا	.po.lîs.da
زگماکی	.zig.ma.kî
خەرج	.xerc
پۆست	.post
جامی	.ca.mî
توانی	.twa.nî
دەزاندران	.de.zan.di.ran
جەمیل	.ce.mîl
هێنان	.hê.nan
جددی	.cid.dî
لەچاپدرابوون	.le.çap.di.ra.bûn
یانگزەهەمین	.yang.ze.he.mîn
ناوەڕاستە	.na.we.řas.te
سەرەتاوە	.se.re.ta.we
بین	.bîn
ئەدی	.ʔe.dî
شەو	.şew
نرخی	.nir.xî
قبووڵ	.qi.bûł
بکردایە	.bi.kir.da.ye
بێبەری	.bê.be.rî
ئوسامە	.ʔu.sa.me
دەنگیان	.deng.yan
حەکاری	.ḧe.ka.rî
تێ	.tê
جیهانیی	.cî.ha.nîy
عیسا	.ƹî.sa
تیژی	.tî.jî
بەیەکەوە	.be.ye.ke.we
سیاسەتە	.sya.se.te
کۆڕی	.ko.řî
گرینگ	.gi.rîng
نانووسرێ	.na.nûs.rê
دێتە	.dê.te
بەڕێوەیان	.be.řê.we.yan
شێت	.şêt
چێژ	.çêj
پێنەدەدرا	.pê.ne.de.di.ra
دیدار	.dî.dar
کوردییەکانیان	.kur.dî.ye.kan.yan
سەرۆکوەزیرانی	.se.rok.we.zî.ra.nî
ئوگرەتی	.ʔug.re.tî
لێ	.lê
هەڵبژاردە	.heł.bi.jar.de
ڕووبەڕووی	.řû.be.řûy
یاریگەی	.ya.rî.gey
هۆرتەوبەرەکان	.hor.tew.be.re.kan
ئیمارات	.ʔî.ma.rat
ڕوخساری	.řux.sa.rî
تورکییەکان	.tur.kî.ye.kan
نێزیکترین	.nê.zîk.ti.rîn
شێوەردی	.şê.wer.dî
پێشمەرگەکانی	.pêş.mer.ge.ka.nî
پاریس	.pa.rîs
ئەمساڵدا	.ʔem.sał.da
تێدەپەڕێ	.tê.de.pe.řê
دژایەتییان	.di.ja.ye.tî.yan
کۆڵ	.koł
ژنان	.ji.nan
تەکنیکییەوە	.tek.nî.kî.ye.we
وڵاتیش	.wi.ła.tîş
دەکڕدرێن	.de.kiř.di.rên
ژیانیان	.jyan.yan
ئەرێ	.ʔe.rê
دەستبەرداری	.dest.ber.da.rî
دەگەڕێت	.de.ge.řêt
بەند	.bend
کرۆنی	.ki.ro.nî
یەکێتیدا	.ye.kê.tî.da
ئەمجارە	.ʔem.ca.re
هەڵبگوێزدرێن	.heł.big.wêz.di.rên
هۆیە	.ho.ye
واشە	.wa.şe
ئەمان	.ʔe.man
دابنێن	.da.bi.nên
ساڵح	.sa.łiḧ
ببەن	.bi.ben
ئەخلاقی	.ʔex.la.qî
سەرسووڕهێنەر	.ser.sûř.hê.ner
زیندانیی	.zîn.da.nîy
دانێن	.da.nên
حەمۆ	.ḧe.mo
هاتن	.ha.tin
چاپدانی	.çap.da.nî
تردا	.tir.da
ڕەحمان	.řeḧ.man
رۆژاوایییان	.ro.ja.wa.yî.yan
ژمارە	.ji.ma.re
کوردستانێ	.kur.dis.ta.nê
مَکتومین	.mek.tu.mîn
دیموکراتی	.dî.muk.ra.tî
هاریکاری	.ha.rî.ka.rî
کارەشیان	.ka.reş.yan
ناتواندرێ	.na.twan.di.rê
ئەمەش	.ʔe.meş
کاولی	.kaw.lî
ستەمبۆڵەوە	.si.tem.bo.łe.we
گۆڤاریش	.go.va.rîş
بیپشکنێ	.bî.piş.ki.nê
پارێزگا	.pa.rêz.ga
کتێبخانەیەکی	.ki.têb.xa.ne.ye.kî
لوبنانی	.lub.na.nî
نیسانی	.nî.sa.nî
دەرگا	.der.ga
لاوازی	.la.wa.zî
فەتەرێکیش	.fe.te.rê.kîş
باسمان	.bas.man
پەرلەمانی	.per.le.ma.nî
خونتا	.xun.ta
پێشمەرگەی	.pêş.mer.gey
سەروەت	.ser.wet
هەڤگرتنا	.hev.gir.ti.na
بایەخێکێ	.ba.ye.xê.kê
رۆژنامەوان	.roj.na.me.wan
بکرێ	.bi.ki.rê
سڵاو	.si.ław
تاریق	.ta.rîq
دیکتاتۆری	.dîk.ta.to.rî
بچێتە	.bi.çê.te
خۆش	.xoş
زماندا	.zi.man.da
کوردان	.kur.dan
رابردوو	.ra.bir.dû
فەرهەنگییەکان	.fer.hen.gî.ye.kan
ئامێرە	.ʔa.mê.re
خانووی	.xa.nûy
دەچێتە	.de.çê.te
لەگەڵ	.le.geł
دێنە	.dê.ne
خوارەوە	.xwa.re.we
بیر	.bîr
هەڵبەستیش	.heł.bes.tîş
بنیات	.bin.yat
میرات	.mî.rat
بەپێچەوانەی	.be.pê.çe.wa.ney
چاپەمەنییەکان	.ça.pe.me.nî.ye.kan
نەبن	.ne.bin
کەسایەتییەکان	.ke.sa.ye.tî.ye.kan
هەڵبەستەکانی	.heł.bes.te.ka.nî
تەلەڤیزیۆنی	.te.le.vîz.yo.nî
غەریب	.ẍe.rîb
کێهە	.kê.he
عەزیزی	.ƹe.zî.zî
تێدەکۆشا	.tê.de.ko.şa
قەرەبوو	.qe.re.bû
دی	.dî
مەریوان	.me.rî.wan
لەبەرامبەر	.le.be.ram.ber
دەنگێکی	.den.gê.kî
فەرمیی	.fer.mîy
ژیاون	.jya.win
تەکنیکی	.tek.nî.kî
گرووپە	.gi.rû.pe
نەیانوێرا	.ne.yan.wê.ra
دەمی	.de.mî
یاریدەدەری	.ya.rî.de.de.rî
دەنێردران	.de.nêr.di.ran
پەرتووکان	.per.tû.kan
داشکانی	.da.şi.ka.nî
نانەشوێن	.na.ne.şwên
گرافیکەکان	.gi.ra.fî.ke.kan
ڕیزی	.řî.zî
بڵێت	.bi.łêt
یەکینەکانی	.ye.kî.ne.ka.nî
کەسایەتییان	.ke.sa.ye.tî.yan
کوڕە	.ku.ře
سازی	.sa.zî
تەواوی	.te.wa.wî
هەبوە	.heb.we
ئەندامێتی	.ʔen.da.mê.tî
تەنیشت	.te.nîşt
چاپکراوەکان	.çap.ki.ra.we.kan
پەنابەرانی	.pe.na.be.ra.nî
سوورە	.sû.re
گواستنەوەی	.gwas.ti.ne.wey
چاوەڕوانیی	.ça.weř.wa.nîy
منداڵەکان	.min.da.łe.kan
ئەزموونەکانی	.ʔez.mû.ne.ka.nî
نەدیوەتەوە	.ne.dî.we.te.we
تیۆری	.tyo.rî
زوان	.zwan
یەکەمجار	.ye.kem.car
سەرلەبەیانی	.ser.le.be.ya.nî
ئەنجامدرا	.ʔen.cam.di.ra
کاتێک	.ka.têk
زانیان	.zan.yan
پەرلەمانتارانی	.per.le.man.ta.ra.nî
خەریکیان	.xe.rîk.yan
وەرگێڕی	.wer.gê.řî
جۆربەجۆرەوە	.cor.be.co.re.we
عوسمانی	.ƹus.ma.nî
هۆکارێکی	.ho.ka.rê.kî
پەیوەندیان	.pey.wend.yan
ئەمیر	.ʔe.mîr
حەسەن	.ḧe.sen
جەستەیی	.ces.te.yî
هەڵبەستەکانیان	.heł.bes.te.kan.yan
دەشڵێت	.deş.łêt
ئەم	.ʔem
ڕۆڵە	.řo.łe
سەردانی	.ser.da.nî
دهۆکی	.di.ho.kî
نامەوە	.na.me.we
پۆستی	.pos.tî
وەربگرین	.wer.big.rîn
نێچیرڤان	.nê.çîr.van
ناکاتەوە	.na.ka.te.we
بشبووبێ	.biş.bû.bê
کاتەیدا	.ka.tey.da
ئەشکەنجەدا	.ʔeş.ken.ce.da
خۆناساندنیان	.xo.na.san.din.yan
عەرەبیدا	.ƹe.re.bî.da
ترین	.ti.rîn
جوانترین	.cwan.ti.rîn
نزم	.ni.zim
دیمەنی	.dî.me.nî
گۆرانییە	.go.ra.nî.ye
گشت	.gişt
گەشەکردنێکی	.ge.şe.kir.di.nê.kî
هێڤی	.hê.vî
چاودێرانی	.çaw.dê.ra.nî
کتێبەکەیانە	.ki.tê.be.ke.ya.ne
کاربەدەستان	.kar.be.des.tan
دۆزیبووەوە	.do.zî.bu.we.we
دەبوو	.de.bû
ڕێژەی	.řê.jey
سەلیم	.se.lîm
بنچینەیەیە	.bin.çî.ne.ye.ye
کەسە	.ke.se
بایەخێکی	.ba.ye.xê.kî
لەگەڵیدا	.le.ge.łî.da
پارەداندا	.pa.re.dan.da
پشکنینی	.piş.ki.nî.nî
دامەوە	.da.me.we
نەداوەتەوە	.ne.da.we.te.we
گۆڤاریان	.go.var.yan
گرنگترین	.gi.ring.ti.rîn
رێبوارە	.rêb.wa.re
بەکۆمەڵ	.be.ko.meł
مەسەلەکە	.me.se.le.ke
یارییەکە	.ya.rî.ye.ke
نەکەوتبوو	.ne.kew.ti.bû
جوغرافییەکانەوە	.cuẍ.ra.fî.ye.ka.ne.we
دایکەکان	.day.ke.kan
دەتوانین	.de.twa.nîn
دابمەزرێنن	.da.bi.mez.rê.nin
دژایەتی	.di.ja.ye.tî
تێکۆشی	.tê.ko.şî
دوورەوڵاتیدا	.dû.re.wi.ła.tî.da
خول	.xul
نەگەیوە	.ne.gey.we
ئەستۆ	.ʔes.to
ڕایگەیاندووە	.řay.ge.yan.du.we
روونە	.rû.ne
ئەشکەنجەکراوەکان	.ʔeş.ken.ce.ki.ra.we.kan
ئەڵمانێ	.ʔeł.ma.nê
بڕە	.bi.ře
رێکخستووە	.rêk.xis.tu.we
حەسەنێ	.ḧe.se.nê
سەرەکیترینیان	.se.re.kî.ti.rîn.yan
دادەنێن	.da.de.nên
ناوچەییی	.naw.çe.yîy
زیانم	.zya.nim
دەبینم	.de.bî.nim
ئەوان	.ʔe.wan
بخەنە	.bi.xe.ne
ئێرانییەکان	.ʔê.ra.nî.ye.kan
داڕێژانی	.da.řê.ja.nî
بزاڤەکە	.bi.za.ve.ke
پەنجا	.pen.ca
کەسییەکانیش	.ke.sî.ye.ka.nîş
هاریدەدەری	.ha.rî.de.de.rî
پارێزگایەدان	.pa.rêz.ga.ye.dan
شتێکیان	.şi.têk.yan
هەشت	.heşt
نیوەڕۆی	.nî.we.řoy
پەروەردە	.per.wer.de
باوەشی	.ba.we.şî
ساڵانە	.sa.ła.ne
زگەکانیان	.zi.ge.kan.yan
بەرینایی	.be.rî.na.yî
بهێنێتە	.bi.hê.nê.te
کێشەگەلە	.kê.şe.ge.le
پێک	.pêk
رۆمانە	.ro.ma.ne
زانیاریگەلێک	.zan.ya.rî.ge.lêk
کوردییە	.kur.dî.ye
پیاوە	.pya.we
نەتەوەیەکگرتووەکان	.ne.te.we.yek.gir.tu.we.kan
رەواندزی	.re.wan.di.zî
دیش	.dîş
پێشتریش	.pêş.ti.rîş
رێکدەخران	.rêk.dex.ran
پێشانگاکە	.pê.şan.ga.ke
سەلماندبایان	.sel.man.di.ba.yan
نایات	.na.yat
هەرزانتر	.her.zan.tir
باشووری	.ba.şû.rî
چەکێک	.çe.kêk
