ἀγγελικόσ	aŋɡɛlikos
ὑστερέω	ystereo
ὑπένερθε	hypénertʰe
συχέμ	siçem
φθεγκτόσ	pʰtʰeŋktós
δοκέω	ðokeo
ἐμπίπτω	embipto
ἀγαθοποιήσαιμι	aɣaθopiisemi
ἄκορον	ákoron
τριακόσιοι	triakosiy
ἔρισ	eris
ἤγγελθον	iŋɡelθon
ὑπ'	yp
ἑλλήνιοσ	ellinios
ναυτικά	nau̯tiká
οἰκέω	iceo
τοιῶνδε	toi̯ɔ̂ːnde
πλατυπόρφυροσ	platyporɸyros
κεστροσφενδόνη	cestrosfendoni
βοήθεια	boetʰia
ἀάεται	aaɛtɛ
λίσσομαι	lissome
ἵππων	ipon
λογισμόσ	loʝizmos
ὑδρομύλη	iðromili
βρασίδαι	vrasiða
κιών	cion
πολύσημοσ	polýsɛːmos
ξυμπλεῖν	ksimblin
ἴφθιμοσ	ipʰtʰimos
ἀγέροισθε	aɡɛrystʰɛ
τοξεύσ	tokseʍs
δῶρον	doron
πόδεσσιν	poðesin
τισί	tisi
θεναί	θene
τάρταροσ	tartaros
ἔγχελυσ	ɛŋkʰɛlys
τευκρόσ	teɸkros
ἀπερείσια	aperisia
αἰθήρ	ɛθir
ὀνόματε	onómate
ἀμφίπολιν	ampʰípolin
πεπαίδευνται	pepǎi̯deu̯ntai̯
ἅιδησ	hades
αἴθυια	ǎi̯tʰyːa
διαχέομαι	ðiaxeomɛ
βότρυοσ	votrios
ὑποδημάτοιν	hypodematyn
ὅσσοσ	hossos
ἐφελκύσιοσ	ɛpʰɛlkysios
κόπροσ	kopros
οἰωνοσκόποσ	oi̯ɔːnoskópos
σμίνθοσ	zmintʰos
νήπιοσ	nipios
ἄψ	áps
ἀντίγονοσ	antiɣonos
βρότοσ	βrotos
παιδευσοίμην	pai̯deu̯sǒi̯mɛːn
διακόσια	diakosia
αἴγιον	eʝion
ἄρχαβισ	arxaβis
σπερχειόσ	spɛrkʰios
ῥεῖα	r̥ia
κεραυνῶι	kerau̯nɔ̂ːi̯
ἤθεα	etʰɛa
ἑταῖροι	hɛtɛry
ἀσθενέω	astʰenéɔː
ἀγάθυρνον	aɣaθyrnon
οἴφω	ifo
πακτύη	paktýɛː
ἥμεθα	imeθa
ἱμαντόπουσ	himantópoːs
κοιμάω	koi̯máɔː
χρυσόλιθοσ	kʰrysolitʰos
πολλῆισι	pollesi
κοίλου	kǒi̯loː
ἱπποφορβόσ	ipoforvos
ἐμπύρευμα	empýreu̯ma
θύοσ	θyos
συγκρουομένηι	syŋkruomɛne
ἀβυρτάκη	avyrtaci
γλαφυρόσ	ɣlafiros
μέλκιον	melcion
φλεγέθων	fleʝeθon
προφητεύω	profitevo
ἀποβάλλομαι	apoβallomɛ
παιδευσάμενον	pɛdeʍsamɛnon
μνήσαντο	mnisanto
ὑπόκυκλοσ	hypokyklos
ἀγαπηθησόμενοσ	aɡapɛːtʰɛːsómenos
ἀγαλλιάετον	aɣalliaeton
ἑνί	eni
τυραννῶν	tyrannɔ̂ːn
σκοίκιον	skykion
χειμῶνι	ximoni
ἀναστροφή	anastroɸi
σπατίλη	spatile
κτίσιν	ktisin
λάχεσισ	laçesis
κορύσσω	korysso
ἀγγελῆναι	aŋɡɛlenɛ
ἵκηται	hiketɛ
ἀκύλλιοσ	akyllios
λευκοῖν	lefcyn
κύαμοσ	ciamos
ἔστησαν	estisan
λῆροσ	leros
τροχάζω	trokʰázdɔː
εὐρύπυλοσ	evrypylos
λελυμένηι	lelymeni
μετοικοφύλαξ	metykofylaks
μυθολογία	myːtʰoloɡíaː
πόρκοσ	porkos
κῆρι	kiri
ἀγεροῦσα	aʝerusa
ἀγανακτήσω	aɣanaktiso
τιμαῖσ	timɛs
σκαπέρδα	skapérda
ἐλάϊνοσ	eleinos
καλύπτρα	kalyptra
ἀγαλλιῶνται	aɡalliontɛ
πρυμνήσι'	prymnesi
εὔξεινοσ	ěu̯kseːnos
αἴθε	ǎi̯tʰe
ξενοδοχεῖον	ksenodokʰêːon
δεικνύω	ðiknio
λήμματα	lemmata
αἰδοῖοσ	ɛðyos
ἀγγείλαισθον	aŋɡilɛsθon
ταρρακίνα	tar̥r̥akina
ἀγγελέοισθον	aɲɟeleysθon
κραῦροσ	krawros
σποδόσ	spoðos
παραμένει	paramɛni
πώγωνοσ	poɣonos
γραμματικόν	ɡrammatikon
ἑξηκοντάκισ	eksikontakis
κλισία	klisia
ἑλλήσποντον	hellɛ̌ːsponton
βόθροσ	voθros
σατυρίασισ	satyríaːsis
διάμετροσ	diamɛtros
σεσημείωμαι	sesimiome
ὕραξ	hýraks
κύκλοσ	kyklos
ἀγάπαιν	aɡapɛn
φυγῆι	fiʝi
δυωδέκατοσ	dyɔːdékatos
χρή	xri
τοιᾶσδε	tyazðe
ἠγαπάου	eɡapau
λεωσθένησ	leosθenis
ἤιδει	iði
ὄντα	onta
ἐπαιδεύεσθε	epeðevesθe
πολύτροφοσ	polytroɸos
μαυρουσία	mau̯roːsíaː
ἀμφοτέραν	ampʰotéraːn
φαίνοιτο	ɸɛnyto
χρύσεοσ	kʰrysɛos
πλήσμιοσ	plizmios
προσωιδία	prosodia
τέκοσ	tɛkos
σταφυλῖνοσ	stapʰylîːnos
ἕλκον	elkon
παραβάλλεται	paravalete
ἑτοῖμα	etyma
ἔπορον	eporon
ἐπιβαίνω	epibǎi̯nɔː
συκύριον	sykyrion
διέφερον	ðieferon
σφύραινα	sfirena
σόλοσ	sólos
ἱμέρα	hiːméraː
ὄρυζον	orizon
ἐξηναγκάσθην	ɛksenaŋkastʰen
ἐχίων	ekʰǐːɔːn
βομβυλιόσ	bombylios
μῦθοσ	mŷːtʰos
ἐδητύοσ	eðityos
ἀγερέσθαι	aʝeresθe
ἠΰτε	iite
μυχμόσ	mixmos
δείνα	dina
μοναρχικόσ	monarçikos
σημειωθῆι	semiotʰe
κανάβινοσ	kanabinos
ἠγαθοποιέετο	iɣaθopyeeto
μηκέτι	mɛːkéti
ἡ	i
ὀκτάπουσ	oktapus
διανοέω	dianoéɔː
εὐθύφρων	efθifron
ἀμφιθόη	ampʰitʰóɛː
ἕνοσ	enos
νάρβων	narβon
ἐντίθημι	endiθimi
συνέλεξα	sineleksa
ὀχετόσ	okʰetós
περσείδησ	persěːdɛːs
πιθήκιον	piθikion
τάχεσι	taxesi
μόνησ	mones
σφετέρα	spʰetéraː
ἄναρθροσ	ánartʰros
χρύσησ	xrisis
μάκελλα	macela
εὐγένιοσ	ewɡɛnios
δῆγμα	dɛ̂ːŋma
ἀργυρόριζοσ	arɣyrorizos
ἀνωμαλία	anomalia
στρατηΐησ	strateies
δηιάνειρα	deanira
ἀρμένιοσ	armenios
ἐβοσκήθην	eβoskiθin
ἐγχείηισιν	ɛŋkʰiesin
ἐτράπετο	etrápeto
ἀγγελῆναι	aɲɟeline
ἀκοαί	akoe
πύρνοσ	pýrnos
ὕστριξ	ystriks
λύοιτε	liite
βαρύτητα	βarytita
πόνοιο	ponio
κένταυροσ	kɛntawros
συνεξέρχομαι	synekserxomɛ
βραχεῖαν	βraxian
πληθύν	plɛːtʰy̌ːn
λοιγόν	liɣon
ἤγγελσο	eŋɡɛlso
εὐρυμεναί	evrymene
ἰσοκράτησ	isokratis
μυρσίνη	myrsini
θαυμαζόντων	θavmazondon
τρύπημα	tripima
ἠγγερεύομεν	iɲɟerevomen
ἀνταλκίδασ	andalciðas
ἀγερέομαι	aɣereomɛ
κηρύλοσ	cirilos
ἀγαθοποιῶ	aɣaθopio
προτρέπομεν	protrepomen
μέθυ	meθy
ξεστήν	ksestɛ̌ːn
θεμάτων	tʰɛmaton
ἀγεροῦσι	aɣerusi
ἡμιμέδιμνον	hɛːmimédimnon
τοῖοι	tii
ἀναγιγνώσκω	anaɡiɡnɔ̌ːskɔː
σατραπεία	satrapia
βιβλιοκάπηλοσ	bibliokapelos
ἀναλαμβάνω	analambánɔː
ὑβρίζοντεσ	ivrizondes
ἔνδεια	endia
ἕλωρ	hélɔːr
προφάσει	propʰasi
ζιγγίβερισ	ziŋɡibɛris
ἥλιοσ	helios
ὀροῦσαν	orôːsan
πειρήσομαι	piresomɛ
ἀγεροίσθην	aʝerysθin
πλέκω	pleko
διττόσ	dittos
ἐλπιζόμενον	elpizomenon
τηλέπυλοσ	telɛpylos
ἑκατόμπεδον	hɛkatompɛdon
λύωμεν	lyomɛn
διαπρακτικόσ	ðiapraktikos
τοιούτωι	tyuto
ἀλήθεια	alɛ̌ːtʰeːa
νικομήδεια	niːkomɛ̌ːdeːa
θῆτα	tʰeta
πτόλιοσ	ptólios
ἄστεα	ástea
ὀξυόεισ	oksyois
ταυροφάγοσ	taβroɸaɣos
κεχηνῶδεσ	kekʰɛːnɔ̂ːdes
ἀγανακτέουσι	aɣanakteusi
ἀγαπαοίτην	aɣapaytin
σφετέραι	sɸetera
ἀγγέλοιεν	aɲɟelien
βρεττανοί	vrettany
κέρδεα	cerðea
ἀγαθώ	aɡatʰɔ̌ː
αἱμοφόβοσ	hɛmopʰobos
σάρκα	sárka
στρεβλόσ	strɛblos
πελοπόννησον	peloponnison
εἰσάμενοσ	eːsámenos
σαρκόπυον	sarkopyon
ἐπαιδεύσαμεν	epɛðeɸsamen
εὐρυνόμη	evrynomi
ἐχόμενοσ	exomenos
ἀγγειλεῖτε	aŋɡeːlêːte
σύνθεο	synθeo
ψεύδομαι	psewdomɛ
κέκτημαι	kektimɛ
φρίκη	frici
ἀμυζών	amyzdɔ̌ːn
ἠγαπώμην	iɣapomin
ἀφροδίτηι	apʰrodǐːtɛːi̯
ἐξαλαπάξαι	eksalapakse
μελίη	melíɛː
κισσόφυλλον	cissofyllon
ἐναντίοι	enantíoi̯
ἀσφυξία	aspʰyksíaː
σύμφωνον	simfonon
φάληρον	pʰálɛːron
δώρων	dɔ̌ːrɔːn
ἀγαθοποιήσονται	aɡatʰopoi̯ɛ̌ːsontai̯
σκύτινοσ	skytinos
αὑτοῖν	aftyn
πίθοσ	piθos
ἐπιμισγόντων	epimizɡóntɔːn
δεκάσ	dɛkas
ἀγωγή	aɣoʝi
ἐδιηιτῶ	eðiito
ἄκουε	akue
κατεβήσετο	katɛbesɛto
ὑπόταξισ	ypotaksis
ὦσε	ɔ̂ːse
ἔδμεναι	ɛdmɛnɛ
σμίλη	zmili
ἀντίπασ	antípaːs
θολόσ	tʰolos
οὗ	hôː
περσικόν	persikon
ἐκπορεύω	ekporeβo
ἔμπεσε	ɛmpɛsɛ
ἄγιδι	aɡidi
ἐγέρρομεν	eɣerromen
ὄπ'	op
φαγεῖν	pʰaɡin
οἰκουμέναισ	ikumenes
δημοκόλαξ	demokolaks
σιτάλκησ	siːtálkɛːs
πατέρασ	patɛras
θεῶι	tʰeɔ̂ːi̯
λεκάνη	lekánɛː
κάναστρον	kánastron
διχοτομία	ðixotomia
καρχηδόνιοσ	karxiðonios
ἔμβαλε	émbale
τρίποδι	trípodi
τρωξαλλίσ	troksalis
τέχνη	tékʰnɛː
ἀδύνατον	aðinaton
γαμφηλαί	ɣamfile
πέλονται	pélontai̯
μαντινέων	mandineon
μύκονε	mykone
ἀνακόπτομεν	anakoptomɛn
ἀριθμοί	ariθmy
δορατοθήκη	ðoratoθiki
ὑδάρνησ	iðarnis
κηρόθι	kerotʰi
σφενδάμνινοσ	spʰɛndamninos
ἴμβριοσ	ímbrios
αἰνείαν	enian
λάρισα	lǎːriːsa
σχισμάτων	skʰizmátɔːn
ὀξυτόνησισ	oksytonisis
ταυρομαχία	tau̯romakʰíaː
λύδδα	lýdda
συνεβούλευσα	synebǒːleu̯sa
ἀργίμπασα	arɡimpasa
ἐοικώσ	ɛykos
ἦγε	iɣe
ὀρνεαί	orneǎi̯
θύρη	tʰyre
βάραθρον	βaraθron
βελτιώσεισ	βeltiosis
ἐξηρτυμένοσ	eksirtymenos
ἁγιάζωνται	aɣiazontɛ
ὑσταίχμασ	istexmas
διάνοιαι	ðianye
νόστου	nostu
ἐλεγεία	eleʝia
ἀγαθοποιήσατε	aɡatʰopyesatɛ
τελευταῖα	teleɸtɛa
χρυσόθρονοσ	kʰryːsótʰronos
καρτερώ	kartɛro
ἀγγαρεύομαι	aŋɡarewomɛ
φάττα	fata
ἀνεσκαμμένα	aneskamménaː
ὤιχετο	oçeto
ἀάσειασ	aǎːseːas
γεραρόσ	ɣeraros
στρατηγικόσ	stratiɣikos
σταδίουσ	stadíoːs
ὠκύποδεσ	ocypoðes
τιβαρηνόσ	tivarinos
ἠγαπάετον	iɣapaeton
ἠγείρατον	iʝiraton
οἰνόφυτα	ynofyta
βρεφοτροφεῖον	vrefotrofion
θυμέ	θyme
δόμοισι	dómoi̯si
δεδειγμένοσ	dɛdiɡmɛnos
εὔμολποσ	evmolpos
σπονδαί	spondɛ
θαύμασα	tʰawmasa
μέσσηι	méssɛːi̯
διαρρέομαι	ðiareome
ναζαράθ	nazaraθ
ἀγχιστεία	aŋkʰistěːaː
παραλληλεπίπεδοσ	parallɛːlepípedos
ἀγαθοεργέωσι	aɣaθoerʝeosi
βορά	borǎː
ὀφιοειδῶν	opʰioidon
περίδειπνον	pɛridipnon
ἀγγελλέτω	aɲɟelleto
μύνδοσ	mindos
δημόσθενεσ	demostʰɛnɛs
θυέλλησ	tʰyéllɛːs
σκόρπαινα	skorpena
νάνωι	nano
ἠπίολοσ	ɛːpíolos
χαιρεφῶν	kʰɛrɛpʰon
τράγινοσ	traɡinos
οὐρανόθεν	oːranótʰen
βόστρυχοσ	bostrykʰos
ζυγόν	ziɣon
κυρίου	kyːríoː
ἀγαθοποιήσαιο	aɣaθopiiseo
λέων	léɔːn
φρήν	ɸrin
γέλασμα	ʝelazma
παιδεύοιτο	pɛðeβyto
ἴσ	is
ἀξιωθείσ	aksiɔːtʰěːs
ἰαπετόσ	iapɛtos
πηλῆοσ	pilios
φυήν	ɸyin
δρᾶσισ	ðrasis
ἀγαλλιώντων	aɣallionton
ἀγαπᾶσθον	aɡapâːstʰon
θούριοσ	tʰurios
ἐχθράν	ekʰtʰrǎːn
ἀγγελίοιτο	aŋɡelíoi̯to
ἀποιχόμενοσ	apoi̯kʰómenos
γιγνόμενα	ɡiɡnomɛna
παραμένει	parameni
εὐθέωσ	eɸθeos
συγκρουομένοιν	syŋkruomɛnyn
κέν	kɛn
ἀγγαρεύοιο	aŋɡarewyo
στίχε	stixe
γεφύρασ	ɡɛpʰyras
ῥίνη	r̥ine
ταχείασ	taçias
ὀφείλω	opʰěːlɔː
μετανάστασισ	metanástasis
βαρναβᾶσ	varnavas
λίθοι	litʰy
συμβάσεωσ	symbaseos
δημοκρατέομαι	demokratɛomɛ
δρακόντιοσ	ðrakontios
βροντή	vrondi
ὑπόμνημα	ipomnima
ἐρύσσαν	erisan
παρακειμέναιν	parakimɛnɛn
ἔδυ	eði
ἀποκτείνω	apoktino
συκοφαντία	sykoɸantia
ἀγγείλωσι	aɲɟilosi
περισωρεύω	pɛrisorewo
βίουσ	vius
ἀποκλείεται	apokliɛtɛ
ὕσσοσ	isos
ἀριστοφῶν	aristofon
λαλέω	laléɔː
τραγωιδία	traɡodia
μοί	my
ὀασῖται	oasitɛ
ὑμνήκασι	hymnɛ̌ːkaːsi
φαναγορία	pʰaːnaɡoría
λίθοι	lítʰoi̯
ἀκόντισε	akontise
ἔδονται	eðontɛ
ἀδυνατώτατοσ	adynatɔ̌ːtatos
οἷοσ	yos
κολοιτέα	kolytɛa
πύργοσ	pyrɣos
εὐρυμεναί	ewrymɛnɛ
πού	pu
γιγγίδιον	ɣiŋɡiðion
συγγράφω	syŋɡrapʰo
φαώνιοσ	ɸaonios
φυτικῆι	fitici
ἰέναι	iene
ἕξειν	hɛksin
ἐκωλύθην	ekoliθin
τολύπη	tolype
τιμωρίασ	tiːmɔːríaːs
ἀσέα	asea
διονυσικλῆσ	dionysikles
τοιαῖσδε	toi̯âi̯zde
ἴσασι	ísaːsi
χειρῶν	çiron
σχοινίον	sçinion
προτέρω	protero
δέρτρον	ðertron
δῆρισ	dɛ̂ːris
εἴτε	itɛ
ἠγαπᾶσθε	iɣapasθe
βάβαξ	babaks
ἀγεροίητε	aɡɛryetɛ
γραμμικόσ	ɡrammikós
ἀγαλλιασάσθω	aɣaliasasθo
πάσηισι	pǎːsɛːi̯si
ἐχώρουν	exorun
ἀγαπωιήτην	aɣapoitin
πηνειόσ	penios
διαπόρησισ	ðiaporisis
εὐκτικόσ	efktikos
οἰκήτορασ	icitoras
τηΰσιοσ	teysios
ἡμεῖσ	imis
τοσαίδε	tosǎi̯de
δυνατήν	dynaten
μαρμαίρων	marmɛron
δῖον	dîːon
μαχητήσ	maçitis
ἁλίοιο	haːlíoi̯o
ἐφορῶν	eɸoron
μελαγχολία	mɛlaŋkʰolia
ἰνωποφύλαξ	iːnɔːpopʰýlaks
ἔσεσθαι	esesθe
ἕλλην	hɛllen
νέων	neon
βατράχιον	batrákʰion
ἡμετέραισ	hemɛtɛrɛs
τετελεσμένον	tetelezmenon
ἠγγέλθησαν	eŋɡɛltʰesan
δηϊδάμεια	ðiiðamia
ῥαμνοῦσ	r̥amnôːs
ἔθηκεν	étʰɛːken
ἀγαπάηται	aɡapáɛːtai̯
μεγάλου	meɡáloː
πυλωρόσ	pyloros
βραχίων	brakʰǐːɔːn
καλόσ	kaːlós
χολάσ	xolas
ἀγαθοποιηθήτων	aɣaθopyiθiton
ἀγγελίησ	aŋɡɛlies
ἐλαχίστασ	elaxistas
δανθηλῆται	ðanθilite
κήρινθοσ	kɛ̌ːrintʰos
ἐπεντίθημι	epentiθimi
περιγενέσθαι	periɡenéstʰai̯
λάμψακοσ	lampsakos
κιννάμωμον	kinnámɔːmon
ἑλίχρυσοσ	elixrisos
ψυχῆι	psiçi
ἀγαπήσετον	aɡapɛ̌ːseton
κυμινοπριστοκαρδαμογλύφοσ	kyminopristokarðamoɣlyɸos
βάτην	baten
διενεχθείσ	ðienexθis
σκαιβόλασ	skɛβolas
ἀᾶσθε	aâːstʰe
βάλον	bálon
ἦτρον	itron
ἐκείνοιν	ɛkinyn
ἀγγέλλοιντο	aɲɟelindo
βούσιρισ	bǒːsiːris
ἀπέτρεψα	apetrepsa
κύρμα	kyrma
ἀποικίασ	apycias
ἀλανοί	alany
σήρ	ser
μιμαίκυλον	mimɛkylon
ἀργύρεοσ	arʝireos
ξένουσ	ksenus
φρυγανισμόσ	pʰryːɡanizmós
ψάθιοσ	psaθios
ἀγγαρεύσοιμι	aŋɡarefsymi
ἀπαξιούντων	apaksiundon
ἐπώψατο	epɔ̌ːpsato
φιλόδοξοσ	ɸiloðoksos
ἀκαλήφη	akaliɸi
ἰωάννα	ioanna
αὐτάων	au̯tǎːɔːn
ἐφελκύσισ	eɸelkysis
οἰχαλία	ixalia
φάσκων	ɸaskon
πολῖται	polîːtai̯
κλεόβουλοσ	kleoβulos
αὐλητρίσ	au̯lɛːtrís
καῦμα	kâu̯ma
τῆλε	telɛ
παραβολή	parabolɛ̌ː
ζύθου	zytʰu
δνοφερόσ	dnopʰɛros
λελυμένοι	lelymeny
ἀρχίλοχοσ	arçiloxos
εὐριπίδειοσ	eu̯riːpídeːos
γόμφοι	ɣomɸy
φυτικοῖσ	pʰytikys
αὐδηθήσομαι	avðiθisome
βούβαστισ	bubastis
ἀγαλλιασώμεθα	aɣaliasomeθa
ἀμακρῶτισ	amakrɔ̂ːtis
ἀγαλλιάησθον	aɣaliaisθon
πηλεΐωνι	pileioni
ἔπι	epi
ἀγαθοποιῶνται	aɣaθopionde
κέδροσ	keðros
βᾶρισ	baris
γιγνόμενοι	ʝiɣnomeni
ἀγαπάηι	aɣapai
δεκάδοσ	dekádos
κάρφοσ	karɸos
ξυνέστη	ksynesti
ἀγαλλιασθήσοισθε	aɣaliasθisisθe
προτέραι	protɛra
ἀγαθοποιήσεται	aɣaθopyisete
χειρουργέω	kʰirurɡɛo
ἀξιόχωι	aksioxo
ἐμύσ	emis
δασεῖαν	ðasian
τορέω	toreo
ἀπέρχομαι	apérkʰomai̯
ἠγείρομεν	iɣiromen
ἀργαλέον	arɡaléon
ἀπηύρα	apɛ̌ːu̯raː
πυθαγορικόσ	pytʰaɡorikos
νέουσ	nɛus
ἰακώβ	iakoβ
ἐπιτάφιοσ	epitápʰios
ῥιγέω	r̥iːɡéɔː
ἔλασσον	élasson
ἀγαθοποιήσησθε	aɣaθopyisisθe
δερμάτινοσ	ðermatinos
γίγνετ'	ɡíɡnet
σίλασ	silas
ἰάζυγεσ	iazyɛs
εἴρηκεν	iriken
φασί	pʰasi
ψαύριοσ	psawrios
λιβανώτινοσ	libanɔ̌ːtinos
γίγγροσ	ɣiŋɡros
βουλῆι	bule
ἀγανάκτεε	aɡanaktɛɛ
αἴθαλοσ	eθalos
ὑβρίζω	yβrizo
ἀγαπήσοισ	aɡapesys
αἴθων	ɛtʰon
δωρεά	dɔːreǎː
ἀμφίσβαινα	amɸizβɛna
καυλόσ	kawlos
καιήτη	kɛiti
βλέτυεσ	blɛtyɛs
ἐκγελάσεται	eɣɣelasetɛ
πῖσα	pisa
ἠξίωσασ	iksiosas
κακῶι	kakɔ̂ːi̯
δέχομαι	ðexomɛ
κεβλή	keβli
ἀγανακτήσομαι	aɡanaktesomɛ
λόφοσ	lopʰos
βουλόμενοι	vulomeni
ἀχυροθήκη	akʰyrotʰɛ̌ːkɛː
ἀπονώτερον	aponotɛron
σεισμόσ	sizmos
ἀγαθοποιήσωμεν	aɡatʰopyesomɛn
ἀγγελεῖμεν	aŋɡelimen
ἀγαπάωμεν	aɡapaomɛn
ὠιά	ɔːi̯á
σηκουανόσ	sekuanos
ὁμήρων	omiron
ἀγαθοποιήσοιμι	aɣaθopyisymi
ἀγγελείημεν	aŋɡeliimen
λακεδαιμόνιοι	laceðemoniy
ἀραρυῖαν	ararŷːan
μιᾶι	miâːi̯
ἐμπεριέκλεισα	emperieklisa
μηλοπέπων	mɛːlopépɔːn
ὀρδησσόσ	orðisos
διώνη	ðioni
ἔγχελυσ	eŋxelys
πωλήσεισ	polesis
μητίετα	mitieta
ὁράω	horáɔː
αἰσχύλοσ	ai̯skʰýlos
πλάγχθη	plaŋxθi
καταφρονητικόσ	katapʰronetikos
χάρμα	xarma
τουσκλᾶνοσ	tusklanos
βίαισ	vies
ὅση	hose
ἰχώρ	ixor
ἀγερέοιτον	aʝereyton
παραβάλλομαι	paraβallomɛ
ἐλασσόω	elasoo
λείγηρ	liɣir
ἐπαιδεύετο	epai̯děu̯eto
ἥρη	hɛ̌ːrɛː
ἄφυλλοσ	aɸyllos
λῆροσ	lɛ̂ːros
κίναροσ	cinaros
ἀστόσ	astos
λώβην	lovin
ἔχθραι	ékʰtʰraːi̯
ἀμειβόμενοσ	amibomɛnos
ζακύνθου	zdakýntʰoː
πεζομαχίαιν	pezomaçien
νάω	nǎːɔː
σκιάδειον	skiádeːon
ῥυτίδα	rytiða
ἐρέφω	ereɸo
πετεινούσ	pɛtinus
τροφόσ	trofos
ἐλιέζερ	eliezer
ἔγχει	éŋkʰeː
ὑπόσπονδοσ	hypóspondos
ἴαχον	íakʰon
θεσμοφόρια	θezmoforia
βασιλεῦσι	basilêu̯si
κελαιναί	kelai̯nǎi̯
λύομεν	liomen
στυγερόσ	stiʝeros
λέπω	lépɔː
ἀγαπήσοι	aɡapɛ̌ːsoi̯
ζωγάνησ	zoɡanes
τιμωρίαισ	timoriɛs
ταχεία	takʰěːaː
νῆσοσ	nisos
σταφυλῖνοσ	stafilinos
τρύγοιποσ	triʝipos
κύδαροσ	cyðaros
μᾶκοσ	makos
χλευάζω	kʰlewazo
ἰσχύν	iskʰyn
μήτηρ	mɛ̌ːtɛːr
κακκείοντεσ	kakkiontɛs
ἄρκυσ	arkys
παιδεῦσαν	peðefsan
ἐγχέω	ɛŋkʰɛo
ζεύγουσ	zevɣus
ταναόσ	tanaos
ἀῶνται	aontɛ
ἀγανακτοῖτον	aɣanaktyton
ναίων	nǎi̯ɔːn
ἔκτα	éktaː
κηλέωι	kɛːléɔːi̯
ὑπομένω	hypoménɔː
συγγραφέασ	siŋɡrafeas
παιδευθῆισ	peðefθis
λυκάων	lykǎːɔːn
ἐκχύμωμα	ekçimosis
κέρχνοσ	kérkʰnos
σιγαλόεντα	siːɡalóenta
ἀνστάσ	anstǎːs
αἴθουσα	ɛθusa
ἀσπαίρω	aspǎi̯rɔː
νώνακρισ	nonakris
ἀγαλλιῶμεν	aɡalliomɛn
νεάπολισ	nɛapolis
σφίσιν	sfisin
ἑαυταῖσ	heau̯tâi̯s
πεδίονδε	peðionde
ἐφορᾶσθαι	ɛpʰorastʰɛ
βέβαια	βeβɛa
ἀγγαρεύσαιμεν	aŋɡarefsemen
ἀκεσίνησ	akɛsines
θόασ	tʰoas
διδώ	diːdɔ̌ː
φαρέτρην	pʰarétrɛːn
παράδειγμα	parádeːŋma
ἔοικασ	ɛykas
ἀγγελέηι	aŋɡɛlɛe
