турбуленција	turbulɛnt͡sija
вонка	vɔŋka
волфрам	vɔɫfram
премореност	prɛmɔɾɛnɔst
јаболчест	jabɔɫt͡ʃɛst
хелсиншки	xɛɫsinʃki
уметница	umɛtnit͡sa
староликост	starɔlikɔst
наслутува	nasɫutuva
пајка	pajka
султанка	suɫtaŋka
сирење	siɾɛɲɛ
аргументациски	arɡumɛntat͡siski
курвичка	kurvit͡ʃka
килимар	kilimar
конфучиј	kɔɱfut͡ʃij
парада	parada
доруча	dɔɾut͡ʃa
месо	mɛsɔ
последен	pɔslɛdɛn
мрднува	mr̩dnuva
единаесет	ɛdinaɛsɛt
платински	pɫatinski
обезвластува	ɔbɛzvɫastuva
велосипед	vɛɫɔsipɛt
непокриен	nɛpɔkrijɛn
подразмести	pɔdrazmɛsti
фудбал	fudbaɫ
прднува	pr̩dnuva
градинарка	ɡradinarka
потрпи	pɔtr̩pi
сандала	sandaɫa
разбудува	razbuduva
интуиција	intuit͡sija
излачува	izɫat͡ʃuva
обесправеност	ɔbɛspravɛnɔst
чудесност	t͡ʃudɛsnɔst
расцути	rast͡suti
иницијација	init͡sijat͡sija
гостилничарка	ɡɔstiɫnit͡ʃarka
баш	baʃ
првородство	pr̩vɔrɔtstvɔ
кукличка	kuklit͡ʃka
картографија	kartɔɡrafija
курви	kurvi
предложи	prɛdɫɔʒi
каде	kadɛ
ненајаден	nɛnajadɛn
насапунува	nasapunuva
задавува	zadavuva
чембала	t͡ʃɛmbaɫa
готвач	ɡɔtvat͡ʃ
волнарство	vɔɫnarstvɔ
ек	ɛk
набабреност	nababrɛnɔst
кочан	kɔt͡ʃan
градови	ɡradɔvi
паунов	paunɔf
ананас	ananas
јавачка	javat͡ʃka
гои	ɡɔi
катаљарда	katalarda
коњушарски	kɔɲuʃarski
скрб	skr̩p
скопје	skɔpjɛ
пенис	pɛnis
формација	fɔrmat͡sija
научува	naut͡ʃuva
коритце	kɔɾitt͡sɛ
подискастри	pɔdiskastri
шверцерка	ʃvɛrt͡sɛrka
брбливост	br̩blivɔst
стабилизација	stabilizat͡sija
тешкичок	tɛʃkit͡ʃɔk
неизразен	nɛizrazɛn
воденичар	vɔdɛnit͡ʃar
одлазува	ɔdɫazuva
сосопственик	sɔsɔpstvɛnik
показен	pɔkazɛn
навлажнува	navɫaʒnuva
заб	zap
зимава	zimava
поткаже	pɔtkaʒɛ
резерват	rɛzɛrvat
доусовршува	dɔusɔvr̩ʃuva
дописничка	dɔpisnit͡ʃka
комисиски	kɔmisiski
рехабилитација	rɛxabilitat͡sija
апозиција	apɔzit͡sija
ѕвечало	d͡zvɛt͡ʃaɫɔ
егоцентричност	ɛɡɔt͡sɛntrit͡ʃnɔst
оддалеченост	ɔddalɛt͡ʃɛnɔst
сибирски	sibirski
кокосов	kɔkɔsɔf
дослушува	dɔsɫuʃuva
македонија	makɛdɔnija
екстраполација	ɛkstrapɔɫat͡sija
мимика	mimika
примрзи	primr̩zi
викинг	vikiŋk
темница	tɛmnit͡sa
приврзаност	privr̩zanɔst
преполовеност	prɛpɔɫɔvɛnɔst
амин	amin
угоре	uɡɔɾɛ
теснински	tɛsninski
резбарство	rɛzbarstvɔ
спинети	spinɛti
насадува	nasaduva
јагленов	jaɡlɛnɔf
изнаучи	iznaut͡ʃi
стаклар	stakɫar
босна	bɔsna
закржлавеност	zakr̩ʒɫavɛnɔst
трнинка	tr̩niŋka
асимилација	asimiɫat͡sija
или	ili
класификација	kɫasifikat͡sija
полжав	pɔɫʒaf
разнородност	raznɔɾɔdnɔst
ненамачкан	nɛnamat͡ʃkan
расчетка	raʃt͡ʃɛtka
часовничарски	t͡ʃasɔvnit͡ʃarski
воопшто	vɔɔpʃtɔ
отпадничка	ɔtpadnit͡ʃka
погрми	pɔɡr̩mi
загушува	zaɡuʃuva
прстен	pr̩stɛn
кадифе	kadifɛ
праведност	pravɛdnɔst
платно	pɫatnɔ
лекарство	lɛkarstvɔ
подостари	pɔdɔstaɾi
фенерче	fɛnɛrt͡ʃɛ
гранче	ɡrant͡ʃɛ
чуден	t͡ʃudɛn
ронче	rɔnt͡ʃɛ
снеговица	snɛɡɔvit͡sa
срнче	sr̩nt͡ʃɛ
конзул	kɔnzuɫ
пребара	prɛbaɾa
земјоделство	zɛmjɔdɛɫstvɔ
контактен	kɔntaktɛn
новини	nɔvini
блазонирање	bɫazɔniɾaɲɛ
обезименува	ɔbɛzimɛnuva
соматски	sɔmatski
преморува	prɛmɔɾuva
расположлив	raspɔɫɔʒlif
белило	bɛliɫɔ
порнографија	pɔrnɔɡrafija
полковнички	pɔɫkɔvnit͡ʃki
распласти	raspɫasti
чинија	t͡ʃinija
цица	t͡sit͡sa
енергичност	ɛnɛrɡit͡ʃnɔst
закитува	zakituva
испогмечи	ispɔɡmɛt͡ʃi
помагач	pɔmaɡat͡ʃ
мравка	mrafka
тенис	tɛnis
јазол	jazɔɫ
ишка	iʃka
блокче	bɫɔkt͡ʃɛ
искорнува	iskɔrnuva
работа	rabɔta
разговорливост	razɡɔvɔrlivɔst
семестарски	sɛmɛstarski
џуџенце	d͡ʒud͡ʒɛnt͡sɛ
премреже	prɛmrɛʒɛ
недорешен	nɛdɔɾɛʃɛn
угарење	uɡaɾɛɲɛ
спрат	sprat
зачмаеност	zat͡ʃmaɛnɔst
бечви	bɛt͡ʃvi
сиромашност	sirɔmaʃnɔst
вера	vɛɾa
академија	akadɛmija
јунаштво	junaʃtvɔ
јаженце	jaʒɛnt͡sɛ
занишува	zaniʃuva
софија	sɔfija
фалта	faɫta
сува	suva
отрезнува	ɔtrɛznuva
опојност	ɔpɔjnɔst
клер	klɛr
пиво	pivɔ
наликува	nalikuva
сесија	sɛsija
кавгаџика	kavɡad͡ʒika
копјенце	kɔpjɛnt͡sɛ
доткајува	dɔtkajuva
одлази	ɔdɫazi
иловица	iɫɔvit͡sa
дува	duva
шлапа	ʃɫapa
прслуче	pr̩sɫut͡ʃɛ
ѓуле	ɟulɛ
вага	vaɡa
порабува	pɔrabuva
мечиња	mɛt͡ʃiɲa
циркуски	t͡sirkuski
туткав	tutkaf
шестотини	ʃɛstɔtini
борење	bɔɾɛɲɛ
радарски	radarski
незачуван	nɛzat͡ʃuvan
крштелен	kr̩ʃtɛlɛn
ветровит	vɛtrɔvit
зградичка	zɡradit͡ʃka
корелација	kɔɾɛɫat͡sija
императорка	impɛratɔrka
крај	kraj
виткост	vitkɔst
птица	ptit͡sa
рака	raka
надничарски	nadnit͡ʃarski
свинче	svint͡ʃɛ
бубрежен	bubrɛʒɛn
гуде	ɡudɛ
исполаже	ispɔɫaʒɛ
репетициски	rɛpɛtit͡siski
викендичка	vikɛndit͡ʃka
бомбардер	bɔmbardɛr
тигарски	tiɡarski
испоздрави	ispɔzdravi
измрсува	izmr̩suva
околен	ɔkɔlɛn
конкуренција	kɔŋkurɛnt͡sija
македонец	makɛdɔnɛt͡s
буков	bukɔf
жонглерство	ʒɔŋɡlɛrstvɔ
бесови	bɛsɔvi
изеде	izɛdɛ
изнамачка	iznamat͡ʃka
дабов	dabɔf
преопредели	prɛɔprɛdɛli
нетолеранција	nɛtɔlɛrant͡sija
доследност	dɔslɛdnɔst
снегулка	snɛɡuɫka
облак	ɔbɫak
драгоценост	draɡɔt͡sɛnɔst
гушнува	ɡuʃnuva
разработи	razrabɔti
корпорациски	kɔrpɔrat͡siski
увезувач	uvɛzuvat͡ʃ
куцнува	kut͡snuva
паркинг	parkiŋk
повари	pɔvaɾi
физиологија	fizijɔɫɔɡija
кратковечност	kratkɔvɛt͡ʃnɔst
бумбар	bumbar
јер	jɛr
ферментација	fɛrmɛntat͡sija
спроводник	sprɔvɔdnik
должничка	dɔɫʒnit͡ʃka
делфински	dɛɫfinski
подраспара	pɔdraspaɾa
служба	sɫuʒba
постепеност	pɔstɛpɛnɔst
грмувче	ɡr̩muft͡ʃɛ
фараон	faɾaɔn
подразголи	pɔdrazɡɔli
крчма	kr̩t͡ʃma
ѓаволка	ɟavɔɫka
неделивост	nɛdɛlivɔst
разбере	razbɛɾɛ
петунија	pɛtunija
четворица	t͡ʃɛtvɔɾit͡sa
видричка	vidrit͡ʃka
покровителка	pɔkrɔvitɛɫka
подзатемни	pɔdzatɛmni
виснува	visnuva
бадем	badɛm
турист	turist
надмоќност	nadmɔcnɔst
запливува	zaplivuva
лавче	ɫaft͡ʃɛ
кутриња	kutriɲa
редакторски	rɛdaktɔrski
композициски	kɔmpɔzit͡siski
базалтов	bazaɫtɔf
взори	vzɔɾi
космонаутка	kɔsmɔnautka
алитерација	alitɛrat͡sija
одборник	ɔdbɔrnik
јурнува	jurnuva
одвиткува	ɔdvitkuva
завева	zavɛva
маѓепсаност	maɟɛpsanɔst
посебност	pɔsɛbnɔst
загледаност	zaɡlɛdanɔst
несоодветност	nɛsɔɔdvɛtnɔst
застапеност	zastapɛnɔst
подзаниша	pɔdzaniʃa
брезов	brɛzɔf
пуши	puʃi
филологија	fiɫɔɫɔɡija
реализација	rɛalizat͡sija
весел	vɛsɛɫ
изделка	izdɛɫka
хомофонија	xɔmɔfɔnija
запалка	zapaɫka
немилосрдие	nɛmiɫɔsr̩dijɛ
бура	buɾa
каснува	kasnuva
флејтист	flɛjtist
неизводливост	nɛizvɔdlivɔst
дождови	dɔʒdɔvi
бесплотност	bɛspɫɔtnɔst
гајда	ɡajda
аристотел	aɾistɔtɛɫ
сиже	siʒɛ
отрпнува	ɔtr̩pnuva
датив	datif
русинка	rusiŋka
квасец	kvasɛt͡s
соговорница	sɔɡɔvɔrnit͡sa
мирис	miɾis
другар	druɡar
ситничавост	sitnit͡ʃavɔst
транспозиција	transpɔzit͡sija
ќупче	cupt͡ʃɛ
дните	dnitɛ
предосеќа	prɛdɔsɛca
ран	ran
фати	fati
семе	sɛmɛ
овенатост	ɔvɛnatɔst
непретпазливост	nɛprɛtpazlivɔst
денар	dɛnar
флорет	fɫɔrɛt
воинство	vɔinstvɔ
посредништво	pɔsrɛdniʃtvɔ
беспокојност	bɛspɔkɔjnɔst
попишувач	pɔpiʃuvat͡ʃ
избраница	izbranit͡sa
квадратче	kvadratt͡ʃɛ
писмо	pismɔ
побрбори	pɔbr̩bɔɾi
меланхоличност	mɛɫanxɔlit͡ʃnɔst
плет	plɛt
свилест	svilɛst
денон	dɛnɔn
исцицува	ist͡sit͡suva
слово	sɫɔvɔ
овација	ɔvat͡sija
македонка	makɛdɔŋka
распаднатост	raspadnatɔst
мангупче	maŋɡupt͡ʃɛ
коледе	kɔlɛdɛ
јаболче	jabɔɫt͡ʃɛ
вишок	viʃɔk
растение	rastɛnijɛ
зборче	zbɔrt͡ʃɛ
тапанче	tapant͡ʃɛ
собитие	sɔbitijɛ
вода	vɔda
плотски	pɫɔtski
звање	zvaɲɛ
шнајдерка	ʃnajdɛrka
глогов	ɡɫɔɡɔf
оксидација	ɔksidat͡sija
згрешува	zɡrɛʃuva
конференциски	kɔɱfɛrɛnt͡siski
тркачки	tr̩kat͡ʃki
назад	nazat
презрева	prɛzrɛva
реума	rɛuma
боксови	bɔksɔvi
незакотвен	nɛzakɔtvɛn
ориз	ɔɾis
том	tɔm
абажур	abaʒur
формализација	fɔrmalizat͡sija
братов	bratɔf
ќилим	cilim
рисјанин	risjanin
црвило	t͡sr̩viɫɔ
изнагнете	iznaɡnɛtɛ
пушта	puʃta
виме	vimɛ
светлост	svɛtɫɔst
поборник	pɔbɔrnik
слеан	slɛan
успех	uspɛx
живописен	ʒivɔpisɛn
сонценце	sɔnt͡sɛnt͡sɛ
зажуборува	zaʒubɔɾuva
чекан	t͡ʃɛkan
другарка	druɡarka
јаготче	jaɡɔtt͡ʃɛ
чепорест	t͡ʃɛpɔɾɛst
збрка	zbr̩ka
назадува	nazaduva
златест	zɫatɛst
групација	ɡrupat͡sija
изнастава	iznastava
бунар	bunar
вход	fxɔt
кафуле	kafulɛ
истрчува	istr̩t͡ʃuva
везиров	vɛziɾɔf
везе	vɛzɛ
стаписаност	stapisanɔst
интервју	intɛrvju
подгорчува	pɔdɡɔrt͡ʃuva
отец	ɔtɛt͡s
сабајле	sabajlɛ
посегнува	pɔsɛɡnuva
сеул	sɛuɫ
студент	studɛnt
констатација	kɔnstatat͡sija
залепува	zalɛpuva
лунѕа	ɫund͡za
сестраност	sɛstranɔst
подослободи	pɔdɔsɫɔbɔdi
орјатка	ɔrjatka
поларизациски	pɔɫaɾizat͡siski
збороред	zbɔɾɔɾɛt
многупати	mnɔɡupati
лошотија	ɫɔʃɔtija
условност	usɫɔvnɔst
седларски	sɛdɫarski
преиспита	prɛispita
пишуваат	piʃuvaat
три	tri
штичка	ʃtit͡ʃka
неумоливост	nɛumɔlivɔst
пливање	plivaɲɛ
кусур	kusur
целосен	t͡sɛɫɔsɛn
предочува	prɛdɔt͡ʃuva
воспаленост	vɔspalɛnɔst
втрча	ftr̩t͡ʃa
велик	vɛlik
егзибиција	ɛɡzibit͡sija
ловџиски	ɫɔvd͡ʒiski
ќос	cɔs
неоснован	nɛɔsnɔvan
инквизициски	iŋkvizit͡siski
првостепен	pr̩vɔstɛpɛn
студентка	studɛntka
симболизација	simbɔlizat͡sija
злоупотребувач	zɫɔupɔtrɛbuvat͡ʃ
лутециум	ɫutɛt͡sijum
древност	drɛvnɔst
чеканче	t͡ʃɛkant͡ʃɛ
година	ɡɔdina
паун	paun
штурец	ʃtuɾɛt͡s
ситничарски	sitnit͡ʃarski
ливаѓе	livaɟɛ
запрегнува	zaprɛɡnuva
кристал	kristaɫ
втораче	ftɔɾat͡ʃɛ
песничка	pɛsnit͡ʃka
вампирски	vampirski
писменце	pismɛnt͡sɛ
бујрум	bujrum
простодушност	prɔstɔduʃnɔst
маало	maaɫɔ
невистина	nɛvistina
подозривост	pɔdɔzrivɔst
кукле	kuklɛ
аџиски	ad͡ʒiski
преобликува	prɛɔblikuva
предучилиштен	prɛdut͡ʃiliʃtɛn
ткајачка	tkajat͡ʃka
артикулација	artikuɫat͡sija
овошје	ɔvɔʃjɛ
цутне	t͡sutnɛ
закуп	zakup
застарува	zastaɾuva
ѓон	ɟɔn
ладничок	ɫadnit͡ʃɔk
палка	paɫka
заговорница	zaɡɔvɔrnit͡sa
кратковид	kratkɔvit
лондонец	ɫɔndɔnɛt͡s
пробив	prɔbif
наука	nauka
доставувач	dɔstavuvat͡ʃ
токиски	tɔkiski
грбоносец	ɡr̩bɔnɔsɛt͡s
огласен	ɔɡɫasɛn
пресретне	prɛsrɛtnɛ
седмица	sɛdmit͡sa
пеперуткин	pɛpɛɾutkin
опипува	ɔpipuva
шаховски	ʃaxɔfski
берлински	bɛrlinski
прашки	praʃki
блато	bɫatɔ
претставништво	prɛtstavniʃtvɔ
изнакваси	iznakvasi
зародиш	zaɾɔdiʃ
грижливост	ɡriʒlivɔst
претплатничка	prɛtpɫatnit͡ʃka
немост	nɛmɔst
нередовност	nɛrɛdɔvnɔst
клада	kɫada
јуница	junit͡sa
муленце	mulɛnt͡sɛ
надморски	nadmɔrski
биоенергија	bijɔɛnɛrɡija
тексас	tɛksas
жали	ʒali
курварство	kurvarstvɔ
лигуш	liɡuʃ
свеќарски	svɛcarski
ербап	ɛrbap
љубопитност	ʎubɔpitnɔst
подзамиже	pɔdzamiʒɛ
заканувачки	zakanuvat͡ʃki
божилак	bɔʒiɫak
отвора	ɔtvɔɾa
врапчуле	vrapt͡ʃulɛ
трзачки	tr̩zat͡ʃki
куре	kuɾɛ
кои	kɔi
умешност	umɛʃnɔst
зарекува	zarɛkuva
кутивче	kutift͡ʃɛ
нормализација	nɔrmalizat͡sija
непрекинатост	nɛprɛkinatɔst
омекнатост	ɔmɛknatɔst
шешир	ʃɛʃir
јајцест	jajt͡sɛst
јадови	jadɔvi
вкочанетост	fkɔt͡ʃanɛtɔst
оривче	ɔɾift͡ʃɛ
разбој	razbɔj
двоуснен	dvɔusnɛn
затоа	zatɔa
воспалителен	vɔspalitɛlɛn
елиминација	ɛliminat͡sija
ако	akɔ
чорапче	t͡ʃɔɾapt͡ʃɛ
духовништво	duxɔvniʃtvɔ
сословие	sɔsɫɔvijɛ
крзнарство	kr̩znarstvɔ
уши	uʃi
смрт	smr̩t
одбранува	ɔdbranuva
сандаче	sandat͡ʃɛ
водиште	vɔdiʃtɛ
кујничка	kujnit͡ʃka
цигари	t͡siɡaɾi
сингапур	siŋɡapur
топот	tɔpɔt
евруле	ɛvrulɛ
србин	sr̩bin
отпишува	ɔtpiʃuva
превземе	prɛvzɛmɛ
наплиска	napliska
јавува	javuva
уреднички	urɛdnit͡ʃki
предлага	prɛdɫaɡa
неизрамнет	nɛizramnɛt
живописност	ʒivɔpisnɔst
незакрепнатост	nɛzakrɛpnatɔst
надградува	nadɡraduva
оскудност	ɔskudnɔst
бурност	burnɔst
конфигурација	kɔɱfiɡurat͡sija
колонизациски	kɔɫɔnizat͡siski
ботови	bɔtɔvi
морковче	mɔrkɔft͡ʃɛ
грубијанство	ɡrubijanstvɔ
парталче	partaɫt͡ʃɛ
регистрација	rɛɡistrat͡sija
подзакачи	pɔdzakat͡ʃi
шејтан	ʃɛjtan
рицар	rit͡sar
докројува	dɔkrɔjuva
виолина	vijɔlina
отвори	ɔtvɔɾi
досетливост	dɔsɛtlivɔst
умник	umnik
тимбу	timbu
крзно	kr̩znɔ
очи	ɔt͡ʃi
конгрес	kɔŋɡrɛs
недоразвиен	nɛdɔrazvijɛn
противприроден	prɔtifpriɾɔdɛn
конјугациски	kɔnjuɡat͡siski
житен	ʒitɛn
сарма	sarma
персиски	pɛrsiski
неколку	nɛkɔlku
претседателство	prɛtsɛdatɛɫstvɔ
подисправи	pɔdispravi
просветен	prɔsvɛtɛn
обесштетува	ɔbɛʃʃtɛtuva
мачителка	mat͡ʃitɛɫka
бендисува	bɛndisuva
нотарски	nɔtarski
деловник	dɛɫɔvnik
лиснат	lisnat
братучедски	bratut͡ʃɛtski
двостраност	dvɔstranɔst
заборавеност	zabɔravɛnɔst
цвеќарски	t͡svɛcarski
фирма	firma
роботизација	rɔbɔtizat͡sija
извонредност	izvɔnrɛdnɔst
завет	zavɛt
изнадроби	iznadrɔbi
дефинициски	dɛfinit͡siski
емитува	ɛmituva
јаз	jas
конверзациски	kɔɱvɛrzat͡siski
брборка	br̩bɔrka
снежиња	snɛʒiɲa
видело	vidɛɫɔ
блудствува	bɫutstvuva
мерило	mɛɾiɫɔ
озвучи	ɔzvut͡ʃi
овчар	ɔft͡ʃar
ноздра	nɔzdra
апозициски	apɔzit͡siski
петлов	pɛtɫɔf
чешма	t͡ʃɛʃma
дени	dɛni
лисабон	lisabɔn
ведро	vɛdrɔ
поднаближува	pɔdnabliʒuva
мажон	maʒɔn
берберница	bɛrbɛrnit͡sa
месарка	mɛsarka
сармичка	sarmit͡ʃka
