ayam	ʔajɐm
igsi	ʔɪɡsiʔ
ursua	ʔuɾsʊɐ
balukay	balʊxaɪ̯
kumpisal	kxumpɪsal
itulog	ʔɪtuloɡ
liing	lɪʔiŋ
dumulas	dʊmʊlas
balinghat	bɐlɪŋhat
aurora	ʔaʊ̯ɾoɾɐ
akom	ʔɐxom
villagracia	bɪllɐɡɾaʃɐ
lamira	lɐmiɾɐʔ
loteriya	loteɾiɐ
komedyante	kxomed͡ʒante
bibig	bɪbiɡ
pusyaw	pʊʃau
goma	ɡomɐ
gaban	ɡɐban
iregular	ʔɪɾeɰʊlaɾ
ebolusyon	ʔebolʊʃon
guanzon	ɡuɐnson
kita	kitɐ
maasim	mɐʔasɪm
damdam	dɐmdam
dasal	dɐsal
tamban	tɐmban
tangka	tɐŋkaʔ
dimarim	dɪmaɾɪm
gabiana	ɡɐbiɐnɐ
lisensiya	lɪsenʃa
laygo	laɪ̯ɰo
kampanya	kxɐmpɐɲa
virus	biɾʊs
amilyaramyento	ʔɐmɪljɐɾɐmjento
ginintuan	ɡɪnɪntʊʔan
himanting	hɪmɐntiŋ
mabigat	mɐbɪɰat
magmartsa	mɐɡmaɾt͡ʃɐ
bansot	bɐnsot
sumiko	sʊmixo
anay	ʔanaɪ̯
veneracion	beneɾaʃon
oracion	ʔoɾaʃon
impormal	ʔɪmpoɾmal
teruko	teɾuxo
ilag	ʔilɐɡ
giwang	ɡewɐŋ
ekwador	ʔekwɐdoɾ
dagta	dɐɡtaʔ
bantok	bɐntok
tampal	tɐmpal
bumaha	bʊmɐhaʔ
lumapit	lʊmapɪt
iskrip	ʔɪskɾip
hinog	hɪnoɡ
gugo	ɡuɰoʔ
anhin	ʔɐŋhin
importansiya	ʔɪmpoɾtanʃa
bitin	bɪtin
daras	dɐɾas
hilig	hilɪɡ
rocafort	ɾoxafoɾt
paggiba	pɐɡɡɪbaʔ
brokuli	bɾoxʊli
lagayan	laɰajɐn
oliva	ʔolibɐ
agwat	ʔɐɡwat
pambati	pɐmbɐti
independiyente	ʔɪndepend͡ʒente
albularyo	ʔɐlbʊlaɾjo
dulos	dʊlos
gadgad	ɡɐdɡad
umapaw	ʔʊmapaʊ̯
kabiguan	kxɐbɪɰʊʔan
anayo	ʔɐnajo
kapakanan	kxɐpɐxɐnʔan
magpalaganap	mɐɡpɐlɐɰanɐp
ikalima	ʔɪxɐlɪma
bikas	bixɐs
sawi	sɐwiʔ
ayuyang	ʔɐjʊjaŋ
magpaubaya	mɐɡpɐʔʊbajɐʔ
almirol	ʔɐlmɪɾol
bathala	bɐthalɐʔ
iskwater	ʔɪskwɐteɾ
agamahan	ʔaɰɐmɐhɐn
ihap	ʔihɐp
badya	bɐd͡ʒa
hinaing	hɪnɐʔiŋ
datal	dɐtal
antipolo	ʔɐntɪpolo
probinsiyano	pɾobɪnʃano
encinas	ʔensinɐs
linlang	lɪnlaŋ
mamamana	mɐmɐmanɐʔ
putakti	pʊtɐkti
nabasa	nabɐsaʔ
mapagmatyag	mɐpɐɡmɐt͡ʃaɡ
kabikulan	kxɐbixʊlan
lamuga	lɐmuɰɐʔ
bakod	bɐxod
mahiyain	mɐhɪaʔɪn
atlantiko	ʔɐtlantɪxo
ampang	ʔɐmpaŋ
tukso	tʊkso
libid	lɪbid
kabisayaan	kxɐbɪsɐjaʔɐn
dulay	dulaɪ̯
kumbento	kxumbento
latigo	latɪɰo
bigkas	bɪɡkas
babasa	bɐbasɐ
aquino	ʔɐxino
bangan	bɐŋan
alusitha	ʔɐlʊsɪthaʔ
luwan	lwan
elektrisidad	ʔelektɾɪsɪdad
unano	ʔʊnanoʔ
analitiko	ʔɐnɐlitɪxo
lagalag	lɐɰɐlaɡ
danesa	dɐnesɐ
bilugan	bɪluɰɐn
ikalabintatlo	ʔɪxɐlɐbintɐtlo
alilisan	ʔalɪlɪsan
kasaysayan	kxɐsaɪ̯sajɐn
palda	paldɐ
milagro	mɪlaɡɾo
binti	bɪntiʔ
amain	ʔɐmain
tagos	tɐɰos
suwelas	swelɐs
ayon	ʔɐjon
intermisyon	ʔɪnteɾmɪʃon
catipon	kxɐtipon
benesyana	beneʃɐnɐ
lupalop	lʊpalop
balaglawas	bɐlaɡlawɐs
dabaw	dabaʊ̯
patutsada	pɐtʊt͡ʃadɐ
batasan	batasɐn
mandirigma	mɐndɪɾɪɡmaʔ
amansinaya	ʔɐmɐnsɪnajɐʔ
leynes	leɪ̯nes
ampaw	ʔampaʊ̯
labnaw	lɐbnaʊ̯
abing	ʔabɪŋ
dagdag	dɐɡdaɡ
galusgos	ɡɐlʊsɡos
kutson	kxʊt͡ʃon
magdayao	mɐɡdajaʊ̯
aklan	ʔɐklan
libradilla	lɪbɾɐdillɐ
lukton	lʊkton
barkada	bɐɾkadɐ
traqueña	tɾɐxeɲɐ
indesente	ʔɪndesente
pekas	pexɐs
negosyador	neɰoʃɐdoɾ
babaihin	bɐbɐʔihɪn
langka	lɐŋkaʔ
pukyutan	pʊkjutɐn
baculi	bɐxulɪ
dupil	dupɪl
barera	bɐɾeɾɐ
abogasya	ʔɐboɰɐʃa
alisin	ʔɐlɪsin
baya	bajɐʔ
bahagya	bɐhɐɡjaʔ
mainsekto	mɐʔɪnsekto
balut	bɐlut
dispatser	dɪspat͡ʃeɾ
ilay	ʔilaɪ̯
bayawak	bɐjawɐk
dukal	dʊxal
duhambindahon	dʊhɐmbɪndahon
baluti	bɐlutɪʔ
gat	ɡɐt
sakal	sɐxal
bundol	bʊndol
abnoy	ʔɐbnoɪ̯
pamimilosopo	pɐmɪmɪlosopo
inskripsiyon	ʔɪnskɾɪpʃon
kabute	kxɐbʊte
ehekutibo	ʔehexʊtibo
daglat	dɐɡlat
bisyesto	bɪʃesto
tiyesa	t͡ʃesɐ
maghasik	mɐɡhɐsik
dumating	dʊmɐtiŋ
ihi	ʔɪhiʔ
hangganan	hɐŋɡanɐn
hawak	hawɐk
butete	bʊtete
haligutgot	hɐlɪɰʊtɡot
pasyal	pɐʃal
galalan	ɡɐlɐlan
planetaryum	plɐnetaɾjʊm
gunggong	ɡʊŋɡoŋ
hinga	hɪŋa
c	sɪ
hahagkan	hahɐɡkan
lugay	lʊɰaɪ̯
balas	balɐs
anos	ʔɐnos
alangaang	ʔɐlɐŋaʔɐŋ
kana	kxɐnaʔ
lumihis	lʊmɪhis
koalisyon	kxoɐlɪʃon
bilbil	bɪlbil
gawis	ɡawɪs
ligpit	lɪɡpit
barko	bɐɾko
bagon	bɐɰon
gumising	ɡʊmisɪŋ
baya	bajɐ
lapay	lapaɪ̯
bagsit	baɡsɪt
dumugo	dʊmʊɰoʔ
ocampo	ʔoxampo
alintana	ʔɐlɪntanɐ
liwag	liwɐɡ
inspeksiyon	ʔɪnspekʃon
lantutay	lɐntutaɪ̯
alampay	ʔɐlɐmpaɪ̯
binhi	bɪŋhiʔ
iknat	ʔɪknat
tagabukid	tɐɰɐbuxɪd
bantulot	bɐntulot
indak	ʔɪndak
baga	baɰɐ
lawaan	lɐwɐʔan
sinauna	sɪnaʊ̯nɐ
araro	ʔɐɾaɾo
pisan	pɪsan
dalit	dalɪt
lusaw	lʊsaʊ̯
dilag	dɪlaɡ
ampunan	ʔɐmpunɐn
pribilehiyo	pɾɪbɪlehio
pambansa	pɐmbɐnsaʔ
magdalaga	mɐɡdɐlɐɰa
abrigo	ʔɐbɾiɰo
rekisitos	ɾexɪsitos
pigain	pɪɰɐʔin
payumo	pɐjumo
buwisit	bwɪsɪt
ahedres	ʔɐhedɾes
nancy	nansɪ
kingpin	kxiŋpɪn
desperasyon	despeɾɐʃon
lolipap	lolɪpap
siyempre	ʃempɾe
tatsulok	tɐt͡ʃʊlok
matigas	mɐtɪɰas
guerra	ɡeɾɐ
hektarya	hektaɾjɐ
balai	bɐlaʔɪ
lapok	lɐpok
gahumay	ɡɐhumaɪ̯
quintos	kxintos
apekto	ʔɐpekto
sabunan	sɐbʊnan
tingin	tɪŋin
hagad	haɰɐd
zafra	safɾɐ
lagitik	lɐɰɪtik
lehitimo	lehitɪmo
hudyat	hʊd͡ʒat
casao	kxasaʊ̯
umaa	ʔʊmɐʔaʔ
echevarria	ʔet͡ʃebaɾjɐ
lakhan	lɐkhan
lusay	lusaɪ̯
bulaw	bʊlaʊ̯
mangisda	mɐŋɪsdaʔ
inspirado	ʔɪnspɪɾado
kimono	kxɪmono
babasahin	bɐbɐsɐhin
lansa	lansɐ
manghimasok	mɐŋhɪmasok
busog	bʊsoɡ
escalona	ʔeskɐlonɐ
arabe	ʔɐɾɐbe
balikan	bɐlɪxan
bumisita	bʊmɪsitɐ
alviar	ʔɐlbjaɾ
lu	lʊ
buuin	bʊʔʊʔin
ligid	lɪɰid
adopsiyon	ʔɐdopʃon
linang	lɪnaŋ
lubiano	lʊbjano
iboto	ʔɪboto
anyo	ʔɐɲoʔ
busal	busɐl
sagun	saɰʊn
pestisidyo	pestɪsid͡ʒo
barha	baɾhɐ
lagas	lɐɰas
bingwit	bɪŋwit
demonyo	demoɲo
kaagulo	kxɐʔɐɰuloʔ
pasuguan	pɐsʊɰuʔɐn
batad	bɐtad
marites	maɾɪtes
interesado	ʔɪnteɾesado
baunan	baʔunɐn
atin	ʔatɪn
huminto	hʊmɪntoʔ
libra	libɾɐ
kato	kxɐtoʔ
katawan	kxɐtaʊ̯ʔan
aab	ʔɐʔab
batia	bɐt͡ʃaʔ
diyabetes	dɪɐbetes
gaso	ɡɐso
hagdanan	hɐɡdɐnan
manglicmot	mɐŋlikmot
lingindayat	lɪŋindɐjat
bulubundukin	bʊlʊbʊnduxɪn
daka	daxɐ
artipisyal	ʔɐɾtɪpɪʃal
duhakay	dʊhaxaɪ̯
luhod	lʊhod
lindulin	lɪndʊlin
bacoor	bɐxoʔoɾ
lipit	lipɪt
hugot	huɰot
buwelo	bwelo
dekametro	dexɐmetɾo
irekomenda	ʔɪɾexomenda
eksena	ʔeksenɐ
salinlahi	sɐlɪnlahɪʔ
pumutok	pʊmʊtok
losyon	loʃon
kristo	kxɾisto
hawakan	hɐwaxɐn
sapak	sapɐk
liquigan	lɪxiɰɐn
pinlac	pinlɐk
gasgas	ɡɐsɡas
mabasa	mɐbasɐ
tratado	tɾɐtado
laboratoryo	lɐboɾɐtoɾjo
lala	lɐla
palabas	pɐlɐbas
kristiyano	kxɾɪst͡ʃano
sipon	sɪpʔon
pawisan	pɐwɪsan
dulis	dulɪs
bintog	bɪntoɡ
kampyon	kxɐmpjon
balatkayo	bɐlɐtkɐjoʔ
ispageti	ʔɪspɐɰetɪ
modernisasyon	modeɾnɪsɐʃon
pamintuan	pɐmintʊɐn
ipalinis	ʔɪpɐlinɪs
abnormal	ʔɐbnoɾmal
intrusyon	ʔɪntɾʊʃon
buwang	bwaŋ
luy	lʊɪ
manalikod	mɐnɐlixod
lumabo	lʊmɐbo
trahedya	tɾɐhed͡ʒɐ
lupain	lʊpɐʔin
labahan	lɐbɐhan
limahid	lɪmahɪd
diktadurya	dɪktɐduɾjɐ
propagandista	pɾopɐɰɐndistɐ
isidro	ʔɪsidɾo
gurami	ɡʊɾamɪ
asa	ʔasɐ
beynte	beɪ̯nte
likot	lɪxot
iniba	ʔɪnɪba
villena	bɪljenɐ
kriminal	kxɾɪmɪnal
quiñones	kxɪɲones
buwenamano	bʊenɐmano
aray	ʔɐɾaɪ̯
eugenio	jʊheɲo
hinggil	hɪŋɡil
alipusta	ʔɐlɪpʊstaʔ
iskaparate	ʔɪskɐpɐɾate
dukesa	dʊxesɐ
magbakasakali	mɐɡbɐxɐsɐxalɪʔ
tinik	tɪnik
tumira	tʊmiɾɐ
gawain	ɡɐwɐʔin
balae	bɐlaʔe
legal	leɰal
hungkag	hʊŋkaɡ
naomi	naomɪ
katedral	kxɐtedɾɐl
baterya	bɐteɾja
balibag	bɐlɪbaɡ
buhaghag	bʊhaɡhaɡ
gamit	ɡamɪt
maligaw	mɐlɪɰaʊ̯
galamay	ɡɐlɐmaɪ̯
biyak	bjak
mamad	mɐmad
bitaw	bɪtaʊ̯
ako	ʔaxoʔ
dalublahian	dɐlublahɪʔan
bunso	bʊŋso
sabog	sɐboɡ
pasko	pɐsko
mabasag	mɐbasɐɡ
am	ʔɐm
gago	ɡaɰo
gimbal	ɡɪmbal
aya	ʔajɐ
liberasyon	lɪbeɾɐʃon
humingi	hʊmɪŋiʔ
humigit	hʊmɪɰit
huli	hʊliʔ
bitag	bitɐɡ
pagbubukid	pɐɡbʊbuxɪd
lihiya	lɪhiɐ
bura	buɾɐ
buno	bʊnoʔ
candila	kxɐndilɐ
ikid	ʔixɪd
kotilyon	kxotɪljon
dikya	dɪkja
biguin	bɪɰʊʔin
cato	kxɐto
lakas	lɐxas
gara	ɡaɾɐʔ
gumastos	ɡʊmɐstos
bulo	bʊlo
linuknok	lɪnʊknok
ebidensiya	ʔebɪdenʃa
bangag	bɐŋaɡ
atribusyon	ʔɐtɾɪbʊʃon
buang	bʊʔaŋ
kasinungalingan	kxɐsɪnʊŋɐliŋɐn
batya	bɐt͡ʃaʔ
aswang	ʔɐswaŋ
ingkilino	ʔɪŋkɪlino
quirante	kxɪɾante
obligacion	ʔoblɪɰaʃon
hilabigat	hilɐbɪɰat
agad	ʔɐɰad
bukidnon	bʊxɪdnon
ligid	liɰɪd
agwelo	ʔɐɡwelo
pajares	pɐd͡ʒaɾes
dayang	dajɐŋ
bangaw	baŋaʊ̯
banal	bɐnal
adrias	ʔadɾɪɐs
kahulugan	kxɐhʊlʊɰan
italya	ʔɪtaljɐ
lagumba	lɐɰumba
basa	bɐsaʔ
gawa	ɡɐwaʔ
lugpo	lʊɡpoʔ
gasela	ɡɐselɐ
dilat	dilɐt
instrumento	ʔɪnstɾʊmento
mabasa	mabasɐ
baquiran	bɐxiɾɐn
akay	ʔaxaɪ̯
maghinuha	mɐɡhɪnuhɐʔ
abuwab	ʔɐbwab
iluminasyon	ʔɪlʊmɪnɐʃon
magkanlong	mɐɡkɐnloŋ
luminis	lʊminɪs
ipakita	ʔɪpɐxitɐ
galante	ɡɐlante
valera	bɐleɾɐ
alupag	ʔɐlupɐɡ
bilisan	bɪlɪsan
layas	lɐjas
bayaran	bɐjɐɾan
babaan	babɐʔan
alilis	ʔɐlɪlis
panibughuin	pɐnɪbʊɡhuʔɪn
lantana	lɐntanɐʔ
anila	ʔanɪla
dumighay	dʊmɪɡhaɪ̯
maghirang	mɐɡhiɾɐŋ
gugol	ɡuɰol
engkuwentro	ʔeŋkwentɾo
dumaan	dʊmɐʔan
sangalang	sɐŋɡalɐŋ
pinapasyalan	pɪnapɐʃɐlan
dayag	dajɐɡ
inmigrasyon	ʔɪmmɪɡɾɐʃon
pananabotahe	pɐnɐnɐbotahe
asal	ʔasɐl
umasim	ʔʊmasɪm
mamuti	mɐmʊtiʔ
mambabarang	mɐmbɐbaɾɐŋ
isama	ʔɪsɐma
lanay	lanaɪ̯
palisoc	pɐlisok
hikahos	hɪxɐhos
inmoral	ʔɪmoɾal
idea	ʔɪdeja
atas	ʔatɐs
kata	kxɐta
kolera	kxoleɾɐ
karanasan	kxɐɾɐnɐsan
lamok	lɐmok
baha	bɐhaʔ
kabayo	kxɐbajo
tigyawat	tɪɡjawɐt
lacambra	lɐxambɾɐ
lesbyana	lesbjɐnɐ
lagim	lɐɰim
magmaliw	mɐɡmalɪʊ̯
dilim	dɪlim
hilako	hɪlɐxoʔ
arilyos	ʔɐɾiljos
tagalinis	tɐɰɐlinɪs
dalya	daljɐ
hilig	hɪliɡ
mabayaran	mɐbɐjaɾɐn
gahum	ɡɐhum
dulaan	dulaɐn
manamit	mɐnɐmit
bagalan	bɐɰalɐn
buenafe	bʊenɐpe
dikit	dɪxit
langhapan	lɐŋhapɐn
ninyo	nɪɲɔ
binuya	bɪnujɐ
parilla	pɐɾillɐ
quimpo	kximpo
bitiw	bɪtiʊ̯
amurao	ʔɐmʊɾaʊ̯
hagupit	hɐɰʊpit
kada	kxadɐ
pagdinig	pɐɡdɪniɡ
halik	hɐlik
monica	monɪxɐ
hinala	hɪnalɐʔ
maglandi	mɐɡlɐndiʔ
apayao	ʔɐpɐjaʊ̯
diri	diɾɪ
dapulak	dɐpulɐk
inam	ʔinɐm
dimaandal	dɪmaɐndɐl
hiwaga	hɪwaɰɐʔ
gigil	ɡɪɰil
garay	ɡɐɾaɪ̯
madaga	mɐdɐɰaʔ
ilokana	ʔɪloxanɐ
gabrielle	ɡɐbɾielle
abnormal	ʔɐbnoɾmɐl
manloloko	mɐnloloxo
luwang	lwaŋ
adobo	ʔɐdobo
lunod	lʊnod
giginto	ɡɪɰɪntoʔ
bagal	baɰɐl
maghari	mɐɡhaɾɪʔ
remolatsa	ɾemolat͡ʃɐ
diwa	diwɐʔ
eskina	ʔeskinɐ
madulas	mɐdʊlas
anyayahan	ʔɐɲɐjahɐn
apelyido	ʔɐpeljido
lugit	luɰɪt
beterinaryo	beteɾɪnaɾjo
haway	hɐwaɪ̯
kontador	kxontɐdoɾ
bihasa	bɪhɐsaʔ
lauriat	loɾjɐt
kaanib	kxɐʔanɪb
enerhiya	ʔeneɾhiɐ
ricarte	ɾɪxaɾte
lalad	lɐlad
lumpia	lumpjaʔ
ismid	ʔɪsmid
lungga	lʊŋɡaʔ
linisin	lɪnisɪn
mandocdoc	mɐndokdok
bumalintong	bʊmɐlɪntoŋ
lapas	lɐpas
awtomatiko	ʔaʊ̯tomatɪxo
luklukan	lʊklʊxan
agwardyente	ʔɐɡwɐɾd͡ʒente
amogis	ʔɐmoɰɪs
gales	ɡɐles
liyab	ljab
bahaghari	bɐhɐɡhaɾɪ
dagok	daɰok
dalubbanwahan	dɐlubbɐnwahɐn
kloropila	kxloɾopilɐ
hapunan	hɐpʊnan
dalahik	dɐlahɪk
polintan	polintɐn
galon	ɡɐlon
sakitin	sɐxitɪn
tulak	tulɐk
elehiya	ʔelehiɐ
hawong	hɐwoŋ
kikuko	kxɪxuko
lansones	lɐnsones
hibang	hɪbaŋ
lapida	lapɪda
espinoza	ʔespɪnosɐ
laroy	lɐɾoɪ̯
venus	benʊs
sabunan	sɐbunɐn
rimarim	ɾɪmaɾɪm
sawa	sɐwa
bumasa	bʊmasɐ
galit	ɡɐlit
basahan	bɐsahɐn
dalagita	dɐlɐɰitɐ
burol	bʊɾol
sirena	sɪɾenɐ
baldonado	bɐldonado
lagdameo	lɐɡdameo
datapwat	datɐpwat
asignatura	ʔɐsɪɡnɐtuɾɐ
baclad	bɐklad
jumbag	d͡ʒumbɐɡ
iba	ʔibɐʔ
initan	ʔɪnitɐn
lazatin	lɐsatɪn
panlikod	pɐnlɪxod
takeko	tɐxeko
dagisik	dɐɰisɪk
lubak	lubɐk
alupihan	ʔɐlʊpihɐn
inmoral	ʔɪmmoɾal
bati	batɪʔ
impraestruktura	ʔɪmpɾɐʔestɾʊktuɾɐ
lakambini	lɐxɐmbinɪ
hiya	hɪa
karburador	kxɐɾbʊɾɐdoɾ
babag	bɐbaɡ
saldaña	sɐldaɲɐ
labahan	labahɐn
distrito	dɪstɾito
astronomiya	ʔɐstɾonomiɐ
trillanes	tɾɪllanes
alila	ʔɐlilɐʔ
implamasyon	ʔɪmplɐmɐʃon
himasok	hɪmasok
kulasisi	kxʊlɐsisɪ
diskumpiyado	dɪskumpjɐdo
initdagitban	ʔinɪtdɐɰɪtban
gulunggulungan	ɡʊlʊŋɡʊluŋɐn
umagnas	ʔʊmɐɡnas
ipuipo	ʔɪpʊʔipo
tsampoy	t͡ʃɐmpoɪ̯
girimpula	ɡɪɾɪmpʊla
galalan	ɡɐlalɐn
loobkaphay	loʔobkɐphaɪ̯
biyaya	bjɐjɐʔ
dumungaw	dʊmuŋaʊ̯
danas	danɐs
lagnat	lɐɡnat
gao	ɡɐo
dapat	dapɐt
silindro	sɪlindɾo
hayskul	haɪ̯skʊl
dakutin	dɐxʊtin
iligan	ʔɪliɰɐn
haltak	hɐltak
alipin	ʔɐlipɪn
baligtarin	bɐlɪɡtaɾɪn
talabong	tɐlaboŋ
corro	kxoɾɾo
dalikdik	dɐlikdɪk
kailangan	kxelaŋɐn
animnapu	ʔɐnɪmnɐpuʔ
mabanas	mɐbɐnas
dukha	dʊkhaʔ
manlangit	mɐnlaŋɪt
buswang	bʊswaŋ
lumambitin	lʊmɐmbitɪn
dagihaynayan	dɐɰɪhaɪ̯najɐn
kenji	kxend͡ʒɪ
lunas	lʊnas
lam	lɐm
kobra	kxobɾɐ
demonstrasyon	demonstɾɐʃon
pamahalaan	pɐmɐhɐlaan
botelya	boteljɐ
laguna	lɐɰunɐ
maalamat	mɐɐlɐmat
tirik	tɪɾik
abutan	ʔɐbʊtan
gawi	ɡawɪʔ
lumiwanag	lʊmɪwanɐɡ
tatsuko	tɐt͡ʃuxo
leksikograpiko	leksɪxoɡɾapɪxo
awtoridad	ʔaʊ̯toɾɪdad
anyaya	ʔɐɲɐjɐʔ
bugnitbugnit	bʊɡnitbʊɡnit
instalasyon	ʔɪnstɐlɐʃon
basbas	bɐsbas
laba	lɐba
ate	ʔɐte
bintang	bɪntaŋ
kaluwalhatian	kxɐlʊlʊɐlhɐtiʔɐn
sacdalan	sɐkdalɐn
kalaguyo	kxɐlɐɰujoʔ
iling	ʔɪliŋ
habang	hɐbaŋ
tuwad	twad
banaag	bɐnaʔɐɡ
akom	ʔaxom
nakpil	nakpɪl
lala	lɐlaʔ
kalusugan	kxɐlusuɰɐn
salvador	sɐlbɐdoɾ
direktor	dɪɾektoɾ
silid	sɪlid̪
etiyopiya	ʔetɪopiɐ
atang	ʔɐtaŋ
orkid	ʔoɾkɪd
inumin	ʔinumɪn
gilib	ɡɪlib
daig	dɐʔiɡ
kundena	kxʊndena
zavalla	sɐballɐ
tagal	tɐɰal
aber	ʔɐbeɾ
anas	ʔɐnas
lungsod	lʊŋsod
abad	ʔɐbad
manaloto	mɐnɐloto
malay	malaɪ̯
agpang	ʔɐɡpaŋ
lakandiwa	lɐxɐndiwɐʔ
avanceña	ʔɐbɐnseɲɐ
ingklitik	ʔɪŋklitɪk
libot	lɪbot
midori	mɪdoɾɪ
bigtihin	bɪɡtɪhin
dupa	dʊpaʔ
maglaro	mɐɡlɐɾoʔ
bingit	biŋɪt
api	ʔɐpi
dala	dɐla
sugal	sʊɰal
hinagpis	hɪnɐɡpis
barako	bɐɾaxo
bisikleta	bɪsɪkletɐ
gansa	ɡansɐ
ligo	lɪɰoʔ
haso	hɐsoʔ
bubuwit	bʊbwit
longhitud	loŋhɪtud
dako	daxo
babag	babɐɡ
bukas	buxɐs
laing	laʔɪŋ
ilehitimo	ʔɪlehilɪmo
inla	ʔɪnla
atay	ʔɐtaɪ̯
acosta	ʔɐxostɐ
kalaswaan	kxɐlɐswɐʔan
kutya	kxʊt͡ʃaʔ
agrimensor	ʔɐɡɾɪmensoɾ
magkaaway	mɐɡkɐʔawaɪ̯
kadena	kxɐdenɐ
abyador	ʔɐbjɐdoɾ
ngalan	ŋalɐn
kontento	kxontento
kulasi	kxʊlasɪ
choi	t͡ʃoɪ̯
bungisngis	bʊŋɪsŋis
bumuo	bʊmʊʔoʔ
lascano	lɐskano
linsil	lɪnsil
tsekya	t͡ʃekjɐ
pulmonya	pʊlmoɲa
licup	lixʊp
balakid	bɐlaxɪd
burat	bʊɾat
maristela	mɐɾɪstelɐ
aranya	ʔɐɾaɲɐ
vergara	beɾɡaɾɐ
magbalatkayo	mɐɡbɐlɐtkɐjoʔ
iliko	ʔɪlɪxoʔ
durungawan	duɾʊŋɐwan
makontento	mɐxontento
dehins	dehɪns
dapitan	dɐpitɐn
alagaw	ʔɐlɐɰaʊ̯
ilagan	ʔɪlaɰɐn
balakubak	bɐlɐxubɐk
balota	bɐlotɐ
ikit	ʔixɪt
kasubha	kxɐsubhaʔ
avendaño	ʔɐbendaɲo
ayangaw	ʔɐjɐŋaʊ̯
literal	lɪteɾal
medalya	medaljɐ
ampalaya	ʔɐmpɐlɐja
humimas	hʊmimɐs
aaban	ʔɐʔɐban
calaycay	kxɐlaɪ̯xaɪ̯
ipaintindi	ʔɪpɐʔɪntɪndi
dokumentasyon	doxʊmentɐʃon
lamesita	lɐmesitɐ
ayan	ʔɐjan
manatad	mɐnatɐd
planas	planɐs
isipin	ʔɪsɪpin
garciano	ɡɐɾsiɐno
valmores	bɐlmoɾes
indikasyon	ʔɪndɪxɐʃon
lagok	lɐɰok
labtik	lɐbtik
himala	hɪmɐlaʔ
hakot	haxot
mariseko	mɐɾɪsexo
lingguwista	lɪŋɡwɪstɐ
himpil	hɪmpil
guwapo	ɡwɐpo
dilat	dɪlat
konsumo	kxonsumo
aplaya	ʔɐplajɐ
bokasyon	boxɐʃon
akordeon	ʔɐxoɾd͡ʒon
lapastangan	lɐpɐstaŋɐn
tullao	tuljaʊ̯
abitsuwelas	ʔɐbɪt͡ʃʊelɐs
higanti	hɪɰɐnti
babao	babaʊ̯
atake	ʔɐtaxe
matatakutin	mɐtɐtɐxʊtin
mulkaphay	mʊlkɐphaɪ̯
dayungon	dɐjuŋon
halayhay	hɐlɐjhaɪ̯
tinga	tɪŋa
giyera	ɡjeɾɐ
hangganan	hɐŋɡɐnan
gitlawas	ɡɪtlawɐs
balingkinitan	bɐlɪŋkɪnitɐn
bosniya	bosɲa
balik	bɐlik
kahinaan	kxɐhɪnaʔɐn
alitaptap	ʔɐlɪtɐptap
aghamwika	ʔɐɡhamwixɐʔ
mursiko	mʊɾsixo
engganyo	ʔeŋɡaɲo
pahinga	pɐhɪŋa
aldover	ʔɐldobeɾ
inaaaban	ʔɪnaʔɐʔɐban
budbod	bʊdbod
maingay	mɐʔiŋaɪ̯
paminta	pɐmɪnta
likom	lixom
langoy	lɐŋoɪ̯
mahilig	mɐhilɪɡ
bilin	bilɪn
tagubilin	tɐɰʊbilɪn
lubos	lʊbos
tagiktik	tɐɰɪktik
sikreto	sɪkɾeto
diyos	d͡ʒos
etika	ʔetɪxa
lasenggero	lɐseŋɡeɾo
digma	dɪɡmaʔ
cantiveros	kxɐntɪbeɾos
wari	waɾɪ
liso	lɪso
gatos	ɡɐtos
desperada	despeɾadɐ
kanlong	kxɐnloŋ
rali	ɾalɪ
baliktad	bɐlɪktad
kariton	kxɐɾɪton
abahin	ʔɐbɐhin
lihim	lihɪm
bakasyonista	bɐxɐʃonistɐ
kongregasyon	kxoŋɡɾeɰɐʃon
aborsiyon	ʔɐboɾʃon
biyuda	bjʊdɐ
bidbid	bɪdbid
gutoy	ɡʊtoɪ̯
asindero	ʔɐsɪndeɾo
ezra	ʔesɾɐ
kinalabasan	kxɪnalɐbɐsan
tapunan	tɐpʊnan
mamaril	mɐmɐɾil
cardiño	kxɐɾdiɲo
albanya	ʔɐlbaɲɐ
malikhain	mɐlɪkhaʔɪn
mamihasa	mɐmɪhasɐʔ
away	ʔawaɪ̯
larangan	lɐɾaŋɐn
villaruz	bɪllaɾʊs
diyalekto	dɪɐlekto
aralin	ʔɐɾɐlin
eskosya	ʔeskoʃɐ
dusdos	dʊsdos
lambanog	lɐmbɐnoɡ
bakwit	bɐkwit
manabunot	mɐnɐbunot
bilad	bɪlad
istrikto	ʔɪstɾikto
sanki	sɐŋki
bili	bɪli
bangan	baŋɐn
nietes	ɲetes
gawan	ɡɐwan
bintag	bɪntaɡ
korea	kxoɾeɐ
españa	ʔespaɲɐ
instigador	ʔɪnstɪɰɐdoɾ
alak	ʔalɐk
angkas	ʔɐŋkas
bruha	bɾuhɐ
ako	ʔɐxo
buko	buxo
pipi	pipɪʔ
hilahid	hɪlahɪd
maniego	mɐɲeɰo
urano	ʔʊɾano
bantayan	bɐntɐjan
luwal	lwal
athanasia	ʔɐthɐnasɪɐ
ugat	ʔʊɰat
mamasada	mɐmɐsadɐ
luko	lʊxoʔ
