medd	meːð
cerddoriaeth	kɛrðɔrjaɨ̯θ
syllta	səɬda
trwblus	trʊblɨ̞s
gnau ffrengig	ɡnaɨ̯frɛŋɪɡ
mwyara	mʊɨ̯ara
ffordd wen	əfɔrðwɛn
nghwningen	ŋ̊ʊnɪŋan
prawf	prau̯v
habadaethau	habadeɨ̯θaɨ̯
economegwyr	ɛkɔnɔmɛɡwɨ̞r
sgwâr	sɡwaːr
llungopïau	ɬɨ̞ŋɡɔpiːɛ
peintwyr	pei̯ntwɨ̞r
ymddiheuro	əmðɪheɨ̯rɔ
gusanu	ɡɨ̞sanɨ̞
eiliadau	ei̯ljadɛ
nos sadwrn	nɔsadʊn
fwyd	vuːɨ̯d
regi	rɛɡi
alarch	alarχ
stampiau	stampja
ymlaen	əmlaːɨ̯n
cromfach	krɔmvaχ
gwobrau	ɡwɔbra
mathau	maθɛ
eirth	ei̯rθ
pi	piː
dychryn	dəχrɨ̞n
titw tomos las	tɪtutɔmɔslaːs
rhaglenni	r̥aɡlɛni
ysgafnhau	əsɡavnhaɨ̯
arswydus	arsʊɨ̯dɨ̞s
cestyll	kɛsdɨ̞ɬ
ach	aχ
babi	babɪ
sesh	sɛʃ
digalonni	dɪɡalɔni
aradr	arad
mhengwiniaid	m̥ɛŋɡwɪnjai̯d
munudau	mɨ̞nɨ̞dɛ
chefnau	χɛvnaɨ̯
mlynedd	mlənɛð
casét	kasɛt
mamau	mamaɨ̯
sillgoll	sɪɬɡɔɬ
dyr	dɨ̞r
rhwyllau	r̥ʊɨ̯ɬɛ
cofia	kɔvja
im	ɪm
ugeiniau	ɪɡei̯nja
bedr	bɛdr
mhedwar	m̥ɛdwar
culdiroedd	kɨ̞ldɪrɔɨ̯ð
ceirios	kei̯rjɔs
adweitheg	adwei̯θɛɡ
neuaddau	neɨ̯aðaɨ̯
bron	brɔn
parcio	parkɔ
tudalennau gwe	tɨdalɛnaɡweː
adlef	adlɛv
rheoliadau	r̥ɛɔljadaɨ̯
hwyad	hʊɨ̯ad
gofod	ɡɔvɔd
coelio	kɔɨ̯ljɔ
rhyfelwr	r̥əvɛlʊr
thaler	θalɛr
cyfernod	kəvɛrnɔd
gweinyddiad	ɡwei̯nəðjad
traethodau	treɨ̯θɔda
gweinyddiadau	ɡwei̯nəðjadaɨ̯
alban elfed	albanɛlvɛd
mhengwin	m̥ɛŋɡwɪn
brochod	brɔχɔd
athrawes	aθrau̯ɛs
caerwysg	kaɨ̯ruːɨ̯sɡ
phethau	fɛθa
storïau	sdɔriːaɨ̯
focsio	vɔkʃɔ
anafu	anavɨ
ngwych	ŋwɨːχ
dyfeiswraig	dəvei̯swrai̯ɡ
aberthged	abɛrθɡɛd
gini	ɡɪnɪ
aberth	abɛrθ
do'ch	doːχ
cyfweliad	kəvwɛljad
ffonioch	fɔnjɔχ
tad	taːd
terydr	tɛrɨ̞dr
cyfarwyddo	kəvarwɨðɔ
phryf	frɨːv
carent	karɛnt
castanwydd	kasdanwɨ̞ð
mwyaf	mʊɨ̯a
drwg	druːɡ
nythu	nəθɨ̞
laeth	laːɨ̯θ
lleidr	ɬei̯dr
teiars	tei̯ars
pyjamas	pəd͡ʒamas
hydrefau	hədrɛvɛ
gwan	ɡwan
barnau	barnɛ
telynau teires	tɛlənaɨ̯tei̯rɛs
protestaniaeth	prɔtɛsdanjaɨ̯θ
gwario	ɡwarjɔ
adfilwyr	advɪlwɨ̞r
dyrysleoedd	dərəsleːɔɨ̯ð
catholigion	kaθɔlɪɡjɔn
'n	n
beirniad	bei̯rnjad
datguddio	datɡɨ̞ðjɔ
siwt	sɪu̯t
be'	bɛ
boddi	bɔði
rhywle	r̥ɪu̯la
cythraul	kəθrɛl
bangor	baŋɡɔr
dyrysfeydd	dərəsveɨ̯ð
gwerthwyr	ɡwɛrθwɨ̞r
dŵr	duːr
siwrnai	ʃʊrnai̯
bondigrybwyll	bɔndɪɡrəbʊɨ̯ɬ
ecogyfeillgar	ɛkɔɡəvei̯ɬɡar
dylanwad	dəlanwad
dreisiwr	drei̯ʃʊr
sebon	sɛbɔn
cyfundrefn	kəvɨ̞ndrɛvn
codau	kɔda
trefgordd	trɛvɡɔrð
blychau llwch	bləχɛɬuːχ
gofyn	ɡɔvɨ̞n
rydw i'n dy garu di	rədwɪndəɡarɨ̞diː
phethau	fɛθɛ
hybu	həbɨ
cloriau	klɔrjaɨ̯
gwraig	ɡwrai̯ɡ
nôl	noːl
thîm	θiːm
dryw	drɪu̯
epidemigau	ɛpɪdɛmɪɡa
sofren	sɔvrɛn
wedi	wɛdi
thrawant	θrau̯ant
microsgopau	mei̯krɔsɡɔpɛ
meddal	mɛðal
milddail	milðai̯l
fwyaf	vʊɨ̯a
addurn	aðɨ̞rn
dyna	dənɛ
mynediad	mənɛdjad
sawdd	sau̯ð
clyw	klɪu̯
iwd	juːd
anobeithiau	anɔbei̯θjɛ
gwasanaeth	ɡwasanɛθ
cytseiniaid	kətsei̯njɛd
chôt law	χoːtlaːu̯
sinsir	sɪnsɪr
gwenyn mêl	ɡwɛnɨ̞mmeːl
ngardd	ŋarð
anghyfartal	aŋhəvartal
ynddo	ənðɔ
gwrthryfel	ɡʊrθrəvɛl
farnau	varna
rheiddiau	r̥ei̯ðja
parotach	parɔtaχ
cryn	krɨ̞n
wella	wɛɬa
efallai	ɛvaɬa
egluro	ɛɡlɨrɔ
terfysgaeth	tɛrvəsɡaɨ̯θ
animeiddiadau	anɪmei̯ðjjadaɨ̯
hunarddeg	hɨːnarðeːɡ
eisteddfodau	ei̯sdɛðvɔdaɨ̯
droi	drɔi̯
abermaw	abɛrmau̯
ab	ab
gyfnither	ɡəvnɪθɛr
rhent	r̥ɛnt
dydd sadwrn	dɨ̞ðsadʊrn
dw i'n iawn	duinjaun
rhwyg	r̥uːɨ̯ɡ
cusanau	kɨ̞sana
ngherddoriaeth	ŋ̊ɛrðɔrjɛθ
plethau	plɛθaɨ̯
phum	fɨ̞m
cyfrin	kəvrɪn
jôc	d͡ʒoːk
tua thref	tɨaθreːv
cyfwelydd	kəvwɛlɨ̞ð
llusg	ɬɨːsɡ
pethau	pɛθa
gwyddion	ɡwəðjɔn
crefydd	krɛvɨ̞ð
ar agor	araɡɔr
rheolaidd	r̥ɛɔlɛð
porfa	pɔrva
leicia	lei̯kja
canhwyllbren	kanhʊɨ̯ɬbrɛn
peintiwr	pei̯ntjʊr
gobeithiol	ɡɔbei̯θjɔl
becws	bɛkʊs
chnau cyll	χnaɨ̯kɨ̞ɬ
canmoliaethau	kanmɔljeɨ̯θa
bwydydd	bʊɨ̯dɨ̞ð
redeg	rɛdaɡ
cachi	kaχɪ
rydw i'n dy garu di	rədʊi̯ndəɡaːridiː
sunthesis	sɨ̞nθɛsɪs
nghneuen ffrengig	ŋ̊neɨ̯anfrɛŋɪɡ
castell	kasdɛɬ
contractau	kɔntraktaɨ̯
delit	dɛlɪt
elciaid	ɛlkjɛd
economeg	ɛkɔnɔmɛɡ
iselydd	ɪsɛlɨ̞ð
cain	kai̯n
mag	maːɡ
canmol	kanmɔl
cerddoriaeth	kɛrðɔrjɛθ
bandiau	bandjaɨ̯
thad	θaːd
athrod	aθrɔd
cefn	kɛvn
gyll	ɡɨ̞ɬ
leician	lɪkjan
gwerddonau	ɡwɛrðɔnaɨ̯
siwmperi	ʃʊmpɛri
cyfer	kəvɛr
brith	briːθ
sosys	sɔsɨ̯s
tenantiaid	tɛnantjai̯d
cilydd	kɪlɨ̞ð
sglodyn	sɡlɔdɨ̞n
hirsgwariau	hɪrsɡwarjɛ
nes	nɛs
delynores	dɛlənɔrɛs
nos lun	nɔslɨːn
tyle	təlɛ
archebu	arχɛbɨ
pioden	pjɔdɛn
brawd	brau̯d
adleisiau	adlei̯ʃaɨ̯
diryw	dɪrɨ̞u̯
blasus	blasɨ̞s
blinedig	blɪnɛdɪɡ
pannas	panas
gwpan	ɡʊpan
caerdydd	kərdɨːð
athrawesau	aθrau̯ɛsaɨ̯
leuen	leɨ̯ɛn
aidd	ai̯ð
tydy	tədi
dalan	dalan
rhentwyr	r̥ɛntwɨ̞r
yn gwmws	əŋɡʊmʊs
ocê	ɔkeː
picau bach	pɪkabaːχ
thrwyddedau	θrʊɨ̯ðɛdɛ
saesneg	seɨ̯snɛɡ
unwaith	ɨ̞nwɛθ
cig	kiːɡ
cylion	kəljɔn
mên	meːn
eisiau	ɪʃɔ
gefnau	ɡɛvna
aifft	ai̯ft
dros dro	droːsdroː
cryf	krɨːv
ddoe	ðoːɨ̯
gŵyl	ɡuːɨ̯l
hanner	hanɛr
dòl	dɔl
canmoliaeth	kanmɔljɛθ
chythraul	χəθral
mherthynas	m̥ɛrθənas
gelet	ɡɛlɛt
angen	aŋan
gweddïau	ɡwɛðiːɛ
anabledd	anablɛð
muchudd	mɨ̞χɨ̞ð
nag	naɡ
chyfnither	χəvnɪθar
chwilio	χwɪljɔ
cwynion	kʊɨ̯njɔn
gair	ɡai̯r
garanod	ɡaranɔd
bobl	bɔbl
derbynfa	dɛrbənva
ffenestr	fɛnasd
bellach	bɛɬaχ
teigr	tei̯ɡr
acha	aχa
lleill	ɬei̯ɬ
mhryfed	m̥rəvad
nhreisiwr	n̥rei̯ʃʊr
ryseitiau	rəsei̯tja
meiddion	mei̯ðjɔn
caerfaddon	kaɨ̯rvaðɔn
amrywiaeth	amrɨu̯jaɨ̯ð
pyliau	pəljaɨ̯
troedfedd	trɔɨ̯dvɛð
fochyn	vɔχɨ̞n
tafarnwr	tavarnʊr
cymer	kəmɛr
grymus	ɡrəmɨ̞s
ymdreiddio	əmdreiðjɔ
adferiadwyr	advɛrjadəðwɨ̞r
lwyddo	lʊɨ̯ðɔ
poster	pɔsdar
achlesu	aχlɛsɨ̞
chest	χɛst
trwyddedau	trʊɨ̯ðɛdaɨ̯
nghymaint	ŋ̊əmɛnt
go lew	ɡɔleːu̯
unais	ɨ̞nɪʃ
tywodfaen	təu̯ɔdvaɨ̯n
ieuan	jeɨ̯an
dychwelyd	dəχwɛlɨ̞d
trywelion	trəu̯ɛljɔn
torchi	tɔrχi
llwydo	ɬʊɨ̯dɔ
rheolau	r̥ɛɔlɛ
hanes	hanɛs
gwobrau	ɡwɔbraɨ̯
ngŵyr	ŋuːɨ̯r
sicr	sɪkɪr
nail	nai̯l
clybiau	kləbja
nghalennig	ŋ̊alɛnɪɡ
mwst	mʊsd
amhenodol	amhɛnɔdɔl
nglased	ŋlasɛd
ddangos	ðaŋɔs
anafais	anavɛs
cachan	kaχan
dydd gwener	dɨ̞ðɡwɛnɛr
rywle	rʊla
dysgleidiau	dɨ̞sɡlei̯djaɨ̯
clyfar	kləvar
poeth	poːɨ̯θ
llawfeddyg	ɬau̯vɛðɪɡ
cloch	kloːχ
fawn	vau̯n
cyfreithiwr	kəvrei̯θjʊr
daliadaethau	daljadeɨ̯θɛ
rywle	rɨu̯lɛ
sylfaenol	səlveɨ̯nɔl
olddodiad	oːlðɔdjad
pumed	pɨ̞mɛd
ro	roː
uwd	ɨ̞u̯d
sgrechian	sɡrɛχjan
habadesau	habadɛsaɨ̯
carem	karɛm
priodi	priɔdi
un	ɨːn
piso	pɪsɔ
buddugoliaeth	bɨ̞ðɨ̞ɡɔljɛθ
fawrth	vau̯rθ
gwlana	ɡwlana
lygaid	ləɡai̯d
athref	aθrɛv
gath	ɡaːθ
carthennau	karθɛnɛ
cyfundrefnu	kəvɨ̞ndrɛvnɨ
swper	sʊpɛr
piglas	pɪɡlas
ddim	əm
cernyw	kɛrnɨ̞u̯
fydd	vɨːð
maes	maːɨ̯s
soddi	sɔði
adferiadau	advɛrjadɛ
oedolion	ɔɨ̯dɔljɔn
unir	ɨ̞nɪr
pibwr inc	pɪbʊrɪŋk
cosb	koːsb
caran	karan
parchu	parχɨ
paneidiau	panei̯djɛ
ŵyll	uːɨ̯ɬ
aethpwyd	eɨ̯θpʊɨ̯d
cynaeafu	kəneɨ̯avɨ
hywel	həu̯ɛl
nghnau ffrengig	ŋ̊naɨ̯frɛŋɪɡ
oriau	ɔrja
gwên	ɡweːn
ysaf	əsav
elsai	ɛlsai̯
dirwy	dɪrʊɨ̯
echnos	ɛχnɔs
mhastai	m̥asdai̯
mhaith	m̥ai̯θ
eirlys	ei̯rlɨ̞s
cwpaneidiau	kʊpanei̯dja
dad	daːd
lys	lɨːs
casglu	kasɡlɨ
cic adlam	kɪkadlam
nhrwyddedau	n̥rʊɨ̯ðɛdaɨ̯
mheis	m̥eis
deles	dɛlɛs
hirsgwariau	hɪrsɡwarjaɨ̯
lliwydd	ɬɪu̯ɨ̞ð
clywed	kləu̯ɛd
hunllef	hɨ̞nɬɛv
gallan	ɡaɬan
cyflawni	kəvlau̯ni
cyfatebiaeth	kəvatɛbjaɨ̯θ
llwch	ɬuːχ
brwydrau	brʊɨ̯dra
teisen	tɪʃan
dacluso	daklɨ̞sɔ
haros	harɔs
ceiniog	kei̯njɔɡ
chlust	χlɨːst
dydd mercher	dɨ̞mɛrχɛr
crech	kreːχ
trwchus	trʊχɨ̞s
cotiau	kɔtjaɨ̯
gwenynen	ɡwenənɛn
rheol	r̥eːɔl
conwydden	kɔnwəðan
griliau	ɡrɪlja
calon	kalɔn
amgylchedd	amɡəlχɛð
gerir	ɡɛrɪr
gwlychu	ɡləχi
portiwgal	pɔrtjʊɡal
hirsgwarau	hɪrsɡwara
coeden	kɔɨ̯dɛn
academydd	akadɛmɨ̞ð
carai	karɛ
ngweld	ŋwɛld
ffili	fɪlɪ
ymadael	əmadɛl
haden	hadɛn
achwyn	aχwɨ̞n
cyfweld	kəvwɛld
olifau	ɔlɪva
nyth	nɨːθ
tarw	taru
ffôn clyfar	foːnkləvar
dalcen	dalkɛn
perllan	pɛrɬan
teithi	tei̯θi
gwych	ɡwɨːχ
adaryddion	adarəðjɔn
gwely	ɡwɛlɨ
rhywiol	r̥ɨu̯jɔl
nghwningen	ŋ̊ʊnɪŋɛn
letysen	lɛtəsan
tafod	tavɔd
shibwns	ʃɪbʊns
ddod	ðoːd
rysáit	rəsai̯t
cymedrol	kəmɛdrɔl
lleianaeth	ɬei̯anaɨ̯θ
pedolau	pɛdɔlaɨ̯
wael	waːɨ̯l
afalau cariad	avalakarjad
adain	adɛn
coronafeirysau	kɔrɔnavei̯rəsa
dân	daːn
rheidrwydd	r̥ei̯drʊɨ̯ð
chegin	χɛɡɪn
gwsberis	ɡʊsbɛrɪs
albanau	albanɛ
nawr	nau̯r
clo	kloː
meheryn	mɛhɛrɨ̞n
catholigiaeth	kaθɔlɪɡjɛθ
hirgrwn	hɪrɡrʊn
mynd	mɨ̞n
dynleiddiaid	dɨːnlei̯ðjɛd
gweinyddiadau	ɡwei̯nəðjadɛ
cewch	kɛu̯χ
anghydraddoldeb	aŋhədraðɔldɛb
iselder	ɪsɛldar
datgelu	datɡɛlɨ
nghwpan	ŋ̊ʊpan
mhencampwyr	m̥ɛŋkampwɨ̞r
llansamlet	ɬansamlɛt
sashimi	saʃɪmɪ
capel	kapɛl
wyn	wɨ̞n
gadael	ɡadal
taro	tarɔ
ymedy	əmɛdɨ
benywaidd	bɛnɨ̞u̯ai̯ð
gwlych	ɡwlɨːχ
masgau	masɡɛ
deulo	deɨ̯lɔ
maen	maːɨ̯n
sgwrs	sɡʊrs
fu	vɨː
picwnen goch	pɪkuːnɛŋɡoːχ
dosbarthiadau	dɔsbarθjadaɨ̯
muwch	mɨu̯χ
gwyliedyddion	ɡwɨ̞ljɛdəðjɔn
gwasgaru	ɡwasɡarɨ
brân gernyw	braːnɡɛrnɨu̯
sêl	seːl
cyẅres	kəʊrɛs
maen	man
gallai	ɡaɬɛ
trefedigaethau	trɛvɛdɪɡeɨ̯θaɨ̯
hyn	hɨ̞n
annherfynol	anhɛrvənɔl
amau	amɛ
cwrw	kʊru
cystadleuydd	kəsdadleɨ̯ɨ̞ð
siocledi	ʃɔklɛdi
rhaid	r̥ai̯d
lleugylch	ɬeɨ̯ɡɨ̞lχ
contractau	kɔntrakta
cachu	kaχɨ̞
gweinidog	ɡwei̯nɨ̞dɔɡ
hafota	havɔta
anghofio	aŋhɔvjɔ
hydref	hədrɛ
canmolwr	kanmɔlʊr
tanbaid	tambai̯d
llythrennol	ɬəθrɛnɔl
ngolchi	ŋɔlχɪ
chwch	χʊχ
cyflwyno	kəvlʊɨ̯nɔ
ifanc	ɪvaŋk
na	naː
cyfryngiadau	kəvrəŋjadɛ
isteitlo	iːsdei̯tlɔ
pibonwyen	pɪbɔnuɨ̯ɛn
siop goffi	ʃɔpɡɔfi
canolaf	kanɔlav
ledled	lɛdlɛd
mafon	mavɔn
gwybed ffwng	ɡwəbɛdfʊŋ
cennad	kɛnad
deugeiniau	dei̯ɡei̯nja
grug	ɡrɨːɡ
cafwyd	kavʊɨ̯d
elc	ɛlk
phigwrn	fɪɡʊrn
trois	trɔi̯s
llwybr y gwynt	ɬʊɨ̯brəɡwɨ̞nt
cof	koːv
wyf	uːɨ̯v
poenen	pɔɨ̯nɛn
nghyfreithiwr	ŋ̊əvrei̯θjʊr
byddi	bəðɪ
nglân	ŋlaːn
thalo	θalɔ
gwrthiselder	ɡʊrθɪsɛldɛr
talcen	talkan
cyfarfod	kəvarvɔd
crymu	krəmɨ
bychan	bəχan
beis	beis
cic gosb	kɪkɡoːsb
pilen	pɪlɛn
hugain	hɪɡjan
adnabyddwch	adnabəðʊχ
argrafiadau	arɡrafjadɛ
chneuen ffrengig	χneɨ̯anfrɛŋɪɡ
awgrymu	au̯ɡrəmɨ
mhortiwgal	m̥ɔrtɪu̯ɡal
gerais	ɡɛrai̯s
helyglys	hɛləɡlɨ̞s
eithaf	əi̯θav
mywyd	məu̯ɨ̞d
phant	fant
ddolis	ðɔlɪs
menyn	mɛnɨ̞n
megan	mɛɡan
dynes	dənɛs
asen	asɛn
sefyllfa	sɛvəɬva
abadaeth	abadɛθ
mari	marɪ
wenoliaid	wɛnɔljɛd
cristnogaeth	krɪsdnɔɡaɨ̯θ
asesiadau	asɛʃada
gronellau	ɡrɔnɛɬɛ
esgobion	ɛsɡɔbjɔn
harlwy	harluɨ̯
tolio	tɔljɔ
beiddio	beiðjɔ
swydd	suːɨ̯ð
torlannau	tɔrlana
bywyd	bəu̯ɨ̞d
gyfiawnder	ɡəvjau̯ndɛr
h	haːɨ̯tʃ
phen	fɛn
wŷr	wɨːr
cornel	kɔrnal
ddoli	ðɔli
ydy	ndi
ngâl	ŋaːl
crychion	krəχjɔn
ymrysonwyr	əmrəsɔnwɨ̞r
ngwiwerod	ŋwɪu̯ɛrɔd
coginio	kɔɡɪnjɔ
deigrod	dei̯ɡrɔd
amrwd	amrʊd
achwyniadau	aχʊɨ̯njadɛ
preswyl	prɛsʊɨ̯l
rheoliaduron	r̥ɛɔljadɨ̞rɔn
canwyllbrennau	kanʊɨ̯ɬbrɛnaɨ̯
arfau	arvɛ
esgob	ɛsɡɔb
bys troed	bɨːstroːɨ̯d
dyrrau	dəra
planhigion	planhɪɡjɔn
mewnfudo	mɛu̯nvɨ̞dɔ
adwthio	adʊθjɔ
pry'r gannwyll	prɨːrɡanʊɨ̯ɬ
papur	papɨ̞r
ofergoel	ɔvɛrɡɔɨ̯l
ban	ban
llys	ɬɨːs
utgorn	ɨ̞tɡɔrn
bioleg	bjɔlɛɡ
mwyn	muːɨ̯n
hail	hai̯l
byddai	bəða
gythreuliaid	ɡəθreɨ̯ljai̯d
credes	krɛdɛs
dyryslyd	dərəslɨ̞d
cas beth	kaːsbeːθ
chato	χatɔ
ŵyn	uːɨ̯n
celet	kɛlɛt
haberdâr	habɛrdaːr
beirniadaethau	bei̯rnjadeɨ̯θaɨ̯
angyles	aŋəlɛs
cydwelediad	kɨ̞dwɛlɛdjad
diddordeb	dɪðɔrdab
santesau	santɛsaɨ̯
theisen	θɪʃan
dolffiniaid	dɔlfɪnjɛd
feddwl	vɛðʊl
isod	ɪsɔd
abadesau	abadɛsɛ
llost	ɬɔsd
nghariad	ŋ̊arjad
ngwella	ŋwɛɬa
murddunnod	mɨ̞rðɨ̞nɔd
gwalch y nos	ɡwalχənoːs
llyf gen	ɬəvɡɛn
wydraid	wədrai̯d
effaith	ɛfai̯θ
cymar	kəmar
picau	pɪkaɨ̯
euog	eɨ̯ɔɡ
crac	krak
cneua	kneɨ̯a
adfyd	advɨ̞d
glân	ɡlaːn
adeilad	adei̯lad
habadesau	habadɛsa
brawychiadau	brau̯əχjadɛ
affwysol	afʊɨ̯sɔl
llysg	ɬɨːsɡ
llungopïwyr	ɬɨ̞ŋɡɔpɪwɨ̞r
rhychau	r̥əχa
siwrnai	ʃʊrnɛ
chystadlu	χəsdadlɨ
wythnos	ʊsɔs
cu	kɨː
dengys	dɛŋɡɨ̞s
henghraifft	hɛŋ̊rai̯fd
aflwyddiannus	avlʊɨ̯ðjanɨ̞s
gwenhwyfar	ɡwɛnhʊɨ̯var
aberdaugleddau	abɛrdaɨ̯ɡlɛðaɨ̯
gorffen	ɡɔrfɛn
carais	karɛs
deg ar hugain	deːɡarhɪɡai̯n
nghneuen ffrengig	ŋ̊neɨ̯ɛnfrɛŋɪɡ
eangiadau	ɛaŋjada
trenau	trɛna
rhaidd	r̥ai̯ð
gwynnach	ɡwənaχ
o hyn allan	ɔhɨ̞naɬan
drwydded	drʊɨ̯ðɛd
gyrraedd	ɡərað
teires	tei̯rɛs
chwiorydd	χwiɔrɨ̞ð
adferwyr	advɛrwɨ̞r
rydw	rədw
barhau	barhaɨ̯
thro	θroː
phiws	fɪu̯s
trwyn	truːɨ̯n
blanced	blaŋkad
ffugenw	fɨ̞ɡɛnʊ
syth	sɨːθ
gleision	ɡlei̯ʃɔn
mwg	muːɡ
rhydychen	r̥ɨːdəχɛn
syndodau	səndɔdaɨ̯
rhwyd	r̥uːɨ̯d
galon	ɡalɔn
thyn	θɨ̞n
yfed	əvɛd
lwy	luːɨ̯
nos sadwrn	nɔssadʊn
amheuaeth	amheɨ̯aɨ̯θ
mynwy	mənʊɨ̯
hunain	hɨ̞nɛn
ymdraidd	əmdrai̯ð
cyfrwngddarostyngedigaeth	kəvrʊŋðarɔsdəŋɛdɪɡɛθ
baedd	baːɨ̯ð
heulog	heɨ̯lɔɡ
gwladgarol	ɡwladɡarɔl
hwrdd	hʊrð
ysgol	əsɡɔl
lech	leːχ
rywsut	rɪu̯sɨ̞t
gara	ɡara
pabell	pabɛɬ
diamod	diamɔd
chwestiwn	kwɛsdjʊn
cwpanaid	kʊpanɛd
absennu	absɛnɨ
olif	ɔlɪv
chapel	χapɛl
cangarŵod	kaŋɡaruːɔd
glaned	ɡlanɛd
gwydr	ɡwɨ̞dr
tenant	tɛnant
ngardd	ŋaːrð
drefydd	drɛvɨ̞ð
rhesi	r̥ɛsi
chaf	χaːv
llyw	ɬɨ̞u̯
cymraeg	kəmraːɡ
chymaint	χəmɛnt
aeddfed	aɨ̯ðvɛd
hyllt	hɨːɬd
cwerylgar	kwɛrəlɡar
newynau	nɛu̯ənaɨ̯
gwobr	ɡwɔbr
fflŵr	fluːr
cawl	kau̯l
chythraul	χəθrɛl
adwaenwn	adweɨ̯nʊn
iddew	ɪðɛu̯
glanaf	ɡlanav
ngwŷr	ŋwɨːr
hon	hɔn
nhaliadau	n̥aljadaɨ̯
thu	θɨː
nofwraig	nɔvwrai̯ɡ
nhudalen	n̥ɨ̞dalan
gadael	ɡadaɨ̯l
arolygiad	arɔləɡjad
deunaw	deɨ̯nau̯
briallu	brjaɬɨ̞
brathu	braθɨ̞
nghusanau	ŋ̊ɨ̞sana
trengholiad	trɛŋhɔljad
jac	dʒak
echddoe	ɛχðɔɨ̯
dyma	dəma
blwch llwch	bluːχɬuːχ
daliadau	daljada
efallai	ɛɬa
tenantiaeth	tɛnantjɛθ
rwyt	ruːɨ̯t
canwyllbrennau	kanʊɨ̯ɬbrɛnɛ
chachi	χaχɪ
doli	dɔli
doliau	dɔljaɨ̯
hwntws	hʊntus
ulyfai	ɨ̞ləvai̯
nghneuen gyll	ŋ̊neɨ̯ɛnɡɨ̞ɬ
gwahaniaethu	ɡwahanjeɨ̯θɨ
gweryd	ɡwɛrɨ̞d
eloch	ɛlɔχ
chodi	χɔdɪ
dydd sadwrn	dɨ̞sadʊrn
afraid	avrai̯d
arwerthiant	arwɛrθjant
cachgwn bwm	kaχɡʊmbʊm
tawn	tau̯n
urdd	ɨ̞rð
datws	datʊs
masgiau	masɡjɛ
clodfori	klɔdvɔri
rywbeth	rɨu̯bɛθ
turtur	tɨ̞rtɨ̞r
streicio	sdrei̯kjɔ
nadredd	nadrɛð
berfau annherfynol	bɛrvɛanhɛrvənɔl
addawa	aðau̯a
achlysurol	aχləsɨ̞rɔl
plismon	plismɔn
cacen gri	kakaŋɡriː
ganes	ɡanɛs
darianau	darjana
dyfrdwy	dəvrdʊɨ̯
hardded	harðɛd
nghain	ŋ̊ai̯n
phengwin	fɛŋɡwɪn
enwog	ɛnwɔɡ
arswydo	arsʊɨ̯dɔ
chochlas	χɔχlas
cyfrifoldeb	kəvrɪvɔldɛb
atseiniau	atsei̯nja
elech	ɛlɛχ
gorlifo	ɡɔrlɪvɔ
ril	riːl
cyfenw	kəvɛnu
dwy	duːɨ̯
dwfn	dɨ̞vn
ych	əχ
alar	alar
graff	ɡraːf
mabwysiadu	mabʊɨ̯ʃadɨ
tyfu	təvɨ
benthycion	bɛnθəkjɔn
ceith	kəi̯θ
i'w	ɪu̯
negeseua	nɛɡɛseɨ̯a
gwympo	ɡwɨmpɔ
talaf	tala
ystod	əsdɔd
chenhinen	χɛnhɪnɛn
cyntefin	kəntɛvɪn
mewnforiadwy	mɛu̯nvɔrjadʊɨ̯
adaryddiaeth	adarəðjaɨ̯θ
pluf	plɨːv
una	ɨ̞na
hances	hankas
arfeddog	arvɛðɔɡ
ffawydd	fau̯ɨ̞ð
cawn	kau̯n
daliad	daljad
chari	χarɪ
rhys	r̥ɨːs
cneuen	kneɨ̯an
adegau	adɛɡa
gwrthwynebydd	ɡʊrθwɨ̞nɛbɨ̞ð
crwn	krʊn
gwrendy	ɡwrɛndɨ
rhagddodiad	r̥aɡðɔdjad
cyfartal	kəvartal
dosbarthol	dɔsbarθɔl
canhwyllau	kanhʊi̯ɬɛ
gwrthryfela	ɡʊrθrəvɛla
archfarchnad	arχvarχnad
gusanau	ɡɨ̞sanaɨ̯
menyw	mɛnɨ̞u̯
cyntedd	kəntɛð
gorfod	ɡɔrɔ
charai	χarai̯
choch	χoːχ
thywyll	θəu̯ɨ̞ɬ
dymuno	dəmɨ̞nɔ
tyllau yn y wal	təɬaɨ̯ənəwal
mynyddoedd	mənəðɔɨ̯ð
nghyfiawnder	ŋ̊əvjau̯ndɛr
ehangder	ɛhaŋdɛr
ar bwys	arbuːɨ̯s
salamandr	salamandr
gwylliaid	ɡwɨ̞ɬjɛd
crynwyr	krənwɨ̞r
dadlwytho	dadlʊɨ̯θɔ
hamser	hamsɛr
merch	mɛrχ
bigan	bɪɡan
fur	vɨːr
tâp	taːp
gaffer	ɡafɛr
nglanaf	ŋlanav
datys	datɨ̞s
dala	dala
gwrthwynebiad	ɡʊrθwɨ̞nɛbjad
ysbyty	əsbətɨ
babell	babɛɬ
mleiddiaid	mlei̯ðjai̯d
ymlynu	əmlənɨ̞
caffent	kafɛnt
fynydd	vənɨ̞ð
dyfarniad	dəvarnjad
diddorol	dɪðɔrɔl
cyrhaeddwch	kərhaɨ̯ðʊχ
galluogi	ɡaɬɨɔɡi
ble	bleː
amheuaf	amheɨ̯av
tonau	tɔnɛ
doliau	dɔljɛ
blynyddoedd golau	blənəðɔɨ̯ðɡɔlɛ
prydain	prədɛn
eliffant	ɛlɪfant
dolen	dɔlan
nacáu	nakaɨ̯
throes	θroːɨ̯s
