spesialisointi	ˈspesiˌɑliˌsointi
sarjamurha	ˈsɑrjɑˌmurhɑ
väistin	ˈvæistin
leuanalusta	ˈleuɑnɑˌlustɑ
filmiprojektori	ˈfilmiproˌjektori
ylkä	ˈylkæ
rajoitin	ˈrɑjoitin
helpposivelteinen	ˈhelpposiˌvelteinen
laserleikkaus	ˈlɑserˌleikkɑus
tylsäkärkinen	ˈtylsæˌkærkinen
öljypisara	ˈøljyˌpisɑrɑ
lämpöalusta	ˈlæmpøɑˌlustɑ
eroottinen	ˈerootˌtinen
ilmeisesti	ˈilmeiˌsesti
dieselauto	ˈdieseˌlɑuto
puistatus	ˈpuistɑtus
pappismunkki	ˈpɑppisˌmunkki
kulutus	ˈkulutus
talousmuoto	ˈtɑlousˌmuoto
öljytuikku	ˈøljyˌtuikku
satula	ˈsɑtulɑ
noteerata	ˈnoteeˌrɑtɑ
viskata	ˈviskɑtɑ
yleisvalaistus	ˈyleisvɑˌlɑistus
herketä	ˈherketæ
nähden	ˈnæhden
niinikori	ˈniiniˌkori
sekatyömies	ˈsekɑˌtyømies
jääurheilu	ˈjææurˌheilu
maaperägeologi	ˈmɑɑpeˌrægeˌologi
kuusenhavu	ˈkuusenˌhɑvu
luottavaisuus	ˈluottɑˌvɑisuus
varsa	ˈvɑrsɑ
juureton	ˈjuureton
niveljäykistymä	ˈnivelˌjæykisˌtymæ
koukkukalastus	ˈkoukˌkukɑˌlɑstus
heikentymä	ˈheikenˌtymæ
hyllystö	ˈhyllystø
televisiokurssi	ˈteleˌvisioˌkurssi
kynttilänjalka	ˈkynttiˌlænjɑlkɑ
sekatyöläinen	ˈsekɑˌtyølæinen
tinkimaito	ˈtinkiˌmɑito
soijakakku	ˈsoijɑˌkɑkku
seismologia	ˈseismoˌlogiɑ
hämilleen	ˈhæmilleen
epäsuomalainen	ˈepæˌsuomɑˌlɑinen
opponentti	ˈoppoˌnentti
koeavioliitto	ˈkoeˌɑvioˌliitto
käreä	ˈkæreæ
lyhytikäinen	ˈlyhytiˌkæinen
spaatteli	ˈspɑɑtteli
sankaritarina	ˈsɑnkɑˌritɑˌrinɑ
ennakkovaraus	ˈennɑkˌkovɑˌrɑus
kultainen	ˈkultɑinen
päätyö	ˈpæætyø
ohjussiilo	ˈohjusˌsiilo
alhainen	ˈɑlhɑinen
sukkaatti	ˈsukkɑɑtti
kaalintaimi	ˈkɑɑlinˌtɑimi
vaivainen	ˈvɑivɑinen
sortuma	ˈsortumɑ
rivistö	ˈrivistø
puolihoito	ˈpuoliˌhoito
imukärsä	ˈimuˌkærsæ
sloveenin kieli	ˈsloveeninˈkieli
henkilöstörahasto	ˈhenkiˌløstørɑˌhɑsto
hivenaine	ˈhiveˌnɑine
huomispäiväinen	ˈhuomisˌpæivæinen
nälkävuosi	ˈnælkæˌvuosi
ruumiistapoistuminen	ˈruumiistɑˌpoistuˌminen
utilitarismi	ˈutiˌlitɑˌrismi
järistys	ˈjæristys
kallioperä	ˈkɑlliˌoperæ
maantutkimus	ˈmɑɑntutˌkimus
juksata	ˈjuksɑtɑ
tohtorinkukka	ˈtohtoˌrinkukkɑ
väliaika	ˈvæliˌɑikɑ
sivuuttaa	ˈsivuuttɑɑ
perunapelto	ˈperunɑˌpelto
seura	ˈseurɑ
lehtiö	ˈlehtiø
limata	ˈlimɑtɑ
terveys	ˈterveys
sadas	ˈsɑdɑs
asiasisältö	ˈɑsiˌɑsiˌsæltø
lutka	ˈlutkɑ
merkkihuolto	ˈmerkkiˌhuolto
etäältä	ˈetææltæ
erikoissairaanhoitaja	ˈeriˌkoissɑiˌrɑɑnhoiˌtɑjɑ
vuolukivi	ˈvuoluˌkivi
sukupuoliobjekti	ˈsukuˌpuoliˌobjekti
luotonsaanti	ˈluotonˌsɑɑnti
rokulipäivä	ˈrokuliˌpæivæ
maatuska	ˈmɑɑtuskɑ
kvartetti	ˈkvɑrtetti
tähdetön	ˈtæhdetøn
ennätysmäisesti	ˈennætysˌmæisesti
ohjaajantuoli	ˈohjɑɑjɑnˌtuoli
ajanvaraus	ˈɑjɑnˌvɑrɑus
syöjätär	ˈsyøjætær
kaiutin	ˈkɑiutin
pässinpökkimät	ˈpæssinˌpøkkimæt
katulähetystyöntekijä	ˈkɑtuˌlæhetysˌtyønteˌkijæ
alistua	ˈɑlisˌtuɑ
uimahoususillaan	ˈuimɑˌhousuˌsillɑɑn
salassapitovelvollisuus	ˈsɑlɑsˌsɑpitoˌvelvolˌlisuus
poreilla	ˈporeillɑ
soijajauho	ˈsoijɑˌjɑuho
maisema-arkkitehti	ˈmɑiseˌmɑɑrkkiˌtehti
teatteritekniikka	ˈteɑtˌteritekˌniikkɑ
niittomurskain	ˈniittoˌmurskɑin
kynnyspuu	ˈkynnyspuu
mokkakuppi	ˈmokkɑˌkuppi
vientisäännöstely	ˈvientiˌsæænnøsˌtely
nimiosa	ˈnimiˌosɑ
muutostyö	ˈmuutostyø
morsiusvihko	ˈmorsiˌusvihko
oppirakennelma	ˈoppirɑˌkennelmɑ
kansanihminen	ˈkɑnsɑˌnihminen
suomalaisuusliike	ˈsuomɑˌlɑisuusˌliike
elämäntapasairaus	ˈelæˌmæntɑpɑˌsɑirɑus
plyysisohva	ˈplyysiˌsohvɑ
arkielämä	ˈɑrkieˌlæmæ
valkosipuli	ˈvɑlkoˌsipuli
rahkaneva	ˈrɑhkɑˌnevɑ
apina	ˈɑpinɑ
kirjoneule	ˈkirjoˌneule
lyijyke	ˈlyijyke
virnistellä	ˈvirnisˌtellæ
pirstoutua	ˈpirstouˌtuɑ
itsekiinnittyvä	ˈitseˌkiinnitˌtyvæ
metsäkuolema	ˈmetsæˌkuolemɑ
katollinen	ˈkɑtolˌlinen
rytmimusiikki	ˈrytmimuˌsiikki
messuhalli	ˈmessuˌhɑlli
vanilliinisokeri	ˈvɑnilˌliiniˌsokeri
ristikukkainen	ˈristikukˌkɑinen
railakkaasti	ˈrɑilɑkˌkɑɑsti
vankkaoksainen	ˈvɑnkkɑokˌsɑinen
poliittisuus	ˈpoliitˌtisuus
sisältäpäin	ˈsisælˌtæpæin
verottaa	ˈverottɑɑ
iskuri	ˈiskuri
keralle	ˈkerɑlle
possessiivipronomini	ˈpossesˌsiiviˌpronoˌmini
hiuslisäke	ˈhiusˌlisæke
jalkasieni	ˈjɑlkɑˌsieni
autuus	ˈɑutuus
jytke	ˈjytke
etääntymisnopeus	ˈetææntyˌmisnoˌpeus
kosmetologia	ˈkosmeˌtoloˌgiɑ
talotyyppi	ˈtɑloˌtyyppi
houkutuskeino	ˈhoukutusˌkeino
haitekki	ˈhɑitekki
teräsjää	ˈteræsjææ
informaatioteknologia	ˈinforˌmɑɑtioˌteknoˌlogiɑ
poleemikko	ˈpoleeˌmikko
raaskia	ˈrɑɑskiɑ
mustalaispriimas	ˈmustɑˌlɑispriimɑs
poutainen	ˈpoutɑinen
valtiosääntöoikeus	ˈvɑltioˌsææntøˌoikeus
laveasti	ˈlɑveˌɑsti
laukaista	ˈlɑukɑistɑ
kulmakivi	ˈkulmɑˌkivi
tähtitiede	ˈtæhtiˌtiede
pihi	ˈpihi
lehmä	ˈlehmæ
juonikas	ˈjuonikɑs
tiski	ˈtiski
teräsrunkoinen	ˈteræsrunˌkoinen
lantala	ˈlɑntɑlɑ
natsata	ˈnɑtsɑtɑ
näverrin	ˈnæverrin
julistus	ˈjulistus
puolisisarukset	ˈpuoliˌsisɑˌrukset
kalanmäti	ˈkɑlɑnˌmæti
linjapuolustus	ˈlinjɑˌpuolustus
lukusali	ˈlukuˌsɑli
yksisirkkainen	ˈyksisirkˌkɑinen
vesiklosetti	ˈvesikloˌsetti
sirpakka	ˈsirpɑkkɑ
puurakennus	ˈpuurɑˌkennus
digitaaliäänitys	ˈdigiˌtɑɑliˌæænitys
yhdysjana	ˈyhdysˌjɑnɑ
aamujuna	ˈɑɑmuˌjunɑ
levyasema	ˈlevyˌɑsemɑ
parvellinen	ˈpɑrvelˌlinen
luikertaa	ˈluikertɑɑ
kauppapolitiikka	ˈkɑupˌpɑpoliˌtiikkɑ
ulkoliikunta	ˈulkoˌliikuntɑ
säästöluokka	ˈsææstøˌluokkɑ
varmatoimintainen	ˈvɑrmɑˌtoiminˌtɑinen
orjapiiskuri	ˈorjɑˌpiiskuri
kotiyleisö	ˈkotiyˌleisø
pitkästyä	ˈpitkæsˌtyæ
plankkaus	ˈplɑnkkɑus
juurihoito	ˈjuuriˌhoito
juovuksiin	ˈjuovuksiin
epäluotettavasti	ˈepæˌluotettɑˌvɑsti
jäänmurtaja	ˈjæænmurˌtɑjɑ
sivumyötäinen	ˈsivuˌmyøtæinen
kuumuudenkestävä	ˈkuumuuˌdenkesˌtævæ
turkistaa	ˈturkistɑɑ
kelmeys	ˈkelmeys
silmänräpäys	ˈsilmænˌræpæys
tavi	ˈtɑvi
saalinki	ˈsɑɑlinki
pr	pr
ripuloida	ˈripuˌloidɑ
poliittisesti	ˈpoliittiˌsesti
painopisteala	ˈpɑinoˌpisteˌɑlɑ
ohjekirja	ˈohjeˌkirjɑ
pureksia	ˈpurekˌsiɑ
kuolinsanoma	ˈkuolinˌsɑnomɑ
pukupaita	ˈpukuˌpɑitɑ
toimeton	ˈtoimeton
vehnäspitko	ˈvehnæsˌpitko
snooker	ˈsnooker
papa-näyte	ˈpɑpɑˌnæyte
vesitatar	ˈvesiˌtɑtɑr
napsahdus	ˈnɑpsɑhdus
kiinnityskelpoinen	ˈkiinniˌtyskelˌpoinen
sinisilmäinen	ˈsinisilˌmæinen
munia	ˈmuniɑ
tietokoneohjauksinen	ˈtietoˌkoneˌohjɑˌuksinen
raamatunkäännös	ˈrɑɑmɑtunˌkæænnøs
tuholainen	ˈtuhoˌlɑinen
kunnalliskoti	ˈkunnɑlˌliskoti
lainvastaisuus	ˈlɑinvɑsˌtɑisuus
takautua	ˈtɑkɑuˌtuɑ
mannekiinikoulu	ˈmɑnneˌkiiniˌkoulu
mikrofilmaus	ˈmikroˌfilmɑus
demagogia	ˈdemɑˌgogiɑ
teatteriesitys	ˈteɑtteˌriesitys
roikua	ˈroikuɑ
alavireinen	ˈɑlɑviˌreinen
patjakasvi	ˈpɑtjɑˌkɑsvi
väkiluku	ˈvækiˌluku
maarakennustekstiili	ˈmɑɑrɑˌkennusteksˌtiili
tsekkaus	ˈtsekkɑus
taantumuksellisuus	ˈtɑɑntuˌmukselˌlisuus
piilolasit	ˈpiiloˌlɑsit
uudestisyntyminen	ˈuudestiˌsyntyˌminen
porata	ˈporɑtɑ
katolilaisuus	ˈkɑtoliˌlɑisuus
katedraali	ˈkɑteˌdrɑɑli
juhlallinen	ˈjuhlɑlˌlinen
uskontotunti	ˈuskontoˌtunti
peruuttamattomuus	ˈperuuttɑˌmɑttomuus
yhtaikaisuus	ˈyhtɑiˌkɑisuus
keittää	ˈkeittææ
sijaisapu	ˈsijɑiˌsɑpu
paneerata	ˈpɑneeˌrɑtɑ
yhteisasunto	ˈyhteisɑˌsunto
nuivasti	ˈnuivɑsti
salpaantua	ˈsɑlpɑɑnˌtuɑ
varpuspöllö	ˈvɑrpusˌpøllø
siististi	ˈsiististi
etukammio	ˈetuˌkɑmmio
vuorata	ˈvuorɑtɑ
vedenotto	ˈvedeˌnotto
epä-	ˈepæ
miliisi	ˈmiliisi
kuonnuttaa	ˈkuonnuttɑɑ
kumartua	ˈkumɑrˌtuɑ
patriotismi	ˈpɑtrioˌtismi
käristä	ˈkæristæ
teräväjärkisyys	ˈterævæˌjærkisyys
tahria	ˈtɑhriɑ
vuosisuunnitelma	ˈvuosiˌsuunniˌtelmɑ
edustajanpalkkio	ˈedustɑˌjɑnpɑlkˌkio
näkömuisti	ˈnækøˌmuisti
aamujumalanpalvelus	ˈɑɑmuˌjumɑˌlɑnpɑlˌvelus
linnunpelätti	ˈlinnunpeˌlætti
laikukas	ˈlɑikukɑs
koloratuurilaulaja	ˈkolorɑˌtuuriˌlɑulɑjɑ
ympäristöhaitta	ˈympæˌristøˌhɑittɑ
putki	ˈputki
supattaa	ˈsupɑttɑɑ
hauta	ˈhɑutɑ
seksibisnes	ˈseksiˌbisnes
kiivailu	ˈkiivɑilu
sulkeutuma	ˈsulkeuˌtumɑ
šintolaisuus	ˈšintoˌlɑisuus
ilmapuolustus	ˈilmɑˌpuolustus
siluurikausi	ˈsiluuriˌkɑusi
puolikova	ˈpuoliˌkovɑ
tappelunhaluinen	ˈtɑppeˌlunhɑˌluinen
ryhmänjohtaja	ˈryhmænˌjohtɑjɑ
omistushaluinen	ˈomisˌtushɑˌluinen
eläinmuseo	ˈelæinˌmuseo
puolukkamehu	ˈpuolukˌkɑmehu
korkokuva	ˈkorkoˌkuvɑ
kuoppa	ˈkuoppɑ
nuorisoasema	ˈnuoriˌsoɑˌsemɑ
kauko-	ˈkɑuko
alalleen	ˈɑlɑlleen
annostusohje	ˈɑnnostuˌsohje
kesanto	ˈkesɑnto
alustus	ˈɑlustus
kirjanpainaja	ˈkirjɑnˌpɑinɑjɑ
vähäksyä	ˈvæhækˌsyæ
ryiskely	ˈryiskely
kuusilauta	ˈkuusiˌlɑutɑ
itsenäisyysjulistus	ˈitseˌnæisyysjuˌlistus
iltatori	ˈiltɑˌtori
kotsa	ˈkotsɑ
avolavainen	ˈɑvolɑˌvɑinen
hitsauspoltin	ˈhitsɑˌuspoltin
melodraama	ˈmeloˌdrɑɑmɑ
sohjoinen	ˈsohjoinen
koulunjohtaja	ˈkoulunˌjohtɑjɑ
koko	ˈkoko
toimenpidekielto	ˈtoimenˌpideˌkielto
lappuliisa	ˈlɑppuˌliisɑ
maahantunkeutuminen	ˈmɑɑhɑntunˌkeutuˌminen
hiota	ˈhiotɑ
oleskelulupa	ˈolesˌkeluˌlupɑ
valotusarvo	ˈvɑlotuˌsɑrvo
sisältä	ˈsisæltæ
sähködynaaminen	ˈsæhkødyˌnɑɑminen
pudotus	ˈpudotus
bordyyri	ˈbordyyri
muodoste	ˈmuodoste
ovelasti	ˈoveˌlɑsti
kultapallo	ˈkultɑˌpɑllo
lihatiski	ˈlihɑˌtiski
lehauttaa	ˈlehɑˌuttɑɑ
jakomielitauti	ˈjɑkoˌmieliˌtɑuti
kaiverrusneula	ˈkɑiverrusˌneulɑ
valtiokapitalismi	ˈvɑltiˌokɑˌpitɑˌlismi
ojennella	ˈojenˌnellɑ
käärmeissään	ˈkæærmeissææn
etuajo-oikeutettu	ˈetuɑˌjooiˌkeutettu
astiataimi	ˈɑstiɑˌtɑimi
korkeaääninen	ˈkorkeɑˌææninen
mielivaltainen	ˈmielivɑlˌtɑinen
vivahteikkaasti	ˈvivɑhˌteikkɑɑsti
kermakannu	ˈkermɑˌkɑnnu
mukiinmenevä	ˈmukiinˌmenevæ
loisteväri	ˈloisteˌværi
maitohuone	ˈmɑitoˌhuone
symbioottisuus	ˈsymbiˌoottisuus
puksipuu	ˈpuksipuu
ikkunasomistus	ˈikkuˌnɑsoˌmistus
jätättää	ˈjætættææ
rauhanteko	ˈrɑuhɑnˌteko
naksahtaa	ˈnɑksɑhtɑɑ
kiintopallo	ˈkiintoˌpɑllo
yhteisötalous	ˈyhteiˌsøtɑˌlous
sukkessio	ˈsukkesˌsio
vihollis-	ˈvihollis
takinkääntäjä	ˈtɑkinˌkææntæjæ
antoisuus	ˈɑntoisuus
keskivertosuomalainen	ˈkeskiˌvertoˌsuomɑˌlɑinen
verotaakka	ˈveroˌtɑɑkkɑ
elämänmyönteisyys	ˈelæmænˌmyønteisyys
keinotekoisuus	ˈkeinoteˌkoisuus
skisma	ˈskismɑ
sytologia	ˈsytoˌlogiɑ
geopolitiikka	ˈgeoˌpoliˌtiikkɑ
kylmäpuristaa	ˈkylmæpuˌristɑɑ
ruusuntuoksuinen	ˈruusunˌtuoksuinen
pullasuti	ˈpullɑˌsuti
aatesuunta	ˈɑɑteˌsuuntɑ
matelevasti	ˈmɑteleˌvɑsti
pengermä	ˈpengermæ
hernekasvi	ˈherneˌkɑsvi
purevasti	ˈpureˌvɑsti
rantakäärme	ˈrɑntɑˌkæærme
kasvatuspsykologia	ˈkɑsvɑˌtuspsyˌkoloˌgiɑ
tarkalleen	ˈtɑrkɑlleen
pointillistinen	ˈpointilˌlistinen
pälätys	ˈpælætys
säätila	ˈsæætilɑ
sälähtää	ˈsælæhtææ
käkikello	ˈkækiˌkello
kalkkivesi	ˈkɑlkkiˌvesi
varsiluuta	ˈvɑrsiˌluutɑ
virkalakki	ˈvirkɑˌlɑkki
kestoväri	ˈkestoˌværi
yövoide	ˈyøvoide
maatalouskone	ˈmɑɑtɑloˌuskone
puliveivata	ˈpuliˌveivɑtɑ
kreikkalaiskatolilainen	ˈkreikkɑˌlɑiskɑˌtoliˌlɑinen
ruusukuvio	ˈruusuˌkuvio
äkkiseltään	ˈækkiˌseltææn
välikäsi	ˈvæliˌkæsi
lurittaa	ˈlurittɑɑ
pyöröpaali	ˈpyørøˌpɑɑli
kidesokeri	ˈkideˌsokeri
laupiaasti	ˈlɑupiˌɑɑsti
harmaa	ˈhɑrmɑɑ
hedelmäpuu	ˈhedelˌmæpuu
vanhuusikä	ˈvɑnhuuˌsikæ
seisovilta	ˈseisoˌviltɑ
käsikirjoittaja	ˈkæsikirˌjoittɑjɑ
surmanisku	ˈsurmɑˌnisku
käsikoukku	ˈkæsikoˌukku
tärväytyä	ˈtærvæyˌtyæ
otollisuus	ˈotolˌlisuus
homoseksualisti	ˈhomoˌseksuɑˌlisti
ompelukehys	ˈompeˌlukehys
joustavoida	ˈjoustɑˌvoidɑ
projektityöskentely	ˈprojektiˌtyøskenˌtely
luopumus	ˈluopumus
valmisosa	ˈvɑlmiˌsosɑ
äitiysvapaa	ˈæitiˌysvɑpɑɑ
rantapalsta	ˈrɑntɑˌpɑlstɑ
tetrasykliini	ˈtetrɑsyˌkliini
know-how	ˈknowhow
kaupunkisota	ˈkɑupunˌkisotɑ
haurasrakenteinen	ˈhɑurɑsrɑˌkenteinen
tunnevammainen	ˈtunnevɑmˌmɑinen
povitasku	ˈpoviˌtɑsku
maantienoja	ˈmɑɑntieˌnojɑ
pääliike	ˈpææliike
epiteelikudos	ˈepiˌteeliˌkudos
tenkkapoo	ˈtenkkɑpoo
painovaikeus	ˈpɑinoˌvɑikeus
napeerata	ˈnɑpeeˌrɑtɑ
aste-ero	ˈɑsteero
rauhantunnustelu	ˈrɑuhɑnˌtunnusˌtelu
tihkusateinen	ˈtihkusɑˌteinen
hikiliina	ˈhikiˌliinɑ
par avion	pɑrˈɑvion
ajokas	ˈɑjokɑs
rasismi	ˈrɑsismi
aivopaine	ˈɑivoˌpɑine
lannoitin	ˈlɑnnoitin
rappioittaa	ˈrɑppiˌoittɑɑ
sukuperä	ˈsukuˌperæ
keskusjohtoinen	ˈkeskusjohˌtoinen
alamaissa	ˈɑlɑˌmɑissɑ
tampuurimajuri	ˈtɑmpuuˌrimɑˌjuri
pisihätä	ˈpisiˌhætæ
häthätää	ˈhæthætææ
kuumailmapuhallin	ˈkuumɑilˌmɑpuˌhɑllin
kardemumma	ˈkɑrdeˌmummɑ
nipsauttaa	ˈnipsɑˌuttɑɑ
kerhohuone	ˈkerhoˌhuone
keltanokka	ˈkeltɑˌnokkɑ
latva-artisokka	ˈlɑtvɑɑrtiˌsokkɑ
riippurinta	ˈriippuˌrintɑ
pieti	ˈpieti
talousala	ˈtɑlouˌsɑlɑ
korihuonekalu	ˈkoriˌhuoneˌkɑlu
fysiatrinen	ˈfysiˌɑtrinen
piinaviikko	ˈpiinɑˌviikko
arkisesti	ˈɑrkiˌsesti
toiveikkaasti	ˈtoiveikˌkɑɑsti
leppä	ˈleppæ
munankeltuainen	ˈmunɑnˌkeltuˌɑinen
tähkä	ˈtæhkæ
amatsoni	ˈɑmɑtˌsoni
voimatoimenpide	ˈvoimɑˌtoimenˌpide
paini	ˈpɑini
kaava	ˈkɑɑvɑ
pelinarkomaani	ˈpeliˌnɑrkoˌmɑɑni
heinikko	ˈheinikko
siirtopakko	ˈsiirtoˌpɑkko
tylsä	ˈtylsæ
metsästysase	ˈmetsæsˌtysɑse
pakka	ˈpɑkkɑ
työeläke	ˈtyøeˌlæke
sillä	ˈsillæ
porsastella	ˈporsɑsˌtellɑ
suojavilja	ˈsuojɑˌviljɑ
killittää	ˈkillittææ
narkkis	ˈnɑrkkis
vajauttaa	ˈvɑjɑˌuttɑɑ
pohjelihas	ˈpohjeˌlihɑs
alkuperätodistus	ˈɑlkuˌperætoˌdistus
keljuus	ˈkeljuus
eräkäsittely	ˈerækæˌsittely
aputyövoima	ˈɑpuˌtyøvoimɑ
mittauslaite	ˈmittɑusˌlɑite
alkoholimyymälä	ˈɑlkoˌholiˌmyymælæ
koppari	ˈkoppɑri
nujertua	ˈnujerˌtuɑ
kultamitalinainen	ˈkultɑˌmitɑliˌnɑinen
merimahti	ˈmeriˌmɑhti
suoristua	ˈsuorisˌtuɑ
orkesterisävellys	ˈorkesˌterisæˌvellys
makrokäsky	ˈmɑkroˌkæsky
uusimuotoinen	ˈuusiˌmuotoinen
samanhenkisyys	ˈsɑmɑnˌhenkisyys
kokkatuhto	ˈkokkɑˌtuhto
vadelmapensaikko	ˈvɑdelmɑˌpensɑikko
häälahja	ˈhæælɑhjɑ
edesvastuu	ˈedesˌvɑstuu
ohjailla	ˈohjɑillɑ
kultakuoriainen	ˈkultɑˌkuoriˌɑinen
rivi	ˈrivi
kauko-opetus	ˈkɑukooˌpetus
härme	ˈhærme
virhelaskelma	ˈvirheˌlɑskelmɑ
kumikäsine	ˈkumiˌkæsine
moukka	ˈmoukkɑ
vastapäinen	ˈvɑstɑˌpæinen
vaalijuliste	ˈvɑɑlijuˌliste
propagandaelokuva	ˈpropɑˌgɑndɑˌeloˌkuvɑ
myrkyttyä	ˈmyrkytˌtyæ
virkaanastujaiset	ˈvirkɑɑˌnɑstuˌjɑiset
epähienosti	ˈepæˌhienosti
päivällinen	ˈpæivælˌlinen
linssikeitto	ˈlinssiˌkeitto
sirkkeli	ˈsirkkeli
hukkaamiskielto	ˈhukkɑɑmisˌkielto
kodinsisustus	ˈkodinsiˌsustus
kaarituli	ˈkɑɑriˌtuli
tasapituinen	ˈtɑsɑpiˌtuinen
yleinen	ˈyleinen
mäkilähtö	ˈmækiˌlæhtø
tukkipihdit	ˈtukkiˌpihdit
todennäköisesti	ˈtodennæˌkøisesti
tiedostamattomuus	ˈtiedostɑˌmɑttomuus
kiintolevy	ˈkiintoˌlevy
kiittää	ˈkiittææ
saarnanuotti	ˈsɑɑrnɑˌnuotti
luusolukko	ˈluusoˌlukko
heikenne	ˈheikenne
kupariseppä	ˈkupɑriˌseppæ
hipelöidä	ˈhipeˌløidæ
vapaaheitto	ˈvɑpɑɑˌheitto
differentiaalipsykologia	ˈdiffeˌrentiˌɑɑlipˌsykoˌlogiɑ
ripsi	ˈripsi
paahtotuore	ˈpɑɑhtoˌtuore
jälkikasvu	ˈjælkiˌkɑsvu
huippuedullinen	ˈhuippueˌdullinen
rattikelkka	ˈrɑttiˌkelkkɑ
vastapuhelu	ˈvɑstɑˌpuhelu
työmaa	ˈtyømɑɑ
pissittää	ˈpissittææ
kiskaista	ˈkiskɑistɑ
heikkoluonteinen	ˈheikkoˌluonteinen
muinaisrunous	ˈmuinɑisˌrunous
honottaa	ˈhonottɑɑ
mordvalainen	ˈmordvɑˌlɑinen
lihakauppa	ˈlihɑkɑˌuppɑ
kalalammikko	ˈkɑlɑˌlɑmmikko
lakeija	ˈlɑkeijɑ
flegmaattisuus	ˈflegmɑɑtˌtisuus
tuonela	ˈtuonelɑ
kuten	ˈkuten
talkita	ˈtɑlkitɑ
ruokinta-aika	ˈruokinˌtɑɑikɑ
rautavalmiste	ˈrɑutɑˌvɑlmiste
valkaista	ˈvɑlkɑistɑ
rasvis	ˈrɑsvis
tuonkokoinen	ˈtuonkoˌkoinen
suuruudenhulluus	ˈsuuruuˌdenhulluus
itsevarmuus	ˈitseˌvɑrmuus
ryhmälähtö	ˈryhmæˌlæhtø
isäukko	ˈisæˌukko
yölämpötila	ˈyølæmˌpøtilɑ
irto-	ˈirto
nurkkasalvos	ˈnurkkɑˌsɑlvos
saastuttaja	ˈsɑɑstutˌtɑjɑ
musiikkilukio	ˈmusiikˌkiluˌkio
ikkunatiiviste	ˈikkunɑˌtiiviste
läike	ˈlæike
vioittua	ˈvioitˌtuɑ
hartiasuojus	ˈhɑrtiɑˌsuojus
sokeriruokoviljelmä	ˈsokeriˌruokoˌviljelmæ
silmätäplä	ˈsilmæˌtæplæ
luterilainen	ˈluteriˌlɑinen
sulhanen	ˈsulhɑnen
piällysmies	ˈpiælˌlysmies
selkkaus	ˈselkkɑus
totuusvakuutus	ˈtotuusvɑˌkuutus
tuloilma	ˈtuloilmɑ
onteloeläin	ˈonteˌloelæin
inessiivi	ˈinesˌsiivi
syntinen	ˈsyntinen
retuuttaa	ˈretuuttɑɑ
jaspis	ˈjɑspis
taltioida	ˈtɑltiˌoidɑ
suurenmoisuus	ˈsuurenˌmoisuus
kaupanvahvistaja	ˈkɑupɑnˌvɑhvisˌtɑjɑ
jouhi	ˈjouhi
taloustyö	ˈtɑloˌustyø
kirkkoneuvosto	ˈkirkkoˌneuvosto
siveästi	ˈsiveˌæsti
ilmakuvakartta	ˈilmɑˌkuvɑˌkɑrttɑ
palvelutuotanto	ˈpɑlveluˌtuotɑnto
pakollisuus	ˈpɑkolˌlisuus
peräsuolilämpö	ˈperæˌsuoliˌlæmpø
sijaishallitus	ˈsijɑisˌhɑllitus
jumalinen	ˈjumɑˌlinen
vakioveikkaus	ˈvɑkioˌveikkɑus
painotekniikka	ˈpɑinotekˌniikkɑ
blandaus	ˈblɑndɑus
kupru	ˈkupru
tympäännyttää	ˈtympæænˌnyttææ
valssaus	ˈvɑlssɑus
viheralue	ˈviheˌrɑlue
paistos	ˈpɑistos
kiertokysely	ˈkiertoˌkysely
eksogeeninen	ˈeksoˌgeeninen
raavin	ˈrɑɑvin
informalistinen	ˈinformɑˌlistinen
itseluottamus	ˈitseˌluottɑmus
lintuniisisidos	ˈlintuˌniisiˌsidos
pahe	ˈpɑhe
puolisokea	ˈpuoliˌsokeɑ
eläkeikä	ˈelæˌkeikæ
kirjanpitokirja	ˈkirjɑnˌpitoˌkirjɑ
laskostua	ˈlɑskosˌtuɑ
atk-pohjainen	ˈɑtkpohˌjɑinen
tuhatkertaistua	ˈtuhɑtkerˌtɑistuɑ
eläinpsykologia	ˈelæinpˌsykoˌlogiɑ
tuskantäyteinen	ˈtuskɑnˌtæyteinen
potilasturvallisuus	ˈpotiˌlɑsturˌvɑllisuus
heterotsygootti	ˈheteˌrotsyˌgootti
näöntarkastus	ˈnæønˌtɑrkɑstus
jam session	dʒɑmˈseson
marsilainen	ˈmɑrsiˌlɑinen
ylilento	ˈyliˌlento
taipale	ˈtɑipɑle
konsa	ˈkonsɑ
kohdella	ˈkohdellɑ
mortadella	ˈmortɑˌdellɑ
kurkkia	ˈkurkkiɑ
syntymäaika	ˈsyntymæˌɑikɑ
korukuvio	ˈkoruˌkuvio
ulkoeurooppalainen	ˈulkoˌeurooppɑˌlɑinen
tislaantua	ˈtislɑɑnˌtuɑ
induktiouuni	ˈindukˌtioˌuuni
läpättää	ˈlæpættææ
huhtikuu	ˈhuhtikuu
enimmälti	ˈenimˌmælti
alhaisesti	ˈɑlhɑiˌsesti
täsmäys	ˈtæsmæys
lisäbudjetti	ˈlisæˌbudjetti
istuntokausi	ˈistuntoˌkɑusi
syntipukki	ˈsyntiˌpukki
voittonumero	ˈvoittoˌnumero
satunnaisilmiö	ˈsɑtunˌnɑisilˌmiø
käpälälauta	ˈkæpælæˌlɑutɑ
kansio	ˈkɑnsio
sooloilu	ˈsooloilu
