atiduodančiosioms	ɐtʲɪduɔdɐnʲtʲʃʲosʲoms
ištatuiravusiuosiuose	ɪʃtɐtʊɪraːʋʊsʲʊosʲʊosʲɛ
kroatiškų	kroaːtʲɪʃkuː
atidavusiaisiais	ɐtʲɪdaːʋʊsʲɛjsʲɛjs
turkiškajai	tʊrʲkʲɪʃkɐjɛj
senesniuose	sʲɛnʲɛsʲnʲʊosʲɛ
senesniajame	sʲɛnʲɛsʲnʲæːjɛmʲɛ
išbučiuosiančioje	ɪʃbʊtʲʃʲuɔsʲɛnʲtʲʃʲojɛ
turėjusiaisiais	tʊrʲeːjʊsʲɛjsʲɛjs
lietuviškų	lʲjɛtʊʋʲɪʃkuː
turėsiančiųjų	tʊrʲeːsʲɛnʲtʲʃʲuːjuː
upiniam	ʊpʲɪnʲɛm
ola	oːlɐ
įkeliaujančiajame	iːkʲɛlʲæʊjɛnʲtʲʃʲɛjɛmʲɛ
mįslingiausiasis	mʲiːsʲlʲɪnʲɡʲæːʊsʲɛsʲɪs
haliucinuosiantis	hɐlʲʊtʲsʲɪnuosʲɛnʲtʲɪs
atiduosiančiąsias	ɐtʲɪduɔsʲɛnʲtʲʃʲæːsʲɛs
paslaptinguosius	pɐslɐptʲɪnɡʊosʲʊs
klaidingieji	klɐjdʲɪnʲɡʲjɛjɪ
nuduodantis	nʊduɔdɐnʲtʲɪs
balčiausiomis	bɐlʲtʲʃʲæːʊsʲomʲɪs
turėdavusiame	tʊrʲeːdɐʋʊsʲɛmʲɛ
pieštukas	pʲiɛʃtʊkɐs
šauksmininkas	ʃɐʊkʲsʲmʲɪnʲɪŋkɐs
balčiausieji	bɐlʲtʲʃʲæːʊsʲjɛjɪ
žmogiškiausiais	ʒmoɡʲɪʃʲkʲæːʊsʲɛjs
pornografiškuosiuose	pornoɡraːfʲɪʃkʊosʲʊosʲɛ
žvaigždiškųjų	ʒʋɐjɡʲʒʲdʲɪʃkuːjuː
gilesniaisiais	ɡʲɪlʲɛsʲnʲɛjsʲɛjs
iškeliaujančiajam	ɪʃʲkʲɛlʲæʊjɛnʲtʲʃʲɛjɛm
dainuojančiaisiais	dɐjnuɔjɛnʲtʲʃʲɛjsʲɛjs
senesnio	sʲɛnʲɛsʲnʲo
nuomonė	nuɔmonʲeː
aukštaičiuose	ɐʊkʃtɐjtʲʃʲʊosʲɛ
netvarkingesniosiose	nʲɛtʋɐɾʲkʲɪnʲɡʲɛsʲnʲoːsʲosʲɛ
išbučiuosiančiai	ɪʃbʊtʲʃʲuɔsʲɛnʲtʲʃʲɛj
ūkus	uːkʊs
danišku	daːnʲɪʃkʊ
dieviškesniuoju	dʲjɛʋʲɪʃʲkʲɛsʲnʲuɔjʊ
mylinčiojoje	mʲiːlʲɪnʲtʲʃʲojojɛ
davusi	daːʋʊsʲɪ
atiduodančiojo	ɐtʲɪduɔdɐnʲtʲʃʲojo
mylėsią	mʲiːlʲeːsʲæː
gulbėse	ɡʊlʲbʲeːsʲɛ
mokyti	môːkʲiːt̪ʲɪ
pornografiškesne	pornoɡrɐfʲɪʃʲkʲɛsʲnʲɛ
blogiausiuoju	bloɡʲæːʊsʲʊojʊ
įkeliaujančioje	iːkʲɛlʲæʊjɛnʲtʲʃʲojɛ
prielipus	pʲrʲiɛlʲɪpʊs
tvarkingesnėmis	tʋɐɾʲkʲɪnʲɡʲɛsʲnʲeːmʲɪs
teapipjausto	tʲɛɐpʲɪpʲjæusto
duosiančiąją	duɔsʲɛnʲtʲʃʲæːjæː
įvykių	iːʋʲiːkʲuː
keliaujančiuoju	kʲɛlʲæʊjɛnʲtʲʃʲʊojʊ
šizofrenikė	ʃʲɪzofʲrʲɛnʲɪkʲeː
duodavusių	duɔdɐʋʊsʲuː
baltesniosios	bɐlʲtʲɛsʲnʲoːsʲos
aukštas	ɒʊ̯ˑkʃt̪ɐs̪
abažūru	ɐbɐʒuːrʊ
klaidingesniosios	klɐjdʲɪnʲɡʲɛsʲnʲoːsʲos
kalnodarose	kɐlnoːdɐrosʲɛ
vandenims	ʋɐnʲdʲɛnʲɪms
mįslingesni	mʲiːsʲlʲɪnʲɡʲɛsʲnʲɪ
profesiją	profʲɛsʲɪjæː
ejakuliuosiantis	ɛjɛkʊlʲuosʲɛnʲtʲɪs
siuvančiajai	sʲʊʋɐnʲtʲʃʲɛjɛj
nebeprisikiškiakopūsteliaudavusius	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊdɐʋʊsʲʊs
kad	kɐd
įduosiančiojoje	iːduɔsʲɛnʲtʲʃʲojojɛ
vokietes	ʋoːkʲjɛtʲɛs
upynų	ʊpʲiːnuː
ugningesniaisiais	ʊɡʲnʲɪnʲɡʲɛsʲnʲɛjsʲɛjs
tatuiravusio	tɐtʊɪraːʋʊsʲo
turkiškojoje	tʊrʲkʲɪʃkojojɛ
asmeniniu	ɐsʲmʲɛnʲɪnʲʊ
ejakuliuodavusius	ɛjɛkʊlʲuodɐʋʊsʲʊs
išnaudotoja	ɪʃnɐʊdoːtojɛ
gražesnėse	ɡɾɐʒʲɛsʲnʲeːsʲɛ
itališkiesiems	ɪtaːlʲɪʃʲkʲjɛsʲjems
žvaigždėlapiuose	ʒʋɐjɡʲʒʲdʲeːlɐpʲʊosʲɛ
šiknaranke	ʃʲɪknɐɾɐnʲkʲɛ
žmogiškesniems	ʒmoɡʲɪʃʲkʲɛsʲnʲjɛms
valgytojai	ʋaːlʲɡʲiːtojɛj
vaizdingesniųjų	ʋɐjzʲdʲɪnʲɡʲɛsʲnʲuːjuː
įdavėjuose	iːdɐʋʲeːjʊosʲɛ
vengriškajam	ʋʲɛnʲɡʲrʲɪʃkɐjɛm
norvegišką	norʋʲɛɡʲɪʃkaː
gilesniems	ɡʲɪlʲɛsʲnʲjɛms
tatuiravusiam	tɐtʊɪraːʋʊsʲɛm
kompiuteris	komʲpʲʊtʲɛrʲɪs
atiduosiančioms	ɐtʲɪduɔsʲɛnʲtʲʃʲoms
tarno	tɐrno
žolės	ʒolʲeːs
žvaigždiškesniuosiuose	ʒʋɐjɡʲʒʲdʲɪʃʲkʲɛsʲnʲʊoːsʲʊosʲɛ
įspūdingiausių	iːspuːdʲɪnʲɡʲæːʊsʲuː
patrauklesnes	pɐtɾɐʊkʲlʲɛsʲnʲɛs
bučiuojančiu	bʊtʲʃʲuɔjɛnʲtʲʃʲʊ
vengriškosioms	ʋʲɛnʲɡʲrʲɪʃkosʲoms
valgančiajame	ʋaːlɡɐnʲtʲʃʲɛjɛmʲɛ
gražesne	ɡɾɐʒʲɛsʲnʲɛ
nebeprisikiškiakopūsteliavusiaisiais	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʋʊsʲɛjsʲɛjs
saugesniems	sɐʊɡʲɛsʲnʲjɛms
atkeliaujančiais	ɐtkʲɛlʲæʊjɛnʲtʲʃʲɛjs
švelniausioms	ʃʲʋʲɛlnʲæːʊsʲoms
apkeliaujanti	ɐpkʲɛlʲæʊjɛnʲtʲɪ
profesijų	profʲɛsʲɪjuː
asmeninėmis	ɐsʲmʲɛnʲɪnʲeːmʲɪs
saugesnėms	sɐʊɡʲɛsʲnʲeːms
sėklas	sʲeːklɐs
giliausias	ɡʲɪlʲæːʊsʲɛs
tylintysis	tʲiːlʲɪnʲtʲiːsʲɪs
žvaigždiškame	ʒʋɐjɡʲʒʲdʲɪʃkɐmʲɛ
žmoniškiausio	ʒmonʲɪʃʲkʲæːʊsʲo
blogus	bloɡʊs
paslaptingesniosios	pɐslɐptʲɪnʲɡʲɛsʲnʲoːsʲos
ugningesne	ʊɡʲnʲɪnʲɡʲɛsʲnʲɛ
paslaptingiausiajai	pɐslɐptʲɪnʲɡʲæːʊsʲɛjɛj
vaizdingojo	ʋɐjzʲdʲɪnɡojo
bedieviškesniaisiais	bʲɛdʲjɛʋʲɪʃʲkʲɛsʲnʲɛjsʲɛjs
valgančioms	ʋaːlɡɐnʲtʲʃʲoms
ugningiausiam	ʊɡʲnʲɪnʲɡʲæːʊsʲɛm
baltesnę	bɐlʲtʲɛsʲnʲæː
baltesnieji	bɐlʲtʲɛsʲnʲjɛjɪ
latviški	laːtʲʋʲɪʃʲkʲɪ
blizgančią	bʲlʲɪzɡɐnʲtʲʃʲæː
mįslingiausiu	mʲiːsʲlʲɪnʲɡʲæːʊsʲʊ
banga	bɐŋɡɐ
pjaustysime	pʲjæusʲtʲisʲɪmʲɛ
baltesniojoje	bɐlʲtʲɛsʲnʲoːjojɛ
švelnesnioji	ʃʲʋʲɛlʲnʲɛsʲnʲoːjɪ
ugningesnei	ʊɡʲnʲɪnʲɡʲɛsʲnʲɛj
žmogiškajam	ʒmoːɡʲɪʃkɐjɛm
ugnikalninį	ʊɡʲnʲɪkɐlʲnʲɪnʲiː
sapne	sapnʲɛ
šokančiomis	ʃoːkɐnʲtʲʃʲomʲɪs
armėniškajam	ɐrʲmʲeːnʲɪʃkɐjɛm
žmoniški	ʒmoːnʲɪʃʲkʲɪ
nuodingus	nuɔdʲɪnɡʊs
švelniausiosioms	ʃʲʋʲɛlnʲæːʊsʲosʲoms
pusdieviuose	pʊsʲdʲjɛʋʲʊosʲɛ
gražiausiuose	ɡɾɐʒʲæːʊsʲʊosʲɛ
nuodingesniam	nuɔdʲɪnʲɡʲɛsʲnʲæːm
tvarkingumai	tʋɐrʲkʲɪnɡʊmɐj
gražia	ɡɾɐʒʲɛ
pusakliai	pʊsɐkʲlʲɛj
seniausiuosius	sʲɛnʲæːʊsʲʊosʲʊs
netvarkingumu	nʲɛtʋɐrʲkʲɪnɡʊmʊ
įseserių	iːsʲɛsʲɛrʲuː
medžioti	mʲɛdʲʒʲotʲɪ
ištatuiruosiantis	ɪʃtɐtʊɪɾuosʲɛnʲtʲɪs
paupinių	pɐʊpʲɪnʲuː
sapnų	sɐpnuː
netvarkingiausioji	nʲɛtʋɐɾʲkʲɪnʲɡʲæːʊsʲojɪ
slovakiškąjį	sloʋaːkʲɪʃkaːjiː
esantį	ɛsɐnʲtʲi
ištatuiravusiose	ɪʃtɐtʊɪraːʋʊsʲosʲɛ
mylėsiantieji	mʲiːlʲeːsʲɛnʲtʲjɛjɪ
itališkąją	ɪtaːlʲɪʃkaːjæː
vaizdingiausių	ʋɐjzʲdʲɪnʲɡʲæːʊsʲuː
žvaigždinėse	ʒʋɐjɡʲʒʲdʲɪnʲeːsʲɛ
vištomis	ʋʲɪʃtomʲɪs
lietuviška	lʲjɛtʊʋʲɪʃkɐ
turėdamos	tʊrʲeːdɐmos
iškalbiems	ɪʃkɐlbʲjɛms
pjaustymais	pʲjæuːsʲtʲiːmɐjs
įvykiui	iːʋʲiːkʲʊɪ
abchazę	ɐpxaːzʲɛː
tylinčias	tʲiːlʲɪnʲtʲʃʲɛs
matančiąsias	maːtɐnʲtʲʃʲæːsʲɛs
upėmis	ʊpʲeːmʲɪs
žmogiškąja	ʒmoːɡʲɪʃkaːjɛ
erke	æːɾʲkʲɛ
krūtinėms	kɾuːtʲɪnʲeːms
saugų	sɐuɡuː
orgiško	orʲɡʲɪʃko
mįslingesniais	mʲiːsʲlʲɪnʲɡʲɛsʲnʲɛjs
liūtes	lʲuːtʲɛs
pjaustydavai	pʲjæusʲtʲidɐʋɐj
įduodanti	iːduɔdɐnʲtʲɪ
žmogiškiausieji	ʒmoɡʲɪʃʲkʲæːʊsʲjɛjɪ
auksą	auksa
pornografiškiausi	pornoɡrɐfʲɪʃʲkʲæːʊsʲɪ
nuodingiausią	nuɔdʲɪnʲɡʲæːʊsʲæː
haliucinavusiam	hɐlʲʊtʲsʲɪnaːʋʊsʲɛm
prancūziškąja	prɐntsuːzʲɪʃkaːjɛ
vartojančioms	ʋɐrtoːjɛnʲtʲʃʲoms
tatuiruojančio	tɐtʊɪruɔjɛnʲtʲʃʲo
nukeliaujančiai	nʊkʲɛlʲæʊjɛnʲtʲʃʲɛj
iškalbųjį	ɪʃkɐlbuːjiː
blogesnėje	bloɡʲɛsʲnʲeːjɛ
baigti	bɐjɡʲtʲɪ
itališkiems	ɪtaːlʲɪʃʲkʲjɛms
bučiuojančioje	bʊtʲʃʲuɔjɛnʲtʲʃʲojɛ
kapšų	kɐpʃuː
dieviškiausiam	dʲjɛʋʲɪʃʲkʲæːʊsʲɛm
pritarti	pʲɾʲɪtɐɾtʲɪ
mįslingiausi	mʲiːsʲlʲɪnʲɡʲæːʊsʲɪ
eiti	ɛɪ̯̌ːtʲɪ
nukeliaują	nʊkʲɛlʲæʊjæː
nuodingiausioms	nuɔdʲɪnʲɡʲæːʊsʲoms
paupinius	pɐʊpʲɪnʲʊs
buvusiai	bʊʋʊsʲɛj
kalnagūbrius	kɐlnaːɡuːbʲrʲʊs
tatuiruojančiajai	tɐtʊɪruɔjɛnʲtʲʃʲɛjɛj
nebeprisikiškiakopūsteliavusiajai	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʋʊsʲɛjɛj
žvaigždiškiausiasis	ʒʋɐjɡʲʒʲdʲɪʃʲkʲæːʊsʲɛsʲɪs
jūra	juːrɐ
valgytoju	ʋaːlʲɡʲiːtojʊ
bėgsiančiosioms	bʲeːɡʲsʲɛnʲtʲʃʲosʲoms
dieviškiausiuosiuose	dʲjɛʋʲɪʃʲkʲæːʊsʲʊosʲʊosʲɛ
žemaitiškaisiais	ʒʲɛmɐjtʲɪʃkɐjsʲɛjs
nebeprisikiškiakopūsteliaudavusiosiose	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊdɐʋʊsʲosʲosʲɛ
davusią	daːʋʊsʲæː
užtarimus	ʊʒtɐɾʲɪmʊs
skystis	skiːstɪs
bėgančioms	bʲeːɡɐnʲtʲʃʲoms
armėniškąjį	ɐrʲmʲeːnʲɪʃkaːjiː
norvegiškosiose	norʋʲɛɡʲɪʃkosʲosʲɛ
žvaigždiškesniame	ʒʋɐjɡʲʒʲdʲɪʃʲkʲɛsʲnʲɛmʲɛ
gražiojoje	ɡɾɐʒʲoːjojɛ
įspūdingesnieji	iːspuːdʲɪnʲɡʲɛsʲnʲjɛjɪ
pornografiškumus	pornoɡrɐfʲɪʃkʊmʊs
dainuojantį	dɐjnuɔjɛnʲtʲiː
užsimerkiu	ʊʒʲsʲɪmæɾʲkʲʊ
getus	ɡʲɛtʊs
rojaliais	ɾojæːlʲɛjs
parkeliaujančiajame	pɐrʲkʲɛlʲæʊjɛnʲtʲʃʲɛjɛmʲɛ
duodavusioje	duɔdɐʋʊsʲojɛ
baltosioms	bɐltoːsʲoms
valgančiai	ʋaːlɡɐnʲtʲʃʲɛj
archyvuose	ɐrʲxʲiːʋʊosʲɛ
ugningiausių	ʊɡʲnʲɪnʲɡʲæːʊsʲuː
sakančiuosiuose	saːkɐnʲtʲʃʲʊosʲʊosʲɛ
siuvančiam	sʲʊʋɐnʲtʲʃʲɛm
ištatuiruojantiems	ɪʃtɐtʊɪɾuɔjɛnʲtʲjɛms
moteriškąsias	moːtʲɛɾʲɪʃkaːsʲɛs
tatuiruojančiajam	tɐtʊɪruɔjɛnʲtʲʃʲɛjɛm
medžiojančiuosius	mʲɛdʲʒʲoːjɛnʲtʲʃʲʊosʲʊs
upėje	ʊpʲeːjɛ
esantis	ɛsɐnʲtʲɪs
balčiausiosiose	bɐlʲtʲʃʲæːʊsʲosʲosʲɛ
aukštaitiškose	ɐʊkʃtɐjtʲɪʃkosʲɛ
kalbėsiančiuosiuose	kɐlbʲeːsʲɛnʲtʲʃʲʊosʲʊosʲɛ
haliucinacijų	hɐlʲʊtʲsʲɪnaːtʲsʲɪjuː
orgiškoji	orʲɡʲɪʃkojɪ
mažesniosiose	mɐʒʲɛsʲnʲoːsʲosʲɛ
ypatingų	iːpɐtʲɪŋɡuː
mokykliniu	mokʲiːkʲlʲɪnʲʊ
blogesniame	bloɡʲɛsʲnʲɛmʲɛ
buvusias	bʊʋʊsʲɛs
mylėsiančiosiomis	mʲiːlʲeːsʲɛnʲtʲʃʲosʲomʲɪs
varlėse	ʋɐɾʲlʲesʲɛ
ištatuiruotas	ɪʃtɐtʊɪɾuotɐs
turintis	tʊrʲɪnʲtʲɪs
kalbėsiančiajam	kɐlbʲeːsʲɛnʲtʲʃʲɛjɛm
smulkmeniškiausiems	smʊlʲkʲmʲɛnʲɪʃʲkʲæːʊsʲjɛms
vokiškus	ʋoːkʲɪʃkʊs
šoktum	ʃoːktʊm
žmogiškiausiojoje	ʒmoɡʲɪʃʲkʲæːʊsʲojojɛ
sapnuodavusia	sɐpnuɔdɐʋʊsʲɛ
ugningiausiaisiais	ʊɡʲnʲɪnʲɡʲæːʊsʲɛjsʲɛjs
airiškosios	ɐjrʲɪʃkosʲos
mylėtas	mʲiːlʲeːtɐs
nebeprisikiškiakopūsteliaudavusiajai	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊdɐʋʊsʲɛjɛj
moteriškuose	moːtʲɛɾʲɪʃkʊosʲɛ
mylinčia	mʲiːlʲɪnʲtʲʃʲɛ
vėjas	ʋʲeːjɛs
žmogiškesnėje	ʒmoɡʲɪʃʲkʲɛsʲnʲeːjɛ
erotiškai	ɛɾotʲɪʃkɐj
turėdavusiosiose	tʊrʲeːdɐʋʊsʲosʲosʲɛ
sapnuoji	sɐpnuɔjɪ
asmeninių	ɐsʲmʲɛnʲɪnʲuː
būdavusių	buːdɐʋʊsʲu
įspūdingumuose	iːspuːdʲɪnɡʊmʊosʲɛ
haliucinavusieji	hɐlʲʊtʲsʲɪnaːʋʊsʲɛjɪ
šalina	ʃä̌ːlʲɪn̪ɐ
turintiesiems	tʊrʲɪnʲtʲjɛsʲjɛms
kroatiškajame	kroaːtʲɪʃkɐjɛmʲɛ
moteriškoms	moːtʲɛɾʲɪʃkoms
nebeprisikiškiakopūsteliaujančiosioms	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊjɛnʲtʲʃʲosʲoms
vokietei	ʋoːkʲjɛtʲɛj
žmoniškesniajam	ʒmonʲɪʃʲkʲɛsʲnʲæːjɛm
turėjusiajai	tʊrʲeːjʊsʲɛjɛj
nukeliaujanti	nʊkʲɛlʲæʊjɛnʲtʲɪ
orgiškiausiasis	orʲɡʲɪʃʲkʲæːʊsʲɛsʲɪs
medžiojantysis	mʲɛdʲʒʲoːjɛnʲtʲiːsʲɪs
įspūdingasis	iːspuːdʲɪnɡɐsʲɪs
turėdavusiojo	tʊrʲeːdɐʋʊsʲojo
nebeprisikiškiakopūsteliausiančią	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊsʲɛnʲtʲʃʲæː
žemaitiškoms	ʒʲɛmɐjtʲɪʃkoms
buvusioje	bʊʋʊsʲojɛ
upeliu	ʊpʲɛlʲʊ
buvusią	bʊʋʊsʲæ
perdavėjo	pʲæːɾdɐʋʲeːjo
klaidingosioms	klɐjdʲɪnɡosʲoms
haliucinuodavusiuose	hɐlʲʊtʲsʲɪnuodɐʋʊsʲʊosʲɛ
pornografiškesniesiems	pornoɡrɐfʲɪʃʲkʲɛsʲnʲjɛsʲjems
moteriškiausiems	motʲɛɾʲɪʃkʲæːʊsʲjɛms
paramą	paːɾɐmaː
žvaigždiškesniosios	ʒʋɐjɡʲʒʲdʲɪʃʲkʲɛsʲnʲosʲos
matančiosiose	maːtɐnʲtʲʃʲosʲosʲɛ
saugiausioje	sɐʊɡʲæːʊsʲojɛ
haliucinavau	hɐlʲʊtʲsʲɪnɐʋɐʊ
esančiuosius	ɛsɐnʲtʲʃʲʊosʲʊs
netvarka	nʲɛtʋɐɾkɐ
haliucinavusiuosiuose	hɐlʲʊtʲsʲɪnaːʋʊsʲʊosʲʊosʲɛ
vokietėse	ʋoːkʲjɛtʲeːsʲɛ
mokykla	moːkʲiːkɫɐ
ežeruose	ɛʒʲɛɾʊosʲɛ
blogas	blɔɡɐs
sušlampantį	sʊʃlɐmpɐnʲtʲiː
davusioji	daːʋʊsʲojɪ
tylėti	tʲiːleːtʲɪ
kapšelius	kɐpʲʃʲɛlʲʊs
ypatingiausiems	iːpɐtʲɪnʲɡʲæːʊsʲjɛms
maltietiškieji	mɐlʲtʲjɛtʲɪʃʲkʲjɛjɪ
suomiškosiose	suɔmʲɪʃkosʲosʲɛ
vartojančiuosius	ʋɐrtoːjɛnʲtʲʃʲʊosʲʊs
tvarkingesniosios	tʋɐɾʲkʲɪnʲɡʲɛsʲnʲosʲos
įdomesnių	iːdomʲɛsʲnʲuː
ispaniškoms	ɪspaːnʲɪʃkoms
atidavusysis	ɐtʲɪdaːʋʊsʲiːsʲɪs
orgiškus	orʲɡʲɪʃkʊs
piratas	pʲɪrä̌ːt̪ɐs̪
bėgančiajam	bʲeːɡɐnʲtʲʃʲɛjɛm
užraityti	ʊʒrɐi̯tʲiːtʲɪ
kalnodaras	kɐlnoːdɐrɐs
nuodingesni	nuɔdʲɪnʲɡʲɛsʲnʲɪ
mėnuo	mʲêːn̪uə
ejakuliavusiųjų	ɛjɛkʊlʲæːʋʊsʲuːjuː
iškalbiausios	ɪʃkɐlbʲæːʊsʲos
maltietiškoji	mɐlʲtʲjɛtʲɪʃkojɪ
vokiškąjį	ʋoːkʲɪʃkaːjiː
ejakuliuojančiam	ɛjɛkʊlʲuojɛnʲtʲʃʲɛm
skulptūra	skʊlptuːɾɐ
parkeliaujančiuosiuose	pɐrʲkʲɛlʲæʊjɛnʲtʲʃʲʊosʲʊosʲɛ
mįslingiausiuosiuose	mʲiːsʲlʲɪnʲɡʲæːʊsʲʊosʲʊosʲɛ
žvaigždiškesnei	ʒʋɐjɡʲʒʲdʲɪʃʲkʲɛsʲnʲɛj
ejakuliavusiąsias	ɛjɛkʊlʲæːʋʊsʲæːsʲɛs
įkeliaujančiosios	iːkʲɛlʲæʊjɛnʲtʲʃʲosʲos
seniausių	sʲɛnʲæːʊsʲuː
tarimams	tɐɾʲɪmɐms
smulkmeniškesniame	smʊlʲkʲmʲɛnʲɪʃʲkʲɛsʲnʲɛmʲɛ
siuvančiomis	sʲʊʋɐnʲtʲʃʲomʲɪs
sušlampančiąją	sʊʃlɐmpɐnʲtʲʃʲæːjæː
daniškas	daːnʲɪʃkɐs
ereliams	ɛɾʲælʲɐms
ejakuliavau	ɛjɛkʊlʲɛʋɐʊ
mažiausiosiomis	mɐʒʲæːʊsʲosʲomʲɪs
švelniausiuose	ʃʲʋʲɛlnʲæːʊsʲʊosʲɛ
bėgsiančiąsias	bʲeːɡʲsʲɛnʲtʲʃʲæːsʲɛs
nebeprisikiškiakopūsteliaujančiosiomis	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊjɛnʲtʲʃʲosʲomʲɪs
švelnesniais	ʃʲʋʲɛlnʲɛsʲnʲɛjs
netvarkingesniuose	nʲɛtʋɐɾʲkʲɪnʲɡʲɛsʲnʲʊosʲɛ
bėgdavusiais	bʲeːɡdɐʋʊsʲɛjs
opijus	opʲijʊs
uodegikauliams	ʊodʲɛɡʲɪkɐʊlʲɛms
šokote	ʃoːkotʲɛ
įkeliaujančio	iːkʲɛlʲæʊjɛnʲtʲʃʲo
gilesnę	ɡʲɪlʲɛsʲnʲæː
apipjausto	ɐpʲɪpʲjæusto
ypatingam	iːpɐtʲɪŋɡɐm
bėgdavusiomis	bʲeːɡdɐʋʊsʲomʲɪs
benamis	bʲɛnaːmʲɪs
ugningiausiajam	ʊɡʲnʲɪnʲɡʲæːʊsʲɛjɛm
pornografinį	poɾnoɡɾaːfʲɪnʲiː
nuodingesnėje	nuɔdʲɪnʲɡʲɛsʲnʲeːjɛ
blogiausiaisiais	bloɡʲæːʊsʲɛjsʲɛjs
tvarkingieji	tʋɐɾʲkʲɪnʲɡʲjɛjɪ
graikiškosiomis	ɡrɐjkʲɪʃkosʲomʲɪs
nebeprisikiškiakopūsteliausiantysis	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊsʲɛnʲtʲiːsʲɪs
sakančiajame	saːkɐnʲtʲʃʲɛjɛmʲɛ
žmogiškesniosiose	ʒmoɡʲɪʃʲkʲɛsʲnʲoːsʲosʲɛ
atiduodančią	ɐtʲɪduɔdɐnʲtʲʃʲæː
medžiais	mæːdʒɛjs
rumuniškąja	rʊmʊnʲɪʃkaːjɛ
mažiausiomis	mɐʒʲæːʊsʲomʲɪs
uosto	uɔsto
išbučiuosiančiosioms	ɪʃbʊtʲʃʲuɔsʲɛnʲtʲʃʲosʲoms
vokiškai	ʋoːkʲɪʃkɐj
saugiąją	sɐuɡʲæːjæː
portugališkus	portʊɡaːlʲɪʃkʊs
rašo	ɾaːʃɔ
smulkmeniškiausiosios	smʊlʲkʲmʲɛnʲɪʃʲkʲæːʊsʲosʲos
portugališkuosiuose	portʊɡaːlʲɪʃkʊosʲʊosʲɛ
kalbančioji	kɐlbɐnʲtʲʃʲojɪ
norvegiškos	norʋʲɛɡʲɪʃkos
pisančią	pʲɪsɐnʲtʲʃʲæː
tvarkingiems	tʋɐɾʲkʲɪnʲɡʲjɛms
armėniškoje	ɐrʲmʲeːnʲɪʃkojɛ
greitose	ɡɾɛjtosʲɛ
davusiąja	daːʋʊsʲæːjɛ
nuodai	n̪uəd̪ɐɪ̯ˑ
ugningesnieji	ʊɡʲnʲɪnʲɡʲɛsʲnʲjɛjɪ
šlapimas	ʃlɐpʲɪmɐs
blizganti	bʲlʲɪzɡɐnʲtʲɪ
vokiškąją	ʋoːkʲɪʃkaːjæː
vartojančioji	ʋɐrtoːjɛnʲtʲʃʲojɪ
varlė	ʋɐɾʲlʲe
klaidingiesiems	klɐjdʲɪnʲɡʲjɛsʲjems
žmogiški	ʒmoːɡʲɪʃʲkʲɪ
upėtakiui	ʊpʲeːtɐkʲʊɪ
iškalbesniąja	ɪʃkɐlbʲɛsʲnʲæːjɛ
ištatuiruotinas	ɪʃtɐtʊɪɾuotʲɪnɐs
pornografiški	pornoɡraːfʲɪʃʲkʲɪ
rumuniškiems	rʊmʊnʲɪʃʲkʲjɛms
dešimt	dʲæ̌ːʃɪmt
kompiuterio	komʲpʲʊtʲɛrʲo
duosiančiajam	duɔsʲɛnʲtʲʃʲɛjɛm
prakeliaujantįjį	prɐkʲɛlʲæʊjɛnʲtʲiːjiː
nukeliaujančiajam	nʊkʲɛlʲæʊjɛnʲtʲʃʲɛjɛm
aklaisiais	ɐklɐjsʲɛjs
įspūdingiausiojo	iːspuːdʲɪnʲɡʲæːʊsʲojo
ejakuliavusia	ɛjɛkʊlʲæːʋʊsʲɛ
nebeprisikiškiakopūsteliaujančiuosius	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊjɛnʲtʲʃʲʊosʲʊs
švelnesniosiomis	ʃʲʋʲɛlʲnʲɛsʲnʲoːsʲomʲɪs
ištatuiruojančiose	ɪʃtɐtʊɪɾuɔjɛnʲtʲʃʲosʲɛ
pornografiškiausiais	pornoɡrɐfʲɪʃʲkʲæːʊsʲɛjs
tarimas	tɐɾʲɪmɐs
įvykio	iːʋʲiːkʲo
atiduosiančiomis	ɐtʲɪduɔsʲɛnʲtʲʃʲomʲɪs
tvarkingume	tʋɐrʲkʲɪnɡʊmʲɛ
buvusiosios	bʊʋʊsʲosʲos
orgiški	orʲɡʲɪʃʲkʲɪ
dieviškumo	dʲjɛʋʲɪʃkʊmo
vokiečiai	ʋoːkʲjɛtʲʃʲɛj
