heilum	heiːlʏm
vormánuðunum	vɔrmaunʏðɔnʏm
stöðvun	stœðvʏn
gómsætar	koumsaitar
úfna	upna
ráðist	rauːðɪst
malarslitlag	maːlarstlɪːtlaɣ
rannsóknastofnunar	ransouhknastɔpnʏnar
hjala	çaːla
fyrirtækissins	fɪːrɪrtʰaːjcɪsɪns
fanneyju	faneijʏ
lýðræðislegum	liðraiðɪstlɛɣʏm
þerna	θɛrtna
borðaðu	pɔrðaðʏ
aftarlega	aftarlɛɣa
skólastjóri	skouːlastjouːrɪ
öskjugerð	œscʏcɛrð
allri	atl̥rɪ
kvenrödd	kʰvɛnrœt
ræðukeppni	raːjðʏcʰɛhpnɪ
nýkomnu	niːkʰɔmnʏ
efnahagsleg	ɛpnahaxstlɛɣ
tvíhljóðunar	tʰvil̥jouðʏnar
fræðslumiðstöðvar	fraiðstlʏmɪðstœðvar
sænsk	sainsk
skattalækkun	skahtalaihkʏn
samveran	samvɛran
hringlaga	r̥iŋklaɣa
auðlindanefndar	œiðlɪntnɛmtar
askur	askʏr
ríkisstjórnarflokka	riːcɪstjourtnar̥flɔhka
skjálftann	scaul̥tan
leiktjöld	leiːktjœlt
guðdómsins	kvʏðtoumsɪns
hvítglóandi	kʰviːtklouantɪ
sífellt	siːfɛl̥t
skeytið	sceiːtɪð
ásthildi	austhɪltɪ
fjandsamleg	fjantsamlɛɣ
baðherbergi	paːðhɛrpɛcɪ
fáleikum	fauːleikʏm
ofsafenginni	ɔfsafeiɲcɪnɪ
fjármögnuð	fjaurmœknʏð
myndi	mɪntɪ
kröftuglega	kʰrœftʏɣlɛɣa
kristbjörg	kʰrɪstpjœrk
skálinn	skauːlɪn
gnúpverjahreppi	knuːpvɛrjar̥ɛhp
ölpunum	œl̥pɔnʏm
marsmánaðar	mar̥smaunaðar
lyfjatæknabraut	lɪvjatʰajhknaprœit
yfirvinnutíma	ɪːvɪrvɪnʏtʰiːma
hafnarfrí	hapnarfriː
tónlistarmanna	tʰounlɪstarmana
liðlangan	lɪðlauŋkan
tvenna	tʰvɛna
körlum	kʰœtlʏm
sumardeginum	sʏːmartɛjɪnʏm
hættuspil	haihtʏspɪːl
samanbitinna	saːmanpɪtɪna
öldrunarlækningadeild	œltrʏnarlaihkniŋkateilt
prjónaði	pʰrjouːnaðɪ
rafmagns	ravmaks
áhugasöm	auːhʏɣasœm
stiga	stɪːɣa
nafnvirði	napn̥vɪrðɪ
loftbyssu	lɔftpɪsʏ
tilverurétt	tʰɪlvɛrʏrjɛht
loftræstingu	lɔftrajstiŋkʏ
tímarit	tʰiːmarɪːt
kökur	kʰœːkʏr
fjölskyldum	fjœlscɪltʏm
hraðferð	r̥aðfɛrð
algilt	alcɪl̥t
olíuverði	ɔːlijʏvɛrðɪ
samvinnuna	samvɪnʏna
andann	antan
flæma	flaiːma
eilífum	eiːlivʏm
stærðarflokki	stairðarflɔhcɪ
kunnað	kʰʏnað
hittumst	hɪhtʏmst
botnaði	pɔhtnaðɪ
einstakur	einstakʏr
liðsafla	lɪðsapla
alvarleika	alvarleiːka
ökum	œːkʏm
heyjað	heijað
ánægðan	auːnaiɣðan
unglingslegt	uŋliŋstlɛxt
listakonunnar	lɪstakʰɔːnʏnar
félagslega	fjɛːlaxstlɛɣa
dýrafjörð	tiːrafjœrð
óþekk	ouːθɛhk
aðalgeirsdóttir	aːðalcɛjr̥stouhtɪr
framleiddar	framleitar
hestum	hɛstʏm
guðlaug	kvʏðlœiɣ
drukku	trʏhkʏ
urriðavatnsdölum	ʏrɪðavastœːlʏm
hugbúnaðurinn	hʏɣpunaðʏrɪn
slagur	stlaːɣʏr
dansana	tansana
rýmka	rim̥ka
rjúpan	rjuːpan
breiðgötu	preiðkœtʏ
skákmótum	skauːkmoutʏm
stjórnarfundi	stjourtnarfʏntɪ
tékklandi	tʰjɛhklantɪ
skarfaætt	skarvaajht
falist	faːlɪst
framið	fraːmɪð
spritt	sprɪht
ævintýraheimur	aiːvɪntiːraheiːmʏr
umfangsmiklum	ʏmfauŋsmɪhklʏm
greinarinnar	kreiːnarɪnar
vatnsleysni	vaslɛjstnɪ
spítalann	spiːtalan
matrónan	maːtrounan
eldhúss	ɛlthus
konráðsdóttir	kʰɔnrauðstouhtɪr
græjur	kraijʏr
lagni	laknɪ
ljósmóðir	ljouːsmouðɪr
blóta	plouːta
popptónlist	pʰɔhptounlɪst
tanga	tʰauŋka
elskendur	ɛlskɛntʏr
trommuleikararnir	tʰrɔmʏlɛːjkaratnɪr
skyni	scɪːnɪ
fugla	fʏkla
sjálfsstjórnar	sjaulstjourtnar
einsöngvari	einsœiŋkvarɪ
ágústu	auːkustʏ
landsbréf	lantsprjɛv
dyrasímanum	tɪːrasiːmanʏm
hettu	hɛhtʏ
hugrún	hʏɣrun
gengjur	cɛjɲcʏr
rjúpnaumræðurnar	rjuhpnaʏmrajðʏtnar
strípur	striːpʏr
löggunni	lœkʏnɪ
gammar	kamar
hleraði	l̥ɛːraðɪ
íkveikju	iːkʰvɛjcʏ
höfum	hœːvʏm
misvel	mɪːsvɛl
skrifast	skrɪːvast
sterk	stɛr̥k
festulega	fɛstʏlɛɣa
glöggskyggni	klœkscɪknɪ
helstum	hɛlstʏm
nýliðinni	niːlɪðɪnɪ
reykjavíkurflugvöllur	reiːcavikʏrflʏɣvœtlʏr
tónlistarhátíð	tʰounlɪstarhauːtið
fylgja	fɪlca
bogga	pɔka
réttritun	rjɛhtrɪtʏn
klaufinni	kʰlœiːvɪnɪ
lokaþáttur	lɔːkaθauhtʏr
lotið	lɔːtɪð
mikilsvert	mɪːcɪlsvɛr̥t
grænmetis	kraimɛtɪs
fjallanna	fjatlana
símtali	simtalɪ
þáttar	θauhtar
rífa	riːva
skýrum	sciːrʏm
uppfyllti	ʏhpfɪl̥tɪ
þrábeiðni	θrauːpeiðnɪ
hugbúnaðinn	hʏɣpunaðɪn
manneldisráðs	manɛltɪsrauðs
segðist	sɛɣðɪst
kærkomið	cʰair̥kʰɔmɪð
vígja	viːja
flugvallarins	flʏɣvatlarɪns
kvenfélagsins	kʰvɛnfjɛlaxsɪns
fulltrúaaðild	fʏtl̥tʰruaaːðɪlt
titraði	tʰɪːtraðɪ
ættar	aihtar
stóll	stoutl̥
háskólann	hauːskoulan
foreldrakaffi	fɔːrɛltrakʰafɪ
dægrastyttingu	tajɣrastɪhtiŋkʏ
krossum	kʰrɔsʏm
söluhagnaði	sœːlʏhaknaðɪ
vesturbæjarlaug	vɛstʏrpaijarlœiːɣ
höfuðáverka	hœːvʏðauːvɛr̥ka
þrek	θrɛːk
byrjunarreit	pɪrjʏnareiːt
móttöku	mouːtœkʏ
hestöflum	hɛstœplʏm
vinnufundi	vɪnʏfʏntɪ
fíkniefnum	fihknɪɛpnʏm
handriði	hantrɪðɪ
gamalli	kaːmatlɪ
ögmundsson	œɣmʏntsɔːn
svæði	svaiːðɪ
afgreidd	avkreit
stjórnarandstaðan	stjourtnarantstaðan
kaldasta	kʰaltasta
framstæðar	framstaiðar
heimasíðunni	heiːmasiːðʏnɪ
brjánsson	prjaunsɔn
mögnuðu	mœknʏðʏ
evrópuþjóða	ɛvroupʏθjouːða
f	ɛf
síðasta	siːðasta
salsadans	salsatans
sérsvið	sjɛr̥svɪð
eldrautt	ɛltrœiht
niðurstöðuna	nɪːðʏrstœːðʏna
tjörninni	tʰjœrtnɪnɪ
handuggum	hantʏkʏm
borðtennis	pɔrðtɛnɪs
launamun	lœiːnamʏːn
vændi	vaintɪ
barnabílstólar	partnapilstoular
hló	l̥ouː
umgengist	ʏmceiɲcɪst
kærleikur	cʰairleikʏr
reynis	reiːnɪs
risavaxnir	rɪːsavakstnɪr
sets	sɛːts
guðsmóður	kvʏðsmouðʏr
kröppum	kʰrœhpʏm
væntingum	vain̥tiŋkʏm
biblían	pɪplijan
danstónlist	tanstʰounlɪst
borðstofuborðið	pɔrðstɔvʏpɔrðɪð
trúverðugar	tʰruːvɛrðʏɣar
vesturberlínar	vɛstʏrpɛrlinar
máð	mauːð
eðvaldsdóttur	ɛðvaltstouhtʏr
þurfið	θʏrvɪð
skjótum	scouːtʏm
byggðin	pɪɣðɪn
ásrún	auːsrun
leiði	leiːðɪ
skyrtu	scɪr̥tʏ
frumgerð	frʏmcɛrð
maðkar	maθkar
flyttist	flɪhtɪst
reipið	reiːpɪð
stríddi	stritɪ
visa	viːsa
tónleikahald	tʰounleikahalt
leikmanna	leiːkmana
minningu	mɪniŋkʏ
kallað	kʰatlað
framhjá	framçau
ósvarað	ouːsvarað
leiðirnar	leiːðɪtnar
blautri	plœiːtrɪ
kveðskapur	kʰvɛðskapʏr
lísa	liːsa
sas	saːs
dauð	tœiːð
páskar	pʰauskar
frjóa	frjouːa
færeyingum	faiːreijiŋkʏm
undangengið	ʏntancɛjɲcɪð
leiðbeindi	leiðpeintɪ
hafnarbakkanum	hapnarpahkanʏm
skálina	skauːlɪna
grasker	kraːscɛr
samkynhneigðir	samcʰɪn̥eiɣðɪr
íþróttaspjall	iːθrouhtaspjatl̥
birtust	pɪr̥tʏst
myrkva	mɪr̥kva
afgreiðslukonan	avkreiðstlʏkʰɔːnan
rokin	rɔːcɪn
óbóta	ouːpouta
gísla	cistla
sesselía	sɛsɛlija
skapofsa	skaːpɔfsa
skyggnuflokkar	scɪknʏflɔhkar
kyngdi	cʰiŋtɪ
raðast	raːðast
sögulega	sœːɣʏlɛɣa
vörur	vœːrʏr
vetrarnóttum	vɛːtrarnouhtʏm
svipuðum	svɪːpʏðʏm
brókinni	prouːcɪnɪ
sjafnar	sjapnar
forritun	fɔrɪtʏn
æti	aiːtɪ
krók	kʰrouːk
nefndist	nɛmtɪst
búnaðarbankinn	puːnaðarpauɲ̊cɪn
lumaði	lʏːmaðɪ
afbrýðin	avpriðɪn
busarnir	pʏːsatnɪr
útlendingarnir	uːtlɛntiŋkatnɪr
athafnir	aːtapnɪr
fjöruhnöllungunum	fjœːrʏn̥œtluŋkɔnʏm
bökkunum	pœhkɔnʏm
nauðguðu	nœiðkʏðʏ
hallgerðar	hatl̥cɛrðar
stelpa	stɛl̥pa
lofttegundir	lɔftɛɣʏntɪr
dæturnar	taiːtʏtnar
rekju	rɛhkjʏ
franklín	fraŋ̊klin
stressandi	strɛsantɪ
hermanns	hɛrmans
suðurnesin	sʏːðʏrnɛːsɪn
bikurum	pɪːkʏrʏm
þyrluflugmaður	θɪrtlʏflʏɣmaðʏr
afls	apl̥s
hjúkrunarkona	çuːkrʏnarkʰɔːna
húðin	huːðɪn
áhættan	auːhaihtan
hafna	hapna
sorgar	sɔrkar
réð	rjɛːð
hráu	r̥auːʏ
útprentun	uːtpʰrɛn̥tʏn
halda	halta
hlutur	l̥ʏːtʏr
samfok	samfɔk
sjálfsagðan	sjaulsaɣðan
maísplöntunnar	maːjspʰlœn̥tʏnar
tómlegt	tʰoumlɛxt
harmleik	harmleik
losni	lɔstnɪ
skólabörn	skouːlapœrtn̥
varanlega	vaːranlɛɣa
þróuðust	θrouːʏðʏst
úlfinn	ulvɪn
stórsnillingar	stour̥stnɪtliŋkar
félagsmönnum	fjɛːlaxsmœnʏm
gluggakistu	klʏkacɪstʏ
fordæmingu	fɔrtaimiŋkʏ
andúð	antuð
ársalur	aur̥salʏr
ævintýraleg	aiːvɪntiːralɛɣ
loftslagið	lɔftstlaijɪð
hugbúnaði	hʏɣpunaðɪ
stórbrotnu	stourprɔhtnʏ
flissið	flɪsɪð
veftré	vɛftʰrjɛː
sigurmark	sɪːɣʏrmar̥k
viðkvæðið	vɪðkvaiðɪð
manneskju	manɛscʏ
sársaukafull	saur̥sœikafʏtl̥
úrslitakeppnina	ur̥stlɪtacɛhpnɪna
klukkutíma	kʰlʏhkʏtʰiːma
aðhyllist	aːðhɪtlɪst
ofstæki	ɔfstaicɪ
litskrúðug	lɪːtskruðʏɣ
bardaginn	partaijɪn
theodóra	tʰɛːɔtouːra
gyðuson	cɪːðʏsɔːn
uppfylli	ʏhpfɪtlɪ
lögreglu	lœɣrɛklʏ
fölnað	fœlnað
mælingar	maiːliŋkar
ritarann	rɪːtaran
flugsafninu	flʏɣsapnɪnʏ
bæninni	paiːnɪnɪ
vert	vɛr̥t
undanskildu	ʏntanscɪltʏ
minnisblokk	mɪnɪsplɔhk
klettahumrar	kʰlɛhtahʏmrar
eiðaskóla	eiːðaskouːla
geymdur	ceimtʏr
útidyratröppurnar	uːtɪtɪratrœhpʏtnar
þorskkinnar	θɔr̥skcʰɪnar
launavísitölu	lœiːnaviːsɪtœːlʏ
óþarft	ouːθar̥t
amerískir	aːmɛriscɪr
erkibiskupi	ɛr̥cɪpɪskʏpɪ
rýting	riːtiŋk
grasfræi	krasfraijɪ
morgunvöktum	mɔrkʏnvœxtʏm
sárlega	saurlɛɣa
ásgarður	auːskarðʏr
hávar	hauːvar
brimgnýr	prɪmkniːr
misjafnar	mɪːsjapnar
góðgætinu	kouðcaitɪnʏ
þriggjamanna	θrɪcamana
ívið	iːvɪð
bókhaldara	pouːkaltara
gögn	kœkn
bráðasótt	prauːðasouht
blönk	plœn̥k
gíróþjónusta	ciːrouθjouːnʏsta
kappakstrinum	kʰahpakstrɪnʏm
lík	liːk
karabískahafsins	kʰaːrapiskahafsɪns
dalnum	talnʏm
háskólinn	hauːskoulɪn
stórir	stouːrɪr
smábeinunum	smaːupɛjnɔnʏm
illgresi	itl̥krɛsɪ
safnahúsinu	sapnaðar
silfurgráum	sɪlvʏrkrauːʏm
sekúndur	sɛːkuntʏr
skilaboðin	scɪːlapɔːðɪn
tvíburar	tʰviːpʏrar
höfnina	hœpnɪna
meðalmaður	mɛːðalmaːðʏr
fermingarguðsþjónusta	fɛrmiŋkarkvʏðsθjounʏsta
sverri	svɛrɪ
óræða	ouːraiða
staðfesti	staðfɛstɪ
yfirvaldið	ɪːvɪrvaltɪð
vatnsdal	vastal
kjarnorkusprengju	cʰartnɔr̥kʏsprɛjɲcʏ
kontór	kʰɔn̥tour
steingervinginn	stɛjɲcɛrviɲcɪn
bústöðum	puːstœðʏm
forsætisráðherrann	fɔr̥saitɪsrauðhɛran
vaxið	vaksɪð
flettitafla	flɛhtɪtapla
móðgun	mouðkʏn
málsmetandi	maulsmɛtantɪ
stórbýli	stourpilɪ
ísköld	iːskʰœlt
akrein	aːkrein
verklegar	vɛr̥klɛɣar
brynjólfs	prɪnjouls
þráinsdóttir	θrauːɪnstouhtɪr
ríkalands	riːkalants
rammann	raman
plastbox	pʰlastpɔks
skilgreindum	scɪlkreintʏm
atriða	aːtrɪða
þorleifsdóttur	θɔrleifstouhtʏr
ábúðarmikill	auːpuðarmɪːcɪtl̥
sittu	sɪhtʏ
kofann	kʰɔːvan
fjarstöddum	fjar̥stœtʏm
fnjóskadal	fnjouskataːl
ólsen	oulsɛn
rangæinga	rauŋkaijiŋka
hjört	çœr̥t
túnjaðri	tʰunjaðrɪ
húsakynnum	huːsacɪnʏm
viðmiðunarreglum	vɪðmɪðʏnarɛklʏm
borgarstjórnarkosningum	pɔrkarstjourtnarkʰɔstniŋkʏm
morgunverðinum	mɔrkʏnvɛrðɪnʏm
tjaldsvæði	tʰjaltsvaiðɪ
stiklu	stɪhklʏ
listaverkin	lɪstavɛr̥cɪn
réttindahópa	rjɛhtɪntahouːpa
klúbbhúsi	kʰluphusɪ
samninganna	samniŋkana
aflahlutdeildir	aplal̥ʏːteiltɪr
kjökrar	cʰœːkrar
sjaldséðir	sjaltsjɛːðɪr
ginnungagap	cɪnuŋkakaːp
stjórnandans	stjourtnantans
málaður	mauːlaðʏr
vaxinnsiglum	vaksɪnsɪklʏm
berja	pɛrja
gamlársdag	kamlaur̥staːɣ
borðstofu	pɔrðstɔvʏ
fyrirtak	fɪːrɪrtaːk
þvælist	θvaiːlɪst
líðandi	liːðantɪ
borðsins	pɔrðsɪns
boðin	pɔːðɪn
fh	ɛfhauː
státa	stauːta
björnsson	pjœr̥sɔn
bletturinn	plɛhtʏrɪn
þýði	θiːðɪ
afmyndað	avmɪntað
hjálparstarfsins	çaul̥par̥starsɪns
vafa	vaːva
tregatárin	tʰrɛːɣatauːrɪn
starfstíma	starvstima
bláan	plauːan
neikvætt	neiːkʰvaiht
sunnu	sʏnʏ
gauksson	kœjksɔn
steinhúsinu	steiːnhusɪnʏ
fastefna	fastɛpna
ábreiðunni	auːpreiðʏnɪ
verkfærum	vɛr̥kfairʏm
hörunds	hœːrʏnts
skaftið	skaftɪð
álitinn	auːlɪtɪn
öxnadalinn	œkstnataːlɪn
geislum	ceistlʏm
stýrislegg	stiːrɪslɛk
framsóknar	framsouhknar
böggum	pœkʏm
bitana	pɪːtana
kviðskilun	kʰvɪðscɪlʏn
sjúkra	sjuːkra
særður	sairðʏr
arnari	artnarɪ
refasveit	rɛːvasvɛːjt
tryðu	tʰrɪːðʏ
fimmtíukall	fɪm̥tijʏkatl̥
eymdarlegri	eimtarlɛɣrɪ
innflytjanda	ɪnflɪtjanta
rakaði	raːkaðɪ
meðaumkun	mɛːðœim̥kʏn
brynhildar	prɪːnhɪltar
kirkjurnar	cʰɪr̥cʏtnar
frændi	fraintɪ
kjallarinn	cʰatlarɪn
meistaraflokksráð	mɛjstaraflɔksraːuð
piltunum	pʰɪl̥tɔnʏm
soffía	sɔfija
tauti	tʰœiːtɪ
digranes	tɪɣranɛːs
ert	er̥t
öruggasta	œːrʏkasta
mjólkurbúunum	mjoul̥kʏr̥puːɔnʏm
lausasölu	lœiːsasœːlʏ
norður	nɔrðʏr
bilið	pɪːlɪð
sérdeilis	sjɛrteilɪs
gríðarlega	kriːðarlɛɣa
matseldina	maːtsɛltɪna
úrslitaleikinn	ur̥stlɪtaleiːcɪn
söngvakeppni	sœiŋkvacɛhpnɪ
steinbítskví	stɛjmpitskviː
flyst	flɪst
nægjusemi	naijʏsɛːmɪ
undirhöku	ʏntɪrhœːkʏ
roðanum	rɔːðanʏm
leikhúsanna	leiːkhusana
skautum	skœiːtʏm
samsteypu	samstɛjpʏ
þráir	θrauːɪr
þekktasti	θɛxtastɪ
lamast	laːmast
slagurinn	stlaːɣʏrɪn
tjaldstæði	tʰjaltstaiðɪ
skiljanlegt	scɪljanlɛxt
borgarastríðinu	pɔrkarastriːðɪnʏ
gammanorm	kamanɔrm
sveitungar	sveiːtuŋkar
útgeislun	uːtceistlʏn
andakt	antaxt
bréfum	prjɛːvʏm
skjalla	scatl̥a
útsala	uːtsala
tvítugu	tʰviːtʏɣʏ
deyjum	teijʏm
sjúklingnum	sjuhkliŋnʏm
gjaldtakan	caltakan
stress	strɛs
kvikur	kʰvɪːkʏr
rokna	rɔhkna
íslandsmót	istlantsmouːt
fjármununum	fjaurmʏnɔnʏm
uppruni	ʏhprʏnɪ
lafmóð	lavmouð
ærinni	aiːrɪnɪ
umhverfisgjöld	ʏmkʰvɛrvɪscœlt
þjónustuna	θjouːnʏstʏna
einkaframkvæmd	eiŋ̊kaframkvaimt
vistaverum	vɪstavɛːrʏm
kindunum	cʰɪntɔnʏm
skrafs	skrafs
kvíarnar	kʰviːjatnar
hornafirði	hɔtnafɪrðɪ
útskýringu	uːtsciriŋkʏ
kvennaflokki	kʰvɛnaflɔhcɪ
fell	fɛtl̥
vinnustofur	vɪnʏstɔːvʏr
sveittan	sveihtan
dragið	traːjɪð
sjúklingatryggingin	sjuhkliŋkatʰrɪciɲcɪn
frumvarp	frʏmvar̥p
göngur	kœiŋkʏr
holgóma	hɔlkouma
skæruliðum	scaiːrʏlɪːðʏm
nauðgaði	nœiðkaðɪ
útlitstillögur	uːtlɪtstɪlœɣʏr
jurtum	jʏr̥tʏm
napur	naːpʏr
fagstjóra	faxstjoura
haustfundi	hœjstfʏntɪ
fanginu	fauɲcɪnʏ
stílinn	stiːlɪn
klæddist	kʰlaitɪst
viðvera	vɪðvɛra
svínoy	sviːnɔi
stýrir	stiːrɪr
undangengnum	ʏntanceiŋknʏm
ósatt	ouːsaht
meira	meiːra
talsverðri	tʰalsvɛrðrɪ
mosvallahreppur	mɔsvatlar̥ɛhpʏr
hráki	r̥auːcɪ
gólffjölunum	koulfjœlɔnʏm
umferðir	ʏmfɛrðɪr
fjármálahliðin	fjaurmaulal̥ɪːðɪn
skírð	scirð
norland	nɔrlant
karlar	kʰatlar
öskubakka	œskʏpahka
sönn	sœn
flókahnykill	flouːkan̥ɪːcɪtl̥
andrésdóttir	antrjɛstouhtɪr
þýðinguna	θiːðiŋkʏna
sýninga	siːniŋka
handleggjunum	hantlɛcɔnʏm
verkfræðingur	vɛr̥kfraiðiŋkʏr
fullþróa	fʏtl̥θroua
barrtré	partrjɛ
melanesi	mɛːlanɛːsɪ
tvítugur	tʰviːtʏɣʏr
óttuðust	ouhtʏðʏst
skjólbeltarækt	scoulpɛl̥tarajxt
orðabókinni	ɔrðapouːcɪnɪ
stórskrítinn	stour̥skritɪn
ljótt	ljouht
spólan	spouːlan
kennaraskólanum	cʰɛnaraskouːlanʏm
ásgeirs	auːsceir̥s
logafold	lɔɣafɔlt
flaggblaðsins	flakplaðsɪns
mínar	miːnar
rosalega	rɔːsalɛɣa
miðlar	mɪðlar
hrafnhildur	r̥apnhɪltʏr
hlutust	l̥ʏːtʏst
smábarn	smauːpartn̥
verkefnaskil	vɛr̥kɛpnascɪːl
tengdasonur	tʰeiŋtasɔːnʏr
galdri	kaltrɪ
þingsályktunar	θiŋksaulɪxtʏnar
básnum	paustnʏm
umhverfissamvinnuverkefninu	ʏmkʰvɛrvɪsamvɪnʏvɛr̥kɛpnɪnʏ
kallaðar	kʰatlaðar
framkvæmdir	framkʰvaimtɪr
myrkri	mɪr̥krɪ
frænkurnar	fraiŋ̊kʏtnar
smára	smauːra
proppé	pʰrɔhpɛ
sæmundsdóttir	saiːmʏntstouhtɪr
skrifari	skrɪːvarɪ
kartaflan	kʰar̥taplan
kanilsykri	kʰaːnɪlsɪːkrɪ
skuli	skʏːlɪ
nál	nauːl
traðkað	tʰraθkað
borgaðan	pɔrkaðan
saltsteinum	sal̥tstɛjnʏm
mund	mʏnt
óaðskiljanlegur	ouːaðscɪljanlɛɣʏr
pappírsfyrirtækið	pʰahpir̥sfɪrɪrtʰaːjcɪð
skagafirði	skaːɣafɪrðɪ
samlíf	samliv
erlendum	ɛrlɛntʏm
fúkkalyfjunum	fuhkalɪvjʏnʏm
drjúgan	trjuːan
blöndalsbúð	plœntalspuːð
neytendum	neiːtɛntʏm
reiknaðist	reihknaðɪst
hvílíkir	kʰviːlicɪr
þorstein	θɔr̥stein
miðflóttaafl	mɪðflouhtaapl̥
framleiðslukerfi	framlɛjðstlʏcʰɛrvɪ
atlantshafs	ahtlanshafs
útatað	uːtatað
sjálfvalda	sjaulvalta
ruslið	rʏstlɪð
sjálfra	sjaulvra
brimið	prɪːmɪð
uppgjafar	ʏhpcavar
orkugeirans	ɔr̥kʏcɛːjrans
fjarrænt	fjarain̥t
sunnukórsins	sʏnʏkʰour̥sɪns
tíðindin	tʰiːðɪntɪn
óheppilega	ouːhɛhpɪlɛɣa
klæðningin	kʰlajðniɲcɪn
auralaus	œiːralœiːs
lærisveina	laiːrɪsveiːna
höfðingja	hœvðiɲca
lengdin	lɛjŋtɪn
farið	faːrɪð
rönd	rœnt
fanghlutfallið	fauŋkl̥ʏtfatlɪð
sestir	sɛstɪr
flassi	flasɪ
þrotum	θrɔːtʏm
trúleysingjar	tʰruːleisiɲcar
markvisst	mar̥kvɪst
hristast	r̥ɪstast
njóta	njouːta
klæðnaður	kʰlaiðnaðʏr
langkeyrslu	lauŋkcʰɛjr̥stlʏ
pressara	pʰrɛsara
slóðinni	stlouːðɪnɪ
veseni	vɛːsɛnɪ
móðgaði	mouðkaðɪ
hvítá	kʰviːtau
íra	iːra
berginu	pɛrcɪnʏ
laugalæk	lœiːɣalaik
blekhylki	plɛːkhɪl̥cɪ
rannsókna	ransouhkna
gigtarfélags	cɪxtarfjɛːlaxs
launað	lœiːnað
öxlunum	œkstlɔnʏm
evrópumeistarar	ɛvroupʏmeistarar
næststærsta	naistaista
blessa	plɛsa
afþakka	afθahka
pallinum	pʰatlɪnʏm
tónleikarnir	tʰounleikatnɪr
feldurinn	fɛltʏrɪn
matthías	mahtijas
þekkist	θɛhcɪst
friðarkveðju	frɪːðarkʰvɛðjʏ
sofnar	sɔpnar
frábærar	frauːpairar
látin	lauːtɪn
heimabæjar	hɛːjmapajːar
kláran	kʰlauːran
smók	smouːk
hjálpræðishernum	çaul̥praiðɪshɛrtnʏm
borar	pɔrar
fótlegginn	fouːtlɛcɪn
bralla	pratla
eftirmál	ɛftɪrmauːl
öxarfirði	œksarfɪrðɪ
gjörgæslunni	cœrcaistlʏnɪ
brúðkaupsþátturinn	pruðkœipsθauhtʏrɪn
stofuborðið	stɔːvʏpɔrðɪð
gildismats	cɪltɪsmaːts
ófrjóa	ouːfrjoua
sverrisdóttur	svɛrɪstouhtɪr
teninga	tʰɛːniŋka
gunnvör	kʏnvœr
tónleikahaldi	tʰounleikahaltɪ
boðaðir	pɔːðaðɪr
pallborðið	pʰatl̥pɔrðɪð
listaháskólans	lɪstahauːskoulans
ein	eiːn
þorsteinssonar	θɔr̥steinsɔːnar
hreyfanleika	r̥ɛːjvanlɛːjka
stríðshljómkviðuna	striːðshljoumkʰvɪðʏna
pökkuð	pʰœhkʏð
andskotar	anskɔtar
spyr	spɪːr
dýpka	tifka
óðum	ouːðʏm
karlssyni	kʰalsɪnɪ
yfirþjónsins	ɪːvɪrθjounsɪns
umbúðunum	ʏmpuðɔnʏm
gleymdum	kleimtʏm
blikið	plɪːcɪð
skálmar	skaulmar
heimspekideildar	heimspɛcɪteiltar
barnafólki	partnafoul̥cɪ
ömurleg	œːmʏrlɛɣ
arnbjörgu	artnpjœrkʏ
notendum	nɔːtɛntʏm
kirkjutröppunum	cʰɪr̥cʏtrœhpɔnʏm
austurherberginu	œistʏrhɛrpɛcɪnʏ
snortið	stnɔr̥tɪð
tiltækum	tʰɪltʰaikʏm
varnarmálaráðuneytisins	vartnarmaularauːðʏeiːtɪsɪns
málþingi	maulθiɲcɪ
svimi	svɪːmɪ
almenningsbókasöfn	almɛniŋspouːkasœpn̥
sængina	saiɲcɪna
takmarka	tʰaːkmar̥ka
hugrenninga	hʏɣrɛniŋka
stóruvellir	stouːrʏvɛtlɪr
kortsins	kʰɔr̥tsɪns
útgefenda	uːtcɛvɛnta
pífulaki	pʰiːvʏlaːcɪ
komumenn	kʰɔːmʏmɛn
húsaraðir	huːsaraːðɪr
jólagjafir	jouːlacaːvɪr
safninu	sapnɪnʏ
lífsgæða	lifskaiða
kvöldblaði	kʰvœltplaðɪ
leikmanni	leiːkmanɪ
aðgangs	aðkauŋks
bedda	pɛta
herkúlesblýant	hɛr̥kulɛspliːan̥t
háan	hauːan
brekán	prɛːkaun
framleiðsluhæfileika	framlɛjðstlʏhajːvɪlɛːjka
jafnari	japnarɪ
björgunarskóli	pjœrkʏnarskouːlɪ
samhliða	saml̥ɪða
þurfa	θʏrva
þynntist	θɪn̥tɪst
bandarískrar	pantariskrar
dúa	tuːa
bitunum	pɪːtɔnʏm
hvetji	kʰvɛːtjɪ
evran	ɛvran
skýrri	scirɪ
faðmlagi	faðmlaijɪ
öryggiskennd	œːrɪcɪscɛnt
spánn	spautn̥
bjöllunni	pjœtlʏnɪ
innanlands	ɪnanlants
valdatöku	valtatœːkʏ
sjoppum	sjɔhpʏm
uppnámi	ʏhpnaumɪ
umsvifamikinn	ʏmsvɪvamɪːcɪn
syðsti	sɪðstɪ
verslunargreina	vɛr̥stlʏnar̥krɛːjna
sjónvarpsskjáinn	sjounvar̥pscauɪn
staðarins	staːðarɪns
brjálæðingi	prjauːlaiðiɲcɪ
aldurtila	altʏrtɪːla
framherja	framhɛrja
