σκορδόψωμα	skoɾðopsoma
ντροπιαστικά	dɾopçastika
περιπλέκομαι	peɾiplekome
επικράτεια	epikratia
ευκολάκι	efkolaci
κατάστρεψα	katastɾepsa
αποκάλυψη	apokalipsi
ντελιβερά	delivera
κόκκινε	kocine
φλεβάρηδων	flevaɾiðon
γκόμενοσ	ɡomenos
λάμπα	lamba
αλληλοσυγκρουόμενεσ	alilosiŋɡruomenes
μάζεψα	mazepsa
αποκαθίσταμαι	apokaθistame
προφήτευσα	pɾofitefsa
μπανιερούλα	baɲeɾula
πελώριοσ	pelorios
αλυσοδεμένο	alisoðemeno
καλαμάτα	kalamata
μισιέμαι	misçeme
στριμμένα	stɾimena
βάλαμε	valame
αγγελούδι	aŋɟeluði
καταφέρνομαι	katafeɾnome
γητεύτηκα	ʝiteftika
αμφισβητούμε	aɱfisvitume
λιάζομαι	ʎazome
μαθημένων	maθimenon
αλληλοσυγκρουόμενου	alilosiŋɡruomenu
γούσταρα	ɣustaɾa
στριμμένου	stɾimenu
μεσαιωνικοί	meseonici
βλαμμένοι	vlameni
αναγνωσιμότητα	anaɣnosimotita
χέρι	çeɾi
βεβαιώσω	veveoso
φαρμακείο	farmacio
αεροφωτογραφίζομαι	aerofotoɣrafizome
εξοπλισμένουσ	eksoplizmenus
αναγνωρισμένο	anaɣnorizmeno
βρίσκω	vɾisko
έρρινε	erine
βάφηκα	vafika
απορροφάω	aporofao
έφτυσα	eftisa
καταβάλουμε	katavalume
πίνετε	pinete
συγκρούσθηκα	siŋɡrusθika
νεκροκρέβατο	nekɾokɾevato
παίδεψα	peðepsa
ιανουάριο	ianuaɾio
νταβατζήσ	davadzis
διαιρέθηκα	ðieɾeθika
αλαμπουρνέζικεσ	alaburnezices
ακοινωνησιάσ	acinonisças
ανακαινίζω	anacenizo
κακίστρων	kacistɾon
μουσκεμένησ	muscemenis
φωνάζω	fonazo
κάθαρμα	kaθaɾma
ανατρέπομαι	anatɾepome
παρεκτρέπομε	paɾektɾepome
δυόμισι	ðʝomisi
αναζήτησα	anazitisa
απλούστατοσ	aplustatos
ηχώσ	ixos
αναστρέφομαι	anastɾefome
κουλουριάζομαι	kuluɾʝazome
συνέθλιψα	sineθlipsa
γονυπετήσ	ɣonipetis
φόρεσα	foɾesa
ανακόπτομε	anakoptome
μπάρκαρε	baɾkaɾe
προμηθεύομαι	pɾomiθevome
θερμοδυναμικά	θermoðinamika
ακοινωνησίεσ	acinonisies
αντιφρονών	andifronon
τραγούδησα	tɾaɣuðisa
αλαμπουρνέζικων	alaburnezikon
κλαρινογαμπρόσ	klaɾinoɣambɾos
μετέφρασα	metefɾasa
σταμάτησα	stamatisa
καλύπτομε	kaliptome
βίβλοσ	vivlos
τριάκοντα	tɾiakonda
αναπνέω	anapneo
παρηγοριάσ	paɾiɣoɾʝas
αποκλεισμένε	apoklizmene
αναισθησία	anesθisia
ντετερμινισμού	determinizmu
σβηστήρια	zvistiɾʝa
ένδεκα	enðeka
εγγλέζα	eŋɡleza
γνώσησ	ɣnosis
ντουμπλάρω	dublaɾo
γουρούνι	ɣuɾuni
χάλασα	xalasa
γκρίνια	ɡɾiɲa
υποδεχτεί	ipoðexti
τελῶ	telo
καθισμένοσ	kaθizmenos
αγιοποιημένε	aʝiopiimene
ιανουάριοι	ianuaɾii
φορώ	foɾo
καραμπόλα	kaɾambola
αναγκών	anaŋɡon
κόρινθο	koɾinθo
χωριάτησ	xoɾʝatis
μαστίζω	mastizo
καρέκλα	kaɾekla
χεσμένε	çezmene
νικημένοι	nicimeni
φουσκάλα	fuskala
αναμμένοι	anameni
μουντοί	mundi
λιμπίστηκα	limbistika
παραβάλω	paɾavalo
αδρανήσ	aðɾanis
φράουλα	fɾaula
μπαγκέτα	baɟeta
χαίτη	çeti
αναμειγνύομαι	anamiɣniome
καλομαθημένεσ	kalomaθimenes
καταφρονημένοσ	katafɾonimenos
μιλώ	milo
ανέκαμψα	anekampsa
διψασμένε	ðipsazmene
θεότρελοσ	θeotɾelos
εφηύρα	efivɾa
ιουδαίοσ	iuðeos
σάπιοσ	sapços
πολωνικών	polonikon
κεριού	cerʝu
συγκινημένοι	siŋɟinimeni
μαλώνοντασ	malonondas
σπιλώνω	spilono
απέπνευσα	apepnefsa
πάμμαυρου	pamavɾu
ιματιοθήκη	imatioθici
προηγουμένουσ	proiɣumenus
ξερόλα	kseɾola
στιγματίζομαι	stiɣmatizome
εκλήθη	ekliθi
ζημιώνω	zimiono
τάχατε	taxate
αναγκάστηκα	anaŋɡastika
ακρεωφαγία	akɾeofaʝia
οπερέτα	opeɾeta
βαθμολογημένε	vaθmoloʝimene
συγκινητικόσ	siŋɟinitikos
ευκαιρία	efceria
παρέπαιον	parepeon
παιδιά	peðia
κυρούλα	cirula
εγκαθιδρύθηκα	eŋɡaθiðriθika
αγιοποιημένου	aʝiopiimenu
ανθρωπεύομαι	anθɾopevome
πλειοψηφιών	pliopsifion
μαντεία	mandia
μιζούρι	mizuɾi
κινεζοποιήσεισ	cinezopiisis
εξοπλισμένησ	eksoplizmenis
ζαμπόν	zambon
λίγο	liɣo
μαθημένο	maθimeno
ιούνιοι	iunii
πεινασμένων	pinazmenon
τρομοκρατία	tɾomokɾatia
αβγοθήκη	avɣoθici
γιάννησ	ʝanis
εμπνευσμένο	embnevzmeno
πυρών	piɾon
ακροαματικότητα	akɾoamatikotita
σερβιέτα	seɾvieta
συνόρων	sinoron
περιστρέφομαι	peɾistɾefome
διανύουμε	ðianiume
ενόχληση	enoxlisi
κοινολεξία	cinoleksia
φραγκοφονιάσ	fɾaŋɡofoɲas
ήπιεσ	ipies
ήρα	ira
ευαγγελίσθηκα	evaŋɟelisθika
απομονωμένων	apomonomenon
ανασκάπτομαι	anaskaptome
φουμάριζα	fumaɾiza
επισείω	episio
λάλησα	lalisa
μπαράζ	baɾaz
γάδαροσ	ɣaðaɾos
μετέχω	metexo
λιγότερα	liɣotera
επιτρέπεται	epitɾepete
ίδρυσα	iðrisa
ξεπροβάλλω	ksepɾovalo
καταδιώχθηκα	kataðioxθika
ικανοποιημένοι	ikanopiimeni
τησ	tis
μουνόπανο	munopano
ορθογραφία	oɾθoɣɾafia
προστατεύομαι	pɾostatevome
ακούγομαι	akuɣome
βουβαλιών	vuvaʎon
συριζα	siɾiza
τριμμένων	trimenon
παραδεκτοί	paɾaðekti
συγγράφει	siŋɣrafi
ανασκάπτω	anaskapto
αναμαλλιασμένου	anamaʎazmenu
επιτράπηκα	epitɾapika
διημείφθη	ðiimifθi
αναγγελμένοσ	anaŋɟelmenos
ενηλικιώθηκα	enilicioθika
ιδρύματα	iðrimata
γκρίζων	ɡɾizon
ρεζιλεύομαι	ɾezilevome
κρυμμένο	krimeno
μαγικόσ	maʝikos
υποχρεώνω	ipoxɾeono
διαρρέουμε	ðʝareume
εγκαταλείφτηκα	eŋɡataliftika
κετσέσ	ketses
φώνημα	fonima
αποκλείομε	apokliome
απαρχαιωμένου	aparçeomenu
αγάνταρε	aɣandare
καθορίστηκα	kaθoɾistika
ρετσίνα	ɾetsina
επηρεάζομαι	epiɾeazome
ακροβατούσα	akɾovatusa
τίνι	tini
λεβαδειά	levaðʝa
υπέγραψα	ipeɣrapsa
ελβετικόσ	elvetikos
πότε	pote
δημιουργόσ	ðimiuɾɣos
τρίζω	trizo
αναλυτήσ	analitis
επωμίζομαι	epomizome
γαργαλώ	ɣaɾɣalo
επανόρθωση	epanorθosi
πανταχού	pandaxu
ψάχνομαι	psaxnome
ανθρωπόκαινοσ	anθɾopocenos
λέμε	leme
χάνομαι	xanome
αποπέμπουμε	apopembume
ξένησ	ksenis
οραματίζομαι	oɾamatizome
χάφτεται	xaftete
σταματάω	stamatao
πιονιών	pçoɲon
αποκόβουμε	apokovume
δράκαινα	ðɾacena
περιορισμένοσ	peɾioɾizmenos
αφοδεύω	afoðevo
απρίλιοσ	apɾilios
χλιεσ	xʎes
απατιέμαι	apatçeme
εκλεράκι	ekleɾaci
αντιγράφομαι	andiɣrafome
απελπισμένοι	apelpizmeni
τεχνολόγε	texnoloʝe
ζητιέμαι	zitçeme
μπόλικοσ	bolikos
νοσοκομείο	nosokomio
στενοχωρημένο	stenoxorimeno
επισυνάφθηκε	episinafθice
αναμένεισ	anamenis
αρχίδαμοσ	aɾçiðamos
γαζία	ɣazia
ένρινησ	enrinis
ώσπερ	ospeɾ
παρακείμενοσ	paɾacimenos
προηγούμενη	proiɣumeni
περιέθαλψα	peɾieθalpsa
μπιχλιμπίδι	bixlibiði
ερμίνα	eɾmina
αδελφομάνα	aðelfomana
φυλάγομαι	filaɣome
διαλυμένουσ	ðʝalimenus
λιόψωμα	ʎopsoma
σφυρί	sfiri
αποκερματισμοί	apoceɾmatizmi
δήμητρασ	ðimitras
κόλλησα	kolisa
πασαλείφω	pasalifo
μαυρισμένων	mavrizmenon
ακοέσ	akoes
παρακειμένου	paracimenu
μέσα	mesa
τρέπομε	tɾepome
πεπεισμένοι	pepizmeni
εκκρούσθηκα	ekrusθika
κωσταντίνου	kostandinu
ονειρεύτηκα	oniɾeftika
αρνιούμαι	aɾɲume
παραγραφήκανε	paɾaɣɾafikane
κανακεύω	kanacevo
ραγιάσ	ɾaʝas
τραπέζια	tɾapezʝa
πεθαμένε	peθamene
περιέκοψα	peɾiekopsa
ξεγράφομαι	kseɣrafome
καλομαθημένουσ	kalomaθimenus
διαλελυμένοσ	ðialelimenos
αναδέχθηκα	anaðexθika
αβανγκαρντισμών	avaŋɡaɾdizmon
βρομάω	vɾomao
ντετερμινισμέ	determinizme
φωτογραφείου	fotoɣrafiu
κόπτομαι	koptome
εμβολιάζω	eɱvoliazo
εγγράφτηκα	eŋɣɾaftika
υιοθετούμε	ioθetume
εμπερικλείστηκα	emberiklistika
χειρομαντεία	çiɾomandia
ήντα	inda
στρατόπεδα	stɾatopeða
επαρχίασ	epaɾçias
πιθαριών	piθarʝon
ξεριζώθηκα	kseɾizoθika
σωκράτησ	sokɾatis
ινάτι	inati
δούλη	ðuli
παρεμποδίζω	paremboðizo
σεπτέμβρηδων	septeɱvɾiðon
λυθούν	liθun
κατουρώ	katuɾo
αλληλεπιδρώ	alilepiðɾo
εγχέομαι	eŋçeome
αποβλέπω	apovlepo
διατυπώνομαι	ði̯atiponome
άρτα	aɾta
αποκατέστησα	apokatestisa
φτύστηκα	ftistika
εξολόθρεψα	eksoloθɾepsa
ετοιμασιών	etimasion
οχάιο	oxaio
αποκρύβω	apokɾivo
ευσεβείασ	efsevias
επέσεισα	epesisa
ιωάννινα	ioanina
παγωμένε	paɣomene
πάτρα	patɾa
φυτικοί	fitici
πειθόμενων	piθomenon
λακώνων	lakonon
απλότητα	aplotita
φαινυλαμίνη	fenilamini
σπασμένου	spazmenu
κατακάθι	katakaθi
κουτσομπόλα	kutsobola
υπέσκαψα	ipeskapsa
κλίση	kʎisi
αθροίζομαι	aθɾizome
απεκόπην	apekopin
ζημίωσα	zimiosa
συμπλέω	simbleo
κότα	kota
αποστειρώθηκα	apostiɾoθika
περήφανοσ	perifanos
λέω	leo
ακομπανιάρομαι	akompaɲaɾome
παραστέκω	parasteko
κυβέρνησα	civeɾnisa
αποκαλύφτηκα	apokaliftika
αιματώθηκα	ematoθika
καταδύομαι	kataðiome
εἰσέπλευσα	iseplefsa
έλκω	elko
δαγκώσει	ðaŋɡosi
αρετή	areti
βέρα	veɾa
ένατοσ	enatos
χορταίνω	xoɾteno
βαυαρία	vavaria
ξεκωλιάζω	ksekoʎazo
κεσέμι	cesemi
σεπτέμβριο	septeɱvɾio
ιερόδουλη	ieɾoðuli
συγγνώμη	siŋɣnomi
θέματα	θemata
περίοικοσ	periikos
γαμιόλα	ɣamɲola
συναιρέσεων	sinereseon
χίε	çie
βρήκε	vɾice
άκαρποσ	akaɾpos
ηλίθιοσ	iliθios
αγίασα	aʝiasa
στειμμένοσ	stimenos
μπερδεμένοσ	beɾðemenos
κουραστικόσ	kurastikos
χρονολογούμαι	xronoloɣume
εξετάζομαι	eksetazome
κλάδεψα	klaðepsa
λιτότητα	litotita
επιτράπηκαν	epitɾapikan
τριμμένα	trimena
παγωμένεσ	paɣomenes
στυμμένεσ	stimenes
στριμμένοι	stɾimeni
κακίστρασ	kacistɾas
ανάποδοσ	anapoðos
ανακλάστηκα	anaklastika
θήβα	θiva
ολόφωτη	olofoti
αποπνέω	apopneo
αβγοκομμένουσ	avɣokomenus
βρόμικα	vɾomika
ανευρίσκουμε	anevɾiskume
σκληρή	skliri
αντλούμαι	andlume
αλάνα	alana
γελάω	ʝelao
ήγγελλα	iŋɟela
τούμπανο	tubano
ηγεμονεύω	iʝemonevo
ευνοιοκρατία	evniokɾatia
αξιοζήλευτοσ	aksiozileftos
ζηλευτόσ	zileftos
απασχολήθηκα	apasxoliθika
παρών	paɾon
αναδημιουργημένοσ	anaðimiurʝimenos
σπασμένη	spazmeni
συρρέω	sireo
φανταστική	fandastiçi
χαϊδεύομαι	xai̯ðevome
μελίγκρα	meliŋɡɾa
εξαπολύομαι	eksapoliome
ἀνιδρύομαι	aniðriome
λάρισα	larisa
τσέκαρε	tsekaɾe
κιμωλία	cimolia
προηγουμένη	proiɣumeni
ανακρούομε	anakruome
περασμένο	perazmeno
ομολογούμε	omoloɣume
διαδεχθεί	ði̯aðexθi
φυτικέσ	fitices
φεβρουάριοσ	fevɾuaɾios
φακόσ	fakos
απατώμαι	apatome
αγυιόπαιδασ	aʝiopeðas
φωτογραφίζουμε	fotoɣrafizume
υστερώ	isteɾo
κύπελλο	cipelo
παθαίνομαι	paθenome
εκατομμύριο	ekatomiɾio
υστέρησα	isteɾisa
άγγελου	aŋɟelu
οδούσ	oðus
αλατισμένουσ	alatizmenus
γενέσθαι	ʝenesθe
πουδράριζε	puðɾaɾize
περιμένω	perimeno
πορνεία	poɾnia
άσεβοι	asevi
ξεκωλώνω	ksekolono
καθιδρύουμε	kaθiðriume
λύσαν	lisan
μανταρίνι	mandaɾini
κελαϊδάω	celaiðao
αρρωστημένουσ	arostimenus
κυνηγημένουσ	ciniʝimenus
φιλολογιών	filoloʝion
ιταλικό	italiko
ψέλνω	pselno
κατάλογο	kataloɣo
κρεμασμένα	kremazmena
ορισμένοσ	oɾizmenos
κοκκινιστό	kocinisto
κωλύθηκα	koliθika
επρόκειτο	epɾocito
αγιασματάρια	aʝazmataria
διαβεβαιώσεισ	ði̯aveveosis
ιδρύθηκα	iðriθika
θεωρείο	θeoɾio
επτακόσια	eptakosça
θάβομαι	θavome
επίδαυρο	epiðavɾo
σερβίρω	seɾviɾo
διασκελίζω	ðiascelizo
φωτογραφίσεισ	fotoɣrafisis
παροιμία	paɾimia
αδελφόσ	aðelfos
ήλιοσ	ilios
δυνατόν	ðinaton
αγιοποιώ	aʝiopio
παναγιά	panaʝa
εννιακόσια	eɲakosça
μποϊκοτάρομαι	boikotaɾome
περικλείστηκα	periklistika
άλγεβρα	alʝevɾa
παλιατζήσ	paʎadzis
ηδύποτο	iðipoto
κόρινθε	koɾinθe
πλέχτηκα	plextika
πορνόγεροσ	poɾnoʝeɾos
αναβαλλόμενο	anavalomeno
κωλόπαιδο	kolopeðo
κοτέτσι	kotetsi
ερχόμενη	erxomeni
επέπλευσα	epeplefsa
πλέκομε	plekome
παντρεμένε	pandɾemene
πέμφθηκα	pemfθika
ξαναέγραψα	ksanaeɣɾapsa
ερχομένων	erxomenon
γρηγόριοσ	ɣriɣorios
ράβω	ɾavo
ακοόμετρο	akoometro
μυγούλα	miɣula
αντέτι	adeti
συγχωρούμαι	siŋxoɾume
ταχύτητα	taçitita
ανιχνεύτηκα	anixneftika
απομονωμένοι	apomonomeni
κραγμένεσ	kraɣmenes
αναζητημένοσ	anazitimenos
προσείλκυσα	prosilcisa
απέβλεψα	apevlepsa
χέστρα	çestɾa
πίστεψε	pistepse
υποβοηθούμενοσ	ipovoiθumenos
βοσκώ	vosko
εμπνέω	embneo
ράβομαι	ɾavome
συγκρουόμενησ	siŋɡruomenis
αηδιάζω	aiðiazo
πισωκολλητό	pisokolito
ναυσ	nafs
αμοιβάδα	amivaða
αμφιλεγόμενουσ	aɱfileɣomenus
διάρκεσα	ðiaɾcesa
απομονωμένο	apomonomeno
βαστάω	vastao
αγγιγμένησ	aŋɟiɣmenis
ακρωτηριάζω	akɾotiɾiazo
ενδέχεται	enðeçete
ανακρούουμε	anakruume
πλησιάζομε	plisiazome
ειλημμένου	ilimenu
τάφρο	tafro
βιολί	vʝoli
παρουσίασα	paɾusiasa
χεσμένοι	çezmeni
μονάρχη	monarçi
υποβοηθούμενουσ	ipovoiθumenus
ετάφην	etafin
ναυσικάσ	nafsikas
έδεσσα	eðesa
τάλαντο	talando
ψιλό	psilo
αβαράριζα	avaɾaɾiza
νεοελληνική	neoelinici
ολόφωτοσ	olofotos
αξιολόγηση	aksioloʝisi
νεκροί	nekɾi
ζώδιο	zoðio
εργοδότησ	eɾɣoðotis
μαραίνω	maɾeno
ἀντιγραφείσ	andiɣɾafis
ανέμενεσ	anemenes
βιβλιοπωλείο	vivliopolio
προσήλθα	prosilθa
βεβαιώθηκα	veveoθika
βραχυκυκλώνω	vɾaçiciklono
άβλαφτοσ	avlaftos
κάμπτουμε	kamptume
κλαδεύω	klaðevo
κάνοντασ	kanondas
αγγελοκρούομε	aŋɟelokruome
ενημερώσεωσ	enimeroseos
έπεισα	episa
προμηθεύθηκα	pɾomiθefθika
προαγωγή	pɾoaɣoʝi
αρετήσ	aretis
ανανήφω	ananifo
συνεχάρησαν	sinexaɾisan
αποτραβάω	apotɾavao
ρεζιλεύτηκα	ɾezileftika
παραβύστω	paravisto
εξεγείρομαι	ekseʝiɾome
ανάπλι	anapli
στρίβω	stɾivo
κουρασμένησ	kurazmenis
επείγον	epiɣon
καλαμποκόψωμων	kalambokopsomon
στολίζομαι	stolizome
χειλιών	çiʎon
λησμονάω	lizmonao
κομμένα	komena
ανειδοποίητοσ	aniðopiitos
στειρώνομαι	stiɾonome
γιατρεύω	ʝatɾevo
μετάφερε	metafeɾe
μέδουσα	meðusa
εισάκουσα	isakusa
μεταπτώσεωσ	metaptoseos
διέθλασα	ði̯eθlasa
εφοδίασα	efoðiasa
εθνεγερσία	eθneʝersia
οδοί	oði
κολύμπαγα	kolimbaɣa
νοικιάστηκα	nicastika
ακάματοσ	akamatos
μένε	mene
γονυπετούσ	ɣonipetus
τρυγόνεσ	triɣones
επικαλύπτομε	epikaliptome
διαβεβαιώθηκα	ði̯aveveoθika
γιατρόσ	ʝatros
φρανκφούρτη	fraŋkfurti
δολοφονούμε	ðolofonume
συμφώνησα	siɱfonisa
προειδοποιούμαι	pɾoiðopiume
πατεράδεσ	pateraðes
ξινίλα	ksinila
νεκροθάλαμοσ	nekɾoθalamos
ζευσ	zefs
εξαλείφτηκα	eksaliftika
δακτυλογραφούμαι	ðaktiloɣɾafume
