vocero	vosˈero
evitando	evitˈando
expertisio	ekspertˈisjo
Terminal	terminˈal
sesionnan	sesjˈonnan
tilda	tˈilda
horcan	horkˈaŋ
desconoci	deskonˈosi
FPNC	ˌɛfpˌeˌɛnsˈe
AAN	ˈaːŋ
diseña	disˈeɲa
monitoria	monitˈorja
Inmediatamente	inmedjatamˈente
hunto	hˈunto
Musica	musˈika
Comision	komisjˈoŋ
Sur	sˈur
prepara	prepˈara
delicado	delikˈado
Docentenan	dosentˈenan
Dowers	dowˈers
moneda	monˈeda
bril	brˈil
pabo	pˈabo
hancho	hˈant͡ʃo
rijkswet	re͡ɪkswˈet
sirbi	sˈirbi
Elmar	elmˈar
part	pˈart
Una	ˈuna
Ambulans	ambulˈans
fisico	fisˈiko
materno	matˈerno
fungi	fˈunxi
Salud	salˈud
cabey	kabˈej
Embahador	embahadˈor
Pone	pˈone
intercambio	interkˈambjo
Mundo	mˈundo
gram	ɡrˈam
Ivo	ˈivo
Eugene	ewxˈene
Interact	interˈakt
temporal	temporˈal
nombernan	nombˈernan
Convention	konventjˈoŋ
versa	vˈersa
Laboratorio	laboratˈorjo
mereci	merˈesi
Bus	bˈus
special	spesjˈal
Duna	dˈuna
listra	lˈistra
laman	lamˈaŋ
CEO	sˈeo
doctor	doktˈor
Sanchez	sant͡ʃˈez
Hendrik	hendrˈik
procesonan	prosesˈonan
Excellence	ekssellˈense
prima	prˈima
formularionan	formularjˈonan
Leoncita	leonsˈita
falta	fˈalta
por	pˈor
Planea	planˈea
teoria	teˈorja
Feliz	felˈiz
Mary	mˈari
Camacuri	kamakˈuri
yamando	jamˈando
mandando	mandˈando
crusa	krˈusa
lechi	lˈet͡ʃi
Awe	ˈawe
usuario	uswˈarjo
cunucu	kunˈuku
mensahe	mensˈahe
patras	patrˈas
autorizacion	autorizasjˈoŋ
POR	pˈor
composicion	komposisjˈoŋ
ICU	ˈiku
discusionnan	diskusjˈonnan
Ingles	inɡlˈes
honor	honˈor
informal	informˈal
suplica	suplˈika
Play	plˈaj
liher	lihˈer
dibiaha	dibjˈaha
trankilidad	trankilidˈad
systema	sistˈema
School	st͡ʃˈoːl
componente	komponˈente
secundario	sekundˈarjo
Financiamento	finansjamˈento
boluntariamente	boluntarjamˈente
Famia	fˈamja
castigonan	kastiɡˈonan
fayecidonan	fajesidˈonan
fresco	frˈesko
Bill	bˈill
ministerionan	ministerjˈonan
prizon	prizˈoŋ
PHP	pˌehˌapˈe
aparatonan	aparatˈonan
clarificacion	klarifikasjˈoŋ
clima	klˈima
bisiña	bisˈiɲa
puesto	pwˈesto
terminonan	terminˈonan
door	dˈoːr
defini	defˈini
overtime	overtˈime
permisonan	permisˈonan
hungador	hunɡadˈor
Paula	paˈula
DTI	dtˈi
comodo	komˈodo
specifica	spesifˈika
FLPD	ˌɛfˌɛlpˌedˈe
actividadnan	aktividˈadnan
show	ʃˈow
Empresa	emprˈesa
Kòrsou	kˈɔrsow
OM	ˈom
enfermeria	enfermˈerja
desayuno	desajˈuno
sancionnan	sansjˈonnan
Bao	bˈao
bario	bˈarjo
NVT	ˌɛnvˌetˈe
Baby	bˈabi
India	ˈindja
manifestacion	manifestasjˈoŋ
deteni	detˈeni
registracion	rexistrasjˈoŋ
Gaalen	ɡaːlˈeŋ
comproba	komprˈoba
Regreso	reɡrˈeso
Korea	korˈea
sin	sˈiŋ
Segundo	seɡˈundo
presente	presˈente
promedio	promˈedjo
wowo	wˈowo
psicologico	psikoloxˈiko
balente	balˈente
KPA	kpˈa
Academia	akadˈemja
funcionario	funsjonˈarjo
efectua	efˈektwa
Cuido	kˈujdo
hogar	hoɡˈar
probecho	probˈet͡ʃo
programa	proɡrˈama
previo	prˈevjo
papel	papˈel
Transporte	transpˈorte
remarke	remˈarke
congreso	konɡrˈeso
logo	lˈoɡo
Senado	senˈado
instrui	instrˈuj
Lenny	lˈenni
rekisito	rekisˈito
briya	brˈija
desicion	desisjˈoŋ
parkeerplaats	parkeːrplˈaːts
ARUBA	arˈuba
organizadornan	orɡanizadˈornan
ORANJESTAD	oranjestˈad
yui	jˈuj
CBS	sˌebˌeˈɛs
desvia	dˈesvja
takelwagen	takelwaxˈeŋ
yena	jˈena
culpable	kulpˈable
adicional	adisjonˈal
encuesta	enkwˈesta
ansiedad	ansjedˈad
baca	bˈaka
Queda	kwˈeda
VHF	vˌehˌaˈɛf
tactica	taktˈika
derecho	derˈet͡ʃo
tremendo	tremˈendo
Produccion	produksjˈoŋ
international	internatjonˈal
paramediconan	paramedikˈonan
futbol	futbˈol
trankilo	trankˈilo
parce	pˈarse
Eustatius	ewstatjˈus
facilidad	fasilidˈad
group	ɡrˈowp
inhusto	inhˈusto
situation	sitwatjˈoŋ
conexion	koneksjˈoŋ
Aña	ˈaɲa
afilia	afˈilja
temporario	temporˈarjo
asociacion	asosjasjˈoŋ
confia	kˈonfja
Prevencion	prevensjˈoŋ
repatria	repˈatrja
All	ˈall
Yarzagaray	jarzaɡarˈaj
habitante	habitˈante
cobranza	kobrˈanza
april	aprˈil
ganadornan	ɡanadˈornan
DRH	dˌeˌɛrhˈa
dicta	dˈikta
Productonan	produktˈonan
academia	akadˈemja
bureau	bureˈau
ba	bˈa
describi	deskrˈibi
conmemora	konmemˈora
Bloemond	blumˈond
Alzheimer	alzhe͡ɪmˈer
scrap	skrˈap
analiza	analˈiza
Den	dˈeŋ
interesnan	interˈesnan
adres	adrˈes
automatico	automatˈiko
dune	dˈune
Rodriguez	rodriɡˈez
espectaculo	espektakˈulo
cercano	serkˈano
riesgonan	rjesɡˈonan
Pais	pˈa͡ɪs
agradeci	aɡradˈesi
splicando	splikˈando
yude	jˈude
regulacion	reɡulasjˈoŋ
porshento	porʃˈento
altezza	altˈezza
zonanan	zonˈanan
vigor	viɡˈor
place	plˈase
informa	infˈorma
cena	sˈena
baseball	basebˈall
SKOA	skˈoa
aplauso	aplaˈuso
Cas	kˈas
Diamars	djamˈars
aden	adˈeŋ
Scolnan	skˈolnan
Obra	ˈobra
entusiasma	entusjˈasma
suficientemente	sufisjentemˈente
presidente	presidˈente
gigantesco	xiɡantˈesko
engrandece	enɡrandˈese
isla	ˈisla
Plaza	plˈaza
Organisacion	orɡanisasjˈoŋ
Telefon	telefˈoŋ
real	reˈal
armanan	armˈanan
dignidad	diɡnidˈad
ABC	ˈabk
Kong	kˈonɡ
pleita	plˈe͡ɪta
siglo	sˈiɡlo
Management	manaxemˈent
fuerte	fwˈerte
ladronicia	ladronˈisja
Ministernan	ministˈernan
productivo	produktˈivo
cualifica	kwalifˈika
ocho	ˈot͡ʃo
aire	ˈa͡ɪre
Danki	dˈanki
psychiater	psit͡ʃjatˈer
cana	kˈana
otronan	otrˈonan
aspectonan	aspektˈonan
expone	ekspˈone
concepto	konsˈepto
Cosecha	kosˈet͡ʃa
core	kˈore
pornada	pornˈada
Informacion	informasjˈoŋ
Arubig	arubˈiɡ
stabil	stabˈil
duda	dˈuda
biaheronan	bjaherˈonan
Mayornan	majˈornan
zijn	zˈe͡ɪŋ
monumentonan	monumentˈonan
votacion	votasjˈoŋ
manda	mˈanda
intension	intensjˈoŋ
Islands	islˈands
Tata	tˈata
cancion	kansjˈoŋ
Nathaly	nathˈali
Malesanan	malesˈanan
agilisa	axilˈisa
stakeholders	stakeholdˈers
DPS	dˌepˌeˈɛs
sucedido	susedˈido
colegio	kolˈexjo
sufriendo	sufrjˈendo
aworaki	aworˈaki
caha	kˈaha
ROPV	rˈopv
Rotaract	rotarˈakt
pico	pˈiko
dobla	dˈobla
placanan	plakˈanan
evaluando	evalwˈando
banda	bˈanda
Café	kafˈe
Super	supˈer
Newark	newˈark
fastioso	fastjˈoso
Ki	kˈi
Unico	unˈiko
oxigeno	oksixˈeno
realiza	realˈiza
PM	pˌeˈɛm
calor	kalˈor
LABHOH	labhˈoh
informantenan	informantˈenan
especie	espˈesje
Burger	burxˈer
consehabel	konsehabˈel
slip	slˈip
ook	ˈoːk
catastrofe	katastrˈofe
premionan	premjˈonan
dak	dˈak
stage	stˈaxe
legitimo	lexitˈimo
abase	abˈase
alerta	alˈerta
Medical	medikˈal
participantenan	partisipantˈenan
observador	observadˈor
Ben	bˈeŋ
bendi	bˈendi
scogi	skˈoxi
mail	mˈa͡ɪl
adverti	advˈerti
Force	fˈorse
humano	humˈano
odio	ˈodjo
rapidamente	rapidamˈente
estadistica	estadistˈika
prison	prisˈoŋ
discucion	diskusjˈoŋ
DWJZ	dˌewˌejˌezˈɛt
Laga	lˈaɡa
Internet	internˈet
esun	esˈuŋ
Jordan	jordˈaŋ
In	ˈiŋ
bondad	bondˈad
aserca	asˈerka
buskeda	buskˈeda
tradicion	tradisjˈoŋ
natacion	natasjˈoŋ
tosa	tˈosa
rango	rˈanɡo
shock	ʃˈokk
Matutino	matutˈino
mano	mˈano
ilegal	ileɡˈal
extranhero	ekstranhˈero
grandemente	ɡrandemˈente
boletin	boletˈiŋ
perdiendo	perdjˈendo
strategia	stratˈexja
avionnan	avjˈonnan
expo	ˈekspo
civico	sivˈiko
muher	muhˈer
trahadornan	trahadˈornan
C	sˈe
teritorio	teritˈorjo
Caracas	karakˈas
Kiermen	kjermˈeŋ
budget	budxˈet
Geerman	xeːrmˈaŋ
banco	bˈanko
fortalece	fortalˈese
Problema	problˈema
pasando	pasˈando
UPA	ˈupa
Ricardo	rikˈardo
surpasa	surpˈasa
Natural	naturˈal
anja	ˈanja
conference	konferˈense
Paisnan	pˈa͡ɪsnan
operadornan	operadˈornan
Prinses	prinsˈes
problema	problˈema
finansas	finansˈas
acceso	aksˈeso
blanco	blˈanko
ambiental	ambjentˈal
domina	domˈina
Chris	t͡ʃrˈis
double	dˈowble
United	unitˈed
portal	portˈal
RDA	rdˈa
desconfianza	deskonfjˈanza
acreditacion	akreditasjˈoŋ
testnan	tˈestnan
porfin	porfˈiŋ
domino	domˈino
telefon	telefˈoŋ
Bahamas	bahamˈas
Grace	ɡrˈase
individuo	indivˈidwo
Sasaki	sasˈaki
linea	linˈea
REOI	reˈoj
educativo	edukatˈivo
oktober	oktobˈer
principionan	prinsipjˈonan
data	dˈata
Naturalmente	naturalmˈente
emplea	emplˈea
factor	faktˈor
Mihor	mihˈor
Kabinet	kabinˈet
rekesitonan	rekesitˈonan
dinamismo	dinamˈismo
drasticamente	drastikamˈente
union	unjˈoŋ
elegi	elˈexi
concentra	konsˈentra
dispensacion	dispensasjˈoŋ
encurasha	enkurˈaʃa
hermentnan	hermˈentnan
intensivamente	intensivamˈente
leu	lˈew
experencia	eksperˈensja
pintura	pintˈura
activo	aktˈivo
teniendo	tenjˈendo
compasion	kompasjˈoŋ
stranhero	stranhˈero
scenarionan	ssenarjˈonan
artificial	artifisjˈal
Computer	komputˈer
steun	stˈewŋ
contenido	kontenˈido
Asociacion	asosjasjˈoŋ
huesped	hwespˈed
automobilistanan	automobilistˈanan
Innovation	innovatjˈoŋ
Wim	wˈim
SDG	ˌɛsdˌeɡˈe
bataya	batˈaja
Autobus	autobˈus
corte	kˈorte
molinanan	molinˈanan
saluda	salˈuda
Ruiz	rˈujz
PNA	pnˈa
conocimento	konosimˈento
London	londˈoŋ
excepcion	ekssepsjˈoŋ
proteha	protˈeha
reglanan	reɡlˈanan
Interno	intˈerno
algun	alɡˈuŋ
internacionalmente	internasjonalmˈente
percura	perkˈura
invitadonan	invitadˈonan
apertura	apertˈura
copia	kˈopja
Marlon	marlˈoŋ
famoso	famˈoso
number	numbˈer
pedofilia	pedofˈilja
bishitantenan	biʃitantˈenan
bisti	bˈisti
profundo	profˈundo
creativo	kreatˈivo
Richi	rˈit͡ʃi
Real	reˈal
BES	bˈes
auspicio	auspˈisjo
Koopmans	koːpmˈans
bulando	bulˈando
Joan	joˈaŋ
demostrando	demostrˈando
introduci	introdˈusi
agresion	aɡresjˈoŋ
Cola	kˈola
instancianan	instansjˈanan
cayendo	kajˈendo
Pesca	pˈeska
unanime	unanˈime
panico	panˈiko
paranda	parˈanda
maniobra	manjˈobra
ideanan	ideˈanan
Rocco	rˈokko
coregi	korˈexi
consumidor	konsumidˈor
departamentonan	departamentˈonan
desastroso	desastrˈoso
Thornton	thorntˈoŋ
comerciante	komersjˈante
direcion	diresjˈoŋ
coy	kˈoj
consideracion	konsiderasjˈoŋ
primordialmente	primordjalmˈente
Kawaiah	kawa͡ɪˈah
exterior	eksterjˈor
yiu	jjˈu
Helicopter	helikoptˈer
April	aprˈil
gritamento	ɡritamˈento
fast	fˈast
it	ˈit
rehabilita	rehabilˈita
fortifica	fortifˈika
Store	stˈore
serie	sˈerje
Latin	latˈiŋ
lus	lˈus
consumi	konsˈumi
Pueblo	pwˈeblo
speedboat	speːdboˈat
Renny	rˈenni
voluntarionan	voluntarjˈonan
Directie	dirˈektje
sinta	sˈinta
perfecto	perfˈekto
donacion	donasjˈoŋ
charlanan	t͡ʃarlˈanan
Intensivo	intensˈivo
comisario	komisˈarjo
recherchenan	ret͡ʃert͡ʃˈenan
subraya	subrˈaja
inscripcion	inskripsjˈoŋ
ATIA	ˈatja
alternativa	alternatˈiva
Zodiac	zodjˈak
cerando	serˈando
Abo	ˈabo
caotico	kaotˈiko
Haiti	hˈa͡ɪti
Hong	hˈonɡ
Scheepvaart	st͡ʃeːpvˈaːrt
cayente	kajˈente
bez	bˈez
aya	ˈaja
Frans	frˈans
Animal	animˈal
size	sˈize
biologico	bjoloxˈiko
supla	sˈupla
Tempo	tˈempo
atleta	atlˈeta
deal	deˈal
Hubentud	hubentˈud
exigencianan	eksixensjˈanan
candela	kandˈela
instalacionnan	instalasjˈonnan
Ordenansa	ordenˈansa
miembro	mjˈembro
virtual	virtwˈal
caos	kaˈos
enfoke	enfˈoke
reconoci	rekonˈosi
blokia	blˈokja
mehora	mehˈora
vacuna	vakˈuna
migracion	miɡrasjˈoŋ
yamada	jamˈada
cuestiona	kwestjˈona
Marisol	marisˈol
Hobennan	hobˈennan
poder	podˈer
boei	bˈuj
Dr	dˌeˈɛr
cruza	krˈuza
payaso	pajˈaso
holoshi	holˈoʃi
First	fˈirst
comite	komˈite
prohimo	prohˈimo
Grant	ɡrˈant
dato	dˈato
comprende	komprˈende
territorial	territorjˈal
supletorio	supletˈorjo
base	bˈase
Berdad	berdˈad
Dangui	dˈanɡj
autobus	autobˈus
señalnan	seɲˈalnan
Takelwagen	takelwaxˈeŋ
universidad	universidˈad
Kranwinkel	kranwinkˈel
edicion	edisjˈoŋ
periodista	perjodˈista
Medio	mˈedjo
ciruhano	siruhˈano
Cruz	krˈuz
intensifica	intensifˈika
Saladin	saladˈiŋ
Lampe	lˈampe
hacie	hˈasje
Texier	teksjˈer
oral	orˈal
APP	ˈapp
conhuntamente	konhuntamˈente
Abuse	abˈuse
via	vjˈa
tip	tˈip
Rescate	reskˈate
memoria	memˈorja
placer	plasˈer
Loonsubsidie	loːnsubsˈidje
Depresion	depresjˈoŋ
purba	pˈurba
prueba	prwˈeba
perhudica	perhudˈika
filma	fˈilma
Go	ɡˈo
miles	milˈes
mercadonan	merkadˈonan
igual	iɡwˈal
opositornan	opositˈornan
inclusivo	inklusˈivo
desconecta	deskonˈekta
muestranan	mwestrˈanan
districtonan	distriktˈonan
integridad	inteɡridˈad
ocaciona	okasjˈona
subidanan	subidˈanan
Politie	polˈitje
fecha	fˈet͡ʃa
Hooyboer	hoːjbˈur
mandato	mandˈato
inhustamente	inhustamˈente
aumento	aumˈento
Endy	ˈendi
restructuracion	restrukturasjˈoŋ
beneficia	benefˈisja
februari	febrwˈari
profundidad	profundidˈad
Energia	enˈerxja
meter	metˈer
Sinembargo	sinembˈarɡo
page	pˈaxe
miyonario	mijonˈarjo
suela	swˈela
agenda	axˈenda
Parti	pˈarti
PPS	pˌepˌeˈɛs
cos	kˈos
preferi	prefˈeri
castigabel	kastiɡabˈel
ok	ˈok
raportahe	raportˈahe
descuido	deskˈujdo
concentracion	konsentrasjˈoŋ
Papaya	papˈaja
Awo	ˈawo
WTO	wtˈo
Delivery	delivˈeri
speed	spˈeːd
dianan	djˈanan
Happy	hˈappi
voorzitter	voːrzittˈer
empeora	empeˈora
poniendo	ponjˈendo
beneficioso	benefisjˈoso
piloto	pilˈoto
mitiga	mitˈiɡa
Gino	xˈino
resolve	resˈolve
Peru	pˈeru
indirectamente	indirektamˈente
Puerto	pwˈerto
Airport	a͡ɪrpˈort
universidadnan	universidˈadnan
protegi	protˈexi
bar	bˈar
cambio	kˈambjo
Al	ˈal
Rancho	rˈant͡ʃo
Dance	dˈanse
debenan	debˈenan
verboden	verbodˈeŋ
cliente	kljˈente
pakete	pakˈete
grado	ɡrˈado
conceptonan	konseptˈonan
appel	appˈel
IMF	ˈimf
trabao	trabˈao
autoridadnan	autoridˈadnan
yen	jˈeŋ
temponan	tempˈonan
Si	sˈi
echo	ˈet͡ʃo
pagado	paɡˈado
Give	xˈive
diferencia	diferˈensja
consultanan	konsultˈanan
emisora	emisˈora
tereno	terˈeno
Solutions	solutjˈons
maltrato	maltrˈato
confidencial	konfidensjˈal
etica	etˈika
Douane	dowˈane
incinerator	insineratˈor
muchanan	mut͡ʃˈanan
alabes	alabˈes
no	nˈo
hustamente	hustamˈente
convoca	konvˈoka
Patruya	patrˈuja
DI	dˈi
revision	revisjˈoŋ
kwihi	kwˈihi
up	ˈup
evaluacion	evalwasjˈoŋ
complice	komplˈise
Investigacion	investiɡasjˈoŋ
sino	sˈino
Tienda	tjˈenda
prefera	prefˈera
adaptacionnan	adaptasjˈonnan
biahe	bjˈahe
oponente	oponˈente
Henriquez	henrikwˈez
competente	kompetˈente
liña	lˈiɲa
principio	prinsˈipjo
quizas	kwizˈas
AUA	ˈawa
train	trˈa͡ɪŋ
aunque	aˈunkwe
Choller	t͡ʃollˈer
consenshi	konsˈenʃi
doloroso	dolorˈoso
contacta	kontˈakta
Malmok	malmˈok
segundo	seɡˈundo
vigilando	vixilˈando
adelante	adelˈante
bandona	bandˈona
fotografia	fotoɡrˈafja
midi	mˈidi
avisa	avˈisa
legal	leɡˈal
aparece	aparˈese
Pfizer	pfizˈer
Ruth	rˈuth
mocion	mosjˈoŋ
noble	nˈoble
Riba	rˈiba
castigable	kastiɡˈable
hora	hˈora
paketenan	paketˈenan
peor	peˈor
Alberto	albˈerto
Airbus	a͡ɪrbˈus
fundador	fundadˈor
Conchi	kˈont͡ʃi
burachi	burˈat͡ʃi
abordo	abˈordo
pool	pˈoːl
locura	lokˈura
podernan	podˈernan
fix	fˈiks
privacidad	privasidˈad
usual	uswˈal
mision	misjˈoŋ
preto	prˈeto
miho	mˈiho
titula	titˈula
preferencia	preferˈensja
stop	stˈop
hogarnan	hoɡˈarnan
eyriba	ejrˈiba
detaya	detˈaja
moratorio	moratˈorjo
sentimentonan	sentimentˈonan
scuchando	skut͡ʃˈando
familiar	familjˈar
Bernadina	bernadˈina
Hassell	hassˈell
Kisas	kisˈas
Democracia	demokrˈasja
baby	bˈabi
hefe	hˈefe
Nort	nˈort
Isla	ˈisla
edicionnan	edisjˈonnan
etc	ˈetk
segunda	seɡˈunda
reina	rˈe͡ɪna
MP	ˌɛmpˈe
Casnan	kˈasnan
natural	naturˈal
Financia	finˈansja
asegura	aseɡˈura
yega	jˈeɡa
strobando	strobˈando
noticia	notˈisja
speranza	sperˈanza
adelanta	adelˈanta
posibel	posibˈel
supuestamente	supwestamˈente
completa	komplˈeta
Huis	hˈujs
saludabel	saludabˈel
intencion	intensjˈoŋ
productor	produktˈor
asesinato	asesinˈato
grandi	ɡrˈandi
ami	ˈami
Ronella	ronˈella
remedi	remˈedi
dao	dˈao
intacto	intˈakto
clientenan	kljentˈenan
avansa	avˈansa
webo	wˈebo
dialogo	djalˈoɡo
Situacion	sitwasjˈoŋ
Koningstraat	koninɡstrˈaːt
cientifico	sjentifˈiko
afortunadamente	afortunadamˈente
Hose	hˈose
criteria	kritˈerja
conocemento	konosemˈento
Happiness	happinˈess
Pasa	pˈasa
gusto	ɡˈusto
Chevrolet	t͡ʃevrolˈet
Riu	rjˈu
hazaña	hazˈaɲa
Uno	ˈuno
departamento	departamˈento
ALV	ˈalv
dor	dˈor
descuento	deskwˈento
Husticia	hustˈisja
mascotanan	maskotˈanan
revolver	revolvˈer
robez	robˈez
fabuloso	fabulˈoso
proposito	proposˈito
desordo	desˈordo
lastima	lastˈima
Besaril	besarˈil
autorisacion	autorisasjˈoŋ
prominente	prominˈente
Company	kompˈani
Constantemente	konstantemˈente
festivo	festˈivo
Brazil	brazˈil
matrimonio	matrimˈonjo
Hato	hˈato
panel	panˈel
cobertura	kobertˈura
cay	kˈaj
misanan	misˈanan
abierto	abjˈerto
Innovacion	innovasjˈoŋ
tristo	trˈisto
Corupcion	korupsjˈoŋ
minuut	minˈyt
ofishi	ofˈiʃi
recomendabel	rekomendabˈel
salo	sˈalo
Knops	knˈops
cahanan	kahˈanan
grabacion	ɡrabasjˈoŋ
explosivo	eksplosˈivo
SPO	spˈo
electrico	elektrˈiko
temperatura	temperatˈura
alinea	alinˈea
escrito	eskrˈito
ela	ˈela
importa	impˈorta
Donald	donˈald
incidental	insidentˈal
Oranje	orˈanje
Complex	komplˈeks
estricto	estrˈikto
formalisa	formalˈisa
malisimo	malisˈimo
Integracion	inteɡrasjˈoŋ
Resiliente	resiljˈente
tristeza	tristˈeza
ilegalnan	ileɡˈalnan
beneficio	benefˈisjo
reconocimento	rekonosimˈento
PIN	pˈiŋ
infecta	infˈekta
mexicano	meksikˈano
HAVO	hˈavo
conservacion	konservasjˈoŋ
organisacionan	orɡanisasjˈonan
acelera	aselˈera
Groot	ɡrˈoːt
fondo	fˈondo
sexualmente	sekswalmˈente
rasa	rˈasa
restaurant	restaurˈant
estilo	estˈilo
soño	sˈoɲo
Debe	dˈebe
Shailiny	ʃa͡ɪlˈini
detene	detˈene
tankinan	tankˈinan
enfrentando	enfrentˈando
biblioteca	bibljotˈeka
Falta	fˈalta
grandinan	ɡrandˈinan
biniendo	binjˈendo
creencia	krˈeːnsja
skirbi	skˈirbi
Prof	prˈof
resisti	resˈisti
opinionnan	opinjˈonnan
continua	kontˈinwa
dialuna	djalˈuna
actornan	aktˈornan
APA	ˈapa
comprobante	komprobˈante
riñon	riɲˈoŋ
Kort	kˈort
Cacho	kˈat͡ʃo
Celebracion	selebrasjˈoŋ
ripara	ripˈara
KvK	kˌavˈekˈa
negocia	neɡˈosja
Papa	pˈapa
tradicional	tradisjonˈal
Candelaria	kandelˈarja
BNA	bnˈa
Agencia	axˈensja
Francisco	fransˈisko
News	nˈews
horizonte	horizˈonte
recursonan	rekursˈonan
DAO	dˈao
Bombero	bombˈero
Oranjestad	oranjestˈad
Juan	jwˈaŋ
Rey	rˈej
Gobernacion	ɡobernasjˈoŋ
Inspector	inspektˈor
sospecho	sospˈet͡ʃo
entregando	entreɡˈando
Pabien	pabjˈeŋ
maltratando	maltratˈando
Siguiendo	siɡjˈendo
hisa	hˈisa
aplicabel	aplikabˈel
DIARIO	djˈarjo
tratando	tratˈando
IBIS	ibˈis
scan	skˈaŋ
rico	rˈiko
central	sentrˈal
hermana	hermˈana
seccionnan	seksjˈonnan
recoge	rekˈoxe
Formacion	formasjˈoŋ
kehonan	kehˈonan
BO	bˈo
Hende	hˈende
porvenir	porvenˈir
terapia	terˈapja
oficinanan	ofisinˈanan
wega	wˈeɡa
Mescos	meskˈos
servicionan	servisjˈonan
ASTEC	astˈek
edadnan	edˈadnan
pues	pwˈes
separa	sepˈara
Rekenkamer	rekenkamˈer
WEB	wˈeb
permiti	permˈiti
Arubadag	arubadˈaɡ
pashentnan	paʃˈentnan
Stichting	stit͡ʃtˈinɡ
SLM	ˌɛsˌɛlˈɛm
Romano	romˈano
Pues	pwˈes
Lid	lˈid
manual	manwˈal
cultura	kultˈura
profila	profˈila
cambia	kˈambja
gana	ɡˈana
oro	ˈoro
Juffrouw	juffrˈoww
Bucuti	bukˈuti
mensahenan	mensahˈenan
djis	d͡ʒˈis
top	tˈop
mln	ˌɛmˌɛlˈɛn
renoba	renˈoba
atras	atrˈas
cautela	kautˈela
implementacion	implementasjˈoŋ
acusacion	akusasjˈoŋ
postkantoor	postkantˈoːr
Nota	nˈota
pendiente	pendjˈente
evidente	evidˈente
graba	ɡrˈaba
sostenibilidad	sostenibilidˈad
asientonan	asjentˈonan
protega	protˈeɡa
worde	wˈorde
Interest	interˈest
inicialmente	inisjalmˈente
Recherche	ret͡ʃˈert͡ʃe
EPB	ˈepb
misterio	mistˈerjo
psycologo	psikolˈoɡo
informenan	informˈenan
sufri	sˈufri
pensioen	pensjˈuŋ
UNOCA	unˈoka
sentimento	sentimˈento
plamamento	plamamˈento
Caribense	karibˈense
slachtofferhulp	slat͡ʃtofferhˈulp
Dilanti	dilˈanti
benidero	benidˈero
tratamento	tratamˈento
los	lˈos
version	versjˈoŋ
patruyando	patrujˈando
Rodgers	rodxˈers
rosea	rosˈea
Haseth	hasˈeth
devastador	devastadˈor
Retiro	retˈiro
casinonan	kasinˈonan
Venezolanonan	venezolanˈonan
traspasa	traspˈasa
LG	ˌɛlɡˈe
acostumbrado	akostumbrˈado
multiple	multˈiple
DIA	djˈa
FMTB	ˌɛfˌɛmtˌebˈe
aspira	aspˈira
ratifica	ratifˈika
florece	florˈese
insiguridad	insiɡuridˈad
Sta	stˈa
credit	kredˈit
Rijbewijs	re͡ɪbewˈe͡ɪs
materialnan	materjˈalnan
ridiculo	ridikˈulo
cantica	kantˈika
priva	prˈiva
Candela	kandˈela
Nature	natˈure
cumbre	kˈumbre
cordial	kordjˈal
trabaonan	trabaˈonan
frecuenta	frekwˈenta
bida	bˈida
intermedia	intermˈedja
rek	rˈek
bati	bˈati
comporta	kompˈorta
procedimento	prosedimˈento
arubiano	arubjˈano
Finansa	finˈansa
Zr	zˌɛtˈɛr
Total	totˈal
IPA	ˈipa
CoronaVirus	korˈonavirˈus
inversionnan	inversjˈonnan
funcionamento	funsjonamˈento
Number	numbˈer
Tours	tˈowrs
fuseer	fusˈeːr
Interior	interjˈor
refugio	refˈuxjo
declaracionnan	deklarasjˈonnan
hopi	hˈopi
rij	rˈe͡ɪ
digitalisa	dixitalˈisa
empuhe	empˈuhe
pregunta	preɡˈunta
zuid	zˈujd
mayoria	majˈorja
maluza	malˈuza
Entretanto	entretˈanto
subsidio	subsˈidjo
dr	dˌeˈɛr
ADR	ˈadr
Militair	militˈa͡ɪr
incansabel	inkansabˈel
Nada	nˈada
Logicamente	loxikamˈente
respalda	respˈalda
rondo	rˈondo
ED	ˈed
detayes	detajˈes
acuerdo	akwˈerdo
bingo	bˈinɡo
aumentando	aumentˈando
participando	partisipˈando
decente	desˈente
vacatura	vakatˈura
negoshi	neɡˈoʃi
abusado	abusˈado
laboratorionan	laboratorjˈonan
Aduana	adwˈana
sifuera	sifwˈera
debe	dˈebe
cabez	kabˈez
CPR	sˌepˌeˈɛr
cabando	kabˈando
carta	kˈarta
emergencia	emerxˈensja
parke	pˈarke
Contact	kontˈakt
paga	pˈaɡa
cuida	kˈujda
simannan	simˈannan
emiti	emˈiti
open	opˈeŋ
lidera	lidˈera
Como	kˈomo
Van	vˈaŋ
par	pˈar
posecion	posesjˈoŋ
Comandante	komandˈante
spiritual	spiritwˈal
Su	sˈu
Jade	jˈade
campañanan	kampaɲˈanan
laat	lˈaːt
atencion	atensjˈoŋ
Samsung	samsˈunɡ
wak	wˈak
atracador	atrakadˈor
WOW	wˈow
Comunidad	komunidˈad
bringa	brˈinɡa
detaye	detˈaje
mascota	maskˈota
RST	ˌɛrˌɛstˈe
decreta	dekrˈeta
KYPA	kˈipa
angulo	anɡˈulo
Cumana	kumˈana
comun	komˈuŋ
DEA	dˈea
Karibe	karˈibe
desafionan	desafjˈonan
saldo	sˈaldo
stap	stˈap
