porowini	pˌɔrɔwˈini
Haina	hˈa͡ɪna
Kura	kˈu"ra
tarewa	tarˈewa
hoi	hˈo͡ɪ
kuku	kˈu"ku"
karamu	karˈamu"
kapene	kapˈene
mati	mˈati
tukuna	tu"kˈu"na
marau	marˈau"
Pōtitanga	pˌɔːtitˈaŋa
tumanakohia	tˌu"manˌakɔhˈia
kaiwhakaatu	kˌa͡ɪfakaˈatu"
whakaotia	fˌaka͡ʊtˈia
whawhati	fafˈati
In	ˈin
whakakotahi	fˌakakɔtˈahi
Rangatiratanga	rˌaŋatˌiratˈaŋa
whakairoiro	fˌaka͡ɪrˈo͡ɪrɔ
whakahokinga	fˌakahɔkˈiŋa
whaiāipo	fˌa͡ɪaːˈipɔ
kawai	kˈawa͡ɪ
uauatanga	ˌu"aˌu"atˈaŋa
Tirotiro	tˌirɔtˈirɔ
tāiri	taːˈiri
Rehunga	rehˈu"ŋa
tatou	tatˈou"
marena	marˈena
rekareka	rˌekarˈeka
karaipiture	kˌara͡ɪpitˈu"re
akoranga	ˌakɔrˈaŋa
mihingare	mˌihiŋˈare
Niho	nˈihɔ
whakamutunga	fˌakamu"tˈu"ŋa
tou	tˈou"
topuni	tɔpˈu"ni
Tetahi	tetˈahi
Our	ˈou"r
pōkākā	pɔːkˈaːkaː
Pīngao	pˈiːŋa͡ʊ
tiamana	tˌiamˈana
kuia	ku"ˈia
raupatu	rˌau"pˈatu"
tōpito	tɔːpˈitɔ
hihi	hˈihi
tohenga	tɔhˈeŋa
panuku	panˈu"ku"
ārahi	aːrˈahi
Waiorua	wˌa͡ɪɔrˈu"a
tīpune	tiːpˈu"ne
awe	ˈawe
ngō	ŋˈɔː
īmēra	iːmˈeːra
Raukawa	rˌau"kˈawa
whakatika	fˌakatˈika
Roa	rˈɔa
taitara	ta͡ɪtˈara
teenei	tˌeenˈei
tūturu	tu"ːtˈu"ru"
Arotake	ˌarɔtˈake
We	wˈe
tapaina	tapˈa͡ɪna
Naku	nˈaku"
potaka	pɔtˈaka
waro	wˈarɔ
tohutoro	tˌɔhu"tˈɔrɔ
wē	wˈeː
rīhi	rˈiːhi
tutū	tˈu"tu"ː
haina	hˈa͡ɪna
wiwi	wˈiwi
Āhua	aːhˈu"a
whakatūpatotanga	fˌakatˌu"ːpatɔtˈaŋa
kuri	kˈu"ri
hukapapa	hˌu"kapˈapa
rangitahi	rˌaŋitˈahi
raorao	rˈa͡ʊra͡ʊ
Nana	nˈana
mihinare	mˌihinˈare
haua	haˈu"a
aunoa	ˌau"nˈɔa
Taupō	taˈu"pɔː
kōhatu	kɔːhˈatu"
Mihingare	mˌihiŋˈare
NIR	nˈir
īmera	iːmˈera
pau	pˈau"
whakatautau	fˌakatˌau"tˈau"
huarere	hˌu"arˈere
teina	teˈina
tuakiritanga	tˌu"akˌiritˈaŋa
Pango	pˈaŋɔ
Pāwhiri	paːfˈiri
Uhia	u"hˈia
pōnānā	pɔːnˈaːnaː
Aperahama	ˌaperahˈama
Tira	tˈira
wā	wˈaː
moka	mˈɔka
ënei	enˈei
whakawaia	fˌakawˈa͡ɪa
whakaharahara	fˌakahˌarahˈara
tera	tˈera
tamariki	tˌamarˈiki
Mere	mˈere
Korimako	kˌɔrimˈakɔ
whakakaha	fˌakakˈaha
mauheretia	mˌau"hˌeretˈia
tauanga	tˌau"ˈaŋa
whakaatu	fˌakaˈatu"
hītori	hiːtˈɔri
Hakawau	hˌakawˈau"
Korowai	kɔrˈɔwa͡ɪ
manako	manˈakɔ
tatai	tˈata͡ɪ
Hawaiki	hawˈa͡ɪki
Kaiapoi	ka͡ɪˈapo͡ɪ
kāuta	kaːˈu"ta
tuuturu	tˌu"u"tˈu"ru"
ātārangi	ˌaːtaːrˈaŋi
Wehi	wˈehi
nāku	nˈaːku"
Wī	wˈiː
Airani	a͡ɪrˈani
puia	pu"ˈia
ira	ˈira
Ia	ˈia
koraha	kɔrˈaha
pēhanga	peːhˈaŋa
wehea	wehˈea
matawaka	mˌatawˈaka
kaitukumahi	kˌa͡ɪtu"ku"mˈahi
ripanga	ripˈaŋa
awhina	afˈina
homai	hˈɔma͡ɪ
arotake	ˌarɔtˈake
kapiheihana	kˌapihˌeihˈana
Pirihimana	pˌirihimˈana
whakamaru	fˌakamˈaru"
whakataurite	fˌakatˌau"rˈite
pīkau	piːkˈau"
Raukura	rˌau"kˈu"ra
irāmutu	ˌiraːmˈu"tu"
Nuku	nˈu"ku"
whakahekea	fˌakahekˈea
tewhatewha	tˌefatˈefa
horonga	hɔrˈɔŋa
Whakatauiratia	fˌakatˌau"ˌiratˈia
Puketapu	pˌu"ketˈapu"
Tīmata	tiːmˈata
Whanga	fˈaŋa
whakarōpūtanga	fˌakarˌɔːpu"ːtˈaŋa
tahua	tahˈu"a
tiria	tirˈia
ta	tˈa
rangahaua	rˌaŋahaˈu"a
tāpaea	taːpˈa͡ɪa
tai	tˈa͡ɪ
Pounamu	pˌou"nˈamu"
hahi	hˈahi
itiiti	ˌitiˈiti
whakatupuria	fˌakatˌu"pu"rˈia
herenga	herˈeŋa
roopu	rɔˈɔpu"
māhita	maːhˈita
kākano	kaːkˈanɔ
āpōpō	aːpˈɔːpɔː
tapa	tˈapa
ōritetanga	ˌɔːritetˈaŋa
harikoa	hˌarikˈɔa
namata	namˈata
mara	mˈara
kaitoi	kˈa͡ɪto͡ɪ
kōpae	kˈɔːpa͡ɪ
aahua	ˌaahˈu"a
whakaatangia	fˌakaˌataŋˈia
ngawhere	ŋafˈere
hīnau	hiːnˈau"
Awanui	ˌawanˈu"i
Pirimia	pˌirimˈia
Wairarapa	wˌa͡ɪrarˈapa
whakaturia	fˌakatu"rˈia
ārai	ˈaːra͡ɪ
Waahi	waˈahi
One	ˈɔne
whakairo	fakˈa͡ɪrɔ
kaa	kˈaa
rerekētanga	rˌerekeːtˈaŋa
waireka	wa͡ɪrˈeka
Kingi	kˈiŋi
māti	mˈaːti
Rahi	rˈahi
huruhuru	hˌu"ru"hˈu"ru"
kōrero	kˈɔːrerˌɔ
heru	hˈeru"
wahanga	wahˈaŋa
turia	tu"rˈia
mātātoa	mˌaːtaːtˈɔa
rēhitatanga	rˌeːhitatˈaŋa
pātuhi	paːtˈu"hi
Whakairia	fˌaka͡ɪrˈia
Arā	ˈaraː
huinga	hu"ˈiŋa
Koutu	koˈu"tu"
MMP	mmp
tawhiti	tafˈiti
matū	mˈatu"ː
pātahi	paːtˈahi
whaihua	fa͡ɪhˈu"a
whakatuu	fˌakatˈu"u"
Hoi	hˈo͡ɪ
urungi	u"rˈu"ŋi
karakara	kˌarakˈara
tiro	tˈirɔ
Whakarapa	fˌakarˈapa
anga	ˈaŋa
tauria	tˌau"rˈia
porowhita	pˌɔrɔfˈita
tahuna	tahˈu"na
Patea	patˈea
tāra	tˈaːra
hika	hˈika
kaki	kˈaki
Part	pˈart
Hōnore	hɔːnˈɔre
rerekē	rerˈekeː
Wiremu	wirˈemu"
whāriki	faːrˈiki
kekeno	kekˈenɔ
whaihanga	fa͡ɪhˈaŋa
tūmahi	tu"ːmˈahi
huakina	hˌu"akˈina
Tītokowaru	tˌiːtɔkɔwˈaru"
whakarewahia	fˌakarˌewahˈia
putaputa	pˌu"tapˈu"ta
moenga	mwˈeŋa
Pōtiki	pɔːtˈiki
nohonga	nɔhˈɔŋa
Roera	rwˈera
tau	tˈau"
Tuwhakairiora	tˌu"fakˌa͡ɪriˈɔra
Wahi	wˈahi
Herangi	herˈaŋi
kohinga	kɔhˈiŋa
waiariki	wˌa͡ɪarˈiki
wira	wˈira
Iāri	iˈaːri
Teira	teˈira
whakaiti	fakˈa͡ɪti
marara	marˈara
whakamatauria	fˌakamˌatau"rˈia
Punarua	pˌu"narˈu"a
whakahihiri	fˌakahihˈiri
tīpako	tiːpˈakɔ
pane	pˈane
Katorika	kˌatɔrˈika
pakitara	pˌakitˈara
Uira	u"ˈira
Onehunga	ˌɔnehˈu"ŋa
mawhiti	mafˈiti
taraiwa	tarˈa͡ɪwa
tunga	tˈu"ŋa
Itāriana	ˌitaːriˈana
Tuhoro	tu"hˈɔrɔ
rapua	rapˈu"a
Tukuna	tu"kˈu"na
rahaki	rahˈaki
Tapuwae	tapˈu"wa͡ɪ
Whakanui	fˌakanˈu"i
Mai	mˈa͡ɪ
puninga	pu"nˈiŋa
kōhanga	kɔːhˈaŋa
uira	u"ˈira
tirotirohanga	tˌirɔtˌirɔhˈaŋa
karihi	karˈihi
Maoritanga	mˌa͡ʊritˈaŋa
whakatakotoranga	fˌakatˌakɔtɔrˈaŋa
hononga	hɔnˈɔŋa
Ana	ˈana
Nathan	nˈathan
Honoa	hɔnˈɔa
kuhunga	ku"hˈu"ŋa
tawatawa	tˌawatˈawa
pōhiri	pɔːhˈiri
Āwhinatia	ˌaːfinatˈia
Henrietta	hˌenriˈetta
whakawhānuihia	fˌakafˌaːnu"ihˈia
koka	kˈɔka
pēke	pˈeːke
Toia	tˈo͡ɪa
marangai	marˈaŋa͡ɪ
Tūhuratia	tˌu"ːhu"ratˈia
Waihangatia	wˌa͡ɪhaŋatˈia
hohou	hɔhˈou"
awhi	ˈafi
kōhari	kɔːhˈari
Awatere	ˌawatˈere
tātua	taːtˈu"a
Karakia	kˌarakˈia
Emepaea	ˌemepˈa͡ɪa
tūwhera	tu"ːfˈera
Ehara	ehˈara
Taraia	tarˈa͡ɪa
Maaui	mˌaaˈu"i
Koina	kˈo͡ɪna
Tāwhai	tˈaːfa͡ɪ
Mēnā	mˈeːnaː
ketia	ketˈia
uru	ˈu"ru"
ruri	rˈu"ri
pani	pˈani
matatapu	mˌatatˈapu"
Korowaitanga	kˌɔrɔwa͡ɪtˈaŋa
kuhuna	ku"hˈu"na
weka	wˈeka
papai	pˈapa͡ɪ
ai	ˈa͡ɪ
hōtoke	hɔːtˈɔke
tomo	tˈɔmɔ
kōtuitui	kˌɔːtu"itˈu"i
Whangaparaoa	fˌaŋaparˈa͡ʊa
O	ˈɔ
tirohanga	tˌirɔhˈaŋa
Pitiroi	pitˈiro͡ɪ
kaitiakitanga	kˌa͡ɪtiˌakitˈaŋa
kauwhata	kˌau"fˈata
taipakeke	tˌa͡ɪpakˈeke
Wikitōria	wˌikitɔːrˈia
mārire	maːrˈire
pērā	pˈeːraː
ahuwhenua	ˌahu"fenˈu"a
Pātai	pˈaːta͡ɪ
huanga	hu"ˈaŋa
kanorau	kˌanɔrˈau"
whakanikoniko	fˌakanˌikɔnˈikɔ
matakitaki	mˌatakitˈaki
mata	mˈata
W	w
Kāpene	kaːpˈene
kauneke	kˌau"nˈeke
MāoriHe	maːˈɔrihˈe
Ngāwai	ŋˈaːwa͡ɪ
miriona	mˌiriˈɔna
porihanga	pˌɔrihˈaŋa
pikitanga	pˌikitˈaŋa
Kaikoura	kˌa͡ɪkoˈu"ra
Hahi	hˈahi
utu	ˈu"tu"
Ngati	ŋˈati
Taitokerau	tˌa͡ɪtɔkerˈau"
takahurihuri	tˌakahˌu"rihˈu"ri
Horo	hˈɔrɔ
ngawha	ŋˈafa
tikina	tikˈina
whakarereketanga	fˌakarˌereketˈaŋa
whakamā	fakˈamaː
pākete	paːkˈete
iraoho	irˈa͡ʊhɔ
āporo	aːpˈɔrɔ
whiringa	firˈiŋa
oneone	ˌɔneˈɔne
whakapaoho	fˌakapˈa͡ʊhɔ
rīriri	riːrˈiri
Rumaki	ru"mˈaki
tohumate	tˌɔhu"mˈate
Hotunui	hˌɔtu"nˈu"i
umanga	u"mˈaŋa
poroa	pɔrˈɔa
Karihi	karˈihi
Manatū	manˈatu"ː
MāoriTe	maːˈɔritˈe
takuhe	takˈu"he
Māhuri	maːhˈu"ri
Kunenga	ku"nˈeŋa
Rangitāke	rˌaŋitˈaːke
hoa	hˈɔa
teitei	tˌeitˈei
Mo	mˈɔ
Moriori	mˌɔriˈɔri
Tikipunga	tˌikipˈu"ŋa
hoko	hˈɔkɔ
hamumu	hamˈu"mu"
taumahi	tˌau"mˈahi
Nawai	nˈawa͡ɪ
Ina	ˈina
Mango	mˈaŋɔ
tarāwaho	tˌaraːwˈahɔ
Ipukarea	ˌipu"karˈea
tangihia	tˌaŋihˈia
parekura	pˌarekˈu"ra
hangi	hˈaŋi
rangimārie	rˌaŋimaːrˈie
tāhuna	taːhˈu"na
Whata	fˈata
haeretia	hˌa͡ɪretˈia
kaitiaki	kˌa͡ɪtiˈaki
motuka	mɔtˈu"ka
hohonu	hɔhˈɔnu"
Paki	pˈaki
Mīharo	miːhˈarɔ
pāpori	paːpˈɔri
Hika	hˈika
tīkiti	tiːkˈiti
tātaitanga	tˌaːta͡ɪtˈaŋa
Panoni	panˈɔni
haere	hˈa͡ɪre
patuki	patˈu"ki
watea	watˈea
whaea	fˈa͡ɪa
tutakina	tˌu"takˈina
tito	tˈitɔ
E	ˈe
roha	rˈɔha
mamae	mˈama͡ɪ
Aratakina	ˌaratakˈina
tukatuka	tˌu"katˈu"ka
porohita	pˌɔrɔhˈita
ngoto	ŋˈɔtɔ
whakahoki	fˌakahˈɔki
Hēmi	hˈeːmi
whāngai	fˈaːŋa͡ɪ
Manaia	manˈa͡ɪa
poutokomanawa	pˌou"tˌɔkɔmanˈawa
pūkeko	pu"ːkˈekɔ
turakina	tˌu"rakˈina
taurua	tˌau"rˈu"a
Marangai	marˈaŋa͡ɪ
hauota	hˌau"ˈɔta
kōpū	kˈɔːpu"ː
hōpua	hɔːpˈu"a
piri	pˈiri
Rārangi	raːrˈaŋi
taenga	tˈa͡ɪŋa
Papatūānuku	pˌapatˌu"ːaːnˈu"ku"
humarie	hˌu"marˈie
maihi	mˈa͡ɪhi
peha	pˈeha
whakatūwhera	fˌakatu"ːfˈera
paparau	pˌaparˈau"
kaihanga	ka͡ɪhˈaŋa
Pihinga	pihˈiŋa
ena	ˈena
pera	pˈera
nōu	nˈɔːu"
Poto	pˈɔtɔ
paerewa	pa͡ɪrˈewa
Tangihanga	tˌaŋihˈaŋa
Harakeke	hˌarakˈeke
mātau	maːtˈau"
muru	mˈu"ru"
wahapu	wahˈapu"
ïnanga	inˈaŋa
keke	kˈeke
Tūhurahia	tˌu"ːhu"rahˈia
Rangihiroa	rˌaŋihirˈɔa
whakatakotohia	fˌakatˌakɔtɔhˈia
ariā	arˈiaː
tarutaru	tˌaru"tˈaru"
kaiuru	ka͡ɪˈu"ru"
Upoko	u"pˈɔkɔ
Aromātai	ˌarɔmˈaːta͡ɪ
kaitaunaki	kˌa͡ɪtau"nˈaki
moroiti	mɔrˈo͡ɪti
ara	ˈara
Tāpiritia	tˌaːpiritˈia
Kerei	kerˈei
whanonga	fanˈɔŋa
whakatītina	fˌakatiːtˈina
Roto	rˈɔtɔ
aata	aˈata
rūmaki	ru"ːmˈaki
Pōkeka	pɔːkˈeka
kōhure	kɔːhˈu"re
ngarahu	ŋarˈahu"
nā	nˈaː
hao	hˈa͡ʊ
kaupapa	kˌau"pˈapa
whakahaua	fˌakahaˈu"a
Hune	hˈu"ne
tūmatanui	tˌu"ːmatanˈu"i
uta	ˈu"ta
Nōu	nˈɔːu"
Pa	pˈa
Kōkiri	kɔːkˈiri
tuhituhi	tˌu"hitˈu"hi
ratonga	ratˈɔŋa
kāwanatanga	kˌaːwanatˈaŋa
māharahara	mˌaːharahˈara
Tikina	tikˈina
nōku	nˈɔːku"
haratau	hˌaratˈau"
tamatāne	tˌamatˈaːne
kārangaranga	kˌaːraŋarˈaŋa
whakawehe	fˌakawˈehe
Paipera	pa͡ɪpˈera
Kuaka	ku"ˈaka
paheko	pahˈekɔ
hora	hˈɔra
Kore	kˈɔre
memeha	memˈeha
enei	enˈei
whakamāmā	fˌakamˈaːmaː
ōpaki	ɔːpˈaki
Taku	tˈaku"
tauwhitiwhiti	tˌau"fˌitifˈiti
oro	ˈɔrɔ
makau	makˈau"
Tuia	tu"ˈia
moana	mɔˈana
äkonga	akˈɔŋa
Māehe	maːˈehe
pirau	pirˈau"
kōnui	kɔːnˈu"i
pehia	pehˈia
Huirapa	hˌu"irˈapa
Nu	nˈu"
werawera	wˌerawˈera
hauā	haˈu"aː
anōtia	ˌanɔːtˈia
kokowai	kɔkˈɔwa͡ɪ
putake	pu"tˈake
whakaae	fakˈaa͡ɪ
Whakairo	fakˈa͡ɪrɔ
Kawenata	kˌawenˈata
raparapa	rˌaparˈapa
pūkana	pu"ːkˈana
tapawha	tapˈafa
tēpu	tˈeːpu"
nahanaha	nˌahanˈaha
Whaea	fˈa͡ɪa
tohorā	tɔhˈɔraː
mohoa	mɔhˈɔa
paetae	pˈa͡ɪta͡ɪ
whakawhitiwhitinga	fˌakafˌitifitˈiŋa
tūpato	tu"ːpˈatɔ
Huhuti	hu"hˈu"ti
miere	miˈere
maipi	mˈa͡ɪpi
Kaiako	ka͡ɪˈakɔ
tauāki	tˌau"ˈaːki
pāwhiri	paːfˈiri
Āhuahanga	ˌaːhu"ahˈaŋa
Tahi	tˈahi
poitūkohu	pˌo͡ɪtu"ːkˈɔhu"
pakeha	pakˈeha
kōkiritia	kˌɔːkiritˈia
ko	kˈɔ
Tono	tˈɔnɔ
Moutere	mˌou"tˈere
hoihoi	hˈo͡ɪho͡ɪ
whakatapua	fˌakatapˈu"a
Aoniwaho	ˌa͡ʊniwˈahɔ
Kāwhia	kaːfˈia
Kaikohe	ka͡ɪkˈɔhe
nūpepa	nu"ːpˈepa
tōku	tˈɔːku"
Rongoā	rɔŋˈɔaː
ngāwari	ŋaːwˈari
unahi	u"nˈahi
kuaha	ku"ˈaha
Wāwāhi	waːwˈaːhi
maringi	marˈiŋi
kirikiri	kˌirikˈiri
Tuhia	tu"hˈia
māraurau	mˌaːrau"rˈau"
kōhinu	kɔːhˈinu"
Tairawhiti	tˌa͡ɪrafˈiti
kia	kˈia
whakarewa	fˌakarˈewa
maiangi	ma͡ɪˈaŋi
Marautanga	mˌarau"tˈaŋa
tuunga	tu"ˈu"ŋa
Ngāmotu	ŋaːmˈɔtu"
Whakaputanga	fˌakapu"tˈaŋa
kararehe	kˌararˈehe
tetehi	tetˈehi
pepeha	pepˈeha
taputapu	tˌapu"tˈapu"
Ō	ˈɔː
Pēke	pˈeːke
whakaaroaro	fˌakaˌarɔˈarɔ
Whakamāramatia	fˌakamˌaːramatˈia
pūtoru	pu"ːtˈɔru"
taumahatanga	tˌau"mˌahatˈaŋa
kiato	kiˈatɔ
wero	wˈerɔ
rehurehu	rˌehu"rˈehu"
haupapa	hˌau"pˈapa
rikarika	rˌikarˈika
whakamāoritia	fˌakamˌaːɔritˈia
porangi	pɔrˈaŋi
toa	tˈɔa
whakamanamana	fˌakamˌanamˈana
pāhotia	pˌaːhɔtˈia
kairangahau	kˌa͡ɪraŋahˈau"
kuhua	ku"hˈu"a
raima	rˈa͡ɪma
paura	paˈu"ra
tautokona	tˌau"tɔkˈɔna
Ara	ˈara
matapaki	mˌatapˈaki
pūare	pu"ːˈare
rānei	raːnˈei
whaanau	fˌaanˈau"
Koia	kˈo͡ɪa
Tawhaki	tafˈaki
tīpakohia	tˌiːpakɔhˈia
whakatahi	fˌakatˈahi
whangai	fˈaŋa͡ɪ
kongakonga	kˌɔŋakˈɔŋa
pō	pˈɔː
haoa	hˈa͡ʊa
tāone	taːˈɔne
panaia	panˈa͡ɪa
whakatūranga	fˌakatu"ːrˈaŋa
harakoa	hˌarakˈɔa
whakaarahia	fˌakaˌarahˈia
tahaki	tahˈaki
tuākana	tˌu"aːkˈana
Ko	kˈɔ
Kawa	kˈawa
koinei	ko͡ɪnˈei
Āpirana	ˌaːpirˈana
kohua	kɔhˈu"a
whanaunga	fˌanaˈu"ŋa
ākene	aːkˈene
ahuatanga	ˌahu"atˈaŋa
tene	tˈene
akau	akˈau"
Kuki	kˈu"ki
urunga	u"rˈu"ŋa
whakahaere	fˌakahˈa͡ɪre
akonga	akˈɔŋa
wehewehe	wˌehewˈehe
Āhia	aːhˈia
oi	ˈo͡ɪ
nohanga	nɔhˈaŋa
kaihoe	kˈa͡ɪhwe
kauwae	kaˈu"wa͡ɪ
inaianei	ˌina͡ɪanˈei
tōmua	tɔːmˈu"a
whakawhanaunga	fˌakafˌanaˈu"ŋa
Hou	hˈou"
tāutuhia	tˌaːu"tu"hˈia
Rongo	rˈɔŋɔ
Two	twˈɔ
torutoru	tˌɔru"tˈɔru"
Ka	kˈa
tīmataria	tˌiːmatarˈia
wetereo	wˌeterˈeɔ
rori	rˈɔri
Pehea	pehˈea
Kaporeihana	kˌapɔrˌeihˈana
Whaanga	faˈaŋa
Tekau	tekˈau"
hoehoe	hwˈehwe
tūrama	tu"ːrˈama
Rangitaiki	rˌaŋitˈa͡ɪki
Waiho	wˈa͡ɪhɔ
whakararu	fˌakarˈaru"
Whakarōpūhia	fˌakarˌɔːpu"ːhˈia
rawa	rˈawa
unu	ˈu"nu"
Mahere	mahˈere
Rāhiri	raːhˈiri
raraunga	rˌaraˈu"ŋa
whakawakia	fˌakawakˈia
arumoni	ˌaru"mˈɔni
Kohimarama	kˌɔhimarˈama
Whakatō	fakˈatɔː
Rarotonga	rˌarɔtˈɔŋa
Karere	karˈere
whakaorangia	fˌaka͡ʊraŋˈia
totohe	tɔtˈɔhe
paua	paˈu"a
titaha	titˈaha
mangu	mˈaŋu"
titikaha	tˌitikˈaha
Hutt	hˈu"tt
weherua	wˌeherˈu"a
kano	kˈanɔ
print	prˈint
pōtitia	pˌɔːtitˈia
Tamure	tamˈu"re
Pū	pˈu"ː
kuhu	kˈu"hu"
tumau	tu"mˈau"
whakaruruhau	fˌakarˌu"ru"hˈau"
whakahaeretanga	fˌakahˌa͡ɪretˈaŋa
Rāhoroi	raːhˈɔro͡ɪ
pātene	paːtˈene
ratou	ratˈou"
Rāwiri	raːwˈiri
TMoA	tmˈɔˈa
takina	takˈina
Tūmatauenga	tˌu"ːmatˌau"ˈeŋa
aratohu	ˌaratˈɔhu"
tapatapahi	tˌapatapˈahi
iri	ˈiri
Women	wˈɔmen
aia	ˈa͡ɪa
weroa	werˈɔa
awhinatia	ˌafinatˈia
Whaia	fˈa͡ɪa
tūhuratanga	tˌu"ːhu"ratˈaŋa
whakawhanaketia	fˌakafˌanaketˈia
Kati	kˈati
ripoata	rˌipɔˈata
Tianara	tˌianˈara
Marangaranga	mˌaraŋarˈaŋa
whakahaerea	fˌakaha͡ɪrˈea
Whai	fˈa͡ɪ
Itāria	ˌitaːrˈia
whakawhānau	fˌakafaːnˈau"
Tokowhā	tɔkˈɔfaː
whitiki	fitˈiki
tautohua	tˌau"tɔhˈu"a
hiku	hˈiku"
tāpui	taːpˈu"i
ruarua	rˌu"arˈu"a
kohuru	kɔhˈu"ru"
Wiwi	wˈiwi
uwha	ˈu"fa
Kahawai	kahˈawa͡ɪ
wharenui	fˌarenˈu"i
maioro	ma͡ɪˈɔrɔ
Ūpoko	u"ːpˈɔkɔ
Ratonga	ratˈɔŋa
whēnā	fˈeːnaː
rangatahi	rˌaŋatˈahi
hapuu	hapˈu"u"
Whiriwhiria	fˌirifirˈia
Mahuta	mahˈu"ta
tōnā	tˈɔːnaː
pūtohu	pu"ːtˈɔhu"
moe	mwˈe
taramea	tˌaramˈea
whakatikanga	fˌakatikˈaŋa
hē	hˈeː
Whakamāramahia	fˌakamˌaːramahˈia
urupā	uɹˈupaː
Karaiti	karˈa͡ɪti
koeke	kwˈeke
whakamōmona	fˌakamɔːmˈɔna
whakangao	fakˈaŋa͡ʊ
tāruatanga	tˌaːru"atˈaŋa
utanga	u"tˈaŋa
Hapori	hapˈɔri
tātaihia	tˌaːta͡ɪhˈia
Ariki	arˈiki
kukume	ku"kˈu"me
wāwāhi	waːwˈaːhi
Ahau	ahˈau"
tunu	tˈu"nu"
taketake	tˌaketˈake
paiheneti	pˌa͡ɪhenˈeti
kairūri	ka͡ɪrˈu"ːri
kaiurungi	kˌa͡ɪu"rˈu"ŋi
Ārai	ˈaːra͡ɪ
piritahi	pˌiritˈahi
whata	fˈata
haramai	harˈama͡ɪ
Wharekauri	fˌarekaˈu"ri
whakatepe	fˌakatˈepe
tūmomo	tu"ːmˈɔmɔ
pakipūmeka	pˌakipu"ːmˈeka
tātaritanga	tˌaːtaritˈaŋa
pūtoro	pu"ːtˈɔrɔ
paa	pˈaa
Runtime	ru"ntˈime
wairākau	wˌa͡ɪraːkˈau"
tukinga	tu"kˈiŋa
Maramataka	mˌaramatˈaka
uiui	ˌu"iˈu"i
pire	pˈire
Kororāreka	kˌɔrɔraːrˈeka
taihoa	ta͡ɪhˈɔa
mare	mˈare
whakamate	fˌakamˈate
waitohua	wˌa͡ɪtɔhˈu"a
Rangimarie	rˌaŋimarˈie
Mihi	mˈihi
Rona	rˈɔna
arawhata	ˌarafˈata
tia	tˈia
pukumahi	pˌu"ku"mˈahi
pōwhiritia	pˌɔːfiritˈia
raupapahia	rˌau"pˌapahˈia
pango	pˈaŋɔ
Motu	mˈɔtu"
ure	ˈu"re
teenaa	tˌeenˈaa
rūnanga	ru"ːnˈaŋa
hiraka	hirˈaka
M	m
witi	wˈiti
tāruke	taːrˈu"ke
tui	tˈu"i
haumarutanga	hˌau"mˌaru"tˈaŋa
matapakihia	mˌatapˌakihˈia
Waipounamu	wˌa͡ɪpou"nˈamu"
Tohutohu	tˌɔhu"tˈɔhu"
tārewa	taːrˈewa
wawatatia	wˌawatatˈia
Rāpare	raːpˈare
Mauao	maˈu"a͡ʊ
Ōpōtiki	ˌɔːpɔːtˈiki
Pae	pˈa͡ɪ
Hare	hˈare
Hohepa	hɔhˈepa
Whakaaturanga	fˌakaˌatu"rˈaŋa
wä	wˈa
Ötautahi	ˌɔtau"tˈahi
whakarua	fˌakarˈu"a
tūkino	tu"ːkˈinɔ
Wēteriana	wˌeːteriˈana
parepare	pˌarepˈare
Pātaka	paːtˈaka
Pumi	pˈu"mi
pine	pˈine
Hautanga	hˌau"tˈaŋa
Kahore	kahˈɔre
tautoko	tˌau"tˈɔkɔ
into	ˈintɔ
tungāne	tu"ŋˈaːne
āwhio	aːfˈiɔ
Whakahau	fˌakahˈau"
Pare	pˈare
Eke	ˈeke
Ine	ˈine
Rīpeka	riːpˈeka
kitenga	kitˈeŋa
Whakaruruhau	fˌakarˌu"ru"hˈau"
papatau	pˌapatˈau"
whakatuwhera	fˌakatu"fˈera
whänui	fanˈu"i
mahuetanga	mˌahu"etˈaŋa
Whenuanui	fˌenu"anˈu"i
Huringa	hu"rˈiŋa
amotai	amˈɔta͡ɪ
meatia	mˌeatˈia
hono	hˈɔnɔ
Kai	kˈa͡ɪ
Aoraki	a͡ʊrˈaki
wehenga	wehˈeŋa
Pērā	pˈeːraː
kiihia	kˌiihˈia
Hinerangi	hˌinerˈaŋi
whakapānga	fˌakapˈaːŋa
anake	anˈake
whakakorehia	fˌakakˌɔrehˈia
rekereke	rˌekerˈeke
koki	kˈɔki
White	fˈite
whiwhia	fifˈia
awa	ˈawa
āio	aːˈiɔ
āwhina	aːfˈina
mene	mˈene
Kāo	kˈaːɔ
rōpū	rˈɔːpu"ː
torea	tɔrˈea
wheako	feˈakɔ
mapu	mˈapu"
tupono	tu"pˈɔnɔ
Waitaha	wa͡ɪtˈaha
rapuhia	rˌapu"hˈia
ngä	ŋˈa
Kohanga	kɔhˈaŋa
Kereone	kˌereˈɔne
pütaiao	pu"tˈa͡ɪa͡ʊ
Kiwi	kˈiwi
Wahanga	wahˈaŋa
Tireni	tirˈeni
kōrerotia	kˌɔːrerɔtˈia
Rarawa	rarˈawa
whakawehea	fˌakawehˈea
Mt	mt
konei	kɔnˈei
kīwaha	kiːwˈaha
Kete	kˈete
tote	tˈɔte
inenga	inˈeŋa
mōkai	mˈɔːka͡ɪ
āki	ˈaːki
Pire	pˈire
tukuruatia	tˌu"ku"rˌu"atˈia
