sanjuanēnsis	s̠anjʊanẽːs̠ɪs̠
īnstabiliō	ĩːs̠t̪abɪl̪ioː
cōmicus	koːmɪkʊs̠
honōrāverimus	hɔnoːɾaːwɛɾiːmʊs̠
pallidiceps	pal̠l̠ɪd̪ɪkɛps̠
suāvium	s̠waːwiʊ̃ˑ
moschae	mɔs̠kʰae̯
frangō	fɾaŋɡoː
nitidus	nɪt̪ɪd̪ʊs̠
suspitiōsus	s̠ʊs̠pɪt̪ioːs̠ʊs̠
flexiō	fɫ̪ɛks̠ioː
fruticō	fɾʊt̪ɪkoː
asȳlum	as̠yːɫ̪ʊ̃ˑ
hermaphrodītus	hɛrmapʰɾɔd̪iːt̪ʊs̠
pugnandō	pʊŋnan̪d̪oː
occultātis	ɔkkʊɫ̪t̪aːt̪ɪs̠
critiās	kɾɪt̪iaːs̠
suffugiō	s̠ʊffʊɡioː
mycalēssus	mʏkaɫ̪eːs̠s̠ʊs̠
cornēlia	kɔrneːl̪ia
viridomarus	wɪɾɪd̪ɔmaɾʊs̠
centoculus	kɛn̪t̪ɔkʊɫ̪ʊs̠
faenārius	fae̯naːɾiʊs̠
scortum	s̠kɔrt̪ʊ̃ˑ
indiscrētiō	ɪn̪d̪ɪs̠kɾeːt̪ioː
germināveritis	ɡɛrmɪnaːwɛɾiːt̪ɪs̠
diēcula	d̪ieːkʊɫ̪a
interstitiālis	ɪn̪t̪ɛrs̠t̪ɪt̪iaːl̪ɪs̠
olīvāceus	ɔl̪iːwaːkeʊs̠
zachariās	zakʰaɾiaːs̠
riginia	rɪɡɪnia
pējōris	peːjoːɾɪs̠
atocium	at̪ɔkiʊ̃ˑ
uxor	ʊks̠ɔr
incūsātus	ɪŋkuːs̠aːt̪ʊs̠
exsecūtō	ɛks̠ɛkuːt̪oː
ascella	as̠kɛl̠l̠a
cauliflōrus	kau̯l̪ɪfɫ̪oːɾʊs̠
īnsternō	ĩːs̠t̪ɛrnoː
hominivorāx	hɔmɪnɪwɔɾaːks̠
nevādēnsis	nɛwaːd̪ẽːs̠ɪs̠
germānus	ɡɛrmaːnʊs̠
albāna	aɫ̪baːna
tītānium	t̪iːt̪aːniʊ̃ˑ
patella	pat̪ɛl̠l̠a
indutiomarus	ɪn̪d̪ʊt̪iɔmaɾʊs̠
coeruleus	koe̯rʊɫ̪eʊs̠
diēspitre	d̪ieːs̠pɪt̪ɾɛ
petidius	pɛt̪ɪd̪iʊs̠
compos	kɔmpɔs̠
clūnis	kɫ̪uːnɪs̠
dorsō	d̪ɔrs̠oː
nūnciōs	nuːŋkioːs̠
augustodurum	au̯ɡʊs̠t̪ɔd̪ʊɾʊ̃ˑ
pelagicō	pɛɫ̪aɡɪkoː
ancistrum	aŋkɪs̠t̪ɾʊ̃ˑ
chrȳsocarpō	kʰɾyːs̠ɔkarpoː
algidō	aɫ̪ɡɪd̪oː
rugīs	rʊɡiːs̠
refoveō	rɛfɔweoː
murtātum	mʊrt̪aːt̪ʊ̃ˑ
argentīne	arɡɛn̪t̪iːnɛ
oclatius	ɔkɫ̪at̪iʊs̠
geraestos	ɡɛɾae̯s̠t̪ɔs̠
adaperiō	ad̪apɛɾioː
ēvincō	eːwɪŋkoː
polygōnum	pɔl̪ʏɡoːnʊ̃ˑ
durānius	d̪ʊɾaːniʊs̠
veterante	wɛt̪ɛɾan̪t̪ɛ
manuor	manʊɔr
pelliger	pɛl̠l̠ɪɡɛr
exportandō	ɛks̠pɔrt̪an̪d̪oː
iōniacīs	ioːniakiːs̠
bārdō	baːrd̪oː
denticulātus	d̪ɛn̪t̪ɪkʊɫ̪aːt̪ʊs̠
dēnotat	d̪eːnɔt̪at̪
branchiāte	bɾaŋkʰiaːt̪ɛ
sonōrus	s̠ɔnoːɾʊs̠
honōrābilis	hɔnoːɾaːbɪl̪ɪs̠
corniculātus	kɔrnɪkʊɫ̪aːt̪ʊs̠
quadrīgārius	kʷad̪ɾiːɡaːɾiʊs̠
adoptō	ad̪ɔpt̪oː
dictus	d̪ɪkt̪ʊs̠
incurvus	ɪŋkʊrwʊs̠
tamulicus	t̪amʊl̪ɪkʊs̠
oporteō	ɔpɔrt̪eoː
mentior	mɛn̪t̪iɔr
decennium	d̪ɛkɛnniʊ̃ˑ
condecet	kɔn̪d̪ɛkɛt̪
gludis	ɡɫ̪ʊd̪ɪs̠
natrīcēs	nat̪ɾiːkeːs̠
inabruptus	ɪnabɾʊpt̪ʊs̠
coagitō	kɔaɡɪt̪oː
ūdor	uːd̪ɔr
offuscō	ɔffʊs̠koː
dēperdō	d̪eːpɛrd̪oː
lebaea	ɫ̪ɛbae̯a
gaesōn	ɡae̯s̠oːn
eiulō	ɛjjʊɫ̪oː
āvolō	aːwɔɫ̪oː
iūrecōnsultus	juːɾɛkõːs̠ʊɫ̪t̪ʊs̠
elīsa	ɛl̪iːs̠a
figūrat	fɪɡuːɾat̪
lupercal	ɫ̪ʊpɛrkaɫ̪
dēcumbō	d̪eːkʊmboː
vinxeritis	wɪŋks̠ɛɾiːt̪ɪs̠
morogī	mɔɾɔɡiː
polluō	pɔl̠l̠ʊoː
vīcētīnus	wiːkeːt̪iːnʊs̠
reprimō	rɛpɾɪmoː
stibium	s̠t̪ɪbiʊ̃ˑ
pudibilis	pʊd̪ɪbɪl̪ɪs̠
prophētālis	pɾɔpʰeːt̪aːl̪ɪs̠
scutilus	s̠kʊt̪ɪɫ̪ʊs̠
quamquam	kʷaŋkʷãˑ
amilus	amɪɫ̪ʊs̠
cypselus	kʏps̠ɛɫ̪ʊs̠
glūtamicus	ɡɫ̪uːt̪amɪkʊs̠
abrogātiō	abrɔɡaːt̪ioː
dēliciae	d̪eːl̪ɪkiae̯
ovīnius	ɔwiːniʊs̠
hyria	hʏɾia
chrȳsonōtus	kʰɾyːs̠ɔnoːt̪ʊs̠
spīnus	s̠piːnʊs̠
probalinthus	pɾɔbal̪ɪn̪t̪ʰʊs̠
ēlīsī	eːl̪iːs̠iː
cosmopolītismon	kɔs̠mɔpɔl̪iːt̪ɪs̠mɔn
obtrahō	ɔpt̪ɾahoː
diffūsīvus	d̪ɪffuːs̠iːwʊs̠
ējectō	eːjɛkt̪oː
sētiger	s̠eːt̪ɪɡɛr
blaundus	bɫ̪au̯n̪d̪ʊs̠
coniūrātum	kɔnjuːɾaːt̪ʊ̃ˑ
aemidus	ae̯mɪd̪ʊs̠
excursor	ɛks̠kʊrs̠ɔr
allicefaciō	al̠l̠ɪkɛfakioː
sēmimās	s̠eːmɪmaːs̠
trānsvaalēnsis	t̪ɾãːs̠waːɫ̪ẽːs̠ɪs̠
elissa	ɛl̪ɪs̠s̠a
orcadas	ɔrkad̪as̠
bebēns	bɛbẽːs̠
hermundurī	hɛrmʊn̪d̪ʊɾiː
cynocephalus	kʏnɔkɛpʰaɫ̪ʊs̠
pessārium	pɛs̠s̠aːɾiʊ̃ˑ
lūca	ɫ̪uːka
imprōvidē	ɪmpɾoːwɪd̪eː
juvenis	jʊwɛnɪs̠
burkgrāviōrum	bʊrkɡrawiɔɾʊ̃ˑ
rotundicollis	rɔt̪ʊn̪d̪ɪkɔl̠l̠ɪs̠
messīā	mɛs̠s̠iːa
pugilātor	pʊɡɪɫ̪aːt̪ɔr
patriarchālis	pat̪ɾiarkʰaːl̪ɪs̠
ambonēnsis	ambɔnẽːs̠ɪs̠
inmoderātus	ɪnmɔd̪ɛɾaːt̪ʊs̠
orȳza	ɔɾyːzza
vigōrāsse	wɪɡoːɾaːs̠s̠ɛ
pētrōnius	peːt̪ɾoːniʊs̠
venēfica	wɛneːfɪka
ōtiōsus	oːt̪ioːs̠ʊs̠
drēnsō	d̪ɾẽːs̠oː
acēre	akeːɾɛ
cognōscibilis	kɔŋnoːs̠kɪbɪl̪ɪs̠
remētior	rɛmeːt̪iɔr
praedūcō	pɾae̯d̪uːkoː
vibrō	wɪbɾoː
barium	baɾiʊ̃ˑ
biflōrus	bɪfɫ̪oːɾʊs̠
sēplasium	s̠eːpɫ̪as̠iʊ̃ˑ
festīnor	fɛs̠t̪iːnɔr
subnūcleāris	s̠ʊbnuːkɫ̪eaːɾɪs̠
cupressus	kʊpɾɛs̠s̠ʊs̠
sēnsitīvus	s̠ẽːs̠ɪt̪iːwʊs̠
ehem	ɛhɛ̃ˑ
habenda	habɛn̪d̪a
andrē̆ās	an̪d̪ɾeːaːs̠
attolerō	at̪t̪ɔɫ̪ɛɾoː
indisciplīnātus	ɪn̪d̪ɪs̠kɪpl̪iːnaːt̪ʊs̠
aut	au̯t̪
absonus	aps̠ɔnʊs̠
hērennius	heːɾɛnniʊs̠
murēna	mʊɾeːna
querquētum	kᶣɛrkᶣeːt̪ʊ̃ˑ
intereō	ɪn̪t̪ɛɾeoː
cancellī	kaŋkɛl̠l̠iː
tinnetiō	t̪ɪnnɛt̪ioː
sortītō	s̠ɔrt̪iːt̪oː
paltus	paɫ̪t̪ʊs̠
ōsculor	oːs̠kʊɫ̪ɔr
aegūsa	ae̯ɡuːs̠a
dissupō	d̪ɪs̠s̠ʊpoː
quīntus	kᶣiːn̪t̪ʊs̠
scrīpseris	s̠kɾiːps̠ɛɾiːs̠
quoque	kʷoːkᶣɛ
applausī	appɫ̪au̯s̠iː
naufragium	nau̯fɾaɡiʊ̃ˑ
interritus	ɪn̪t̪ɛrrɪt̪ʊs̠
ēligō	eːl̪ɪɡoː
īnsultārēs	ĩːs̠ʊɫ̪t̪aːɾeːs̠
permeō	pɛrmeoː
attribūtiō	at̪t̪ɾɪbuːt̪ioː
jūdicēs	juːd̪ɪkeːs̠
dīvertō	d̪iːwɛrt̪oː
lōrīcātō	ɫ̪oːɾiːkaːt̪oː
expalpō	ɛks̠paɫ̪poː
scissiō	s̠kɪs̠s̠ioː
brūnsvīcum	bɾũːs̠wiːkʊ̃ˑ
sondrae	s̠ɔn̪d̪ɾae̯
quadrāns	kʷad̪rãːs̠
poemamēnus	poe̯mameːnʊs̠
duodēsexāgintā	d̪ʊɔd̪eːs̠ɛks̠aːɡɪn̪t̪aː
sphingion	s̠pʰɪŋɡiɔn
ais	aɪs̠
indicō	ɪn̪d̪ɪkoː
cītreus	kiːt̪ɾeʊs̠
medicās	mɛd̪ɪkaːs̠
dīversus	d̪iːwɛrs̠ʊs̠
aethalon	ae̯t̪ʰaɫ̪ɔn
myrrhītēs	mʏrriːt̪eːs̠
historica	hɪs̠t̪ɔɾɪka
animadvertō	anɪmad̪wɛrt̪oː
sarsina	s̠ars̠ɪna
dēdūcō	d̪eːd̪uːkoː
malabaricus	maɫ̪abaɾɪkʊs̠
tībia	t̪iːbia
boagrius	bɔaɡriʊs̠
conculcō	kɔŋkʊɫ̪koː
interrogātiuncula	ɪn̪t̪ɛrrɔɡaːt̪iʊŋkʊɫ̪a
calliarus	kal̠l̠iaɾʊs̠
cadurcī	kad̪ʊrkiː
vīsitātis	wiːs̠ɪt̪aːt̪ɪs̠
idiōma	ɪd̪ioːma
pusillanimis	pʊs̠ɪl̠l̠anɪmɪs̠
paetus	pae̯t̪ʊs̠
vīgintisēvir	wiːɡɪn̪t̪ɪs̠eːwɪr
arbutifolius	arbʊt̪ɪfɔl̪iʊs̠
apparāta	appaɾaːt̪a
cosmopolītisme	kɔs̠mɔpɔl̪iːt̪ɪs̠mɛ
pallantium	pal̠l̠an̪t̪iʊ̃ˑ
alelē	aɫ̪ɛɫ̪eː
clīdēs	kl̪iːd̪eːs̠
cadmēa	kad̪meːa
subterrāneus	s̠ʊpt̪ɛrraːneʊs̠
lēvigāverimus	ɫ̪eːwɪɡaːwɛɾiːmʊs̠
icosium	ɪkɔs̠iʊ̃ˑ
minēs	mɪneːs̠
hypsipylē	hʏps̠ɪpʏɫ̪eː
diēspitrem	d̪ieːs̠pɪt̪ɾɛ̃ˑ
ovāveris	ɔwaːwɛɾɪs̠
condemnō	kɔn̪d̪ɛmnoː
āra	aːɾa
lō̆custa	ɫ̪ɔkʊs̠t̪a
cui	kʊj
fenerō	fɛnɛɾoː
heterophyllus	hɛt̪ɛɾɔpʰʏl̠l̠ʊs̠
amorgos	amɔrɡɔs̠
adfectuōsē	at̪fɛkt̪ʊoːs̠eː
nigricollis	nɪɡrɪkɔl̠l̠ɪs̠
igilium	ɪɡɪl̪iʊ̃ˑ
trāgula	t̪ɾaːɡʊɫ̪a
lippiō	l̪ɪppioː
aurantius	au̯ran̪t̪iʊs̠
bulga	bʊɫ̪ɡa
compellātiō	kɔmpɛl̠l̠aːt̪ioː
juvenculus	jʊwɛŋkʊɫ̪ʊs̠
medium	mɛd̪iʊ̃ˑ
onerāveritis	ɔnɛɾaːwɛɾiːt̪ɪs̠
crēbritās	kɾeːbɾɪt̪aːs̠
praeverrō	pɾae̯wɛrroː
crūdēlitās	kɾuːd̪eːl̪ɪt̪aːs̠
sanguinō	s̠aŋɡᶣɪnoː
calcoaceticus	kaɫ̪kɔakɛt̪ɪkʊs̠
vetulōnia	wɛt̪ʊɫ̪oːnia
pluteus	pɫ̪ʊt̪eʊs̠
hēgēsiās	heːɡeːs̠iaːs̠
congruō	kɔŋɡrʊoː
tongē	t̪ɔŋɡeː
coeptus	koe̯pt̪ʊs̠
adherbal	ad̪ɛrbaɫ̪
stolus	s̠t̪ɔɫ̪ʊs̠
tābidus	t̪aːbɪd̪ʊs̠
circumdūcō	kɪrkʊn̪d̪uːkoː
deifōrmis	d̪eɪfoːrmɪs̠
orobiae	ɔɾɔbiae̯
peirus	peɪɾʊs̠
īnsiliō	ĩːs̠ɪl̪ioː
pauperāta	pau̯pɛɾaːt̪aː
turbā	t̪ʊrbaː
solium	s̠ɔl̪iʊ̃ˑ
pagasae	paɡas̠ae̯
surrentium	s̠ʊrrɛn̪t̪iʊ̃ˑ
obstreperus	ɔps̠t̪ɾɛpɛɾʊs̠
sānābilis	s̠aːnaːbɪl̪ɪs̠
cibilitānī	kɪbɪl̪ɪt̪aːniː
hēniochī	heːniɔkʰiː
typologicus	t̪ʏpɔɫ̪ɔɡɪkʊs̠
ministrāverimus	mɪnɪs̠t̪ɾaːwɛɾiːmʊs̠
fimbria	fɪmbɾia
lumbricālis	ɫ̪ʊmbɾɪkaːl̪ɪs̠
absorbentem	aps̠ɔrbɛn̪t̪ɛ̃ˑ
mārpor	maːrpɔr
conquestiō	kɔŋkᶣɛs̠t̪ioː
strīdeō	s̠t̪ɾiːd̪eoː
uxama	ʊks̠ama
lectīcārius	ɫ̪ɛkt̪iːkaːɾiʊs̠
lītigāssēs	l̪iːt̪ɪɡaːs̠s̠eːs̠
līchēn	l̪iːkʰeːn
cirsion	kɪrs̠iɔn
jocus	jɔkʊs̠
serpentāria	s̠ɛrpɛn̪t̪aːɾia
exultō	ɛks̠ʊɫ̪t̪oː
anōrmale	anoːrmaɫ̪ɛ
omnipotēns	ɔmnɪpɔt̪ẽːs̠
calfactum	kaɫ̪fakt̪ʊ̃ˑ
appetenter	appɛt̪ɛn̪t̪ɛr
superexcurrō	s̠ʊpɛɾɛks̠kʊrroː
contristātiō	kɔn̪t̪ɾɪs̠t̪aːt̪ioː
recordor	rɛkɔrd̪ɔr
argilla	arɡɪl̠l̠a
fuerat	fʊɛɾat̪
laecānius	ɫ̪ae̯kaːniʊs̠
verūs	wɛɾuːs̠
armārium	armaːɾiʊ̃ˑ
ōrēs	oːɾeːs̠
ostendis	ɔs̠t̪ɛn̪d̪ɪs̠
marmotus	marmɔt̪ʊs̠
probitās	pɾɔbɪt̪aːs̠
mendīcāverimus	mɛn̪d̪iːkaːwɛɾɪmʊs̠
versificātōrī	wɛrs̠ɪfɪkaːt̪oːɾiː
aprīcus	apɾiːkʊs̠
pagūrus	paɡuːɾʊs̠
fōmes	foːmɛs̠
visbyēnsis	wɪs̠byẽːs̠ɪs̠
līmōniātis	l̪iːmoːniaːt̪ɪs̠
vomitus	wɔmɪt̪ʊs̠
stadisis	s̠t̪ad̪ɪs̠ɪs̠
dēlinquentia	d̪eːl̪ɪŋkᶣɛn̪t̪ia
dēvāstō	d̪eːwaːs̠t̪oː
scrautum	s̠kɾau̯t̪ʊ̃ˑ
audienda	au̯d̪iɛn̪d̪aː
subscrīpta	s̠ʊps̠kɾiːpt̪a
stlātārius	s̠t̪ɫ̪aːt̪aːɾiʊs̠
praeterdūcō	pɾae̯t̪ɛrd̪uːkoː
īnfīgō	ĩːfiːɡoː
tenuis	t̪ɛnwɪs̠
ērināceus	eːɾɪnaːkeʊs̠
gassinadēs	ɡas̠s̠ɪnad̪eːs̠
retergeō	rɛt̪ɛrɡeoː
volucer	wɔɫ̪ʊkɛr
īnfortūnātus	ĩːfɔrt̪uːnaːt̪ʊs̠
aliēnās	al̪ieːnaːs̠
perūviānōs	pɛɾuːwiaːnoːs̠
legūminōsō	ɫ̪ɛɡuːmɪnoːs̠oː
strabō	s̠t̪ɾaboː
perītō	pɛɾiːt̪oː
abierimus	abiɛɾiːmʊs̠
ecfutuō	ɛkfʊt̪ʊoː
mānsiuncula	mãːs̠iʊŋkʊɫ̪a
aegithus	ae̯ɡɪt̪ʰʊs̠
incendiāriās	ɪŋkɛn̪d̪iaːɾiaːs̠
neque	nɛkᶣɛ
inquilīnātus	ɪŋkᶣɪl̪iːnaːt̪ʊs̠
saturōs	s̠at̪ʊɾoːs̠
fīnītis	fiːniːt̪ɪs̠
vorāginōsus	wɔɾaːɡɪnoːs̠ʊs̠
rusazus	rʊs̠azzʊs̠
indonēsicus	ɪn̪d̪ɔneːs̠ɪkʊs̠
sophoclē	s̠ɔpʰɔkɫ̪eː
ineptus	ɪnɛpt̪ʊs̠
perpellō	pɛrpɛl̠l̠oː
acherontēus	akʰɛɾɔn̪t̪eːʊs̠
cyphanta	kʏpʰan̪t̪a
nōdāveris	noːd̪aːwɛɾɪs̠
pūblius	puːbl̪iʊs̠
valutius	waɫ̪ʊt̪iʊs̠
āvertō	aːwɛrt̪oː
massachusetta	mas̠s̠akʰʊs̠ɛt̪t̪a
orbis	ɔrbɪs̠
levāverimus	ɫ̪ɛwaːwɛɾiːmʊs̠
pangaeus	paŋɡae̯ʊs̠
suffrutice	s̠ʊffɾʊt̪ɪkɛ
cōnfōrmis	kõːfoːrmɪs̠
venāfrum	wɛnaːfɾʊ̃ˑ
imāgō	ɪmaːɡoː
hutesium	hʊt̪ɛs̠iʊ̃ˑ
contemptus	kɔn̪t̪ɛmpt̪ʊs̠
īnfarctus	ĩːfarkt̪ʊs̠
carantonus	kaɾan̪t̪ɔnʊs̠
viscera	wɪs̠kɛɾa
thracicus	t̪ʰɾakɪkʊs̠
cylindricollis	kʏl̪ɪn̪d̪ɾɪkɔl̠l̠ɪs̠
americānōs	amɛɾɪkaːnoːs̠
incessābilis	ɪŋkɛs̠s̠aːbɪl̪ɪs̠
mācerāveris	maːkɛɾaːwɛɾɪs̠
dēlictor	d̪eːl̪ɪkt̪ɔr
radiātilis	rad̪iaːt̪ɪl̪ɪs̠
sēparō	s̠eːpaɾoː
obsignō	ɔps̠ɪŋnoː
quōquam	kʷoːkʷãˑ
plectō	pɫ̪ɛkt̪oː
vicāriālis	wɪkaːɾiaːl̪ɪs̠
expānsīva	ɛks̠pãːs̠iːwaː
incurvāveris	ɪŋkʊrwaːwɛɾiːs̠
alcibiadēs	aɫ̪kɪbiad̪eːs̠
assimilis	as̠s̠ɪmɪl̪ɪs̠
ōrdinārius	oːrd̪ɪnaːɾiʊs̠
īsāiā	iːs̠aːja
falx	faɫ̪ks̠
fuistis	fʊɪs̠t̪ɪs̠
mūsculāris	muːs̠kʊɫ̪aːɾɪs̠
dūrāmen	d̪uːɾaːmɛn
penetrō	pɛnɛt̪ɾoː
syrma	s̠ʏrma
mēnsōrius	mẽːs̠oːɾiʊs̠
jūbilō	juːbɪɫ̪oː
ummidius	ʊmmɪd̪iʊs̠
ave	awɛ
coruscātiō	kɔɾʊs̠kaːt̪ioː
gymnasium	ɡʏmnas̠iʊ̃ˑ
longinquitās	ɫ̪ɔŋɡɪŋkᶣɪt̪aːs̠
vocātīs	wɔkaːt̪iːs̠
rememoror	rɛmɛmɔɾɔr
praeiūdicō	pɾae̯juːd̪ɪkoː
īnscrūtābilis	ĩːs̠kɾuːt̪aːbɪl̪ɪs̠
aequiter	ae̯kᶣɪt̪ɛr
mānicō	maːnɪkoː
superscandō	s̠ʊpɛrs̠kan̪d̪oː
bibendī	bɪbɛn̪d̪iː
costa	kɔs̠t̪a
postumius	pɔs̠t̪ʊmiʊs̠
trānsubstantiātiō	t̪ɾãːs̠ʊps̠t̪an̪t̪iaːt̪ioː
belisārius	bɛl̪ɪs̠aːɾiʊs̠
chanēs	kʰaneːs̠
spōnsa	s̠põːs̠a
mōly	moːl̪ʏ
bitius	bɪt̪iʊs̠
sicinius	s̠ɪkɪniʊs̠
sufficientia	s̠ʊffɪkiɛn̪t̪ia
dulcō	d̪ʊɫ̪koː
medullātus	mɛd̪ʊl̠l̠aːt̪ʊs̠
inhaereō	ɪnae̯reoː
poeniteō	poe̯nɪt̪eoː
nūntiāverimus	nuːn̪t̪iaːwɛɾɪmʊs̠
exieritis	ɛks̠iɛɾɪt̪ɪs̠
antebrachium	an̪t̪ɛbɾakʰiʊ̃ˑ
blossius	bɫ̪ɔs̠s̠iʊs̠
flāvicollis	fɫ̪aːwɪkɔl̠l̠ɪs̠
hēdylē	heːd̪ʏɫ̪eː
āctō	aːkt̪oː
vīnctor	wiːŋkt̪ɔr
tentantī	t̪ɛn̪t̪an̪t̪iː
salvidiēnus	s̠aɫ̪wɪd̪ieːnʊs̠
trapezūs	t̪ɾapɛzzuːs̠
ablaqueātiō	abɫ̪akᶣeaːt̪ioː
ēlegantēs	eːɫ̪ɛɡan̪t̪eːs̠
residuus	rɛs̠ɪd̪ʊʊs̠
injūste	ɪnjuːs̠t̪ɛ
thria	t̪ʰɾia
coelus	koe̯ɫ̪ʊs̠
pauculus	pau̯kʊɫ̪ʊs̠
rēsīna	reːs̠iːna
ēvidēns	eːwɪd̪ẽːs̠
nummārius	nʊmmaːɾiʊs̠
exsībilō	ɛks̠iːbɪɫ̪oː
vertibilis	wɛrt̪ɪbɪl̪ɪs̠
reducis	rɛd̪ʊkɪs̠
crossaea	kɾɔs̠s̠ae̯a
augificō	au̯ɡɪfɪkoː
ventrālis	wɛn̪t̪ɾaːl̪ɪs̠
obtemperāverimus	ɔpt̪ɛmpɛɾaːwɛɾɪmʊs̠
gibbiflōrus	ɡɪbbɪfɫ̪oːɾʊs̠
referciō	rɛfɛrkioː
ovātus	ɔwaːt̪ʊs̠
resplendeō	rɛs̠pɫ̪ɛn̪d̪eoː
intempestīva	ɪn̪t̪ɛmpɛs̠t̪iːwa
mercor	mɛrkɔr
ēlectrōnica	eːɫ̪ɛkt̪ɾoːnɪka
carcinus	karkɪnʊs̠
comedō	kɔmɛd̪oː
acclīvis	akkl̪iːwɪs̠
allātrō	al̠l̠aːt̪ɾoː
reductō	rɛd̪ʊkt̪oː
fiala	fiaɫ̪a
tenebrōsus	t̪ɛnɛbɾoːs̠ʊs̠
pammenēs	pammɛneːs̠
dānicās	d̪aːnɪkaːs̠
trāiciō	t̪ɾaːjɪkioː
lārentālia	ɫ̪aːɾɛn̪t̪aːl̪ia
prōlongō	pɾoːɫ̪ɔŋɡoː
cohortātiō	kɔhɔrt̪aːt̪ioː
ugia	ʊɡia
oblectō	ɔbɫ̪ɛkt̪oː
pīla	pɪɫ̪a
pertinax	pɛrt̪ɪnaks̠
aethra	ae̯t̪ʰɾa
festīnantī	fɛs̠t̪iːnan̪t̪iː
cabassus	kabas̠s̠ʊs̠
tollō	t̪ɔl̠l̠oː
natāveris	nat̪aːwɛɾɪs̠
scālāris	s̠kaːɫ̪aːɾɪs̠
interventiō	ɪn̪t̪ɛrwɛn̪t̪ioː
gythōnēs	ɡʏt̪ʰoːneːs̠
nitrofigilis	nɪt̪ɾɔfɪɡɪl̪ɪs̠
appendiculātus	appɛn̪d̪ɪkʊɫ̪aːt̪ʊs̠
datamēs	d̪at̪ameːs̠
scandō	s̠kan̪d̪oː
tentāssem	t̪ɛn̪t̪aːs̠s̠ɛ̃ˑ
tacfarīnas	t̪akfaɾiːnas̠
serviō	s̠ɛrwioː
praehibeō	pɾae̯hɪbeoː
medius	mɛd̪iʊs̠
migrāveritis	mɪɡraːwɛɾiːt̪ɪs̠
properus	pɾɔpɛɾʊs̠
commūnālis	kɔmmuːnaːl̪ɪs̠
notāveris	nɔt̪aːwɛɾiːs̠
scandināvicus	s̠kan̪d̪ɪnaːwɪkʊs̠
sēcernō	s̠eːkɛrnoː
negātīvōs	nɛɡaːt̪iːwoːs̠
scopus	s̠kɔpʊs̠
inprecor	ɪmpɾɛkɔr
tribreve	t̪ɾɪbɾɛwɛ
ponderōsus	pɔn̪d̪ɛɾoːs̠ʊs̠
kartāgō	kart̪aːɡoː
brevipalpus	bɾɛwɪpaɫ̪pʊs̠
aegrōtus	ae̯ɡroːt̪ʊs̠
absārius	aps̠aɾiʊs̠
chindrum	kʰɪn̪d̪ɾʊ̃ˑ
obtruncātis	ɔpt̪ɾʊŋkaːt̪ɪs̠
praetexeris	pɾae̯t̪ɛks̠eːɾɪs̠
adjuerō	ad̪jʊɛɾoː
arachthus	aɾakʰt̪ʰʊs̠
obumbrāveritis	ɔbʊmbɾaːwɛɾiːt̪ɪs̠
cēnulentus	keːnʊɫ̪ɛn̪t̪ʊs̠
vēnātiō	weːnaːt̪ioː
hērōs	heːɾoːs̠
garrulus	ɡarrʊɫ̪ʊs̠
asparagus	as̠paɾaɡʊs̠
adambulō	ad̪ambʊɫ̪oː
exsequiae	ɛks̠ɛkᶣiae̯
marus	maɾʊs̠
inverēcundus	ɪnwɛɾeːkʊn̪d̪ʊs̠
hariolor	haɾiɔɫ̪ɔr
gustāveritis	ɡʊs̠t̪aːwɛɾɪt̪ɪs̠
leuca	ɫ̪eu̯ka
odiāta	ɔd̪iaːt̪a
blaedarus	bɫ̪ae̯d̪aɾʊs̠
vīperea	wiːpɛɾea
parallēlī	paɾal̠l̠eːl̪iː
thyssagetae	t̪ʰʏs̠s̠aɡɛt̪ae̯
sōpīveris	s̠oːpiːwɛɾiːs̠
ērādō	eːɾaːd̪oː
septimplex	s̠ɛpt̪ɪmpɫ̪ɛks̠
chilperīcus	kʰɪɫ̪pɛɾiːkʊs̠
lucūns	ɫ̪ʊkũːs̠
mallī	mal̠l̠iː
parabolīs	paɾabɔl̪iːs̠
ēbrium	eːbɾiʊ̃ˑ
valē	waɫ̪eː
tuārum	t̪ʊaːɾʊ̃ˑ
ancora	aŋkɔɾa
passiō	pas̠s̠ioː
oblīvīscor	ɔbl̪iːwiːs̠kɔr
zicchī	zɪkkʰiː
doctōranda	d̪ɔkt̪oːɾan̪d̪a
velī̆trae	wɛl̪ɪt̪rae̯
inculcāveris	ɪŋkʊɫ̪kaːwɛɾiːs̠
domitius	d̪ɔmɪt̪iʊs̠
ossilāgō	ɔs̠s̠ɪɫ̪aːɡoː
brisbanēnsis	bɾɪs̠banẽːs̠ɪs̠
textrīnus	t̪ɛks̠t̪ɾiːnʊs̠
ferrāmentum	fɛrraːmɛn̪t̪ʊ̃ˑ
doceō	d̪ɔkeoː
eucharisticus	eu̯kʰaɾɪs̠t̪ɪkʊs̠
intrōmittō	ɪn̪t̪ɾoːmɪt̪t̪oː
spīnulifer	s̠piːnʊl̪ɪfɛr
derbē	d̪ɛrbeː
tubicen	t̪ʊbɪkɛn
callirhoē	kal̠l̠ɪɾɔeː
apocolocyntōsis	apɔkɔɫ̪ɔkʏn̪t̪oːs̠ɪs̠
asperum	as̠pɛɾʊ̃ˑ
succidere	s̠ʊkkɪd̪ɛɾɛ
pavidus	pawɪd̪ʊs̠
necāre	nɛkaːɾɛ
īnflātīs	ĩːfɫ̪aːt̪iːs̠
