vitamiene	vitɐminə
indrink	əndrəŋk
kranige	krɑːnəxə
Keyser	kɛɪsər
Kensington	kɛnsəŋtɔn
lewensbedreigende	liəvənsbədrɛɪxəndə
sommetjies	sɔmicis
yswater	ɛɪsvɑːtər
verdrukking	fərdrœkəŋ
afstam	ɐfstɐm
kapelaan	kɐpəlɑːn
Gerugte	xərœxtə
Belinda	bələndɐ
gemotiveerde	xəmʊətifiərdə
siens	sins
ballistiese	bɐləstisə
opgawe	ɔpxɑːvə
stap	stɐp
Amelia	ɐmiːlijɐ
onverdunde	ɔnfərdœndə
skof	skɔf
eetplek	iətplæk
welvaart	vælfɑːrt
romansier	rumɐnsiːr
opgestane	ɔpxəstɑːnə
ingetik	ənxətək
geredigeerde	xərɛdixiərdə
bomme	bɔmə
glimlaggie	xləmlɐxi
snikkend	snəkənt
Landboubesigheidskamer	lɐntbəʊbiəsəxhɛɪtskɑːmər
blesbokke	blɛsbɔkə
bloei	bluɪ
Katherine	kɐthiərinə
uitbly	øytblɛɪ
lekkernye	lækərnɛɪə
barnsteen	bɐrənstiən
drukpers	drœkpærs
oordaad	ʊərdɑːt
troeteldiere	trutəldiːrə
muurpapier	myrpɐpiːr
verpakkingsmateriaal	fərpɐkəŋsmɐtiəriɑːl
JR	jiəær
kommitee	kɔmitiə
Vervul	fərfœl
papnat	pɐpnɐt
bydraers	bɛɪdrɑːrs
grondplafonne	xrɔːntplɐfɔnə
eksekusie	ɛksəkysi
skreeusnaakse	skriuːsnɑːksə
halfuur	hɐlfyr
moegheid	muxɛɪt
gepryk	xəprɛɪk
wingerdstokke	vəŋərtstɔkə
himself	həmsælf
wapens	vɑːpəns
Newer	niəvər
onopgesmukte	ɔnɔpxəsmœktə
Portugees	pɔrtyxiəs
donkerblou	dɔŋkərbləʊ
opbouend	ɔpbəʊənt
CT	siətiə
afgod	ɐfxɔt
bod	bɔt
versekeringsmaatskappy	fərsiəkərəŋsmɑːtskɐpɛɪ
soveelste	sʊəfiəlstə
OKOSA	ʊəkʊəsɐ
skryfster	skrɛɪfstər
geverifieerde	xəvɛrifiiərdə
Venda	vɛndɐ
koninkryke	kʊənəŋkrɛɪkə
beeldhouer	biəlthəʊər
Dertig	dærtəx
teddiebere	tɛdibiərə
zij	zəj
Weddings	vɛdəŋs
prenteboek	prɛntəbuk
lewensverhaal	liəvənsfərhɑːl
Maandagmiddag	mɑːndɐxmədɐx
RK	ærkɑː
Oosie	ʊəsi
Rasper	rɐspər
agtertoe	ɐxtərtu
mettertyd	mɛtərtɛɪt
Fan	fɐn
empty	ɛmptɛɪ
borgvoorwaardes	bɔrxfʊərvɑːrdəs
Medikasie	miədikɑːsi
blessing	blɛsəŋ
Insetsels	ənsɛtsəls
nooi	nʊɪ
Bykomende	bɛɪkʊəməndə
Best	bɛst
geopenbaar	xəʊəpənbɑːr
voorafgegaan	fʊərɐfxəxɑːn
Rebelle	rəbælə
depressief	diprɛsif
hoofopsiener	hʊəfɔpsinər
ontuis	ɔntøys
rantjie	raɪŋci
polisiekantoor	pulisikɐntʊər
kanse	kɑ̃nsə
tuisbly	tøysblɛɪ
liefdeslied	lifdəslit
salm	sɐləm
Ahasveros	ɑːhɐsfərɔs
Inkomstebelasting	əŋkɔmstəbəlɐstəŋ
versteuring	fərstøərəŋ
verveelde	fərfiəldə
uitgesterf	øytxəstærf
hofsake	hɔfsɑːkə
ougat	əʊxɐt
individue	əndəvədyə
CABSA	kɐbsɑː
please	pliəɑːsə
Buckingham	bœkəŋhɐm
Lughawe	lœxhɑːvə
waardasies	vɑːrdɑːsis
benutting	bənœtəŋ
mislukte	məslœktə
Bitter	bətər
besigtig	bəsəxtəx
Skat	skɐt
modeontwerper	mʊədəɔntværpər
skoolopvoeding	skʊəlɔpfudəŋ
aanverwante	ɑːnfərvɐntə
byle	bɛɪlə
verleentheid	fərliənthɛɪt
papiere	pɐpiːrə
geweldenaars	xəvældənɑːrs
pannetjie	pɐnici
Kodesa	kʊədəsɐ
lugskip	lœxskəp
oortollige	ʊərtɔləxə
Benedict	bəniədəkt
katastrofies	kɐtɐstrʊəfis
webbestuurder	vɛbbəstyːrdər
veeleisend	fiəlɛɪsənt
Magda	mɐxdɐ
realisties	riɐləstis
nalatig	nɑːlɑːtəx
vakgebiede	fɐkxəbidə
Liberty	libərtɛɪ
straling	strɑːləŋ
wáár	vɑːr
weggehou	væxəhəʊ
oordadige	ʊərdɑːdəxə
DC	diəsiə
ABSA	ɐbsɐ
afgelas	ɐfxəlɐs
boekresensies	bukrəsɛnsis
Amoriete	ɐmʊəritə
Geslagsgelykheid	xəslɐxsxəlɛɪkhɛɪt
hings	həŋs
Perde	pæːrdə
blondekop	blɔndəkɔp
Peru	piəry
gereed	xəriət
sleutelwoorde	sløətəlvʊərdə
skokkend	skɔkənt
aangetaste	ɑːnxətɐstə
skietvoorval	skitfʊərfɐl
nadenkend	nɑːdɛŋkənt
Rocks	rɔks
spreiligte	sprɛɪləxtə
fanatiese	fɐnɑːtisə
Dié	di
elfjarige	ælfjɑːrəxə
waffers	vɐfərs
Pool	pʊəl
geweer	xəviər
Bed	bɛt
aanspraakmaker	ɑːnsprɑːkmɑːkər
omring	ɔmrəŋ
snoek	snuk
ondersteuning	ɔnərstøənəŋ
vigs	fəxs
drinkwater	drəŋkvɑːtər
hoedanig	hudɑːnəx
murasie	myrɑːsi
skoonmaakmiddels	skʊənmɑːkmədəls
besigheidsman	biəsəxhɛɪtsmɐn
hanger	hɐŋər
tentpenne	tɛntpɛnə
iewers	ivərs
oefensessies	ufənsɛsis
Israeliese	əsraɪlisə
veelbekroonde	fiəlbəkrʊəndə
Gabriel	xɐbril
harte	hɐrtə
stappe	stɐpə
Eikestad	ɛɪkəstɐt
dipstick	dəpstək
VKB	fiəkɑːbiə
reggae	rɛɡɛɪ
afgewaterde	ɐfxəvɑːtərdə
Rodeo	rudiəʊə
spyse	spɛɪsə
ePDF	iəpiədiəɛf
Snoet	snut
Hebreërskrywer	hibriərskrɛɪvər
oorgeskakel	ʊərxəskɑːkəl
sagtheid	sɐxthɛɪt
onbekostigbare	ɔnbəkɔstəxbɑːrə
swaarste	swɑːrstə
Westerling	vɛstərləŋ
zoom	zʊəm
gevaarlik	xəfɑːrlək
ingeloop	ənxəlʊəp
Hindoe	hindu
trofees	trufiəs
skaduagtige	skɑːdyɐxtəxə
huur	hyr
goete	xutə
ontwikkelaar	ɔntvəkəlɑːr
pleeg	pliəx
voeg	fux
parameters	pɐrɐmiətərs
spervuur	spærfyr
Portugal	pɔrtyxɐl
onverdraagsaamheid	ɔnfərdrɑːxsɑːmhɛɪt
Plaasmoord	plɑːsmʊərt
verdoeseling	fərdusələŋ
hooi	hʊɪ
Winkels	vəŋkəls
nagejaag	nɑːxəjɑːx
box	bɔks
lampies	lɐmpis
Pakkies	pɐkis
kleurlose	kløərlʊəsə
Brigade	brəxɑːdə
Peacock	piəɑːkɔk
verknog	fərknɔx
pics	pəks
beginspan	bəxənspɐn
skeppings	skɛpəŋs
meeldrade	miəldrɑːdə
Worship	vɔːrshəp
Beweerde	bəviərdə
inkatrol	əŋkɐtrɔl
Breek	briək
tye	tɛɪə
Groblershoop	xrɔblærshʊəp
geloof	xəlʊəf
eersgeborenes	iərsxəbʊərənəs
Print	prənt
kolonel	kɔlənæl
OV	ɔf
privaatskole	prifɑːtskʊələ
reënbui	riənbøy
heidennasies	hɛɪdənɑːsis
onthulling	ɔnthœləŋ
Cwele	kviələ
inkry	əŋkrɛɪ
hok	hɔk
strengste	strɛŋstə
skoolgehou	skʊəlxəhəʊ
Stuk	stœk
gemeen	xəmiən
VTM	fiətiəɛm
CVT	siəfiətiə
bruinmense	brøynmẽnsə
negentien	niəxəntin
artikelPsalms	ɐrtikəlpəsɐləms
migrasie	məxrɑːsi
Updated	œpdɑːtɛt
Somers	sʊəmərs
onkoste	ɔnkɔstə
tingerige	təŋərəxə
Vyf	fɛɪf
molekules	mʊəliəkyləs
skoolhoof	skʊəlhʊəf
geskaaf	xəskɑːf
eiervormig	ɛɪərfɔrəməx
Belangstellendes	bəlɐŋstæləndəs
Cairns	kaɪrəns
beligting	bələxtəŋ
wandelpad	vɐndəlpɐt
gehaas	xəhɑːs
Reinette	rənɛt
Groenkloof	xruŋklʊəf
dissiplinering	dəsəpliniərəŋ
aspris	ɐsprəs
toegelaat	tuxəlɑːt
stropery	strʊəpərɛɪ
gegroepeer	xəxrupiər
slawehandel	slɑːvəhɐndəl
vitae	fitɑː
Dinsdae	dənsdɑː
FEDSAS	fɛtsɐs
laaities	lɑɪtis
Gebakte	xəbɐktə
karig	kɑːrəx
komedie	kumiədi
vorstelike	fɔrstələkə
grot	xrɔt
Encyclopedia	ɛŋsɛɪklʊəpiədiɐ
Mik	mək
populêre	pɔpylæːrə
mens	mẽns
unike	œnəkə
plaaskinders	plɑːskəndərs
Simonstad	simɔnstɐt
Control	kɔntrɔl
meedoënloos	miəduːənlʊəs
probleemareas	prubliəmɑːriɐs
slawe	slɑːvə
passasies	pɐsɑːsis
vervolging	fərfɔlxəŋ
hyt	hɛɪt
skryfsels	skrɛɪfsəls
vetkoek	fɛtkuk
geswig	xəswəx
diagnostiese	diɐxnɔstisə
jagstories	jɐxstʊəris
Eniggebore	iənəxəbʊərə
verg	færx
misgekyk	məsxəkɛɪk
keiserin	kɛɪzərən
uiteindelike	øytɛɪndələkə
vroom	frʊəm
ambulans	ɐmbylɑ̃ns
Uiteraard	øytərɑːrt
onbesmette	ɔnbəsmɛtə
egpare	æxpɑːrə
Literatuurwetenskap	lətərɐtyrviətənskɐp
Druiwe	drøyvə
mean	miəɐn
Hierby	hiːrbɛɪ
allerheerlikste	ɐlərhiərləkstə
berus	bərœs
kultiese	kœltisə
spankeuses	spɐŋkøəsəs
trustrekening	trœstriəkənəŋ
swaargewigte	swɑːrxəvəxtə
Kingfisher	kəŋfəshər
Maun	məʊn
Günther	xœnthər
jarre	jɐrə
Picture	pəktyrə
betaalpunte	bətɑːlpœntə
embrio	ɛmbriʊə
ryp	rɛɪp
veronderstelling	fərɔnərstæləŋ
Challenger	xɐləŋər
Jacobs	jɑːkɔbs
formate	fɔrmɑːtə
Speurder	spøərdər
stemdag	stɛmdɐx
parade	pərɑːdə
Meester	miəstər
Hulpmiddels	hœlpmədəls
dagprogram	dɐxpruxrɐm
koekies	kukis
eisteddfods	ɛɪstədfɔts
beginjare	bəxənjɑːrə
Padda	pɐdɐ
wisseltrofee	vəsəltrufiə
sylyn	sɛɪlɛɪn
gegrond	xəxrɔːnt
toereken	turiəkən
brou	brəʊ
aanplanting	ɑːnplɐntəŋ
Skaap	skɑːp
platemaatskappye	plɑːtəmɑːtskɐpɛɪə
wildreservaat	vəldrəsərfɑːt
pH	piəhɑː
grondonteiening	xrɔːntɔntɛɪənəŋ
suikersiekte	søykərsiktə
Brooks	brʊəks
Burgers	bœrɡərs
Sinode	sənʊədə
kruisings	krøysəŋs
terugspeel	trœxspiəl
omgekeer	ɔmxəkiər
Polities	pulitis
elites	iliːts
tabel	tɐbæl
sussies	sœsis
nogals	nɔxɐls
loshande	lɔshɐndə
Tafel	tɑːfəl
welgevallige	vælxəfɐləxə
klopjag	klɔpjɐx
lewensvatbaarheid	liəvənsfɐtbɑːrhɛɪt
Joachim	juwɑːxəm
Reëls	riəls
Magalieskruin	mɐxɐliskrøyn
Banana	bɑːnɑːnɐ
Joanne	jʊəɐnə
Gemeentes	xəmiəntəs
diplomate	dəplumɑːtə
tendens	tɛndẽns
wetsgehoorsame	vɛtsxəhʊərsɑːmə
leeu	liuː
wegslaan	væxslɑːn
dwelmhandel	dwæləmhɐndəl
liggaamlike	ləxɑːmləkə
oppassers	ɔppɐsərs
opvanggebied	ɔpfɐŋxəbit
besprinkeling	bəsprəŋkələŋ
stoofplaat	stʊəfplɑːt
Stand	stɐnt
resoneer	rɛsuniər
kwepers	kwiəpərs
elf	ælf
muggie	mœxi
klopdisselboom	klɔpdəsəlbʊəm
Taoïsme	tɑːʊəəsmə
beskrywings	bəskrɛɪvəŋs
daarbinne	dɑːrbənə
bloue	bləʊə
kaalvuis	kɑːlføys
HuishoudingGH	høyshəʊdəŋxiəhɑː
ingedraai	ənxədrɑɪ
landstreek	lɐntstriək
gratis	xrɑːtəs
soveel	sʊəfiəl
Galasiërs	xɐlɑːsiəiərs
vertaalwerk	fərtɑːlværk
Rec	rɛk
versuip	fərsøyp
Huur	hyr
lewenslus	liəvənslœs
vlakvark	flɐkfɐrk
benodig	bənʊədəx
Robot	rʊəbɔt
hulpbronbestuur	hœlpbrɔnbəstyːr
Nm	ɛnɛm
Hotel	hutæl
hoofstroommedia	hʊəfstrʊəmiːdiːjɐ
Kovsie	kɔfsi
lang	lɐŋ
hooflyne	hʊəflɛɪnə
eindoordeel	ɛɪndʊərdiəl
Sandveld	sɐntfælt
verenigings	fəriənəxəŋs
Hands	hɐnts
wysiging	vɛɪsəxəŋ
Mbete	mbiətə
skougronde	skəʊxrɔːndə
misstappe	məstɐpə
gesellig	xəsæləx
Zanne	zɐnə
ontgeld	ɔntxælt
geesteswetenskappe	xiəstəsviətənskɐpə
abnormale	ɐbnɔrmɑːlə
demonstrasie	dɛmɔnstrɑːsi
stasie	stɑːsi
Ruyterwacht	røytərvɐxt
Muis	møys
Talita	tɑːlitɐ
skroei	skruɪ
buie	bøyə
verdriedubbel	fərdridœbəl
biertent	biːrtɛnt
natrium	nɑːtriœm
Kontrole	kɔntrʊələ
Mohr	mɔhr
navorsingsartikels	nɑːfɔrsəŋsɐrtikəls
Sodwana	sɔtvɑːnɐ
lope	lʊəpə
Vleis	flɛɪs
voorts	fʊərts
Pythagoras	pitɑːxʊərɐs
gelerige	xiələrəxə
Anette	ɐnɛtə
oorlewerings	ʊərliəvərəŋs
lawaai	lɐvɑɪ
Remonstrante	riəmɔnstrɐntə
inkopiesentrums	əŋkʊəpisɛntrœms
Doelgerigte	dulxərəxtə
onbehoorlik	ɔnbəhʊərlək
grag	xrɐx
dente	dɛntə
Oos	ʊəs
fetale	fiətɑːlə
binne	bənə
ontneem	ɔntniəm
ultra	œltrɐ
Alweendo	ɐlviəndu
term	tærəm
Vinci	fəŋsi
veggees	fæxiəs
posvlak	pɔsflɐk
puinhope	pøynhʊəpə
weiveld	vɛɪfælt
kerkdiens	kærkdins
prevent	prəfɛnt
Crous	krəʊs
gebars	xəbɐrs
Vers	fæːrs
Fishing	fəshəŋ
onthaal	ɔnthɑːl
Magnolia	mɐxnʊəliɐ
vasberadenheid	fɐsbərɑːdənhɛɪt
gelas	xəlɐs
nasate	nɑːsɑːtə
studielenings	stydiliənəŋs
afwykende	ɐfvɛɪkəndə
jaartal	jɑːrtɐl
Leonie	liʊəni
Rm	ærɛm
mis	məs
kommandostelsel	kumɐndustælsəl
daarná	dɑːrnɑː
klaagliedere	klɑːxlidərə
Nicholson	nəxɔlsɔn
blogger	blɔxər
berguitsigte	bærxøytsəxtə
dames	dɑːməs
onmagtig	ɔnmɐxtəx
werksaam	værksɑːm
verdwyning	fərdwɛɪnəŋ
Central	sɛntrɐl
opsit	ɔpsət
vertroosting	fərtrʊəstəŋ
doeltreffender	dultrɛfəndər
teenstrydigheid	tiənstrɛɪdəxɛɪt
brug	brœx
Nope	nʊəpə
uitgedos	øytxədɔs
traumaberading	trəʊmɑːbərɑːdəŋ
Bones	bʊənəs
xx	rumɛɪnsətwəntəx
hoëveld	huːəfælt
ooreenkomstige	ʊəriəŋkɔmstəxə
armstes	ɐrəmstəs
Knysna	nɛɪsnɐ
Literature	lətərɐtyrə
pleegouers	pliəxəʊərs
Claase	klɑːsə
avonturier	ɐvɔntyriːr
Pale	pɑːlə
Hillside	həlsidə
klam	klɐm
panoramiese	pɐnurɑːmisə
sieninge	sinəŋə
termodinamika	tærmʊədinɑːmikɐ
Elifas	iəlifɐs
oorwerk	ʊərværk
rassekwotas	rɐsəkwʊətɐs
narratief	nɐrɐtif
groepe	xrupə
masturbasie	mɐstœrbɑːsi
verrukking	fərrœkəŋ
mensewerk	mẽnsəværk
Presteer	prəstiər
Vanmiddag	fɐnmədɐx
Aleksandrië	ɐlɛksɐntriəiəə
groepwerk	xrupværk
naatloos	nɑːtlʊəs
Christel	xrəstæl
Gregorius	xræxʊəriœs
verhoring	fərhʊərəŋ
losgemaak	lɔsxəmɑːk
selfregulering	sælfrɛxyliərəŋ
stabiel	stɐbil
god	xɔt
bomaanvalle	bɔmɑːnfɐlə
volkseie	fɔlksɛɪə
polisiehoof	pulisihʊəf
toetspen	tutspɛn
Jürgen	jœrxən
Griep	xrip
Mariska	mɐrəskɑː
toeganklikheid	tuxɐŋkləkhɛɪt
skuif	skøyf
Stel	stæl
nuusbulletins	nysbulətəns
eyes	ɛɪɛs
marxisme	mɐrksəsmə
hoogtyd	hʊəxtɛɪt
joune	jəʊnə
toelê	tuleː
Gemeentekarakter	xəmiəntəkɐrɐktər
Pannar	pɐnɐr
gestamp	xəstɐmp
Viljoenskroon	fəljunskrʊən
uitgesleep	øytxəsliəp
Mervin	mærfən
ingepas	ənxəpɐs
Dingane	dəŋɑːnə
elfde	ælfdə
gely	xəlɛɪ
bondel	bɔndəl
watertafel	vɑːtərtɑːfəl
bejeen	bəjiən
AA	ɑː
boetedoening	butədunəŋ
geboortes	xəbʊərtəs
vyandige	fɛɪɐndəxə
Hawaii	hɐvaɪi
Bantoe	bɐntu
Alexa	ɐlɛkzɐ
strafregtelike	strɐfræxtələkə
ONTHOU	ɔnthəʊ
geringste	xərəŋstə
aanvallers	ɑːnfɐlərs
ouderdomsperk	əʊdərdɔmspærk
oer	ur
Landie	lɐndi
leser	liəsər
Renaissance	rɛnəsɑ̃ns
vla	flɑː
Buro	byrʊə
Jakaranda	jɐkɐrɐndɐ
windstreke	vəntstriəkə
firmas	fərmɐs
maanhaar	mɑːnhɑːr
konserwatiewe	kɔnsærvɐtivə
Zonnebloem	zɔnəblum
verterende	fərtiərəndə
Inspec	ənspɛk
Feestyd	fiəstɛɪt
Nóg	nɔx
PB	piəbiə
Natalie	nɐtɑːli
opwindende	ɔpvəndəndə
omslagtig	ɔmslɐxtəx
Afskrif	ɐfskrəf
teenstanders	tiənstɐndərs
Krisjan	krəʃɐn
Middels	mədəls
Israel	əsraɪːl
Andorra	ɐndɔrɐ
Gideonsbende	xidiəɔnsbɛndə
gesonder	xəsɔnər
benodighede	bənʊədəxhiədə
onkant	ɔnkɐnt
afswaai	ɐfswɑɪ
Beskikbaarheid	bəskəkbɑːrhɛɪt
toeslaan	tuslɑːn
knewel	kniəvəl
Madame	mɐdɑːm
National	nɑːtiʊənɐl
Olyfberg	ʊəlɛɪfbærx
diereliefhebbers	diːrəlifhɛbərs
Woensdag	vunsdɐx
hoësorgeenheid	huːəsɔrxiənhɛɪt
opvoering	ɔpfuːrəŋ
geskrifte	xəskrəftə
murgpampoentjies	mœrxpɐmpuɪŋcis
Diversiteit	difərsitɛɪt
ondervoed	ɔnərfut
tsoenami	tsunɑːmi
Slenkdalkoors	slɛŋkdɐlkʊərs
olyfgroen	ʊəlɛɪfxrun
afkry	ɐfkrɛɪ
eentaligheid	iəntɑːləxhɛɪt
toonhoogte	tʊənhʊəxtə
annekseer	ɐnɛksiər
vasgeloop	fɐsxəlʊəp
Tessa	tɛsɐ
Withuis	vəthøys
sade	sɑːdə
híér	hir
Dottie	dɔti
vanne	fɐnə
afdakke	ɐfdɐkə
Boeta	butɐ
halflyf	hɐlflɛɪf
nasies	nɑːsis
Scholtz	skɔːlts
Persië	pærsiəiəə
Dewside	dɛvsidə
doughnuts	dəʊxhnœts
letterlik	lɛtərlək
parkeerareas	pɐrkiərɑːriɐs
sillabus	səlɑːbœs
eiesinnigheid	ɛɪəsənəxɛɪt
telefoonoproep	tæləfʊənɔprup
Sjinees	ʃiniəs
agterlyf	ɐxtərlɛɪf
diensplan	dinsplɐn
Deon	diɔn
watervoëls	vɑːtərfuːəls
aangegee	ɑːnxəxiə
rondawels	rɔndɑːvəls
nuuskieriges	nyskirəxəs
teruggespoor	trœxəspʊər
soutinname	səʊtənɑːmə
burgermeester	bœrɡərmiəstər
gesneuwel	xəsnøəvəl
skryfstyl	skrɛɪfstɛɪl
droomhuis	drʊəmhøys
klink	kləŋk
lugsakke	lœxsɐkə
formuleer	fɔrmyliər
vraagsteller	frɑːxstælər
sleutelbeen	sløətəlbiən
skouerkleed	skəʊərkliət
lustig	lœstəx
dergeliks	dærxələks
Bar	bɐr
Menswaardigheid	mẽnsvɑːrdəxhɛɪt
afsku	ɐfsky
geselsies	xəsælsis
saamvat	sɑːmfɐt
guard	xyɐrt
boor	bʊər
beesvleis	biəsflɛɪs
spanningslyn	spɐnəŋslɛɪn
negejarige	niəxəjɑːrəxə
opleiding	ɔplɛɪdəŋ
Kunsvereniging	kœnsfəriənəxəŋ
inbox	ənbɔks
skeep	skiəp
ontboeseming	ɔntbusəməŋ
Mobile	mʊəbilə
verteenwoordiger	fərtiənvʊərdəxər
Ilana	ilɑːnɐ
knus	knœs
gewoonte	xəvʊəntə
onselfsugtigheid	ɔnsælfsœxtəxɛɪt
koalisie	kʊəɑːlisi
Drakie	drɑːki
projeksie	prujɛksi
dinamies	dinɑːmis
uitgegaan	øytxəxɑːn
Groenewald	xrunəvɐlt
kraam	krɑːm
nasionaliseer	nɐʃiunɐlisiər
aansoekvorm	ɑːnsukfɔrəm
Stop	stɔp
Kwaggas	kwɐxɐs
Simonsberg	simɔnsbærx
borsslag	bɔrslɐx
scenarios	siənɑːriʊəs
sinodes	sənʊədəs
prostaatkanker	prɔstɑːtkɐŋkər
hedendaagse	hiədəndɑːxsə
siekes	sikəs
verdraai	fərdrɑɪ
doper	dʊəpər
feëverhale	fiəfərhɑːlə
gevoeg	xəfux
aangekoop	ɑːnxəkʊəp
ongerief	ɔnxərif
huisgenote	høysxənʊətə
slagters	slɐxtərs
begaan	bəxɑːn
kamerawerk	kɐmərɐværk
Waters	vɑːtərs
Psalm	pəsɐləm
onrein	ɔnrɛɪn
truitjies	trøycis
Algehele	ɐlxəhiələ
sosialiste	sʊəʃiɐləstə
Nersa	nærsɑː
Tegnologiese	tæxnulʊəxisə
gerestoureerde	xərɛstəʊriərdə
netnou	nɛtnəʊ
kamertemperatuur	kɑːmərtɛmprɐtyr
kaggelvuur	kɐxəlfyr
eetbaar	iətbɑːr
uitspruit	øytsprøyt
beige	bɛɪɛɪʒ
helde	hældə
stormagtige	stɔrəmɐxtəxə
hofsaal	hɔfsɑːl
Duiwelskloof	døyvəlsklʊəf
vloermoer	fluːrmuːr
Pioniers	piuniːrs
vormlose	fɔrəmlʊəsə
dektyd	dɛktɛɪt
gelei	xəlɛɪ
opgelegde	ɔpxəlæxdə
Nobelpryswenner	nʊəbælprɛɪsvɛnər
blond	blɔnt
Herakles	hærɐklɛs
seerkry	siərkrɛɪ
meditasie	mɛditɑːsi
GR	xiəær
kreet	kriət
Ikeys	ikɛɪs
koffiewinkels	kɔfivəŋkəls
rassistiese	rɐsəstisə
weinige	vɛɪnəxə
ledigheid	liədəxɛɪt
moor	mʊər
flarde	flɐrdə
Totaal	tutɑːl
bloeiende	bluɪəndə
onthale	ɔnthɑːlə
Tokara	tʊəkɑːrɐ
Vasvra	fɐsfrɑː
Wynlande	vɛɪnlɐndə
aangemeld	ɑːnxəmælt
rosé	rʊəsə
korrespondensie	kɔrəspɔndɛnsi
amfiteater	ɐmfitiɑːtər
onontginde	ɔnɔntxəndə
smekinge	smiəkəŋə
juf	jœf
Hindoeïsme	hinduəsmə
speurders	spøərdərs
glansend	xlɐnsənt
Mededingingskommissie	miədədəŋəŋskumisi
Perd	pært
Vida	fidɐ
sprokiesverhaal	sprʊəkisfərhɑːl
Kallis	kɐləs
Gisteraand	xəstərɑːnt
verdrae	fərdrɑː
aangepor	ɑːnxəpɔr
vuiligheid	føyləxɛɪt
Kopland	kɔplɐnt
afgradering	ɐfxrɐdiərəŋ
pasmaats	pɐsmɑːts
verbygaande	fərbɛɪxɑːndə
navorsingsresultate	nɑːfɔrsəŋsrəsœltɑːtə
vakkundiges	fɐkœndəxəs
kosbaarder	kɔsbɑːrdər
lieste	listə
plunder	plœndər
kieserslys	kisərslɛɪs
onplesierig	ɔnpləsiːrəx
morsig	mɔrsəx
snelbouler	snælbəʊlər
perdebytjie	pæːrdəbɛɪci
Trekker	trækər
Philipp	fələp
wink	vəŋk
akademiese	ɐkədiəmisə
sinisme	sinəsmə
Gedagtes	xədɐxtəs
Pilanesberg	pilɑːnəsbærx
voortgesit	fʊərtxəsət
geskroei	xəskruɪ
energieke	ɛnərxikə
sykante	sɛɪkɐntə
Klavier	klɐfiːr
Nederduitsch	niədərdøytʃ
Durban	dœrbɐn
kunsuitstalling	kœnsøytstɐləŋ
Agtergrond	ɐxtərxrɔːnt
beginpunt	bəxənpœnt
Road	rʊəɐt
Wetgewer	vɛtxiəvər
Giel	xil
Tier	tiːr
vermoeiende	fərmuɪəndə
helfte	hælftə
Kenner	kɛnər
or	ɔr
Hebr	hɛbr
poetry	putrɛɪ
groepsdruk	xrupsdrœk
Trantraal	trɐntrɑːl
Hair	haɪr
aangetref	ɑːnxətrɛf
postmodernisme	pəʊstmudærənəsmə
gewels	xiəvəls
beste	bɛstə
verordineer	fərɔrdəniər
kappies	kɐpis
skulde	skœldə
konformeer	kɔnfɔrmiər
opwas	ɔpvɐs
woonbuurte	vʊənbyrtə
music	mysik
seldery	sældərɛɪ
MARKUS	mɐrkœs
behaag	bəhɑːx
hoofletters	hʊəflɛtərs
Afr	ɐfr
inruil	ənrøyl
geloofsreis	xəlʊəfsrɛɪs
platter	plɐtər
karring	kɐrəŋ
hartsverandering	hɐrtsfərɐndərəŋ
skoonmoeder	skʊənmudər
vryskutjoernalis	frɛɪskœtjurnɐləs
kiesersrol	kisərsrɔl
nooiensvlug	nʊɪənsflœx
oordenking	ʊərdɛŋkəŋ
Rebekka	rəbɛkɐ
kweekhuise	kwiəkhøysə
wakker	vɐkər
gasheer	xɐshiər
ondervinding	ɔnərfəndəŋ
XVI	rumɛɪnsəsɛstin
prakties	prɐktis
deeltyds	diəltɛɪts
bereidwilligheid	bərɛɪtvələxhɛɪt
Simonsig	simɔnsəx
geidentifiseer	xɛɪdɛntifisiər
Scorpio	skɔrpiʊə
Train	traɪn
modderbad	mɔdərbɐt
Toegegee	tuxəxiə
rooiwyne	rʊɪvɛɪnə
onpersoonlike	ɔnpərsʊənləkə
bespiering	bəspirəŋ
gedrag	xədrɐx
vyandskap	fɛɪɐntskɐp
Engelssprekend	ɛŋəlspriəkənt
Shaddai	ʃɐdaɪ
pink	pəŋk
Jehova	jəhʊəfɐ
ent	ɛnt
Karis	kɑːrəs
Owens	ʊəvəns
klippie	kləpi
Maritha	mɐrəthɑː
Half	hɐlf
blaredak	blɑːrədɐk
Muse	mysə
Bjorn	bjɔrən
Babbels	bɐbəls
oktaan	ɔktɑːn
ryers	rɛɪərs
Duisende	døysəndə
Philida	philidɐ
Bybelverspreiding	bɛɪbəlfərsprɛɪdəŋ
risikoprofiel	risikuprufil
Cecil	sɛsəl
sluk	slœk
uiteet	øytiət
if	əf
stene	stiənə
Mountains	məʊntaɪns
Sasol	sɑːsɔl
area	ɑːriɐ
Sketse	skɛtsə
geestes	xiəstəs
Isébel	isiəbəl
spies	spis
App	ɐp
Landbounavorsingsraad	lɐntbəʊnɑːfɔrsəŋsrɑːt
verpligtinge	fərpləxtəŋə
Lucky	lœkɛɪ
Dear	diəɐr
verreikend	fæːrrɛɪkənt
PLESSIS	plɛsəs
bevoorregte	bəfʊəræxtə
beleërde	bəliərdə
kraamsaal	krɑːmsɑːl
element	ɛləmɛnt
blokkies	blɔkis
lewensvaardighede	liəvənsfɑːrdəxhiədə
