Зенги	zˈɛŋɡɪ
кажњавао	kˈaʒɲɐvˌɐo
силицијума	sˈilɪt͡sˌɪjʊmɐ
гробница	ɡrˈobnɪt͡sɐ
кидају	kˈidɑjʊ
стваралачки	stvˈɑrɐlˌɐt͡ʃkɪ
бележио	bˈɛlɛʒˌɪo
санација	sˈanɐt͡sˌɪjɐ
божанских	bˈoʒɐnskɪh
сврси	svrsˈi
катапулт	kˈatɐpʊlt
кршења	krʃˈɛɲɐ
прекидача	prˈɛkɪdˌɐt͡ʃɐ
већини	vˈɛt͡ɕɪnɪ
MPI	mpˈi
удаљавала	ˈudɐʎˌɐvɐlɐ
скоријој	skˈorɪjoj
Лилард	lˈilɑrd
Дому	dˈomʊ
наге	nˈaɡɛ
дужина	dˈuʒɪnɐ
Име	ˈimɛ
одбојке	ˈodbojkɛ
историографски	ˈistorˌɪoɡrˌɐfskɪ
цесте	t͡sˈɛstɛ
уочава	ˈuot͡ʃˌɐvɐ
Французе	frˈant͡sʊzɛ
проучити	prˈo͡ʊt͡ʃɪtɪ
зимом	zˈimom
визу	vˈizʊ
Western	vˈɛstɛrn
јесењим	jˈesɛɲɪm
Певачица	pˈɛvɐt͡ʃˌɪt͡sɐ
вишу	vˈiʃʊ
ОЕБС	ˈoɛps
испочетка	ˈispot͡ʃˌɛtkɐ
усклађени	ˈusklɐd͡ʑˌɛnɪ
спаљивања	spˈaʎɪvˌɐɲɐ
ванбрачну	vˈanbrɐt͡ʃnʊ
Балканским	bˈalkɐnskɪm
очувању	ˈot͡ʃʊvˌɐɲʊ
посјете	pˈosjetɛ
John	jˈohn
масне	mˈasnɛ
именовала	ˈimɛnˌovɐlɐ
Голуб	ɡˈolʊb
касета	kˈasɛtɐ
Сократа	sˈokrɐtɐ
Сербски	sˈɛrpskɪ
крстарећих	krstˈɑrɛt͡ɕɪh
Топла	tˈoplɐ
Босна	bˈosnɐ
Хедер	xˈɛdɛr
Аварима	ˈavɑrˌɪmɐ
милионер	mˈilɪˌonɛr
јулијански	jˈulɪjˌɐnskɪ
Paul	pˈaʊl
означили	ˈoznɐt͡ʃˌɪlɪ
витража	vˈitrɐʒɐ
сведочила	svˈɛdot͡ʃˌɪlɐ
чаролију	t͡ʃˈɑrolˌɪjʊ
среза	srˈɛzɐ
колебање	kˈolɛbˌɐɲe
проданих	prˈodɐnɪh
емпиријске	ˈɛmpɪrˌɪjskɛ
композиторима	kˈompozˌɪtorˌɪmɐ
Знање	znˈaɲe
тако	tˈako
Ед	ˈɛd
линч	lˈint͡ʃ
сместило	smˈɛstɪlo
висећи	vˈisɛt͡ɕɪ
трактату	trˈaktɐtʊ
Lady	lˈadɪ
сагласна	sˈaɡlɐsnɐ
људским	ʎˈutskɪm
многима	mnˈoɡɪmɐ
носеће	nˈosɛt͡ɕɛ
откупи	ˈotkʊpɪ
бечког	bˈɛt͡ʃkoɡ
лежећег	lˈɛʒɛt͡ɕɛɡ
наг	nˈaɡ
грло	ɡrlˈo
Тетка	tˈɛtkɐ
спусти	spˈustɪ
водећу	vˈodɛt͡ɕʊ
колачићи	kˈolɐt͡ʃˌɪt͡ɕɪ
маслиново	mˈaslɪnˌovo
цитоплазме	t͡sˈitoplˌɐzmɛ
Радовић	rˈadovɪt͡ɕ
нагиба	nˈaɡɪbɐ
непознатом	nˈɛpoznˌɐtom
непристрасно	nˈɛprɪstrˌɐsno
особен	ˈosobɛn
штеточина	ʃtˈɛtot͡ʃˌɪnɐ
министарској	mˈinɪstˌɑrskoj
шурак	ʃˈurɐk
идући	ˈidʊt͡ɕɪ
Будак	bˈudɐk
најнижем	nˈɑjnɪʒɛm
окова	ˈokovɐ
прецизира	prˈɛt͡sɪzˌɪrɐ
истуреном	ˈistʊrˌɛnom
московска	mˈoskofskɐ
сврстан	svrstˈan
савршених	sˈavrʃɛnɪh
Флота	flˈotɐ
уништивши	ˈunɪʃtˌɪfʃɪ
дијагонално	dˈijɐɡˌonɐlno
удобан	ˈudobɐn
светског	svˈɛtskoɡ
пукотина	pˈukotˌɪnɐ
Аустралија	ˈaʊstrˌɐlɪjɐ
пригодне	prˈiɡodnɛ
меморију	mˈɛmorˌɪjʊ
покривале	pˈokrɪvˌɐlɛ
водећом	vˈodɛt͡ɕom
повртарство	pˈovrtɑrstvo
лектор	lˈɛktor
задовољно	zˈadovˌoʎno
Воду	vˈodʊ
одговарао	ˈodɡovˌɑrɐo
имуноглобулина	ˈimʊnˌoɡlobˌʊlɪnɐ
Кретање	krˈɛtɐɲe
финално	fˈinɐlno
најскупљи	nˈɑjskʊpʎɪ
Статички	stˈatɪt͡ʃkɪ
чету	t͡ʃˈɛtʊ
спроведен	sprˈovɛdɛn
односио	ˈodnosˌɪo
произашла	prˈoɪzˌɐʃlɐ
Брежњев	brˈɛʒɲev
напокон	nˈapokon
кошаркашка	kˈoʃɑrkˌɐʃkɐ
Театра	tˈɛɐtrɐ
животној	ʒˈivotnoj
изјављује	ˈizjɐvljˌʊje
коментаром	kˈomɛntˌɑrom
несрећних	nˈɛsrɛt͡ɕnɪh
подруми	pˈodrʊmɪ
кренула	krˈɛnʊlɐ
ватре	vˈatrɛ
свира	svˈirɐ
салон	sˈalon
филологији	fˈilolˌoɡɪjɪ
располагала	rˈaspolˌɐɡɐlɐ
збијеног	zbˈijenoɡ
трактор	trˈaktor
Колумбији	kˈolʊmbˌɪjɪ
Боинга	bˈoɪŋɡɐ
догађајима	dˈoɡɐd͡ʑˌɑjɪmɐ
доживљавања	dˈoʒɪvljˌɐvɐɲɐ
покојног	pˈokojnoɡ
Кладова	klˈadovɐ
двоструким	dvˈostrʊkɪm
законском	zˈakonskom
Синобад	sˈinobɐd
Моша	mˈoʃɐ
газе	ɡˈazɛ
планинска	plˈanɪnskɐ
допринијело	dˈoprɪnˌɪjelo
појачања	pˈojɐt͡ʃˌɐɲɐ
учествује	ˈut͡ʃɛstvˌʊje
настајали	nˈastɑjˌɐlɪ
помирењу	pˈomɪrˌɛɲʊ
поткопава	pˈotkopˌɐvɐ
Курт	kˈurt
полемике	pˈolɛmˌɪkɛ
мирнија	mˈirnɪjɐ
Борби	bˈorbɪ
свјетским	svjˈetskɪm
Гугл	ɡˈuɡl̩
грм	ɡrm
квалификациону	kvˈalɪfˌɪkɐt͡sˌɪonʊ
милијарде	mˈilɪjˌɑrdɛ
тинејџерке	tˈinejd͡ʒˌɛrkɛ
ледени	lˈɛdɛnɪ
календару	kˈalɛndˌɑrʊ
побједу	pˈobjedʊ
Вукотић	vˈukotɪt͡ɕ
дијагнозом	dˈijɐɡnˌozom
минерална	mˈinɛrˌɐlnɐ
Сесара	sˈɛsɑrɐ
грађанском	ɡrˈad͡ʑɐnskom
самоуправног	sˈamo͡ʊprˌɐvnoɡ
медитеранског	mˈɛdɪtˌɛrɐnskoɡ
челници	t͡ʃˈɛlnɪt͡sɪ
жандармеријске	ʒˈandɑrmˌɛrɪjskɛ
упоредне	ˈuporˌɛdnɛ
корпа	kˈorpɐ
Дрејк	drˈejk
младог	mlˈadoɡ
пашалука	pˈaʃɐlˌʊkɐ
Ерос	ˈɛros
Ријана	rˈijɐnɐ
Вративши	vrˈatɪfʃɪ
прозори	prˈozorɪ
спремао	sprˈɛmɐo
плитких	plˈitkɪh
максималном	mˈaksɪmˌɐlnom
градиле	ɡrˈadɪlɛ
одредница	ˈodrɛdnˌɪt͡sɐ
саопшти	sˈaopʃtɪ
Увац	ˈuvɐt͡s
клањају	klˈaɲɑjʊ
Међународна	mˈɛd͡ʑʊnˌɑrodnɐ
слонове	slˈonovɛ
Црвених	t͡srvˈɛnɪh
изнервиран	ˈiznɛrvˌɪrɐn
жалећи	ʒˈalɛt͡ɕɪ
баштина	bˈaʃtɪnɐ
ниском	nˈiskom
поседом	pˈosɛdom
линијски	lˈinɪjskɪ
старатељство	stˈɑrɐtˌɛʎstvo
циљну	t͡sˈiʎnʊ
адвокатској	ˈadvokˌɐtskoj
Позван	pˈozvɐn
Злочин	zlˈot͡ʃɪn
режиме	rˈɛʒɪmɛ
стидне	stˈidnɛ
увреду	ˈuvrɛdʊ
сената	sˈɛnɐtɐ
извршења	ˈizvrʃɛɲɐ
лексички	lˈɛksɪt͡ʃkɪ
тежња	tˈɛʒɲɐ
померила	pˈomɛrˌɪlɐ
Гораном	ɡˈorɐnom
Управа	ˈuprɐvɐ
Ратник	rˈatnɪk
путоказ	pˈutokɐz
опомена	ˈopomˌɛnɐ
измењена	ˈizmɛɲˌenɐ
Куфе	kˈufɛ
оригиналном	ˈorɪɡˌɪnɐlnom
јавити	jˈavɪtɪ
Адамом	ˈadɐmom
Моста	mˈostɐ
ФИДЕ	fˈidɛ
ненападању	nˈɛnɐpˌɐdɐɲʊ
ставки	stˈafkɪ
ноћне	nˈot͡ɕnɛ
епоха	ˈɛpohɐ
издавачке	ˈizdɐvˌɐt͡ʃkɛ
Ивановича	ˈivɐnˌovɪt͡ʃɐ
циљем	t͡sˈiʎem
полицијског	pˈolɪt͡sˌɪjskoɡ
копају	kˈopɑjʊ
хвалили	xvˈalɪlɪ
ношењу	nˈoʃɛɲʊ
властима	vlˈastɪmɐ
неговањем	nˈɛɡovˌɐɲem
University	ˈunɪvˌɛrsɪtɪ
подсећали	pˈotsɛt͡ɕˌɐlɪ
тескобе	tˈɛskobɛ
умножава	ˈumnoʒˌɐvɐ
стојећи	stˈojet͡ɕɪ
ванземаљац	vˈanzɛmˌɐʎɐt͡s
очајан	ˈot͡ʃɑjɐn
разумем	rˈazʊmɛm
пићу	pˈit͡ɕʊ
Апсолутни	ˈapsolˌʊtnɪ
Радета	rˈadɛtɐ
Анкаре	ˈaŋkɑrɛ
мишића	mˈiʃɪt͡ɕɐ
близак	blˈizɐk
обраћала	ˈobrɐt͡ɕˌɐlɐ
шетњу	ʃˈɛtɲʊ
свесних	svˈɛsnɪh
Филмски	fˈilmskɪ
оптужила	ˈoptʊʒˌɪlɐ
Мана	mˈanɐ
загађењем	zˈaɡɐd͡ʑˌɛɲem
вео	vˈɛo
лепљива	lˈɛpʎɪvɐ
Секундарна	sˈɛkʊndˌɑrnɐ
полипи	pˈolɪpɪ
Феи	fˈɛɪ
порасло	pˈorɐslo
Наредба	nˈɑrɛdbɐ
уговорен	ˈuɡovˌorɛn
Октобарске	ˈoktobˌɑrskɛ
ваздухопловства	vˈazdʊhˌoplofstvɐ
оптимиста	ˈoptɪmˌɪstɐ
Трејси	trˈejsɪ
Out	ˈo͡ʊt
укрцавају	ˈukrt͡sɐvˌɑjʊ
Коларов	kˈolɑrov
Барет	bˈɑrɛt
каљење	kˈaʎeɲe
брзине	brzˈinɛ
заговорник	zˈaɡovˌornɪk
El	ˈɛl
Америци	ˈamɛrˌɪt͡sɪ
проводиле	prˈovodˌɪlɛ
завршетку	zˈavrʃɛtkʊ
Исусу	ˈisʊsʊ
најзаступљеније	nˈɑjzɐstˌʊpʎenˌɪje
свирача	svˈirɐt͡ʃɐ
разноликости	rˈaznolˌɪkostɪ
охридски	ˈohrɪtskɪ
наговор	nˈaɡovor
Street	strˈɛɛt
Be	bˈɛ
владина	vlˈadɪnɐ
Потрошња	pˈotroʃɲɐ
Желимо	ʒˈɛlɪmo
женских	ʒˈɛnskɪh
рерни	rˈɛrnɪ
Мендоза	mˈɛndozɐ
металној	mˈɛtɐlnoj
ракета	rˈakɛtɐ
изборну	ˈizbornʊ
Завршена	zˈavrʃɛnɐ
Заједничка	zˈɑjednˌɪt͡ʃkɐ
Двострука	dvˈostrʊkɐ
терористичке	tˈɛrorˌɪstɪt͡ʃkɛ
зони	zˈonɪ
прихватања	prˈihvɐtˌɐɲɐ
поверљиви	pˈovɛrʎˌɪvɪ
геополитички	ɡˈɛopˌolɪtˌɪt͡ʃkɪ
бициклиста	bˈit͡sɪklˌɪstɐ
забринутошћу	zˈabrɪnˌʊtoʃt͡ɕʊ
листићу	lˈistɪt͡ɕʊ
архитектурама	ˈɑrhɪtˌɛktʊrˌɐmɐ
меридијана	mˈɛrɪdˌɪjɐnɐ
Форман	fˈormɐn
Магазиновић	mˈaɡɐzˌɪnovɪt͡ɕ
правобранилаштво	prˈavobrˌɐnɪlˌɐʃtvo
задебљали	zˈadɛbʎˌɐlɪ
комедија	kˈomɛdˌɪjɐ
Чендлер	t͡ʃˈɛndlɛr
најстарије	nˈɑjstɑrˌɪje
Fox	fˈoks
писаном	pˈisɐnom
посећеност	pˈosɛt͡ɕˌɛnost
збира	zbˈirɐ
земљорадничкој	zˈɛmʎorˌɐdnɪt͡ʃkoj
Савјет	sˈavjet
основаној	ˈosnovˌɐnoj
пешадија	pˈɛʃɐdˌɪjɐ
чакри	t͡ʃˈakrɪ
пустио	pˈustɪo
Калиста	kˈalɪstɐ
верније	vˈɛrnɪje
просечним	prˈosɛt͡ʃnɪm
спавањем	spˈavɐɲem
удаји	ˈudɑjɪ
хала	xˈalɐ
екологија	ˈɛkolˌoɡɪjɐ
орбиту	ˈorbɪtʊ
разбију	rˈazbɪjʊ
пуке	pˈukɛ
сусрели	sˈusrɛlɪ
преживеле	prˈɛʒɪvˌɛlɛ
Карађорђем	kˈɑrɐd͡ʑˌord͡ʑɛm
Триполија	trˈipolˌɪjɐ
Волф	vˈolf
значењу	znˈat͡ʃɛɲʊ
формална	fˈormɐlnɐ
потомака	pˈotomˌɐkɐ
Лорд	lˈord
Вукових	vˈukovɪh
биља	bˈiʎɐ
стриктно	strˈiktno
пољубили	pˈoʎʊbˌɪlɪ
квалификовали	kvˈalɪfˌɪkovˌɐlɪ
Понишавља	pˈonɪʃˌɐvljɐ
ваннаставним	vˈannɐstˌɐvnɪm
опипљив	ˈopɪpʎɪv
Гором	ɡˈorom
угљених	ˈuɡʎenɪh
цилиндара	t͡sˈilɪndˌɑrɐ
паганске	pˈaɡɐnskɛ
Надала	nˈadɐlɐ
укуси	ˈukʊsɪ
командном	kˈomɐndnom
Карајан	kˈɑrɑjɐn
опремљене	ˈoprɛmʎˌenɛ
баракама	bˈɑrɐkˌɐmɐ
катастрофални	kˈatɐstrˌofɐlnɪ
интензивни	ˈintɛnzˌɪvnɪ
умерена	ˈumɛrˌɛnɐ
лек	lˈɛk
успјешни	ˈuspjeʃnɪ
граматика	ɡrˈamɐtˌɪkɐ
Задња	zˈadɲɐ
Хирошима	xˈiroʃˌɪmɐ
Предмет	prˈɛdmɛt
Илијада	ˈilɪjˌɐdɐ
италијанске	ˈitɐlˌɪjɐnskɛ
циљног	t͡sˈiʎnoɡ
Христовог	xrˈistovoɡ
прихватајући	prˈihvɐtˌɑjʊt͡ɕɪ
намести	nˈamɛstɪ
Височанство	vˈisot͡ʃˌɐnstvo
Ферера	fˈɛrɛrɐ
Камерон	kˈamɛron
ничега	nˈit͡ʃɛɡɐ
Арабија	ˈɑrɐbˌɪjɐ
сунђери	sˈund͡ʑɛrɪ
Известан	ˈizvɛstɐn
путеви	pˈutɛvɪ
њушци	ɲˈuʃt͡sɪ
рекордни	rˈɛkordnɪ
боксу	bˈoksʊ
Баварска	bˈavɑrskɐ
Атентат	ˈatɛntɐt
постави	pˈostɐvɪ
емирата	ˈɛmɪrˌɐtɐ
некадашњу	nˈɛkɐdˌɐʃɲʊ
уметничког	ˈumɛtnˌɪt͡ʃkoɡ
радарске	rˈadɑrskɛ
грађевинарству	ɡrˈad͡ʑɛvˌɪnɑrstvʊ
фанка	fˈaŋkɐ
лаганим	lˈaɡɐnɪm
пенале	pˈɛnɐlɛ
страдању	strˈadɐɲʊ
Иринеј	ˈirɪnej
Дукљи	dˈukʎɪ
дува	dˈuvɐ
Андроник	ˈandronɪk
Мустафа	mˈustɐfɐ
манастирско	mˈanɐstˌɪrsko
унапреди	ˈunɐprˌɛdɪ
прилагодио	prˈilɐɡˌodɪo
атмосферском	ˈatmosfˌɛrskom
занимљив	zˈanɪmʎɪv
срећно	srˈɛt͡ɕno
покрете	pˈokrɛtɛ
коефицијентом	kˈoɛfˌɪt͡sɪjˌentom
стигли	stˈiɡlɪ
Дамјан	dˈamjɐn
колаж	kˈolɐʒ
опсадно	ˈopsɐdno
управљао	ˈuprɐvljˌɐo
приписивали	prˈipɪsˌɪvɐlɪ
аутобусе	ˈaʊtˌobʊsɛ
Холокауста	xˈolokˌɐʊstɐ
радови	rˈadovɪ
сватове	svˈatovɛ
СД	sˈədˌə
ослобођеној	ˈoslobˌod͡ʑɛnoj
забада	zˈabɐdɐ
изгради	ˈizɡrɐdɪ
W	dˈuplovə
променити	prˈomɛnˌɪtɪ
превазилазе	prˈɛvɐzˌɪlɐzɛ
учесницима	ˈut͡ʃɛsnˌɪt͡sɪmɐ
бабе	bˈabɛ
модификације	mˈodɪfˌɪkɐt͡sˌɪje
Ковину	kˈovɪnʊ
подстиче	pˈotstɪt͡ʃɛ
угрожену	ˈuɡroʒˌɛnʊ
Чест	t͡ʃˈɛst
скицама	skˈit͡sɐmɐ
возова	vˈozovɐ
Чешки	t͡ʃˈɛʃkɪ
баријере	bˈɑrɪjˌerɛ
кругу	krˈuɡʊ
Крит	krˈit
нижем	nˈiʒɛm
милиција	mˈilɪt͡sˌɪjɐ
разликовало	rˈazlɪkˌovɐlo
Хатиџе	xˈatɪd͡ʒɛ
хопа	xˈopɐ
Дебело	dˈɛbɛlo
развојном	rˈazvojnom
Рукометни	rˈukomˌɛtnɪ
подешен	pˈodɛʃɛn
најбољих	nˈɑjboʎɪh
Предмети	prˈɛdmɛtɪ
допловио	dˈoplovˌɪo
таписерија	tˈapɪsˌɛrɪjɐ
ради	rˈadɪ
Датум	dˈatʊm
пакао	pˈakɐo
Слово	slˈovo
љубимац	ʎˈubɪmɐt͡s
Оптужен	ˈoptʊʒɛn
сажаљења	sˈaʒɐʎˌeɲɐ
лепог	lˈɛpoɡ
загађују	zˈaɡɐd͡ʑˌʊjʊ
сликарског	slˈikɑrskoɡ
контролом	kˈontrolom
једначини	jˈednɐt͡ʃˌɪnɪ
целобројне	t͡sˈɛlobrˌojnɛ
Судану	sˈudɐnʊ
напуштену	nˈapʊʃtˌɛnʊ
удаљени	ˈudɐʎˌenɪ
лутају	lˈutɑjʊ
охрабрује	ˈohrɐbrˌʊje
књижевницима	kɲˈiʒɛvnˌɪt͡sɪmɐ
Штампано	ʃtˈampɐno
Морнарички	mˈornɑrˌɪt͡ʃkɪ
супротности	sˈuprotnˌostɪ
доказа	dˈokɐzɐ
Сигмунда	sˈiɡmʊndɐ
женском	ʒˈɛnskom
оклопника	ˈoklopnˌɪkɐ
Албанаца	ˈalbɐnˌɐt͡sɐ
Матилде	mˈatɪldɛ
уписана	ˈupɪsˌɐnɐ
саставља	sˈastɐvljɐ
камерног	kˈamɛrnoɡ
слојевитости	slˈojevˌɪtostɪ
Одлучили	ˈodlʊt͡ʃˌɪlɪ
водостаја	vˈodostˌɑjɐ
припадници	prˈipɐdnˌɪt͡sɪ
пуковник	pˈukovnɪk
имовине	ˈimovˌɪnɛ
валидан	vˈalɪdɐn
румунским	rˈumʊnskɪm
хармонији	xˈɑrmonˌɪjɪ
компјутерском	kˈompjʊtˌɛrskom
слугама	slˈuɡɐmɐ
љускавци	ʎˈuskɐft͡sɪ
тврђе	tvrd͡ʑˈɛ
оријенталне	ˈorɪjˌentɐlnɛ
крсташке	krstˈaʃkɛ
проширивању	prˈoʃɪrˌɪvɐɲʊ
рањеници	rˈaɲenˌɪt͡sɪ
нападали	nˈapɐdˌɐlɪ
досадне	dˈosɐdnɛ
свеобухватне	svˈɛobˌʊhvɐtnɛ
Изван	ˈizvɐn
исплатило	ˈisplɐtˌɪlo
Ахли	ˈahlɪ
отказати	ˈotkɐzˌɐtɪ
глумац	ɡlˈumɐt͡s
Венчали	vˈɛnt͡ʃɐlɪ
патриотских	pˈatrɪˌotskɪh
калупи	kˈalʊpɪ
ташта	tˈaʃtɐ
забелешке	zˈabɛlˌɛʃkɛ
потреба	pˈotrɛbɐ
Црвену	t͡srvˈɛnʊ
минут	mˈinʊt
веровали	vˈɛrovˌɐlɪ
дочекала	dˈot͡ʃɛkˌɐlɐ
искусио	ˈiskʊsˌɪo
чим	t͡ʃˈim
Волела	vˈolɛlɐ
Ференц	fˈɛrɛnt͡s
трудити	trˈudɪtɪ
Медаље	mˈɛdɐʎe
тамносмеђа	tˈamnosmˌɛd͡ʑɐ
наопачке	nˈaopˌɐt͡ʃkɛ
објективна	ˈobjektˌɪvnɐ
Булса	bˈulsɐ
порно	pˈorno
мемоаре	mˈɛmoˌɑrɛ
бојкота	bˈojkotɐ
подаци	pˈodɐt͡sɪ
мексичка	mˈɛksɪt͡ʃkɐ
Саудијске	sˈaʊdˌɪjskɛ
урођеним	ˈurod͡ʑˌɛnɪm
Норвешке	nˈorvɛʃkɛ
потписе	pˈotpɪsɛ
споразумевање	spˈorɐzˌʊmɛvˌɐɲe
избор	ˈizbor
стоп	stˈop
Телевизијски	tˈɛlɛvˌɪzɪjskɪ
променама	prˈomɛnˌɐmɐ
генерисани	ɡˈɛnɛrˌɪsɐnɪ
шупље	ʃˈupʎe
разрешити	rˈazrɛʃˌɪtɪ
украјинску	ˈukrɑjˌɪnskʊ
непрестаних	nˈɛprɛstˌɐnɪh
додавању	dˈodɐvˌɐɲʊ
саграђено	sˈaɡrɐd͡ʑˌɛno
састав	sˈastɐv
металне	mˈɛtɐlnɛ
Метохији	mˈɛtohˌɪjɪ
уским	ˈuskɪm
угледан	ˈuɡlɛdɐn
Угарску	ˈuɡɑrskʊ
Тира	tˈirɐ
Конго	kˈoŋɡo
пријеме	prˈijemɛ
консолидацију	kˈonsolˌɪdɐt͡sˌɪjʊ
постала	pˈostɐlɐ
Томасова	tˈomɐsˌovɐ
покрајина	pˈokrɑjˌɪnɐ
површне	pˈovrʃnɛ
схватањима	shvˈatɐɲˌɪmɐ
уметничку	ˈumɛtnˌɪt͡ʃkʊ
команданте	kˈomɐndˌɐntɛ
Речено	rˈɛt͡ʃɛno
кулом	kˈulom
војводи	vˈojvodɪ
признао	prˈiznɐo
позлаћеним	pˈozlɐt͡ɕˌɛnɪm
Бурдије	bˈurdɪje
песковито	pˈɛskovˌɪto
електрон	ˈɛlɛktron
национализма	nˈat͡sɪˌonɐlˌɪzmɐ
занимало	zˈanɪmˌɐlo
Пантовић	pˈantovɪt͡ɕ
неповољна	nˈɛpovˌoʎnɐ
ружан	rˈuʒɐn
голове	ɡˈolovɛ
Бројчано	brˈojt͡ʃɐno
апсорпцију	ˈapsorpt͡sˌɪjʊ
одвојеног	ˈodvojˌenoɡ
техничке	tˈɛhnɪt͡ʃkɛ
начелно	nˈat͡ʃɛlno
напаја	nˈapɑjɐ
класна	klˈasnɐ
београдском	bˈɛoɡrˌɐtskom
сениори	sˈɛnɪˌorɪ
Дебитантски	dˈɛbɪtˌɐntskɪ
најкарактеристичнији	nˈɑjkɑrˌɐktɛrˌɪstɪt͡ʃnˌɪjɪ
убиства	ˈubɪstvɐ
оболели	ˈobolˌɛlɪ
терминални	tˈɛrmɪnˌɐlnɪ
градови	ɡrˈadovɪ
агитација	ˈaɡɪtˌɐt͡sɪjɐ
прозна	prˈoznɐ
штрајкача	ʃtrˈɑjkɐt͡ʃɐ
Рајо	rˈɑjo
нахрани	nˈahrɐnɪ
прескочиле	prˈɛskot͡ʃˌɪlɛ
електричним	ˈɛlɛktrˌɪt͡ʃnɪm
мучено	mˈut͡ʃɛno
седмогодишње	sˈɛdmoɡˌodɪʃɲe
бетонским	bˈɛtonskɪm
трансферу	trˈansfɛrʊ
Марк	mˈɑrk
Мелбурн	mˈɛlbʊrn
Пакта	pˈaktɐ
видни	vˈidnɪ
Нокс	nˈoks
сматрамо	smˈatrɐmo
запремине	zˈaprɛmˌɪnɛ
окарактерисани	ˈokɑrˌɐktɛrˌɪsɐnɪ
литванске	lˈitvɐnskɛ
Network	nˈɛtvork
сезоном	sˈɛzonom
завлада	zˈavlɐdɐ
ервејза	ˈɛrvejzɐ
артритис	ˈɑrtrɪtɪs
Бојану	bˈojɐnʊ
Дофине	dˈofɪnɛ
задесио	zˈadɛsˌɪo
наранџаста	nˈɑrɐnd͡ʒˌɐstɐ
Божији	bˈoʒɪjɪ
ускрснуће	ˈuskrsnʊt͡ɕɛ
Ђенове	d͡ʑˈɛnovɛ
Лавел	lˈavɛl
строга	strˈoɡɐ
ондашњем	ˈondɐʃɲem
водиле	vˈodɪlɛ
португалска	pˈortʊɡˌɐlskɐ
пила	pˈilɐ
Напослетку	nˈaposlˌɛtkʊ
збијеним	zbˈijenɪm
мол	mˈol
Шапура	ʃˈapʊrɐ
гранатама	ɡrˈanɐtˌɐmɐ
разматрање	rˈazmɐtrˌɐɲe
доступном	dˈostʊpnom
екстензија	ˈɛkstɛnzˌɪjɐ
фигуру	fˈiɡʊrʊ
раширених	rˈaʃɪrˌɛnɪh
тематски	tˈɛmɐtskɪ
грађани	ɡrˈad͡ʑɐnɪ
скривене	skrˈivɛnɛ
Марине	mˈɑrɪnɛ
фашистичкој	fˈaʃɪstˌɪt͡ʃkoj
узнемиравали	ˈuznɛmˌɪrɐvˌɐlɪ
картагињанска	kˈɑrtɐɡˌɪɲɐnskɐ
оштро	ˈoʃtro
Шумадијске	ʃˈumɐdˌɪjskɛ
рекла	rˈɛklɐ
Титово	tˈitovo
обуче	ˈobʊt͡ʃɛ
вероватна	vˈɛrovˌɐtnɐ
спремни	sprˈɛmnɪ
Наспрам	nˈasprɐm
дугометражном	dˈuɡomˌɛtrɐʒnom
Митрополита	mˈitropˌolɪtɐ
рукописима	rˈukopˌɪsɪmɐ
састојак	sˈastojɐk
чудесно	t͡ʃˈudɛsno
Мајлса	mˈɑjl̩sɐ
позвани	pˈozvɐnɪ
Узевши	ˈuzɛfʃɪ
расејавају	rˈasejˌɐvɑjʊ
квазари	kvˈazɑrɪ
Фландерен	flˈandɛrɛn
чувено	t͡ʃˈuvɛno
Добитник	dˈobɪtnɪk
трајале	trˈɑjɐlɛ
репрезентативна	rˈɛprɛzˌɛntɐtˌɪvnɐ
пешадију	pˈɛʃɐdˌɪjʊ
Ман	mˈan
Диона	dˈionɐ
негативаца	nˈɛɡɐtˌɪvɐt͡sɐ
планирано	plˈanɪrˌɐno
положени	pˈoloʒˌɛnɪ
плитком	plˈitkom
Коњи	kˈoɲɪ
Луису	lˈuɪsʊ
Намеравао	nˈamɛrˌɐvɐo
зависник	zˈavɪsnɪk
избегла	ˈizbɛɡlɐ
реалистичне	rˈɛɐlˌɪstɪt͡ʃnɛ
Одлази	ˈodlɐzɪ
љубичаста	ʎˈubɪt͡ʃˌɐstɐ
Лукашенко	lˈukɐʃˌɛŋko
Спољна	spˈoʎnɐ
рангирања	rˈaŋɡɪrˌɐɲɐ
Фоче	fˈot͡ʃɛ
спољашња	spˈoʎɐʃɲɐ
поена	pˈoɛnɐ
одржавања	ˈodrʒɐvˌɐɲɐ
социолог	sˈot͡sɪˌoloɡ
Авињону	ˈavɪɲˌonʊ
Герда	ɡˈɛrdɐ
Вирус	vˈirʊs
Књижевне	kɲˈiʒɛvnɛ
комитета	kˈomɪtˌɛtɐ
кривину	krˈivɪnʊ
дебела	dˈɛbɛlɐ
